[00:00:00.089 --> 00:00:00.750]  Find out right now!
[01:32:16.935 --> 01:32:18.536]  It says, worship the beast.
[01:32:18.837 --> 01:32:21.419]  This issue is about worship, not economics.
[01:32:21.699 --> 01:32:27.165]  For a better understanding of this very important topic and to receive your free books and a free DVD call 1-888-211-1715.
[01:32:27.305 --> 01:32:27.606]  That's 1-888-211-1715.
[01:32:33.044 --> 01:32:44.194]  Ted Anderson for minus January 23rd 2007 gold 642 ounce gold coins are 663 334 05 for half and 167 0 2 for quarter ounce coins at 663 334 0 5 and 167 0 2 1971 Nixon closes the gold window fiat currency 1920s the German market explodes from 75 to 23 trillion 1995 gold doubles against the Mexican peso 1997
[01:32:58.707 --> 01:33:01.430]  Gold increases 82% over the Indonesian rupee.
[01:33:01.590 --> 01:33:05.173]  In 1998, gold jumps two-thirds over the Russian ruble.
[01:33:05.194 --> 01:33:07.936]  2002, the Argentine peso loses a fifth of its value to gold.
[01:33:08.196 --> 01:33:13.401]  2006, the last superpower of the USA's mighty dollar loses over half to gold and other raw goods.
[01:33:13.562 --> 01:33:14.863]  Could government let this happen?
[01:33:15.003 --> 01:33:16.965]  Without immediate backing, how much will it lose?
[01:33:17.245 --> 01:33:24.351]  Midas has Nick Bereshev's report covering the loss of purchasing power, fat tail events, bull market economic vulnerabilities, and gold-oil relationship.
[01:33:24.391 --> 01:33:26.152]  You've lost half of your purchasing power.
[01:33:26.192 --> 01:33:27.653]  Call 800-686-2237 before the rest disappears.
[01:33:27.693 --> 01:33:28.073]  That's 800-686-2237.
[01:33:45.035 --> 01:33:47.476]  World War II veteran, National Jeopardy!
[01:33:47.516 --> 01:33:55.358]  champion back in the 60s, and of course, author, father of Mel Gibson and ten other children.
[01:33:56.158 --> 01:34:00.420]  Hutton Gibson is our guest, for those who just joined us.
[01:34:00.480 --> 01:34:07.502]  I mean, every few months, some Catholic cardinal calls for a one world government, a new world order.
[01:34:07.702 --> 01:34:11.663]  Ratzinger has done it three times, that's the current so-called Pope.
[01:34:12.626 --> 01:34:16.788]  And so people could debate all day, you know, was the Catholic Church evil 100 years ago?
[01:34:17.288 --> 01:34:18.549]  Was it evil 50 years ago?
[01:34:18.609 --> 01:34:20.350]  There is no debating.
[01:34:22.831 --> 01:34:36.757]  There's no debating that this is not the Catholic Church it was, and there's no debating the fact that it is a total tool of one world government, and the symbolism and the buildings they're building and everything they're doing is pushing for a one world religion.
[01:34:38.610 --> 01:34:43.633]  Break down for us, Hutton, what Ratzinger means from your studying of him.
[01:34:43.653 --> 01:34:54.681]  You've written a book, a lot of it is about him, about what he means when he says a new world order and why he's going to mosque and praying to Mecca.
[01:34:55.301 --> 01:34:57.382]  Why is he calling for a one world religion?
[01:34:57.423 --> 01:34:59.164]  I mean, this stuff is right out of Revelations.
[01:35:04.528 --> 01:35:11.649]  It's almost an axiom that if you're going to have a one world government, you pretty well gotta have a one world religion.
[01:35:14.010 --> 01:35:17.611]  People will have religion to fight over, they'll fight over it.
[01:35:19.091 --> 01:35:24.032]  So if they're all in one crew that way, that's one big thing eliminated.
[01:35:24.632 --> 01:35:30.353]  It also tones the church down to where it will never argue with the government.
[01:35:32.034 --> 01:35:34.234]  Which it should be doing in any number of cases.
[01:35:36.062 --> 01:35:37.942]  Uh, for instance, abortion.
[01:35:40.003 --> 01:35:45.844]  Uh, and he has his own crew in there.
[01:35:45.924 --> 01:35:54.366]  Now they've been at this for well over a hundred years, getting their people in, into the government of the church itself.
[01:35:56.466 --> 01:36:02.067]  And the people, I don't say all necessarily Freemasons,
[01:36:03.376 --> 01:36:12.039]  But most of them are vulnerable, as were the high muckety mucks at Vatican II, to blackmail.
[01:36:13.439 --> 01:36:29.945]  And the blackmail was not necessarily that they belonged to the Freemasons, though in a number of cases it was so, but in almost all cases they had their hands in the till, or they had girlfriends,
[01:36:31.591 --> 01:36:33.292]  Or, they had boyfriends.
[01:36:36.134 --> 01:36:39.237]  Even a couple of our so-called popes have had boyfriends.
[01:36:41.338 --> 01:36:42.039]  Uh, which popes?
[01:36:42.819 --> 01:36:44.060]  So-called popes had boyfriends?
[01:36:44.681 --> 01:36:52.146]  Well, uh, Paul VI had a gentleman, uh, if I may use the term loosely, an Italian actor named Carlini.
[01:36:53.277 --> 01:36:58.140]  Very handsome man, used to dye his hair red, which I suppose I should take as a compliment.
[01:36:58.600 --> 01:37:06.945]  But he was not, he could come in and out of the Vatican at any time he pleased.
[01:37:08.226 --> 01:37:12.289]  And I've spoken to a man who was there and saw this happening.
[01:37:14.350 --> 01:37:16.151]  He was a member of the Vatican
[01:37:18.125 --> 01:37:19.046]  What would you call it?
[01:37:19.126 --> 01:37:20.366]  The guards.
[01:37:20.587 --> 01:37:26.050]  He was there in a position where he could have stopped this man if he hadn't had orders not to.
[01:37:28.271 --> 01:37:28.731]  Who else?
[01:37:28.791 --> 01:37:30.672]  What other so-called Pope was involved in this?
[01:37:31.533 --> 01:37:37.596]  Well, I hate to do this without... What would you call it?
[01:37:38.176 --> 01:37:40.698]  Going into it in detail and proofing it.
[01:37:41.078 --> 01:37:43.699]  Yeah.
[01:37:43.880 --> 01:37:46.441]  It's a terribly destructive thing and if you have no way to
[01:37:47.054 --> 01:37:48.256]  Right off hand to prove it.
[01:37:49.157 --> 01:37:49.879]  Oh, I understand then.
[01:37:49.919 --> 01:37:50.680]  Let's not go there.
[01:37:51.060 --> 01:37:54.265]  I mean, but we see the same thing in the White House, Republican and Democratic Party.
[01:37:54.306 --> 01:37:55.027]  It's like Foley
[01:37:56.034 --> 01:38:05.703]  The congressman running the Missing Children and Exploited Children program, and then you've got two deputy heads of Homeland Security caught raping or trying to rape children.
[01:38:06.324 --> 01:38:09.427]  You've got Bohemian Grove, the Franklin cover-up, Skull and Bones.
[01:38:09.447 --> 01:38:15.312]  You've got even the New York Post reporting quote, top gay porn star service moguls at Bohemian Grove.
[01:38:15.732 --> 01:38:18.235]  This I guess is part of this Illuminati religion
[01:38:19.436 --> 01:38:24.122]  I guess it's a rite of passage, so they know you're compromised, that you be involved in this.
[01:38:24.162 --> 01:38:25.965]  I think even bigger than just Freemasonry.
[01:38:26.526 --> 01:38:30.491]  And again, I'm not saying most masons are low-level and don't even know what's going on, but high-level folks.
[01:38:31.312 --> 01:38:35.418]  But it seems like it is a rite of passage to do, I mean, I guess it's kind of like a low-level
[01:38:36.779 --> 01:38:46.167]  A street gang will go, you know, mug an old lady as a rite of passage, so they know you're really a member of the crew, or the mafia, you've got to kill two people to be a made member.
[01:38:46.207 --> 01:38:47.548]  I mean, is this a way to get made?
[01:38:47.668 --> 01:38:51.952]  I mean, why is this so prolific and it seems to be a prerequisite?
[01:38:52.953 --> 01:39:03.682]  Well, for one thing, I suppose you recall Della Dodd, who was a member of the Communist Party, who returned to Catholicism and then
[01:39:04.922 --> 01:39:15.687]  Let it be known that she personally had put 1,100 or was it 1,200 people, students, into Catholic seminaries to study for the priesthood.
[01:39:16.828 --> 01:39:23.090]  And when she mentioned this in the 60s, she said they're about running the church now, these people.
[01:39:25.231 --> 01:39:26.692]  And we have this law of Pius V, which really
[01:39:31.095 --> 01:39:34.236]  He puts the homosexual out of the business.
[01:39:34.296 --> 01:39:35.937]  He can't do anything in the church.
[01:39:37.098 --> 01:39:47.882]  And he should be turned over to the civil authority, and the civil authority at the time simply killed him.
[01:39:47.902 --> 01:39:51.144]  So, this law was not included in this 1917-18 code.
[01:39:51.164 --> 01:39:56.746]  And so we have to wonder about the people that put the code in.
[01:39:57.427 --> 01:39:59.968]  Rampolla, Gaspari, Benedict XV,
[01:40:02.524 --> 01:40:05.326]  But clearly they wanted it so they could then blackmail.
[01:40:05.386 --> 01:40:07.948]  It's the same thing that's happening today.
[01:40:08.028 --> 01:40:17.915]  Now, what is the overall agenda now that these globalists have fully gotten control of the Catholic Church?
[01:40:17.955 --> 01:40:20.057]  I mean, where is all this going, Hutton?
[01:40:21.418 --> 01:40:29.624]  Well, they've managed to destroy any respect that most people have for the clergy.
[01:40:30.416 --> 01:40:31.697]  And especially the hierarchy.
[01:40:31.717 --> 01:40:47.282]  There's a gentleman in Illinois, Stephen Brady, who puts out a report every now and then called A.M.D.G., Ad Maiorem Dei Gloriam, for the greater glory of God.
[01:40:48.163 --> 01:40:56.766]  And he has been fighting these queers, these homosexuals, in the clergy and in the hierarchy.
[01:40:57.986 --> 01:40:58.286]  And I...
[01:41:00.054 --> 01:41:01.455]  Can draw very readily.
[01:41:01.475 --> 01:41:09.942]  I'm led to believe by his investigation that 70% of the American Catholic bishops are queer.
[01:41:14.146 --> 01:41:18.367]  Well, I would specify and be specific on that, though.
[01:41:18.927 --> 01:41:21.588]  This is a prerequisite for blackmail.
[01:41:21.628 --> 01:41:33.211]  So people out there listening, whatever their view on this is, the point is, this is being done strategically to control the Republican Party, the Democratic Party, and this is a club, then.
[01:41:33.671 --> 01:41:35.512]  They only let their people in.
[01:41:36.192 --> 01:41:39.895]  They let in the blackmailable people so they will do what they're damn well told.
[01:41:57.265 --> 01:42:07.891]  Hutton is simply stating the fact that 70% of the research of the bishops are involved in this, and I've seen it from my own research.
[01:42:07.971 --> 01:42:09.052]  I totally agree with that.
[01:42:09.812 --> 01:42:12.354]  I would say more than half of the Republican leadership is.
[01:42:13.417 --> 01:42:14.198]  Yeah, that's true.
[01:42:38.191 --> 01:42:45.256]  What percentage from the research, if 70% are homosexual, what percentage are involved in going after the older boys?
[01:42:48.439 --> 01:42:52.081]  Of the 70% that are queer, yeah, I would say 100%.
[01:42:55.364 --> 01:42:57.805]  Because that's much worse.
[01:42:58.025 --> 01:42:59.947]  You can blackmail people better that way.
[01:43:01.148 --> 01:43:07.132]  These days it seems to be no crime to throw up your orders and say, well, I can't stand this celibacy and go away.
[01:43:08.857 --> 01:43:19.525]  But that's something else again, and as you mentioned in the case of the government, people are promoted because they can be told what they must do.
[01:43:19.545 --> 01:43:23.649]  It's amazing.
[01:43:23.689 --> 01:43:31.835]  Would you advise somebody then to put somebody in a mainstream so-called Catholic school or system if there's this many perverts floating around in there?
[01:43:32.315 --> 01:43:32.916]  I would not.
[01:43:33.416 --> 01:43:36.038]  I think it's one of the worst things you can do these days.
[01:43:36.479 --> 01:43:38.020]  At least if you're in a public school.
[01:43:38.795 --> 01:43:46.637]  While it is dumbed down and perverted, it is not officially anti-Catholic.
[01:43:49.438 --> 01:43:51.419]  It's all religion, of course.
[01:43:51.499 --> 01:44:02.722]  You can't bring up religion in this place unless you sneak the Bible in as a history book or a literature.
[01:44:03.102 --> 01:44:04.983]  I have a fine example of good writing.
[01:44:05.759 --> 01:44:08.002]  But that's not all the Bibles you see these days.
[01:44:08.402 --> 01:44:09.583]  Some of them are pretty wretched.
[01:44:11.905 --> 01:44:13.287]  Well, you're absolutely right.
[01:44:13.327 --> 01:44:19.012]  So, bottom line, it's compromised, it's blackmailed, regardless of people's political views or social views.
[01:44:19.032 --> 01:44:20.313]  The point is, this is going on.
[01:44:20.814 --> 01:44:21.694]  This is happening.
[01:44:21.775 --> 01:44:23.616]  They're using it to blackmail the White House.
[01:44:24.037 --> 01:44:25.178]  This is system-wide.
[01:44:26.145 --> 01:44:33.491]  And it's gotten so bad that as I keep reporting, Dyncor and Halliburton can be in the Chicago Tribune running child kidnapping rings and no one gets in trouble.
[01:44:34.091 --> 01:44:35.392]  I mean, this is so big.
[01:44:35.913 --> 01:44:36.873]  What is their goal?
[01:44:36.913 --> 01:44:45.320]  I mean, you know, one child policy, breaking up the family, society's degenerating, every major organization's been infiltrated or compromised or completely taken over.
[01:44:45.800 --> 01:44:46.721]  Well, it's heading straight for the end.
[01:44:46.781 --> 01:44:49.703]  I don't know how long it's going to take, but unless we can get our church back some way...
[01:45:13.800 --> 01:45:14.120]  I don't know.
[01:45:36.012 --> 01:45:40.015]  I mean, it's clear that this has been designed to destroy that institution, and it has.
[01:45:40.035 --> 01:45:42.217]  The membership's falling off, it's falling apart.
[01:45:42.597 --> 01:45:45.079]  What would you say to those that are still part of this system?
[01:45:45.686 --> 01:45:47.327]  What would you say to those who are in denial?
[01:45:47.447 --> 01:45:54.011]  I mean, when Ratzinger's up there saying, one world government, new world order, one world religion, I mean, it doesn't get any clearer.
[01:45:54.031 --> 01:45:56.213]  That's in clear, clear English.
[01:45:56.693 --> 01:45:57.894]  He's clearly saying it.
[01:45:58.434 --> 01:45:59.194]  That's true enough.
[01:45:59.615 --> 01:46:03.497]  I mean, I don't know how people could deny... It's also in clear German and Italian.
[01:46:03.577 --> 01:46:04.818]  Whatever else you can think of.
[01:46:05.218 --> 01:46:10.301]  It used to come out in Latin, and then nobody knew what he was talking about.
[01:46:13.683 --> 01:46:14.544]  We have to say,
[01:46:15.071 --> 01:46:15.852]  To those people.
[01:46:17.333 --> 01:46:18.333]  Whom do you follow?
[01:46:19.594 --> 01:46:21.555]  Why do you listen to these people?
[01:46:23.237 --> 01:46:26.819]  How is it possible that this man is a Pope?
[01:46:26.999 --> 01:46:28.020]  Because that's what they do.
[01:46:28.320 --> 01:46:29.461]  They're infallible.
[01:46:29.501 --> 01:46:32.563]  They hold the office and therefore they can do no wrong.
[01:46:33.523 --> 01:46:36.285]  Logically or... I mean, they carry it too far.
[01:46:37.066 --> 01:46:40.568]  Because infallibility is limited to
[01:46:43.248 --> 01:46:46.570]  The articles of faith and to the morals.
[01:46:46.870 --> 01:46:51.472]  That means the implementation of the basic foundation of the Bible, the canons.
[01:46:52.092 --> 01:46:58.515]  Yes, and whatever the church has taken from tradition, from Christ and his apostles.
[01:46:59.318 --> 01:47:01.259]  Tradition is not what comes later.
[01:47:01.679 --> 01:47:11.904]  Well, isn't it, uh, Hutton Gibson, I mean, this is really like bank robbers dressing up like police to go rob the bank, and then everybody submits to them and says, well, they're wearing the uniform, they must be cops.
[01:47:12.485 --> 01:47:19.848]  Yeah, well, you have to figure there are such things in the world as oxymorons.
[01:47:21.629 --> 01:47:27.192]  We have what you could call mutually exclusive concepts.
[01:47:28.863 --> 01:47:33.905]  And since these men are on record as promoting heresy, they cannot be Catholic.
[01:47:34.165 --> 01:47:36.305]  And if they are not Catholic, they cannot be Pope.
[01:47:37.126 --> 01:47:40.987]  We have not had an eligible Pope since Pius XII.
[01:47:41.727 --> 01:47:44.268]  Now there's a big debate about when the New World Order
[01:47:45.570 --> 01:47:57.499]  We know it was always in there and doing things, but when the New World Order fully took control of the entire Catholic apparatchik, at least this more modern Masonic version, and there's a big debate raging about that.
[01:47:57.539 --> 01:48:05.424]  From your research and the other scholars you confer with, and your trips to Rome, and your research, what have you discovered?
[01:48:05.504 --> 01:48:08.927]  When can you mark the point they really had control?
[01:48:08.947 --> 01:48:14.631]  What they did was call this Vatican Council 2.
[01:48:15.253 --> 01:48:16.454]  For which there was no reason.
[01:48:18.274 --> 01:48:23.257]  If there were any reasons, there might have been three things that would call for something like that.
[01:48:23.337 --> 01:48:25.218]  And they did not rule on any one of them.
[01:48:28.779 --> 01:48:31.921]  And one of them was communism.
[01:48:31.961 --> 01:48:34.602]  One of them was contraception.
[01:48:35.322 --> 01:48:36.623]  And one of them was usury.
[01:48:36.943 --> 01:48:39.184]  And they never said a word on any of these.
[01:48:40.365 --> 01:48:40.805]  Officially.
[01:48:45.551 --> 01:48:48.653]  Well, what is it going to take for people to figure out that Ratzinger's pure evil?
[01:48:48.673 --> 01:48:51.915]  Is he going to have to dress up in a devil outfit and dance around with a pitchfork?
[01:48:52.275 --> 01:48:53.316]  I don't think that'll do it.
[01:48:53.376 --> 01:48:55.257]  People do things like that all the time.
[01:48:58.059 --> 01:48:58.600]  Oh, man.
[01:48:58.920 --> 01:49:02.623]  I just... Well, I mean, that's the equivalent of calling for one world government, one world religion.
[01:49:03.023 --> 01:49:09.387]  Well, as far as... It should make a point with Catholics that the man is not a bishop.
[01:49:09.628 --> 01:49:10.308]  And there he is.
[01:49:10.628 --> 01:49:12.370]  His office is Bishop of Rome.
[01:49:13.470 --> 01:49:14.311]  And he's not a bishop.
[01:49:16.024 --> 01:49:24.927]  Because he went through a ceremony, which would never make anyone a bishop, which was brought in at the same time this new mass was brought in in 1969.
[01:49:25.007 --> 01:49:33.229]  So basically there was a hostile takeover, they'd already infiltrated long before, but there was a hostile takeover in 69, that's the key date?
[01:49:34.609 --> 01:49:43.892]  Well, that was pretty conclusive at that point, where they put us all, any priest that would look at that new mass and say,
[01:49:44.867 --> 01:49:45.968]  This is a mass?
[01:49:47.851 --> 01:49:53.478]  We'd have to deny all this education and the oaths that he took up on ordination.
[01:49:53.738 --> 01:49:57.863]  Hutton Gibson, I'm looking at a Southern Poverty Law Center quote intelligence report.
[01:49:58.805 --> 01:50:01.248]  Radical powerhouse, the Society of St.
[01:50:01.268 --> 01:50:03.310]  Pius V, or is that the 10th?
[01:50:04.136 --> 01:50:05.696]  Well, they're trying to isolate us.
[01:50:05.716 --> 01:50:06.797]  Put us into this right-wing corner.
[01:50:29.833 --> 01:50:34.536]  I've often wondered how I got out on this right wing, because I grew up right in the center of the church.
[01:50:35.596 --> 01:50:41.540]  And without a change of attitude, belief, practice, suddenly I'm out here on this right wing.
[01:50:43.120 --> 01:50:45.622]  And who's demonstrating as a right wing?
[01:50:47.563 --> 01:50:51.765]  All I'm doing is exactly what my ancestors did, right back to the time of St.
[01:50:51.785 --> 01:50:52.165]  Patrick.
[01:50:53.666 --> 01:50:58.549]  But it seems more and more, Hutton, that the establishment is losing control, the alternative media is exploding.
[01:50:59.312 --> 01:51:00.713]  Alternative films are exploding.
[01:51:00.773 --> 01:51:03.374]  It does seem that the pendulum is starting to swing back.
[01:51:03.454 --> 01:51:06.616]  Things are getting bad, but it does seem like people are waking up.
[01:51:07.356 --> 01:51:08.056]  Are you seeing that?
[01:51:09.217 --> 01:51:10.538]  Well, I hope they're waking up.
[01:51:10.698 --> 01:51:16.361]  I'm trying to help wake them up by talking in public for a change.
[01:51:17.081 --> 01:51:25.565]  I've been neglecting my duty because of the... See, there's certain people that are... They don't give a damn what I think.
[01:51:25.585 --> 01:51:26.726]  They're out after my son.
[01:51:28.231 --> 01:51:29.252]  Now, we understand that.
[01:51:29.292 --> 01:51:31.735]  Well, let's talk some more about that since you bring it up when we get back.
[01:51:36.099 --> 01:51:36.580]  It's here.
[01:51:36.800 --> 01:51:41.565]  After a year in production and traveling to distant lands, my new film, Terror Storm, is complete.
[01:51:41.945 --> 01:51:49.593]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:51:50.259 --> 01:51:57.322]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:51:57.722 --> 01:52:09.126]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:52:09.466 --> 01:52:12.947]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:52:13.408 --> 01:52:15.368]  It's an anthology of government crimes.
[01:52:15.688 --> 01:52:19.450]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:52:20.110 --> 01:52:26.974]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:52:33.157 --> 01:52:36.698]  Do you know where the 78 potentially active volcanoes in the U.S.
[01:52:36.738 --> 01:52:37.258]  are located?
[01:52:37.479 --> 01:52:40.860]  And do you know the locations of the top 300 crime terrorist targets?
[01:52:41.080 --> 01:52:45.801]  You can find these answers and more in the new interactive CD book, Prudent Places USA.
[01:52:46.081 --> 01:52:51.063]  With the more than 50 interactive parameters, you can pinpoint natural and man-made disaster areas.
[01:52:51.383 --> 01:52:51.723]  I think so.
[01:53:07.577 --> 01:53:12.079]  As well as detailed information and analysis to help you zero in on the best places to live.
[01:53:12.319 --> 01:53:16.941]  The ideal location for cabins and vacation homes as well as safe and unsafe areas.
[01:53:17.242 --> 01:53:22.724]  Get Prudent Places USA for only $29 plus shipping by calling New Millennium at 888-803-4438.
[01:53:22.744 --> 01:53:24.625]  That's 888-803-4438 to order on the web or at berkeywater.com.
[01:53:32.635 --> 01:53:40.558]  For years you've been hearing about Herbal Healer Academy and how it's remained a leader in effective alternative and natural medicine and education.
[01:53:41.018 --> 01:53:44.119]  But how can they continue to hold that title for years on end?
[01:53:44.139 --> 01:53:47.601]  The answer is high quality and huge selection.
[01:53:48.001 --> 01:53:52.843]  Just visit HerbalHealer.com and shop online or request a free catalog.
[01:53:53.243 --> 01:53:55.584]  You're bound to find the alternative you're looking for.
[01:53:56.324 --> 01:54:01.045]  Did you know that Herbal Healer carries the latest, safest and effective weight loss products?
[01:54:01.525 --> 01:54:07.407]  You can also count on Herbal Healer for the largest selection of safe and natural supplements just for children.
[01:54:07.707 --> 01:54:08.947]  And don't forget your pets!
[01:54:09.327 --> 01:54:15.028]  Herbal Healer even has natural mineral supplements for all your animals, including horses, cows and birds.
[01:54:15.448 --> 01:54:21.850]  Take a peek at their online calendar and you're sure to find everything you need and maybe something you didn't realize you needed.
[01:54:22.330 --> 01:54:27.191]  Visit HerbalHealer.com and don't forget to sign up for the free Herbal Healer newsletter.
[01:54:27.692 --> 01:54:31.152]  HerbalHealer.com, working with the power of nature.
[01:54:39.315 --> 01:54:40.275]  Okay, folks.
[01:54:40.995 --> 01:54:41.895]  Welcome back.
[01:54:43.616 --> 01:54:48.277]  The War Is Now is Hutton's newsletter.
[01:54:49.077 --> 01:54:50.898]  He's also written several books, pamphlets,
[01:54:51.850 --> 01:55:20.067]  and uh... one of them is the enemy is still here you can get his newsletter for five dollars a year and uh... you can uh... right to a c t write this down folks for this is traditional catholics catholics is a general public want to be informed by a scholar who's really studied this and it is scholarly it's heavy reading i've read it several times and read two of his books a c t p o box twenty seven pleasant
[01:55:21.136 --> 01:55:27.320]  Unity PA 15676 That's ACT PO Box 27 Pleasant Unity PA 15676
[01:55:36.673 --> 01:55:38.134]  We're good to go.
[01:55:59.049 --> 01:55:59.430]  P.O.
[01:55:59.450 --> 01:56:02.952]  Box 27, Pleasant Unity, PA 15676.
[01:56:06.095 --> 01:56:07.776]  Hutton, was all that accurate I just said?
[01:56:08.336 --> 01:56:08.697]  Correct.
[01:56:09.477 --> 01:56:19.925]  Let's get back, because you brought it up, and I mean, careful not to be too controversial here, and respect the fact that you trust this show to come on here after two and a half years, or I guess silence since 2004, really.
[01:56:20.866 --> 01:56:25.449]  But you said they want to get at your son through you.
[01:56:26.050 --> 01:56:27.451]  We hit the break, please continue.
[01:56:29.542 --> 01:56:33.084]  Well, I'm the whipping boy, I suppose.
[01:56:34.644 --> 01:56:40.927]  I'm responsible for anything he thinks, and anything he thinks must be what I think.
[01:56:41.567 --> 01:56:50.531]  You know, this general guilt by association, I guess you call it, or they used to call it McCarthyism.
[01:56:51.572 --> 01:56:52.412]  Well, he does.
[01:56:52.632 --> 01:56:56.654]  Mel does stick up for his dad, and he says that you're his biggest hero.
[01:56:57.939 --> 01:56:59.160]  That's very gratifying.
[01:56:59.440 --> 01:57:01.822]  I hadn't heard that one.
[01:57:02.643 --> 01:57:03.783]  I've seen it in a TV interview.
[01:57:04.864 --> 01:57:07.826]  I tell you, they did take out of context what you said.
[01:57:07.846 --> 01:57:09.107]  They did lie about what you said.
[01:57:09.127 --> 01:57:10.088]  They did all sorts of things.
[01:57:10.488 --> 01:57:15.452]  I got called by national television wanting to buy an interview you did here.
[01:57:15.472 --> 01:57:20.476]  I just told them where they could go so they could try to craft some things.
[01:57:20.656 --> 01:57:22.037]  It's just despicable.
[01:57:22.557 --> 01:57:24.519]  But again, like I said, people are waking up to this.
[01:57:24.539 --> 01:57:26.080]  They're not buying it anymore, Hutton.
[01:57:27.967 --> 01:57:28.487]  I hope not.
[01:57:29.928 --> 01:57:34.470]  But you mentioned the Southern Poverty Law Center.
[01:57:34.950 --> 01:57:35.230]  Yes.
[01:57:35.870 --> 01:57:42.173]  Isn't that the outfit that chased the Ten Commandments out of the Alabama State Court?
[01:57:42.533 --> 01:57:44.014]  Yes, that's what they do.
[01:57:44.254 --> 01:57:45.875]  They're here to destroy the country.
[01:57:50.036 --> 01:57:52.477]  And then Bush didn't even stand up for Judge Roy Moore.
[01:57:52.537 --> 01:57:53.998]  He sent a prosecutor down after him.
[01:57:57.620 --> 01:57:58.721]  Well, what do you expect?
[01:57:59.381 --> 01:58:02.743]  Isn't this the guy that's all he's against abortion?
[01:58:03.403 --> 01:58:05.584]  And then he says, well, give me a bill.
[01:58:05.664 --> 01:58:06.264]  I'll sign it.
[01:58:07.365 --> 01:58:08.345]  He doesn't need a bill.
[01:58:08.385 --> 01:58:12.767]  He got this doggone Homeland Security thing through there because he wanted it.
[01:58:14.051 --> 01:58:26.535]  Well, remember three years ago you were on, right when The Passion of Christ was about to come out, and you told me about the Diane Sawyer interview before it even went on TV, that Mel said, you know where the WMDs... guess where I'm going to hide out after this movie comes out?
[01:58:26.855 --> 01:58:28.876]  I'm going to hide where the WMDs are hidden.
[01:58:29.716 --> 01:58:29.917]  Right.
[01:58:30.557 --> 01:58:32.397]  Because nobody can find me.
[01:58:32.437 --> 01:58:34.458]  Nobody will ever be able to find you.
[01:58:34.958 --> 01:58:36.839]  What do you think about their talk of attacking Iran?
[01:58:38.410 --> 01:58:39.531]  Well, they'll get to it.
[01:58:40.011 --> 01:58:41.332]  They don't throw these things up.
[01:58:41.452 --> 01:58:45.395]  It's a balloon, and then you get talked into it.
[01:58:45.495 --> 01:58:57.625]  People discover things that have happened, like, well, maybe 500 years ago, the Shah of Persia shot a Christian, or something, if he had a gun.
[01:58:58.605 --> 01:58:59.386]  I don't know about this.
[01:59:00.887 --> 01:59:01.808]  You suppose they had guns?
[01:59:03.627 --> 01:59:07.628]  Well, we're going to break for 70 seconds and come back and do just five more minutes with Hutton Gibson.
[01:59:08.088 --> 01:59:09.389]  Always interesting to talk to him.
[01:59:09.409 --> 01:59:10.069]  We'll be right back.
[01:59:12.791 --> 01:59:17.813]  If you would like a copy of this show, come to GCNlive.com and reserve it today, or call toll-free 877-376-45.
[01:59:23.300 --> 01:59:26.841]  Do you know where the 78 potentially active volcanoes in the U.S.
[01:59:26.881 --> 01:59:27.401]  are located?
[01:59:27.601 --> 01:59:31.002]  And do you know the locations of the top 300 prime terrorist targets?
[01:59:31.222 --> 01:59:35.924]  You can find these answers and more in the new interactive CD book, Fruit in Places USA.
[01:59:36.204 --> 01:59:43.126]  With the more than 50 interactive parameters, you can pinpoint natural and man-made disaster areas, brewing environmental catastrophes.
[01:59:43.366 --> 01:59:43.667]  I think so.
[01:59:56.238 --> 01:59:59.220]  An analysis to help you zero in on the best places to live.
[01:59:59.460 --> 02:00:04.103]  The ideal location for cabins and vacation homes, as well as safe and unsafe areas.
[02:00:04.404 --> 02:00:09.807]  Get Prudent Places USA for only $49 plus shipping by calling New Millennium at 888-803-4438.
[02:00:09.907 --> 02:00:11.869]  That's 888-803-4438 to order on the web or at berkeywater.com.
[02:00:22.481 --> 02:00:24.382]  Waging war on corruption.
[02:00:24.882 --> 02:00:27.764]  Alex Jones on the GCN Radio Network.
[02:00:34.187 --> 02:00:34.847]  Big Brother.
[02:00:35.487 --> 02:00:36.568]  Mainstream media.
[02:00:37.268 --> 02:00:39.009]  Government cover-ups.
[02:00:39.029 --> 02:00:39.850]  You want answers?
[02:00:40.610 --> 02:00:42.511]  Well, so does he.
[02:00:42.531 --> 02:00:46.113]  He's Alex Jones on the GCN Radio Network.
[02:00:46.333 --> 02:00:50.455]  And now, live from Austin, Texas, Alex Jones.
[02:00:52.273 --> 02:01:05.758]  All right, coming up at the end of this hour, I'm going to get into the Illuminati, the Masons, their occultic activities, and in, I mean, even Keith Ullman's gone on national TV and said Bush is engaging in human sacrifice over
