[00:00:00.169 --> 00:00:01.290]  Serious tax problem.
[00:47:13.623 --> 00:47:23.250]  Call for your Electrolyzed Plus Alkalinizing Nourical Rejuvenating Water Concentrate or other remarkable RPA Biotech products like Ultimate Fuel Sport Performance Drink at 888-212-8871
[00:47:26.452 --> 00:47:29.813]  That's 888-212-8871, or go to NutraMedical.com.
[00:47:29.993 --> 00:47:32.854]  That's N-U-T-R-I with an I, Medical.com.
[00:47:34.534 --> 00:47:40.035]  News, politics, sports, cars, home improvement, health, and everything in between, we've got you covered.
[00:47:40.095 --> 00:47:43.336]  You're listening to the GCN Radio Network.
[00:47:44.717 --> 00:47:47.757]  Corruption never had a worse enemy.
[00:47:48.577 --> 00:47:50.738]  You're locked into the Alex Jones Show.
[00:47:53.866 --> 00:47:55.549]  Well, I got some bad news for you.
[00:47:55.589 --> 00:48:01.117]  Hillary Clinton, as you probably already know, is at the forefront of the pack of Democratic New World Order puppets.
[00:48:03.140 --> 00:48:06.465]  Literally, I don't know who I hate more, George Bush or Hillary Clinton.
[00:48:06.485 --> 00:48:08.008]  I mean, they're just total New World Order trash.
[00:48:09.079 --> 00:48:12.923]  Hillary will fool those liberals all day and George Bush will fool Republicans all night.
[00:48:13.523 --> 00:48:16.266]  And together in the twain they meet in total domination.
[00:48:16.867 --> 00:48:25.395]  The enslavement continues while we're busy worrying about Iran and it's been confirmed by the former head of the British Maritime Administration that the British changed the map.
[00:48:26.067 --> 00:48:34.131]  That is Iranian territorial waters, but that's mainstream British papers, conservative papers even reporting it, but you'll never hear that here in the United States.
[00:48:34.871 --> 00:48:36.872]  It's just, you support them Iranians.
[00:48:36.932 --> 00:48:45.076]  Well, last time I checked, the Iranians aren't hanging people by their toes, or shocking them with electrodes, or raping them, as the Army Report admits, when on Abu Ghraib.
[00:48:46.277 --> 00:48:50.039]  Let's go ahead and talk to Frank in Florida, says he has a bone to pick with me.
[00:48:50.099 --> 00:48:51.980]  Go ahead, then we'll go to Kevin, TJ, and others.
[00:48:52.020 --> 00:48:52.340]  Go ahead.
[00:48:53.101 --> 00:49:03.867]  Okay, just to get right into it, as far as, I agree with 95% of what you say and all your guests and everything, but you have some guests on there that really, they're kind of like enemies in the camp.
[00:49:04.427 --> 00:49:05.768]  One of them is Kevin Barrett.
[00:49:06.588 --> 00:49:08.569]  Another one is Jimmy Walters.
[00:49:09.650 --> 00:49:11.831]  I haven't interviewed Walters in about a year and a half.
[00:49:12.892 --> 00:49:16.134]  That's true, but he's one of the 9-11 movement guys anyway.
[00:49:16.234 --> 00:49:19.615]  Hey, he's a billionaire who's going around talking about 9-11 being an inside job.
[00:49:19.675 --> 00:49:20.916]  I interviewed him a couple times.
[00:49:20.936 --> 00:49:26.258]  Okay, that's true, but let's say Kevin Baird, because there are several... I don't want to take your time.
[00:49:26.298 --> 00:49:36.262]  For those that don't know, he was a University of Wisconsin professor who's an Anglo-Saxon who converted to Islam, and he's a satirist by training.
[00:49:36.323 --> 00:49:38.583]  I mean, why is he an enemy in the camp?
[00:49:39.444 --> 00:49:41.885]  Okay, have you checked out his website?
[00:49:42.995 --> 00:49:45.418]  I mean, that Majuka.com image... Yeah, what is it?
[00:49:45.438 --> 00:49:47.400]  The Muslim-Christian-Jewish Alliance?
[00:49:47.841 --> 00:49:48.642]  For 9-11 Truth?
[00:49:49.162 --> 00:49:51.425]  It's not just Muslim-Christian-Jewish Alliances.
[00:49:51.485 --> 00:49:53.027]  It's a New World Order website.
[00:49:53.087 --> 00:49:54.949]  That's what this guy is proposing here.
[00:49:55.109 --> 00:49:56.791]  It's on the religious side of things.
[00:49:57.409 --> 00:49:59.150]  Well, I'll say this right now.
[00:49:59.270 --> 00:50:02.992]  I know about that with Barrett, and I don't believe in the liberal brand of the New World Order.
[00:50:03.532 --> 00:50:14.419]  David Ray Griffin, a very famous theologian, very cogent on 9-11, but he has a council on foreign relations members writing the intros of some of his books, and he believes in the New World Order.
[00:50:15.259 --> 00:50:19.461]  That's why he's been able to get some really high-powered people to listen to him.
[00:50:20.162 --> 00:50:21.503]  I agree with you.
[00:50:23.444 --> 00:50:26.569]  Well, I would just say that a lot of people need to be careful.
[00:50:26.929 --> 00:50:29.513]  I don't know about Barrett, but I certainly know a little bit.
[00:50:32.242 --> 00:50:33.683]  Yeah, you talk about different ones that call you as a leader?
[00:51:01.861 --> 00:51:03.762]  Well, no, I mean, I'm not the leader.
[00:51:03.802 --> 00:51:04.723]  I don't want to be the leader.
[00:51:04.883 --> 00:51:06.584]  I am the father of 9-11 truth.
[00:51:06.824 --> 00:51:10.746]  Well, what I mean is that people can be their own leader.
[00:51:10.806 --> 00:51:12.226]  Just pay attention to what's going on.
[00:51:12.266 --> 00:51:13.227]  Oh, I agree with you.
[00:51:13.487 --> 00:51:18.049]  Just like Sybil Ludington here in New York in the 1700s.
[00:51:18.910 --> 00:51:20.171]  The Redcoats were coming.
[00:51:20.231 --> 00:51:23.332]  She's a female Paul Revere.
[00:51:24.373 --> 00:51:26.814]  And she warned her neighbors and fought off the British.
[00:51:27.685 --> 00:51:28.546]  That's right, she did.
[00:51:28.566 --> 00:51:32.769]  And sometimes your leadership, it might be a short-term thing.
[00:51:33.930 --> 00:51:35.432]  Just pay attention to what's going on.
[00:51:36.633 --> 00:51:37.073]  I hear you.
[00:51:37.093 --> 00:51:42.618]  What do you think about the news that the British government changed the map and then sent their sailors in there?
[00:51:43.294 --> 00:51:50.075]  It's like the Israelis, admittedly, this was in the Israeli papers, sent their guys over into Lebanon to get them captured.
[00:51:50.395 --> 00:51:52.736]  Well, it's just another Tom Kim thing.
[00:51:52.776 --> 00:51:54.436]  They say it's a Tom Kim type thing.
[00:51:54.576 --> 00:51:56.397]  Well, I'm not supporting Hezbollah either.
[00:51:56.457 --> 00:51:57.877]  I'm just reporting the facts.
[00:51:58.117 --> 00:52:05.078]  You see, I mean, so many people, so many people, they frame the way they see the world around what their views already are.
[00:52:05.779 --> 00:52:07.919]  I just try to report what the evidence is.
[00:52:08.739 --> 00:52:09.959]  You know what?
[00:52:10.039 --> 00:52:11.020]  One more thing, I'll let you go.
[00:52:11.040 --> 00:52:12.820]  You know, Al Bundy told Peg once,
[00:52:13.879 --> 00:52:15.060]  These people that don't wake up.
[00:52:16.260 --> 00:52:19.542]  He said if Darwin was right, they'll figure it out in two million years.
[00:52:26.773 --> 00:52:32.556]  I just wanted to call and say I love your show, and I'm a big fan of your show, and thank you for what you're doing.
[00:52:53.837 --> 00:52:57.058]  For all of us, and I mean, I'm in the fight right there with you, sir.
[00:52:57.698 --> 00:52:58.679]  Well, thank you, my friend.
[00:52:59.279 --> 00:53:00.699]  Do you think we're going to be going to war with Iran?
[00:53:00.719 --> 00:53:04.121]  What do you think the aftermath or the repercussions of that could be?
[00:53:04.941 --> 00:53:06.041]  I'm not sure.
[00:53:06.061 --> 00:53:07.682]  I mean, I'm totally not sure.
[00:53:08.042 --> 00:53:12.303]  I'm just listening to your show just for your opinion and everything like that.
[00:53:12.343 --> 00:53:13.424]  I listen to the news.
[00:53:15.184 --> 00:53:16.545]  How are you listening to us today?
[00:53:16.565 --> 00:53:17.745]  Excuse me?
[00:53:17.885 --> 00:53:18.706]  How are you listening to us?
[00:53:19.226 --> 00:53:19.686]  By internet.
[00:53:20.379 --> 00:53:20.979]  Fantastic.
[00:53:20.999 --> 00:53:22.080]  Well, it's good to have you on board.
[00:53:22.400 --> 00:53:26.821]  Yeah, well, I just wanted to call you and talk to you about the Ron Paul issue and his campaign.
[00:53:27.302 --> 00:53:28.862]  Yes, there's a question in the chat room.
[00:53:28.882 --> 00:53:29.883]  Let me just address this now.
[00:53:30.163 --> 00:53:31.963]  Did I see him Friday on Bill Mars?
[00:53:32.324 --> 00:53:33.104]  Plotly incorrect.
[00:53:33.144 --> 00:53:34.384]  The answer is no.
[00:53:34.504 --> 00:53:40.347]  I knew about it and announced it Friday on my weekday show, but I would like somebody to call and tell me how that went, but go ahead.
[00:53:40.507 --> 00:53:40.927]  Oh, I saw it.
[00:53:40.987 --> 00:53:41.327]  I saw it.
[00:53:41.467 --> 00:53:41.747]  Okay.
[00:53:41.767 --> 00:53:42.547]  Well, great.
[00:53:42.567 --> 00:53:42.767]  Great.
[00:53:43.128 --> 00:53:44.148]  Killed two birds with one stone.
[00:53:44.168 --> 00:53:44.788]  Tell us how it was.
[00:53:45.168 --> 00:53:46.129]  Yeah, let me tell you that
[00:53:46.949 --> 00:53:51.592]  I was very disappointed in how Bill Maher went about the interview with Ron Paul.
[00:53:52.273 --> 00:53:55.915]  I mean, excuse my language, but he acted like a total jackass towards him.
[00:53:56.434 --> 00:53:58.916]  He didn't really want to get towards the issues.
[00:53:59.316 --> 00:54:02.959]  You know, Bill Maher, he's a stickler for global warming and everything like that.
[00:54:03.599 --> 00:54:05.640]  He's all into the scam and everything like that.
[00:54:05.660 --> 00:54:08.402]  I tell you, these guys are on the ball in here with the dump button.
[00:54:08.442 --> 00:54:12.285]  You said, excuse my language, and they dumped you immediately when you just said jackass.
[00:54:12.585 --> 00:54:14.006]  And I agree, it's okay.
[00:54:14.286 --> 00:54:15.567]  Bill, oh, you were getting ready to.
[00:54:15.627 --> 00:54:16.868]  I saw the hand on the trigger.
[00:54:17.569 --> 00:54:20.491]  Yeah, Bill Maher is a jackass.
[00:54:21.191 --> 00:54:22.972]  And he's another one of these fake liberals.
[00:54:24.073 --> 00:54:26.374]  But now he's starting to question the official story on 9-11.
[00:54:26.474 --> 00:54:29.156]  Why did Bush sit there for 20-something minutes?
[00:54:29.216 --> 00:54:30.356]  It wasn't 16, folks.
[00:54:30.756 --> 00:54:43.323]  While he'd been told that the second tower had been hit, why didn't the Secret Service go to their default position to jerk him out of there, when for many days it had been announced that Bush was going to be at that school, Brooker Elementary?
[00:54:43.604 --> 00:54:45.244]  Let's keep jamming the calls in here.
[00:54:46.065 --> 00:54:46.845]  Who is up next?
[00:54:46.865 --> 00:54:47.706]  Let's talk to Chris.
[00:54:49.827 --> 00:54:54.911]  Alex, good to hear from you.
[00:54:54.991 --> 00:54:57.713]  Glad for KLBJ putting on your new Sunday spot.
[00:54:57.773 --> 00:54:58.693]  I really appreciate that.
[00:54:58.733 --> 00:55:00.014]  I'm sure everyone else does too.
[00:55:00.534 --> 00:55:02.536]  My question really quickly, about three weeks ago,
[00:55:03.462 --> 00:55:06.044]  Zygmunt Brzezinski was on NPR.
[00:55:06.525 --> 00:55:20.075]  The former National Security Advisor, founder of the Trilateral Commission with David Rockefeller, called for New Pearl Harbor to launch a new empire, but says the neocons have gone too far and they may stage terror attacks to blame it on Iran.
[00:55:20.396 --> 00:55:25.100]  That was in testimony a month and a half ago before the Senate Armed Services Committee.
[00:55:25.180 --> 00:55:26.180]  I didn't hear the NPR.
[00:55:26.200 --> 00:55:26.801]  What did he say there?
[00:55:27.141 --> 00:55:33.006]  Yeah, really, that was a really interesting interview from NPR.
[00:55:33.601 --> 00:55:43.287]  They had him on for about an hour, and three times, or maybe four times, he used the phrase 20 months with respect to our invasion of Iran.
[00:55:43.467 --> 00:55:46.969]  And basically what he said, and I want to get your take on it, and I'll try to call in.
[00:55:47.829 --> 00:55:50.051]  It's difficult for me to find time during a week.
[00:55:50.091 --> 00:55:50.591]  I understand.
[00:55:50.611 --> 00:55:52.932]  I wish you might send us clips of that, but we don't have the staff either.
[00:55:53.272 --> 00:55:53.533]  Right.
[00:55:53.913 --> 00:55:57.755]  Basically what he said was that if the U.S.
[00:55:57.795 --> 00:56:02.818]  had invaded Iran inside the next 20 months, we could look for our role
[00:56:03.382 --> 00:56:07.444]  As a dominant superpower worldwide to be diminished, you know, pretty quickly.
[00:56:07.524 --> 00:56:08.504]  That's the trap.
[00:56:08.604 --> 00:56:10.185]  Earlier I said I'd get into the trap.
[00:56:10.205 --> 00:56:15.267]  Well, I mean, I'll get into what Brzezinski represents in a minute.
[00:56:15.487 --> 00:56:18.688]  Okay, and then basically the last thing, and then I'll let you go.
[00:56:18.708 --> 00:56:19.948]  I know you've got a lot of callers, whatever.
[00:56:21.409 --> 00:56:27.791]  Basically what he said was he expected to see right after that a tactical alliance between China and Russia.
[00:56:28.051 --> 00:56:29.572]  What's your take on that?
[00:56:29.812 --> 00:56:31.293]  There is no China-Soviet split.
[00:56:33.334 --> 00:56:34.374]  They've always been together.
[00:56:34.815 --> 00:56:35.075]  Right.
[00:56:35.895 --> 00:56:41.657]  I've interviewed the former heads of the Pentagon, War College, the experts that study all that.
[00:56:42.077 --> 00:56:44.298]  Yeah, let me break down what's going on, okay?
[00:56:45.278 --> 00:56:45.739]  It's simple.
[00:56:46.019 --> 00:56:52.001]  To bring in a European Union-dominated one-world government, which in case they didn't tell you on the news,
[00:56:52.962 --> 00:56:54.803]  Ladies and gentlemen, it has been in place.
[00:56:55.243 --> 00:56:56.843]  We're already in a North American Union.
[00:56:57.223 --> 00:56:58.743]  We're already in a European Union.
[00:56:58.763 --> 00:57:08.406]  You know, they just celebrated a week and a half ago, and literally no one in Brussels literally showed jugglers and bands and marching bands and floats, and no one on the streets to celebrate.
[00:57:08.766 --> 00:57:15.348]  Fifty years of the EU, European Union, and you're going, you're going, wait a minute, fifty years of the European Union?
[00:57:15.408 --> 00:57:16.428]  Alex, it only started in 2000.
[00:57:17.862 --> 00:57:21.063]  Just like our American Union, they didn't tell the people there.
[00:57:21.103 --> 00:57:22.764]  They just started merging the bureaucracies.
[00:57:24.024 --> 00:57:26.045]  And they did it back in 1957.
[00:57:27.165 --> 00:57:31.006]  And Bilderberg formed in 1954 with the express goal of doing that.
[00:57:32.107 --> 00:57:40.949]  Now, to the New World Order, and again, we're owned by predominantly just a few families in England, Germany, France, and the Dutch also.
[00:57:40.989 --> 00:57:42.770]  Queen Beatrix is one of the richest people in the world.
[00:57:43.719 --> 00:57:46.861]  And, uh, this is actually in major financial publications.
[00:57:46.881 --> 00:57:52.184]  It's just not in the stuff the general public gets, or even so-called highbrow Wall Street Journal stuff.
[00:57:52.485 --> 00:57:54.306]  But it is in the Financial Times and other places.
[00:57:54.886 --> 00:57:56.047]  And we're totally bought and paid for.
[00:57:57.027 --> 00:57:58.348]  But, you know what?
[00:57:58.368 --> 00:57:59.149]  We're running out of time here.
[00:57:59.229 --> 00:58:00.049]  Second hour coming up.
[00:58:00.670 --> 00:58:04.252]  Let's break down, just briefly, and we'll go back to your calls, the trap.
[00:58:04.832 --> 00:58:10.636]  How America has been set up, what we're going to look like in 5, 10, 20 years, it's all been stated.
[00:58:11.278 --> 00:58:13.561]  Okay, and what this Iran-Iraq thing is all about.
[00:58:14.162 --> 00:58:15.484]  Okay, this is a trap.
[00:58:16.325 --> 00:58:17.647]  It is a trap, period.
[00:58:17.948 --> 00:58:22.294]  The websites are InfoWars.com, PrisonPlanet.com, and PrisonPlanet.tv.
[00:58:22.334 --> 00:58:22.735]  Stay with us.
[00:58:24.057 --> 00:58:25.098]  Hi, this is Ted Anderson.
[00:58:25.198 --> 00:58:30.020]  Over the years, Genesis Communications Network has grown by leaps and bounds, reaching millions of listeners.
[00:58:30.120 --> 00:58:33.021]  The impact on political and social issues have been enormous.
[00:58:33.141 --> 00:58:37.163]  Businesses associated with the network have grown to become valuable enterprises.
[00:58:37.483 --> 00:58:43.486]  If you are accredited and have an entrepreneurial spirit, national radio may be the opportunity you're looking for.
[00:58:43.666 --> 00:58:44.906]  Call me today at 877-996-4327, extension 101.
[00:58:44.966 --> 00:58:46.327]  For more information, that's 877-996-4327, extension 101.
[00:58:55.132 --> 00:58:56.152]  Looking for profit?
[00:58:56.212 --> 00:58:57.993]  Looking for safety and security?
[00:58:58.033 --> 00:59:00.773]  The $10 Olympic commemorative gold coin offers both.
[00:59:01.193 --> 00:59:08.755]  This low-mintage collector coin, with a total series mintage under $600,000, has sold at four times its current price.
[00:59:08.815 --> 00:59:12.356]  Falling dollar values and inflation make this likely to happen again.
[00:59:12.556 --> 00:59:14.076]  Secure your position today.
[00:59:14.136 --> 00:59:15.796]  Call Midas Resources at 1-800-686-2237.
[00:59:15.816 --> 00:59:16.197]  That's 1-800-686-2237.
[00:59:23.968 --> 00:59:26.991]  More than 700 chemicals have been found in our drinking water.
[00:59:27.311 --> 00:59:32.235]  And did you know that you can have greater exposure to these chemicals by taking hot showers than when you drink the water?
[00:59:32.495 --> 00:59:36.838]  That's because many chemicals are inhaled when they evaporate, and others are absorbed in the skin.
[00:59:37.139 --> 00:59:46.046]  The KDF shower filter is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus in your shower.
[00:59:46.266 --> 00:59:49.869]  The media is non-toxic, environmentally sound, and is recyclable.
[00:59:50.169 --> 00:59:55.197]  The KDF shower filter will typically last 10,000 gallons or one year, whichever comes first.
[00:59:55.498 --> 01:00:02.189]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[01:00:02.682 --> 01:00:03.362]  What about you?
[01:00:04.003 --> 01:00:09.366]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[01:00:09.406 --> 01:00:10.567]  Call now to order at 1-888-803-4438.
[01:00:10.587 --> 01:00:12.608]  Order today and save $14 by calling 1-888-803-4438.
[01:00:12.648 --> 01:00:14.429]  Thank you for listening to GCA.
[01:00:36.717 --> 01:00:38.258]  Terria, what about you?
[01:00:38.898 --> 01:00:44.261]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[01:00:44.301 --> 01:00:45.402]  Call now to order at 1-888-803-4438.
[01:00:45.482 --> 01:00:47.503]  Order today and save $14 by calling 1-888-803-4438.
[01:00:47.543 --> 01:00:49.704]  Thank you for listening to GCA.
[01:01:14.654 --> 01:01:17.595]  USA Radio Network News, Richard Curtis reporting.
[01:01:18.215 --> 01:01:23.338]  Many have taken pause to honor those who were murdered on Monday in the Virginia Tech massacre.
[01:01:23.858 --> 01:01:25.539]  Jackson Ivy has the story.
[01:01:25.659 --> 01:01:34.364]  It was an emotional day as close to a dozen funerals and services were held across the country Saturday for some of the victims of the massacre at Virginia Tech.
[01:01:35.224 --> 01:01:42.908]  Democratic presidential hopeful John Edwards was among hundreds of mourners who packed a high school in Narrows, Virginia to honor Jarrett Lane.
[01:01:43.613 --> 01:01:46.716]  An engineering student who would have graduated in May.
[01:01:46.736 --> 01:01:54.703]  A Navy Blue Angels jet has crashed at an air show in South Carolina, killing the pilot, injuring eight people on the ground.
[01:01:55.362 --> 01:01:57.063]  Fred Yelenik saw it happen.
[01:01:57.263 --> 01:02:10.671]  I heard a very strange crashing noise behind me, and in the time that it took me to just turn around 180 degrees, the fireball went up some 300 yards from where I was standing, and the crash was over that quickly.
[01:02:10.971 --> 01:02:12.852]  Several homes were also damaged.
[01:02:12.952 --> 01:02:15.454]  It's not yet clear what brought the F-A-18 down.
[01:02:16.674 --> 01:02:27.964]  Iran has expressed hope that talks with a senior EU official this coming week could lead to a solution with its row with the West, but it's made clear it would not halt a nuclear fuel enrichment program.
[01:02:28.625 --> 01:02:36.912]  Iran's chief nuclear negotiator, Ali Larijani, and European Union foreign policy chief, Javier Solana, due to hold talks on Wednesday.
[01:02:36.932 --> 01:02:39.475]  This is USA Radio Network News.
[01:02:41.665 --> 01:02:42.145]  D.R.A.
[01:02:42.185 --> 01:02:44.446]  worked with my creditors and cut my debt in half.
[01:02:44.746 --> 01:02:47.687]  Are credit card bills making your life miserable?
[01:02:48.187 --> 01:02:52.549]  Debt Relief of America can eliminate up to 60% of your credit card debt.
[01:02:53.009 --> 01:02:59.291]  In fact, they have helped people just like you wipe out over $15 million in credit card debt.
[01:02:59.491 --> 01:03:02.071]  The best part was they worked with my creditors for me.
[01:03:02.151 --> 01:03:07.252]  Get your credit card statements handy and call for a free no-obligation debt consultation.
[01:03:07.352 --> 01:03:09.233]  The people at Debt Relief really listen.
[01:03:09.473 --> 01:03:11.373]  No one judged me or talked down to me.
[01:03:11.633 --> 01:03:12.813]  They just gave me a way out.
[01:03:13.093 --> 01:03:17.294]  Call for your free no-obligation debt consultation now.
[01:03:17.314 --> 01:03:18.634]  800-499-4102.
[01:03:19.135 --> 01:03:20.595]  The call is free.
[01:03:20.855 --> 01:03:22.235]  The consultation is free.
[01:03:22.455 --> 01:03:26.876]  The information could save you thousands of dollars and give you your freedom back.
[01:03:27.477 --> 01:03:30.100]  Get an army of debt negotiators on your side.
[01:03:30.120 --> 01:03:32.684]  Not available in all states, including South Carolina.
[01:03:32.784 --> 01:03:33.185]  Call 800-499-4102.
[01:03:33.245 --> 01:03:33.606]  That's 800-499-4102.
[01:03:41.019 --> 01:03:51.010]  Farmers in southern states now struggling with drought conditions following a number of other weather-related phenomenon this year that will likely cause a number of economic problems for them.
[01:03:51.050 --> 01:03:59.960]  The major freeze over Easter weekend did major damage to the peaches and blueberries and strawberries and apples across the deep south.
[01:04:00.040 --> 01:04:02.763]  This is really just adding insult to injury.
[01:04:03.203 --> 01:04:03.663]  We're good to go.
[01:04:27.430 --> 01:04:28.812]  It started around 6 a.m.
[01:04:28.832 --> 01:04:33.800]  when the third floor of the building rapidly spread to three rooms where younger children were sleeping.
[01:04:34.621 --> 01:04:37.465]  This is USA Radio Network News.
[01:04:41.332 --> 01:04:42.452]  Hey, Emily, what's wrong?
[01:04:42.572 --> 01:04:44.553]  Ugh, these corns are killing my feet.
[01:04:44.673 --> 01:04:45.633]  Ouch, I've been there.
[01:04:45.753 --> 01:04:47.493]  Getting rid of them gives me huge pain.
[01:04:47.633 --> 01:04:48.653]  Oh, no pun intended.
[01:04:48.813 --> 01:04:52.654]  I keep using my corn remover over and over and ugh, will this ever end?
[01:04:52.694 --> 01:04:54.194]  Calm down with melodrama.
[01:04:54.354 --> 01:04:56.055]  I use Dr. Scholl's corn removers.
[01:04:56.215 --> 01:04:58.375]  It only took me two treatments and my corns were history.
[01:04:58.415 --> 01:04:58.995]  Two treatments?
[01:04:59.015 --> 01:04:59.795]  Yeah, that's fast.
[01:04:59.835 --> 01:05:02.076]  Yep, there's no easier way to remove corns quickly.
[01:05:02.416 --> 01:05:07.056]  Dr. Scholl's corn removers are the only ones clinically proven to remove corns with as few as two treatments.
[01:05:07.297 --> 01:05:09.417]  Deb, if my feet could talk, they'd say, thank you.
[01:05:12.456 --> 01:05:15.057]  NASCAR driver Dale Earnhardt Jr.
[01:05:15.137 --> 01:05:22.700]  has introduced two alternate paint schemes to his number 8 Chevrolet that show his support for the men and women of our armed forces.
[01:05:22.780 --> 01:05:28.483]  It's a desert camo car that we're going to run in the Coca-Cola 600 and Memorial Day weekend to celebrate.
[01:05:29.143 --> 01:05:36.627]  Uh, Memorial Day weekend, and the third race, July Independence Day, we're gonna race a red, white, blue Stars and Stripes car, uh, at Daytona.
[01:05:36.987 --> 01:05:42.670]  Earnhardt's primary sponsor also helping out, donating money to the Special Operations Warrior Foundation.
[01:05:43.505 --> 01:05:49.411]  A tornado has ripped up farmsteads in western Nebraska injuring several people as thunderstorms rippled across the plains.
[01:05:49.951 --> 01:05:53.995]  The twister spread debris along a path that was up to a half mile wide in places.
[01:05:54.816 --> 01:06:00.061]  And two small planes carrying a total of eight people crashed in separate incidents off the coast of Florida.
[01:06:00.581 --> 01:06:02.123]  No survivors have been found.
[01:06:02.944 --> 01:06:05.846]  There's more news on usaradio.com.
[01:06:05.866 --> 01:06:06.927]  Richard Curtis reporting.
[01:06:07.588 --> 01:06:08.529]  USA Radio Network.
[01:06:09.211 --> 01:06:13.292]  We've all seen the Tornado device on TV and wondered if it really worked.
[01:06:13.733 --> 01:06:18.074]  I was also skeptical at first until we tested six Tornado units.
[01:06:18.354 --> 01:06:22.916]  And in every case, we got more miles per gallon and felt more power.
[01:06:23.216 --> 01:06:28.637]  Gasoline's expensive, so when we find something that saves us money, it just makes sense to get it.
[01:06:28.898 --> 01:06:34.019]  Call 800-500-8880 and order your Tornado unit today.
[01:06:34.219 --> 01:06:35.480]  Or visit TornadoAir.com
[01:06:38.525 --> 01:06:39.566]  Oil is oil.
[01:06:40.106 --> 01:06:41.187]  Don't kid yourself!
[01:06:41.327 --> 01:06:44.469]  Technology makes better oils possible, like Royal Purple.
[01:06:44.649 --> 01:06:47.831]  Royal Purple reduces friction and increases film strength.
[01:06:48.132 --> 01:06:54.156]  Go to RoyalPurple.com and you'll find independent test results from North Carolina and Oklahoma State.
[01:06:54.316 --> 01:06:55.897]  Not hype, just facts.
[01:06:56.177 --> 01:06:56.937]  What's in it for you?
[01:06:57.078 --> 01:07:01.781]  Superior protection, fewer oil changes, more horsepower, torque, and better gas mileage.
[01:07:01.921 --> 01:07:07.565]  Find Royal Purple at Napa, O'Reilly's, your local high-performance center, and RoyalPurple.com.
[01:07:07.785 --> 01:07:08.125]  Today!
[01:07:09.406 --> 01:07:15.711]  Prepare yourself for a talk radio experience like no other.
[01:07:15.811 --> 01:07:18.513]  Strap yourselves in and hold on.
[01:07:19.474 --> 01:07:21.936]  He stands for truth.
[01:07:22.256 --> 01:07:24.518]  He stands for justice.
[01:07:25.459 --> 01:07:27.560]  He stands for what's right.
[01:07:27.620 --> 01:07:30.263]  This is the Alex Jones Show.
[01:07:30.563 --> 01:07:32.945]  Call Alex now, toll free.
[01:07:34.397 --> 01:07:35.797]  At 877-590-5525.
[01:07:36.098 --> 01:07:44.299]  Now live from Austin, Texas, here's Alex Jones.
[01:07:46.960 --> 01:07:50.240]  All right, it is April 1st, second hour.
[01:07:50.260 --> 01:07:53.301]  We're here every Sunday, 4 to 6 p.m., syndicated show.
[01:07:53.321 --> 01:07:57.522]  A lot of great affiliates picking up the broadcast around the country, a growing list.
[01:07:58.274 --> 01:08:02.576]  And we come to you from the studios of NewsRadio 590 KLBJ right here in Austin, Texas.
[01:08:03.037 --> 01:08:06.659]  Hence the phone number 877-590-5525 or locally 836-0590.
[01:08:06.879 --> 01:08:14.523]  I tell you, I mentioned the KLBJ chat room and there's so many people posting.
[01:08:14.703 --> 01:08:18.045]  By the time I try to focus on what somebody said, the whole page reloads.
[01:08:18.745 --> 01:08:20.406]  There's hundreds of people and they're going wild.
[01:08:21.127 --> 01:08:23.688]  The one guy's going, uh, Alex, you're nuts!
[01:08:24.306 --> 01:08:25.967]  You're saying they're gonna attack Iran?
[01:08:25.987 --> 01:08:28.108]  You're paranoid, you darn liberal!
[01:08:29.509 --> 01:08:31.570]  I mean, basically, that's the mindset.
[01:08:31.810 --> 01:08:42.395]  I'm just reporting all of these major newspapers saying that they're set to attack, they're gonna attack, that the military's telling their sources there's gonna be an attack.
[01:08:42.955 --> 01:08:43.896]  I'm not saying that.
[01:08:43.936 --> 01:08:48.398]  What do you think three aircraft carriers and hundreds of support ships are over there for?
[01:08:49.355 --> 01:08:49.995]  What do you think?
[01:08:50.595 --> 01:08:54.757]  I mean, it was in major publications this week that for years, U.S.
[01:08:54.797 --> 01:08:59.778]  Special Forces and British Special Forces have been in the country marking and lazing targets.
[01:09:01.439 --> 01:09:04.660]  There have been shootouts on the Iranian-Iraq border between U.S.
[01:09:04.720 --> 01:09:05.960]  and Iranian forces.
[01:09:06.541 --> 01:09:08.641]  Time Magazine is reporting deaths resulted.
[01:09:09.441 --> 01:09:11.082]  I hope to God there isn't an attack.
[01:09:11.642 --> 01:09:16.564]  But they did invade Iraq with a made-up story about WMDs and claiming they carried out 9-11.
[01:09:18.482 --> 01:09:28.529]  And it was stated in Pentagon plans back in the 80s, they wanted to invade Iraq, break it in three parts, then use that as a launch base to go into Iran and Syria, then link up with Afghanistan, right up to China's doorstep.
[01:09:29.289 --> 01:09:32.651]  Now, again, I'm no fan of Iran.
[01:09:33.172 --> 01:09:33.852]  Here's an example.
[01:09:35.253 --> 01:09:36.934]  Are there not being any good guys in this?
