[00:00:00.109 --> 00:00:01.490]  A really good idea.
[01:29:59.875 --> 01:30:02.156]  If you've been holding the longest, and I'm going to get into the fake.
[01:30:03.696 --> 01:30:05.937]  Well, I don't know if this
[01:30:07.495 --> 01:30:09.156]  That is a fake drill.
[01:30:10.357 --> 01:30:12.418]  That is a fake attack that they say is a drill.
[01:30:12.818 --> 01:30:14.499]  But we know some of the past work.
[01:30:15.060 --> 01:30:17.701]  So we'll break down this form of control.
[01:30:23.065 --> 01:30:24.005]  We're on the march.
[01:30:24.466 --> 01:30:26.067]  The Empire's on the run.
[01:30:26.987 --> 01:30:29.669]  Alex Jones and the GCN Radio Network.
[01:30:34.591 --> 01:30:35.411]  Come on, Bill.
[01:30:35.631 --> 01:30:37.492]  Two weeks ago, you were riding a bicycle.
[01:30:37.692 --> 01:30:40.873]  And today, you're showing up in your new car and telling me you're buying a house.
[01:30:41.213 --> 01:30:41.773]  What did you do?
[01:30:41.873 --> 01:30:42.693]  Rob Bill Gates?
[01:30:42.793 --> 01:30:43.533]  No, John.
[01:30:43.613 --> 01:30:44.774]  I didn't rob Bill Gates.
[01:30:45.074 --> 01:30:50.615]  What I did do is visit the website www.DidYouRobBillGates.com.
[01:30:50.935 --> 01:30:57.236]  That's where I learn how to make $3,000 to $9,000 each and every week, starting with my very first week.
[01:30:57.576 --> 01:30:59.777]  It's a simple program that does all the work for you.
[01:31:00.077 --> 01:31:03.540]  I'm already up to $25,000 just going on my third week.
[01:31:03.780 --> 01:31:04.160]  Whoa.
[01:31:04.600 --> 01:31:05.761]  What was that website again?
[01:31:05.781 --> 01:31:09.404]  It's www.didyourobbillgates.com.
[01:31:09.724 --> 01:31:10.845]  Now write this down, John.
[01:31:10.965 --> 01:31:15.328]  You should go there and learn how this program can help you become financially independent, too.
[01:31:15.469 --> 01:31:16.049]  Thanks, Bill.
[01:31:16.329 --> 01:31:17.530]  I'm going there right now.
[01:31:17.990 --> 01:31:18.611]  Check, please.
[01:31:20.397 --> 01:31:21.899]  Uh, you got this one, right Bill?
[01:31:22.379 --> 01:31:22.959]  Sure, John!
[01:31:23.200 --> 01:31:27.583]  Don't forget, it's www.DidYouRobBillGates.com.
[01:31:27.883 --> 01:31:29.605]  Next time, you'll be buying me lunch!
[01:31:29.765 --> 01:31:30.105]  Deal!
[01:31:32.467 --> 01:31:34.069]  The statistics are heart-wrenching.
[01:31:34.389 --> 01:31:42.976]  According to the CWC, of the 43 million people who have served in the major wars, from the Revolutionary War to the Gulf War, 3 million never made it home alive.
[01:31:43.336 --> 01:31:49.061]  Most likely, each one of us can say we either knew someone who served, or know a brave soul who is currently serving our country.
[01:31:49.461 --> 01:31:56.907]  Now there is a unique way to pay tribute to the courageous men and women who spend their lives protecting our freedom, and to those who have lost their lives doing so.
[01:31:57.227 --> 01:32:02.571]  Davis Products is offering high-quality, solid-cast aluminum memorial markers for your American flag.
[01:32:02.872 --> 01:32:06.795]  Each memorial marker is specifically designed to represent one of 15 wars.
[01:32:07.115 --> 01:32:13.320]  All markers include a three-eighths inch pointed and threaded aluminum rod, painted and highlighted for an appearance that is unforgettable.
[01:32:13.620 --> 01:32:16.342]  What better way to pay homage to our enlisted loved ones?
[01:32:16.642 --> 01:32:16.963]  That's right.
[01:32:32.745 --> 01:32:33.626]  It's no secret.
[01:32:33.866 --> 01:32:39.370]  Aluminum itself adversely affects the blood-brain barrier and is capable of causing DNA damage.
[01:32:39.550 --> 01:32:44.353]  Research has even shown that aluminum salts used in antiperspirants have detrimental effects.
[01:32:44.633 --> 01:32:46.955]  So why are you still using traditional deodorant?
[01:32:47.135 --> 01:32:49.736]  Well, there is an alternative and it's called Novo.
[01:32:49.977 --> 01:32:58.142]  Novo eliminates the bacterial growth which causes odor and does not interfere with perspiration, which is important for allowing your body to expel toxins.
[01:32:58.322 --> 01:33:02.505]  There are no chemicals, aluminum, preservatives, or petroleum-based ingredients in Novo.
[01:33:02.845 --> 01:33:09.050]  Just natural ingredients like grapeseed oil, arrowroot powder, silica, vitamin E, tea tree oil, and geranium.
[01:33:09.231 --> 01:33:13.394]  No-BO's job is to destroy the bacteria that causes the odor while soothing your skin.
[01:33:13.574 --> 01:33:17.918]  You can use No-BO under your arms, on tough foot odors, or for athlete's foot.
[01:33:18.098 --> 01:33:22.061]  No-BO is guaranteed 100% or receive a full refund.
[01:33:22.422 --> 01:33:24.944]  Visit No-BO.com to order.
[01:33:25.084 --> 01:33:27.906]  That's No-BO.com or call 850-723-8599.
[01:33:40.063 --> 01:33:42.884]  Roger, Linda, Rick, many others that are holding the toll-free number to join us.
[01:33:42.905 --> 01:33:43.965]  Wide open phones today is 1-800-259-9231.
[01:33:43.985 --> 01:33:44.065]  1-800-259-9231.
[01:33:44.085 --> 01:33:45.306]  I'll tell you what, let me just do this.
[01:33:45.346 --> 01:33:47.467]  Let me go over what's happening here in Austin first.
[01:33:47.487 --> 01:33:49.788]  Let me just give you some background.
[01:34:10.217 --> 01:34:23.065]  In 2000, it's about seven o'clock at night, the phones start ringing at my house, there's been a nuclear spill in Kyle on I-35.
[01:34:23.085 --> 01:34:26.667]  Any Austronaut who lived here in 2000, you remember it.
[01:34:27.488 --> 01:34:34.492]  You turn on the radio, you turn on TV, the Army's been called out, total hysteria, highly radioactive, nuke spill,
[01:34:36.768 --> 01:34:37.989]  We live in South Austin.
[01:34:38.589 --> 01:34:43.470]  My wife, then my girlfriend, is going, you know, are we safe?
[01:34:45.070 --> 01:34:46.191]  What do we need to do?
[01:34:48.931 --> 01:34:50.652]  We're talking about getting out of the city.
[01:34:52.152 --> 01:34:54.333]  And I said, no.
[01:34:54.473 --> 01:34:55.633]  And I called Mike Hanson.
[01:34:55.673 --> 01:34:56.793]  He drove over to my house.
[01:34:58.094 --> 01:34:59.034]  He got in the car.
[01:34:59.114 --> 01:35:00.654]  We drove over.
[01:35:00.794 --> 01:35:01.795]  I-35 was shut down.
[01:35:01.835 --> 01:35:02.715]  We drove around it.
[01:35:04.342 --> 01:35:31.785]  and as we are and it took us two hours since about seven he gets over there about seven thirty we get about two hours about ten o'clock at night by the time we got up to where the spill was and what was it it was army troops and state police and local police a big multi-jurisdictional task force conflagration looked like a
[01:35:33.581 --> 01:36:00.289]  paramilitary convention and nothing's going on and then all right as we get up to it I mean hours in traffic to because they have a highway shut down I-35 shut down for hours and we get over there and guess what comes over local KLBJ radio and then it was on the local TV
[01:36:01.432 --> 01:36:10.077]  Oh, it was just a drill, but the Military Hazardous Materials Teams wanted us to know what it might be like.
[01:36:13.499 --> 01:36:19.302]  Then about two months later, it's the middle of the day and they shut down about a third of downtown Austin.
[01:36:20.863 --> 01:36:25.246]  Mike Hanson goes out there
[01:36:26.400 --> 01:36:30.282]  And he shoots video of this high and tight guy.
[01:36:30.582 --> 01:36:31.603]  High and tight haircut.
[01:36:33.383 --> 01:36:35.084]  He's got a little bit tan skin.
[01:36:37.065 --> 01:36:41.507]  Mike even got video of how he had a crayon in his back window of his car.
[01:36:41.948 --> 01:36:43.849]  He's under a overpass.
[01:36:44.889 --> 01:36:45.409]  Downtown.
[01:36:47.010 --> 01:36:52.193]  And the two cops that supposedly searched his car, when one of them opened the back of the car, he got sick.
[01:36:53.393 --> 01:36:54.854]  And had to go to the hospital.
[01:36:56.815 --> 01:37:01.239]  And then it came out a week later that that had been part of some drill.
[01:37:04.321 --> 01:37:19.153]  Then, a few weeks later, and there is actually a clip of this in 9-11, The Road to Tyranny, we get a call, everybody's getting sick at the DPS office in North Austin, the head state police office for the whole states in North Austin.
[01:37:20.034 --> 01:37:25.699]  And we drive over there, and I jump in front of the live news cameras and tell everybody it's totally fake and it's staged.
[01:37:26.343 --> 01:37:29.745]  And all they had to do in a PSYOP test was claim they'd found some powder.
[01:37:30.966 --> 01:37:34.969]  And then they don't need to have actors.
[01:37:35.029 --> 01:37:40.412]  Man, these women just started falling down on the floor, and I'm sick, and... This is how weak-minded we are, folks.
[01:37:41.112 --> 01:37:42.813]  This is called suggestion.
[01:37:44.374 --> 01:37:46.236]  It's a psychological tactic.
[01:37:47.456 --> 01:37:48.917]  A psychological phenomenon.
[01:37:51.839 --> 01:37:53.080]  And let me explain something.
[01:37:54.827 --> 01:38:09.338]  In that case, because this is war, I called up ABC and I called up the state police and I said, I know this is fake, I know this is another drill, because they'd already admitted the last two were, but I didn't want to let them wait until midnight to announce it or a week later.
[01:38:09.718 --> 01:38:11.459]  You know, quietly, oh by the way, that was a drill.
[01:38:12.600 --> 01:38:14.922]  I said, I know it's a drill and I'm going to go public.
[01:38:15.802 --> 01:38:20.506]  And so within hours they started announcing it was just a drill and that some people got scared and upset.
[01:38:21.841 --> 01:38:25.985]  I actually bluffed them into admitting it was a drill early.
[01:38:26.345 --> 01:38:28.347]  I mean, we're not playing games here, folks.
[01:38:28.567 --> 01:38:31.130]  I'm having to bluff the government into admitting things, okay?
[01:38:31.430 --> 01:38:32.551]  This is my life.
[01:38:32.911 --> 01:38:34.133]  And let me tell you, it's not fun.
[01:38:37.856 --> 01:38:39.798]  These people aren't playing games either.
[01:38:39.818 --> 01:38:40.859]  I hope you understand that.
[01:38:44.642 --> 01:38:47.345]  And I just thought of a bunch of other examples of where they've had these
[01:38:51.258 --> 01:38:52.619]  Remember Belton, Texas?
[01:38:52.639 --> 01:38:53.559]  We have video of that.
[01:38:55.760 --> 01:38:56.880]  It's in Road to Tyranny.
[01:38:58.421 --> 01:39:01.762]  And the mayor just gets up and says, we've been attacked by terrorists.
[01:39:02.483 --> 01:39:04.644]  And outside, they blow up two cars.
[01:39:05.524 --> 01:39:08.085]  Now, they didn't tell anyone they were doing this drill.
[01:39:10.023 --> 01:39:11.744]  People in the town are running around scared.
[01:39:11.764 --> 01:39:13.526]  There's an HEB 300 yards away.
[01:39:13.866 --> 01:39:15.207]  I'm over in their parking lot.
[01:39:15.607 --> 01:39:17.409]  Later in the afternoon, I go, what do you think happened?
[01:39:17.549 --> 01:39:18.870]  Oh, some kind of terrorist thing.
[01:39:19.070 --> 01:39:21.051]  Because the public's really stupid, folks.
[01:39:21.351 --> 01:39:23.293]  They just hear there's some terrorist thing.
[01:39:24.409 --> 01:39:27.450]  Now, at the end of the drill, he said, oh, this has been a really good drill.
[01:39:27.770 --> 01:39:29.250]  They've got helicopters landing.
[01:39:29.570 --> 01:39:32.611]  They've got army out there with bomb robots.
[01:39:33.011 --> 01:39:35.131]  They march over and tell us, turn our cameras off.
[01:39:35.151 --> 01:39:37.052]  You're the ones that have videotaped us before.
[01:39:37.332 --> 01:39:43.253]  Yeah, when they're out there, again, they ran a checkpoint on I-35 on the day before Thanksgiving, 1998.
[01:39:45.013 --> 01:39:46.073]  We got this on tape.
[01:39:46.373 --> 01:39:48.234]  This is just the stuff we're getting, okay?
[01:39:49.574 --> 01:39:51.494]  This is how we knew they were going to launch real attacks.
[01:39:51.975 --> 01:39:53.855]  Their whole culture is going to be about this.
[01:39:55.402 --> 01:39:56.863]  So a lot of you have actually seen this.
[01:40:00.244 --> 01:40:09.407]  And uh... Lieutenant Best of Belton walks over to Mike Hanson again and says, turn your camera off.
[01:40:12.688 --> 01:40:14.489]  Turn your camera off.
[01:40:15.709 --> 01:40:16.769]  And Mike says, no.
[01:40:17.650 --> 01:40:20.691]  And there's regular army running around covering up their faces.
[01:40:21.291 --> 01:40:23.032]  And we later interviewed the people on the bus.
[01:40:23.052 --> 01:40:24.012]  We found out what happened.
[01:40:24.657 --> 01:40:30.862]  They told them it was a real terrorist search, and they told them that they had word that there were bombs on the bus.
[01:40:32.002 --> 01:40:33.684]  And by the way, this was on the news that day.
[01:40:34.064 --> 01:40:35.024]  Might have been bombs.
[01:40:35.365 --> 01:40:49.815]  Turned out it was totally rigged with Greyhound, totally rigged with the company, the whole thing was a setup, and they kept those people there for eight hours, while three different teams did a drill, practicing going over the vehicle.
[01:40:50.828 --> 01:40:58.229]  Boy, you better not pull me over for some eight-hour drill and you lying crooks, and then sit there and tell everybody it's real.
[01:41:00.230 --> 01:41:08.111]  Now see, the more I sit here talking about this, I'll start remembering more and more of the things I've witnessed, the things I've seen.
[01:41:09.051 --> 01:41:14.332]  And man, I don't have to read about the hundreds of cases around the country where they've done the exact same thing or worse.
[01:41:14.852 --> 01:41:15.412]  I live it!
[01:41:15.952 --> 01:41:20.193]  I can go up to a FEMA camp for families north of me, 20 miles north of me.
[01:41:22.063 --> 01:41:25.565]  I can go down the street and show you microphones on the cameras put in in 98.
[01:41:27.807 --> 01:41:28.487]  We've been here.
[01:41:28.527 --> 01:41:29.588]  We've been at the checkpoints.
[01:41:29.628 --> 01:41:31.409]  We've been here at the fake nuclear spills.
[01:41:31.729 --> 01:41:33.511]  Hey man, we're living it, okay?
[01:41:35.892 --> 01:41:36.533]  We're living it.
[01:41:36.913 --> 01:41:41.916]  We're living losses at this terrorist gangs of Mexican troops assassinating people right here in Austin.
[01:41:42.717 --> 01:41:43.357]  We're living it.
[01:41:43.397 --> 01:41:44.538]  We're living the dream, baby.
[01:41:48.035 --> 01:41:59.583]  I mean, what has gotten into somebody in the Army's brain that they think they can walk up to us in downtown Belton, walk up to me, and tell me to shut my camera off?
[01:42:01.965 --> 01:42:03.807]  We told them, we're not shutting anything off!
[01:42:06.549 --> 01:42:08.250]  Well, you're the ones that filmed us before!
[01:42:08.730 --> 01:42:10.692]  That's right, we're the ones that filmed you before!
[01:42:10.892 --> 01:42:15.295]  And we'll keep filming you when you're out terrorizing people, anytime we feel like it!
[01:42:18.840 --> 01:42:21.941]  And there's nothing you can do about it because we don't care what you do to us!
[01:42:22.221 --> 01:42:23.041]  I don't care!
[01:42:27.223 --> 01:42:27.803]  You understand?
[01:42:27.863 --> 01:42:28.823]  I'm sick of it!
[01:42:29.123 --> 01:42:30.004]  I'm tired of it!
[01:42:30.224 --> 01:42:31.404]  I'm tired of your scams!
[01:42:31.464 --> 01:42:32.264]  I'm tired of it!
[01:42:34.265 --> 01:42:37.446]  Your boss has killed 3,000 people on 9-11!
[01:42:37.626 --> 01:42:38.826]  I'm pretty mad about it!
[01:42:43.428 --> 01:42:47.049]  And I'm tired of having to watch killers on TV pose as our saviors.
[01:42:48.183 --> 01:42:48.823]  I'm digressing.
[01:42:48.843 --> 01:42:58.605]  Remember in the late 90's every federal building in the country, and by that's a figure of speech, I mean it was hundreds of reports.
[01:42:59.645 --> 01:43:03.306]  They were always getting yellow or white powder that would say anthrax on it.
[01:43:04.206 --> 01:43:08.687]  And not in every case, but in quite a few would come out later, oh that was a drill testing readiness.
[01:43:09.067 --> 01:43:11.888]  They terrorize all those weak minded chicken brains.
[01:43:14.938 --> 01:43:17.620]  You ever seen how a chicken, when it's scared, runs around bouncing into things?
[01:43:17.640 --> 01:43:19.241]  Well, that's what they are, a bunch of chicken brains.
[01:43:19.662 --> 01:43:21.043]  Little stupid chicken brains.
[01:43:21.083 --> 01:43:22.924]  Again, they were mind-controlling them.
[01:43:23.124 --> 01:43:25.026]  They were re-educating them for fear.
[01:43:25.846 --> 01:43:31.811]  Because there's no real terror threat, but you've got to get them all scared to circle the wagons, so they'll be more against the people.
[01:43:34.313 --> 01:43:41.538]  And so the feds send around all over the country this powder, so the chicken brains will run around bumping into each other.
[01:43:45.020 --> 01:43:46.800]  So the chicken brains will live in fear.
[01:43:46.820 --> 01:43:50.581]  And they do the same thing here at everybody in Austin, a bunch of chicken brains.
[01:43:51.461 --> 01:43:54.402]  Well, they have fake nuclear spills, and hell, it scared me and my woman!
[01:43:56.082 --> 01:43:57.643]  Very dangerous nuclear spill.
[01:43:57.783 --> 01:43:59.123]  Austin may have to be evacuated.
[01:43:59.943 --> 01:44:00.703]  I-35 shut down.
[01:44:01.224 --> 01:44:07.905]  But I said, we gotta go cover this, because they say the Army's gonna be out there, and I smell a big, fat, gigantic, stinking rat.
[01:44:08.585 --> 01:44:12.346]  And there was a big, fat, gigantic, stinking rat when we got to the end of it.
[01:44:13.323 --> 01:44:19.885]  And you know, if you or I announced there was a nuclear spill, boy, we'd be clapped in irons so fast and we'd be under the jail when we should be.
[01:44:20.445 --> 01:44:22.165]  That's yelling fire in a theater, baby.
[01:44:25.106 --> 01:44:27.207]  But they do it, and it's cute.
[01:44:27.747 --> 01:44:34.509]  Oh, well, we want to... And they said we want to get you ready for this type of thing and test our response.
[01:44:35.675 --> 01:44:37.395]  Because they live by different rules.
[01:44:37.795 --> 01:44:40.576]  And of course, the fools, it's their whole job.
[01:44:40.616 --> 01:44:48.178]  Imagine these people, these hazmat teams, sitting around, no real job, no real threat, there's never going to be a bio-attack, there's never going to be anything real happen.
[01:44:48.738 --> 01:44:50.298]  Statistically, it's never going to happen.
[01:44:50.478 --> 01:44:52.198]  By never, it'll never happen in their area.
[01:44:52.238 --> 01:44:54.799]  It might happen once every ten years somewhere else.
[01:44:56.139 --> 01:45:04.101]  But they're going to spend hundreds of billions of dollars on this, they already have, and so there's got to be at least the perception that this is going on.
[01:45:05.954 --> 01:45:09.075]  And so coast-to-coast, border-to-border, they have drills everywhere.
[01:45:09.355 --> 01:45:15.718]  I mean, they blew up some cars in Belton to terrorize the population, and we went and caught on tape.
[01:45:16.218 --> 01:45:22.720]  I remember up in Seattle three years ago when they blew up a bunch of buses and trains, and I saw it on the news.
[01:45:22.740 --> 01:45:25.061]  It was like the surface of a war ground.
[01:45:25.081 --> 01:45:28.182]  It looked like Berlin being invaded by the Soviets.
[01:45:30.516 --> 01:45:41.666]  I mean, it's like 15 blackened buses and fires shooting out and blown up trains and troops and guys in hazmat gear and smoke billowing out of the city of Seattle.
[01:45:41.906 --> 01:45:44.769]  They did some big thing in Chicago, burning vehicles.
[01:45:45.810 --> 01:45:49.834]  If I had the money, the staff, the crew, we'd be at all these events showing you this.
[01:45:49.874 --> 01:45:50.975]  And what do these drills do?
[01:45:51.055 --> 01:45:54.558]  They train you to the perception.
[01:45:56.161 --> 01:46:01.768]  The average person sees those burning trucks and sees those events as real.
[01:46:02.249 --> 01:46:07.135]  At the subconscious level, the brain is going, man, that's scary, because it is real burning vehicles.
[01:46:07.575 --> 01:46:08.577]  It is real troops.
[01:46:08.637 --> 01:46:11.120]  It is real people in hazmat suits.
[01:46:12.261 --> 01:46:15.145]  And all the children nationally see that.
[01:46:16.408 --> 01:46:22.972]  And then the children in the town see it, but they look out their back windows at school, and they get to see the smoke rising.
[01:46:23.433 --> 01:46:25.794]  They get to see army helicopters flying around.
[01:46:26.355 --> 01:46:27.756]  All meant to train them!
[01:46:28.876 --> 01:46:29.257]  You see?
[01:46:30.177 --> 01:46:32.399]  It's the exact same thing with terrorizing children.
[01:46:32.419 --> 01:46:34.480]  We need to write a story on this, integrate all this together.
[01:46:35.461 --> 01:46:42.465]  From coast to coast, border to border, there are federal grants where 5, 6, 7, 8, 9, 10, and 11 year olds, I mean they do it to elementary students,
[01:46:44.369 --> 01:46:48.051]  Are sitting there and all of a sudden the door is literally kicked open.
[01:46:49.792 --> 01:46:53.074]  In some cases the cops get so out of control they actually knock doors off hinges.
[01:46:53.815 --> 01:46:55.216]  This would intimidate a full grown man.
[01:46:55.236 --> 01:46:57.997]  I mean if I was sitting there and the door suddenly kicked open I'd have an adrenaline rush.
[01:46:58.998 --> 01:47:03.881]  And it was a guy with a black ski mask and there might even be a little squirt involved, you know?
[01:47:04.947 --> 01:47:07.468]  All that is, is your body getting jazzed up and ready for something.
[01:47:07.628 --> 01:47:20.635]  Can you imagine some seven-year-old guys running, screaming with black helmets and masks, pointing guns at kids, and the kids are pooping themselves, peeing on themselves, and they drag them out to the hallways, and it goes on for two hours, and kids are collapsing, freaking out?
[01:47:20.655 --> 01:47:26.137]  I mean, that is serious, hardcore abuse!
[01:47:26.998 --> 01:47:31.560]  And the police chief gets up and goes, well, we got a federal grant, and I call up the principal,
[01:47:32.555 --> 01:47:36.638]  And he's all, yeah, I'm a former colonel, what do you got a problem with our police?
[01:47:37.019 --> 01:47:39.481]  This is how we get our children ready for the real world.
[01:47:39.581 --> 01:47:40.521]  I think it's good.
[01:47:40.541 --> 01:47:48.387]  I mean, these people, man, their brains, their souls, their common sense, took a vacation and never came back a long time ago.
[01:47:51.730 --> 01:47:58.195]  Feds have drills where they throw fake blood on the kids, and I got video of this, and tell them homeschoolers are coming to kill them.
[01:47:59.036 --> 01:48:00.437]  That's called mind control, folks.
[01:48:01.343 --> 01:48:02.444]  And they do it everywhere.
[01:48:03.524 --> 01:48:12.388]  And so it's gotten to the point with the mind control that Austin cops see a couple dead pigeons, man, they start total fear and cops start collapsing.
[01:48:12.788 --> 01:48:17.331]  And this may be stage two, they just got to just tell the media one or two cops didn't feel well.
[01:48:18.431 --> 01:48:20.332]  Because cops have staged this in the past here.
[01:48:21.738 --> 01:48:23.018]  I don't know if this one's staged.
[01:48:23.358 --> 01:48:24.119]  Probably isn't.
[01:48:24.479 --> 01:48:30.440]  Once you stage it a few times, then other people start buying into the mass hypnosis.
[01:48:31.100 --> 01:48:32.940]  They start buying into the suggestion.
[01:48:34.561 --> 01:48:40.162]  And, uh, one report says two cops, one says three, one had to be helped, two an ambulance.
[01:48:40.622 --> 01:48:42.002]  I mean, this is ridiculous.
[01:48:43.082 --> 01:48:50.324]  Somebody poisoned pigeons, and now they shut down part of downtown for, I don't know, 3 a.m.
[01:48:50.344 --> 01:48:50.724]  to noon?
[01:48:50.744 --> 01:48:51.364]  How long is that?
[01:48:52.859 --> 01:48:54.219]  And there's all this fear.
[01:48:55.640 --> 01:49:00.521]  And that shows us land of the cowardly, pathetic, jump-at-their-own-shadow Americans.
[01:49:01.641 --> 01:49:17.625]  But hell, it's ten years of fake anthrax letters and real anthrax letters, which the Feds did as well, and fake bio-attacks and all of this stuff, to continue the illusion that there's this real threat looming on the horizon any moment.
[01:49:21.900 --> 01:49:28.284]  To wear some dead pigeons causes a whole city to be gripped in fear and people keeping their children home from school.
[01:49:32.567 --> 01:49:34.669]  This is a journey into slavery!
[01:49:36.890 --> 01:49:41.434]  Now Paul Watson wrote a story last week about how you got a better chance of being struck by lightning than dying by terror.
[01:49:41.954 --> 01:49:43.855]  And that's even when you factor the 3,000 dead of a 9-11 in.
[01:49:43.895 --> 01:49:44.516]  You take that 3,000 out,
[01:49:48.451 --> 01:49:51.734]  It's numbers close to two lightning strikes.
[01:49:51.754 --> 01:49:54.075]  I mean, struck by lightning twice.
[01:49:56.157 --> 01:50:01.561]  I mean, you got six and a half billion people, and a couple hundred a year would die of terrorism previously.
[01:50:06.185 --> 01:50:11.109]  They love terrorism, though, because it's an undefinable enemy that can never be defeated.
[01:50:13.130 --> 01:50:14.571]  So, I've said my piece.
[01:50:17.060 --> 01:50:22.001]  They had the 6th WMD Civil Support Team.
[01:50:23.441 --> 01:50:30.002]  The Texas National Guard unit created in 99 to respond to terrorist incidents involving weapons of mass destruction.
[01:50:30.302 --> 01:50:38.104]  You read the actual documents, there's a group of regular army that assist in warrant service on a routine basis, but covertly out of military uniform.
[01:50:39.404 --> 01:50:42.945]  The FBI pulled up in the Temple thing with Lt.
[01:50:43.005 --> 01:50:43.785]  Vest that time.
[01:50:44.697 --> 01:50:51.282]  And the FBI agent gave an eyes-only document to Mike instead of the public one, like a moron.
[01:50:51.542 --> 01:50:53.004]  That's why we have it up on InfoWars.com.
[01:50:53.024 --> 01:50:54.925]  You can go read what they're really doing if you'd like.
[01:50:59.288 --> 01:51:00.990]  But this one's just off their website.
[01:51:01.010 --> 01:51:03.111]  This is linked in the Houston Chronicle article.
[01:51:03.992 --> 01:51:10.197]  About active duty soldiers, airmen, who maintain an alert posture 24 hours a day, 7 days a week.
[01:51:10.217 --> 01:51:11.518]  Yeah, they're out at Berkscom.
[01:51:15.729 --> 01:51:21.115]  They've got C-130 aircraft and helicopters, FBI, EPA, FEMA.
[01:51:21.535 --> 01:51:23.217]  They work with fire, police, EMS.
[01:51:24.878 --> 01:51:25.559]  Yeah, guys.
[01:51:26.360 --> 01:51:27.161]  What a joke.
[01:51:27.561 --> 01:51:30.164]  You got a sticky on the border if you wanted to do some real good.
[01:51:32.859 --> 01:51:38.681]  Hey ladies, if you love to shop, then visit HerbalHealer.com to browse through their online catalog.
[01:51:38.781 --> 01:51:44.243]  You'll find thousands of effective, alternative, and natural products for you and the whole family.
[01:51:44.403 --> 01:51:51.666]  Besides the amazing products you'll find, this shopping is guilt-free because you're investing in your health, and your health is priceless.
[01:51:51.826 --> 01:51:52.407]  I think so.
[01:52:10.026 --> 01:52:10.486]  I think so.
[01:52:35.715 --> 01:52:41.140]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:52:41.520 --> 01:52:49.166]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:52:49.853 --> 01:52:56.899]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:52:57.299 --> 01:53:08.708]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:53:09.049 --> 01:53:12.551]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:53:13.012 --> 01:53:14.933]  It's an anthology of government crimes.
[01:53:15.254 --> 01:53:19.097]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:53:19.697 --> 01:53:27.024]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:53:32.552 --> 01:53:34.373]  Dad, can we stop?
[01:53:34.734 --> 01:53:36.255]  We need to go to the bathroom.
[01:53:36.675 --> 01:53:36.895]  What?
[01:53:37.275 --> 01:53:37.636]  Again?
[01:53:38.056 --> 01:53:39.677]  We just stopped two hours ago.
[01:53:39.737 --> 01:53:44.180]  Honey, let's stop, because I gave the kids their Spark Berkey water bottles.
[01:53:44.400 --> 01:53:45.701]  Why did you do that?
[01:53:45.901 --> 01:53:51.705]  Because they can't drink and talk at the same time, and that way we don't have to listen to them singing, Are we there yet?
[01:53:51.986 --> 01:53:53.026]  Are we there yet?
[01:53:53.126 --> 01:53:54.207]  for the entire trip.
[01:53:54.447 --> 01:53:56.609]  Hmm, I didn't think about that.
[01:53:57.109 --> 01:53:58.131]  Great idea!
[01:53:58.411 --> 01:54:01.034]  Yeah, and it's cheap entertainment for the kids!
[01:54:01.334 --> 01:54:08.423]  Bottled water costs around 75 cents a bottle, and using our Berkey Sport Bottles, it costs us less than two and a half cents per refill.
[01:54:08.703 --> 01:54:09.024]  Honey!
[01:54:09.835 --> 01:54:11.076]  You're terrific!
[01:54:11.476 --> 01:54:12.957]  Oh honey, so are you!
[01:54:13.077 --> 01:54:16.479]  You're the one that bought the family our Sport Berkey Water Bottles!
[01:54:16.759 --> 01:54:17.540]  Now can we stop?
[01:54:18.060 --> 01:54:18.781]  I need to go too.
[01:54:19.081 --> 01:54:23.524]  Get your Berkey Sport Purification Bottle for only $39 by calling New Millennium at 888-803-4438.
[01:54:23.584 --> 01:54:25.485]  That's 888-803-4438 or order on the web at berkeywater.com.
[01:54:36.170 --> 01:54:41.207]  Day after day, alone on a hill.
[01:54:42.907 --> 01:54:48.809]  The man with the foolish grin is keeping perfectly still.
[01:54:49.029 --> 01:54:52.211]  But nobody wants to know him.
[01:54:52.591 --> 01:54:55.272]  They can see that he's just a fool.
[01:54:56.452 --> 01:54:58.793]  And he never gives an answer.
[01:54:59.153 --> 01:55:08.577]  But the fool on the hill sees the sun going down and the eyes in his head.
[01:55:13.122 --> 01:55:14.063]  All right, welcome back.
[01:55:16.565 --> 01:55:21.651]  We're going to go to Roger and Linda and Rick and Rob and everybody here in a moment.
[01:55:22.472 --> 01:55:30.821]  They had some type of gas leak or some stench, which the police are now saying wasn't even a gas leak, probably some big sewer leak or something.
