[00:00:00.049 --> 00:00:01.150]  Do Our City Pass.
[01:39:53.109 --> 01:39:57.070]  I'm not going to name no names because I'm not going to give these scum any attention.
[01:39:57.290 --> 01:39:58.130]  But we started new.
[01:39:58.390 --> 01:39:59.450]  We're strong.
[01:39:59.570 --> 01:40:00.750]  We're doing a lot of great things.
[01:40:00.830 --> 01:40:03.011]  And, you know, go on WeAreChanged.org to see what we're doing.
[01:40:03.797 --> 01:40:10.481]  We are changed out, or to make a long story short, a lot of people, again, didn't want to make it fight the New World Order who carried out 9-11.
[01:40:10.501 --> 01:40:12.042]  It was just about 9-11 and Bush.
[01:40:12.422 --> 01:40:14.263]  So Hillary can come in and save us later.
[01:40:14.703 --> 01:40:16.004]  You guys were the most active.
[01:40:16.024 --> 01:40:17.165]  You guys were the engine.
[01:40:17.765 --> 01:40:19.806]  And it's good to have more than one group.
[01:40:19.846 --> 01:40:22.128]  It's good to have lots of people taking action.
[01:40:22.268 --> 01:40:24.169]  And look, I've got to say it, you're effective.
[01:40:25.043 --> 01:40:25.523]  We're good to go.
[01:40:36.898 --> 01:40:39.819]  By its fruits, you have borne a lot of really good fruit.
[01:40:40.219 --> 01:40:40.899]  So have we!
[01:40:41.059 --> 01:40:46.700]  And then you get attacked, I get attacked, because people who aren't about action get very upset by that.
[01:40:46.720 --> 01:40:50.701]  I mean, all the time I get accused of, I didn't promote this person enough, or I didn't promote that person enough.
[01:40:50.721 --> 01:40:56.682]  When I'm here to promote everybody, I'm just so busy, so many things are happening, I can't pay attention to everybody.
[01:40:57.062 --> 01:40:58.783]  I can't pay attention to every organization.
[01:40:59.363 --> 01:41:01.703]  I don't get everything just right, neither do you.
[01:41:01.983 --> 01:41:05.144]  But the point is, we're here, moving forward, taking action.
[01:41:05.164 --> 01:41:05.824]  Now let's get back
[01:41:06.444 --> 01:41:10.646]  ...into the video for the things that people can't see.
[01:41:10.746 --> 01:41:21.330]  Walk us through this because we've got an article out up on the website about this right now on JonesReport.com that Aaron Dykes did.
[01:41:21.350 --> 01:41:26.812]  It's also up on PrisonPlanet.com and they were also trying to get your video.
[01:41:27.092 --> 01:41:31.874]  But for those that don't know about Brzezinski, first back up what you were saying because everything you said is true.
[01:41:32.134 --> 01:41:33.495]  This is a founder of Al Qaeda.
[01:41:34.387 --> 01:41:37.890]  First of all, you just have to read the Grand Chess Board by Zbigniew Brzezinski to understand what kind of person he is.
[01:42:02.751 --> 01:42:07.272]  And it's basically, it was like a start-up for PNAC, the Project for a New American Century.
[01:42:07.532 --> 01:42:10.193]  And he basically called for Pearl Harbor, also.
[01:42:10.233 --> 01:42:11.413]  He mentioned it in his book.
[01:42:11.813 --> 01:42:14.714]  And you look at, you know, who's behind him, who supports him.
[01:42:14.754 --> 01:42:16.774]  You look at how he's behind the scenes all the time.
[01:42:17.114 --> 01:42:18.594]  How he's with David Rockefeller.
[01:42:18.814 --> 01:42:23.375]  How he's with the CFR, you know, calling for, you know, basically treasonous policies.
[01:42:23.815 --> 01:42:26.036]  You know, with his CFR doctrine.
[01:42:26.616 --> 01:42:31.057]  And basically, when we came in there, you know, after I asked him the question, you know,
[01:42:31.653 --> 01:42:35.754]  Uh, you know, the first time I asked him the question, you know, then he said, next question.
[01:42:35.794 --> 01:42:36.675]  He wouldn't address it.
[01:42:36.955 --> 01:42:38.415]  And that's when I got a little bit mad.
[01:42:38.455 --> 01:42:40.036]  And that's when I started calling him scum.
[01:42:40.076 --> 01:42:43.037]  And I, and I demanded he would answer my question.
[01:42:43.137 --> 01:42:44.357]  Cause he said, next question.
[01:42:44.497 --> 01:42:45.717]  He wouldn't even answer my question.
[01:42:46.017 --> 01:42:47.838]  That's when I got mad and kind of made a scene.
[01:42:48.399 --> 01:42:53.723]  And then, you know, I sat down, and then when he walked around the question, more security guards came and they grabbed me.
[01:42:54.024 --> 01:43:05.954]  And as they were pulling me, as they were dragging me out of my chair, that's when I started screaming again that not only was it an inside job, and that's Brzezinski is Brzezinski's CFR New World Order scum, and that him and Dave Rockefeller will never have a New World Order.
[01:43:06.274 --> 01:43:12.759]  You know, as long, you know, as long as we keep doing what we're doing, as long as you keep what you're, Alex, what you're doing, and I'm doing what I'm doing, we're going to stop these guys.
[01:43:12.799 --> 01:43:13.660]  I actually believe that.
[01:43:15.518 --> 01:43:22.564]  Well, I agree with you, and we've just got to, no matter what happens, no matter what gets thrown our way, we've just got to continue to move forward.
[01:43:23.185 --> 01:43:27.468]  It's just sad that some of the biggest problems are in our own movement.
[01:43:27.789 --> 01:43:28.149]  Oh, yes.
[01:43:28.289 --> 01:43:29.170]  I mean, extremely.
[01:43:29.210 --> 01:43:34.434]  I mean, you know, I got attacked from the movement and also from people outside, and you know, it's kind of disgusting.
[01:43:34.654 --> 01:43:36.376]  Well, they're upset because you're taking action.
[01:43:36.974 --> 01:43:39.917]  I mean, and that tells you who those individuals are.
[01:43:40.637 --> 01:43:42.318]  It's an extremely serious situation.
[01:43:43.099 --> 01:43:45.081]  Luke, anything else you want to add?
[01:43:45.121 --> 01:43:47.563]  What's some of the new things you guys are planning there in New York?
[01:43:47.863 --> 01:43:52.387]  We're doing a street action today by NYU at Washington Square Park, 530 today.
[01:43:52.727 --> 01:43:59.372]  And then we're doing every Saturday for the past four years, I've been doing street actions at Ground Zero from 1 o'clock to 4 o'clock for the past four years.
[01:43:59.492 --> 01:44:01.434]  Every Saturday, we're going to be out there this Saturday.
[01:44:01.694 --> 01:44:03.796]  And after that, we're doing a free educational seminar.
[01:44:04.261 --> 01:44:07.042]  At this great location that we have right next to Ground Zero.
[01:44:07.322 --> 01:44:09.182]  All their information is on WeAreChange.org.
[01:44:09.462 --> 01:44:10.222]  You know, check us out.
[01:44:10.262 --> 01:44:10.842]  Get involved.
[01:44:10.922 --> 01:44:12.043]  Help us fight the info war.
[01:44:12.083 --> 01:44:13.383]  We need as much help as we can get.
[01:44:13.863 --> 01:44:15.503]  And, you know, God bless you for what you're doing.
[01:44:15.563 --> 01:44:16.604]  And, you know, keep up the fight.
[01:44:17.604 --> 01:44:19.064]  Well, I appreciate you, my friend.
[01:44:19.864 --> 01:44:21.525]  But just going back, last question.
[01:44:21.945 --> 01:44:25.405]  Specifically, because we've got it in the article that they were also trying to take your camera.
[01:44:25.745 --> 01:44:32.067]  We hear on the audio of the listeners, and you see it on the video, as he's saying, you're not allowed to have that here, and they're grabbing at your camera.
[01:44:32.527 --> 01:44:33.427]  What actually happened?
[01:44:34.372 --> 01:44:46.295]  As the security guards were pulling me and dragging me outside the door, there was other security guards that also ran up on me, and they were trying to grab my camera, and they grabbed my camera, they tried to turn it off, and they were pulling at it.
[01:44:46.855 --> 01:44:49.156]  And then one lady turned it off and was pulling at it.
[01:44:49.496 --> 01:44:59.198]  And as the security was backing me, I was right by the door, so I just grabbed it, turned the power button on again, and I walked right out that door, and I started running.
[01:44:59.818 --> 01:45:02.079]  And they started chasing me, actually, down a couple blocks.
[01:45:02.751 --> 01:45:04.212]  Yeah, that's the big story.
[01:45:04.252 --> 01:45:09.073]  I mean, in our free country, you ask the question, and they don't like it, so they're chasing you down the street.
[01:45:09.093 --> 01:45:15.536]  We have all this video in New York, where the cops just routinely take your camera, just like guns in New Orleans, and you never see your camera again.
[01:45:15.836 --> 01:45:27.360]  Oh, not only that, if you go on WeAreChanged.org, we just put up a new videotape, where we're doing a street action by Building 7, where cops actually called this terrorist, and they took, I have it on film, they took the camera away from me.
[01:45:27.640 --> 01:45:28.461]  And I was calling you,
[01:45:29.861 --> 01:45:32.482]  When they took the camera away from me, I was going to call you.
[01:45:32.763 --> 01:45:35.924]  They took my cell phone away, and they said that those are guns, and they wouldn't give it to me.
[01:45:35.964 --> 01:45:36.805]  Now, see, here's the problem.
[01:45:36.925 --> 01:45:40.186]  I can't even keep track of all this stuff that you're doing, Luke.
[01:45:40.287 --> 01:45:41.167]  Just you alone.
[01:45:41.487 --> 01:45:42.508]  We'll get that clip.
[01:45:42.708 --> 01:45:43.808]  Where is that on your website?
[01:45:43.828 --> 01:45:44.389]  We'll play that.
[01:45:44.649 --> 01:45:47.490]  It's on WeAreChanged.org under the April 11th action.
[01:45:47.770 --> 01:45:49.591]  A police officer actually took my camera.
[01:45:49.832 --> 01:45:50.812]  He called us terrorists.
[01:45:50.852 --> 01:45:52.513]  He said we had backpack bombs.
[01:45:52.553 --> 01:45:53.714]  This is on WeAreChanged.org.
[01:45:53.774 --> 01:45:54.454]  It's on there.
[01:45:54.850 --> 01:45:58.391]  Check this out, and we were out there by Larry Silverstein's main office.
[01:45:58.491 --> 01:46:02.993]  Larry Silverstein was there, he was pissed off, and he got these goons, these police officers on us.
[01:46:03.213 --> 01:46:05.074]  And it's all on video, I have it all on tape.
[01:46:05.194 --> 01:46:06.774]  Cops mocking us, making fun of us.
[01:46:06.834 --> 01:46:07.214]  Check it out.
[01:46:07.234 --> 01:46:10.796]  Alright, we're gonna get that and we're gonna play that coming up the next hour, Luke.
[01:46:10.856 --> 01:46:11.656]  I appreciate your call.
[01:46:12.716 --> 01:46:15.917]  And again, a lot of people in 9-11 Truth should be ashamed of themselves.
[01:46:15.937 --> 01:46:18.538]  I'm not even talking about New York 9-11 Truth, there's a lot of good folks in that.
[01:46:19.339 --> 01:46:20.679]  I mean, here you are, you've got Luke.
[01:46:21.656 --> 01:46:26.337]  I literally can't even keep track of all the things one guy and some of his friends are doing.
[01:46:27.298 --> 01:46:27.998]  One group of people.
[01:46:29.718 --> 01:46:32.419]  I mean, I literally can't even, and I'm like, you know, what's the name of your new group?
[01:46:32.439 --> 01:46:33.179]  What's the name of it again?
[01:46:33.219 --> 01:46:33.800]  Plug it again.
[01:46:33.840 --> 01:46:35.400]  I have them up on, you know, every week.
[01:46:37.061 --> 01:46:38.701]  And I can't even keep track of it.
[01:46:41.602 --> 01:46:42.122]  Who can?
[01:46:42.142 --> 01:46:43.222]  I mean, it's good.
[01:46:43.282 --> 01:46:44.863]  There are so many 9-11 truth groups.
[01:46:44.883 --> 01:46:48.284]  There are so many people taking action that are involved.
[01:46:49.119 --> 01:46:51.681]  That are out there doing so many great things.
[01:46:52.381 --> 01:46:53.302]  It's just wonderful.
[01:46:53.742 --> 01:46:57.184]  And the reason I raise that is not just the infighting they had in New York.
[01:46:59.266 --> 01:47:02.468]  I can't even support the local 9-11 truth groups anymore here in Austin.
[01:47:03.183 --> 01:47:11.227]  Because there have been weird people who have told them lies in the community and there's lots of envy and jealousy and just weird accusations that have been made at me.
[01:47:11.547 --> 01:47:13.568]  So I can't support any of the local groups anymore.
[01:47:13.968 --> 01:47:18.851]  And then over the years I just move forward and later they'll be asking, you know, a year from now, well, why doesn't Alex ever talk to us?
[01:47:19.231 --> 01:47:20.352]  Why doesn't Alex come to our events?
[01:47:20.372 --> 01:47:21.512]  Why doesn't he ever have a song anymore?
[01:47:21.732 --> 01:47:24.153]  It's like, my God, there was an open door for anybody that called here.
[01:47:24.434 --> 01:47:25.474]  Anybody that asked for anything.
[01:47:26.675 --> 01:47:27.535]  But there's not now.
[01:47:28.115 --> 01:47:30.937]  And I've learned just to cut people off, give them one or two chances,
[01:47:31.630 --> 01:47:33.132]  And when they act nuts, man, that's it.
[01:47:33.212 --> 01:47:34.013]  Just bye-bye.
[01:47:34.533 --> 01:47:37.536]  Because I've got to move forward, and I've seen it with so many people.
[01:47:38.277 --> 01:47:41.100]  So many people I've worked with and supported and nothing but promoted.
[01:47:42.101 --> 01:47:45.705]  But I can tell you, Luke's a good egg, and that guy is the real deal.
[01:47:45.745 --> 01:47:49.549]  He's going to continue forward and really have a big effect and a great effect.
[01:47:51.170 --> 01:47:52.031]  It's just so sad.
[01:47:53.988 --> 01:48:03.811]  It's so sad, and it's always so sad for people that get poisoned by COINTELPRO and Disinfo, that later, years later, they find out the truth, and then by then, I just won't talk to them.
[01:48:04.471 --> 01:48:08.812]  I mean, I've been doing this since before 9-11 even happened.
[01:48:10.193 --> 01:48:13.214]  I've been doing this since before 9-11 happened.
[01:48:13.594 --> 01:48:14.594]  I've been here the whole time.
[01:48:14.814 --> 01:48:15.635]  I'm the big target.
[01:48:16.055 --> 01:48:16.975]  I take the risk.
[01:48:18.095 --> 01:48:21.016]  It is a great weight on me, and I don't ask for your thanks.
[01:48:22.357 --> 01:48:23.637]  I do ask for some support.
[01:48:24.480 --> 01:48:26.101]  But I deserve a little bit of respect.
[01:48:27.122 --> 01:48:28.663]  And we try to give everybody respect.
[01:48:30.164 --> 01:48:32.625]  It's like being back in junior high again, or something.
[01:48:36.768 --> 01:48:39.430]  Just the behind-the-scenes things that I've witnessed.
[01:48:40.150 --> 01:48:42.352]  The things I've witnessed.
[01:48:43.993 --> 01:48:52.318]  The really sick part is, I know that if the New World Order kills me next week, or next year, or does something horrible to me, that a lot of people in this movement will even celebrate.
[01:48:53.303 --> 01:48:57.184]  Because they'll see it in some weird sick ego thing of like, oh, we'll be bigger now.
[01:48:58.225 --> 01:49:00.145]  When actually I want more people in the movement.
[01:49:00.766 --> 01:49:02.526]  I want to build more people up.
[01:49:03.447 --> 01:49:05.247]  I want to wake more people up.
[01:49:05.787 --> 01:49:09.048]  Because frankly, that makes my country and it makes me and my family safer.
[01:49:09.449 --> 01:49:11.609]  I want more prominent people.
[01:49:11.629 --> 01:49:15.051]  I relish people who race ahead of me in what they do.
[01:49:15.071 --> 01:49:17.471]  You know, it's called synergy.
[01:49:17.511 --> 01:49:18.932]  We promote everyone
[01:49:20.133 --> 01:49:22.515]  We do nothing but give and give and give.
[01:49:22.555 --> 01:49:24.236]  People do nothing but take and take and take.
[01:49:25.277 --> 01:49:27.798]  And I've gotten to a point in my life just where I don't have time for it.
[01:49:27.838 --> 01:49:35.023]  I just cut people off and cut people out of my life who try to push me around or who treat me badly.
[01:49:35.584 --> 01:49:37.105]  Who treat anybody that works for me badly.
[01:49:38.265 --> 01:49:38.866]  I mean, I'm done.
[01:49:38.886 --> 01:49:44.890]  So, to all those people, you are completely cut off from me 100% for eternity.
[01:49:45.950 --> 01:49:46.691]  And that's the way it is.
[01:49:47.734 --> 01:49:53.536]  There's a lot of other people who've been in my life who've been listening for years, and they know that when I cut them off, they were cut off forever.
[01:49:54.816 --> 01:49:56.677]  And I've had to do that.
[01:49:57.497 --> 01:49:59.498]  Because you can't talk to pig-headed people.
[01:50:00.138 --> 01:50:02.759]  And what Luke's gone through has really been tough and really been sad.
[01:50:03.079 --> 01:50:03.499]  But you know what?
[01:50:03.519 --> 01:50:04.699]  He's come back stronger from it.
[01:50:04.739 --> 01:50:09.841]  And all of us that got our heads screwed on straight and are going in the right direction, that's what's going to happen.
[01:50:12.182 --> 01:50:13.162]  We're in God's hands.
[01:50:13.914 --> 01:50:15.515]  And we're trying our best to do the right thing.
[01:50:15.555 --> 01:50:20.277]  And it enrages me, but the rage is actually a good thing because then I actually feel good.
[01:50:20.857 --> 01:50:22.637]  Once I'm not mad anymore, it's just sad.
[01:50:24.478 --> 01:50:27.839]  It's really sad that people can't even judge trees by their fruit.
[01:50:28.340 --> 01:50:31.261]  That people look and give force in the mouth.
[01:50:32.581 --> 01:50:33.702]  You know, I was out in L.A.
[01:50:33.722 --> 01:50:35.122]  working on a bunch of things this weekend.
[01:50:35.142 --> 01:50:36.503]  That city is depressing to me.
[01:50:37.190 --> 01:50:47.520]  But at the same time, there's all the beautiful things in life, all the good things in life, that to make it all worth it and make me only redouble and re-triple and quadruple my efforts in the fight against the New World Order.
[01:50:48.741 --> 01:50:51.083]  And I'm just talking about all of us in our general lives.
[01:50:51.443 --> 01:50:52.444]  Don't fight with your husband.
[01:50:52.464 --> 01:50:53.225]  Don't fight with your wife.
[01:50:53.245 --> 01:50:54.106]  Don't fight with your children.
[01:50:54.927 --> 01:50:55.808]  Let's all be a team.
[01:50:56.628 --> 01:51:00.892]  Let's stop being such worldly people, such self-righteous people.
[01:51:00.932 --> 01:51:02.554]  Let's get humble.
[01:51:03.965 --> 01:51:09.048]  I mean, let's get humble as a society and as a nation and ask God to forgive us for all the things we've done.
[01:51:09.948 --> 01:51:11.329]  And ask God to give us discernment.
[01:51:12.329 --> 01:51:15.771]  Because, uh, it's just sad.
[01:51:17.052 --> 01:51:19.073]  Alright, we'll be right back, ladies and gentlemen.
[01:51:19.093 --> 01:51:22.675]  Good job to Luke and his crew, the team up there in New York.
[01:51:22.735 --> 01:51:24.596]  Another victory.
[01:51:25.336 --> 01:51:26.977]  We'll come back, take your calls, cover more news.
[01:51:26.997 --> 01:51:27.337]  Stay with me.
[01:51:35.530 --> 01:51:40.999]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:51:41.359 --> 01:51:48.911]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:51:49.696 --> 01:51:56.741]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:51:57.141 --> 01:52:08.568]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:52:08.888 --> 01:52:12.411]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:52:12.851 --> 01:52:14.792]  It's an anthology of government crimes.
[01:52:15.112 --> 01:52:18.955]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:52:19.555 --> 01:52:26.879]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:52:32.593 --> 01:52:36.134]  Do you know where the 78 potentially active volcanoes in the U.S.
[01:52:36.174 --> 01:52:36.695]  are located?
[01:52:36.895 --> 01:52:40.296]  And do you know the locations of the top 300 prime terrorist targets?
[01:52:40.516 --> 01:52:45.218]  You can find these answers and more in the new interactive CD book, Prudent Places USA.
[01:52:45.518 --> 01:52:52.460]  With the more than 50 interactive parameters, you can pinpoint natural and man-made disaster areas, brewing environmental catastrophes,
[01:52:52.700 --> 01:52:56.802]  The safest cities, the best places for solar and wind energy, and much, much more.
[01:52:57.062 --> 01:53:11.470]  Complete with three gigabytes of detailed information on each of 3,000 plus counties in the U.S., including 550 high-resolution full-color maps and full-color photographs, as well as detailed information and analysis to help you zero in on the best places to live.
[01:53:11.730 --> 01:53:16.374]  The ideal location for cabins and vacation homes, as well as safe and unsafe areas.
[01:53:16.674 --> 01:53:22.078]  Get Prudent Places USA for only $29 plus shipping by calling New Millennium at 888-803-4438.
[01:53:22.138 --> 01:53:24.620]  That's 888-803-4438 to order on the web or at Berkeywater.com.
[01:53:32.176 --> 01:53:33.877]  Hello friends, Alex Jones here.
[01:53:34.117 --> 01:53:37.818]  I want you to imagine waking up one morning to find out you've been burglarized.
[01:53:38.138 --> 01:53:40.359]  An intruder has taken your personal possessions.
[01:53:40.859 --> 01:53:47.081]  Credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[01:53:47.222 --> 01:53:52.143]  What's worse is, you realize he got it through your front door, because you left it unlocked.
[01:53:52.343 --> 01:53:54.104]  Every time you walk away from your computer,
[01:53:54.104 --> 01:53:54.704]  We're good to go.
[01:54:11.118 --> 01:54:14.219]  There's no software to load, and it's so easy to install.
[01:54:14.559 --> 01:54:19.641]  Right now, you can order your NET7 security switch from NET7 Technologies for only $39.95.
[01:54:20.461 --> 01:54:23.562]  For a limited time, receive free shipping with your order.
[01:54:23.982 --> 01:54:25.923]  Visit net7tech.com.
[01:54:26.103 --> 01:54:31.245]  That's NET, the number 7, tech.com, and start protecting yourself today.
[01:54:33.206 --> 01:54:35.967]  Crashing through the lies and disinformation.
[01:54:36.527 --> 01:54:39.808]  It's Alex Jones, only on the GCN Radio Network.
[01:55:01.557 --> 01:55:05.040]  Alright, we're taking phone calls here right now, ladies and gentlemen.
[01:55:05.060 --> 01:55:06.021]  Who's up first there?
[01:55:08.323 --> 01:55:11.185]  Sharon in South Dakota, thanks for holding your on the air, welcome.
[01:55:12.584 --> 01:55:14.004]  Thanks for taking my call, Alex.
[01:55:14.745 --> 01:55:22.206]  I just want to tell you when I think of you, I can't help but think of a modern you and Luke and others of a modern-day Braveheart.
[01:55:23.127 --> 01:55:29.028]  I was wondering if you have heard about the three hate crimes at least that are in Congress right now?
[01:55:29.348 --> 01:55:37.130]  Well, we've constantly covered those whenever they have a chance of passing, but it's the ADL hate crime laws and then they've got a couple others.
[01:55:37.150 --> 01:55:39.891]  They've got the Local Law Enforcement Assistance Act.
[01:55:39.931 --> 01:55:41.211]  They're always changing the names, yeah.
[01:55:42.085 --> 01:55:55.377]  Well, it's coming up Thursday in the house and it is a very dangerous bill and I just want to tell people to please go to, if you don't mind, a website.
[01:55:55.717 --> 01:55:57.639]  Yeah, we always put out the websites.
[01:55:58.300 --> 01:55:59.501]  It's truthtellers.org.
[01:56:00.109 --> 01:56:01.610]  Yeah, that's Reverend Ted Pike.
[01:56:01.650 --> 01:56:03.130]  In fact, let's get Ted Pike on.
[01:56:03.851 --> 01:56:11.154]  For some reason, I was trying to get him on the last few months and it never happened whenever I would tell people to get him on, but now that won't happen.
[01:56:11.454 --> 01:56:13.555]  We're going to definitely get Ted Pike on.
[01:56:14.175 --> 01:56:15.536]  See, there's something I need to tell you.
[01:56:15.596 --> 01:56:24.240]  It has to do with our government now trying to target bullhorns as a weapon of reckless endangerment.
[01:56:25.191 --> 01:56:29.492]  And this is coming down through where Philadelphia pursues hate crimes charges.
[01:56:29.532 --> 01:56:30.912]  That's also on TruthOrg.
[01:56:31.072 --> 01:56:33.713]  Yeah, Philadelphia arrested a bunch of Christians.
[01:56:33.733 --> 01:56:35.693]  Tried to get them 47 years in prison apiece.
[01:56:36.013 --> 01:56:36.953]  That was three years ago.
[01:56:36.993 --> 01:56:38.553]  We've covered that about 14 times.
[01:56:39.874 --> 01:56:40.154]  Right.
[01:56:40.374 --> 01:56:44.134]  But anyway, I just couldn't believe that they're actually trying to target a bull.
[01:56:44.174 --> 01:56:44.695]  Are you kidding?
[01:56:44.715 --> 01:56:47.235]  They want to arrest us for our speech.
[01:56:47.255 --> 01:56:48.275]  They're moving forward to do it.
[01:56:48.315 --> 01:56:49.235]  I appreciate your call.
[01:56:49.675 --> 01:56:50.896]  And we will get Ted Pike on.
[01:56:51.056 --> 01:56:52.536]  I am going to put the call in today.
[01:56:53.551 --> 01:56:56.633]  Let's go ahead now and talk to Stan in Missouri.
[01:56:56.673 --> 01:56:57.734]  Stan, you're on the air.
[01:56:58.174 --> 01:56:58.914]  Hello, Alex.
[01:56:59.094 --> 01:57:08.680]  I just got through listening to Rush Limbaugh just about an hour ago, and he said the reason why our shooter, Chow, was rallying against Rich because he was a liberal.
[01:57:09.620 --> 01:57:11.482]  I'm not buying into that one bit, Alex.
[01:57:11.542 --> 01:57:18.225]  Let me tell you, I'm an ex-private investigator, and I analyzed that video of Chow, and I think that was Chow's handler.
[01:57:18.786 --> 01:57:20.887]  And what Chow was saying in his video,
[01:57:21.696 --> 01:57:24.297]  It doesn't have a thing to do with liberalism.
[01:57:24.337 --> 01:57:26.118]  It has to do with communism, Alex.
[01:57:26.698 --> 01:57:33.620]  The Communist Manifesto, if you read the Communist Manifesto... For those that don't know, let's go back and be specific.
[01:57:34.100 --> 01:57:37.822]  Chow the Shooter, the videos that have been released, be specific what he said.
[01:57:38.802 --> 01:57:49.886]  He said that he despised the rich, Alex, and he was talking about the classes there, you know, his rallying against the rich and his attitude toward Christianity.
[01:57:51.078 --> 01:58:03.001]  It has to do with the Comus Manifesto, Alex, because you have to lower the classes and redistribute your wealth with the Communism, and it goes as far back as the French Revolution, Alex.
[01:58:04.042 --> 01:58:06.642]  The Jacobian Club started the French Revolution.
[01:58:06.662 --> 01:58:08.463]  They were aristocratic terrorists.
[01:58:10.363 --> 01:58:20.306]  Yes, I'm fully aware that Communism is just a fake name for criminal consolidation, and then they use the underclass to attack the middle class for the elite class.
[01:58:21.297 --> 01:58:24.820]  That's exactly what Cal was rallying about, Alex.
[01:58:24.860 --> 01:58:29.244]  They want to start an eternal revolution just like they did in
[01:58:30.754 --> 01:58:32.115]  I agree, I agree.
[01:58:33.175 --> 01:58:35.016]  Let me just add to this, and I'll hold you over if need be.
[01:58:35.716 --> 01:58:36.716]  I am against violence.
[01:58:36.816 --> 01:58:39.717]  I'm trying to stop dead cops and military in the streets.
[01:58:39.817 --> 01:58:42.718]  And every time I say that, I get emails going, you're threatening police.
[01:58:42.818 --> 01:58:43.039]  No.
[01:58:43.479 --> 01:58:45.960]  We're saying we don't want this to happen.
[01:58:46.340 --> 01:58:50.421]  The New World Order is setting it up where the people will fight back.
[01:58:50.801 --> 01:58:53.742]  And I'm telling the police and military, you're being set up.
[01:58:54.142 --> 01:58:55.483]  We don't want this to happen.
[01:58:55.543 --> 01:58:56.043]  Stay there.
[01:58:56.523 --> 01:58:58.344]  Stan, I'm going to let you finish up on the other side.
[01:58:58.804 --> 01:59:00.466]  We don't want that.
[01:59:00.826 --> 01:59:03.028]  We're fighting against that happening.
[01:59:03.809 --> 01:59:04.249]  Okay?
[01:59:04.329 --> 01:59:05.691]  That's what we're saying.
[01:59:06.291 --> 01:59:07.112]  We'll be right back.
[01:59:07.132 --> 01:59:11.316]  Stay with us.
[01:59:12.217 --> 01:59:17.101]  This broadcast is available on MP3 CD format at GCNLive.com or call toll free 877-300-7645.
[01:59:22.358 --> 01:59:27.660]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[01:59:27.860 --> 01:59:29.921]  Your source for free solar electricity.
[01:59:30.181 --> 01:59:37.283]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[01:59:37.423 --> 01:59:48.927]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is not available.
[01:59:49.327 --> 01:59:57.772]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide... Place the Berkey Solar... ...in your application and you have power.
[01:59:57.912 --> 02:00:02.914]  Disconnect your application and the system automatically begins charging its own rechargeable batteries.
[02:00:03.214 --> 02:00:08.577]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-4438.
[02:00:08.597 --> 02:00:09.638]  And tell them Alex Jones sent you.
[02:00:09.658 --> 02:00:10.258]  That's toll-free, 888-803-4438.
[02:00:20.882 --> 02:00:22.804]  Waging war on corruption.
[02:00:23.284 --> 02:00:26.186]  Alex Jones on the GCN Radio Network.
[02:00:32.672 --> 02:00:33.332]  Big Brother.
[02:00:33.993 --> 02:00:35.053]  Mainstream media.
[02:00:35.754 --> 02:00:36.855]  Government cover-ups.
[02:00:37.515 --> 02:00:38.336]  You want answers?
[02:00:39.077 --> 02:00:40.017]  Well, so does he.
[02:00:40.037 --> 02:00:44.441]  He's Alex Jones on the GCN Radio Network.
[02:00:44.841 --> 02:00:48.905]  And now, live from Austin, Texas, Alex Jones.
[02:01:07.480 --> 02:01:11.261]  All right, ladies and gentlemen, now into our number three already.
[02:01:11.301 --> 02:01:12.101]  Can you believe it?
[02:01:12.141 --> 02:01:13.321]  We're taking your calls at 1-800-259-9231.
[02:01:13.341 --> 02:01:17.482]  We're going to get a quick update in the next segment from D.B.
[02:01:17.522 --> 02:01:19.723]  Kidd on the National Truckers Rally.
[02:01:20.593 --> 02:01:29.299]  As we continue to try to work as a team here against the New World Order and use this show as a platform to elevate all the other great Americans like DV and others that are fighting the New World Order.
[02:01:29.759 --> 02:01:39.026]  I've been saying that today because it just always shocks and amazes me when somebody gets really mean and vicious to this office and goes, yeah, stop trying to give us attention.
[02:01:39.466 --> 02:01:41.868]  You're not trying to let us get coverage.
[02:01:41.908 --> 02:01:42.548]  You're trying.
[02:01:42.608 --> 02:01:45.070]  I'm like, well, number one, remind me who you are.
