[00:00:00.069 --> 00:00:00.289]  Hey!
[00:45:01.446 --> 00:45:06.327]  And they called in one of the deputy police chiefs, and he said, fine, we're going to let you go.
[00:45:07.247 --> 00:45:10.908]  And they basically had to admit that it was official oppression, it was a false arrest.
[00:45:12.948 --> 00:45:13.809]  This is not Russia.
[00:45:14.509 --> 00:45:15.369]  This is not China.
[00:45:16.671 --> 00:45:17.732]  This is not Nazi Germany.
[00:45:17.772 --> 00:45:19.953]  You're not allowed to behave like they're not allowed to do that.
[00:45:19.973 --> 00:45:23.975]  If it had been one thing if the police would have asked us to stop, then we wouldn't have.
[00:45:23.995 --> 00:45:26.616]  If it had been one thing if they had said, don't use a bullhorn, they didn't.
[00:45:26.676 --> 00:45:28.277]  They just assaulted people.
[00:45:29.098 --> 00:45:30.779]  And it's a very, very serious issue.
[00:45:31.719 --> 00:45:32.320]  So we're here.
[00:45:33.280 --> 00:45:34.941]  But it's amazing to be in New York City.
[00:45:35.021 --> 00:45:37.182]  And it's amazing to see the huge response we're having.
[00:45:37.202 --> 00:45:40.164]  Thousands of people in total at the different demonstrations we're having.
[00:45:40.844 --> 00:45:42.365]  And again, I want to make it clear.
[00:45:43.012 --> 00:45:43.832]  And we're on record.
[00:45:43.852 --> 00:45:45.033]  You can hear these archive shows.
[00:45:45.293 --> 00:45:48.774]  My shows are archived on the internet all over the place, going back ten years.
[00:45:49.774 --> 00:45:54.556]  But almost every show, you can find every show going back about six or seven, right before 9-11.
[00:45:54.576 --> 00:45:57.276]  That's when the internet had gotten up to a level where folks were archiving them all.
[00:45:58.317 --> 00:46:03.798]  And you can hear me, day one, saying, don't send money, don't send a bunch of water, they've got that.
[00:46:05.039 --> 00:46:05.419]  Send
[00:46:07.156 --> 00:46:07.416]  We're good.
[00:46:26.713 --> 00:46:29.715]  ...devices, breathing protection, to the firemen and police.
[00:46:29.755 --> 00:46:31.376]  And the government said it's safe, it's good.
[00:46:31.396 --> 00:46:33.297]  They opened the schools up three days later.
[00:46:33.317 --> 00:46:35.658]  It was the most toxic dust cloud ever.
[00:46:35.718 --> 00:46:37.219]  Hundreds have died, thousands are dying.
[00:46:37.239 --> 00:46:42.502]  It's now admitted the EPA knew it was deadly poison, issued a false report under orders from the White House.
[00:46:42.582 --> 00:46:53.489]  Cold-bloodedly, ladies and gentlemen, there were dozens of schools within a mile right here in Manhattan, right here on the peninsula, where the children breathed all of this.
[00:46:54.147 --> 00:46:55.929]  That's very, very, very serious.
[00:46:56.289 --> 00:46:57.550]  And again, I'll make the point.
[00:46:58.091 --> 00:47:01.975]  We were called conspiracy theorists again whenever we said that.
[00:47:02.075 --> 00:47:04.057]  Now it's admitted we were right again.
[00:47:04.477 --> 00:47:08.041]  Unfortunately, because I wish it wasn't true, we're right about all of this.
[00:47:08.701 --> 00:47:10.523]  So I was arrested by the grace of God.
[00:47:10.543 --> 00:47:13.426]  I got out only after about two and a half hours.
[00:47:14.751 --> 00:47:15.672]  My hands are a little numb.
[00:47:15.692 --> 00:47:16.253]  A little sore.
[00:47:16.273 --> 00:47:16.994]  People shake my hand.
[00:47:17.014 --> 00:47:17.534]  It's painful.
[00:47:17.734 --> 00:47:19.136]  But another battle scar.
[00:47:19.156 --> 00:47:26.864]  Fighting against the New World Order in defense of the United States of America and our precious republic that I swear allegiance to each and every day.
[00:47:27.004 --> 00:47:28.085]  One hundred and ten percent.
[00:47:28.526 --> 00:47:33.031]  And I'm tired of all these phony conservatives and phony liberals who claim that they're defending this republic.
[00:47:33.684 --> 00:47:35.804]  I'm tired of them claiming that they care about this country.
[00:47:35.844 --> 00:47:40.745]  I'm tired of lying all day and taking on the mantle of true Americana and claiming they're it.
[00:47:40.785 --> 00:47:41.346]  You're not.
[00:47:41.626 --> 00:47:52.648]  If you don't support the Bill of Rights and Constitution 110%, and if you don't support our sovereignty and our Bill of Rights and our border, and if you don't support what it is to be a free country, you're an enemy of the Republic.
[00:47:53.108 --> 00:47:55.468]  And I'm sick and tired of you and the people of America.
[00:47:55.548 --> 00:47:57.589]  I declare war on you right now.
[00:47:58.309 --> 00:48:02.991]  So we took over, and we took over Fox Television, and we've got a lot more coming up in the next few days.
[00:48:03.031 --> 00:48:07.652]  This is the real defense of the Republic of America, and you better wake up and find out there's a real war on.
[00:48:07.972 --> 00:48:18.415]  The people that carried out 9-11 are the same ones destroying our border, are the same ones destroying our dollar value, are the same ones destroying our stock market, they're the same ones that want to bring this country down and bring us into a one world government.
[00:48:19.176 --> 00:48:20.076]  You can go to ProvenPlanet.com.
[00:48:21.337 --> 00:48:22.358]  We're good to go.
[00:48:47.689 --> 00:48:49.310]  Again, I was arrested.
[00:48:50.731 --> 00:48:51.932]  I did have my rights violated.
[00:48:52.452 --> 00:48:58.536]  And I wasn't going to be in jail on that TB infested cesspit with human feces all over the floor for several days.
[00:48:58.876 --> 00:49:03.659]  But that was reversed because the people came out and literally surrounded the precinct.
[00:49:04.606 --> 00:49:04.886]  What is it?
[00:49:04.926 --> 00:49:05.006]  The 1013.
[00:49:05.046 --> 00:49:11.247]  They literally surrounded the precinct and chanted and chanted and chanted for hours.
[00:49:11.727 --> 00:49:12.887]  And they were going to keep me in there.
[00:49:12.907 --> 00:49:14.248]  I wasn't going to see a judge till Monday.
[00:49:14.868 --> 00:49:18.749]  And they released me and just said, good riddance, get out of here.
[00:49:19.349 --> 00:49:21.809]  All I got away with was some bruises.
[00:49:22.149 --> 00:49:23.909]  And I feel blessed only to have had that happen.
[00:49:24.550 --> 00:49:25.930]  And frankly, I couldn't see the police.
[00:49:25.990 --> 00:49:28.110]  I couldn't go after them for official oppression, false arrest.
[00:49:28.410 --> 00:49:29.710]  But I don't have time to do that.
[00:49:30.030 --> 00:49:31.411]  The country is in too much trouble.
[00:49:31.431 --> 00:49:32.971]  I don't want to punish some gum cops.
[00:49:34.361 --> 00:49:34.741]  Okay.
[00:49:34.901 --> 00:49:36.842]  I want them to join us in the fight for the Republic.
[00:49:37.203 --> 00:49:39.524]  I want them to realize what the Bill of Rights and Constitution really is.
[00:49:39.824 --> 00:49:46.228]  And I want them to realize there's a psychopathic elite carrying out eugenics against us all, with poisons and toxins and cancer viruses and the vaccines.
[00:49:46.608 --> 00:49:49.390]  I want people to find out about the autoimmune response with their engineering.
[00:49:49.670 --> 00:49:51.831]  I want people to find out about the end game.
[00:49:51.851 --> 00:49:53.372]  You can watch the trailer for End Game.
[00:49:53.672 --> 00:49:54.893]  It just came out a few days ago.
[00:49:54.933 --> 00:49:58.555]  It's already got over 100,000 views on the web at PrisonPlanet.com.
[00:49:59.055 --> 00:50:00.316]  So again, I have been arrested.
[00:50:00.596 --> 00:50:03.778]  I have been released by God's good graces and the great actions of the people here.
[00:50:04.438 --> 00:50:05.219]  In New York City.
[00:50:06.080 --> 00:50:10.103]  And I just want to commend everyone who has come out to New York.
[00:50:11.644 --> 00:50:14.066]  I want to commend everyone who has taken action.
[00:50:14.886 --> 00:50:19.490]  And I want to thank all the listeners of this transmission on AM and FM stations across the country.
[00:50:20.299 --> 00:50:24.201]  I want to thank everyone who is getting the word out about the internet links from people who are on the web.
[00:50:24.221 --> 00:50:29.284]  I want to thank everybody on the PrisonPlanet.com message board, all the folks on the LBJ590.com website.
[00:50:29.805 --> 00:50:31.206]  I want to thank everybody out there.
[00:50:31.886 --> 00:50:36.569]  Every day is standing up for liberty, standing up for human decency, and standing up for the truth.
[00:50:37.279 --> 00:50:40.421]  And I just want to encourage you to defend this republic in its darkest hour.
[00:50:40.902 --> 00:50:52.911]  Some of the Americans are mesmerized by the glitz and the television and the alcohol and the partying and all the rest of it, and the football, and they're not focused in on the real issues that are facing this country right now, how we're being brought into a one world government.
[00:50:53.331 --> 00:50:53.831]  We're good to go.
[00:51:46.804 --> 00:51:47.666]  Yeah.
[00:51:50.655 --> 00:51:51.856]  Hi, this is Ted Anderson.
[00:51:51.976 --> 00:51:56.780]  Over the years, Genesis Communications Network has grown by leaps and bounds, reaching millions of listeners.
[00:51:56.900 --> 00:51:59.782]  The impact on political and social issues have been enormous.
[00:51:59.923 --> 00:52:03.926]  Businesses associated with the network have grown to become valuable enterprises.
[00:52:04.246 --> 00:52:10.251]  If you are accredited and have an entrepreneurial spirit, national radio may be the opportunity you're looking for.
[00:52:10.431 --> 00:52:12.012]  Call me today at 877-996-4327, extension 101.
[00:52:12.092 --> 00:52:14.434]  For more information, that's 877-996-4327, extension 101.
[00:52:21.920 --> 00:52:22.940]  Looking for profits?
[00:52:23.000 --> 00:52:24.401]  Looking for safety and security?
[00:52:24.721 --> 00:52:27.762]  The $10 Olympic commemorative gold coin offers both.
[00:52:27.862 --> 00:52:35.545]  This low-mintage collector coin, with a total series mintage under $600,000, has sold at four times its current price.
[00:52:35.605 --> 00:52:39.326]  Falling dollar values and inflation make this likely to happen again.
[00:52:39.366 --> 00:52:40.867]  Secure your position today.
[00:52:41.187 --> 00:52:42.407]  Call Midas Resources at 1-800-686-2237.
[00:52:42.447 --> 00:52:42.707]  That's 1-800-686-2237.
[00:52:50.809 --> 00:53:00.953]  Hi, I'm Doctor... Prepare yourself for a talk radio experience like no other.
[00:53:01.193 --> 00:53:03.954]  Strap yourselves in and hold on.
[00:53:04.975 --> 00:53:06.315]  He stands for truth.
[00:53:07.736 --> 00:53:09.556]  He stands for justice.
[00:53:10.937 --> 00:53:12.518]  He stands for what's right.
[00:53:13.398 --> 00:53:15.739]  This is the Alex Jones Show.
[00:53:15.919 --> 00:53:18.540]  Call Alex now, toll free.
[00:53:19.875 --> 00:53:21.276]  At 877-590-5525.
[00:53:21.576 --> 00:53:35.503]  Now live from Austin, Texas, here's Alex Jones.
[00:53:35.863 --> 00:53:44.507]  Coming up in the next segment for the rest of the hour, Jeffrey F. Atticott, Professor of Law, Director for Center for Terrorism Law.
[00:53:46.149 --> 00:53:49.378]  We'll be joining this former JAG officer in the military.
[00:53:50.487 --> 00:53:57.150]  And he's helped write the new book of the new, special way that the military operates and the things they do.
[00:53:57.871 --> 00:54:09.336]  So we'll be debating with him, martial law, the police state, the military involved in our lives, all of it, and the new climate since Al-Qaeda attacked us, L-C-I-A-D-A attacked us.
[00:54:09.777 --> 00:54:10.397]  That's coming up.
[00:54:10.897 --> 00:54:16.080]  Right now I'm going back to Luke Rudowsky of WeAreChange.org, who does a lot of reporting for InfoWars.com.
[00:54:17.685 --> 00:54:22.510]  He's going to be running the big events up in New York this 6th anniversary.
[00:54:22.550 --> 00:54:24.412]  We had about 3,000 people total last year.
[00:54:24.432 --> 00:54:25.974]  Showed up about 2,000 in one time.
[00:54:26.014 --> 00:54:28.056]  Big protest down at Ground Zero on 9-11.
[00:54:28.777 --> 00:54:31.700]  It's going to kick off on Friday, go right through Tuesday.
[00:54:32.791 --> 00:54:37.314]  And you need to RSVP because some of these events have had to rent halls and event centers.
[00:54:37.354 --> 00:54:42.217]  You need to RSVP so they can definitely know how many tickets to have available.
[00:54:42.237 --> 00:54:45.198]  You can also start buying tickets now at WeAreChange.org.
[00:54:45.218 --> 00:54:46.759]  By the way, I'm flying up there on my own.
[00:54:47.380 --> 00:54:51.602]  I'm paying for it, bringing my own people, and showing my film for free up there as part of all the things that are happening.
[00:54:52.102 --> 00:55:01.788]  And all the proceeds of the stuff that's being set up is going to the Feel Good Foundation, a couple other groups, firefighters and police, and other groups that weren't given any
[00:55:02.108 --> 00:55:02.448]  We're good to go.
[00:55:23.523 --> 00:55:24.104]  What time is that?
[00:55:24.144 --> 00:55:24.464]  About what?
[00:55:24.484 --> 00:55:25.105]  10 in the morning?
[00:55:25.125 --> 00:55:25.525]  9 in the morning?
[00:55:25.545 --> 00:55:29.989]  We're going to be showing up on 9-11 right outside on the edge of Ground Zero there.
[00:55:30.269 --> 00:55:34.893]  All the perpetrators try to use the event to push their police state and pose as saviors.
[00:55:35.273 --> 00:55:40.938]  Yeah, we're going to be there at 8 o'clock in the morning and we're going to be standing side by side with family members, with rescue workers.
[00:55:40.958 --> 00:55:43.620]  Get ready to meet family members who want a new investigation.
[00:55:44.080 --> 00:55:57.546]  By the way, a year and a half ago, Bill Doyle, the head of the Biggest Victims Family Group, that's according to the New York Times, went on my show and said the majority of his members and families believe it's a total inside job, and that he believes that.
[00:56:12.172 --> 00:56:18.937]  But the media, the controlled corporate CIA media, has done a good job of covering that fact up.
[00:56:19.317 --> 00:56:19.757]  Exactly.
[00:56:19.777 --> 00:56:20.478]  They cover it up.
[00:56:20.638 --> 00:56:21.738]  They don't give these people stories.
[00:56:21.758 --> 00:56:24.240]  They don't give these stories any time on the airwaves.
[00:56:24.520 --> 00:56:25.641]  And people don't understand.
[00:56:25.661 --> 00:56:26.482]  We are changed.
[00:56:26.582 --> 00:56:32.706]  It's comprised of family members, of first responders that want a new independent investigation into 9-11.
[00:56:33.046 --> 00:56:38.269]  A criminal investigation of the real perpetrators that show up there every year and glance down.
[00:56:38.329 --> 00:56:40.631]  The same criminals come back to the crime scene.
[00:56:40.991 --> 00:56:43.933]  They're the ones responsible for 9-11 and we're going to have to show them that.
[00:56:43.953 --> 00:56:51.437]  We're going to stand, you know, in unity with the family members, with the rescue workers, for peace, for individual, for truth and justice.
[00:56:51.497 --> 00:56:52.237]  And that's what it's about.
[00:56:52.497 --> 00:56:57.980]  And the whole event, we're doing five days of events, we're doing great events, we're at Moose Change, Final Cut, the premiere, Endgame premiere.
[00:56:58.320 --> 00:57:05.044]  And all the proceeds from all the events are going straight to the first responders, which are being ignored by the mainstream media and the government.
[00:57:05.304 --> 00:57:09.366]  And nobody seems to even talk about them, and nobody seems to be giving them any help, but we will.
[00:57:09.586 --> 00:57:11.427]  And that's what this whole five-day event is.
[00:57:11.507 --> 00:57:12.368]  It's about helping people.
[00:57:12.408 --> 00:57:14.789]  It's about standing up for truth and justice, doing street action.
[00:57:14.809 --> 00:57:20.032]  Folks, if you can't make any of it, you know, most of it's free and, you know, public demonstrations and rallies and things like that.
[00:57:20.572 --> 00:57:24.194]  And if you can't make it to the speeches, the movies, which you should RSVP for, get your pass to
[00:57:24.994 --> 00:57:41.326]  Regardless, you need to come down on 9-11 in the morning throughout the afternoon with us to hold the vigil and to let the establishment know that we're not going to let them continue to push their whole police state on the backs of those that they murdered, just like Hitler blew up his own Reichstag and blamed it on his political enemies and set up a police state.
[00:57:41.586 --> 00:57:44.689]  Luke Rodowsky, WeAreChange.org, thank you for spending time with us, my friend.
[00:57:44.769 --> 00:57:45.689]  Thanks for having me, brother.
[00:57:45.709 --> 00:57:46.330]  Very moved up.
[00:57:46.650 --> 00:57:47.531]  Absolutely, folks.
[00:57:47.631 --> 00:57:48.011]  Go there.
[00:57:48.031 --> 00:57:51.774]  This 20-year-old young man has been fighting for, I don't know, two, three years now, or longer.
[00:57:52.823 --> 00:57:55.704]  Uh, he has become a very prominent leader in the 9-11 Truth Movement.
[00:57:55.724 --> 00:58:02.287]  You know, he came here as a little bitty boy, uh, when his parents, uh, fled as anti-communists from Poland.
[00:58:02.987 --> 00:58:07.088]  And he remembers the fear of people getting arrested and people getting grabbed in his family and everything he saw.
[00:58:07.108 --> 00:58:09.009]  I don't know, was he six or seven when he came here?
[00:58:09.850 --> 00:58:15.013]  And all the things that he witnessed, and of course they were part of the movement there to overthrow the communists.
[00:58:15.633 --> 00:58:25.779]  And now we're fighting the very same crowd here in America, the very same globalists that energized Hitler, energized Mao, energized Stalin, the CIA section chief admitted on History Channel that they put Mao in.
[00:58:25.799 --> 00:58:26.440]  We already knew that.
[00:58:27.240 --> 00:58:28.801]  Now it's admitted he killed 60 million.
[00:58:29.181 --> 00:58:32.022]  Now Brzezinski brags they put Pol Pot in and supported him.
[00:58:32.302 --> 00:58:34.423]  We're not putting up with it, and we're tired of it.
[00:58:34.643 --> 00:58:39.765]  And the people that claim they're patriots, and claim that they are fighting for the people, most of them are frauds.
[00:58:40.165 --> 00:58:41.245]  And we're here to expose it.
[00:58:41.265 --> 00:58:49.268]  We have a corrupt, sick, criminal group running our government, and running our economy, and our dollar, and our sovereignty into the ground.
[00:58:50.029 --> 00:59:12.986]  The very same crowd that is running the Iraq war, the Afghan war for profit and control and hegemony and to build permanent bases to project power in the region are the very same think tank experts and the very same technocrats that are getting rid of our borders, pushing mass amnesty, destroying our sovereignty, destroying our Bill of Rights, making our military become a very large percentage of it, foreigners who aren't even citizens.
[00:59:13.827 --> 00:59:17.790]  The literal Hessian type mercenaries to oppress the people.
[00:59:19.002 --> 00:59:21.383]  It's absolutely amazing, and we're not going to put up with it.
[00:59:21.704 --> 00:59:30.068]  When we get back, we're going to get into martial law, the police state, and I have up on PrisonPlanet.com, right now, the timeline to tyranny.
[00:59:30.588 --> 00:59:34.371]  Ten advances towards the end of freedom and privacy in the United States.
[00:59:34.391 --> 00:59:36.011]  We put this together last week.
[00:59:36.031 --> 00:59:40.314]  It's in the News and Focus section on the right-hand side of the column of PrisonPlanet.com.
[00:59:40.874 --> 00:59:41.735]  The Patriot Act No. 1.
[00:59:43.661 --> 00:59:46.422]  Number two, they gave us the Total Information Awareness Network.
[00:59:46.562 --> 01:00:05.712]  Every purchase you make with a credit card, every magazine subscription you buy, every medical prescription you fill, every website you visit, email you send or receive, every academic grade you receive, every bank deposit you make, every trip you book, and every event you attend, all these transactions and communications will go into what the Defense Department describes as a virtual centralized grand database.
[01:00:06.212 --> 01:00:12.875]  And then now they tell you, by the way, that was the infamously wrote the New York Times writer William Sapphire, saying it was good by the way.
[01:00:13.459 --> 01:00:18.800]  Announcing the birth of Total Information Awareness, a kind of echelon on steroids introduced a year after 9-11.
[01:00:19.260 --> 01:00:21.061]  They'd already put this into place, remember?
[01:00:21.441 --> 01:00:33.503]  I told you 10 years ago, in 96, 11 years ago, that I read in industry publications, because see, you can have secrets in government, but then the intelligence is there to see right on the surface, as they implement.
[01:00:34.043 --> 01:00:42.005]  And it was industry publications saying, yeah, we were given $9 billion to put in hubs and all the phone companies, hubs and the internet, everything goes through the NSA first.
[01:00:42.777 --> 01:00:50.561]  Now, that broke last year with AT&T, there in San Francisco, where the whole floor was NSA.
[01:00:51.081 --> 01:00:55.483]  Then they tell you, oh, Bush illegally spied on Americans without warrants.
[01:00:55.963 --> 01:01:02.366]  So then he's in trouble, so Congress passes a law saying that he's allowed to do it, last week.
[01:01:02.507 --> 01:01:06.388]  And then they lie to the public and say, oh, it's just to listen to Bin Laden overseas.
[01:01:06.809 --> 01:01:09.590]  And if Bin Laden calls America, total bull.
[01:01:10.678 --> 01:01:16.402]  I mean, it just went into effect last month that every prescription you get is instantly loaded to the federal government.
[01:01:16.442 --> 01:01:18.203]  No warrant, no nothing, no dupe.
[01:01:18.963 --> 01:01:20.744]  And they're counting on you to be stupid!
[01:01:21.164 --> 01:01:23.446]  They're counting on you to not go look this up!
[01:01:24.266 --> 01:01:26.508]  They're counting on you to not find out the truth!
[01:01:26.528 --> 01:01:35.153]  I remember when Bush passed it in 2004, it was on CNN as a healthcare privacy bill.
[01:01:35.373 --> 01:01:40.256]  And then it was implemented, they always grandfather it, it was implemented and went into effect late last month.
[01:01:41.753 --> 01:01:42.633]  ...became law.
[01:01:43.214 --> 01:01:47.816]  Prosthesis, IV-proven prescription strength, diaphragms, it doesn't matter.
[01:01:47.916 --> 01:01:50.097]  It's all instantly uploaded to the feds.
[01:01:50.657 --> 01:01:52.358]  Everything, every prescription you get.
[01:01:53.698 --> 01:01:58.360]  Put the borders wide open, and illegal aliens don't have to show ID cards, they get housing loans, Associated Press.
[01:01:58.901 --> 01:02:01.262]  It's all about you, the fat, dumb cattle.
[01:02:01.482 --> 01:02:06.364]  They see you as the mark, you to be there, to be shoved around and controlled and dominated.
[01:02:07.768 --> 01:02:14.012]  This is out of control, ladies and gentlemen, and we've got to resist this tyranny now if we're going to save this country.
[01:02:14.272 --> 01:02:24.239]  They're looking at us and watching us right now, and if they think we're going to put up with it, if they think we're going to go along with tyranny like the Germans and the Russians and the Chinese and the Cubans, they're going to do it here.
[01:02:24.619 --> 01:02:26.140]  Well, I've got news for the globalists.
[01:02:26.500 --> 01:02:31.167]  We know David Rockefeller and the Federal Reserve and the CFR funded the Communists and the Fascists.
[01:02:31.447 --> 01:02:35.232]  We know that you run these regimes and we know you want to do that here.
[01:02:35.412 --> 01:02:39.959]  And we're here to tell you, the people of America and the Republic are standing against you!
[01:02:40.099 --> 01:02:40.960]  We'll be right back.
[01:02:41.000 --> 01:02:41.441]  Stay with us.
[01:02:55.370 --> 01:02:55.831]  It's here.
[01:02:56.051 --> 01:03:00.837]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:03:01.198 --> 01:03:08.848]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:03:09.525 --> 01:03:16.567]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:03:16.987 --> 01:03:28.390]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:03:28.710 --> 01:03:32.231]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:03:32.671 --> 01:03:34.612]  It's an anthology of government crimes.
[01:03:34.932 --> 01:03:38.713]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:03:39.373 --> 01:03:46.380]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:03:53.679 --> 01:03:54.739]  Hi, this is Ted Anderson.
[01:03:55.140 --> 01:04:00.601]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[01:04:01.181 --> 01:04:01.682]  That's right.
[01:04:02.002 --> 01:04:04.663]  Gold has been available to be placed in IRAs since 1986.
[01:04:05.683 --> 01:04:11.765]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[01:04:12.325 --> 01:04:20.007]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds and CDs, yet no word about IRAs.
[01:04:20.467 --> 01:04:25.328]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[01:04:25.949 --> 01:04:28.949]  If you'd like to take a look at gold pre-retirement, call 800-686-2237.
[01:04:31.750 --> 01:04:35.872]  Don't get left behind by rising inflation and low return on your paper investments.
[01:04:36.252 --> 01:04:36.492]  Call 800-686-2237.
[01:04:36.512 --> 01:04:38.453]  Make sure that you secure your future.
[01:04:38.513 --> 01:04:38.833]  Call 800-686-2237.
[01:04:39.133 --> 01:04:39.394]  That's 1-800-686-2237.
[01:04:53.280 --> 01:04:55.823]  Is credit card debt making your life stressful?
[01:04:56.164 --> 01:04:59.488]  Do you avoid answering the phone in fear of another creditor calling?
[01:04:59.748 --> 01:05:03.272]  How would you like to cut your credit card balances by as much as half?
[01:05:03.653 --> 01:05:04.734]  Well, now you can!
[01:05:05.115 --> 01:05:12.904]  Safeguard Debt Management Services will connect you with a debt management specialist who will negotiate with your creditors to reduce your balances by as much
[01:05:12.944 --> 01:05:14.264]  We're good to go.
[01:05:37.193 --> 01:05:37.634]  I think so.
[01:05:53.507 --> 01:05:55.307]  Hi, Steve Shank, Fearless Task Force.
[01:05:55.608 --> 01:05:58.448]  The J. Michael Stevens Group is shipping a lot of storable food.
[01:05:58.948 --> 01:06:01.149]  It's smart that you're getting going at your food supplies.
[01:06:01.789 --> 01:06:10.071]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[01:06:10.551 --> 01:06:11.111]  An example?
[01:06:11.631 --> 01:06:14.472]  In 24 hours, clementine oranges doubled in price.
[01:06:15.352 --> 01:06:18.113]  If you intend to start or finish your supply, call immediately.
[01:06:18.493 --> 01:06:21.774]  When you call, tell them how many adults and how many years of food you need.
[01:06:22.529 --> 01:06:27.734]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[01:06:28.354 --> 01:06:29.835]  Money is not the problem.
[01:06:30.056 --> 01:06:31.057]  Availability is.
[01:06:31.597 --> 01:06:33.439]  Be careful when food supplies get short.
[01:06:33.679 --> 01:06:37.362]  With no future, many retailers ship real trash to supply you.
[01:06:37.983 --> 01:06:40.064]  For safe food you can trust, call 800-409-5633.
[01:06:40.124 --> 01:06:41.145]  On the web, efoodsdirect.com.
[01:06:41.165 --> 01:06:41.205]  800-409-5633.
[01:06:53.127 --> 01:06:57.650]  News, politics, sports, cars, home improvement, health, and everything in between.
[01:06:57.710 --> 01:06:58.631]  We've got you covered.
[01:06:58.691 --> 01:07:01.974]  You're listening to the GCN Radio Network.
[01:07:03.455 --> 01:07:12.423]  Coming to you from the capital of Texas, broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show.
[01:07:15.552 --> 01:07:18.735]  Three years ago, David Rockefeller published his memoir.
[01:07:19.215 --> 01:07:20.116]  And it was a best-seller.
[01:07:20.597 --> 01:07:22.679]  And I bought it, and he said, they were getting rid of the U.S.
[01:07:22.719 --> 01:07:25.681]  and getting rid of the middle class and setting up a one-world government.
[01:07:25.701 --> 01:07:28.184]  And he said, there are people that are accusing someone of setting up a one-world government.
[01:07:29.145 --> 01:07:30.586]  And he says, yeah, guilty as charged.
[01:07:31.647 --> 01:07:35.791]  And then I got to open the newspaper up every week, and it's Alex Jones is insane.
[01:07:36.171 --> 01:07:36.992]  It doesn't exist.
[01:07:37.825 --> 01:07:47.147]  I can read the CFR's public admissions, and I can get audio recordings recorded by CFR members that get released and end up being in newspaper articles.
[01:07:47.167 --> 01:07:49.148]  I mean, the secret stuff's ten times worse.
[01:07:49.768 --> 01:07:53.709]  And we can sneak in and get minutes, and Jim Tucker can get shot at.
[01:07:54.109 --> 01:07:58.710]  And it can be in the newspaper when he got into Portugal, when they were having it back in 99.
[01:07:59.670 --> 01:08:01.030]  And I can make films about it.
[01:08:01.130 --> 01:08:04.411]  But the general public, some of you, just go, oh, it doesn't exist.
[01:08:05.197 --> 01:08:06.838]  It's like saying cancer doesn't exist.
[01:08:06.878 --> 01:08:11.279]  You bet it exists, and what you don't know, it won't hurt you, it can kill you.
[01:08:13.100 --> 01:08:19.302]  And really, I'm just somebody who found out about the Globalist when I was like 18 years old and got on air when I was like 20.
[01:08:20.582 --> 01:08:21.822]  I mean, I'm not that smart.
[01:08:21.862 --> 01:08:23.043]  They're openly doing it all.
[01:08:23.543 --> 01:08:30.045]  But they've learned that good propaganda is simple, and it speaks to our own innate laziness, and our own procrastination.
[01:08:30.635 --> 01:08:36.459]  It's kind of like if your children are getting into trouble, your teenagers are getting, you know, bad, and you just deny, oh, my kids are doing fine.
[01:08:36.999 --> 01:08:39.041]  And your kids end up being on crack and in prison.
[01:08:39.661 --> 01:08:41.802]  Well, that's what happened to our country.
[01:08:41.983 --> 01:08:42.963]  You're still in denial!
[01:08:43.824 --> 01:08:46.045]  And it just gets worse and worse by the minute.
[01:08:46.326 --> 01:08:51.209]  I'm going to get into this economic news in the next segment, but right now I wanted to just go ahead and play this newscast.
[01:08:51.229 --> 01:08:53.350]  This is mainstream news.
[01:08:54.711 --> 01:08:56.873]  This is one of the biggest TV stations in Louisiana.
[01:08:57.373 --> 01:09:00.355]  I googled this the day it came out on Thursday.
[01:09:01.187 --> 01:09:08.655]  And sure enough, what's scary is it was announced all over the country, in probably 15-20 places, the same day.
[01:09:08.795 --> 01:09:12.018]  Now, we broke this in May of 2006.
[01:09:14.040 --> 01:09:15.742]  We broke this 13 months ago.
[01:09:17.204 --> 01:09:22.249]  And we wrote articles about it, and the pastor who worked at the hospital, but also at a pretty big church, he got fired.
[01:09:23.229 --> 01:09:23.930]  They recruited him.
[01:09:23.950 --> 01:09:24.851]  They said it's secret.
[01:09:24.891 --> 01:09:26.433]  We've got 13,000 preachers.
