[00:00:00.209 --> 00:00:01.470]  We're good to go.
[01:34:16.339 --> 01:34:17.000]  We ought to play that.
[01:34:18.581 --> 01:34:20.283]  Yeah, I'm going to Jackson.
[01:34:27.333 --> 01:34:30.614]  I like that Spanish twist, that Spanish horn they call it.
[01:34:31.215 --> 01:34:41.038]  You can give my other suit to the Salvation Army, and everything else I leave behind.
[01:34:42.359 --> 01:34:50.202]  I ain't takin' nothin' that'll slow down my travelin' while I'm untangled in my mind.
[01:34:55.661 --> 01:35:02.165]  Alright, that's enough of the legend.
[01:35:03.145 --> 01:35:11.409]  We're going to get into the economic news in a moment, a bunch of other news, but I promise to take a lot of calls today, but here's the deal.
[01:35:11.429 --> 01:35:12.509]  I'm giving each one of you a minute.
[01:35:12.910 --> 01:35:14.770]  Get ready.
[01:35:14.810 --> 01:35:17.672]  We're going to go to Galen, Shauna, Walt, Dion, and
[01:35:18.934 --> 01:35:19.375]  Hello Alex.
[01:35:19.435 --> 01:35:19.915]  Hello.
[01:35:19.935 --> 01:35:20.836]  Great to be on your show.
[01:35:38.192 --> 01:35:54.242]  I was wondering if there has been any news from the lawsuit filed in the Fargo, North Dakota federal court by, I believe it was Captain Phil McConnell.
[01:35:55.542 --> 01:35:56.703]  What's the news on that?
[01:35:59.084 --> 01:35:59.785]  Refresh my memory.
[01:35:59.805 --> 01:36:03.367]  I remember Phil McConnell, but specifically what was it to do with?
[01:36:05.698 --> 01:36:11.324]  He was suing Boeing, the North Dakota... That's right, the Hawks Cafe guy.
[01:36:11.344 --> 01:36:12.325]  Yeah.
[01:36:13.506 --> 01:36:16.669]  And, you know, I don't know how his lawsuit went.
[01:36:16.689 --> 01:36:18.051]  We should get him back up to find out.
[01:36:19.212 --> 01:36:20.153]  Yeah, that would be great.
[01:36:20.653 --> 01:36:25.478]  Also, too, I was wondering if you folks were able to
[01:36:26.775 --> 01:36:39.583]  Get any more information dug up on the dreaded Al-Qaeda ring in the community college up in Iowa.
[01:36:39.723 --> 01:36:49.449]  The FBI was investigating them for copying software off the internet and then reselling it.
[01:36:50.686 --> 01:36:58.910]  You know, they're always busting some young group of kids that are dumb enough to shoot their mouths off, and they use that to scare all the cowardly people in this country.
[01:36:58.950 --> 01:36:59.890]  I appreciate your call.
[01:37:02.191 --> 01:37:06.873]  I like the points you're raising, but the phone was just... Is it just me, or are phones getting worse and worse?
[01:37:07.546 --> 01:37:08.707]  Let's see how this phone sounds.
[01:37:09.107 --> 01:37:10.808]  Shawna, in Washington State.
[01:37:10.828 --> 01:37:11.969]  Thanks for holding her on the air.
[01:37:12.429 --> 01:37:12.989]  Hi!
[01:37:13.009 --> 01:37:14.110]  Hey, how you doing?
[01:37:14.470 --> 01:37:15.431]  I'm doing really well.
[01:37:15.451 --> 01:37:17.232]  I'm so happy to actually get to talk to you.
[01:37:17.252 --> 01:37:21.455]  My boyfriend called in one time before, like a couple months ago, and he didn't get the chance.
[01:37:21.895 --> 01:37:22.976]  Well, we appreciate him calling.
[01:37:22.996 --> 01:37:23.536]  What's on your mind?
[01:37:23.996 --> 01:37:29.640]  What's on my mind is I actually got to watch one of your videos where you're protesting the thumb scans.
[01:37:30.609 --> 01:37:32.951]  Yes, a much skinnier... They don't do that in Washington.
[01:37:34.232 --> 01:37:35.874]  A much skinnier Alex Jones, yes.
[01:37:36.334 --> 01:37:37.495]  They don't do that in my state.
[01:37:37.535 --> 01:37:47.323]  Like, I went to go get my license, and I was expecting them, after I saw the video, for them to try and force me to do that, and it doesn't exist here.
[01:37:47.663 --> 01:37:49.445]  They were fighting the real ID.
[01:37:52.427 --> 01:37:56.611]  I actually just woke up one of my friends, he's actually, I think he's just listening right now.
[01:37:56.631 --> 01:37:58.853]  I said, go here, listen.
[01:37:59.545 --> 01:38:00.525]  Well, say hi to him!
[01:38:01.646 --> 01:38:02.386]  Uh, hi James!
[01:38:02.806 --> 01:38:03.667]  I hope you can hear it!
[01:38:04.587 --> 01:38:11.230]  Uh, yeah, no, I actually, like, I didn't get to see, I didn't know you had a radio show until a couple weeks ago, really.
[01:38:11.250 --> 01:38:14.312]  Um, yeah, it sucks.
[01:38:14.372 --> 01:38:15.932]  Over in Washington, I'm 21.
[01:38:16.432 --> 01:38:17.793]  Well, Shauna, let me explain what's happening.
[01:38:18.593 --> 01:38:26.197]  Under international treaty in 2000, signed in Australia, between, uh, I was over 100 signatories, I know that, you can go pull it up if you want.
[01:38:26.877 --> 01:38:28.998]  Uh, world ID standards were set then.
[01:38:29.947 --> 01:38:48.640]  Since the mid-90s, every state in the union has gone with a federal standardization, but the feds at that time said the swipable strip on the back, a digital photo for face scan identification, microchip
[01:38:49.412 --> 01:38:52.013]  Yeah, I don't think our state's going to go through with that.
[01:39:15.259 --> 01:39:33.548]  And honestly, about the protesting thing, when I was in high school, right around the time that Bush was about to get re-elected, my teacher, my government teacher, would let us out of class so we could go hold up signs as extra credit that said, uh, Bush doesn't care about your children, why would you vote for him?
[01:39:35.209 --> 01:39:35.950]  Well, that's great.
[01:39:35.990 --> 01:39:37.591]  There are a lot of teachers rebelling.
[01:39:37.611 --> 01:39:39.411]  Yeah, our teacher got fired.
[01:39:39.431 --> 01:39:43.534]  Talking about the New World Order when I was like 17.
[01:39:45.928 --> 01:39:47.430]  Yeah, is that how you found out about the show?
[01:39:48.851 --> 01:39:51.574]  I actually, I found out about you because of that.
[01:39:51.594 --> 01:39:56.959]  I didn't find out about your radio show until just recently because my boyfriend's like, did you know Alex Jones has a radio show?
[01:39:56.980 --> 01:39:58.281]  I'm like, I didn't know that.
[01:40:00.243 --> 01:40:07.871]  And I was pretty oblivious to the radio show, but when I started listening to it, I've been really appreciative because like, I wake up at nine o'clock in the morning to hear you.
[01:40:09.626 --> 01:40:10.907]  Well, you're very nice to do that.
[01:40:10.947 --> 01:40:12.968]  Any other comments, questions?
[01:40:14.049 --> 01:40:25.936]  Yeah, I'm really actually sad because I've been trying to get my mom into listening and stuff and opening her mind and she just called me blind and saying I'm just feeding into the wants and dreams of conspiracy theorists.
[01:40:26.741 --> 01:40:28.422]  The government wants me to believe in Sally.
[01:40:28.442 --> 01:40:30.122]  I don't actually look at what's really going on.
[01:40:30.182 --> 01:40:32.103]  I'm like, Mom, this is what's really going on.
[01:40:32.643 --> 01:40:34.543]  So, your mother... My mom's 40.
[01:40:34.843 --> 01:40:38.424]  Well, she's probably a nice person, and she... No, she's not.
[01:40:39.585 --> 01:40:43.746]  She's crazy, and she yelled at me last night for trying to eat cheese.
[01:40:45.026 --> 01:40:45.327]  Really?
[01:40:45.627 --> 01:40:46.367]  Well, that's too bad.
[01:40:46.387 --> 01:40:47.867]  We'll slowly try to wake her up.
[01:40:47.887 --> 01:40:49.708]  You can't ever give up on food.
[01:40:49.728 --> 01:40:50.128]  I know.
[01:40:50.548 --> 01:40:53.289]  I'm glad I'm actually at least getting my friends into this, because
[01:40:54.183 --> 01:40:58.747]  I've gotten, in the last week, I've gotten like three or four people to wake up and like, go watch.
[01:40:58.787 --> 01:41:02.190]  I just told them, I'm like, go look on YouTube, type in Zeitgeist.
[01:41:02.590 --> 01:41:04.491]  Go watch, you know, Loose Change.
[01:41:04.531 --> 01:41:06.753]  Go watch Endgame on YouTube.
[01:41:06.773 --> 01:41:08.494]  You know, watch those.
[01:41:09.175 --> 01:41:10.336]  Well, that's how you do it.
[01:41:10.456 --> 01:41:11.217]  Spreading the word.
[01:41:11.277 --> 01:41:12.217]  Good to hear from you, Sean.
[01:41:12.257 --> 01:41:14.879]  I hope you and your boyfriend call back in again.
[01:41:15.700 --> 01:41:19.123]  Walt, calling from Michigan.
[01:41:19.143 --> 01:41:20.043]  You're on the air, Walt.
[01:41:20.484 --> 01:41:21.405]  Hey, how you doing, Alex?
[01:41:21.565 --> 01:41:21.865]  Good, sir.
[01:41:22.837 --> 01:41:27.260]  I'd like to say several things, and I would like to know an answer from it when I get done.
[01:41:28.060 --> 01:41:40.787]  I want to know why you will not discuss openly on your show, and I've asked this question before, and I still haven't gotten an answer, why you will not discuss the Jesuits and the Vatican's control of our government.
[01:41:40.807 --> 01:41:47.971]  As a matter of fact, around the world, including our banking system, which is controlled by the Knights of Malta as well.
[01:41:49.171 --> 01:41:57.316]  And why you will not have Eric John Phelps, who's got about 25 years of background and research into this Vatican New World Order.
[01:41:58.177 --> 01:42:00.779]  The New World Order you discussed, that's where the center of it is.
[01:42:01.359 --> 01:42:02.960]  Why you will not have him on your show and
[01:42:03.467 --> 01:42:04.888]  Have an open discussion about it.
[01:42:05.369 --> 01:42:05.569]  Okay.
[01:42:05.589 --> 01:42:06.250]  I'd like to know that.
[01:42:06.450 --> 01:42:06.690]  Sure.
[01:42:06.770 --> 01:42:10.694]  First off, uh, Walt, was your call screened calling in here?
[01:42:11.155 --> 01:42:11.895]  Absolutely not.
[01:42:12.216 --> 01:42:12.396]  Nope.
[01:42:12.656 --> 01:42:12.836]  Nope.
[01:42:13.197 --> 01:42:14.338]  Oh, you almost said this time.
[01:42:14.758 --> 01:42:14.958]  Nope.
[01:42:15.158 --> 01:42:15.979]  Didn't say that.
[01:42:16.019 --> 01:42:18.502]  You said not this and you stopped.
[01:42:18.842 --> 01:42:20.784]  Has your call ever been screened calling in here?
[01:42:21.425 --> 01:42:25.949]  Uh, no, but you did about a 15 minute rant after I asked you the question last time.
[01:42:26.542 --> 01:42:27.523]  After I get off the phone.
[01:42:27.683 --> 01:42:29.924]  But you say I never talk about it.
[01:42:30.064 --> 01:42:31.604]  You say I never talk about it.
[01:42:32.225 --> 01:42:33.826]  You're welcome right now, sir.
[01:42:34.566 --> 01:42:35.226]  Tell us about it.
[01:42:35.546 --> 01:42:38.488]  Well, Pat, you can, and you have them on your website for the Night of Malta.
[01:42:39.128 --> 01:42:44.951]  You have Jesuit Martin Sheen and Charlie Sheen, who are Jesuits.
[01:42:45.551 --> 01:42:50.053]  And you go to spirituallysmart.com and you'll see pictures of them at a Jesuit retreat.
[01:42:51.394 --> 01:42:55.596]  And you go and find on the internet Major General Thomas Harris' book.
[01:42:57.534 --> 01:42:59.875]  concerning the assassination of Abraham Lincoln.
[01:42:59.935 --> 01:43:04.537]  He was on the military tribunal that tried Mary Surratt and John H. Surratt.
[01:43:05.778 --> 01:43:09.780]  And the other people were involved with John Wilkes Booth and the murder of Abraham Lincoln.
[01:43:10.240 --> 01:43:14.501]  They were controlled by a Jesuit priest who came in and out of her boarding house constantly.
[01:43:14.842 --> 01:43:16.642]  That book was written back in the 1800s.
[01:43:16.802 --> 01:43:19.023]  Well, here's the deal, and I appreciate your call.
[01:43:19.624 --> 01:43:22.685]  I am not omnipresent, all-seeing, know-everything.
[01:43:26.932 --> 01:43:40.898]  Eric John Phelps, I would get these threatening emails from different people, and it's hard to go through all the emails over the years, you better have this guy on, or you're a, what is it, a Jesuit co-agitator, something like that.
[01:43:41.878 --> 01:43:46.260]  And I would think, man, that's kind of rude, and that's not usually how I have somebody on the show.
[01:43:47.701 --> 01:43:53.523]  And so I kind of ignored it, and just like the crowd that says I'm a Mossad agent, I pretty much ignore them.
[01:43:56.266 --> 01:43:58.868]  And there's other people that say even more ridiculous things that I ignore.
[01:43:58.888 --> 01:44:03.692]  And I have had all sorts of guests on.
[01:44:03.752 --> 01:44:07.615]  Tex Mars, Galen Ross, who talked about the power of the Vatican.
[01:44:07.655 --> 01:44:15.001]  I mean, I've had so many people on, but I don't, when I'm going to have a guest on, go, let me see what their religion is.
[01:44:15.241 --> 01:44:19.485]  Like, I had that, the head of the, you know, Tibetan human rights group on.
[01:44:19.505 --> 01:44:21.967]  I mean, that's a Buddhist.
[01:44:21.987 --> 01:44:23.088]  Does that mean I'm a Buddhist?
[01:44:24.561 --> 01:44:26.903]  Does that mean I'm endorsing the Buddhist philosophy?
[01:44:30.685 --> 01:44:30.905]  No!
[01:44:31.246 --> 01:44:34.468]  It means I'm having an expert on who's got the context inside China.
[01:44:34.488 --> 01:44:46.976]  I mean, I bring you big gift, and I know I'm telling the truth, and I know these people that lie about me are deluded.
[01:44:48.576 --> 01:44:55.622]  And I understand that once people slander and libel and lie about you, that they're never going to stop, and so I don't care.
[01:44:56.864 --> 01:45:04.570]  Just like, you know, they're making a movie with Jack Black, where I'm one of the main characters making fun of Alex Jones.
[01:45:05.131 --> 01:45:05.651]  I love it!
[01:45:07.273 --> 01:45:12.938]  I do want to take those people's pleasure away, and I do want them to know that I enjoy every single bit of it.
[01:45:13.829 --> 01:45:19.053]  Because all you do is send people to me, and they have discernment, and they know I'm a good guy.
[01:45:20.234 --> 01:45:34.424]  Now I've tried to, you know, when I get accused of something, I got a bunch of financial news here I want to get to, I said I'm trying to hurry today, take a lot of calls, but this is why I have to go off that format, why I never can stay on that format of taking your calls, because now I have to respond to this.
[01:45:34.464 --> 01:45:36.265]  You say, 15 minute rant sir,
[01:45:39.205 --> 01:45:46.369]  I have spent about two hours researching Eric John Phelps over the years and everything he has said is completely insane.
[01:45:47.090 --> 01:45:57.316]  He says the sun orbits the earth and that we're on a pinwheel and the earth goes up and down with the sun orbiting it on, what did he call it?
[01:45:58.057 --> 01:46:00.298]  I was rolling laughing a few months ago when somebody sent it to me.
[01:46:02.705 --> 01:46:03.385]  See, I don't have time.
[01:46:03.445 --> 01:46:03.865]  I wish.
[01:46:03.885 --> 01:46:06.026]  You want to know how to do an extracurricular activity?
[01:46:06.086 --> 01:46:06.526]  It's sick.
[01:46:06.986 --> 01:46:08.367]  But I like watching this stuff.
[01:46:08.727 --> 01:46:09.567]  I like being attacked.
[01:46:09.707 --> 01:46:10.407]  I don't know why.
[01:46:10.427 --> 01:46:12.248]  It's just funny.
[01:46:13.308 --> 01:46:17.049]  And my favorite ones are the videos saying I'm a Scientologist.
[01:46:17.069 --> 01:46:18.750]  I mean, it is hilarious.
[01:46:19.410 --> 01:46:20.490]  And it's just funny.
[01:46:21.111 --> 01:46:22.951]  People in my family around the office know it's true.
[01:46:22.971 --> 01:46:24.952]  And they'll take a break and try to find some of it.
[01:46:25.192 --> 01:46:26.072]  So make more of it.
[01:46:26.152 --> 01:46:26.612]  I like it.
[01:46:27.293 --> 01:46:28.753]  And I'm really serious.
[01:46:29.413 --> 01:46:30.213]  I know you don't believe me.
[01:46:30.374 --> 01:46:31.754]  You'll just make more and make my day.
[01:46:32.378 --> 01:46:33.698]  But it's sick, though.
[01:46:33.738 --> 01:46:38.339]  It actually does hurt things overall, so I shouldn't... It's one of my few vices, okay?
[01:46:38.359 --> 01:46:39.139]  Because it's funny.
[01:46:40.140 --> 01:46:44.581]  But, I mean, there's like a ten-part video on YouTube where he's giving like a five-hour speech.
[01:46:45.321 --> 01:46:47.241]  And, man, I'll get on the stair-stepper.
[01:46:47.501 --> 01:46:48.562]  But I haven't had time.
[01:46:48.722 --> 01:46:50.562]  I promised to watch all this stuff last week.
[01:46:52.182 --> 01:46:53.703]  And then I just haven't had time to get back on the stair-stepper.
[01:46:53.743 --> 01:46:54.803]  But I think I'm gonna go home today.
[01:46:54.823 --> 01:46:59.684]  Instead of watching the final cut of Blade Runner, I'm probably gonna go pull that video back up and keep watching it.
[01:47:00.518 --> 01:47:05.559]  But he says they got anti-gravity machines and Nazis are flying around in spaceships.
[01:47:07.780 --> 01:47:17.722]  And he says that the Sun orbits the Earth and that it's on like a string and goes up to the Tropic of Cancer and there's a string the Earth is on.
[01:47:18.002 --> 01:47:19.882]  I mean, you can't make this type stuff up.
[01:47:20.542 --> 01:47:21.623]  You can't make this type.
[01:47:21.803 --> 01:47:23.003]  This is the funniest stuff.
[01:47:23.869 --> 01:47:31.311]  In fact, maybe I was thinking about playing that clip on air, but it gives total madness attention, so I shouldn't do it.
[01:47:32.932 --> 01:47:38.094]  Look, it's just hilarious, folks.
[01:47:38.974 --> 01:47:40.114]  It's just hilarious.
[01:47:41.114 --> 01:47:45.756]  And what you've got is egomaniacs that are jealous of me, that lie about me.
[01:47:47.825 --> 01:47:48.566]  That's one camp.
[01:47:48.606 --> 01:47:50.567]  And then you've got other people who mean really well.
[01:47:50.587 --> 01:47:56.311]  And there's a few of them that actually hurts my feelings because I can tell, man, these people really believe what they're saying.
[01:47:57.392 --> 01:47:58.173]  And that's not funny.
[01:47:59.334 --> 01:48:09.521]  I mean, Phelps is an egomaniac just dripping with fake pietness and fake restraint and that he's humble.
[01:48:09.541 --> 01:48:12.663]  I mean, anyone with a discernment, this is a raging egomaniac.
[01:48:13.184 --> 01:48:13.944]  Total nut.
[01:48:14.104 --> 01:48:16.046]  I mean, just off the charts insane.
[01:48:17.606 --> 01:48:20.448]  And so it isn't about a controversy.
[01:48:20.768 --> 01:48:21.528]  See, they know.
[01:48:21.948 --> 01:48:22.409]  They know.
[01:48:22.709 --> 01:48:25.670]  And this happened with so many others I ignored over the years, but I just don't even care.
[01:48:25.870 --> 01:48:28.391]  This is a case point example to educate you about distractions.
[01:48:29.272 --> 01:48:34.654]  I mean, a big talk show host like Bogreitz would haul off and start attacking me.
[01:48:35.074 --> 01:48:35.815]  I wouldn't take the bait.
[01:48:36.515 --> 01:48:37.875]  And then I would get their whole audience.
[01:48:38.816 --> 01:48:40.957]  Bill Cooper just went nuts attacking me.
[01:48:41.588 --> 01:48:42.708]  He's an egomaniac.
[01:48:43.129 --> 01:48:45.329]  Didn't attack him back, got his whole audience.
[01:48:45.950 --> 01:48:49.831]  Which is good, I'm not talking about UFOs and flying submarines like he was.
[01:48:50.011 --> 01:48:50.971]  I'm talking about real stuff.
[01:48:54.492 --> 01:48:55.673]  People need to hear what I'm saying.
[01:48:56.853 --> 01:48:57.974]  Who else?
[01:48:57.994 --> 01:49:01.595]  There have been so many who attack me, and I never take the bait.
[01:49:02.855 --> 01:49:10.718]  I mean, by never, occasionally as an educational point, I will get into it because it's important.
[01:49:11.568 --> 01:49:13.509]  Somebody driving around in upstate New York.
[01:49:14.170 --> 01:49:15.650]  Somebody driving around in Kansas City.
[01:49:15.670 --> 01:49:17.572]  Somebody driving around in North Texas right now.
[01:49:18.032 --> 01:49:22.154]  Somebody driving around saying, listen to us on 1330, covers like a fourth of the state.
[01:49:22.795 --> 01:49:23.775]  Or KLBJ 590.
[01:49:24.395 --> 01:49:26.557]  Or 96.3 or 90.1 in Austin.
[01:49:26.997 --> 01:49:28.838]  They have no idea what we're even talking about.
[01:49:28.878 --> 01:49:30.379]  That's why they call us nuts.
[01:49:31.980 --> 01:49:33.901]  On a big major broadcast,
[01:49:35.074 --> 01:49:36.414]  You talk about the dollar.
[01:49:36.434 --> 01:49:37.415]  You talk about issues.
[01:49:37.435 --> 01:49:38.595]  You talk about FEMA camps.
[01:49:38.615 --> 01:49:40.496]  You talk about things that affect the people.
[01:49:40.776 --> 01:49:42.396]  You talk about ideas of liberty.
[01:49:43.297 --> 01:49:48.558]  So whether they're Protestant or Catholic or Buddhist, they can come together and agree on moving forward against tyranny.
[01:49:49.779 --> 01:50:00.102]  But you have all these different sects of little niches of patriot groups who are doing it for the wrong reasons, so they always want to say, I've got all the answers.
[01:50:00.282 --> 01:50:01.623]  I'm the one that's completely right.
[01:50:02.063 --> 01:50:02.983]  I'm the only one.
[01:50:05.763 --> 01:50:11.306]  And then it's all about them and everybody else is bad, and then they minimize how big their group gets.
[01:50:12.286 --> 01:50:14.908]  I mean, if you want followers and folks, you need to do the opposite.
[01:50:14.928 --> 01:50:15.708]  You need to be inclusive.
[01:50:16.349 --> 01:50:17.989]  Let's say that they don't understand that or know that.
[01:50:19.530 --> 01:50:27.294]  But I do bring on the good people here that do want to reach out, that do want to wake people up.
[01:50:28.735 --> 01:50:30.716]  And there's so many of them who are good.
[01:50:31.957 --> 01:50:33.479]  And of course, they all then get attacked.
[01:50:33.519 --> 01:50:36.281]  But this is not the Grand Inquisition.
[01:50:37.242 --> 01:50:39.804]  I know most of these people are former Catholics, so they think that's what they're doing.
[01:50:39.985 --> 01:50:40.945]  They're inquisiting me.
[01:50:43.788 --> 01:50:45.670]  It's just an incredible distraction.
[01:50:51.227 --> 01:51:03.944]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[01:51:04.385 --> 01:51:08.210]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation.
[01:51:08.550 --> 01:51:15.053]  In which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[01:51:15.433 --> 01:51:18.614]  Loose Change Final Cut is the ultimate 9-11 expose.
[01:51:18.834 --> 01:51:26.358]  From hijackers being trained at US military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[01:51:26.738 --> 01:51:33.981]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com while you're visiting the online video store.
[01:51:34.181 --> 01:51:41.967]  Be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[01:51:42.367 --> 01:51:44.649]  We're in a no-holds-bar information war.
[01:51:45.010 --> 01:51:50.314]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[01:51:50.956 --> 01:51:57.479]  With oil at $105 per barrel and counting, radical changes need to be implemented if we're to avert becoming a third world nation.
[01:51:57.860 --> 01:52:02.462]  It's time to jump on the next wave of free energy and radical natural alternative health solutions.
[01:52:02.722 --> 01:52:04.443]  Introducing Oregon Products.
[01:52:04.823 --> 01:52:11.027]  Oregon is the universal life force, the basic building block of all organic and inorganic matter in the material world.
[01:52:11.327 --> 01:52:13.688]  Oregon Electro Medicine is the wave of the future.
[01:52:13.928 --> 01:52:22.859]  Dating back to the late 1800s, Wilhelm Reich Oregon uses cloudbuster technology that can now be applied in your home for dramatic energy savings of up to 25%.
[01:52:23.520 --> 01:52:29.408]  The possible uses for this device are only limited by your imagination for less than the cost of a doctor's visit.
[01:52:29.728 --> 01:52:34.132]  You can have in your hands a device that could lead to the end of all your problems.
[01:52:34.412 --> 01:52:36.755]  Health does not need to be expensive or complicated.
[01:52:37.015 --> 01:52:40.718]  Simple technology equals profound results at OregonProducts.org.
[01:52:40.858 --> 01:52:43.641]  That's O-R-G-O-N-E products dot org or call 646-498-5309.
[01:52:43.661 --> 01:52:43.721]  646-498-5309.
[01:52:43.761 --> 01:52:44.942]  Visit OregonProducts.org today!
[01:52:51.249 --> 01:52:53.109]  Heart disease is on the rise.
[01:52:53.229 --> 01:52:58.411]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[01:52:58.591 --> 01:52:59.931]  But the symptoms are there.
[01:53:00.191 --> 01:53:08.373]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:53:08.593 --> 01:53:14.314]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:53:14.714 --> 01:53:16.275]  My blood pressure has normalized.
[01:53:16.335 --> 01:53:18.515]  My diabetes has totally improved.
[01:53:18.535 --> 01:53:22.877]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:53:23.057 --> 01:53:25.177]  I recommend Heart and Body Extract to everyone.
[01:53:25.257 --> 01:53:33.020]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:53:33.200 --> 01:53:35.543]  Order your two-month supply today by calling 866-295-5305.
[01:53:35.563 --> 01:53:36.003]  That's 866-295-5305.
[01:53:36.043 --> 01:53:37.645]  Or order online at HBextract.com.
[01:53:37.665 --> 01:53:38.486]  Heart and Body Extract, 866-295-5305.
[01:53:38.506 --> 01:53:39.387]  Or HBextract.com.
[01:54:06.400 --> 01:54:14.765]  Can you imagine being Alex Jones where every kook wants to advertise their magic machine healers on your show and you have no say about it?
[01:54:15.746 --> 01:54:29.094]  Can you imagine being Alex Jones and having every other radio show wanting to advertise their show on your show while they openly hate your guts and run around talking trash about you while they run their ads over your show on other networks and stations and you got to put up with it?
[01:54:30.419 --> 01:54:44.927]  Can you imagine what it's like to be the big guy who's simply trying to do the right thing, who really believes in what he's doing, and then always having to be accused of being a Scientologist, a Zionist agent, a Catholic.
[01:54:46.508 --> 01:54:54.132]  You know how ridiculous it is to have these self-righteous people call in and go, I don't know why you won't talk about this.
[01:54:54.593 --> 01:54:56.354]  I don't know why you won't get into this.
[01:54:56.994 --> 01:54:58.415]  I don't know why you're covering it up.
[01:55:00.669 --> 01:55:06.492]  Number one, I don't know if it's true that the Catholics killed the President.
[01:55:08.793 --> 01:55:12.395]  Number one, they claim the Catholic Church killed Kennedy.
[01:55:12.515 --> 01:55:13.375]  Absolute bull.
[01:55:13.415 --> 01:55:14.135]  He was a Catholic.
[01:55:14.436 --> 01:55:15.456]  The CIA did.
[01:55:16.176 --> 01:55:17.017]  The globalists did.
[01:55:17.897 --> 01:55:19.838]  Are there Catholics in power positions everywhere?
[01:55:19.858 --> 01:55:21.639]  Does the Pope call for a New World Order?
[01:55:21.959 --> 01:55:22.920]  Is it part of the New World Order?
[01:55:22.980 --> 01:55:23.360]  Yes!
[01:55:24.240 --> 01:55:25.161]  And these people get up.
[01:55:25.361 --> 01:55:25.861]  I've seen it.
[01:55:26.815 --> 01:55:36.303]  And I go back and forth between being horrified, angry, or laughing, and say, Alex Jones is a Zionist government agent, or he is a Catholic agent, or he is, and it's not true!
[01:55:36.924 --> 01:55:38.064]  No evidence, no nothing.
[01:55:38.084 --> 01:55:42.528]  They say, well, out of thousands of guests, he had ten Catholic guests on.
[01:55:43.009 --> 01:55:44.970]  And they're like inquisitors.
[01:55:45.651 --> 01:55:49.274]  They're like Nazis, saying who you can have on, what you can do.
[01:55:52.587 --> 01:55:55.250]  Or say he had Rothschild on.
[01:55:55.991 --> 01:55:57.212]  That guy's New World Order.
[01:55:57.312 --> 01:55:58.534]  Alex's New World Order.
[01:55:59.575 --> 01:56:02.338]  I had the Rothschild on to tell him he was full of bull!
[01:56:04.540 --> 01:56:06.242]  We called up his book publisher.
[01:56:06.282 --> 01:56:07.323]  That's how you do it.
[01:56:08.047 --> 01:56:09.869]  And then we said we'd like to have him on.
[01:56:10.209 --> 01:56:12.271]  And they called back a day later and they said next week.
[01:56:12.692 --> 01:56:13.713]  And then we had him on.
[01:56:14.133 --> 01:56:15.134]  Oh, it's the total proof.
[01:56:15.374 --> 01:56:16.175]  I'm a Zionist.
[01:56:16.475 --> 01:56:17.977]  I had a Rothschild on.
[01:56:18.157 --> 01:56:21.600]  We brought you that big guest to make the show interesting.
[01:56:22.000 --> 01:56:30.889]  You see, you got the mainstream media lying, spinning, sometimes getting it right, sometimes getting it wrong, versus the alternative media that holds us back.
[01:56:31.698 --> 01:56:45.122]  Filled with nuts, and kooks, and crazies, and people selling pyramids that supposedly heal you, and just... And then these people call up and offer me just tons of money, and I refuse to, you know, to take their sponsorship, and it still pops up on the show.
[01:56:46.202 --> 01:56:49.583]  You know, this is the type of stuff I deal with.
[01:56:49.603 --> 01:56:51.844]  This is reality radio, ladies and gentlemen.
[01:56:51.864 --> 01:56:53.324]  This is real talk radio.
[01:56:56.265 --> 01:56:58.526]  And it's bizarre.
[01:56:59.818 --> 01:57:06.602]  To see half of our movement never moving forward, never waking others up, never trying to warn people about how the New World Order operates.
[01:57:07.102 --> 01:57:09.263]  All they do is obsess on who runs it.
[01:57:11.264 --> 01:57:13.365]  And then attack everybody else in the movement.
[01:57:13.705 --> 01:57:18.908]  And it's an aggressive, sick, modern attitude towards attacking everyone.
[01:57:19.809 --> 01:57:24.171]  That's why most businesses fail, because they're just busy being negative and fighting and attacking everyone.
[01:57:24.511 --> 01:57:25.972]  How about having the best product?
[01:57:26.512 --> 01:57:28.213]  Look, it's not fun being number one.
[01:57:29.125 --> 01:57:41.312]  I know you think I float around on clouds and I live in big shiny citadels and my office is fancy and I mean, you know, you think famous people are like living different lives, but I'm not.
