[00:00:00.009 --> 00:00:00.309]  Big Brother!
[00:59:57.725 --> 01:00:01.068]  The ZV is bundled with everything you need to easily get started.
[01:00:01.088 --> 01:00:04.411]  Free yourself from expensive cable and satellite fees.
[01:00:04.611 --> 01:00:07.632]  Get your ZV today at FreedomOnMyTV.com.
[01:00:07.752 --> 01:00:11.093]  That's FreedomOnMyTV.com today!
[01:00:14.415 --> 01:00:20.437]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:21.057 --> 01:00:24.038]  It's Alex Jones and the GCN Radio Network.
[01:00:31.795 --> 01:00:40.836]  All right, Dr. Rima Labo is our guest M.D., and of course, Major General Albert Stubblebine, the former head of Army Special Forces and the head of Army Intelligence.
[01:00:42.677 --> 01:00:45.118]  We're honored to have them both with us today.
[01:00:45.678 --> 01:01:01.723]  You were continuing, Dr. Lebo, to walk through the fact that, yeah, I have books, videos, products, advertising that funds my operation, and I have to spend most of my time, and I'm not whining about it, trying to raise money just to then have the money, you know, to do the broadcast, do the websites, make the films.
[01:01:01.763 --> 01:01:05.725]  And I understand this capitalization issue, and you guys have dropped everything the last
[01:01:06.445 --> 01:01:06.785]  Absolutely.
[01:01:06.805 --> 01:01:08.486]  Bert and I closed our medical practice.
[01:01:31.061 --> 01:01:41.363]  Which did supply us with an income and allowed us to have a lovely home and do the things that we enjoy doing, skiing and dancing and so on.
[01:01:41.783 --> 01:01:52.125]  Because this is a war and there is great evil afoot and those who stand by while evil is being perpetrated become perpetrators themselves.
[01:01:52.185 --> 01:01:54.485]  That motivates you Alex, it motivates us.
[01:01:54.885 --> 01:01:56.706]  So we closed our practice in late 2004.
[01:01:58.530 --> 01:02:01.272]  And we created the Natural Solutions Foundation.
[01:02:01.772 --> 01:02:16.101]  We created a website, healthfreedomusa.org, and then we applied the strategic and analytical skills that we used so successfully in our prior careers.
[01:02:16.361 --> 01:02:24.647]  Bert is a general involved in strategic intelligence, and I as a physician treating cases where nothing else had worked.
[01:02:24.687 --> 01:02:26.888]  And by the way, the official medical phrase
[01:02:27.372 --> 01:02:33.176]  When something hasn't worked is that, and you'll love this, the patient has failed therapy.
[01:02:33.556 --> 01:02:37.978]  Not that therapy has failed the patient, but that the patient has failed therapy.
[01:02:38.799 --> 01:02:43.962]  We closed that in order to take on this global health freedom problem.
[01:02:44.622 --> 01:02:55.249]  And one of the things that I do very well as a diagnostician in medicine is look at the whole picture and find the basic underlying
[01:02:56.138 --> 01:02:56.758]  I don't know.
[01:02:56.778 --> 01:02:57.099]  I don't know.
[01:03:24.662 --> 01:03:32.065]  And the murder of the constitutional body politic in the United States and elsewhere.
[01:03:32.085 --> 01:03:46.552]  I said, OK, what is the single central item here which has to be reclaimed, redefined and put back into the hands of people in order to fix the whole damn system?
[01:03:47.092 --> 01:03:49.313]  And the answer is food.
[01:03:50.674 --> 01:03:53.395]  Steel controls the world, food controls
[01:03:53.976 --> 01:03:54.597]  The world.
[01:03:55.077 --> 01:04:01.082]  That is the system that is being used at the center of world domination.
[01:04:01.402 --> 01:04:08.208]  I don't know whether other people have identified this crucial issue or not, but the fact is, that's our analysis.
[01:04:08.688 --> 01:04:19.797]  And so, we created the International Decade of Nutrition, the IDN, as part of the work of the Natural Solutions Foundation.
[01:04:20.218 --> 01:04:23.060]  And we said, we need to return the production of food
[01:04:23.499 --> 01:04:42.491]  To the people, to the farmers, so they can feed their community themselves and their social system can remain intact and not driven off their land by the multinational corporations, so that they go to the cities, become the abjectly poor, starve and die.
[01:04:43.360 --> 01:04:50.066]  Uh, but instead become what they have always been, the people who essentially hold up society with food.
[01:04:50.166 --> 01:04:57.933]  And that's what globalization, by the way, by design, as you know, Dr. Leibo and General Sullivan, for the audience that may not, Agenda 21, all of this states
[01:04:58.513 --> 01:04:59.314]  Force the people.
[01:04:59.354 --> 01:05:00.895]  Take Mexico as a microcosm.
[01:05:01.335 --> 01:05:06.438]  Over the last 30 years, they forced the indigenous people off their cornfields where they've been for thousands of years.
[01:05:06.478 --> 01:05:07.919]  They forced them into Mexico City.
[01:05:08.279 --> 01:05:09.600]  Now 35 million people.
[01:05:09.920 --> 01:05:13.783]  Around a third of the children born with a syndrome where they have the tiny brain.
[01:05:14.383 --> 01:05:15.283]  Zombies, basically.
[01:05:15.424 --> 01:05:16.124]  They never even develop.
[01:05:16.144 --> 01:05:16.604]  They die.
[01:05:16.965 --> 01:05:21.888]  That's been a staging ground to move them to the United States to then drive down wages and break down
[01:05:22.799 --> 01:05:23.539]  The system here.
[01:05:23.879 --> 01:05:29.261]  Globalization is a war against the middle class and against the poor by the elite.
[01:05:29.362 --> 01:05:32.583]  And people need to go to your website, donate, support it.
[01:05:32.643 --> 01:05:33.903]  I think it's very worthwhile.
[01:05:34.223 --> 01:05:42.386]  But also spread the word about what you're doing and take the materials you've developed and deploy that with these natural systems of growing.
[01:05:42.707 --> 01:05:45.228]  I mean, you've developed some wonderful systems.
[01:05:45.268 --> 01:05:50.350]  So let's talk about some of those as well and then get General Stubblebine to chime in.
[01:05:50.390 --> 01:05:51.410]  But please continue.
[01:05:52.608 --> 01:06:02.979]  Let me suggest, thank you Alex, let me suggest that people go to our website and view a video there called Nutricide, N-U-T-R-I-C-I-D-E.
[01:06:03.299 --> 01:06:11.507]  This is of extreme importance, and by the way Alex, we have to work out a way that you can carry this as part of the wonderful information that you disseminate.
[01:06:13.209 --> 01:06:15.972]  This Nutricide talks about the fact that
[01:06:16.980 --> 01:06:25.984]  This food genocide came out of World War II when the Nazi genocide failed and it's tied intimately to the pharmaceutical industry.
[01:06:26.405 --> 01:06:37.650]  To go on, we decided that we had to demonstrate that it was possible to end world hunger and therefore eliminate 90% of world disease.
[01:06:37.710 --> 01:06:39.271]  And let me very quickly deal with the
[01:06:39.722 --> 01:06:41.143]  Overpopulation issue.
[01:06:41.203 --> 01:06:43.484]  People say, yeah, but there really are too many people.
[01:06:43.944 --> 01:06:58.251]  The surest, quickest, and most efficient way to bring down the birth rate on a voluntary basis and enhance the quality of life in the community is to educate women, not to sterilize men and women.
[01:06:58.311 --> 01:07:01.112]  So we're talking about an alternative there.
[01:07:01.532 --> 01:07:07.876]  Women need to be educated, and that works in every culture, whether it's Muslim or Christian or Atheist or whatever.
[01:07:09.275 --> 01:07:16.098]  We decided that we needed to reclaim the production of food and demonstrate that it was possible to eliminate world hunger.
[01:07:16.418 --> 01:07:25.961]  We have some astounding technologies which have absolutely no environmental downside, but can increase food production by up to 600%.
[01:07:27.682 --> 01:07:32.043]  Can increase nutrient density in food by up to 600%.
[01:07:33.925 --> 01:07:35.705]  That is simple to use.
[01:07:35.745 --> 01:07:37.666]  You don't have to put in electricity.
[01:07:37.686 --> 01:07:39.466]  You don't have to be able to read and write.
[01:07:39.886 --> 01:07:44.347]  We're teaching farmers, or we intend to teach farmers, exactly how to do that.
[01:07:44.707 --> 01:08:02.431]  At the same time, we intend to, by working with Father Godfrey Ntamadjou from Benin, Africa, create an educational system here in Panama where we can teach farmers how to farm without pollution and how to create their own energy supply
[01:08:02.904 --> 01:08:09.587]  Through methane digestion, using the waste of the farm, human waste, animal waste, and agricultural waste.
[01:08:10.247 --> 01:08:17.130]  We don't need petroleum to have light, to have energy to run our cars.
[01:08:17.831 --> 01:08:19.992]  Absolutely irrelevant.
[01:08:20.412 --> 01:08:29.496]  Besides the fact that it's so damaging economically and environmentally, we can teach farmers how to bring that to their communities.
[01:08:29.977 --> 01:08:33.798]  So we came to Panama, and we selected Panama for many, many reasons.
[01:08:33.858 --> 01:08:48.483]  And by the way, the place on the planet most likely to weather this economic cataclysm that's been delivered to us and will get worse and worse, we believe, the place best suited for stability economically is Panama.
[01:08:48.743 --> 01:08:49.623]  Very interesting.
[01:08:50.663 --> 01:08:56.245]  At the same time, we did not choose the hot, sticky areas of Panama.
[01:08:57.536 --> 01:09:25.559]  We chose the highlands of Panama, temperate, beautiful, bountiful, year-long, spring-like weather, which means we have a 365-day growing season, and the foundation, Natural Solutions Foundation, has been able to purchase a piece of land that currently has two houses and will house a natural medical center and a series of teaching facilities, and
[01:09:26.567 --> 01:09:33.199]  Uh, a farm with five commercial greenhouses on it which will allow us to protect against
[01:09:33.757 --> 01:09:36.900]  Genetically modified genetic drift.
[01:09:37.400 --> 01:09:42.445]  And by the way, as you know, a lot of other people are getting concerned and trying to do similar things.
[01:09:42.505 --> 01:09:53.254]  People, not just from the alternative media, but instinctively are moving out to farms, moving out to homesteads, are getting heirloom seeds, are getting ready.
[01:09:53.294 --> 01:09:57.238]  So I commend the research you're doing because that's going to help so many people.
[01:09:57.278 --> 01:09:58.659]  So folks that want to find out more?
[01:09:59.519 --> 01:09:59.980]  Absolutely.
[01:10:00.160 --> 01:10:03.142]  They better be thinking about it, and better be taking action.
[01:10:03.182 --> 01:10:13.048]  Not just thinking about it, they need to take action, Alex, because if they don't, they're going to be missing the food that they need to sustain themselves.
[01:10:13.068 --> 01:10:16.531]  Well, General, what would... Not everybody can move to a farm, Alex.
[01:10:16.691 --> 01:10:18.252]  Victory Gardens.
[01:10:19.292 --> 01:10:20.193]  Absolutely.
[01:10:20.353 --> 01:10:27.718]  Now, I don't know how many of your listeners remember the Victory Gardens, or have read about the Victory Gardens of World War II, but in order to
[01:10:28.374 --> 01:10:41.521]  Um, save petroleum in order to save labor in order to, um, allow people to continue to work in the, um, uh, in the industries that were producing the war machine.
[01:10:41.541 --> 01:10:50.206]  Um, people were told that they needed to grow their own food and that would help speed the victory against the enemy, the Germans and the Japanese.
[01:10:50.306 --> 01:10:52.407]  And indeed people did grow their own food.
[01:10:52.447 --> 01:10:56.549]  They created what were called victory gardens and they remembered again,
[01:10:57.162 --> 01:11:01.446]  Even urbanized people remembered again how to grow their own food.
[01:11:01.486 --> 01:11:03.868]  Well, we need Victory Gardens on steroids.
[01:11:04.189 --> 01:11:05.190]  And it's also fun.
[01:11:05.210 --> 01:11:06.791]  I'll tell you what's happening in Austin.
[01:11:06.831 --> 01:11:12.656]  A lot of people are going out to pieces of property, two, three, four acres and just growing masses of food.
[01:11:13.617 --> 01:11:21.663]  I know one fellow from his grandparents gave him, I think it's like 20 acres, the middle of town, and he's got a huge garden there with two growing seasons a year.
[01:11:22.224 --> 01:11:25.306]  And so, absolutely, this is what humans are designed to do.
[01:11:25.626 --> 01:11:28.188]  So I hope folks will visit healthfreedomusa.org.
[01:11:28.468 --> 01:11:37.115]  They can sign up for your news alerts and information, they can get the videos and materials there on the site, and that will certainly support them.
[01:11:37.195 --> 01:11:38.796]  We invite people to come visit.
[01:11:39.232 --> 01:11:51.462]  We invite people to come learn because we're going to be teaching urban people how to grow enough food to feed a family of four in four feet of square foot space.
[01:11:51.962 --> 01:11:59.668]  Four square feet can feed a family of four fresh vegetables for an entire year with virtually no cost.
[01:11:59.688 --> 01:12:02.010]  You can do that in your apartment with a couple of grow lights.
[01:12:02.455 --> 01:12:04.739]  This is something that every single person can do.
[01:12:04.759 --> 01:12:06.642]  We'll be launching a new newsletter.
[01:12:06.782 --> 01:12:07.323]  Okay, stay there.
[01:12:07.343 --> 01:12:07.884]  We've got a break.
[01:12:07.904 --> 01:12:08.545]  We've got a break.
[01:12:09.346 --> 01:12:11.910]  And in fact, we'll probably just skip this break, but here we go.
[01:12:13.733 --> 01:12:16.518]  Okay, I'm going to go ahead and skip this break, John.
[01:12:17.332 --> 01:12:18.433]  For the internet only audience.
[01:12:19.053 --> 01:12:22.295]  Dr. Labo and General Stubblebine, we're going to be back to the full audience in a couple minutes.
[01:12:22.836 --> 01:12:36.124]  I want to now shift gears, and I understand getting prepared, getting ready is the way to go, but obviously you know videos are the way to really educate the whole world who can't come to Panama, and I know you guys have produced some great documentaries and talks.
[01:12:36.605 --> 01:12:40.607]  Are you planning to make some videos about what you're showing and doing down there?
[01:12:41.974 --> 01:12:42.474]  You bet.
[01:12:42.774 --> 01:12:49.257]  And as a matter of fact, if you want to co-op that one, if you want to collaborate on that, Alex, I'd be thrilled.
[01:12:49.897 --> 01:12:50.577]  Well, I'd love to.
[01:12:50.597 --> 01:12:53.518]  And I'm always pinned down here, putting out a million different fires.
[01:12:53.578 --> 01:12:56.840]  But, you know, I wouldn't mind coming down and seeing your operation in Panama.
[01:12:56.940 --> 01:12:58.880]  I've never... We'd love to have you.
[01:12:59.340 --> 01:13:01.581]  I've been down to Central America, but I've never been to Panama.
[01:13:02.282 --> 01:13:04.102]  So... We'd love to have you, Alex.
[01:13:04.582 --> 01:13:05.123]  Absolutely.
[01:13:06.584 --> 01:13:11.628]  Well, what I'll do then is I'll certainly try to figure out some time to get down there before everything goes to hell in a handbasket.
[01:13:11.949 --> 01:13:20.456]  You know, I envy you guys being up there in the mountain rainforest, because I'm right here in the... Beautiful.
[01:13:21.817 --> 01:13:22.858]  I bet it is magnificent.
[01:13:23.178 --> 01:13:26.221]  The facility here is almost beyond imagining.
[01:13:26.241 --> 01:13:29.043]  You stick anything in the ground and it flourishes.
[01:13:30.784 --> 01:13:34.988]  Unfortunately, even though it's illegal in Panama, the government of Panama is
[01:13:35.430 --> 01:13:39.091]  releasing genetically modified organisms at a ferocious cost.
[01:13:39.251 --> 01:13:45.393]  I have compiled a dossier on that and have presented it to a number of people that I thought might be able to do something about it.
[01:13:45.553 --> 01:13:46.874]  That is my next question.
[01:13:48.254 --> 01:13:49.215]  We'll be back in two minutes.
[01:13:49.355 --> 01:13:56.557]  I want to get into that area because I was going to ask you about Brazil and Panama and Africa and even in the U.S.
[01:13:56.937 --> 01:13:57.577]  and Canada.
[01:13:57.618 --> 01:13:58.198]  They've caught them.
[01:13:58.218 --> 01:14:01.319]  This has been in major news, as you know, for the audience, where
[01:14:02.600 --> 01:14:12.413]  Companies are putting their seeds out, planting their test fields next to major farming growth belts of similar crops to contaminate everything.
[01:14:12.473 --> 01:14:13.554]  And I want to talk about that agenda.
[01:14:14.075 --> 01:14:15.517]  And General Stubblebine can speak to this.
[01:14:15.577 --> 01:14:16.218]  Take Iraq.
[01:14:18.118 --> 01:14:22.865]  One of the first things they did was make the Iraqis only take GMO crops.
[01:14:23.345 --> 01:14:24.086]  That's right.
[01:14:24.567 --> 01:14:26.630]  Exactly right.
[01:14:27.992 --> 01:14:31.156]  I recall it's in their constitution that that's the only thing they can use.
[01:14:33.098 --> 01:14:39.665]  Reading the IMF and World Bank documents, the UN Biological Diversity Assessments and others, they admit this is a weapon.
[01:14:39.705 --> 01:14:40.887]  This isn't even denied.
[01:14:41.287 --> 01:14:49.276]  And so it's all about destroying these ancient cultures, these ancient varieties, making these countries dependent when only GMO is in their country.
[01:14:49.336 --> 01:14:54.701]  So, and I know you guys know this better than I do, but for the audience, some may not know it, let's walk through
[01:14:55.542 --> 01:14:58.905]  What they're doing in Iraq, what they're doing in Africa, what you've caught them doing in Panama.
[01:14:59.425 --> 01:15:06.870]  I know in Brazil, it's super illegal, but they go in spending money to contaminate things and why that's so important.
[01:15:07.070 --> 01:15:08.371]  We'll be back in one minute, okay?
[01:15:09.572 --> 01:15:10.012]  Here we go.
[01:15:10.253 --> 01:15:13.815]  I'm Steve Shank.
[01:15:14.436 --> 01:15:20.560]  For the past several months, folks have constantly asked me to give them the date as to when they should be finished stocking up on food.
[01:15:21.383 --> 01:15:31.525]  We've been so beaten up by stock market banking, housing and unemployment crashes that we're desensitized and frozen inactive like the frog being unknowingly cooked in gradually increasingly hot water.
[01:15:31.985 --> 01:15:32.906]  Well, snap out of it.
[01:15:32.946 --> 01:15:33.946]  We now have a deadline.
[01:15:34.446 --> 01:15:35.926]  Joe Biden said it's going to happen.
[01:15:36.466 --> 01:15:47.769]  Former Secretary of State Colin Powell went on CBS Meet the Press and pointed to about January 22nd as the time a major international incident would force the new president to make unpopular decisions.
[01:15:48.353 --> 01:15:54.057]  Well, I take the general at his word and my best advice is to have your food in your possession prior to the inauguration.
[01:15:54.517 --> 01:15:59.381]  Contact eFoodsDirect.com for your supplies prior to this deadline for disaster.
[01:15:59.941 --> 01:16:03.724]  Ask yourself, is it better to have too much too soon or too little too late?
[01:16:04.284 --> 01:16:08.867]  Call 800-409-5633 or on the web eFoodsDirect.com.
[01:16:14.211 --> 01:16:15.912]  He's going the distance.
[01:16:15.952 --> 01:16:17.173]  He's going for speed.
[01:16:37.805 --> 01:16:38.307]  Yeah!
[01:16:39.610 --> 01:16:42.378]  We are back live, ladies and gentlemen.
[01:16:43.721 --> 01:16:45.827]  Got about 40 minutes left with our guest.
[01:16:47.133 --> 01:16:49.154]  I guess 36 minutes would be technical.
[01:16:49.554 --> 01:17:02.518]  I want to take a few calls for our guests, specifically on Codex Alimentaria, specifically on GMO, the poisons, the toxins in the food, coming up in the next final segments at 1-800-259-9231.
[01:17:03.158 --> 01:17:08.420]  Next on my list, I had Iraq forcing them in their constitution to only grow GMO.
[01:17:08.980 --> 01:17:10.541]  I mean, that's tyranny right there.
[01:17:10.621 --> 01:17:14.582]  Even if GMO was quote, good, why make them only buy it from Monsanto?
[01:17:15.182 --> 01:17:16.923]  Well, in Iraq, they couldn't even save their native seeds.
[01:17:17.043 --> 01:17:17.903]  In other words, they had to use
[01:17:41.590 --> 01:17:42.331]  The GMO.
[01:17:42.611 --> 01:17:52.422]  I mean, it's absolutely crazy when you tell a person that it's illegal to save his seed from his last crop so that he can grow the next one.
[01:17:52.923 --> 01:17:54.004]  But that's what they're doing.
[01:17:54.385 --> 01:17:57.848]  And that's what they, then, they give them nothing but the GMO.
[01:17:58.129 --> 01:18:00.111]  So now they're totally dependent upon the GMO.
[01:18:01.485 --> 01:18:03.887]  The first year, a lot of times, they give it to them free.
[01:18:04.207 --> 01:18:21.041]  The next year, of course, they have to pay for it, and of course they don't have enough money to pay for it, so now they're destitute and off their farm, and the large commercial outfits have taken over all of the little tiny farmers plots.
[01:18:21.722 --> 01:18:29.408]  So, if you think that that isn't just excruciating to watch, and we have seen it in India over and over and over again,
[01:18:30.014 --> 01:18:30.294]  We're
[01:18:43.814 --> 01:18:45.396]  I've literally seen it in India.
[01:19:03.257 --> 01:19:04.899]  Well, it's not crazy or evil, though.
[01:19:04.979 --> 01:19:06.800]  I mean, out in the open, and then here it is.
[01:19:07.421 --> 01:19:11.244]  Toronto bans bottled water sales citywide, but junk sodas remain legal.
[01:19:11.705 --> 01:19:13.586]  Again, they want you drinking the fluoride water.
[01:19:14.967 --> 01:19:21.733]  But again, the precedent of telling Canadians, and now San Francisco is trying it, you can't drink the water you want.
[01:19:22.254 --> 01:19:25.036]  I mean, this is an incredible precedent of tyranny.
[01:19:26.217 --> 01:19:26.457]  Yes.
[01:19:27.618 --> 01:19:27.879]  Yes.
[01:19:29.080 --> 01:19:29.280]  Yes.
[01:19:30.215 --> 01:19:38.980]  I find it excruciatingly painful to have people allow that to occur.
[01:19:40.941 --> 01:19:44.843]  If the government says that you can't drink the water, then somebody ought to say,
[01:19:45.547 --> 01:19:45.887]  Oh, no.
[01:19:46.087 --> 01:19:47.528]  Not on my watch.
[01:19:47.768 --> 01:19:48.909]  Let me jump in here.
[01:19:49.489 --> 01:19:58.914]  Not only are we talking about the 128,000 Gujarati farmers who have killed themselves because of GMO cotton, directly because of GMO cotton.
[01:19:59.014 --> 01:20:00.195]  And that's mainstream news.
[01:20:00.455 --> 01:20:02.036]  Pardon me?
[01:20:02.316 --> 01:20:03.396]  I mean, that's admitted, by the way.
[01:20:03.416 --> 01:20:04.417]  They're just killing themselves.
[01:20:04.477 --> 01:20:04.917]  Explain that.
[01:20:04.937 --> 01:20:05.778]  What's happening in India?
[01:20:07.459 --> 01:20:12.621]  What happens is that the GMO seed is given to the farmer.
[01:20:12.681 --> 01:20:13.902]  Now, remember, farmers
[01:20:14.512 --> 01:20:15.973]  And the operative word is give.
[01:20:41.516 --> 01:20:42.037]  Thank you so much.
[01:21:00.097 --> 01:21:18.611]  The GMO crops have in large measure been created in order to consume high levels of pesticide, and the pesticides are like glyphosate, the second most toxic chemical, non-ionizing radiation chemical known to cause cancer.
[01:21:18.711 --> 01:21:25.496]  And I saw mainline news, mainline news that these GMO cottons leach poison into you when you wear it.
[01:21:26.707 --> 01:21:39.431]  Exactly, and we've run a whole series on Morgellons, which is a nightmare brought to you from above through the chemtrail spraying and from your clothing through the GMO modifications.
[01:21:39.850 --> 01:21:42.931]  We're talking about an intolerably horrible disease.
[01:21:42.971 --> 01:21:43.231]  You know what?
[01:21:43.251 --> 01:21:45.091]  I'm going to skip this break so we have time here.
[01:21:45.111 --> 01:21:46.952]  We're going to break about 20 seconds on the internet.
[01:21:46.972 --> 01:21:47.472]  We'll still be live.
[01:21:47.492 --> 01:21:48.932]  We're going to come back and take calls.
[01:21:48.952 --> 01:21:53.733]  When we get back, I want to ask General Stubblebine about chemtrails, his expert opinion on that, as well as Dr. Labo.
[01:21:54.313 --> 01:22:00.215]  But let's continue talking about how they're forcing the GMO into countries right now with our guest.
[01:22:03.177 --> 01:22:07.860]  Okay, let's continue though and then let's come back with more gallons and back with chemtrails for the full audience.
[01:22:07.880 --> 01:22:13.223]  We've got GMO cotton sales because it's not drought resistant.
[01:22:13.503 --> 01:22:29.673]  The farmers go bankrupt because they have to keep using more and more pesticides and the second year they don't have the money to pay back nor do they have the money for the new crop seeds because GMO seeds can't be saved as General Stubblebine was saying and as you've
[01:22:29.991 --> 01:22:30.111]  India!
[01:22:52.117 --> 01:22:52.717]  What that means.
[01:22:52.737 --> 01:23:00.539]  You're talking cities of 50 million, 20 million people, dead bodies laying around, human feces everywhere, hundreds of thousands of starving children.
[01:23:00.920 --> 01:23:02.100]  It's unbelievable.
[01:23:03.260 --> 01:23:16.444]  Let me say, Alex, that I will live for the rest of my days with an image of a starving Ethiopian woman making the international sign for feed me, bringing her fingers to her lips, staring at me with
[01:23:17.202 --> 01:23:19.066]  Absolutely dead hopeless eyes.
[01:23:19.227 --> 01:23:21.913]  I will live with that graven in my consciousness.
[01:23:22.446 --> 01:23:23.687]  For the rest of my life.
[01:23:23.747 --> 01:23:25.008]  That is unnecessary.
[01:23:25.348 --> 01:23:36.697]  And it's being brought about by globalization for the purposes of the globalizers who are fundamentally... And I wanted to explain that, and I've seen the documents on this and studies, Monsanto and others will lose money.
[01:23:37.217 --> 01:23:40.760]  And they said, back in 99, the director, they said, we are trying to contaminate everything.
[01:23:40.780 --> 01:23:41.841]  We are trying to take over.
[01:23:42.421 --> 01:23:45.003]  And then the world will soon be contaminated with our GMO.
[01:23:45.264 --> 01:23:46.124]  We have the patent.
[01:23:46.404 --> 01:23:47.425]  And then we rule Earth.
[01:23:47.806 --> 01:23:50.808]  And so they are, this is meant to just devastate.
[01:23:50.848 --> 01:23:51.648]  This is eugenics.
[01:23:51.689 --> 01:23:52.089]  Go ahead.
[01:23:53.769 --> 01:24:17.337]  So, the food supply is devastated, the cotton supply, the cotton won't grow, the farmers are pushed off their land, Monsanto gets the land, and now we have 128,000 heads of families dying primarily by drinking a half a cup of the very pesticide that has bankrupted them.
[01:24:17.853 --> 01:24:26.617]  We are talking about people, the face of humanity, being altered by this technology for its own purposes.
[01:24:26.917 --> 01:24:30.918]  It is not necessary to eat this food.
[01:24:30.998 --> 01:24:34.040]  It is not necessary to wear these products.
[01:24:34.400 --> 01:24:39.422]  And for wicked, yuppies, self-centered people, you're not escaping it.
[01:24:39.462 --> 01:24:40.182]  Yeah, I hear them laugh.
[01:24:40.222 --> 01:24:40.922]  Yeah, get rid of them.
[01:24:40.962 --> 01:24:41.463]  They're black.
[01:24:41.483 --> 01:24:41.983]  They're Indian.
[01:24:43.343 --> 01:24:44.484]  You are not immune.
[01:24:44.564 --> 01:24:47.005]  This is all being done to you as a soft kill weapon.
[01:24:47.685 --> 01:24:49.165]  It's just being done slower.
[01:24:49.205 --> 01:24:52.066]  They haven't turned the ambient background up as high.
[01:24:52.086 --> 01:24:54.907]  But farms and ranches, most of them are being lost.
[01:24:54.947 --> 01:24:56.028]  I mean, most are gone.
[01:24:56.928 --> 01:24:58.588]  Our society is now being imploded.
[01:24:58.648 --> 01:25:08.591]  So now we, we, for being passive and not being involved and not fighting back like General Stubblebine was saying, we are now sowed the wind, we're going to reap the whirlwind.
[01:25:08.611 --> 01:25:15.654]  And as we come back, finish up, Dr. Labo and General Stubblebine, on what you're seeing in Central America with them forcing it in.
[01:25:16.114 --> 01:25:16.514]  Here we go.
[01:25:21.465 --> 01:25:23.628]  Back live, got 27 minutes left.
[01:25:23.648 --> 01:25:25.230]  I want to go to at least five of your calls.
[01:25:25.290 --> 01:25:27.893]  Sean, Toby, Robert, Sherry and Dan.
[01:25:28.294 --> 01:25:29.735]  From Washington to Illinois.
[01:25:30.096 --> 01:25:32.038]  Maybe get a few foreign callers in there as well.
[01:25:38.070 --> 01:25:39.191]  All right, ladies and gentlemen.
[01:25:39.992 --> 01:25:43.094]  Let's try to compartmentalize the info now, get it out as fast as possible.
[01:25:43.375 --> 01:25:48.799]  I want to go to calls here in just a few minutes with both of our guests.
[01:25:49.980 --> 01:25:54.985]  Finishing up, how they force the GMO into countries, how it devastates the people.
[01:25:55.145 --> 01:26:03.452]  Even where it's illegal, they run what I would call, what the news calls, intelligence operations to go in and secretly plant this stuff in research facilities.
[01:26:04.767 --> 01:26:05.407]  Absolutely.
[01:26:06.268 --> 01:26:14.673]  I want to say that there's a famine predicted by very, very intelligent folks looking at what's happening to our food supply.
[01:26:14.693 --> 01:26:18.435]  I've posted an article on our Health Freedom blog called The Famine of 2009.
[01:26:19.216 --> 01:26:30.183]  If anybody in America thinks that we're not reaping that whirlwind, as you said, wait until their plates are empty and there are food riots, because that's where we're going, unless we start growing our own.
[01:26:30.928 --> 01:26:36.197]  And yes, Panama has been contaminated, Brazil, New Zealand was contaminated.
[01:26:36.681 --> 01:26:43.886]  Even though it was a GMO-free zone by national decree, or by national law, the U.S.
[01:26:43.966 --> 01:26:53.032]  shipped genetically modified corn and wheat to New Zealand for three years before they, quote, discovered the mistake, end quote.
[01:26:53.072 --> 01:26:59.996]  Today, New Zealand is growing pharmaceutical cows whose milk and meat delivers drugs.
[01:27:00.237 --> 01:27:01.617]  And they're now putting
[01:27:02.538 --> 01:27:14.423]  Cross-species pigs, mixing them, I just saw this in the BBC a few weeks ago, that have had human genetics added to them so the body parts that can be used, the valves and things, won't be rejected.
[01:27:15.183 --> 01:27:23.206]  They're now saying it's safe for us to eat cloned food, milk from cloned cows, and to eat cows that are part human.
[01:27:23.726 --> 01:27:26.247]  Speak to that, I mean the nightmare just goes on and on.
[01:27:26.267 --> 01:27:28.548]  And then General Stubblebine chemtrails.
[01:27:30.660 --> 01:27:45.890]  Well, the chemtrails are another phenomenon that's being used to, you know, essentially poison all of the folks that are going to be subjected to wherever the chemtrails finally, or the pieces of the chemtrails finally land.
[01:27:47.011 --> 01:27:49.452]  These things, you can see them.
[01:27:50.033 --> 01:27:57.858]  Normally, if you look up in the sky and you see an airplane and a little fume or a plum comes out of the rear,
[01:27:59.386 --> 01:28:03.847]  That normally is a contrail, and it disappears.
[01:28:03.867 --> 01:28:11.209]  So you hold up your fingers about two inches, and that should disappear.
[01:28:12.090 --> 01:28:14.110]  These are not contrails.
[01:28:14.310 --> 01:28:18.531]  They are chemtrails, and they do not disappear.
[01:28:18.551 --> 01:28:27.574]  The plane will fly all the way across from horizon to horizon, putting out these chemical toxins
[01:28:28.260 --> 01:28:32.803]  Uh, that, uh, essentially then fall to the ground, fall to the earth.
[01:28:33.504 --> 01:28:34.304]  And what do you do?
[01:28:34.404 --> 01:28:36.466]  You breathe them.
[01:28:36.526 --> 01:28:38.607]  You breathe this stuff.
[01:28:38.747 --> 01:28:41.750]  Furthermore, what they do is they crisscross.
[01:28:41.770 --> 01:28:48.274]  So it looks like a, a, a tic-tac-toe up in the sky or a set of tic-tac-toes up in the sky.
