[00:00:00.009 --> 00:00:00.792]  Term free, 33 dollars.
[00:45:59.650 --> 00:46:03.852]  I want all of you to know that we're opening the phones up in the next hour for 30 minutes at 1-800-259-9231.
[00:46:03.872 --> 00:46:05.432]  I'm going to take a lot of calls for TexMars.
[00:46:05.452 --> 00:46:05.632]  1-800-259-9231.
[00:46:05.672 --> 00:46:06.272]  TexMars is coming up.
[00:46:06.312 --> 00:46:09.533]  Questions about specifically the New World Order, what they're doing.
[00:46:09.573 --> 00:46:12.834]  We were just now talking about the phony environmental movement.
[00:46:21.637 --> 00:46:33.450]  Meanwhile, the globalists are destroying the earth and want to build a new one, but how it is a cult, and they admit that this is a social unification tool in their own papers, admitting it's all fake.
[00:46:33.970 --> 00:46:40.938]  It's just cynical and evil, and while you're busy trying to ban carbon and tax yourself, they're going to go on genetic engineering and doing things that are really bad.
[00:46:41.338 --> 00:46:41.779]  Tex Mars.
[00:46:42.279 --> 00:46:43.880]  Well, back to the Georgia Guidestones.
[00:46:44.340 --> 00:47:03.309]  Here we have the Illuminist signaling the future of mankind, which is a catastrophe, which will mean the wipeout of six and a half billion people off this planet, so they can reach their reasonable goal of five hundred million sustainable population.
[00:47:03.589 --> 00:47:06.170]  So they have this in stone, amazingly.
[00:47:06.550 --> 00:47:09.412]  Here we have the forensic evidence of that.
[00:47:09.972 --> 00:47:33.141]  So, by the way, if we go forward, I want to mention, too, as we were on the break, we were talking about, back in the late 1980s, in Colorado, Maurice Strong, head of the United Nations Environmental Program, met with the Rothschilds, the Rockefellers, and others, and there at Crestone, Colorado, they came up with the idea for the World Conservation Bank.
[00:47:34.922 --> 00:47:39.143]  And all of the nations of the world would put in all of their wilderness areas and everything.
[00:47:40.143 --> 00:47:54.067]  And by the way, the interesting thing about this is we then began this great process of internationalizing all of America's wilderness areas and national parks with the United Nations biospheres.
[00:47:54.387 --> 00:47:57.167]  And people didn't believe it, but we got the treaty agreements.
[00:47:57.507 --> 00:47:59.328]  It was a handover of that, but not just that.
[00:47:59.608 --> 00:48:04.109]  The buffer zones, and now those are all the areas they're grabbing and setting off limits.
[00:48:04.249 --> 00:48:07.111]  That's right, because nature is to be the great world religion.
[00:48:07.431 --> 00:48:09.612]  But who is the god of nature?
[00:48:09.713 --> 00:48:10.513]  Nature's god?
[00:48:10.533 --> 00:48:12.995]  Well, it's Pan, the horned god of the forest.
[00:48:13.035 --> 00:48:16.517]  Here again, everything goes back to these devils.
[00:48:16.677 --> 00:48:33.828]  And by the way, to indicate that, to indicate that that was the future of the world, is Pan, the horned god of witchcraft, in London, England, in Hyde Park, which is sort of like New York Central Park, they have built a great statue of Pan, the horned devil god.
[00:48:35.276 --> 00:48:39.342]  A man named Epstein was the sculptor, and underneath it there's a bronze plaque.
[00:48:39.382 --> 00:48:49.797]  Now imagine, go to London, England, go to Hyde Park, and there you have a great devil goat god statue, and underneath it says, Family of Man.
[00:48:50.936 --> 00:48:52.037]  Family of man!
[00:48:52.057 --> 00:48:55.759]  He's head of the family of man, according to the Illuminist!
[00:48:56.839 --> 00:48:59.841]  And by the way, go to the National Cathedral in Washington, D.C.
[00:48:59.861 --> 00:49:00.761]  and have pictures of it.
[00:49:01.042 --> 00:49:03.243]  You'll also find devils.
[00:49:03.443 --> 00:49:04.784]  There's a devil god.
[00:49:04.824 --> 00:49:09.306]  I think that's pages 388, 389 of Mysterious Monuments.
[00:49:09.666 --> 00:49:10.607]  Even Darth Vader!
[00:49:11.087 --> 00:49:18.050]  Because the Book of Daniel, the Bible says, the last day's ruler, world king, the Antichrist, will be the god of forces.
[00:49:18.070 --> 00:49:20.792]  And there we have old Darth Vader in stone!
[00:49:21.212 --> 00:49:25.054]  It's a little comedic in a way, and yet it's symbolic.
[00:49:25.074 --> 00:49:27.755]  Well, they know it's funny for the public, but then it's not for everybody else.
[00:49:27.935 --> 00:49:42.142]  Now imagine, here we have a great gothic cathedral, the National Cathedral, where they had the 9-11, you know, interfaith memorial service with all the presidents and religious leaders, and there's Doroth Vader looking down on people.
[00:49:42.902 --> 00:49:51.546]  But you can't see him, you've got to have a telephoto lens, because these demons and devils are all up on the ledges in stone, looking down on pastors by.
[00:49:53.723 --> 00:49:56.044]  I want to get back to this North American Union thing.
[00:49:56.824 --> 00:50:00.205]  What other ways have they signaled... Okay, let's stay there.
[00:50:00.225 --> 00:50:04.086]  We've got a one-minute break, and then we're going to come in again to the North American Union and take calls.
[00:50:04.546 --> 00:50:11.827]  Text MARS, the new book, Mysterious Monuments, and Shroud the World with Magic Seduction.
[00:50:11.847 --> 00:50:12.828]  1-800-259-9231.
[00:50:12.968 --> 00:50:15.748]  Get the book at InfoWars.com today.
[00:50:15.768 --> 00:50:19.129]  You can also get it with a companion video of my new film, In Game.
[00:50:19.569 --> 00:50:21.030]  They both dovetail together.
[00:50:21.070 --> 00:50:21.770]  We'll be right back.
[00:50:26.128 --> 00:50:27.790]  Thank you for listening to GCN.
[00:50:27.810 --> 00:50:30.232]  Be sure to visit GCNlive.com today.
[00:50:43.607 --> 00:50:44.248]  We're good to go.
[00:51:01.759 --> 00:51:04.320]  Or you would like a book on the history of the Federal Reserve.
[00:51:04.520 --> 00:51:07.321]  We've got the most well-researched and documented titles.
[00:51:07.601 --> 00:51:09.701]  All available at PrisonPlanet.com.
[00:51:09.962 --> 00:51:15.303]  Or if you'd like, you can give the info or store a call at 888-253-3139.
[00:51:15.643 --> 00:51:20.665]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[00:51:21.665 --> 00:51:31.914]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:51:32.254 --> 00:51:33.795]  Join the info war today!
[00:51:37.458 --> 00:51:39.380]  Waging war on corruption!
[00:51:39.840 --> 00:51:42.603]  Alex Jones on the GCN Radio Network!
[00:51:51.008 --> 00:51:52.929]  Okay, we're back live with TextMars.
[00:51:52.949 --> 00:51:55.090]  I want to come back in the next segment and go directly to your calls.
[00:51:55.530 --> 00:52:00.332]  Michael, Jeffy, and many others that are holding 1-800-259-9231.
[00:52:00.372 --> 00:52:03.853]  We are live, 17th day of July 2008.
[00:52:04.273 --> 00:52:07.194]  PrisonPlanet.com and InfoWars.com are my websites.
[00:52:07.634 --> 00:52:12.536]  Text websites, of course, are TextMars.com, PowerOfProphecy.com, ConspiracyWorld.com.
[00:52:14.697 --> 00:52:17.040]  New book, he's got out of the encyclopedic in size.
[00:52:17.601 --> 00:52:18.523]  Very, very important.
[00:52:18.983 --> 00:52:22.909]  And we hope that you will get a copy of it as I hold it up for PrisonPlanet.tv viewers.
[00:52:23.249 --> 00:52:24.130]  Mysterious Monuments.
[00:52:24.431 --> 00:52:27.976]  Okay, how are they heralding and bringing in their North American Union?
[00:52:29.363 --> 00:52:32.886]  Three North American Union pyramids, a structure they built.
[00:52:33.206 --> 00:52:41.592]  But interestingly enough, remember, a facet of this North American Union is the ending of American sovereignty, the bringing in of a new currency, the Amaro.
[00:52:42.133 --> 00:52:45.175]  Now they have actually built an entire new U.S.
[00:52:45.335 --> 00:52:47.177]  Mint in Fort Worth, Texas.
[00:52:47.817 --> 00:52:51.841]  And here are the pictures of it for your TV site.
[00:52:52.262 --> 00:52:53.202]  Here again, what do we have?
[00:52:53.242 --> 00:52:57.407]  We have a great circle indicating the whole world falls under the sway of what?
[00:52:57.767 --> 00:52:59.228]  Well, the men of the pyramid.
[00:52:59.569 --> 00:53:01.190]  The pyramid is in the very center.
[00:53:01.210 --> 00:53:04.053]  So that's the all-seeing eye above the world, architecturally is what that means.
[00:53:04.053 --> 00:53:08.154]  That's right, here's an aerial view, and both of these shots, by the way, are in mysterious monuments.
[00:53:08.754 --> 00:53:12.476]  Here we have, notice the Great Pyramid on top of the Circle of the World.
[00:53:12.876 --> 00:53:16.117]  This is where I believe the Amaro is going to be printed.
[00:53:16.677 --> 00:53:18.197]  Everything must be made new.
[00:53:18.557 --> 00:53:22.359]  This is between, on the freeway between Dallas and Fort Worth, Texas.
[00:53:23.199 --> 00:53:26.240]  I went there, I took some of these pictures, and by the way, I did some research.
[00:53:26.900 --> 00:53:31.745]  And I called and talked to the architectural office that designed this building.
[00:53:32.046 --> 00:53:35.930]  And I said, by the way, the architect in charge, might he have been a Freemason?
[00:53:35.970 --> 00:53:36.630]  And they said, yes.
[00:53:36.690 --> 00:53:37.451]  How did you know?
[00:53:37.471 --> 00:53:40.875]  And he designed this building on Masonic principles.
[00:53:41.155 --> 00:53:44.098]  That's what they told me at the U.S.
[00:53:44.759 --> 00:53:46.260]  Office of Bureau of Engraving.
[00:53:46.280 --> 00:53:47.682]  They don't even hide it.
[00:53:47.822 --> 00:53:49.143]  No, they thought it was a great idea.
[00:53:49.984 --> 00:53:57.309]  And by the way, they said that they wanted an actual all-seeing eye there at the gate, but for some reason management said no to that.
[00:53:57.650 --> 00:54:01.552]  So they got all, everything, I guess they got a little bit too much.
[00:54:01.873 --> 00:54:04.735]  So the Amaro, a new U.S.
[00:54:04.875 --> 00:54:05.855]  printing, tell folks about this.
[00:54:06.716 --> 00:54:10.638]  All right, now we talk about the greatest sex cult in the world.
[00:54:10.918 --> 00:54:17.360]  Now, I know this is vulgar, this is grotesque, but these men actually believe in sexual ritual.
[00:54:17.380 --> 00:54:20.102]  You've got the breasts right here, you've got the phallus.
[00:54:20.442 --> 00:54:23.923]  Well, this is the new state capital of the state of Florida.
[00:54:23.943 --> 00:54:27.605]  Remember, Jeb Bush was the governor when this thing was built.
[00:54:29.040 --> 00:54:30.141]  And architectural.
[00:54:30.361 --> 00:54:38.491]  Now architects themselves, one of the most popular websites, chose this as the most sexual piece of architecture in the world.
[00:54:39.132 --> 00:54:40.614]  It's the state capital of Florida.
[00:54:40.834 --> 00:54:41.294]  And what is it?
[00:54:41.435 --> 00:54:43.878]  It's the man's testicles and the man's phallus.
[00:54:44.982 --> 00:54:46.963]  Now, can you believe the state capital of Florida?
[00:54:47.023 --> 00:54:48.684]  Because they can say that's breast too.
[00:54:48.724 --> 00:54:50.225]  Yeah, but it's the testicles.
[00:54:50.305 --> 00:54:51.966]  And they admit this.
[00:54:52.026 --> 00:54:52.866]  It's real funny to them.
[00:54:52.886 --> 00:54:54.167]  It's a sex cult.
[00:54:54.787 --> 00:54:55.868]  Well, it is a sex cult.
[00:54:56.028 --> 00:55:03.071]  And their dominance in sex, they believe in killing the majority of us so we can't procreate, because that's magical to them.
[00:55:03.412 --> 00:55:05.373]  So it's also a great greediness to kill you.
[00:55:05.633 --> 00:55:11.316]  There is a sex ritual, of course, in such secret societies as the Bohemian Grove, the Order of Skull and Bone.
[00:55:11.336 --> 00:55:13.317]  Oh, by the way, speak of the devil, that's going on right now.
[00:55:14.372 --> 00:55:16.013]  Oh yeah, the Beeman Groves.
[00:55:16.194 --> 00:55:18.616]  They're down there worshipping their great owl that you exposed.
[00:55:18.816 --> 00:55:22.379]  And having man-on-man intercourse.
[00:55:22.839 --> 00:55:24.200]  Yeah, that's a terrible thing.
[00:55:24.481 --> 00:55:28.124]  But even the fifteen young men initiated in the Order of Skull and Bones.
[00:55:28.464 --> 00:55:34.889]  In Mysterious Monuments, I actually show the original layout of the city of New Haven.
[00:55:35.210 --> 00:55:38.452]  Now remember, the word New Haven means the New Heaven.
[00:55:39.193 --> 00:55:42.734]  This is where the educational center of the world was going to be.
[00:55:43.194 --> 00:55:43.914]  Would you believe?
[00:55:44.034 --> 00:55:48.115]  Well, Mason's founded Niederwald, which means Underworld outside Austin, but sorry, go ahead.
[00:55:48.375 --> 00:55:55.576]  Well, here we have, and by the way, this is a 1797, dated 1797, a drawing of the city plan.
[00:55:55.977 --> 00:55:59.397]  It shows a nine square city, because concealed in the number nine is 666.
[00:56:00.918 --> 00:56:02.638]  But in the very center of the city,
[00:56:03.689 --> 00:56:06.010]  They show it will be the town cemetery.
[00:56:06.490 --> 00:56:14.414]  The center is the center of death of New Haven, Connecticut, where Yale University... Well, they also admit, Yale admits the town, the university is laid out as a skull and crossbones.
[00:56:14.814 --> 00:56:15.674]  It is.
[00:56:15.714 --> 00:56:21.517]  You will see in the original layout, you will see a skull and bones, and this comes from the book
[00:56:22.197 --> 00:56:25.038]  It is the diary of Ezra Stiles.
[00:56:25.098 --> 00:56:30.320]  He was a high-level Freemason, and he was one of the first presidents of Yale College.
[00:56:30.861 --> 00:56:33.582]  And he actually showed, here is our city.
[00:56:34.302 --> 00:56:38.944]  And by the way, right next to the town cemetery is the tomb
[00:56:39.884 --> 00:56:43.505]  The resident for the Skull and Bones for the 50 young men initiated.
[00:56:43.605 --> 00:56:45.505]  A devil cult runs our society.
[00:56:45.525 --> 00:56:47.345]  We're going to keep talking here in the break, guys.
[00:56:47.365 --> 00:56:48.586]  We're going to keep going here.
[00:56:48.886 --> 00:56:50.846]  I mean, literally, that's why they kill.
[00:56:50.886 --> 00:56:52.826]  That's why they murder a group of psychopaths.
[00:56:53.327 --> 00:56:55.567]  Many of you look at it as a psychiatrist or a psychologist.
[00:56:55.887 --> 00:56:58.507]  A group of psychopaths have created a religion around their beliefs.
[00:56:58.567 --> 00:56:59.408]  We know better than that.
[00:56:59.708 --> 00:57:01.888]  And they're carrying out all sorts of insanity.
[00:57:02.168 --> 00:57:05.389]  And they run everything because they're ruthless and cunning and organized.
[00:57:05.409 --> 00:57:06.429]  The general public's just...
[00:57:07.049 --> 00:57:10.330]  Unaware of what's going on, and now they're going to bring in their great death.
[00:57:11.030 --> 00:57:12.211]  I have an entire section here.
[00:57:12.271 --> 00:57:15.552]  I think it's the most important section in my book.
[00:57:15.932 --> 00:57:18.433]  It's called, Where the Rich and Famous Dwell.
[00:57:19.093 --> 00:57:21.114]  Hey, they're not just building these buildings in public.
[00:57:21.654 --> 00:57:22.934]  What are their estates like?
[00:57:23.314 --> 00:57:25.295]  Now, they've opened up many of their great estates.
[00:57:25.315 --> 00:57:29.356]  You know, the DuPonts, the Astors, the Vanderbilts, the Rothschilds and others.
[00:57:29.576 --> 00:57:31.637]  They've opened up many of their estates to the public.
[00:57:32.077 --> 00:57:35.379]  And so they've taken out a lot of their satanic statues and things like that.
[00:57:35.699 --> 00:57:40.661]  But even what they've left, visit the Vanderbilt Mansion, the Biltmore Estate.
[00:57:40.861 --> 00:57:41.182]  I did.
[00:57:41.602 --> 00:57:44.083]  You'll see all the gargoyles and devils and so forth.
[00:57:44.723 --> 00:57:50.006]  But the interesting thing, and I know you've done so much to expose the Bohemian Grove, the great DuPont Estate,
[00:57:51.170 --> 00:57:58.157]  The outside the landscaping and the pool area and the architecture is built in the shape of a great owl.
[00:57:59.098 --> 00:58:03.663]  And the head of the owl is the Order of Skull and Bones symbol.
[00:58:03.943 --> 00:58:09.509]  You'll see the deaf head and what appears to be the skull, the bones crossed.
[00:58:10.089 --> 00:58:19.194]  Skull and Bones, owl, on the grounds of the DuPont Estate, and it's open to the public, but you don't notice it until you go aerially and you look down.
[00:58:19.475 --> 00:58:26.759]  You're walking maybe right there where the skull and bones is, or the head of the owl, but it has to be an aerial shot before you know what's going on.
[00:58:27.179 --> 00:58:31.562]  I mean, we know wars and things, the ritualized murder, the shock and awe, things you've talked about like that.
[00:58:32.803 --> 00:58:36.686]  They call the operation the name of a goddess and it's a double meaning, people don't even know what it means.
[00:58:38.247 --> 00:58:44.211]  How many of them though are still doing the old-fashioned Luciferian ritual of having breeders getting babies and killing them?
[00:58:45.393 --> 00:58:46.494]  Well, that's going on.
[00:58:47.075 --> 00:58:52.540]  Remember, the Masons laid the cornerstone to most of America's public buildings.
[00:58:52.620 --> 00:58:56.123]  Post offices, all the buildings in Washington D.C.
[00:58:56.143 --> 00:58:58.405]  and so forth, courthouses around the country.
[00:58:58.445 --> 00:59:00.047]  And they say abortion's a sacrifice.
[00:59:00.988 --> 00:59:03.810]  Oh yes, there is a book in fact, Abortion as a Sacrament.
[00:59:04.531 --> 00:59:05.471]  Published by a witch.
[00:59:05.591 --> 00:59:08.812]  A very popular book among these occultists.
[00:59:09.132 --> 00:59:13.294]  And they say that abortion is, in fact, a sacrifice to the god of nature.
[00:59:13.354 --> 00:59:18.455]  I'm tired of all the lower level practitioners saying that's not in our teachings or our belief or our system.
[00:59:18.755 --> 00:59:20.176]  But they just haven't graduated.
[00:59:20.216 --> 00:59:22.036]  They're porch masons or porch witches.
[00:59:22.436 --> 00:59:24.437]  They don't understand at the top it's the same thing.
[00:59:24.777 --> 00:59:26.898]  And I'm not going to traffic with people that kill babies.
[00:59:27.258 --> 00:59:28.058]  Remember again.
[00:59:28.638 --> 00:59:33.341]  The architecture of the Illuminati signals future events.
[00:59:33.441 --> 00:59:34.401]  Let's get to this real quick.
[00:59:34.761 --> 00:59:37.343]  In 1935... Stand there, we're coming right back.
[00:59:37.383 --> 00:59:42.586]  And we've got to get to some calls, but I want to have that new thought there with TechSmars.
[00:59:42.606 --> 00:59:45.047]  We've got a twisting arm to come back in and get into other areas.
[00:59:45.547 --> 00:59:47.728]  He's the T-Rex of political talk.
[00:59:48.308 --> 00:59:51.209]  Alex Jones on the GCN Radio Network.
[00:59:51.349 --> 00:59:56.130]  Michael in Texas, Jeffy in London, John in Oklahoma, Morgan in Georgia.
[00:59:56.150 --> 00:59:57.290]  We're going to get to all your calls.
[00:59:57.310 --> 00:59:57.590]  1-800-259-9931.
[00:59:57.671 --> 00:59:59.631]  Tex Mars is with us again in studio.
[01:00:03.487 --> 01:00:15.955]  And I gotta tell you, get his book, ladies and gentlemen, at InfoWars.com, and you can also get it discounted with my film discounted in-game that ties in with it, their master plan to carry out global extermination.
[01:00:16.215 --> 01:00:18.417]  It's all stated, it's the most important info out there.
[01:00:18.877 --> 01:00:19.777]  You need this book.
[01:00:20.057 --> 01:00:20.538]  It's huge.
[01:00:20.638 --> 01:00:21.698]  Great coffee table book.
[01:00:22.018 --> 01:00:23.418]  Great to wake up friends and family.
[01:00:23.458 --> 01:00:24.118]  Very affordable.
[01:00:24.519 --> 01:00:25.839]  Infowars.com.
[01:00:25.879 --> 01:00:28.240]  Also get my new film, Truth Rising, while you're at it.
[01:00:28.260 --> 01:00:32.701]  My new cinema verite style film on DVD at Infowars.com.
[01:00:32.721 --> 01:00:35.982]  Texting closing, you were talking about how they signal future events.
[01:00:36.002 --> 01:00:36.682]  Then we're going to go to calls.
[01:00:37.182 --> 01:00:40.924]  Through architecture, and through symbology, and even through the currency.
[01:00:41.524 --> 01:00:55.391]  In 1935, Franklin Roosevelt, then a 32 degree mason, and his Secretary of Agriculture, who was a 33 degree mason, Henry Wallace, they had a plan and they changed the currency of the United States for the first time in 1935.
[01:00:55.511 --> 01:01:03.235]  It was finally admitted to the public that there was a reverse, a secret hidden side of the Great Seal.
[01:01:03.955 --> 01:01:04.515]  That's right.
[01:01:04.595 --> 01:01:05.576]  You can be shown the pyramid now.
[01:01:05.616 --> 01:01:06.516]  It's only a one dollar bill.
[01:01:06.796 --> 01:01:14.020]  The Great Pyramid of Egypt, the All-Seeing Eye of the Sun God, or Lucifer, and the words Novus Ordo Seclorum.
[01:01:14.680 --> 01:01:14.020]  1935.
[01:01:15.380 --> 01:01:16.021]  And guess what?
[01:01:16.921 --> 01:01:22.203]  Exactly, exactly six years later, great human sacrifice and blood.
[01:01:22.564 --> 01:01:23.244]  Pearl Harbor.
[01:01:23.724 --> 01:01:29.167]  The inauguration into the World War II era of the United States.
[01:01:29.547 --> 01:01:30.368]  The number six.
[01:01:30.768 --> 01:01:37.331]  Six years after we had the great sign of Osiris and Horus, the great sun god and his son, and the pyramid.
[01:01:37.611 --> 01:01:43.394]  We had unleashed this great American death period with Pearl Harbor.
[01:01:43.635 --> 01:01:45.716]  So everything is signal in advance.
[01:01:45.776 --> 01:01:51.919]  The Georgia Guidestones saying we intend to catapult the world into this new world order and there will be great death.
[01:01:52.119 --> 01:01:55.521]  So this was the secret seal that could only be shown to the slaves in 35.
[01:01:55.561 --> 01:01:57.021]  That's right.
[01:01:57.121 --> 01:02:03.264]  And they'd already had the seal made, turn of the century, 30 years plus before, if I remember the story correctly.
[01:02:03.485 --> 01:02:08.827]  But then they finally even had a little display and said, look, ah, you can see this now.
[01:02:08.927 --> 01:02:09.988]  Let's go ahead and show folks.
[01:02:10.128 --> 01:02:14.430]  Yes, origins actually go all the way back to Ben Franklin and Thomas Jefferson, but it was kept hidden.
[01:02:14.910 --> 01:02:22.812]  I've just seen a documentary where they showed when they had the one minute that they had at the Capitol, I believe, and there was another side they showed everybody.
[01:02:22.832 --> 01:02:24.533]  Yeah, they call this the obverse side.
[01:02:24.913 --> 01:02:26.113]  I think it's quite interesting.
[01:02:26.373 --> 01:02:34.356]  By the way, even the Great Eagle itself is a sign of empire, and over the eagle you will see a six-pointed star, the hexagram.
[01:02:34.636 --> 01:02:38.257]  It's not just a star, it is the six-pointed star
[01:02:38.958 --> 01:02:42.625]  The hexagram that is used to put a curse on things.
[01:02:42.885 --> 01:02:43.907]  So I want to ask you a question.
[01:02:44.388 --> 01:02:45.791]  Did they place a curse?
[01:02:47.347 --> 01:02:53.232]  on the United States with this great hexagram placed over the eagle on our dollar bill.
[01:02:53.652 --> 01:02:57.115]  But again, all of this is mirrored in architecture.
[01:02:57.735 --> 01:02:59.997]  These people have these unheavenly visions.
[01:03:00.397 --> 01:03:14.148]  I want to mention, too, that the United Nations building was built on Egyptian satanic architectural principles, worshiping the god Shu, and I have a picture of that in Mysterious Monuments, the United Nations Secretariat building,
[01:03:14.728 --> 01:03:22.511]  And, predictably, shortly after the United Nations was formed, the Korean War ensued, and great death and bloodshed.
[01:03:22.791 --> 01:03:26.953]  So, bloodshed and death follows architecture.
[01:03:27.393 --> 01:03:41.418]  And I think we can see the plans of the Illuminati, the grand design that Manly P. Hall, 33rd degree Mason, called it, the grand design is revealed in architecture, unknown to the average person.
[01:03:42.668 --> 01:03:47.153]  But known only to the higher level, uh, hierophants and initiates.
[01:03:47.814 --> 01:03:52.098]  Okay, amazing information, and a lot of it is covered in Mysterious Monuments.
[01:03:52.118 --> 01:04:00.307]  You can also, at InfoWars.com, when you get Mysterious Monuments, get the first part, which, uh, is, of course, Codex Magicka, just as thick, just as amazing.
[01:04:00.327 --> 01:04:04.612]  And briefly, tell folks what's covered in Codex Magicka for those that don't have it, Tex.
[01:04:04.952 --> 01:04:09.913]  Well, Codex Magicka is another huge book with a thousand photographs and illustrations.
[01:04:10.454 --> 01:04:28.459]  Codex Magicka is the same size as Mysterious Monuments, but it covers the Illuminati and the Elite and all of the secret societies, including Freemasonry, their secret hand signs, their secret rituals, done in plain sight on television and magazines and newspapers, how they actually contort their bodies.
[01:04:29.119 --> 01:04:33.345]  And handshakes, symbols, signs, the meaning of these.
[01:04:34.066 --> 01:04:36.769]  And it's just amazing what you find.
[01:04:37.070 --> 01:04:40.775]  And Tex, when did you really wake up to the New World Order?
[01:04:40.795 --> 01:04:41.135]  20 years ago?
[01:04:42.048 --> 01:04:46.490]  Well, I believe, yeah, I can almost, I remember, it just knocked me down when I discovered it.
[01:04:47.071 --> 01:04:54.194]  You know, I really, to point it back, I had done much exposing the New Age movement and its occultic ways.
[01:04:54.214 --> 01:04:56.195]  Infiltrating Christianity and it led you back.
[01:04:56.215 --> 01:05:04.339]  Yeah, well, I had a young man, a tremendously brilliant guy, he worked for a high tech, I'll just tell you, he worked for IBM, an engineer.
[01:05:04.600 --> 01:05:06.781]  He graduated from Yale University, he came to visit me,
[01:05:07.661 --> 01:05:08.562]  And he was a Christian man.
[01:05:08.582 --> 01:05:16.308]  He says, Tex, I know you've done all the study of the occult and mystery Babylon and the ancient religions, but are you aware of the secret societies?
[01:05:16.348 --> 01:05:22.013]  And he said, I studied the Order of Skull and Bones when I was a student at Yale University.
[01:05:22.633 --> 01:05:24.034]  And I said, well tell me what you know.
[01:05:24.334 --> 01:05:24.795]  And he did.
[01:05:25.175 --> 01:05:29.959]  And by the way, he had written a dissertation while he was at Yale University
[01:05:30.820 --> 01:05:32.001]  Roger Javins was his name.
[01:05:32.381 --> 01:05:34.462]  And he said, here, I want you to see this.
[01:05:34.763 --> 01:05:38.585]  That propelled me into this incredible study of secret societies.
[01:05:38.605 --> 01:05:40.466]  That took you behind the curtain, behind the curtain.
[01:05:40.486 --> 01:05:44.769]  Well, it did, and I'd say that was about 22 years ago now, today.
[01:05:45.149 --> 01:05:51.233]  And that's why mysterious monuments and Codex Magicka are based on over 20 years of research and investigation.
[01:05:51.253 --> 01:05:53.715]  That's where I was going, is that this is really
[01:05:54.896 --> 01:06:06.453]  I don't want to say you're penultimate because you're going to do a lot more, but this is really the sum or the essence of your work and research, and it's so important that people have these.
[01:06:06.473 --> 01:06:08.576]  We're going to your calls, but I do want to draw a picture for people.
[01:06:08.616 --> 01:06:09.116]  Very simple.
[01:06:10.354 --> 01:06:15.038]  The globalists, their symbol is also the pyramid, the Illuminati, because it's a symbol of compartmentalization.
[01:06:15.058 --> 01:06:18.300]  We're the big mass down here at the bottom, and then they're the illuminated ones on top.
[01:06:18.780 --> 01:06:25.846]  But to make it more simple and squares, you see this, you're in a box, and we'll show people a close shot of this.
[01:06:26.766 --> 01:06:33.551]  You think you see everything, but really you're a Republican or you're a Democrat, you've got this limited view.
[01:06:34.542 --> 01:06:51.263]  And then meanwhile you have no idea that you are part of a larger structure, that there are other people who have their own views and their own ideas and their own systems of thought and there's even different cults and different groups that think they have all the answers and different organizations and governments and strata.
[01:06:52.845 --> 01:06:54.747]  The Illuminati, they have unlimited funding.
[01:06:55.127 --> 01:07:02.374]  They are just masters at having their people with different levels of knowledge controlling all of these strata with corporate management systems.
[01:07:02.474 --> 01:07:03.435]  And that's why they're in control.
[01:07:03.695 --> 01:07:04.656]  They know they're the builders.
[01:07:04.696 --> 01:07:05.557]  They're the architects.
[01:07:05.957 --> 01:07:07.158]  They know how to lay all this out.
[01:07:07.198 --> 01:07:08.439]  They pay attention to detail.
[01:07:08.720 --> 01:07:17.248]  And that's why they say you're profane and deserve to die because you can't even figure out that you are limited and blinded down to the point of not even able to see outside this box.
[01:07:17.788 --> 01:07:24.470]  So I don't claim that you have to believe everything I'm saying or what Tex is saying, though I trust to know what Tex is saying is accurate because I've studied what he's reported.
[01:07:25.170 --> 01:07:29.012]  I just want you to realize you are in a box, and all of us are to a certain extent.
[01:07:29.252 --> 01:07:31.112]  You know, we're finite, we're not infinite like God.
[01:07:31.592 --> 01:07:39.555]  The Illuminati tries to play God, but they use systems and mechanisms and mathematics to try to mimic it, and it's a joke compared to what God does.
[01:07:40.195 --> 01:07:42.798]  I mean, even a joke is saying too much.
[01:07:43.198 --> 01:07:47.543]  But compared to what we as individuals do, it is, you know, John marveled at the Beast.
[01:07:48.123 --> 01:07:49.845]  And that's the whole system.
[01:07:50.625 --> 01:07:52.487]  And so that's what we're facing here.
[01:07:52.968 --> 01:07:57.292]  I want to go to calls, but briefly, you know, how the compartmentalization operates.
[01:07:57.452 --> 01:08:02.693]  Well, Alex, we have some tremendous people out there that are exposing different facets of this, and I commend them.
[01:08:02.933 --> 01:08:10.495]  For example, there are people out there that are studying the Jesuit Order, the Order of the Jesuits, which is a Catholic Order, or the Knights of Malta, or Opus Dei.
[01:08:11.215 --> 01:08:17.037]  Others really focus their attention on the Council on Foreign Relations, the Trilateral Commission, or Freemasonry.
[01:08:17.517 --> 01:08:25.479]  Now, you know, I'm glad for all these things, but they get so focused on the one group, they forget, as you just did,
[01:08:26.059 --> 01:08:28.340]  That the pyramid has many stones.
[01:08:28.600 --> 01:08:29.801]  It has many facets.
[01:08:30.321 --> 01:08:31.681]  And listen, they will end one.
[01:08:32.022 --> 01:08:35.583]  If the Bohemian Grove is exposed too much, they'll end it and start another one.
[01:08:36.383 --> 01:08:42.546]  So they're not beyond this incredible proliferation of secret societies and groups.
