[00:00:00.049 --> 00:00:01.210]  SprayYourPlate.com.
[00:49:35.959 --> 00:49:50.028]  And I don't think Webster disagrees with me on that point, that they opportunistically, you know, as expert opportunist adepts at it, have, again, they create crises, offer the solution, but the crisis itself is very real.
[00:49:50.308 --> 00:49:51.069]  Webster, continue.
[00:50:01.956 --> 00:50:04.597]  The Democratic Party, unfortunately, would be the vehicle.
[00:50:04.657 --> 00:50:14.061]  Now, the New Deal, of course, without somebody like Jesse Jones, since we're on the radio here in Texas, without Jesse Jones, the state of Texas wouldn't exist.
[00:50:14.401 --> 00:50:22.444]  The Reconstruction Finance Corporation, in the 1930s and in the 1940s, essentially built the industrial infrastructure of the whole state.
[00:50:22.484 --> 00:50:25.806]  So that's the New Deal, and that then became private companies.
[00:50:26.661 --> 00:50:33.423]  The way to approach this crisis is to say, well, you've got one and a half quadrillion of derivatives, right?
[00:50:33.463 --> 00:50:34.483]  That's the avalanche.
[00:50:34.523 --> 00:50:37.864]  The mortgage back... For those who don't know, that's just made-up crud.
[00:50:38.384 --> 00:50:40.165]  Yeah, it's complete paper.
[00:50:40.285 --> 00:50:46.587]  Now, the subprime mortgage is sort of the firecracker that set off this enormous avalanche.
[00:50:46.627 --> 00:50:51.068]  So what you've got to do is realize that the essence of these derivatives is leverage.
[00:50:51.408 --> 00:50:55.369]  And as long as that was positive leverage, there were huge super profits at the top.
[00:50:55.809 --> 00:51:03.794]  The entire edifice of one and a half quadrillion of derivatives has now gone into reverse leverage, and that is now a black hole.
[00:51:03.814 --> 00:51:04.935]  There's no stopping that.
[00:51:04.955 --> 00:51:05.516]  It's just impossible.
[00:51:25.969 --> 00:51:27.630]  Target, first of all, the derivatives.
[00:51:27.670 --> 00:51:31.371]  The derivatives were illegal up until about 1992-1993.
[00:51:31.691 --> 00:51:34.612]  They were widely considered illegal.
[00:51:34.952 --> 00:51:41.814]  We had a law that was based on an attempt to corner the wheat market in 1933 based on options and futures.
[00:51:42.255 --> 00:51:47.016]  It was illegal to sell an option on a farm product anywhere in the United States.
[00:51:47.036 --> 00:51:49.197]  Or you put a tax on it so they can't make it short.
[00:51:49.737 --> 00:51:51.378]  You could use a tax.
[00:51:51.418 --> 00:51:59.101]  You could use a Tobin tax or a security transfer tax on the derivatives and say, we demand 1% of derivatives for the public treasury.
[00:51:59.401 --> 00:52:01.661]  Let's slap a sales tax on these oligarchs.
[00:52:02.042 --> 00:52:03.102]  We're paying sales tax.
[00:52:03.162 --> 00:52:05.323]  Let them pay sales tax, too.
[00:52:05.343 --> 00:52:14.026]  The problem is, in this kind of an emergency, and it really is an emergency, I think the best thing to do is Executive Order, Defense Production Act, Trading with the Enemy Act,
[00:52:14.226 --> 00:52:15.487]  Instead, the private inner circle of banks
[00:52:31.716 --> 00:52:50.352]  ...are using federal regulators to even go after some solvent banks that's now coming out, to loot them using regulatory power they control, and they, as you said last week on the show, have turned loose the trillions that is being pumped into them out of the Treasury, and they're doing derivatives and leveraging and shorting and attacking the real economy.
[00:52:50.832 --> 00:52:59.014]  Yeah, the entire system is now being run as if the goal of the United States government would be to maintain the derivatives bubble.
[00:52:59.054 --> 00:53:06.616]  Now this has got everything... And so they're feeding the real economy backwards into it, into the black hole, to keep it going.
[00:53:06.856 --> 00:53:08.036]  Yeah, and it can't work.
[00:53:08.056 --> 00:53:09.477]  So what we've got to say is no.
[00:53:10.257 --> 00:53:11.939]  Derivatives have to be wiped out.
[00:53:12.059 --> 00:53:13.901]  They've got to be wiped out by executive order.
[00:53:14.002 --> 00:53:14.823]  One stroke of the pen.
[00:53:15.143 --> 00:53:16.605]  Derivatives are hereby illegal.
[00:53:16.845 --> 00:53:17.586]  We wipe them out.
[00:53:17.906 --> 00:53:23.453]  And the way that you enforce that, of course, is you take the top ten banks on Wall Street, starting with JPMorgan Chase.
[00:53:23.753 --> 00:53:24.774]  They're about half of it.
[00:53:25.155 --> 00:53:28.679]  If you add in Citibank and Bank of America, you're up to two-thirds.
[00:53:29.179 --> 00:53:35.007]  If you read a few more, the 8 or 10 top banks represent 90 to 95% of the derivatives.
[00:53:35.127 --> 00:53:37.510]  But I want to explain something to people, Webster.
[00:53:37.690 --> 00:53:40.033]  The average person doesn't understand you, Webster.
[00:53:40.073 --> 00:53:41.314]  They don't understand, Webster.
[00:53:41.695 --> 00:53:42.936]  I don't understand, Webster.
[00:53:42.956 --> 00:53:43.938]  We're moving too fast.
[00:53:44.558 --> 00:53:48.422]  They don't even know that $940 billion was pumped in last week.
[00:53:48.463 --> 00:53:49.404]  You mean, what is that?
[00:53:49.424 --> 00:53:50.405]  Federal Reserve lending?
[00:53:50.605 --> 00:53:50.865]  Yes.
[00:53:51.185 --> 00:53:52.387]  Alright, so that's lending.
[00:53:52.447 --> 00:53:53.948]  I mean, they call that lending.
[00:53:53.988 --> 00:53:56.711]  This other thing is even worse because it's basically a giveaway.
[00:53:56.731 --> 00:53:57.773]  And that's my next point.
[00:53:57.853 --> 00:54:02.718]  I want you to comment on the fact that it gives the Treasury this new above-government power.
[00:54:03.863 --> 00:54:07.387]  Yeah, obviously what Paulson wanted was to become a juridical vacuum.
[00:54:07.447 --> 00:54:18.140]  I mean, he wanted to become a unique figure in the whole history of the United States, that nothing Paulson did would be reviewable by the courts, by the Congress, by any regulatory agency.
[00:54:18.180 --> 00:54:19.081]  I mean, he basically said,
[00:54:19.401 --> 00:54:22.142]  Make me economic dictator of the United States for life.
[00:54:22.443 --> 00:54:27.025]  He could have carried out criminal acts and nobody could have said a word to him because he has this piece of paper.
[00:54:27.085 --> 00:54:37.570]  Now I think that that has probably been cut out of the bill, but of course we don't know because the bill they announced in the dead of night, right after midnight, they announced that there was a deal
[00:54:38.270 --> 00:54:42.552]  Uh, the deal has still not been put on paper, as far as I know, so far this afternoon.
[00:54:42.592 --> 00:54:43.693]  There's pieces of it out.
[00:54:43.753 --> 00:54:45.734]  It's just that they're not taking it out.
[00:54:45.854 --> 00:54:52.817]  It's a monstrosity, and the only thing to do with that is vote it down, load it up with killer amendments, filibuster it, block it.
[00:54:53.178 --> 00:54:56.759]  There were about a dozen people in the House who came forward.
[00:54:57.180 --> 00:54:59.461]  I saw Kucinich, Kaptur, Itza.
[00:55:00.782 --> 00:55:07.026]  A number of others came forward and said that they were against it, but it was a pretty small group.
[00:55:07.326 --> 00:55:09.427]  But again, what we need to do, we have to be clear.
[00:55:09.487 --> 00:55:10.348]  How do you get out of this?
[00:55:10.568 --> 00:55:11.829]  You wipe out derivatives.
[00:55:11.869 --> 00:55:13.350]  Now, let's take foreclosures.
[00:55:13.370 --> 00:55:14.371]  This is a serious problem.
[00:55:14.631 --> 00:55:16.072]  There are lots and lots of foreclosures.
[00:55:19.933 --> 00:55:24.937]  Imagine the monstrosity of close to a trillion dollars in lending last week to the bankers.
[00:55:25.497 --> 00:55:27.658]  Now they're talking about a five trillion dollar bailout.
[00:55:27.698 --> 00:55:28.599]  That's Bloomberg.
[00:55:29.720 --> 00:55:31.921]  Joseph Stiglitz is saying it's over five trillion.
[00:55:31.961 --> 00:55:33.903]  He calls it a monstrosity.
[00:55:33.943 --> 00:55:34.883]  That's actually a quote.
[00:55:35.043 --> 00:55:36.084]  He calls it monstrous.
[00:55:37.045 --> 00:55:42.088]  And he saw the documents inside what they were planning to do, former head of the World Bank, former chief economist there.
[00:55:43.129 --> 00:55:44.550]  And notice the government
[00:55:45.130 --> 00:55:51.237]  Only 9% in the latest polls are for this, but notice we have both parties together saying we don't care.
[00:55:51.517 --> 00:55:54.100]  The public and the real economy gets nothing.
[00:55:54.341 --> 00:55:56.183]  And I'm against the socialism, but we're going to have it.
[00:55:56.363 --> 00:55:57.704]  For heaven's sakes, have it for the people.
[00:55:58.085 --> 00:55:59.266]  No, we get nothing.
[00:55:59.426 --> 00:56:01.949]  Everything is now transferred to the bankers.
[00:56:02.009 --> 00:56:02.630]  Comment on that.
[00:56:03.320 --> 00:56:07.887]  Well, there's a proposal to put $25 billion into the Detroit automobile industry.
[00:56:08.208 --> 00:56:15.019]  I would support that, even though the goals of the $25 billion for Detroit are wrong.
[00:56:15.079 --> 00:56:15.940]  That's only a loan!
[00:56:15.980 --> 00:56:17.002]  They should just give it to him!
[00:56:17.685 --> 00:56:19.046]  Well, they can lend it to them.
[00:56:19.086 --> 00:56:21.248]  They can do it in any number of ways.
[00:56:21.548 --> 00:56:26.832]  It might be a good idea to nationalize Chrysler and prevent Cerberus Hedge Fund from destroying it.
[00:56:27.973 --> 00:56:31.536]  I think, generally speaking, you've got to channel money into actual production.
[00:56:31.656 --> 00:56:33.898]  Anything that goes for paper is wasted.
[00:56:34.138 --> 00:56:35.099]  Forget about paper.
[00:56:35.419 --> 00:56:37.060]  Forget about the prices of paper.
[00:56:37.441 --> 00:56:39.582]  Think about people and production.
[00:56:39.622 --> 00:56:41.304]  And that, again, gets us to foreclosures.
[00:56:41.844 --> 00:56:47.008]  If you have people getting thrown out of their homes, family farms shutting down, businesses shut down.
[00:56:47.288 --> 00:56:49.330]  Let's suppose you're a truck driver, right?
[00:56:49.370 --> 00:56:52.593]  You own your own rig, and you're out there holding goods on the interstate.
[00:56:52.913 --> 00:56:54.574]  Somebody tries to foreclose on you.
[00:56:54.934 --> 00:56:56.556]  We need federal protection.
[00:56:56.896 --> 00:57:02.260]  And this, of course, is the opposite of where they're going right now, but we've got to mobilize to impose this.
[00:57:02.620 --> 00:57:10.026]  That nobody's thrown out of their home, no family farm is shut down, no rig, no taxi company, no trucking company, no airline.
[00:57:10.146 --> 00:57:13.149]  And by the way, people are going to say, well that's pure socialism.
[00:57:13.189 --> 00:57:16.713]  My point is, you don't just throw trillions... You can call it what you want.
[00:57:16.913 --> 00:57:20.597]  Do you want to maintain human civilization in this crisis?
[00:57:20.617 --> 00:57:32.129]  Well Webster, that's the point I was going to make, is that instead it's just throw trillions into the banker's black hole who engineered all of this, or do we at least say, you know, a moratorium on
[00:57:33.290 --> 00:57:36.313]  I think you basically formulated the alternatives in a pretty good way.
[00:57:36.494 --> 00:57:39.257]  The other thing we have to do is this question of the Federal Reserve.
[00:57:55.976 --> 00:58:00.920]  Now, the Federal Reserve, as everybody knows, is illegal, unconstitutional, criminal, never been audited.
[00:58:01.021 --> 00:58:03.243]  It's a monstrosity in its own right.
[00:58:04.243 --> 00:58:05.004]  What do we do now?
[00:58:05.264 --> 00:58:06.205]  Nationalize it.
[00:58:06.465 --> 00:58:06.906]  Seize it.
[00:58:07.606 --> 00:58:08.007]  Audit it.
[00:58:08.207 --> 00:58:08.848]  Nationalize it.
[00:58:08.868 --> 00:58:10.469]  You can probably send Greenspan to jail.
[00:58:10.489 --> 00:58:10.849]  Stay there.
[00:58:10.889 --> 00:58:11.610]  Gotta break, Webster.
[00:58:11.630 --> 00:58:14.873]  We're gonna come back in for news, finish up with this, and I promise, get into Barack Obama.
[00:58:15.153 --> 00:58:16.374]  You are not gonna believe this.
[00:58:16.434 --> 00:58:18.716]  Criticize Barack Obama, you're gonna be arrested.
[00:58:18.736 --> 00:58:19.177]  Stay with us.
[00:58:19.978 --> 00:58:24.199]  It's no secret that Genesis Communications Network depends on listeners like you.
[00:58:24.320 --> 00:58:27.140]  Now you can do even more to hear Genesis shows in your area.
[00:58:27.220 --> 00:58:31.662]  Simply call your local radio stations and tell them about your favorite GCN programs.
[00:58:31.782 --> 00:58:32.302]  It's easy.
[00:58:32.482 --> 00:58:39.024]  Log on to GCNlive.com or call us toll free 877-807-4048.
[00:58:39.085 --> 00:58:39.765]  Make a difference.
[00:58:39.845 --> 00:58:45.207]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[00:58:45.227 --> 00:58:45.627]  Call today.
[00:58:50.726 --> 00:58:53.207]  Are your Federal Reserve notes looking for a safe haven?
[00:58:53.667 --> 00:58:55.588]  Mine found it in precious metals.
[00:58:56.288 --> 00:58:59.449]  Not paper promises, but actual gold in my possession.
[00:59:00.110 --> 00:59:06.572]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[00:59:07.372 --> 00:59:09.573]  Find your answer at Midas Resources.
[00:59:09.933 --> 00:59:10.373]  That's 1-800-686-2237.
[00:59:10.473 --> 00:59:11.874]  The answer is at 1-800-686-2237.
[00:59:19.884 --> 00:59:20.524]  It's a fact.
[00:59:20.744 --> 00:59:28.228]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[00:59:28.348 --> 00:59:37.212]  With never-ending late fees, over-the-limit fees, and higher and higher interest rates, it has become mathematically impossible to repay all debt, making all of us slaves to our creditors.
[00:59:37.472 --> 00:59:48.017]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecured debts which have been fraudulently created by the banks.
[00:59:48.277 --> 00:59:54.342]  We can terminate your unsecured debt within 18 months with a much lower monthly payment, ending with nothing on your credit report.
[00:59:54.562 --> 00:59:59.586]  Join the thousands of Americans who now breathe with a sigh of relief because they have legally eliminated their debt.
[00:59:59.766 --> 01:00:04.249]  Instead of living each day in fear and frustration, it's time to take action and turn your life around.
[01:00:04.409 --> 01:00:06.231]  Call the Federal Debt Relief System at 877-943-8600.
[01:00:06.271 --> 01:00:06.551]  That's 877-943-8600.
[01:00:06.571 --> 01:00:06.971]  Or visit FDRS.org.
[01:00:07.071 --> 01:00:08.913]  Find out how you can break the cycle of debt slavery.
[01:00:16.138 --> 01:00:19.143]  Visit FDRS.org today.
[01:00:19.163 --> 01:00:22.549]  Enough federal assistance to those affected by Ike.
[01:00:22.870 --> 01:00:24.433]  You have the power.
[01:00:24.453 --> 01:00:26.537]  This is the GCN Radio Network.
[01:00:27.759 --> 01:00:28.400]  Check your watch.
[01:00:28.500 --> 01:00:29.362]  It is 5 o'clock.
[01:00:33.960 --> 01:00:35.561]  Hi, RNUSA Radio News.
[01:00:35.861 --> 01:00:36.702]  I'm Jody Jordan.
[01:00:37.022 --> 01:00:41.544]  A tentative deal has been reached to help the imperiled financial markets on Wall Street.
[01:00:42.104 --> 01:00:43.745]  A House vote could come tomorrow.
[01:00:44.206 --> 01:00:52.750]  The plan calls for the government to receive stock warrants in return for the bailout relief, which gives taxpayers a chance to share in financial companies' future profits.
[01:00:53.411 --> 01:00:59.354]  Senate Majority Leader Harry Reid hints that talks involving Treasury Chief Henry Paulson were a bit testy.
[01:00:59.494 --> 01:01:01.355]  Mr. Secretary, we have
[01:01:02.481 --> 01:01:08.765]  Had a lot of pleasant words and some that haven't always been pleasant, but I really appreciate your hard work.
[01:01:09.025 --> 01:01:16.810]  Despite forcing some changes to the bailout plan, it's unclear how many Republicans in the House are satisfied enough to support it tomorrow.
[01:01:17.290 --> 01:01:25.995]  The House GOP fought for and won a compromise they claim will save taxpayers at least some money, despite the Treasury Department's objection.
[01:01:26.695 --> 01:01:29.097]  This is IRN USA Radio News.
[01:01:30.586 --> 01:01:33.089]  The following from News Broadcast Network.
[01:01:33.270 --> 01:01:41.140]  If you're one of the thousands of people whose mortgage debt was foreclosed or partially forgiven in 2007, you may be entitled to a tax break.
[01:01:41.340 --> 01:01:45.406]  The chair of the American Bar Association Tax Section, Bill Wilkins, explains.
[01:01:45.706 --> 01:01:49.849]  You should have filed an IRS Form 982 with last year's return to get tax relief.
[01:01:49.989 --> 01:01:58.734]  If you've already filed and didn't include that form, send the IRS an amended 2007 income tax return along with a completed Form 982 before October 15th.
[01:01:58.774 --> 01:02:04.318]  For more information about the tax relief, go to www.taxtips4u.org.
[01:02:04.578 --> 01:02:05.479]  I'm John Dridden.
[01:02:06.155 --> 01:02:15.582]  Registered dietitian Mitzi Dilan, nutritionist for the Kansas City Chiefs and Royals, says the workout isn't over until athletes replenish the vitamins and nutrients lost during play.
[01:02:16.002 --> 01:02:25.088]  I recommend reaching for chocolate milk after practice or a big game because it has high-quality protein that helps build lean muscle when combined with exercise.
[01:02:25.128 --> 01:02:28.190]  To learn more, log on to BodyByMilk.com.
[01:02:28.570 --> 01:02:29.331]  I'm Lee Shepherd.
[01:02:31.155 --> 01:02:34.178]  Barack Obama and Joe Biden will be back in Michigan today.
[01:02:34.198 --> 01:02:38.301]  A recent poll suggests Obama has a commanding lead in the state.
[01:02:38.941 --> 01:02:43.285]  Obama is saying some of his campaign ads haven't always been accurate.
[01:02:43.485 --> 01:02:52.092]  And there have been two or three times where we slipped beneath my standard, you know, where it was kind of a stretch.
[01:02:52.854 --> 01:02:55.516]  And so when that happens, I tell my team, pull it down.
[01:02:55.656 --> 01:03:00.099]  John McCain is joining ABC News for a town hall meeting in Columbus, Ohio.
[01:03:00.480 --> 01:03:02.341]  Sarah Palin has nothing scheduled.
[01:03:03.161 --> 01:03:07.985]  And Hurricane Kyle is streaming north on a course that'll take it to the coast of Maine as soon as tonight.
[01:03:08.685 --> 01:03:11.307]  Stacey Stewart is with the National Hurricane Center.
[01:03:11.407 --> 01:03:19.493]  The New England states will be getting some of the rain associated with Kyle, but they likely won't receive any of the really significant winds, most of the wind.
[01:03:20.177 --> 01:03:24.962]  Strong winds will remain on the east side of Kyle and that will primarily affect the Canadian provinces.
[01:03:25.103 --> 01:03:28.526]  For more news and analysis, log on to IRNnews.com
[01:03:30.640 --> 01:03:32.361]  Why do I take non-drowsy Claritin?
[01:03:32.541 --> 01:03:34.242]  I love watching my son play soccer.
[01:03:34.322 --> 01:03:37.804]  But when allergies hit, I sneeze and my eyes get itchy and watery.
[01:03:37.904 --> 01:03:40.626]  Claritin relieves all my worst symptoms without drowsiness.
[01:03:40.786 --> 01:03:43.027]  So when he scores a goal, I know I won't miss it.
[01:03:43.167 --> 01:03:47.870]  And only non-drowsy Claritin is clinically proven to make me as alert and focused as someone without allergies.
[01:03:48.110 --> 01:03:50.311]  Get Claritin Clear with non-drowsy Claritin.
[01:03:50.391 --> 01:03:53.653]  Powerful relief from all your worst allergy symptoms without drowsiness.
[01:03:53.853 --> 01:03:54.393]  Stay alert.
[01:03:54.513 --> 01:03:55.354]  Stay focused.
[01:03:55.414 --> 01:03:56.514]  Live Claritin Clear.
[01:03:56.714 --> 01:03:57.555]  Indoors and out.
[01:03:57.655 --> 01:03:58.215]  Use as directed.
[01:03:58.295 --> 01:03:59.416]  Only brand clinically tested.
[01:04:02.899 --> 01:04:04.020]  Thank you!
[01:04:06.542 --> 01:04:15.929]  People in Mission Control clap as China's Shenzhou 7 spacecraft arrives back on Earth following its successful attempt at the country's first ever spacewalk.
[01:04:16.590 --> 01:04:20.773]  The Chinese space program's next major goal is to assemble a space station.
[01:04:21.693 --> 01:04:22.313]  The U.S.
[01:04:22.393 --> 01:04:26.054]  has supplied Israel with a radar to pick up Iranian missiles.
[01:04:26.575 --> 01:04:27.395]  Here's Mark Levy.
[01:04:27.675 --> 01:04:29.456]  It's a concrete sign that the U.S.
[01:04:29.496 --> 01:04:32.076]  takes the Iranian threat against Israel seriously.
[01:04:32.477 --> 01:04:36.498]  The sophisticated radar arrived in Israel in American military transport planes.
[01:04:36.918 --> 01:04:38.620]  Israel Radio says the U.S.
[01:04:38.660 --> 01:04:40.622]  also sent specialists to operate it.
[01:04:40.963 --> 01:04:44.526]  The radar expands Israel's warning time of an Iranian missile strike.
[01:04:44.867 --> 01:04:48.791]  It can pick up a missile more than a thousand miles away with the help of satellites.
[01:04:49.171 --> 01:04:54.277]  That would give more time to aim arrow anti-missiles at it and for Israelis at home to take cover.
[01:04:54.921 --> 01:04:56.022]  Mark Levy, Tel Aviv.
[01:04:56.202 --> 01:05:03.585]  And authorities say a medevac helicopter taking accident victims to a trauma center crashed in suburban Washington, D.C.
[01:05:03.685 --> 01:05:07.046]  early today, killing four of the five people aboard.
[01:05:07.646 --> 01:05:09.527]  Weather may have been a factor in the crash.
[01:05:09.927 --> 01:05:11.188]  Here's David Iannone.
[01:05:11.368 --> 01:05:25.798]  Shortly before the crash, Prince George's County fire officials had been requested to send two ambulances to the hangar where the medevac is housed at Andrews Air Force Base to complete the transport because the helicopter is not going to be able to complete the transport due to heavy rain and fog.
[01:05:25.998 --> 01:05:29.321]  I'm Jody Jordan and that's news from the Information Radio Network.
[01:05:30.453 --> 01:05:33.914]  Attention, this is an extremely urgent self-reliant news bulletin.
[01:05:34.274 --> 01:05:40.716]  If you have ever wanted to produce your own cheaper-than-dirt survival food, this is going to be the most important message you will ever hear.
[01:05:41.236 --> 01:05:42.117]  Here is why.
[01:05:42.837 --> 01:05:52.760]  This network has just learned of a new video course that reveals the secrets of how to safely prepare and store all types of survival foods in an event of social unrest and food shortages here in the U.S.
[01:05:53.280 --> 01:05:55.642]  Grain shortages and hunger are spreading across the globe.
[01:05:56.023 --> 01:05:58.104]  Will troops guard the food supplies in the U.S.
[01:05:58.144 --> 01:05:58.625]  this fall?
[01:05:59.105 --> 01:05:59.646]  Don't wait.
[01:06:00.026 --> 01:06:03.689]  Learn the food shortage skills that can keep you and your family alive in a crisis.
[01:06:03.989 --> 01:06:06.772]  Get the details at FoodShortageUSA.com.
[01:06:07.312 --> 01:06:09.474]  That's FoodShortageUSA.com.
[01:06:10.035 --> 01:06:11.636]  Or you can call toll-free 877-327-0365.
[01:06:11.796 --> 01:06:13.097]  Don't wait for empty shelves.
[01:06:16.540 --> 01:06:19.822]  Go to FoodShortageUSA.com while you still have time.
[01:06:20.383 --> 01:06:24.746]  www.FoodShortageUSA.com or toll free at 877-327-0365.
[01:06:24.766 --> 01:06:25.126]  Act now.
[01:06:25.246 --> 01:06:35.793]  Prepare yourself for a talk radio experience like no other.
[01:06:35.853 --> 01:06:37.094]  He stands for truth.
[01:06:46.496 --> 01:06:48.357]  He stands for justice.
[01:06:49.737 --> 01:06:52.078]  He stands for what's right.
[01:06:52.158 --> 01:06:54.900]  This is the Alex Jones Show.
[01:06:55.460 --> 01:06:58.441]  Call Alex now, toll free at 877-590-5525.
[01:06:58.541 --> 01:07:02.783]  Now live from Austin, Texas, here's Alex Jones.
[01:07:03.803 --> 01:07:14.188]  You know, a lot of times, I didn't try to cover too much.
[01:07:16.300 --> 01:07:18.382]  I mean, just every facet of what's happening.
[01:07:18.422 --> 01:07:32.915]  The fact that private banks took the country over, took the real economy that leveraged it thousands of times, bought up the world's infrastructure, and are now leaving us holding the bag, and there's no way to even pay it all off or fix it.
[01:07:33.976 --> 01:07:38.020]  All we can do is arrest them, basically, prosecute them for the crimes they've committed.
[01:07:38.080 --> 01:07:40.342]  Ron Paul says, Bernanke and, uh,
[01:07:41.974 --> 01:07:44.436]  Greenspan should be arrested, Paulson should be arrested.
[01:07:44.936 --> 01:07:48.779]  The audio from the radio interview Thursday is up on InfoWars.com.
[01:07:49.599 --> 01:07:54.342]  A lot of other economists, Ron Paul is an economist as well as a medical doctor, are saying arrest them.
[01:07:54.382 --> 01:07:57.324]  This is criminal what has been done.
[01:07:57.344 --> 01:08:00.186]  I mean it is just amazing what's been done.
[01:08:00.727 --> 01:08:10.073]  And so all we can do is say this debt is an ode, basically arrest these people, nationalize it, as Webster Tarpley was saying, and then try to have a crash landing.
[01:08:10.718 --> 01:08:17.883]  Instead, we're at 747 going straight down, and they've got the engines floored, and they're giggling and smirking as it happens.
[01:08:17.903 --> 01:08:19.444]  Now, I want to get into Barack Obama.
[01:08:19.924 --> 01:08:22.226]  This is one of the strangest things I've ever seen.
[01:08:23.687 --> 01:08:27.489]  And I want to introduce that before Webster and I get into it.
[01:08:27.750 --> 01:08:32.453]  So finish up briefly, Webster, because I'm going to spend the rest of the hour on this, on Obama.
[01:08:34.028 --> 01:08:38.150]  Finish up with the economic outlook, because we know they're not going to do the right thing.
[01:08:38.410 --> 01:08:43.852]  We know the people can try to put pressure on them, but literally, they're going to use the police state to do the criminal thing.
[01:08:44.432 --> 01:08:47.233]  That's what the police state is there for, is to guard them in their crimes.
[01:08:47.893 --> 01:08:52.795]  So, I guess my last question on the economics is, you left off of nationalizing the Federal Reserve.
[01:08:53.215 --> 01:08:54.436]  People are like, well it is national.
[01:08:54.636 --> 01:08:58.157]  No, it's private folks like Federal Express or Federal Plumbing.
[01:08:59.938 --> 01:09:03.380]  But instead, let's talk about what they're really going to do.
[01:09:03.740 --> 01:09:08.523]  We know what they should do, and I agree with you, but instead, they're not going to do that.
[01:09:09.484 --> 01:09:12.586]  Well, I think it's important for a mass movement to emerge around this.
[01:09:12.646 --> 01:09:18.629]  In other words, we could have a party realignment if some prominent politician would come forward and say no to the bailout.
[01:09:19.590 --> 01:09:24.113]  For a couple of days, it looked like McCain might even do that, but he's gone in the other direction.
[01:09:24.473 --> 01:09:27.595]  McCain has probably thrown away the presidency and just about guaranteed
[01:09:28.155 --> 01:09:30.256]  Okay, but I mean, I want your analysis.
[01:09:30.276 --> 01:09:31.697]  I mean, I really, you know...
[01:09:49.753 --> 01:09:52.456]  I want to know your take on where this is going.
[01:09:52.696 --> 01:09:55.480]  Well, the main thing is that we have to seize the initiative.
[01:09:55.520 --> 01:10:01.787]  The mass movement, the popular mobilization, has got to seize the initiative around things like wipe out the rivets.
[01:10:01.807 --> 01:10:04.810]  But it's football season, man, so what if the future's gone?
[01:10:05.331 --> 01:10:06.853]  There's some thumbsucking to do.
[01:10:07.133 --> 01:10:10.437]  Stop all foreclosures and nationalize the Federal Reserve.
[01:10:11.117 --> 01:10:27.545]  You have a situation now where the Federal Reserve lends money to JPMorgan Chase at 2%, JPMorgan Chase turns and lends that back to the Treasury at 4.5 or 5%, so they're getting 3%, and it's often been more, for doing absolutely nothing.
[01:10:27.865 --> 01:10:33.128]  We need to basically end that kind of a situation by asserting government control over
[01:10:33.228 --> 01:10:36.050]  And then we can remonetize it and actually have the money be worth more.
[01:10:36.130 --> 01:10:36.671]  I agree.
[01:10:37.091 --> 01:10:38.872]  In fact, I was just looking at C-SPAN right now.
[01:10:38.892 --> 01:10:47.839]  They've got a McClatchy newspaper guy up there, Kevin Hall, and on screen they show the New York Times with a front page, I believe, of the business section saying, Wall Street, rest in peace.
[01:10:48.300 --> 01:10:51.142]  So, I mean, they're now admitting there's no way to turn this around.
[01:10:51.782 --> 01:11:04.800]  Well, what's going to happen now, I would say, is with the 700 billion and these other subsidiary bailouts that you've got, and the British government is buying the derivatives book of this place, Bradford and Bingley, for about 80 billion dollars, 41 billion pounds.
[01:11:07.344 --> 01:11:12.330]  With this, they might be able to get into December, maybe even into January.
[01:11:12.391 --> 01:11:12.811]  I don't know.
[01:11:12.851 --> 01:11:16.656]  There'll be a certain pause for the presidential election.
[01:11:17.057 --> 01:11:18.539]  There'll be a pause for Christmas.
[01:11:18.579 --> 01:11:22.044]  But I would say right after that, right in the beginning of January, at the latest.
[01:11:22.524 --> 01:11:24.405]  You're going to get into another unraveling.
[01:11:24.465 --> 01:11:28.546]  In other words, another phase of the panic, another wave of panic will emerge.
[01:11:28.906 --> 01:11:34.228]  And then they're going to come forward and demand a trillion more, or two trillion more, or whatever it is.
[01:11:34.268 --> 01:11:38.190]  So the important thing is to build a movement around these ideas.
[01:11:38.330 --> 01:11:39.970]  And let's be clear, they are cannibal.
[01:11:40.010 --> 01:11:44.572]  And while I agree, as things get worse, I've never seen people as angry as they now are, Webster.
[01:11:45.132 --> 01:12:03.503]  about this people are really seeing through it nine percent support this in major polls multiple polls show that same number but the establishment both parties are showing us who they are and so as this gets worse know the blame the international oligarchs the anglo-american establishment and then out of that somehow bring them to justice now
[01:12:04.604 --> 01:12:08.687]  We're going to go to break it a little bit, but I want to first toot your horn here because I have to say something.
[01:12:09.068 --> 01:12:10.389]  I really respect you, Webster.
[01:12:10.709 --> 01:12:12.030]  I've read many of your books.
[01:12:12.591 --> 01:12:16.774]  Your unauthorized biography of George Bush Sr., the book on Obama.
[01:12:16.794 --> 01:12:18.075]  You've got a new book out on Obama.
