[00:00:00.009 --> 00:00:08.460]  Typically last ten.
[00:54:19.059 --> 00:54:25.964]  They get off on the fact that the public go along with everything that they want us to go along with.
[00:54:26.304 --> 00:54:32.328]  We must acquiesce to every part of their plan, and we do it by silence and acceptance.
[00:54:32.768 --> 00:54:35.310]  And they laugh at us for doing so, as dumb animals.
[00:54:35.610 --> 00:54:36.871]  I know, and I just can't stand it.
[00:54:38.052 --> 00:54:39.353]  God, I can't stand it, Alan.
[00:54:39.393 --> 00:54:42.675]  I mean, I know you say it's casualties of war, gotta move on, but
[00:54:44.528 --> 00:54:53.012]  I can't believe a bunch of spindly-necked, pot-bellied pedophiles who love dead bodies and love torture and black uniforms run the planet.
[00:54:53.673 --> 00:54:53.813]  Yes.
[00:54:54.173 --> 00:54:57.775]  I mean, I just can't believe what humanity could do if they weren't holding us back.
[00:54:59.096 --> 00:54:59.836]  That's just it.
[00:55:00.196 --> 00:55:09.641]  And even some of those involved, like Lenin, who was well-trained by the big bankers to do his role, who said communism is the new, it won't last 70 years, and he was right on.
[00:55:10.640 --> 00:55:10.940]  I don't know.
[00:55:27.865 --> 00:55:29.366]  Look at the industry of man.
[00:55:29.946 --> 00:55:37.048]  Look at all the waste of tax money and all their big projects which enslave us through technology and research and development.
[00:55:37.428 --> 00:55:47.792]  If that had gone to all the right causes, we truly could have one incredible world here and we wouldn't have all the ills that we have today caused by these psychopaths who run us today.
[00:55:48.112 --> 00:55:49.913]  And they always drill into us.
[00:55:50.714 --> 00:55:51.514]  It's evolution.
[00:55:51.554 --> 00:55:52.135]  It's set.
[00:55:52.195 --> 00:55:53.216]  You don't have free will.
[00:55:53.496 --> 00:55:58.279]  No, it's because they know you have free will and they don't want you taking hold of real human destiny.
[00:55:58.680 --> 00:56:00.161]  We're going to keep talking right now.
[00:56:01.141 --> 00:56:02.122]  Allen, four minutes.
[00:56:02.522 --> 00:56:03.863]  You've got the floor to talk about whatever you want.
[00:56:03.883 --> 00:56:05.184]  We're going to come back and take calls.
[00:56:06.065 --> 00:56:13.450]  Well, you know, if you ever study pedophilia, pedophiles, for instance, are again, sadomasochists, but generally sadists.
[00:56:15.547 --> 00:56:20.529]  When they're questioned, when they're caught, they will often say that the child wanted this to happen.
[00:56:20.569 --> 00:56:24.631]  No matter how grotesque the actions were, they'll blame the victim.
[00:56:25.352 --> 00:56:28.293]  And that's standard what the abuser does to the victim.
[00:56:28.333 --> 00:56:32.775]  They blame the victim for what happened, including themselves getting caught.
[00:56:34.165 --> 00:56:35.546]  And they'll hate the victim for that.
[00:56:35.927 --> 00:56:38.729]  Now, they've created a system of abuse in the world.
[00:56:38.849 --> 00:56:39.990]  It's an abusive system.
[00:56:40.531 --> 00:56:43.673]  And the public are trained to go back to the abuser for help.
[00:56:44.194 --> 00:56:48.778]  When the problems brought on by the abuser affect them, that's how the system is.
[00:56:49.278 --> 00:56:52.641]  The public are trained to cry, you must help us do something.
[00:56:53.002 --> 00:56:58.887]  And the abuser smiles and grins and says, well, okay, we'll see what we can do, but it's going to cost you.
[00:56:59.833 --> 00:57:01.093]  And we better get that through our heads.
[00:57:01.553 --> 00:57:04.974]  Stop going back to the abuser because they will not fix your problems.
[00:57:04.994 --> 00:57:06.534]  They've caused your problems.
[00:57:06.995 --> 00:57:10.275]  And we're simply doing exactly as they predicted we would do.
[00:57:10.295 --> 00:57:19.897]  I've got to understand the behavior patterns here in the mind of the pseudo masochist psychopath who runs the planet.
[00:57:21.678 --> 00:57:22.218]  Or we're doomed.
[00:57:23.266 --> 00:57:25.607]  Acquiescence to everything is the plan.
[00:57:25.667 --> 00:57:27.427]  We acquiesce to all their demands.
[00:57:27.507 --> 00:57:29.888]  Look what's happening in airports and everywhere else in the world.
[00:57:30.829 --> 00:57:33.569]  We're watching the total destruction of freedom.
[00:57:34.790 --> 00:57:44.173]  All the rights that were fought for over many, many centuries have been taken away over the last few years under this absolute absurd notion of terrorism.
[00:57:44.953 --> 00:57:50.355]  And terrorism had nothing to do with it until you realized, to the elite, we are all the terrorists, you see.
[00:57:51.090 --> 00:57:55.477]  Any individual with a thinking mind who understands what's going on is a terrorist.
[00:57:56.179 --> 00:58:01.708]  Any person who says, I'm not going along with this agenda of genocide is a terrorist.
[00:58:02.307 --> 00:58:03.207]  We're all terrorists.
[00:58:03.588 --> 00:58:08.950]  If you want to get married and have children and pick your own mates, you are a terrorist.
[00:58:09.010 --> 00:58:11.071]  That's not to be allowed in the near future.
[00:58:11.091 --> 00:58:18.015]  The young children at school are being taught right now to even volunteer themselves for sterility to save the world.
[00:58:18.455 --> 00:58:20.696]  And there's even some come forward to do that.
[00:58:20.776 --> 00:58:22.217]  I said that would happen 16, 17 years ago.
[00:58:22.297 --> 00:58:22.717]  It's happening.
[00:58:25.040 --> 00:58:30.101]  When you read their agenda, which they publish copiously, you know what they're going to do next.
[00:58:30.781 --> 00:58:31.642]  It's quite simple.
[00:58:32.342 --> 00:58:42.584]  But you've got to get off that mainstream television, away from the talking professional liars that are well-paid to lie to you, and start thinking for yourself, and talking to each other.
[00:58:43.044 --> 00:58:51.186]  When television first came in, it didn't just separate people from talking within the community, it stopped everyone in the household from talking to each
[00:58:51.486 --> 00:58:52.627]  Well, look where you set it.
[00:58:52.647 --> 00:58:54.068]  You set it at the center of the living room.
[00:58:54.268 --> 00:58:55.550]  Everybody's focused on it.
[00:58:55.950 --> 00:58:57.551]  It becomes the center of daily life.
[00:58:58.652 --> 00:58:59.172]  Absolutely.
[00:58:59.713 --> 00:59:03.536]  And it destroyed... You know, in Britain, there was a campaign.
[00:59:03.616 --> 00:59:06.839]  In Britain, most of the bars there were run by two or three big chains.
[00:59:08.080 --> 00:59:09.761]  And people used to go into the bar.
[00:59:09.801 --> 00:59:12.123]  That was a community place where everyone talked.
[00:59:13.311 --> 00:59:14.752]  Now you go in a bar and they all want to watch TV.
[00:59:43.351 --> 00:59:47.674]  This is the massive social engineering, and we have to get people to break out of it.
[00:59:47.715 --> 00:59:58.823]  You start by not watching the mainstream television, by cutting it down to almost nothing, not letting your children watch it, by not eating GMO food, by not having cell phones, by getting your children out of public schools.
[00:59:59.183 --> 01:00:00.084]  We're coming back live.
[01:00:05.028 --> 01:00:09.471]  Alright, David, David, Alan, Bill, and many others, we're going to go to your phone calls right now.
[01:00:13.433 --> 01:00:15.794]  David in Canada, you're on the air worldwide.
[01:00:17.834 --> 01:00:18.235]  How you doing?
[01:00:18.475 --> 01:00:18.735]  Good.
[01:00:19.075 --> 01:00:19.375]  Hello?
[01:00:19.655 --> 01:00:19.935]  Yes, sir.
[01:00:20.895 --> 01:00:23.476]  Yeah, it sounded like my phone was about to be clipped there.
[01:00:23.496 --> 01:00:34.019]  I spoke to you on May 19th and you wanted me to send you some additional information about me fighting the power structure and how I was held in custody for eight years on fabricated charges.
[01:00:34.720 --> 01:00:37.881]  You call a lot of shows, yeah, and talk about how you're locked up somewhere.
[01:00:37.901 --> 01:00:38.801]  How can we help you?
[01:00:39.574 --> 01:00:48.199]  Yeah, well, what I want to do is tell you that when people try to fight the system, um, that they basically turn into boat rockers and they get thrown overboard.
[01:00:48.739 --> 01:00:56.903]  I've had numerous people that try to come forward to help me that have had, uh, calamities in their own lives and, you know, family members die and things like that.
[01:00:56.983 --> 01:01:01.245]  So, what happens is people turn into what I call sand heads.
[01:01:01.305 --> 01:01:07.849]  They tend to bury their heads deeper into the sand because they're too afraid of what's going on and they figure they can't do anything about it.
[01:01:08.689 --> 01:01:16.635]  And you virtually can't do anything about it because they have so much power that they use shows like this to find out who the dissidents are.
[01:01:16.795 --> 01:01:19.317]  So we might as well give up and not even do radio shows.
[01:01:19.397 --> 01:01:21.099]  Look, I appreciate your call, sir.
[01:01:21.159 --> 01:01:25.622]  You call every show continually and then you always bad-mouth the shows.
[01:01:25.702 --> 01:01:28.104]  I don't know what you want or what you're talking about.
[01:01:28.565 --> 01:01:30.066]  I'm giving you things to do.
[01:01:30.566 --> 01:01:31.907]  Stop eating GMO food.
[01:01:31.967 --> 01:01:33.188]  Stop using cell phones.
[01:01:33.228 --> 01:01:34.408]  Get out of public schools.
[01:01:34.808 --> 01:01:35.969]  Stop watching TV.
[01:01:36.309 --> 01:01:37.470]  Get to know your neighbors.
[01:01:38.430 --> 01:01:39.471]  Find out what's happening.
[01:01:39.511 --> 01:01:42.473]  I mean, we're here trying to talk about solutions.
[01:01:42.593 --> 01:01:51.158]  And since we're one of the only places where people can have a say, then we get attacked because people are just clawing at each other like trying to save a drowning man.
[01:01:51.238 --> 01:01:51.738]  Alan Watt?
[01:01:52.819 --> 01:01:53.739]  Yeah, there's no doubt.
[01:01:53.919 --> 01:01:58.682]  I mean, when you cannot voice what's happening, it truly would be game over.
[01:01:59.591 --> 01:02:04.314]  And we have to see what's happening and warn what can happen if the people don't stop now.
[01:02:05.134 --> 01:02:08.776]  We know that every device they give us in technology is to serve them.
[01:02:10.157 --> 01:02:11.197]  That's a given.
[01:02:11.978 --> 01:02:25.165]  Years after they gave us one, even a cell phone, then they tell you, we've been tracking you from the beginning and finding out who all your friends are to get your modes of behavior and to see if their modes of behavior coincide with yours, etc., etc.
[01:02:25.205 --> 01:02:27.186]  It's all studies, studies, studies, and data.
[01:02:27.958 --> 01:02:29.639]  But we know that they're getting smaller and smaller.
[01:02:29.679 --> 01:02:34.621]  These units can do more and more and eventually be so small that they'll be dysfunctional.
[01:02:34.981 --> 01:02:39.143]  And the children will then be presented with the chip, the interfacing chip.
[01:02:39.483 --> 01:02:40.984]  That's where it's supposed to go to.
[01:02:41.004 --> 01:02:44.686]  And I think now parents got to start with their children and start telling them.
[01:02:45.385 --> 01:02:47.007]  Look, this is fascinating you.
[01:02:47.027 --> 01:02:48.848]  It's designed to fascinate you.
[01:02:49.068 --> 01:02:56.475]  You've got to draw the line now and they're already like in Time magazine for kids and two different issues saying your parents said this aren't cool.
[01:02:56.876 --> 01:02:58.457]  They don't want you to have the chip.
[01:02:58.477 --> 01:02:59.518]  Rebel and get it.
[01:02:59.838 --> 01:03:05.223]  You've got to explain to your children they're taking their natural rebellion and trying to turn that against the family.
[01:03:05.483 --> 01:03:06.685]  You've got to early on
[01:03:07.285 --> 01:03:09.746]  That's right, and some countries have admitted that already.
[01:03:27.759 --> 01:03:30.040]  Italy, for one, has banned homeschooling.
[01:03:30.100 --> 01:03:35.523]  Well, not homeschooling, they've actually wanted all children... Well, California's announcing it, but people aren't just going along with it.
[01:03:36.023 --> 01:03:43.306]  Yeah, and Hillary Clinton said that if she got in, she'd also ban all homeschooling, because they must have everyone, and I've said this, in the system.
[01:03:43.426 --> 01:03:44.287]  The one system.
[01:03:44.947 --> 01:03:45.268]  David in Texas.
[01:03:45.288 --> 01:03:45.488]  Go ahead.
[01:03:45.568 --> 01:03:45.728]  David.
[01:03:59.804 --> 01:04:01.384]  David in Texas here on the air with Alan Wong.
[01:04:01.404 --> 01:04:01.685]  Go ahead.
[01:04:01.965 --> 01:04:03.405]  Yeah guys, great show today.
[01:04:03.745 --> 01:04:04.325]  Pretty intense.
[01:04:04.785 --> 01:04:06.086]  Two questions, make them quick.
[01:04:06.186 --> 01:04:11.147]  The first question, y'all brought up the soy milk and that it might not necessarily be good for you, lower sperm count.
[01:04:11.727 --> 01:04:13.908]  Is that true even with the organic soy milk?
[01:04:13.928 --> 01:04:14.068]  Yes.
[01:04:14.128 --> 01:04:17.109]  I quit drinking regular milk because it had all the hormones and crap in it.
[01:04:17.169 --> 01:04:20.030]  But now I'm hearing, you know, that the soy milk isn't good for me.
[01:04:21.651 --> 01:04:25.474]  Any staple they push is going to be bad in some way to hurt you.
[01:04:25.514 --> 01:04:26.655]  This is total war.
[01:04:27.236 --> 01:04:34.202]  Understand, what they do is they are, with all your major soy milks, they are crushing it up and reducing it down with the cores.
[01:04:34.242 --> 01:04:43.991]  Now even the meat of the soybean, even the flesh of the soybean, the supposed good part, has high levels of estrogen mimicking plant sterols.
[01:04:44.571 --> 01:04:47.974]  But the core is almost pure estrogen.
[01:04:48.314 --> 01:04:52.258]  And so it hyper-feminizes the girls and feminizes the boys.
[01:04:52.358 --> 01:04:52.898]  Alan Watt.
[01:04:53.839 --> 01:04:55.781]  Yeah, and that was known from the beginning.
[01:04:55.821 --> 01:04:57.762]  These guys don't make mistakes.
[01:04:57.782 --> 01:05:00.165]  Henry Ford developed it all 87 years ago.
[01:05:00.225 --> 01:05:03.768]  It was almost 90 years ago.
[01:05:05.949 --> 01:05:10.253]  You find that Charles Galton Darwin wrote the book The Next Million Years in the 1950s.
[01:05:10.393 --> 01:05:11.194]  He was a physicist.
[01:05:13.175 --> 01:05:14.956]  And he was the grandson of Charles Darwin.
[01:05:15.616 --> 01:05:18.197]  And he was a eugenicist, and all for this agenda.
[01:05:18.217 --> 01:05:27.261]  But he put it in his book that they'd have to alter the hormonal levels of male and female, and if possible, get estrogen, high doses of estrogen, into the males.
[01:05:27.701 --> 01:05:29.782]  And he suggested a whole bunch of ways to do it.
[01:05:29.802 --> 01:05:39.986]  Yeah, there are thousands of types of plastics they could make, but they choose, for almost all plastic drinking containers, the type that leaches estrogen-mimicking chemicals.
[01:05:40.746 --> 01:05:46.231]  See, they chose that exact chemist calculation to hit you and hit you hard.
[01:05:46.752 --> 01:05:49.194]  Stay there, we're going to talk behind the scenes right now with Alan Watt.
[01:05:50.811 --> 01:05:58.214]  Alan, you have the total floor for three minutes, and we're going to come back and plug your books and videos and things and keep taking calls, but right now, you've got three minutes.
[01:05:59.015 --> 01:06:08.519]  Yeah, another thing to watch, too, is they put the same coating of this bisphenol even within beer cans now, and lots of canned vegetables, etc.
[01:06:08.899 --> 01:06:14.842]  Now, tin cans were fine all the way up until fairly recently until they put this stuff in, so why is it in there?
[01:06:14.982 --> 01:06:18.924]  It's to heighten the dose of bisphenol, or this artificial estrogen.
[01:06:19.424 --> 01:06:24.847]  And then you find out when they did the big baby campaign to stop mothers from using breast milk, etc.
[01:06:25.607 --> 01:06:33.591]  Then you found out that the actual rubber heat they had on the bottles was also made of the same stuff that gave them high doses of estrogen.
[01:06:33.991 --> 01:06:37.673]  And from then on, we've seen all the problems with males down through the generations.
[01:06:38.133 --> 01:06:41.234]  They also had the big companies that made baby food.
[01:06:41.334 --> 01:06:44.656]  Moms were convinced that ordinary food wasn't good enough anymore.
[01:06:44.736 --> 01:06:46.517]  Scientifically designed food was better.
[01:06:47.337 --> 01:06:48.878]  Then, they were doing the same thing.
[01:06:48.898 --> 01:06:59.242]  The big companies now have admitted that the chemical they used to supposedly sterilize those baby jars before putting in the food, it just happened to be a synthetic estrogen that they happened to use.
[01:06:59.262 --> 01:07:00.543]  And they just found that out now.
[01:07:01.043 --> 01:07:02.564]  So, come on, come on, come on.
[01:07:02.644 --> 01:07:03.724]  When do we wake up?
[01:07:04.384 --> 01:07:07.165]  And how long are we going to act stupid here?
[01:07:07.686 --> 01:07:10.007]  This was a planned war, which they published.
[01:07:10.027 --> 01:07:10.647]  They've done.
[01:07:11.523 --> 01:07:14.404]  And we still don't want to believe it is so horrific.
[01:07:14.924 --> 01:07:20.646]  Until we get past that stage and believe, yeah, this is truly a horror show, we don't stand a chance.
[01:07:21.186 --> 01:07:24.267]  And these guys have got to pay for this one day.
[01:07:24.287 --> 01:07:25.547]  They've got to pay for this.
[01:07:26.007 --> 01:07:27.268]  We can't let it go on.
[01:07:27.548 --> 01:07:29.929]  We can't let them go unpunished.
[01:07:29.949 --> 01:07:30.889]  It's got to be done.
[01:07:31.269 --> 01:07:32.249]  And they know this too.
[01:07:32.349 --> 01:07:34.390]  They know that when people start
[01:07:35.317 --> 01:07:38.779]  Uh, getting the education and coming back at them.
[01:07:39.119 --> 01:07:40.560]  These guys will be running for their lives.
[01:07:40.700 --> 01:07:41.180]  They know that.
[01:07:41.761 --> 01:07:42.381]  What else can they do?
[01:07:42.481 --> 01:07:45.463]  They either kill us all off or have us hunt them.
[01:07:45.683 --> 01:07:46.183]  They know this.
[01:07:46.443 --> 01:07:47.063]  This is war.
[01:07:48.104 --> 01:07:48.985]  They're well aware of it.
[01:07:49.405 --> 01:07:50.705]  And these guys mean business.
[01:07:50.926 --> 01:07:52.466]  We better start meaning business, too.
[01:07:53.127 --> 01:07:56.669]  Or it's game over for all of us and all the children who could come.
[01:07:57.589 --> 01:07:58.310]  All of the children.
[01:07:59.110 --> 01:08:00.631]  That's the bottom line with the whole thing.
[01:08:00.651 --> 01:08:04.393]  Because, you know, the society has been so broken
[01:08:05.371 --> 01:08:18.420]  That the continuity of generations, which was so important to every people in the planet, a natural thing that gave you a form of security and peace of mind as you went through your life, that the cycles would continue, that has been broken.
[01:08:20.161 --> 01:08:29.008]  Natural affection has been almost destroyed, again, because of this war on the people, the war between the genders, etc.
[01:08:29.028 --> 01:08:30.969]  There's also a war between the generations.
[01:08:32.014 --> 01:08:33.976]  You read all of the communist literature.
[01:08:34.296 --> 01:08:38.679]  They said they'd have to destroy the connection and the bonds between all generations.
[01:08:39.220 --> 01:08:42.502]  Then they, from the top, could control each generation.
[01:08:42.823 --> 01:08:43.583]  That has been done.
[01:08:43.944 --> 01:08:45.445]  That goes as far back as 1934.
[01:08:46.786 --> 01:08:49.228]  Comintern meeting that Beria presided over.
[01:08:50.006 --> 01:08:58.593]  He said it used to take 70 years before we could make major changes within the structure of society on a cultural basis.
[01:08:58.833 --> 01:09:03.076]  Now he said we can do it every five years and eventually it'll be done every year.
[01:09:03.096 --> 01:09:05.998]  Alright, we're going to go back on the main transmission now.
[01:09:06.018 --> 01:09:06.319]  Here we go.
[01:09:14.085 --> 01:09:43.560]  Into this house we're born Into this world we're thrown Like a dog without a bone And actor out of loan Writer's on the storm There's a killer on the road His brain is squirming like a toad Take a long holiday
[01:09:47.222 --> 01:10:12.726]  Let your children play Give this man a ride Give this man a ride Sweet mamma, he will die Killer on the road Killer on the road His brain is swirming like a toad Give this man a ride And we will die We gave them more than a ride, they run it all
[01:10:16.395 --> 01:10:23.859]  More of your phone calls here in just a moment.
[01:10:23.939 --> 01:10:30.481]  I want to encourage all of the listeners to realize that we face a serious battle, but we're gaining a lot of ground.
[01:10:32.782 --> 01:10:34.303]  And the info war is the key.
[01:10:36.284 --> 01:10:43.047]  You can talk yourself blue in your face to your neighbors, co-workers, friends, family, strangers, and that has some effect, but videos are the key.
[01:10:46.829 --> 01:10:51.451]  And all you gotta do is direct people to sources of information that can break the matrix for them.
[01:10:51.731 --> 01:10:56.594]  And then once they finally see behind it, it's fire and forget.
[01:10:57.114 --> 01:11:00.316]  Once you get somebody to, whoa, I just saw the matrix, whoa!
[01:11:01.576 --> 01:11:04.198]  Then, they have unlocked their mind on their own.
[01:11:05.438 --> 01:11:12.825]  They can begin to see what's happening and that's where my films like Truth Rising that everybody needs on DVD available at InfoWars.com.
[01:11:13.766 --> 01:11:14.727]  That's where it's all available.
[01:11:14.747 --> 01:11:15.648]  Get it on DVD.
[01:11:15.708 --> 01:11:16.588]  Make copies of it.
[01:11:17.089 --> 01:11:17.950]  You know, low-tech it.
[01:11:17.970 --> 01:11:18.971]  Give it to everybody you know.
[01:11:18.991 --> 01:11:20.993]  Or go to PrisonPlanet.tv.
[01:11:21.013 --> 01:11:22.454]  Get a 15-cent-a-day membership.
[01:11:23.155 --> 01:11:24.796]  Download the films at super high quality.
[01:11:24.836 --> 01:11:25.597]  Burn them to disk.
[01:11:25.737 --> 01:11:26.438]  Give them to people.
[01:11:27.844 --> 01:11:33.227]  And you know, and think, well if it's youngsters who are tech-savvy, you can burn them DivX copies of the film in high quality, as many as you want.
[01:11:33.247 --> 01:11:35.709]  It was designed for that on PrisonPlanet.tv.
[01:11:35.969 --> 01:11:37.250]  We're fighting the prison planet.
[01:11:39.431 --> 01:11:40.772]  We are educating the public.
[01:11:41.132 --> 01:11:44.234]  We are unlocking minds, and we're having a great effect.
[01:11:44.274 --> 01:11:46.655]  So again, InfoWars.com, PrisonPlanet.com.
[01:11:46.935 --> 01:11:54.220]  Call toll-free to get an in-game blueprint for Global Enslavement, the preeminent film for the wide-spectrum analysis of the New World Order system and their master plan.
[01:11:55.501 --> 01:11:56.502]  I've made 19 films.
[01:11:56.542 --> 01:12:05.589]  I carry a bunch of other books and videos, the best that I've seen out there at Infowars.com or PrisonPlanet.com or 888-253-3139.
[01:12:05.609 --> 01:12:12.115]  And before Alan leaves us, we're also going to plug some of his videos and materials that are excellent as well.
[01:12:12.415 --> 01:12:15.578]  We have links to his website up on Infowars.com right now.
[01:12:17.654 --> 01:12:25.757]  Alan, in fact, plug your website and stuff right now, and then I want to talk about the positive things that are happening, because the elite is not happy.
[01:12:25.797 --> 01:12:27.658]  They are worried about how many are waking up.
[01:12:28.638 --> 01:12:35.741]  I believe even with their predictive computer systems, they did not, they admit, expect this much awakening to happen.
[01:12:35.761 --> 01:12:41.343]  They'll probably just launch a bio-attack or a nuke or something early to get us to clutch back to their psychopathic under
[01:12:43.530 --> 01:13:01.283]  People should look into CuttingToTheMatrix.com and see what I have up there that keeps me going for sale.
[01:13:01.383 --> 01:13:07.488]  There's hundreds and hundreds of shows I've done and talks on all the various subjects to do with this order that's running the world.
[01:13:08.109 --> 01:13:10.370]  And you can also look into Alan Watt's SentientSentinel.eu.
[01:13:11.733 --> 01:13:18.496]  That's the European site, and that covers a lot of bases as well, with other data and transcripts which you can download and print up.
[01:13:19.416 --> 01:13:25.259]  But on the positive side of this, as you say, they're terribly, terribly worried.
[01:13:25.279 --> 01:13:29.441]  That's why they're out in such force and there's screaming terror everywhere.
[01:13:30.041 --> 01:13:36.984]  They're very, very worried now that the public will get wind of what's been happening to them, not just recently, but for a long time.
[01:13:37.817 --> 01:13:42.987]  And we know that they're terrified for their lives, actually, at the very top.
[01:13:43.327 --> 01:13:45.731]  And people who are terrified for their lives, conspirators,
[01:13:46.788 --> 01:13:48.368]  are lethal in their actions.
[01:13:48.809 --> 01:13:51.829]  They're absolutely lethal in their actions because they're ruthless.
[01:13:51.849 --> 01:13:53.430]  They must be ruthless to succeed.
[01:13:53.450 --> 01:14:08.293]  They know what will happen to them if all of this comes out and more and more of the public know what's been done to them, their families, their children, the sicknesses, the diseases that have gone through, the heartaches that they've gone through, watching people dying of cancers, etc.
[01:14:08.573 --> 01:14:09.314]  that were man-made.
[01:14:09.334 --> 01:14:11.114]  These people
[01:14:12.219 --> 01:14:13.620]  We'll have to be utterly ruthless.
[01:14:13.680 --> 01:14:24.725]  And that's why the Preacher Society, a militarized society, to try and force us all to go along to the bitter end and do what's told, they're hoping that fear is going to stop us all.
[01:14:25.085 --> 01:14:26.746]  And fear will not stop us all.
[01:14:27.639 --> 01:14:30.900]  I have no doubt for us as well, eventually as well.
[01:14:30.920 --> 01:14:33.982]  I have no doubt of that at all, if they can't get their way.
[01:14:34.422 --> 01:14:36.122]  But there's no other way to do this.
[01:14:36.202 --> 01:14:37.183]  There's no time left.
[01:14:37.603 --> 01:14:43.505]  You can't simply do the old way of passing information quietly down through the generations.
[01:14:43.625 --> 01:14:51.008]  Now is to put lots of information out on the right topics that really hit home to people, to put them into action.
[01:14:51.068 --> 01:14:57.391]  Because, you see, the elite have told us where they're taking us, which is the extinction, basically, of the species as we know it.
[01:14:58.197 --> 01:15:06.965]  The transhumanist agenda is so heavily well-funded with international organizations of professors and scientists to create the new types of humans.
[01:15:07.365 --> 01:15:13.430]  And they're the ones that stand up with 95% of the audience standing ovation.
[01:15:13.471 --> 01:15:13.911]  Yay!
[01:15:13.971 --> 01:15:14.712]  Kill everyone!
[01:15:14.752 --> 01:15:15.112]  Yes!
[01:15:16.053 --> 01:15:16.613]  Oh, yes!
[01:15:17.054 --> 01:15:18.135]  Oh, it's so wonderful!
[01:15:18.475 --> 01:15:19.836]  I mean, you know, that's in the news.
[01:15:19.956 --> 01:15:24.720]  So, one big thing they have going for them that I want people to point out to themselves
[01:15:26.306 --> 01:15:28.547]  The average person judges the world by their own actions.
[01:15:29.047 --> 01:15:38.870]  And so even when you're reading their own textbooks and documents where they admit they're doing all this, or when Peter Singer sang, kill the babies, kill the old people, or when a B.F.
[01:15:38.910 --> 01:15:53.275]  Skinner is murdering his own son and putting it in a textbook, and how he tortured him for years in a small box, and, oh it's beautiful, it's a sacrament, ooh, it's so liberal, it's so cutting edge, I mean it's this mental illness is normal, normalcy
[01:15:54.415 --> 01:15:57.277]  is evil and mentally ill to them.
[01:15:57.677 --> 01:16:05.461]  It's that people have that trouble dealing with something so monstrous, so big, so wicked, and it is frightening.
[01:16:05.601 --> 01:16:09.182]  I mean, it's frightening to admit this to yourselves, but folks, you don't have a choice.
[01:16:09.583 --> 01:16:11.283]  You have to fight back against this now.
[01:16:11.984 --> 01:16:12.784]  You have no choice.
[01:16:12.944 --> 01:16:14.565]  They have told us where they're taking us.
[01:16:14.605 --> 01:16:17.066]  They say that the old human is not good enough.
[01:16:18.227 --> 01:16:18.867]  It's obsolete.
[01:16:19.898 --> 01:16:25.263]  And they're going to create new types of humans, which eventually will have nothing in common with the old human.
[01:16:25.484 --> 01:16:34.413]  What they mean by that, they're going to create a perfect race of slaves to serve them, which will be unable to think for themselves as distinct, independent individuals.
[01:16:34.753 --> 01:16:36.094]  That's what they mean by that.
[01:16:36.114 --> 01:16:40.138]  So we've got to understand, they've planned our extinction, our death.
[01:16:41.680 --> 01:16:43.862]  And they're publishing it now, openly.
[01:16:44.793 --> 01:16:49.503]  And they hope to guide us along so that we'll go along with it quite happily and willingly until we die off.
[01:16:49.583 --> 01:16:49.843]  That's right.
[01:16:49.863 --> 01:16:52.769]  They're teaching us how beautiful and wonderful it is.
[01:16:52.789 --> 01:16:54.052]  So again...
[01:16:55.686 --> 01:16:57.627]  Military, police, government bureaucrats.
[01:16:58.128 --> 01:17:16.861]  When you're wondering why your 10-year-old's dying of an advanced leukemia and why a kid down the street's dying of it, just remember, we warned you, we loved you, we believed in you, we tried to warn you, and you laughed back at us, and you went out and cracked somebody over the head with a belly club, or for some school teacher that's laughing, or some member of a state legislature who's laughing.
[01:17:17.801 --> 01:17:18.442]  Remember,
[01:17:19.463 --> 01:17:21.244]  Remember you were warned.
[01:17:21.264 --> 01:17:28.709]  I think that's important because, you know, we may not even make it another five years, another six years, another ten years, Alan, but people are going to remember these transmissions.
[01:17:28.849 --> 01:17:32.952]  And these transmissions are going to be passed around if the enemy succeeds when they're illegal.
[01:17:33.793 --> 01:17:37.876]  And people are going to huddle in areas they think are safe to even receive this info.
[01:17:38.776 --> 01:17:42.841]  And later they'll realize, this has already happened with stuff I put out twelve, thirteen years ago.
[01:17:42.902 --> 01:17:44.203]  People are just blown away by it now.
[01:17:44.524 --> 01:17:46.446]  You know, they go watch TV shows I did ten years ago.
[01:17:46.506 --> 01:17:47.627]  My God, it all happened!
[01:17:47.647 --> 01:17:48.609]  This guy's a prophet!
[01:17:48.929 --> 01:17:49.209]  No!
[01:17:49.289 --> 01:17:50.951]  The enemy told us everything!
[01:17:51.893 --> 01:17:53.374]  The enemy told us everything!
[01:17:53.415 --> 01:17:54.035]  So remember!
[01:17:54.878 --> 01:18:01.762]  When you think one out of three getting cancer from one in thirty-three, you know, is bad, wait until it's everybody.
[01:18:02.102 --> 01:18:09.787]  You see, just remember, just remember we told you, we were right, we cared, we have the courage to tell you if we're not able to turn this around.
[01:18:09.807 --> 01:18:16.631]  And I think remember too, the technique they're using at the moment, through all the fear creation,
[01:18:17.395 --> 01:18:22.338]  When you live under fear and stress for a long time, it's no different than being in a torture chamber.
[01:18:22.659 --> 01:18:23.719]  You'll crack eventually.
[01:18:23.779 --> 01:18:30.104]  It makes you more malleable, more suggestible, and you're guided by the authorities along ridiculous paths.
[01:18:30.424 --> 01:18:34.366]  Ridiculous if you were completely conscious and perfectly sane at the time.
[01:18:34.586 --> 01:18:35.567]  You would not go along them.
