[00:00:00.050 --> 00:00:00.516]  I think so.
[00:46:13.402 --> 00:46:14.022]  So Dan Smoot.
[00:46:14.462 --> 00:46:18.003]  Another one that is a more controversial figure would be Robert Welch.
[00:46:18.503 --> 00:46:20.263]  He was the founder of the John Birch Society.
[00:46:20.303 --> 00:46:21.564]  I don't know why it was controversial.
[00:46:21.724 --> 00:46:24.444]  Well, it was controversial because most people think that he was a kook.
[00:46:24.564 --> 00:46:25.204]  He was a real nut.
[00:46:25.224 --> 00:46:30.345]  Oh, how dare him think that there's big banks financing the communists, which is now all declassified.
[00:46:30.365 --> 00:46:33.266]  I mean, on History Channel, they admit the CIA put Mao in now.
[00:46:33.926 --> 00:46:34.107]  Yeah.
[00:46:34.467 --> 00:46:41.436]  Well, back in the 60s and 70s, of course, Robert Welch was really anathema as far as the media is concerned.
[00:46:41.796 --> 00:46:45.621]  And, you know, my friends and neighbors all thought that I was crazy for even associating with the guy.
[00:46:45.641 --> 00:46:47.563]  Because they thought he was a kook.
[00:46:47.603 --> 00:46:52.008]  They weren't sure whether he was a fascist or a communist.
[00:46:52.769 --> 00:46:53.089]  Or what?
[00:46:53.149 --> 00:46:54.790]  An anti-Semite or a racist?
[00:46:54.830 --> 00:46:55.930]  They had all these words floating around.
[00:46:56.170 --> 00:46:57.110]  He was none of the above.
[00:46:57.171 --> 00:47:00.752]  He was a very intellectual person and a historian.
[00:47:00.772 --> 00:47:11.735]  He had a profound impact on awaking me to awareness of the continuity between what is going on today and what has been going on throughout history.
[00:47:12.095 --> 00:47:17.057]  And without that continuity, it's really hard to understand fully the essence of what's going on.
[00:47:17.237 --> 00:47:20.138]  Those are the two figures that had a profound effect on me.
[00:47:20.758 --> 00:47:24.459]  I like your analysis, though, because we all are just like pebbles in a pond.
[00:47:25.200 --> 00:47:32.602]  And if we can attract somebody's attention to the pond, and then they start throwing pebbles in, first thing you know, you've got more and more big waves.
[00:47:32.942 --> 00:47:42.385]  Or we could be an A-bomb with a uranium bullet, a plutonium bullet being fired into the uranium, and then you have that interaction, and it's going critical right now.
[00:47:42.405 --> 00:47:46.767]  I mean, I want to get more into the economy, but do you agree that this is the biggest
[00:47:48.027 --> 00:47:51.890]  You know, exponential growth of awakening from the Matrix to Liberty.
[00:47:51.910 --> 00:47:53.731]  I mean, it's just explosive.
[00:47:53.811 --> 00:47:55.132]  It's just unbelievable right now.
[00:47:55.152 --> 00:47:56.473]  Alex, there's no question about it.
[00:47:56.533 --> 00:48:03.699]  This is approaching critical mass, and that pulls my mind back to a topic we were on track with a moment ago.
[00:48:04.179 --> 00:48:08.520]  Which is what these guys are anticipating to happen down at the end of the line.
[00:48:08.540 --> 00:48:12.161]  We were talking about the economy at that time, so let me address that.
[00:48:12.181 --> 00:48:13.582]  Let's finish up with the economy.
[00:48:14.202 --> 00:48:17.323]  Because what they expect to see is a collapse of the U.S.
[00:48:17.383 --> 00:48:17.723]  dollar.
[00:48:17.763 --> 00:48:19.944]  They've been expecting that for decades.
[00:48:20.424 --> 00:48:30.207]  And so right now, they have unleashed Plan B, which is, you see, their long-range goal is to get rid of the sovereignty of this nation, to literally get rid of the United
[00:48:30.347 --> 00:48:35.589]  By the way, the Trilaterals in the 70s said they would first have, you know, three global currencies and then merge those.
[00:48:35.769 --> 00:48:38.550]  Yeah, so this is not a last minute plan.
[00:48:39.070 --> 00:48:44.611]  And so now that the dollar is tanking, they're prepared to come on in the near future and say, Aha!
[00:48:44.932 --> 00:48:46.632]  We have a solution for you folks.
[00:48:46.992 --> 00:48:48.353]  It'll be called the Amaro.
[00:48:48.393 --> 00:48:49.753]  It'll be a new currency.
[00:48:49.993 --> 00:48:59.480]  Dollarize the Americas, and together that will get our credit back up, and then things can start moving, and then as soon as we accept that, then they turn the credit back on, and we think, oh, they fixed it!
[00:48:59.740 --> 00:49:00.481]  They fixed it, yeah.
[00:49:00.721 --> 00:49:14.151]  So that will be a huge step to surrender our national sovereignty, so they will gain toward their ultimate goal, and we, if we're not careful, will be sold a bill of goods and be convinced that we've done a wonderful thing.
[00:49:14.671 --> 00:49:15.631]  So, that's the answer.
[00:49:15.671 --> 00:49:18.972]  They do have a plan for everything, and that's not the end of the line either.
[00:49:19.472 --> 00:49:31.075]  Once the Amaro or the regional currency is in place, then I would guess another 10, 15, 20 years perhaps, then finally they get rid of all of the regional currencies and merge them into a true international currency.
[00:49:31.375 --> 00:49:33.236]  And again, the process will be the same.
[00:49:33.536 --> 00:49:37.797]  The citizens of the world will be convinced that it was a step forward in their own best interest.
[00:49:38.177 --> 00:49:41.919]  Now the average person doesn't think in an institutional or long-term view.
[00:49:41.959 --> 00:49:43.140]  They don't even care about their neighbor.
[00:49:43.160 --> 00:49:43.821]  They've been taught to.
[00:49:43.841 --> 00:49:45.221]  They don't care about their kids, a lot of them.
[00:49:45.542 --> 00:49:49.204]  Or they consciously do, but really don't carry that out.
[00:49:49.644 --> 00:49:52.146]  And so they think, well how could something last that long?
[00:49:52.266 --> 00:49:54.507]  Why would they work for someone that came in the future?
[00:49:54.928 --> 00:49:56.649]  It's institutional family wealth.
[00:49:57.069 --> 00:50:00.451]  They sit over the institutions that give them personal wealth and power.
[00:50:00.991 --> 00:50:02.953]  It's in their best interest to always be expanding
[00:50:03.733 --> 00:50:04.154]  I think?
[00:50:21.813 --> 00:50:22.233]  All of this.
[00:50:22.273 --> 00:50:23.454]  They own the currencies now.
[00:50:23.534 --> 00:50:24.595]  They get power and control.
[00:50:24.915 --> 00:50:32.459]  It's just they're going to another phase where they've got total global control because there's still cracks in the facade where people can still escape.
[00:50:32.479 --> 00:50:33.640]  There's still black markets.
[00:50:34.140 --> 00:50:36.441]  This is a total scientific dictatorship.
[00:50:36.742 --> 00:50:38.162]  The total managed economy.
[00:50:38.543 --> 00:50:40.744]  The final revolution.
[00:50:41.584 --> 00:50:44.386]  The monopoly of power that they're going for.
[00:50:44.426 --> 00:50:45.827]  Can you break that down for people?
[00:50:46.107 --> 00:51:03.909]  Well, yes, again, you've said it so well, Alex, but my own take on it is that this process of collectivism, that's what we're talking about, this concentration of governmental and political and economic power in the hands of a few who are making the decision, supposedly in the name of the greater number,
[00:51:04.389 --> 00:51:08.934]  It's for your own good, for the good of society, is heady wine.
[00:51:09.695 --> 00:51:10.776]  Maybe that's the wrong analogy.
[00:51:10.816 --> 00:51:11.857]  It's like a pregnancy.
[00:51:12.377 --> 00:51:14.800]  Once it starts, it's got to go to full term.
[00:51:15.180 --> 00:51:25.310]  There's no case in history that a group of men who have pulled power over their fellow human beings, pulled it together, that they've ever stopped and said, well, this is enough.
[00:51:25.951 --> 00:51:26.691]  It's never happened.
[00:51:26.711 --> 00:51:28.772]  They always want more, more, and more.
[00:51:29.173 --> 00:51:32.014]  And so... Isn't this a guild of the ultimate control freaks?
[00:51:32.574 --> 00:51:33.354]  It is a guild.
[00:51:33.715 --> 00:51:38.897]  And the interesting thing is that they will vie with each other over control of that guild.
[00:51:38.917 --> 00:51:42.018]  So we have splinters within this movement today.
[00:51:42.459 --> 00:51:43.319]  Very important splinters.
[00:51:43.339 --> 00:51:44.379]  But it's like Russian dolls.
[00:51:44.439 --> 00:51:45.500]  It's within the greater structure.
[00:51:45.700 --> 00:51:46.360]  Yes, yes.
[00:51:46.460 --> 00:51:48.401]  But they will fight with each other for dominance.
[00:51:48.781 --> 00:51:50.061]  And maybe we can come back to that.
[00:51:50.081 --> 00:51:52.522]  And they even talk about that and say that's what gives them vigor.
[00:51:52.942 --> 00:51:53.022]  Yeah.
[00:51:53.042 --> 00:51:54.703]  Kind of like O'Brien torturing Winston.
[00:51:54.743 --> 00:51:56.183]  He says, they're probably going to kill me too.
[00:51:56.403 --> 00:51:57.124]  But that's good.
[00:51:57.384 --> 00:51:59.524]  Because, you know, you think I have black circles around my eyes.
[00:51:59.564 --> 00:52:05.386]  Well, you know, my unhealth, me being worn out is part of the greater health of the vigor.
[00:52:05.586 --> 00:52:06.707]  We're the priest of power.
[00:52:06.747 --> 00:52:08.327]  It's about pressing on the nerve, Winston.
[00:52:08.507 --> 00:52:13.769]  It's always more, more, tearing humans apart, tearing language, tearing art, reducing it for power!
[00:52:14.839 --> 00:52:15.100]  Yes!
[00:52:15.540 --> 00:52:19.524]  My gosh, that's well said!
[00:52:19.764 --> 00:52:21.086]  I know, and it's so true!
[00:52:21.926 --> 00:52:24.870]  It's power for its own sake, it takes on a life force of its own.
[00:52:25.470 --> 00:52:33.298]  And the point being, as I see it, that this process has never stopped short of total, once it starts.
[00:52:33.578 --> 00:52:35.821]  So, do we learn anything from that?
[00:52:36.381 --> 00:52:37.681]  The question is yes.
[00:52:37.721 --> 00:52:44.022]  I think we can learn that the process that we're dealing with now is not going to stop of its own accord.
[00:52:44.362 --> 00:52:55.885]  If we just sit back and say, well, maybe these people are going to come to their senses, or maybe if we write a letter to our congressmen, or maybe if we sign a petition asking that they obey the Constitution, maybe we can stop this power.
[00:52:56.165 --> 00:52:56.385]  No.
[00:52:56.745 --> 00:53:00.525]  We've got to confront that power with equal or greater power.
[00:53:00.885 --> 00:53:03.726]  And this is the part that many people do not want to face.
[00:53:04.046 --> 00:53:06.310]  Let's do solutions, because Horowitz is coming up briefly.
[00:53:06.711 --> 00:53:18.190]  Let's just do solutions now and then get into how Barack Obama, it's all a distraction, you know that short-term thing, they get us diverted and distracted, that theatrical simulation of an election.
[00:53:19.946 --> 00:53:22.587]  Yeah, that's a great topic too, but I think you're quite right.
[00:53:22.967 --> 00:53:29.208]  The thing that we need to take away from any discussion like this is, what the heck are we going to do about it?
[00:53:29.968 --> 00:53:33.389]  And I come back to the word power that I used a moment ago.
[00:53:34.149 --> 00:53:43.991]  The thing that the forces of freedom have been missing, at least in the United States, in the period of time in which I've been aware of it, I've been a part of this movement since 1959-1960,
[00:53:46.411 --> 00:53:54.734]  The one thing that has been missing from this movement all these years is the understanding and the awareness that we have to have power.
[00:53:55.415 --> 00:54:01.997]  I remember for years standing in front of audiences and saying, well, the concentration of power is very dangerous and that's the problem.
[00:54:02.357 --> 00:54:04.498]  All these people are getting too much power over us.
[00:54:04.738 --> 00:54:06.519]  Now, we ourselves must not have power.
[00:54:06.839 --> 00:54:12.902]  We must take the power away from them somehow, but we ourselves must reject power because that's the problem.
[00:54:12.922 --> 00:54:13.722]  No, we need power!
[00:54:14.142 --> 00:54:17.884]  Yes, but you see, that's the part that I was missing, and many people have missed.
[00:54:18.264 --> 00:54:24.527]  And then one morning I woke up... We only need power to tear down their structures, and then to guard against the structures being rebuilt.
[00:54:24.647 --> 00:54:26.008]  But that is power nevertheless.
[00:54:26.168 --> 00:54:28.989]  Yes, well it's dangerous, but see, that's where the anarchists are wrong.
[00:54:29.009 --> 00:54:32.211]  You've got to have some state to defend against the state.
[00:54:32.751 --> 00:54:33.572]  It is dangerous.
[00:54:33.792 --> 00:54:36.634]  But you've got to be eternally vigilant and guard the jewel.
[00:54:36.975 --> 00:54:38.095]  Well, you're right on target.
[00:54:38.135 --> 00:54:40.557]  You see, it took me much longer to figure this out.
[00:54:40.838 --> 00:54:45.221]  I woke up one morning and said, oh, as long as we say that we must not have power, we lose.
[00:54:45.321 --> 00:54:46.622]  We are going to lose.
[00:54:46.942 --> 00:54:50.205]  And so then the next step was, well, how can we... Well, when I own a gun, I have power.
[00:54:50.225 --> 00:54:51.786]  When I can own private property, I have power.
[00:54:52.027 --> 00:54:52.467]  Exactly.
[00:54:52.487 --> 00:54:57.491]  And I need power not to have baubles and trinkets and signets of power, but to defend myself.
[00:54:57.871 --> 00:54:58.291]  Exactly.
[00:54:58.351 --> 00:55:01.692]  I like that analogy because guns are dangerous, are they not?
[00:55:02.153 --> 00:55:02.793]  Very dangerous.
[00:55:02.833 --> 00:55:04.613]  People get hurt with guns, get killed with guns.
[00:55:04.914 --> 00:55:07.835]  The only thing more dangerous is not having them when you need them.
[00:55:08.035 --> 00:55:09.495]  I got one right here, G. Eber-Griffin.
[00:55:09.675 --> 00:55:13.597]  And it's not because I'm some gun nut, it's because if some crazy comes in here, I'm going to defend myself.
[00:55:13.617 --> 00:55:15.617]  Yeah, you don't want to make a 9-11 call.
[00:55:15.717 --> 00:55:20.059]  And so it's the power over not coming home to my family.
[00:55:20.439 --> 00:55:20.659]  Right.
[00:55:21.040 --> 00:55:22.040]  So that's the analogy.
[00:55:22.100 --> 00:55:24.802]  We do need power to protect ourselves.
[00:55:25.323 --> 00:55:36.191]  And so in this political arena, in the ideological arena, the reason we have been losing our liberties is because these crazies, these collectivists, these totalitarians who have a different vision for the new world.
[00:55:36.211 --> 00:55:36.972]  They crave it, they want it.
[00:55:37.112 --> 00:55:37.832]  And they have it.
[00:55:38.513 --> 00:55:39.253]  They have it.
[00:55:39.313 --> 00:55:43.577]  They have spent a hundred years moving into the power centers of society.
[00:55:43.597 --> 00:55:45.238]  And now these freaks are going to kill 90% of us.
[00:55:45.538 --> 00:55:46.438]  Stay there, G. Edward Griffin.
[00:55:46.458 --> 00:55:48.759]  We're going to be right back after this break.
[00:55:48.779 --> 00:55:49.760]  This is just unbelievable.
[00:55:50.060 --> 00:55:51.600]  We'll go over the past three if it's okay.
[00:55:51.841 --> 00:55:53.961]  But you can take a break right now for four minutes, okay?
[00:55:54.301 --> 00:55:55.302]  We'll be right back, folks.
[00:56:02.085 --> 00:56:03.485]  It is a big idea.
[00:56:03.505 --> 00:56:05.606]  A new world order.
[00:56:06.326 --> 00:56:10.648]  In the near future, Earth is dominated by a powerful world government.
[00:56:11.218 --> 00:56:12.959]  It's known as the Bilderberg.
[00:56:13.179 --> 00:56:16.240]  Could their objective be world domination?
[00:56:16.820 --> 00:56:19.281]  For thousands of years, their dark order grew.
[00:56:20.021 --> 00:56:27.323]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:56:30.359 --> 00:56:35.342]  For the first time in history, the elite's plan for world government is blown wide open.
[00:56:35.803 --> 00:56:39.265]  You will learn the secret that drives the entire New World Order agenda.
[00:56:39.685 --> 00:56:42.147]  Build America is making great progress toward a world government.
[00:56:42.247 --> 00:56:43.208]  Most people have no idea.
[00:56:43.228 --> 00:56:44.168]  They're not after money.
[00:56:44.188 --> 00:56:45.269]  They have all the money they need.
[00:56:45.469 --> 00:56:46.070]  They're after power.
[00:56:46.090 --> 00:56:47.130]  That's what they're after these days.
[00:56:47.591 --> 00:56:55.856]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:56:56.076 --> 00:56:56.737]  In Game.
[00:56:57.097 --> 00:56:58.598]  Blueprint for global enslaving.
[00:56:59.118 --> 00:57:00.199]  You have been warned.
[00:57:01.059 --> 00:57:08.983]  If your body isn't feeling too well these days, you're gonna start taking this hemp I say, go to hempusa.org.
[00:57:11.064 --> 00:57:15.527]  You may not like what I'm about to say, but you know I'm gonna say it anyway.
[00:57:15.547 --> 00:57:23.611]  The government doesn't want the best for you, they keep you down, they keep you blue, they starve your body for all its nutrients.
[00:57:25.655 --> 00:57:27.756]  They won't let you grow industrial hemp.
[00:57:28.116 --> 00:57:33.499]  It really doesn't make any kind of sense when it's so healthy for the world and useful for you, my friends.
[00:57:35.400 --> 00:57:39.943]  I hope Mr. Bush will hear this song, for the heart of America wants this one.
[00:57:39.983 --> 00:57:43.045]  Go to hempusa.org.
[00:57:44.826 --> 00:57:49.728]  If you're a truther, an anarchist, a renegade, you only want things that God has made.
[00:57:49.768 --> 00:57:50.769]  Go to hempusa.org.
[00:57:54.247 --> 00:57:56.409]  We offer free shipping anywhere in the states!
[00:57:56.489 --> 00:57:58.971]  Go to hempusa.org!
[00:58:01.073 --> 00:58:13.783]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:58:14.223 --> 00:58:18.026]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation.
[00:58:18.386 --> 00:58:24.889]  In which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:58:25.269 --> 00:58:28.430]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:58:28.670 --> 00:58:36.174]  From hijackers being trained at US military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:58:36.574 --> 00:58:41.776]  Secure your copy of Loose Change Final Cut today at Infowars.com or PrisonPlanet.com.
[00:58:41.976 --> 00:58:44.497]  While you're visiting the online video store, be sure to check
[00:58:44.517 --> 00:58:44.857]  We're good to go.
[00:59:00.768 --> 00:59:05.909]  The Federal Trade Commission estimates that 9 million Americans are victims of identity theft each year.
[00:59:06.109 --> 00:59:10.870]  The crime of identity theft occurs every 3.5 seconds, costing the victims an average of $8,000.
[00:59:10.990 --> 00:59:19.012]  If you own a PC, passwords are a common form of authentication, and often the only protection between a hacker and your personal information.
[00:59:19.292 --> 00:59:27.894]  Passwords that are stored in a spreadsheet, text file, data file, or any other file that is not encrypted and password protected are vulnerable to malicious theft and misuse.
[00:59:28.294 --> 00:59:32.963]  With Password Safe Pro your passwords can be secured in an encrypted database within minutes.
[00:59:33.244 --> 00:59:39.857]  Password Safe Pro utilizes secure 160-bit encryption and comes complete with a strong password generation tool.
[00:59:40.216 --> 00:59:47.819]  For secure password protection and peace of mind, get your free Password Safe Pro today at www.PasswordSafePro.com.
[00:59:48.139 --> 00:59:53.901]  Again, get your free Password Safe Pro at www.PasswordSafePro.com.
[00:59:54.182 --> 00:59:57.783]  Secure password protection and peace of mind is one click away.
[00:59:58.023 --> 01:00:00.324]  Trust the Pro Password Safe Pro.
[01:00:01.644 --> 01:00:05.286]  No matter how hard you try, you can't stop us now!
[01:00:09.324 --> 01:00:19.533]  Gilbert Griffin is our guest in studio.
[01:00:38.237 --> 01:00:44.865]  We're going to get a break here in just a few minutes and Dr. Len Horowitz is going to be popping in for about five minutes with us.
[01:00:45.286 --> 01:00:46.367]  Mr. Griffin is going to stay with us.
[01:00:46.387 --> 01:00:49.251]  Continuing with Solutions, Freedom Force International, sir.
[01:00:51.445 --> 01:00:52.065]  That's my cue?
[01:00:52.506 --> 01:00:52.746]  Yes, sir.
[01:00:52.886 --> 01:00:53.286]  Okay.
[01:00:53.746 --> 01:00:56.748]  Well, we were talking about power, and the danger of power.
[01:00:57.468 --> 01:01:05.872]  And the good analogy was made that guns are dangerous, and that people get hurt with guns, but the only thing more dangerous is not having them when you need them.
[01:01:06.433 --> 01:01:06.713]  Okay.
[01:01:07.033 --> 01:01:08.654]  Now we deal with political power.
[01:01:09.134 --> 01:01:09.874]  It's dangerous.
[01:01:10.515 --> 01:01:14.397]  Everybody knows Lord Acton's well-known quote.
[01:01:15.077 --> 01:01:20.740]  Acton said, power corrupts, and absolute power corrupts absolutely.
[01:01:21.460 --> 01:01:26.984]  And so that was the cue I had years ago to say, well, if power corrupts, therefore we shouldn't have power.
[01:01:27.504 --> 01:01:30.546]  And then I realized that if you don't have power, you lose.
[01:01:30.966 --> 01:01:41.894]  So the question then became, is it possible for a movement such as ours to reach for power, political power, and yet design it in such a way that it cannot be corrupted?
[01:01:42.694 --> 01:01:44.054]  By the power.
[01:01:44.534 --> 01:01:46.015]  And the answer is yes, it can be done.
[01:01:46.075 --> 01:01:47.095]  It's just never been tried.
[01:01:47.355 --> 01:01:48.035]  Well, that's not true.
[01:01:48.055 --> 01:01:50.355]  It was tried in the case of the American Revolution.
[01:01:50.375 --> 01:01:58.057]  Well, that's what the founders tried, and it did separate power for a while, and it did limit it enough for at least some freedom to take place, and it was the greatest engine ever.
[01:01:58.197 --> 01:01:59.577]  It was a great experiment.
[01:01:59.637 --> 01:02:07.579]  It was the first step ever in history where people consciously tried to write a document that would limit the power of their own political leaders.
[01:02:07.739 --> 01:02:09.759]  And 5% of the population got half the world's wealth.
[01:02:10.444 --> 01:02:10.624]  Yeah.
[01:02:10.904 --> 01:02:11.724]  It didn't work, did it?
[01:02:11.744 --> 01:02:14.705]  Well, it's not surprising, because it was a beta model.
[01:02:15.205 --> 01:02:19.946]  We are going to come to the time soon, I think, Alex, where we're going to have a chance to rework that model.
[01:02:20.226 --> 01:02:23.467]  Now we go to the second model, and we will have learned a lot in the process.
[01:02:24.027 --> 01:02:29.248]  The question is, how can you limit people with political power from being corrupted by it?
[01:02:29.628 --> 01:02:36.210]  And the answer, I believe, is to have a well-thought-out definition of what the purpose of government is.
[01:02:37.090 --> 01:02:56.383]  And if we limit the power of government, as we did to some extent with the Bill of Rights, in our own Constitution, say that Congress shall not have the power to do this, this, and this, and then put teeth into it, we can keep our elected leaders from being corrupted by power, because they won't be given the power in the first place.
[01:02:56.703 --> 01:02:57.464]  That's the solution.
[01:02:57.684 --> 01:02:58.685]  Don't give them the power.
[01:02:59.245 --> 01:03:00.786]  So, that's my answer to it.
[01:03:00.806 --> 01:03:04.549]  And that's the reason that with Freedom Force International,
[01:03:05.690 --> 01:03:10.354]  First thing we did was to introduce what we call the Creed of Freedom.
[01:03:11.175 --> 01:03:18.501]  And the Creed of Freedom is the statement of principles, positive principles, that all members adhere to.
[01:03:18.982 --> 01:03:28.471]  And if all of our members and all of our elected representatives adhered to the principles of the Creed of Freedom, then there would be no way for power to corrupt those individuals.
[01:03:29.452 --> 01:03:31.174]  And to be clear, nothing's ever going to be perfect.
[01:03:31.194 --> 01:03:36.922]  We're striving towards more liberty, towards more freedom, instead of racing at light speed towards total tyranny.
[01:03:37.143 --> 01:03:38.645]  Don't expect it to be perfect, no.
[01:03:39.005 --> 01:03:40.267]  Human nature isn't perfect.
[01:03:41.108 --> 01:03:44.713]  But we can be a lot closer to the goal than we are now, that's for sure.
[01:03:45.919 --> 01:03:47.680]  Talk more about Freedom Force International.
[01:03:48.460 --> 01:03:56.384]  Well, the whole purpose of Freedom Force was to do basically what I've been talking about, and that is to help our members to acquire power.
[01:03:56.964 --> 01:04:01.226]  We know that without power, we cannot achieve any political reform.
[01:04:01.766 --> 01:04:04.047]  In fact, the motto of Freedom Force is this.
[01:04:04.187 --> 01:04:09.710]  In English, it's, those without power cannot defend freedom.
[01:04:10.430 --> 01:04:11.571]  And there it is in a nutshell.
[01:04:11.871 --> 01:04:15.333]  We've got to quit being on the outside of the halls of power.
[01:04:15.693 --> 01:04:20.936]  Looking in, saying, oh please, those of you who make political decisions, won't you please listen to us?
[01:04:21.176 --> 01:04:21.796]  Won't you please?
[01:04:21.996 --> 01:04:24.058]  Well, I've said we've even got to infiltrate.
[01:04:24.078 --> 01:04:31.682]  That doesn't mean being dishonest, but be covert, act like mainline conservatives, get into power, and then really leak info.
[01:04:32.042 --> 01:04:41.289]  I mean at the city council, send people to jail, find the crud, hire P.I.s to follow corrupt mayors, you're going to catch them, put the video of them cheating on their wife on the web.
[01:04:41.309 --> 01:04:43.471]  I mean, I've told people to go ahead and get mean.
[01:04:44.072 --> 01:04:49.196]  Well, getting mean, that's not infiltrating, that's doing your obligation.
[01:04:49.496 --> 01:04:52.959]  You go into political office because you want to serve the nation or the city.
[01:04:52.979 --> 01:04:53.359]  No, I do.
[01:04:53.399 --> 01:04:54.400]  I want to bring down these people.
[01:04:54.500 --> 01:04:55.821]  Yeah, bring down the corrupt ones.
[01:04:56.521 --> 01:04:59.802]  But that doesn't necessarily mean that that's your primary motive.
[01:05:00.162 --> 01:05:06.405]  I think people should go into political office who want to serve their community, not because... But you serve by getting the corrupt people off the ground.
[01:05:06.425 --> 01:05:08.346]  You've got to do that first, obviously, yeah.
[01:05:08.766 --> 01:05:10.487]  So that's the nutshell.
[01:05:10.927 --> 01:05:13.788]  We have members now, Alex, in 58 countries.
[01:05:13.808 --> 01:05:15.869]  It just blows me away, I can't believe that.
[01:05:16.249 --> 01:05:18.010]  Because I find out that there are people in
[01:05:18.670 --> 01:05:20.992]  All over the world that have basically the same problem.
[01:05:21.632 --> 01:05:22.954]  And it's growing.
[01:05:23.314 --> 01:05:24.875]  I tell you what, stay there, stay there.
[01:05:25.235 --> 01:05:31.340]  We're going to come back and talk, shift gears about their bioweapons programs against us, which I know you've covered, and the whole eugenics agenda.
[01:05:31.360 --> 01:05:33.202]  We're going to talk to Len Horowitz in about five minutes.
[01:05:33.462 --> 01:05:35.624]  Then we're going to continue going back into solutions.
[01:05:35.964 --> 01:05:42.329]  I want to spend a lot of time on that and then maybe a few calls, maybe go ten minutes into the next hour and take a few calls as well.
[01:05:43.009 --> 01:05:43.890]  I'm Alex Jones.
[01:05:44.030 --> 01:05:44.691]  We'll be right back.
[01:05:51.937 --> 01:05:54.921]  We're on the march, the Empire's on the run.
[01:05:55.862 --> 01:05:58.525]  Alex Jones and the GCN Radio Network.
[01:06:02.040 --> 01:06:06.322]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[01:06:06.562 --> 01:06:11.464]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[01:06:11.664 --> 01:06:12.985]  Hi folks, Alex Jones here.
[01:06:13.165 --> 01:06:16.646]  Why not go back to basics and be safe with Calbin Pure Soaps?
[01:06:16.766 --> 01:06:21.948]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[01:06:22.189 --> 01:06:27.571]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[01:06:27.591 --> 01:06:27.911]  Hey John!
[01:06:28.533 --> 01:06:32.771]  It's only at Horowitz tomorrow and he got in as a sneak peek right now.
[01:06:34.190 --> 01:06:38.471]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[01:06:38.711 --> 01:06:43.592]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[01:06:43.812 --> 01:06:45.113]  Hi folks, Alex Jones here.
[01:06:45.313 --> 01:06:48.813]  Why not go back to basics and be safe with Calbin Pure Soaps?
[01:06:48.913 --> 01:06:54.075]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[01:06:54.335 --> 01:07:00.096]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[01:07:00.436 --> 01:07:02.898]  Now, Calvin Soaps are available to you and me.
[01:07:02.959 --> 01:07:05.281]  Triple concentrated for all your cleaning needs.
[01:07:05.481 --> 01:07:07.623]  From bathing and laundry to dishes, hair and more.
[01:07:07.903 --> 01:07:08.864]  No harsh chemicals.
[01:07:09.104 --> 01:07:10.025]  No animal testing.
[01:07:10.305 --> 01:07:11.607]  I use them and love them.
[01:07:11.627 --> 01:07:13.228]  Knowing they're all natural and safe.
[01:07:13.528 --> 01:07:14.589]  And I say big time.
[01:07:14.930 --> 01:07:16.531]  Call Calvin Pure Soap at 1-800-340-7091.
[01:07:16.651 --> 01:07:16.991]  That's 1-800-340-7091.
[01:07:17.012 --> 01:07:19.514]  Or log on to 5starsoap.com now for a free catalog.
[01:07:26.420 --> 01:07:32.943]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[01:07:33.964 --> 01:07:44.169]  USCivilFlags.org is here to help Americans remember, as well as our leaders, that every man and woman is sovereign and that we're all endowed by our Creator with life, liberty, and the pursuit of happiness.
[01:07:44.389 --> 01:07:53.094]  The Sovereign Civil Flag is available at USCivilFlags.org and is a symbol of our desire to return America to the dreams that our forefathers envisioned.
[01:07:53.414 --> 01:07:58.677]  Show your support for a return to traditional moral values by flying one of these great flags today.
[01:07:58.957 --> 01:08:02.639]  Standard flags are 3 by 5 feet with miniature flags also available.
[01:08:03.039 --> 01:08:19.487]  USCivilFlags.org also carries a large inventory of Ron Paul related gear including DVDs, buttons and so on patches and a large variety of educational books and numerous historical documents including the US Constitution, the Declaration of Independence and the Articles of Confederation.
[01:08:19.787 --> 01:08:24.489]  So visit us online today to pick up your piece of history at uscivilflags.org.
[01:08:24.629 --> 01:08:26.490]  That's uscivilflags.org.
[01:08:26.570 --> 01:08:29.091]  Or call us at 646-498-5309.
