[00:00:00.049 --> 00:00:01.010]  It is November 18, 2008.
[00:54:50.911 --> 00:55:06.839]  That is right, and what the Club of Rome also said about that agenda was that the only time that the public will allow themselves to be completely ruled 100% is during a war scenario, and therefore they'd have to make a war scenario to do with the environment and man against the planet.
[00:55:07.429 --> 00:55:11.790]  And then, they would change all of society by the laws they would then introduce.
[00:55:12.370 --> 00:55:13.731]  So, it's a war scenario.
[00:55:13.991 --> 00:55:16.471]  They're using all the techniques right now, so you're quite right.
[00:55:16.491 --> 00:55:21.473]  A land army was spoken about, the first earth army at NATO, of all places.
[00:55:22.333 --> 00:55:25.374]  Actually, NASA came out with it, and they now have it.
[00:55:25.914 --> 00:55:30.435]  And they mention, let's get more to that after the calls, but they also mention the other part of the pincer.
[00:55:30.495 --> 00:55:33.256]  It says, fake environmentalism, carbon tax.
[00:55:34.176 --> 00:55:34.957]  Terrorism.
[00:55:35.077 --> 00:55:36.398]  Threat of stage terror.
[00:55:36.698 --> 00:55:39.219]  And then like a beetle grabbing a wasp.
[00:55:39.660 --> 00:55:40.260]  He's got you.
[00:55:42.221 --> 00:55:43.002]  Pinscher attack.
[00:55:43.122 --> 00:55:43.743]  Fake terror.
[00:55:43.923 --> 00:55:45.304]  Fake environment.
[00:55:45.424 --> 00:55:45.824]  Gotcha.
[00:55:46.624 --> 00:55:46.765]  Yep.
[00:55:47.425 --> 00:55:47.805]  That's right.
[00:55:47.825 --> 00:55:49.306]  My studio audience likes the analogy.
[00:55:49.727 --> 00:55:57.532]  The indoctrination of children at kindergarten now is terrifying because they're going to grow up to be real staunch environazis.
[00:55:58.628 --> 00:56:01.250]  And you can see it all coming, what's been planned.
[00:56:01.270 --> 00:56:05.272]  They always go for the youngsters to train them for their role when they're adults.
[00:56:05.312 --> 00:56:12.275]  Well, you saw these articles in the New York Times and others where, I'm glad my three-year-old and five-year-old rebuke me for taking a hot bath.
[00:56:12.355 --> 00:56:13.216]  I won't anymore.
[00:56:13.496 --> 00:56:15.157]  I'm glad my children are my bosses.
[00:56:15.357 --> 00:56:24.862]  So reversing roles with mindless five-year-old Nazis, literally in red and black uniforms, climate cops, we're not making it up, just storming around, reporting everyone.
[00:56:24.882 --> 00:56:26.243]  Oh, it's so good.
[00:56:27.245 --> 00:56:29.034]  I mean, how could you make this up, Alan?
[00:56:29.315 --> 00:56:30.240]  It's too insane!
[00:56:30.260 --> 00:56:30.983]  Yeah.
[00:56:31.809 --> 00:56:35.370]  Yeah, and George Orwell had that in his book, and you see it in the movie, too.
[00:56:35.410 --> 00:56:37.110]  The British version was Richard Burton.
[00:56:37.490 --> 00:56:38.851]  Excellent movie.
[00:56:38.891 --> 00:56:39.551]  The spies!
[00:56:40.351 --> 00:56:42.191]  The children have little uniforms on.
[00:56:42.211 --> 00:56:43.752]  They call the adults thought criminals.
[00:56:43.772 --> 00:56:44.772]  They're going to report them.
[00:56:45.192 --> 00:56:46.192]  This is all here.
[00:56:46.352 --> 00:56:50.553]  And the uniform is red and black, just as it is now in England and the U.S.
[00:56:50.873 --> 00:56:52.713]  Red and black uniform, kids running around.
[00:56:53.034 --> 00:56:54.574]  By 15, they give them machine guns.
[00:56:54.934 --> 00:56:56.774]  We're going to skip this break for Internet listeners.
[00:56:56.814 --> 00:56:58.535]  I'm going to let Don finish up in Costa Rica.
[00:56:58.795 --> 00:56:59.415]  Here we go.
[00:57:01.503 --> 00:57:02.784]  Yeah, folks, you can't make it up.
[00:57:02.864 --> 00:57:04.344]  I mean, you can't make it up.
[00:57:04.684 --> 00:57:09.026]  It's in the Philadelphia Daily News, 15-year-olds with M16s training for us.
[00:57:09.826 --> 00:57:10.666]  I mean, we're just screwed.
[00:57:10.686 --> 00:57:20.990]  They're going to turn loose mindless hordes of scum, brain-dead, brainwashed, lazy hamburger eaters, the mainline McDonald's heads, the fluoride heads on us.
[00:57:21.490 --> 00:57:23.811]  Because they'll do anything for money, anything for power.
[00:57:24.271 --> 00:57:26.072]  I just wish I was down in Costa Rica with Don.
[00:57:26.092 --> 00:57:27.072]  Don, finish up your points.
[00:57:27.964 --> 00:57:28.624]  Don dropped off.
[00:57:28.704 --> 00:57:29.464]  Don dropped off?
[00:57:29.524 --> 00:57:30.565]  I wanted to hear from Don!
[00:57:31.145 --> 00:57:33.265]  But he does have a good idea down there in Costa Rica, Don.
[00:57:34.005 --> 00:57:36.426]  Jimmy in Kentucky, fellow thought criminal.
[00:57:36.486 --> 00:57:41.407]  I'm sure your children will be reporting you soon, because it's part of the home of the free, land of the brave.
[00:57:41.827 --> 00:57:43.307]  Go ahead, criminal!
[00:57:44.727 --> 00:57:45.468]  How you doing, Alex?
[00:57:46.048 --> 00:57:50.228]  Oh, I'm just, I'm realizing that freedom is all sorts of secret police and children spying.
[00:57:51.249 --> 00:57:53.949]  Well, uh, today's my first day actually getting through.
[00:57:53.989 --> 00:57:57.590]  I've tried to call before, so instead of asking a question, I would like to
[00:57:58.123 --> 00:57:59.664]  Give some information to maybe help people?
[00:58:01.025 --> 00:58:04.247]  Oh, you have a license to be able to speak and be able to talk?
[00:58:04.907 --> 00:58:08.729]  Government wants you to have a license to be able to speak to fellow slaves!
[00:58:09.309 --> 00:58:09.970]  I'm sorry, go ahead.
[00:58:10.430 --> 00:58:11.231]  No, you're all right.
[00:58:11.631 --> 00:58:17.194]  I got a simple physics test for anybody who does not believe that 9-11 was an inside job.
[00:58:18.135 --> 00:58:19.495]  And anybody can do this anywhere.
[00:58:19.615 --> 00:58:22.597]  It's simply just grab a quarter and try to stick it in a nickel slot.
[00:58:23.358 --> 00:58:25.379]  And if you can get that quarter to fit, then I'll believe the
[00:58:26.454 --> 00:58:27.594]  The official version of it.
[00:58:27.754 --> 00:58:30.135]  Outside of that, I can't see a plane going inside the Pentagon.
[00:58:31.415 --> 00:58:36.536]  And, uh, consider me, uh, I don't know, ignorant, but I think that's an easy way to get it across to people.
[00:58:38.656 --> 00:58:40.297]  Just figured I'd try to put that out there.
[00:58:40.317 --> 00:58:46.298]  Uh, and, uh, Ventura, Governor Ventura had used a quote from Denzel Washington.
[00:58:46.318 --> 00:58:49.578]  Uh, talk to me like I'm a six year old so I'll understand.
[00:58:50.238 --> 00:58:50.458]  Yeah.
[00:58:50.899 --> 00:58:53.219]  I have another quote from Denzel Washington that I liked.
[00:58:54.053 --> 00:58:59.035]  And it was in training day and I can't curse, but uh... The craft ain't checkers, it's chest.
[00:59:00.076 --> 00:59:05.659]  And it's pretty simple whenever you start to think that way that they will do whatever they can to win this war.
[00:59:07.059 --> 00:59:08.080]  Well, I mean exactly.
[00:59:08.100 --> 00:59:13.242]  You've got these scientists who come up with plans to dumb us down, sterilize us, poison us.
[00:59:13.543 --> 00:59:18.325]  They're doing it on record and the public just can't believe it because it's so horrible.
[00:59:18.345 --> 00:59:18.945]  Thanks for the call.
[00:59:18.985 --> 00:59:20.146]  Alan Watt comments on that.
[00:59:20.946 --> 00:59:21.967]  That's absolutely true.
[00:59:23.024 --> 00:59:23.604]  You have to.
[00:59:23.684 --> 00:59:27.066]  People suspend their incredulity because they can't imagine it.
[00:59:27.226 --> 00:59:33.509]  And they have been trained that the good shepherd there, the boss man, is really different from themselves.
[00:59:33.569 --> 00:59:34.630]  He's very altruistic.
[00:59:34.690 --> 00:59:35.590]  He's there to help them.
[00:59:35.630 --> 00:59:37.771]  And all the scientific elite are there to help them.
[00:59:38.292 --> 00:59:39.893]  That's how they've been trained to perceive this.
[00:59:40.613 --> 00:59:48.557]  And the trick of the elite is always to convince, you know, the wolf or the shepherd is always to convince the sheep
[00:59:49.096 --> 00:59:52.839]  The interests lay in the same direction as the elite themselves.
[00:59:53.420 --> 00:59:54.781]  That's the con game of it.
[00:59:55.101 --> 00:59:55.942]  That's the trick of it.
[00:59:56.042 --> 01:00:00.886]  Yeah, that's like the slaves saying, we gotta take care of this here plantation.
[01:00:01.787 --> 01:00:03.148]  This here our plantation.
[01:00:03.668 --> 01:00:04.889]  Here we go, we're going live.
[01:00:06.611 --> 01:00:07.652]  Radio Network.
[01:00:10.534 --> 01:00:13.457]  They have trained the public, Alan Watt, as you know, to believe that
[01:00:14.940 --> 01:00:35.630]  What they believe is reality, and that the general public is with the elite, and as you were saying, that the general masses well-being is the same well-being of the elite, or that we're all together, we're all going in the same direction, we all have the same interest.
[01:00:37.382 --> 01:00:48.688]  The public's also been trained not to have respect for themselves and to imagine Hollywood people as like gods who float around on clouds and elitist with eggheads in fancy suits on TV no more than they do.
[01:00:49.549 --> 01:00:57.693]  When in truth, once you really know what's going on, you watch the eggheads, the experts, they're putting out false disinfo on purpose that isn't even meant to make sense.
[01:00:58.334 --> 01:00:58.594]  Alan?
[01:00:59.594 --> 01:01:04.137]  That is true, and with science they can rationalize anything to an ignorant populace.
[01:01:06.206 --> 01:01:07.427]  Let's take more calls here.
[01:01:07.487 --> 01:01:09.688]  Let's talk to Dustin in Ohio.
[01:01:09.788 --> 01:01:12.429]  Dustin, you're on the air with Alan Watt.
[01:01:12.509 --> 01:01:12.889]  Welcome.
[01:01:13.249 --> 01:01:14.110]  Dustin dropped off.
[01:01:14.610 --> 01:01:15.991]  Dustin dropped off.
[01:01:17.291 --> 01:01:18.312]  OK, I see that there.
[01:01:18.752 --> 01:01:20.993]  Donna in New Mexico, you're on the air.
[01:01:21.914 --> 01:01:22.234]  Hello.
[01:01:22.454 --> 01:01:22.754]  Hi.
[01:01:23.454 --> 01:01:24.115]  How are you today?
[01:01:24.315 --> 01:01:24.855]  Fine, thank you.
[01:01:25.695 --> 01:01:26.596]  Hi, Alan, as well.
[01:01:27.536 --> 01:01:30.838]  I'm going to raise a point that never gets raised in terms of the global
[01:01:31.437 --> 01:01:46.080]  Climate change debate, and it's one that really gets under my skin because I've researched it extensively, and that is heating of the ionosphere using electromagnetic energy from projects such as HAARP, one of many.
[01:01:46.140 --> 01:01:48.620]  I think over 60 countries now are heating the ionosphere.
[01:01:49.140 --> 01:01:56.781]  And I don't see how we can even have a discussion about climate change and so forth without including this in this quote-unquote debate.
[01:01:56.801 --> 01:01:58.842]  The debate itself is polarized.
[01:01:59.642 --> 01:02:00.642]  It comes down on two sides.
[01:02:00.973 --> 01:02:04.014]  Those who believe in naturally occurring climate change, that's one side.
[01:02:04.494 --> 01:02:06.374]  And those who believe in the global warming myth.
[01:02:06.414 --> 01:02:07.254]  And it is a myth.
[01:02:07.314 --> 01:02:08.274]  There's no doubt about that.
[01:02:08.314 --> 01:02:10.415]  It takes you about five seconds to figure it out if you look it up.
[01:02:12.295 --> 01:02:23.637]  What we see when we experience this ionosphere heating with electromagnetic energy is severe changes in jet stream, increase in volcanics, increase in earthquakes.
[01:02:24.337 --> 01:02:29.578]  Now, my understanding is that HAARP went operational approximately sometime right before 2004.
[01:02:31.090 --> 01:02:34.812]  And right after that, we had the dramatic earthquake tsunami in Indonesia.
[01:02:34.852 --> 01:02:40.714]  Yeah, let me be specific here, because you're bringing up a really important point that I have made, but not often enough.
[01:02:40.734 --> 01:02:55.121]  In fact, this morning, I was meaning to make this very point, and then you have these thousands of thoughts that never get on air, and then I want you to comment more on it, Donna, and then we'll have Alan comment on it, but it's this.
[01:02:57.382 --> 01:03:05.008]  We know the sun was in a particularly hot phase, putting off more heat radiation in the last 30 years.
[01:03:05.048 --> 01:03:06.689]  Now, the last few, it's cooled down.
[01:03:07.270 --> 01:03:10.873]  The entire solar system is cooling.
[01:03:11.473 --> 01:03:14.416]  The ice caps that were receding on Mars are getting larger.
[01:03:14.456 --> 01:03:16.958]  Same thing for the moons of Saturn and Jupiter and others.
[01:03:18.690 --> 01:03:24.892]  Separately from that, they're getting upset that because of the cooling it's becoming obvious that it's not global warming.
[01:03:24.932 --> 01:03:26.592]  So now they're just saying climate change.
[01:03:27.132 --> 01:03:28.432]  But then that's very childlike.
[01:03:28.732 --> 01:03:29.993]  We're always having climate change.
[01:03:30.013 --> 01:03:30.753]  We have seasons.
[01:03:32.393 --> 01:03:34.094]  We know we go through hot and cold periods.
[01:03:34.174 --> 01:03:35.094]  But you're right.
[01:03:35.854 --> 01:03:42.996]  None of that even matters when it's declassified that they're doing thousands of aerosol spraying operations.
[01:03:43.036 --> 01:03:43.756]  Just Google it.
[01:03:44.116 --> 01:03:46.217]  The government now admits they're... I'm watching one right now.
[01:03:48.217 --> 01:03:59.227]  Just finishing this thought for folks that don't know what Donna knows, that don't know what Alan knows, I'm just throwing this out because it's so important and I meant to make the point today and I'm glad you called in on synchronicity or serendipity, whichever one.
[01:03:59.467 --> 01:04:14.321]  The point here is, is that, just finishing a thought, they are clearly, as Secretary of Defense Cohen said in 97 in Army Times in the April issue,
[01:04:15.325 --> 01:04:16.646]  They do have weather weapons.
[01:04:16.666 --> 01:04:18.768]  They do have tectonic earthquake weapons.
[01:04:18.948 --> 01:04:19.588]  They said it.
[01:04:19.728 --> 01:04:20.329]  They admit it.
[01:04:20.589 --> 01:04:21.930]  They are manipulating the weather.
[01:04:22.170 --> 01:04:25.793]  So, finish up your comment, and then I want to get Alan Watts' take on that.
[01:04:26.573 --> 01:04:29.696]  Okay, well, there's a misconception about missile defense shield.
[01:04:30.777 --> 01:04:38.182]  The prevailing, what the mainstream puts out there is that missile defense shield are these interceptors which fail nine times out of ten.
[01:04:38.803 --> 01:04:44.687]  And in fact, missile defense shield is pulsed energy, electromagnetic energy, into the ionosphere.
[01:04:45.366 --> 01:04:51.208]  And I'm leaning toward thinking that the chemtrails that I'm witnessing right now outside my window have something to do with that.
[01:04:52.748 --> 01:04:57.450]  So what we have here is this shield of energy being created by antennas such as HAARP.
[01:04:57.490 --> 01:05:02.051]  And you say HAARP and you've got this horrible stigma just like you have when you say chemtrails.
[01:05:02.392 --> 01:05:03.532]  But it's a very real thing.
[01:05:04.156 --> 01:05:06.877]  And it's impacting everybody, everything, every living organism.
[01:05:06.917 --> 01:05:15.621]  Well governments admit that they use antennas to manipulate the atmosphere and that's in thousands, literally thousands of mainstream newspapers have reported on that.
[01:05:15.701 --> 01:05:17.021]  China does it, Russia does it.
[01:05:18.142 --> 01:05:21.303]  But the problem is we don't know the full extent of that.
[01:05:21.343 --> 01:05:23.544]  We do know that there are
[01:05:24.284 --> 01:05:31.450]  Thousands of spraying programs going on with aluminum dioxide, with barium salts being added to jet fuel.
[01:05:31.810 --> 01:05:33.312]  Perfect compartmentalization.
[01:05:33.352 --> 01:05:34.533]  The companies don't even know.
[01:05:35.053 --> 01:05:37.856]  It's only the three big jet fuel makers that are adding it.
[01:05:37.956 --> 01:05:39.157]  Alan Watt comments on this.
[01:05:40.018 --> 01:05:42.039]  It's much bigger even.
[01:05:42.199 --> 01:05:46.823]  The HAARP technology was used in the 1970s, early 70s, from Russia, Riga.
[01:05:47.504 --> 01:05:49.766]  In fact, the Soviet system and Latvia.
[01:05:50.826 --> 01:05:54.589]  And we find out now there's over 54 of them worldwide.
[01:05:55.749 --> 01:05:56.210]  The U.S.
[01:05:56.270 --> 01:06:01.994]  has one in, I think, Iceland and one in Greenland as well as one in Alaska, and they had one in Australia in Pine Grap.
[01:06:02.914 --> 01:06:05.856]  Now, they can work these in concert with each other.
[01:06:05.876 --> 01:06:16.583]  It was in the British papers they used it in the first Gulf War in Iraq, and it literally affected the minds of the soldiers who were just walking out the desert completely stunned.
[01:06:17.464 --> 01:06:18.865]  They hadn't been under bombardment.
[01:06:19.906 --> 01:06:23.529]  At least a visible bombardment, and yet they were like zombies.
[01:06:24.009 --> 01:06:25.210]  So it can affect the mind.
[01:06:25.350 --> 01:06:33.195]  Now, the harp technology, there's no doubt about it, this ties in with technotronic warfare that Brzezinski talked about in his book, Between Two Ages.
[01:06:33.235 --> 01:06:39.839]  He says, shortly a technique will be used on the public, and it will affect their minds, being very placid, etc.
[01:06:40.399 --> 01:06:46.603]  And it can also use it to put thoughts right into your head, if necessary, by using a secondary beam.
[01:06:47.284 --> 01:07:02.891]  The United Nations signed a document with all the countries that had HAARP technology in the 1970s, should look into that as under weather warfare, and the whole idea was dreamed up in the 50s with Teller, who was the inventor of the H-bomb.
[01:07:03.411 --> 01:07:08.293]  He said if they can doze the atmosphere with barium salts, aluminum oxide,
[01:07:08.937 --> 01:07:23.977]  And others, he said, we can make it very conductive and it will help this ELF frequency cover vast distances and they could use it either for altering the weather, weather modification, or they could cause global warming with it or freezing.
[01:07:24.137 --> 01:07:27.181]  One or the other depends on the type of frequency they hit it with.
[01:07:27.984 --> 01:07:31.546]  And it could also affect the mindset of a target population.
[01:07:31.846 --> 01:07:35.787]  So this is actually in the treaty at the United Nations from the seventies.
[01:07:35.867 --> 01:07:38.849]  They have this technology, they're using it extensively across the world.
[01:07:38.869 --> 01:07:56.876]  And by the way, the Baltimore Sun, eight years ago, did a big report admitting that DARPA is testing antenna arrays across the United States, and it said, to calm the American people, we put off these waves, we love you, we're the government,
[01:07:57.361 --> 01:08:01.142]  Yeah, I've got photographs from Canada, the States and Europe.
[01:08:01.222 --> 01:08:03.243]  They're putting up these strange antennas.
[01:08:03.303 --> 01:08:08.405]  They look like tall lampposts with a windsock on the end of it.
[01:08:09.465 --> 01:08:12.146]  I've seen this construction and photographed the construction.
[01:08:12.922 --> 01:08:24.788]  Where they have massive thick cables going into the bases of them and this is part of the Technotronic series set up where they can control crowds during and whole populations during times of crisis.
[01:08:24.808 --> 01:08:28.590]  They can make you literally zombified and very placid if they wish to.
[01:08:29.230 --> 01:08:30.571]  But that's freedom, Alan!
[01:08:31.231 --> 01:08:31.991]  That's the freedom.
[01:08:32.071 --> 01:08:32.652]  That's the freedom.
[01:08:32.672 --> 01:08:33.612]  That's their new freedom.
[01:08:36.734 --> 01:08:39.635]  Freedom was redefined by Mr. Bush himself.
[01:08:41.021 --> 01:08:47.245]  Well, for the people that think they're going to enforce this system, most of them aren't going to be part of the Brave New Future either, are they?
[01:08:48.146 --> 01:08:48.927]  No, they will not.
[01:08:50.768 --> 01:08:53.890]  I think, too, that'll start freaking out some as they get closer to their target.
[01:08:54.551 --> 01:08:58.213]  When they personally will see their end coming, they will no longer be necessary.
[01:08:58.894 --> 01:08:59.634]  This is interesting.
[01:08:59.654 --> 01:09:07.340]  You see, technology is very old, because the true sciences are kept back from the public and even from professors.
[01:09:08.052 --> 01:09:11.414]  There's much higher levels of technology and science existing.
[01:09:12.154 --> 01:09:27.943]  And we know this from Nick Biggage, who had a documentary on television on the Wendy Mesley Show, where he demonstrated the obsolete technology, little handheld remotes that the CIA used back in the 1950s, where they could put thoughts
[01:09:28.767 --> 01:09:30.888]  Directly into a target's mind.
[01:09:31.268 --> 01:09:40.253]  By the way, they had said Ted Stevens was beating his brother, but it looks like Senator Stevens is going to be Senator Stevens.
[01:09:40.273 --> 01:09:49.998]  Looks like he's beating, that's Nick Begich's brother, Mark Begich, so it looks like he's winning right now in that highly contested Senate race.
[01:09:50.038 --> 01:09:54.500]  Just a program note, you're absolutely right, they've suppressed a lot of technologies.
[01:09:55.180 --> 01:09:57.682]  Anything else you wanted to add there?
[01:09:58.859 --> 01:09:59.100]  Yes.
[01:09:59.420 --> 01:10:01.241]  One more thing, and this is really important.
[01:10:01.742 --> 01:10:08.047]  The powers of observation for everybody are critical, not just in terms of the geopolitical situation.
[01:10:08.087 --> 01:10:10.029]  I mean, we really have to use our minds.
[01:10:10.589 --> 01:10:17.054]  But in observing nature every day, if you really pay attention, you will see things you've never seen before.
[01:10:18.275 --> 01:10:19.556]  We had a period of six weeks.
[01:10:19.576 --> 01:10:23.520]  I live in a small mountain village in northern New Mexico where we have farming and ranching.
[01:10:24.200 --> 01:10:27.383]  There was a period of about six weeks or more where things stopped growing.
[01:10:28.263 --> 01:10:29.264]  Literally stopped growing.
[01:10:29.945 --> 01:10:31.026]  Flowers didn't bloom.
[01:10:31.827 --> 01:10:34.850]  Crops that had been planted weren't getting any bigger.
[01:10:35.631 --> 01:10:43.119]  And when I noticed it myself, with regard to my indoor plants and my outdoor flowers and so forth, these are plants that are potted, mind you, not even in the ground.
[01:10:43.995 --> 01:10:46.716]  Yeah, everything these elites do is about playing God.
[01:10:47.156 --> 01:10:52.657]  Total matrix dominance, total... I mean, they have all these terms, but go ahead.
[01:10:53.177 --> 01:10:54.237]  Full spectrum dominance.
[01:10:54.497 --> 01:10:56.437]  Well, this went on for weeks and weeks and weeks.
[01:10:56.617 --> 01:10:58.858]  They weren't dying, but they weren't flourishing.
[01:10:58.878 --> 01:10:59.618]  They weren't growing.
[01:11:00.278 --> 01:11:04.739]  So when I talked to local people, local farmers about it, they said, yes, they had observed the same thing.
[01:11:04.779 --> 01:11:05.859]  They didn't know what was going on.
[01:11:06.399 --> 01:11:10.820]  I posted on a message board that goes out across the country, and people posted the same thing.
[01:11:10.860 --> 01:11:12.400]  They said, yes, we noticed it was very strange.
[01:11:12.864 --> 01:11:18.929]  So what if, I mean it's a what if, what if this energy that they're manipulating could be used to stop things from growing?
[01:11:18.969 --> 01:11:39.507]  No, it could be used to kill you, so of course, but listen, 2 billion bees, or close to 80% of them in England, just drop dead, they're dropping dead everywhere, other animals are dropping dead, whole bird species are dying, meanwhile the globalists dance around going, it's for the earth, for the earth, when really they want to destroy the earth and rebuild it in their image playing God.
[01:11:40.308 --> 01:11:41.448]  Alan Watt is our guest.
[01:11:41.668 --> 01:11:43.989]  Again, we'll be right back for everybody on the AM and FM dial.
[01:11:44.389 --> 01:11:45.529]  We're going to take some more calls.
[01:11:45.549 --> 01:11:51.230]  I want to get to everybody here on the Infowars.com streams only during this break.
[01:11:51.970 --> 01:12:00.231]  You know, I joke around about all this because it would be too stressful if I didn't, but this is all very serious and it's all very, very painful to admit that we've gotten to this point.
[01:12:02.032 --> 01:12:03.972]  Okay, Alan, let's take another call.
[01:12:04.032 --> 01:12:07.253]  Very interesting call from Donna in New Mexico.
[01:12:07.653 --> 01:12:09.253]  Your comments to what she was just saying.
[01:12:10.038 --> 01:12:10.719]  She's right on.
[01:12:11.360 --> 01:12:20.834]  Even here in Canada, where I am here, this is the blueberry area for this country, and they literally didn't get enough sunlight this year.
[01:12:20.854 --> 01:12:23.839]  It rained every single day, June and July.
[01:12:24.239 --> 01:12:25.221]  Heavy, heavy spring.
[01:12:25.908 --> 01:12:29.109]  This is the global dimming they talk about at NASA.
[01:12:30.029 --> 01:12:40.053]  Yeah, NASA brags they've dimmed the Earth by 20 percent, that's BBC report, and they admit they're chemtrailing, but it's only on university sites, and then no news will touch it.
[01:12:41.113 --> 01:12:41.754]  That is correct.
[01:12:42.234 --> 01:12:44.675]  And also, there's no birds here.
[01:12:44.755 --> 01:12:45.775]  There's just no birds.
[01:12:45.795 --> 01:12:48.316]  I can walk through the forest here and there's not a single bird.
[01:12:48.636 --> 01:12:51.117]  The moles are coming out of the ground and dying.
[01:12:51.957 --> 01:12:54.618]  And I've noticed quite a few of them this last couple of months.
[01:12:55.146 --> 01:12:59.110]  So they're being poisoned by the stuff that's coming down in this spray as well.
[01:13:00.191 --> 01:13:01.432]  God, they're just slaughtering us.
[01:13:01.452 --> 01:13:08.799]  And then they're going to say it's a global economic environmental crisis and then say that we've all got to be enslaved to stop it.
[01:13:09.600 --> 01:13:12.342]  And then blame us for doing it and getting us to believe it.
[01:13:13.764 --> 01:13:14.965]  It's a brilliant strategy.
[01:13:16.405 --> 01:13:19.686]  All you've got to do is just be completely ruthless, and it's a brilliant strategy.
[01:13:20.567 --> 01:13:25.129]  Let's go ahead and talk to Rico in Toronto.
[01:13:25.269 --> 01:13:26.449]  Rico, you're on the air.
[01:13:26.469 --> 01:13:28.070]  Hi, how are you?
[01:13:28.490 --> 01:13:28.730]  Good.
[01:13:30.771 --> 01:13:36.634]  I really respect your work, Alex, of course, so I just wanted to say that off the bat.
[01:13:37.933 --> 01:13:45.398]  I'm sure you probably didn't get a chance to catch James Bond, the new movie that came out Friday.
[01:13:45.718 --> 01:13:50.461]  No, but every James Bond has all these pro-New World Order brainwashing messages.
[01:13:51.141 --> 01:13:52.262]  What's the latest brainwashing?
[01:13:52.922 --> 01:13:56.345]  Oh, Alex, this baby is crazy.
[01:13:56.945 --> 01:13:58.366]  Okay, there's a scene
[01:13:58.976 --> 01:14:11.146]  Where they go into a movie theater, like in a movie, not a movie theater, I'm sorry, a theater, where all the shadow elite group is like communicating in the theater itself.
[01:14:11.666 --> 01:14:18.451]  There's a giant eye that opens up, and it's all Catholic priests.
[01:14:19.432 --> 01:14:28.119]  Then, at the bottom of it, of the altar, if you will, there's a bunch of people who are being dragged as prisoners
[01:14:28.775 --> 01:14:33.519]  So they're just throwing Illuminati Catholic, the Catholic Church's Illuminati, human sacrifice?
[01:14:56.246 --> 01:15:00.988]  Yes, and it's like, basically it's like the goddess Gaia, she's sacrificing to the eye.
[01:15:01.468 --> 01:15:09.291]  Then after that you have, um, basically like the whole movie is about a war for the resources.
[01:15:10.231 --> 01:15:19.995]  The shadow group makes the government, the dictator, that they're putting back in, sell them the water rights, basically like the whole country.
[01:15:20.075 --> 01:15:25.237]  But let me guess, the MI6 James Bond is going to save us?
[01:15:26.178 --> 01:15:31.524]  Yes, he basically goes like he's not with it, the Americans are with it.
[01:15:32.313 --> 01:15:33.813]  The CIA section chief is with it.
[01:15:33.833 --> 01:15:34.654]  Well, let me just say this.
[01:15:34.714 --> 01:15:36.814]  I mean, obviously the Vatican's corrupting the New World Order.
[01:15:36.834 --> 01:15:38.014]  I mean, I'm not even Catholic.
[01:15:38.675 --> 01:15:45.296]  But I am seeing major pushes to make it only about it being a Catholic conspiracy in the media.
[01:15:45.656 --> 01:15:55.499]  But then, meanwhile, the new Da Vinci Code movie, Angels and Devils, is about the Catholic Church being the good guys and it being an Anglo-American Merovingian.
[01:15:56.379 --> 01:15:59.800]  Alan Watt, let's come back out of break and get your comment on this.
[01:16:03.661 --> 01:16:07.363]  Okay, behind the scenes there we were talking to Rico in Toronto.
[01:16:07.383 --> 01:16:08.844]  He went and saw the new James Bond movie.
[01:16:10.125 --> 01:16:12.566]  No, I didn't go see it.
[01:16:13.207 --> 01:16:17.089]  I'm dealing with all the admitted world government being set up in front of me.
[01:16:17.569 --> 01:16:23.873]  They talk about how it's like Catholic priests doing human sacrifice to the Illuminati in the movie, and I've got some emails about it.
[01:16:23.893 --> 01:16:25.034]  I haven't seen it myself yet.
[01:16:27.635 --> 01:16:31.918]  So on that side it's saying it's a Catholic conspiracy, but then you have the new angels and devils
[01:16:32.842 --> 01:16:52.408]  uh... coming out uh... with uh... you know that all these big actors like tom hanks where it's the catholics fighting the Illuminati and and and i tell you what that is that's about making it factionalized or divide and conquer where now people will fight about which group is it really when the new world order controls both groups uh... correct alan want
[01:16:53.542 --> 01:16:54.164]  Absolutely.
[01:16:54.184 --> 01:16:55.626]  There's no doubt about it.
[01:16:55.666 --> 01:17:02.659]  Even Malachi Martin, who was a Jesuit priest, said that the Vatican had been totally taken over and is now run by Freemasons.
[01:17:02.939 --> 01:17:06.165]  And these are the same Freemasons that run the Protestant sites as well.
[01:17:06.818 --> 01:17:10.021]  It's the same Freemasons that go over and get knighted by the royalty.
[01:17:10.421 --> 01:17:12.983]  That's one of their high ambitions, of course, if you serve the great works.
[01:17:13.003 --> 01:17:14.064]  And see, let's be clear.
[01:17:14.084 --> 01:17:16.706]  We're not having a debate about the Catholic Church pushing world government.
[01:17:16.726 --> 01:17:17.947]  The last two popes have called for it.
[01:17:18.207 --> 01:17:19.268]  We're not debating that.
[01:17:19.589 --> 01:17:21.770]  We're just stating the facts of what it is today.
[01:17:22.411 --> 01:17:32.479]  And for some reason, groups out of Israel fund the idea that if you don't only talk about Catholics being the source of all evil, that you are in their employ.
[01:17:32.739 --> 01:17:34.481]  And that's just massive disinfo.
