[00:00:00.129 --> 00:00:00.890]  Federal agents!
[00:58:14.096 --> 00:58:15.177]  No, he wasn't at all.
[00:58:15.857 --> 00:58:20.700]  What he was trying... Well, I got something... Machiavelli was a very... Machiavelli was a very devious man.
[00:58:20.720 --> 00:58:24.502]  I've written... I've studied a lot... Well, I mean, I've read both his books, but that's it.
[00:58:24.542 --> 00:58:31.986]  But, I mean, I take away from it that, you know, he was kind of pissed off, locked up in his house, kind of, you know, spilling the beans.
[00:58:32.046 --> 00:58:33.747]  Are you saying it was propaganda against people?
[00:58:34.127 --> 00:58:34.507]  No, no, no.
[00:58:34.567 --> 00:58:39.570]  He was worried because he saw... Alright, I'll put it bluntly.
[00:58:40.010 --> 00:58:43.372]  Machiavelli thought Christianity as a religion was bad.
[00:58:44.730 --> 00:58:49.093]  Because it denied the natural desires like sex, sinful.
[00:58:49.294 --> 00:58:49.674]  It was satanic.
[00:58:49.694 --> 00:58:51.555]  He thought that was a bad thing to do.
[00:58:51.936 --> 00:58:52.456]  It was not well.
[00:58:52.476 --> 00:58:53.957]  He thought the church was corrupt.
[00:58:54.798 --> 00:59:02.824]  He was trying to encourage people to go back to secular governments that separated religion from politics, which we now do and take for granted.
[00:59:03.385 --> 00:59:06.027]  They don't do that in the Muslim world all the time, right?
[00:59:06.087 --> 00:59:13.553]  So we better remember that there was a time, even in Western history, when the church
[00:59:14.304 --> 00:59:16.785]  had essentially a lot of political power.
[00:59:16.905 --> 00:59:20.347]  Yeah, so it's kind of a pre-Illuminati type deal.
[00:59:21.487 --> 00:59:28.831]  No, what he was trying to do was to figure out a way to get back to the frame of reference of pagan antiquity.
[00:59:29.351 --> 00:59:29.911]  That's what I just said.
[00:59:29.931 --> 00:59:31.812]  The only way he thought to do that was to shock people.
[00:59:32.012 --> 00:59:34.373]  I know, pagan antiquity, that's what the Illuminati wants.
[00:59:35.534 --> 00:59:41.817]  Well, all I'm saying is that he thought, he was a Republican, he believed in Republican government,
[00:59:43.082 --> 00:59:45.643]  But utterly secular Republican government.
[00:59:45.844 --> 00:59:46.984]  So you like Machiavelli?
[00:59:47.785 --> 00:59:55.291]  I think he's a very, very powerful thinker because he makes you ask questions about things you don't want to ask questions about.
[00:59:55.371 --> 00:59:55.591]  Sure.
[00:59:55.611 --> 00:59:57.092]  That's what Charles tried to teach us.
[00:59:57.412 --> 00:59:59.234]  Sure, the hypocrisy of the time.
[00:59:59.954 --> 01:00:06.299]  If you ask questions about things, the crucial thing for me is not what some thinker in the past said or didn't say.
[01:00:06.857 --> 01:00:11.222]  But how you can use that to learn how to read a book, to read science... Hold on, Professor.
[01:00:11.663 --> 01:00:12.083]  Hold on.
[01:00:12.203 --> 01:00:12.524]  Hold on.
[01:00:12.624 --> 01:00:15.807]  I mean, to pierce to the core of things through the propaganda.
[01:00:15.947 --> 01:00:16.388]  I gotcha.
[01:00:16.628 --> 01:00:16.909]  Hold on.
[01:00:16.929 --> 01:00:17.850]  Let's do one more minute here.
[01:00:21.814 --> 01:00:24.958]  I got into Straussian ideas.
[01:00:25.819 --> 01:00:27.400]  The Professor's saying he's not a neocon.
[01:00:29.687 --> 01:00:30.728]  Whatever, he hatched that.
[01:00:30.768 --> 01:00:32.209]  He's the presenter of it.
[01:00:32.229 --> 01:00:37.614]  And I brought up Machiavelli, and the professor got very possessive, I think is the word.
[01:00:37.634 --> 01:00:39.555]  I'm like, I'm an expert on Machiavelli.
[01:00:39.575 --> 01:00:40.436]  He was disagreeing with me.
[01:00:40.917 --> 01:00:44.580]  And I'm sure he's right about the main reason Machiavelli wrote those books.
[01:00:44.940 --> 01:00:47.042]  I mean, I read them like 15, 20 years ago.
[01:00:47.782 --> 01:00:52.186]  The point is, and I've seen more modern forms of subterfuge, more subtle.
[01:00:52.526 --> 01:00:54.988]  He was saying that he wanted us to go back to pagan antiquity.
[01:00:55.729 --> 01:01:00.230]  Oh, the point is that Machiavelli was a friend of somebody named Leonardo da Vinci.
[01:01:25.069 --> 01:01:40.258]  When he was in power in the Republic of Florence, he tried with Leonardo to design, to change the bed of the River Arno to make the city of Florence a seaport.
[01:01:41.058 --> 01:01:52.425]  Because with the discovery of America in 1492, the idea of making Florence a seaport, which could then engage in transatlantic trade, was very attractive.
[01:01:53.641 --> 01:01:53.801]  Yes.
[01:02:15.746 --> 01:02:18.787]  No, because they don't pay enough attention to read them very carefully.
[01:02:19.007 --> 01:02:33.011]  No, I remember seeing that, talking about how basically a bunch of twittering, you know, people, religionists, were blocking progress, and you're talking about the Renaissance, aren't you?
[01:02:34.012 --> 01:02:45.215]  Oh yeah, but I mean, I wrote a couple in my book, Machiavelli, Leonardo, and the Science of Power, which I tried to deal with how Machiavelli and Leonardo represent two aspects of
[01:02:46.229 --> 01:02:47.850]  The beginning of modern society.
[01:02:47.990 --> 01:02:50.372]  Modern society is unique in the world.
[01:02:51.653 --> 01:03:03.901]  The idea of using science the way we use science and we take it for granted, don't realize that the way we take science for granted is in a lot of people elsewhere in the world, particularly in the Middle East, it's all heresy.
[01:03:17.091 --> 01:03:24.517]  As best you could, without reading it through the filter of some book by somebody else.
[01:03:24.677 --> 01:03:26.219]  Yeah, getting it from some religion.
[01:03:26.359 --> 01:03:27.500]  Getting it from the oracles.
[01:03:28.220 --> 01:03:44.314]  And in particular, he was worried about the way in which the Christian view of original sin, going back to the Hebrew view in the Bible of original sin, raised questions about things that were utterly natural.
[01:03:45.453 --> 01:03:49.434]  And the point of this, St.
[01:03:49.554 --> 01:03:59.076]  Paul wrote these letters and claimed that the word of Jesus as God had to be sent to all tribes, all nations.
[01:04:00.556 --> 01:04:01.236]  That was what St.
[01:04:01.276 --> 01:04:03.957]  Paul said.
[01:04:04.577 --> 01:04:11.038]  What did Machiavelli realize when Amerigo Vespucci realized that this wasn't just an island, it was a continent?
[01:04:12.091 --> 01:04:15.673]  In fact, he was the first thinker to know there was a continent between Europe and Asia.
[01:04:16.473 --> 01:04:22.156]  Because his secretary, his assistant, Augustino Vespucci, was Americo Vespucci's cousin.
[01:04:23.417 --> 01:04:29.300]  And so he knew right away that there was this whole continent where people had never heard about Christianity.
[01:04:30.380 --> 01:04:33.082]  Well, how could God have been just because
[01:04:34.079 --> 01:04:34.659]  No, I understand.
[01:04:34.680 --> 01:04:36.201]  No, no, I understand the whole argument.
[01:04:36.221 --> 01:04:38.402]  That's the induction into the Illuminati speech.
[01:04:49.591 --> 01:04:50.572]  I understand all that.
[01:04:50.992 --> 01:04:52.433]  I mean, listen, we've got to get you back up.
[01:04:52.453 --> 01:05:07.104]  I didn't know you wrote a book about that, Professor, and we appreciate you coming on to explain to us that it's something far more complex than what we hear of as sodium fluoride being put in the water supply, and I hope you'll spend time with us again.
[01:05:07.124 --> 01:05:12.508]  People can just Google Roger D. Masters and find out about your prolific work, and I appreciate your time.
[01:05:13.388 --> 01:05:15.450]  Well, thank you very much for giving me a chance to
[01:05:16.403 --> 01:05:19.865]  Perhaps, encourage stopping the use of a dangerous chemical.
[01:05:20.265 --> 01:05:20.806]  All right, thank you.
[01:05:20.826 --> 01:05:21.626]  We appreciate your time.
[01:05:22.006 --> 01:05:23.687]  Well, good luck and good health to you all.
[01:05:23.867 --> 01:05:24.288]  Thank you.
[01:05:24.568 --> 01:05:25.128]  Appreciate it.
[01:05:27.209 --> 01:05:28.310]  Well, there we have it.
[01:05:28.330 --> 01:05:29.771]  It's always back to the same thing.
[01:05:30.932 --> 01:05:31.432]  Oh, man.
[01:05:33.113 --> 01:05:37.576]  And let me tell you, they will have you believe that they are not religionist.
[01:05:37.596 --> 01:05:44.660]  I don't know about him particularly, but they are religious in every sense of the word, ladies and gentlemen.
[01:05:46.235 --> 01:05:47.996]  Okay, look, I wanted to play both these clips.
[01:05:48.016 --> 01:05:49.236]  They're both like 10 minutes long.
[01:05:49.256 --> 01:05:51.557]  They're up on InfoWars.com.
[01:05:51.617 --> 01:05:55.058]  I may play one now and then do an overdrive.
[01:05:55.078 --> 01:06:02.441]  And I've got to go to a meeting about the studio, the TV studio they're building.
[01:06:02.461 --> 01:06:04.281]  Let's do 10 minutes of overdrive.
[01:06:05.362 --> 01:06:06.602]  Can you do 10 minutes of overdrive?
[01:06:07.602 --> 01:06:11.964]  Well, the problem is the network has the clip
[01:06:13.584 --> 01:06:17.025]  And I guess you can't keep my ISDN connected from Minnesota down here, can you?
[01:06:18.866 --> 01:06:19.746]  To go into Overdrive?
[01:06:21.467 --> 01:06:21.727]  John?
[01:06:22.588 --> 01:06:23.588]  Actually, no, we cannot.
[01:06:23.708 --> 01:06:24.608]  Hey, do me a favor then.
[01:06:25.149 --> 01:06:27.770]  Email me that other clip, both the clips, the URLs.
[01:06:27.910 --> 01:06:29.270]  Do you have those or did you flush those?
[01:06:30.711 --> 01:06:32.872]  I can send you the links through Instant Messenger.
[01:06:33.072 --> 01:06:38.394]  Yeah, we'll play Part 1 here and we'll play Part 2 in Overdrive from my studio.
[01:06:40.148 --> 01:06:42.629]  Hell, I may just start doing five or six hours every day, you know?
[01:06:44.390 --> 01:06:47.191]  Look, I know I opened the phones up hours ago and only took, like, five calls.
[01:06:47.951 --> 01:06:49.352]  They're not people still holding, are they?
[01:06:50.732 --> 01:06:56.375]  Yep, I gave you the fresh list on... Oh, goodness gracious, these poor people have been holding for hours and hours and hours.
[01:06:57.315 --> 01:06:59.316]  And I've got an important meeting I've got to go to.
[01:06:59.516 --> 01:06:59.916]  You know what?
[01:07:00.717 --> 01:07:03.098]  We'll take their calls, too, before the show ends.
[01:07:04.798 --> 01:07:07.019]  Joe, Mike, Mike, Billy, and Dr. Kelly.
[01:07:08.360 --> 01:07:08.540]  Right?
[01:07:09.537 --> 01:07:10.238]  Yep, that's the right one.
[01:07:12.359 --> 01:07:12.639]  Okay.
[01:07:13.079 --> 01:07:17.843]  Well, anybody, it won't be on the AM and FM dialogue or before we have internet or satellite, but it will be on the internet.
[01:07:17.903 --> 01:07:21.045]  Infowars.com and PrisonPlanet.tv.
[01:07:21.845 --> 01:07:23.587]  You will be able to see the clip.
[01:07:23.627 --> 01:07:24.807]  I'll just play it from there.
[01:07:26.829 --> 01:07:28.210]  Let's go ahead now and do this.
[01:07:28.630 --> 01:07:35.034]  I wanted to spend a whole show on this, and I think tomorrow I'm going to comment on this more.
[01:07:36.317 --> 01:07:43.765]  But I found all these old militia clips from Donahue and other shows, and Donahue is acting like a complete clown.
[01:07:43.845 --> 01:07:54.015]  I used to really hate him for this, but then I'd seen these, you know, back in the early 90s, this was like in 94, right after the Waco butchering, and I'd seen these clips going around then on VHS tapes and things passed around.
[01:07:54.696 --> 01:07:56.717]  Where he's going, you live in the woods, don't you?
[01:07:56.897 --> 01:07:57.398]  The woods!
[01:07:57.418 --> 01:08:00.880]  Like these militia guys, they're just totally calm, making him look like a fool.
[01:08:01.260 --> 01:08:08.604]  I know two other guys that are up on stage, and they're laying out, they're coming for your guns, it's a new world order, they're gonna do this and that, and then now look!
[01:08:09.605 --> 01:08:10.005]  Let me see.
[01:08:11.538 --> 01:08:14.380]  Fourteen years later, this is in 1994.
[01:08:14.780 --> 01:08:17.922]  Fourteen years later, how much of this has come true?
[01:08:18.543 --> 01:08:19.544]  How much of this happened?
[01:08:19.564 --> 01:08:21.185]  Because they were only going off government documents.
[01:08:21.845 --> 01:08:23.687]  And just how right the militia movement was.
[01:08:23.727 --> 01:08:32.594]  But then a year later, after this TV show, the feds bombed OKC, and Bill Clinton blamed it on the militia, when it was a federal operation, and that's when the militia went underground.
[01:08:33.354 --> 01:08:37.956]  So, government-sponsored terror is used to head off movements that could stop their tyranny.
[01:08:38.436 --> 01:08:43.078]  So, let's go ahead, but they only do it because it justifies the means.
[01:08:43.098 --> 01:08:46.720]  They want to bring us enlightenment, and they've got to kill a lot of us to do that first.
[01:08:47.260 --> 01:08:53.602]  It's the great work we're talking about here for Lucifer, they believe.
[01:08:54.383 --> 01:08:56.384]  So, let's go ahead and play the militia.
[01:08:56.404 --> 01:08:59.605]  The video is even more incredible up on InfoWars.com.
[01:09:00.005 --> 01:09:02.206]  Actually, for PrisonPlanet.tv, let's punch this up.
[01:09:03.883 --> 01:09:07.126]  And I will play clip two in overdrive so people can actually see the video.
[01:09:07.667 --> 01:09:08.868]  Over at PrisonPlanet.tv.
[01:09:08.908 --> 01:09:11.010]  Just have it where I can get to it later.
[01:09:11.030 --> 01:09:11.210]  Good.
[01:09:11.510 --> 01:09:13.412]  Yeah, yeah, later I'm going to have that for everybody.
[01:09:15.169 --> 01:09:16.010]  Now, folks get confused.
[01:09:16.030 --> 01:09:21.217]  There's all these other internet streams, little radio networks, internet things that carry the show, and there's scores of them.
[01:09:21.718 --> 01:09:24.241]  And they, and the deads always let a lot of them do it.
[01:09:24.261 --> 01:09:26.484]  The problem is some then hold out that they are us.
[01:09:27.204 --> 01:09:30.328]  And because we're so lenient with things, it's kind of like, make copies of my film.
[01:09:30.348 --> 01:09:31.570]  People say, well, they're now my film.
[01:09:32.091 --> 01:09:33.352]  And I copyright your film, you know.
[01:09:34.173 --> 01:09:34.993]  No, that's my film!
[01:09:35.033 --> 01:09:35.754]  How dare you!
[01:09:36.014 --> 01:09:36.994]  No, the film's mine now!
[01:09:37.435 --> 01:09:40.056]  So we have to kind of explain to you, this is the Genesis Network.
[01:09:40.076 --> 01:09:41.317]  This is where the show originates from.
[01:09:41.857 --> 01:09:45.459]  And on those other networks and things, you won't be hearing my show when it ends.
[01:09:45.499 --> 01:09:48.640]  You've got to go to mfallwars.com when we go into overdrive.
[01:09:48.940 --> 01:09:52.182]  The only place to listen is on the internet or at prisonplanet.tv.
[01:09:53.863 --> 01:10:01.967]  All of the schooning pilot fish are trying to attach themselves, which I don't mind a few pilot fish hanging off me.
[01:10:02.728 --> 01:10:05.851]  But if they bite me and hate me while they're sucking my blood, it makes me angry.
[01:10:06.532 --> 01:10:14.419]  And they always squeal and yell and pull their hair out and make up a bunch of stuff about me and engage in blackmail and all this other crap.
[01:10:14.659 --> 01:10:16.000]  I'm not going to be too friendly towards you.
[01:10:16.060 --> 01:10:19.724]  It's your own delusional BS.
[01:10:19.744 --> 01:10:24.048]  You can lie to yourself all day about the stuff you've done, but the truth is I know the truth and that's what matters.
[01:10:25.145 --> 01:10:26.365]  And that's why I'm going to defend myself.
[01:10:26.406 --> 01:10:27.426]  But I'm already digressing.
[01:10:27.966 --> 01:10:30.727]  Listen at how the militia was so right.
[01:10:30.747 --> 01:10:31.668]  Now these are real guys.
[01:10:31.708 --> 01:10:32.728]  John Trotman and others.
[01:10:33.088 --> 01:10:34.889]  These are all great guys up there on stage.
[01:10:35.469 --> 01:10:36.650]  I know two of them personally.
[01:10:37.270 --> 01:10:38.110]  And I'm going to get them on.
[01:10:38.130 --> 01:10:40.911]  I'm going to track them down and get both these guys back on.
[01:10:41.992 --> 01:10:44.233]  But Bob Flesher and Trotman.
[01:10:45.613 --> 01:10:46.514]  I know they're still around.
[01:10:47.214 --> 01:10:48.194]  Just amazing guys.
[01:10:48.214 --> 01:10:49.795]  This is 14 years ago.
[01:10:50.455 --> 01:10:52.196]  These guys 20 years ago were telling the truth.
[01:10:52.556 --> 01:10:53.777]  Now listen to it.
[01:10:54.017 --> 01:10:54.657]  We'll be right back.
[01:10:56.331 --> 01:11:05.539]  The United States of America, they believe that the United States government is prepared to usurp the Constitution and break down doors and confiscate guns.
[01:11:05.619 --> 01:11:08.282]  Am I lying to these people, Bob Fletcher and Jim Trockman?
[01:11:08.562 --> 01:11:09.103]  John Trockman.
[01:11:09.183 --> 01:11:10.404]  John, sorry, it says John here.
[01:11:11.345 --> 01:11:11.845]  You believe this?
[01:11:12.326 --> 01:11:13.567]  No, not quite like that.
[01:11:14.568 --> 01:11:15.528]  Not the U.S.
[01:11:15.568 --> 01:11:15.949]  government.
[01:11:16.866 --> 01:11:17.486]  Which government?
[01:11:17.506 --> 01:11:18.407]  The One World Government?
[01:11:18.567 --> 01:11:18.847]  Yes, sir.
[01:11:19.827 --> 01:11:20.648]  The United Nations?
[01:11:20.828 --> 01:11:21.148]  Yes, sir.
[01:11:21.528 --> 01:11:24.630]  And you're in the woods now, and you're not, neither of you, you're not in the woods?
[01:11:24.690 --> 01:11:25.190]  No, no, no.
[01:11:25.430 --> 01:11:26.751]  Yeah, you're from Montana.
[01:11:27.231 --> 01:11:28.191]  The city of Noxon?
[01:11:28.472 --> 01:11:28.792]  Yes, sir.
[01:11:28.812 --> 01:11:30.633]  The little town of Noxon.
[01:11:30.673 --> 01:11:31.353]  350 people?
[01:11:31.733 --> 01:11:32.153]  Maximum.
[01:11:32.173 --> 01:11:32.533]  Uh-huh.
[01:11:32.734 --> 01:11:33.714]  And you're living in the woods?
[01:11:34.234 --> 01:11:34.414]  No.
[01:11:34.534 --> 01:11:35.275]  No, you're not.
[01:11:35.495 --> 01:11:36.535]  Is anybody in Montana?
[01:11:37.556 --> 01:11:38.416]  Just their plain homes.
[01:11:38.496 --> 01:11:41.178]  You're sitting next to Ray Southwell, who does, from Michigan.
[01:11:41.518 --> 01:11:43.739]  You gather in the woods, don't you?
[01:11:44.619 --> 01:11:45.079]  In Michigan?
[01:11:45.099 --> 01:11:45.740]  When we train?
[01:11:45.940 --> 01:11:46.120]  Yeah.
[01:11:46.812 --> 01:11:47.352]  That's correct.
[01:11:47.432 --> 01:11:48.392]  But you're not living there.
[01:11:49.053 --> 01:11:49.853]  I don't quite understand.
[01:11:49.873 --> 01:11:50.753]  Stop right there.
[01:11:51.493 --> 01:11:54.594]  See, this propaganda wouldn't sell today.
[01:11:55.114 --> 01:11:57.074]  Like, you live in the woods, you're some kind of hillbilly.
[01:11:57.094 --> 01:12:00.115]  Then they go to the black guy, well these are white supremacists, what are you doing with them?
[01:12:00.135 --> 01:12:01.275]  And the black guy's like, no they're not.
[01:12:01.295 --> 01:12:03.756]  In fact, if you go watch their videos, they all speak out against it.
[01:12:04.656 --> 01:12:07.057]  But that's the whole point, is that's what they would tell the public.
[01:12:07.397 --> 01:12:12.278]  And this was running up, the demonization of the militia, started a year before the feds bombed OKC.
[01:12:12.998 --> 01:12:16.620]  Just like the demonization of Alciada began right before 9-11.
[01:12:16.740 --> 01:12:18.582]  So you can see the build-up.
[01:12:18.902 --> 01:12:21.824]  But I mean, just listen how ridiculous Phil Donahue is.
[01:12:21.864 --> 01:12:22.244]  Here it is.
[01:12:22.584 --> 01:12:24.025]  Yeah, that's correct.
[01:12:24.085 --> 01:12:25.046]  But you're not living there.
[01:12:25.706 --> 01:12:27.868]  I don't quite understand when you say living there.
[01:12:27.888 --> 01:12:33.031]  I live in northern Michigan and I have 20 acres that I live on and there's a house there.
[01:12:33.271 --> 01:12:33.452]  Right.
[01:12:33.732 --> 01:12:37.694]  You're with Ken Adams and Doug Hall here as well as
[01:12:38.965 --> 01:12:41.446]  The ever popular, highly regarded Jim Johnson.
[01:12:42.106 --> 01:12:43.226]  You're from Ohio, are you?
[01:12:43.426 --> 01:12:44.746]  That's correct, Columbus to be exact.
[01:12:44.766 --> 01:12:45.006]  Yeah.
[01:12:45.307 --> 01:12:46.307]  You're in a militia area?
[01:12:46.627 --> 01:12:49.748]  The Ohio Unorganized Militia, duly elected communications officer.
[01:12:49.788 --> 01:12:49.988]  Yeah.
[01:12:50.388 --> 01:12:53.829]  What's, what are you, incidentally, I thought this was an all-white area.
[01:12:53.849 --> 01:12:54.749]  By the way, start again.
[01:12:54.849 --> 01:12:56.609]  I mean, Donahue's extremely manipulative.
[01:12:56.629 --> 01:13:07.852]  You know, speaking out against the war now, he seems good, but he was puffing up, getting in their face, growling at them with the body language, trying to manipulate them into a fight, and the guys were all laughing at him, so Donahue looked like a complete fool.
[01:13:07.912 --> 01:13:08.352]  Back to it.
[01:13:09.555 --> 01:13:10.397]  Yeah.
[01:13:11.318 --> 01:13:16.587]  Incidentally, I thought this was an all-white, Aryan nation, don't tread on me kind of group.
[01:13:16.948 --> 01:13:19.432]  Yeah, well, the state of the country doesn't have an affirmative action program.
[01:13:19.472 --> 01:13:20.053]  All are invited.
[01:13:21.216 --> 01:13:28.601]  And you're here, among other things, to say that you share their concern about the pending crisis that's coming to this country?
[01:13:28.801 --> 01:13:29.541]  Oh, absolutely.
[01:13:30.262 --> 01:13:38.106]  Being a minority in our community, we've seen certain actions that these conspiratorial theorists have talked about actually happen in our communities.
[01:13:38.146 --> 01:13:39.087]  Tell us what they are.
[01:13:39.107 --> 01:13:41.108]  I'm having a little trouble getting it from the civilians here.
[01:13:42.168 --> 01:13:45.410]  You look like you're from IBM compared to the rest of the group.
[01:13:45.530 --> 01:13:47.991]  We can spot you from the air, Bob.
[01:13:48.031 --> 01:13:49.752]  You better get yourself your fatigues here.
[01:13:50.032 --> 01:13:51.273]  I'm going to get spotted from the air.
[01:13:51.293 --> 01:13:52.654]  Yes, you are.
[01:13:52.834 --> 01:13:53.714]  You're serious about this.
[01:13:53.754 --> 01:13:55.295]  Please, I want this audience to know.
[01:13:55.375 --> 01:13:56.115]  Oh, show them the film.
[01:13:56.135 --> 01:13:57.016]  This is from Michigan.
[01:13:57.176 --> 01:13:59.897]  Let me just, while we're showing it, you can make your case here.
[01:13:59.917 --> 01:14:05.100]  The basic problem is rather simple, and Americans have become concerned
[01:14:05.780 --> 01:14:10.405]  That here in the United States, we're losing our constitutional rights.
[01:14:10.986 --> 01:14:20.397]  We are slowly being moved into what amounts to being a one world, and that's George Bush and Gorbachev's words, a one world, new world order.
[01:14:21.460 --> 01:14:25.201]  And what that amounts to, basically, is socialism.
[01:14:25.521 --> 01:14:26.622]  One world socialism.
[01:14:27.122 --> 01:14:31.423]  And if you don't like it, you're going to be moved off someplace where they can control you.
[01:14:32.023 --> 01:14:38.145]  And the problem is, in terms of the militia across the United States, this is exactly what we're addressing.
[01:14:38.565 --> 01:14:40.086]  It has nothing to do with racism.
[01:14:40.866 --> 01:14:44.869]  As, I guess, our compadre from Ohio would testify.
[01:14:44.889 --> 01:14:52.594]  It has nothing to do with a handful of crazy people running through the woods and practicing to shoot unknown, mysterious people.
[01:14:53.074 --> 01:15:03.040]  We already are witnessing, as we talk today, Puerto Rico, San Juan, Puerto Rico is under martial law, folks, that everybody said would never happen.
[01:15:03.220 --> 01:15:04.261]  That's as we speak today.
[01:15:04.281 --> 01:15:06.823]  This has to do with the sweep of
[01:15:08.249 --> 01:15:12.431]  Uh, public housing for drugs and, uh, weapons in Puerto Rico.
[01:15:12.451 --> 01:15:13.271]  That's the excuse.
[01:15:13.331 --> 01:15:15.052]  That's the excuse that's being used.
[01:15:15.332 --> 01:15:25.336]  Now, the only point they don't make is that the tremendous tonnage of cocaine and narcotics coming into the United States is being done on C-130 military aircraft.
[01:15:25.757 --> 01:15:33.380]  It's been that way since, uh, all the way back in the 80s, and it was part of the Oliver North business with bringing in the drugs and the guns down into countries.
[01:15:35.061 --> 01:15:39.705]  You're afraid of the suspension of what you believe is your right to bear arms.
[01:15:40.025 --> 01:15:42.067]  That's really at the root of this.
[01:15:42.427 --> 01:15:44.969]  You're afraid the feds are coming along to take your guns away.
[01:15:45.249 --> 01:15:50.273]  My basic concern is what kind of a country am I going to leave my children?
[01:15:51.274 --> 01:15:53.636]  I am very, very concerned about that.
[01:15:54.773 --> 01:16:00.074]  And that's the reason that I'm in the militia, is what kind of a country am I going to leave for my children?
[01:16:00.234 --> 01:16:02.015]  That's the same way with me, Phil.
[01:16:02.855 --> 01:16:05.776]  You're the chaplain, right?
[01:16:05.796 --> 01:16:08.176]  At 63, my youngest daughter just had a little girl.
[01:16:08.216 --> 01:16:09.456]  Well, she's a year old now.
[01:16:10.517 --> 01:16:13.877]  And I was amazed that at 63, I started to really appreciate
[01:16:17.108 --> 01:16:17.888]  This little person.
[01:16:35.296 --> 01:16:35.716]  I don't know.
[01:16:59.864 --> 01:17:02.349]  How will this express itself, this preservation?
[01:17:02.789 --> 01:17:03.531]  This preservation?
[01:17:03.691 --> 01:17:07.618]  What we do in Ohio is we arm people with knowledge, is what we do.
[01:17:08.300 --> 01:17:11.082]  The knowledge that your rights are eroding.
[01:17:11.342 --> 01:17:11.882]  That is correct.
[01:17:11.902 --> 01:17:12.422]  You've got to save them.
[01:17:12.463 --> 01:17:13.783]  Alright, stop it right there.
[01:17:13.843 --> 01:17:15.144]  I'm going to come back and play more.
[01:17:15.164 --> 01:17:20.227]  We're going to Overdrive today and tomorrow I'll probably play this for the full AM and FM audience.
[01:17:20.587 --> 01:17:25.390]  If you just Google American Militia Media Spin into Google, it'll come up.
[01:17:25.430 --> 01:17:27.331]  American Militia dash Media Spin.
[01:17:27.351 --> 01:17:29.653]  You can go to Infowars.com and watch.
[01:17:29.793 --> 01:17:31.914]  Well, there's links to hours of this stuff if you want.
[01:17:32.835 --> 01:17:36.337]  But, this is the type of stuff we're dealing with here.
[01:17:37.841 --> 01:17:39.501]  Just the outright demonization.
[01:17:39.521 --> 01:17:41.882]  See, most of these guys were former military intelligence.
[01:17:42.562 --> 01:17:53.864]  Well, they had sources in that, and that's when Delta Force started buying off local governments, CIA takeover, government narcotics trafficking expanding, and they were doing drills for gun confiscation.
[01:17:54.645 --> 01:18:05.247]  And I then woke up a few years, or right after this, about a year after this, and started going and videotaping these drills and seeing it for myself, and I found out, my God, these old guys on TV are telling the truth!
[01:18:06.067 --> 01:18:11.170]  And then here we are a few years later, 15 years later, right down getting our throats slit.
[01:18:11.950 --> 01:18:12.951]  It's all coming to a head.
[01:18:13.011 --> 01:18:13.431]  Stay with us.
[01:18:15.092 --> 01:18:20.935]  High fuel prices for gasoline and diesel are taking a huge bite out of budgets for individuals and businesses.
[01:18:21.235 --> 01:18:22.756]  But there is something you can do.
[01:18:23.176 --> 01:18:33.022]  Fuel Saver Incorporated's fuel enhancer formula will not only stretch each gallon of fuel further for mere pennies per treated gallon, but also cleans fuel injectors, pumps, and reduces emissions.
[01:18:33.602 --> 01:18:41.830]  Average improvement in fuel economy typically ranges from 8 to 20 percent or more, saving you 30 to 80 cents on each gallon of fuel at the pump.
[01:18:42.150 --> 01:18:43.571]  Now there's a boost for your budget.
[01:18:43.791 --> 01:18:48.095]  Fuel Saver Incorporated's product is completely safe for your vehicle, gas or diesel.
[01:18:48.476 --> 01:18:55.602]  In fact, the product is currently in use in motorcycles, cars, trucks, buses, RVs, boats, ships, and locomotives.
[01:18:56.042 --> 01:18:57.844]  Go to fuelsaverinc.com today.
[01:18:58.184 --> 01:19:01.545]  That's FuelSaverINC.com or call toll-free 866-768-7811.
[01:19:01.605 --> 01:19:02.906]  Call now, 866-768-7811 or go to FuelSaverInc.com.
[01:19:02.926 --> 01:19:04.006]  Fuel Saver Fuel Enhancer.
[01:19:04.026 --> 01:19:05.266]  Start saving on fuel today!
[01:19:14.904 --> 01:19:17.446]  Terror Storm, a history of government-sponsored terror.
[01:19:17.766 --> 01:19:19.047]  Loose Change, Final Cut.
[01:19:19.327 --> 01:19:21.329]  Endgame, blueprint for global enslavement.
[01:19:21.489 --> 01:19:23.230]  The true story of the Bilderberg Group.
[01:19:23.390 --> 01:19:24.611]  The late, great USA.
[01:19:24.871 --> 01:19:26.292]  America, freedom to fascism.
[01:19:26.633 --> 01:19:33.457]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[01:19:33.658 --> 01:19:37.600]  When you visit prisonplanet.com, you can connect to our amazing online store.
[01:19:37.741 --> 01:19:41.143]  Whether you're looking for survival and wellness products like Berkey water filters,
[01:19:41.423 --> 01:19:41.904]  We're good to go.
[01:20:01.423 --> 01:20:11.687]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[01:20:12.028 --> 01:20:13.568]  Join the info war today!
[01:20:14.109 --> 01:20:16.189]  Keep out of reach of children under 6 years of age.
