[00:00:00.535 --> 00:00:01.095]  Try Bundle.
[00:50:01.583 --> 00:50:04.064]  If you want to put it together in an email, sir, send it to me.
[00:50:04.645 --> 00:50:07.346]  Put it on the message board on InfoWars.com or something like that.
[00:50:07.386 --> 00:50:07.906]  That'll be great.
[00:50:07.966 --> 00:50:08.186]  Okay?
[00:50:08.766 --> 00:50:09.167]  Thank you.
[00:50:10.207 --> 00:50:12.808]  Let's go ahead and jam in some more calls here.
[00:50:13.409 --> 00:50:15.850]  Let's talk to Carl in Montreal, Canada.
[00:50:16.110 --> 00:50:17.010]  You're on the air, Carl.
[00:50:17.030 --> 00:50:17.431]  Go ahead.
[00:50:19.492 --> 00:50:19.912]  Is this me?
[00:50:20.032 --> 00:50:20.512]  Yes, it is.
[00:50:20.692 --> 00:50:21.092]  Oh, hey.
[00:50:21.272 --> 00:50:22.353]  It's Mitchell in Texas.
[00:50:22.493 --> 00:50:26.275]  I was just going to ask you about what's going on about the
[00:50:27.302 --> 00:50:34.307]  John McCain not having been born in the United States and maybe not meeting... Yeah, but that doesn't count if you're on a naval ship.
[00:50:34.347 --> 00:50:39.971]  His dad was a Navy Admiral and just because he was born in Panama doesn't mean that he is not a U.S.
[00:50:39.991 --> 00:50:44.114]  citizen because the State Department deals with those documents and it makes you a joint citizen.
[00:50:44.835 --> 00:50:51.179]  I've been getting, and you know, I don't know the accuracy of what I'm getting, but I've been getting, let's see, from the U.S.
[00:50:51.199 --> 00:50:52.240]  Department website.
[00:50:52.820 --> 00:50:55.142]  It says, despite widespread popular belief, U.S.
[00:50:55.182 --> 00:50:56.663]  military installations abroad.
[00:50:57.079 --> 00:51:01.683]  Well, I know that may be the case now because they encourage diplomatic corps and others to have their children back in country.
[00:51:24.466 --> 00:51:29.770]  I know there are a lot of people who were born in the military outside the country who are instantly U.S.
[00:51:29.790 --> 00:51:31.791]  citizens because their parents are U.S.
[00:51:31.831 --> 00:51:32.212]  citizens.
[00:51:32.232 --> 00:51:35.654]  But if they choose, they can then have dual citizenship with that nation.
[00:51:35.674 --> 00:51:42.199]  Okay, we'll come back and take more of the fun calls at 877-590-5525 after the news.
[00:51:42.499 --> 00:51:45.421]  Then all this great Willie Nelson news and a bunch of horrible police state news.
[00:51:45.741 --> 00:51:46.542]  I've got to cover as well.
[00:51:46.562 --> 00:51:46.942]  Stay with us.
[00:51:50.777 --> 00:51:51.778]  Hi, this is Ted Anderson.
[00:51:51.818 --> 00:51:55.000]  As you know, GCN is a huge supporter of Ron Paul and all he stands for.
[00:51:55.080 --> 00:52:03.405]  That's why, for a limited time, I have personally set aside commercial inventory allowing advertisers the chance to show their personal support for Ron Paul while promoting their products.
[00:52:03.566 --> 00:52:09.910]  If you would like to voice your support for Ron Paul's march to the White House and have thought about advertising on GCN, give us a call at 877-996-4327.
[00:52:09.930 --> 00:52:12.792]  That's 877-996-4327 or go to GCNlive.com today and click on the Support Ron Paul link on our homepage.
[00:52:22.218 --> 00:52:23.218]  Looking for profit?
[00:52:23.298 --> 00:52:24.679]  Looking for safety and security?
[00:52:24.939 --> 00:52:28.240]  The $10 Olympic commemorative gold coin offers both.
[00:52:28.280 --> 00:52:35.843]  This low-mintage collector coin, with a total series mintage under $600,000, has sold at four times its current price.
[00:52:35.903 --> 00:52:39.624]  Falling dollar values and inflation make this likely to happen again.
[00:52:39.644 --> 00:52:41.165]  Secure your position today.
[00:52:41.485 --> 00:52:42.725]  Call Midas Resources at 1-800-686-2237.
[00:52:42.745 --> 00:52:42.985]  That's 1-800-686-2237.
[00:52:50.640 --> 00:52:51.580]  I'm listening.
[00:52:52.420 --> 00:52:59.382]  Prepare yourself for a talk radio that will give you a snooze like no other.
[00:52:59.522 --> 00:53:00.862]  Strap yourselves in.
[00:53:00.922 --> 00:53:01.523]  Hold on.
[00:53:02.483 --> 00:53:03.843]  He stands for truth.
[00:53:05.264 --> 00:53:07.104]  He stands for justice.
[00:53:08.464 --> 00:53:10.045]  He stands for what's right.
[00:53:10.485 --> 00:53:13.205]  This is the Alex Jones Show.
[00:53:14.226 --> 00:53:17.026]  Call Alex now, toll free at 877-590
[00:53:20.117 --> 00:53:22.839]  Today's The Patriots is next.
[00:53:22.899 --> 00:53:26.881]  Tonight starring Willie Nelson and me!
[00:53:27.041 --> 00:53:27.282]  Uh-oh!
[00:53:27.302 --> 00:53:29.783]  Right back.
[00:53:43.442 --> 00:53:44.722]  Time now for Pennant and Patriots.
[00:53:44.983 --> 00:53:47.443]  I, your humble correspondent, am the Patriot tonight.
[00:53:47.683 --> 00:53:49.964]  I know that doesn't sound humble, but hear me out.
[00:53:50.444 --> 00:53:55.446]  For the past few years, the Scripps Howard News Agency has run an article where famous people picked the Super Bowl winner.
[00:53:55.506 --> 00:53:58.947]  Right now, I have the longest running streak in the country.
[00:53:59.547 --> 00:54:01.468]  Five straight picked correctly.
[00:54:01.548 --> 00:54:05.289]  So, in the Super Bowl predicting category, I'm a Patriot.
[00:54:05.669 --> 00:54:07.810]  I just wish I could pick political races as well.
[00:54:08.755 --> 00:54:11.999]  On the pinhead front, we are on the road again with Willie Nelson.
[00:54:12.159 --> 00:54:16.445]  The 74 year old singer counts himself among the 9-11 conspiracy nuts.
[00:54:18.207 --> 00:54:19.409]  What's your take on 9-11?
[00:54:20.029 --> 00:54:21.231]  Do you question the official story?
[00:54:21.983 --> 00:54:27.968]  I certainly do, and I saw those towers fall, and I've seen an implosion in Las Vegas.
[00:54:28.709 --> 00:54:30.851]  There was too much similarities between the two.
[00:54:30.871 --> 00:54:34.354]  And I saw the building fall, it didn't get hit by nothing.
[00:54:34.434 --> 00:54:38.137]  So, you know, how naive are we?
[00:54:38.437 --> 00:54:39.839]  What do they think we'll go for?
[00:54:39.859 --> 00:54:42.561]  Good grief.
[00:54:43.081 --> 00:54:43.482]  Pinhead.
[00:54:45.530 --> 00:54:55.760]  No, you're a pinhead posing as a conservative while the neocons sell this country out, butcher our borders, go after our guns, and have a five plus year fraudulent war based on lies.
[00:54:56.481 --> 00:54:58.623]  You are a pinhead and that is coming up later.
[00:54:58.883 --> 00:55:00.625]  Look on the Ron Paul issue.
[00:55:01.792 --> 00:55:03.434]  He hasn't done well in the primaries.
[00:55:03.474 --> 00:55:04.796]  You tried as hard as you could.
[00:55:05.056 --> 00:55:09.842]  He's going to stay in to see what happens in case McCain with a scandal drops out or something.
[00:55:10.202 --> 00:55:15.528]  They're coming after him, the Republican machinery and Democrats are coming after him in Texas for what he dared do.
[00:55:15.769 --> 00:55:17.711]  He's fighting for his political life.
[00:55:18.332 --> 00:55:19.613]  He's done a great job.
[00:55:19.814 --> 00:55:20.915]  Nobody is perfect.
[00:55:21.434 --> 00:55:25.395]  But we have to understand this movement is a lot bigger than Ron Paul as he has always said.
[00:55:25.935 --> 00:55:29.216]  And it doesn't die because he doesn't win.
[00:55:29.236 --> 00:55:30.296]  It continues.
[00:55:30.516 --> 00:55:32.776]  The people are waking up to the New World Order.
[00:55:32.976 --> 00:55:34.217]  And we're never going to stop.
[00:55:34.837 --> 00:55:37.737]  We're never going to stop reaching out and waking people up.
[00:55:37.977 --> 00:55:39.238]  We're having a big effect.
[00:55:39.298 --> 00:55:43.078]  A lot of people in society are now getting their wake-up call.
[00:55:43.318 --> 00:55:44.659]  They're smelling the coffee.
[00:55:44.679 --> 00:55:51.020]  So what we need to do now at all these meet-up groups and all these other organizations is continue to support Ron Paul.
[00:55:51.698 --> 00:56:01.542]  But also make it about picking issues, confronting corrupt politicians, exposing McCain, exposing Hillary, exposing Barack Obama, all is established with shills!
[00:56:01.883 --> 00:56:03.984]  Our fight is with them, not with Ron Paul!
[00:56:05.564 --> 00:56:10.807]  I've given money, I've given time, I've given energy, but we knew it was a shot in the dark.
[00:56:10.847 --> 00:56:12.067]  We knew it was a long shot.
[00:56:13.288 --> 00:56:13.608]  Okay?
[00:56:14.235 --> 00:56:17.998]  Now I know I got loaded phone lines and I want to take all your calls and I don't want to sound rude today.
[00:56:18.298 --> 00:56:19.359]  I've had a bad attitude.
[00:56:19.439 --> 00:56:20.600]  I've been mad about this too.
[00:56:20.860 --> 00:56:22.842]  I've been mad since I learned about it Saturday morning.
[00:56:24.062 --> 00:56:25.243]  But I'm mad at the system.
[00:56:25.323 --> 00:56:27.605]  I'm mad at them cheating him in New Hampshire and other states.
[00:56:27.845 --> 00:56:29.266]  We know there was election fraud.
[00:56:31.368 --> 00:56:33.470]  We know they're cheating Barack Obama as well.
[00:56:33.510 --> 00:56:34.410]  I don't even like him.
[00:56:34.470 --> 00:56:35.271]  That's just the facts.
[00:56:36.092 --> 00:56:37.152]  I just report the facts.
[00:56:37.192 --> 00:56:43.017]  But the bigger news here is the Republican Party's gotten behind John McCain saying he's good.
[00:56:43.692 --> 00:56:46.013]  This guy is almost worse than Hillary Clinton!
[00:56:48.413 --> 00:56:51.134]  But she is the worst at the end of the day because McCain's gonna fail.
[00:56:51.174 --> 00:56:52.234]  He's meant to fail against her.
[00:56:52.454 --> 00:56:53.554]  He's got a glass jaw.
[00:56:53.974 --> 00:56:54.635]  He will fall down.
[00:56:54.655 --> 00:56:56.895]  He's got so many skeletons in his closet.
[00:56:57.255 --> 00:56:59.716]  He's got so many serious issues that you watch.
[00:57:03.177 --> 00:57:05.057]  They're positioning Hillary Clinton right now.
[00:57:05.717 --> 00:57:06.897]  I've been telling you that for years.
[00:57:08.518 --> 00:57:13.179]  And there's no accident that all these big neocon talk show hosts and pundits are now supporting her.
[00:57:14.269 --> 00:57:17.512]  Alright, look, I'm going to take a bunch of your calls here, because I want to get you on air, but it's a catch-22.
[00:57:17.792 --> 00:57:19.494]  Either I go to you quick, or I don't get to any of you.
[00:57:20.514 --> 00:57:20.875]  Alright?
[00:57:21.155 --> 00:57:22.636]  Let's go to Andrew in Wisconsin.
[00:57:22.656 --> 00:57:23.497]  Thanks for holding, Andrew.
[00:57:23.517 --> 00:57:24.037]  You're on the air.
[00:57:24.958 --> 00:57:25.879]  Yeah, Alex.
[00:57:26.159 --> 00:57:29.982]  Talked before, but I just wanted to say it's a happy birthday.
[00:57:30.002 --> 00:57:30.723]  I know it's tomorrow.
[00:57:31.424 --> 00:57:31.784]  Thank you.
[00:57:32.104 --> 00:57:33.185]  What are you, 34?
[00:57:33.305 --> 00:57:33.525]  Yeah.
[00:57:34.166 --> 00:57:36.128]  Okay, well that's pretty young, you know what I'm saying?
[00:57:36.228 --> 00:57:37.689]  Getting old here, yeah.
[00:57:37.709 --> 00:57:38.390]  Yeah, you're a young guy.
[00:57:38.410 --> 00:57:40.271]  You've got a long way to go, you know what I'm saying?
[00:57:41.798 --> 00:57:43.299]  It's a scary outlook.
[00:57:43.359 --> 00:57:45.260]  I don't know what it's going to be, right?
[00:57:46.280 --> 00:57:48.381]  Have you seen all the Marshall Law stuff I saw today?
[00:57:48.401 --> 00:57:49.061]  You'd be upset.
[00:57:49.982 --> 00:57:53.223]  That on top of this campaign, the rest of it just totally freaking me out.
[00:57:53.503 --> 00:57:55.164]  Republicans supporting John McCain.
[00:57:55.204 --> 00:57:56.144]  I mean, I'm freaked out.
[00:57:56.984 --> 00:57:57.705]  It is.
[00:57:57.725 --> 00:57:58.325]  Well, you know what?
[00:57:58.365 --> 00:58:02.527]  We're seeing an awakening with the Ron Paul signs on highways, on driving.
[00:58:03.642 --> 00:58:06.064]  Uh, I see people... Look, I've been all over the country.
[00:58:06.125 --> 00:58:08.267]  Ron Paul got a lot more votes than we were told.
[00:58:08.427 --> 00:58:09.187]  He was cheated!
[00:58:09.408 --> 00:58:10.309]  It's not his fault!
[00:58:10.669 --> 00:58:12.491]  No, I'm saying... What I'm saying is... I agree with you!
[00:58:12.671 --> 00:58:15.013]  He's a good old guy, and people need to back that.
[00:58:15.073 --> 00:58:19.437]  And they seem to just overnight go, we didn't get an answer result, I'm done with it.
[00:58:19.477 --> 00:58:20.818]  That's not the way it's gotta be.
[00:58:20.879 --> 00:58:25.503]  It's gotta be... Every person has to start looking at themselves and stop going...
[00:58:26.318 --> 00:58:30.841]  Alex Jones has to do this, and you do it, as an individual, as a person, you know what I'm saying?
[00:58:30.901 --> 00:58:31.421]  Absolutely.
[00:58:31.461 --> 00:58:32.161]  Beautiful call.
[00:58:32.241 --> 00:58:36.684]  And all the tens of millions of people that have formed... I mean, Ron Paul just spoke two nights ago.
[00:58:36.704 --> 00:58:40.406]  8,500 people at a venue Hillary had been at with 1,000.
[00:58:40.786 --> 00:58:43.407]  In Minnesota, he got 5,000, where she got 3,000.
[00:58:43.507 --> 00:58:47.970]  I mean, he's getting crowds of 5,000 and 8,000 everywhere he goes.
[00:58:48.410 --> 00:58:50.051]  It's building exponentially.
[00:58:50.271 --> 00:58:51.632]  He's staying in the campaign.
[00:58:54.286 --> 00:58:58.370]  He just, I think he worded it wrong where he's saying basically he's going to focus on the congressional run.
[00:58:59.951 --> 00:59:00.972]  But it doesn't look good.
[00:59:01.012 --> 00:59:03.634]  Even though it's growing exponentially, they're just going to block it with election fraud.
[00:59:04.715 --> 00:59:06.797]  Let's continue trying to jam some calls in here.
[00:59:08.138 --> 00:59:10.540]  Let's go to Kyle in Bastrop, Texas.
[00:59:10.680 --> 00:59:12.942]  You're on the air, Kyle.
[00:59:13.002 --> 00:59:14.023]  Thank you for holding.
[00:59:15.104 --> 00:59:16.605]  Hey Alex, happy birthday again.
[00:59:16.765 --> 00:59:17.146]  Thank you.
[00:59:18.335 --> 00:59:22.819]  Also, too, I just want to give a bit of insight to people who are complaining about the Ron Paul thing.
[00:59:23.459 --> 00:59:29.384]  I came from Friendswood, Texas, and he is needed in that district.
[00:59:30.345 --> 00:59:36.890]  I mean, when I was going to school there, a lot of the stuff you were talking about, the police state, stuff was going on.
[00:59:36.930 --> 00:59:44.376]  I mean, everybody there still believes in the false left-right paradigm, and he's waking people up to that, so he needs to defend that district.
[00:59:44.997 --> 00:59:47.359]  And I'm telling you, too, people, that
[00:59:48.061 --> 00:59:53.023]  The guy who's running against, who's going to try to run against Ron Paul, he is such a fake.
[00:59:54.244 --> 00:59:57.085]  Well he lied to Paul and promised he wouldn't run against him in the district.
[00:59:57.825 --> 01:00:05.749]  Oh yeah, I read that and also I decided to do a little bit more research on his issues and it's just off the charts.
[01:00:05.869 --> 01:00:13.392]  He's pro-war, he's earmarking for NASA and all that and just a whole bunch of
[01:00:14.076 --> 01:00:16.238]  You know, just take conservative values.
[01:00:16.738 --> 01:00:17.298]  Absolutely.
[01:00:17.338 --> 01:00:18.619]  They're coming after Paul.
[01:00:19.340 --> 01:00:22.122]  Do we want them to be able to take his district?
[01:00:22.442 --> 01:00:24.443]  Do you want to give the New World Order that victory?
[01:00:25.004 --> 01:00:26.965]  We've got to support his congressional run.
[01:00:27.025 --> 01:00:32.289]  We asked him to run for president and we said we would support his congressional run as well if he did it.
[01:00:33.670 --> 01:00:35.191]  Look, we win by fighting.
[01:00:35.231 --> 01:00:37.052]  We win by showing up to the game.
[01:00:37.593 --> 01:00:39.154]  What did you expect in all of this?
[01:00:40.445 --> 01:00:44.347]  More people are talking about the New World Order now than ever were.
[01:00:44.607 --> 01:00:49.929]  Now we need to make sure all these people that have woken up don't get disenfranchised and just go back into the shadows.
[01:00:51.070 --> 01:00:55.231]  Everywhere Hillary goes, everywhere Barack Obama, everywhere McCain goes, they need to be confronted.
[01:00:55.772 --> 01:00:58.053]  Just like we are changing and others do, bringing up real issues.
[01:00:58.673 --> 01:01:01.034]  Raining on their parade and these staged events they're having.
[01:01:01.854 --> 01:01:03.355]  Everywhere they go.
[01:01:05.743 --> 01:01:07.925]  You need to form pro-Second Amendment groups.
[01:01:08.166 --> 01:01:10.188]  You need to form pro-property rights groups.
[01:01:10.408 --> 01:01:20.518]  You need to run on the Ron Paul bandwagon of liberty and freedom and pro-Constitution for county commissioner, city council, county clerk, dog catcher.
[01:01:22.220 --> 01:01:27.605]  We need good people to get in the government to block all the tyranny that the global corporates are bringing in.
[01:01:28.649 --> 01:01:30.130]  You know what they do with your city managers?
[01:01:30.410 --> 01:01:31.871]  They have the National Association of City Managers.
[01:01:32.052 --> 01:01:44.000]  They put them all on all-expense, first-class paid flights, five, six, seven, eight times a year, to big dinners in London, Berlin, Paris, New York, Los Angeles, Chicago.
[01:01:44.020 --> 01:01:46.102]  I mean, I'm talking, you know, $200 a plate dinners.
[01:01:48.328 --> 01:02:05.875]  And they take them, and this is all on record, and the corporates say, you're going to have all these jobs, just do these deals, do these bid riggings for us, invest here, invest your city funds here, let us do this, do this deal with us, pay your tax money into us, make your investments with us, and then we'll give you in five years when you get out this corporate job.
[01:02:06.522 --> 01:02:11.004]  They did the same thing with the city managers, the county commissioners, the city council people, the mayors.
[01:02:11.604 --> 01:02:13.705]  Man, it's so corrupt, ladies and gentlemen.
[01:02:13.886 --> 01:02:15.346]  They've sucked this country dry.
[01:02:15.586 --> 01:02:19.908]  Now they're printing money like it's going out of style, devaluing all your bank accounts, everything.
[01:02:20.169 --> 01:02:21.829]  The country's going to hell in a handbasket.
[01:02:22.029 --> 01:02:23.990]  We've got to stick together, move forward.
[01:02:24.010 --> 01:02:26.251]  The Liberty Revolution is taking over!
[01:02:27.232 --> 01:02:29.413]  There's a lot of positive things happening.
[01:02:29.753 --> 01:02:32.134]  I'm mad, too, about the campaign, but we've got to keep going!
[01:02:34.815 --> 01:02:36.996]  Four quarter game, we've only fought one quarter of this.
[01:02:37.616 --> 01:02:38.677]  We'll be right back, stay with me.
[01:02:38.697 --> 01:02:40.397]  More of your calls, tons of news straight ahead.
[01:02:40.777 --> 01:02:41.918]  It is a big idea.
[01:02:41.978 --> 01:02:43.098]  A new world order.
[01:02:43.178 --> 01:02:46.360]  In the near future, Earth is dominated by a powerful new government.
[01:02:46.440 --> 01:02:48.080]  It's known as the Bilderberg Group.
[01:03:04.466 --> 01:03:06.708]  Both their objections being world domination.
[01:03:07.269 --> 01:03:09.711]  For thousands of years, their dark order grew.
[01:03:10.431 --> 01:03:17.818]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[01:03:20.781 --> 01:03:25.765]  For the first time in history, the elite's plan for world government is blown wide open.
[01:03:26.245 --> 01:03:29.686]  You will learn the secret that drives the entire New World Order agenda.
[01:03:30.087 --> 01:03:32.187]  Bill of Rights makes great progress for the world.
[01:03:32.667 --> 01:03:33.808]  Most people have no idea.
[01:03:33.828 --> 01:03:34.608]  They're not after money.
[01:03:34.628 --> 01:03:35.689]  They have all the money they need.
[01:03:35.889 --> 01:03:36.649]  They're after power.
[01:03:36.869 --> 01:03:37.889]  That's what they're after.
[01:03:38.029 --> 01:03:45.812]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[01:03:45.912 --> 01:03:49.033]  Endgame, blueprint for global enslavement.
[01:03:49.534 --> 01:03:50.634]  You have been warned.
[01:03:51.503 --> 01:03:51.984]  Hi, neighbor.
[01:03:52.584 --> 01:03:54.265]  The world famine is in its third year.
[01:03:54.666 --> 01:03:56.787]  Our harvest is too small to get through the year.
[01:03:57.388 --> 01:04:04.234]  Genetically poisoned food, dangerous food imports, and constantly recalled disease-contaminated foods are mixed in with our safe food.
[01:04:05.074 --> 01:04:07.857]  Farm food production is turned into ethanol fuel.
[01:04:08.497 --> 01:04:09.178]  What should I do?
[01:04:09.698 --> 01:04:12.400]  How long can I afford food or till there's no food?
[01:04:12.981 --> 01:04:14.402]  How long before it's all poisoned?
[01:04:15.026 --> 01:04:17.268]  Will three years worth of food supply be enough?
[01:04:17.748 --> 01:04:21.191]  Or will it only postpone my trip to the population control breadline?
[01:04:21.651 --> 01:04:23.753]  Will it be okay to wait till after the holidays?
[01:04:24.193 --> 01:04:28.176]  I'll use what I didn't spend on Christmas for a something-is-better-than-nothing supply.
[01:04:28.656 --> 01:04:29.517]  I'll get the rest later.
[01:04:29.537 --> 01:04:30.838]  How long do I dare wait?
[01:04:31.653 --> 01:04:34.856]  I know I'll regret not starting sooner and not getting enough food.
[01:04:35.496 --> 01:04:37.638]  I have to decide while I still have a choice.
[01:04:38.118 --> 01:04:39.039]  Tell me what to do.
[01:04:39.699 --> 01:04:42.141]  Now take your own advice and call 800-409-5633 or on the web efoodsdirect.com.
[01:04:42.161 --> 01:04:42.321]  Call 800-409-5633.
[01:04:52.317 --> 01:04:58.523]  On the average, Americans work between 45 to 50 years, hoping to build up enough wealth to retire and live out their golden years.
[01:04:58.983 --> 01:05:06.750]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[01:05:07.110 --> 01:05:14.937]  Is this a flaw of free enterprise, or is our monetary unit, we call the Federal Reserve Note, forcing us into perpetual debt, ensuring inflation and higher taxes?
[01:05:15.257 --> 01:05:19.999]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[01:05:20.339 --> 01:05:25.041]  Congressman Ron Paul states it's what every American needs to know about central bank power.
[01:05:25.561 --> 01:05:29.423]  A gripping adventure into the secret world of international banking cartel.
[01:05:29.923 --> 01:05:30.923]  Hi, this is Ted Anderson.
[01:05:31.003 --> 01:05:35.025]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[01:05:35.505 --> 01:05:39.888]  Call 1-800-686-2237 and order a copy today.
[01:05:40.408 --> 01:05:42.950]  It's critical that the public be made aware of the system.
[01:05:43.410 --> 01:05:47.533]  Call and order your copy today at 1-800-686-2237.
[01:05:48.234 --> 01:05:48.614]  That's 1-800-686-2237.
[01:05:48.874 --> 01:05:59.081]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut.
[01:05:59.541 --> 01:06:04.344]  An entirely new two-hour film that completely destroys the official fable forever.
[01:06:04.745 --> 01:06:15.432]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of the horrendous crime are brought to justice.
[01:06:15.812 --> 01:06:18.994]  Loose Change Final Cut is the ultimate 9-11 expose.
[01:06:19.214 --> 01:06:26.719]  From hijackers being trained at US military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[01:06:27.120 --> 01:06:29.241]  Secure your copy of Loose Change Final Cut today.
[01:06:29.281 --> 01:06:31.122]  Thank you for listening to GCN.
[01:06:57.074 --> 01:06:59.416]  Be sure to visit GTNLive.com today.
[01:07:03.079 --> 01:07:04.320]  Yeah!
[01:07:04.340 --> 01:07:09.564]  We're back live!
[01:07:10.765 --> 01:07:11.725]  Thank you for joining us.
[01:07:11.745 --> 01:07:17.470]  Alright, I want to get into the Willie Nelson news.
[01:07:18.530 --> 01:07:20.012]  Coming up in the next segment.
[01:07:20.892 --> 01:07:22.954]  And I want to get into some of these police state clips I've got.
[01:07:24.174 --> 01:07:26.736]  But let's rampage through your calls right now.
[01:07:27.177 --> 01:07:31.420]  Let's talk to, and I appreciate all of you calling by the way, Kevin in Minnesota.
[01:07:31.501 --> 01:07:32.101]  You're on the air.
[01:07:32.221 --> 01:07:32.802]  Thanks for holding.
[01:07:33.242 --> 01:07:36.104]  Alejandro Jones, bless you.
[01:07:36.685 --> 01:07:37.606]  Remember to breathe.
[01:07:37.986 --> 01:07:39.027]  We love you out here.
[01:07:39.047 --> 01:07:41.749]  I have to remember to breathe sometimes, actually.
[01:07:42.130 --> 01:07:43.711]  And I appreciate it when you don't.
[01:07:44.662 --> 01:07:47.843]  Because you're really going off and waking some of these minds up.
[01:07:48.524 --> 01:07:50.564]  And just a real quick story about myself.
[01:07:50.804 --> 01:07:56.327]  I was in the Kuwaiti oil crisis, got back, started getting sick, went to the VA.
[01:07:56.387 --> 01:07:58.007]  They said, it's all in your mind.
[01:07:58.027 --> 01:07:59.728]  Gave me a bunch of Moltren.
[01:08:00.248 --> 01:08:01.809]  Then I couldn't walk.
[01:08:02.149 --> 01:08:03.589]  Then they said I had arthritis.
[01:08:03.810 --> 01:08:05.590]  In three years, I was in a wheelchair.
[01:08:05.610 --> 01:08:07.731]  I met up with Joyce Riley.
[01:08:08.251 --> 01:08:10.592]  She gave me a copy of COINTELPRO.
[01:08:11.252 --> 01:08:12.513]  And I think you've read that one.
[01:08:13.579 --> 01:08:14.460]  All three volumes.
[01:08:14.660 --> 01:08:15.540]  And then what did you do?
[01:08:16.020 --> 01:08:19.482]  Let me guess, take a high dose of antibiotics and it got the bioweapon out of you?
[01:08:19.782 --> 01:08:20.403]  Nope.
[01:08:21.223 --> 01:08:29.187]  Well, I went all natural and stuff and I fought and fought to get the doxycycline and all the tetracycline and they said I was nuts and crazy.
[01:08:29.628 --> 01:08:33.870]  I've had over 12 doctors in my whole VA experience.
[01:08:34.483 --> 01:08:40.968]  And every time I go through the whole routine of trying to wake them up, I then started following the spider web.
[01:08:41.128 --> 01:08:42.809]  So what ended up happening, long and short of it?
[01:08:42.969 --> 01:08:51.896]  Well, long and short of it, I rode my wheelchair 270 miles across the state of Minnesota to try to get Jesse Ventura and some of the other senators involved with it.
[01:08:52.416 --> 01:08:57.780]  But I'm up here in Moorhead, and I ran for mayor for the last two elections.
[01:08:58.400 --> 01:09:07.808]  And people need to wake up because if they don't give a rat for the veterans, what do you think about the average Joe Schmoe?
[01:09:08.128 --> 01:09:08.789]  Absolutely.
[01:09:09.249 --> 01:09:13.272]  Look, there's a video of them blowing up the Kamasuya chemical weapons dump.
[01:09:13.813 --> 01:09:20.238]  It's been documented that the troops got some type of bioweapon into them, but they can't treat you because then they've got to pay you disability.
[01:09:20.758 --> 01:09:26.783]  Just like they said Agent Orange was good for you, now they have to admit it killed a bunch of people and maimed others and caused all those deformities.
[01:09:27.612 --> 01:09:30.795]  And they first said that the anthrax shot wasn't hurting the Tribs.
[01:09:30.855 --> 01:09:31.656]  Now they admit that.
[01:09:31.996 --> 01:09:33.377]  They're a bunch of liars!
[01:09:34.058 --> 01:09:35.179]  That's the point I keep making.
[01:09:36.000 --> 01:09:38.822]  Let's go ahead now and talk to Chris in Philly.
[01:09:38.842 --> 01:09:40.003]  You're on the air, Chris.
[01:09:40.043 --> 01:09:40.444]  Go ahead.
[01:09:41.184 --> 01:09:41.645]  Hey, Alex.
[01:09:41.665 --> 01:09:42.185]  How's it going?
[01:09:42.205 --> 01:09:42.405]  Good.
[01:09:42.906 --> 01:09:46.769]  I just wanted to bring up something I've seen on the internet forums.
[01:09:46.989 --> 01:09:48.530]  It's about the Second Amendment.
[01:09:48.990 --> 01:10:03.782]  There's a group called Ammunition Accountability that is trying to pass legislation in California, Hawaii, Illinois, Indiana, Mississippi, New York, Pennsylvania, Tennessee, and Washington about registering all ammunition
[01:10:04.762 --> 01:10:05.883]  Uh, that's, uh, sold.
[01:10:05.903 --> 01:10:08.725]  They want to, like, laser inscribe it, all the ammunition.
[01:10:08.785 --> 01:10:10.506]  And then register you with it, yes.
[01:10:10.786 --> 01:10:11.587]  Yes, exactly.
[01:10:11.707 --> 01:10:17.050]  It's, it's kind of like the next step up from, uh, what, the law they passed in California with the micro-stamping.
[01:10:17.591 --> 01:10:18.932]  Absolutely, and that's a great point.
[01:10:18.952 --> 01:10:20.192]  Let me break down what's happening here.
[01:10:21.994 --> 01:10:25.556]  Your car is, according to California standards, the strongest in the nation.
[01:10:26.897 --> 01:10:29.939]  It's the same thing with your thermostats, everything else.
[01:10:29.959 --> 01:10:34.282]  So California's on the verge of passing a law that radio transmitters are to be in all
[01:10:35.207 --> 01:10:40.611]  Of the thermostats that are sold, the government will remote control and will control your heat, your heating and cooling.
[01:10:41.272 --> 01:10:41.812]  I'm not kidding.
[01:10:42.613 --> 01:10:43.173]  I'm not kidding.
[01:10:44.154 --> 01:10:45.275]  They're on the verge of passing it.
[01:10:46.155 --> 01:10:49.958]  The gun registration, the ammo registration, it's all happening.
