[00:00:09.471 --> 00:00:11.312]  Vulnerable has no price.
[00:52:32.281 --> 00:52:45.345]  That was cut out, and it skips straight to the point on, uh, what the Mexican citizens should be doing down here about washing their hands and, uh, no kissing, just the typical things to stay away from the people.
[00:52:45.345 --> 00:52:50.046]  So... Well, yeah, I mean, folks, the reason this has to be taken serious, and there's again,
[00:52:51.354 --> 00:52:57.859]  Hundreds and hundreds of flus every year that get people sick around the world, but you know they say in different hemispheres there's two different flu seasons.
[00:52:57.859 --> 00:53:07.046]  There might be as many as 20 or 30 flus that get widespread and what they call pandemic when a certain percentage of the population has them, but it's only pandemic and then it makes you sick.
[00:53:07.046 --> 00:53:11.089]  It's not pandemic and the idea of killing people, but
[00:53:11.949 --> 00:53:18.175]  The reason you have to take this serious is because the swine flu epidemic of 1918 killed 40 plus million people.
[00:53:18.175 --> 00:53:21.158]  Then they have the 76 swine flu that also broke out at a U.S.
[00:53:21.158 --> 00:53:22.359]  military base.
[00:53:22.359 --> 00:53:23.380]  Clearly a bioweapon.
[00:53:23.380 --> 00:53:25.482]  It's been looked at and it was a designer virus.
[00:53:25.482 --> 00:53:26.743]  Scientists have reported.
[00:53:26.743 --> 00:53:31.768]  And then they tried to make the whole population take the swine flu vaccine and it killed a bunch of people.
[00:53:31.768 --> 00:53:33.229]  That's the Washington Post.
[00:53:33.229 --> 00:53:34.851]  You can just Google swine flu deaths.
[00:53:35.292 --> 00:53:36.495]  Swine flu vaccine deaths.
[00:53:36.495 --> 00:53:38.219]  You'll pull up all the articles on that.
[00:53:38.219 --> 00:53:40.043]  Anything else?
[00:53:40.043 --> 00:53:43.371]  What part of Mexico are you in and are you seeing sick people in your area?
[00:53:45.004 --> 00:54:08.362]  I'm not actually seeing sick people in my area because I'm staying inside my house, but yesterday when I was out, I'm in the state capital of Magarit, Mexico, which is Topeak, and I am noticing there's a lot of people walking around with their masks on, a lot more than normal, so I don't know the severity of what's going on here, but I'm just staying in my house now, so that's all I have at this point.
[00:54:08.362 --> 00:54:13.185]  Okay, thank you so much, Steve, for calling from Topeak, Mexico.
[00:54:13.185 --> 00:54:14.026]  Thank you so much.
[00:54:15.757 --> 00:54:17.838]  Now, I just want to be clear about this.
[00:54:17.838 --> 00:54:19.498]  I want to be clear.
[00:54:19.498 --> 00:54:23.319]  It is the World Health Organization saying this could be a deadly pandemic.
[00:54:23.319 --> 00:54:24.500]  That's the headline.
[00:54:24.500 --> 00:54:28.621]  It is Politico reporting administration declares flu emergency.
[00:54:28.621 --> 00:54:34.783]  An unusual Sunday briefing at the White House, administration officials said a public health emergency is being declared.
[00:54:34.783 --> 00:54:37.564]  That's martial law for those that didn't know.
[00:54:37.564 --> 00:54:39.545]  But the question is, will they drop the hammer?
[00:54:39.545 --> 00:54:40.325]  How intense will it be?
[00:54:41.744 --> 00:54:46.906]  So when they declare it, that means they've taken the safety off the gun that would engage martial law.
[00:54:46.906 --> 00:54:48.747]  But officially, it is martial law.
[00:54:48.747 --> 00:54:49.587]  Let me say that again.
[00:54:49.587 --> 00:55:01.672]  In an unusual Sunday briefing at the White House, administration officials said a public health emergency is being declared in the United States in order to mobilize maximum resources to combat fears of global swine flu pandemic.
[00:55:02.625 --> 00:55:14.041]  The term sounds more severe than it really is, said Homeland Security Secretary Janet Napolitano, who called the measure standard operating procedure, adding, I wish we could call it a declaration of emergency preparedness.
[00:55:14.041 --> 00:55:18.367]  The same measures, she said, were taken at the inauguration in case of a flood or hurricane.
[00:55:19.488 --> 00:55:21.090]  And it goes on from there.
[00:55:21.090 --> 00:55:21.830]  Some of the other news.
[00:55:21.830 --> 00:55:25.373]  Mexico declares emergency on swine flu as death toll climbs.
[00:55:25.373 --> 00:55:29.137]  Bloomberg, deadly swine flu spreads across the Pacific.
[00:55:29.137 --> 00:55:30.598]  They keep calling it swine flu.
[00:55:30.598 --> 00:55:32.060]  This is a never-before-seen.
[00:55:32.060 --> 00:55:34.662]  I mean, in a way, Calderon's right.
[00:55:34.662 --> 00:55:37.665]  Because every new virus is new.
[00:55:37.665 --> 00:55:39.286]  But this is really new.
[00:55:39.286 --> 00:55:44.131]  There I am criticizing him, but the more I think about it, this is bird flu, swine flu,
[00:55:45.072 --> 00:55:48.254]  And human from all over the world mixed together magically.
[00:55:48.254 --> 00:55:56.598]  And if you know how these things normally mutate, the most common thing is, say, South Korea, where they have big geese coops right next to the human sewage slurries.
[00:55:56.598 --> 00:55:57.899]  They call them honey pots.
[00:55:57.899 --> 00:55:59.700]  They put all the sewage in there.
[00:55:59.700 --> 00:56:00.801]  The bacteria eat it.
[00:56:00.801 --> 00:56:02.902]  It heats up to 135 degrees.
[00:56:02.902 --> 00:56:07.945]  Then all the bacteria die and it's great fertilizer.
[00:56:07.945 --> 00:56:11.967]  And within all of that sewage they use for fertilizer on their rice crops and others,
[00:56:13.177 --> 00:56:18.358]  It's a perfect place for different flu viruses to merge with each other.
[00:56:18.358 --> 00:56:25.941]  Okay, well, flu viruses from Europe, Asia, and North America all merged in Mexico.
[00:56:25.941 --> 00:56:31.942]  And then I've got the Mexican government and other reports here saying they first identified this virus on the 18th of March.
[00:56:31.942 --> 00:56:36.304]  That is, uh, 38 days ago?
[00:56:36.304 --> 00:56:38.904]  I don't know, what's March 18th to the 25th?
[00:56:38.904 --> 00:56:40.645]  That's like 38 days?
[00:56:43.336 --> 00:56:44.116]  It's off the top of my head.
[00:56:44.116 --> 00:56:47.478]  The point is, is that you've got 30 plus days here.
[00:56:47.478 --> 00:56:52.421]  You know, they never shut the border, they never warned anybody, they never did anything.
[00:56:52.421 --> 00:56:54.762]  The border's still wide open.
[00:56:54.762 --> 00:56:58.624]  And if this does become some type of mega-massive pandemic, Mexico will collapse.
[00:56:58.624 --> 00:57:02.586]  I've had state senators on there saying basically it's already martial law on the Texas border.
[00:57:02.586 --> 00:57:08.629]  They've got troops down there waiting for Mexico to collapse, saying it's a good chance it'll collapse, just because of the corruption.
[00:57:08.629 --> 00:57:10.770]  And now you throw a flu in on top of it,
[00:57:12.202 --> 00:57:16.886]  I mean, this is a serious situation, and hey, I'm in Texas.
[00:57:16.886 --> 00:57:28.655]  45 miles south of me, there's a town north of San Antonio, right by New Braunfels, that's got a shirt that's got the schools shut down and everything else.
[00:57:28.655 --> 00:57:30.536]  Alright, let's take another call here.
[00:57:30.536 --> 00:57:31.637]  Who's up next?
[00:57:31.637 --> 00:57:32.778]  Chris in Tampa, Florida.
[00:57:35.080 --> 00:57:38.521]  And I guess he's going to give us natural protections for bird and swine for them.
[00:57:38.521 --> 00:57:44.964]  We got Atlanta call with Dre Cobb County cops posted up all over.
[00:57:44.964 --> 00:57:45.444]  I want to know.
[00:57:45.444 --> 00:57:46.324]  I'm going to go to him first.
[00:57:46.324 --> 00:57:47.725]  I don't know what that means.
[00:57:47.725 --> 00:57:48.785]  Let's go to him first.
[00:57:48.785 --> 00:57:50.566]  Dre from Atlanta, Georgia.
[00:57:50.566 --> 00:57:52.546]  You're on the air, sir.
[00:57:52.546 --> 00:57:52.847]  Yeah.
[00:57:52.847 --> 00:57:53.847]  How you doing, Alex?
[00:57:53.847 --> 00:57:54.147]  Good, sir.
[00:57:54.147 --> 00:57:55.267]  What's going on?
[00:57:55.267 --> 00:58:01.370]  Yeah, you're back home from work and on Highway 120, on each light, like stoplights,
[00:58:03.281 --> 00:58:06.182]  I'm like, uh, there's a cop posted there in Cobb County.
[00:58:06.182 --> 00:58:09.363]  I mean, it's like eight cars and then like a 20 mile radius.
[00:58:09.363 --> 00:58:15.805]  And don't I could think of, well, maybe like, maybe it was a parent for maybe, uh, a containment.
[00:58:15.805 --> 00:58:16.426]  Oh, yes, sir.
[00:58:16.426 --> 00:58:17.066]  They admit.
[00:58:17.066 --> 00:58:18.806]  In fact, in fact, I have, stay there.
[00:58:18.806 --> 00:58:19.687]  We're gonna come back after the news.
[00:58:19.687 --> 00:58:20.287]  Can you hold, Dre?
[00:58:22.495 --> 00:58:26.596]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[00:58:26.596 --> 00:58:32.597]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[00:58:32.597 --> 00:58:38.658]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[00:58:38.658 --> 00:58:44.020]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[00:58:44.020 --> 00:58:46.640]  The place to go to is GCNlive.com.
[00:58:46.640 --> 00:58:50.141]  Again, that's GCNlive.com, application, Flycast.
[00:58:51.471 --> 00:59:00.798]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:59:00.798 --> 00:59:01.579]  This capitalism?
[00:59:01.579 --> 00:59:07.684]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:59:07.844 --> 00:59:08.664]  Hi, Ted Anderson.
[00:59:08.664 --> 00:59:11.806]  I'm placing a free silver dollar in a book that explains our monetary system.
[00:59:11.806 --> 00:59:12.706]  Call for your copy.
[00:59:12.706 --> 00:59:12.766]  800-686-2237.
[00:59:12.766 --> 00:59:13.806]  It's time to understand the system.
[00:59:13.806 --> 00:59:13.967]  Call 800-686-2237.
[00:59:13.967 --> 00:59:14.167]  That's 800-686-2237.
[00:59:14.167 --> 00:59:15.527]  Would you give someone $100 for a $10 bill?
[00:59:15.527 --> 00:59:19.489]  If you're taking vitamins and minerals in a pill form, that's exactly what you're doing.
[00:59:19.489 --> 00:59:21.029]  Hello, my name is Dr. David Friedman.
[00:59:32.214 --> 00:59:38.478]  According to the physician's desk reference, many vitamins and minerals in a pill form are 10% absorbed.
[00:59:38.478 --> 00:59:46.042]  It doesn't take a mathematician to figure out for every $100 you spend on these pills, you're flushing $90 down the toilet.
[00:59:46.042 --> 00:59:48.303]  Start absorbing the nutrients you swallow.
[00:59:48.303 --> 00:59:55.688]  Introducing Chews for Health, a delicious tasting chewable containing 16 super fruits, seed vegetables, and antioxidants.
[00:59:55.688 --> 00:59:57.849]  You know, you work hard for your money.
[00:59:57.849 --> 01:00:00.431]  Isn't it time to start getting what you pay for?
[01:00:00.431 --> 01:00:01.071]  Order today.
[01:00:01.271 --> 01:00:01.491]  1-800-210-1922.
[01:00:01.491 --> 01:00:08.274]  With Choose for Health, your body gets to keep the nutrients you swallow.
[01:00:08.274 --> 01:00:14.696]  The first 300 callers are going to receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:00:14.696 --> 01:00:14.836]  1-800-210-1922.
[01:00:14.836 --> 01:00:15.776]  Or go to orderchoose.com.
[01:00:21.564 --> 01:00:24.568]  ...cycles, but one lawmaker wants to change that.
[01:00:24.568 --> 01:00:26.811]  Thank you for listening to GCN.
[01:00:26.811 --> 01:00:29.814]  Visit GCNlive.com today.
[01:00:29.814 --> 01:00:30.635]  Check your watch.
[01:00:30.635 --> 01:00:31.617]  It is 5 o'clock.
[01:00:35.652 --> 01:00:38.615]  On IRN USA Radio News, I'm Jason Walker.
[01:00:38.615 --> 01:00:39.996]  Rough weekend so far.
[01:00:39.996 --> 01:00:44.300]  In Michigan, a house fire has killed four children, injured two other people.
[01:00:44.300 --> 01:00:48.344]  In New Jersey, five people are dead in a multi-vehicle crash.
[01:00:48.344 --> 01:00:52.328]  Three people have been shot and killed on a college campus in Georgia.
[01:00:52.328 --> 01:00:55.511]  The suspect is a widely respected professor.
[01:00:56.051 --> 01:01:00.117]  Two sheriff's deputies gunned down at a shooting range in Florida.
[01:01:00.117 --> 01:01:04.163]  Suspects, later killed by officers, no word yet on a possible motive.
[01:01:04.163 --> 01:01:09.531]  Tornadoes racing through eastern Kansas, downing power lines, destroying numerous homes.
[01:01:09.531 --> 01:01:11.014]  No major injuries reported.
[01:01:11.974 --> 01:01:20.140]  12 junior high kids hospitalized in Southern California after drinking bottled water from a vending machine at their school.
[01:01:20.140 --> 01:01:26.564]  Authorities say the students became very ill after drinking Aquafina water at a school in Santa Clarita.
[01:01:26.564 --> 01:01:28.485]  FBI now investigating.
[01:01:28.485 --> 01:01:30.627]  IRN USA Radio News.
[01:01:32.287 --> 01:01:33.648]  Well, my name is Michael Delosier.
[01:01:33.648 --> 01:01:34.989]  We live in West Georgia.
[01:01:34.989 --> 01:01:38.553]  I've been with Andy Willoughby's Three-Step Plan for the past three months.
[01:01:38.553 --> 01:01:44.238]  I love that Andy Willoughby's Three-Step Plan has some credibility because I find that people are asking me, how can I get there?
[01:01:44.238 --> 01:01:52.285]  I thought, well, wow, if all these people want to actually build a business and they're all coming into Andy Willoughby's Three-Step Plan, I thought, well, this is really great!
[01:01:52.285 --> 01:01:52.705]  I gotta do it!
[01:01:52.705 --> 01:01:53.325]  Let's do it!
[01:01:53.325 --> 01:01:55.367]  And the Lord blessed it and it's just been wonderful.
[01:01:55.367 --> 01:01:58.810]  With Andy Willoughby's Three Step Plan, I make a friend and a business partner.
[01:01:58.810 --> 01:02:05.815]  I want to build a business that I can minister to my family and I can minister to others and have some flexibility to go on mission trips.
[01:02:05.815 --> 01:02:07.216]  It's just a great program.
[01:02:07.216 --> 01:02:08.918]  It's really been a blessing to me.
[01:02:08.918 --> 01:02:09.959]  It's been fun.
[01:02:09.959 --> 01:02:10.899]  It's brilliant.
[01:02:10.899 --> 01:02:19.106]  The way it's all put together, especially with the credibility there, if you enjoy people and giving people an opportunity to change their life, then why wouldn't you like this?
[01:02:19.346 --> 01:02:21.187]  Hi, how in the world are you anyway?
[01:02:21.187 --> 01:02:22.107]  I'm Andy Willoughby.
[01:02:22.107 --> 01:02:30.670]  Go to 3stepplan.com or call 800-637-6122.
[01:02:30.670 --> 01:02:32.630]  800-637-6122.
[01:02:32.630 --> 01:02:37.592]  For the first time, the FAA releasing detailed records on the cause behind the U.S.
[01:02:37.592 --> 01:02:41.893]  Airways flight Hudson River landing in January, and of course, bird strikes.
[01:02:42.455 --> 01:02:44.058]  New York Senator Chuck Schumer.
[01:02:44.058 --> 01:02:50.351]  New York City's own JFK Airport has reported the most incidents with serious damage.
[01:02:50.351 --> 01:02:52.836]  It took a near catastrophe to shed light on the problem.
[01:02:53.792 --> 01:02:59.497]  Hopefully, it won't take a full-blown tragedy to make us deal with it.
[01:02:59.497 --> 01:03:08.005]  Unruly passenger aboard a flight from New York to Israel forced the pilot to make an unscheduled stop in Boston Friday.
[01:03:08.005 --> 01:03:13.349]  Witnesses say that passenger attempted to break into the cockpit at one point of Delta Airlines Flight 86
[01:03:14.811 --> 01:03:16.572]  206 people were on board.
[01:03:16.572 --> 01:03:19.674]  Several men were able to subdue that passenger.
[01:03:19.674 --> 01:03:23.897]  Meanwhile, a spokesman says it was not an act of terrorism.
[01:03:23.897 --> 01:03:26.479]  That passenger has been arrested.
[01:03:26.479 --> 01:03:29.461]  For the latest news analysis, log on to IRNnews.com.
[01:03:32.267 --> 01:03:36.329]  Did you know the average household owes over $25,000 in credit card debt?
[01:03:36.329 --> 01:03:38.851]  And 65% of those households can only afford the minimum monthly payment.
[01:03:38.851 --> 01:03:40.672]  Are you in a debt trap you can't get out of?
[01:03:40.672 --> 01:03:41.593]  I can't keep this up.
[01:03:41.593 --> 01:03:42.633]  I need relief.
[01:03:42.633 --> 01:03:43.874]  Now you can rest easy.
[01:03:43.874 --> 01:03:46.796]  Debt Relief USA has helped thousands of people just like you.
[01:03:46.796 --> 01:03:51.498]  If you owe more than $10,000 in credit card debt, call the debt specialist at Debt Relief USA.
[01:03:51.498 --> 01:03:51.859]  866-452-5550.
[01:03:51.859 --> 01:03:52.619]  Get debt free now.
[01:03:52.619 --> 01:03:52.819]  Call 866-452-5550.
[01:03:52.819 --> 01:03:53.840]  That's 866-452-5550 for Debt Relief USA.
[01:04:02.438 --> 01:04:03.679]  The President speaks.
[01:04:03.679 --> 01:04:04.719]  Here's Doug Wood.
[01:04:04.719 --> 01:04:09.923]  President Obama made fiscal discipline within the federal government the topic of his radio address.
[01:04:09.923 --> 01:04:15.146]  He said fiscal discipline is one of the pillars of a new foundation for lasting prosperity.
[01:04:15.146 --> 01:04:18.748]  We do everything that we can to create jobs and get our economy moving.
[01:04:18.748 --> 01:04:21.450]  We're also building a new foundation for lasting prosperity.
[01:04:22.248 --> 01:04:30.912]  A foundation that invests in quality education, lowers health care costs, and develops new sources of energy powered by new jobs and industries.
[01:04:30.912 --> 01:04:31.892]  I'm Doug Wood.
[01:04:31.892 --> 01:04:40.336]  Chrysler reaching a tentative deal with the Canadian Auto Workers Union on a new contract designed to cut costs and help the automaker avoid bankruptcy.
[01:04:40.336 --> 01:04:43.497]  Union members holding a ratification vote this weekend.
[01:04:43.497 --> 01:04:49.260]  That deal, one of several agreements Chrysler is seeking to avoid liquidation and gain new federal aid.
[01:04:49.780 --> 01:04:57.842]  Former Freddie Mac chief David Moffett will return as a consultant with the company following this week's death of executive David Kellerman.
[01:04:57.842 --> 01:05:00.642]  Moffett resigned from Freddie Mac just last month.
[01:05:00.642 --> 01:05:11.084]  A company statement indicating Moffett will advise interim chief executive John Koskinen on directing the finance division and overseeing the issuance of financial statements.
[01:05:11.084 --> 01:05:16.585]  Freddie Mac continues to search for a permanent chief financial officer and chief executive.
[01:05:17.225 --> 01:05:21.751]  Next week on Wall Street, Downdustrials lost 55 points.
[01:05:21.751 --> 01:05:26.718]  In the meantime, on the tech side, the Nasdaq gained 22 points.
[01:05:26.718 --> 01:05:30.664]  I'm Jason Walker, IRN, USA, Radio News.
[01:05:31.839 --> 01:05:36.864]  The new multipolar inline and portable water system new from hempusa.org.
[01:05:36.864 --> 01:05:45.491]  Now you can restructure and degas your water supply from any source, rendering chemicals harmless to the human body by polarizing the molecular structure.
[01:05:45.491 --> 01:05:50.416]  Imagine a softer, smoother water with increased oxygen that helps the nervous system and brain.
[01:05:50.416 --> 01:05:51.917]  There are no filters to buy.
[01:05:51.937 --> 01:05:52.377]  I think so.
[01:06:19.778 --> 01:06:23.539]  There are multiple sizes also available for farms and commercial use.
[01:06:23.539 --> 01:06:25.779]  Visit hempusa.org or call 908-691-2608.
[01:06:25.779 --> 01:06:26.579]  That's 908-691-2608.
[01:06:26.579 --> 01:06:30.960]  Prepare yourself for a talk radio experience like no other.
[01:06:30.960 --> 01:06:32.260]  He stands for truth.
[01:06:32.260 --> 01:06:33.560]  He stands for justice.
[01:06:49.033 --> 01:06:51.474]  He stands for what's right.
[01:06:51.474 --> 01:06:54.755]  This is the Alex Jones Show.
[01:06:54.755 --> 01:06:58.517]  Call Alex now, toll free at 877-590-5525.
[01:06:58.517 --> 01:07:12.603]  Now live from Austin, Texas, here's Alex Jones.
[01:07:12.603 --> 01:07:15.524]  Just unbelievable fear-mongering by the mainstream media.
[01:07:18.357 --> 01:07:20.699]  Mexico on lockdown.
[01:07:20.699 --> 01:07:21.759]  Civil emergency.
[01:07:21.759 --> 01:07:25.862]  They've announced a health emergency here in the United States.
[01:07:25.862 --> 01:07:28.104]  And if they're telling the truth, only 80 people have died.
[01:07:28.104 --> 01:07:31.726]  That sounds like a lot, but 15,000 a year die in the U.S.
[01:07:31.726 --> 01:07:33.207]  the flu alone.
[01:07:33.207 --> 01:07:39.771]  It's well over 200,000 in an average year, according to the World Health Organization, the WHO, over there at the United Nations.
[01:07:49.406 --> 01:07:50.769]  We're continuing to take your phone calls.
[01:07:50.769 --> 01:07:53.213]  Going back to Dre in Atlanta, Georgia.
[01:07:53.213 --> 01:07:55.738]  Yes, Dre, under this health emergency...
[01:07:56.651 --> 01:08:22.396]  They have done drills before, it's called Operation Dark Winter, that's coming up in the next segment to during smallpox or pandemic flu outbreak to lock down all the cities and then they can have some of these kind of false alarms too to practice locking down the cities and federalizing things and then they can use that as a cover for martial law takeover drills that could be for political reasons down the road and they're announcing all over the news
[01:08:23.876 --> 01:08:26.637]  The Arizona police to be federalized.
[01:08:26.637 --> 01:08:28.638]  State police merging with the feds.
[01:08:28.638 --> 01:08:30.238]  New York police merging with the feds.
[01:08:30.238 --> 01:08:33.499]  The Army to patrol the streets of Schenectady, New York.
[01:08:33.499 --> 01:08:35.720]  The Marines are helping at DWI checkpoints.
[01:08:35.720 --> 01:08:40.741]  Two weeks ago in Tennessee, they found out the Army was running checkpoints of U.S.
[01:08:40.741 --> 01:08:41.902]  citizens on highways.
[01:08:41.902 --> 01:08:43.102]  The governor said, don't do it.
[01:08:43.102 --> 01:08:43.522]  The Army.
[01:08:43.522 --> 01:08:44.422]  This was in the newspapers.
[01:08:44.422 --> 01:08:46.063]  We posted this at Infowars.com.
[01:08:47.455 --> 01:08:49.135]  Just said, you know what, we're going to do what we want.
[01:08:49.135 --> 01:08:50.416]  Shut up, Governor!
[01:08:50.416 --> 01:08:56.597]  Because we're already under this emergency, under this control, and they use things like this, whether it's real, i.e.
[01:08:56.597 --> 01:09:03.339]  a real deadly flu, or a manufactured deadly flu, or it isn't really a deadly flu and they're just hyping it.
[01:09:03.339 --> 01:09:08.000]  Either way you cut it, they get more power and control in the nanny state through this.
[01:09:08.000 --> 01:09:10.081]  Going back to Dre in Atlanta.
[01:09:10.081 --> 01:09:10.701]  Dre, go ahead.
[01:09:12.173 --> 01:09:21.859]  Yes, but concerning more than anything, though, is a lot of people in the Atlanta area is sick and already have a flux sentence already.
[01:09:21.859 --> 01:09:27.023]  And I know the news is saying that a lot of people are starting to get it, but I think it's already here.
[01:09:27.023 --> 01:09:29.905]  And I think our government is trying to prepare.
[01:09:30.888 --> 01:09:35.173]  Well, that's how it works.
[01:09:35.173 --> 01:09:36.174]  It's exponential.
[01:09:36.174 --> 01:09:42.260]  Depending on the flu model and the incubation period of the flu, you know, it could be two days, it could be a week.
[01:09:42.260 --> 01:09:44.403]  It could be as long as, well, half of 180 days.
[01:09:44.403 --> 01:09:45.023]  Let's have 180 days.
[01:09:46.945 --> 01:09:52.429]  We're talking about 90 days till this thing peaks in the United States.
[01:09:52.429 --> 01:09:58.854]  And see, they're saying that they first learned about it in Mexico on March 18th, this strain.
[01:09:58.854 --> 01:10:01.656]  They just told us that in the AP today.
[01:10:01.656 --> 01:10:03.817]  Claiming they, you know, earlier they said they found it last week.
[01:10:03.817 --> 01:10:08.581]  Now it's 35 plus days ago they're saying that they found it.
[01:10:08.581 --> 01:10:09.822]  And so, I don't know.
[01:10:09.822 --> 01:10:11.623]  I mean, this is just getting pretty crazy.
[01:10:12.203 --> 01:10:15.165]  And we know they've been drilling for martial law and preparing for a long time.
[01:10:15.165 --> 01:10:19.809]  Then you got Baxter mixing it, bird flu, with regular vaccines in Europe.
[01:10:19.809 --> 01:10:27.634]  I mean, I've been really talking about that a lot the last few months and I'm saying that I... In the cards was a staged bird flu outbreak.
[01:10:27.634 --> 01:10:34.119]  And now this one, curveball from the New World Order, bird flu, swine flu, and human flu all mixed together.
[01:10:34.119 --> 01:10:35.240]  That is a designer virus.
[01:10:36.610 --> 01:10:38.653]  Yeah, that's what my fiancée said.
[01:10:38.653 --> 01:10:41.758]  She said, uh, oh my god, that's man-made, uh.
[01:10:41.758 --> 01:10:46.225]  Flew there, and I just wanted to say that it really, really, uh, brought a change in life for me.
[01:10:47.239 --> 01:10:49.100]  Alex, I want to tell you, you're the best.
[01:10:49.100 --> 01:10:51.341]  I look to you for almost a year now.
[01:10:51.341 --> 01:10:57.865]  I follow you all the time and I wish you keep the formulas of all the stuff they don't tell me about and I really want to thank you for that.
[01:10:57.865 --> 01:10:58.545]  God bless you, sir.
[01:10:58.545 --> 01:10:59.465]  I want to thank you for listening.
[01:10:59.465 --> 01:11:00.746]  Please spread the word.
[01:11:00.746 --> 01:11:01.707]  You know, I'm not perfect.
[01:11:01.707 --> 01:11:02.827]  I don't get it all right.
[01:11:02.827 --> 01:11:03.868]  I try to get it right, though.
[01:11:03.868 --> 01:11:05.369]  I try to research hard.
[01:11:05.369 --> 01:11:07.770]  I've been researching this flu probably the last two days.
[01:11:07.770 --> 01:11:11.852]  I've been researching it all week, but I really got on it the last two days.
[01:11:11.852 --> 01:11:12.892]  Probably 15 hours of research.
[01:11:16.909 --> 01:11:19.998]  I've interviewed all these doctors and scientists over the years and studied the establishment.
[01:11:21.113 --> 01:11:24.376]  And I'm very upset in my gut.
[01:11:24.376 --> 01:11:25.317]  And what is the gut?
[01:11:25.317 --> 01:11:27.458]  It's the integration of all the info.
[01:11:27.458 --> 01:11:37.466]  And I'm not trying to freak folks out, but I'm getting calls from friends and people that live in San Antonio that the flu is down there and that people are sick all around them, and the flu season's over.
[01:11:37.466 --> 01:11:42.691]  And Paul was just down in San Antonio visiting family and his wife, and now has respiratory illness today.
[01:11:42.691 --> 01:11:47.735]  Now it may be allergies or may be a cold.
[01:11:47.735 --> 01:11:50.357]  But again, they're saying it hadn't killed anybody in the U.S.
[01:11:50.357 --> 01:11:50.517]  yet.
[01:11:51.787 --> 01:11:55.871]  So, but why is it killing so many people in Mexico?
[01:11:55.871 --> 01:11:58.793]  Because they've got a lot more poor people?
[01:11:58.793 --> 01:12:08.302]  You know, a common cold in places in Africa where they're on the edge of starving to death, a common cold will come through in places like Rwanda or places,
[01:12:10.742 --> 01:12:13.987]  Well, I mean just nations all over Africa.
[01:12:13.987 --> 01:12:18.395]  And we'll just, you know, kill in some cases hundreds of thousands of people per nation.
[01:12:18.395 --> 01:12:19.978]  So, we're healthy.
[01:12:19.978 --> 01:12:24.685]  Drink more orange juice, take that elderberry.
[01:12:25.683 --> 01:12:31.264]  Concentrate, super antiviral, colloidal silver, oil of oregano.
[01:12:31.264 --> 01:12:35.705]  These are all things, garlic, that have been proven to be very antiviral.
[01:12:35.705 --> 01:12:44.706]  Okay, let's go ahead and go to Chris in Tampa, Florida, speaking of things that'll boost your immune system against viruses.
[01:12:44.706 --> 01:12:49.947]  And no, folks, antibiotics will not, I'm getting calls going, this antibiotic's good, that antibiotic's good.
[01:12:49.947 --> 01:12:51.888]  Antibiotics do nothing with viruses.
[01:12:51.888 --> 01:12:53.508]  You have to have antivirals.
[01:12:54.445 --> 01:12:57.687]  Chris in Tampa, Florida.
[01:12:57.687 --> 01:13:01.789]  Folks, antibiotics are for bacteria.
[01:13:01.789 --> 01:13:03.490]  Because they don't have a cell wall.
[01:13:03.490 --> 01:13:04.451]  Chris in Tampa, Florida.
[01:13:04.451 --> 01:13:04.911]  You're on the air.
[01:13:06.204 --> 01:13:08.806]  Your phone is really bad, so please get to it quick.
[01:13:32.702 --> 01:13:42.249]  Yeah, if we're able to hold a gun, but the influenza viruses, the H5N1 bird flu, is a lipid envelope virus.
[01:13:42.249 --> 01:13:55.480]  I don't know about this current one, but lipid envelope viruses can be dissolved by inexpensive supplements like lecithin or magnesium peroxide products that release oxygen in your system or ozone.
[01:13:55.480 --> 01:14:02.305]  And echinacea, the first caller mentioned, I might be wary of that because it boosts the immune system.
[01:14:02.585 --> 01:14:10.611]  That might cause hemorrhagic fever, which is why the younger people with a strong immunity succumb to this flu and other flus.
[01:14:10.611 --> 01:14:12.433]  You know, that's true.
[01:14:12.433 --> 01:14:15.495]  Explain how that happens, because I forget exactly.
[01:14:15.495 --> 01:14:22.521]  The people that really have good immune systems, somehow it then goes haywire into overdrive with hemorrhagic fever.
[01:14:23.621 --> 01:14:41.942]  Yes, inflammation and bleeding just goes into your lungs and you're internally bleeding your lungs and other organs, but this is the immune response or the fact that a lot of your cells can't get through inflamed blood vessels.
[01:14:42.803 --> 01:14:43.023]  Yes!
[01:14:58.064 --> 01:14:58.344]  I think?
[01:15:16.886 --> 01:15:18.047]  I think so.
[01:15:37.585 --> 01:15:38.386]  Well listen, speak of the devil!
[01:15:52.748 --> 01:15:57.753]  We got Dr. Deagle coming up for you in about 15-20 minutes to pop in with a quick five minute report.
