[00:00:00.433 --> 00:00:02.796]  Organicacede.com today!
[01:16:33.723 --> 01:16:35.884]  of some idiot putting comments on my website.
[01:16:36.644 --> 01:16:38.404]  Why they need me to testify, I don't know.
[01:16:38.484 --> 01:16:41.325]  Hopefully this moron will plea bargain so I don't have to go.
[01:16:42.085 --> 01:16:46.126]  But, uh, what an interesting, interesting day, Bob.
[01:16:46.146 --> 01:16:49.507]  It is fantastic.
[01:16:51.467 --> 01:16:56.109]  The world keeps on rolling deeper and deeper into the mire, so to speak.
[01:16:57.809 --> 01:17:01.870]  And, uh, but I'm glad that it's something as simple as that.
[01:17:02.628 --> 01:17:03.569]  But it's not simple.
[01:17:03.609 --> 01:17:06.332]  They keep asking me if I agree with the comments and things.
[01:17:06.352 --> 01:17:08.375]  They're definitely trying to untrap you.
[01:17:08.695 --> 01:17:10.337]  Yeah, they definitely want to put my butt in prison.
[01:17:11.418 --> 01:17:15.342]  What you do is just be very nice and say, hey, my attorney's on his way over.
[01:17:15.362 --> 01:17:20.088]  I already gave them my lawyer's name and number for next time and they still showed up.
[01:17:20.108 --> 01:17:20.868]  They don't care.
[01:17:20.889 --> 01:17:22.110]  They'll still try it.
[01:17:24.810 --> 01:17:26.011]  I mean, it's so obvious.
[01:17:26.351 --> 01:17:30.014]  I post a comment, we remove it before we're ever subpoenaed.
[01:17:30.775 --> 01:17:33.277]  We have to go dig it out of the records under the federal subpoena.
[01:17:34.097 --> 01:17:37.200]  And then they're still here asking me what I think of the comment.
[01:17:39.261 --> 01:17:41.363]  Again, you know, the entrapment.
[01:17:41.903 --> 01:17:43.504]  Hey Bob, you've dealt with these people before.
[01:17:43.544 --> 01:17:46.987]  What do you think about the original agent telling me to repost it?
[01:17:49.169 --> 01:17:50.370]  I think that's entrapment.
[01:17:51.926 --> 01:17:58.551]  I mean, why would you want to put something back on that wasn't very nice or good or evil or against the law?
[01:18:00.772 --> 01:18:01.393]  Oh, Jesus.
[01:18:01.973 --> 01:18:03.114]  I'm just... Excuse me, God.
[01:18:03.814 --> 01:18:06.256]  I am so sick of these people.
[01:18:06.356 --> 01:18:12.240]  You've got to mentally train yourself to deal with people who deal with real criminals all the time.
[01:18:12.620 --> 01:18:17.604]  And what happens to the police mind is they get like the criminal mind.
[01:18:18.214 --> 01:18:25.780]  And so they think everybody else might be a criminal, so they approach everything that way, including members of their own family.
[01:18:27.281 --> 01:18:30.143]  It's something that happens to people in law enforcement.
[01:18:32.045 --> 01:18:41.412]  And I have two members of my family who are in law enforcement, one of them just retired, as assistant chief of police in a major city, and that's the way it is.
[01:18:43.171 --> 01:18:47.832]  Well, they didn't like it when I was rattling off FBI crimes to them and saying that's why I don't trust you.
[01:18:48.732 --> 01:18:51.513]  How to win friends and influence people.
[01:18:51.853 --> 01:18:52.833]  You devil you.
[01:18:55.214 --> 01:18:58.074]  You know, they were actually... I didn't get a really bad vibe.
[01:18:58.594 --> 01:19:00.215]  One time with the BATF I did.
[01:19:00.235 --> 01:19:04.295]  I mean, my alarms were saying criminal, criminal, criminal, watch out, watch out.
[01:19:05.516 --> 01:19:06.416]  Totally different vibe.
[01:19:07.476 --> 01:19:10.137]  I had to put up with them for about 40 years.
[01:19:11.237 --> 01:19:11.777]  And, uh...
[01:19:12.407 --> 01:19:19.832]  And they didn't like me very much at all, and they in the Marshal's office are not very exemplary.
[01:19:20.853 --> 01:19:28.298]  There's lots of good people in law enforcement, but those two groups didn't get the best of the crop, let's put it that way.
[01:19:30.280 --> 01:19:30.660]  Yeah.
[01:19:32.241 --> 01:19:34.623]  Well, they've stolen $23.7 trillion in growing.
[01:19:36.846 --> 01:19:45.110]  The unemployment skyrocketing, and there's all this baloney news about how great the economy is, and new home sales uptick.
[01:19:45.150 --> 01:19:46.070]  Then I read the number.
[01:19:46.450 --> 01:19:51.712]  It said the decline slowed, but the AP headline said it had grown.
[01:19:52.133 --> 01:19:53.953]  I mean, they are cooking some numbers, Bob.
[01:19:54.714 --> 01:20:04.518]  They certainly are, and they're all in on it, and they're all controlled in the media by the same people, and there's nothing we can do about it except
[01:20:05.507 --> 01:20:20.013]  On this program and others like it, tell people the truth, keep on pumping out what is really happening, and we're challenging them, we're pushing them to greater heights, and ourselves as well, to put them down.
[01:20:20.193 --> 01:20:21.073]  They're terrified.
[01:20:21.153 --> 01:20:22.874]  We just discussed this before.
[01:20:23.454 --> 01:20:25.395]  And that's why I do so many programs.
[01:20:25.915 --> 01:20:32.118]  Incidentally, Alex, I'm going to be on with Judge Norrie's program, Saturday Night.
[01:20:33.388 --> 01:20:35.650]  And it's the first time in a long time I've been on there.
[01:20:35.670 --> 01:20:36.931]  Good!
[01:20:37.531 --> 01:20:42.675]  But we're banging away, and we're not going to give up, and we're making headway.
[01:20:43.076 --> 01:20:57.607]  We're helping people plan for emergencies, both personal and physical, and as well as their finances, what should probably happen in the course of events.
[01:20:58.604 --> 01:21:09.613]  And we can explain to them how people can steal $23.7 trillion, a colossal figure which boggles the mind.
[01:21:10.494 --> 01:21:17.479]  But, you know, if you lived in that culture like I did for 28 years, you don't know that anything goes.
[01:21:18.080 --> 01:21:20.081]  And they're always skating down the edge.
[01:21:20.582 --> 01:21:24.365]  I mean, it's part of the mental concept that goes with the market.
[01:21:25.826 --> 01:21:27.067]  And so it's not
[01:21:27.870 --> 01:21:30.512]  Disturbing or unusual that they do something like that.
[01:21:30.532 --> 01:21:32.534]  All right, Bob.
[01:21:32.674 --> 01:21:35.296]  Let's break down the latest developments in the economy.
[01:21:35.416 --> 01:21:36.957]  Is it getting better, like they're saying?
[01:21:36.977 --> 01:21:39.139]  Like they said three years ago it was getting better?
[01:21:39.599 --> 01:21:40.360]  Or are they lying?
[01:21:40.380 --> 01:21:43.682]  I think I know the answer to that question, but we'll also take your calls.
[01:21:43.702 --> 01:21:44.703]  1-800-259-9231.
[01:21:44.743 --> 01:21:45.744]  Infowars.com is the website.
[01:21:45.764 --> 01:21:46.244]  We're on the march.
[01:21:46.264 --> 01:21:47.745]  The empire's on the run.
[01:21:58.448 --> 01:22:01.249]  Alex Jones and the GCN Radio Network.
[01:22:04.169 --> 01:22:09.170]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:22:09.370 --> 01:22:13.171]  Number one, new climate legislation could easily double or triple your electric bill.
[01:22:13.391 --> 01:22:18.993]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:22:19.293 --> 01:22:24.174]  It's true, total government control of electricity in the name of smart grid technology is coming.
[01:22:24.374 --> 01:22:24.874]  Number three,
[01:22:25.274 --> 01:22:30.739]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[01:22:31.580 --> 01:22:34.242]  The hurricane and dangerous summer storm season is here again.
[01:22:34.482 --> 01:22:38.686]  Every year, thousands of families lose their power from weather-related outages.
[01:22:39.007 --> 01:22:42.650]  A solar power generator provides powerful backup insurance and peace of mind.
[01:22:42.850 --> 01:22:48.355]  Folks, I really believe in the solar power generators offered by Solutions from Science, a long-time sponsor of ours.
[01:22:48.575 --> 01:22:51.698]  You can get more information at www.solutionsfromscience.com.
[01:22:51.738 --> 01:22:53.140]  MySolarBackup.com.
[01:22:53.261 --> 01:22:54.823]  That's MySolarBackup.com.
[01:22:55.044 --> 01:22:57.387]  Remember, the government doesn't own the sun yet.
[01:22:57.608 --> 01:23:00.272]  So go to MySolarBackup.com or call toll free 877-327-0365.
[01:23:04.258 --> 01:23:05.839]  Hello friends, this is Alex Jones.
[01:23:05.959 --> 01:23:10.642]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:23:10.702 --> 01:23:13.443]  We need to be independent, and food and water is the key.
[01:23:13.663 --> 01:23:16.505]  You'll never have to stand in a bread line if you have your own bread.
[01:23:16.685 --> 01:23:22.588]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:23:22.788 --> 01:23:25.650]  No one is going to take care of your family in the final equation but you.
[01:23:26.010 --> 01:23:32.915]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:23:33.015 --> 01:23:36.117]  And they do it at almost half the cost of last year's grocery prices.
[01:23:36.277 --> 01:23:36.497]  Call 1-800-409-5633.
[01:23:36.537 --> 01:23:38.338]  Or on the web, go to efoodsdirect.com.
[01:23:41.420 --> 01:23:47.505]  Visit efoodsdirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:23:47.685 --> 01:23:51.449]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:23:51.469 --> 01:23:52.790]  Again, 800-409-5633, or on the web at efoodsdirect.com.
[01:23:52.810 --> 01:23:53.290]  Take action today.
[01:23:53.330 --> 01:23:54.531]  The first step is getting storable food.
[01:24:03.899 --> 01:24:07.883]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[01:24:08.143 --> 01:24:09.925]  Do you really know what's in your tap water?
[01:24:10.145 --> 01:24:18.433]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:24:18.674 --> 01:24:23.899]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:24:24.219 --> 01:24:25.861]  Now what are you going to do about it?
[01:24:26.081 --> 01:24:32.405]  The Acola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:24:32.585 --> 01:24:43.353]  The Acola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[01:24:43.653 --> 01:24:44.153]  That's right.
[01:24:44.413 --> 01:24:46.715]  Clean water, right from the air you breathe.
[01:24:46.975 --> 01:24:48.556]  Order today by calling 1-800-691-6043.
[01:24:48.576 --> 01:24:48.796]  That's 1-800-691-6043.
[01:24:55.981 --> 01:24:59.623]  We will not be forgotten.
[01:25:00.343 --> 01:25:01.804]  We won't be left behind.
[01:25:01.824 --> 01:25:16.371]  Our memories live on in Port-au-Prince.
[01:25:22.284 --> 01:25:25.745]  Don't forget the online video bookstore at Infowars.com.
[01:25:25.825 --> 01:25:29.447]  Films like Endgame, Blueprint, or Global Enslavement.
[01:25:30.627 --> 01:25:34.569]  You can get this film free when you get it with Endgame or The Obama Deception.
[01:25:35.249 --> 01:25:38.010]  An interview with Aaron Russo, Reflections and Warnings.
[01:25:39.011 --> 01:25:40.431]  Great new documentary.
[01:25:40.631 --> 01:25:44.473]  Global Warming, Emerging Science and Understanding.
[01:25:44.533 --> 01:25:46.974]  Everybody needs to see this to understand the carbon tax fraud.
[01:25:48.322 --> 01:25:52.304]  Fabled Enemies, the latest 9-11 film out there, breaking down how the attacks were carried out.
[01:25:52.845 --> 01:25:54.866]  Of course, a new Mar-a-Lago, the Obama deception.
[01:25:55.166 --> 01:25:59.589]  By the way, I gave the FBI and APD some Obama deceptions when they were here earlier.
[01:25:59.609 --> 01:26:00.709]  I'm not kidding.
[01:26:01.190 --> 01:26:02.310]  I said, research material.
[01:26:02.330 --> 01:26:04.392]  Maybe you can find something to set me up for in here.
[01:26:07.514 --> 01:26:10.555]  This obviously is more than just this guy posting on the comment page.
[01:26:10.575 --> 01:26:14.478]  You're asking all sorts of questions about, do I agree with it?
[01:26:15.856 --> 01:26:17.257]  Why would I take it down?
[01:26:17.317 --> 01:26:19.078]  Why the hell do you think I would take it down?
[01:26:22.540 --> 01:26:25.942]  Infowars.com or call toll free to get the books and videos 888-253-3139 888-253-3139 There is a
[01:26:41.204 --> 01:26:43.386]  So much to go over, so much to cover here.
[01:26:44.187 --> 01:26:50.413]  Bob, I want to just go right to calls, because we rarely take a lot of calls when you're on, so you can cover the issues.
[01:26:50.433 --> 01:26:52.795]  But specifically, the economy.
[01:26:54.016 --> 01:27:03.264]  The media is saying everything is wonderful now, as record repossessions, record credit card defaults, home loan defaults, car defaults, car loan defaults.
[01:27:04.245 --> 01:27:06.568]  Just every economic indicator is we're in deep trouble.
[01:27:07.188 --> 01:27:17.596]  And they're still just saying everything's wonderful, everything's wonderful, as the banks now, as we said six, eight months ago, took the bailout money and are hoarding it, and they're paying other banks not to loan.
[01:27:18.217 --> 01:27:19.858]  Why do they not want banks loaning?
[01:27:20.499 --> 01:27:21.840]  Where is the economy really going?
[01:27:23.861 --> 01:27:24.182]  Down.
[01:27:25.303 --> 01:27:29.326]  And they're trying to tell us that the GDP for the second quarter was minus one percent.
[01:27:29.986 --> 01:27:33.769]  Now, the previous quarter, and I don't believe that figure, was minus 5.4 percent.
[01:27:35.276 --> 01:27:37.257]  And the one before that was minus 6.7.
[01:27:37.898 --> 01:27:42.521]  You don't take quantum leaps like that over quarter to quarter.
[01:27:42.541 --> 01:27:45.343]  I mean, that's a tremendous difference.
[01:27:46.304 --> 01:27:46.964]  And they're lying!
[01:27:47.485 --> 01:27:54.890]  I don't believe the figures one bit, and when I posted them for tomorrow's International Forecaster at the end, I said, I don't believe these figures one bit.
[01:27:56.151 --> 01:28:04.897]  And so they just lie, and it's all part of a propaganda, sci-war campaign to make you believe that the economy's doing good, so you go out and
[01:28:06.274 --> 01:28:06.894]  Absolutely, my friend.
[01:28:06.914 --> 01:28:07.115]  There is
[01:28:20.759 --> 01:28:23.381]  There's a lot of concern out there about the flu.
[01:28:24.082 --> 01:28:33.670]  Clearly, they're using it as a political cover, a way to pose as saviors, a way to make tens of billions off vaccine, but they're now announcing they are going to use the army for forced inoculations.
[01:28:34.251 --> 01:28:36.513]  They are going to try to forcibly shoot up the kids.
[01:28:36.553 --> 01:28:39.135]  They're trying to make enough vaccine for every American.
[01:28:39.555 --> 01:28:43.399]  Obama, Dr. Barack Obama wants everybody to take three shots at least.
[01:28:44.386 --> 01:28:46.227]  For a non-event flu.
[01:28:47.107 --> 01:28:48.448]  So it's clearly a Psy-Op.
[01:28:48.788 --> 01:28:49.929]  The question is, how bad?
[01:28:50.009 --> 01:28:52.110]  Is there some real bio-weapon they're going to release?
[01:28:52.710 --> 01:28:56.652]  You know, that's what they talk about in their own government textbooks, like Ecoscience.
[01:28:56.692 --> 01:28:57.512]  Here's a copy of it.
[01:28:58.033 --> 01:29:00.414]  Drugging the water, the vaccines, how to do it.
[01:29:00.434 --> 01:29:03.375]  I mean, they say they're going to do it, and they've been caught doing it.
[01:29:03.395 --> 01:29:09.298]  I mean, but I guess it's extreme and conspiracy theory to actually read their book and then be concerned about it.
[01:29:15.438 --> 01:29:18.880]  Well, Alex, wait till they find out how many people are going to refuse to take it.
[01:29:20.841 --> 01:29:23.063]  Not only in the United States, but throughout the world.
[01:29:23.103 --> 01:29:25.985]  Now, I know it's mandatory already in some countries.
[01:29:27.245 --> 01:29:32.989]  And a lot of people aren't going to take it because they're listening to the information that you and I and others are putting out.
[01:29:33.029 --> 01:29:38.112]  My goodness, my health section is now, because of this, as big as my U.S.
[01:29:38.132 --> 01:29:39.433]  section of my publication.
[01:29:39.973 --> 01:29:42.915]  But everything that's good that I read that comes through, I post it.
[01:29:43.613 --> 01:29:44.114]  And a link.
[01:29:44.474 --> 01:29:47.056]  And so the people are finding out everywhere.
[01:29:47.897 --> 01:29:51.500]  And I've had tremendous amount of requests of people wanting to leave the country.
[01:29:51.921 --> 01:29:59.468]  Because as you well know, in other countries like in Latin America or Asia, they're not as sticky about everybody having a shot.
[01:30:01.149 --> 01:30:03.932]  You know, they might say you should, but they won't enforce it.
[01:30:04.572 --> 01:30:06.254]  But they will in the United States and in Europe.
[01:30:10.956 --> 01:30:13.598]  But what do you think the PSYOP's all about?
[01:30:13.638 --> 01:30:19.541]  Have a big political smokescreen to pass cap-and-trade, the gun bills, the open border bills, the water grab bill.
[01:30:19.861 --> 01:30:21.643]  And their whole agenda is stalling.
[01:30:22.603 --> 01:30:27.626]  And we see them building mass graves, getting the military ready since January that we know of.
[01:30:27.966 --> 01:30:32.469]  Then they prime the hype in April for this non-event of a few deaths.
[01:30:33.069 --> 01:30:35.051]  And then now they're acting like it's the end of the world.
[01:30:35.876 --> 01:30:37.397]  And that's just not how flu works.
[01:30:37.417 --> 01:30:41.999]  All these top epidemiologists are on the news saying this is all a fraud, but that they don't know why.
[01:30:42.019 --> 01:30:48.522]  I think it's completely clear they're planning on using this as a pretext to lock everything down in the middle of the depression.
[01:30:49.563 --> 01:30:51.664]  Or it could just be a beta test for that down the road.
[01:30:51.704 --> 01:30:53.124]  We know they're federalizing everything.
[01:30:53.164 --> 01:30:56.226]  We know we're under UN control under this level 6.
[01:30:56.706 --> 01:30:59.728]  I mean... Alex, you're right.
[01:30:59.828 --> 01:31:04.510]  It's a beta test to see what gains they can make
[01:31:05.566 --> 01:31:08.747]  To see what the reaction of the people is going to be.
[01:31:09.948 --> 01:31:19.932]  And then they'll know when the big one comes, so to speak, two or three years down the line here, maybe in six months for all we know, what the reaction will be.
[01:31:20.533 --> 01:31:24.615]  And of course, the shots that you have will be worthless against the next slew that they've created.
[01:31:25.135 --> 01:31:31.478]  One of the things that I married this possibility to is the
[01:31:32.828 --> 01:31:36.489]  As you know, back in May, I said that the U.S.
[01:31:36.549 --> 01:31:38.330]  embassies were receiving U.S.
[01:31:38.350 --> 01:31:42.492]  dollars to be traded for local currencies, and I backed into that.
[01:31:42.772 --> 01:31:44.132]  And that's verified.
[01:31:44.212 --> 01:31:46.753]  I've got several sources on that.
[01:31:47.694 --> 01:31:50.095]  And I said to myself, well, why would they do that?
[01:31:50.215 --> 01:31:52.996]  Well, it's because the dollar's going to go down, and they know it.
[01:31:53.696 --> 01:31:59.898]  And when it goes down, others, especially commercial people in other countries, will not want to receive dollars.
[01:31:59.938 --> 01:32:01.779]  They want to be paid some other way.
[01:32:02.555 --> 01:32:05.357]  I think the dollar will fall from $79.50 to the support level of $71.18.
[01:32:29.853 --> 01:32:34.036]  And during that period of time, you'll have this flu situation going.
[01:32:34.536 --> 01:32:38.759]  You'll have legislation which has been ground to a halt.
[01:32:39.520 --> 01:32:44.823]  And I think they're going to do a beta test of three to five days on shutting the banks down.
[01:32:45.744 --> 01:32:47.365]  There's a good possibility of that.
[01:32:48.025 --> 01:32:52.008]  And then the next time around, when they shut the banks down, they're not going to open them.
[01:32:53.539 --> 01:33:19.530]  And then they're going to have a devaluation, and they're going to have a default, and they're going to have a big powwow like they did in the early 70s in the Smithonian talks, and then at 1985 at the Plaza Accords, and all of these countries will get together, and they will have formulas for devaluing those currencies against revaluing these currencies, and there will be a default
[01:33:21.295 --> 01:33:22.596]  It's like a bad dream, Bob.
[01:33:48.840 --> 01:33:52.841]  I mean, everybody I know is either losing their job or getting pay cuts.
[01:33:53.781 --> 01:33:55.722]  The economy is just falling apart everywhere.
[01:33:55.742 --> 01:33:58.883]  And they're not bringing the factories back.
[01:33:58.903 --> 01:34:00.183]  They're not bringing the jobs back.
[01:34:00.243 --> 01:34:12.706]  They are, by design, the White House Economic Science Czar says in his own textbooks he wants to shut down the economy and how to destroy the U.S.
[01:34:12.746 --> 01:34:14.187]  economy is described in here.
[01:34:15.345 --> 01:34:18.467]  And that's actually what is covered in the book, Ecoscience.
[01:34:19.748 --> 01:34:22.089]  I mean, that's what they're doing now.
[01:34:22.750 --> 01:34:30.874]  It's that they're so over-the-top criminal that we're almost defenseless against it just because we can't even imagine they're this corrupt.
[01:34:33.316 --> 01:34:39.880]  I've always said that it is very, very difficult for the average, decent human mind
[01:34:40.563 --> 01:34:46.406]  To even contemplate the diabolical criminality of these people.
[01:34:47.147 --> 01:34:50.109]  They just can't believe people can be that bad just like you just said.
[01:34:55.652 --> 01:34:56.232]  So sick.
[01:34:57.413 --> 01:34:58.393]  It's like a bad dream.
[01:35:00.652 --> 01:35:28.008]  A caller said a few days ago, and I've since been repeating this, it's true, it's like being in a car with a maniac driving it, at 150 miles an hour down a road, and you know over the next hill there's a hairpin turn, a 25 mile an hour turn, and you're telling them, look lunatic, slow down, it's real, there's danger over that hill, and they just say, shut up conspiracy theorist, and you're all strapped in, and they're driving like a maniac about to kill you, and that's how I felt talking to these FBI guys, it's just,
[01:35:29.525 --> 01:35:31.727]  I'd tell them about the New World Order and it's all just funny.
[01:35:31.767 --> 01:35:32.547]  It's all a joke.
[01:35:32.587 --> 01:35:33.308]  It's all a game.
[01:35:33.388 --> 01:35:35.309]  No, it isn't a game.
[01:35:35.430 --> 01:35:36.550]  It isn't a joke.
[01:35:37.051 --> 01:35:37.631]  It's real.
[01:35:39.973 --> 01:35:40.754]  It surely is.
[01:35:44.797 --> 01:35:48.679]  What do you see Obama doing as his approval rating plunges?
[01:35:48.699 --> 01:35:52.682]  Well, I predicted in January that in September or October it would be 40.
[01:35:53.523 --> 01:35:54.764]  And I guess the rest of the U.S.
[01:35:54.804 --> 01:35:57.046]  has it at 45 right now or something like that.
[01:35:57.614 --> 01:36:05.038]  Yeah, it was Rasmussen had it 49 last week, and now it's dropped to 40 in some demographics, but overall 47.
[01:36:05.679 --> 01:36:07.300]  And other polls have got him at 49, 48, 47.
[01:36:09.321 --> 01:36:16.445]  And these are groups that normally cook polls, so he is just... Well, he's plunged faster than any president in modern history.
[01:36:18.286 --> 01:36:20.748]  Yep, and his...
[01:36:22.054 --> 01:36:35.136]  His claim to great fortune is that he settled a dispute, Cambridge Massachusetts, over somebody who'd been picked up by the police and he said we can get this all sorted out by having a beer together.
[01:36:35.697 --> 01:36:38.138]  Incidentally, Alex, do you know who Jackie Mason is?
[01:36:38.158 --> 01:36:40.059]  Yes, to the moon without a rocket.
[01:37:05.467 --> 01:37:07.889]  Well, he's one of my favorite comics.
[01:37:08.430 --> 01:37:12.974]  And he just did a piece on Obama, and I've got the link... Oh, no, no, no, no, that was Jackie Gleason.
[01:37:13.014 --> 01:37:14.616]  Yeah, no, no, I know who Jackie Mason is.
[01:37:14.656 --> 01:37:16.518]  He goes on Fox News, sure.
[01:37:17.319 --> 01:37:20.962]  Yeah, and anyway, he's just made a tape about Mr. Obama, our president.
[01:37:21.703 --> 01:37:25.427]  And you'll see it tomorrow in my issue, the link.
[01:37:26.227 --> 01:37:27.869]  And he really takes him apart.
[01:37:27.929 --> 01:37:29.791]  He says Mr. Obama is a racist.
[01:37:33.697 --> 01:37:35.558]  Well, I don't even know if Mr. Obama is a racist.
[01:37:35.618 --> 01:37:36.979]  He is a race pimp.
[01:37:37.039 --> 01:37:38.100]  He's a social engineer.
[01:37:38.140 --> 01:37:39.981]  He knows how to play everybody off against each other.
[01:37:42.723 --> 01:37:43.804]  Anyway, it's entertaining.
[01:37:45.905 --> 01:37:49.047]  I just... I... Well, let's just take calls.
[01:37:49.708 --> 01:37:50.628]  I'm speechless here.
[01:37:51.789 --> 01:37:52.990]  Maggie in Arizona.
[01:37:53.050 --> 01:37:54.071]  Maggie, you're on the air.
[01:37:54.131 --> 01:37:54.531]  Go ahead.
[01:37:55.952 --> 01:37:56.592]  Oh, hello.
[01:37:56.712 --> 01:38:00.395]  It's such a privilege to talk to you, Alex, and to you too, Mr. Chapman.
[01:38:01.918 --> 01:38:21.707]  Um, what I'm asking about is, Alex, I understand, I missed part of the show yesterday, unfortunately, and I understand that there was an email and a caller regarding possible confirmation, seeing something from the Feds in regards to a bank calling for the late August undetermined links.
[01:38:22.308 --> 01:38:27.750]  I'm wondering if you might... No, no, she was, she was, and we did get the document,
[01:38:29.481 --> 01:38:39.826]  And we've gotten other similar documents and documents with hospital workers being told they have to take shots and then a day after the guy told us that and gave us the document it was actually in the news.
[01:38:40.487 --> 01:38:50.352]  So this was a bank that is in New Orleans and they were saying we're going to have these injections for you.
[01:38:54.057 --> 01:39:08.725]  From another source I heard they actually did get an email from someone who has a close friend in the banking industry and she saw a notification stating that they would be closing undetermined links.
[01:39:09.145 --> 01:39:12.147]  The date will be determined late in August.
[01:39:12.287 --> 01:39:18.630]  Yeah, well there's a lot of banks themselves that are closing or being taken over so there's a lot of those notices going out.
[01:39:19.130 --> 01:39:20.231]  But the establishment
[01:39:21.141 --> 01:39:24.022]  May have a bank holiday, but really they're just going to devalue the currency.
[01:39:24.842 --> 01:39:26.783]  But we have the expert on the line with us.
[01:39:26.843 --> 01:39:27.883]  Ma'am, I appreciate your call.
[01:39:28.504 --> 01:39:29.804]  Can you answer Maggie's question?
[01:39:29.824 --> 01:39:36.706]  We do know, and I did confirm this, the State Department has all its embassies moving mostly out of their cash reserves.
[01:39:36.726 --> 01:39:42.648]  They have millions per embassy in these vaults for different payoffs and different emergencies and other things.
[01:39:43.068 --> 01:39:44.469]  Little CIA command bases.
[01:39:45.834 --> 01:39:52.057]  You remember that story a month ago or so about them dumping a lot of dollars and getting their local currency coming up for the fall.
[01:39:52.557 --> 01:39:58.239]  That more and more looks like for the flu, a global flu pandemic in case they decide to go with that.
[01:39:58.359 --> 01:39:59.840]  Or is that something else, Bob Chapman?
[01:40:00.799 --> 01:40:16.085]  Well, I just interpreted it just a little while ago as being, and I said I backed into it, being that the dollar was going to fall and not be accepted as readily as they might like, and it probably will cause a crisis.
[01:40:16.705 --> 01:40:27.610]  And in an embassy, let's say in Munich, which is one of the ones that received this money, they galloped out and got rid of the dollars and bought Euros.
[01:40:28.479 --> 01:40:37.285]  And that's so that they would have a stash there in the local currency that would be accepted that they could continue to do the things that they have to do.
[01:40:38.466 --> 01:40:39.487]  That's my take on it.
[01:40:39.907 --> 01:40:40.567]  Yes, ma'am.
[01:40:40.688 --> 01:40:42.169]  I wouldn't put anything past them.
[01:40:42.629 --> 01:40:46.412]  They're clearly moving on all fronts to bring in the New World Order agenda.
[01:40:46.812 --> 01:40:56.539]  They're in high gear and so we have Department of Defense driving around the parking lot and FBI visiting and because the criminal takeover is happening
[01:40:57.509 --> 01:41:01.632]  And the banks are just totally riping the country.
[01:41:01.992 --> 01:41:06.115]  I mean, and they, let me tell you, I am a canary in the coal mine.
[01:41:06.135 --> 01:41:13.540]  If they come grab me for something, folks, you better just, you better just squeeze your butt cheeks together because they're coming after you.
[01:41:13.560 --> 01:41:14.040]  I'm sorry.
[01:41:14.340 --> 01:41:14.741]  I'm sorry.
[01:41:14.801 --> 01:41:15.821]  I'm out of control, folks.
[01:41:15.881 --> 01:41:19.664]  It's just, it's just that, it's just that this is really going on.
[01:41:19.684 --> 01:41:20.605]  This is really happening.
[01:41:21.785 --> 01:41:22.946]  That's pretty funny, isn't it, Bob?
[01:41:22.966 --> 01:41:25.067]  It's not going to get better.
[01:41:25.108 --> 01:41:27.069]  And I, I think that's what you're trying to say.
[01:41:27.668 --> 01:41:39.472]  And so please, please, please prepare yourself mentally, physically, and get your food, your dehydrated, freeze-dried food in your filter, and make sure you get plenty of clips and ammo.
[01:41:40.872 --> 01:41:42.793]  It's probably going to come down to that.
[01:41:43.633 --> 01:41:49.175]  And I hate to have to say that, but, you know, there's no... And they're like vampires.
[01:41:49.215 --> 01:41:52.776]  They look for any excuse to get you in their system like you've done something.
[01:41:53.237 --> 01:41:54.777]  Oh, you had a hair sticking up.
[01:41:54.817 --> 01:41:55.838]  You had a crooked toenail.
[01:41:56.258 --> 01:41:56.918]  Live in prison.
[01:41:58.956 --> 01:42:06.378]  Well, they are overreacting to crime, and when it's really not even crime.
[01:42:07.158 --> 01:42:10.739]  And, you know, here are the people like you and I who talk about the truth.
[01:42:11.099 --> 01:42:11.739]  We're terrorists!
[01:42:12.220 --> 01:42:13.060]  We're bad people!
[01:42:13.900 --> 01:42:14.700]  And of course, we're not.
[01:42:14.720 --> 01:42:17.681]  Well, I did show the FBI a Ron Paul sticker in the party line.
[01:42:17.721 --> 01:42:19.642]  I said, look, DHS report, terrorists.
[01:42:20.502 --> 01:42:21.562]  And they kind of went, yeah.
[01:42:22.202 --> 01:42:22.422]  Yeah.
[01:42:23.323 --> 01:42:24.663]  They kind of smiled downward.
[01:42:26.243 --> 01:42:28.244]  They should be ashamed of themselves.
