[00:00:00.979 --> 00:00:06.048]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:55:28.001 --> 00:55:32.363]  Get rid of the bad bankers that caused the failures.
[00:55:32.383 --> 00:55:32.363]  3.
[00:55:32.723 --> 00:55:34.964]  Put honest, competent bankers in.
[00:55:34.984 --> 00:55:34.964]  4.
[00:55:35.684 --> 00:55:38.525]  Find the facts about the assets.
[00:55:38.545 --> 00:55:38.525]  5.
[00:55:39.046 --> 00:55:46.268]  Make the appropriate criminal referrals with detailed roadmaps for the FBI so they can make a successful case.
[00:55:47.209 --> 00:55:46.268]  6.
[00:55:47.689 --> 00:55:48.869]  Indict them.
[00:55:48.889 --> 00:55:48.869]  7.
[00:55:49.230 --> 00:55:51.650]  Look for the Achilles heel in the fraud.
[00:55:51.971 --> 00:55:53.811]  We don't have remotely enough people.
[00:55:53.871 --> 00:55:55.412]  We should, of course, increase
[00:55:55.908 --> 00:56:02.894]  Greatly the number of FBI agents, but you also have to do like an emergency in medicine.
[00:56:02.934 --> 00:56:03.935]  You have to triage.
[00:56:04.176 --> 00:56:05.297]  You have to prioritize.
[00:56:05.597 --> 00:56:07.519]  So go after the rating agencies.
[00:56:07.739 --> 00:56:08.900]  There are only three of them.
[00:56:09.300 --> 00:56:17.968]  With 20 competent regulators, you could rip that place out and build it in a competent, fresh fashion.
[00:56:18.469 --> 00:56:22.152]  And without the AAA ratings, this crisis
[00:56:22.668 --> 00:56:24.809]  Couldn't have become a global disaster.
[00:56:25.209 --> 00:56:26.710]  So there's my action agenda.
[00:56:41.440 --> 00:56:49.789]  If we get the facts through a PCORI investigation, we will so embarrass them that they will not be able to block many of these reforms.
[00:56:50.029 --> 00:56:51.010]  And it is us or them.
[00:56:51.030 --> 00:56:53.132]  I mean, they're only going to make it worse if we don't do it, right?
[00:56:54.494 --> 00:56:56.456]  That's the whole history that I just went through.
[00:56:56.476 --> 00:56:58.258]  The policy is getting much worse.
[00:56:58.798 --> 00:57:00.260]  Thank you so much, Mr. Black.
[00:57:00.580 --> 00:57:01.341]  Thank you for spending time.
[00:57:04.056 --> 00:57:08.459]  You might not be able to spell Constitution, but you sure know how important it is.
[00:57:08.860 --> 00:57:14.464]  You might not be missing any shirts from your closet, but you have given the shirt off your back hundreds of times.
[00:57:15.004 --> 00:57:19.968]  You might not understand the thousands of laws that exist, but you do live by the Ten Commandments.
[00:57:20.308 --> 00:57:26.192]  You might not know who the bad guys are, or what you should be complaining about, but you do know what to be thankful for.
[00:57:26.613 --> 00:57:29.715]  You might not be looking for a government handout, but you do know how
[00:57:34.019 --> 00:57:38.262]  Not that you don't know, but you do know that you want to take care of your family.
[00:57:38.642 --> 00:57:39.983]  eFoodsDirect.com.
[00:57:40.304 --> 00:57:44.247]  You might not be able to own a farm, but you can have the food that came from one.
[00:57:44.547 --> 00:57:47.729]  eFoodsDirect.com, 800-409-5633.
[00:57:47.849 --> 00:57:53.173]  We're thankful for the chance to lend a hand with food for you and your family.
[00:57:53.513 --> 00:57:55.835]  On the web, eFoodsDirect.com or call 800-409-5633.
[00:58:01.491 --> 00:58:06.793]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:58:07.294 --> 00:58:14.277]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:58:14.877 --> 00:58:21.040]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:58:21.460 --> 00:58:23.301]  Well, Obama's already fudging.
[00:58:23.442 --> 00:58:25.843]  He's fudged since day one in this election.
[00:58:25.943 --> 00:58:36.891]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[00:58:37.511 --> 00:58:38.792]  It's not about left or right.
[00:58:39.192 --> 00:58:40.593]  It's about a one-world government.
[00:58:41.054 --> 00:58:47.278]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:58:47.941 --> 00:58:55.724]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:58:56.205 --> 00:58:57.345]  The Obama Deception.
[00:58:57.785 --> 00:58:58.986]  The people strike back!
[00:59:01.095 --> 00:59:04.477]  More than 700 chemicals have been found in our drinking water.
[00:59:04.617 --> 00:59:09.840]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[00:59:10.020 --> 00:59:14.803]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[00:59:15.183 --> 00:59:26.290]  The KDF Dual Media Shower Filter works with both hot and cold water, and is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[00:59:26.690 --> 00:59:32.234]  The KDF Dual Medias Shower Filter typically lasts 10,000 gallons, or 1 year whichever comes first.
[00:59:32.474 --> 00:59:38.539]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals and bacteria.
[00:59:38.739 --> 00:59:39.379]  What about you?
[00:59:39.760 --> 00:59:45.804]  Order your KDF Shower Filter normally, $49 for a special price of only $39.99, with free shipping.
[00:59:46.204 --> 00:59:48.346]  Call the Berkey guy and order now by calling 1-877-886-3653.
[00:59:51.704 --> 00:59:59.009]  That's 1-877-886-3653 or simply click on the banner at GCNlive.com to order online now.
[01:00:02.032 --> 01:00:07.596]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[01:00:25.384 --> 01:00:27.125]  Alright, here's the deal, ladies and gentlemen.
[01:00:28.146 --> 01:00:32.129]  We've been having so many guests on, I've been so busy that I haven't been taking a lot of calls lately.
[01:00:33.470 --> 01:00:35.812]  And I know we've got callers all over the map.
[01:00:35.832 --> 01:00:37.954]  I want to talk about a host of issues.
[01:00:39.175 --> 01:00:42.558]  Is this a current date of callers here, John, or have we even opened the phones up yet?
[01:00:44.171 --> 01:00:53.214]  Alright, I'm going to open the phone lines right now at 1-800-259-9231.
[01:00:53.234 --> 01:00:53.474]  1-800-259-9231.
[01:00:53.894 --> 01:00:55.654]  We are live at PrisonPlanet.tv.
[01:00:55.934 --> 01:00:57.935]  Man, the lady that cut my hair cut it too short.
[01:00:58.215 --> 01:00:59.435]  I look like buckwheat now.
[01:00:59.995 --> 01:01:03.336]  My hair keeps sticking up and back, and I'm not somebody that cares how I look, but my goodness.
[01:01:03.356 --> 01:01:06.157]  I mean, I've now turned into buckwheat here, ladies and gentlemen.
[01:01:06.417 --> 01:01:08.138]  You know buckwheat from the Little Rascals?
[01:01:08.178 --> 01:01:08.598]  He's got the...
[01:01:09.380 --> 01:01:10.561]  Got the hairstyle going.
[01:01:11.261 --> 01:01:15.884]  I guess the buckwheat looks kind of in, so I'm like styling here, ladies and gentlemen.
[01:01:18.106 --> 01:01:18.946]  Oh my God.
[01:01:20.007 --> 01:01:20.967]  Get me a fauxhawk.
[01:01:21.528 --> 01:01:22.308]  What's a fauxhawk?
[01:01:25.951 --> 01:01:27.071]  Oh, he's got a fauxhawk.
[01:01:28.232 --> 01:01:29.673]  My God, ladies and gentlemen.
[01:01:30.774 --> 01:01:33.335]  Business suits have been replaced with fauxhawks.
[01:01:33.956 --> 01:01:34.356]  Alright, 1-800-259-9231.
[01:01:38.786 --> 01:01:44.728]  I mean, there was a former top federal regulator and investigator telling you that complete criminals run everything.
[01:01:45.428 --> 01:01:47.089]  I mean, they consciously are running it.
[01:01:47.469 --> 01:01:48.810]  The Foxes run the hen house.
[01:01:49.270 --> 01:01:51.071]  Congress is bankrolled by these people.
[01:01:51.111 --> 01:01:52.711]  The Republicans are bankrolled by them.
[01:01:53.031 --> 01:01:54.572]  Obama's bankrolled by them.
[01:01:54.812 --> 01:01:57.553]  It wouldn't matter who he elected, they would have done this.
[01:01:58.913 --> 01:02:02.715]  But they wanted Obama because they decided he could sucker people a little bit better.
[01:02:03.775 --> 01:02:04.355]  And that's it.
[01:02:05.216 --> 01:02:05.596]  Period.
[01:02:06.886 --> 01:02:17.096]  And, you know, I try to laugh about this, but it's not funny, because your pension funds, your police funds, your fire funds, your teacher funds, your private funds, were all invested in this, and they've already stolen about half of it.
[01:02:17.937 --> 01:02:18.998]  And they're going to steal it all.
[01:02:19.078 --> 01:02:21.220]  That's what this hyperinflation means.
[01:02:21.801 --> 01:02:23.242]  And that's guaranteed with what they've done.
[01:02:23.262 --> 01:02:30.690]  Let me run over some of the other headlines here that are very, very important.
[01:02:32.861 --> 01:02:36.347]  This is all my global government stack I had yesterday.
[01:02:37.468 --> 01:02:40.473]  Where's the stack I had earlier on the show?
[01:02:40.513 --> 01:02:41.515]  I wanted to go over that.
[01:02:41.535 --> 01:02:44.519]  I can't keep track of it anymore, ladies and gentlemen.
[01:02:47.113 --> 01:02:51.535]  Well, what's happened is, and it's even happened to me, we've all gotten acclimated to live with corruption.
[01:02:51.915 --> 01:02:58.418]  To live with government out of control, and corporations out of control, and individuals out of control.
[01:02:58.478 --> 01:03:05.421]  I mean, we just put up with more crap than we should, and now criminals are just running over every facet of society.
[01:03:05.461 --> 01:03:10.323]  I mean, it's criminal when the police run a checkpoint without warrants, but we put up with it.
[01:03:10.663 --> 01:03:14.165]  It's criminal when they have the army out suddenly running checkpoints to acclimate us.
[01:03:14.525 --> 01:03:16.486]  Why do you think they're doing all of that?
[01:03:17.267 --> 01:03:23.434]  Because they're going to steal everything and take it offshore and they know people are going to riot and burn everything down.
[01:03:24.014 --> 01:03:28.279]  And they're going to march out the cops and military to have gun battles with you when you're doing it.
[01:03:30.321 --> 01:03:36.008]  And the banks even bragging their IMF World Bank documents that they love that because then they get to buy up what's left even cheaper.
[01:03:37.728 --> 01:03:40.070]  And I'm saying we don't want this to happen.
[01:03:40.530 --> 01:03:44.773]  And so I get newspapers attacking me because I'm calling for not having violence.
[01:03:45.513 --> 01:03:47.074]  The establishment is bold.
[01:03:47.174 --> 01:03:48.956]  They say, you want to murder cops.
[01:03:49.856 --> 01:03:52.038]  And I go, I just said we don't want this to happen.
[01:03:52.078 --> 01:03:52.758]  And they go, no.
[01:03:53.239 --> 01:03:54.259]  You want to murder cops.
[01:03:54.540 --> 01:03:55.820]  You cause cops to be murdered.
[01:03:56.921 --> 01:03:59.343]  And I'm going, the bankers are engineering a collapse.
[01:04:00.103 --> 01:04:01.704]  They're going to go after the people's guns.
[01:04:01.724 --> 01:04:02.705]  They've introduced the bills.
[01:04:02.765 --> 01:04:03.746]  It's going to be a bloodbath.
[01:04:04.126 --> 01:04:05.067]  We don't want violence.
[01:04:06.067 --> 01:04:06.628]  And they say,
[01:04:08.632 --> 01:04:09.132]  You know what?
[01:04:09.252 --> 01:04:10.013]  You're a cop killer.
[01:04:11.473 --> 01:04:14.614]  See, I mean, it's like, this is psychological warfare.
[01:04:17.815 --> 01:04:19.056]  They mean it to be crazy.
[01:04:19.076 --> 01:04:20.176]  They mean it to be wild.
[01:04:20.476 --> 01:04:30.120]  You know, why have they come out in the case of one Al Qaeda member and claimed he's been killed over 15 times and never retract the last time he was killed?
[01:04:32.041 --> 01:04:32.721]  Why do they do that?
[01:04:34.414 --> 01:04:36.336]  They never say he wasn't killed last time.
[01:04:36.396 --> 01:04:39.239]  Chemical Ali, they claim they killed him four times.
[01:04:39.299 --> 01:04:41.200]  Now they're saying they're going to execute him or something.
[01:04:41.761 --> 01:04:43.723]  And they would say, here he is, here's his dead body.
[01:04:43.983 --> 01:04:46.105]  Here's the dead bodies of Saddam's sons.
[01:04:46.125 --> 01:04:50.069]  And then they'd say a month later, oh, we killed Saddam's sons again.
[01:04:50.389 --> 01:04:51.991]  We killed Chemical Ali again.
[01:04:52.011 --> 01:04:54.013]  Oh, we killed him again six months later.
[01:04:54.393 --> 01:04:55.354]  Oh, we killed him again.
[01:04:55.594 --> 01:04:58.297]  And they never retract that we didn't kill him last time.
[01:04:59.315 --> 01:05:02.617]  They are practicing being caught as liars openly.
[01:05:03.357 --> 01:05:14.304]  It's a psychological tactic and psychological warfare to just be caught, and it's just... And then I remember the first time they said they killed him, they said, oh, here's their two dead bodies, bombed in a house, you can pull this up.
[01:05:14.804 --> 01:05:18.906]  And it said they've been reconstructed with wax and clay, so they're recognizable.
[01:05:19.707 --> 01:05:25.210]  And it's too... I mean, I could take a ball of clay and make a better fake head and stick a fake mustache on it.
[01:05:28.561 --> 01:05:31.143]  And I remember looking at the pictures on the news and saying, those are fake!
[01:05:31.443 --> 01:05:32.384]  Those aren't even people!
[01:05:34.185 --> 01:05:38.849]  And then they came out and the others said, oh yeah, it was reconstructed clay to show what their dead bodies looked like.
[01:05:39.489 --> 01:05:40.950]  That was in the news!
[01:05:42.211 --> 01:05:51.278]  Like they came out and said, uh, Khalid Sheikh Mohammed bombed all these buildings that were bombed four years after he was in custody.
[01:05:52.199 --> 01:05:54.960]  And the news just said, it doesn't matter if he was in custody, he bombed it.
[01:05:55.721 --> 01:05:57.541]  They just practice evil.
[01:05:58.162 --> 01:06:01.223]  They just practice lying constantly.
[01:06:02.244 --> 01:06:04.024]  But there's millions of other types of deception.
[01:06:04.225 --> 01:06:04.745]  Here's one.
[01:06:06.789 --> 01:06:22.207]  I'm on the treadmill this morning for 30 minutes, I didn't have enough time to be on there longer, and I'm watching CNN and Fox, I'm flipping back and forth, and it's Barack Obama's got a lot of rich Wall Street people in his administration, but David Gergen, a Republican, says that's a good idea because they're experts and know how to fix it.
[01:06:22.768 --> 01:06:23.789]  And the next piece was...
[01:06:24.790 --> 01:06:27.852]  He lost his arm in Iraq, but he's not even a U.S.
[01:06:27.912 --> 01:06:28.413]  citizen.
[01:06:28.453 --> 01:06:29.333]  How mean!
[01:06:29.674 --> 01:06:31.155]  But now he gets to become a U.S.
[01:06:31.175 --> 01:06:31.535]  citizen.
[01:06:31.855 --> 01:06:40.941]  That's meant to make you think it's okay that they're converting the majority of the force, from a big piece to a majority, to foreign or illegal aliens from all over the country, and all over the world.
[01:06:40.962 --> 01:06:50.648]  And then I was back there getting some coffee earlier, and it was another piece on another news channel, I think it was MSN, and we were recording it, and I'm seeing the propaganda.
[01:06:50.969 --> 01:06:53.991]  They got the same report on another channel!
[01:06:55.182 --> 01:06:56.743]  This is admittedly fake!
[01:06:57.544 --> 01:07:04.849]  To where, oh, I love the foreigners that make up our... They aren't bringing in foreign troops, though they've signed agreements to use purely foreign armies publicly.
[01:07:05.110 --> 01:07:06.791]  That isn't a rumor, that's mainstream news.
[01:07:07.511 --> 01:07:08.312]  Public agreements.
[01:07:08.732 --> 01:07:12.895]  Congress asked last year, what are you doing signing agreements to use foreign troops in the United States?
[01:07:13.276 --> 01:07:15.658]  And NORTHCOM said, have you read PDD 51?
[01:07:16.138 --> 01:07:16.938]  Shut up!
[01:07:17.759 --> 01:07:21.082]  Shut up, Congress, or we'll put you in a MIAC report!
[01:07:21.622 --> 01:07:22.783]  We run things now!
[01:07:23.443 --> 01:07:23.924]  Literally!
[01:07:26.189 --> 01:07:26.829]  Don't believe me.
[01:07:27.510 --> 01:07:29.050]  Guys, Google it.
[01:07:29.071 --> 01:07:32.472]  It was in the Toronto Star and a bunch of Canadian papers and one U.S.
[01:07:32.512 --> 01:07:32.772]  paper.
[01:07:33.753 --> 01:07:34.333]  Google this.
[01:07:35.394 --> 01:07:37.275]  Let me call up the exact headline.
[01:07:37.335 --> 01:07:37.635]  Hold on.
[01:07:37.675 --> 01:07:38.455]  Or close.
[01:07:38.776 --> 01:07:40.456]  I'll go to your calls.
[01:07:40.476 --> 01:07:49.281]  Because I keep getting emails saying they're not doing deals for foreign troops even though I've been to urban warfare drills where they're training to have foreign troops take your guns and admitting it's for America.
[01:07:49.521 --> 01:07:50.482]  Police State 2000.
[01:07:52.583 --> 01:07:52.983]  Let me think.
[01:07:55.854 --> 01:08:05.380]  Congress complains about not being notified about military agreement with Canada and Mexico.
[01:08:06.861 --> 01:08:10.784]  Congress complains about not being notified or not being included, something like that.
[01:08:11.084 --> 01:08:22.132]  And then you read the article, it just calmly says, oh, Canadian and Mexican troops signed deals in Canada today to, under NORTHCOM, police the United States during insurrection or terrorism.
[01:08:23.712 --> 01:08:28.717]  And then they come out in the Canadian paper and go, oh, the troops are going to be patrolling to stop drunks on the weekends.
[01:08:28.797 --> 01:08:29.357]  Same thing here.
[01:08:29.618 --> 01:08:31.439]  We're stopping drunk driving with the army.
[01:08:31.460 --> 01:08:32.781]  And then they announce it here.
[01:08:33.461 --> 01:08:37.145]  And the governor of Tennessee says, no, you're not going to use army on the streets of Tennessee.
[01:08:37.165 --> 01:08:37.525]  And they go...
[01:08:38.496 --> 01:08:39.116]  Oh, we aren't?
[01:08:39.657 --> 01:08:40.337]  Go to hell!
[01:08:40.998 --> 01:08:41.698]  Ha ha ha!
[01:08:41.978 --> 01:08:43.239]  That was last weekend!
[01:08:43.679 --> 01:08:45.040]  We're all, oh, we had a victory!
[01:08:45.500 --> 01:08:55.367]  The governor said no, and then we learned Monday, it's in the newspapers, the army was out, with highways shut down, quote, for over a mile, with the army searching people!
[01:08:56.107 --> 01:08:58.829]  And then I go, oh look, here's the Tennessee newspapers!
[01:09:00.595 --> 01:09:05.381]  And then I get national newspapers saying I'm a lying kook, and it doesn't exist!
[01:09:06.041 --> 01:09:09.946]  I mean, you know, it's reached a new level.
[01:09:10.567 --> 01:09:18.076]  Like Obama writing the executive order for the bonuses and then getting on TV saying, I'm gonna stop the bonuses, I'm outraged.
[01:09:20.512 --> 01:09:23.775]  I mean, they've introduced all these bills to basically ban guns in America.
[01:09:24.175 --> 01:09:26.517]  Unlimited banning is what one of the bills gives you.
[01:09:26.898 --> 01:09:28.399]  And then they just say to us, you're liars.
[01:09:28.839 --> 01:09:36.246]  I mean, I have newspaper reporters calling me, going, why are you putting out this disinformation that Obama wants the guns?
[01:09:36.266 --> 01:09:37.927]  And I go, well, let me give you some bill numbers.
[01:09:38.007 --> 01:09:39.528]  No, no, I'm not interested in that.
[01:09:39.929 --> 01:09:42.551]  You're not interested, you little... Man, I'm not gonna...
[01:09:45.441 --> 01:09:49.782]  I mean, folks, we're... total criminals run everything.
[01:09:50.122 --> 01:09:51.462]  We are screwed.
[01:09:51.863 --> 01:09:55.723]  And if we don't realize how bad it is, we have no hope of getting out of this.
[01:09:56.744 --> 01:10:08.066]  The house is caved in on us, you know, we're pinned, we're bleeding, and the American people are going, oh, it's a little cramped, but I... and I'm, like, in the rubble with them going, listen, this is really bad, we gotta work together to dig out of here.
[01:10:08.367 --> 01:10:11.407]  And, you know, and they're like, shut up, conspiracy theorist!
[01:10:11.427 --> 01:10:14.068]  Hold on, let me pull this two-by-four with nails out of my back.
[01:10:15.933 --> 01:10:24.556]  I mean, we're caved in here, and I'm saying, let's dig our way out, and the people are arguing, going, I don't know, the ceiling's supposed to be six inches from the floor.
[01:10:29.098 --> 01:10:34.020]  And there's those of us that have been trying to hold the house up, you know, we're down here in the mine, like the song Big John.
[01:10:36.052 --> 01:10:42.378]  And we're sitting around to hold this thing up together, and then the public's punching us in the stomach and chest going, stop it, conspiracy theorists!
[01:10:42.618 --> 01:10:43.959]  Stop being anti-government!
[01:10:44.119 --> 01:10:44.620]  You're evil!
[01:10:44.660 --> 01:10:45.681]  There's no new world order!
[01:10:45.841 --> 01:10:46.842]  There's no global bank!
[01:10:47.082 --> 01:10:47.943]  Everything's fine!
[01:10:48.023 --> 01:10:48.403]  Shut up!
[01:10:48.443 --> 01:10:50.485]  There's no one-child policy and no carbon tax!
[01:10:50.745 --> 01:10:51.566]  And they're just punching us.
[01:10:51.626 --> 01:10:52.487]  We're going, please, stop!
[01:10:52.927 --> 01:10:53.928]  They're just punching us.
[01:10:54.149 --> 01:10:54.689]  I'm going, please!
[01:10:54.909 --> 01:10:59.193]  We're trying to hold up things, you know, and they're just, bam, bam, bam, they're just, like, punching us as fast as they can.
[01:10:59.393 --> 01:10:59.934]  We're going, please!
[01:11:00.154 --> 01:11:01.235]  Please, we can't hold it much longer!
[01:11:01.375 --> 01:11:02.476]  My God, they're building FEMA camps!
[01:11:02.656 --> 01:11:03.296]  Shut up, liar!
[01:11:03.316 --> 01:11:04.257]  The government loves me!
[01:11:04.477 --> 01:11:04.817]  Shut up!
[01:11:04.977 --> 01:11:06.278]  They're just punching, punching!
[01:11:06.558 --> 01:11:07.839]  Number one, please, please!
[01:11:08.639 --> 01:11:09.960]  You know, please stop punching!
[01:11:10.080 --> 01:11:11.421]  No, no, the government's good!
[01:11:11.441 --> 01:11:12.522]  The government loves me!
[01:11:12.542 --> 01:11:14.343]  They're just punching, punching, punching, punching!
[01:11:14.783 --> 01:11:17.965]  The cops are reading Mayak reports and pulling Ron Paul supporters over.
[01:11:17.985 --> 01:11:18.766]  Get out of the car!
[01:11:19.266 --> 01:11:23.149]  And of course, then they're starting to buy guns and starting to go, whoa, we're going to have to fight!
[01:11:23.609 --> 01:11:26.671]  Do you see how this is a self-fulfilling prophecy?
[01:11:32.401 --> 01:11:34.022]  You understand this is real?
[01:11:34.242 --> 01:11:35.762]  Tyranny's come to our shores?
[01:11:38.143 --> 01:11:39.184]  Bondage is coming!
[01:11:41.845 --> 01:11:42.985]  And no, you don't understand that.
[01:11:43.025 --> 01:11:51.228]  You're arrogant, you like your petty power in government, and the yuppies think everything's fine, and you have no idea how bad this is gonna get.
[01:11:52.929 --> 01:11:59.051]  But, down the road you will, and we can still turn it around and beat it, Pelosi's openly saying national gun registration,
[01:12:00.820 --> 01:12:03.983]  Before you throw away your used batteries, you need to listen to this.
[01:12:04.343 --> 01:12:06.065]  Now, going green can save money.
[01:12:06.245 --> 01:12:11.609]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:12:11.809 --> 01:12:19.556]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:12:19.836 --> 01:12:29.144]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:12:29.424 --> 01:12:32.468]  Increasing capacity and maintaining cell integrity.
[01:12:32.628 --> 01:12:37.534]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:12:37.834 --> 01:12:43.040]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:12:43.360 --> 01:12:44.081]  Save your money.
[01:12:44.482 --> 01:12:45.403]  Save the environment.
[01:12:45.783 --> 01:12:48.627]  Visit us online at r-charge.com.
[01:12:48.788 --> 01:12:50.890]  That's r-charge.com.
[01:12:51.031 --> 01:12:51.772]  Or call us at 989-637-4179.
[01:12:51.792 --> 01:12:52.232]  That's 989-637-4179.
[01:12:52.272 --> 01:12:53.594]  Be a part of the revolution today!
[01:13:02.196 --> 01:13:04.157]  Are you wondering about your retirement portfolio?
[01:13:04.537 --> 01:13:10.499]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[01:13:10.779 --> 01:13:14.681]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[01:13:14.921 --> 01:13:21.763]  When you subscribe to The International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[01:13:22.083 --> 01:13:27.626]  Who needs sugar-coated excuses when you can get the cold, hard facts and proven investment leads you can't get anywhere else?
[01:13:27.986 --> 01:13:31.247]  For a free introductory copy to Robert Chapman's International Forecaster,
[01:13:31.707 --> 01:13:37.469]  Subscribe now at TheInternationalForecaster.com or call 877-479-8178.
[01:13:38.109 --> 01:13:40.010]  Experience the difference.
[01:13:40.350 --> 01:13:45.312]  When you subscribe, you can email Robert Chapman directly to obtain investment advice tailored just for you.
[01:13:45.592 --> 01:13:46.552]  Don't wait another minute.
[01:13:46.812 --> 01:13:50.474]  Subscribe today at TheInternationalForecaster.com or call 877-479-8178.
[01:13:50.514 --> 01:13:50.694]  That's 877-479-8178.
[01:14:01.115 --> 01:14:06.361]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:14:07.154 --> 01:14:12.519]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:14:13.039 --> 01:14:19.224]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:14:19.544 --> 01:14:21.346]  Well, Obama's already fudging.
[01:14:21.506 --> 01:14:23.908]  He's fudged since day one in this election.
[01:14:23.968 --> 01:14:34.857]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:14:37.142 --> 01:14:38.403]  It's not about left or right.
[01:14:38.804 --> 01:14:40.225]  It's about a one-world government.
[01:14:40.666 --> 01:14:47.013]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:14:47.593 --> 01:14:55.361]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:14:55.862 --> 01:14:57.003]  The Obama Deception.
[01:14:57.423 --> 01:14:58.605]  The people strike back.
[01:15:00.754 --> 01:15:08.400]  How many times have you been in the dark looking for a flashlight, only to find the one that you have is broken, the batteries are dead, or it's just not bright enough?
[01:15:08.840 --> 01:15:10.001]  You need the Paclite!
[01:15:10.441 --> 01:15:18.287]  The Paclite is the longest-lasting flashlight on the market, and simply snaps onto any 9-volt battery, and uses two high-powered LED lights.
[01:15:18.668 --> 01:15:21.830]  It's small enough to carry in your pocket, car, garage, and home.
[01:15:22.230 --> 01:15:26.674]  The Paclite can survive severe impact, be frozen solid, and still work flawlessly.
[01:15:27.054 --> 01:15:28.335]  The Paclite is so durable,
[01:15:28.595 --> 01:15:32.979]  Soldiers overseas rely on them, and has been featured in the New York Times and Backpacker Magazine.
[01:15:33.420 --> 01:15:37.724]  The PackLite comes with a 25 year warranty, and prices start at just $12.99.
[01:15:38.084 --> 01:15:44.770]  To learn more and see for yourself just how incredible this small flashlight can be, visit 9voltlite.com.
[01:15:45.071 --> 01:15:48.174]  That address again is 9voltlite.com.
[01:15:48.654 --> 01:15:50.095]  Or, call us today at 877-715-7000.
[01:15:53.778 --> 01:15:57.340]  4448.
[01:15:54.118 --> 01:15:57.340]  That's 877-715-4448.
[01:15:57.920 --> 01:16:06.163]  You know, home game.
[01:16:06.223 --> 01:16:10.064]  One of our sponsors just sent us all these little orange gorillas.
[01:16:10.244 --> 01:16:10.864]  Bring one in.
[01:16:11.905 --> 01:16:14.005]  I want to make a tinfoil hat for one of them.
[01:16:14.065 --> 01:16:18.607]  Because if you think the banks are corrupt and out of control, you're a tinfoil hat person.
[01:16:19.327 --> 01:16:20.668]  Look at that.
[01:16:21.008 --> 01:16:21.548]  Very evil.
[01:16:22.685 --> 01:16:24.226]  This is probably in a MIAC report.
[01:16:24.246 --> 01:16:26.408]  Ha ha ha, yeah!
[01:16:27.148 --> 01:16:27.749]  Ha!
[01:16:27.849 --> 01:16:29.250]  Ninja attack, anyways.
[01:16:30.310 --> 01:16:30.731]  You know what?
[01:16:31.772 --> 01:16:32.692]  I try to have fun.
[01:16:32.712 --> 01:16:34.734]  And I apologize.
[01:16:34.774 --> 01:16:35.734]  I need to be more serious.
[01:16:37.195 --> 01:16:39.597]  Let's just go to your phone calls right now, as promised.
[01:16:40.057 --> 01:16:42.539]  Joe in New Mexico, sir, you're on the air.
[01:16:42.599 --> 01:16:42.979]  Welcome.
[01:16:43.960 --> 01:16:44.401]  Hey, Alex.
[01:16:46.002 --> 01:16:50.505]  I'm getting kind of frustrated here, and I was listening to that William Black interview with you.
[01:16:51.540 --> 01:16:53.842]  And I watched his Moyers.
[01:16:55.222 --> 01:16:57.484]  People gotta go back and watch the third segment on that.
[01:16:57.764 --> 01:17:00.126]  This guy is, he's holding back.
[01:17:00.566 --> 01:17:02.607]  You know, you are a truth seeker.
[01:17:02.927 --> 01:17:05.589]  This guy, in my opinion, he's pulling his leg back.
[01:17:06.510 --> 01:17:17.977]  And the reason why I say that, Alex, is he talks about how these guys have good intentions and they were just frankly scared, and that's why they did the bailouts.
