[00:00:07.332 --> 00:00:08.452]  9VoltLight.com.
[00:58:18.923 --> 00:58:24.605]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[00:58:24.945 --> 00:58:25.805]  It's simple to use.
[00:58:26.065 --> 00:58:30.226]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[00:58:30.766 --> 00:58:31.626]  Don't get discouraged.
[00:58:31.746 --> 00:58:32.986]  Get On Demand, free!
[00:58:33.426 --> 00:58:36.287]  Thanks again to the listeners at GCNlive.com.
[00:58:37.299 --> 00:58:38.380]  Hi, this is Ted Anderson.
[00:58:38.560 --> 00:58:42.943]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:58:43.123 --> 00:58:48.827]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:58:48.927 --> 00:58:52.349]  Gold has outperformed paper investments, yet no word about IRAs.
[00:58:52.569 --> 00:58:55.171]  If you would like to have gold for your retirement, call 800-686-2237.
[00:58:55.291 --> 00:59:00.194]  Don't get left behind by rising inflation and low returns.
[00:59:00.354 --> 00:59:00.575]  Call 800-686-2237.
[00:59:00.595 --> 00:59:01.996]  Secure your future and call 1-800-686-2237.
[00:59:07.459 --> 00:59:08.481]  We're good to go.
[00:59:24.599 --> 00:59:24.979]  I think so.
[00:59:50.503 --> 00:59:53.165]  With an unlimited shelf life, you can store it anywhere.
[00:59:53.405 --> 00:59:58.468]  Call 908-691-2608 or visit hempusa.org.
[00:59:58.728 --> 01:00:00.489]  It's a great way to change your life.
[01:00:00.729 --> 01:00:06.873]  So call 908-691-2608 or visit us at hempusa.org today.
[01:00:06.893 --> 01:00:10.515]  One economist says there's good news concerning food.
[01:00:11.496 --> 01:00:13.977]  This is the GBN Radio Network.
[01:00:15.458 --> 01:00:16.379]  Radio 590 KLBJ Austin.
[01:00:22.003 --> 01:00:23.604]  Hi, RNUSA Radio News.
[01:00:23.904 --> 01:00:24.765]  I'm Jody Jordan.
[01:00:25.165 --> 01:00:29.107]  The lights are out in hundreds of thousands of homes and businesses in Kentucky.
[01:00:29.568 --> 01:00:34.530]  And officials say for some, it could stay that way for several weeks after last week's ice storm.
[01:00:35.191 --> 01:00:38.713]  Some 4,600 National Guardsmen have been pressed into service.
[01:00:39.494 --> 01:00:40.955]  This is Governor Steve Beshear.
[01:00:41.155 --> 01:00:48.241]  These people need food, they need water, they need security, and we need to work to get their power back up.
[01:00:48.342 --> 01:00:53.266]  And two Afghans have been wounded by a suicide car bomber who attacked a convoy in Kabul.
[01:00:53.988 --> 01:00:55.249]  Here's Vishnick Abrashi.
[01:00:55.450 --> 01:01:04.799]  A police officer says a bomber tried to hit the convoy in Kabul's western outskirts on Sunday, but there were no immediate reports of casualties.
[01:01:05.160 --> 01:01:10.365]  Meanwhile, hundreds of Afghans are protesting an overnight raid they say left several civilians dead.
[01:01:10.385 --> 01:01:11.466]  The U.S.
[01:01:11.506 --> 01:01:13.888]  military says two militants were killed.
[01:01:14.689 --> 01:01:17.012]  This is IRN USA Radio News.
[01:01:18.587 --> 01:01:24.750]  This Sunday, football fans all across America will be gathering with friends, family, and food to enjoy the season's big game.
[01:01:24.990 --> 01:01:30.293]  Atlanta Falcons fullback Obie Mahaley is no different, and he's here to share some of his game day secrets.
[01:01:30.653 --> 01:01:34.395]  Now people know I can play ball, but what they don't know is I'm also a pretty good cook.
[01:01:34.655 --> 01:01:38.017]  My must-haves are good dip, good dogs, and good potato skins.
[01:01:38.337 --> 01:01:40.058]  Bourbon Blue Cheese Dip is my specialty.
[01:01:40.278 --> 01:01:42.619]  You can find the recipe at JimBean.com.
[01:01:42.819 --> 01:01:45.280]  Now, no game day would be complete without pigs in a blanket.
[01:01:45.560 --> 01:01:47.781]  I make mine with Hillshire Farms Lil' Smokies.
[01:01:48.022 --> 01:01:50.203]  They're big on flavor and easy on the wallet.
[01:01:50.483 --> 01:01:51.983]  I also grill up Bryant Hot Dogs.
[01:01:52.303 --> 01:01:54.444]  Where I'm from, they're called the Hot Dog of the South.
[01:01:54.725 --> 01:01:56.085]  And of course, potato skins.
[01:01:56.325 --> 01:01:57.366]  I love potato skins.
[01:01:57.506 --> 01:02:03.429]  Idaho potatoes are the perfect size, lend great flavor, and at only 25 cents each, I can feed a whole lot of guests.
[01:02:03.749 --> 01:02:06.510]  Just cook them in some olive oil, salt and pepper, and pepper.
[01:02:06.510 --> 01:02:06.790]  I think so.
[01:02:19.028 --> 01:02:23.470]  As they look forward to the Super Bowl, some of the Pittsburgh Steelers are remembering the past.
[01:02:23.910 --> 01:02:24.851]  The team won the Super Bowl.
[01:02:25.211 --> 01:02:30.553]  Topping Austin's news, a motorcyclist involved in an accident last night in Georgetown has died.
[01:02:30.893 --> 01:02:35.896]  Pompeo Guzman died at 2.30 this morning at Scott and White Hospital in Temple.
[01:02:36.256 --> 01:02:38.557]  Super Bowl 43 in Tampa, Florida.
[01:02:39.077 --> 01:02:42.718]  The Pittsburgh Steelers are hoping to win their sixth Super Bowl title.
[01:02:43.179 --> 01:02:45.179]  The Arizona Cardinals, their first.
[01:02:45.659 --> 01:02:52.342]  But with the economy in such awful shape, there's buzz that there may be a less than full house at Raymond James Stadium.
[01:02:52.998 --> 01:02:56.281]  The team that's favored to win has more fans to cheer them on.
[01:02:56.842 --> 01:02:58.003]  Here's Jim Melitello.
[01:02:58.143 --> 01:03:01.066]  There's significantly more Steeler fans and Cardinal fans.
[01:03:01.366 --> 01:03:02.467]  Very easy to understand.
[01:03:02.507 --> 01:03:05.610]  The Steelers already have been to the Super Bowl six times, winning five of them.
[01:03:06.030 --> 01:03:12.857]  This is the first trip for the Cardinals, and they haven't really had a history of winning, so their fan base hasn't had a time to really build itself up.
[01:03:12.977 --> 01:03:16.760]  For more news and analysis, log on to irnnews.com.
[01:03:18.610 --> 01:03:28.734]  If you're paying your credit cards with credit cards, or maybe some other crisis in your life made you fall behind on your bills, there is a light at the end of the tunnel with Consumer Credit of America.
[01:03:28.974 --> 01:03:33.556]  They can help you find your way out of the debt trap and find financial freedom.
[01:03:33.776 --> 01:03:34.236]  Call now.
[01:03:34.256 --> 01:03:34.556]  877-348-FREE.
[01:03:34.576 --> 01:03:34.916]  That's 877-348-F-R-E-E.
[01:03:34.936 --> 01:03:36.237]  Or visit them on the web at ccofamerica.com.
[01:03:36.257 --> 01:03:36.677]  877-348-FREE.
[01:03:36.697 --> 01:03:37.657]  Not available in all states.
[01:03:49.159 --> 01:03:50.300]  I don't know who you are.
[01:03:53.242 --> 01:03:54.123]  I don't know what you want.
[01:03:55.504 --> 01:03:58.847]  If you are looking for a ransom, I can tell you I don't have money.
[01:03:59.587 --> 01:04:03.430]  But what I do have are a very particular set of skills.
[01:04:04.431 --> 01:04:06.633]  Skills I have acquired over a very long career.
[01:04:07.373 --> 01:04:09.975]  Skills that make me a nightmare for people like you.
[01:04:11.857 --> 01:04:14.139]  If you let my daughter go now, that'll be the end of it.
[01:04:14.159 --> 01:04:16.400]  I will not look for you.
[01:04:17.261 --> 01:04:18.122]  I will not pursue you.
[01:04:19.463 --> 01:04:22.425]  But if you don't, I will look for you.
[01:04:23.665 --> 01:04:24.466]  I will find you.
[01:04:26.487 --> 01:04:27.387]  And I will kill you.
[01:04:27.647 --> 01:04:35.731]  Liam Nelson in a scene from Taken, which finished on top of the weekend box office, taking in an estimated 24.6 million.
[01:04:36.272 --> 01:04:38.613]  Paul Blart Malkoff came in second.
[01:04:39.553 --> 01:04:44.936]  Roger Federer will have to wait a little longer to break Pete Sampras' record of 14 major tennis titles.
[01:04:45.623 --> 01:04:53.007]  Federer lost the final of the Australian Open today to Rafael Nadal, who became the first Spanish player to win the championship.
[01:04:53.647 --> 01:04:55.388]  Federer says he's disappointed.
[01:04:55.649 --> 01:04:59.991]  I love this game and it means the world to me, so it hurts when you lose.
[01:05:00.171 --> 01:05:05.554]  And in Kenya, authorities expect the death toll to rise from the explosion of an overturned tanker.
[01:05:06.254 --> 01:05:12.798]  At least 113 people were killed in the blast, which came as people were trying to siphon gasoline from the tanker.
[01:05:14.062 --> 01:05:17.123]  I'm Jody Jordan for IRN USA Radio News.
[01:05:39.899 --> 01:05:42.622]  Our colloidal silver is made up of nano-sized particles.
[01:05:42.922 --> 01:05:49.908]  It can be better utilized at the cellular level, and germs can't mutate to be resistant like they can to modern-day antibiotics.
[01:05:50.189 --> 01:05:58.216]  Utopia Silver has a broad range of health supplements, including colloidal silver, gold, and copper, with a money-back guarantee on the colloidal products we produce.
[01:05:58.396 --> 01:06:06.063]  For four years, Utopia Silver has been fighting in the Texas courts against agencies that would steal our God-given rights of health care and freedom of speech.
[01:06:06.543 --> 01:06:09.104]  Visit us today at utopiasilver.com.
[01:06:09.244 --> 01:06:11.964]  That's U-T-O-P-I-A-Silver dot com.
[01:06:12.144 --> 01:06:12.805]  Or call 888-213-4338.
[01:06:12.825 --> 01:06:12.865]  888-213-4338.
[01:06:12.905 --> 01:06:13.965]  And help us win this battle.
[01:06:14.005 --> 01:06:16.766]  Prepare yourself for a talk radio experience like no other.
[01:06:16.786 --> 01:06:17.646]  He stands for truth.
[01:06:17.666 --> 01:06:18.526]  He stands for justice.
[01:06:36.072 --> 01:06:37.753]  He stands for what's right.
[01:06:38.514 --> 01:06:40.856]  This is the Alex Jones Show.
[01:06:41.796 --> 01:06:44.679]  Call Alex now, toll free at 877-590-5525.
[01:06:44.699 --> 01:06:48.382]  Now live from Austin, Texas, here's Alex Jones.
[01:06:58.470 --> 01:07:09.402]  You're finishing up with the black management overclass of the Judas Goat class that is tied into the New World Order just as much as George Bush or anybody else.
[01:07:09.742 --> 01:07:10.443]  Please continue.
[01:07:11.269 --> 01:07:20.478]  Yeah, this black overclass answers to the overwhelmingly white network of the Illuminati families.
[01:07:20.578 --> 01:07:23.781]  Well, almost entirely white network of Illuminati families.
[01:07:24.262 --> 01:07:25.563]  And that's their allegiance.
[01:07:26.023 --> 01:07:32.430]  So just because a black face comes into the presidency or a black face comes into this position or that position doesn't mean
[01:07:33.210 --> 01:07:53.218]  By net definition that he has allegiance to other people of that of that race in that country his allegiance is to himself his allegiance Therefore is to those that he gets his rewards from and he gets his power from so he's going to play their agenda out not what he's right for the
[01:07:53.958 --> 01:07:59.822]  Poor black people and others in America, and that's what we're going to see.
[01:07:59.922 --> 01:08:08.387]  But he's going to play the race card, or it's going to be played for him, as you quite rightly quote Emmanuel there, where anyone who is against him is somehow racist.
[01:08:08.708 --> 01:08:10.649]  I mean, you get this when you challenge Zionism.
[01:08:10.689 --> 01:08:11.349]  You're a racist.
[01:08:11.409 --> 01:08:11.850]  No, I'm not.
[01:08:11.890 --> 01:08:13.711]  I'm against slaughtering innocent people.
[01:08:14.751 --> 01:08:17.033]  But we're going to see all of this, and this is why those that are
[01:08:17.870 --> 01:08:18.270]  I don't
[01:08:37.328 --> 01:08:46.431]  As you're well aware, mate, talk show hosts, where he's even talking about having to have every side of every story covered.
[01:08:46.631 --> 01:08:48.752]  And you can't have an opinion, basically.
[01:08:50.613 --> 01:08:51.553]  Well, it's amazing.
[01:08:54.154 --> 01:08:56.315]  It's that comfort zone you talk about.
[01:08:56.355 --> 01:08:58.115]  We have to get outside the comfort zones.
[01:08:58.135 --> 01:09:00.876]  Those are really little prisons used to control us.
[01:09:01.016 --> 01:09:03.517]  And if we don't stop caring what people think about us, it's over.
[01:09:05.326 --> 01:09:05.887]  Yes, it is.
[01:09:06.788 --> 01:09:08.510]  What we've got to do is let go of fear.
[01:09:08.530 --> 01:09:10.052]  What we've got to do is become conscious.
[01:09:10.092 --> 01:09:17.239]  I might be getting into some deep levels here, but there are many, many different levels to this, Alex.
[01:09:17.820 --> 01:09:25.749]  One of them is, very clearly to me after many, many years of this, is that we live in a virtual reality universe and that this
[01:09:26.847 --> 01:09:38.915]  Virtual reality universe this matrix is actually founded on a four-letter word what we call mind What we call mind is actually not consciousness It is like a computer program like that.
[01:09:38.955 --> 01:09:55.806]  They're building now biological computers that don't just have the ability to React to input and do what they're dictated to do by by by programmers They have the ability these computers to assess information and actually make decisions based on that information and if you go
[01:09:56.506 --> 01:09:56.606]  Yeah.
[01:10:13.087 --> 01:10:18.173]  We are kept in mind and people talk about my mind or your mind.
[01:10:18.193 --> 01:10:19.574]  I don't see it like that anymore.
[01:10:19.855 --> 01:10:29.065]  I see the mind and the mind is the matrix and if you are coming from a position of mind, in other words, you're identifying yourself
[01:10:29.805 --> 01:10:33.949]  with the body the the Reflection in the mirror in the morning.
[01:10:34.009 --> 01:10:45.921]  That's me Then you are operating on the level of mind and we talked about mind manipulation and mind control is exactly what we're talking about They manipulate us by keeping us in this state
[01:10:46.548 --> 01:10:49.872]  David, I want to continue with the awakening, but I did want to ask you...
[01:11:05.087 --> 01:11:06.229]  Are you not pleased?
[01:11:06.349 --> 01:11:15.161]  I mean, I'm seeing in the hundreds of interviews I do every month or so, in my own show, and people on the street, that the majority of callers to shows are not even my own.
[01:11:15.201 --> 01:11:16.483]  It can even be a hostile radio show.
[01:11:16.803 --> 01:11:18.346]  The caller's calling agreeing with me.
[01:11:19.319 --> 01:11:33.084]  And the people now are really ready to hear the truth, and I see a paradigm shift, and I think that's why the globalists are crashing things, so that they can be the only savior and feed the people and clothe the people, bringing us into this collectivist model.
[01:11:33.365 --> 01:11:39.407]  I mean, is not this whole new order takeover a response to their attempt to fully dominate us before we break free of their conditioning?
[01:11:40.823 --> 01:11:41.283]  Absolutely.
[01:11:41.643 --> 01:11:53.293]  I mean, I've been writing for years that there was a change coming, a change coming that was going to wake up vast, vast numbers of people, like a spiritual alarm clock, if you like, waking people up.
[01:11:54.053 --> 01:11:56.976]  And waking people up is absolutely the phrase.
[01:11:57.156 --> 01:12:00.479]  It's breaking the amnesic state that people live in.
[01:12:01.019 --> 01:12:23.291]  And, you know, going back to what I was talking about before the break, you know, this is a big focus, the focus of my work at this time, and I'm accumulating now enormous amounts of information about the fact that this is a virtual reality universe, and what we call mind is a construct of this virtual reality, this matrix.
[01:12:23.871 --> 01:12:29.634]  And if you are stuck in mind, then you are a program, basically,
[01:12:30.434 --> 01:12:36.220]  of the matrix of the virtual reality game and it runs your perception.
[01:12:37.061 --> 01:12:49.974]  What is happening in this awakening is consciousness is starting to break through what I call real consciousness, not mind, which is a very, very low level of awareness and perception.
[01:12:49.994 --> 01:12:51.075]  It's what we call intellect.
[01:12:51.095 --> 01:12:53.398]  It's stupid compared with consciousness.
[01:12:53.938 --> 01:12:57.541]  Consciousness is starting to break through and connect into more and more people.
[01:12:58.101 --> 01:13:11.391]  And when you do that, instead of looking close up at a brick, symbolically, you are, as you become more and more conscious, you're moving further and further back from the brick to the top of the hill.
[01:13:11.692 --> 01:13:21.359]  And now you see that what you were looking at, the brick, was actually part of a house, which was part of a street, which was part of a city, which was part of a country, etc.
[01:13:21.399 --> 01:13:22.720]  You're seeing what you were in.
[01:13:23.541 --> 01:13:30.632]  And you're seeing that what you thought was freedom is actually fundamentally manipulated tyranny and control.
[01:13:30.652 --> 01:13:36.381]  So you start to see the game because like a stooge of a hypnotist in a stage show.
[01:13:37.373 --> 01:13:43.296]  When you are programmed to believe that there's an elephant in the audience, you see an elephant in the audience.
[01:13:43.336 --> 01:13:55.441]  You believe anything as long as it's programmed in because that means that your brain starts reading reality like a computer reading software that fits in with what it's been programmed to read, i.e.
[01:13:55.501 --> 01:13:58.582]  you're eating a potato but it's actually an apple and that's what you taste.
[01:13:59.142 --> 01:14:11.566]  So what's happening with this awakening, Alex, is as people break out of the amnesic state, controlled by mind, into consciousness, they're starting to see what they couldn't see before.
[01:14:11.626 --> 01:14:14.327]  People say to me, it's so obvious, mate, why didn't I see it before?
[01:14:14.567 --> 01:14:16.587]  Because you were entrapped in mind.
[01:14:17.047 --> 01:14:19.168]  Now you're becoming conscious, you can see it.
[01:14:19.708 --> 01:14:23.654]  The whole conspiracy is about holding us in a state of mind.
[01:14:34.080 --> 01:14:36.442]  Uh, so-called elite Oxford students sometimes.
[01:14:36.842 --> 01:14:41.105]  They're the most difficult people to talk to compared with the general public about these things.
[01:14:41.125 --> 01:14:55.494]  But some old, some old starving person in Venezuela on the street, uh, or sometimes a poor homeless person, I'll talk to them, you'll just think they're some old drunk and it turns out they're incredibly aware and tuned into the universe and even know what you're thinking.
[01:14:56.098 --> 01:15:13.802]  They get it, but people who have been through the system, particularly the elite ones who have been through the system to a greater level than anyone else, they're programming into mind, into intellect, which is a desperately stupid, compared with consciousness, level of awareness.
[01:15:13.882 --> 01:15:20.423]  Because they're so specialized, they're so specialized to be inserted into the interlocking pyramids you talk so much about.
[01:15:20.803 --> 01:15:23.164]  Yeah, this is the whole point, you know, Alex, when you look at it.
[01:15:24.005 --> 01:15:31.569]  The whole system, the whole education system, is designed to turn out mind intellects.
[01:15:32.850 --> 01:15:35.432]  It's about passing exams, which is what?
[01:15:35.852 --> 01:15:45.057]  Taking information that they tell you to believe, we're just writing it out onto exam paper, and the better you do that, the more you progress within the system.
[01:15:45.398 --> 01:15:45.698]  You then
[01:15:46.338 --> 01:15:47.319]  We're good to go.
[01:16:16.506 --> 01:16:20.550]  Hello, Ted Anderson.
[01:16:20.610 --> 01:16:25.394]  Listeners of the network are familiar with the Federal Reserve Note and understand the risks of deficit spending.
[01:16:25.574 --> 01:16:33.382]  Therefore, with catastrophic events, it comes as no surprise that some banks have currently placed limits on the amount of cash depositors can remove from their accounts.
[01:16:33.642 --> 01:16:38.987]  A fractional reserve system means only a small portion of your deposit is held in reserve for immediate withdrawal.
[01:16:39.187 --> 01:16:46.212]  Deficit spending will skyrocket through FDIC if the government is forced to insure deposits during a bank run followed by a depressed economy.
[01:16:46.493 --> 01:16:51.817]  A current effort is underway by the Fed along with other central banks to increase liquidity for depositors.
[01:16:52.077 --> 01:16:56.800]  However, an increase in money supply without equal expansion in productivity can cause inflation.
[01:16:57.161 --> 01:17:04.767]  In order to achieve strength and stability, I recommend a conservative portion of all investments to be calmly repositioned into gold and silver.
[01:17:05.087 --> 01:17:07.789]  While paper investments currently have been driven by debt,
[01:17:08.209 --> 01:17:11.314]  Gold on its own has held value for over 6,000 years.
[01:17:11.634 --> 01:17:12.836]  For more information call 1-800-686-2237.
[01:17:12.856 --> 01:17:13.096]  That's 1-800-686-2237.
[01:17:19.116 --> 01:17:22.758]  When times get tough, we must all decide what's most important in life.
[01:17:23.078 --> 01:17:28.101]  At EnduringRose.com, we believe that lasting relationships are what make life most meaningful.
[01:17:28.541 --> 01:17:32.824]  Showing our loved ones that we care is what helps us find happiness in an uncertain world.
[01:17:33.344 --> 01:17:34.665]  Enduring Rose can help.
[01:17:35.025 --> 01:17:41.168]  We have taken real roses, the universal symbols of love, and coated them in eternal and precious 24 karat gold.
[01:17:41.609 --> 01:17:45.691]  These roses, forever preserved in either white or yellow gold, will never wither and never
[01:17:45.691 --> 01:17:46.111]  I think so.
[01:18:09.362 --> 01:18:13.426]  If your body isn't feeling too well these days, you're gonna start taking this hemp.
[01:18:13.446 --> 01:18:14.087]  I say go to hempusa.org.
[01:18:29.713 --> 01:18:34.116]  You may not like what I'm about to say, but you know I'm gonna say it anyway.
[01:18:34.136 --> 01:18:36.577]  The government doesn't want the best for you.
[01:18:36.597 --> 01:18:39.098]  They keep you down, they keep you blue.
[01:18:39.379 --> 01:18:42.280]  They starve your body for all its nutrients.
[01:18:44.321 --> 01:18:46.403]  They won't let you grow industrial hemp.
[01:18:46.763 --> 01:18:52.126]  It really doesn't make any kind of sense when it's so healthy for the world and useful for you, my friends.
[01:18:54.062 --> 01:18:58.585]  I hope Mr. Bush will hear this song, for the heart of America wants this one.
[01:18:58.625 --> 01:19:02.608]  Go to hempusa.org.
[01:19:03.468 --> 01:19:08.351]  If you're a truther, an anarchist, a renegade, you only want things that God has made.
[01:19:08.411 --> 01:19:11.533]  Go to hempusa.org.
[01:19:12.914 --> 01:19:15.056]  We offer free shipping anywhere in the states.
[01:19:15.136 --> 01:19:17.317]  Go to hempusa.org.
[01:19:21.261 --> 01:19:22.522]  Time is more precious than money.
[01:19:22.662 --> 01:19:23.963]  You could be running out of time.
[01:19:24.063 --> 01:19:26.285]  I want to share something with you about your body.
[01:19:26.765 --> 01:19:28.407]  Quote, make no mistake about it.
[01:19:28.547 --> 01:19:31.589]  Parasites are the most toxic agents in the human body.
[01:19:31.669 --> 01:19:37.714]  They are one of the primary underlying causes of diseases and are the most basic cause of a compromised immune system.
[01:19:37.934 --> 01:19:39.776]  Dr. Hazel Parcells, PhD.
[01:19:40.436 --> 01:19:43.698]  Quote, we have a tremendous parasite problem right here in the U.S.
[01:19:43.858 --> 01:19:46.160]  It is just not being addressed.
[01:19:46.340 --> 01:19:53.164]  Dr. Peter Wyna, quote, in terms of numbers, there are more parasitic infections acquired in this country than in Africa.
[01:19:53.324 --> 01:19:58.147]  Dr. Frank Nova, Chief of the Laboratory for Parasitic Diseases of the National Institute of Health.
[01:19:58.348 --> 01:20:00.989]  As you can see, parasites are more dangerous than you think.
[01:20:01.069 --> 01:20:03.691]  For about a buck a day, you can rid yourself of all parasites.
[01:20:03.871 --> 01:20:04.911]  GetTheTee.com.
[01:20:05.131 --> 01:20:09.112]  That's GetTheTee.com.
[01:20:09.212 --> 01:20:10.312]  Call us.
[01:20:10.332 --> 01:20:10.592]  928-308-0408.
[01:20:10.692 --> 01:20:12.453]  That's 928-308-0408.
[01:20:12.473 --> 01:20:14.953]  LifeChangeTee.
[01:20:15.013 --> 01:20:16.134]  Make an investment in your life.
[01:20:16.514 --> 01:20:17.054]  And P.S.
[01:20:17.294 --> 01:20:18.714]  I, uh, I really like it.
[01:20:22.015 --> 01:20:23.775]  Thank you for listening to GCN.
[01:20:24.515 --> 01:20:26.676]  Be sure to visit GCNLive.com today.
[01:20:26.696 --> 01:20:32.337]  Threshing through the lies and disinformation.
[01:20:35.128 --> 01:20:36.227]  It's Alex Jones.
[01:20:38.465 --> 01:20:46.129]  You see, people encased in mind in Israel as we speak will justify the slaughter of Palestinian people.
[01:20:46.289 --> 01:20:47.830]  They're in that tiny paradigm.
[01:20:47.870 --> 01:20:49.871]  They're in that tiny paradigm.
[01:20:50.151 --> 01:21:05.780]  But there are some fantastic people in Israel, Israelis, young people particularly, who are conscious and consciousness is telling them this is wrong and they're the ones that are refusing to serve in the military and going to jail as a result because consciousness is
[01:21:06.540 --> 01:21:09.543]  They're also fundamentally getting out of their Earth suit.
[01:21:23.664 --> 01:21:26.326]  And realizing they're not Israelis, they're human beings, or they're not.
[01:21:26.366 --> 01:21:28.308]  Exactly, that's what consciousness does.
[01:21:28.628 --> 01:21:34.153]  Consciousness, once you become conscious, the physical body becomes a vehicle to experience this reality.
[01:21:34.173 --> 01:21:45.282]  It doesn't become who you are, and then racism, and division through race, and division through country, suddenly starts to fall, and we start to realize we're all one consciousness having different experiences.
[01:21:45.382 --> 01:21:46.042]  Okay, stop!
[01:21:46.623 --> 01:21:50.366]  What's happened, Alex, and the conspiracy is fundamentally set up to do this,
[01:21:50.846 --> 01:21:59.895]  The idea is to get us to identify who we are with our experience rather than what we really are, which is consciousness having the experience.
[01:21:59.935 --> 01:22:05.901]  Instead of being our base, you know, galactic programming of this ancient species in this wondrous universe,
[01:22:06.201 --> 01:22:12.186]  They're trying to give us the new false programming to stay within that very limited spectrum, as you talk so much about.
[01:22:12.206 --> 01:22:15.488]  And we're almost out of time, and I promised to go to call, so we're going to go to break in a moment.
[01:22:15.508 --> 01:22:18.110]  We're going to come back and take calls for two short segments with David.
[01:22:18.130 --> 01:22:19.231]  We've got to have you back soon, David.
[01:22:19.251 --> 01:22:21.733]  We're very thankful and appreciative of your important time.
[01:22:22.093 --> 01:22:24.675]  And I know the audience is, but briefly in the three minutes before break.
[01:22:25.723 --> 01:22:36.090]  The genetic engineering, the cloning of the milk, all of this that is now going on and happening, the cross-species engineering, the mass poisoning of the public.
[01:22:36.471 --> 01:22:46.538]  Why is the elite pushing to destroy the biosphere of the Earth while grandstanding and claiming they've got to have world taxes to save it with carbon dioxide that's a red herring?
[01:22:46.658 --> 01:22:49.240]  Why do they want to destroy the Earth and hurt the environment?
[01:22:49.770 --> 01:22:52.032]  Well, this actually goes on to what we've been talking about.
[01:22:52.052 --> 01:22:59.900]  If you take it one step back and you start to see what we're dealing with here, from their point of view, particularly from their point of view, the human body is a computer system.
[01:23:00.555 --> 01:23:00.795]  I think so.
[01:23:22.240 --> 01:23:41.854]  So if you destabilize it electromagnetically or chemically, you're destabilizing it, you're stopping it working efficiently, you're stopping it being a highly efficient receiver transmitter for consciousness to experience through it and to influence its behavior, you're disconnecting it from consciousness and pulling it to mind.
[01:23:41.874 --> 01:23:46.398]  Which is what the mercury and the poisons and the GMO, and we get the government documents,
[01:23:46.998 --> 01:23:57.127]  And when we get them out of England and out of Russia and the US, it says we gotta poison them when they're young so they never fully develop and they're literally like biological androids.
[01:23:57.447 --> 01:24:04.473]  That's exactly the game and this is why, again, the point you made earlier, I've been talking about this for years,
[01:24:05.211 --> 01:24:15.555]  This massive assault on human freedom, on the human body, on the human mind, is because this period of change, this cycle is coming, and it's waking people up.
[01:24:15.675 --> 01:24:20.617]  And they're desperately trying to keep the lid down so that they can control for the next cycle.
[01:24:21.517 --> 01:24:29.120]  And therefore, they're attacking the young particularly, because they're going to be the adult people as this cycle really unfolds.
[01:24:33.363 --> 01:24:36.665]  And that's why we've got the kids being put on Ritalin and Prozac.
[01:24:36.705 --> 01:24:41.149]  David, for PrisonPlanet.tv viewers, I'm only doing it with one segment today because time's precious.
[01:24:41.609 --> 01:24:45.252]  We're going to talk behind scenes for the PrisonPlanet.tv and internet listeners right now.
[01:24:45.272 --> 01:24:46.553]  Then come back to your calls after the break.
[01:24:46.573 --> 01:24:46.973]  Stay with us.
[01:24:48.113 --> 01:24:49.694]  Okay, John, I'm going to skip this break.
[01:24:49.714 --> 01:24:53.896]  David, we are just on the internet audience now because I promised to come back to calls.
[01:24:53.936 --> 01:24:56.277]  Let's put bookends on what you just said.
[01:24:56.297 --> 01:25:02.561]  I just read the other day in the New York Times, 100 million people on serotonin reuptake inhibitors alone.
[01:25:02.581 --> 01:25:06.883]  If that isn't THX1138 Brave New World, I don't know what is.
[01:25:07.983 --> 01:25:15.249]  And, I mean, they're attacking the police, the military, the citizens, all of us are in this together, and isn't that the great final illusion?
[01:25:15.750 --> 01:25:24.436]  Is that people that work for the system feel like they're part of the elite, when even high-level elites are being poisoned by their own system, and that's why people say it's a spiritual thing.
[01:25:24.456 --> 01:25:34.785]  There's almost this cosmic force, and you get into that, but I just can see that it's there, driving man towards destroying themselves, and it's overall a hatred of the species.
[01:25:35.545 --> 01:25:42.631]  Yeah, the thing is, I say to these people in uniform, you know, I say to them, you know, you've got no power.
[01:25:42.831 --> 01:25:45.774]  You know, there's some people that love the uniform because they think they've got power.
[01:25:45.794 --> 01:25:47.255]  And I say to them, you've got no power.
[01:25:47.695 --> 01:25:51.439]  Your power is what you put on in the morning when you open the wardrobe.
[01:25:51.899 --> 01:25:55.402]  The uniform you wear is an extension of the state.
[01:25:55.842 --> 01:25:58.745]  When you wear the uniform, you're an extension of the state.
[01:25:58.785 --> 01:26:01.327]  When you take the uniform off, you have no power.
[01:26:01.647 --> 01:26:01.847]  I think?
[01:26:20.807 --> 01:26:25.409]  These are the people that need to wake up and need to realize that they have children too.
[01:26:25.429 --> 01:26:41.536]  I know of one who's high in NATO, who's just realized, he said he looked in the eyes of his four-year-old grandchild and said, I can't do this anymore because I know what I'm contributing to now, and he's trying to get information out about what's going on.
[01:26:41.956 --> 01:26:43.417]  This is what we need to do.
