[00:00:14.198 --> 00:00:15.479]  Today, that's 1-800-426-6186.
[00:47:47.321 --> 00:47:57.784]  Yeah, we're shouting at the devil, saying, hey Obama, you said you were going to stop the torture and the secret arrest and no more indefinite detention and rights for detainees.
[00:47:57.784 --> 00:47:59.645]  Now you've gone back on all of that.
[00:47:59.645 --> 00:48:05.566]  There's all these idiots that say, they're Al-Qaeda, they can't have rights.
[00:48:05.566 --> 00:48:08.927]  You know they're now saying in all the big court cases that U.S.
[00:48:08.927 --> 00:48:10.588]  citizens don't have rights and they're going to use
[00:48:11.118 --> 00:48:19.866]  And are using all the anti-terror laws, the American people, and all the major training manuals are about gun owners, conservatives, and veterans, dummies.
[00:48:19.866 --> 00:48:27.072]  They get you sold on it for foreign cave dwellers and saying, yeah, take them, you know, Arab's rights.
[00:48:27.072 --> 00:48:28.113]  They're not Arabs.
[00:48:28.113 --> 00:48:30.596]  They live in Central Asia.
[00:48:30.596 --> 00:48:32.738]  Take their rights when it's really for you.
[00:48:32.738 --> 00:48:35.840]  Those Central Asians work for the CIA.
[00:48:37.577 --> 00:48:39.819]  Against the Serbs, against the Russians.
[00:48:39.819 --> 00:48:41.060]  You were set up.
[00:48:41.060 --> 00:48:44.622]  You were the targets, dumb-dumbs.
[00:48:44.622 --> 00:48:51.087]  The free market, our free society, our private property was the target.
[00:48:51.087 --> 00:48:51.868]  Look at these headlines.
[00:48:51.868 --> 00:48:54.810]  AmeriCorps, paramilitary propaganda ad.
[00:48:54.810 --> 00:48:57.892]  Wait till you hear the audio from this and the video is even more incredible.
[00:49:00.186 --> 00:49:04.108]  Obama continues torture and torture-related murder in the bogus War on Terror.
[00:49:04.108 --> 00:49:09.130]  Another story by Kurt Nemo up on Infowars.com and PrisonPlanet.com.
[00:49:09.130 --> 00:49:13.391]  And Bilderberg wants global Department of Health and global Treasury Department.
[00:49:13.391 --> 00:49:17.593]  We're going to go over all of this coming up in the next hour.
[00:49:17.593 --> 00:49:21.894]  But right now, back to the phone calls.
[00:49:21.894 --> 00:49:24.595]  Let's go ahead and talk to Matt.
[00:49:24.595 --> 00:49:25.736]  And Matt, where are you calling us from?
[00:49:28.226 --> 00:49:29.247]  Hey Alex, can you hear me okay?
[00:49:29.247 --> 00:49:30.488]  Yeah, where are you calling us from?
[00:49:30.488 --> 00:49:32.310]  Missouri, sir.
[00:49:32.310 --> 00:49:34.271]  Okay, welcome to the Airwaves.
[00:49:34.271 --> 00:49:35.332]  Yeah, thank you.
[00:49:35.332 --> 00:49:44.440]  I'd like to read you two passages that describe everything that you do and what we all need to do in our fight against evil in the New World Order.
[00:49:44.440 --> 00:49:48.904]  And the first one here is Ephesians 6, verse 10, Armor of God.
[00:49:49.733 --> 00:49:53.814]  Finally, be strong in the Lord and His mighty power.
[00:49:53.814 --> 00:49:59.995]  Put on the full armor of God so that you can take your stand against the devil's schemes.
[00:49:59.995 --> 00:50:11.398]  For our struggle is not against flesh and blood, but against the rulers, against authorities, against the powers of darkness world, and against the spiritual forces of evil in the heavenly realms.
[00:50:11.678 --> 00:50:13.279]  Now, how does that combine with Romans 13?
[00:50:13.279 --> 00:50:17.741]  They take out of context and say, all governments of God do whatever it says.
[00:50:17.741 --> 00:50:21.143]  Then the founding fathers were wrong to rebel against King George III.
[00:50:21.143 --> 00:50:23.644]  We were wrong in the 40s to rebel against Hitler.
[00:50:23.644 --> 00:50:25.965]  We were wrong to rebel against Napoleon.
[00:50:25.965 --> 00:50:31.008]  You should... But no, the entire Bible is about standing up against wicked government.
[00:50:31.008 --> 00:50:32.809]  Again, give folks that famous verse again.
[00:50:34.131 --> 00:50:51.790]  Ephesians 6 verse 10 and another one that describes why we need to fight these people and why they're in the positions that they are and why they worship Lucifer would be Luke 4 verses 5 which I'm sure you've heard before and this is when Christ is being tempted in the wilderness.
[00:50:52.270 --> 00:50:53.331]  The devil leads him up.
[00:51:10.060 --> 00:51:11.160]  Hail Satan!
[00:51:11.160 --> 00:51:12.141]  Hail Satan!
[00:51:12.141 --> 00:51:13.301]  Hail Satan!
[00:51:13.301 --> 00:51:17.663]  All the Baptists and all the Catholics all hit their knees under Romans 13.
[00:51:17.663 --> 00:51:22.944]  The favorite verse taught everywhere as the federal government takes over all the major denominations.
[00:51:22.944 --> 00:51:24.105]  Hail Satan!
[00:51:24.105 --> 00:51:25.425]  Hail Satan!
[00:51:25.425 --> 00:51:26.986]  No, don't shout at the devil.
[00:51:26.986 --> 00:51:29.507]  Worship the devil because it's of the Lord.
[00:51:29.507 --> 00:51:32.588]  He's the God of this world.
[00:51:32.588 --> 00:51:35.809]  And nothing bites like I do.
[00:51:35.809 --> 00:51:39.590]  Nothing screams out loud in the dark of night.
[00:51:39.970 --> 00:51:40.590]  I'm sorry, sir.
[00:51:40.590 --> 00:51:41.031]  Go ahead.
[00:51:41.031 --> 00:51:43.352]  Absolutely.
[00:51:43.352 --> 00:51:54.698]  It says over and over in the Bible how, uh, that Satan is the prince of this world and, uh, he can give, uh, you know, these people a bad... And it's up to the Lord to bow down to the government.
[00:51:54.698 --> 00:51:58.040]  No, it's the good Lord and they don't listen.
[00:51:58.040 --> 00:52:00.221]  Uh, don't listen to the caller people.
[00:52:00.641 --> 00:52:04.883]  No, no, no, it's don't rebel against government, you'll go to hell if you do.
[00:52:04.883 --> 00:52:10.887]  The Christians, the Christians were evil that didn't bow to Caesar that he burned at the stake in the Coliseum.
[00:52:10.887 --> 00:52:12.067]  They were bad!
[00:52:12.067 --> 00:52:13.588]  Don't listen!
[00:52:13.588 --> 00:52:15.069]  Okay, I'll quit being sarcastic.
[00:52:15.069 --> 00:52:15.429]  Go ahead, sir.
[00:52:16.720 --> 00:52:20.561]  If I could, I'll just finish Ephesians 6.
[00:52:20.561 --> 00:52:21.522]  No!
[00:52:21.522 --> 00:52:21.862]  No!
[00:52:21.862 --> 00:52:22.642]  Don't read it!
[00:52:22.642 --> 00:52:24.022]  It's evil!
[00:52:24.022 --> 00:52:25.163]  Bible verses are evil!
[00:52:25.163 --> 00:52:26.643]  The government says don't read it!
[00:52:26.643 --> 00:52:28.444]  You've got to follow what the government says!
[00:52:28.444 --> 00:52:29.724]  Romans 13, don't!
[00:52:29.724 --> 00:52:30.224]  Don't!
[00:52:30.224 --> 00:52:35.446]  Go ahead and read both verses, the earlier Ephesians and the next one, because I've been interrupting.
[00:52:36.092 --> 00:52:37.373]  You want me to start over?
[00:52:37.373 --> 00:52:38.333]  Start over, yes.
[00:52:38.333 --> 00:52:43.356]  Start over with the blasphemy according to the government-run churches that say bow down to government.
[00:52:43.356 --> 00:52:53.522]  This is blasphemy and heresy you're all about to hear right now because the church has turned into a government-paid operation and that is of the Lord.
[00:52:53.522 --> 00:52:55.963]  This caller is evil that's calling in.
[00:52:55.963 --> 00:52:57.404]  Go ahead, evil caller.
[00:52:57.404 --> 00:53:02.347]  Okay, be strong in the Lord and His mighty power.
[00:53:02.347 --> 00:53:04.248]  Put on the full armor of God for evil.
[00:53:04.944 --> 00:53:05.304]  Day of evil?
[00:53:05.304 --> 00:53:06.044]  I'm gonna be raptured!
[00:53:29.489 --> 00:53:31.790]  I don't have to fight evil.
[00:53:31.790 --> 00:53:35.511]  Of course, there's nowhere in the Bible that there'll be a pre-rapture, but so what?
[00:53:35.511 --> 00:53:36.771]  I'm supposed to lay down?
[00:53:36.771 --> 00:53:38.531]  Stop reading that Bible!
[00:53:38.531 --> 00:53:39.992]  It's evil!
[00:53:39.992 --> 00:53:43.152]  The churches say that we should bow down to the leaders of the world.
[00:53:43.152 --> 00:53:45.653]  Continue, heretic!
[00:53:45.653 --> 00:53:50.634]  Stand firm, then, with the belt of truth buckled around your waist.
[00:53:50.634 --> 00:53:52.134]  Breastplate of righteousness.
[00:53:52.134 --> 00:53:53.695]  No!
[00:53:53.695 --> 00:53:57.236]  Stand with your feet fitted with the readiness that comes with the gospel of peace.
[00:53:59.364 --> 00:54:00.705]  No, no, don't do it!
[00:54:00.705 --> 00:54:01.866]  Romans 13!
[00:54:01.866 --> 00:54:03.007]  Submit to the government!
[00:54:03.007 --> 00:54:03.808]  Do what they say!
[00:54:03.808 --> 00:54:06.350]  Don't listen to Matt!
[00:54:19.745 --> 00:54:22.467]  And the devil, and this is Luke 4, verse 5.
[00:54:22.467 --> 00:54:25.029]  Oh, not another one!
[00:54:25.029 --> 00:54:26.290]  Go ahead.
[00:54:26.290 --> 00:54:30.973]  The devil led him up to a high place and showed him in an instant all the kingdoms of the world.
[00:54:30.973 --> 00:54:40.641]  And he said to him, I will give you all the authority and splendor for it has been given to me, and I can give it to anyone who I want.
[00:54:40.641 --> 00:54:46.565]  So if you worship me, it shall all be yours.
[00:54:46.565 --> 00:54:47.866]  Why not turn this bread into
[00:54:48.530 --> 00:54:51.625]  The stones and the bread, why not jump off and have the angels lift you up?
[00:54:53.106 --> 00:54:54.686]  Do not tempt the Lord thy God.
[00:54:54.686 --> 00:54:55.887]  Get behind me, Satan.
[00:54:55.887 --> 00:55:02.268]  But see, according to Romans 13 misinterpretation, he should have hit his knees and said, all government is by the authority of God.
[00:55:02.268 --> 00:55:05.508]  Hence, he should have hit his knees and Jesus should have hailed Satan.
[00:55:05.508 --> 00:55:09.389]  But see, that's how blasphemous Romans 13 is if you're a Christian.
[00:55:09.389 --> 00:55:19.891]  But even if you're not a Christian, folks, just a sociologist, you understand that all the major churches of the world are now under government finance, government payoffs, or government 501c3 status.
[00:55:21.884 --> 00:55:35.821]  And they literally get up there and spew under the clergy response teams pure government propaganda when the First Amendment says Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof.
[00:55:35.821 --> 00:55:41.908]  We were the first country to say the government isn't going to run religion, which is exactly what Jesus said.
[00:55:42.529 --> 00:55:44.430]  So they twist all of this.
[00:55:44.430 --> 00:55:45.491]  I appreciate your call.
[00:55:45.491 --> 00:55:47.272]  It's good to hear from you, my friend.
[00:55:47.272 --> 00:55:49.774]  And of course, I'm being sarcastic through all of that.
[00:55:49.774 --> 00:55:56.799]  I mean, to say that we should go along with whatever government says is a giant, stinking lie.
[00:55:56.799 --> 00:55:58.761]  Look at the Christians in Rome and the Colosseum.
[00:55:58.761 --> 00:56:01.182]  Look at all the prophets being killed or imprisoned.
[00:56:01.182 --> 00:56:02.704]  Look at Jesus.
[00:56:02.704 --> 00:56:06.526]  But again, the salt of the earth, Christians are supposed to be involved.
[00:56:06.526 --> 00:56:08.608]  You know, the government said slavery was the law.
[00:56:09.788 --> 00:56:16.211]  In 1800, and Christians with the abolitionists wouldn't go along with it, and they broke the law to save blacks and others.
[00:56:16.211 --> 00:56:27.697]  They broke the law, you know, when it was illegal to protect slaves, and they went and said no to the government, we're going to change this, but not according to Romans 13, we should still have blacks pulling plows out there right now.
[00:56:27.697 --> 00:56:37.561]  This is how sick you are that go to these devil churches with their big mollick steeples and their phalluses to, you know, to the sun out there.
[00:56:37.561 --> 00:56:38.742]  Just go worship your sun.
[00:56:39.551 --> 00:56:41.392]  You're 666.
[00:56:41.392 --> 00:56:44.294]  He who has understanding, let him reckon the number.
[00:56:44.294 --> 00:56:46.055]  Captain Cook.
[00:56:46.055 --> 00:56:54.220]  Captain Cook, did you sail and discover the Botany Bay there, Captain?
[00:56:54.220 --> 00:56:55.260]  You're on the air, sir.
[00:56:55.260 --> 00:56:56.281]  Go ahead.
[00:56:56.281 --> 00:57:04.686]  Actually, sir, that's Captain Cook, America's politically incorrect superhero, and... ...fighting the New World Order since 1989.
[00:57:06.647 --> 00:57:19.196]  I just wanted to say that, you know, Archie Bunker, being portrayed as a bad guy when really he's the good guy, is just a small sample of the cancer that started back in the 70s and has worked its way up to being a big cancer.
[00:57:19.196 --> 00:57:21.738]  No, the government's good.
[00:57:21.738 --> 00:57:23.059]  Oh, please.
[00:57:23.059 --> 00:57:25.221]  Sir, you want to be damned to hell?
[00:57:25.221 --> 00:57:28.023]  You better worship government, boy, or you'll lose your salvation!
[00:57:28.023 --> 00:57:31.526]  I know, I'm Al Qaeda, you know, what can I say?
[00:57:31.526 --> 00:57:33.007]  I think the government's
[00:57:34.193 --> 00:57:35.854]  A bunch of rogue criminals.
[00:57:35.854 --> 00:57:39.616]  Oh no, don't say it!
[00:57:39.616 --> 00:57:40.917]  I'm sorry, go ahead.
[00:57:40.917 --> 00:57:42.478]  No, it's okay.
[00:57:42.478 --> 00:57:44.499]  No, I think the government's a bunch of rogue criminals.
[00:57:44.499 --> 00:57:45.640]  No, I don't think it, Alex.
[00:57:45.640 --> 00:57:46.860]  I know it.
[00:57:46.860 --> 00:57:49.102]  I think what we call television nowadays is a...
[00:57:50.140 --> 00:57:51.401]  Great waste of time.
[00:57:51.401 --> 00:57:52.842]  No, it's good for your brain.
[00:57:52.842 --> 00:58:00.046]  Don't Google television... television Alzheimer's with all the thousands of studies that it literally rots your brain.
[00:58:00.046 --> 00:58:00.506]  It's good.
[00:58:00.506 --> 00:58:01.287]  Watch more.
[00:58:01.287 --> 00:58:02.788]  Drink more fluoride water.
[00:58:02.788 --> 00:58:04.369]  Take more flu shots.
[00:58:04.369 --> 00:58:05.229]  No.
[00:58:05.229 --> 00:58:06.330]  No, Captain Kook.
[00:58:06.330 --> 00:58:08.011]  You are a kook.
[00:58:08.011 --> 00:58:09.712]  Turn your firearms in.
[00:58:09.712 --> 00:58:14.035]  The Founding Fathers were against firearms.
[00:58:14.035 --> 00:58:16.256]  Anything else, Captain Crunch or Kook or whatever your name is?
[00:58:17.082 --> 00:58:22.327]  Captain Cooke, uh, what do you call a direct superhero that's... Well, your phone's cutting out, Captain Cooke.
[00:58:22.327 --> 00:58:23.688]  We'll be right back with the next hour.
[00:58:23.688 --> 00:58:24.109]  Stay with me.
[00:58:24.867 --> 00:58:28.948]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[00:58:28.948 --> 00:58:34.950]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[00:58:34.950 --> 00:58:41.012]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[00:58:41.012 --> 00:58:46.354]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[00:58:46.354 --> 00:58:48.975]  The place to go to is GCNlive.com.
[00:58:48.975 --> 00:58:52.496]  Again, that's GCNlive.com, application, Flycast.
[00:58:53.826 --> 00:59:03.152]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:59:03.152 --> 00:59:03.953]  This capitalism?
[00:59:03.953 --> 00:59:10.217]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:59:10.217 --> 00:59:11.018]  Hi, Ted Anderson.
[00:59:11.018 --> 00:59:14.180]  I'm placing a free silver dollar in a book that explains our monetary system.
[00:59:14.180 --> 00:59:15.100]  Call for your copy 800-686-2237.
[00:59:15.100 --> 00:59:16.181]  It's time to understand the system.
[00:59:16.181 --> 00:59:16.501]  Call 800-686-2237.
[00:59:16.501 --> 00:59:16.841]  That's 800-686-2237.
[00:59:29.408 --> 00:59:34.450]  Have you ever noticed that celebrities are endorsing weight loss products and health aids?
[00:59:34.450 --> 00:59:38.272]  Do you think they endorse these products for free?
[00:59:38.272 --> 00:59:39.252]  I don't think so.
[00:59:39.252 --> 00:59:43.314]  I'm here to tell you, I'm not a celebrity and Life Change T doesn't need one.
[00:59:43.314 --> 00:59:44.154]  Think about this.
[00:59:44.554 --> 00:59:47.155]  The product speaks for itself!
[00:59:47.155 --> 00:59:48.736]  What a concept!
[00:59:48.736 --> 00:59:50.317]  Our product works.
[00:59:50.317 --> 00:59:52.878]  You get healthy and you'll lose weight.
[00:59:52.878 --> 00:59:53.739]  Summer's coming.
[00:59:53.739 --> 00:59:55.299]  Lookin' feel good!
[00:59:55.299 --> 00:59:55.760]  Order now.
[00:59:55.760 --> 00:59:56.300]  928-308-0408.
[00:59:56.300 --> 00:59:56.880]  Write this down.
[00:59:56.880 --> 00:59:56.920]  928-308-0408.
[01:00:04.844 --> 01:00:06.105]  Or you can order online.
[01:00:06.105 --> 01:00:06.886]  It's easy.
[01:00:06.886 --> 01:00:08.587]  GetTheTea.com.
[01:00:08.587 --> 01:00:11.088]  That's GetTheTea.com.
[01:00:11.088 --> 01:00:16.712]  You have nothing to lose, but the excess around your, uh, anyway.
[01:00:16.712 --> 01:00:17.713]  Life Change Tea.
[01:00:17.713 --> 01:00:19.234]  It speaks for itself.
[01:00:19.234 --> 01:00:21.235]  That's GetTheTea.com.
[01:00:24.113 --> 01:00:26.878]  And the city of San Marcos implements new rules.
[01:00:26.878 --> 01:00:29.562]  This is the GCN Radio Network.
[01:00:29.562 --> 01:00:31.846]  Home to hard-hitting talk radio.
[01:00:31.846 --> 01:00:35.952]  Radio 590 KLBJ Austin.
[01:00:35.952 --> 01:00:37.415]  Fox News Radio.
[01:00:37.415 --> 01:00:38.156]  I'm Ron Flatter.
[01:00:40.177 --> 01:00:44.440]  Pomp and circumstance, caps and gowns, protests and arrests.
[01:00:44.440 --> 01:00:50.345]  The scene at the University of Notre Dame today, where President Obama became a lightning rod just for being there.
[01:00:50.345 --> 01:00:53.728]  The bones of contention, abortion and stem cell research.
[01:00:53.728 --> 01:00:55.990]  We get this live report from South Bend, Indiana.
[01:00:55.990 --> 01:00:57.491]  Fox News Radio's Jennifer Kuiper.
[01:00:58.365 --> 01:01:06.432]  Ron, the president jokes about one controversial issue, honorary degrees, saying he's only one for two as president, but a more serious tone on the subject of abortion.
[01:01:06.432 --> 01:01:17.701]  When we open up our hearts and our minds to those who may not think precisely like we do or believe precisely what we believe, that's when we discover at least the possibility.
[01:01:19.475 --> 01:01:21.716]  He also mentioned embryonic stem cell research.
[01:01:21.716 --> 01:01:26.638]  Some non-student hecklers in the crowd were quickly escorted out of the Joyce Center Arena.
[01:01:26.638 --> 01:01:29.959]  A couple dozen protesters have been arrested on campus for trespassing.
[01:01:29.959 --> 01:01:30.680]  Ron?
[01:01:30.680 --> 01:01:39.823]  A call for President Obama to reconsider his plans to close the prison at Guantanamo Bay, Cuba, especially if it means moving terror suspects where they're not wanted.
[01:01:39.823 --> 01:01:45.325]  It's been a position stated by some of the administration that there's no problem incarcerating terrorists here.
[01:01:45.325 --> 01:01:46.046]  It is a problem.
[01:01:46.046 --> 01:01:47.346]  It makes whatever town that has
[01:01:47.366 --> 01:01:50.867]  As a terrorist, a potential target for a terrorist.
[01:01:50.867 --> 01:01:54.049]  Senate Minority Leader Mitch McConnell on Fox News Sunday.
[01:01:54.049 --> 01:01:59.771]  Democratic Congressman Peter King of New York concedes the shutdown of Guantanamo should at least wait.
[01:01:59.771 --> 01:02:00.791]  There's going to be other cases.
[01:02:00.791 --> 01:02:02.292]  I don't even know if the tribunals are working.
[01:02:02.292 --> 01:02:13.896]  That's why the reports coming out of the administration, there could be up to 50 of these detainees who are very violent, very dangerous, but there may not be enough evidence and the government may be looking for a form of preventive detention.
[01:02:14.665 --> 01:02:16.886]  King today on CBS's Face the Nation.
[01:02:16.886 --> 01:02:22.568]  Attorney General Eric Holder last week said dangerous prisoners would not be released in the United States.
[01:02:22.568 --> 01:02:26.909]  The price of gasoline rising 25 cents a gallon the past three weeks.
[01:02:26.909 --> 01:02:31.110]  The Lundberg survey saying unleaded averaging $2.30 a gallon nationwide.
[01:02:31.110 --> 01:02:32.971]  You're listening to Fox News Radio.
[01:02:32.971 --> 01:02:37.052]  Fair and balanced.
[01:02:37.052 --> 01:02:38.573]  News Radio 590.
[01:02:38.573 --> 01:02:40.613]  KLVJ, it's 502.
[01:02:40.613 --> 01:02:43.094]  I'm Sarah Huderberg, topping Austin's news.
[01:02:43.519 --> 01:02:53.726]  Austin Police Chief Art Acevedo tells East Austin residents during a community meeting that the department continues to investigate Monday's police-involved fatal shooting of an 18-year-old.
[01:02:53.726 --> 01:03:01.892]  Officer Lenny Contano was the shooter in the incident, saying the two men, Nathaniel Saunders and Sir Smith, made threatening moves toward him.
[01:03:01.892 --> 01:03:05.294]  However, he did not turn on his dash cam video at the scene.
[01:03:05.294 --> 01:03:10.297]  Chief Acevedo says he is taking that into consideration during the ongoing investigation.
[01:03:10.297 --> 01:03:12.499]  Maybe he screwed up completely, maybe he didn't.
[01:03:13.308 --> 01:03:16.130]  I can tell you that he screwed up with that camera.
[01:03:16.130 --> 01:03:18.171]  I wasn't on and I got a problem with that.
[01:03:18.171 --> 01:03:22.433]  Chief Acevedo says the investigation will take between 60 to 90 days.
[01:03:22.433 --> 01:03:24.694]  Emily Trudeau, News Radio 590, KLBJ.
[01:03:24.694 --> 01:03:29.237]  The city of San Marcos is implementing new rules for noise in their city's neighborhoods.
[01:03:29.237 --> 01:03:35.740]  Assistant Police Chief Lisa Dvorak says the new rules are a response to 2,700 noise complaints last year.
[01:03:35.740 --> 01:03:37.361]  You're going to have a gathering.
[01:03:37.361 --> 01:03:38.742]  There are things that you can do.
[01:03:39.281 --> 01:03:46.663]  To keep the noise down and still have a really great time and have your friends over and enjoy being able to socialize and have people at your house.
[01:03:46.663 --> 01:03:54.926]  Dvorak says the new rules allow officers to use their judgment about whether the level of noise at neighborhood parties or gatherings is excessive.
[01:03:54.926 --> 01:04:00.567]  Some federal tax hikes under consideration are raising the ire of the chairman of the Texas Workforce Commission.
[01:04:00.567 --> 01:04:03.808]  Tom Paulkin is calling the proposed tax hikes on the U.S.
[01:04:03.808 --> 01:04:06.549]  energy industry a job killer for Texas.
[01:04:07.096 --> 01:04:19.681]  More than 100,000 Texans are currently employed in energy-related fields as oil and gas extraction, petroleum and coal products manufacturing, along with pipeline transportation.
[01:04:19.681 --> 01:04:27.704]  Hawkins says the energy industry can help lead Texas out of the economic recession, but not if taxes are raised that push those employers out of business.
[01:04:28.184 --> 01:04:30.745]  Diane Hodges, NewsRadio 590, KLBJ.
[01:04:30.745 --> 01:04:35.325]  The KLBJ radar weather watch calls for lows dropping to 54 tonight.
[01:04:35.325 --> 01:04:37.186]  Right now, 75 degrees.
[01:04:37.186 --> 01:04:38.546]  I'm Sarah Hudeberg.
[01:04:38.546 --> 01:04:41.047]  KLBJ NewsTime is 504.
[01:04:41.047 --> 01:04:44.147]  Through the rest of the day, we'll continue with clouds in 77.
[01:04:44.147 --> 01:04:49.788]  Tonight, clear 54.
[01:04:49.788 --> 01:04:52.689]  Belly up to the bar, and let's talk!
[01:04:52.689 --> 01:04:55.029]  Jeff Ward, 3 to 7, on NewsRadio 590, KLBJ.
[01:04:59.667 --> 01:05:00.968]  Did you request electronic payments?
[01:05:00.968 --> 01:05:02.449]  If not, you should.
[01:05:02.449 --> 01:05:06.813]  For years, writing checks was considered the safest way to send and receive payments.
[01:05:06.813 --> 01:05:11.756]  But every check you write has your name, address, and account number printed right on it.
[01:05:11.756 --> 01:05:19.963]  With an average of eight people touching your checks during the clearing process and identity theft on the rise, it's time to reconsider the way you pay and get paid.
[01:05:20.223 --> 01:05:23.245]  Direct deposit and direct payment are safe and reliable.
[01:05:23.245 --> 01:05:28.729]  Payments are made automatically on a predetermined date and flow through a secure encrypted network.
[01:05:28.729 --> 01:05:30.770]  And they're environmentally friendly too.
[01:05:30.770 --> 01:05:32.492]  Ask for direct deposit at work.
[01:05:32.492 --> 01:05:39.356]  If it's not currently offered... HempUSA.org is now offering free shipping worldwide to better serve our customers.
[01:05:39.356 --> 01:05:45.781]  Our goal is to get these fine hemp products to you in the least amount of time so you can enjoy what the powder seeds and oil can do for you.
[01:05:45.781 --> 01:05:47.582]  HempUSA.org has a warning
[01:05:47.602 --> 01:05:47.822]  I think so.
[01:06:04.096 --> 01:06:12.379]  And it creates an alkaline environment where cancer can't grow and parasites cannot live, and brings funguses, viruses, and bacterial levels down and to a halt.
[01:06:12.379 --> 01:06:14.219]  Try our powder seeds and oil today.
[01:06:14.219 --> 01:06:18.560]  Call 908-691-2608 or visit hempusa.org.
[01:06:18.560 --> 01:06:21.541]  If the body has the proper nutrition it will heal itself.
[01:06:21.541 --> 01:06:25.623]  Ask yourself, why does our government not allow this crop to grow in the US?
[01:06:25.623 --> 01:06:28.143]  This product is also great for pets and animals.
[01:06:28.143 --> 01:06:29.404]  Call 908-691-2608 or go to hempusa.org today.
[01:06:35.569 --> 01:06:44.395]  Prepare yourself for a talk radio experience like no other.
[01:06:44.395 --> 01:06:47.157]  He stands for truth.
[01:06:47.157 --> 01:06:50.380]  He stands for justice.
[01:06:50.380 --> 01:06:52.821]  He stands for what's right.
[01:06:52.821 --> 01:06:56.104]  This is the Alex Jones Show.
[01:06:56.104 --> 01:06:58.946]  Call Alex now toll free at 877-590-5525.
[01:07:04.483 --> 01:07:15.831]  Now live from Austin, Texas, here's Alex Jones.
[01:07:15.831 --> 01:07:19.874]  All right, this is going to be a very serious second hour.
[01:07:19.874 --> 01:07:22.236]  We'll continue to focus on your phone calls at 877-590-5525.
[01:07:22.236 --> 01:07:22.276]  877-590-5525.
[01:07:30.211 --> 01:07:34.294]  And again, the Bilderberg Group and what their agenda, we've learned more over the weekend.
[01:07:34.294 --> 01:07:39.599]  From Greece, suburb of Athens, they're on the coastline, where the world leaders met.
[01:07:39.599 --> 01:07:42.882]  We'll give you the boil-down of that.
[01:07:42.882 --> 01:07:52.890]  Coming up at the bottom of the hour, don't forget my websites are Infowars.com, PrisonPlanet.com, PrisonPlanet.tv.
[01:07:52.890 --> 01:07:55.952]  PrisonPlanet.tv is our member site.
[01:07:55.952 --> 01:07:59.015]  And with five years up and running, all of my films
[01:07:59.611 --> 01:08:08.858]  And then, of course, we simulcast with my live TV show during the slash radio show during a weekday transmission.
[01:08:08.858 --> 01:08:20.687]  And my book, Paul Watson's book, a bunch of other films are posted there at PrisonPlanet.TV and your PrisonPlanet.TV membership also makes much of what we do here in my media organization possible.
[01:08:20.687 --> 01:08:23.909]  So I want to thank all the PrisonPlanet.TV members out there.
[01:08:23.909 --> 01:08:26.271]  Also, I'm going to start every month churning out
[01:08:28.524 --> 01:08:31.486]  DVDs that are more presentations, not films.
[01:08:31.486 --> 01:08:34.908]  I'm gonna try to make three films a year instead of two films a year.
[01:08:34.908 --> 01:08:43.034]  And every month or two, probably stagger it, I'd say every five, six weeks on average, a presentation.
[01:08:43.034 --> 01:08:47.117]  And one of those is the Aaron Russo interview I did shortly before he died in 2007.
[01:08:47.117 --> 01:08:51.740]  The last videotaped interview that we know of that's out there.
[01:08:51.740 --> 01:08:53.781]  Most of it's on the web for free, we put it out.
[01:08:53.781 --> 01:08:57.564]  But this is an updated version with some commentary by myself.
[01:08:57.944 --> 01:09:02.967]  With the latest developments and some of the interview that we didn't put out on the internet.
[01:09:02.967 --> 01:09:07.710]  That is now available on DVD at InfoWars.com and everybody's library needs to have it.
[01:09:07.710 --> 01:09:20.519]  Also, every month we're going to have a Best Of from the TV show we do while we simulcast the radio show with the ads cut out and any extra stuff cut out, shot in high def, burned to one high quality DVD.
[01:09:20.519 --> 01:09:25.562]  This month's has Alan Watt, Police Chief in Austin, Art Acevedo.
[01:09:26.464 --> 01:09:34.710]  Of course, the UFC host and movie star and TV host in his own right, Joe Rogan.
[01:09:34.710 --> 01:09:40.234]  It's got folks in it like Mr. David Icke and a lot more.
[01:09:40.234 --> 01:09:42.616]  So the first month of that is now out.
[01:09:42.616 --> 01:09:44.317]  I'm going to have a best of every month.
[01:09:44.317 --> 01:09:46.098]  We call it the DVD Arsenal.
[01:09:46.098 --> 01:09:52.142]  Also available there at the online video and bookstore at InfoWars.com.
[01:09:52.142 --> 01:09:53.323]  Okay.
[01:09:53.323 --> 01:09:55.124]  Let me just stop right there and get focused.
[01:09:56.391 --> 01:10:03.794]  I tend to psychologically shy away from getting into this because it's such an upsetting subject and so real.
