[00:00:00.149 --> 00:00:00.229]  3-3.
[01:27:48.606 --> 01:27:51.507]  So this guy just went and got the swine flu shot in the public store.
[01:27:51.948 --> 01:27:56.750]  Well, two hours after he had the shot, he had almost, it was like a stroke-like symptom.
[01:27:57.330 --> 01:28:00.051]  Bust his head on the counter, literally split his head open in two.
[01:28:00.712 --> 01:28:04.193]  Fell on the floor, was all bleeding, shaking in convulsions as if he was having a stroke.
[01:28:05.074 --> 01:28:07.815]  They called the police, and the people around him
[01:28:08.732 --> 01:28:09.733]  I'm like, well, what happened to him?
[01:28:09.753 --> 01:28:15.937]  They said, well, the only thing that happened was he took the swine flu shot a couple of hours ago, and then he, you know, went into convulsions.
[01:28:16.217 --> 01:28:22.222]  And I'm just amazed that the people sitting around him didn't put two and two together and realize that the swine flu shot caused it.
[01:28:22.282 --> 01:28:32.189]  Well, that's because Reuters has told everybody you're not allowed to say it's connected to that, even though every other vaccine always causes things like this to happen.
[01:28:32.309 --> 01:28:35.351]  And who is the director of Reuters?
[01:28:35.631 --> 01:28:36.592]  Thomas Gloucester.
[01:28:37.296 --> 01:28:53.752]  And Thomas Gloucester is also the director of the Merck, which is the largest vaccine manufacturer in the world, mostly responsible for what we're looking at, HIV AIDS today by the transmission through the hepatitis B vaccines, given between 1972 and 74.
[01:28:57.639 --> 01:29:05.024]  I mean, imagine you're in a maze and you're stuck and there's no exit because everywhere you turn there's another connection to all of these people.
[01:29:05.324 --> 01:29:08.026]  They're all in collaboration with each other.
[01:29:08.446 --> 01:29:09.427]  And they're hunting us.
[01:29:09.467 --> 01:29:11.708]  They're literally doing what psychopaths do.
[01:29:11.748 --> 01:29:12.789]  Thank you so much, Nate.
[01:29:13.730 --> 01:29:14.850]  Anthony in New York.
[01:29:14.910 --> 01:29:15.971]  Flu questions for the guests.
[01:29:15.991 --> 01:29:16.391]  Go ahead.
[01:29:16.411 --> 01:29:17.852]  Okay, hello?
[01:29:17.892 --> 01:29:20.494]  You hear me?
[01:29:21.114 --> 01:29:21.695]  Yes, go ahead.
[01:29:22.315 --> 01:29:22.735]  Hello?
[01:29:22.775 --> 01:29:23.736]  Yes, thank you.
[01:29:23.896 --> 01:29:24.677]  Alex Jones.
[01:29:25.646 --> 01:29:27.727]  Deeply respect, and I'm grateful for your show.
[01:29:27.767 --> 01:29:33.390]  I've been listening to it for a couple of years now, and Dr. Horowitz, you're one of my heroes.
[01:29:35.290 --> 01:29:51.558]  I'm greatly informed by all the research you've been doing, and I don't know, I'm in a predicament that you are also in, Dr. Horowitz, which is I have a schoolchild here, mine in a school in New York, and I have
[01:29:52.757 --> 01:29:53.157]  We're good.
[01:30:14.087 --> 01:30:17.528]  Children are the most precious thing in our lives.
[01:30:18.248 --> 01:30:20.929]  The teachers themselves aren't bad, but the system is bad.
[01:30:21.069 --> 01:30:22.969]  I don't think anybody should have their children in public school.
[01:30:22.989 --> 01:30:24.410]  I'm not making a moral judgment here.
[01:30:24.870 --> 01:30:26.650]  I'm just saying my children are homeschooled.
[01:30:26.930 --> 01:30:30.231]  They don't get anywhere near a government-controlled facility.
[01:30:31.631 --> 01:30:32.652]  Well, I applaud that.
[01:30:32.732 --> 01:30:38.833]  You know, again, maybe I'm too nice a dad for my own children because I've been pressured by them.
[01:30:39.762 --> 01:30:47.766]  The one that I have right now, as a matter of fact, we're preparing this evening to go to Laguna Beach School Board meeting and then tomorrow to the Parents Teachers Association.
[01:30:48.107 --> 01:30:57.752]  Parents need to know right now that all the PTAs are gearing up by direction of virtually FEMA to direct the emergency response.
[01:30:58.337 --> 01:31:07.606]  Which they're predicting, and this whole vaccination agenda will be conducted partially or administered partially by volunteer parents from the PTA.
[01:31:08.046 --> 01:31:10.989]  So, number one, there's two things that I would recommend.
[01:31:11.553 --> 01:31:16.016]  And these are companies that have histories of killing people knowingly over and over again.
[01:31:35.891 --> 01:31:41.135]  Right, and then the other thing is, take the resolution on Fluescam.com.
[01:31:41.675 --> 01:31:43.597]  Copy and paste the resolution.
[01:31:43.917 --> 01:31:49.881]  There's the actual, the Hawaii, the new Hawaii resolution has gone through the attorneys from the county of Hawaii.
[01:31:49.901 --> 01:31:55.285]  They're currently, this coming week, debating it on the floor of the legislature.
[01:31:55.585 --> 01:31:57.767]  So, you have all that information.
[01:31:57.847 --> 01:32:02.510]  Copy and paste it and make your own county council and township resolution.
[01:32:02.530 --> 01:32:04.692]  Now tell people what the resolution says, briefly.
[01:32:05.213 --> 01:32:23.165]  The resolution states that because of all of these issues that we're talking about, that there shall be a religious exemption and philosophical exemption administered to anyone who wants to exempt from the vaccine program, and that children shall not be injected without their parents' consent.
[01:32:23.645 --> 01:32:25.306]  All right, thank you so much, Caller.
[01:32:25.326 --> 01:32:27.187]  A few final calls for our guests.
[01:32:28.148 --> 01:32:31.790]  Let's go ahead and talk to Alicia in California.
[01:32:31.831 --> 01:32:32.191]  Go ahead.
[01:32:34.679 --> 01:32:36.220]  Hi, Alex Jones.
[01:32:37.300 --> 01:32:40.841]  I'm a big fan, and my dad is a big fan of you.
[01:32:40.901 --> 01:32:44.582]  It's just a great honor to be on your talk show.
[01:32:44.602 --> 01:32:45.543]  Well, it's an honor to talk to you.
[01:32:45.563 --> 01:32:46.143]  What's on your mind?
[01:32:48.123 --> 01:32:55.706]  We've been doing some research about how they're talking about mandatory swine flu shots behind doors.
[01:32:56.946 --> 01:33:02.648]  Our school is leaning on the swine flu.
[01:33:04.042 --> 01:33:06.725]  Yeah, they're saying if you don't take the shot, we're gonna kick you out?
[01:33:06.745 --> 01:33:07.626]  Here's what you do.
[01:33:20.734 --> 01:33:26.838]  You download Alan Phillips' book on vaccination exemptions.
[01:33:27.239 --> 01:33:27.559]  Read it.
[01:33:27.619 --> 01:33:29.440]  It's only about 120 pages.
[01:33:29.500 --> 01:33:37.066]  It's big writing and it's easy to read and he'll share with you the state laws as well as the number one
[01:33:37.737 --> 01:33:38.898]  Hey, how you doing Alex?
[01:33:38.978 --> 01:33:40.219]  Yes, I work for Novartis.
[01:33:40.259 --> 01:33:41.360]  We're the number two
[01:34:07.233 --> 01:34:08.074]  We're good to go.
[01:34:29.451 --> 01:34:39.540]  I know, it's admittedly on the insert, admitted on their own website, and the news is... See, even if you believe all that it's good, how do you believe people who are always lying?
[01:34:40.380 --> 01:34:42.903]  I'm sorry sir, I'm going to shut up because you're a key person, Marcus.
[01:34:43.663 --> 01:34:47.887]  Tell us, as a vaccine worker, what's going on?
[01:34:49.929 --> 01:34:55.874]  We have, they're rolling out with a new one that's supposed to be a one-dose vaccine.
[01:34:58.584 --> 01:35:00.085]  What do you do for the vaccine company?
[01:35:23.406 --> 01:35:24.547]  Uh, the dailies.
[01:35:24.927 --> 01:35:27.029]  I have all access to all the information I wish.
[01:35:27.069 --> 01:35:28.350]  What are the workers saying?
[01:35:28.570 --> 01:35:30.111]  What are the workers saying around you?
[01:35:30.691 --> 01:35:37.376]  Well, the younger people, they, I'll say maybe in their mid-30s and below, they're not with it.
[01:35:37.416 --> 01:35:38.237]  They don't want to take it.
[01:35:38.337 --> 01:35:50.265]  But a lot of the older employees, I think just due to the overwhelming media hype, they fear for it and they're going to, a lot of them are going to go ahead and take it.
[01:35:50.305 --> 01:35:51.626]  But I'm warning a lot of them, man.
[01:35:52.065 --> 01:35:56.807]  Some are doing their research and they're going to think about it.
[01:35:58.147 --> 01:36:07.151]  We had meetings on it this past weekend in which they went down a full outline on the way that they're going to prescribe it to the employees.
[01:36:07.611 --> 01:36:09.172]  They haven't made it mandatory yet.
[01:36:09.872 --> 01:36:11.733]  Are they discussing making it mandatory?
[01:36:12.353 --> 01:36:13.113]  It's a discussion.
[01:36:13.473 --> 01:36:14.954]  It's a discussion that's taking place.
[01:36:15.615 --> 01:36:18.456]  Well, what they're doing is gauging whether they can make you take it.
[01:36:18.496 --> 01:36:30.222]  The federal government, we just confirmed this, it's up on PrisonPlanet.com in my stack, sent out questionnaires to CEOs and corporate leaders asking, will you follow orders for quarantines, forced inoculations?
[01:36:31.642 --> 01:36:32.083]  That's right.
[01:36:32.523 --> 01:36:43.728]  The new one that they came out with that the FDA just approved, I think it's called Seltura, the ML-59 adjuvant cell-based cultured one,
[01:36:44.810 --> 01:36:50.971]  They have it ready, and I think that's going to be one of the ones they're going to have available for the employees.
[01:36:51.332 --> 01:36:52.112]  Sir, what do you think?
[01:36:52.272 --> 01:36:54.612]  They say that one's not available to the population yet.
[01:36:55.813 --> 01:36:57.613]  Oh, yeah, they're going to test it on their own people.
[01:36:57.633 --> 01:37:07.115]  What I did hear in the beginning was that there was going to have three of them, and from one of the doctors that I talked to, they mentioned that this was his opinion.
[01:37:07.155 --> 01:37:10.616]  He said there wasn't going to have one that was going to turn the immune system off.
[01:37:11.818 --> 01:37:15.291]  And the second one would be the one in which they would... Alex, I just want to mention that, um...
[01:37:15.839 --> 01:37:28.443]  Dr. Horowitz, if you go visit his Fluscam.com site and you check under the vaccine package inserts link, it does list all of the documents from the pharmaceuticals with listing the ingredients and the warnings on them.
[01:37:28.723 --> 01:37:42.868]  Yes, and every single one of the vaccinations, we've got the package inserts now posted, freely downloadable on Fluscam.com, and you can see even the manufacturers are telling you all the warnings about it.
[01:37:43.260 --> 01:37:49.163]  But then meanwhile, Reuters is saying there's no problem, and there's no adjuvants, there's no mercury.
[01:37:49.583 --> 01:37:51.003]  All lies, ladies and gentlemen.
[01:37:51.364 --> 01:37:52.984]  So what are the employees saying?
[01:37:53.324 --> 01:37:56.186]  As you know, this stuff's in there, but the media is saying it's not in there.
[01:37:57.326 --> 01:38:07.491]  You know what, when we interviewed the other day in Safeway supermarket, we interviewed all the employees, and no one was going to take the vaccination.
[01:38:07.911 --> 01:38:12.553]  The pharmacist, like I said, had no clue whatsoever, and he wasn't going to take it.
[01:38:13.151 --> 01:38:18.856]  Yeah, they're just finding... but in closing, Marcus, what's the bottom line with people you're talking to?
[01:38:18.876 --> 01:38:20.578]  I mean, are your co-workers smelling a rat?
[01:38:21.538 --> 01:38:40.295]  Yes, they are, and I printed off the insert for one of them, the fluorine, and on a warning and precaution, it does mention the Guillain-Barré syndrome, and it says, on insert, if Guillain-Barré syndrome has occurred within six weeks of receipt of prior influenza vaccine,
[01:38:41.203 --> 01:38:45.452]  The decision to give Fluvorin should be based on careful consideration of the potential
[01:38:46.726 --> 01:38:49.269]  Yeah, we need to get that up on InfoWars.com.
[01:38:49.289 --> 01:38:52.571]  Do you have the Fluvorin posted up on FluScam, Dr. Horowitz?
[01:38:52.751 --> 01:38:53.612]  Yes, we do, Alex.
[01:38:53.692 --> 01:38:58.296]  Just connect to FluScam.com and you'll see the new page that's there.
[01:38:58.316 --> 01:38:58.756]  All right.
[01:38:58.876 --> 01:39:06.603]  I want to get Paul Watson to do a headline, Flu Vaccine Maker Admits Link to Gillian Beret, Which Killed Your Mother, Dr. Horowitz.
[01:39:06.623 --> 01:39:07.323]  Sorry to mention that.
[01:39:07.844 --> 01:39:08.544]  It's painful.
[01:39:09.045 --> 01:39:10.206]  We can save lives here.
[01:39:10.266 --> 01:39:13.629]  But again, then we need to show how they're hoaxing saying it doesn't.
[01:39:14.617 --> 01:39:19.969]  And I hear that Dr. Dina Dell every weekend on the radio saying that's not true and then the insert says it.
[01:39:21.601 --> 01:39:23.801]  But the insert itself is a fraud.
[01:39:24.122 --> 01:39:27.542]  Because you can't simply say at six weeks it's a cut-off.
[01:39:27.922 --> 01:39:41.024]  If you've ever had Guillain-Barre, it means that you have your system engaged with antigenic complexes and immune system sensitivities that are going to be aggravated hideously by these new injections.
[01:39:41.184 --> 01:39:42.165]  This is unbelievable.
[01:39:42.465 --> 01:39:43.545]  God bless you, Marcus.
[01:39:43.585 --> 01:39:44.645]  Stay in contact with us.
[01:39:44.685 --> 01:39:45.205]  Anything else?
[01:39:46.305 --> 01:39:48.566]  I have one more point that you mentioned about the microchips.
[01:39:48.766 --> 01:39:50.346]  With me working for Novartis also,
[01:39:51.622 --> 01:40:07.107]  No, they're saying they're going to make people, they're considering making you take a chip to prove you've had the flu shot.
[01:40:07.127 --> 01:40:08.027]  That's mainstream news.
[01:40:08.047 --> 01:40:09.328]  I mean, we're entering the twilight zone.
[01:40:09.588 --> 01:40:10.288]  Thank you, Marcus.
[01:40:10.688 --> 01:40:14.389]  Final caller, and then we've got other key flu and economic news coming up after the break.
[01:40:14.789 --> 01:40:16.550]  And then Dr. Jerome Corsi joins us as well.
[01:40:16.870 --> 01:40:19.291]  Charlene, New York medical worker, you're on the air.
[01:40:19.311 --> 01:40:19.911]  Thanks for holding.
[01:40:20.632 --> 01:40:22.113]  Yeah, thanks for hitting me on Alex.
[01:40:22.193 --> 01:40:46.372]  I've been trying to call for a while now and I just wanted to really, as a person who's experienced great health most of my life, I swam every day, played tennis four hours at a time and was in perfect health, worked in the medical field and had a chance to unknowingly receive the hepatitis B immunization, the trifecta.
[01:40:47.073 --> 01:40:48.634]  After receiving the third shot,
[01:40:49.592 --> 01:40:59.515]  I moved to a different worksite, so three weeks later I was noticing some very photosensitivity.
[01:41:00.395 --> 01:41:04.956]  I was waking up in the morning and my head, it was really weird, it looked like a corpse.
[01:41:05.096 --> 01:41:07.057]  It looked like there was no blood.
[01:41:07.177 --> 01:41:09.577]  It wasn't like pretty and pale.
[01:41:09.757 --> 01:41:11.218]  It was like a corpse head.
[01:41:11.698 --> 01:41:15.059]  But I still had never heard of any kind of
[01:41:16.240 --> 01:41:16.700]  I don't know.
[01:41:30.120 --> 01:41:33.543]  It's like being stuck in a Stephen King novel, and I'm not kidding.
[01:41:33.563 --> 01:41:36.145]  Well, they admit it causes the brain to swell.
[01:41:36.925 --> 01:41:37.646]  Dr. Horowitz?
[01:41:38.246 --> 01:41:45.632]  You know, the hepatitis B vaccine, just look at the documents in the affidavit on the hepatitis B vaccine.
[01:41:46.152 --> 01:41:52.317]  Give it to 12-hour-old infants whose immune systems aren't mature yet is absolute genocide.
[01:41:52.597 --> 01:41:55.498]  And we wonder why the kids are all dull and half-retarded now.
[01:41:55.998 --> 01:41:57.218]  It's soft kill weapons.
[01:41:57.278 --> 01:41:59.459]  Ma'am, call me back again with more.
[01:41:59.499 --> 01:42:00.399]  We're out of time.
[01:42:00.419 --> 01:42:05.220]  Charlene, because tomorrow we're going to open the phones up again for victims and other people.
[01:42:05.280 --> 01:42:07.761]  God bless you, and I'm sorry that happened to you.
[01:42:07.781 --> 01:42:09.262]  That's why I want to warn people.
[01:42:09.542 --> 01:42:10.422]  We know!
[01:42:10.942 --> 01:42:11.783]  We know!
[01:42:11.843 --> 01:42:13.203]  And they just keep killing us!
[01:42:13.464 --> 01:42:15.245]  The Gardasil, they keep killing us!
[01:42:15.305 --> 01:42:16.105]  They're dying!
[01:42:16.145 --> 01:42:17.526]  They're becoming paralyzed!
[01:42:17.786 --> 01:42:22.509]  BlueScam.com, InfoWars.com, PrisonPlanet.com, continue war room there.
[01:42:22.589 --> 01:42:26.492]  We'll have Dr. Horowitz and his investigative journalists.
[01:42:26.832 --> 01:42:27.792]  Thank you, Alex.
[01:42:46.357 --> 01:42:46.677]  Stay there.
[01:42:46.697 --> 01:42:47.618]  We're going to set you up again.
[01:42:47.899 --> 01:42:49.740]  We've got a bunch of other medical doctors coming up.
[01:42:50.101 --> 01:42:51.322]  We've got Sherry Tenpenny.
[01:42:51.602 --> 01:42:52.743]  We've got Dr. Blaylock.
[01:42:53.284 --> 01:42:56.007]  We've got Stan Monteith, the doctor, coming on.
[01:42:56.067 --> 01:42:57.368]  Dr. Ron Paul this week.
[01:42:57.648 --> 01:42:58.509]  Total coverage.
[01:42:58.790 --> 01:42:59.350]  Stay with us.
[01:42:59.410 --> 01:43:00.171]  More straight ahead.
[01:43:00.231 --> 01:43:00.852]  Key info.
[01:43:01.212 --> 01:43:04.155]  When you hear the words water purification, what comes to mind?
[01:43:04.560 --> 01:43:08.184]  If it's Berkey Water Purification Systems, this message is for you.
[01:43:08.465 --> 01:43:11.929]  Did you know that over 60% of municipal water contains fluoride?
[01:43:12.189 --> 01:43:19.718]  At less than two cents per gallon, Berkey water filters purify treated and untreated water, remove dangerous chlorine, fluoride, and contaminants.
[01:43:21.203 --> 01:43:27.068]  These filters are powerful enough to purify stagnant pond water, making them perfect for rainwater collection systems.
[01:43:27.349 --> 01:43:31.873]  From the smallest to the largest systems, Big Berkey Water Filters dot com has what you need.
[01:43:32.193 --> 01:43:38.379]  With your system purchase, you'll receive a shower filter, a fluoride filter, or two sport Berkey bottles absolutely free.
[01:43:38.659 --> 01:43:44.985]  Big Berkey Water Filters dot com would like to offer GCN listeners 5% off all ceramic filter systems.
[01:43:45.425 --> 01:43:48.087]  And ship all orders over $50 free of charge.
[01:43:48.388 --> 01:43:50.710]  Visit BigBerkeyWaterFilters.com.
[01:43:50.930 --> 01:43:52.811]  That's BigBerkeyWaterFilters.com.
[01:43:52.852 --> 01:43:53.692]  Or call 1-877-99-BERKEY.
[01:43:53.712 --> 01:43:54.313]  That's 1-877-99-BERKEY today.
[01:44:04.125 --> 01:44:07.287]  It's here, after a year in production and traveling to distant lands.
[01:44:07.627 --> 01:44:09.568]  My new film, Terror Storm, is complete.
[01:44:09.948 --> 01:44:17.592]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:44:18.272 --> 01:44:25.335]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:44:25.716 --> 01:44:32.579]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying,
[01:44:33.095 --> 01:44:37.196]  Secret police torture, the latest 9-11 information, and much, much more.
[01:44:37.456 --> 01:44:40.996]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:44:41.417 --> 01:44:43.357]  It's an anthology of government crimes.
[01:44:43.677 --> 01:44:47.618]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:44:48.118 --> 01:44:55.119]  Get your copy today on InfoWars.com or PrisonPlanet.com or by calling toll-free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[01:45:00.911 --> 01:45:10.996]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh, nutritious vegetables will make it to your dinner table?
[01:45:11.476 --> 01:45:12.537]  Garden in a Can.
[01:45:12.897 --> 01:45:16.479]  Garden in a Can is your source for premium, long-term, storable seeds.
[01:45:17.039 --> 01:45:18.820]  Garden in a Can is ready when you are.
[01:45:19.060 --> 01:45:21.361]  Plant them now or store them for when you really need them.
[01:45:21.821 --> 01:45:30.838]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[01:45:31.494 --> 01:45:32.515]  Garden in a Can.
[01:45:32.915 --> 01:45:33.776]  It's that simple.
[01:45:34.116 --> 01:45:35.997]  Fresh, healthy, easy.
[01:45:36.518 --> 01:45:40.480]  Only $69.95 for over a half acre of safe fresh vegetables.
[01:45:40.861 --> 01:45:41.781]  Ready when you are.
[01:45:42.442 --> 01:45:46.064]  Stop procrastinating and start preparing with Garden in a Can.
[01:45:46.524 --> 01:45:49.607]  For more details visit GardenInACan.com today.
[01:45:50.007 --> 01:45:52.509]  That's GardenInACan.com or call 866-598-7396.
[01:45:52.529 --> 01:45:52.569]  866-598-7396.
[01:46:04.025 --> 01:46:06.466]  Don't worry, this show is documented.
[01:46:07.026 --> 01:46:09.827]  Alex Jones on the GCN Radio Network.
[01:46:10.307 --> 01:46:17.870]  That's right, it is documented as we wage war on corruption, crash of the lies and disinformation for about two segments.
[01:46:17.890 --> 01:46:19.931]  In the next hour, we've got Dr. Jerome Corsi on.
[01:46:19.951 --> 01:46:32.076]  I'm going to get his take on the flu, but separately on what's happening to the economy and Google and others with systems, these smart thermostats to track everything you're doing basically on your power grid in your home.
[01:46:32.947 --> 01:46:33.888]  So we're going to get some into that.
[01:46:33.928 --> 01:46:39.153]  We're going to continue in the last half hour to take your whistleblower calls about forced inoculations, troop movements.
[01:46:39.173 --> 01:46:43.176]  I have a video clip of troops running checkpoints in Arizona against citizens.
[01:46:43.236 --> 01:46:46.319]  It's all starting to happen as they just ratchet it up incrementally.
[01:46:46.780 --> 01:46:48.061]  Here's a Reuters headline.
[01:46:48.141 --> 01:46:50.203]  Gold climbs towards 18-month high.
[01:46:50.943 --> 01:46:51.784]  Eyes on Fed.
[01:46:52.805 --> 01:46:55.968]  And gold is at $1,019 and climbing.
[01:46:56.748 --> 01:47:06.576]  And we have Ted Anderson joining us because Ted Anderson bought gold again when it was a lot lower than it is now, and he can sell you gold and silver at a price much lower than it is right now.
[01:47:07.277 --> 01:47:11.039]  You can't beat that in this market when most people can't even get their hands on gold and silver now.
[01:47:11.060 --> 01:47:12.401]  A lot of the brokers are running out.
[01:47:12.901 --> 01:47:14.582]  Ted Anderson, Midas Resources.
[01:47:14.602 --> 01:47:15.323]  Thanks for joining us.
[01:47:15.623 --> 01:47:17.024]  Yeah, thanks for having me up, Alex.
[01:47:17.064 --> 01:47:19.805]  Boy, I can tell you it's getting tough to buy it in the dips right now.
[01:47:19.845 --> 01:47:26.009]  I had about maybe an hour and a half to two hours to lock things in when gold was at $9.95 here just yesterday.
[01:47:28.723 --> 01:47:33.267]  And now it's jumped right up to $1,020, and it's getting tough.
[01:47:33.327 --> 01:47:35.709]  I mean, India right now is buying gold like crazy.
[01:47:35.749 --> 01:47:36.690]  The Chinese are.
[01:47:37.650 --> 01:47:42.414]  There is a lot of demand in this marketplace, not just here in the United States, but in the world.
[01:47:42.494 --> 01:47:47.338]  And mostly you'll see that reflected in the prices when the Asian markets open up while we're sleeping.
[01:47:47.679 --> 01:47:51.622]  Every now and then we have this dip here because the Fed's in there trying to push the prices down.
[01:47:52.042 --> 01:47:55.365]  And then you watch the European market and the Asian markets.
[01:47:57.987 --> 01:48:10.182]  Well, this is like being able to buy Google or IBM stock when it's at 100 and then it goes up to 130 or 150 and you're still selling the stock for the lower price.
[01:48:10.242 --> 01:48:12.184]  People cannot beat this deal.
[01:48:14.565 --> 01:48:17.286]  Gold's more than doubled in the last five years.
[01:48:17.666 --> 01:48:19.186]  It's over 20% gain a year.
[01:48:19.246 --> 01:48:19.646]  What is it?
[01:48:20.186 --> 01:48:22.467]  Yeah, it's running right in at that 20% level.
[01:48:22.507 --> 01:48:25.868]  Because you've got to remember, we go back down to about 245 gold.
[01:48:26.468 --> 01:48:28.428]  And yeah, gold has really done well.
[01:48:28.548 --> 01:48:29.188]  So has silver.
[01:48:29.308 --> 01:48:29.869]  Well, wait.
[01:48:30.009 --> 01:48:34.650]  Wait, if it was 245 then, and now it's up to over 1,000, that's more than a doubling.
[01:48:34.670 --> 01:48:35.610]  That's a tripling?
[01:48:35.990 --> 01:48:36.550]  Quadrupling?
[01:48:36.570 --> 01:48:39.851]  Yeah, quadrupling from the lowest point in the marketplace.
[01:48:40.233 --> 01:48:41.774]  You know, it's hard to hit those points.
[01:48:42.174 --> 01:48:51.000]  And like I said, I mean, to be able to buy in these dips right now when you only have little tiny opportunities, usually have a day or two, I don't even get that anymore.
[01:48:51.020 --> 01:48:54.042]  It's like an hour, it'll come down, and boom, it's right back up again.
[01:48:54.102 --> 01:48:55.103]  And it's strong.
[01:48:55.223 --> 01:48:56.964]  I expect to see gold go up further.
[01:48:57.665 --> 01:48:58.605]  It's breaking forward.
[01:48:58.645 --> 01:49:02.528]  If you're a technician, you can see what's going on in the marketplace.
[01:49:02.608 --> 01:49:06.251]  It's hitting this resistance level and heading right back on up again.
[01:49:06.291 --> 01:49:08.552]  It looks like a W on a chart, which is what
[01:49:09.974 --> 01:49:12.359]  You know, it's an indication that we're going to break forward.
[01:49:12.760 --> 01:49:17.250]  You know, Bob Chapman was mentioning that on a show I was on with him just yesterday.
[01:49:18.050 --> 01:49:19.831]  And I've been following the same thing.
[01:49:19.871 --> 01:49:24.474]  If you follow Robert Proctor, and you're a technician at all, you can see what's going on with gold.
[01:49:24.494 --> 01:49:28.536]  Well, Ted, tell people the gold and silver you've got at the below market price.
[01:49:28.716 --> 01:49:33.238]  Well, the best things that I have right now still are the Walking Liberty halves at $8.69.
[01:49:33.318 --> 01:49:34.139]  Silver trading around $17.
[01:49:34.519 --> 01:49:35.800]  That's a steal.
[01:49:36.140 --> 01:49:38.721]  That's like buying Walking Liberty halves at the junk price.
[01:49:39.242 --> 01:49:41.363]  And then the $10 Liberty right now at $8.18.
[01:49:41.403 --> 01:49:44.685]  Roughly about $150 more if I buy them back in the marketplace right now.
[01:49:47.862 --> 01:49:52.804]  And seriously, I mean, if you're looking at the Franks or the British Sovereigns, they're at a good buy, too.
[01:49:53.224 --> 01:49:55.746]  But those two coins, without a question, hands down.
[01:49:56.006 --> 01:49:57.626]  Well, where is Crazy Eddie when you need him?
[01:49:57.646 --> 01:50:00.027]  I mean, I should be yelling and screaming and saying, incredible deal.
[01:50:00.087 --> 01:50:01.408]  It is such an amazing deal.
[01:50:01.428 --> 01:50:04.209]  We're just going to calmly let you know that price is there.
[01:50:04.569 --> 01:50:05.670]  Tell folks about the silver.
[01:50:06.092 --> 01:50:09.553]  Yeah, the silver right now, the best thing to buy is that Walking Liberty half.
[01:50:09.633 --> 01:50:10.434]  It's $8.69.
[01:50:10.854 --> 01:50:13.675]  If you like those Lakota coins, they're going to be jumping up too.
[01:50:13.715 --> 01:50:14.615]  They're at $22.30.
[01:50:14.955 --> 01:50:19.136]  You can call us at 1-800-686-2237.
[01:50:19.177 --> 01:50:20.237]  We'll have all that for you.
[01:50:20.257 --> 01:50:23.038]  But mention you heard it on the Alex Jones Show, please.
[01:50:24.445 --> 01:50:24.485]  800-686-2237.
[01:50:26.326 --> 01:50:30.349]  If you don't tell them you heard it on this radio show today, Ted is selling gold at a higher price.
[01:50:30.369 --> 01:50:32.650]  This is a special for our listeners only.
[01:50:32.670 --> 01:50:32.930]  800-686-2237.
[01:50:33.070 --> 01:50:37.753]  Dr. Jerome Kors, he's coming up in five minutes.
[01:50:38.033 --> 01:50:39.734]  I want to talk to you more about the market, Ted.
[01:50:39.754 --> 01:50:40.194]  Stay with us.
[01:50:40.214 --> 01:50:40.835]  Back in one minute.
[01:50:42.376 --> 01:50:44.297]  You are listening to GCN.
[01:50:45.938 --> 01:50:47.819]  Visit GCNlive.com today.
[01:50:50.697 --> 01:50:53.618]  Have you ever wanted to generate your own supply of electrical power?
[01:50:54.078 --> 01:50:57.259]  If so, this is going to be the most important message you will ever hear.
[01:50:57.699 --> 01:51:02.081]  Solar power generators are now available from Solutions from Science in Thompson, Illinois.
[01:51:02.281 --> 01:51:07.863]  These emergency backup systems provide life-saving electrical power when you need it most, unlike gas generators.
[01:51:08.163 --> 01:51:12.667]  A solar generator runs quietly, emits no fumes, and produces electricity for free.
[01:51:12.927 --> 01:51:15.990]  It's like having an electric power plant running quietly in your own home.
[01:51:16.570 --> 01:51:20.974]  Run sump pumps, shortwave radios, computers, and even keep food from spoiling.
[01:51:21.374 --> 01:51:27.680]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[01:51:27.940 --> 01:51:29.902]  When the power goes out, you'll be ready.
[01:51:30.362 --> 01:51:33.183]  With a solar-powered generator from Solutions from Science.
[01:51:33.563 --> 01:51:37.625]  Go to MySolarBackup.com and get off the grid today.
[01:51:38.065 --> 01:51:39.846]  That's MySolarBackup.com.
[01:51:39.866 --> 01:51:40.086]  Or call 877-327-0365.
[01:51:40.106 --> 01:51:40.146]  877-327-0365.
[01:51:40.166 --> 01:51:40.766]  Don't wait.
[01:51:40.846 --> 01:51:41.387]  Call today.
[01:51:41.467 --> 01:51:42.487]  Waging war on corruption.
[01:51:42.507 --> 01:51:43.788]  Alex Jones on the GCM Radio Network.
