[00:00:04.696 --> 00:00:06.177]  Thank you, Mr. Chairman.
[02:06:31.597 --> 02:06:37.243]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[02:06:37.603 --> 02:06:43.628]  I love their NutriCafe, great organic coffee infused with herbal extracts to boost your immune system.
[02:06:43.628 --> 02:06:47.791]  Try all of their truly honest products that will keep you alive and healthy.
[02:06:47.791 --> 02:06:55.256]  Go to enerfood.com or give them a call right now, 866-762-9238.
[02:06:55.256 --> 02:06:58.559]  Click on their banner at infowars.com to see all the available discounts.
[02:07:00.742 --> 02:07:04.963]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[02:07:04.963 --> 02:07:06.983]  Do you really know what's in your tap water?
[02:07:06.983 --> 02:07:15.485]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[02:07:15.485 --> 02:07:21.047]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[02:07:21.047 --> 02:07:22.667]  Now what are you going to do about it?
[02:07:22.907 --> 02:07:29.429]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[02:07:29.429 --> 02:07:40.471]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[02:07:40.471 --> 02:07:41.252]  That's right.
[02:07:41.252 --> 02:07:43.812]  Clean water, right from the air you breathe.
[02:07:43.812 --> 02:07:45.393]  Order today by calling 1-800-691-8255.
[02:07:47.193 --> 02:07:48.894]  I was just listening to the ad that ran.
[02:08:14.384 --> 02:08:21.669]  It's a local, so a lot of stations probably didn't hear it, but it's the eFoods Direct ad that I cut a year and a half ago.
[02:08:21.669 --> 02:08:28.713]  And I said, will you have storable foods or will you be forced to go to the inoculation centers?
[02:08:28.713 --> 02:08:37.099]  Now, how did I make an ad a year and a half ago saying they would be trying to forcibly inoculate you with inoculation centers now being announced?
[02:08:37.099 --> 02:08:38.320]  Now as they ease it out there.
[02:08:39.130 --> 02:08:53.514]  Because we got the secret FEMA training manuals three years ago, a year and a half before it was declassified, of the tens of thousands of clergy being secretly hired by FEMA, and the training manual said, tell them it's of God to turn your guns in.
[02:08:53.514 --> 02:08:58.435]  It's of God to go to the FEMA camp and be inoculated, to submit.
[02:08:58.435 --> 02:09:01.116]  It's of God to do all of this.
[02:09:01.116 --> 02:09:04.177]  And so we then knew that was one of their main battle plans.
[02:09:05.114 --> 02:09:10.517]  Then, in January, we saw them telling local police, get ready for martial law, the flu's coming.
[02:09:10.517 --> 02:09:18.901]  That's why we knew in January, rolled into April, and then it came out, we knew it was level 6 three months before it became mainstream news.
[02:09:18.901 --> 02:09:25.905]  And we've warned so many people about what's happening, that it's going to be hard for the globalists to carry this out.
[02:09:25.905 --> 02:09:32.088]  We're going to go to Dr. Stan Monteith in one moment, but finishing up with Luca and Bridget from Mojave County Minute Men and Mojave County Oath Keepers.
[02:09:35.069 --> 02:09:36.810]  Final comments from both of you.
[02:09:36.810 --> 02:09:38.010]  Alex, I want to say one thing.
[02:09:38.010 --> 02:09:40.791]  We need to be proactive, as you know, as you say.
[02:09:40.791 --> 02:09:45.393]  Information is the first weapon, and then we need also start to make this information active in the community.
[02:09:45.393 --> 02:09:48.534]  Otherwise, if we keep it to ourselves, it's not the only thing.
[02:09:48.534 --> 02:09:53.276]  One important thing we're doing this Saturday and Sunday, and this is part of the knowledge we must know.
[02:09:53.276 --> 02:09:55.757]  We have apple seed coming in Cayman.
[02:09:55.757 --> 02:09:59.939]  It's free class of a clinic, how to become a rifleman.
[02:10:00.299 --> 02:10:01.641]  Pray for the best, but uh...
[02:10:22.475 --> 02:10:24.275]  You know, hope for the best, prepare for the worst.
[02:10:24.275 --> 02:10:24.996]  Exactly.
[02:10:24.996 --> 02:10:25.556]  Exactly.
[02:10:25.556 --> 02:10:30.637]  And just what, for me, it's just like Luca said, I'm going to do apple seed.
[02:10:30.637 --> 02:10:31.997]  You know, we're aware.
[02:10:31.997 --> 02:10:33.617]  We open our mouths.
[02:10:33.617 --> 02:10:34.578]  We ask questions.
[02:10:34.578 --> 02:10:35.678]  We're not afraid.
[02:10:35.678 --> 02:10:36.598]  We learn to shoot.
[02:10:36.598 --> 02:10:37.738]  We don't shut up.
[02:10:37.738 --> 02:10:39.139]  We're learning everything we can.
[02:10:39.139 --> 02:10:40.619]  We're spreading the word.
[02:10:40.619 --> 02:10:45.260]  And if the New World Order thinks that they're going to be able to take us over without a fight,
[02:10:45.880 --> 02:10:50.827]  I think they miscalculated that there's too many people just like us from coast to coast.
[02:10:50.827 --> 02:10:53.611]  They're going to have a big fat fight on their hands if they want to.
[02:10:53.611 --> 02:10:55.033]  Well, they're going to stage events, though.
[02:10:55.033 --> 02:10:57.076]  They're going to kill their own troops and blame it on us.
[02:10:57.076 --> 02:10:59.379]  They're going to bomb federal buildings and blame it on us.
[02:10:59.379 --> 02:11:01.502]  We're going into a very dark time, but remember,
[02:11:02.143 --> 02:11:05.745]  We know they did it, just like Hitler with Klyowitz and Reichstag.
[02:11:05.745 --> 02:11:07.306]  We know they're staging the events.
[02:11:07.306 --> 02:11:09.327]  We know they've released the flu.
[02:11:09.327 --> 02:11:11.288]  We know they're staging all of this.
[02:11:11.288 --> 02:11:13.829]  This is only another big drill in my opinion.
[02:11:13.829 --> 02:11:14.870]  God bless you.
[02:11:14.870 --> 02:11:17.191]  We'll continue to check in with you as things develop.
[02:11:17.191 --> 02:11:18.011]  Take care of yourselves.
[02:11:18.011 --> 02:11:19.032]  We love you, Alex.
[02:11:19.032 --> 02:11:20.112]  We love you, Alex.
[02:11:20.112 --> 02:11:21.613]  We love you taking action as well.
[02:11:21.613 --> 02:11:25.835]  And folks, go to city councils, go to county commissioners.
[02:11:25.835 --> 02:11:26.476]  I remember in 1999,
[02:11:30.327 --> 02:11:34.153]  The SWAT team came in and threatened me at a county commissioner's meeting not to speak.
[02:11:34.153 --> 02:11:36.556]  It was on video, on TV.
[02:11:36.556 --> 02:11:37.417]  I said, I'm gonna speak.
[02:11:38.223 --> 02:11:45.585]  Then after the SWAT team commander who was in the same county commissioner building asked me, was actually across the street, he said, please come to my office.
[02:11:45.585 --> 02:11:47.245]  He said, look, I'm a Vietnam vet.
[02:11:47.245 --> 02:11:48.785]  There's not going to be troops in Austin.
[02:11:48.785 --> 02:11:51.106]  There's no martial law coming.
[02:11:51.106 --> 02:11:52.686]  He said, I would never allow that.
[02:11:52.686 --> 02:11:57.447]  Lieutenant Beck, they later got mad at him and ran him out because he said things like this.
[02:11:57.447 --> 02:12:00.188]  And I said, listen to me, they're paying off police chiefs.
[02:12:00.188 --> 02:12:01.708]  And I gave him videos of it.
[02:12:01.708 --> 02:12:03.569]  Police chiefs I interviewed, they tried to pay off.
[02:12:03.569 --> 02:12:04.569]  San Antonio police chief.
[02:12:05.430 --> 02:12:07.771]  And I said, Delta Force will visit you.
[02:12:07.771 --> 02:12:10.132]  They're visiting all the major cities now.
[02:12:10.132 --> 02:12:12.212]  Austin was about 700,000 people then.
[02:12:12.212 --> 02:12:14.373]  I said, they're gonna come to you soon.
[02:12:14.373 --> 02:12:15.213]  He laughed at me.
[02:12:15.213 --> 02:12:18.774]  A couple months later, he calls up and says, can you come to my office?
[02:12:18.774 --> 02:12:20.895]  He goes, here's Delta Force's card.
[02:12:20.895 --> 02:12:22.976]  He said, everything you said is true.
[02:12:22.976 --> 02:12:23.736]  Tell me more.
[02:12:24.574 --> 02:12:27.616]  And then he said, how do you know all this being so young?
[02:12:27.616 --> 02:12:30.117]  So I was like 24 or something.
[02:12:30.117 --> 02:12:30.957]  I don't remember how old I was.
[02:12:30.957 --> 02:12:32.658]  Yeah, about 24, 25.
[02:12:32.658 --> 02:12:35.460]  I looked really young and he said, who are you with?
[02:12:35.460 --> 02:12:36.981]  Are you with the government?
[02:12:36.981 --> 02:12:38.722]  Is this a thing in the government fighting each other?
[02:12:38.722 --> 02:12:40.963]  And I said, no, I'm with the American people.
[02:12:42.771 --> 02:12:50.115]  I mean, they just can't believe that citizens would be involved and informed in running counterintelligence against this global corporate takeover.
[02:12:50.115 --> 02:12:51.796]  Look, somebody's gotta do it!
[02:12:51.796 --> 02:12:55.538]  I never claim to have all the answers or be the best at this.
[02:12:55.538 --> 02:13:00.301]  We're just a ragtag group going toe-to-toe with the New World Order and their PSYOPs.
[02:13:00.301 --> 02:13:04.143]  But if you just start understanding, everything they say is the opposite.
[02:13:04.143 --> 02:13:06.384]  Everything they say is a lie or a distortion.
[02:13:07.449 --> 02:13:20.800]  I've got mainstream news, we're going to cover with Dr. Monteith, admitting that they chose a plastic, of thousands of plastic formulas, for worldwide adoption in the 60s, that sterilizes the men.
[02:13:20.800 --> 02:13:24.864]  The White House science czar admits they're putting the stuff in the water.
[02:13:24.864 --> 02:13:28.607]  Folks, the military and the police, I'm not your enemy.
[02:13:28.607 --> 02:13:33.811]  I don't have some macho, head up thing, fantasy of having war with you.
[02:13:35.543 --> 02:13:36.865]  I hate what you do, though.
[02:13:36.865 --> 02:13:37.886]  I hate your ignorance.
[02:13:37.886 --> 02:13:40.811]  I hate your denial.
[02:13:40.811 --> 02:13:42.273]  I just wish you'd research.
[02:13:42.273 --> 02:13:44.056]  This is important!
[02:13:44.056 --> 02:13:47.921]  This is real!
[02:13:47.921 --> 02:13:49.403]  Let's go to Dr. Stan Monteith.
[02:13:50.649 --> 02:13:55.954]  He's led a delegation of physicians from Santa Cruz County to the House of Delegates of the California Medical Association for 10 years.
[02:13:55.954 --> 02:13:59.597]  He's led the battle with an organized medicine in California to address the AIDS epidemic.
[02:13:59.597 --> 02:14:01.719]  This is an old bio.
[02:14:01.719 --> 02:14:07.424]  He's a talk show host on Genesis, written a bunch of best-selling books, made videos, made films.
[02:14:07.424 --> 02:14:15.011]  He's a medical doctor, been doing this for over 40 years, fighting the New World Order, an expert on the eugenics, an expert on AIDS being engineered.
[02:14:15.952 --> 02:14:18.134]  And an expert on what's happening with this flu.
[02:14:18.134 --> 02:14:20.916]  For the Balance of the Hour, Dr. Stan Monteith joins us.
[02:14:20.916 --> 02:14:22.838]  Doctor, it's good to have you on with us.
[02:14:22.838 --> 02:14:34.047]  It's great to be with you, Alex, and this is an exciting time because, you know, I'm getting all sorts of emails from people in the healthcare industry who are saying, look, they're threatening to take away my job.
[02:14:34.047 --> 02:14:39.172]  They're threatening to take away my pension if I won't take this vaccine.
[02:14:39.172 --> 02:14:40.573]  And I say, do not take it.
[02:14:40.573 --> 02:14:42.995]  Just tell them you're going to sue them, get the other people
[02:14:45.609 --> 02:14:49.170]  Dr. Monteith?
[02:14:49.170 --> 02:14:51.591]  Alright, we just lost his phone line.
[02:14:51.591 --> 02:14:56.052]  Yes, they've denied the last month that they're ordering people to take shots and it's forced.
[02:14:56.052 --> 02:14:57.693]  Now they're having to admit it slowly.
[02:14:57.693 --> 02:15:02.835]  But again, they deny it to the last minute so we can't build opposition.
[02:15:02.835 --> 02:15:06.396]  If an army's about to attack you, they want to sneak up.
[02:15:06.396 --> 02:15:09.977]  They don't want you to know they're coming.
[02:15:09.977 --> 02:15:12.138]  And this is what they're doing.
[02:15:13.410 --> 02:15:20.856]  While we're getting Dr. Monteith back on the line, MAAC organizes Pittsburgh security for G20.
[02:15:20.856 --> 02:15:24.438]  It says the FBI and Secret Service are running it along with the Army.
[02:15:24.438 --> 02:15:27.400]  Now we saw this in 99, in Seattle.
[02:15:27.400 --> 02:15:31.423]  When I knew the Army was running this two weeks before, I said they're going to stage riots.
[02:15:31.423 --> 02:15:38.569]  And then it came out, the police had to admit later, 50 anarchists were flown in, funded by a big foundation.
[02:15:38.569 --> 02:15:42.191]  This is all in my film, Police State 2 The Takeover, that we released in 2000.
[02:15:44.349 --> 02:15:46.630]  You want to see the documentation?
[02:15:46.630 --> 02:15:50.091]  And they flew them in.
[02:15:50.091 --> 02:15:56.074]  And they had them attack police before the news cameras to then set the pretext to attack everybody.
[02:15:56.074 --> 02:15:57.635]  Delta Force ran that as well.
[02:15:57.635 --> 02:16:01.576]  That was in the Seattle Post-Intelligencer, Seattle Times.
[02:16:01.576 --> 02:16:04.478]  It was in all three of the papers in Seattle.
[02:16:04.478 --> 02:16:07.079]  Seattle Times, Post-Intelligencer, and the other one.
[02:16:07.079 --> 02:16:09.440]  That's all in Police State 2.
[02:16:11.107 --> 02:16:11.967]  The takeover.
[02:16:11.967 --> 02:16:16.808]  This is the takeover, and they know incremental is hard to beat.
[02:16:16.808 --> 02:16:18.748]  It's like a frog in cold water.
[02:16:18.748 --> 02:16:19.629]  He won't jump out.
[02:16:19.629 --> 02:16:21.269]  You turn it up slowly, he'll boil to death.
[02:16:21.269 --> 02:16:23.749]  You throw him in hot water, he'll jump out.
[02:16:23.749 --> 02:16:25.090]  That old analogy.
[02:16:25.090 --> 02:16:29.430]  And the troops are brainwashed, the police are brainwashed, the public's brainwashed.
[02:16:29.430 --> 02:16:35.091]  And I told you over a decade ago, the big takeover would come when they fully bankrupted the economy.
[02:16:35.091 --> 02:16:37.872]  Dr. Monteith, we lost you there, and your phone's real low.
[02:16:37.872 --> 02:16:38.452]  Can you speak up?
[02:16:38.872 --> 02:16:40.253]  Okay, how is that?
[02:16:40.253 --> 02:16:40.673]  Good, good.
[02:16:40.673 --> 02:16:41.194]  Start over.
[02:16:41.194 --> 02:16:42.995]  You're saying an exciting time to be alive.
[02:16:42.995 --> 02:16:44.756]  Well, it certainly is.
[02:16:44.756 --> 02:16:52.281]  But, you know, really with this whole thing on this swine flu, everybody, most people have missed this article.
[02:16:52.281 --> 02:16:58.885]  It appeared in the New York Times on the 12th of September, and they quote a number of leading epidemiologists
[02:16:59.522 --> 02:17:06.866]  Who have said that, you know, that they got a great vaccine, but the problem is the epidemic is going to be over.
[02:17:06.866 --> 02:17:11.168]  It's going to be peaked out before the vaccine is available in the middle of next month.
[02:17:12.074 --> 02:17:14.395]  And that really is true.
[02:17:14.395 --> 02:17:22.700]  In fact, I emailed or just talked to Mr. Hartman and hopefully he'll have those figures off the CDC webpage.
[02:17:22.700 --> 02:17:26.382]  You can see that it's already peaked at its highest level.
[02:17:26.382 --> 02:17:33.086]  They call it widespread level 5 in almost 20 states as of about two weeks ago.
[02:17:33.086 --> 02:17:35.867]  It's already peaked and declining.
[02:17:35.867 --> 02:17:38.829]  The incidence of the new infections in California
[02:17:39.409 --> 02:17:45.753]  This disease is so mild that most people who get it don't even know they've been ill.
[02:17:45.753 --> 02:17:49.055]  What they've done is a bait and switch on the vaccine.
[02:17:49.055 --> 02:17:58.440]  The article that they utilized to demonstrate that the vaccine was effective was published in the New England Journal of Medicine on the 10th of September.
[02:17:58.440 --> 02:18:00.181]  It's called A Trial of Influenza.
[02:18:01.233 --> 02:18:07.719]  A H1N1 2009 monovalent adjuvanted vaccine.
[02:18:07.719 --> 02:18:19.088]  In other words, they used an adjuvanted vaccine in Australia to prove that the vaccine works, but they're not going to give an adjuvanted vaccine in the United States at least.
[02:18:19.088 --> 02:18:25.073]  They're afraid to because they know there's so much opposition to it and because it's not licensed in the United States.
[02:18:25.652 --> 02:18:30.133]  So, they used one vaccine and said, gee, look how great it works!
[02:18:30.133 --> 02:18:33.894]  And then, of course, they're going to use a different vaccine in the United States.
[02:18:33.894 --> 02:18:45.137]  Well, Doctor, I want to walk through all this with you, but also, from your years of researching this Eugenics Order of Darkness, Brotherhood of Darkness, as your book title states it, what do you think the master plan here?
[02:18:45.137 --> 02:18:49.759]  Is this just a giant drill for federalization and nation-states to go under U.N.
[02:18:49.759 --> 02:18:50.779]  Level 6 control?
[02:18:51.853 --> 02:18:54.417]  Or could this be something bigger?
[02:18:54.417 --> 02:19:00.347]  It may be a trial, it may be an effort to make $40 billion for the pharmaceutical industry.
[02:19:00.347 --> 02:19:06.657]  Certainly they're going to do tremendous damage to a large segment of our population because the CDC is
[02:19:07.217 --> 02:19:07.878]  I think?
[02:19:23.557 --> 02:19:28.401]  The CDC is saying it ought to be given to all children starting at two years of age.
[02:19:28.401 --> 02:19:32.185]  The manufacturers are saying don't give it to children less than four years of age.
[02:19:32.185 --> 02:19:34.587]  They get into all sorts of problems with it.
[02:19:34.587 --> 02:19:37.189]  And they don't want to give us one shot of the vaccine.
[02:19:37.189 --> 02:19:43.775]  They want to give two shots of the swine flu vaccine and two shots of the influenza vaccine.
[02:19:44.443 --> 02:19:45.944]  Because that's the seasonal, regular.
[02:20:01.331 --> 02:20:05.835]  For thousands of years, Native American healing has been practiced in North America.
[02:20:05.835 --> 02:20:10.118]  The Native Americans discovered an astonishing healing plant called Ciaga.
[02:20:10.118 --> 02:20:20.948]  This pesticide-free, wild-crafted, all-natural wonder is hand-picked by a medicine man and effectively combined with other all-natural and sacred ingredients into a product called Defense.
[02:20:20.948 --> 02:20:29.855]  These key ingredients not only supply powerful immune system-building blocks defending your body against natural and man-made viruses, but they also assist your body in healing
[02:20:31.323 --> 02:20:31.563]  Let's do it!
[02:21:01.007 --> 02:21:03.190]  Why are you letting that search engine spy on you?
[02:21:03.190 --> 02:21:04.051]  Spy on me?
[02:21:04.051 --> 02:21:04.372]  Yeah.
[02:21:04.372 --> 02:21:09.418]  Don't you know Google, Yahoo, and other search engines record all your searches and store them in a giant database?
[02:21:09.418 --> 02:21:11.040]  You should use Startpage instead.
[02:21:11.040 --> 02:21:11.781]  Startpage?
[02:21:11.781 --> 02:21:12.202]  Yeah.
[02:21:12.202 --> 02:21:13.303]  Startpage.com.
[02:21:13.303 --> 02:21:16.067]  The new name for Ixquik, the world's most private search engine.
[02:21:16.247 --> 02:21:20.131]  They don't record your searches or your IP address, and the search results are great.
[02:21:20.131 --> 02:21:23.255]  Plus, StartPage is third-party certified, and it's totally free.
[02:21:23.255 --> 02:21:25.877]  I don't want Big Brother watching what I do on the internet.
[02:21:25.877 --> 02:21:27.479]  I'm adding StartPage to my browser.
[02:21:27.479 --> 02:21:27.779]  Right!
[02:21:27.779 --> 02:21:31.103]  Go to StartPage.com and start searching with privacy.
[02:21:31.103 --> 02:21:33.025]  Hello folks, this is Alex Jones.
[02:21:33.025 --> 02:21:36.529]  There are some habits you need to break if you want to hold on to your privacy.
[02:21:36.869 --> 02:21:40.652]  That's why I'm inviting you to take the one-week StartPage challenge.
[02:21:40.652 --> 02:21:45.796]  The next time you're about to look something up on Google, Yahoo, or Bing, go to StartPage.com instead.
[02:21:45.796 --> 02:21:49.199]  Try seven days of StartPage and break the big brother habit.
[02:21:49.199 --> 02:21:50.960]  Do yourself and your privacy a favor.
[02:21:50.960 --> 02:21:55.244]  Try StartPage.com for seven days and start protecting your privacy.
[02:21:55.244 --> 02:21:56.845]  That's StartPage.com.
[02:22:00.808 --> 02:22:07.494]  On the average, Americans work between 45 to 50 years, hoping to build up enough wealth to retire and live out their golden years.
[02:22:07.494 --> 02:22:15.601]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[02:22:15.601 --> 02:22:23.768]  Is this a flaw for the enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt, ensuring inflation and higher taxes?
[02:22:23.768 --> 02:22:28.532]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[02:22:28.852 --> 02:22:34.076]  Congressman Ron Paul states it's what every American needs to know about central bank power.
[02:22:34.076 --> 02:22:38.438]  A gripping adventure into the secret world of international banking cartel.
[02:22:38.438 --> 02:22:39.519]  Hi, this is Ted Anderson.
[02:22:39.519 --> 02:22:44.022]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[02:22:44.022 --> 02:22:48.925]  Call 1-800-686-2237 and order a copy today.
[02:22:48.925 --> 02:22:51.927]  It's critical that the public be made aware of the system.
[02:22:51.927 --> 02:22:53.568]  Call and order your copy today at 1-800-686-2237.
[02:22:56.730 --> 02:23:00.373]  That's 1-800-686-2237.
[02:23:00.373 --> 02:23:01.274]  You worry.
[02:23:01.274 --> 02:23:03.336]  You see the signs and worry about the future.
[02:23:03.336 --> 02:23:05.978]  You worry about economic turmoil and food shortages.
[02:23:05.978 --> 02:23:08.100]  How to be prepared while preserving your sanity?
[02:23:08.100 --> 02:23:09.721]  Your answer may be at hand.
[02:23:09.721 --> 02:23:13.304]  Author Linda Runyon lived off the land, isolated from civilization.
[02:23:13.304 --> 02:23:18.548]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[02:23:18.548 --> 02:23:21.851]  Perhaps the only sane insurance is knowledge of wild edible plants.
[02:23:22.503 --> 02:23:24.183]  The cost of learning is minimal.
[02:23:24.183 --> 02:23:27.084]  Wild food grows everywhere and you will see it everywhere.
[02:23:27.084 --> 02:23:30.545]  It's every bit organic and more nutritious than our modern diets.
[02:23:30.545 --> 02:23:39.186]  Well respected in her field, Linda's approach to teaching this subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
[02:23:39.186 --> 02:23:44.007]  Learn how to identify it, where and when to find it, how to prepare, use, and store it.
[02:23:44.007 --> 02:23:48.028]  Go to Linda's website, ofthefield.com, and take advantage of special offers.
[02:23:48.028 --> 02:23:48.888]  Or if you're not online,
[02:23:49.229 --> 02:23:53.850]  Call her 24-hour toll-free order line at 888-51-EAT-FREE.
[02:23:53.850 --> 02:23:57.271]  That number again, 888-51-EAT-FREE.
[02:23:57.271 --> 02:24:05.253]  A little knowledge makes starvation impossible.
[02:24:05.253 --> 02:24:09.494]  Medical doctor, Dr. Stan Monteith, joins us for the rest of the hour.
[02:24:11.018 --> 02:24:14.941]  We're gonna take some of your phone calls on the swine flu, your questions, your comments.
[02:24:14.941 --> 02:24:23.588]  When we open the phones up, Doctor, unlimited amounts, as many as we can take, nurses and husbands and wives of nurses being ordered to take it or they're fired.
[02:24:23.588 --> 02:24:24.769]  Nurses who've been fired.
[02:24:25.609 --> 02:24:27.730]  We're going to have a lady on the day, but she kind of chickened out.
[02:24:27.730 --> 02:24:28.530]  I don't blame her.
[02:24:28.530 --> 02:24:30.830]  But we have the letters where they're being threatened.
[02:24:30.830 --> 02:24:31.371]  It's in the news.
[02:24:31.371 --> 02:24:32.851]  They're now being fired.
[02:24:32.851 --> 02:24:34.571]  But there's not even a law.
[02:24:34.571 --> 02:24:39.673]  They're using regulations, and Obama's lying, saying they're not trying to make this mandatory.
[02:24:39.673 --> 02:24:44.654]  Open discussions on CNN and Fox about using the military to forcibly inoculate us.
[02:24:44.654 --> 02:24:47.135]  But you gave us the CDC, Center for Disease Control,
[02:24:47.927 --> 02:24:53.368]  Because it contains mercury, and mercury is toxic, it destroys the fertility, it destroys the mind, destroys the...
[02:25:09.355 --> 02:25:16.023]  The endocrine system, there is no safe dose of mercury and yet they're going to give it.
[02:25:16.023 --> 02:25:24.012]  They want everybody to take a swine flu shot with a full dose of mercury, a regular flu shot with a regular dose of mercury.
[02:25:24.012 --> 02:25:27.676]  They want every pregnant woman to take these shots.
[02:25:27.676 --> 02:25:29.058]  They want to give two shots.
[02:25:30.621 --> 02:25:43.408]  Is this not precedent setting where they're ordering medical workers to take the standard flu shot?
[02:25:43.408 --> 02:25:48.131]  No, no, they're ordering that.
[02:25:48.131 --> 02:25:49.311]  I've got the letters.
[02:25:49.311 --> 02:25:52.033]  I've got the letters from major hospital chains.
[02:25:52.033 --> 02:25:54.194]  They are firing people that don't take it.
[02:25:54.654 --> 02:26:02.139]  Well, basically, of course, this is going to produce terrible damage, first of all, because it does contain the mercury.
[02:26:02.139 --> 02:26:06.402]  A lot of people never have gotten the flu until they take a flu shot.
[02:26:06.402 --> 02:26:11.745]  They've been recommending for years that medical personnel take the seasonal flu.
[02:26:11.745 --> 02:26:14.027]  Now, that's not the H1N1.
[02:26:14.027 --> 02:26:18.910]  It's the seasonal, and most people won't take it because they know it makes them sick and it doesn't do any good.
[02:26:20.061 --> 02:26:24.726]  The vast majority of doctors in this country do not believe in influenza.
[02:26:31.363 --> 02:26:33.264]  I took the flu shot and almost died.
[02:26:33.264 --> 02:26:35.346]  I mean, my mother, that happened to her.
[02:26:35.346 --> 02:26:38.768]  Everybody I know has their horrible flu shot story.
[02:26:38.768 --> 02:26:41.370]  And of course, this promotes Gilead.
[02:26:41.370 --> 02:26:46.434]  It produces all sorts of medical problems.
[02:26:46.434 --> 02:26:55.561]  And they've been trying to sell it to the American people, and yet so many people have been crippled or have permanent damage to their immunity.
[02:26:55.561 --> 02:27:00.204]  You have to understand that the whole idea of vaccines is to stimulate the immune system.
[02:27:01.048 --> 02:27:05.595]  And this is one reason why we have so much autoimmune disease in America.
[02:27:05.595 --> 02:27:13.286]  We're talking about rheumatoid arthritis, lupus, Sjogren's disease, certain types of thyroiditis, chronic bowel symptoms.
[02:27:13.286 --> 02:27:16.671]  It's because they've overstimulated the immune system.
[02:27:17.954 --> 02:27:18.875]  Absolutely.
[02:27:18.875 --> 02:27:25.938]  And so, and then of course, you have to understand, we could start with simply an alphabetical approach to this.
[02:27:25.938 --> 02:27:31.801]  A, that you get asthma, and you get allergies, and you get autoimmune disease.
[02:27:31.801 --> 02:27:39.666]  Do you realize that in the United States today, one in nine children has asthma?
[02:27:39.666 --> 02:27:46.109]  You don't see this in the Amish children, because they aren't required to take the vaccines, or they just refuse to take the vaccines.
[02:27:46.735 --> 02:27:49.496]  There's been an explosion of autoimmune disease.
[02:27:49.496 --> 02:27:53.197]  There's an explosion of eczema and asthma, as you point out.
[02:27:53.197 --> 02:27:58.139]  And then, of course, the mercury in the vaccine attacks the brain.
[02:27:58.139 --> 02:28:13.885]  This is why, today, in the United States, one in six children, according to the CDC, their own figures, one in six children has either a learning disability or a neurodevelopmental abnormality.
[02:28:14.441 --> 02:28:16.402]  One in six American children.
[02:28:16.402 --> 02:28:19.524]  You don't see this in children who don't take the vaccine.
[02:28:19.524 --> 02:28:23.025]  They're destroying the minds and lives of our children.
[02:28:23.025 --> 02:28:27.047]  Which is what the top eugenicists like H.G.
[02:28:27.047 --> 02:28:32.910]  Wells and Bertrand Russell and John V. Holdren said they would do.
[02:28:32.910 --> 02:28:33.550]  Absolutely.
[02:28:33.550 --> 02:28:42.735]  In fact, if you read, and we have the book, people can get it, it's called The Impact of Science on Society, written by Bertrand Russell.
[02:28:43.215 --> 02:28:47.739]  Any comment there?
[02:28:47.739 --> 02:28:50.681]  By diet, injections, and injunctions.
[02:28:50.681 --> 02:28:58.688]  We will so alter the mind of the child that they will not be able to differ from the things that they were taught by their schoolmaster.
[02:28:58.688 --> 02:29:01.350]  By diet, injections, and injunctions.
[02:29:01.350 --> 02:29:02.931]  What are they going to put in the diet?
[02:29:05.564 --> 02:29:11.795]  Aspartame in the diet has an impact on the mind, but we could talk for hours on that because it's cancer.
[02:29:11.795 --> 02:29:17.846]  But then they put the mercury that they're giving our kids in the injection.
[02:29:18.874 --> 02:29:21.096]  They know that this destroys the mind.
[02:29:21.096 --> 02:29:30.904]  Do you realize that today in America, we have 5 million people with dementia and Alzheimer's disease, and all of China with four times our population.
[02:29:30.904 --> 02:29:33.946]  They've only got below 5.5 million people.
[02:29:33.946 --> 02:29:35.027]  And it gets worse than that.
[02:29:35.027 --> 02:29:38.490]  Stay there, Dr. Long's segment coming up.
[02:29:38.490 --> 02:29:39.351]  It gets worse than that.
[02:29:39.351 --> 02:29:41.192]  Our diabetes level, everything.
[02:29:41.192 --> 02:29:46.036]  We're going to talk about that with medical doctor, Dr. Stan Monteith, on the other side.
[02:29:46.036 --> 02:29:46.477]  Stay with us.
[02:29:51.570 --> 02:29:54.573]  We're on the march, the Empire's on the run.
[02:29:54.573 --> 02:30:00.998]  Alex Jones and the GCN Radio Network.
[02:30:00.998 --> 02:30:04.401]  Have you ever wanted to generate your own supply of electrical power?
