[00:00:07.333 --> 00:00:09.055]  BeNatural.com.
[00:46:21.082 --> 00:46:27.707]  DebtCrisisSolutions.com has helped tens of thousands out of debt since 1993 and will free you from the debt trap.
[00:46:28.007 --> 00:46:35.713]  DebtCrisisSolutions.com legally guarantees to put an end to wage garnishment, bank levies and liens and you won't pay one dime to creditors.
[00:46:35.953 --> 00:46:43.775]  With Debt Crisis Solutions Program, you'll also restore your credit history and be protected from legal action without making one more payment to creditors.
[00:46:44.055 --> 00:46:51.256]  DebtCrisisSolutions.com specializes in credit report restoration, preventing wage garnishment and bank levies, liens and judgments.
[00:46:51.656 --> 00:46:53.776]  Doing nothing doesn't make the debt go away.
[00:46:53.956 --> 00:46:56.517]  Become debt-free in 90 days, guaranteed!
[00:46:56.697 --> 00:47:00.118]  Call Debt Crisis Solutions now for a free consultation at 718-615-ZERO.
[00:47:01.698 --> 00:47:03.440]  Thank you for listening to GCN.
[00:47:03.520 --> 00:47:05.281]  Be sure to visit GCNlive.com today.
[00:47:29.022 --> 00:47:33.546]  Disposable heroes, ladies and gentlemen, the master of puppets.
[00:47:35.587 --> 00:47:40.632]  You know, a piece of cheese on a mousetrap looks really good to a mouse or a rat.
[00:47:42.113 --> 00:47:45.375]  That's all these kids rocking three doors down and all this Pentagon propaganda.
[00:47:46.416 --> 00:47:53.202]  They're now reporting 40 plus million dollars a year is going to be spent domestically, internationally brainwashing the American people
[00:47:54.271 --> 00:47:59.535]  Building up the military, paying for rock stars and movie stars and movies to have product placement in them.
[00:48:00.876 --> 00:48:02.797]  Selling the military is God.
[00:48:03.297 --> 00:48:04.138]  Let me give you a news flash.
[00:48:04.158 --> 00:48:12.183]  You're not in a free society when there's giant military ads everywhere and troops marching around and any excuse for troops to be in your life.
[00:48:14.705 --> 00:48:17.087]  They're gearing up for a total takeover of the US.
[00:48:18.868 --> 00:48:22.951]  What, you just think we could have this giant force and it wouldn't be used by interesting government to take over?
[00:48:23.965 --> 00:48:28.306]  George Washington twice was almost overthrown during a revolutionary war.
[00:48:30.087 --> 00:48:36.149]  Because his men and his generals wanted to have a coup d'etat and basically become kings.
[00:48:38.049 --> 00:48:40.250]  And it happened right when they won the war as well.
[00:48:41.110 --> 00:48:43.651]  And then it happened right after he left the presidency.
[00:48:44.651 --> 00:48:49.072]  And militias had to march on the Capitol to say, we're not going to have a dictatorship.
[00:48:49.492 --> 00:48:51.193]  That's mainline history!
[00:48:53.246 --> 00:48:55.987]  Let me tell you, the people running our society today are no George Washingtons.
[00:48:56.407 --> 00:48:58.048]  They will not turn down the power.
[00:48:58.488 --> 00:49:01.049]  They will not leave after eight years and go back to their farm.
[00:49:01.910 --> 00:49:02.710]  You understand that?
[00:49:03.811 --> 00:49:04.631]  You understand that?
[00:49:06.772 --> 00:49:08.252]  Alright, let's go back to your phone calls here.
[00:49:08.493 --> 00:49:09.693]  Let's talk to Don in Indiana.
[00:49:09.733 --> 00:49:10.433]  Don, you're on the air.
[00:49:11.634 --> 00:49:12.834]  Hey, Comrade Alex, how are you?
[00:49:13.055 --> 00:49:13.935]  Comrade, yes!
[00:49:14.767 --> 00:49:21.631]  Hey, I kind of just remember back in the Clinton era, you know, his tax cut, where I got to keep $3 out of my check each week.
[00:49:21.751 --> 00:49:25.113]  It's $106 here, but at the end of the year I had to pay $450 back, you know?
[00:49:26.994 --> 00:49:31.396]  I was in Evansville, Indiana yesterday, and they've got these new electronic billboards everywhere.
[00:49:31.677 --> 00:49:35.119]  One ad is a commercial, the next ad is a wanted poster for somebody.
[00:49:35.139 --> 00:49:37.220]  Then a commercial, then a wanted poster.
[00:49:38.340 --> 00:49:42.162]  And also in the London Times deal, you know, the nuke in the U.S.
[00:49:42.263 --> 00:49:42.403]  on 620.
[00:49:43.855 --> 00:49:54.520]  If you do 6-20-2009 to 2000, or excuse me, to 12-20-2012, it's exactly three and a half years, because we're moving into the Second Tribulation.
[00:49:54.540 --> 00:49:55.700]  That's all I got.
[00:49:56.040 --> 00:49:57.181]  Alright, I appreciate your call.
[00:49:58.301 --> 00:50:02.123]  Have you ever seen The Running Man with Arnold Schwarzenegger and Jesse Ventura?
[00:50:03.764 --> 00:50:10.867]  In The Running Man, it starts with the image of a city and militarized police on street corners.
[00:50:11.400 --> 00:50:14.183]  And big billboards saying, we're looking for wanted people.
[00:50:14.883 --> 00:50:16.364]  And be sure to have your ID card.
[00:50:18.026 --> 00:50:24.492]  See, first, under federal funds, they put in these billboards to quote, look for lost Alzheimer's patients and kidnapped children.
[00:50:24.952 --> 00:50:26.734]  Now they say, report illegal guns.
[00:50:27.294 --> 00:50:29.276]  Creating a perception that guns are illegal when they're not.
[00:50:31.017 --> 00:50:33.600]  Or, call this hotline, report terrorism.
[00:50:34.360 --> 00:50:37.223]  And they're training all the police departments to look for roadside bombs.
[00:50:37.790 --> 00:50:39.331]  Now, there's a box on the side of the road.
[00:50:39.371 --> 00:50:40.752]  They shut the highway down.
[00:50:40.772 --> 00:50:41.533]  Everybody panics.
[00:50:42.333 --> 00:50:47.657]  This is so we're all scared and fearful and accept the good men in black uniforms saving us.
[00:50:49.719 --> 00:50:54.202]  When the good guys in black uniforms actually work for the terrorists that own and run the country.
[00:50:54.743 --> 00:50:55.583]  It's very simple.
[00:50:57.545 --> 00:50:59.826]  What would the Mafia do a hundred and something years ago in New York?
[00:51:00.387 --> 00:51:01.067]  Or Chicago?
[00:51:01.448 --> 00:51:02.068]  Or New Jersey?
[00:51:03.049 --> 00:51:07.252]  They would come to you and say, somebody's gonna burn your grocery store down or your laundry mat.
[00:51:07.850 --> 00:51:08.690]  Or your tannery.
[00:51:10.631 --> 00:51:12.792]  If you don't pay me, insurance.
[00:51:13.972 --> 00:51:15.373]  And if you didn't pay, they'd burn you out.
[00:51:16.153 --> 00:51:17.034]  Well, that's the globalist.
[00:51:17.554 --> 00:51:19.655]  Give us your rights or terrorists are going to get you.
[00:51:20.095 --> 00:51:22.135]  It's very, very simple.
[00:51:22.576 --> 00:51:25.757]  And if you keep living in denial, folks, they're going to win.
[00:51:26.097 --> 00:51:26.557]  Period.
[00:51:27.598 --> 00:51:29.318]  Yes, this is the police state.
[00:51:29.638 --> 00:51:31.339]  This is the classic Orwellville.
[00:51:33.257 --> 00:51:34.577]  My wife was in Barnes and Nobles.
[00:51:34.617 --> 00:51:36.098]  I've seen this online, but she witnessed it.
[00:51:36.258 --> 00:51:40.299]  Just giant children's sections on Obama and giant posters of Obama.
[00:51:40.359 --> 00:51:41.759]  It's like Nazi Germany or something.
[00:51:42.799 --> 00:51:44.140]  But again, he's just a front man.
[00:51:44.180 --> 00:51:46.400]  The point is the establishment's making him a messianic leader.
[00:51:46.840 --> 00:51:48.180]  Dan in Alaska, you're on the air.
[00:51:48.200 --> 00:51:50.321]  Hey, Alex.
[00:51:51.041 --> 00:51:53.382]  I just want to thank you for everything that you do, man.
[00:51:54.422 --> 00:51:58.863]  I'm in the military, number one, and I actually am a member of
[00:52:00.057 --> 00:52:01.418]  I've got a question for you about sovereignty.
[00:52:01.438 --> 00:52:03.540]  Number one, I do understand that if 34 states get together
[00:52:24.643 --> 00:52:31.845]  Uh, that it can actually overthrow the federal government, which I pray that it happens, because it needs to happen, and fast.
[00:52:32.785 --> 00:52:39.526]  But, um, kind of a concern I've got, what if that is in their plans?
[00:52:39.646 --> 00:52:48.128]  What if the globalists have already thought about this, and are planning on this, so they can use, like, the divide and conquer type of theory?
[00:52:48.848 --> 00:52:49.268]  What do you think?
[00:52:49.829 --> 00:52:51.569]  Well, you're at a very astute point, sir.
[00:52:53.035 --> 00:52:55.336]  First off, justice be done, may the heavens fall.
[00:52:56.677 --> 00:53:02.699]  But the establishment is going to build sovereignty being declared as secession.
[00:53:02.719 --> 00:53:08.982]  We're not saying have the states secede, like what happened with the Confederacy, and create a new country.
[00:53:09.042 --> 00:53:14.024]  We're saying the states can abolish or change the federal government in any way they wish.
[00:53:14.044 --> 00:53:15.405]  That's the Ninth and Tenth Amendment, folks.
[00:53:15.825 --> 00:53:16.846]  It's in the Constitution.
[00:53:16.866 --> 00:53:19.066]  You know, they've taught school kids that's not the case.
[00:53:19.106 --> 00:53:20.127]  It is an absolute
[00:53:20.731 --> 00:53:23.513]  You know, inviolate fact that cannot be violated.
[00:53:23.533 --> 00:53:25.734]  It is the reality of it.
[00:53:25.774 --> 00:53:27.836]  But yes, in any course, there is danger.
[00:53:27.876 --> 00:53:36.502]  That's why it's so good that now 30 states are passing, or on the verge of passing, 9th and 10th Amendment declarations that are specific.
[00:53:36.562 --> 00:53:37.782]  We're not leaving the Union.
[00:53:38.243 --> 00:53:40.884]  We are declaring sovereignty under the 10th and 9th Amendment.
[00:53:41.405 --> 00:53:50.231]  And then New Hampshire and other states state, if you continue, we're going to move for the states to vote to abolish you and for investigations to arrest you.
[00:53:51.272 --> 00:53:53.073]  See, so that's how this works.
[00:53:53.113 --> 00:53:59.438]  And so, as long as the message is constitutional, will there be some control freaks and bad guys, low-level, that try to take control?
[00:53:59.758 --> 00:54:00.439]  That always happens.
[00:54:00.479 --> 00:54:05.182]  But let me add, we have to do this now, because the globalists create regional governments.
[00:54:05.262 --> 00:54:07.584]  They're creating the North American Union, Mexico, Canada, the U.S.
[00:54:08.124 --> 00:54:16.910]  Then they do plan on breaking apart into ethnic enclaves, the Southwest, this is on record, and other areas that will be controlled by regional paramilitary forces.
[00:54:16.970 --> 00:54:20.573]  So, they plan, through the ten FEMA regions, to break up the U.S.,
[00:54:21.253 --> 00:54:26.798]  The federal government's already fallen to offshore intrigue and banking takeover through espionage publicly.
[00:54:27.299 --> 00:54:28.440]  That's what this new rule of order is.
[00:54:28.740 --> 00:54:29.981]  So, it's already gone.
[00:54:30.061 --> 00:54:34.485]  We must have the states do this to reconstitute the republic.
[00:54:35.908 --> 00:54:37.348]  Nice, okay, yeah, awesome.
[00:54:37.749 --> 00:54:42.170]  And I just want to, you know, a couple of callers ago he was saying, what's your plan?
[00:54:42.190 --> 00:54:43.830]  You know, this has already happened.
[00:54:44.310 --> 00:54:45.271]  Basically saying it's too late.
[00:54:45.531 --> 00:54:46.971]  Ain't wrong, it's not too late.
[00:54:47.491 --> 00:54:49.972]  And thinking like that will allow this to happen.
[00:54:50.532 --> 00:54:53.813]  People, you've got to realize that they work for us.
[00:54:54.153 --> 00:54:55.794]  We do not work for them.
[00:54:56.494 --> 00:55:00.139]  You're governor, you're the legislature, all them people work for us.
[00:55:00.199 --> 00:55:01.640]  That's right, let me stop you, you're absolutely right.
[00:55:01.941 --> 00:55:03.943]  It's a mind trick that we can't resist.
[00:55:04.263 --> 00:55:05.825]  They've been moving to take over the U.S.
[00:55:05.845 --> 00:55:07.487]  because they're scared of the American people.
[00:55:07.747 --> 00:55:11.992]  They know we could take the government back and bring these bankers that have looted us and robbed us by design.
[00:55:12.273 --> 00:55:15.036]  This isn't an accident to justice, but getting back to the military.
[00:55:15.536 --> 00:55:16.697]  I haven't started this initiative.
[00:55:16.797 --> 00:55:22.539]  Listeners have started the initiative to send to NORTHCOM and National Guard troops now under NORTHCOM my videos.
[00:55:22.579 --> 00:55:23.820]  Make copies of them, get them out.
[00:55:24.060 --> 00:55:26.181]  There's a video up on InfoWars.com.
[00:55:26.321 --> 00:55:28.022]  It's AlexJones2012.com.
[00:55:28.302 --> 00:55:29.523]  I'm not saying I'm running for President.
[00:55:29.543 --> 00:55:30.423]  Somebody else wants this.
[00:55:30.843 --> 00:55:42.426]  But the issue is the fact that they're... Look, if we educate the military and police, and show them how offshore banks are taking us over, and show them the documents, there's no way it can happen.
[00:55:42.706 --> 00:55:45.647]  We've got a good chance of beating this if we just take action!
[00:55:45.867 --> 00:55:50.588]  But if we have that loser attitude, that we don't have any chance, you might as well just roll over and die.
[00:55:50.608 --> 00:55:50.969]  Go ahead.
[00:55:51.529 --> 00:55:52.049]  Absolutely.
[00:55:52.089 --> 00:55:54.089]  You know, hallelujah, you're absolutely correct.
[00:55:55.030 --> 00:55:56.830]  We have guns for a reason, people.
[00:55:56.850 --> 00:55:58.791]  If you want 50 bucks, send me your guns.
[00:55:58.851 --> 00:55:59.531]  I'll give you 50 bucks.
[00:56:00.471 --> 00:56:01.653]  I put that on Craigslist.
[00:56:01.933 --> 00:56:02.494]  $100 for your gun.
[00:56:02.594 --> 00:56:03.375]  No questions asked.
[00:56:03.735 --> 00:56:04.436]  I got two hits!
[00:56:05.217 --> 00:56:13.483]  So, I'm going to disperse them, I'll spread them back out there and keep them out there to the people that want to use them and want to express their Second Amendment, right?
[00:56:14.184 --> 00:56:16.145]  Because once we lose that, we're done.
[00:56:16.665 --> 00:56:17.426]  That's it, we're done.
[00:56:17.826 --> 00:56:24.611]  And another thing that really pisses me off is these people talking about how the Earth is so overpopulated, blah blah blah, whatever.
[00:56:25.251 --> 00:56:25.852]  Check this out.
[00:56:26.352 --> 00:56:29.655]  There is 2.9 million miles in Australia.
[00:56:30.295 --> 00:56:31.056]  There's 640 acres in one mile.
[00:56:33.462 --> 00:56:38.084]  So if you multiply those numbers, you get 1.8 billion acres.
[00:56:38.764 --> 00:56:40.545]  Alright, let's take that down to quarter acres.
[00:56:41.625 --> 00:56:44.566]  That's 7.5 billion quarter acres.
[00:56:45.126 --> 00:56:46.787]  How many people are there in the world again, Alex?
[00:56:46.967 --> 00:56:48.288]  A little over 6 billion, right?
[00:56:48.428 --> 00:56:52.109]  Well, number one, the population is going to plane off at 8.5 billion.
[00:56:52.149 --> 00:56:53.550]  That's all the government's own numbers.
[00:56:54.830 --> 00:57:02.513]  Again, they're teaching us that we don't have resources, so they can come in and tax and regulate every facet of our lives by taxing the carbon
[00:57:03.417 --> 00:57:05.459]  system of the planet, the carbon cycle.
[00:57:05.479 --> 00:57:07.040]  It is the most dastardly plan ever.
[00:57:07.281 --> 00:57:08.782]  But look, let me ask you this.
[00:57:08.842 --> 00:57:10.263]  We've educated the military and police.
[00:57:10.644 --> 00:57:11.785]  We told them all this was coming.
[00:57:11.825 --> 00:57:12.565]  A lot of them laughed.
[00:57:12.585 --> 00:57:16.849]  Now they're all waking up, literally, because so much of what we said has now come true.
[00:57:17.110 --> 00:57:19.752]  When you talk to folks up there in the military, are they waking up?
[00:57:21.175 --> 00:57:22.416]  Oh, yeah.
[00:57:22.516 --> 00:57:28.740]  I've got one guy that sits here and fights me on, you know, the difference between creation and evolution.
[00:57:28.780 --> 00:57:29.821]  It's all evolution.
[00:57:29.861 --> 00:57:30.401]  Oh, really?
[00:57:30.441 --> 00:57:33.083]  Then why is it everything that they've always shown has always been false?
[00:57:33.563 --> 00:57:38.126]  But yet, when he sits there and he watches your shows, he has nothing to say.
[00:57:38.146 --> 00:57:41.248]  I even asked him the other night, I was like, what do you think about this stuff?
[00:57:41.368 --> 00:57:41.708]  I don't know.
[00:57:42.248 --> 00:57:44.270]  He says, you know, you're just sitting here, you're showing them
[00:57:45.126 --> 00:57:47.447]  Their own documents, like you always preach.
[00:57:47.927 --> 00:57:49.108]  Their own documents.
[00:57:50.948 --> 00:57:58.551]  Exactly, so like civilian inmate labor camp program, Army.mil, secret FEMA camps built, now they admit it with Americans already in them.
[00:57:58.851 --> 00:57:59.892]  God bless you, my friend.
[00:58:00.172 --> 00:58:02.513]  Second hour straight ahead after the news and important announcements.
[00:58:02.753 --> 00:58:03.173]  Stay with us.
[00:58:04.935 --> 00:58:08.938]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[00:58:09.018 --> 00:58:14.622]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[00:58:15.023 --> 00:58:20.847]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[00:58:21.087 --> 00:58:26.291]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[00:58:26.431 --> 00:58:28.953]  The place to go to is GCNlive.com.
[00:58:29.053 --> 00:58:32.576]  Again, that's GCNlive.com, application, Flycast.
[00:58:33.942 --> 00:58:37.544]  Are taxes, food, energy, housing, medical, forcing Americans into poverty?
[00:58:37.685 --> 00:58:43.608]  Is free enterprise flawed, or is our monetary system forcing us into perpetual debt, ensuring inflation and higher taxes?
[00:58:43.729 --> 00:58:46.170]  The answers are in Griffin's book, The Creature from Jekyll Island.
[00:58:46.230 --> 00:58:49.733]  Ron Paul states, it's what every American needs to know about the Fed and central banking.
[00:58:49.873 --> 00:58:51.414]  Hi, Ted Anderson, I will give a U.S.
[00:58:51.434 --> 00:58:53.415]  silver dollar to everyone who purchases this book.
[00:58:53.515 --> 00:58:55.556]  Call 800-686-2237.
[00:58:56.057 --> 00:58:57.878]  It's critical to be made aware of the system.
[00:58:57.978 --> 00:58:58.919]  Get your copy today, 800-686-2237.
[00:58:58.939 --> 00:58:59.159]  That's 800-686-2237.
[00:59:06.444 --> 00:59:10.487]  If you owe the IRS, you can't make the problem go away without professional help.
[00:59:10.947 --> 00:59:13.909]  But with the help of Dan Pilla, you can get your problem solved.
[00:59:14.329 --> 00:59:18.812]  Hi, I'm Dan Pilla, and I've been solving tax debt problems for 30 years, and I can help you too.
[00:59:19.173 --> 00:59:23.816]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[00:59:24.349 --> 00:59:35.882]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[00:59:36.182 --> 00:59:39.025]  Call us for a free consultation to discuss the many possibilities.
[00:59:39.506 --> 00:59:39.906]  Call 1-800-34-NO-TAX.
[00:59:39.926 --> 00:59:40.287]  That's 800-34-N-O-T-A-X.
[00:59:46.053 --> 00:59:48.854]  Or go to my website at TaxHelpOnline.com.
[00:59:49.154 --> 00:59:53.976]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he can help you.
[00:59:54.456 --> 00:59:55.916]  Call us today, 800-346-6829.
[00:59:56.056 --> 01:00:01.218]  That's 800-34, no tax.
[01:00:03.859 --> 01:00:06.179]  ...erupts trapping them on the second floor.
[01:00:06.599 --> 01:00:10.881]  Detail... You are listening to GCN.
[01:00:12.401 --> 01:00:14.362]  Check your watch, it is now 5 o'clock.
[01:00:18.457 --> 01:00:21.459]  IRN USA Radio News, I'm Jody Jordan.
[01:00:21.519 --> 01:00:23.661]  Officials in Pakistan say suspected U.S.
[01:00:23.701 --> 01:00:27.103]  missile strikes have killed seven people in a Taliban stronghold.
[01:00:27.604 --> 01:00:28.684]  Here's Nahal Tusi.
[01:00:28.784 --> 01:00:36.570]  We don't know yet if there are any foreign militants among the dead, and oftentimes when there are foreigners killed, they are often connected to Al-Qaeda.
[01:00:36.790 --> 01:00:42.114]  Meanwhile, a military convoy carrying a sick soldier has been attacked elsewhere in Pakistan.
[01:00:42.674 --> 01:00:43.935]  Two soldiers were wounded.
[01:00:44.790 --> 01:00:48.652]  And forecasters say the East Coast is about to get hit by a major winter storm.
[01:00:49.232 --> 01:00:51.913]  Snow has already fallen in Alabama and Georgia.
[01:00:52.433 --> 01:00:57.735]  Brian Cordy is a meteorologist with the National Weather Service and says the storm carries a lot of snow.
[01:00:57.755 --> 01:01:06.719]  For the most part, I think the average nose for most of the area in the heaviest part of this storm will probably be anywhere from about 6 inches to about 10 inches of snow.
[01:01:06.779 --> 01:01:10.761]  He also says 15 inches or more could be expected in southern New England.
[01:01:11.441 --> 01:01:13.662]  This is IRN USA Radio News.
[01:01:15.660 --> 01:01:18.722]  Men and women, if you've got 10 to 30 pounds or more to lose, please listen carefully.
[01:01:19.002 --> 01:01:20.624]  Guys, many of us tend to overeat.
[01:01:20.684 --> 01:01:22.865]  We eat too much red meat, fast foods, and processed foods.
[01:01:23.105 --> 01:01:25.487]  This keeps the belly flabby and keeps our bodies overweight.
[01:01:25.627 --> 01:01:27.509]  Ladies, have you ever said, I feel fat today?
[01:01:27.789 --> 01:01:28.930]  Or do you have this bloated feeling?
[01:01:29.090 --> 01:01:32.112]  And how many of you have been trying to lose the same 10 to 20 pounds for years?
[01:01:32.192 --> 01:01:34.814]  There's a healthy and faster way to lose weight than any diet pill.
[01:01:35.094 --> 01:01:44.445]  It's called EverCleanse, a clinically proven weight loss and detox formula that helps you lose weight and get rid of the 5 to 25 pounds of waste that some experts say is trapped to the colon walls like spackle or paste.
[01:01:44.765 --> 01:01:46.847]  Two weeks of EverCleanse may be equal to months of dieting.
[01:01:47.108 --> 01:01:47.688]  It's simple too.
[01:01:47.868 --> 01:01:50.111]  Natural, tasteless crystals that dissolve in any food or beverage.
[01:01:50.471 --> 01:01:55.052]  Ever Cleanse will flatten out your midsection, reduce love handles, and bellies and bloating have been disappearing in just days.
[01:01:55.152 --> 01:01:59.453]  You see, Ever Cleanse gets rid of the weight you can't take off by exercising or starving yourself on a diet.
[01:01:59.693 --> 01:02:01.534]  And it's not something you have to take for the rest of your life.
[01:02:01.914 --> 01:02:05.055]  Visit us at evercleanse.com or call now to receive a very special offer.
[01:02:05.155 --> 01:02:05.775]  That number is 800-567-5598.
[01:02:05.795 --> 01:02:06.495]  Call for your special offer.
[01:02:06.515 --> 01:02:06.555]  800-567-5598.
[01:02:06.575 --> 01:02:06.615]  800-567-5598.
[01:02:15.581 --> 01:02:20.107]  European Union leaders are opposing a new multi-billion bailout for Eastern Europe.
[01:02:20.748 --> 01:02:30.521]  The EU Commission President says Eastern European countries have already been getting billions in emergency rescue funds from the EU, the World Bank and other financial institutions.
[01:02:31.122 --> 01:02:33.025]  He says they don't need a new bailout plan.
[01:02:33.942 --> 01:02:39.663]  President Barack Obama's Chief of Staff is calling a talk radio host a top figure in the Republican Party.
[01:02:40.143 --> 01:02:44.844]  Rahm Emanuel says Rush Limbaugh is the intellectual force of the GOP.
[01:02:45.444 --> 01:02:47.865]  Limbaugh has been a vocal critic of Obama's.
[01:02:48.745 --> 01:02:50.225]  Auctioneers say a rare U.S.
[01:02:50.265 --> 01:02:54.906]  stamp that was printed upside down could fetch about $215,000 at auction.
[01:02:55.766 --> 01:03:00.027]  The 1918 inverted Jenny is one of stamp collecting's most famous prizes.
[01:03:00.937 --> 01:03:08.328]  The 24-cent air mail stamp features a Curtis JN-4 Ginny biplane, but was mistakenly printed upside down.
[01:03:08.348 --> 01:03:13.696]  For the latest news and analysis, log on to IRNUSANews.com.
[01:03:15.689 --> 01:03:18.951]  Did you know the average household owes over $25,000 in credit card debt?
[01:03:19.011 --> 01:03:22.173]  And 65% of those households can only afford the minimum monthly payment.
[01:03:22.253 --> 01:03:23.974]  Are you in a debt trap you can't get out of?
[01:03:24.094 --> 01:03:25.014]  I can't keep this up.
[01:03:25.154 --> 01:03:25.895]  I need relief.
[01:03:26.055 --> 01:03:27.235]  Now you can rest easy.
[01:03:27.275 --> 01:03:30.137]  Debt Relief USA has helped thousands of people just like you.
[01:03:30.217 --> 01:03:34.900]  If you owe more than $10,000 in credit card debt, call the debt specialist at Debt Relief USA.
[01:03:34.920 --> 01:03:35.140]  866-452-5550.
[01:03:35.280 --> 01:03:36.200]  Get debt free now.
[01:03:36.240 --> 01:03:36.741]  Call 866-452-5550.
[01:03:36.761 --> 01:03:37.941]  That's 866-452-5550 for Debt Relief USA.
[01:03:45.504 --> 01:03:52.268]  White House Budget Director Peter Orsag says President Barack Obama will sign a big spending bill despite Republican calls for a veto.
[01:03:52.488 --> 01:03:53.449]  We're going forward with health care.
[01:03:53.469 --> 01:03:55.190]  We're going to get health care reform done this year.
[01:03:55.310 --> 01:03:56.971]  I think this proposal will get enacted.
[01:03:57.131 --> 01:04:03.074]  The $410 billion measure would keep the government operating through September 30th, the end of the current budget year.
[01:04:03.094 --> 01:04:09.478]  A watchdog group says the measure includes nearly $8 billion in earmarks, which Obama campaigned against.
[01:04:10.282 --> 01:04:15.745]  The Chairman of the Joint Chiefs of Staff says he's confident about Iraq's future and the future of U.S.
[01:04:15.785 --> 01:04:16.806]  withdrawal from the country.
[01:04:17.566 --> 01:04:21.488]  Admiral Mike Mullen says he's reluctant to talk about winning and losing in Iraq.
[01:04:21.768 --> 01:04:27.051]  I'm a little bit reluctant to talk specifically about winning and losing.
[01:04:27.651 --> 01:04:29.913]  We've turned it around over the last few years.
[01:04:30.013 --> 01:04:34.095]  He told Fox that Baghdad will be able to successfully take control of the country.
[01:04:35.015 --> 01:04:38.816]  Unemployed Britons have besieged a zoo seeking summer jobs.
[01:04:39.256 --> 01:04:40.677]  Here's Charles Day-Ledesma.
[01:04:40.817 --> 01:04:49.119]  Some 3,000 people, including laid-off executives and company bosses, have travelled from across England to apply for just 150 summer jobs at a zoo.
[01:04:49.599 --> 01:04:59.842]  To eye-cross zoo in central England has been overwhelmed by the job hunters who caused a five-mile traffic jam when they all arrived for Saturday's recruitment day in response to an ad for temporary cleaners
[01:05:00.162 --> 01:05:02.645]  Hey, I'm Jody Jordan for IRN USA Radio News.
[01:05:15.214 --> 01:05:16.414]  Hi, this is Steve Schenck.
[01:05:16.715 --> 01:05:17.895]  eFoods does it again.
[01:05:18.095 --> 01:05:22.877]  The 3-Day Responder provides one adult with three days worth of healthy, delicious, easy-fix food.
[01:05:23.197 --> 01:05:31.340]  The price of the 3-Day Responder is almost ridiculous at $21.95 for actually 12 meals plus snacks.
[01:05:31.860 --> 01:05:39.503]  When you taste the food in the 3-Day Responder, you'll understand why families trust eFoods Direct to provide healthy, delicious food for every need.
[01:05:39.923 --> 01:05:42.704]  Whether you're hunting, playing, or responding to an emergency,
[01:05:43.124 --> 01:05:46.465]  The Food and the 3-Day Responder is easy to fix and ready to go.
[01:05:46.965 --> 01:05:48.965]  Food is an everyday need.
[01:05:49.005 --> 01:05:54.107]  The 3-Day Responder is for the time when food should be the last thing you have to worry about.
[01:05:54.587 --> 01:05:56.767]  The 3-Day Responder, $21.95.
[01:05:58.008 --> 01:06:01.208]  Sometimes the best things do come in the smallest packages.
[01:06:01.568 --> 01:06:04.009]  Call 800-409-5633 on the web eFoodsDirect.com.
[01:06:04.029 --> 01:06:06.510]  That's 800-409-5633 on the web eFoodsDirect.com.
[01:06:13.942 --> 01:06:24.204]  Prepare yourself for a talk radio experience like no other.
[01:06:25.165 --> 01:06:26.485]  He stands for truth.
[01:06:27.905 --> 01:06:29.766]  He stands for justice.
[01:06:31.126 --> 01:06:32.807]  He stands for what's right.
[01:06:33.567 --> 01:06:35.907]  This is the Alex Jones Show.
[01:06:36.868 --> 01:06:38.588]  Call Alex now toll free.
[01:06:45.404 --> 01:06:58.652]  We are going straight to your phone calls here in just a moment.
[01:06:58.672 --> 01:07:02.035]  Then I'm going to get into guns for cash buyback program.
[01:07:02.455 --> 01:07:08.719]  This is from usaservice.org, the federal government involved with Obama's private organizations doing anti-gun events all over the country.
[01:07:09.580 --> 01:07:14.163]  Eric Holder's announced they are going to introduce a new assault ban and call for physical banning.
[01:07:14.183 --> 01:07:15.244]  It means you have to hand them in.
[01:07:17.626 --> 01:07:20.928]  And he also wants another law passed where he can ban guns at will himself.
[01:07:21.828 --> 01:07:26.091]  National registration, national, federally, psychological testing to have guns.
[01:07:26.432 --> 01:07:28.113]  It's all happening ladies and gentlemen.
[01:07:28.173 --> 01:07:31.495]  High treason against the Republic and this wants free country.
[01:07:32.556 --> 01:07:34.657]  So that is coming up.
[01:07:34.677 --> 01:07:37.019]  You know I can't believe I have to explain this to some folks but
[01:07:38.086 --> 01:07:43.508]  The IMF and World Bank are private holding houses for private central banks that control nations, that didn't earn the money.
[01:07:43.828 --> 01:07:51.051]  They bought off nations' governments and let the governments hand over control of their issuance of currency and credit to them.
[01:07:51.071 --> 01:07:55.853]  Then they buy up the world, but they want real assets, not enough to just have mountains of fiat currency.
[01:07:56.974 --> 01:07:59.735]  They then get everybody in debt, blow out the economy.
