[00:00:05.714 --> 00:00:07.334]  Watch me!
[00:58:41.177 --> 00:58:41.657]  Take action today.
[00:58:41.657 --> 00:58:42.858]  The first step is getting storable food.
[00:58:52.196 --> 00:58:56.420]  Hello friends, this is Alex Jones, and I want each of you to ask yourself this question.
[00:58:56.420 --> 00:58:58.421]  Do you really know what's in your tap water?
[00:58:58.421 --> 00:59:06.949]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[00:59:06.949 --> 00:59:12.513]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[00:59:12.513 --> 00:59:14.135]  Now, what are you going to do about it?
[00:59:14.355 --> 00:59:20.879]  The Acola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[00:59:20.879 --> 00:59:31.927]  The Acola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[00:59:31.927 --> 00:59:32.707]  That's right.
[00:59:32.707 --> 00:59:35.269]  Clean water, right from the air you breathe.
[00:59:35.269 --> 00:59:37.070]  Order today by calling 1-800-691-6043.
[00:59:37.070 --> 00:59:37.330]  That's 1-800-691-6043.
[00:59:37.330 --> 00:59:38.531]  Or visit acolablue.com.
[00:59:44.295 --> 00:59:44.775]  We're good.
[01:00:06.601 --> 01:00:07.902]  Big Brother.
[01:00:07.902 --> 01:00:09.662]  Mainstream media.
[01:00:09.662 --> 01:00:11.423]  Government cover-ups.
[01:00:11.423 --> 01:00:13.004]  You want answers?
[01:00:13.004 --> 01:00:13.904]  Well, so does he.
[01:00:13.904 --> 01:00:18.746]  He's Alex Jones on the GCN Radio Network.
[01:00:18.746 --> 01:00:22.808]  And now, live from Austin, Texas, Alex Jones.
[01:00:37.466 --> 01:00:40.236]  With passion and desire.
[01:00:42.208 --> 01:00:51.370]  I can literally taste it as my teeth clench and lock together.
[01:00:51.370 --> 01:01:00.712]  I can feel my ancestors' victories against tyranny and the great battles they fought.
[01:01:00.712 --> 01:01:04.633]  The struggles of the species.
[01:01:04.633 --> 01:01:07.033]  Everything it is to the human.
[01:01:07.033 --> 01:01:11.834]  I can feel it coursing through my very bones.
[01:01:14.455 --> 01:01:24.989]  My guts, the sinews in my forearms, my fists that are cracked and arthritic burn with power!
[01:01:28.600 --> 01:01:32.882]  All of you have that same human spark.
[01:01:32.882 --> 01:01:36.084]  Your destiny is to build.
[01:01:36.084 --> 01:01:38.985]  Your destiny is to create.
[01:01:38.985 --> 01:01:44.128]  Your destiny is to be free.
[01:01:44.128 --> 01:01:46.349]  Free of bondage.
[01:01:46.349 --> 01:01:49.011]  Free of lesser man's control.
[01:01:50.552 --> 01:01:53.375]  And I want you to stand up!
[01:01:53.375 --> 01:01:55.918]  And I want you to get focused!
[01:01:55.918 --> 01:02:05.511]  And I want you to stop being afraid of turning your own personal destiny on the power that God has put in each of us!
[01:02:08.268 --> 01:02:14.289]  We are literally not even at embryonic form of what humanity is going to become.
[01:02:30.113 --> 01:02:34.976]  We have not even become a larva yet, ladies and gentlemen.
[01:02:34.976 --> 01:02:45.961]  And every ounce of my being only wants to see the species do well, and to grow, and to turn into what we are to become.
[01:02:47.722 --> 01:02:53.924]  All of our triumphs, all of our tribulations, everything we are.
[01:02:53.924 --> 01:03:02.828]  And you look at who our heroes are today, basketball players, football players, things that mean nothing today, it'll mean even less tomorrow or next year.
[01:03:02.828 --> 01:03:06.010]  No longer is it the people that stand up against tyranny, the heroes.
[01:03:06.010 --> 01:03:10.291]  No longer is it the people that save burning children from a building.
[01:03:10.291 --> 01:03:15.394]  No longer is it individuals who invent incredible new technologies.
[01:03:15.394 --> 01:03:16.034]  No longer
[01:03:17.791 --> 01:03:20.854]  They know how to take your heroes and give you false heroes.
[01:03:20.854 --> 01:03:23.837]  They know how to punch your buttons and manipulate you.
[01:03:23.837 --> 01:03:28.141]  And it's time that you literally break out of that cage.
[01:03:28.141 --> 01:03:31.864]  It's time for you to bust out and break out like the Incredible Hulk.
[01:03:31.864 --> 01:03:33.365]  It's time to get wild!
[01:03:33.365 --> 01:03:37.509]  There's nothing that can stop us if we just turn it all loose!
[01:03:37.509 --> 01:03:39.211]  Yeah!
[01:03:39.211 --> 01:03:39.831]  Yeah!
[01:03:45.349 --> 01:03:51.511]  You can feel the freedom!
[01:03:51.511 --> 01:04:00.494]  You can break through the New World Order right now!
[01:04:00.494 --> 01:04:04.396]  You can stop being a slave right now!
[01:04:04.396 --> 01:04:06.136]  It's just a kiss away.
[01:04:18.794 --> 01:04:21.775]  All these people that hate beauty.
[01:04:21.775 --> 01:04:23.836]  All these people that hate strength.
[01:04:23.836 --> 01:04:30.039]  All these people that want to turn you into a pile of stupid, dull-eyed weakness.
[01:04:30.039 --> 01:04:32.421]  They make me sick!
[01:04:32.421 --> 01:04:39.484]  Everything in me wants life and green fields and happiness running over.
[01:05:00.834 --> 01:05:06.699]  This is Alex Jones, and I want to tell you again about a company that has supported us and the Truth Movement for years.
[01:05:06.699 --> 01:05:08.001]  Inner Health Botanicals.
[01:05:08.001 --> 01:05:12.285]  This company produces the highest quality superfood around, called Inner Food.
[01:05:12.285 --> 01:05:14.146]  My wife just loves the stuff.
[01:05:14.146 --> 01:05:20.452]  And now, the health ranger, Mike Adams, has awarded Inner Food his Editor's Choice Award for Best Superfood of 2009.
[01:05:21.573 --> 01:05:24.455]  Interfood is loaded with 20 great organic ingredients.
[01:05:24.455 --> 01:05:26.196]  No fillers, no sweeteners.
[01:05:26.196 --> 01:05:29.198]  It would be impossible to blend this up for a better price.
[01:05:29.198 --> 01:05:30.919]  And their formula really works.
[01:05:30.919 --> 01:05:33.721]  This is the real thing for the great health you need.
[01:05:33.721 --> 01:05:35.222]  Try the NutriCafe.
[01:05:35.222 --> 01:05:39.985]  Their great organic coffee infused with polysaccharides that boosts the immune system.
[01:05:39.985 --> 01:05:42.406]  A truly healthy coffee that tastes great.
[01:05:42.406 --> 01:05:44.868]  And take it from me folks, it really does taste great.
[01:05:44.868 --> 01:05:46.969]  Don't forget to try their other great products.
[01:05:46.969 --> 01:05:49.251]  Go to www.interfood.com
[01:05:49.471 --> 01:05:57.294]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:05:57.294 --> 01:05:58.895]  It's Alex Jones and the GCN Radio Network.
[01:06:17.008 --> 01:06:23.270]  They are beginning the brainwashing for forced inoculations in Europe, England, the United States, Canada, Australia, everywhere.
[01:06:23.270 --> 01:06:30.832]  We've got a disgusting local newscast I want to break down and analyze coming up later as well in the next hour.
[01:06:30.832 --> 01:06:34.553]  I do want to go ahead and just fire out the toll-free phone number.
[01:06:35.495 --> 01:06:40.860]  Because I'm going to start taking calls at the beginning of the next hour and covering a blitzkrieg of news.
[01:06:40.860 --> 01:06:42.121]  And boy, is it all important.
[01:06:42.121 --> 01:06:42.701]  1-800-259-9231.
[01:06:42.701 --> 01:06:42.881]  1-800-259-9231.
[01:06:42.881 --> 01:06:44.362]  But as they say, once more into the breach.
[01:06:44.362 --> 01:06:45.624]  And so into the valley of death, Road 600.
[01:06:45.624 --> 01:06:48.226]  Forget who said that, I don't know if part of it's Shakespeare.
[01:07:05.097 --> 01:07:11.618]  You know, constantly at night and in the morning I write notes about thoughts and points I want to make.
[01:07:11.618 --> 01:07:12.498]  And it needs to be done.
[01:07:12.498 --> 01:07:15.919]  I need to talk about some of these issues.
[01:07:15.919 --> 01:07:18.220]  Larger issues.
[01:07:18.220 --> 01:07:22.601]  Overall philosophy issues.
[01:07:22.601 --> 01:07:28.522]  But I assure you, new listeners, if you will simply follow your instincts.
[01:07:28.522 --> 01:07:31.502]  Because I know what your gut's telling you right now.
[01:07:31.502 --> 01:07:33.503]  It's telling you I'm telling you the truth.
[01:07:33.503 --> 01:07:34.743]  Because I do tell the truth.
[01:07:35.700 --> 01:07:38.681]  And I do my research.
[01:07:38.681 --> 01:07:40.222]  Does that mean I always get it right?
[01:07:40.222 --> 01:07:42.183]  No.
[01:07:42.183 --> 01:07:44.503]  But I try to get it right.
[01:07:44.503 --> 01:07:46.004]  And we're frighteningly accurate here.
[01:07:46.004 --> 01:07:51.006]  I'd say 95% plus.
[01:07:51.006 --> 01:07:54.007]  I was about to say 98, but it sounds obnoxious.
[01:07:54.007 --> 01:07:57.789]  It's above 90, 95% accuracy.
[01:07:57.789 --> 01:08:01.430]  Most of our inaccuracy is underestimating evil.
[01:08:04.597 --> 01:08:28.524]  It's hard for me to imagine that there are hundreds of thousands of people, conservatively, sociologists and psychologists and criminologists predict, bare minimum, in the world, hundreds of thousands, probably more, that enjoy kidnapping little children and torturing them to death for weeks and then killing them.
[01:08:28.524 --> 01:08:29.205]  That is hard
[01:08:32.014 --> 01:08:43.717]  for me to imagine that there are people who enjoy torturing innocent people to death.
[01:08:43.717 --> 01:09:01.121]  But just because that is 180 degrees alien from what most of us believe in, in what most of us love, in what most of us like, in what most of our tastes are, nevertheless, those individuals are
[01:09:02.156 --> 01:09:07.480]  Amongst us.
[01:09:07.480 --> 01:09:10.522]  And there's different debates on it.
[01:09:10.522 --> 01:09:12.723]  Different psychological reports that have been done on it.
[01:09:12.723 --> 01:09:16.165]  Some quackery, some quite accurate.
[01:09:16.165 --> 01:09:23.690]  Some estimates have as many as two psychopaths for every hundred people.
[01:09:23.690 --> 01:09:27.553]  Most of the studies show, on average, about one psychopath per every hundred people.
[01:09:30.137 --> 01:09:34.659]  And guess how many sociopaths there are for every hundred?
[01:09:34.659 --> 01:09:41.301]  Some gauges have 20% being sociopaths.
[01:09:41.301 --> 01:09:44.502]  That is, they don't enjoy killing you, they just don't care if you die.
[01:09:44.502 --> 01:09:49.164]  See, a psychopath enjoys it and enjoys the power trip of it.
[01:09:59.949 --> 01:10:11.692]  And so what you have is psychopaths, high-functioning psychopaths, in command of legions of sociopaths.
[01:10:11.692 --> 01:10:21.895]  The psychopaths also command legions of people that like to be enslaved and people that like to serve psychopaths.
[01:10:21.895 --> 01:10:23.296]  The whip-me-beat-me types.
[01:10:23.296 --> 01:10:27.197]  In fact, many of their most dangerous operatives
[01:10:28.689 --> 01:10:35.052]  Are the chicken neck ghoul variety that I so loathe.
[01:10:35.052 --> 01:10:37.573]  And then of course they have the sadistic sadist.
[01:10:37.573 --> 01:10:38.733]  They have armies of them.
[01:10:38.733 --> 01:10:48.077]  And they operate the virus of tyranny operates best in a fat and decadent
[01:10:52.208 --> 01:10:55.530]  Spoiled environment.
[01:10:55.530 --> 01:10:58.232]  And boy, isn't America the epitome of that?
[01:10:58.232 --> 01:11:00.653]  Fat, dumb, and happy.
[01:11:00.653 --> 01:11:06.557]  It's like rotten, stagnant water that you've pumped a thousand gallons of fresh sewage into.
[01:11:06.557 --> 01:11:16.804]  Oh, it's already full of bacteria and filth, but it's going to become pure cess sludge.
[01:11:16.804 --> 01:11:18.605]  Pure detritus.
[01:11:20.070 --> 01:11:22.011]  Liquid E. coli.
[01:11:22.011 --> 01:11:24.251]  Liquid death.
[01:11:24.251 --> 01:11:42.996]  Only the New World Order would come up with an artificial sweetener that rots holes in your brains, kills your cells in mass, attacks every organ, attacks your pancreas, and is the defecation of genetically engineered E. coli bacteria.
[01:11:44.978 --> 01:11:47.439]  Only the New World Order would come up with that.
[01:11:47.439 --> 01:11:50.061]  And everything they do is a wicked invention.
[01:11:50.061 --> 01:11:53.643]  They are creators.
[01:11:53.643 --> 01:11:55.584]  They mimic God.
[01:11:55.584 --> 01:12:03.308]  They counterfeit God, but in a twisted, stinking way.
[01:12:03.308 --> 01:12:06.489]  But they do.
[01:12:06.489 --> 01:12:07.430]  They are creators.
[01:12:10.538 --> 01:12:22.122]  Made in the image of the creator of the universe, but twisted and dark, with a dark logic, a different science, a different language of mathematics.
[01:12:22.122 --> 01:12:31.165]  They come from the gulfs, the black gulfs of pain and suffering.
[01:12:35.000 --> 01:12:45.843]  They hate the light, so they seek to tear it down, to topple it, to overturn it!
[01:12:45.843 --> 01:12:51.824]  Psychopaths, and I've interviewed some of the top psychiatrists that have interviewed some of the most famous psychopaths here on air.
[01:12:51.824 --> 01:12:53.204]  In fact, I forget that lady's name.
[01:12:53.204 --> 01:12:54.004]  We need to get her back on.
[01:12:54.004 --> 01:12:56.825]  We interviewed all the psychos and her on years ago.
[01:12:56.825 --> 01:12:57.405]  It was amazing.
[01:12:57.405 --> 01:13:03.687]  I've got to create a list of all these powerful guests, and then we have them on once and we have them on again.
[01:13:03.687 --> 01:13:04.547]  And she was describing
[01:13:06.687 --> 01:13:19.134]  What they, uh, the best cinema description of it would be the remake of the Manchurian Candidate, that whenever he goes under mind control, everything kind of glows.
[01:13:19.134 --> 01:13:20.135]  Everything's like brilliant.
[01:13:20.135 --> 01:13:22.176]  He feels totally alive.
[01:13:22.176 --> 01:13:26.439]  Whenever they give him the program words, everything blazes.
[01:13:26.439 --> 01:13:31.842]  And a psychopath is depressed and unhappy and upset, generally.
[01:13:34.224 --> 01:13:44.653]  And only feels alive when they've got a child chained down, burning them with cigarettes and electrical wires and torturing them and begging and hearing them sob for their mother.
[01:13:44.653 --> 01:13:46.375]  It's like blazing, burning light.
[01:13:46.375 --> 01:13:47.516]  It's like life.
[01:13:47.516 --> 01:13:48.717]  Oh, it's beautiful.
[01:13:48.717 --> 01:13:52.521]  While they're killing the goodness and the innocence.
[01:13:52.521 --> 01:13:56.444]  So you want to know why Bill Gates is so happy?
[01:13:56.444 --> 01:14:00.548]  He's one of the biggest eugenicists in history, folks.
[01:14:02.250 --> 01:14:05.912]  I think it's a fair estimate to say he has tens of billions worldwide for eugenics.
[01:14:05.912 --> 01:14:10.616]  He's probably got more megadeaths under his belt than Adolf A. Louis Hitler.
[01:14:10.616 --> 01:14:15.999]  I don't think he has Mao championed yet, but he'll get there.
[01:14:15.999 --> 01:14:21.022]  He's as happy as a pig, and you know what?
[01:14:21.022 --> 01:14:21.643]  And he likes it.
[01:14:24.082 --> 01:14:31.365]  And he's organized, and he's focused, and he's professional, and he's laughing at you, and he understands sociology and psychology, and he enjoys it.
[01:14:31.365 --> 01:14:36.006]  He enjoys walking through an airport and just looking at everybody he's running black ops on.
[01:14:36.006 --> 01:14:38.247]  It's a little special secret to him.
[01:14:38.247 --> 01:14:51.352]  He is, to the power of infinity, the archetype of the punk busboy who puts a booger in somebody's fettuccine alfredo.
[01:14:51.352 --> 01:14:53.173]  And I've seen a busboy do that.
[01:14:56.167 --> 01:15:02.971]  I saw him in a little dark hallway from my table looking back where the plates were being put up, steaming for the people.
[01:15:02.971 --> 01:15:12.916]  Maybe somebody had given him a weird look because he was so insecure and neurotic and just a biological android, a suboid demon.
[01:15:12.916 --> 01:15:17.899]  And he had that power to stick his finger in his nose and to stick that booger right in that food.
[01:15:17.899 --> 01:15:23.782]  And that's what Bill Gates is, but a giant, powerful, spoiled, wicked little busboy.
[01:15:26.564 --> 01:15:32.865]  And he's going to stick sodium fluoride in your water, he's going to give you special shots that are going to make you feel real good.
[01:15:32.865 --> 01:15:41.948]  Because he is a smiley face, demon-eyed, right out of the pit of hell, and I swear eternal resistance to you.
[01:15:41.948 --> 01:15:51.570]  And I spend my life, and I spend my fortune, and I spend my soul and my energy ramming straight into you with everything I got.
[01:16:02.230 --> 01:16:07.193]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:16:32.410 --> 01:16:32.851]  We're good.
[01:17:01.940 --> 01:17:03.321]  This is Alex Jones.
[01:17:03.321 --> 01:17:05.323]  Have you heard of the Millionaire Patriot?
[01:17:05.323 --> 01:17:06.304]  Well, you should.
[01:17:06.304 --> 01:17:10.789]  He has a free handgun and five days of firearms training waiting for you.
[01:17:10.789 --> 01:17:11.590]  That's right.
[01:17:11.590 --> 01:17:20.258]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[01:17:20.258 --> 01:17:21.620]  All for pennies on the dollar.
[01:17:21.620 --> 01:17:22.761]  Plus, if you act fast.
[01:17:22.961 --> 01:17:28.944]  The Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[01:17:28.944 --> 01:17:35.848]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:17:35.848 --> 01:17:41.031]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:17:41.351 --> 01:17:42.813]  This is real.
[01:17:42.813 --> 01:17:43.874]  Don't miss out.
[01:17:43.874 --> 01:17:52.443]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:17:52.443 --> 01:17:54.806]  Go to FrontSight.com today.
[01:17:54.806 --> 01:17:58.510]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:17:58.510 --> 01:18:01.414]  Go to FrontSight.com for your training and free gun.
[01:18:02.329 --> 01:18:04.010]  Hello friends, this is Alex Jones.
[01:18:04.010 --> 01:18:08.751]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:18:08.751 --> 01:18:11.713]  We need to be independent, and food and water is the key.
[01:18:11.713 --> 01:18:14.754]  You'll never have to stand in a bread line if you have your own bread.
[01:18:14.754 --> 01:18:20.596]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:18:20.836 --> 01:18:24.077]  No one is going to take care of your family in the final equation but you.
[01:18:24.077 --> 01:18:31.060]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:18:31.060 --> 01:18:34.342]  And they do it at almost half the cost of last year's grocery prices.
[01:18:34.342 --> 01:18:34.602]  Call 1-800-409-5633.
[01:18:37.023 --> 01:18:39.486]  Or on the web, go to eFoodsDirect.com.
[01:18:39.486 --> 01:18:45.752]  Visit eFoodsDirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:18:45.752 --> 01:18:49.536]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:18:49.536 --> 01:18:50.877]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[01:18:50.877 --> 01:18:51.518]  Take action today.
[01:18:51.518 --> 01:18:53.500]  The first step is getting storable food.
[01:19:02.076 --> 01:19:07.939]  This is Alex Jones, and I want to tell you again about a company that has supported us and the Truth Movement for years.
[01:19:07.939 --> 01:19:09.239]  Inner Health Botanicals.
[01:19:09.239 --> 01:19:13.501]  This company produces the highest quality superfood around, called Inner Food.
[01:19:13.501 --> 01:19:15.362]  My wife just loves the stuff.
[01:19:15.362 --> 01:19:21.685]  And now, the health ranger, Mike Adams, has awarded Inner Food his Editor's Choice Award for Best Superfood of 2009.
[01:19:22.805 --> 01:19:25.686]  Interfood is loaded with 20 great organic ingredients.
[01:19:25.686 --> 01:19:27.427]  No fillers, no sweeteners.
[01:19:27.427 --> 01:19:30.428]  It would be impossible to blend this up for a better price.
[01:19:30.428 --> 01:19:32.149]  And their formula really works.
[01:19:32.149 --> 01:19:34.950]  This is the real thing for the great health you need.
[01:19:34.950 --> 01:19:36.451]  Try the NutriCafe.
[01:19:36.451 --> 01:19:41.213]  Their great organic coffee infused with polysaccharides that boosts the immune system.
[01:19:41.213 --> 01:19:43.634]  A truly healthy coffee that tastes great.
[01:19:43.634 --> 01:19:46.095]  And take it from me folks, it really does taste great.
[01:19:46.095 --> 01:19:48.196]  Don't forget to try their other great products.
[01:19:48.196 --> 01:19:50.517]  Go to www.interfood.com
[01:19:50.717 --> 01:19:51.777]  You're under attack!
[01:19:51.777 --> 01:19:52.758]  It's on record!
[01:19:52.758 --> 01:19:53.878]  These people are savage!
[01:19:53.878 --> 01:19:55.578]  They're scientific!
[01:20:21.305 --> 01:20:27.372]  Being aware of the enemy, being aware of their operations, will allow us to defeat them.
[01:20:27.372 --> 01:20:33.398]  By the way, ladies and gentlemen, this war is going on all around you whether you know it or not.
[01:20:33.398 --> 01:20:36.722]  That's why they don't kill me and others that understand their program.
[01:20:36.722 --> 01:20:40.186]  They want to just continue their soft kill operation, slowly turning the heat up.
[01:20:45.014 --> 01:20:48.815]  The ambient background noise of death and soft kill.
[01:20:48.815 --> 01:20:52.076]  Silent weapons for quiet wars.
[01:20:52.076 --> 01:20:54.837]  They want to continue to leave the shopping malls open.
[01:20:54.837 --> 01:20:55.697]  The green hills.
[01:20:55.697 --> 01:20:56.878]  The blue sky.
[01:20:56.878 --> 01:20:57.838]  The happy girls.
[01:20:57.838 --> 01:21:01.099]  The football games.
[01:21:01.099 --> 01:21:06.241]  As the background noise of the police girding themselves in black uniforms and masks begin to march.
[01:21:06.241 --> 01:21:08.241]  As the citizen squads are formed.
[01:21:08.241 --> 01:21:10.582]  As the foreign troops drill.
[01:21:10.582 --> 01:21:12.423]  As the banks bankrupt the society.
[01:21:14.059 --> 01:21:17.682]  The FEMA camps are to be introduced as places of refuge.
[01:21:17.682 --> 01:21:19.203]  Places you want to go.
[01:21:19.203 --> 01:21:21.745]  The free medical care.
[01:21:21.745 --> 01:21:23.407]  They make you fear the flu.
[01:21:23.407 --> 01:21:25.128]  So you willingly come to them.
[01:21:25.128 --> 01:21:28.491]  And willingly show the vampires your neck.
[01:21:28.491 --> 01:21:33.555]  As they sink their fangs into the warm flesh.
[01:21:33.555 --> 01:21:35.736]  They hypnotize.
[01:21:35.736 --> 01:21:39.139]  They have you lower your defenses.
[01:21:39.139 --> 01:21:40.040]  Steal your heart.
[01:21:41.286 --> 01:21:48.513]  Fire up your soul like a giant jet engine and rise against the tyranny!
[01:21:48.513 --> 01:21:50.615]  Break the chains!
[01:21:50.615 --> 01:21:53.697]  Awaken the reality!
[01:21:53.697 --> 01:22:00.003]  Awaken the good, the bad, and the ugly!
[01:22:00.003 --> 01:22:01.865]  Know the truth, the whole of it!
[01:22:05.114 --> 01:22:13.240]  You make the decision to put one foot in front of the other and ask God to put you on the journey to truth.
[01:22:13.240 --> 01:22:15.322]  He will be given the discernment.
[01:22:15.322 --> 01:22:17.283]  He will have the veils lifted.
[01:22:17.283 --> 01:22:19.325]  He will be given great knowledge.
[01:22:19.325 --> 01:22:26.270]  But only if it is to be used to stand against the tyranny.
[01:22:26.270 --> 01:22:28.632]  To warn your fellow men and women everywhere.
[01:22:30.168 --> 01:22:32.069]  I call on the leaders.
[01:22:32.069 --> 01:22:51.616]  I call on those of you who from the day you were born, from the time you were formed in your mother's womb, the creator of the universe and all the dimensions and all that is and will ever be, the I am that I am, has a mission for you.
[01:22:52.868 --> 01:22:59.410]  But you were given free will, and so you have to take that mission up in your hands.
[01:22:59.410 --> 01:23:06.392]  You have to face the fear of the great Gog that roars on the field in an attempt to stifle your will.
[01:23:06.392 --> 01:23:09.333]  You have to stand against the New World Order.
[01:23:09.333 --> 01:23:10.794]  You have to resist it.
[01:23:11.414 --> 01:23:24.264]  You have to go through the fire and commit, even unto death, even unto imprisonment, to sacrifice yourself in this holy cause of liberty and freedom.
[01:23:24.264 --> 01:23:28.408]  You must pledge yourself on the altar of freedom.
[01:23:28.408 --> 01:23:35.573]  You must commit your entire being and pledge eternal resistance to tyranny.
[01:23:36.514 --> 01:23:52.003]  Some of the more dominant Greek city-states were tired of the city-states killing each other and they decided to focus their
[01:24:06.491 --> 01:24:08.652]  Activities outward.
[01:24:08.652 --> 01:24:17.357]  And it's at that time that the state inculcated sports into daily life so that the men wouldn't kill each other.
[01:24:17.357 --> 01:24:21.299]  Because it's not some child chained down to a bed having their teeth pulled out.
[01:24:21.299 --> 01:24:28.263]  It is a vicious man rippling with muscles in focus who is going to kill you.
[01:24:28.263 --> 01:24:30.925]  And it is real.
[01:24:30.925 --> 01:24:34.667]  And it is an animating contest of liberty.
[01:24:34.667 --> 01:24:36.008]  Who will survive?
[01:24:37.711 --> 01:24:42.173]  And so that's why you go paint yourself up in war paint and yell and scream at a football game.
[01:24:42.173 --> 01:24:45.935]  And it's not even bad in and of itself, except that you're not in the arena.
[01:24:45.935 --> 01:24:52.798]  You are now learning to live through other men and through other women instead of being in the arena yourself.
[01:24:52.798 --> 01:24:59.581]  And let me tell you what those instincts for war and strength and what those instincts to get up in front of a crowd are for.
[01:24:59.581 --> 01:25:02.603]  It is for leadership to defend the women and children.
[01:25:03.550 --> 01:25:16.536]  But as societies got larger and became agrarian, and as city-states were developed, then it was more sophisticated and more mechanized to have war with your neighbor and survive, and it became a science.
[01:25:16.536 --> 01:25:22.479]  And then the science of war became light years more sophisticated than it was thousands of years ago.
[01:25:22.479 --> 01:25:31.884]  For now, the directed energies of the system, of the overclass, using the entire scientific funding mechanisms of the nation-states,
[01:25:33.456 --> 01:25:43.707]  Form a world government that then destroys the nation states and brings in a planetary regime of oppression and control and sterilization and micromanagement.
[01:25:43.707 --> 01:25:49.352]  A hellish global regime where everything you do and say and speak and own is chronicled.
[01:25:49.352 --> 01:25:56.099]  Where societies are squeezed and trampled and herded into control grids, into culling pens.
[01:25:57.222 --> 01:26:01.265]  And everything I've told you over these years has now been said by Pelosi.
[01:26:01.265 --> 01:26:06.730]  And said by Holdren, the czar over science.
[01:26:06.730 --> 01:26:13.135]  These bastards publish full-length textbooks detailing the grizzly operation!
[01:26:13.135 --> 01:26:15.797]  Everything I've said's been validated!
[01:26:15.797 --> 01:26:21.482]  Now, four books he's contributed to, or that he wrote in total, have now emerged.
[01:26:21.482 --> 01:26:25.385]  In total, 3,000 nightmare pages plus that must be read.
[01:26:26.377 --> 01:26:29.659]  Each new page, a grisly horror show.
[01:26:29.659 --> 01:26:30.220]  You know why?
[01:26:30.220 --> 01:26:35.964]  Because this isn't some nut, some recluse in a backwoods cabin saying this.
[01:26:35.964 --> 01:26:37.605]  This is the elite.
[01:26:37.605 --> 01:26:42.048]  He has been chosen because his textbook, and I've now read over 400 pages of it,
[01:26:43.831 --> 01:26:45.333]  Bill Gates has been adopted.
[01:26:45.333 --> 01:26:47.094]  He is honored.
[01:26:47.094 --> 01:26:50.338]  They all compete with different plans that are very similar.
[01:26:50.338 --> 01:26:59.668]  And to fine-tune the current eugenics operations, and his plan, along with Ehrlich, has been adopted!
[01:26:59.668 --> 01:27:05.013]  And so when you see headlines like, Bill Gates wants to control the weather to save the Earth from global warming,
[01:27:06.092 --> 01:27:09.093]  See, everything's going to be converted to this fake survival mechanism.
[01:27:09.093 --> 01:27:15.036]  They know you're designed and built around defense, so they create fake wars that are actually meant to destroy you.
[01:27:15.036 --> 01:27:18.097]  They create the fake terrorist, or they fund real terrorists.
[01:27:18.097 --> 01:27:23.319]  They create the fake environmental movement to tax carbon that is part of the entire life cycle in all industry and all life.
[01:27:23.319 --> 01:27:25.120]  Won't you exhale two and a half pounds of a day?
[01:27:26.192 --> 01:27:42.120]  They create a fake climate system where they then use the very climate machines they've created to hurt the environment, create droughts, create floods and freak weather, and then you fund them to publicly fight what they've created.
[01:27:42.120 --> 01:27:47.763]  We'll come back, finish up with this, and go through a lot more on the other side.
[01:28:06.514 --> 01:28:09.836]  You look like an angel.
[01:28:09.836 --> 01:28:11.797]  Walk like an angel.
[01:28:35.469 --> 01:28:39.251]  Not cute getting suckered.
[01:28:39.251 --> 01:28:42.092]  Not cute clinging to the tyranny.
[01:29:02.591 --> 01:29:06.234]  This is Alex Jones and I want each of you to ask yourself this question.
[01:29:06.234 --> 01:29:08.236]  Do you really know what's in your tap water?
[01:29:08.236 --> 01:29:16.763]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:29:16.763 --> 01:29:22.328]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:29:22.328 --> 01:29:23.950]  Now what are you going to do about it?
[01:29:24.170 --> 01:29:30.674]  The Acola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
