[00:00:09.810 --> 00:00:10.250]  Oh, Willie.
[01:12:45.345 --> 01:12:46.266]  It's never 9-0 or 7-2, it's always 5-4.
[01:12:48.807 --> 01:12:52.008]  Oh, we were so close not taking away your civil liberties, but we decided to.
[01:12:52.308 --> 01:12:59.011]  They ruled that a lawyer no longer needs to be present in certain circumstances for police to interrogate you.
[01:12:59.231 --> 01:13:07.414]  Now, yes, have they been doing this, you know, in the past in some other cases where they'll lie to somebody, they'll entrap somebody, they'll, you know, physically abuse somebody and interrogate them.
[01:13:07.434 --> 01:13:15.578]  Yes, but now the Supreme Court has ruled that they can interrogate you without a lawyer and that will not be thrown out of court.
[01:13:15.618 --> 01:13:16.458]  What's your take on that?
[01:13:16.878 --> 01:13:18.041]  Well, what is the Supreme Court?
[01:13:18.182 --> 01:13:22.974]  Nine government lawyers who make decisions in favor of the government.
[01:13:23.487 --> 01:13:28.611]  I mean, that's what, you know, we're taught to think of these as some sort of ethereal guy up on a cloud.
[01:13:29.152 --> 01:13:36.117]  These are government bureaucrats intent on expanding government power, and expanding the power of the Supreme Court, too, within the government.
[01:13:36.718 --> 01:13:38.059]  And, yeah, it's absolutely true.
[01:13:38.099 --> 01:13:53.151]  I mean, we have, after all, President Obama, building on what Bush has done, has said he wants the power in a formal way for the president, and then, of course, all the president, a zillion employees, to take any person, American or foreign,
[01:13:54.013 --> 01:13:55.537]  Put them in a prison camp.
[01:13:56.119 --> 01:13:58.085]  Keep it secret that they're in a prison camp.
[01:13:58.385 --> 01:14:02.377]  And keep them there indefinitely and have the ability to interrogate them with torture, of course.
[01:14:03.212 --> 01:14:04.333]  On his own say-so.
[01:14:04.734 --> 01:14:13.061]  So they're undoing, you know, a thousand years of development of civil liberties, and we're watching the establishment of the totalitarian state.
[01:14:13.461 --> 01:14:15.503]  And again, this is not... this didn't begin with Obama.
[01:14:15.523 --> 01:14:18.626]  I mean, really, Franklin Roosevelt was our first fascist president.
[01:14:18.646 --> 01:14:20.227]  So this has been going on for some time.
[01:14:20.687 --> 01:14:26.332]  But American freedoms are evaporating, you know, like water in the sun in Washington, D.C.
[01:14:26.352 --> 01:14:27.013]  in the summertime.
[01:14:27.810 --> 01:14:48.705]  Well they really are and you know another story that we've been carrying here at InfoWars is just a week and a half ago in Wisconsin, a judge ruled there that the police could outfit somebody who was not under probable cause, did not have a warrant for an investigation, they could outfit their car without them knowing with a GPS device and track and trace them and this was okay!
[01:14:49.145 --> 01:14:52.426]  I mean, this police state has gotten completely out of control.
[01:14:52.446 --> 01:14:54.206]  I mean, I have a story in front of me.
[01:14:54.267 --> 01:14:56.907]  High-tech sleuth helps reduce truancy.
[01:14:57.367 --> 01:15:03.229]  This 17-year-old girl is forced to carry this GPS device that has these different buttons.
[01:15:03.269 --> 01:15:06.610]  And at certain times, she'll have to actually punch in her coordinates.
[01:15:06.870 --> 01:15:10.091]  And if her coordinates are outside of that, she gets thrown out of school.
[01:15:10.131 --> 01:15:12.912]  I mean, how much more can we take from Big Brother?
[01:15:12.972 --> 01:15:16.773]  It just keeps expanding and expanding and getting more and more out of control.
[01:15:17.421 --> 01:15:29.171]  You know, Misha, one thing that every parent ought to consider, if you have your children in the government schools that are entirely run by the federal government of the Department of Education of Washington, what are you doing?
[01:15:30.192 --> 01:15:35.196]  What are you doing turning over your children to people who want to put up an ankle bracelet on them to keep track of them?
[01:15:35.931 --> 01:15:44.993]  I mean, where they're totally indoctrinated every day in the glories of government, the glories of government power, and why the government should be able to do anything it wants to them.
[01:15:45.453 --> 01:15:45.973]  And to you.
[01:15:46.473 --> 01:15:55.995]  And why if you have your own views on religion or some other subject the government doesn't like, well, to heck with you and the kids should be responsive to the government.
[01:15:56.335 --> 01:16:03.217]  The public schools exist to take children, in effect, away from their parents, away from their community, make them little robots for D.C.
[01:16:03.997 --> 01:16:08.207]  So, parents, if you've got your kids in the government schools, please rethink it.
[01:16:09.500 --> 01:16:14.583]  I want to get your take on this former soldier, Ralph Peters.
[01:16:14.663 --> 01:16:21.066]  He's been on USA Today, contributed to Fox News, writes for the New York Post.
[01:16:21.807 --> 01:16:28.390]  In his latest column, he starts talking about something that's already happening, but not outward practice.
[01:16:28.650 --> 01:16:33.873]  He talks about blackouts, media censorship, which is already happening in this country.
[01:16:34.133 --> 01:16:46.241]  But then he says, ultimately, military attacks on partisan media, saying they literally need to kill the media in order to, you know, further the war effort and save us from the terrorists.
[01:16:46.261 --> 01:16:52.385]  Now, this has already happened on several levels over in the Middle East, but it seems like he's talking about this happening in this country.
[01:16:52.405 --> 01:16:55.007]  And, of course, our news is already blacked out and censored.
[01:16:55.247 --> 01:16:58.769]  Anybody with half a brain that's paying attention to what's going on knows this.
[01:16:59.090 --> 01:17:03.913]  But for him to put this out there like it's OK to kill the media, I mean, what's your take?
[01:17:04.593 --> 01:17:16.997]  Well, Ralph Peters is a neocon, therefore he's a totalitarian, some kind of social democrat in economics, but a totalitarian in terms of the warfare state and in terms of civil liberties.
[01:17:17.678 --> 01:17:19.058]  And already the U.S.
[01:17:19.098 --> 01:17:20.819]  government kills foreign reporters.
[01:17:21.439 --> 01:17:27.581]  I mean, when they started this, when Bush started his aggression, both against Afghanistan and against Iraq,
[01:17:28.368 --> 01:17:30.169]  They bombed Al Jazeera stations.
[01:17:30.589 --> 01:17:30.889]  That's right.
[01:17:30.909 --> 01:17:33.210]  They bombed the media that was telling the truth.
[01:17:33.810 --> 01:17:34.491]  So, the U.S.
[01:17:34.531 --> 01:17:35.111]  already does this.
[01:17:35.171 --> 01:17:43.615]  I guess Ralph Peters would like to shoot people in this country who aren't going along with the ABC, NBC, New York Times, Washington Post, Lime.
[01:17:44.315 --> 01:17:45.095]  Alright, we'll come back.
[01:17:45.155 --> 01:17:46.676]  Final segment of the Lew Rockwell.
[01:17:46.716 --> 01:17:47.916]  After this, it's the Alex Jones Show.
[01:17:47.956 --> 01:17:51.358]  I'm Jason Burmas, PrisonPlanet.tv and TheInfoWarrior.com.
[01:17:57.293 --> 01:17:58.194]  Spring is here.
[01:17:58.434 --> 01:17:59.214]  Growing season.
[01:17:59.394 --> 01:18:01.376]  The economy is not getting any better.
[01:18:01.596 --> 01:18:02.997]  In fact, it's getting worse.
[01:18:03.297 --> 01:18:03.957]  Think about it.
[01:18:04.278 --> 01:18:08.120]  At this rate, how will your life be in a month or even a year?
[01:18:08.360 --> 01:18:11.842]  Maybe you've been putting things off, but the time to act is now.
[01:18:12.063 --> 01:18:14.624]  You need to get your seeds before it's too late.
[01:18:14.884 --> 01:18:26.752]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[01:18:27.072 --> 01:18:27.532]  We're good.
[01:18:55.779 --> 01:18:57.120]  Hey folks, Alex Jones here.
[01:18:57.280 --> 01:19:02.263]  I'm sending out a special alert to all those out there listening with credit card debt and struggling to make payments.
[01:19:02.663 --> 01:19:04.744]  I'm going to give you a very important phone number.
[01:19:05.084 --> 01:19:14.189]  Due to a declining economy and credit crisis, you now have the power to settle your debt and lower your payments by up to 60% or more by calling the bailout group.
[01:19:14.189 --> 01:19:15.110]  We're good to go.
[01:19:39.068 --> 01:19:41.971]  The word catastrophe is defined as a sudden and widespread disaster.
[01:19:42.011 --> 01:19:44.373]  The only way to be truly ready is to prepare yourself now.
[01:20:10.339 --> 01:20:11.080]  I think so.
[01:20:34.840 --> 01:20:36.081]  I hear the train a-comin'
[01:21:02.885 --> 01:21:14.346]  It's rollin' around a bit And I ain't seen the sunshine since I don't know when I'm stuck in Folsom Prison And time keeps draggin' on
[01:21:16.411 --> 01:21:27.920]  You know, finishing up with Lew Rockwell, the last point he was making were about Afghanistan and Iraq, and we're about to be, you know, we're running up on the eighth anniversary of the occupation of Afghanistan.
[01:21:27.940 --> 01:21:37.848]  We went in there in October, really cleaned things up pretty quickly, but now the insurgents are back, and that's the main focus, and we're redistributing forces from Iraq into Afghanistan.
[01:21:38.248 --> 01:21:48.575]  And meanwhile, you know, in 2006, the Democrats were supposed to save us when they became the majority in the House, and they were going to get us out of the war, and Nancy Pelosi said, nope, and we're not going to go after war crimes either.
[01:21:48.595 --> 01:21:52.678]  And she's just a big figurehead for the whole party at this point, and for the war.
[01:21:53.118 --> 01:21:54.860]  The Barack Obama administration comes in.
[01:21:55.620 --> 01:21:56.981]  And they backtrack on their plans.
[01:21:57.021 --> 01:21:58.902]  Oh, we'll be out in 18 months, we promise.
[01:21:59.222 --> 01:22:10.447]  Now, he's officially saying, oh, all combat troops will be out by the end of December 2011, but we're still going to have 50,000 non-combat troops in Iraq right around the time of an election year.
[01:22:10.768 --> 01:22:11.428]  Give me a break.
[01:22:11.468 --> 01:22:13.069]  I mean, talk about Orwellian speak.
[01:22:13.829 --> 01:22:15.952]  And then he says, we're going to shut down Guantanamo Bay.
[01:22:16.573 --> 01:22:17.274]  But it doesn't happen.
[01:22:17.294 --> 01:22:18.355]  They can't find the funding.
[01:22:18.555 --> 01:22:22.640]  Well, we just passed another bill for $83 billion for this war in the Middle East.
[01:22:22.881 --> 01:22:25.444]  They can't find the funding to close down Guantanamo Bay?
[01:22:25.724 --> 01:22:30.010]  I mean, where do you see the Middle East situation going in the next few months?
[01:22:30.512 --> 01:22:44.095]  Well, I think it's very frightening, and I think Barack Obama is potentially more of a militarist and more of a warmonger than even George Bush, if only because he may feel he has to prove more because of what people thought might be his pro-peace agenda.
[01:22:46.076 --> 01:22:48.096]  I was fooled early on.
[01:22:48.436 --> 01:22:52.517]  I thought maybe he was a guy who was actually going to be less belligerent, but of course it's not true.
[01:22:52.577 --> 01:22:56.738]  So yeah, the so-called insurgents are doing better in Afghanistan.
[01:22:57.498 --> 01:22:58.479]  Who are these insurgents?
[01:22:58.499 --> 01:22:59.219]  These are Afghanis.
[01:23:00.962 --> 01:23:04.244]  Don't like the idea of a bunch of foreigners occupying their country.
[01:23:04.264 --> 01:23:08.887]  Now aren't that, isn't that a crazy, wacko business that somebody might feel that way?
[01:23:08.907 --> 01:23:13.790]  Uh, so we're supposed to demonize and hate the guts of anybody who doesn't want to be ruled by the U.S.
[01:23:14.470 --> 01:23:16.031]  Uh, I don't want to be ruled by the U.S.
[01:23:16.071 --> 01:23:21.515]  I just assume people come out of this country, and I certainly don't want to see them attacking, uh, people in other countries.
[01:23:22.035 --> 01:23:26.458]  But they're stepping up the wars, and there's some very alarming rhetoric being used against Iran.
[01:23:27.886 --> 01:23:33.711]  If Iran wants an atomic bomb, there's no evidence that they're doing anything to produce one.
[01:23:34.151 --> 01:23:38.495]  According to the International Atomic Energy Agency and all the people who inspect them, there's no evidence.
[01:23:38.875 --> 01:23:40.697]  If they want a bomb, why would they want a bomb?
[01:23:40.737 --> 01:23:43.539]  They would not want a bomb to bomb Israel or the U.S.
[01:23:43.579 --> 01:23:44.320]  or anybody else.
[01:23:44.720 --> 01:23:48.123]  They would want a bomb to protect themselves from being bombed.
[01:23:48.846 --> 01:23:50.207]  Because, of course, the U.S.
[01:23:50.307 --> 01:23:52.649]  and Israel are threatening them constantly.
[01:23:53.049 --> 01:23:54.850]  We're going to kill you, we're going to bomb you.
[01:23:54.930 --> 01:23:59.373]  This, by the way, is against international law to threaten a war like this against another country.
[01:23:59.773 --> 01:24:02.735]  Anyway, we're going to kill you, we're going to kill you, we're going to kill you, we're going to kill you.
[01:24:02.755 --> 01:24:06.818]  And I guess there are a lot of people who actually want to kill everybody in Iran.
[01:24:07.519 --> 01:24:09.840]  This is a great ancient civilization.
[01:24:11.221 --> 01:24:12.242]  These are wonderful people.
[01:24:12.802 --> 01:24:13.863]  They're being demonized.
[01:24:14.063 --> 01:24:15.624]  Of course, any people who the U.S.
[01:24:15.764 --> 01:24:18.486]  plans to mass murder always have to be demonized.
[01:24:19.219 --> 01:24:20.599]  Um, they're great people.
[01:24:21.100 --> 01:24:22.320]  They never did anything to us.
[01:24:22.960 --> 01:24:28.861]  They never, uh, you know, they haven't hurt any neighbor for a thousand years or whatever.
[01:24:29.442 --> 01:24:37.764]  So, to be committing an act of aggression, we have to remember this is the first crime that was charged at the Nuremberg Trials against Germany.
[01:24:38.444 --> 01:24:42.325]  The first international crime was launching an aggressive war.
[01:24:43.165 --> 01:24:46.726]  It is the end of the Nuremberg Trials, but this was the worst thing the Nazis did.
[01:24:48.167 --> 01:24:51.830]  Maybe it wasn't the worst thing, but it certainly made possible all the worst things that they did.
[01:24:52.270 --> 01:24:57.935]  The atmosphere of war and totalitarianism that comes with total war and the total state.
[01:24:58.396 --> 01:25:03.460]  And that seems to be the direction that we, the ones in the land of the free, are headed in.
[01:25:03.520 --> 01:25:06.003]  So I think it's very alarming that they may plan to
[01:25:06.836 --> 01:25:09.098]  I have to agree with you.
[01:25:09.258 --> 01:25:12.081]  You are a murderer if you're killing innocent people.
[01:25:12.101 --> 01:25:14.783]  If you're torturing people in these camps, as all the reports show.
[01:25:14.803 --> 01:25:15.664]  Thank you so much, Lew Rockwell.
[01:25:15.684 --> 01:25:16.645]  We'll be back after this.
[01:25:16.665 --> 01:25:17.866]  It's the Alex Jones Show.
[01:25:36.629 --> 01:25:41.452]  Thank you for listening to GCN.
[01:25:41.492 --> 01:25:43.733]  Visit GCNlive.com today.
[01:25:45.775 --> 01:25:46.355]  Hello, friends.
[01:25:46.395 --> 01:25:47.336]  This is Alex Jones.
[01:25:47.456 --> 01:25:52.039]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:25:52.199 --> 01:25:54.961]  We need to be independent, and food and water is the key.
[01:25:55.161 --> 01:25:58.043]  You'll never have to stand in a bread line if you have your own bread.
[01:25:58.223 --> 01:26:02.926]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:26:03.146 --> 01:26:04.087]  If you simply prepare.
[01:26:04.287 --> 01:26:07.269]  No one is going to take care of your family in the final equation but you.
[01:26:07.509 --> 01:26:14.415]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:26:14.515 --> 01:26:17.637]  And they do it at almost half the cost of last year's grocery prices.
[01:26:17.797 --> 01:26:17.997]  Call 1-800-409-5633.
[01:26:18.057 --> 01:26:19.458]  Or on the web, go to efoodsdirect.com.
[01:26:22.921 --> 01:26:29.003]  Visit efoodsdirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:26:29.183 --> 01:26:32.945]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:26:32.965 --> 01:26:34.265]  Again, 800-409-5633, or on the web at efoodsdirect.com.
[01:26:34.305 --> 01:26:34.906]  Take action today.
[01:26:34.946 --> 01:26:36.726]  The first step is getting storable food.
[01:26:48.385 --> 01:26:50.266]  Waging war on corruption.
[01:26:50.766 --> 01:26:53.647]  Alex Jones on the GCM Radio Network.
[01:26:56.748 --> 01:26:59.449]  Final hour of the Alex Jones Show.
[01:26:59.509 --> 01:27:02.830]  I am Jason Burma sitting in for Alex.
[01:27:15.461 --> 01:27:18.924]  If you missed any of the program, Alex really wrote Shotgun for the majority of the show.
[01:27:18.964 --> 01:27:20.826]  We just got off the phone with Blue Rockwell.
[01:27:21.686 --> 01:27:27.811]  We stream it 24-7 here at InfoWars.com, except for when my show plays 9 to midnight Central Time.
[01:27:28.312 --> 01:27:32.595]  You can always get the podcast over at InfoWars as well.
[01:27:32.696 --> 01:27:42.564]  Spread the word, I mean, we need this video to go completely viral of a cop attacking an EMT officer who's trying to help a woman.
[01:27:44.104 --> 01:27:46.066]  We're going to take your calls this entire hour.
[01:27:46.086 --> 01:27:49.990]  We've got Jim Newcomer of Midas Resources coming up at half past.
[01:27:50.991 --> 01:27:55.595]  But I want to thank one of our great sponsors, SurvivalSeedBank.com.
[01:27:55.976 --> 01:27:58.158]  That's SurvivalSeedBank.com, 877-327-0365.
[01:28:02.366 --> 01:28:11.009]  In a real crisis, do you want the non-hybrid heirloom seeds that actually give you nutrients that can actually feed you, you know, keep you healthy?
[01:28:11.269 --> 01:28:16.130]  Well, survivalseedbank.com is the place to go.
[01:28:16.150 --> 01:28:17.191]  877-327-0365.
[01:28:17.731 --> 01:28:21.532]  Even if you're not out there worried that something's going to happen, hey, grow a victory garden.
[01:28:21.552 --> 01:28:23.013]  They don't want you to have organic foods.
[01:28:23.033 --> 01:28:24.173]  They don't want you to be healthy.
[01:28:24.373 --> 01:28:26.594]  They want you on GMO crap-tacular.
[01:28:27.677 --> 01:28:28.957]  So, you know, protect yourself.
[01:28:29.258 --> 01:28:31.018]  Survivalseedbank.com 877-327-0365.
[01:28:31.258 --> 01:28:43.042]  Now, I have not read this article just a headline, but it was given to me by my producer in the beginning of the show and it's definitely worth noting.
[01:28:44.062 --> 01:28:50.404]  We talked a little bit about Supreme Court decisions and the corruption there and the 5-4 WWE politics style.
[01:28:50.524 --> 01:28:51.285]  Oh, it was so close.
[01:28:52.345 --> 01:28:53.125]  It's always so close.
[01:28:53.165 --> 01:28:55.326]  Well, we know Sotomayor
[01:28:57.014 --> 01:28:58.815]  Is a council member on La Raza.
[01:28:59.055 --> 01:28:59.496]  We know that.
[01:28:59.656 --> 01:29:00.316]  We're aware of that.
[01:29:01.037 --> 01:29:01.317]  Okay?
[01:29:01.537 --> 01:29:04.039]  We know she's already really a reverse racist.
[01:29:04.079 --> 01:29:10.563]  And it's, it can't, they're calling it a reverse racist in the media because they love to drum up controversy between Newt Gingrich and whoever.
[01:29:10.583 --> 01:29:17.728]  Newt Gingrich, the fake Christian who likes to go to the Bohemian Grove Club and act like he's a conservative when he's anything but.
[01:29:18.129 --> 01:29:21.591]  And I think he actually denied that he went to the Bohemian Grove when he was confronted about it.
[01:29:22.372 --> 01:29:24.673]  Or he said, you know, something ridiculous about it.
[01:29:24.793 --> 01:29:25.554]  Oh, it doesn't exist.
[01:29:27.230 --> 01:29:31.632]  But this woman apparently says that gun ownership is unconstitutional.
[01:29:31.652 --> 01:29:35.133]  So I'm going to read the article and we'll see what we got.
[01:29:35.613 --> 01:29:42.595]  President Obama has made a bold choice to replace Supreme Court Justice David Souter with Appeals Court Justice Sonia Sotomayor.
[01:29:42.615 --> 01:29:42.735]  Ms.
[01:29:42.755 --> 01:29:47.537]  Sotomayor, if confirmed, would be the first Hispanic justice and would be only the third woman on the court.
[01:29:47.817 --> 01:29:52.419]  Sotomayor's resume is impressive, including a 1993 ruling in favor of a homeless man
[01:29:52.879 --> 01:29:59.181]  Beaten by NYPD officers and her landmark decision in 2002 regarding terrorism suspects.
[01:29:59.581 --> 01:30:06.702]  In that case, she determined that suspects captured on the battlefield must receive all rights afforded to American citizens under the Constitution.
[01:30:07.002 --> 01:30:13.044]  Her controversial decision was later overturned by an appellate court, but still influenced current policy.
[01:30:13.584 --> 01:30:24.951]  Sotomayor is a graduate of Princeton University, where her legal thesis include race in American classroom and underlying injustice, American exceptionalism, and permanent bigotry.
[01:30:24.971 --> 01:30:25.811]  Well, she's the bigot.
[01:30:26.252 --> 01:30:33.056]  She's the one saying that for some reason her ethnicity is going to make her, more often than not, have a better decision than a white man.
[01:30:33.796 --> 01:30:34.898]  I mean, what does that even mean?
[01:30:34.938 --> 01:30:35.339]  How do you know?
[01:30:35.539 --> 01:30:39.364]  Again, base your decisions on the content of somebody's character.
[01:30:39.584 --> 01:30:40.826]  Not the color of their skin.
[01:30:41.387 --> 01:30:43.169]  Not their religious beliefs.
[01:30:43.630 --> 01:30:44.871]  The content of their character.
[01:30:45.192 --> 01:30:48.035]  Whether they believe in the Constitution or the Bill of Rights, especially for this job.
[01:30:49.065 --> 01:30:51.606]  And deadly obsession American gun culture.
[01:30:51.946 --> 01:31:05.113]  In this text, the student Sotomayor explained that the Second Amendment to the Constitution did not actually afford individual citizens the right to bear arms, but only duly conferred organizations like the military.
[01:31:05.593 --> 01:31:07.914]  No, that's not correct, ma'am.
[01:31:08.754 --> 01:31:15.778]  Instead of making guns illegal, she argues that they have been illegal for individuals to own since the passing of the Bill of Rights.
[01:31:16.974 --> 01:31:17.214]  Wow.
[01:31:17.695 --> 01:31:21.218]  We need to get Deadly Obsession American Gun Culture in the office.
[01:31:21.258 --> 01:31:29.424]  If you're a listening audience, if you're listening, if there's a PDF file of that book online, showtipsatinfowars.com or mail us the book.
[01:31:30.165 --> 01:31:31.206]  Because she needs to be exposed.
[01:31:31.226 --> 01:31:33.328]  She's saying that we don't have a Second Amendment right?
[01:31:33.688 --> 01:31:39.353]  No, the reason that we have guns is because the military has guns and the police have guns and it's to stop tyranny.
[01:31:40.202 --> 01:31:43.927]  Well-organized militias also, you know, keeping your persons and property safe.
[01:31:43.967 --> 01:31:46.631]  She's absolutely ridiculous and that's just another strike against her.
[01:31:46.931 --> 01:31:49.134]  But let's see if the phony conservatives bring this up.
[01:31:49.274 --> 01:31:50.516]  Let's see if this comes to the light.
[01:31:50.596 --> 01:31:52.238]  It's the Alex Jones Show back after this.
[01:31:55.914 --> 01:32:04.280]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[01:32:04.540 --> 01:32:08.964]  Many studies have shown that the majority of Americans are deficient in minerals.
[01:32:09.404 --> 01:32:14.648]  Deficiency in any one of the more important minerals actually results in disease.
[01:32:15.148 --> 01:32:24.075]  Go to raworganicvegansuperfoods.com today and see the wide range of foods available that are designed to help your mind and body work the way they were intended to.
[01:32:24.455 --> 01:32:28.698]  You can also visit the link on PrisonPlanet.com to see some of the amazing products available.
[01:32:28.959 --> 01:32:30.120]  Folks, you've got to try this.
[01:32:30.460 --> 01:32:36.645]  These foods promote nutritional excellence, health and well-being, beauty enhancement, and truly sustainable agriculture.
[01:32:36.945 --> 01:32:40.808]  Many foods today have herbicides, pesticides, fungicides, and insecticides.
[01:32:41.088 --> 01:32:46.309]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:33:09.588 --> 01:33:15.790]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:33:16.170 --> 01:33:18.011]  Well, Obama's already fudging.
[01:33:18.151 --> 01:33:20.551]  He's fudged since day one in this election.
[01:33:20.652 --> 01:33:31.435]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:33:32.233 --> 01:33:33.494]  It's not about left or right.
[01:33:33.894 --> 01:33:35.275]  It's about a one world government.
[01:33:35.755 --> 01:33:42.098]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:33:42.659 --> 01:33:50.443]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:33:50.923 --> 01:33:52.064]  The Obama Deception.
[01:33:52.484 --> 01:33:53.665]  The people strike back.
[01:33:55.797 --> 01:34:00.079]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[01:34:00.319 --> 01:34:05.220]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[01:34:05.420 --> 01:34:06.761]  Hi folks, Alex Jones here.
[01:34:06.921 --> 01:34:10.422]  Why not go back to basics and be safe with Calbin Pure Soaps?
[01:34:10.542 --> 01:34:15.724]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[01:34:15.944 --> 01:34:21.726]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[01:34:22.046 --> 01:34:24.489]  Now, Calvin Soaps are available to you and me.
[01:34:24.569 --> 01:34:26.891]  Triple concentrated for all your cleaning needs.
[01:34:27.091 --> 01:34:29.233]  From bathing and laundry to dishes, hair and more.
[01:34:29.513 --> 01:34:30.474]  No harsh chemicals.
[01:34:30.714 --> 01:34:31.655]  No animal testing.
[01:34:31.915 --> 01:34:33.056]  I use them and love them.
[01:34:33.257 --> 01:34:34.858]  Knowing they're all natural and safe.
[01:34:35.138 --> 01:34:36.199]  And I say big time.
[01:34:36.540 --> 01:34:37.781]  Call Calvin Pure Soap at 1-800-340-7091.
[01:34:37.801 --> 01:34:38.021]  That's 1-800-340-7091.
[01:34:38.041 --> 01:34:39.723]  Or log on to 5starsoap.com now for a free catalog.
[01:34:48.030 --> 01:34:54.554]  Again that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[01:34:57.035 --> 01:35:03.078]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:35:03.678 --> 01:35:06.660]  It's Alex Jones and the GCN Radio Network.
[01:35:08.095 --> 01:35:15.317]  All right, ladies and gentlemen, we are back and Alex Jones has joined us once more to weigh in on the Sotomayor.
[01:35:15.337 --> 01:35:17.458]  There is no Second Amendment, apparently.
[01:35:17.478 --> 01:35:19.019]  You don't have the right to a gun.
[01:35:19.139 --> 01:35:20.559]  We're going to have to get the full text.
[01:35:20.579 --> 01:35:24.481]  We're going to have to get this book, Deadly Obsession, American Gun Culture.
[01:35:24.741 --> 01:35:26.101]  Please, audience, help us out.
[01:35:26.361 --> 01:35:27.962]  Get us this book ASAP.
[01:35:28.342 --> 01:35:28.522]  Alex?
[01:35:30.242 --> 01:35:36.986]  Yeah, Jason, this is, you know, I'm sitting here with my family, listening to you, and wild horses can't drag me away.
[01:35:37.626 --> 01:35:40.428]  Because I realize how much ball dropping I do.
[01:35:40.828 --> 01:35:45.171]  And this is why the listeners and their tips and their calls and their emails, and I'm going to get off quick, some dead calls.
[01:35:45.511 --> 01:35:47.812]  Speaking of that, and that's why it's so important.
[01:35:47.832 --> 01:35:48.833]  That's why we need listeners.
[01:35:49.699 --> 01:36:01.097]  I want to create something like News Tips at Infowars.com or Story Submissions or Stories at Infowars.com and have maybe a section of hot breaking news
[01:36:01.903 --> 01:36:04.625]  That is listener articles and listener feedback.
[01:36:04.745 --> 01:36:17.932]  I see so much well-prepared analysis and information in InfoWars.com and PrisonPlanet.com as comments mixed in with all the profanity and insanity that comes along with the First Amendment.
[01:36:17.992 --> 01:36:21.954]  People complain about that, but we try to leave it as free and lawless as possible.
[01:36:22.535 --> 01:36:29.679]  I want listeners who want to write articles, write comments, write research papers, some of the incredible stuff we see in the PrisonPlanet.com forum,
[01:36:30.399 --> 01:36:31.740]  To start submitting them.
[01:36:31.760 --> 01:36:33.321]  Like, let's make the email right now.
[01:36:33.381 --> 01:36:38.623]  How about stories at InfoWars.com?
[01:36:39.404 --> 01:36:46.288]  Because it was last Saturday that I saw a comment on a story.
[01:36:46.508 --> 01:36:48.789]  And the reason I read them is because I get so much good info.
[01:36:49.709 --> 01:36:53.631]  And it was a link to a mainstream gun website.
[01:36:53.671 --> 01:36:54.532]  I forget which one.
[01:36:55.492 --> 01:36:56.313]  Shooter something.
[01:36:57.365 --> 01:37:03.088]  And it was quotes of her in newspapers and quotes of her in that book.
[01:37:03.168 --> 01:37:04.168]  It listed that book.
[01:37:04.809 --> 01:37:08.510]  And then I did some searching and found the actual stories.
[01:37:08.590 --> 01:37:12.372]  I found a few of them, but my printer was out of printing paper.
[01:37:12.873 --> 01:37:14.833]  So I ended up not covering on Sunday.
[01:37:14.994 --> 01:37:17.715]  And I wrote a note saying, cover this.
[01:37:17.775 --> 01:37:18.615]  And then I forgot.
[01:37:18.635 --> 01:37:19.796]  So I'm listening to you.
[01:37:20.754 --> 01:37:29.516]  And you bring it up, that's why we've got you down here Burma, because you're such a great newshound and are addicted to knowing more info like I am, so it's a perfect, you know, two peas in a pod.
[01:37:29.796 --> 01:37:32.317]  But again, I find, that's my frustration.
[01:37:32.557 --> 01:37:38.879]  There's hundreds and hundreds of things, I'd say 50% of the stuff I come across I don't cover on air, because there's so much of it.
[01:37:39.219 --> 01:37:39.959]  This woman,
[01:37:40.851 --> 01:37:43.652]  It's just like the Attorney General who argued last year.
[01:37:43.692 --> 01:37:44.392]  You want the source.
[01:37:44.412 --> 01:37:46.413]  Obama keeps saying there's no such thing.
