[00:00:00.149 --> 00:00:06.836]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:53:46.749 --> 00:53:48.430]  It's the majority of those we're able to reach.
[00:53:48.470 --> 00:53:49.870]  The question is, how do we reach people?
[00:53:50.390 --> 00:53:53.331]  The listeners have to get your books and my films and materials out to folks.
[00:53:56.212 --> 00:54:00.494]  But to go directly over the target and all the flack is also
[00:54:01.556 --> 00:54:02.617]  Also extremely daunting.
[00:54:02.637 --> 00:54:05.398]  Webster Tarpley, it's good to have you here with us.
[00:54:06.059 --> 00:54:07.079]  Hi Alex, how are you?
[00:54:07.099 --> 00:54:12.202]  I am just blown away by how real all of this is.
[00:54:12.883 --> 00:54:16.485]  Just all of the corruption manifesting, the controlled depression, all of it.
[00:54:17.265 --> 00:54:21.168]  Give us the latest on your analysis of what the globalists are doing and what Obama's up to.
[00:54:22.328 --> 00:54:26.471]  Well, I think there are a number of things that are changing rapidly.
[00:54:26.511 --> 00:54:28.712]  The first is this question of the Obamavilles.
[00:54:28.932 --> 00:54:30.193]  And I say Obamavilles
[00:54:30.987 --> 00:54:31.847]  Very deliberately.
[00:54:32.508 --> 00:54:43.232]  Back in the 1890s, in this country, we had a very severe depression, which occurred when President Grover Cleveland, remember him, a Democrat, capitulated to J.P.
[00:54:43.292 --> 00:54:47.113]  Morgan and the British and basically turned the control of the U.S.
[00:54:47.153 --> 00:54:51.455]  public debt over to London and their man Morgan in Wall Street.
[00:54:51.615 --> 00:54:56.597]  That is really the basis of the Federal Reserve, comes out of that, those events in 1895.
[00:54:57.017 --> 00:54:58.477]  That pitched the entire U.S.
[00:54:58.537 --> 00:55:00.298]  economy into a terrible depression.
[00:55:00.908 --> 00:55:05.691]  And there were bread lines for people who were lucky, and those were called Cleveland Cafes.
[00:55:05.791 --> 00:55:08.493]  So a Cleveland Cafe in the 1890s.
[00:55:08.653 --> 00:55:26.646]  In the 1930s, I think more people remember, there were these shanty towns that were known as Hoovervilles, in honor of Herbert Hoover, reactionary Republican who refused to do anything about the Depression, kept talking about the laws of the free market and how you had to wait and prosperity was just around the corner.
[00:55:27.105 --> 00:55:28.826]  And be a rugged individualist.
[00:55:28.846 --> 00:55:31.608]  That was his slogan in 1932 when he lost the election.
[00:55:31.928 --> 00:55:34.150]  So those were Herbert Hoover, Hoovervilles.
[00:55:34.670 --> 00:55:39.934]  And now we have these shantytowns, and I don't know what else you're going to call them except Obamavilles, because that's what they are.
[00:55:40.474 --> 00:55:43.896]  And they're filling up with people who are homeless.
[00:55:44.197 --> 00:55:48.520]  And we can see just the beginnings of some coverage.
[00:55:48.660 --> 00:55:51.922]  NBC News had a story last night in their nightly news about
[00:55:52.466 --> 00:55:53.667]  About these shanty towns?
[00:55:53.707 --> 00:55:55.449]  They don't call them Obamavilles of course.
[00:56:10.265 --> 00:56:12.206]  Well, I recommend for this stopping foreclosures.
[00:56:12.226 --> 00:56:15.008]  And the way you stop foreclosures is to stop foreclosures with a federal law.
[00:56:15.028 --> 00:56:16.129]  Foreclosure must be a federal crime.
[00:56:16.169 --> 00:56:16.529]  No foreclosures.
[00:56:40.117 --> 00:56:43.940]  We've got a banking sector that has run wild for 20 years under deregulation.
[00:56:43.980 --> 00:56:46.982]  Yeah, Bloomberg reported the banks have gotten $9.7 trillion.
[00:56:47.782 --> 00:56:52.226]  It's unaccounted for, and that would pay for 90 plus percent of all mortgages.
[00:56:53.747 --> 00:56:57.329]  It would be a pittance of that with the people that can prove that they can't pay their mortgages.
[00:56:57.369 --> 00:56:58.330]  It is socialism!
[00:56:58.690 --> 00:57:02.293]  They keep saying that we've got socialism, but we really don't have that.
[00:57:02.333 --> 00:57:04.314]  We have banker-looting fascism.
[00:57:04.354 --> 00:57:08.277]  And if I have a choice between banker-looting fascism and socialism, I'll take socialism.
[00:57:08.457 --> 00:57:09.338]  That's not what we're getting.
[00:57:13.152 --> 00:57:18.815]  Did you know that pH balance is one of the most important factors in maintaining high energy and vibrant health?
[00:57:19.095 --> 00:57:23.877]  Most experts agree that the water you drink should be at a pH level of 9 or higher.
[00:57:24.117 --> 00:57:29.079]  Plasma pH Drops combine a unique formula of the most alkaline minerals and elements.
[00:57:29.299 --> 00:57:32.741]  This product is a one-of-a-kind in its strength and effectiveness.
[00:57:33.221 --> 00:57:41.408]  Using plasma pH drops is one of the best ways to make your water alkaline while helping you get rid of acid and regaining your health and energy.
[00:57:41.749 --> 00:57:46.713]  With just 10 drops, you can raise the pH level of the water you drink up to the pH of 10.
[00:57:47.534 --> 00:57:53.279]  Alkalizing water helps the body rid itself of acidic waste and increases the oxygen content of your body.
[00:57:53.539 --> 00:57:55.841]  Disease organisms like bacteria and cancer
[00:57:56.181 --> 00:57:57.982]  In the New World Order's War Against Humanity,
[00:58:16.610 --> 00:58:18.732]  Barack Obama is the tip of the spear.
[00:58:19.232 --> 00:58:26.218]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:58:26.804 --> 00:58:33.026]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:58:33.386 --> 00:58:35.227]  Well, Obama's already fudging.
[00:58:35.367 --> 00:58:37.787]  He's fudged since day one in this election.
[00:58:37.868 --> 00:58:48.811]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:58:49.449 --> 00:58:50.730]  It's not about left or right.
[00:58:51.110 --> 00:58:52.471]  It's about a one world government.
[00:58:52.971 --> 00:58:59.314]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:58:59.874 --> 00:59:07.658]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:59:08.138 --> 00:59:09.279]  The Obama Deception.
[00:59:09.699 --> 00:59:10.900]  The people strike back.
[00:59:12.830 --> 00:59:14.011]  Hello, this is Steve Schenck.
[00:59:14.191 --> 00:59:16.473]  Alex has told you you have to get a supply of food.
[00:59:16.613 --> 00:59:20.616]  But Alex and I have decided that there are some of you that we really don't want to have food.
[00:59:20.756 --> 00:59:22.818]  If you're a politician who voted for the bailout,
[00:59:28.084 --> 00:59:36.712]  If you think growing food for cars is better than feeding people, don't get food.
[00:59:36.932 --> 00:59:43.077]  If you think waiting for a cop to show up after a crime is better than defending yourself and preventing the crime, don't call eFoods Direct.
[00:59:43.317 --> 00:59:46.720]  If you believe the official report on 9-11, you won't need food.
[00:59:46.921 --> 00:59:51.064]  If you think the warnings on the Alex Jones Show are foolish, don't call eFoods Direct.
[00:59:58.410 --> 00:59:59.731]  Alex Jones on the GCN Radio Network.
[01:00:35.044 --> 01:00:38.406]  Webster Tarpley is our guest coming up in about 30 minutes.
[01:00:38.426 --> 01:00:43.008]  Tarpley will be on with us at the same time because he's very educated on all these subjects.
[01:00:44.048 --> 01:00:55.233]  Even the mainstream news is admitting, just like the shooting a week ago of the cricket team over in Pakistan, it was on surveillance cameras, witnesses saw it, the police just stood there.
[01:00:56.232 --> 01:00:58.334]  The shooters walked right past them with their guns.
[01:00:59.315 --> 01:01:00.335]  They were allowed to do that.
[01:01:01.216 --> 01:01:02.918]  Mainstream news, scores of headlines.
[01:01:02.938 --> 01:01:08.162]  We posted them up on Infowars.com and PrisonPlanet.com and an article Steve Watson wrote.
[01:01:09.022 --> 01:01:11.585]  Inside job in cricket shooting goes viral.
[01:01:13.212 --> 01:01:14.854]  And so now people are aware of that.
[01:01:16.014 --> 01:01:24.421]  Also, with the thing in Northern Ireland, we said, let's see if there was a drill going on at that time, and let's see if the security forces didn't shoot back and stood down.
[01:01:24.782 --> 01:01:30.266]  It's now come out today, it's in major British papers and Irish papers and European papers, and we're going to go over that.
[01:01:30.867 --> 01:01:34.170]  Webster, digressing, and we'll go back to the Obama bills, just to
[01:01:34.830 --> 01:01:36.471]  Little foresight of what's coming up later.
[01:01:36.491 --> 01:01:45.073]  What does this sound like to you, yet again, with them shooting two members of the British military and now shooting a police officer last night, right when Ireland's starting to get more of its sovereignty?
[01:01:46.374 --> 01:01:59.518]  Well, I'm not very familiar with the details of all this because I've been paying attention to economics, but what we do know is that the British government of Gordon Brown has tremendous totalitarian ambitions.
[01:01:59.898 --> 01:02:02.419]  Gordon Brown is really the guy who started this
[01:02:02.927 --> 01:02:13.392]  The whole policy of bailouts, giving hundreds of billions of dollars or hundreds of billions of pounds to bankrupt banks in an attempt to prop up this castle of derivatives.
[01:02:14.173 --> 01:02:15.474]  He's the one who started that, right?
[01:02:15.494 --> 01:02:29.681]  That was Northern Rock going bankrupt during the second half of 2007, which was then the recipient of hundreds of billions of pounds at the end of 2007 and then nationalized in effect by the British government in the beginning
[01:02:30.316 --> 01:02:30.376]  Of 2008.
[01:02:30.876 --> 01:02:32.537]  So that's really the model.
[01:02:32.577 --> 01:02:34.778]  And they just did that again this past week.
[01:02:34.798 --> 01:02:39.941]  They nationalized Lloyd's Bank, which is one of the big clearing banks, as they call them.
[01:02:39.981 --> 01:02:46.484]  One of the four or five banks in Britain that have offices all around, you know, retail bankers.
[01:02:46.524 --> 01:02:49.305]  So Lloyd's Bank is now nationalized.
[01:02:50.046 --> 01:02:53.287]  And you can see that Gordon Brown is making policy.
[01:02:53.427 --> 01:02:55.508]  Gordon Brown was here in Washington last week.
[01:02:55.548 --> 01:02:56.709]  He addressed a joint session
[01:02:57.298 --> 01:02:57.718]  I don't think so.
[01:03:21.161 --> 01:03:21.922]  By Obama.
[01:03:22.102 --> 01:03:24.223]  And I think this is essentially baseless.
[01:03:24.283 --> 01:03:26.745]  This was a little bit of a dog and pony show, right?
[01:03:26.765 --> 01:03:33.150]  That they kind of did a charade to make it look like Obama was not working directly for Gordon Brown.
[01:03:33.190 --> 01:03:33.870]  But I think he is.
[01:03:34.270 --> 01:03:40.995]  Gordon Brown also wants $500 billion for the International Monetary Fund.
[01:03:41.055 --> 01:03:44.197]  Now, if you want to have the New World Order, that's it.
[01:03:44.578 --> 01:03:46.259]  Whatever the New World Order is going to be,
[01:03:46.832 --> 01:03:49.693]  It's going to be centered in the International Monetary Fund.
[01:03:49.813 --> 01:03:55.455]  Well, they've said that they're making their own court for Madoff and others that the bankers will run, because they're the experts.
[01:03:55.775 --> 01:03:59.697]  And it'll be a new bank of the world that you pay your carbon taxes to.
[01:03:59.777 --> 01:04:01.217]  That's now all over the news.
[01:04:01.277 --> 01:04:02.598]  I mean, more and more every day.
[01:04:02.618 --> 01:04:04.559]  I mean, it's here.
[01:04:05.379 --> 01:04:09.740]  They've called the Wall Street Journal for a North American Union to save us out of the crisis.
[01:04:09.761 --> 01:04:10.741]  So you're absolutely right.
[01:04:11.212 --> 01:04:15.574]  Yeah, the International Monetary Fund is what's going to cap this entire thing.
[01:04:15.594 --> 01:04:18.956]  It'll be the apex of the entire edifice.
[01:04:19.356 --> 01:04:24.860]  And right now they want more money for bankrupt speculators in Eastern Europe and so forth.
[01:04:25.660 --> 01:04:29.522]  I think it's also important to look at the evolution of the derivatives.
[01:04:29.862 --> 01:04:32.544]  My view of the crisis, of course, is that it's totally out of control.
[01:04:32.884 --> 01:04:38.387]  That nobody controls this crisis because it's bringing down all of their institutions one after another.
[01:04:39.383 --> 01:04:49.129]  Last week we had the big AIG story, right, that AIG had lost $62 billion in one quarter, and of course that's all derivative.
[01:04:49.169 --> 01:04:59.996]  This is a very important example, because it refutes the story that you hear from Limbaugh, O'Reilly, Hannity, and all the rest of these clowns, that the crisis was created by poor people
[01:05:00.532 --> 01:05:01.813]  Getting subprime mortgages.
[01:05:01.853 --> 01:05:07.336]  Well, that was publicly the cover story to get the bailout, but the bill said it was for derivatives.
[01:05:07.676 --> 01:05:15.201]  Now in the multi-trillions and growing, just in the United States, not to count worldwide, so it's on record that it is the bankers' derivatives.
[01:05:15.261 --> 01:05:20.224]  But yes, they want to blame it on the American people, so we feel like we have indebtedness to go along with this.
[01:05:20.544 --> 01:05:20.764]  Right.
[01:05:20.884 --> 01:05:25.027]  And AIG has now taken, they've gotten $160 billion already.
[01:05:25.067 --> 01:05:27.068]  They're going to get another $30 billion immediately.
[01:05:27.548 --> 01:05:30.090]  Another $200 billion on top of that, just for AIG.
[01:05:30.612 --> 01:05:32.093]  Now, this is an insurance company.
[01:05:32.673 --> 01:05:44.400]  The interesting thing that came up in the hearings here last week in the Dodd-Shelby Senate Banking Committee, and also the Wyden Committee, the Senate Budget Committee, who got that money?
[01:05:44.720 --> 01:05:56.286]  It turns out that the money given to AIG was then passed along to European banks, European derivatives merchants, foreign bankers got that money, and of course, Goldman Sachs.
[01:05:56.426 --> 01:05:59.248]  Now, the fact that Goldman Sachs got all that money through AIG
[01:05:59.927 --> 01:06:14.673]  ...opens up Hanky Panky Paulson, Henry Paulson, the former Secretary of the Treasury, under Bush, of course, whose entire wealth was wrapped up in options and other instruments and benefits that he had from Goldman Sachs, which is what he worked for.
[01:06:15.193 --> 01:06:19.315]  Now, the big thing is, the derivatives scandal, I think, is about to explode.
[01:06:19.915 --> 01:06:25.958]  Today in the Washington Post, we have an article by a guy called Schmick, where he says the derivatives problem is a black hole.
[01:06:26.488 --> 01:06:33.891]  And the reason that Geithner can't come forward with any programs is because it's going to take trillions, at least two to three trillion.
[01:06:34.212 --> 01:06:40.895]  And everybody in the Obama administration is afraid to come forward and say, we want two trillion or three trillion.
[01:06:40.915 --> 01:06:45.457]  And by the way, that's what Larry Summers is coming out and saying from the White House.
[01:06:45.477 --> 01:06:47.037]  He's saying we need trillions more.
[01:06:47.418 --> 01:06:48.398]  That's in the news today.
[01:06:48.858 --> 01:06:49.279]  Absolutely.
[01:06:49.299 --> 01:06:50.299]  Well, that's very interesting.
[01:06:50.339 --> 01:06:52.400]  I think that the dam is breaking on this question.
[01:06:52.700 --> 01:06:54.601]  See, for the average person, the big issue is,
[01:06:55.080 --> 01:06:56.504]  What caused the depression?
[01:06:56.865 --> 01:06:58.128]  Why is there a depression?
[01:06:58.208 --> 01:06:59.411]  Why should there be a depression?
[01:06:59.451 --> 01:07:00.233]  What has changed?
[01:07:00.313 --> 01:07:04.644]  Well, the big difference is we have 1.5 quadrillion of derivatives.
[01:07:05.117 --> 01:07:09.819]  The leverage on that used to be positive, which meant super profits at the apex of the period.
[01:07:09.839 --> 01:07:12.420]  Yeah, they built Ponzi schemes, and now they've imploded.
[01:07:12.440 --> 01:07:14.681]  And if they can get us to sign on, they'll take over.
[01:07:14.701 --> 01:07:17.843]  But if they don't, it'll come out, they wreck the economy, and they all go to prison.
[01:07:18.163 --> 01:07:24.006]  I had Ron Paul calling for their indictments of these bank heads earlier in the show, so you're absolutely right.
[01:07:24.026 --> 01:07:26.687]  Well, it's going to take something more, and this is what I recommend.
[01:07:26.947 --> 01:07:29.228]  When it comes to derivatives, there's only one policy.
[01:07:29.628 --> 01:07:30.269]  Wipe them out.
[01:07:30.529 --> 01:07:31.169]  Destroy them.
[01:07:31.549 --> 01:07:32.070]  Shred them.
[01:07:32.370 --> 01:07:33.010]  Delete them.
[01:07:33.511 --> 01:07:34.031]  Burn them.
[01:07:34.712 --> 01:07:35.792]  Make them into wallpaper.
[01:07:35.832 --> 01:07:36.353]  Freeze them.
[01:07:36.373 --> 01:07:37.453]  Freeze them is the best.
[01:07:38.534 --> 01:07:41.356]  Well, I think you've got to get them out of the universe.
[01:07:41.416 --> 01:07:50.942]  And that's the problem with this guy Schmick, is he realizes that derivatives are a black hole, but you can't... And they won't even ban... They won't even... I had a top economist on the last two weeks.
[01:07:51.242 --> 01:07:53.284]  They won't even ban naked short selling.
[01:07:54.468 --> 01:07:57.409]  Well, that may be coming, but anyway, that doesn't stop us.
[01:07:57.829 --> 01:08:07.392]  Our demand has to be, and this is really a matter of economic science, if you want to get out of the Depression, there's only one way to do it, and it's got to be done by government, because nobody else can do it.
[01:08:07.913 --> 01:08:09.133]  Ban derivatives.
[01:08:09.273 --> 01:08:10.874]  Derivatives were illegal.
[01:08:11.194 --> 01:08:21.217]  From 1936 and the New Deal until 1982, when Reagan came in under the influence of Milton Friedman and the rest of these people, derivatives were illegal.
[01:08:21.557 --> 01:08:21.917]  And from 1982 until 1993,
[01:08:24.386 --> 01:08:26.788]  They were a very, very dubious legality.
[01:08:26.848 --> 01:08:31.151]  Nobody was willing to buy them, because there was still this idea that they might be illegal.
[01:08:31.171 --> 01:08:39.317]  But then they used AIG to AAA certify them as an insurance company, and so they labeled literal buckets of crap as gold.
[01:08:39.877 --> 01:08:40.978]  Right, and this was done in 1993.
[01:08:41.118 --> 01:08:44.861]  It's Wendy Graham, the wife of Phil Graham.
[01:08:46.122 --> 01:08:48.744]  She came in and said, I'm going to make a safe haven for derivatives.
[01:08:49.224 --> 01:08:52.246]  She was backed up by Bob Rubin of Goldman Sachs,
[01:08:53.786 --> 01:08:54.206]  I think so.
[01:09:03.530 --> 01:09:15.318]  With a law that was signed by Clinton, guaranteeing that derivatives were hunky-dory, and that's basically how... But even under the laws they changed, they violated federal laws and international laws tens of thousands of times.
[01:09:15.358 --> 01:09:16.098]  That's on record.
[01:09:16.358 --> 01:09:21.882]  They didn't even follow their own scam rules, and that's why we should have state grand juries move their indictments.
[01:09:22.662 --> 01:09:27.365]  Well, again, you can put all these people in jail, but you've got to get rid of 1.5 quadrillion of derivatives.
[01:09:27.405 --> 01:09:27.805]  The U.S.
[01:09:27.866 --> 01:09:28.526]  part is about
[01:09:29.333 --> 01:09:30.014]  A quadrillion.
[01:09:30.034 --> 01:09:32.256]  Well, Webster, we have to put them in jail.
[01:09:32.336 --> 01:09:41.323]  We have to put them in jail because they're going to expand us into an even bigger Ponzi scheme of world government for and by the bankers if we don't identify them as the crooks!
[01:09:41.824 --> 01:09:44.126]  I'm all for it, but you've got to destroy the derivative.
[01:09:44.426 --> 01:09:49.430]  The re-regulation of markets is what you need, and that means wipe out derivatives.
[01:09:49.470 --> 01:09:55.335]  In other words, not just re-regulate looking forward, but re-regulate looking backward and declare that all of this stuff
[01:09:55.939 --> 01:09:56.960]  Goes into the shredder.
[01:09:57.000 --> 01:09:57.840]  It gets deleted.
[01:09:57.880 --> 01:10:01.342]  You press the delete button, and 1.5 quadrillion of derivatives are gone.
[01:10:01.362 --> 01:10:05.824]  Because there's no way, as you and other economists and historians have proven, no way to fix this.
[01:10:05.884 --> 01:10:08.285]  It's a black hole that will consume everything.
[01:10:08.305 --> 01:10:09.486]  Look, we did the banker bailout bill.
[01:10:09.506 --> 01:10:10.186]  We did all this.
[01:10:10.406 --> 01:10:11.327]  And look, it only gets worse.
[01:10:11.367 --> 01:10:12.607]  The stock market's still plunging.
[01:10:13.348 --> 01:10:18.170]  This is why they say, how come Obama doesn't come forward with a solution for the banks?
[01:10:18.270 --> 01:10:22.952]  Well, there is no solution for the banks unless you destroy derivatives.
[01:10:23.092 --> 01:10:24.593]  The whole thing hinges on derivatives.
[01:10:24.966 --> 01:10:27.327]  And this has become more and more obvious to people.
[01:10:27.367 --> 01:10:33.349]  How come Paulson had to revamp the TARP from the first TARP to what it then became?
[01:10:33.429 --> 01:10:36.170]  How come Geithner can't give you any details?
[01:10:36.570 --> 01:10:39.011]  Why are they waiting week after week, day after day?
[01:10:39.131 --> 01:10:42.312]  Citibank is now hovering at about a dollar a share.
[01:10:42.332 --> 01:10:45.453]  There's a little bit of a pop today, but I don't even think it'll last the day.
[01:10:45.833 --> 01:10:47.693]  AIG is 38 cents a share.
[01:10:48.054 --> 01:10:49.294]  This is all derivatives.
[01:10:49.594 --> 01:10:52.195]  There's an article today in McClatchy, very interesting.
[01:10:52.540 --> 01:11:09.043]  That if you take the five top banks, Citibank, JP Morgan, Hong Kong, Shanghai, Bank of America, and Wells Fargo, they have more than enough derivatives losses to wipe out their entire capital base, meaning those are all zombie banks.
[01:11:09.123 --> 01:11:10.044]  Now, it's quite obvious.
[01:11:10.444 --> 01:11:17.025]  The Federal Deposit Insurance Corporation, under this crazy Sheila Bear, they have to seize those banks.
[01:11:17.205 --> 01:11:21.726]  Banks are seized in the United States basically every Friday now, but mostly they're little banks.
[01:11:22.193 --> 01:11:22.634]  I think?
[01:11:38.183 --> 01:11:40.445]  Of the entire derivatives bubble on the U.S.
[01:11:40.485 --> 01:11:40.765]  side.
[01:11:40.805 --> 01:11:42.126]  So that would be a way to begin.
[01:11:42.367 --> 01:11:49.973]  And then once we arrest their directors, we can bring them into court and find out the full extent of the Ponzi schemes and then arrest all the rest of them.
[01:11:50.313 --> 01:11:50.854]  Absolutely.
[01:11:50.894 --> 01:11:52.055]  There's no way around it.
[01:11:52.315 --> 01:11:59.721]  We could wake up next week and arrest all these people and the New World Order could end, folks, but the churches are telling you it's impossible, it's up to God, it's going to happen.
[01:12:00.021 --> 01:12:01.082]  That is mind control.
[01:12:01.403 --> 01:12:05.806]  You have to believe we can beat them because we don't have any other hope but to have these people through
[01:12:06.767 --> 01:12:07.667]  New process.
[01:12:08.368 --> 01:12:08.868]  Arrested.
[01:12:09.308 --> 01:12:10.769]  Seized immediately.
[01:12:10.929 --> 01:12:12.249]  Seize the criminals.
[01:12:13.690 --> 01:12:18.932]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:12:19.734 --> 01:12:25.077]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:12:25.598 --> 01:12:31.801]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:12:32.102 --> 01:12:33.923]  Well, Obama's already fudging.
[01:12:34.083 --> 01:12:36.464]  He's fudged since day one in this election.
[01:12:36.524 --> 01:12:47.431]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:12:49.725 --> 01:12:50.966]  It's not about left or right.
[01:12:51.386 --> 01:12:52.787]  It's about a one world government.
[01:12:53.247 --> 01:12:59.571]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:13:00.152 --> 01:13:07.937]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:13:08.417 --> 01:13:09.578]  The Obama Deception.
[01:13:09.978 --> 01:13:11.179]  The people strike back.
[01:13:13.601 --> 01:13:17.865]  Hello, this is Peter Kronschnabel from Midas Resources, and I'd like to share some thoughts with you.
[01:13:18.186 --> 01:13:30.097]  In today's economy, with the government spending gone wild, the banking system on the verge of collapse, and Wall Street in continuous freefall, we both know that it is critical that you protect your savings and retirement programs now.
[01:13:30.518 --> 01:13:35.543]  Macroeconomics can be very confusing, but the solution to securing your personal assets is very simple.
[01:13:36.123 --> 01:13:37.565]  It's purchase of gold and silver.
[01:13:38.098 --> 01:13:44.120]  These precious metals have been the trusted means of exchange for centuries, and they've never been more important in our country's history.
[01:13:44.760 --> 01:13:48.521]  It's up to you to design your survival plan, one based on gold and silver.
[01:13:49.081 --> 01:13:49.801]  Give me a call.
[01:13:49.861 --> 01:13:53.562]  I'm Peter Kronschnabel at 800-686-2237, extension 108, and allow me to outline an easy answer to your questions.
[01:13:58.621 --> 01:14:00.242]  That's Peter Kranschnabel at 1-800-686-2237, extension 108.
[01:14:00.282 --> 01:14:03.823]  Call Peter at 1-800-686-2237, extension 108, where you can still purchase gold with paper.
[01:14:12.959 --> 01:14:17.242]  Rough roads might be ahead for the economy, but your vehicle doesn't have to experience them.
[01:14:17.522 --> 01:14:20.124]  Can't afford a new vehicle or even an expensive repair?
[01:14:20.404 --> 01:14:26.969]  Now you can take care of your vehicle with Protecta Engine Oil Booster by SFR, which is a fully synthetic oil booster.
[01:14:27.189 --> 01:14:30.932]  Protecta Engine Oil Booster fortifies your motor oil to help your engine last longer.
[01:14:31.132 --> 01:14:37.257]  Protecta Engine Oil Booster has been tested by independent laboratories and proven in over 1 million vehicles worldwide.
[01:14:37.497 --> 01:14:41.880]  We'll give you enough Protecta Engine Oil Booster for 5 complete oil changes for only $22.95.
[01:14:42.120 --> 01:14:45.463]  That's enough for 2 vehicles for up to 1 year.
[01:14:45.723 --> 01:14:47.545]  Start taking care of your vehicle today.
[01:14:47.845 --> 01:14:50.807]  Take advantage of this limited time offer and receive free shipping.
[01:14:50.987 --> 01:14:54.490]  Protecta Engine Oil Booster is the last defense against engine wear.
[01:14:54.670 --> 01:14:58.931]  Go to oilcompanysecret.com or call 1-888-873-7371.
[01:14:59.271 --> 01:15:04.332]  That's oilcompanysecret.com or 888-873-7371.
[01:15:05.092 --> 01:15:07.053]  Satisfaction guaranteed or your money back.
[01:15:07.233 --> 01:15:12.274]  Call 888-873-7371 or visit oilcompanysecret.com.
[01:15:12.774 --> 01:15:17.275]  Phase one of the insider's plan for a one-world government has been initiated with the recent bailout.
[01:15:19.364 --> 01:15:20.085]  We're good to go.
[01:15:48.317 --> 01:15:51.918]  www.foodshortageusa.com for the details.
[01:15:52.299 --> 01:15:55.840]  That's www.foodshortageusa.com.
[01:15:55.940 --> 01:15:59.321]  To learn how to prepare for the unthinkable, don't wait for empty shelves.
[01:15:59.621 --> 01:16:02.522]  Learn how to make your own survival foods for pennies on the dollar.
[01:16:02.662 --> 01:16:05.463]  Go to foodshortageusa.com or call 877-327-0365.
[01:16:05.483 --> 01:16:05.684]  That's 877-327-0365.
[01:16:16.432 --> 01:16:22.455]  I got a message to the government, like every day.
[01:16:22.535 --> 01:16:25.716]  They're telling me about Osama over there.
[01:16:46.221 --> 01:16:47.584]  Listen to the suckers.
[01:16:47.624 --> 01:16:50.430]  God, we've got criminals in control.
[01:16:56.596 --> 01:16:59.317]  I see a message from the government like every day.
[01:16:59.597 --> 01:17:02.158]  I watch it and listen and call them all suckers.
[01:17:02.438 --> 01:17:04.519]  They wanted me about Osama or whatever.
[01:17:04.759 --> 01:17:06.420]  Picture me buying this scam.
[01:17:06.480 --> 01:17:07.320]  I said never.
[01:17:07.681 --> 01:17:10.122]  You in tune to a hard truth soldier spitting.
[01:17:10.342 --> 01:17:12.783]  I stay committed, give up, because I lose commission.
[01:17:12.963 --> 01:17:16.004]  It's all a part of fighting devil state mind control and all about
[01:17:16.504 --> 01:17:18.245]  Let's go back to Webster Tarbley.
[01:17:18.365 --> 01:17:19.765]  Webster, you're going over the economy.
[01:17:19.805 --> 01:17:21.806]  I agree with you about what's happening.
[01:17:21.866 --> 01:17:22.887]  Please continue.
[01:17:22.987 --> 01:17:26.588]  It's good to see Obama's approval rating dropping between 15 and 20 points.
[01:17:40.626 --> 01:17:43.247]  His first couple hundred days trying to ram everything through.
[01:17:43.267 --> 01:17:45.407]  It looks like things are going well.
[01:17:45.427 --> 01:17:46.788]  We're still in a dire situation.
[01:17:47.248 --> 01:17:50.208]  Exposing him, people have got to intensify their operation to expose it?
[01:17:51.189 --> 01:17:56.110]  Yes, and I think it's wonderful that you're taking the lead with the Obama deception.
[01:17:56.450 --> 01:17:59.131]  It goes right to the heart of Obama.
[01:17:59.711 --> 01:18:04.172]  With Bush, of course, you were dealing with a pretty open reactionary, right?
[01:18:04.192 --> 01:18:08.853]  He would go around and say things like, bring it on, and wanted debtor alive, and so forth.
[01:18:09.309 --> 01:18:15.616]  Obama's a completely different proposition, and as you point out, it's deception, dissembling deception, duping people.
[01:18:15.636 --> 01:18:19.120]  The guy is slippery, slimy, he's evasive.
[01:18:20.021 --> 01:18:25.807]  So the question of deception, I think, is really critical, and it sounds to me like you've assembled a number of voices.
[01:18:26.494 --> 01:18:30.696]  In the Obama deception, which... Well, you haven't seen it yet, but you're the number one voice in the film.
[01:18:31.416 --> 01:18:46.664]  Gerald Celente, George Humphrey, KRS-One, Professor Griff, myself, but it's really Obama showing him, say, one thing, and then a year later doing the opposite, saying he's shutting down camps when he actually is expanding it.
[01:18:47.204 --> 01:18:49.485]  I mean, it's going to be devastating to him.
[01:18:50.706 --> 01:18:54.228]  Today, Obama wants to bust the teachers union.
[01:18:54.268 --> 01:18:56.790]  He just came out with a big thing for merit pay.
