[00:00:00.169 --> 00:00:00.649]  I think so.
[01:39:43.243 --> 01:39:56.034]  It gives me, actually, a great feeling of satisfaction because it means we are just... I mean, you don't want to admit to yourself that your operation and what you've built is literally part of history now, and it's also scary.
[01:39:56.515 --> 01:39:59.998]  I mean, because it's just getting...
[01:40:00.851 --> 01:40:03.973]  You know, I've always tried to not make it about me, because Michael, you're a smart guy.
[01:40:04.353 --> 01:40:06.295]  You know that that means it makes you a target.
[01:40:06.555 --> 01:40:16.661]  It's also not good for the movement overall, because you want to have lots of leaders, and we do have that now, but they're trying to make me the leader so they can crush me and then think that'll decapitate things.
[01:40:16.721 --> 01:40:17.342]  It's not going to work.
[01:40:17.782 --> 01:40:18.623]  But it's kind of a...
[01:40:19.483 --> 01:40:19.784]  I don't know.
[01:40:19.804 --> 01:40:20.725]  I just grew up as a kid.
[01:40:20.745 --> 01:40:21.786]  I never thought I'd be in this position.
[01:40:22.067 --> 01:40:24.370]  Jason, you've got major breaking news.
[01:40:24.931 --> 01:40:27.254]  Major breaking news at InfoWars.com.
[01:40:27.274 --> 01:40:30.078]  Curt Nemo has got it up on InfoWars.com.
[01:40:30.098 --> 01:40:32.061]  We broke the MIAC report and now we've got this.
[01:40:32.501 --> 01:40:36.527]  Yeah, this is the 2009 Virginia Terrorism Threat Assessment Report.
[01:40:36.747 --> 01:40:37.127]  I don't
[01:40:52.116 --> 01:40:57.357]  You know, they try to say, oh, it's an international terrorism threat, and then the usual suspects, the Arabs, right?
[01:40:57.818 --> 01:41:01.098]  Then it just goes into every other facet of life.
[01:41:01.499 --> 01:41:03.519]  Every group is an extremist group.
[01:41:03.759 --> 01:41:09.321]  They're using colleges, correctional facilities, the internet to recruit people, and they're all terrorists.
[01:41:09.561 --> 01:41:19.683]  Look, here are some of the, I haven't even gotten this far because this is page 60, lone wolf extremists, militia extremists, special interest extremism.
[01:41:19.844 --> 01:41:21.424]  Now, if you're part of a special interest group,
[01:41:21.604 --> 01:41:22.425]  You're also a terrorist.
[01:41:22.445 --> 01:41:27.749]  Well, they have state police under Homeland Security Federalization spying on bike rights groups that want bike lanes.
[01:41:28.329 --> 01:41:30.591]  Spying on groups that don't want landfills.
[01:41:31.471 --> 01:41:33.593]  As terrorists, and they list, this is in the news.
[01:41:34.253 --> 01:41:38.497]  So, we're going to continue after the break with this, and we're going to over to Michael Bagnerik.
[01:41:38.937 --> 01:41:39.978]  This is desperation.
[01:41:39.998 --> 01:41:47.703]  They're trying to demonize and create a chilling effect because they know we are waking the people up and that freedom is becoming the majority paradigm.
[01:41:50.566 --> 01:41:51.086]  Correct, Michael?
[01:41:52.295 --> 01:41:56.618]  Absolutely, I agree, and I will hang with you as long as you're willing to keep me on the air.
[01:41:56.778 --> 01:41:57.118]  I'm here.
[01:41:57.458 --> 01:42:04.382]  Okay, give us your take, though, on the fact that they're trying to demonize patriots with these Mayak-type reports, and now this Virginia Fusion Center report.
[01:42:05.363 --> 01:42:06.204]  Well, of course.
[01:42:06.304 --> 01:42:10.006]  I mean, that's what Adolf Hitler did to demonize the Jews.
[01:42:10.046 --> 01:42:12.167]  He started with newspaper articles.
[01:42:12.247 --> 01:42:15.830]  Anything bad that happened, it had to be caused by the Jews.
[01:42:16.830 --> 01:42:21.333]  It wasn't true, but if you say it, you get people thinking in that direction.
[01:42:22.083 --> 01:42:23.684]  And then they move.
[01:42:24.404 --> 01:42:27.005]  Your website is InfoWars.com.
[01:42:27.645 --> 01:42:31.686]  I teach my class that we are in an ideological war.
[01:42:32.046 --> 01:42:33.487]  A war of ideas.
[01:42:33.887 --> 01:42:38.368]  And it's a war of individual rights versus this collectivist activity.
[01:42:39.009 --> 01:42:43.690]  And the other team is winning because we're not sure how they're fighting the war.
[01:42:44.070 --> 01:42:45.551]  They change definitions.
[01:42:46.031 --> 01:42:49.752]  They just keep promoting the same lies over and over again.
[01:42:50.362 --> 01:42:55.945]  And I don't remember who it was, but they said if you tell a lie often enough, people are going to believe it.
[01:42:55.965 --> 01:42:56.285]  It was Hitler.
[01:42:56.305 --> 01:42:56.765]  It was Hitler.
[01:42:57.806 --> 01:42:58.126]  You know?
[01:42:58.887 --> 01:43:01.888]  So, that's exactly what they're doing.
[01:43:02.268 --> 01:43:03.809]  And I'm rather proud.
[01:43:03.869 --> 01:43:14.515]  I had the Anti-Defamation League include me on a list of right-wing extremists and racists because I presented in Florida recently.
[01:43:16.926 --> 01:43:18.368]  Well, now they list Lou Dobbs.
[01:43:18.408 --> 01:43:20.371]  I've got that in the Southern Poverty Law Center.
[01:43:20.412 --> 01:43:21.894]  They basically say he's a terrorist.
[01:43:21.914 --> 01:43:25.399]  I mean, they've just discredited them themselves.
[01:43:25.680 --> 01:43:28.424]  That's all these idiots are doing, is discrediting themselves.
[01:43:28.444 --> 01:43:29.506]  Everybody's laughing at this.
[01:43:30.919 --> 01:43:33.861]  Have you ever thought about what's in your shampoo, soap, or detergent?
[01:43:34.022 --> 01:43:39.246]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[01:43:39.546 --> 01:43:44.890]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[01:43:45.271 --> 01:43:46.371]  Hi, this is Alex Jones.
[01:43:46.752 --> 01:43:55.639]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membrane.
[01:43:56.039 --> 01:43:57.680]  Now, compare a Calvin Pure Soap.
[01:43:57.880 --> 01:44:02.061]  All natural, earth friendly, no harsh chemicals, no animal testing.
[01:44:02.101 --> 01:44:06.722]  They're safe and you save 85% of the money you're spending on cleaning products now.
[01:44:07.122 --> 01:44:10.563]  Start saving over $1,000 a year for your family of four.
[01:44:10.963 --> 01:44:11.723]  Keep it natural.
[01:44:12.043 --> 01:44:20.146]  Call Calvin Pure Soap for a free catalog at 1-800-340-7091 or log on to 5starsoap.com.
[01:44:20.446 --> 01:44:24.607]  Try Calvin Pure Soaps and I'll bet you'll never use any other cleaning products again.
[01:44:25.007 --> 01:44:29.672]  Call 1-800-340-7091 for all your cleaning needs.
[01:44:31.434 --> 01:44:36.680]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:44:37.450 --> 01:44:42.813]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:44:43.333 --> 01:44:49.537]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:44:49.837 --> 01:44:51.658]  Well, Obama's already fudging.
[01:44:51.818 --> 01:44:54.199]  He's fudged since day one of this election.
[01:44:54.279 --> 01:45:05.165]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:45:07.452 --> 01:45:08.713]  It's not about left or right.
[01:45:09.113 --> 01:45:10.514]  It's about a one world government.
[01:45:10.974 --> 01:45:17.317]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:45:17.878 --> 01:45:25.662]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:45:26.142 --> 01:45:27.303]  The Obama Deception.
[01:45:27.723 --> 01:45:28.904]  The people strike back.
[01:45:30.629 --> 01:45:33.650]  Would you give someone $100 for a $10 bill?
[01:45:34.030 --> 01:45:38.251]  If you're taking vitamins and minerals in a pill form, that's exactly what you're doing.
[01:45:38.471 --> 01:45:40.651]  Hello, my name is Dr. David Friedman.
[01:45:40.971 --> 01:45:46.932]  According to the physician's desk reference, many vitamins and minerals in a pill form are 10% absorbed.
[01:45:47.252 --> 01:45:53.574]  It doesn't take a mathematician to figure out for every $100 you spend on these pills, you're flushing $90 down the toilet.
[01:45:54.814 --> 01:45:56.857]  Start absorbing the nutrients you swallow.
[01:45:57.077 --> 01:46:04.205]  Introducing Chews for Health, a delicious tasting chewable containing 16 super fruits, seed vegetables, and antioxidants.
[01:46:04.445 --> 01:46:06.347]  You know, you work hard for your money.
[01:46:06.627 --> 01:46:08.850]  Isn't it time to start getting what you pay for?
[01:46:09.190 --> 01:46:09.831]  Order today!
[01:46:09.991 --> 01:46:11.832]  1-800-210-1922.
[01:46:13.453 --> 01:46:16.836]  With Choose for Health, your body gets to keep the nutrients you swallow.
[01:46:17.056 --> 01:46:26.503]  The first 300 callers are gonna receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:46:26.523 --> 01:46:26.843]  1-800-210-1922.
[01:46:27.023 --> 01:46:28.784]  Or go to orderchoose.com.
[01:46:32.527 --> 01:46:36.530]  Each mountain down, loaded up and truckin'.
[01:46:36.610 --> 01:46:38.972]  We're gonna do what they say can't be done.
[01:46:42.487 --> 01:46:43.928]  We got a long way to go.
[01:46:43.948 --> 01:46:46.350]  And a short time to get there.
[01:46:46.451 --> 01:46:52.075]  I was doing 130 on the way to work this morning.
[01:46:52.316 --> 01:46:56.559]  I'm just joking, I don't do that.
[01:46:56.979 --> 01:47:01.924]  Alright, I'm joking folks.
[01:47:14.020 --> 01:47:21.484]  We're going to do at least 20 minutes into the next hour.
[01:47:21.504 --> 01:47:23.205]  We're going to be opening the phones up.
[01:47:23.225 --> 01:47:25.145]  Everybody that's been holding, you can call 888-201-2244.
[01:47:25.165 --> 01:47:25.205]  888-201-2244.
[01:47:25.225 --> 01:47:25.266]  888-201-2244.
[01:47:36.555 --> 01:47:36.915]  888-201-2244.
[01:47:36.935 --> 01:47:49.239]  We'll go right to your calls when we start the next hour with Michael McNerney and Jason Bermas reading over the 200-something pages of the Virginia Fusion Center document, which says, you are a terrorist if you believe in the Second Amendment.
[01:47:49.279 --> 01:47:53.661]  I mean, this thing is the worst thing I've ever read in my life, and we just got this an hour ago.
[01:47:54.201 --> 01:47:56.004]  We're feverishly trying to read over it right now.
[01:47:56.044 --> 01:47:56.925]  In fact, cut over to Burmy.
[01:47:57.586 --> 01:48:00.110]  In a second, I guess you can't see the table.
[01:48:00.450 --> 01:48:01.412]  Show him on that camera.
[01:48:01.672 --> 01:48:03.314]  I mean, there's all the documents spread out.
[01:48:03.354 --> 01:48:06.339]  He's over there highlighting them, getting them all ready.
[01:48:06.479 --> 01:48:07.240]  Down there on the table.
[01:48:07.540 --> 01:48:08.962]  That's coming up here in just a few minutes.
[01:48:10.523 --> 01:48:12.543]  Before I end this hour, get the word out.
[01:48:12.583 --> 01:48:14.344]  These terrorists can't stop us.
[01:48:14.364 --> 01:48:16.884]  They carried out 9-11 and the banking collapsed.
[01:48:16.944 --> 01:48:18.165]  We expose what they're doing.
[01:48:18.425 --> 01:48:20.665]  And that's what the Obama Deception does.
[01:48:20.705 --> 01:48:21.665]  So get the DVD.
[01:48:21.705 --> 01:48:22.385]  We're now caught up.
[01:48:22.425 --> 01:48:24.926]  We're shipping like the day after we got the order out.
[01:48:24.946 --> 01:48:26.306]  We got caught up on shipping.
[01:48:26.326 --> 01:48:29.167]  So get your orders in for the Obama Deception at InfoWars.com.
[01:48:29.207 --> 01:48:31.507]  And here's some of the other sponsors at the end of the main transmission.
[01:48:31.967 --> 01:48:32.588]  Then we're coming back.
[01:48:32.608 --> 01:48:33.708]  I want to thank them for helping us.
[01:48:34.528 --> 01:48:35.128]  And everything done.
[01:48:35.529 --> 01:48:41.372]  eFoodsDirect.com, just fabulous, storable foods company, the best storable foods at the best prices.
[01:48:41.753 --> 01:48:45.055]  The biggest storable foods company, the longest continually operating, 28 years.
[01:48:45.735 --> 01:48:50.258]  Just wonderful people, high quality, non-GMO, non-hybrid, totally clean, total high quality.
[01:48:50.799 --> 01:48:54.521]  Go to eFoodsDirect.com, eFoods, the letter E, foodsdirect.com or 800-409-5633.
[01:48:54.541 --> 01:48:56.302]  That's 1-800-409-5633, calling in a free brochure.
[01:49:00.905 --> 01:49:03.306]  Get their one-month boogie pack that goes in your trunk.
[01:49:03.806 --> 01:49:04.707]  Get a year's supply.
[01:49:04.827 --> 01:49:06.628]  You're nuts if you don't get self-sufficient.
[01:49:06.928 --> 01:49:10.430]  The globalists want to shut things down, so you've got to come hand-in-hand to them.
[01:49:10.770 --> 01:49:13.251]  You'll never ever stand on the bread line if you have your own bread.
[01:49:13.311 --> 01:49:15.992]  efoodsdirect.com, 800-409-5633.
[01:49:16.813 --> 01:49:18.393]  Continuing here, Home Gain.
[01:49:18.433 --> 01:49:22.355]  Let me tell you a little bit about one of our great sponsors, homegain.com.
[01:49:22.595 --> 01:49:25.637]  This is the place to get you started buying or selling a home, finding a realtor,
[01:49:26.457 --> 01:49:33.479]  When getting any real estate questions answered, go to HomeGain, that's H-O-M-E-G-A-I-N dot com and see what I'm talking about.
[01:49:33.519 --> 01:49:38.580]  All you need to do is type in their home address and you'll get a free instant estimate on the value of your home.
[01:49:38.820 --> 01:49:41.040]  It's a great way to be able to monitor the value of your home.
[01:49:41.300 --> 01:49:48.682]  And they also have a great system, the Home Sale Maximizer, to help you determine which home improvements can most increase your home sales value before it's put on the market.
[01:49:49.062 --> 01:49:52.927]  For 10 years these folks have been helping folks sell their homes and helping buyers.
[01:49:53.247 --> 01:49:54.909]  Visit their link at Infowars.com.
[01:49:54.930 --> 01:49:58.013]  Look for Max the Orange Home Gain Gorilla.
[01:49:58.033 --> 01:49:58.714]  Here he is right here.
[01:49:59.910 --> 01:50:00.631]  Very evil.
[01:50:00.671 --> 01:50:04.596]  He's probably in the Fusion Report or something, because he knows how to read.
[01:50:04.616 --> 01:50:06.138]  We're doing how to read is wrong.
[01:50:06.158 --> 01:50:09.261]  Again, you will love the site, homegame.com.
[01:50:09.822 --> 01:50:19.273]  And last but not least of our sponsors here at the end of the main transmission, we're going into overdrive, internetonly, infowars.com, audio streams, and prisonplanet.tv on the video.
[01:50:20.394 --> 01:50:28.517]  Jason Barbas has got Max Keiser on tonight, and I'm going to pop in in the last hour, going after Glenn Beck at his latest Disinfo piece, after I do two hours with Raleigh James.
[01:50:28.817 --> 01:50:30.737]  Survivalistseeds.com.
[01:50:30.777 --> 01:50:31.678]  Survivalistseeds.com.
[01:50:31.698 --> 01:50:35.839]  Now you can grow your own healthy food for just four pennies a pound and break free of the New World Order.
[01:50:36.179 --> 01:50:41.001]  Our sponsor, Survivalist Seeds, has now drastically reduced the price of their heirloom seeds at survivalistseeds.com.
[01:50:43.081 --> 01:50:50.045]  There's a real heirloom seed shortage right now, so people interested in growing their own healthy food need to get the heirloom seeds now and start their gardens this spring.
[01:50:50.165 --> 01:50:51.306]  Freedom starts with action.
[01:50:51.606 --> 01:50:53.147]  Survival of seeds has got to come.
[01:50:53.187 --> 01:50:55.588]  It's how you survive the world economic collapse.
[01:50:55.908 --> 01:51:00.671]  Yes, firearms, food, seeds, gold, silver, and guts and God, baby.
[01:51:00.851 --> 01:51:03.132]  Retransmission starts in 20 minutes.
[01:51:03.372 --> 01:51:09.936]  We're going to be back live in 70 seconds, right here on The Info War with Burmese and Michael Bagnerik.
[01:51:09.996 --> 01:51:10.516]  Stay with us.
[01:51:12.276 --> 01:51:13.317]  You are listening to GCN.
[01:51:13.357 --> 01:51:16.679]  Visit GCNlive.com today.
[01:51:16.840 --> 01:51:20.122]  Yeah, I'm starting my attack run now.
[01:51:20.542 --> 01:51:21.123]  Hello, friends.
[01:51:21.183 --> 01:51:22.124]  This is Alex Jones.
[01:51:22.244 --> 01:51:26.847]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:51:26.987 --> 01:51:29.749]  We need to be independent, and food and water is the key.
[01:51:29.949 --> 01:51:32.812]  You'll never have to stand in a bread line if you have your own bread.
[01:51:32.992 --> 01:51:34.473]  You'll never have to go to the Superdome.
[01:51:34.693 --> 01:51:36.634]  And beg for FEMA to take care of your family.
[01:51:36.774 --> 01:51:38.154]  In any emergency... How many guns?
[01:51:38.234 --> 01:51:39.614]  I don't care about the guns.
[01:51:39.634 --> 01:51:41.995]  No one is going to take care of your family.
[01:51:42.295 --> 01:51:49.197]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:51:49.297 --> 01:51:52.418]  And they do it at almost half the cost of last year's grocery prices.
[01:51:52.558 --> 01:51:52.758]  Call 1-800-409-5633.
[01:51:52.818 --> 01:51:54.458]  Or on the web, go to efoodsdirect.com.
[01:51:57.699 --> 01:52:03.783]  Visit efoodsdirect.com and look over the fine list of high-quality, pre-scried, dehydrated foods they have to offer.
[01:52:03.963 --> 01:52:11.107]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:52:11.127 --> 01:52:15.170]  Again, 800-409-5633, or on the web at efoodsdirect.com.
[01:52:15.330 --> 01:52:16.311]  Take action today.
[01:52:16.471 --> 01:52:18.272]  The first step is getting scorable food.
[01:52:18.792 --> 01:52:19.953]  Initiate Overdrive!
[01:52:56.575 --> 01:53:03.958]  Alright, we are locked and loaded.
[01:53:04.199 --> 01:53:07.060]  Jason Burmas in the studio.
[01:53:07.080 --> 01:53:10.061]  He'll be live tonight, 9 to midnight, out of the Info Wars Command Center.
[01:53:10.081 --> 01:53:11.782]  And make no mistake, it is the Command Center.
[01:53:13.439 --> 01:53:20.104]  I can't believe we're in this position, because I didn't ask for this job, and Lord knows I'm probably not up to it, but you know what?
[01:53:21.005 --> 01:53:37.418]  The job's got to be done, so we're trying to mobilize humanity, literally against the eugenicists, exterminators, and out there in the fight, a great captain in the defense of liberty, resistance to tyranny, is Michael Bagner, a constitutional scholar, an amazing political mind, former presidential nominee.
[01:53:38.619 --> 01:53:45.803]  And candidate, the candidate 2004, with America's third largest party, the Libertarian Party, with us for another 20 minutes.
[01:53:46.164 --> 01:53:52.007]  Michael, I'm going to try to shut up here, because we've had a great banter back and forth for about five minutes, for you to go over where you see us going.
[01:53:52.367 --> 01:53:59.892]  If this is the time for the greatest effort in mobilization to warn people about the criminal hijacking of the nation, then we're going to get more into this unbelievable Virginia
[01:54:05.145 --> 01:54:13.828]  I think this is the time.
[01:54:13.888 --> 01:54:18.710]  This is the time that you and I and all of our other patriot leaders have been predicting.
[01:54:19.410 --> 01:54:23.372]  There's going to come a time when the people are going to have to stand up and defend their own right.
[01:54:23.812 --> 01:54:24.632]  And it's beginning.
[01:54:24.972 --> 01:54:25.572]  It is now.
[01:54:27.866 --> 01:54:32.490]  I recommend that people find out about the Tea Party.
[01:54:33.010 --> 01:54:41.176]  Nearest to them there's going to be 150, I've seen that number up to a thousand in different cities.
[01:54:41.436 --> 01:54:49.561]  And we use that, I'm sorry I always interrupt, we use that to go out and educate and quote radicalize the people that are there to the full spectrum.
[01:54:49.582 --> 01:54:49.862]  Go ahead.
[01:54:50.509 --> 01:54:56.895]  Yeah, so if you want to meet with other people that feel the same way you do, you're not in this alone.
[01:54:56.935 --> 01:54:58.817]  You are not doing this by yourself.
[01:54:59.217 --> 01:55:11.108]  Go out to a tea party rally, help out with the people there, network, get to know other people's phone numbers and email addresses, and do what you can in your area.
[01:55:11.756 --> 01:55:18.279]  I am now the coordinator, the Texas coordinator for Continental Congress 2009.
[01:55:18.539 --> 01:55:26.322]  The website is wethepeoplecongress.org.
[01:55:26.702 --> 01:55:29.823]  You can, there's a little tab there, you can select your state.
[01:55:30.630 --> 01:55:32.152]  And we're trying to organize.
[01:55:32.512 --> 01:55:34.395]  Everybody knows the government is out of control.
[01:55:34.415 --> 01:55:36.557]  The question is, what do we do about it?
[01:55:36.937 --> 01:55:49.532]  We want to nominate three delegates from each state, just like they did before the Declaration of Independence, and get 150 of the brightest political minds in the United States to decide where we go from here.
[01:55:50.172 --> 01:55:51.553]  So, we need your help.
[01:55:51.593 --> 01:55:56.414]  There's going to be a conference call next Tuesday at 7pm.
[01:55:56.834 --> 01:56:09.839]  Go to the website, it's got the conference call listed, and definitely attend one of the many, many, many Tea Party rallies that are being held next week on Wednesday the 15th of April.
[01:56:10.979 --> 01:56:12.259]  Well, well done my friend.
[01:56:12.279 --> 01:56:13.420]  We really commend you here.
[01:56:17.847 --> 01:56:18.689]  I totally agree with you.
[01:56:18.750 --> 01:56:20.715]  It's the over-the-top nature of all of this.
[01:56:20.815 --> 01:56:23.382]  I mean, it's just becoming too insane.
[01:56:24.829 --> 01:56:31.130]  And I just want to remind your listeners one more time, I've been teaching my Constitution class since 2001.
[01:56:31.550 --> 01:56:37.911]  I'll be in Pennsylvania, Philadelphia, Pennsylvania on April 25th and 26th.
[01:56:38.311 --> 01:56:44.133]  A huge End the Fed rally on Saturday the 25th.
[01:56:44.173 --> 01:56:45.953]  They've invited me to be one of the speakers.
[01:56:46.413 --> 01:56:51.434]  I'll be teaching my Constitution class on Sunday, right after the rally.
[01:56:52.870 --> 01:56:53.851]  The day after the rally.
[01:56:54.031 --> 01:56:58.854]  And your listeners, anybody listening to Alex Jones right now, can go to my website.
[01:56:58.894 --> 01:57:00.595]  You get a $15 discount.
[01:57:00.615 --> 01:57:02.416]  It may not be much, but it's what I can do.
[01:57:03.077 --> 01:57:10.862]  And just click on the PayPal button on my homepage, constitutionpreservation.org, and there's a little tab there.
[01:57:11.222 --> 01:57:13.744]  They should put in, Long Live the Republic.
[01:57:13.964 --> 01:57:18.387]  That way I know that it's actually part of your program.
[01:57:18.447 --> 01:57:20.408]  Now, I want to expand on something here.
[01:57:22.304 --> 01:57:26.346]  Just like they said Al Qaeda is about to get us right before they stage the 9-11 attacks.
[01:57:27.526 --> 01:57:32.808]  And I said this months ago, I said they're saying that China and Russia are going to attack the web and shut the web down.
[01:57:33.428 --> 01:57:35.049]  Meanwhile, they've caught clearly U.S.
[01:57:35.069 --> 01:57:40.851]  submarines out cutting major cables to Europe and Asia and Russia and the Middle East.
[01:57:41.852 --> 01:57:43.072]  In the last year that's been happening.
[01:57:43.392 --> 01:57:45.413]  They've cut as many as four cables in one week.
[01:57:46.194 --> 01:57:48.154]  So all sorts of espionage.
[01:57:48.174 --> 01:57:51.816]  You've got Jay Rockefeller separately saying we'd be better off never having an internet.
[01:57:52.912 --> 01:57:59.718]  You've got Mother Jones admitting, and that's a liberal site, newspaper magazine, that Obama wants to take the web over.
[01:57:59.758 --> 01:58:02.461]  Their intelligence czar quit three weeks ago.
[01:58:03.041 --> 01:58:06.805]  The cyber security czar, who was an Obama guy, saying, this is fascism.
[01:58:06.845 --> 01:58:07.826]  You're taking the web over.
[01:58:08.086 --> 01:58:13.812]  The Pentagon is going to make all private internet businesses, whoever they want, down to a computer and a hard drive.
[01:58:14.372 --> 01:58:21.038]  Put in government snooping hubs, where the government automatically has no Fourth or Fifth Amendment and reads everything.
[01:58:21.218 --> 01:58:23.420]  Even Keith Olbermann's now attacked Obama for this.
[01:58:23.440 --> 01:58:26.603]  I mean, because this is off the charts, ladies and gentlemen.
[01:58:27.324 --> 01:58:30.407]  And then, look, General warns of growing threat from cyber attacks.
[01:58:30.807 --> 01:58:32.489]  Cyber attacks pose an increasingly serious...
[01:58:33.109 --> 01:58:34.110]  Costly threat to U.S.
[01:58:34.130 --> 01:58:36.011]  government and commercial networks that the U.S.
[01:58:36.031 --> 01:58:37.311]  General warned Tuesday.
[01:58:37.351 --> 01:58:42.674]  So their own guys quit saying it's a takeover, and they're saying, oh, we're about to be hit by Russia and China to shut the web down.
[01:58:43.054 --> 01:58:47.917]  Then they'll shut it off and make us go to Internet 2, which they admit is highly controlled and no freedom.
[01:58:48.217 --> 01:58:57.222]  So along with the collapsing economy, along with the riots they want to stage, they don't want me being able to counter the New York Times when they say I'm calling for cop killing, when I'm saying the opposite.
[01:58:57.722 --> 01:59:05.915]  They want to carry out their crimes of lies against me and Bagnaric and the movement and everybody else should write stuff that Lou Dobbs is a terrorist, you know, in the...
[01:59:07.762 --> 01:59:10.704]  These are the guys that started the report saying I said kill the cops, basically.
[01:59:11.764 --> 01:59:13.345]  This is the Southern Poverty Law Center.
[01:59:14.226 --> 01:59:16.968]  This month's issue, by the way, I'm in there, along with Lou Dobbs.
[01:59:17.488 --> 01:59:19.969]  So, we have to understand something here.
[01:59:20.790 --> 01:59:21.590]  This is real.
[01:59:21.991 --> 01:59:25.673]  The people running things funded Hitler, Stalin, Mao, and Pol Pot.
[01:59:26.033 --> 01:59:29.155]  Did you guys ever pull up that article about German government says U.S.
[01:59:29.175 --> 01:59:30.176]  government funded Pol Pot?
[01:59:31.737 --> 01:59:32.377]  Did you ever find that?
[01:59:35.703 --> 01:59:38.825]  In Google News, try something like U.S.
[01:59:38.865 --> 01:59:40.466]  Pol Pot, or U.S.
[01:59:40.486 --> 01:59:41.807]  Khmer Rouge, and it'll come up.
[01:59:43.108 --> 01:59:47.191]  The issue here is, these people don't care about us, do they, Michael Bagneri?
[01:59:47.731 --> 01:59:48.892]  No, absolutely not.
[01:59:48.952 --> 01:59:53.555]  We are useless eaters to them, and they want to reduce our population.
[01:59:53.575 --> 01:59:59.058]  They want to eliminate anybody that disapproves of their actions.
[01:59:59.199 --> 02:00:01.220]  Anybody who is guilty of dissent.
[02:00:02.265 --> 02:00:08.308]  And George Bush did that after the tragedy in New York.
[02:00:08.348 --> 02:00:10.368]  He said, you're either with us or you're against us.
[02:00:11.229 --> 02:00:15.511]  And, you know, if they're going to be violating the Constitution, I'm against them.
[02:00:15.831 --> 02:00:23.594]  I'm going to do everything I can, as long as I am capable of taking a breath, to promote liberty and protect our Constitutional Republic.
[02:00:24.314 --> 02:00:25.995]  That's the legacy I hope to leave.
[02:00:33.257 --> 02:00:34.779]  with Khmer Rouge, grew out of U.S.
[02:00:34.799 --> 02:00:35.960]  defeat in Vietnam.
[02:00:36.961 --> 02:00:39.003]  Click on, see you clicked web there, Paul.
[02:00:39.323 --> 02:00:42.667]  If you click news, it was, government documents were just released.
[02:00:45.527 --> 02:00:51.451]  And, uh, I mean, my whole point is Brzezinski brags about it, but, you know, it's like, oh, Alex talks about freedom.
[02:00:51.491 --> 02:00:52.932]  That made a guy shoot a cop.
[02:00:53.333 --> 02:00:54.193]  Totally made up.
[02:00:54.594 --> 02:00:58.056]  And then, oh, but Brzezinski brags he helped kill three million.
[02:00:58.356 --> 02:00:59.257]  Oh, how liberal!
[02:00:59.597 --> 02:01:00.798]  Oh, beautiful!
[02:01:01.318 --> 02:01:02.059]  Beautiful!
[02:01:02.399 --> 02:01:03.420]  I mean, isn't this sick?
[02:01:05.861 --> 02:01:07.663]  It is criminally insane.
[02:01:08.223 --> 02:01:09.284]  It is psychopathic.
[02:01:10.765 --> 02:01:14.868]  And, you know, there's no way to negotiate with a terrorist.
[02:01:15.453 --> 02:01:16.914]  I mean, we're going to have to stand up.
[02:01:17.354 --> 02:01:20.095]  And, you know, everybody wants change.
[02:01:20.695 --> 02:01:22.535]  Nobody wants it to be violent.
[02:01:22.936 --> 02:01:25.737]  And you and I don't want it to be violent, but we're going to need numbers.
[02:01:26.157 --> 02:01:28.658]  We're going to need millions of people to stand up.
[02:01:29.278 --> 02:01:35.220]  And like they stood up for the Ron Paul campaign, they are standing up for these tea parties.
[02:01:35.580 --> 02:01:42.690]  Apparently this was started by one blogger who was going to happen in Seattle and it has just spread like wildfire.
[02:01:42.710 --> 02:01:46.635]  Well actually 9-11 Truth has been having tea parties and that kind of spurred it.
[02:01:47.276 --> 02:01:52.163]  The idea of liberation and revolution against tyranny begins is that
[02:01:53.305 --> 02:01:57.569]  For those that don't understand, people kept saying, oh, Ron Paul didn't win, all that money, all that was a loss.
[02:01:57.649 --> 02:02:03.515]  No, it educated people about the bankers, about the inflation tax, about the New World Order, about the globalists.
[02:02:03.856 --> 02:02:09.561]  It's now the number one thing, not communism or fascism, you know, not liberalism or conservatism, on the campuses.
[02:02:10.482 --> 02:02:31.451]  And out of that now is spinning off all these other groups like Oath Keepers and everything else and it just builds and builds and it's organic and it's decentralized and it can't be stopped and it's just growing and now Nexus Pointing and they're all interconnecting and it's just powering up like a huge warehouse of dynamos.
[02:02:33.611 --> 02:02:34.292]  I think so.
