[00:00:00.369 --> 00:00:06.454]  We are changed.
[01:25:16.531 --> 01:25:24.562]  All right, we're back live.
[01:25:26.277 --> 01:25:27.878]  Let's go straight to your phone calls.
[01:25:27.898 --> 01:25:29.218]  We've got Joe Manister coming up.
[01:25:29.238 --> 01:25:31.459]  A ton of news I haven't even gotten to yet.
[01:25:31.519 --> 01:25:33.360]  It's all completely off the charts and insane.
[01:25:33.380 --> 01:25:36.261]  I mean, how can anybody deny the government's out of control?
[01:25:36.521 --> 01:25:37.441]  We're losing our liberties.
[01:25:37.981 --> 01:25:39.622]  Tyranny's unfolding.
[01:25:39.902 --> 01:25:49.045]  The Mexican government came out this weekend and said, we're going to be meeting with Obama this week, President Obama, about how he's going to ban all the assault weapons and shut down the gun shows.
[01:25:49.065 --> 01:25:50.306]  That's what they're openly saying.
[01:25:51.590 --> 01:26:02.619]  So now it's not enough to have a criminal government going after our Second Amendment, now they get to blame the narco-terrorist state, the phony drug war, the disarmed victims in Mexico.
[01:26:03.319 --> 01:26:05.581]  Look at all the places they point at and say we need more gun control.
[01:26:05.841 --> 01:26:14.168]  Chicago, New York, all victim disarmament zones, all places where the people have been disarmed and where they have corrupt
[01:26:15.948 --> 01:26:17.229]  Wicked governments that rule them.
[01:26:17.390 --> 01:26:18.491]  But I'm digressing.
[01:26:18.611 --> 01:26:19.172]  I'm digressing.
[01:26:19.612 --> 01:26:20.213]  Let's go to calls.
[01:26:20.293 --> 01:26:21.274]  Chris in Tennessee.
[01:26:21.654 --> 01:26:22.435]  Chris, you're on the air.
[01:26:22.916 --> 01:26:23.516]  Hello, Alex.
[01:26:23.716 --> 01:26:25.679]  Alex, you're exactly right about Glenn Beck.
[01:26:25.819 --> 01:26:35.329]  I remember his first interview with Ron Paul when he was saying he had to wear a bulletproof vest and Secret Service was guarding his family and now he wants the supporters
[01:26:35.954 --> 01:26:39.837]  of the Ron Paul supporters, and he's definitely a fake and a phony.
[01:26:39.877 --> 01:26:43.059]  But Alex, what I want to talk to you today about... He's talked on air about how he hates the 9-11.
[01:26:43.079 --> 01:26:44.500]  He's had a few cases of medical abuse.
[01:26:44.540 --> 01:26:45.701]  Sir, sir, hold on, hold on, hold on.
[01:26:45.781 --> 01:26:48.083]  Sir, sir, sir, I mean, you brought up Glenn Beck.
[01:26:48.103 --> 01:26:48.443]  You know what?
[01:26:48.463 --> 01:26:51.646]  I'm going to be, I'm going to write a note about Beck since you brought him up.
[01:26:51.966 --> 01:26:58.391]  Because every time a listener reminds me of something, I remember that I'm not even attacking him with one-tenth of the truth.
[01:26:59.211 --> 01:27:01.092]  But you're absolutely right about Beck.
[01:27:01.252 --> 01:27:03.533]  I remember him saying Secret Service was protecting him.
[01:27:03.893 --> 01:27:05.714]  He hates no one like 9-11 truthers.
[01:27:05.734 --> 01:27:06.974]  He hates the victims' families.
[01:27:07.315 --> 01:27:08.615]  He hates the Patriot movement.
[01:27:08.655 --> 01:27:09.556]  He hates militias.
[01:27:09.876 --> 01:27:10.876]  He hates gun owners.
[01:27:11.356 --> 01:27:14.458]  And then the feds came to him and said, look, you really want to burn these people?
[01:27:15.038 --> 01:27:15.538]  We love you.
[01:27:15.958 --> 01:27:16.659]  You hate America?
[01:27:17.319 --> 01:27:18.279]  We love you, Beck.
[01:27:18.319 --> 01:27:18.719]  Literally.
[01:27:19.640 --> 01:27:22.061]  You co-opt them so we can destroy them.
[01:27:22.101 --> 01:27:24.002]  And Beck said, absolutely.
[01:27:24.162 --> 01:27:24.642]  Sorry, go ahead.
[01:27:25.582 --> 01:27:26.723]  Within the last two weeks,
[01:27:27.333 --> 01:27:33.065]  And I want to know, what do you think that will do to our economy with a Mad Cow Beef recall?
[01:27:35.270 --> 01:27:38.276]  Well, I mean, they have been hyping that, and there's no doubt.
[01:27:40.180 --> 01:27:42.242]  The government puts out reports in England and the U.S.
[01:27:42.262 --> 01:27:44.804]  saying we're crazy, we're insane, there's something wrong with us.
[01:27:45.184 --> 01:27:54.450]  We shouldn't want them to have these rendering plants where they mix dead animals, dead cats, dead dogs from the euthanasia facilities.
[01:27:54.830 --> 01:27:55.851]  This is mainstream news.
[01:27:56.311 --> 01:27:59.273]  Dead pigs, dead cows, rotten dead animals.
[01:28:00.934 --> 01:28:04.697]  Their feces, their intestines, they just scoop up the guts whole and dump them in.
[01:28:05.037 --> 01:28:07.099]  Then they mix them together into a sludge.
[01:28:07.679 --> 01:28:08.899]  And they feed that to cows.
[01:28:08.980 --> 01:28:14.522]  Now, they don't just, again, feed meat to cows that aren't meant to not eat meat and have three stomachs.
[01:28:16.042 --> 01:28:18.943]  They're feeding them rotten meat.
[01:28:19.604 --> 01:28:21.504]  And so it has these crystals in it.
[01:28:22.025 --> 01:28:30.948]  And then that gets in our brains, and now they're reporting 20-year-olds are getting Alzheimer's, 15-year-olds are getting it, 30-year-olds, and they say that's a normal part of life now.
[01:28:31.808 --> 01:28:32.929]  And then, of course, the
[01:28:33.709 --> 01:28:36.370]  All the metals in the foods do it as well in the vaccines.
[01:28:36.430 --> 01:28:37.311]  It all adds together.
[01:28:37.691 --> 01:28:42.153]  And they just say, look, it's normal to be 15 years old and have Alzheimer's.
[01:28:42.193 --> 01:28:42.733]  Now, come on.
[01:28:43.153 --> 01:28:43.994]  Don't be extremist.
[01:28:44.074 --> 01:28:44.574]  Eat the beef.
[01:28:45.954 --> 01:28:51.257]  And the prions precipitate out near bones.
[01:28:51.857 --> 01:28:54.218]  So it's the meat off the back of the animal.
[01:28:54.518 --> 01:28:56.719]  T-bones and things like that you want to watch out for.
[01:28:58.640 --> 01:29:00.581]  But I think you bring up a good point.
[01:29:00.601 --> 01:29:00.841]  Go ahead.
[01:29:01.894 --> 01:29:02.614]  Alex, you have a good day.
[01:29:02.634 --> 01:29:03.195]  Thank you very much.
[01:29:03.375 --> 01:29:03.975]  Yeah, thank you.
[01:29:04.615 --> 01:29:05.075]  Anything else?
[01:29:05.836 --> 01:29:20.702]  Sir, thanks again, Mr. Infowarrior, and I wish that you would be partners with Barack Obama so we can finally find out what was involved with Building 7 and the rest of the things that exactly happened that day.
[01:29:20.762 --> 01:29:26.144]  If you had an investigation, I think that right now is the time to go after G.W.
[01:29:26.164 --> 01:29:26.424]  Bush.
[01:29:27.285 --> 01:29:55.380]  uh... and to get to the truth of the matter uh... open murder investigation out you have a good day and thank you i don't think obama's going to be doing that joining up with me obama's there to protect bush and continue with the globalist operation what she's doing i was going to go back to your phone calls but i mean on the subject of that no i mean he talked about how much he hates us all and then now he's our leader all
[01:29:57.571 --> 01:30:00.034]  Because the establishment is saying, we can't beat this patriot movement.
[01:30:00.295 --> 01:30:02.778]  They were right, the new world order is real, the bankers are taking over.
[01:30:03.298 --> 01:30:07.264]  How do we ensure the banks are able to fully repossess the country and bankrupt us like a third world nation?
[01:30:07.884 --> 01:30:10.007]  And they tell the black op commanders, we gotta co-opt them.
[01:30:10.948 --> 01:30:11.789]  And they say, yes sir!
[01:30:13.029 --> 01:30:16.032]  Because it's fun for Beck and all them to sucker the public.
[01:30:16.392 --> 01:30:17.733]  It's an enjoyment.
[01:30:17.913 --> 01:30:19.575]  It's all part of hatred of freedom and liberty.
[01:30:20.095 --> 01:30:21.897]  These people really hate you and your family.
[01:30:22.117 --> 01:30:23.178]  They really hate your freedom.
[01:30:23.739 --> 01:30:24.780]  And I mean that when I say it.
[01:30:24.800 --> 01:30:25.340]  I've studied them.
[01:30:26.121 --> 01:30:27.402]  People ask, I go back to rape.
[01:30:27.723 --> 01:30:29.004]  Why would a guy want to rape a woman?
[01:30:29.024 --> 01:30:30.005]  Why would he want to force it on her?
[01:30:30.025 --> 01:30:33.608]  You know, if there's somebody like me, that sounds insane.
[01:30:33.668 --> 01:30:35.830]  I mean, the whole point is you want the woman willing.
[01:30:35.870 --> 01:30:36.711]  That's the fun part.
[01:30:37.793 --> 01:30:40.595]  But see, you have to remember, evil people, they enjoy rape.
[01:30:40.655 --> 01:30:41.775]  They enjoy destruction.
[01:30:42.035 --> 01:30:43.096]  They enjoy pillaging.
[01:30:43.116 --> 01:30:44.117]  They enjoy lying.
[01:30:44.337 --> 01:30:45.917]  They enjoy getting it over on you.
[01:30:45.938 --> 01:30:48.539]  They enjoy how dumbed down the public is.
[01:30:48.699 --> 01:30:50.400]  This is the ether in which they swim.
[01:30:51.861 --> 01:30:53.642]  The lack of sophistication of the public.
[01:30:54.662 --> 01:30:56.223]  They hate seeing mines unlocked.
[01:30:56.243 --> 01:30:57.544]  They hate seeing Renaissance.
[01:30:58.364 --> 01:30:59.825]  They're into being the insiders.
[01:30:59.905 --> 01:31:01.106]  They're parasites.
[01:31:01.126 --> 01:31:01.846]  They're scum.
[01:31:02.927 --> 01:31:04.728]  And good people need to rise up and deal with them.
[01:31:04.748 --> 01:31:06.369]  If we take action, there's nothing they can do.
[01:31:07.523 --> 01:31:08.804]  Dennis in Florida, you're on the air.
[01:31:11.986 --> 01:31:12.707]  Come ahead, Dennis.
[01:31:14.408 --> 01:31:15.829]  Okay, let's go to Frank in Louisiana.
[01:31:15.869 --> 01:31:16.570]  Frank, you're on the air.
[01:31:16.590 --> 01:31:16.970]  Go ahead.
[01:31:18.752 --> 01:31:19.692]  Yes, Alex.
[01:31:19.712 --> 01:31:20.473]  Good afternoon.
[01:31:20.853 --> 01:31:22.394]  Just briefly about Beck.
[01:31:22.975 --> 01:31:23.796]  Just remember this.
[01:31:24.256 --> 01:31:25.677]  Loyal opposition, okay?
[01:31:25.837 --> 01:31:27.759]  They've been doing this for centuries, man.
[01:31:28.919 --> 01:31:32.842]  They don't pay those guys out of Manhattan millions of dollars to tell you the truth.
[01:31:33.743 --> 01:31:37.346]  But anyway, what I wanted to inform you about, finally,
[01:31:38.630 --> 01:31:50.514]  After many years of my dealings with the IRS, when they have many acts of sedition they committed against me and Supreme Court rulings, I finally received a document.
[01:31:50.954 --> 01:31:51.394]  I got them.
[01:31:52.794 --> 01:32:00.297]  They sent me a document on irs.gov saying that the 16th Amendment was a tax on all individuals.
[01:32:00.857 --> 01:32:08.219]  Now anybody who knows words of art and legal definition, the vocabulous artist knows that individuals means men and women.
[01:32:09.514 --> 01:32:11.256]  No, you're saying it's a direct tax.
[01:32:12.277 --> 01:32:17.503]  The Bruce Schaefer v. Union Pacific Railroad, a Landmore case, says it's an indirect tax.
[01:32:18.665 --> 01:32:25.653]  And we also know that from the Dahl v. Mitchell Brothers case, the 16th Amendment is a tax on corporations.
[01:32:25.773 --> 01:32:26.554]  I got you, IRS.
[01:32:27.423 --> 01:32:29.204]  No, absolutely, but they don't care.
[01:32:29.264 --> 01:32:29.884]  They're criminals.
[01:32:30.224 --> 01:32:33.486]  I mean, you know, the IRS didn't exist until 1913 when the private banks took over.
[01:32:33.766 --> 01:32:37.528]  They had to have their way, just like we're a third world country, to have the money paid to the bankers.
[01:32:38.328 --> 01:32:45.371]  And we've had a financial coup since then, and now the bankers are getting ready to finally fold the U.S.
[01:32:45.531 --> 01:32:49.313]  up, the public's screaming bloody murder, and so they're making their move against us right now.
[01:32:49.373 --> 01:32:49.833]  This is it.
[01:32:49.873 --> 01:32:50.994]  This is the final takeover.
[01:32:52.134 --> 01:32:54.015]  I don't think people realize, Alex,
[01:32:54.864 --> 01:33:02.383]  The full extent of it, people, the younger people who are just getting involved in awakening, but you know, this whole government...
[01:33:02.961 --> 01:33:08.345]  Is being operated literally for a private commercial enterprise of a small handful of private bankers.
[01:33:32.961 --> 01:33:33.963]  So they can sterilize you.
[01:33:46.494 --> 01:33:46.774]  Audit.
[01:33:47.014 --> 01:33:47.635]  They gotta do it.
[01:33:47.655 --> 01:33:48.995]  It's a constitutional audit.
[01:33:49.115 --> 01:33:56.578]  I agree, but that's what's so outrageous about this is that openly private families own and run the government.
[01:33:56.938 --> 01:33:58.239]  They're totally illegitimate.
[01:33:58.259 --> 01:34:02.140]  They've stolen $12.8 trillion in the last six months.
[01:34:02.561 --> 01:34:05.542]  They're openly putting troops on the streets everywhere.
[01:34:05.902 --> 01:34:07.863]  They're openly throwing down the gauntlet.
[01:34:08.143 --> 01:34:10.244]  They're openly saying gun owners are terrorists.
[01:34:10.604 --> 01:34:14.305]  They're openly have the Mexican government telling Americans we have to turn our guns in.
[01:34:14.645 --> 01:34:14.986]  I mean, again,
[01:34:16.386 --> 01:34:24.257]  It's so off the charts now, that if we'll just go explain this to the public, we can turn this around and take this nation back.
[01:34:25.058 --> 01:34:29.224]  We have a chance, but more people have to activate now.
[01:34:29.284 --> 01:34:33.330]  I have to say the Tea Parties are the perfect thing, because you gotta remember,
[01:34:34.008 --> 01:34:38.291]  America's two civil wars were precipitated by tax rebellions and states' rights.
[01:34:38.712 --> 01:34:39.272]  Both of them.
[01:34:39.612 --> 01:34:40.673]  And gun confiscation.
[01:34:40.693 --> 01:34:42.194]  You're absolutely right and I appreciate your call.
[01:34:42.254 --> 01:34:46.117]  And that's why suddenly Fox News goes, there is a world government.
[01:34:46.417 --> 01:34:47.438]  There is a global tax.
[01:34:47.478 --> 01:34:49.139]  Because they can't deny it anymore.
[01:34:49.159 --> 01:34:50.800]  All these years, it doesn't exist, doesn't exist.
[01:34:51.041 --> 01:34:52.302]  We go, here's all the government documents.
[01:34:52.602 --> 01:34:59.287]  Now that the globalists are announcing it in all the financial papers, but saying it's good, Fox has to play the part of, okay, we're the guardians.
[01:35:00.598 --> 01:35:01.879]  We are against that.
[01:35:02.260 --> 01:35:03.801]  We are going to fight this.
[01:35:05.182 --> 01:35:08.886]  Here's our man Glenn Beck, and he goes, yes, yes, I'm a patriot, I'm with you!
[01:35:09.426 --> 01:35:10.967]  We need to arrest the militias!
[01:35:11.027 --> 01:35:11.488]  Ha ha!
[01:35:11.688 --> 01:35:12.529]  That's patriotism!
[01:35:12.549 --> 01:35:13.690]  And people go, yeah!
[01:35:13.950 --> 01:35:15.111]  That's how you stop the bankers!
[01:35:15.431 --> 01:35:16.532]  Arrest the gun owners!
[01:35:19.895 --> 01:35:21.036]  I mean, this is a sick joke.
[01:35:21.817 --> 01:35:23.519]  Let's talk to Bill in Connecticut.
[01:35:23.559 --> 01:35:24.299]  Bill, you're on the air.
[01:35:24.339 --> 01:35:24.620]  Welcome.
[01:35:25.319 --> 01:35:26.260]  Hey Alex, how are you doing today?
[01:35:26.560 --> 01:35:27.041]  Pretty good, sir.
[01:35:27.661 --> 01:35:28.022]  Real good.
[01:35:28.042 --> 01:35:32.546]  Hey, I just wanted to let you know I got the film, The Obama Deception, just got that delivered.
[01:35:32.807 --> 01:35:35.549]  And I wanted to say thanks for all the other stuff you guys throw in there.
[01:35:36.610 --> 01:35:43.337]  And I wanted to find out about ordering about a thousand of these Citizen's Rule books.
[01:35:43.617 --> 01:35:45.940]  This is pretty interesting to hand out.
[01:35:47.005 --> 01:35:48.366]  So that was one of the things I wanted to find out about.
[01:35:48.386 --> 01:35:54.252]  Well, you know, we have all the federal documents saying you hand out Bill of Rights, Constitution, Declaration of Independence that the police have sworn an oath to.
[01:35:54.672 --> 01:35:56.294]  They call that a terrorist document.
[01:35:56.414 --> 01:35:57.675]  I'm not kidding, folks.
[01:35:57.956 --> 01:35:59.737]  The government calls those citizen rule books.
[01:35:59.757 --> 01:36:01.099]  In fact, where's my terrorist document?
[01:36:01.659 --> 01:36:08.246]  Because it shows, bring me one, folks, it shows that everything they're doing is illegal.
[01:36:09.269 --> 01:36:17.575]  It shows that they're a pack of criminals, outside the law, and then they're saying we're terrorist lawbreakers because we're pointing out that our country's been hijacked.
[01:36:17.895 --> 01:36:19.757]  And then, again, the Feds have got a problem.
[01:36:20.077 --> 01:36:31.445]  There's hundreds of these reports out, saying new world order doesn't exist, global government doesn't exist, global currency doesn't exist, NAFTA and Gatlin good for the economy, you know, they say it's a conspiracy theory that the economy's bad.
[01:36:31.825 --> 01:36:33.607]  And this latest one, I mean, you can't make this up.
[01:36:34.659 --> 01:36:35.439]  It's so ridiculous.
[01:36:35.900 --> 01:36:39.862]  And all these cops that are reading this are going, wait a minute, everything they're saying here came true.
[01:36:40.422 --> 01:36:45.405]  So now they're saying, well, there is a global government, there are camps, but it's for your own good.
[01:36:45.425 --> 01:36:51.728]  Hey Alex, there was a couple of things that sort of brought to my attention here today.
[01:36:51.748 --> 01:36:58.172]  One of my Ron Paul groups that I belong to got this email showing, I believe it's Keith
[01:36:59.734 --> 01:37:05.623]  On TV and he did this thing here says Obama moves to legalize warrantless wiretapping.
[01:37:06.758 --> 01:37:08.138]  Yeah, we played that clip.
[01:37:08.538 --> 01:37:19.140]  They are legalizing 10, well not 10, maximum infinity, unlimited wiretapping, internet hubs, even small internet companies will have a federal hub.
[01:37:19.461 --> 01:37:22.401]  Everything will run through the government, just like the telephones already do.
[01:37:22.961 --> 01:37:25.642]  The internet already does as well, but they want it in all the regional systems.
[01:37:26.022 --> 01:37:29.082]  No warrants, no more Fourth Amendment, no more nothing.
[01:37:29.362 --> 01:37:31.163]  And Keith Olbermann has been forced to admit it's true.
[01:37:32.003 --> 01:37:32.844]  That's what I'm saying!
[01:37:33.324 --> 01:37:37.307]  But I still have all these Obama zombies telling me that none of this exists and everything's fine.
[01:37:38.348 --> 01:37:40.850]  Just one other thing.
[01:37:40.910 --> 01:37:46.354]  I read The Economist religiously, which is, as far as I'm concerned, this is the aristocrat's rag that they read.
[01:37:46.374 --> 01:37:48.356]  I found this amazing.
[01:37:48.396 --> 01:37:56.082]  On page 64 of this week's issue, it says here, it says, Spanish firms hope to benefit from America's stimulus plan.
[01:37:57.022 --> 01:37:57.283]  Okay?
[01:37:57.963 --> 01:38:00.025]  And it goes on here to say that
[01:38:00.782 --> 01:38:09.128]  The stimulus plan is $317 billion of intended spending, but Spain is the only country to have built a campaign around it.
[01:38:09.548 --> 01:38:11.689]  And here's where all of this stuff gets interesting.
[01:38:11.729 --> 01:38:12.670]  It's down here at the bottom of it.
[01:38:12.690 --> 01:38:26.259]  It says, of the 10 biggest construction Spanish firms, including Ferro Rival, have pioneered public-private partnerships in construction and operation of infrastructure in Florida, Illinois, Texas,
[01:38:28.009 --> 01:38:40.512]  Oh yeah, I knew what you were about to go to.
[01:38:41.832 --> 01:38:42.693]  That's what this is.
[01:38:43.213 --> 01:38:47.134]  They take our tax money and then give it to the offshore corporations.
[01:38:47.174 --> 01:38:53.195]  They even take our tax money to build factories in other countries.
[01:38:54.460 --> 01:39:00.642]  And then they have the Austin Chronicle write article saying Alex Jones is insane, Sintra is not owned by Spain.
[01:39:02.122 --> 01:39:09.064]  And so understand, Sintra and others aren't just being given the roads to put toll roads on 8,000 miles of Texas roads.
[01:39:10.045 --> 01:39:11.745]  They're being paid to do it.
[01:39:11.785 --> 01:39:15.726]  See, it's like the bankers get 12.8 trillion of our tax money.
[01:39:16.246 --> 01:39:19.167]  We have to pay the interest to give them the money.
[01:39:19.487 --> 01:39:20.027]  You understand?
[01:39:20.267 --> 01:39:21.868]  You don't just give the bankers your money.
[01:39:22.910 --> 01:39:24.471]  But this isn't just Texas.
[01:39:24.511 --> 01:39:26.513]  I mean, this is talking about the corridor.
[01:39:26.533 --> 01:39:28.354]  I mean, this even includes Illinois.
[01:39:28.374 --> 01:39:29.435]  I mean, where do you think that's going?
[01:39:29.455 --> 01:39:30.135]  It's going to Canada.
[01:39:30.756 --> 01:39:31.316]  Well, no, no, no.
[01:39:31.356 --> 01:39:32.737]  I mean, we have their official maps.
[01:39:32.817 --> 01:39:35.059]  North American Union, NAFTA superhighways.
[01:39:35.119 --> 01:39:36.580]  I mean, that's what my film Endgame covers.
[01:39:36.600 --> 01:39:37.281]  No, I agree.
[01:39:37.881 --> 01:39:44.566]  And yes, The Economist, The Financial Times of London, and a few others are the establishment's real papers of record.
[01:39:45.006 --> 01:39:45.867]  And they say... It's unbelievable.
[01:39:45.907 --> 01:39:51.171]  They had one other article in here on... just two things in here, one other article I just wanted to bring up.
[01:39:51.809 --> 01:39:55.170]  This one here was pertaining to water, okay?
[01:39:56.170 --> 01:40:08.832]  And how, you know, you and I, and everybody here in America, we drink too much, so therefore, you know, they're doing this whole thing to, you know, shut down all the water, what we can actually have, and so on and so forth.
[01:40:08.852 --> 01:40:13.353]  This is a page... It's not just America, I mean, it's all over the place.
[01:40:13.753 --> 01:40:15.253]  No, it's globalism.
[01:40:15.293 --> 01:40:16.774]  Which issue of The Economist is that?
[01:40:17.394 --> 01:40:18.054]  This week's issue.
[01:40:18.854 --> 01:40:21.636]  Yeah, well mail it to me, maybe I'll use some clips on air.
[01:40:21.896 --> 01:40:22.877]  Thank you so much, sir.
[01:40:23.417 --> 01:40:25.759]  I know, I mean, that's what's so incredible.
[01:40:27.020 --> 01:40:30.182]  Is that I sit here frustrated, burning with energy, upset.
[01:40:30.202 --> 01:40:34.846]  Because I've got to keep trying to explain to the public these are parasite criminals.
[01:40:36.447 --> 01:40:39.509]  They're fully hijacking our entire society.
[01:40:41.931 --> 01:40:45.914]  They're grabbing the roads, the infrastructure, they're brainwashing the police against us.
[01:40:48.393 --> 01:40:53.222]  And they're just gonna steal and steal and steal and steal and steal and steal and steal and steal.
[01:40:53.703 --> 01:40:55.065]  Because our government's wide open.
[01:40:55.105 --> 01:40:56.047]  We have no protection.
[01:40:56.468 --> 01:40:57.730]  Pure tyranny has come in.
[01:40:59.838 --> 01:41:00.799]  That's what the new order is.
[01:41:01.679 --> 01:41:02.940]  It's a select group of bankers.
[01:41:03.040 --> 01:41:09.545]  I mean, you know what they talk about at these big UN meetings and Club of Rome meetings and CFR meetings and Trilateral Commission and Bilderberg?
[01:41:09.585 --> 01:41:10.706]  We've gotten the minutes out of them.
[01:41:11.426 --> 01:41:15.810]  It's okay, we're going to give you $3 trillion the next year.
[01:41:16.630 --> 01:41:26.817]  We're going to give the banks the money and then the government will then give that money to your private bank to then buy the roads.
[01:41:27.438 --> 01:41:28.699]  And then we'll pay you to buy the roads.
[01:41:30.905 --> 01:41:32.868]  And yes, that's the economic stimulus package.
[01:41:32.948 --> 01:41:34.269]  I mean, that's all it is.
[01:41:34.329 --> 01:41:35.110]  It's just raping!
[01:41:36.112 --> 01:41:37.974]  All of this is indescribable.
[01:41:38.855 --> 01:41:41.458]  But the caller mentioned how he's getting the Obama deception out to people.
[01:41:42.880 --> 01:41:48.987]  All over the country, at tea parties coming up later this week, and in the Fed rallies, but not just there.
[01:41:50.276 --> 01:41:53.037]  At other events, people are making copies of the Obama Deception.
[01:41:53.477 --> 01:41:54.918]  This film is about the bankers.
[01:41:54.958 --> 01:41:56.378]  This film is about who the criminals are.
[01:41:56.739 --> 01:41:59.200]  This film is about the financial raping of the people.
[01:41:59.620 --> 01:42:01.240]  This film covers it all.
[01:42:02.421 --> 01:42:04.722]  And this film needs to be seen by everyone.
[01:42:04.782 --> 01:42:08.463]  So, just having the DVD or buying the DVD at InfoWars.com, that's great.
[01:42:08.823 --> 01:42:10.744]  That supports the radio show and future filmmaking.
[01:42:11.064 --> 01:42:13.745]  But what really is effective is airing it on AXS TV.
[01:42:14.406 --> 01:42:15.006]  Very easy to do.
[01:42:16.584 --> 01:42:21.927]  Making copies of it, giving it to people, spreading the internet links around to folks, downloading it at PrisonPlanet.tv.
[01:42:22.348 --> 01:42:24.089]  Please get it out to everyone.
[01:42:24.369 --> 01:42:25.430]  Have viewing parties.
[01:42:26.170 --> 01:42:26.931]  Wake people up.
[01:42:26.971 --> 01:42:29.852]  I mean, Obama is just out in the open a criminal.
[01:42:31.974 --> 01:42:33.895]  All we gotta do is stand up to him and expose him.
[01:42:33.915 --> 01:42:37.537]  Alright, more calls straight ahead.
[01:42:37.557 --> 01:42:39.839]  Yeah, it's just, uh...
[01:42:41.269 --> 01:42:44.794]  Indiana, Texas, California, Michigan, Oregon, everything.
[01:42:46.056 --> 01:42:47.738]  Florida, they're just grabbing everything.
[01:42:48.359 --> 01:42:49.660]  They're just grabbing everything.
[01:42:49.720 --> 01:42:51.563]  It's just totally criminal out in the open.
[01:42:52.664 --> 01:42:53.766]  We'll be right back.
[01:42:55.359 --> 01:42:57.600]  Worried about the side effects from prescription drugs?
[01:42:57.780 --> 01:43:01.421]  Tired of searching for an effective, safe, natural alternative you can trust?
[01:43:01.561 --> 01:43:05.563]  Join more than 300,000 people worldwide who trust in native remedies.
[01:43:05.723 --> 01:43:11.925]  Our market-leading natural remedies are manufactured using the highest quality ingredients in FDA-registered facilities.
[01:43:12.066 --> 01:43:17.748]  We only use whole herbs and never use chemicals, giving you superior effectiveness and safety without side effects.
[01:43:17.948 --> 01:43:20.989]  With over 250 herbal and homeopathic remedies,
[01:43:21.109 --> 01:43:23.830]  You'll find products for your entire family, even your pets.
[01:43:24.030 --> 01:43:32.333]  Address issues like concentration, stress, mood, sleep, pregnancy, memory, joint support, digestion, cold and flu, sexual performance, and much more.
[01:43:32.553 --> 01:43:36.734]  And all Native Remedies products come with a one-year unconditional money-back guarantee.
[01:43:36.914 --> 01:43:43.036]  For a limited time, visit NoDrugsPlease.com, enter coupon code RADIO, and receive $5 off your order.
[01:43:43.156 --> 01:43:46.017]  Purchase two items and receive a third absolutely free!
[01:43:46.177 --> 01:43:48.357]  Visit NoDrugsPlease.com or call 1-877-289-1235.
[01:43:48.377 --> 01:43:48.597]  1-877-289-1235 today!
[01:43:48.617 --> 01:43:50.138]  In the New World Order's war against humanity,
[01:43:58.948 --> 01:44:01.090]  Barack Obama is the tip of the spear.
[01:44:01.570 --> 01:44:08.636]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:44:09.159 --> 01:44:15.365]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:44:15.685 --> 01:44:17.587]  Well, Obama's already fudging.
[01:44:17.727 --> 01:44:20.149]  He's fudged since day one in this election.
[01:44:20.229 --> 01:44:31.179]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:44:31.800 --> 01:44:33.101]  It's not about left or right.
[01:44:33.482 --> 01:44:34.843]  It's about a one-world government.
[01:44:35.316 --> 01:44:41.663]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:44:42.223 --> 01:44:50.011]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:44:50.492 --> 01:44:51.653]  The Obama Deception.
[01:44:52.073 --> 01:44:53.275]  The people strike back.
[01:44:55.820 --> 01:45:01.302]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:45:01.342 --> 01:45:01.862]  and the world.
[01:45:02.122 --> 01:45:05.583]  And for the first time in their lives, they are feeling the need for preparedness.
[01:45:05.983 --> 01:45:12.225]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:45:12.485 --> 01:45:14.266]  Ready Reserve is the manufacturer.
[01:45:14.506 --> 01:45:22.468]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish with double enameled cans and nitrogen packaging.
[01:45:22.728 --> 01:45:27.172]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:45:27.432 --> 01:45:32.977]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:45:33.257 --> 01:45:35.259]  Many companies do not even offer a catalog.
[01:45:35.439 --> 01:45:38.802]  We will be more than happy to send a catalog to you, free of charge.
[01:45:39.122 --> 01:45:41.284]  Dial 1-800-453-2202, 1-800-453-2202, or visit our website at ReadyReserveFoods.com.
[01:45:47.870 --> 01:46:03.022]  Ladies and gentlemen, the elite is in control because they're totally ruthless.
[01:46:06.085 --> 01:46:12.410]  They spend the majority of their money on eugenics programs, on breaking up the family, on poisoning you and your family.
[01:46:13.491 --> 01:46:16.093]  They're coming right out in the open calling for one-child policies.
