[00:00:00.782 --> 00:00:03.355]  The Alex Jones Show!
[01:24:27.924 --> 01:24:28.905]  Hi, Alex.
[01:24:28.945 --> 01:24:29.045]  Ms.
[01:24:29.065 --> 01:24:34.410]  Harris, I wanted to ask you, have you ever been on a New York station, a Bachelor and Alexander show?
[01:24:35.131 --> 01:24:35.311]  No.
[01:24:36.292 --> 01:24:40.176]  Well, there was a guy on about this whole election thing.
[01:24:41.352 --> 01:24:42.974]  And Dave mentioned Diebold.
[01:24:42.994 --> 01:24:47.618]  He's been on for a long time as a New York announcer.
[01:24:47.738 --> 01:24:49.160]  He says, oh, what's Diebold?
[01:24:49.460 --> 01:24:50.201]  Never even heard of it.
[01:24:50.301 --> 01:24:52.423]  This was like about two months ago.
[01:24:52.443 --> 01:24:55.205]  Oh, I can tell you so many people don't know about this.
[01:24:55.245 --> 01:25:02.352]  In fact, I had a meeting with Dennis Kucinich last night and there was a reception afterwards and there was a lot of people there and
[01:25:02.771 --> 01:25:11.775]  I was surprised that even some of the die-hard Kucinich supporters were still unaware of it, because they're quite progressive and so forth, and I would have thought that they would be a group that would be more aware.
[01:25:11.795 --> 01:25:13.636]  Well, that's because the media won't talk about it.
[01:25:14.096 --> 01:25:15.697]  Right, right, Alex.
[01:25:15.877 --> 01:25:17.758]  Alex, you were talking about those restaurants.
[01:25:17.798 --> 01:25:28.023]  There's a guy in Philadelphia that did the same thing, but a Russian theme, two years ago, and he had a five-by-five picture in the dining room of Stalin, and the whole place was red.
[01:25:29.355 --> 01:25:33.016]  Yeah, we're talking about Denver has a place called Mao's, and it worships Mao.
[01:25:33.056 --> 01:25:33.876]  Thanks for the call.
[01:25:33.896 --> 01:25:35.477]  It shows how sick our society is getting.
[01:25:36.237 --> 01:25:36.777]  But you watch.
[01:25:36.817 --> 01:25:38.918]  If somebody opens Hitler's, that won't be accepted.
[01:25:39.758 --> 01:25:41.499]  Let's talk to Roger in Pennsylvania.
[01:25:41.559 --> 01:25:42.999]  Roger, you're on the air with Bev Harris.
[01:25:43.439 --> 01:25:44.500]  Yeah, thanks, folks.
[01:25:44.560 --> 01:25:46.740]  And, Bev, I'm hoping you can clarify a few things.
[01:25:46.820 --> 01:25:53.182]  I guess, Alex, you referred to it as a voting assistance, which I heard in the Something American Voting Act.
[01:25:53.222 --> 01:25:54.603]  Help America Vote Act, yeah.
[01:25:54.683 --> 01:25:56.383]  Okay, Help America Vote Act.
[01:25:56.863 --> 01:25:59.044]  And I assume there's just one bill, in other words, that would
[01:25:59.668 --> 01:26:13.372]  According to our local county elections board person, mandates, these voting machines go in my... Yeah, it was passed over a year ago, and it's called the Voter Assistance Act, and then the full name is what Bev just said.
[01:26:13.492 --> 01:26:16.973]  The Help America Vote Act, and they also call it HAVA, which is an acronym.
[01:26:17.393 --> 01:26:23.495]  Yeah, and they're using it as a club, kind of, to make county officials...
[01:26:24.247 --> 01:26:25.548]  Run out and buy these new machines.
[01:26:25.568 --> 01:26:26.589]  And here's what's amazing.
[01:26:26.789 --> 01:26:31.693]  Now nine states... They're not setting the standards for the machines until 2006.
[01:26:33.394 --> 01:26:37.037]  But nine states are saying they're not going to take the money right now.
[01:26:37.737 --> 01:26:40.259]  So in other words, it's not a mandate per se.
[01:26:40.279 --> 01:26:41.861]  The state can refuse the money, correct?
[01:26:41.881 --> 01:26:42.261]  Exactly.
[01:26:42.734 --> 01:26:49.438]  Yeah, so my local county election person basically lied when she described it as a federal mandate, which I thought would have been an intrusion.
[01:26:49.458 --> 01:26:51.379]  But it's free federal money, Roger.
[01:26:51.419 --> 01:26:52.380]  We've got to take it.
[01:26:52.400 --> 01:26:58.444]  Yeah, so that would have been, if it was a mandate, it would have been an intrusion into what is a state or county prerogative, right?
[01:26:58.464 --> 01:26:59.124]  Okay, thanks for the call.
[01:26:59.144 --> 01:27:00.765]  Let me get some more comments from Bev on that.
[01:27:01.245 --> 01:27:02.266]  That's absolutely right.
[01:27:02.786 --> 01:27:09.430]  And the other thing that they can do is they can apply for a waiver to delay any purchase until 2006.
[01:27:09.770 --> 01:27:10.851]  They don't have to buy it now.
[01:27:10.871 --> 01:27:12.292]  They just can do it later.
[01:27:12.699 --> 01:27:14.140]  And they could even still get money for it.
[01:27:14.380 --> 01:27:17.701]  And the other thing is, it's an unfunded mandate.
[01:27:18.121 --> 01:27:18.721]  Guess what?
[01:27:18.961 --> 01:27:22.703]  They allocated $3.8 billion and then they didn't fund it.
[01:27:22.803 --> 01:27:25.244]  It's coming out of our pockets at the county level.
[01:27:25.284 --> 01:27:26.104]  We can't afford it.
[01:27:26.264 --> 01:27:27.405]  So we end up paying for it.
[01:27:27.445 --> 01:27:28.585]  Thank you.
[01:27:28.625 --> 01:27:30.086]  Paying to not be able to vote.
[01:27:30.766 --> 01:27:33.167]  Let's talk to Brock in Canada.
[01:27:33.207 --> 01:27:33.907]  Brock, go ahead.
[01:27:33.947 --> 01:27:35.328]  You've got the same stuff going in there.
[01:27:35.388 --> 01:27:35.808]  Go ahead.
[01:27:36.448 --> 01:27:41.250]  Yes, well, I think that it's necessary to really...
[01:27:41.826 --> 01:27:48.851]  Take the telescope and specify the specific parts of the news media.
[01:27:48.931 --> 01:27:49.732]  Who owns them?
[01:27:49.792 --> 01:27:51.413]  Who's covering all this up?
[01:27:51.733 --> 01:27:56.677]  I mean, it's quite obvious they want Kerry to win by an impressive margin.
[01:27:57.437 --> 01:28:03.041]  It's certainly manipulation, but who are the players involved?
[01:28:03.101 --> 01:28:03.762]  Who owns...
[01:28:05.194 --> 01:28:15.936]  Who's shutting up the 2020 at the top and not letting this... Well, we've got the Nebraska senator owning the company that the machines, the people voted for.
[01:28:16.076 --> 01:28:16.877]  Comments on that, Beth?
[01:28:17.617 --> 01:28:28.739]  Well, and in the news media, in terms of this, if you look at what happened in the 2000 election, the news media director was, his last name is Hayward, Andrew Hayward.
[01:28:29.455 --> 01:28:32.957]  And he made a statement that was very interesting.
[01:28:33.397 --> 01:28:47.084]  When they discovered that they were putting bogus votes in and that they had incorrectly called the race and Gore had already privately conceded to Bush, Gore's people called him and they discovered that the vote total was bogus.
[01:28:47.204 --> 01:28:52.847]  And they said, are you going to pull away your call for Bush now that you know it's incorrect?
[01:28:53.470 --> 01:28:58.973]  Understand that this top guy, who was the head of CBS News, Andrew Hayward, knew the vote total was incorrect.
[01:28:59.073 --> 01:29:00.274]  And do you know what he answered?
[01:29:00.634 --> 01:29:04.916]  He did not say, no, we're going to pull back our call for Bush.
[01:29:04.956 --> 01:29:06.297]  He said, what is Gore going to do?
[01:29:07.418 --> 01:29:09.359]  Gore was on his way to concede to the nation.
[01:29:09.439 --> 01:29:12.701]  He was two blocks away when they decided not to concede.
[01:29:12.761 --> 01:29:19.845]  And only after his decision to not concede did CBS pull its call for Bush.
[01:29:20.549 --> 01:29:22.750]  Now, I find that absolutely unacceptable.
[01:29:22.810 --> 01:29:23.290]  They knew.
[01:29:23.831 --> 01:29:25.251]  They should have pulled it right then.
[01:29:25.332 --> 01:29:27.092]  They waited until Gore decided not to.
[01:29:27.152 --> 01:29:30.594]  All right, Bev Harris, we've got to get you back up as the election heats up.
[01:29:31.034 --> 01:29:35.597]  God bless you for your work trying to keep America a nation where we get to vote.
[01:29:36.317 --> 01:29:36.557]  Thanks.
[01:29:36.597 --> 01:29:38.098]  So God bless you for what you're doing.
[01:29:38.458 --> 01:29:39.019]  Thanks a lot.
[01:29:39.299 --> 01:29:39.679]  You bet.
[01:29:39.739 --> 01:29:41.720]  We'll be back with a bunch of news, more calls.
[01:29:41.740 --> 01:29:42.160]  Stay with us.
[01:29:44.181 --> 01:29:45.082]  We're on the march.
[01:29:45.562 --> 01:29:47.083]  The empire's on the run.
[01:29:48.093 --> 01:29:50.763]  Alex Jones and the GCN Radio Network.
[01:29:56.511 --> 01:30:01.975]  Why continue to suffer from pain, illness, and disease when natural health and wellness therapies are within your reach?
[01:30:02.415 --> 01:30:06.638]  Hundreds of people report improved health and wellness using Rife frequency technology.
[01:30:06.878 --> 01:30:13.923]  In the 1920s, research scientist Royal Raymond Rife discovered that disease organisms can be destroyed using resonant frequencies.
[01:30:14.304 --> 01:30:20.408]  The Biosolutions frequency instrument uses this same technology for relief or elimination of pain and disease conditions.
[01:30:20.548 --> 01:30:21.769]  There are no side effects.
[01:30:21.949 --> 01:30:22.429]  We're good to go.
[01:30:22.469 --> 01:30:22.950]  We're good to go.
[01:30:38.880 --> 01:30:42.022]  For more information, call Alternative Technologies toll-free.
[01:30:42.042 --> 01:30:42.182]  866-885-6625.
[01:30:42.202 --> 01:30:42.262]  866-885-6625.
[01:30:42.382 --> 01:30:43.222]  One more time, that's 866-885-6625.
[01:30:43.282 --> 01:30:43.542]  Call today.
[01:30:53.925 --> 01:30:58.028]  Before you venture into the financial world, check the forecast with the International Forecaster Newsletter written by Bob Chapman.
[01:31:20.305 --> 01:31:22.267]  Chapman's predictions are legendary.
[01:31:22.507 --> 01:31:29.434]  Backed by over 40 years of successfully forecasting the world's financial markets, Bob has helped thousands of people make sense of their financial futures.
[01:31:29.794 --> 01:31:36.261]  Midas Resources is pleased to offer a subscription to the International Forecaster newsletter free of charge with a qualifying order.
[01:31:36.521 --> 01:31:37.001]  That's right.
[01:31:37.081 --> 01:31:43.848]  For a limited time, Midas Resources is offering a one-year subscription to Bob Chapman's powerful newsletter, the International Forecaster.
[01:31:44.088 --> 01:31:48.529]  Call 800-686-2237 for more information or to place your order.
[01:31:48.629 --> 01:31:49.330]  That's 800-686-2237.
[01:31:49.590 --> 01:31:53.451]  Call today and avoid getting soaked tomorrow.
[01:31:53.871 --> 01:31:59.373]  Whether you live in the country or simply dream about living in the country, Countryside and Small Stock Journal is the magazine for you.
[01:31:59.573 --> 01:32:07.155]  You'll learn how to make cheese, sausage, wine, soap and more, build a cider press, a year-round greenhouse or even your own home, raise and care for poultry,
[01:32:08.395 --> 01:32:12.016]  And cook delicious meals from scratch with food grown in your own backyard.
[01:32:12.116 --> 01:32:20.939]  With Countryside, you'll learn handy gardening tricks, how to save money, old-time skills, what's new and alternative energy, how to be healthier and happier by living a simpler, more stress-free life.
[01:32:21.079 --> 01:32:24.320]  And if you act now, we'll send you a sample issue absolutely free.
[01:32:24.480 --> 01:32:25.480]  Just call 1-800-551-5691.
[01:32:25.620 --> 01:32:30.982]  We'll rush you the latest issue of Countryside without cost or obligation.
[01:32:31.122 --> 01:32:32.282]  That's 1-800-551-5691 to get your free issue.
[01:32:34.983 --> 01:32:35.523]  We're good to go.
[01:33:00.343 --> 01:33:03.345]  All right, folks.
[01:33:03.945 --> 01:33:15.473]  I know we've got a lot of callers like Kathy and Trevor and others that are patiently holding, and I've got news like this.
[01:33:15.613 --> 01:33:17.934]  TiVo users beware.
[01:33:18.014 --> 01:33:19.135]  Big Brothers watching.
[01:33:20.126 --> 01:33:35.453]  Now, remember on Monday, I spent 30 minutes on your television watching you, digital cable boxes, TiVo, your satellite system if you've got a phone line for quote pay-per-view, your OnStar, and every time I talk about that, some idiot emails me and says I'm making it up.
[01:33:35.573 --> 01:33:37.374]  Well, here's the Chicago Sun-Times.
[01:33:38.335 --> 01:33:43.517]  You can tune in here and hear the news weeks, months, years, or you can just, you know...
[01:33:44.583 --> 01:33:46.164]  Sit around and find out after the fact.
[01:33:46.825 --> 01:33:47.966]  TiVo users, beware.
[01:33:48.006 --> 01:33:48.966]  Big Brother's watching.
[01:33:49.006 --> 01:33:49.907]  That's coming up.
[01:33:50.007 --> 01:33:50.968]  Dangerous thinking.
[01:33:51.008 --> 01:33:53.309]  We're going to arrest people for what they're thinking in England.
[01:33:54.230 --> 01:33:54.830]  Thought crime.
[01:33:54.870 --> 01:33:55.811]  It's BBC.
[01:33:56.732 --> 01:33:57.752]  New animal tracking.
[01:33:57.792 --> 01:33:59.834]  Microchips to go on all your farm animals.
[01:34:00.134 --> 01:34:01.515]  Popping pills in preschool.
[01:34:01.555 --> 01:34:03.837]  Giving toddlers Prozac.
[01:34:03.977 --> 01:34:06.198]  It's hundreds of thousands of them and increasing.
[01:34:07.900 --> 01:34:09.321]  And concentration camps.
[01:34:09.481 --> 01:34:12.743]  Idaho State Journal has a discussion of concentration camps in America.
[01:34:13.103 --> 01:34:13.864]  Mainstream News.
[01:34:15.569 --> 01:34:17.772]  And much, much more for you.
[01:34:17.892 --> 01:34:21.216]  So that's all coming up after we get to a few of these calls.
[01:34:22.077 --> 01:34:32.649]  And Jack Foote, who was there with the Mexican troops and others shooting at the Border Patrol, is probably going to be on sometime the next hour with us.
[01:34:32.889 --> 01:34:35.252]  The new attacks on the southern border there.
[01:34:36.223 --> 01:34:39.124]  If you're tuning in for the first time, stop being naive.
[01:34:39.184 --> 01:34:43.346]  They count on you not believing that the CIA is taking over the elections, okay?
[01:34:43.806 --> 01:34:47.347]  They count on you not believing that the Federal Reserve is private, run-for-profit.
[01:34:47.787 --> 01:34:50.448]  They count on you not believing that all this is happening.
[01:34:51.028 --> 01:34:54.510]  It is happening right now, and we're in deep trouble.
[01:34:54.930 --> 01:34:58.691]  And by being honest about that, we can turn this country around and get our nation back.
[01:35:00.752 --> 01:35:03.693]  For about five minutes or so, we're honored to have Jim Shepard,
[01:35:05.862 --> 01:35:06.343]  We're good to go.
[01:35:06.363 --> 01:35:06.804]  We're good to go.
[01:35:21.879 --> 01:35:28.581]  Jim, I don't know if you heard us getting into the election fraud, but we really are losing our right to vote right now on an industrial scale.
[01:35:28.641 --> 01:35:30.542]  In fact, we don't have voting here in Austin now.
[01:35:30.622 --> 01:35:32.722]  It's all touchscreen systems.
[01:35:33.163 --> 01:35:34.423]  Do you have any comments on that?
[01:35:34.943 --> 01:35:39.304]  Well, you know, it's amazing to me that the people don't rise up about this.
[01:35:40.685 --> 01:35:47.627]  I remember an election, and I'm going to tell you it's probably four or five years ago in, I believe it was either Maryland or Virginia.
[01:35:48.396 --> 01:35:58.443]  But one of the candidates won by 50,000 votes in a town that only has a population of 10,000 people, and nobody's up in arms about this.
[01:35:58.723 --> 01:36:00.604]  And there's no way to recount these ballots.
[01:36:00.624 --> 01:36:01.945]  That just happened in Tennessee.
[01:36:03.386 --> 01:36:06.287]  Just recently... Yeah, and it just happened in Texas, too.
[01:36:06.347 --> 01:36:07.488]  Fort Worth Star-Telegram.
[01:36:07.788 --> 01:36:21.613]  There'll be a town with 10,000 voters, and the establishment candidate will get 20,000 more in winnings, and they'll say, no investigation, they are the electee.
[01:36:22.073 --> 01:36:26.294]  I tell you what, when we lose control of our voting, we really have lost control.
[01:36:26.975 --> 01:36:29.135]  And I think that this is a very serious issue.
[01:36:29.155 --> 01:36:30.616]  You know, a lot of people will get on the...
[01:36:31.118 --> 01:36:37.820]  Web and email their congressmen and their senators on different issues.
[01:36:39.721 --> 01:36:48.383]  But if the elections are taken out of our hands, even that isn't very effective, is contacting your representative in most cases.
[01:36:48.883 --> 01:36:53.185]  In some cases it is, but once they have no fear of being run out of office,
[01:36:55.657 --> 01:37:00.300]  Gee, they can do whatever they want to do, and that's probably why they're a little bit emboldened right now.
[01:37:00.581 --> 01:37:01.101]  Exactly.
[01:37:01.161 --> 01:37:18.092]  I mean, we've had hundreds of cases where the polls show somebody winning by 20%, real local polls, and then the establishment candidate wins by vast numbers over that, and then it turns out people like Senator Hagel, he owns one of the companies, the company that did his election.
[01:37:18.172 --> 01:37:20.994]  I mean, it's just, you own the machines that...
[01:37:21.846 --> 01:37:25.907]  You're the owner of the company and you're running and people are voting only on your machines?
[01:37:25.967 --> 01:37:28.028]  I mean, it's getting ridiculous.
[01:37:28.348 --> 01:37:30.669]  Well, I have to be honest with you.
[01:37:31.149 --> 01:37:38.512]  I don't care too much for Dean, but all the polls were showing that this guy was way in the lead.
[01:37:39.281 --> 01:37:40.762]  Oh, we've caught Diebold.
[01:37:42.384 --> 01:37:43.965]  Somebody voted on a Diebold machine.
[01:37:44.005 --> 01:37:46.968]  It was 10-plus points over other machines.
[01:37:47.908 --> 01:37:50.210]  Yeah, New Hampshire, mainstream news.
[01:37:50.771 --> 01:37:51.331]  Oh, it is.
[01:37:51.992 --> 01:37:55.975]  And I've been scratching my head kind of wondering about that because he's being left in the dust.
[01:37:56.896 --> 01:37:59.498]  And, again, I have no loyalty to Dean.
[01:37:59.838 --> 01:38:01.640]  I don't really agree with what he says, but...
[01:38:02.441 --> 01:38:05.685]  Just as an observer, I'm looking at this and going, wait a minute, what's happened here?
[01:38:05.906 --> 01:38:10.031]  This guy was way out in front, and all of a sudden we get the elections and he's way behind.
[01:38:10.111 --> 01:38:12.875]  Well, he's not skull and bones.
[01:38:14.297 --> 01:38:16.280]  And if he was skull and bones, he'd be doing well.
[01:38:16.340 --> 01:38:17.742]  They want a skull and bones election.
[01:38:19.534 --> 01:38:21.355]  Now, shifting gears.
[01:38:21.516 --> 01:38:22.756]  Another thing hidden in plain view.
[01:38:23.197 --> 01:38:30.682]  Prozac, Ritalin, birth control pills, herbicides, pesticides, MBTE in 49 states, sodium fluoride, heavy metals.
[01:38:31.023 --> 01:38:32.744]  It's admitted the water is deadly.
[01:38:33.204 --> 01:38:34.505]  This is why people are so sick.
[01:38:34.805 --> 01:38:46.734]  There's a way to protect yourself, to take control of your life in at least one big area, and it's made in America, and it makes this show possible, and you're totally insane if you don't call them right now and buy a bunch of the water filters.
[01:38:46.974 --> 01:38:47.875]  Jim, how do they do it?
[01:38:49.078 --> 01:38:51.099]  You can give us a holler at 888-803-4438.
[01:38:51.779 --> 01:38:58.421]  You can go up on the web and take a look at the Berkey Lite.
[01:38:58.481 --> 01:39:01.121]  You can find it at BerkeyWater.com.
[01:39:01.141 --> 01:39:02.502]  Spell Berkey however you want.
[01:39:02.562 --> 01:39:05.182]  It will all come up.
[01:39:05.323 --> 01:39:06.723]  I think that you raised a good point.
[01:39:06.763 --> 01:39:08.263]  You said taking control.
[01:39:08.503 --> 01:39:13.645]  There is so much control that is being removed from the American people's lives.
[01:39:15.951 --> 01:39:16.932]  It irritates me.
[01:39:17.412 --> 01:39:18.393]  I know it irritates you.
[01:39:18.433 --> 01:39:19.893]  I know it irritates a lot of people.
[01:39:19.933 --> 01:39:21.734]  Well, Jim, I've taken control.
[01:39:21.754 --> 01:39:22.515]  I want folks to hear this.
[01:39:23.895 --> 01:39:26.877]  Those are ice cubes from a Big Berkey in Big Berkey water.
[01:39:27.097 --> 01:39:27.377]  Mmm.
[01:39:27.437 --> 01:39:27.938]  Here, hold on.
[01:39:28.018 --> 01:39:28.518]  Mmm.
[01:39:29.458 --> 01:39:29.939]  Mmm.
[01:39:31.039 --> 01:39:33.100]  I've taken control of 70% of my body.
[01:39:33.120 --> 01:39:35.181]  My body, 70%, folks, water.
[01:39:35.261 --> 01:39:36.162]  I've taken control.
[01:39:39.372 --> 01:39:39.972]  Go ahead, Jim.
[01:39:40.353 --> 01:39:43.195]  Well, and really that has been our issue.
[01:39:43.235 --> 01:39:50.580]  You know, a lot of people come to us, gee, why don't you put together a whole house system or why don't you do some of these systems, you know, that you can put in under the counter and stuff like that.
[01:39:51.120 --> 01:39:52.081]  That's not our deal.
[01:39:52.641 --> 01:39:57.224]  Our deal is to empower people to be able to clean up their water no matter what the source is.
[01:39:57.284 --> 01:40:07.251]  I mean, if you have to rely on a lake or a stream or water that's coming down your gutter because there's an emergency or whatever, you're able to do it with the Berkey Light.
[01:40:07.311 --> 01:40:08.732]  That has really been our focus.
[01:40:09.707 --> 01:40:11.508]  I just want to tell Big Brother...
[01:40:39.861 --> 01:40:40.561]  Mmm.
[01:40:41.442 --> 01:40:42.422]  Mmm.
[01:40:44.023 --> 01:40:45.744]  Ah, no sodium fluoride for me.
[01:40:45.864 --> 01:40:46.444]  Sorry.
[01:40:49.086 --> 01:40:51.647]  And, you know, the other issue is the portability.
[01:40:51.947 --> 01:40:58.030]  A lot of people travel, and, you know, in this day and age, you know, hey, who knows what's going to happen next?
[01:40:58.150 --> 01:41:04.253]  You know, if somebody would have told us 9-11 wasn't going to happen, of course, you know, people like you are predicting that, and...
[01:41:05.055 --> 01:41:07.998]  Well, I just said Bin Laden would be used as a patsy.
[01:41:08.478 --> 01:41:09.239]  I mean, come on, Jim.
[01:41:09.279 --> 01:41:16.184]  I just said Bin Laden was going to be used as a patsy to attack New York and the World Trade Centers two months before and said, call the White House, tell them not to do it.
[01:41:16.524 --> 01:41:18.866]  You know, I'm not that smart, actually, Jim.
[01:41:20.768 --> 01:41:23.910]  Well, that's a sign of a... You must be radical.
[01:41:24.491 --> 01:41:29.715]  If you say it six months after the fact, you're mainstream, and if you say it before it happens, you're a radical.
[01:41:31.198 --> 01:41:33.539]  But again, you've got a bunch of different specials right now.
[01:41:33.559 --> 01:41:38.539]  We do, and we have a special on the Berkey light without the lights, and that's $199.
[01:41:39.000 --> 01:41:51.682]  If you buy that, we'll also give a $40 sport Berkey, no charge, and that gives you the power to bring the power of the Berkey with you in your purse or glove compartment, take it to work.
[01:41:52.682 --> 01:41:57.103]  The Berkey light with lights, and again, this is great for emergencies.
[01:41:57.163 --> 01:41:57.863]  Not only do you have
[01:41:58.550 --> 01:42:01.152]  And you've also got the Sport Berkey package, five for $99.
[01:42:01.272 --> 01:42:02.673]  Is it 12 for $199?
[01:42:02.733 --> 01:42:04.354]  Yes, it's five for $99 and 12 for...
[01:42:27.879 --> 01:42:34.383]  $199.
[01:42:27.979 --> 01:42:34.383]  And each one of these sports bottles does 600 refills on tap, 130 or something on stream water, right?
[01:42:34.764 --> 01:42:35.204]  That's right.
[01:42:35.344 --> 01:42:41.068]  And then down the road, if you need to get a new filter, then you can pick up a filter element for $13.
[01:42:44.367 --> 01:42:51.732]  All right, again, folks, here's the toll-free number, 1-888-803-4438.
[01:42:52.752 --> 01:42:54.373]  Stop drinking the poison.
[01:42:54.693 --> 01:42:59.396]  I get a big thrill out of this, Jim, getting people off the poison, fighting the globalists.
[01:42:59.416 --> 01:42:59.956]  1-888-803-4438.
[01:43:01.017 --> 01:43:04.919]  If you call and it's busy, leave your name and number.
[01:43:04.939 --> 01:43:05.980]  Debbie will call you right back.
[01:43:06.140 --> 01:43:07.101]  One more time, 1-888-803-4438.
[01:43:07.181 --> 01:43:07.501]  Jim, thanks.
[01:43:12.981 --> 01:43:13.161]  Sure.
[01:43:13.201 --> 01:43:14.081]  Keep up the good work, Alex.
[01:43:14.141 --> 01:43:14.781]  You bet, my friend.
[01:43:14.822 --> 01:43:15.182]  Thank you.
[01:43:15.482 --> 01:43:15.922]  All right.
[01:43:16.122 --> 01:43:17.602]  Let's go to the calls.
[01:43:19.243 --> 01:43:20.183]  I'm out of control today.
[01:43:20.203 --> 01:43:21.483]  I love exposing the globalists.
[01:43:21.863 --> 01:43:23.604]  Let's talk to Kathy in New Jersey.
[01:43:23.644 --> 01:43:24.664]  Kathy, go ahead.
[01:43:25.104 --> 01:43:25.304]  Yes.
[01:43:25.344 --> 01:43:26.505]  Hi, Mr. Jones.
[01:43:26.585 --> 01:43:28.305]  This is Kathy Ramos.
[01:43:28.365 --> 01:43:42.209]  What I'd like to tell you about is I'm dealing across the street with the SPCA, New Jersey SPCA, and apparently six years ago the Commission of Investigation of New Jersey did a study on them, and they're supposed to get rid of fraud, waste, and abuse.
[01:43:42.771 --> 01:43:46.735]  And said that these people are an entity that is running amok.
[01:43:46.956 --> 01:43:51.380]  They're not federal, they're not state, they're not government, and they're a non-profit organization.
[01:43:52.181 --> 01:43:53.342]  They carry around guns.
[01:43:53.903 --> 01:43:58.768]  With the donations, they are buying guns, ammunition, bulletproof vests,
[01:44:00.008 --> 01:44:02.610]  You name it, and it's our money.
[01:44:02.630 --> 01:44:03.931]  Well, let me give you an example.
[01:44:04.492 --> 01:44:05.733]  This is the new trend.
[01:44:05.773 --> 01:44:09.756]  This is globalism, giving government power to NGOs.
[01:44:09.816 --> 01:44:12.378]  That means non-governmental organization.
[01:44:12.738 --> 01:44:17.842]  Here in Central Texas, we have the LCRA, who's grabbed the entire water supply and the power supply.
[01:44:18.443 --> 01:44:21.005]  They are a private profit group.
[01:44:22.125 --> 01:44:23.566]  And they have governmental power.
[01:44:23.606 --> 01:44:24.666]  They have SWAT teams.
[01:44:24.686 --> 01:44:25.546]  They're on police.
[01:44:25.906 --> 01:44:27.206]  They will pull you over.
[01:44:28.067 --> 01:44:29.807]  And they are just brutal.
[01:44:30.287 --> 01:44:36.289]  And they have lots of little propaganda, you know, cookouts for people, just like John Gotti would have free pizza a couple times a year.
[01:44:36.629 --> 01:44:37.609]  It's the same stuff.
[01:44:38.029 --> 01:44:39.549]  They're taking over everything.
[01:44:40.130 --> 01:44:44.270]  And there's hundreds of these NGOs, and they are the government now.
[01:44:44.651 --> 01:44:46.491]  And, yes, I'm aware of what you're talking about.
[01:44:47.111 --> 01:44:48.411]  How can we fight back?
[01:44:48.471 --> 01:44:50.372]  I mean, they're literally on my...
[01:44:51.129 --> 01:44:54.891]  ...neighbor's property, and they're taking over his horses.
[01:44:54.991 --> 01:44:58.313]  He's got an Arabian farm, and they're abusing these animals.
[01:44:58.333 --> 01:45:02.096]  I mean, I have several volunteers that have come to me as... It's called the mafia.
[01:45:02.136 --> 01:45:03.737]  The mafia became the government.
[01:45:03.857 --> 01:45:14.103]  The mafia became the government and gave themselves governmental powers, and they've taken over the voting, and they're building camps everywhere, the private prisons, and it's human history happening all over again.
[01:45:14.143 --> 01:45:19.346]  The average idiot yuppie's busy in Denver at the new Mao restaurant worshiping Mao Zedong.
[01:45:19.406 --> 01:45:20.067]  It's called Mao's.
[01:45:20.717 --> 01:45:21.897]  But how can we fight back?
[01:45:21.957 --> 01:45:22.758]  I mean, what can we do?
[01:45:22.778 --> 01:45:23.598]  The yuppies love it.
[01:45:23.638 --> 01:45:25.018]  The yuppies think this is all fun.
[01:45:26.078 --> 01:45:27.459]  The yuppies love being slaves.
[01:45:27.499 --> 01:45:28.799]  They think it's great.
[01:45:29.079 --> 01:45:30.579]  But is there anything we can do?
[01:45:31.660 --> 01:45:34.460]  Yeah, your friend needs to learn their constitutional rights.
[01:45:34.480 --> 01:45:38.961]  You need to sue these people and create an organization and fight them in your area.
[01:45:39.001 --> 01:45:40.802]  It's about all of you becoming leaders.
[01:45:41.822 --> 01:45:42.602]  And how do we do that?
[01:45:42.642 --> 01:45:45.283]  Because there's a group of us, but people think we're crazy.
[01:45:45.988 --> 01:45:57.622]  Oh, I know, because no government organization or quasi-government organization ever did anything wrong in history because your neighbors were taught that government is only good and the general citizens are bad.
[01:45:57.682 --> 01:45:58.643]  Well, we've got to educate...
[01:45:59.520 --> 01:46:04.304]  It's a dumbed-down idiot mass, okay?
[01:46:04.624 --> 01:46:06.285]  We've been bred to be cattle-like.
[01:46:06.806 --> 01:46:07.986]  Before, we were Americans.
[01:46:08.007 --> 01:46:08.607]  We were free.
[01:46:08.687 --> 01:46:09.988]  We didn't trust government.
[01:46:10.028 --> 01:46:10.869]  We hated government.
[01:46:11.289 --> 01:46:12.150]  We were America.
[01:46:12.350 --> 01:46:15.832]  Now we're slaves, and we've got to wake up and stop being slaves.
[01:46:15.852 --> 01:46:18.755]  You know, it's like saying, how do black people stop being slaves?
[01:46:18.775 --> 01:46:20.116]  Well, they stop putting up with it.
[01:46:20.496 --> 01:46:21.857]  We've got to stop putting up with it.
[01:46:22.836 --> 01:46:23.476]  That's for the call.
[01:46:23.916 --> 01:46:27.118]  And we've got to realize how illegitimate this government is, okay?
[01:46:27.158 --> 01:46:28.258]  This is not our government.
[01:46:28.578 --> 01:46:30.839]  It's time for secession by the states.
[01:46:32.420 --> 01:46:43.984]  Look, if they put in the electronic fraud machines nationwide, which they've basically already done, enough to tip all the elections in most states they're in and many of the areas, you have to start a massive education program.
[01:46:44.124 --> 01:46:48.386]  You have to demand with a petition...
