[00:00:00.792 --> 00:00:01.395]  Sunday Night!
[00:48:33.323 --> 00:48:33.584]  Yes.
[00:48:34.005 --> 00:48:35.468]  And so I think that's part of the problem, right?
[00:48:35.508 --> 00:48:36.931]  Is that you have a lot of fearmongering.
[00:48:36.991 --> 00:48:37.432]  Exactly.
[00:48:37.572 --> 00:48:41.862]  And we know that when people have economic insecurity...
[00:48:44.704 --> 00:48:47.965]  What do you tell the parents of those people, those young girls who were killed?
[00:48:48.045 --> 00:48:49.065]  This is absurd.
[00:48:49.085 --> 00:48:51.445]  The preponderance of these people, Michael, are male.
[00:48:51.465 --> 00:48:59.507]  But what is the difference between an illegal immigrant who, unfortunately, engages in that activity... And we don't like that, I want to be clear.
[00:48:59.547 --> 00:49:01.087]  We don't use the term illegal.
[00:49:01.107 --> 00:49:02.367]  Undocumented individuals.
[00:49:02.387 --> 00:49:02.947]  That's sweet.
[00:49:03.147 --> 00:49:04.508]  They're illegal aliens.
[00:49:04.628 --> 00:49:05.848]  Undocumented individuals.
[00:49:05.968 --> 00:49:10.849]  Versus anyone else who commits the same crime.
[00:49:14.434 --> 00:49:21.278]  The point is, is they're dumping their criminals on us, and they're disproportionately committing crimes, and they keep getting deported for the crimes, coming back and doing it again.
[00:49:22.018 --> 00:49:23.259]  But let's go back to Joy Reid.
[00:49:23.579 --> 00:49:29.103]  You know, in the last year, she's worn that Trump wig on her head, cultural appropriation, which I think is fine.
[00:49:29.423 --> 00:49:36.447]  She wants to wear blonde hair on her head, that's fine, but now she's gone with the bald head look.
[00:49:38.683 --> 00:49:44.787]  Which is, I guess, the most trendy thing to do, and she's dumped the wig because she got so much criticism for it.
[00:49:45.188 --> 00:49:48.730]  It's just absolutely ridiculous.
[00:49:48.750 --> 00:49:49.851]  All right, here's the deal.
[00:49:51.332 --> 00:49:52.693]  I've got 15 stacks of news.
[00:49:52.753 --> 00:49:53.693]  I've covered five of them.
[00:49:54.594 --> 00:50:06.701]   We're going to start the next hour here in a few minutes, and I'm going to come back and cover everything that I haven't gotten to yet on so many incredible fronts, including the election, And what they're going to try to do to Trump.
[00:50:07.361 --> 00:50:13.585]  And then hero doctors, not just here but in Europe, being arrested for exposing illegal actions, castrating little boys.
[00:50:15.646 --> 00:50:20.289]  Doctor can face up to 10 years in prison for exposing transgender child mutilation at Texas Hospital.
[00:50:20.309 --> 00:50:21.070]  I'm going to hit that.
[00:50:22.491 --> 00:50:25.953]  And so much more coming up next hour.
[00:50:27.033 --> 00:50:27.974]  But here's the bottom line.
[00:50:30.089 --> 00:50:31.951]  I can't fight the globalists without you.
[00:50:32.171 --> 00:50:36.215]  And I'm more than happy to sell my farm I had and put it in to keep it in force on the air.
[00:50:36.715 --> 00:50:38.677]  And I'm more than happy that I sold my house to do it.
[00:50:39.158 --> 00:50:39.978]  And I'm more than happy.
[00:50:40.018 --> 00:50:40.979]  But I'm up against the wall.
[00:50:41.019 --> 00:50:41.460]  I'm out of money.
[00:50:42.641 --> 00:50:43.722]  And Infowars is out of money.
[00:50:43.822 --> 00:50:45.364]  And we've got a path to stay on air.
[00:50:45.604 --> 00:50:46.705]  You've seen them try to shut us down.
[00:50:46.725 --> 00:50:47.506]  They admitted it now.
[00:50:47.906 --> 00:50:49.347]  First few weeks, oh, we're not trying to do that.
[00:50:49.367 --> 00:50:50.769]  They're like, yeah, we want to shut down right now.
[00:50:51.529 --> 00:50:52.070]  So it's simple.
[00:50:52.290 --> 00:50:55.033]  Without getting into a long story and explaining it all, I'll do that on a later show.
[00:50:56.397 --> 00:50:59.801]  Go to InfoWarsTore.com and get amazing products at the same time.
[00:50:59.881 --> 00:51:03.265]  Water filtration, air filtration, high quality storable foods, lowest prices.
[00:51:03.965 --> 00:51:04.706]  We've got X2.
[00:51:05.047 --> 00:51:07.289]  If we get shut down, it'll be the final shipment.
[00:51:07.609 --> 00:51:09.331]  The Missing Link, True Atomic Iodine.
[00:51:09.351 --> 00:51:12.875]  The Missing Link in your body, your immune system, your cognitive operations.
[00:51:13.095 --> 00:51:13.115]  X2.
[00:51:15.609 --> 00:51:16.089]  Discounted.
[00:51:16.109 --> 00:51:29.793]  We've got the Summer Kickoff Super Sale 40% off on Ultimate Fish Oil, Highest Grade Fish Oil, Nitric Boost, so many other great products at InfowarsStore.com or 888-253-3139.
[00:51:30.053 --> 00:51:31.434]  Get a book, get a film, get a t-shirt.
[00:51:31.454 --> 00:51:32.454]  I want to thank you.
[00:51:32.474 --> 00:51:35.535]  These are great products, but we need your support right now and then separately.
[00:51:36.295 --> 00:51:38.857]  Our great sponsor, DrJonesNaturals.com.
[00:51:39.358 --> 00:51:49.947]  DrJonesNaturals.com now is the exclusive place to get 10-hour clean energy, incredible energy with no letdown for 43% off.
[00:51:49.967 --> 00:51:50.327]  43% off.
[00:51:50.387 --> 00:51:52.309]  It's gonna sell out.
[00:51:52.329 --> 00:51:53.209]  It'll be sold out in a week.
[00:51:55.370 --> 00:51:59.174]  But it's 43% off at drjonesnaturals.com.
[00:51:59.875 --> 00:52:02.097]  There's also Next Level Financial Energy.
[00:52:02.178 --> 00:52:05.281]  It's not a stimulant, but it cleans out your cells.
[00:52:05.321 --> 00:52:06.262]  It has a stimulant effect.
[00:52:06.322 --> 00:52:06.803]  It's incredible.
[00:52:07.163 --> 00:52:13.010]  Next Level Financial Energy, all the nano silver products, the Rocket Rest, the Cobalt Shield.
[00:52:13.888 --> 00:52:15.209]  The top brain nootropic.
[00:52:15.329 --> 00:52:18.791]  They're all there at drjonesnaturals.com.
[00:52:19.271 --> 00:52:21.692]  Again, all the nano silver products, they're there.
[00:52:22.253 --> 00:52:24.414]  And supporting that sponsor is critical to our operation.
[00:52:24.454 --> 00:52:26.095]  Plus, these are great products.
[00:52:26.115 --> 00:52:27.635]  Go to drjonesnaturals.com.
[00:52:28.116 --> 00:52:29.637]  I thank you all for your support.
[00:52:30.177 --> 00:52:31.538]  We'll be right back with our number two.
[00:52:31.558 --> 00:52:32.078]  Please stay with us.
[00:52:34.991 --> 00:52:39.753]  Everybody knows, unless you've been hiding in a cave somewhere for 20 years, that fish oil does incredible things.
[00:52:40.253 --> 00:52:41.914]  But not all fish oil is created equal.
[00:52:42.434 --> 00:52:51.097]  Most fish oil has been pasteurized, it's been boiled, it's been heated up, and they smash the bones and guts of the fish, and it gets contaminants in it.
[00:52:51.677 --> 00:53:02.922]  We sell the highest grade fish oil there is, and it's pure fish oil, and it's not been pasteurized, and it is so good for your whole body, your cardiovascular system, your brain, energy, everything.
[00:53:03.642 --> 00:53:12.544]  Next level quality Ultimate Fish Oil at InfoWarsStore.com right now, and for a limited time, it is 40% off.
[00:53:13.024 --> 00:53:15.625]  Ultimate Fish Oil at InfoWarsStore.com.
[00:53:15.645 --> 00:53:16.985]  I want to thank you all for your support.
[00:53:17.005 --> 00:53:20.966]  I just want to encourage you at the same time, this is really good for you, so it's a 360 win.
[00:53:21.026 --> 00:53:28.026]  Go to infowarestore.com today and get Ultimate Fish Oil.
[00:53:28.026 --> 00:53:35.026]  We'll be right back.
[00:53:35.026 --> 00:53:38.026]  Hour number two, Sunday live with Alejandro Jones.
[00:53:38.026 --> 00:53:39.346]  (upbeat music)
[00:53:39.228 --> 00:53:40.189]  From Tifidardo, Texas.
[00:53:40.329 --> 00:53:41.049]  Big Brother.
[00:53:41.449 --> 00:53:42.710]  Mainstream media.
[00:53:43.250 --> 00:53:44.311]  Government cover-ups.
[00:53:45.171 --> 00:53:46.612]  You want to stop tyranny?
[00:53:46.852 --> 00:53:48.073]  Well, so does he.
[00:53:48.473 --> 00:53:53.035]  Live from the InfoWars.com studios, it's Alex Jones.
[00:53:53.176 --> 00:53:56.497]  Well, there's a great Scottish broadcaster I've been aware of for five years.
[00:53:56.517 --> 00:53:59.959]  I don't know why we haven't got him on yet, but I want him on ASAP.
[00:54:00.579 --> 00:54:03.081]  Neil Oliver's been making the rounds on Big Podcast.
[00:54:04.187 --> 00:54:10.793]  He's done a great job exposing what's happening with the tyranny of the poison shots and more.
[00:54:11.514 --> 00:54:13.435]  And there's a couple clips I want to play.
[00:54:14.676 --> 00:54:23.665]  He also talks about the fact that we've got to stay focused on the globalists and how they're been committing these crimes.
[00:54:23.685 --> 00:54:26.187]  Because as patriots, we're not victims.
[00:54:26.207 --> 00:54:27.288]  We move on from an attack.
[00:54:28.168 --> 00:54:28.849]  Because that's what we do.
[00:54:28.869 --> 00:54:32.592]  But we've got to understand exposing the old attack will stop the next attack.
[00:54:32.612 --> 00:54:35.194]  We've got to keep hammering how many they've killed with these shots.
[00:54:35.234 --> 00:54:35.734]  Here's the clips.
[00:54:37.356 --> 00:54:43.581]  And so there is a big appetite out there to forget and move on.
[00:54:44.341 --> 00:54:47.704]  But I think it's absolutely beholden on people like us to say no.
[00:54:48.625 --> 00:54:48.825]  No.
[00:54:49.205 --> 00:54:51.267]  There's a stage we've got to go through.
[00:54:51.868 --> 00:54:58.379]   And it's owning up, taking responsibility, accepting responsibility and acknowledging What was done?
[00:54:58.399 --> 00:55:17.348]  I mean, many people, you know, Jordan Peterson's and many other people out there have said that in the West, we all grew up in the in the second half of the 20th century or whatever, believing when we watched the movies that we would have joined the French resistance, that we would have that we would have sheltered our neighbours, that we would have been the heroes.
[00:55:17.968 --> 00:55:20.790]  You know, that was the way everyone was invited to think.
[00:55:20.890 --> 00:55:27.213]  That was the vicarious thrill of those maverick characters that were invited to worship on Celluloid.
[00:55:27.553 --> 00:55:39.119]  But the Covid experience showed so many people that actually, actually, when the single choice of their generation came down the line at them, they were Gestapo.
[00:55:39.339 --> 00:55:41.841]  They were ready to don the uniform and kick the doors in.
[00:55:41.861 --> 00:55:46.043]  And I think that's an incredibly difficult realisation for people.
[00:55:47.410 --> 00:55:55.737]  When the choice was finally there, when we were being sorted, you know, when that sorting of people was going on, so many people went the wrong way.
[00:55:56.337 --> 00:56:05.986]  And there's an enormous reckoning that has to be lived up to and lived through and accepted.
[00:56:06.707 --> 00:56:13.533]  And unless and until that happens, people like me are going to keep on banging on and banging on and saying, no, we got there.
[00:56:14.193 --> 00:56:15.354]  It's all on record.
[00:56:15.434 --> 00:56:16.895]  What you did, what you said.
[00:56:17.615 --> 00:56:31.382]  And the extent to which Covid was simply used as a tool to open a door to bring in this technological revolution which leads to a digital archipelago.
[00:56:32.002 --> 00:56:32.743]  We can see it.
[00:56:33.123 --> 00:56:34.964]  It's plain.
[00:56:35.264 --> 00:56:36.605]  It's evident and clear.
[00:56:36.805 --> 00:56:42.428]  And, you know, as long as it's incumbent upon enough of us just to... Because it doesn't take everyone.
[00:56:43.415 --> 00:56:53.604]  It's incumbent that there just be enough of us that say, no, we remember exactly what happened, who said what, and the consequences that apply.
[00:56:54.344 --> 00:57:02.971]  Everything that the people, all of the inducements to be law-abiding, peaceful citizens is being taken away.
[00:57:02.991 --> 00:57:06.194]  And what do I get in return?
[00:57:06.554 --> 00:57:06.815]  Nothing.
[00:57:07.694 --> 00:57:09.055]  You're going to get a digital ID.
[00:57:09.495 --> 00:57:11.316]  You're going to get central bank digital currencies.
[00:57:11.776 --> 00:57:13.257]  You're going to live in 15 minute cities.
[00:57:13.277 --> 00:57:15.979]  You know, you're going to have your, we'll tell you what to eat.
[00:57:16.319 --> 00:57:18.340]  Your, your currency will be programmable.
[00:57:18.400 --> 00:57:24.023]  So we'll have complete moment to moment in real time control of everything you do, everything you want to do.
[00:57:25.444 --> 00:57:34.729]  Now that's a heck of a gamble for, for a very narrow group of people to take with billions of people because there's nothing in it for the people.
[00:57:35.933 --> 00:57:36.753]  There's nothing in it for them.
[00:57:36.813 --> 00:57:41.595]  And I think, I think they have fumbled the ball.
[00:57:42.476 --> 00:57:44.217]  I think that's where there's hope.
[00:57:45.017 --> 00:57:51.040]  Because not 50%, not 51% of the people have realised that and would do anything about it.
[00:57:51.080 --> 00:57:59.964]  But history shows that it never requires, it only takes 5% or 10% of people to cotton on and do something about it and make the difference.
[00:58:00.824 --> 00:58:07.619]   And I think that in the final moves towards this kind of neo-feudalism, They have exposed themselves.
[00:58:08.339 --> 00:58:10.479]  They've gone galloping towards the finishing line.
[00:58:11.160 --> 00:58:11.740]  Too early.
[00:58:12.660 --> 00:58:13.440]  In the wrong way.
[00:58:14.001 --> 00:58:15.501]  And too many people have seen it.
[00:58:16.401 --> 00:58:17.882]  Powerful Neil Oliver.
[00:58:18.082 --> 00:58:19.422]  I want him on the show.
[00:58:20.483 --> 00:58:21.683]  I want him on the show.
[00:58:21.703 --> 00:58:23.544]  We'll be right back.
[00:58:23.364 --> 00:58:30.963]  Stay with us.
[00:58:30.969 --> 00:58:32.810]  I got a ton of news to hit this hour.
[00:58:33.110 --> 00:58:37.631]  In 55 minutes, Chase Geyser takes over Sunday Live, 6 to 8 p.m.
[00:58:37.651 --> 00:58:47.514]  Remember, every hour we're on air, every minute, every statement we make is in defiance of the CIA and the Justice Department that have hijacked our country with the Deep State.
[00:58:47.874 --> 00:58:49.454]  They are so pissed we're still here.
[00:58:50.094 --> 00:58:53.575]  They are so angry that we've got their number, and they don't know what to do.
[00:58:55.576 --> 00:58:55.896]  All right.
[00:58:58.357 --> 00:59:03.657]   Every time And I've been on there 30 years, so I've been covering this for more than 25.
[00:59:05.138 --> 00:59:38.604]   Every time the summer comes, and you've got Mecca in the middle of the desert, in Saudi Arabia, one of the five things a Muslim's supposed to do in their life is make the hajj, H-A-J-J, I think that's how you spell it, To Mecca and then march around the meteorite that came down out of the sky and supposedly hit there.
[00:59:38.644 --> 00:59:39.465]  I think it's a holy site.
[00:59:39.685 --> 00:59:44.249]  It's the most holy site of Muslims.
[00:59:44.570 --> 00:59:47.933]  So 1,300 have died in the last month.
[00:59:48.593 --> 00:59:49.114]  It's reported.
[00:59:50.435 --> 00:59:53.878]  And all over the news they're saying global warming, record heat.
[00:59:55.031 --> 00:59:56.732]  They died because of the heat.
[00:59:56.892 --> 00:59:57.892]  It's a desert!
[00:59:58.433 --> 01:00:01.394]  They're not breaking their temperature records.
[01:00:01.774 --> 01:00:03.015]  They always die.
[01:00:04.235 --> 01:00:04.996]  By the thousands.
[01:00:05.196 --> 01:00:05.856]  Every summer.
[01:00:07.937 --> 01:00:11.459]  And the Muslim population is double what it was 30 years ago.
[01:00:12.880 --> 01:00:14.821]  Pushing 1.8 billion.
[01:00:17.062 --> 01:00:26.279]   And so you're gonna have record dead people Hey, if you're gonna do the Hodge, why don't you go in their winter where it's 90 degrees?
[01:00:27.740 --> 01:00:30.742]  Why are you going to their summer when it's like Death Valley, 120?
[01:00:34.326 --> 01:00:36.327]  So, again, you see the headlines.
[01:00:36.567 --> 01:00:39.190]  Oh, global warming kills record people, Saudi Arabia.
[01:00:39.430 --> 01:00:40.411]  Oh, record heat.
[01:00:40.591 --> 01:00:42.212]  I saw this, Death Valley.
[01:00:42.532 --> 01:00:45.035]  So I saw the Death Valley number and I went and looked it up last week.
[01:00:46.836 --> 01:00:48.938]  Three degrees under the record for this month.
[01:00:50.967 --> 01:00:51.327]  For June.
[01:00:53.188 --> 01:00:53.748]  They don't care.
[01:00:53.928 --> 01:00:54.308]  They lie.
[01:00:54.328 --> 01:01:06.312]  And they've caught the globalists, these professors, all the climate cult, all over the world, putting thermometers on blacktop at airports and other facilities where it's even hotter.
[01:01:06.332 --> 01:01:06.733]  Yeah.
[01:01:07.113 --> 01:01:18.497]  So if it's 100 degrees in Austin next week, hypothetically, and if I go stick a thermometer on the blacktop, it's going to say 120.
[01:01:21.018 --> 01:01:23.680]  Because it's black, and it absorbs heat.
[01:01:26.681 --> 01:01:32.545]  So again, ladies and gentlemen, there are always some records getting broken, but the Earth is not getting warmer.
[01:01:32.605 --> 01:01:33.286]  We have the numbers.
[01:01:33.646 --> 01:01:35.967]  It was getting warmer since the turn of the century.
[01:01:37.068 --> 01:01:39.329]  The turn of the century before last, 124 years ago.
[01:01:40.050 --> 01:01:44.773]  It peaked about 15 years ago, and now the temperature's gone down a little, but it's still hot.
[01:01:46.173 --> 01:01:48.015]  And that's part of the world.
[01:01:48.837 --> 01:01:51.058]  You know, like when you watch The Good, The Bad, The Ugly.
[01:01:51.338 --> 01:01:53.839]  It's fiction, but it's set in the Southwest Desert.
[01:01:54.379 --> 01:01:56.720]  And Clint Eastwood is being marched through the desert.
[01:01:57.060 --> 01:01:58.400]  You know, that wasn't global warming.
[01:01:58.701 --> 01:02:00.721]  He's in the Chihuahua Desert in Mexico.
[01:02:00.741 --> 01:02:04.883]  Actually shot in Italy, but they're claiming it was that.
[01:02:05.783 --> 01:02:09.725]  So, it's all a perception game they play.
[01:02:09.845 --> 01:02:11.885]  And there's so many other better examples.
[01:02:12.105 --> 01:02:13.266]  Guys, just type in polar bear.
[01:02:14.312 --> 01:02:14.952]  Global warming.
[01:02:15.212 --> 01:02:18.493]  And there's the famous photo of a polar bear up on top of a melting piece of ice.
[01:02:19.053 --> 01:02:21.014]  And it says, oh my God, he can't swim.
[01:02:21.034 --> 01:02:23.214]  The North Pole melted.
[01:02:23.254 --> 01:02:23.915]  He's going to drown.
[01:02:25.615 --> 01:02:28.176]  It always melts, and half of it goes away in the summer.
[01:02:28.556 --> 01:02:36.998]  And then polar bears swim up to 200 miles hunting beluga whale, walrus, and seals.
[01:02:38.683 --> 01:02:40.244]  And then they sit on top of ice.
[01:02:40.824 --> 01:02:42.044]  Type in polar bear global warming.
[01:02:42.064 --> 01:02:48.767]  It'll be the famous picture of a big piece of, you know, floating iceberg and you've got the polar bear sitting up on top of it.
[01:02:49.607 --> 01:02:52.528]  There were 15,000 polar bears 50 years ago.
[01:02:52.548 --> 01:02:52.849]  Look it up.
[01:02:53.569 --> 01:02:54.969]  There's now 50,000 polar bears.
[01:02:54.989 --> 01:02:55.290]  Look it up.
[01:02:55.950 --> 01:02:57.931]  Their numbers have exploded.
[01:02:59.771 --> 01:03:00.992]  Because humans don't shoot them anymore.
[01:03:01.492 --> 01:03:03.833]  Used to, you got a camp or something, you see it, you shoot them.
[01:03:07.026 --> 01:03:07.386]  Study.
[01:03:08.167 --> 01:03:08.607]  NASA.
[01:03:08.928 --> 01:03:11.530]  Mass gains of Arctic ice sheet greater than losses.
[01:03:11.870 --> 01:03:11.950]  Oh!
[01:03:12.811 --> 01:03:13.451]  Isn't that funny?
[01:03:13.852 --> 01:03:14.993]  The North Pole's bigger.
[01:03:15.313 --> 01:03:16.234]  The South Pole's bigger.
[01:03:16.254 --> 01:03:16.454]  Yeah.
[01:03:16.694 --> 01:03:19.256]  They'll show some starving polar bear and say, look, he's dying.
[01:03:19.096 --> 01:03:21.096]  No, he's sick.
[01:03:21.096 --> 01:03:28.976]  So, I'm neurotic.
[01:03:28.842 --> 01:03:30.103]  I've got to find the photo right now.
[01:03:30.163 --> 01:03:31.004]  It's not the crew's fault.
[01:03:31.104 --> 01:03:32.465]  I'm just not giving the right search term.
[01:03:33.165 --> 01:03:39.530]  But you've for decades, you've seen the image of a polar bear sitting on an iceberg and they go, oh, he's going to die.
[01:03:42.132 --> 01:03:43.073]  He doesn't know what to do.
[01:03:43.853 --> 01:03:44.574]  There's no ice.
[01:03:44.714 --> 01:03:46.916]  But the point is, it's all a lie.
[01:03:47.856 --> 01:03:49.798]  Ladies and gentlemen, polar bear.
[01:03:53.481 --> 01:03:54.001]  Global warming.
[01:03:58.411 --> 01:03:58.991]  Click images.
[01:04:01.152 --> 01:04:02.893]  Maybe they've removed him because it's so embarrassing.
[01:04:03.333 --> 01:04:05.194]  Yeah, here's kind of one of the standard ones.
[01:04:05.234 --> 01:04:05.994]  Overhead shot, please.
[01:04:07.194 --> 01:04:09.855]  So, this is what they show you.
[01:04:09.895 --> 01:04:13.597]  They show you a bear on a melting ice and they say, look, he has nowhere to live.
[01:04:14.557 --> 01:04:16.218]  All a lie, ladies and gentlemen.
[01:04:18.838 --> 01:04:19.379]  Here's another one.
[01:04:19.519 --> 01:04:19.899]  Oh, look!
[01:04:20.822 --> 01:04:21.643]  It's all melting.
[01:04:21.663 --> 01:04:23.484]  Yeah, that's the famous photo.
[01:04:23.565 --> 01:04:23.885]  Great.
[01:04:24.085 --> 01:04:24.425]  Wow.
[01:04:24.866 --> 01:04:25.286]  I found it.
[01:04:25.807 --> 01:04:31.792]  That's the photo for decades we've been shown, saying the Arctic is almost melted, the polar bear's gonna drown.
[01:04:32.372 --> 01:04:36.016]  The polar bear is the greatest land animal swimmer there is.
[01:04:36.056 --> 01:04:39.719]  They've been recorded swimming over 350 miles.
[01:04:41.020 --> 01:04:43.042]  Usually, though, they only swim 100 miles at a time.
[01:04:44.103 --> 01:04:46.225]  And they swim around, and they eat everything.
[01:04:49.013 --> 01:04:58.140]  So again, there's so many other great examples of this, but don't look, oh the baby, it's dying, it's about to melt, it can't swim.
[01:04:58.160 --> 01:05:02.083]  No, they're hunting on the damn thing.
[01:05:04.644 --> 01:05:25.767]   And they don't find seals or walrus, they're so strong, a full grown male can scoop a 3,000 pound beluga whale, there's video, type in Polar bear kills beluga whale and a big male can reach him with one arm and stick those three-inch claws in like he's catching a salmon.
[01:05:26.327 --> 01:05:29.230]  When grizzly bears, by the way, see a polar bear, they run.
[01:05:30.651 --> 01:05:31.812]  It's the most powerful land animal.
[01:05:31.852 --> 01:05:34.874]  Not five tigers couldn't beat one.
[01:05:35.234 --> 01:05:36.015]  They're vicious as hell.
[01:05:36.616 --> 01:05:38.097]  Grizzly bears run in fear when they see them.
[01:05:39.117 --> 01:05:46.003]  It'll just stick its arm in and haul with one arm a multi-thousand pound whale up and eat it.
[01:05:47.438 --> 01:05:48.418]  How about a power lifter?
[01:05:49.198 --> 01:05:51.739]  But again, they're telling you they're all dying.
[01:05:51.759 --> 01:05:54.700]  There's 50 plus thousand of them now.
[01:05:55.000 --> 01:05:56.200]  There were less than 15,000.
[01:05:56.320 --> 01:05:58.921]  It's all lies.
[01:05:58.981 --> 01:05:59.981]  And I know you know that.
[01:06:01.262 --> 01:06:05.303]  But the bigger thing to expose is, since I'm on a jag, I need to do some videos on this.
[01:06:05.803 --> 01:06:06.583]  How many satellite...
[01:06:08.120 --> 01:06:15.667]  Compilations are there when we got good satellites are in the 60s of showing Florida or Texas or England or?
[01:06:15.727 --> 01:06:24.075]  Japan and the the sea level is exactly where it was then as it is now it hasn't gone up It hasn't gone down.
[01:06:24.475 --> 01:06:33.940]   It's all a lie And Al Gore, remember he said, oh by 2009 and 2000 they'll all be melted, we'll be underwater.
[01:06:34.140 --> 01:06:35.421]  But he bought land right on the beach.
[01:06:36.081 --> 01:06:36.702]  And so did Obama.
[01:06:37.002 --> 01:06:38.904]  And then by 2017 it'll all be melted.
[01:06:38.944 --> 01:06:41.585]  Yeah, here's a composite for your TV viewer.
[01:06:41.786 --> 01:06:42.506]  36 year time lapse.
[01:06:43.247 --> 01:06:48.530]  Shocking NASA Google time lapse footage shows the terrifying rate at which the sea levels are rising.
[01:06:49.371 --> 01:06:50.892]  And of course, it's not rising at all.
[01:06:52.713 --> 01:06:54.555]  And I know as a general audience you know this.
[01:06:55.656 --> 01:07:01.980]   Your job is not to Just have new information, which we do.
[01:07:02.180 --> 01:07:06.180]   It is to get the general public to understand what's happening.
[01:07:06.180 --> 01:07:13.180]  So why do I raise that?
[01:07:13.988 --> 01:07:20.214]  They're running headlines everywhere that record global climate change and global warming is killing people in Saudi Arabia.
[01:07:20.534 --> 01:07:38.290]  You're in a desert, and a million people a day are going into this thing with all their own personal heat, marching around all day long, waiting 15 hours to get up next to the black drape that's got the black stone, and they throw pebbles at it.
[01:07:39.344 --> 01:07:39.925]  Okay, great.
[01:07:40.065 --> 01:07:48.271]  You want to go do that, and you want to march around for 15 hours in 120 degree heat in the Saudi Arabian desert?
[01:07:50.213 --> 01:07:50.913]  Desert?
[01:07:51.474 --> 01:07:53.596]  You might as well, it's the same thing as going to Death Valley.
[01:07:54.897 --> 01:08:02.783]  Imagine if we had people in America just marching by the millions into Death Valley and marching around in circles and throwing pebbles at something.
[01:08:03.063 --> 01:08:03.283]  Great.
[01:08:03.404 --> 01:08:05.145]  If you want to do it, I'm not attacking the Muslims for doing it.
[01:08:05.445 --> 01:08:06.926]  I'm just saying, don't say it's global warming.
[01:08:07.507 --> 01:08:08.688]  They've always been dying doing this.
[01:08:10.703 --> 01:08:16.266]  So, world breaks 1,400 temperature records in a week as heat waves sweep the globe.
[01:08:16.707 --> 01:08:19.388]  We see these articles every year.
[01:08:19.408 --> 01:08:22.951]  And when you actually check the numbers, none of it's true.
[01:08:24.752 --> 01:08:25.332]  And it gets worse.
[01:08:26.533 --> 01:08:26.993]  Lawfare.
[01:08:27.333 --> 01:08:37.560]  They have all these fake lawsuits being teed up, and the state basically loses these on purpose.
[01:08:39.827 --> 01:08:52.099]  The state of Hawaii just settled a case with teenagers that are concerned about their future, a bunch of Greta Thunbergs, that they're all going to be underwater and they're all going to be dead.
[01:08:52.839 --> 01:08:55.502]  And the state said, you're right, we'll do whatever it takes.
[01:08:55.542 --> 01:08:56.783]  I'll read you the article in the ruling.
[01:08:59.145 --> 01:09:02.889]  And Hawaii said, we're going to ban all ships and all planes coming here.
[01:09:03.710 --> 01:09:04.851]  Well, that sounds wonderful.
[01:09:09.002 --> 01:09:12.687]  The same politicians that can't control the national debt are going to control the thermostat.
[01:09:14.089 --> 01:09:21.859]  Hawaii Transport agrees to take any actions necessary to stop climate change as it settles lawsuit with teenagers.
[01:09:23.180 --> 01:09:24.462]  They're just inviting the lawfare.
[01:09:24.482 --> 01:09:25.824]  We need the Supreme Court to strike the stone.
[01:09:27.503 --> 01:09:39.989]  Hawaii's Department of Transportation has reached a settlement with 13 teenagers who alleged it was violating the state constitution by operating a transportation system that harms the environment and infringes their right to pollution-free environment.
[01:09:40.309 --> 01:09:41.109]  They have a right!
[01:09:41.869 --> 01:09:44.891]  How many of these teenagers fly on airplanes or ride around on boats or cars?
[01:09:46.371 --> 01:09:46.792]  All of them?
[01:09:49.233 --> 01:09:56.833]   you know, the Extinction Rebellion and the no oil people driving their cars to attack Stonehenge or throw paint on a
[01:09:56.833 --> 01:10:02.273]   famous painting or break in, you know, to an airport and spray paint airplanes.
[01:10:02.273 --> 01:10:13.002]   Under the settlement, the Hawaii DOT will adopt a plan to hit net zero emissions for ground air and marine
[01:10:13.002 --> 01:10:13.552]  transportation.
[01:10:13.552 --> 01:10:15.534]  Emission targets are set for five-year intervals.
[01:10:16.175 --> 01:10:23.642]  The DOT has promised to take any action necessary to meet the emissions targets, including creating a Voluntary Youth Council.
[01:10:24.123 --> 01:10:25.784]  Oh, total malice propaganda.
[01:10:25.905 --> 01:10:27.026]  The youth are telling what to do.
[01:10:29.178 --> 01:10:38.542]  To advise the department and the establishment of a special unit under the direction of the Climate Change Mitigation and Cultural Manager.
[01:10:39.082 --> 01:10:41.943]  This is all Mao Zedong crap.
[01:10:44.604 --> 01:10:56.249]  Just like the average college student goes to college, their parents are paying for it, they get off the bus, we're the rebels, we're shutting it down, we love Mao, we love communism, and the professor's like, oh, you're so powerful, don't destroy me.
[01:10:57.931 --> 01:11:02.355]  It's all done to make you feel powerful within the template of the totalitarianism.
[01:11:03.556 --> 01:11:09.942]  They're taking young, impressionable youth, firing them up, making them feel powerful for going along with this crap.
[01:11:12.203 --> 01:11:13.424]  All right, I'm done talking about that.
[01:11:14.245 --> 01:11:15.827]  But it is, it is crazy.
[01:11:15.847 --> 01:11:17.668]  You go, well, who cares about Hawaii or California?
[01:11:17.708 --> 01:11:24.354]  Folks, if they can get away with it, they're... They can get away with it anywhere.
[01:11:25.643 --> 01:11:29.806]  Now the good news is everywhere the globalists are running into obstacles.
[01:11:30.006 --> 01:11:32.768]  Everywhere people are saying no and waking up.
[01:11:33.629 --> 01:11:36.791]  And there's legislatures and governors and corporations not going along with it.
