[00:00:00.000 --> 00:00:09.759]   *silence* *sad music*
[01:04:28.098 --> 01:04:32.721]  Did at any point you not consider that you might be wrong there?
[01:04:33.282 --> 01:04:44.529]  And how do you feel about actually knowing that you inflicted severe emotional distress on the people that filed these lawsuits and the court agreed with them and found you liable for that?
[01:04:46.823 --> 01:04:52.016]  Well, what they did was raise massive amounts of money in PR firms.
[01:04:52.056 --> 01:04:52.938]  I'm asking about you.
[01:04:53.880 --> 01:04:54.680]  No, no, you're not letting me.
[01:04:54.720 --> 01:04:55.661]  No, you asked the question.
[01:04:55.701 --> 01:04:56.261]  You want the answer?
[01:04:56.281 --> 01:04:58.002]  You've asked the question, let him answer.
[01:04:58.402 --> 01:04:58.802]  Thank you.
[01:04:58.842 --> 01:05:02.564]  Then people are saying, like, you know, I'm being biased or whatever, but I'm trying to make it balanced.
[01:05:03.004 --> 01:05:04.025]  Yeah, you sit there.
[01:05:04.045 --> 01:05:09.687]  But I can't have it where literally you ask him a question which he needs to give a detailed answer and then people interrupt him and not let him answer.
[01:05:09.727 --> 01:05:11.028]  Like, that's bang out of order, right?
[01:05:11.328 --> 01:05:13.509]  Like, you're asking very tough, hard questions.
[01:05:15.009 --> 01:05:18.631]  He's being pretty cool that he's here answering those questions, so you need to let him answer, right?
[01:05:18.651 --> 01:05:20.272]  So you've asked the question and nobody interrupted him.
[01:05:20.312 --> 01:05:20.732]  Go ahead, Alex.
[01:05:23.308 --> 01:05:27.672]  So, those videos, I'm very proud of.
[01:05:28.813 --> 01:05:42.964]  If you go watch that, Sandy Hook Vampires, I talk about the lawyers manipulating the families and raising money off of their name and my name, and I say in that video, I believe Sandy Hook happened.
[01:05:43.785 --> 01:05:51.211]  So you're taking headlines and you're manipulating what you think people believe off of the headlines.
[01:05:51.846 --> 01:05:58.228]  By 2016, I was saying I believe Sandy Hook happened.
[01:05:59.089 --> 01:06:01.689]  So you're taking videos where I go, Sandy Hook vampires.
[01:06:01.769 --> 01:06:03.630]  I mean people feeding off Sandy Hook.
[01:06:04.170 --> 01:06:04.971]  People living off it.
[01:06:05.031 --> 01:06:06.191]  I don't want to ever talk about it again.
[01:06:07.731 --> 01:06:10.393]  The families have said to their lawyers, we never talk about it again.
[01:06:10.473 --> 01:06:16.859]  Great, they have HBO specials, they're raising money on my name, they use my face everywhere to say I'm attacking them to raise money.
[01:06:17.480 --> 01:06:21.184]  I've actually told them, stop talking about me, I'll stop talking about you.
[01:06:21.644 --> 01:06:28.771]  Again, we're not talking about WMDs in Iraq, we're not talking about nuclear war in Russia, we're not talking about the fake shots, we're talking about Alex Jones' fake news.
[01:06:29.460 --> 01:06:37.028]  Which is a diversion from all the admitted controlled fake news put up by the Pentagon and the CIA against America and the world.
[01:06:37.048 --> 01:06:38.130]  And that's what this is about.
[01:06:38.190 --> 01:06:39.691]  He put all about Alex Jones.
[01:06:39.851 --> 01:06:40.512]  All about him.
[01:06:40.893 --> 01:06:42.394]  All about how he was mean to these families.
[01:06:42.775 --> 01:06:44.036]  All about how he put them through distress.
[01:06:44.457 --> 01:06:48.421]  And then they put on evidence with no evidence that I peed on graves.
[01:06:50.313 --> 01:07:06.308]  Alex, that was the letter that one of the Sandy Hook parents received stating that a man peed on their grave, their child's grave, because they didn't believe that they were dead.
[01:07:07.069 --> 01:07:08.450]  Nobody said that it was you.
[01:07:08.470 --> 01:07:10.312]  Somebody said it was one of your many followers.
[01:07:10.352 --> 01:07:12.034]  No, no, no, no, no, no, no, no, no.
[01:07:13.880 --> 01:07:15.421]  After I was found guilty without a trial.
[01:07:15.441 --> 01:07:18.023]  You were found liable, not guilty.
[01:07:18.083 --> 01:07:18.943]  Let's get that right.
[01:07:19.023 --> 01:07:19.643]  No, I wasn't.
[01:07:19.744 --> 01:07:20.584]  No, no, no.
[01:07:20.624 --> 01:07:21.184]  You look it up.
[01:07:21.545 --> 01:07:26.287]  The judges found me guilty of defamation without a jury trial.
[01:07:26.528 --> 01:07:35.993]  You're so upset because it goes against jurisprudence and English common law, just like with the Trump campaign where he supposedly raped a woman with no evidence 30 years ago.
[01:07:36.013 --> 01:07:38.054]  You're liable, Alex, not guilty.
[01:07:38.114 --> 01:07:38.575]  No, no.
[01:07:38.615 --> 01:07:40.656]  They said I was... That means guilty.
[01:07:41.761 --> 01:07:44.523]  It's in the court ruling in Texas and Connecticut.
[01:07:44.843 --> 01:07:47.225]  The judges found me guilty.
[01:07:47.725 --> 01:07:54.670]  It says it in the court ruling and you can't deal with that because you know that exposes the fraud of the whole thing.
[01:07:55.050 --> 01:07:57.832]  I was found guilty by a judge, not a jury.
[01:07:57.992 --> 01:07:59.373]  I was found guilty.
[01:07:59.413 --> 01:08:01.474]  Just let him finish his point.
[01:08:01.574 --> 01:08:04.616]  One second guys, like literally let him, you can disagree with him.
[01:08:04.716 --> 01:08:07.078]  Once he finishes his point, you can debate him and have your position.
[01:08:07.118 --> 01:08:08.799]  Like literally three people have interrupted him now.
[01:08:09.479 --> 01:08:10.440]  Let him finish his point.
[01:08:11.238 --> 01:08:15.441]  Yeah, I'm here.
[01:08:15.502 --> 01:08:18.684]  I gave them, I offered them $55 million to just leave me alone and they said no.
[01:08:18.503 --> 01:08:26.503]   I'm here. I gave them, I offered them 55 million to just leave me alone and they
[01:08:26.503 --> 01:08:30.064]  said no. We're gonna continue to say you're attacking us.
[01:08:30.064 --> 01:08:35.253]   We're gonna continue to say you're after us. And on the news now, Alex Jones is
[01:08:35.253 --> 01:08:37.144]  attacking us.
[01:08:35.264 --> 01:08:36.325]  Alex Jones is after us.
[01:08:36.405 --> 01:08:37.726]  Oh, here's all our fundraisers.
[01:08:37.786 --> 01:08:38.326]  Oh, we're victims.
[01:08:38.747 --> 01:08:41.109]  It keeps Sandy Hook in the news.
[01:08:41.569 --> 01:08:49.555]  And no one knows the name, almost no one, of Adam Lanza, the guy whose mother bought him the AR-15.
[01:08:50.516 --> 01:08:53.479]  Adam Lanza, who was an intern at the CIA, on record.
[01:08:54.219 --> 01:08:56.441]  No one talks about whose house they bulldozed.
[01:08:56.989 --> 01:08:59.190]  No one talks about Adam Lanza.
[01:08:59.510 --> 01:09:00.990]  It's all Alex Jones.
[01:09:01.290 --> 01:09:07.552]  I've had people in parking lots and at stores come up at least 10 times and say, F you, you killed those kids.
[01:09:07.632 --> 01:09:09.533]  They believe I killed those kids.
[01:09:10.253 --> 01:09:12.194]  And I didn't kill those kids.
[01:09:12.894 --> 01:09:18.395]  So this is all a giant distraction to demonize populism and to demonize questioning the next big narrative.
[01:09:18.956 --> 01:09:23.637]  So, I mean, I'm happy to talk to these folks all day long and debate them all day long.
[01:09:24.235 --> 01:09:26.276]  But at the end of the day, man, I had my First Amendment.
[01:09:26.756 --> 01:09:27.976]  What I said was misrepresented.
[01:09:28.237 --> 01:09:31.218]  But if I said the things they claimed, I have a right to do it.
[01:09:31.258 --> 01:09:33.458]  But I didn't do the things they said.
[01:09:33.498 --> 01:09:39.681]  If people just subscribe at RealAlexJones on X, they will hear daily what the establishment is so scared of.
[01:09:39.701 --> 01:09:41.561]  Look, Alex, can you give me your final answer?
[01:09:41.581 --> 01:09:43.702]  Do you feel any remorse towards your victims?
[01:09:45.043 --> 01:09:45.443]  Yes or no?
[01:09:46.938 --> 01:09:49.380]  Do you feel any remorse for the victims of WMDs?
[01:09:49.420 --> 01:09:50.700]  Yes or no, Alex.
[01:09:51.080 --> 01:09:52.301]  I didn't do anything with WMDs.
[01:09:52.341 --> 01:09:52.902]  No, I'm asking a question.
[01:09:52.982 --> 01:09:58.565]  I've already said I'd give them $55 million if you go back to this and you use this to attack populism.
[01:09:58.605 --> 01:09:59.765]  I'm asking if you feel remorse.
[01:09:59.785 --> 01:10:00.586]  I'm not attacking anybody.
[01:10:00.606 --> 01:10:01.586]  I'm asking you a question.
[01:10:01.606 --> 01:10:03.888]  You don't care about the 60-plus million aborted babies?
[01:10:04.528 --> 01:10:06.449]  You don't care about the 200,000 dead from fentanyl?
[01:10:06.489 --> 01:10:08.210]  I'm not asking you about those things.
[01:10:08.290 --> 01:10:08.931]  Do you feel remorse?
[01:10:08.951 --> 01:10:10.551]  No, I'm not going to respond to your loaded question.
[01:10:10.572 --> 01:10:10.852]  Yes or no.
[01:10:10.932 --> 01:10:11.552]  I'm done.
[01:10:11.892 --> 01:10:12.252]  I'm done.
[01:10:12.272 --> 01:10:13.153]  I've already answered this question.
[01:10:13.233 --> 01:10:14.094]  Okay, that's your question.
[01:10:15.236 --> 01:10:17.617]  Let's go to... I thought you were going to ask, like... Alex!
[01:10:18.038 --> 01:10:19.378]  Can I ask you a question?
[01:10:19.519 --> 01:10:19.979]  One second.
[01:10:20.019 --> 01:10:20.799]  Let's go to Dan.
[01:10:20.979 --> 01:10:21.400]  Go ahead, Dan.
[01:10:22.180 --> 01:10:27.463]  I was just curious what you think happened during Sandy Hook, because I'm a little ignorant of the situation.
[01:10:27.503 --> 01:10:30.645]  So, what is the hypothesis of what went down?
[01:10:33.547 --> 01:10:34.968]  Like, who was behind it?
[01:10:35.628 --> 01:10:37.249]  He's asking what you really think happened, Alex.
[01:10:40.802 --> 01:10:42.383]  Alex having a lot of technical issues dropped.
[01:10:42.403 --> 01:10:46.346]  He'll come back, Dan, and we will get him to come and answer the questions.
[01:10:46.486 --> 01:10:48.508]  I couldn't hear the last speaker either.
[01:10:48.528 --> 01:10:50.389]  It might not have just been Alex.
[01:10:53.332 --> 01:10:58.055]  Chase, do you want to rephrase Dan's question and ask Alex?
[01:10:59.056 --> 01:10:59.496]  Sure.
[01:10:59.776 --> 01:11:04.080]  My understanding is that Dan asked Alex what he thinks really happened as of now.
[01:11:07.027 --> 01:11:07.668]  I cut out again.
[01:11:07.688 --> 01:11:08.409]  This never happens.
[01:11:08.429 --> 01:11:09.429]  It's happening all the time now.
[01:11:10.270 --> 01:11:11.111]  Some glitch, I guess.
[01:11:11.151 --> 01:11:14.313]  I'm sitting here with like full wireless, full four bars.
[01:11:14.333 --> 01:11:15.094]  I don't know what's happening.
[01:11:17.516 --> 01:11:20.238]  Sandy Hook is a very small part of what I've done in 30 years.
[01:11:21.099 --> 01:11:26.824]  I covered people questioning it, and so I don't mind coming on shows to talk about it, but it's not really where I'm at.
[01:11:27.204 --> 01:11:39.465]   The best thinking I've got is from the police reports, which no one wants to talk about, The first police show up, they go in, the bathroom door won't open, they push it open, and there's a pile of dead bodies and a pyramid of children.
[01:11:40.425 --> 01:11:42.867]  And the police go, there's no blood, we believe they're moved here.
[01:11:43.527 --> 01:11:46.009]  That is in the police report.
[01:11:46.729 --> 01:12:05.309]   So I believe they had disinfo operatives come in and say it didn't happen, to create a big national debate, which they would put all over the news, they pushed the links, they questioned it, because their false flag was being exposed, they killed real kids there, And then they brought it into this thing that didn't happen as a diversion.
[01:12:05.609 --> 01:12:08.772]  That's a conspiracy theory, that's speculation.
[01:12:09.092 --> 01:12:16.439]  99% of what I do is on record, hey, Biden doesn't know where he's at, or inflation's high, or we have this many illegal aliens come across.
[01:12:16.639 --> 01:12:17.760]  I just cover real stuff.
[01:12:18.360 --> 01:12:22.824]  And the few times I would speculate, oh, maybe they're right, maybe they're wrong, becomes who I am.
[01:12:22.924 --> 01:12:25.907]  So bottom line, I believe real kids were killed there.
[01:12:26.468 --> 01:12:29.449]  They caught men in the woods in camo and all the rest of the stuff that's on record.
[01:12:29.910 --> 01:12:30.790]  They don't want it debated.
[01:12:30.810 --> 01:12:35.052]  I believe real children died, and they don't want us to investigate what really happened there.
[01:12:36.333 --> 01:12:38.154]  And do you think the purpose was to ban guns?
[01:12:38.234 --> 01:12:40.695]  What do you think the reason would be behind that?
[01:12:41.295 --> 01:12:44.136]  Yeah, I mean, it was Obama that were trying to ban the guns then.
[01:12:44.156 --> 01:12:46.077]  I mean, I don't know.
[01:12:46.097 --> 01:12:47.258]  The police reports are real.
[01:12:47.578 --> 01:12:48.619]  The EMT reports are real.
[01:12:48.659 --> 01:12:49.459]  People go look them up.
[01:12:50.700 --> 01:12:55.762]  They get there, and they go in the bathroom, and there's all the dead kids in a pyramid, like a ritual.
[01:12:56.354 --> 01:12:57.414]  And there's no blood.
[01:12:57.475 --> 01:13:00.376]  The cops say in the police report, we believe the body's removed here.
[01:13:01.856 --> 01:13:04.057]  But notice the media won't cover this.
[01:13:04.237 --> 01:13:07.159]  I've been saying this since the police report came out a year later.
[01:13:07.739 --> 01:13:16.503]  So I was all over other shooters, other people, and then these professors, all these people came forward, and they put up a compelling case that they learned was fake.
[01:13:16.963 --> 01:13:19.684]  And I started debating them, saying, no, I think kids died.
[01:13:20.284 --> 01:13:22.405]  And that's when they went, oh, Alex Jones!
[01:13:22.505 --> 01:13:24.166]  And then that's when the CIA came after me.
[01:13:25.020 --> 01:13:26.621]  So I figured it all out in hindsight.
[01:13:27.301 --> 01:13:30.183]  Alex, can I ask you a factual clarification question?
[01:13:30.643 --> 01:13:54.135]  So in one of the reports on the latest developments, there is an assertion, this is in the New York Times, that you are currently routing purchases of your diet supplements through your father's company, and the Connecticut lawyers are claiming that that's proof that you don't intend to pay your fine because you're, you know, moving around money.
[01:13:54.690 --> 01:13:56.711]  So if you could just address that, if that's true.
[01:13:56.751 --> 01:14:01.475]  And then secondly, slightly different topic, but you mentioned before that you were in Detroit last weekend.
[01:14:01.515 --> 01:14:03.776]  Answer that question because I can't bombard with a question.
[01:14:03.816 --> 01:14:04.217]  Go ahead, Alex.
[01:14:06.118 --> 01:14:09.120]  Yeah, it's like asking if Rudolph the Red-Nosed Reindeer has a red nose.
[01:14:10.201 --> 01:14:15.164]  My dad is a doctor and he helped create Dr. Jones Naturals.
[01:14:15.184 --> 01:14:19.507]  He helped create InfoWars supplements, InfoWars Life.
[01:14:20.188 --> 01:14:28.981]   And so for a decade, He has advertised with us and for a decade he has promoted other websites and stuff.
[01:14:29.001 --> 01:14:38.507]  So he is an official sponsor under the bankruptcy for a supplement company he has, and I'm glad my dad's making money, but he pays that into the company.
[01:14:39.387 --> 01:14:40.928]  The judge totally shot that down.
[01:14:41.789 --> 01:14:42.809]  There's contracts.
[01:14:42.949 --> 01:14:43.410]  It's there.
[01:14:43.990 --> 01:14:47.172]  My dad's worked at InfoWars for 13 years.
[01:14:47.872 --> 01:14:48.713]  Notice the judge.
[01:14:49.406 --> 01:14:50.407]  Didn't respond to that.
[01:14:50.507 --> 01:14:51.907]  The judge, he already knew all that.
[01:14:52.288 --> 01:14:53.328]  The judge has done his homework.
[01:14:53.749 --> 01:14:56.690]  So hell yeah, my dad's been involved for 13 years with my company.
[01:14:57.070 --> 01:15:05.575]  He has drjonesnationals.com, which has amazing colonel silver products, nano silver products, just amazing supplements, drjonesnationals.com.
[01:15:06.236 --> 01:15:09.978]  And he's a great sponsor of InfoWars and free speech systems.
[01:15:10.058 --> 01:15:13.460]  And again, it's like acting like the sun comes up and you're hiding it.
[01:15:14.060 --> 01:15:20.128]   This is a long term sponsor And it's all on record with the court.
[01:15:20.128 --> 01:15:24.628]   Just like they said, we had guns at the office and all this to shut us down.
[01:15:24.628 --> 01:15:26.467]  So it's just, it's completely insane.
[01:15:26.467 --> 01:15:28.288]  It's completely crazy.
[01:15:28.288 --> 01:15:30.448]  And finally, you know, we've got to judge this in buying.
[01:15:30.448 --> 01:15:32.128]  Does that answer your question?
[01:15:32.128 --> 01:15:33.128]  Yeah.
[01:15:33.128 --> 01:15:37.448]   And just secondly, you mentioned before that you were asking...
[01:15:37.448 --> 01:15:38.448]  What I'm...
[01:15:38.767 --> 01:15:39.508]  Just a very quick follow-up.
[01:15:39.548 --> 01:15:39.648]  No, no.
[01:15:39.668 --> 01:15:40.468]  You've asked one question.
[01:15:40.528 --> 01:15:41.268]  I need to go to somebody else.
[01:15:41.328 --> 01:15:41.948]  I'll come back to you.
[01:15:42.028 --> 01:15:44.609]  Like, I can't... This always happens when you want to ask, like, ten questions.
[01:15:44.689 --> 01:15:46.969]  I'm not being rude, but... No, I want to ask two, not ten.
[01:15:47.389 --> 01:15:50.250]  No, but it normally happens that you'll ask two, and then you'll ask another follow-up.
[01:15:50.330 --> 01:15:51.930]  No, I was just going to ask one follow-up.
[01:15:51.950 --> 01:15:52.951]  Michael, I'll come back to you.
[01:15:53.051 --> 01:15:53.891]  I'm going to go to Lucky.
[01:15:53.971 --> 01:15:54.671]  Lucky, jump in.
[01:15:54.691 --> 01:15:57.031]  Let's hear another info war, so he'll look familiar or something.
[01:15:57.352 --> 01:15:58.892]  Michael, what are you talking nonsense?
[01:15:59.052 --> 01:16:01.412]  I literally went to Grant.
[01:16:01.713 --> 01:16:03.613]  He was someone who was attacking Alex.
[01:16:04.513 --> 01:16:05.314]  Then I went to you.
[01:16:05.394 --> 01:16:06.554]  You were someone who was attacking Alex.
[01:16:06.574 --> 01:16:07.515]  That's two attackers.
[01:16:07.535 --> 01:16:08.255]  I didn't attack Alex.
[01:16:08.275 --> 01:16:09.696]  I asked for a point of clarification.
[01:16:10.716 --> 01:16:11.336]  Keep quiet.
[01:16:11.356 --> 01:16:12.697]  If you're going to mourn, you may as well leave.
[01:16:12.757 --> 01:16:14.137]  I'm literally saying I went to two attackers.
[01:16:14.177 --> 01:16:15.178]  Now I'm balancing it out.
[01:16:15.458 --> 01:16:16.158]  I'm going to someone.
[01:16:16.178 --> 01:16:17.899]  And by the way, Lookie's not part of Infowars.
[01:16:18.179 --> 01:16:22.281]  But maybe you can't digest the idea that maybe someone might have an alternative opinion.
[01:16:22.921 --> 01:16:23.421]  Ridiculous.
[01:16:24.062 --> 01:16:24.662]  And I didn't drop him.
[01:16:24.682 --> 01:16:25.202]  He just ran off.
[01:16:25.462 --> 01:16:25.943]  Go ahead, Lookie.
[01:16:26.023 --> 01:16:27.023]  Really quick, though.
[01:16:27.363 --> 01:16:29.444]  Look up in the nest, guys.
[01:16:29.524 --> 01:16:29.864]  One second.
[01:16:29.884 --> 01:16:30.144]  Millie.
[01:16:30.665 --> 01:16:31.705]  We're going to... Evidence.
[01:16:31.965 --> 01:16:32.445]  Receipts.
[01:16:32.606 --> 01:16:32.966]  There you go.
[01:16:32.986 --> 01:16:33.186]  Millie.
[01:16:33.346 --> 01:16:33.586]  Millie.
[01:16:34.209 --> 01:16:35.089]  We're going to go to Lucky.
[01:16:35.530 --> 01:16:36.590]  When it comes to your time, we'll go to you.
[01:16:36.610 --> 01:16:37.070]  Go ahead, Lucky.
[01:16:37.991 --> 01:16:39.251]  Hey, thanks, Oleg, for having me.
[01:16:39.271 --> 01:16:40.392]  Thanks, Marion and Sarah.
[01:16:40.832 --> 01:16:45.374]  I think the issue, right, is that Alex is being held liable for actions of other people.
[01:16:45.515 --> 01:16:50.197]  I think Sarah said, well, someone went and peed on, you know, a grave or someone did this or went inside a house.
[01:16:50.677 --> 01:16:51.658]  Well, Alex Jones didn't do that.
[01:16:51.858 --> 01:16:53.258]  Alex Jones didn't tell these people to do that.
[01:16:53.739 --> 01:16:54.459]  He just reported.
[01:16:54.799 --> 01:16:56.480]  Sorry, of course, I'm making noise.
[01:16:56.960 --> 01:17:00.682]  He just reported, right, what happened, what he thought happened at the time.
[01:17:01.235 --> 01:17:08.879]  And if you look at intentional motion, intentional affliction of emotional distress, which that one speaker was talking about, that's rarely if ever found.
[01:17:09.319 --> 01:17:12.140]  And I don't think it's ever really been found on a purely speech issue.
[01:17:13.281 --> 01:17:21.725]  The famous case there that the Supreme Court heard was Phelps, Snyder v. Phelps, where the Westboro Baptist Church would actually go and picket soldiers' funerals.
[01:17:21.885 --> 01:17:29.129]  And, you know, with these very incendiary signs and kind of just kind of blame the soldier's death on their, you know, on the family and stuff.
[01:17:29.548 --> 01:17:33.109]  So the family sued, they wanted a lower court, you know, went all the way up to the Supreme Court.
[01:17:33.149 --> 01:17:39.391]  They basically said, listen, free speech trumps even the worst type of speech, even people who would go and pick at soldiers' funerals.
[01:17:39.771 --> 01:17:47.494]  And I mean, the Westboro Baptist Church was also posting very incendiary stuff about the family, post-fact, and they still said, you know, this isn't, free speech trumps all of us, right?
[01:17:47.894 --> 01:17:56.217]  As long as it's a matter of public concern, which talking about Sandy Hook, which was being used to limit Second Amendment rights, um, kind of goes to that.
[01:17:56.744 --> 01:18:02.270]  So that's what kind of the court that heard Alex's case should have probably filed that George Prudence and they did it.
[01:18:02.710 --> 01:18:07.375]  And secondly, with all this, um, you know, stand-up stuff, they're doing the same things with gun companies, right?
[01:18:07.395 --> 01:18:13.742]  They're trying to hold, you know, the gun companies liable for what Adam Lanza did and say that, you know, bring lawsuits that way.
[01:18:13.762 --> 01:18:19.468]  So it's just a two-pronged approach where they're going after, you know, the right of free speech and also the second minor right.
[01:18:20.286 --> 01:18:21.787]  Well, I mean, he's absolutely right.
[01:18:21.807 --> 01:18:23.388]  The Westboro Baptist Church are horrible people.
[01:18:23.428 --> 01:18:28.130]  They go scream at dead troops' families and say, your son deserved to die because America's a godless whatever.
[01:18:27.949 --> 01:18:28.949]  Thanks for having me.
[01:18:28.949 --> 01:18:29.949]  Thanks a lot, Lucky.
[01:18:29.949 --> 01:18:32.949]  Alex, do you want to add to anything Lucky said?
[01:18:32.949 --> 01:18:36.788]  Well, I mean, he's absolutely right.
[01:18:36.788 --> 01:18:39.628]  The Westboro Baptist Church are horrible people.
[01:18:39.628 --> 01:18:44.349]   They go scream at dead troops' families and say your son deserves to die because America
[01:18:44.349 --> 01:18:45.349]  is a godless whatever.
[01:18:45.349 --> 01:18:52.029]   I'd hate those people, but they have a right to do that because if we don't stand up for
[01:18:52.029 --> 01:18:54.668]  their rights, we lose everybody's rights.
[01:18:54.700 --> 01:19:02.563]  And that's what's happened with me is the press is being set to take everybody's rights away using me.
[01:19:02.863 --> 01:19:04.024]  And that's what's been done.
[01:19:04.064 --> 01:19:07.785]  And meanwhile, I didn't even do the things they said I did.
[01:19:08.365 --> 01:19:15.028]  And they admit, after they won these fake court judgments, it was a beta test to shut down everybody else.
[01:19:15.068 --> 01:19:17.109]  They bragged, they set on the courthouse steps.
[01:19:18.163 --> 01:19:18.923]  We don't want money.
[01:19:19.724 --> 01:19:21.144]  We want to silence Alex Jones.
[01:19:22.044 --> 01:19:27.586]  And so then, when they refuse the money, they run around and say, he won't give us our money.
[01:19:28.287 --> 01:19:31.208]  So this is all about them trying to shut me down.
[01:19:31.248 --> 01:19:33.428]  But the good news is, it's backfired.
[01:19:34.309 --> 01:19:37.790]  And people see through it, and they realize this is about power and control.
[01:19:37.810 --> 01:19:44.132]  So it doesn't matter how many Krasnistins they've got out there pushing their narrative, America and the world is awake.
[01:19:44.172 --> 01:19:46.393]  But that commenter's dead on.
[01:19:48.634 --> 01:19:52.255]  Okay, so, Dr. Michael, I'm going to come to you after Brian, because you did 100.
[01:19:52.375 --> 01:19:55.956]  I think you're going to be more towards Alex, and I want to get somebody on the other side.
[01:19:56.676 --> 01:19:58.717]  So, Krasinski, your name was mentioned, so I'll go to you.
[01:20:02.497 --> 01:20:02.778]  Brian?
[01:20:04.778 --> 01:20:06.338]  Brian, can you hear Sully?
[01:20:07.419 --> 01:20:08.679]  Lord Krasinski.
[01:20:10.159 --> 01:20:11.680]  No, I couldn't hear Sully there.
[01:20:12.060 --> 01:20:12.840]  Your name was mentioned.
[01:20:15.879 --> 01:20:18.501]  Brian, your name was mentioned by the previous speaker.
[01:20:18.521 --> 01:20:24.086]  No, I just said, no matter what he does trying to distract off this, this is an attack on free speech.
[01:20:27.388 --> 01:20:30.250]  So, I didn't hear exactly what the other speaker said.
[01:20:30.291 --> 01:20:31.031]  Is there a question?
[01:20:31.752 --> 01:20:34.234]  No, I just said, you're anti-free speech.
[01:20:34.874 --> 01:20:37.036]  Because even if I did the things... No, I'm not.
[01:20:37.955 --> 01:20:40.478]  No, so I believe in free speech.
[01:20:40.498 --> 01:20:41.799]  I think free speech is important.
[01:20:42.219 --> 01:20:44.662]  But there's different levels of free speech.
[01:20:44.702 --> 01:20:47.385]  There's free speech as afforded by the U.S.
[01:20:47.405 --> 01:20:47.865]  Constitution.
[01:20:47.905 --> 01:20:50.668]  Different levels?
[01:20:50.808 --> 01:20:51.389]  Well, there is.
[01:20:51.789 --> 01:20:55.913]  I mean, the Constitution isn't speaking about your freedom of speech on a social media platform.
[01:20:55.953 --> 01:20:56.334]  No, you're right.
[01:20:56.394 --> 01:21:00.238]  Lying about WMB is okay, but if Alex Jones covers people questioning a shooting, he's got to be shut down.
[01:21:02.114 --> 01:21:02.374]  Why?
[01:21:02.515 --> 01:21:04.276]  What does this have to do with WMD?
[01:21:04.296 --> 01:21:05.998]  Why do you keep bringing WMD up?
[01:21:06.038 --> 01:21:07.059]  Like nobody's hearing about WMD.
[01:21:07.079 --> 01:21:09.881]  Because that live killed millions of people and I didn't kill anybody.
[01:21:09.901 --> 01:21:11.783]  No, because you wanted to distract.
[01:21:11.843 --> 01:21:12.964]  No, we're not distracting.
[01:21:13.124 --> 01:21:14.826]  We're distracting from the real crimes.
[01:21:15.326 --> 01:21:17.027]  Why aren't we covering the real crimes?
[01:21:18.749 --> 01:21:22.592]  I wasn't even talking for the last 35 minutes, so I don't even know what you're talking about here.
[01:21:22.612 --> 01:21:27.558]   No, I just mentioned you because you wanted to distract off I think all those things are important.
[01:21:27.378 --> 01:21:32.097]   the surveillance, the control, and then act like I'm the bad guy.
[01:21:32.097 --> 01:21:34.778]  Listen, you guys have failed this impetus.
[01:21:34.778 --> 01:21:37.178]  I think all those things are important.
[01:21:37.178 --> 01:21:38.657]  I think those things are important.
[01:21:38.657 --> 01:21:42.977]   I think that your views towards them differ from mine, but I think they're very important.
[01:21:43.333 --> 01:21:48.997]  But I don't think anybody came here, the title of this room is Alex Jones Live, InfoWars Closed.
[01:21:49.077 --> 01:21:52.300]  Nobody came here to talk about COVID or WNB or any of that.
[01:21:52.640 --> 01:21:53.701]  But I didn't lie!
[01:21:54.122 --> 01:21:55.022]  I didn't lie!
[01:21:55.142 --> 01:22:00.667]  I covered a major movement of America's questioning things because they've been lied to so much.
[01:22:01.087 --> 01:22:02.388]  People have been lied to so much.
[01:22:02.448 --> 01:22:06.632]  How many times are we going to be lied to until we don't believe Jesse Smollett got attacked?
[01:22:08.208 --> 01:22:10.229]  But we're not here to talk about Jesse Smollett.
[01:22:10.249 --> 01:22:12.131]  You did lie, according to the court.
[01:22:12.191 --> 01:22:13.952]  Oh, according to the rigged court.
[01:22:14.452 --> 01:22:15.232]  Listen to me.
[01:22:16.133 --> 01:22:18.054]  I questioned the official story.
[01:22:18.354 --> 01:22:19.775]  You keep saying I'm a liar.
[01:22:20.096 --> 01:22:20.836]  That's not true.
[01:22:21.416 --> 01:22:24.478]  No, I said you lied, whether that means you're a liar or not.
[01:22:24.518 --> 01:22:25.199]  No, no, no, no, no.
[01:22:25.279 --> 01:22:27.680]  But that's what the court determined.
[01:22:27.760 --> 01:22:29.642]  Lying means you're conscious.
[01:22:29.742 --> 01:22:32.443]  If you're mistaken, it's a mistake.
[01:22:32.503 --> 01:22:33.324]  Look at the dictionary.
[01:22:33.897 --> 01:22:35.478]  Being mistaken is one thing.
[01:22:35.598 --> 01:22:36.699]  I did not lie.
[01:22:37.039 --> 01:22:41.123]  And as soon as I said I thought Sandy Hook happened, they sued me because they said I was a liar.
[01:22:41.303 --> 01:22:42.864]  I said I was wrong.
[01:22:43.404 --> 01:22:44.385]  I made a mistake.
[01:22:44.725 --> 01:22:45.806]  And you say that was a lie.
[01:22:45.826 --> 01:22:46.867]  It was not a lie.
[01:22:47.287 --> 01:22:49.389]  It points to my life when I believe it might have been staged.
[01:22:50.430 --> 01:22:53.632]  So Brian, can you hear me?
[01:22:54.072 --> 01:22:57.375]  The court determined that you should have known the truth when you said what you said.
[01:22:57.635 --> 01:23:01.398]  Oh, two Democrat judges determined and then found me guilty?
