[00:00:08.158 --> 00:00:08.658]  That's right.
[00:54:24.364 --> 00:54:26.926]  It has hijacked a civil rights movement to engage in full-blown sedition.
[00:54:41.676 --> 00:54:49.558]  Men will recognize that out of one blood, God made all men well upon the face of the earth.
[00:54:49.958 --> 00:55:02.942]  Let us be dissatisfied until that day when nobody will shout white power, when nobody will shout black power, but everybody will talk about God's power and human power.
[00:55:03.582 --> 00:55:10.365]  Would Martin Luther King's movement of non-violence continue to march as innocent Americans died in its wake?
[00:55:10.685 --> 00:55:15.547]  As American small businesses were torched by MLK's followers?
[00:55:15.827 --> 00:55:17.408]  We all know the answer to that.
[00:55:17.568 --> 00:55:19.768]  It's an obvious, resounding no.
[00:55:22.088 --> 00:55:25.391]  We are going to have this kind of vigorous protest.
[00:55:25.451 --> 00:55:28.274]  My hope is that it will be non-violent.
[00:55:28.634 --> 00:55:34.760]  I would hope that we can avoid riots because riots are self-defeating and socially destructive.
[00:55:35.669 --> 00:55:48.783]  Let all those who are seething with anger and rage, who are starting to organize and think about life under a fascist regime, know that they are not alone and that there actually is a plan and a way to stop this.
[00:55:48.883 --> 00:55:53.688]  Regardless of the fact that they were in part formed by the Revolutionary Communist Party.
[00:55:53.928 --> 00:55:54.548]  In the studio!
[00:56:24.719 --> 00:56:25.841]  We have some good Americans.
[00:56:25.921 --> 00:56:35.196]  Carl Dix, co-initiator of Refused Fascism, representative of the Revolutionary Communist Party.
[00:56:35.577 --> 00:56:36.138]  How are you, sir?
[00:56:36.158 --> 00:56:37.380]  I'm feeling good, Richard.
[00:56:38.234 --> 00:56:43.796]  Because when I heard black voices for Trump, it reminded me of something.
[00:56:43.836 --> 00:56:48.158]  This is like having Jews for Adolf Hitler back in Nazi Germany.
[00:56:48.398 --> 00:56:48.818]  Damn!
[00:56:48.898 --> 00:57:00.062]  And we have known since 2017 that they are indirectly funded by the Alliance for Global Justice, which is listed as an organizer and fiscal sponsor for Refuse Fascism.
[00:57:00.202 --> 00:57:15.813]  Ladies and gentlemen, I am Chase Geiser hosting the Alex Jones Show this evening for the next 54 minutes and then I'll be hosting Sunday Night Live for the next two hours.
[00:57:15.853 --> 00:57:18.255]  After that we will be taking your calls in the final hour of the show today.
[00:57:18.275 --> 00:57:19.275]  That's from 7 p.m.
[00:57:19.315 --> 00:57:20.436]  Central until 8 p.m.
[00:57:20.476 --> 00:57:20.816]  Central.
[00:57:21.137 --> 00:57:23.738]  So keep your phones close by because I want to hear from the listeners about all this.
[00:57:24.679 --> 00:57:29.920]  We've been berating Kamala Harris, and she deserves to be berated because she's evil and stupid.
[00:57:30.000 --> 00:57:46.685]  Both of those things are incredibly dangerous, especially at this juncture in the world when World War III seems to be about ready to break out any moment, when our economy seems like it's going to collapse worse than 1929 at any moment, when our people are about to enter into a state of suffering we've never seen in these generations before.
[00:57:48.325 --> 00:58:04.525]  We cannot allow a subversive, corrupt, socialist, basically communist government to be in power when that happens because then our people will give over all of their liberties for sake of a little temporary safety, a little temporary relief.
[00:58:04.625 --> 00:58:07.089]  But a lot of people are attacking Joe Rogan this week.
[00:58:08.095 --> 00:58:10.537]  And I like Joe Rogan pretty much no matter what.
[00:58:10.577 --> 00:58:14.180]  I mean, if he flipped and became the full-on leftist, I would despise him.
[00:58:14.760 --> 00:58:17.582]  But what we saw regarding his remarks this week about RFK Jr.
[00:58:17.602 --> 00:58:18.523]  did not surprise me.
[00:58:19.124 --> 00:58:22.066]  Because I know that he and RFK Jr.
[00:58:22.206 --> 00:58:24.268]  became very friendly after RFK Jr.
[00:58:24.308 --> 00:58:25.408]  was on his podcast.
[00:58:26.469 --> 00:58:32.053]  And I know that Joe Rogan endorsed, basically endorsed, Bernie Sanders in the last election cycle.
[00:58:32.074 --> 00:58:33.274]  So we know that he's not a Republican.
[00:58:33.294 --> 00:58:35.076]  He's never really been a Trump person.
[00:58:37.014 --> 00:58:42.076]  And we know that he's a left-leaning guy, so when I heard him come out and make all these comments about RFK Jr., he didn't endorse him.
[00:58:42.096 --> 00:58:44.157]  He walked it back, but it came off a lot like an endorsement.
[00:58:44.497 --> 00:58:45.297]  I wasn't surprised.
[00:58:45.337 --> 00:58:46.257]  I was disappointed.
[00:58:46.998 --> 00:58:47.718]  I disagree.
[00:58:47.738 --> 00:58:49.678]  I think that RFK Jr.
[00:58:49.739 --> 00:58:55.240]  is a CIA plant and only serves to weaken the Trump campaign against Kamala Harris, and so voting for RFK Jr.
[00:58:55.340 --> 00:59:05.104]  is, in fact, supporting, inadvertently, Kamala Harris, the most evil woman, perhaps, to ever set foot in the White House, aside from Hillary Clinton.
[00:59:07.110 --> 00:59:12.592]  But here's the clip number 34 where we see Joe Rogan make some friendly comments about RFK.
[00:59:12.612 --> 00:59:13.352]  We're going to run this.
[00:59:13.492 --> 00:59:14.892]  We're going to unpack it, analyze it.
[00:59:15.373 --> 00:59:19.254]  I think we should give Joe Rogan a little bit of grace because he's not going to be right every time.
[00:59:19.734 --> 00:59:22.695]  And he's been so directionally correct with his support for Alex Jones.
[00:59:23.055 --> 00:59:26.416]  Having him on his podcast right after he got that deal with Spotify was incredibly
[00:59:26.696 --> 00:59:28.317]  That's a risky and vulnerable thing for him to do.
[00:59:28.777 --> 00:59:34.600]  Supporting Alex Jones in his last comedy special when he said Alex Jones is often correct, is often right, was a bold thing to do.
[00:59:34.660 --> 00:59:39.662]  This is not a bad person just because he is making a bad decision or making remarks that I believe are inaccurate.
[00:59:39.962 --> 00:59:41.503]  It doesn't make him an evil leftist.
[00:59:41.703 --> 00:59:47.445]  I was disappointed to see the right so quick to throw him into the volcano after these comments.
[00:59:47.945 --> 00:59:53.348]  We have to understand that there are leftists and then there are just sort of misguided people
[00:59:54.089 --> 01:00:00.365]  And I wouldn't generally say that Joe Rogan's a misguided person, but I do think that he is incorrect on the nature of RFK Jr.
[01:00:00.405 --> 01:00:01.568]  Let's see the clip and then unpack it. 34.
[01:00:03.186 --> 01:00:04.207]  That's just what they do.
[01:00:04.407 --> 01:00:05.167]  That's politics.
[01:00:05.287 --> 01:00:06.748]  They do it on the left, they do it on the right.
[01:00:06.808 --> 01:00:14.493]  They gaslight you, they manipulate you, they promote narratives, and the only one who's not doing that is Robert F. Kennedy Jr.
[01:00:14.793 --> 01:00:15.273]  You a fan?
[01:00:15.533 --> 01:00:16.454]  Yeah, I am a fan.
[01:00:16.854 --> 01:00:18.375]  Yeah, he's the only one that makes sense to me.
[01:00:18.435 --> 01:00:24.939]  He's the only one that, he doesn't attack people, he attacks actions and ideas, but he's
[01:00:26.636 --> 01:00:28.297]  He's much more reasonable and intelligent.
[01:00:28.517 --> 01:00:31.539]  I mean, the guy was an environmental attorney and cleaned up the East River.
[01:00:32.680 --> 01:00:34.020]  He's a legitimate guy.
[01:00:34.521 --> 01:00:42.706]  You know, before anybody started calling him an anti-vaxxer, which I thought he was too, I thought he was this nut, this like conspiracy theorist nut, until I read his book.
[01:00:43.226 --> 01:00:45.968]  I read The Real Anthony Fauci, and I'm like, what is...
[01:00:48.123 --> 01:00:48.924]  How much of this is real?
[01:00:49.264 --> 01:00:51.907]  Because if it's all real, this is fucking insane.
[01:00:52.087 --> 01:00:59.133]  And we live in a world where we're being manipulated by these health organizations that are being paid by the pharmaceutical drug interests.
[01:00:59.554 --> 01:01:10.003]  And these pharmaceutical drug companies are pumping these products out into the population and telling us that we need them, and then making insane amounts of money, and then...
[01:01:11.144 --> 01:01:12.686]  Also, the government is in on it.
[01:01:12.886 --> 01:01:15.768]  And also, they share a patent with Moderna.
[01:01:15.868 --> 01:01:18.231]  And also, they share profits.
[01:01:18.271 --> 01:01:28.200]  And there's 700 million dollars, 700... I mean, however much money was made, whatever the number is, that these guys made off of these products.
[01:01:28.240 --> 01:01:30.402]  Like, this is, all of it is fucking crazy.
[01:01:30.442 --> 01:01:31.563]  There's the revolving door.
[01:01:32.103 --> 01:01:37.024]  Joe Rogan is absolutely right about the issues with Fauci, the issues with the vaccines, the issues with Big Pharma.
[01:01:37.084 --> 01:01:39.845]  But I think he's totally wrong about RFK Jr.
[01:01:39.865 --> 01:01:41.206]  You have to keep in mind that
[01:02:01.804 --> 01:02:02.544]  RFK Jr.
[01:02:02.664 --> 01:02:03.705]  only harms the Trump campaign.
[01:02:03.745 --> 01:02:13.569]  He's never gonna win himself, but he can help Kamala Harris win by polling votes away from Donald Trump because of so many Trump supporters being disappointed in Operation Warp Speed and Trump's position on the vaccines.
[01:02:14.109 --> 01:02:15.010]  That's the harm here.
[01:02:16.070 --> 01:02:18.151]  That, coupled with the fact that RFK Jr.'
[01:02:18.131 --> 01:02:24.494]  's campaign manager is former CIA, despite the fact that we know the CIA killed two members of RFK Jr.'
[01:02:24.474 --> 01:02:24.894]  's family,
[01:02:27.012 --> 01:02:31.013]  And not only is this person running his campaign, but she actually married into his family.
[01:02:31.053 --> 01:02:40.216]  So the CIA is his family now, running his campaign, pushing this candidate, supporting this candidate because they know that it only serves to weaken Donald Trump's position.
[01:02:40.236 --> 01:02:44.337]  So just like they tried to imprison him, just like they tried to prosecute him, just like they tried to assassinate him,
[01:02:44.517 --> 01:02:52.521]  They're also running an independent candidate, whether RFK even knows it or not, for the purpose of undermining the integrity and viability of the Trump campaign.
[01:02:52.741 --> 01:02:53.982]  And I wish Joe Rogan would see this.
[01:02:54.002 --> 01:02:56.943]  And I know that he sat down with them, and I know that the Kennedys are charming.
[01:02:56.963 --> 01:02:58.664]  They've always been charming people.
[01:02:58.924 --> 01:03:00.505]  Bill Clinton's a charming person, okay?
[01:03:00.525 --> 01:03:05.427]  I'm sure that if I sat down with Bill Clinton and I had a beer, he would charm the hell out of me.
[01:03:05.668 --> 01:03:08.189]  I would walk away still knowing that he's an evil rapist.
[01:03:09.482 --> 01:03:15.225]  But if I were to sit with him at this desk and have a conversation with him about politics, he would say some things that would be shockingly impressive.
[01:03:15.305 --> 01:03:16.005]  I guarantee it.
[01:03:16.045 --> 01:03:16.946]  Just like RFK Jr.
[01:03:17.246 --> 01:03:18.687]  says things that are shockingly impressive.
[01:03:18.727 --> 01:03:21.568]  Just like Barack Obama can say things that are shockingly impressive.
[01:03:21.848 --> 01:03:26.111]  Being charmed by these people is the same thing as being tricked by these people.
[01:03:26.131 --> 01:03:29.152]  And I don't know if RFK knows that he's CIA or not.
[01:03:29.192 --> 01:03:33.414]  I think he probably has an inkling, given the fact that the CIA is married into his family and running his campaign.
[01:03:33.695 --> 01:03:37.677]  But I do know that his candidacy is no good for this country whatsoever.
[01:03:38.342 --> 01:03:41.744]  Now does that make Joe Rogan an evil person because he's misguided and wrong?
[01:03:41.784 --> 01:03:42.144]  No!
[01:03:42.865 --> 01:03:47.807]  We have to separate those who have been tricked from those who do the tricking.
[01:03:48.708 --> 01:04:00.115]  It is the leftist political class that is lying to the people that is more culpable for the actions, for the political actions and policies, than it is the people who fall for the lie.
[01:04:00.135 --> 01:04:04.577]  If you fall for a lie from a political leader or a con artist or anybody else, you are a victim.
[01:04:04.617 --> 01:04:05.958]  Now you may be stupid, you may be
[01:04:06.218 --> 01:04:06.958]  We're good to go.
[01:04:23.939 --> 01:04:27.682]  So am I just going to write Joe Rogan off because I disagree with him about RFK Jr.?
[01:04:27.722 --> 01:04:28.963]  Maybe he's right and I'm wrong.
[01:04:29.243 --> 01:04:32.586]  I'm not going to write him off after all that he has done to promote freedom of speech.
[01:04:32.626 --> 01:04:48.079]  Keep in mind that if he would not have taken that Spotify deal in the midst of this pandemic that we just went through, this so-called pandemic over COVID-19, then he would have immediately been censored from YouTube about all of his claims regarding monoclonal antibodies, regarding ivermectin, regarding these vaccines.
[01:04:48.339 --> 01:04:52.022]  He would have been censored to hell in so many people.
[01:04:52.322 --> 01:05:04.266]  Millions upon millions of people never would have been awakened to the fact that something was terribly wrong about the narrative that was pushed by our own government, by the CDC, by Fauci, by the big pharmaceutical companies.
[01:05:04.766 --> 01:05:10.428]  Millions upon millions of people would have never been aware that something was terribly wrong about this pandemic if it wasn't for Joe Rogan.
[01:05:10.448 --> 01:05:17.910]  So just because he's wrong about a guy who's charming as hell that sat down with him and wrote a fantastic book, you're going to just totally write him off?
[01:05:19.056 --> 01:05:22.040]  I mean it seems to me that this is entirely reckless.
[01:05:22.080 --> 01:05:26.867]  I was disappointed to see the right on social media just so brazenly attack him and he did walk it back.
[01:05:26.887 --> 01:05:31.934]  We're gonna run a clip number 58 here basically saying that a vote for RFK is a vote against Trump.
[01:05:31.974 --> 01:05:32.214]  Let's run 58.
[01:05:33.968 --> 01:05:39.230]  Well, I would vote for Trump before I'd vote for Biden, just because I think with Biden, like, he's no- he's- he's gone.
[01:05:39.630 --> 01:05:40.671]  Like, you know he's gone.
[01:05:40.731 --> 01:05:49.774]  It's- you're gonna be relying on his cabinet, and I knew his cabinet would be this f***ing sideshow of diversity, which is exactly what it is.
[01:05:49.854 --> 01:05:53.216]  You can't have those kind of people running a Ben and Jerry's.
[01:05:53.896 --> 01:05:58.718]  You- you certainly can't have those kind of people running the f- most powerful government the world's ever known.
[01:05:59.258 --> 01:06:01.759]  It's not- it's not- So, there you go.
[01:06:04.045 --> 01:06:06.746]  He's shown that Joe Biden is his least favorite candidate.
[01:06:06.966 --> 01:06:10.908]  He's just made the mistake of thinking that supporting or... He didn't endorse.
[01:06:10.928 --> 01:06:12.928]  He walked it back and said he's not formally endorsing anyone.
[01:06:12.948 --> 01:06:18.611]  I think probably because he saw how much harm it did to the Bernie Sanders campaign in 2016 when he offered that endorsement.
[01:06:19.711 --> 01:06:20.611]  Or was it 2020?
[01:06:20.792 --> 01:06:21.532]  God, I get them mixed up.
[01:06:22.272 --> 01:06:29.275]  They steal so many elections, they're all starting to seem the same to me in my mind, but... The fact of the matter is...
[01:06:30.822 --> 01:06:32.364]  Just because he's supporting RFK Jr.
[01:06:32.384 --> 01:06:35.827]  doesn't mean that he's not supporting Trump over Biden or Kamala Harris.
[01:06:35.887 --> 01:06:42.014]  And I know that Biden isn't even the candidate anymore and it's irrelevant to a certain extent, but we've got to give this guy a little grace.
[01:06:42.054 --> 01:06:43.535]  We're all going to make mistakes sometimes.
[01:06:43.735 --> 01:06:44.816]  I've made mistakes myself.
[01:06:44.897 --> 01:06:47.739]  I didn't even think that Russia was going to invade Ukraine until it happened.
[01:06:47.779 --> 01:06:50.763]  For weeks I was tweeting that it was never going to happen, that the Biden administration was lying.
[01:06:51.533 --> 01:07:03.507]  For a while there, I was disappointed in Trump and I wasn't going to support Trump because he made that true social post, that infamous one years ago, about how he thought temporarily we should throw out the Constitution if it means taking this country back.
[01:07:04.268 --> 01:07:05.429]  That's the way it read to me.
[01:07:05.529 --> 01:07:07.732]  People argue that's not what he meant or what he said.
[01:07:07.952 --> 01:07:11.156]  But I came out and said, gosh, I can't support him anymore if he's going to throw out the Constitution.
[01:07:12.037 --> 01:07:14.297]  And I've seen the light since then.
[01:07:14.317 --> 01:07:21.519]  I understand that not supporting Donald Trump is to support the death and homicide of the American people themselves.
[01:07:22.239 --> 01:07:23.959]  The death of this republic itself.
[01:07:24.239 --> 01:07:24.819]  I walked it back.
[01:07:25.040 --> 01:07:25.680]  People change.
[01:07:25.720 --> 01:07:27.080]  People get things wrong sometimes.
[01:07:27.100 --> 01:07:33.641]  He's getting this wrong not because he's bought off, or corrupt, or evil, or in on it, or controlled opposition.
[01:07:33.861 --> 01:07:37.282]  He's just falling for it because he hung out with the guy for three hours and he was charmed.
[01:07:38.208 --> 01:07:39.348]  It could happen to anybody.
[01:07:40.129 --> 01:07:41.229]  So give the guy a little grace.
[01:07:41.269 --> 01:07:43.570]  He's practically an American hero as far as I'm concerned.
[01:07:44.350 --> 01:07:54.453]  And as soon as we alienate and write good people off for making wrong decisions or interpreting the truth in an incorrect way, as soon as we write off good people, then we are lost.
[01:07:56.912 --> 01:07:57.833]  And that's the thing, folks.
[01:07:58.253 --> 01:08:06.017]  Our problems in this country are not about your neighbor on the left who votes for the Democrats or your neighbor on the right who votes for the Republicans.
[01:08:06.417 --> 01:08:11.240]  Our problems are not Democrats versus Republicans at the political class level, at the highest levels.
[01:08:11.540 --> 01:08:15.082]  Our problems are the people versus the political class.
[01:08:15.102 --> 01:08:23.326]  So if we're going to alienate our neighbors who are not themselves culpable or responsible for this exploitation of the American people just because we disagree with them,
[01:08:23.826 --> 01:08:31.529]  In the middle of an information war, when the whole purpose of this information war is to sow as much confusion as possible, then we are lost.
[01:08:32.789 --> 01:08:35.790]  There's a scene from The Patriot with Mel Gibson, one of the best movies of all time.
[01:08:35.810 --> 01:08:43.713]  I try to watch it every Fourth of July, where General Cornwallis is basically berating the antagonist in the movie, who played Draco Malfoy's father in Harry Potter.
[01:08:43.733 --> 01:08:44.754]  I can't remember the actor's name.
[01:08:45.174 --> 01:08:48.215]  He's saying, listen, if you continue to commit these war crimes,
[01:08:49.514 --> 01:08:52.595]  Then you're going to make the post-war world for us impossible.
[01:08:52.635 --> 01:08:58.758]  When this war is over, we as the English need to conduct and resume commerce with the American colonies.
[01:08:59.358 --> 01:09:04.420]  And you're committing war crimes against them, which is going to make it impossible for us to have capitalist success after this war is over.
[01:09:04.460 --> 01:09:05.481]  So stop with the war crimes.
[01:09:05.501 --> 01:09:06.001]  That's the whole point.
[01:09:06.441 --> 01:09:10.183]  We have to realize, as populist Americans,
[01:09:11.428 --> 01:09:21.295]  That we are going to have to have commerce and share communities with the American people, whether they're Democrats, whether they're Republicans, whether they're neocons, whether they're socialists.
[01:09:21.555 --> 01:09:24.297]  I'm talking about these voters who have been tricked.
[01:09:24.557 --> 01:09:31.341]  They have not themselves perpetrated the conning of the American people, perpetrated the corruption or the selling out of the American people.
[01:09:31.521 --> 01:09:38.086]  They have simply fallen for the lies that have been spewed at them incessantly for decades on mainstream media and by the political class itself.
[01:09:38.386 --> 01:09:39.127]  We cannot
[01:09:39.867 --> 01:09:43.228]  Berate them for being the victims of a con.
[01:09:43.508 --> 01:09:50.789]  We have to A. Enlighten them, B. Forgive them, and C. Accomplish total victory over this political class.
[01:09:50.829 --> 01:09:55.490]  So I'm not about to come out and talk crap about Joe Rogan for getting it wrong.
[01:09:55.510 --> 01:10:01.331]  I'm not going to come out and talk crap about Milo Yiannopoulos for saying things I disagree with about JD Vance.
[01:10:01.351 --> 01:10:05.551]  These are good people who I happen to disagree with, but directionally, they are very correct.
[01:10:05.631 --> 01:10:08.892]  And the net good from Joe Rogan is astounding.
[01:10:10.037 --> 01:10:18.921]  If it wasn't for him, I don't know that we would have seen the total death of the corporate media, of the legacy media, of the private political press.
[01:10:19.201 --> 01:10:31.246]  He single-handedly, him and Jamie, in a studio, accomplished more viewership than virtually all of the major corporate media networks combined every single episode that he comes out with.
[01:10:31.286 --> 01:10:31.986]  He killed them.
[01:10:32.006 --> 01:10:35.787]  That's why they have so much press against him because he's the competition.
[01:10:36.007 --> 01:10:39.889]  He's the reason people don't watch CNN at night anymore or Fox News at night anymore.
[01:10:39.949 --> 01:10:40.389]  We're good.
[01:10:55.734 --> 01:11:11.039]  He is responsible for the death of the organizations, corporations, and political elite most responsible for lying to the American people over the course of at least 50 years and getting us into every single war over the course of the last 50, 60, or 70 years.
[01:11:11.319 --> 01:11:13.559]  He killed them and so he's wrong about RFK Jr.
[01:11:13.599 --> 01:11:17.280]  and I'm gonna talk a bunch of crap about him and write him off and call him a podcast bro?
[01:11:17.721 --> 01:11:18.461]  Screw that!
[01:11:19.488 --> 01:11:22.751]  I just disagree with him on a simple thing as to whether or not RFK Jr.
[01:11:22.791 --> 01:11:25.413]  is a good candidate or a good person or a good person to support.
[01:11:25.593 --> 01:11:27.194]  That's a simple thing to disagree with him on.
[01:11:27.214 --> 01:11:29.135]  I'm not going to write him off over this.
[01:11:29.176 --> 01:11:30.056]  Are you ridiculous?
[01:11:31.898 --> 01:11:32.358]  He's wrong.
[01:11:32.398 --> 01:11:33.059]  We should educate him.
[01:11:33.079 --> 01:11:33.879]  We should enlighten him.
[01:11:34.920 --> 01:11:35.540]  We should warn him.
[01:11:35.560 --> 01:11:36.621]  We should share our perspective.
[01:11:36.641 --> 01:11:38.823]  He should consume it and think about it and consider it.
[01:11:38.843 --> 01:11:43.827]  But to write him off and attack him relentlessly over this just seems totally asinine.
[01:11:46.476 --> 01:11:48.337]  But ultimately, the sentiment is correct.
[01:11:48.778 --> 01:11:56.203]  The sentiment that supporting RFK serves only to benefit the Kamala Harris campaign is absolutely true.
[01:11:57.205 --> 01:11:59.707]  And we've seen clip after clip of how stupid she is.
[01:11:59.727 --> 01:12:03.969]  We've seen clip after clip in this very show of how corrupt and evil she is.
[01:12:03.989 --> 01:12:05.470]  So she's stupid and evil.
[01:12:06.110 --> 01:12:08.912]  And now we're seeing that she's actually a thief herself.
[01:12:08.972 --> 01:12:14.335]  In clip number eight, the Harris campaign just brazenly steals the no taxes on tips policy from Trump.
[01:12:14.596 --> 01:12:19.619]  Now she's actually pushing Trump policies because she understands that Trump's policies are better.
[01:12:19.659 --> 01:12:20.519]  This is clip number eight.
[01:12:20.639 --> 01:12:21.540]  Absolutely unbelievable.
[01:12:31.725 --> 01:12:32.266]  Unbelievable.
[01:12:33.427 --> 01:12:33.867]  Unbelievable.
[01:12:33.887 --> 01:12:41.634]  Kamala Harris announced a new policy of no taxes on tips for workers in the service industry, a policy Donald Trump has been promoting for months.
[01:12:43.016 --> 01:12:43.696]  She stole it from him.
[01:12:44.588 --> 01:12:46.290]  So now she's getting her policy ideas from Trump.
[01:12:46.951 --> 01:12:47.612]  Here's the question.
[01:12:47.872 --> 01:12:49.875]  She's currently the Vice President of the United States.
[01:12:50.155 --> 01:12:53.400]  She's currently a text away from the President of the United States, Joe Biden.
[01:12:53.540 --> 01:12:57.806]  I know he's on the beach just screwing around while his evil wife just reads a book next to him.
[01:13:00.063 --> 01:13:02.926]  But why is it that she doesn't just push that policy right now?
[01:13:03.526 --> 01:13:19.820]  Why does she have to wait until she's elected to apply a just policy at the legislative level, at the highest levels of our government, for the entirety of the population, for those most vulnerable among us who are forced to work three part-time jobs in Bidenomics, in Biden's economy, in order to make ends meet, whereas under the Trump?
[01:13:20.441 --> 01:13:21.101]  It's August right now.
[01:13:21.121 --> 01:13:23.043]  We've got August to September, September to October, October to November.
[01:13:23.063 --> 01:13:23.543]  That's three months.
[01:13:23.563 --> 01:13:25.544]  And then we've got November to December, December to January.
[01:13:25.844 --> 01:13:27.005]  That's another two months, basically.
[01:13:50.273 --> 01:13:54.354]  Where she's not going to be president yet, even if she wins, right?
[01:13:54.374 --> 01:13:55.655]  She'll be inaugurated in January.
[01:13:55.895 --> 01:13:57.756]  Why doesn't she do it now while she's in office?
[01:13:57.776 --> 01:13:59.496]  Why doesn't she make it happen right now?
[01:13:59.556 --> 01:14:12.181]  Well, it's because she wants to leverage and hold these good policies up just for the sake of causing these ignorant voters to salivate at the notion of Kamala Harris's heroic policies of tax relief for the most vulnerable communities among us.
[01:14:12.461 --> 01:14:15.362]  When she could solve the problem right now, she could lower
[01:14:16.584 --> 01:14:27.334]  That carrot that she's hanging and dangling over the voters right now, but she would rather have you suffer for the next five months if it means that she could accomplish political power and success and victory as a result.
[01:14:27.674 --> 01:14:34.040]  This is the philosophy, the mentality, the entire perspective of leftist political leaders.
[01:14:34.080 --> 01:14:39.706]  They only do that which is politically expedient at the expense of that which is morally correct or just.
[01:14:41.579 --> 01:14:44.622]  Let's just tear into Tim Waltz for the next 30 minutes or so.
[01:14:58.507 --> 01:15:14.413]  And both of you, with your keen understanding of how this works, especially from National Guard families, I can tell you this, having been one of those that came back, we were in support of OEF, but being sitting in there with OEF, OIF veterans, when we came back, they showed us the horse whisperer and told us to be nice when we went home.
[01:15:14.953 --> 01:15:15.993]  And that was the extent of it.
[01:15:16.053 --> 01:15:16.413]  That was in 2004.
[01:15:16.534 --> 01:15:18.894]  I got PTSD just knowing who he is.
[01:15:18.954 --> 01:15:24.216]  Because of the people sitting in here and people who came before me, things have changed over the last four years.
[01:15:24.256 --> 01:15:25.396]  They have not changed enough.
[01:15:25.736 --> 01:15:32.858]  But Mr. Kennedy is following and moving something forward that the late senator from Minnesota, Senator Wellstone, advocated so clearly.
[01:15:32.918 --> 01:15:37.179]  Mental health, parity, and this issue of destigmatizing mental health, of understanding.
[01:15:37.219 --> 01:15:40.720]  And I, being in there and knowing as a first sergeant, know exactly what you're saying.
[01:15:40.780 --> 01:15:43.401]  And watching as people aren't trained on this, that there is
[01:15:44.741 --> 01:15:47.383]  There's a discrimination that goes against a soldier who has the courage.
[01:16:02.864 --> 01:16:10.346]  Taking a bullet for the United States of America, for the Republic, stood up and bravely said, fight, fight, fight, not lied about his service repeatedly.
[01:16:10.366 --> 01:16:18.967]  But here he is again, Tim Walz in clip number 49, just nodding along as he's being interviewed and the interviewers making claims about his service that are just brazenly false.
[01:16:19.187 --> 01:16:27.029]  Just Tim Walz nodding along, not correcting the record, exploiting stolen valor for the sake of political power.
[01:16:28.209 --> 01:16:30.930]  This is the philosophy of the left.
[01:16:31.030 --> 01:16:31.370]  Clip number 49.
[01:16:32.654 --> 01:16:32.734]  UGH!
[01:16:53.419 --> 01:17:03.321]  And I read that because I want to preface our discussion with your military careers because you two are trying to stop President Obama from drawing down the army.
[01:17:04.602 --> 01:17:05.982]  Unbelievable, he just nods along.
[01:17:06.802 --> 01:17:09.623]  Served in Afghanistan under Operation Enduring Freedom.
[01:17:10.003 --> 01:17:10.583]  Just not true.
[01:17:11.063 --> 01:17:14.084]  And here's clip number 51 of Tim Waltz coming out and saying
[01:17:14.784 --> 01:17:16.645]  We want the government to mind their own damn business.
[01:17:16.665 --> 01:17:17.505]  Everybody's cheering.
[01:17:17.925 --> 01:17:26.489]  No wonder he wants everybody to mind their own business, because when you look into his military service records, it shows that he's lied for decades about the nature of that service.
[01:17:26.529 --> 01:17:31.431]  And frankly, he not only lied about his service, but he actually abandoned his own unit.
[01:17:32.341 --> 01:17:35.762]  Right before they were going to deploy into a war zone so he could run for Congress.
[01:17:35.782 --> 01:17:43.365]  So he would rather have power than serve his country in any capacity that could amount to any of his suffering or misery or death or violence or anything like that.
[01:17:43.385 --> 01:17:44.765]  He doesn't want to take a bullet for his country.
[01:17:44.985 --> 01:17:49.187]  He wants to send other young men to take a bullet for his political agenda.
[01:17:49.207 --> 01:17:49.527]  Clip number 51.
[01:17:49.567 --> 01:17:49.667]  Look!
[01:17:58.829 --> 01:18:04.115]  You and I, especially the gray hairs in the crowd, we know, we know our relatives.
[01:18:04.495 --> 01:18:08.239]  Republicans used to be the people talking about freedom.
[01:18:10.301 --> 01:18:11.142]  Not this group.
[01:18:11.682 --> 01:18:17.689]  When they talk about freedom, it means that the government should be free to invade your exam room with your doctor.
[01:18:22.659 --> 01:18:28.061]  Look, in Minnesota, we respect our neighbors and the personal choices they make.
[01:18:28.622 --> 01:18:31.923]  We maybe wouldn't make the same choices, but we respect them.
[01:18:32.563 --> 01:18:38.866]  And I know in Minnesota and in Arizona and places across this country, you know what makes society work best?
[01:18:39.427 --> 01:18:40.707]  Is when you learn a golden rule.
[01:18:40.987 --> 01:18:42.108]  Mind your own damn business.
[01:18:42.128 --> 01:18:44.329]  Mind your own damn business.
[01:18:44.349 --> 01:18:44.769]  You don't need it.
[01:18:53.979 --> 01:18:56.681]  I don't need you telling me what books to read.
[01:18:56.701 --> 01:19:00.023]  I don't need you telling me about what religion we worship.
[01:19:00.603 --> 01:19:05.146]  And I sure the heck don't need you to tell me about my family.
[01:19:09.288 --> 01:19:10.109]  He's an evil liar.
[01:19:11.294 --> 01:19:12.955]  He is an evil liar.
[01:19:13.156 --> 01:19:18.460]  Now, one thing that might be different about him versus Kamala Harris is Kamala Harris is obviously very stupid.
[01:19:18.780 --> 01:19:22.364]  I'm not sure if Tim Waltz is stupid or not yet, but I am sure that he's an evil liar.
