[00:00:03.001 --> 00:00:03.581]  We're live.
[00:46:32.796 --> 00:46:33.737]  Even before he spoke.
[00:46:36.019 --> 00:46:37.160]  Well, I just had a bad night.
[00:46:38.862 --> 00:46:47.289]  What a world where they're putting a literal person with dementia, hopped up on drugs, on national television in front of the whole world.
[00:46:49.417 --> 00:46:52.339]  But again, the globalists think doing all of this will demoralize us.
[00:46:52.399 --> 00:46:54.481]  No, it lets us know they're the bad guys.
[00:46:54.761 --> 00:46:56.182]  They're the ones behind this all.
[00:46:57.323 --> 00:46:58.604]  Let me show you some of the headlines.
[00:46:59.004 --> 00:47:02.207]  I've already played a lot of clips of this, but I want to go over some of these headlines.
[00:47:02.267 --> 00:47:02.987]  Overhead shot, please.
[00:47:05.129 --> 00:47:11.654]  Moment bumbling, Joe Biden calls himself a black woman in painful interview as he imposes 8pm curfew on himself.
[00:47:14.864 --> 00:47:18.185]  Joe Biden's allies abroad think it's untenable for him to stay.
[00:47:18.265 --> 00:47:19.086]  World leaders everywhere.
[00:47:19.506 --> 00:47:19.886]  Bloomberg.
[00:47:21.767 --> 00:47:24.528]  Biden refuses to believe poll numbers as he plans to steal it again.
[00:47:25.048 --> 00:47:25.968]  Infowars.com.
[00:47:27.429 --> 00:47:33.551]  House Democrats bring out the big guns to block GOP's voter ID bill, where you have to show an ID to vote.
[00:47:33.631 --> 00:47:34.871]  My God, total fraud.
[00:47:36.352 --> 00:47:37.232]  The dam's broken.
[00:47:38.193 --> 00:47:44.495]  Massive numbers of the top donors, including Disney, you name it, say, we're not going to give any more money if it's Biden.
[00:47:47.179 --> 00:47:49.681]  Five House Democrats have called on Biden to step down.
[00:47:49.701 --> 00:47:56.385]  I mentioned this, Disney heiress announces halt to donations to Democrats until Biden drops out.
[00:47:59.768 --> 00:48:09.935]  And the New York Magazine, oh, the criminals around him that are in oligarchy, they're covering up that he's mentally disabled and so they're bad people.
[00:48:09.975 --> 00:48:11.376]  Yeah, but you went along with all of that.
[00:48:12.555 --> 00:48:17.171]  Axelrod, Biden's family indulging him by claiming there's a path forward.
[00:48:17.950 --> 00:48:20.951]  Yeah, in the larger clip that's in this article, he attacks Jill.
[00:48:21.091 --> 00:48:22.132]  So, there you go.
[00:48:22.872 --> 00:48:24.853]  Just as we told you years ago, Jill's the one keeping him in.
[00:48:25.633 --> 00:48:30.836]  CNN's Van Jones, Biden seemed detached from reality during ABC interview.
[00:48:31.156 --> 00:48:34.477]  Well, you want us to be detached from reality, Van, but more and more we're not.
[00:48:35.018 --> 00:48:42.041]  The public's getting wise to you, and as soon as they care more about their life and what's happening in the country than football, it's game over.
[00:48:42.081 --> 00:48:44.302]  If people aren't stupid, they're distracted.
[00:48:46.488 --> 00:48:48.609]  Biden, everything I do is a cognitive test, you're right.
[00:48:48.909 --> 00:48:50.890]  Everything you do is a giant joke, and people see it.
[00:48:52.430 --> 00:48:57.272]  Fox News calls out Dems for refusing to appear to defend Joe Biden on air.
[00:48:58.993 --> 00:49:01.394]  Elon Musk, Americans haven't had a president for a while.
[00:49:01.834 --> 00:49:05.475]  Exactly, it's an oligarchy of criminals using him as their puppet.
[00:49:06.276 --> 00:49:08.216]  We all know this, but see, it's now mainstream news.
[00:49:08.977 --> 00:49:09.857]  Here's the big one I mentioned.
[00:49:11.195 --> 00:49:16.779]  Huffington Post calls for Biden campaign to fool the public with AI videos that make Sleepy Joe look younger and healthier.
[00:49:16.839 --> 00:49:19.942]  You've got to go read this and see it for yourself.
[00:49:19.982 --> 00:49:23.104]  They say, let's put out fake videos to fool the public.
[00:49:23.124 --> 00:49:28.528]  They're that desperate that they're admitting they lie to their readers and that they want bigger lies told.
[00:49:28.708 --> 00:49:29.889]  Just an admission here.
[00:49:30.489 --> 00:49:32.211]  Incredible article, Infowars.com.
[00:49:33.888 --> 00:49:43.893]  Now we learn, and we actually knew about this a year ago, but now the mainstream news is covering it, Parkinson's specialists met with White House at least nine times in the last year.
[00:49:46.536 --> 00:49:48.117]  And it goes on and on.
[00:49:48.237 --> 00:49:51.218]  Radio hosts who interviewed Biden claim White House sent questions beforehand.
[00:49:51.458 --> 00:49:52.819]  Well, they do that in all his interviews.
[00:49:52.879 --> 00:49:53.799]  That's not debatable.
[00:49:54.059 --> 00:49:55.240]  They're just now discovering this.
[00:49:55.980 --> 00:49:57.561]  But it is Kamala Harris' moment.
[00:49:57.601 --> 00:49:58.661]  People said it's Big Mike.
[00:49:59.102 --> 00:50:00.242]  People said it's Gavin Newsom.
[00:50:00.282 --> 00:50:01.162]  I thought it was Newsom.
[00:50:01.723 --> 00:50:03.503]  But she's got the money under law.
[00:50:03.523 --> 00:50:04.984]  She can't transfer the $100 million.
[00:50:05.304 --> 00:50:09.026]  They're now literally trying to push Kamala because she's another vegetable.
[00:50:10.326 --> 00:50:11.187]  Not from dementia.
[00:50:13.510 --> 00:50:18.599]  But whatever the hell she's on, she looks like somebody on Xanax or Valium to me.
[00:50:19.775 --> 00:50:20.515]  We're going to go to break.
[00:50:20.575 --> 00:50:25.618]  Come back with all the military news, economic news, the hurricane set to hit Texas.
[00:50:26.618 --> 00:50:27.198]  And more.
[00:50:27.418 --> 00:50:27.979]  Second hour.
[00:50:28.039 --> 00:50:28.719]  Please stay with us.
[00:50:28.759 --> 00:50:31.620]  But listen, I want to thank you all for your support.
[00:50:31.760 --> 00:50:32.861]  I can't do this without you.
[00:50:33.341 --> 00:50:35.762]  We're swinging for the fences and we're hitting home runs.
[00:50:36.222 --> 00:50:37.823]  But we can't do this fight without you.
[00:50:37.843 --> 00:50:39.164]  Plus, we've got great products you need.
[00:50:39.604 --> 00:50:40.784]  Make the decision.
[00:50:41.305 --> 00:50:47.067]  Make the commitment to go to our great sponsor that keeps us on air, drjonesnaturals.com.
[00:50:48.128 --> 00:50:56.494]   And get Rocket rest, super clean, amazing, powerful, natural deep sleep that's so good for your whole body, your immune system.
[00:50:56.774 --> 00:50:57.655]  This is so critical.
[00:50:57.775 --> 00:50:59.015]  Rocket rest, discounted.
[00:50:59.616 --> 00:51:06.979]  Next Level Foundational Energy isn't a speed, but it cleans out your cells and has a incredible energy effect with no letdowns.
[00:51:07.199 --> 00:51:07.999]  This is incredible.
[00:51:08.239 --> 00:51:09.280]  Don't have an hour to tell you about it.
[00:51:09.560 --> 00:51:13.722]  Just get Next Level Foundational Energy, drjonesnaturals.com exclusively.
[00:51:14.382 --> 00:51:15.703]  We're selling out of this.
[00:51:15.743 --> 00:51:16.703]  My dad's selling out of this.
[00:51:16.743 --> 00:51:22.006]   But despite that, High quality, 30 parts per million made by the top supplier in the U.S.
[00:51:22.026 --> 00:51:24.547]  Same thing sold for 30 bucks at Whole Foods.
[00:51:24.567 --> 00:51:26.788]  We normally discount it for 25 or 20.
[00:51:27.269 --> 00:51:29.170]  It's $12.98.
[00:51:29.730 --> 00:51:33.892]  You don't get this coil silver, silver bullet for 20 bucks in any store.
[00:51:34.272 --> 00:51:37.914]  Even when they discount it.
[00:51:37.974 --> 00:51:38.434]  It is $12.98.
[00:51:38.915 --> 00:51:40.435]  Silver bullet, selling out quick.
[00:51:40.896 --> 00:51:43.397]  drjonesnaturals.com.
[00:51:44.057 --> 00:52:00.219]   And there are so many other great products like Cabochill, I think you humbly for your support.
[00:52:00.660 --> 00:52:03.301]  I ask you to go there now and keep us in the fight.
[00:52:03.361 --> 00:52:06.023]  It's so critical for our future and your future together.
[00:52:06.363 --> 00:52:08.185]  Go to dr jones naturals dot com right now.
[00:52:08.205 --> 00:52:08.965]  All right.
[00:52:08.985 --> 00:52:10.386]  There's big cells and in four store dot com.
[00:52:10.406 --> 00:52:11.347]  I'll tell you about the next hour.
[00:52:11.367 --> 00:52:12.307]  We'll be right back.
[00:52:12.327 --> 00:52:12.788]  Our number two.
[00:52:16.312 --> 00:52:18.133]  Your death is their goal.
[00:52:18.213 --> 00:52:19.394]  Part of John Bowne's report.
[00:52:19.434 --> 00:52:22.736]  When I come back, when Stacey joins us in five minutes, with the rest of the news.
[00:52:22.576 --> 00:52:35.775]  Please stay with us and share the live links.
[00:52:35.775 --> 00:52:45.775]  [BLANK_AUDIO]
[00:52:36.882 --> 00:52:43.882]   decides what Americans and Canadians and Germans and Mexicans and Brazilians can say
[00:52:43.882 --> 00:52:47.382]  and sets the AI to watch you and control you.
[00:52:47.382 --> 00:52:51.382]  Welcome to the new world order.
[00:52:51.382 --> 00:52:57.882]   A handful of people is spreading the idea on social media that the rollout of 5G cell towers
[00:52:57.882 --> 00:53:00.382]  is responsible for the COVID-19 epidemic.
[00:53:00.607 --> 00:53:04.130]  Some of the towers have even been set on fire in the UK.
[00:53:04.510 --> 00:53:09.293]  As our Victor Williams reports, it's having consequences here for people who are just out doing their jobs.
[00:53:11.055 --> 00:53:23.078]  Yeah, well the fact that anyone would believe this theory is absolutely mind-blowing, and doctors everywhere are agreeing that these 5G towers have absolutely nothing to do with the spread of the coronavirus.
[00:53:23.318 --> 00:53:32.180]  Of course if we're gonna have drones watching us in checkpoints and staying home, lockdown, house arrest orders, of course they're gonna tell the children, watch your parents.
[00:53:32.641 --> 00:53:37.942]  Because you see, 1984, for these guys, is a owner's manual.
[00:53:39.542 --> 00:53:41.323]  It's an operations plan.
[00:53:41.803 --> 00:53:48.283]   Hillary Clinton's lessons of George Orwell's 1984 is to trust leaders, the press and experts.
[00:53:48.283 --> 00:53:56.443]  They're coming for you.
[00:53:56.710 --> 00:53:58.271]  They're coming for all of us.
[00:53:59.051 --> 00:54:08.196]  The incremental ambient background noise of the electromagnetic radiation is being jacked up on high.
[00:54:09.990 --> 00:54:16.194]  All over the world, people are watching 5G go in by their house and the trees die within weeks.
[00:54:17.315 --> 00:54:18.456]  All on the left-hand side.
[00:54:19.236 --> 00:54:20.577]  Look on the left-hand side of that tree.
[00:54:20.597 --> 00:54:21.738]  Look at the right-hand side.
[00:54:24.340 --> 00:54:25.000]  That's alright.
[00:54:25.561 --> 00:54:25.741]  Yeah.
[00:54:26.682 --> 00:54:26.862]  Great.
[00:54:26.902 --> 00:54:28.163]  Well, look at the right-hand side of the tree.
[00:54:28.183 --> 00:54:28.763]  Look at the front.
[00:54:28.803 --> 00:54:29.423]  Look at the bushes.
[00:54:30.504 --> 00:54:31.385]  Look at the green bushes.
[00:54:31.425 --> 00:54:31.605]  Yeah.
[00:54:32.786 --> 00:54:33.306]  Very nice.
[00:54:35.147 --> 00:54:36.068]  Look at the left-hand side.
[00:54:38.789 --> 00:54:39.029]  Dead.
[00:54:39.950 --> 00:54:40.350]  Do you know why?
[00:54:40.370 --> 00:54:43.012]  Because that's right next to it.
[00:54:44.192 --> 00:54:46.254]  The grass begins to gnarle and brown.
[00:54:47.074 --> 00:54:48.815]  The birds move their nests.
[00:54:52.398 --> 00:55:04.265]  And the studies are coming out everywhere that the 5G towers are 3, 4, 5, 10 times stronger than even the FCC says they're allowed to have.
[00:55:04.886 --> 00:55:09.709]   And at the FCC-agreed level, Massive increases in cancer.
[00:55:11.190 --> 00:55:12.912]  Oh, you're burning inside now.
[00:55:14.313 --> 00:55:16.896]  That microwave's rubbing your molecules together.
[00:55:18.297 --> 00:55:19.618]  And you're burning inside.
[00:55:20.299 --> 00:55:22.381]  And soon, you will die.
[00:55:22.401 --> 00:55:30.269]  And the globalists think you're so stupid.
[00:55:31.249 --> 00:55:33.951]  That when you're all dying, you won't even notice it!
[00:55:34.231 --> 00:55:41.055]  We have a unique but rapidly shrinking window of opportunity to learn lessons and reset ourselves on a more sustainable path.
[00:55:42.016 --> 00:55:46.298]  It is an opportunity we have never had before, and may never have again.
[00:55:47.279 --> 00:55:53.183]  So we must use all the levers we have at our disposal, knowing that each and every one of us has a vital role to play.
[00:55:53.903 --> 00:56:01.471]   Now is the time to think what history ...would say about this crisis.
[00:56:02.071 --> 00:56:07.353]  And now is the time for all of us to define our own role.
[00:56:07.793 --> 00:56:15.876]  What is it that would make it so that history would look at this crisis as the great opportunity?
[00:56:16.376 --> 00:56:27.860]  But it's big corporations saying, we're going to shut down the world economy, consolidate it for the ultra-rich, and tell people we're doing it to save the Earth because carbon is evil.
[00:56:28.993 --> 00:56:32.156]  Even though all life on this planet is carbon-based.
[00:56:33.257 --> 00:56:36.500]  So Agenda 21's been going on for 30-something years.
[00:56:38.282 --> 00:56:44.548]  Since 1992 in Rio de Janeiro, when it became world law under George Herbert Walker Bush.
[00:56:45.009 --> 00:56:50.655]  The world has an opportunity to unite around a strong global agreement.
[00:56:51.536 --> 00:56:52.556]  Obama said he agreed it.
[00:56:52.597 --> 00:56:53.857]  The Senate didn't go along with it.
[00:56:54.437 --> 00:56:55.558]  Agenda 2030.
[00:56:55.698 --> 00:56:57.619]  You should go read it for yourself.
[00:56:58.039 --> 00:57:02.441]  And then everything they say that they're doing, they're doing the opposite.
[00:57:03.541 --> 00:57:06.743]  It's Sunday, July 7th, 2024.
[00:57:06.783 --> 00:57:10.545]  We have called you together to inform you that we are going to overthrow the United States government.
[00:57:10.845 --> 00:57:16.687]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[00:57:17.648 --> 00:57:20.169]  Do you still think that jet fuel brought down the World Trade Center?
[00:57:23.420 --> 00:57:24.703]  Does anybody else see a problem here?
[00:57:24.823 --> 00:57:32.178]  If the government has nothing to hide, why are they so afraid to answer a few questions?
[00:57:32.038 --> 00:57:47.038]   does not add up I'm on a mission to never forget
[00:57:47.038 --> 00:57:53.038]   3000 people that I've never met We want some answers and all that we get
[00:57:53.038 --> 00:58:04.038]   Some kind of shit about a terrorist threat Life, life, life, life, life, life, life
[00:58:04.038 --> 00:58:29.038]   Surprise, surprise Life, life, life, life, life, life
[00:58:29.038 --> 00:58:33.038]   I'm on a mission to take up the throne Ladies and gentlemen, we are back live
[00:58:33.038 --> 00:58:38.038]   broadcasting worldwide and I am your host Alex Jones
[00:58:38.175 --> 00:58:40.337]  Very honored and blessed to be here with you.
[00:58:42.618 --> 00:58:44.780]  Now I want to shift gears into other big subjects.
[00:58:44.820 --> 00:58:46.722]  I got more on Trump, more on the election.
[00:58:46.762 --> 00:58:49.023]  I'm going to get into the hurricane.
[00:58:49.484 --> 00:58:52.426]  I'm going to get into Russia and the big developments there with Ukraine.
[00:58:52.866 --> 00:58:56.249]  I'm going to get into just so much more.
[00:58:57.090 --> 00:59:01.090]   the big European elections coming up. But I wanted to air a compilation
[00:59:01.090 --> 00:59:09.970]   clip too, dealing with the history of what they've done to us
[00:59:09.970 --> 00:59:12.289]  and how they're about to try it again.
[00:59:12.515 --> 00:59:14.577]  So here is this important clip.
[00:59:16.078 --> 00:59:19.661]  President Trump wrote on Twitter, don't be afraid of COVID.
[00:59:19.681 --> 00:59:20.782]  Don't let it dominate your life.
[00:59:21.342 --> 00:59:22.623]  Don't let it dominate your life.
[00:59:23.023 --> 00:59:25.946]  In terms of responding to a comment like that, it's gross.
[00:59:26.354 --> 00:59:30.816]  It's okay to be afraid of COVID and it's okay that it's dominating your life.
[00:59:30.956 --> 00:59:33.157]  Everyone should be afraid of COVID.
[00:59:33.197 --> 00:59:36.018]  You shall know the truth and the truth shall set you free.
[00:59:36.379 --> 00:59:37.779]  I can't come in mom.
[00:59:38.440 --> 00:59:38.980]  It's there.
[00:59:39.220 --> 00:59:41.301]  It's because of this flu thing.
[00:59:41.401 --> 00:59:47.304]  We won't be free of this pandemic until we listen to the acknowledged truth.
[00:59:47.744 --> 00:59:49.605]  Listen to the scientists.
[00:59:50.145 --> 00:59:50.705]  Science is truth.
[00:59:50.805 --> 00:59:52.266]  You know, science is truth.
[00:59:52.526 --> 00:59:58.328]  What is the impact to public health when people are openly questioning the science?
[00:59:58.688 --> 01:00:01.369]  Now is the time to do what you're told.
[01:00:02.249 --> 01:00:09.352]  By not hearing the truth, by not listening to the scientists, they are prolonging how bad the economy will be.
[01:00:09.492 --> 01:00:14.374]  When I see somebody out in the world who's not wearing a mask, I instantly think, you are a threat.
[01:00:15.434 --> 01:00:19.135]  Or you are selfish, or you are a COVID denier, and you definitely haven't been vaccinated.
[01:00:22.555 --> 01:00:23.235]  Are you vaccinated?
[01:00:23.656 --> 01:00:25.776]  So why are you wearing the mask?
[01:00:26.116 --> 01:00:28.556]  Seek out the scientists and listen to their advice.
[01:00:28.817 --> 01:00:29.677]  Listen to the scientists.
[01:00:29.777 --> 01:00:31.157]  Listen to the scientists.
[01:00:31.297 --> 01:00:32.617]  Trust the experts.
[01:00:32.817 --> 01:00:35.618]  We're gonna trust science, we're gonna trust the experts.
[01:00:35.758 --> 01:00:38.038]  Parents who say, well I need to do my own research.
[01:00:38.298 --> 01:00:42.379]  Makes you think of that cartoon I saw of the tombstone that said, I did my own research.
[01:00:45.140 --> 01:00:50.865]  Republicans have given their voters license to believe whatever they want to believe.
[01:00:50.885 --> 01:00:53.847]  I heard somebody saying, listen to the scientists, do that.
[01:00:53.867 --> 01:00:54.968]  Let's listen to the scientists.
[01:00:59.571 --> 01:01:05.156]  That phrase, do your own research, it's popping up a lot in conversations about coronavirus and about COVID vaccines.
[01:01:05.316 --> 01:01:09.359]  Doing your own research, it seems so innocent, but it can have serious consequences.
[01:01:09.539 --> 01:01:10.960]  Rene, what are the roots of this phrase?
[01:01:11.000 --> 01:01:13.122]  I feel like I used to hear it around QAnon craziness.
[01:01:14.461 --> 01:01:16.461]  Come on!
[01:01:16.461 --> 01:01:18.461]  [shouting]
[01:01:18.461 --> 01:01:20.461]  Tase somebody over a mask.
[01:01:20.461 --> 01:01:22.461]  Tase this lady over not wearing a mask.
[01:01:22.461 --> 01:01:29.461]   If some jerk exposed my mother to COVID because they didn't want to wear a mask,
[01:01:29.461 --> 01:01:31.461]  I would want to kill them.
[01:01:31.461 --> 01:01:35.461]   We can watch the experts, but we shouldn't be listening to Trump,
[01:01:35.461 --> 01:01:37.461]  a non-medical professional.
[01:01:37.755 --> 01:01:39.496]  Well, the answer is listen to Bill Gates.
[01:01:39.576 --> 01:01:43.820]  Bill's right about a lot of things, and he set the steep learning curve in global health.
[01:01:43.900 --> 01:01:47.883]  And we're really seeing just how important it is to follow science.
[01:01:48.123 --> 01:01:51.264]  Yes, yes exactly and we need to listen to scientists.
[01:01:51.364 --> 01:01:55.386]  The idea that people are questioning the science behind the vaccine.
[01:01:55.466 --> 01:01:57.407]  The science checks out.
[01:01:57.707 --> 01:02:03.630]  Even if you don't believe in the science, you think you're tough enough and you're healthy enough and you're young enough, the scientists were right all along.
[01:02:03.650 --> 01:02:06.311]  Eventually the science catches up with you.
[01:02:06.571 --> 01:02:12.053]  Are we doing more harm than good by questioning the science behind J&J?
[01:02:12.113 --> 01:02:13.214]  Trust that vaccine.
[01:02:13.274 --> 01:02:14.194]  Trust the experts.
[01:02:14.874 --> 01:02:16.536]  Listen to the medical experts.
[01:02:16.736 --> 01:02:17.657]  Trust the experts.
[01:02:17.797 --> 01:02:22.000]  If you don't understand the science, you don't know what you're fighting, just let the experts speak.
[01:02:22.020 --> 01:02:24.462]  So maybe you should just shut up right now.
[01:02:24.482 --> 01:02:27.564]  You don't want to take advice from your golf buddy or from your aunt.
[01:02:27.785 --> 01:02:29.466]  You want to listen to the scientists.
[01:02:29.646 --> 01:02:32.208]  Can we all stop saying, I need to do my own research?
[01:02:32.288 --> 01:02:37.192]  You see the ultimate effects of what happens when you don't listen to the scientists.
[01:02:37.392 --> 01:02:39.814]  This isn't about being scared.
[01:02:40.034 --> 01:02:42.236]  This is about scaring us straight.
[01:02:42.316 --> 01:02:44.778]  Science, science, and science.
[01:02:45.158 --> 01:02:47.320]  Only listen to the scientist.
[01:02:47.540 --> 01:02:49.822]  If we follow science, imagine...
[01:02:51.007 --> 01:02:54.749]  Instead of staying locked up in their rooms, they're able to hug their grandchildren.
[01:02:54.769 --> 01:02:58.431]  This isn't about freedom, it's about freedom for your neighbors.
[01:02:58.651 --> 01:03:03.234]  You can give each other a hug as long as everyone is fully vaccinated.
[01:03:03.254 --> 01:03:05.094]  Listen to the scientists like the rest of us.
[01:03:05.395 --> 01:03:07.056]  We have to listen to the scientists.
[01:03:07.376 --> 01:03:08.897]  We'll listen to the scientists.
[01:03:09.197 --> 01:03:13.359]  Every scientist, every expert, listen to the experts.
[01:03:14.318 --> 01:03:17.318]  This is extremely dangerous to our democracy.
[01:03:17.318 --> 01:03:19.719]  This is extremely dangerous to our democracy.
[01:03:19.719 --> 01:03:22.219]  This is extremely dangerous to our democracy.
[01:03:22.219 --> 01:03:24.518]  This is extremely dangerous to our democracy.
[01:03:24.518 --> 01:03:26.918]  This is extremely dangerous to our democracy.
[01:03:26.918 --> 01:03:29.719]  This is extremely dangerous to our democracy.
[01:03:29.719 --> 01:03:32.318]  This is extremely dangerous to our democracy.
[01:03:32.318 --> 01:03:35.318]  This is extremely dangerous to our democracy.
[01:03:35.318 --> 01:03:37.818]  This is extremely dangerous to our democracy.
[01:03:37.818 --> 01:03:40.818]  This is extremely dangerous to our democracy.
[01:03:40.818 --> 01:03:43.818]  This is extremely dangerous to our democracy.
[01:03:43.818 --> 01:03:46.318]  This is extremely dangerous to our democracy.
[01:03:46.318 --> 01:03:49.318]  This is extremely dangerous to our democracy.
[01:03:49.318 --> 01:03:51.818]  This is extremely dangerous to our democracy.
[01:03:51.818 --> 01:03:54.318]  This is extremely dangerous to our democracy.
[01:03:54.429 --> 01:03:56.651]  This is extremely dangerous to our democracy.
[01:03:56.711 --> 01:04:04.676]  These MAGA Republicans who are maybe... Democracy is something I don't... They don't look at it the same way you and I look at democracy.
[01:04:06.136 --> 01:04:09.739]  Now the reason I take time out almost every show to play one of those clubs...
[01:04:10.928 --> 01:04:19.613]  Is because the same global corporations that created the fear, created the virus, created the poison shot, that's killed 35 million people now, they're planning to do it again.
[01:04:19.633 --> 01:04:20.394]  They've been admitting that.
[01:04:20.574 --> 01:04:21.915]  Oh, don't worry, we've got a new pandemic.
[01:04:21.955 --> 01:04:23.175]  You're going to submit to us.
[01:04:23.516 --> 01:04:27.038]  That's the jewel in the crown of world government, is viruses for control.
[01:04:28.993 --> 01:04:32.096]  So I harp on this because they don't want this discussed.
[01:04:32.116 --> 01:04:36.800]  Remember, it came out the White House, the CIA, the FBI were involved censoring during all this.
[01:04:37.580 --> 01:04:38.841]  They were going to keep this going forever.
[01:04:39.062 --> 01:04:40.223]  We beat them on this.
[01:04:40.323 --> 01:04:44.666]  And we've got to continue to go back and expose that because that controls the future.
[01:04:45.827 --> 01:04:47.769]  We're very close to Fauci being indicted.
[01:04:48.069 --> 01:04:50.011]  We're very close to Peter Daszak being indicted.
[01:04:50.231 --> 01:04:55.596]  And when those dominoes fall, the entire stinking evil house of cards comes down.
[01:04:57.076 --> 01:05:00.157]  Now back to the political news, and then I'll get to the other news.
[01:05:00.417 --> 01:05:01.497]  It's all political at the end of the day.
[01:05:02.358 --> 01:05:07.699]  Trump mocks Biden, encourages him to stay in race amid Democrat calls to drop out.
[01:05:11.340 --> 01:05:14.521]  Now, Trump is using reverse psychology there.
[01:05:15.381 --> 01:05:17.342]  Trump got caught last week.
[01:05:18.082 --> 01:05:21.983]  In fact, I sent this to you guys, but I sent it like Friday, so it wasn't my list.
[01:05:23.184 --> 01:05:28.644]   But Trump Trump calls Biden an old broken down pile of crap.
[01:05:29.545 --> 01:05:30.685]  And it's him on a golf cart.
[01:05:30.745 --> 01:05:32.166]  Pull it up, because I didn't see it in my list.
[01:05:32.406 --> 01:05:32.966]  I know it's in it.
[01:05:34.006 --> 01:05:35.807]  I put it on my ex-account, Ralph Alex Jones.
[01:05:36.527 --> 01:05:39.048]  Trump calls Biden a broken down pile of crap.
[01:05:40.169 --> 01:05:45.771]  And Trump pulls up to give tips to the Greens keepers.
[01:05:45.791 --> 01:05:49.953]  Because he doesn't just give tips to his caddy.
[01:05:50.453 --> 01:05:51.874]  He just hands out $100 bills everywhere.
[01:05:51.914 --> 01:05:52.374]  It's well known.
[01:05:52.934 --> 01:05:54.895]  And he pulls out a stack of $100 and starts handing them out.
[01:05:56.150 --> 01:05:59.192]  And that's the headline you search for.
[01:05:59.272 --> 01:06:05.015]  Trump calls Biden a broken down pile of crap and Kamala Harris an effing joke.
[01:06:05.596 --> 01:06:07.437]  And the left said, oh, you should resign over this.
[01:06:07.497 --> 01:06:08.518]  No, he'll say it publicly.
[01:06:09.918 --> 01:06:10.999]  But the point is, there it is.
[01:06:11.019 --> 01:06:15.702]  Trump calls Biden broken down and claims he quit 2024 race in leaked video.
[01:06:20.125 --> 01:06:20.345]  So.
[01:06:22.682 --> 01:06:28.065]  Again, Trump thinks, he says it in the video, he goes, Kamala is even easier to beat than Biden.
[01:06:29.445 --> 01:06:34.228]  I hope Biden steps down and goes, in fact, here he is, which is the intel I told you last week, too.
[01:06:34.948 --> 01:06:36.009]  We're getting some of the same intel.
[01:06:37.329 --> 01:06:50.476]  But a lot of the campaign folks that I agree with, partially, I'm not saying they're totally right, have said he's overconfident about Kamala and how stupid she is, but she's a new face and has less baggage and can read off a teleprompter.
[01:06:51.300 --> 01:06:55.983]  So Trump is using reverse psychology here.
[01:06:56.664 --> 01:07:03.449]  Trump mocks Biden, encourages him to stay in the race, amid Democrat calls to drop out.
[01:07:07.411 --> 01:07:08.332]  Now he's doing that.
[01:07:09.493 --> 01:07:18.119]  So when the Democrats hear that he wants Biden, that's how Trump's brain works, they will then go get rid of Biden and he'll have Kamala.
[01:07:19.071 --> 01:07:20.592]  I'm not saying he's made a mistake.
[01:07:21.233 --> 01:07:23.794]  I'm just saying that I don't think we know there.
[01:07:26.056 --> 01:07:28.838]  So that's a very, very, very important clip.
[01:07:28.878 --> 01:07:29.999]  Let me know when you get that, guys.
[01:07:30.059 --> 01:07:30.299]  Okay?
[01:07:31.340 --> 01:07:40.166]  Just go to X, type in Trump, broken down pile of crap, or go to My X from Friday, and it's on The Real Alex Jones.
[01:07:40.746 --> 01:07:41.607]  We're going to play that clip.
[01:07:42.548 --> 01:07:43.468]  Or I'll find it if you need it.
[01:07:43.488 --> 01:07:45.330]  If you guys can't find it, let me know.
[01:07:45.350 --> 01:07:45.930]  I understand.
[01:07:45.950 --> 01:07:46.731]  I will find it.
[01:07:46.851 --> 01:07:47.331]  I will give it to you.
[01:07:50.066 --> 01:07:50.826]  All right, continuing.
[01:07:52.287 --> 01:07:58.008]  Trump fundraising committee teases first event with Vice President pick at GOP convention.
[01:08:00.489 --> 01:08:08.071]  They're going to have the event July 17th, where Trump will announce his VP, and the word is he's narrowed it down to three people.
[01:08:08.531 --> 01:08:08.811]  J.D.
[01:08:08.851 --> 01:08:11.912]  Vance, Ben Carson, and one other.
[01:08:12.712 --> 01:08:16.733]  Trump granted delay in classified documents case for another month.
[01:08:18.029 --> 01:08:21.372]  There's all the fraud coming out, the falsification of evidence.
[01:08:23.974 --> 01:08:26.476]  The big question is, is Ben Carson the next VP pick?
[01:08:26.577 --> 01:08:27.617]  I think he'd be a great one.
[01:08:27.878 --> 01:08:28.999]  He's trustworthy, he's smart.
[01:08:31.541 --> 01:08:33.242]  You guys just popped my ear, but I didn't hear what you said.
[01:08:35.624 --> 01:08:36.145]  Clip ready.
[01:08:36.625 --> 01:08:38.347]  All right, here is the clip of Trump.
[01:08:39.924 --> 01:08:41.346]  How'd they do with the rebate the other night?
[01:08:41.446 --> 01:08:42.588]  Oh, amazing.
[01:08:42.608 --> 01:08:44.270]  That old broken down pile of crap.
[01:08:44.490 --> 01:08:45.612]  Yeah, it's a bad guy.
[01:08:45.632 --> 01:08:47.334]  He just quit, you know, he's quitting the rest.
[01:08:47.535 --> 01:08:48.035]  Is that right?
[01:08:48.175 --> 01:08:50.038]  Yep, I got him out of the race.
[01:08:50.178 --> 01:08:51.360]  And that means we have Kamala.
[01:08:52.361 --> 01:08:53.423]  I think she's gonna be better.
