[00:00:59.-200 --> 00:00:03.799]  [MUSIC PLAYING]
[00:45:40.791 --> 00:45:44.134]  You know, you go to a Buc-ee's gas station, gotta love them.
[00:45:44.394 --> 00:45:46.316]  Big, huge, giant gas station, looks like a Walmart.
[00:45:47.574 --> 00:45:51.395]  And they'll have a row of like 6, 7, 8, 9, 10 charging stations back at the back.
[00:45:51.895 --> 00:45:54.436]  And you pull in, there's usually one or two cars getting charged.
[00:45:54.456 --> 00:46:00.018]  And you'll have 50 gas pumps and 50 ice machines and barbecue inside.
[00:46:00.098 --> 00:46:00.758]  I'm getting hungry.
[00:46:00.778 --> 00:46:01.878]  And all the rest of it.
[00:46:04.939 --> 00:46:08.540]  There really wasn't even a need for these charging stations because the gas stations put them in.
[00:46:08.960 --> 00:46:10.080]  Elon Musk put a bunch in.
[00:46:12.221 --> 00:46:13.061]  Car makers put them in.
[00:46:13.101 --> 00:46:15.362]  But they were going to put in EV stations everywhere.
[00:46:16.923 --> 00:46:19.665]  For $100,000 a pop.
[00:46:20.105 --> 00:46:31.873]  Now, which is overpaying, now it's a billion plus dollars per charging station and he was confronted about it.
[00:46:31.913 --> 00:46:32.414]  Here's the clip.
[00:46:33.700 --> 00:46:42.571]  The Federal Highway Administration says only 7 or 8 charging stations have been produced with a $7.5 billion investment that taxpayers made back in 2021.
[00:46:43.592 --> 00:46:45.194]  Why isn't that happening more quickly?
[00:46:45.375 --> 00:46:48.779]  So the President's goal is to have half a million chargers up by the end of this decade.
[00:46:49.019 --> 00:46:54.182]  Now, in order to do a charger, it's more than just plunking a small device into the ground.
[00:46:54.222 --> 00:46:59.104]  There's utility work, and this is also really a new category of federal investment.
[00:46:59.424 --> 00:47:01.726]  But we've been working with each of the 50 states.
[00:47:01.846 --> 00:47:04.427]  Every one of them is getting formula dollars to do this work.
[00:47:05.107 --> 00:47:06.648]  Seven or eight, though?
[00:47:06.668 --> 00:47:09.049]  Engaging them in the first handful.
[00:47:09.069 --> 00:47:09.790]  Again, by 2030, 500,000 chargers.
[00:47:10.110 --> 00:47:13.912]  And the very first handful of chargers are now already being physically built.
[00:47:15.034 --> 00:47:18.235]  Now you notice I said 100,000 or 10,000.
[00:47:18.975 --> 00:47:20.936]  They promised to build 10,000 the first year.
[00:47:21.456 --> 00:47:22.317]  That was three years ago.
[00:47:23.517 --> 00:47:24.578]  Seven or eight were built.
[00:47:25.598 --> 00:47:26.938]  And that's all pure crap.
[00:47:27.239 --> 00:47:29.579]  There's big power lines on all the highways.
[00:47:29.599 --> 00:47:30.860]  They got plenty of places to put them.
[00:47:31.300 --> 00:47:32.521]  Private investors were able to do it.
[00:47:32.901 --> 00:47:33.961]  They decided not to do it.
[00:47:34.461 --> 00:47:35.302]  Where'd the money go?
[00:47:35.342 --> 00:47:41.024]  Well, if you look at who does the windmills, who does the charging stations, it's pure boondoggles to the Democratic Party.
[00:47:41.724 --> 00:47:49.668]  Remember the head of the Department of Energy testified she had no energy stock and she's heavily invested and on the boards of major companies is making tens of millions herself a year?
[00:47:50.148 --> 00:47:51.509]  It's a giant scam.
[00:47:51.809 --> 00:47:55.511]  But Booty Judge or Booty Juice wasn't done there.
[00:47:55.611 --> 00:48:04.615]  He now is blaming the Boeing aircraft and the doors coming off and turbulence that's always been there on global warming.
[00:48:07.093 --> 00:48:11.516]  The effects of climate change are already upon us in terms of our transportation.
[00:48:11.596 --> 00:48:28.649]  We've seen that in the form of everything from heat waves that shouldn't statistically even be possible, threatening to melt the cables of transit systems in the Pacific Northwest, to hurricane seasons becoming more and more extreme, and indications that turbulence is up by about 15%.
[00:48:31.511 --> 00:48:36.816]  All pure crap, but they are engaged in a lot of weather weapon behavior, and there is some weird weather going on.
[00:48:36.856 --> 00:48:38.157]  What is paying a carbon tax do?
[00:48:38.457 --> 00:48:39.718]  What is shutting off U.S.
[00:48:39.758 --> 00:48:45.383]  coal plants they're totally clean do, when China has thousands they're building every few years, they're totally dirty?
[00:48:45.743 --> 00:48:46.363]  It does nothing.
[00:48:46.424 --> 00:48:48.605]  It's all a giant power grab.
[00:48:49.046 --> 00:48:50.347]  It's all a huge lie.
[00:48:50.507 --> 00:48:50.827]  Okay.
[00:48:51.828 --> 00:48:52.709]  Hour number two.
[00:48:54.189 --> 00:48:56.571]  This is not a spectator sport, folks.
[00:48:57.032 --> 00:48:57.452]  I love you.
[00:48:57.692 --> 00:48:58.413]  You are awesome.
[00:48:58.453 --> 00:48:59.294]  You care to tune in.
[00:48:59.334 --> 00:49:00.375]  You are the tip of the spear.
[00:49:00.395 --> 00:49:06.320]  Are you going to share the live feed from InfoWars.com forward slash show or band out video or the feed from Real Alex Jones?
[00:49:07.001 --> 00:49:08.982]  There's a video feed right there of tonight's show.
[00:49:09.183 --> 00:49:13.767]  Let's put up the headline if we can from X. Real Alex Jones live show feed.
[00:49:15.488 --> 00:49:19.093]   Federal agency prepares to Bring back the national draft.
[00:49:19.534 --> 00:49:20.314]  That's the headline.
[00:49:20.394 --> 00:49:27.256]  Take that, retweet it, repost it, send it on your email list, send it on your text message, tell people word of mouth.
[00:49:28.536 --> 00:49:33.177]  Sunday live, Federal Agency prepares for return of military draft as NATO announces plans to bomb Russia.
[00:49:34.958 --> 00:49:38.159]  That is coming up next hour.
[00:49:38.179 --> 00:49:45.041]  We're going to go over all the documents, the admissions, the preparations, and NATO saying, yeah, we're going to start bombing Russia.
[00:49:46.223 --> 00:49:49.765]  This is so crazy, I can't even believe I'm saying it, it's so wild.
[00:49:49.825 --> 00:49:51.605]  And then, another tranny!
[00:49:52.646 --> 00:49:56.308]  The last 15 or so mass shootings have been all trannies.
[00:49:57.668 --> 00:50:05.672]  Now multiple stabbing attacks at a movie theater, one other place, and the media tried to cover it up, but the person on their own Instagram and Facebook says, I am a woman.
[00:50:06.681 --> 00:50:08.542]  We're going to be covering that coming up.
[00:50:09.342 --> 00:50:11.643]  And so much more next hour.
[00:50:12.163 --> 00:50:14.264]  The second hour is absolutely critical.
[00:50:14.284 --> 00:50:15.565]  I want to thank you all for joining us.
[00:50:15.585 --> 00:50:17.565]  I want to thank the crew for the great job they're doing.
[00:50:17.585 --> 00:50:25.729]  And then after the next hour ends, Chase Geyser takes over Saturday Night Live with tons of news, your calls, and so much more.
[00:50:25.809 --> 00:50:28.130]  And then, Lord willing, I'll be back tomorrow at 11 a.m.
[00:50:28.170 --> 00:50:31.671]  Central, right after American Journal with Harrison Smith.
[00:50:32.071 --> 00:50:39.307]   But before we go to break, remember, We have a good chance to keep InfoWars on the air, but if the funds aren't there, it won't happen.
[00:50:39.627 --> 00:50:41.028]  Go to InfoWarsTore.com.
[00:50:41.068 --> 00:50:57.737]  Get great products like Nitric Boost, X3 Iodine, Ultimate Fish Oil, 40% off, Body's Ultimate Turmeric Formula, t-shirts, books, films, a copy, signed or unsigned, of my two latest books, The Great Reset and The War for the World, or The Great Awakening, the newest.
[00:50:58.598 --> 00:51:00.740]  The plan to defeat the globalists and launch the next great renaissance.
[00:51:01.140 --> 00:51:01.981]  Get a signed copy.
[00:51:02.001 --> 00:51:02.741]  It's a fundraiser.
[00:51:02.781 --> 00:51:03.462]  Get an unsigned copy.
[00:51:03.482 --> 00:51:09.727]  Whatever you do, get one at InfoWarsStore.com or call toll-free, 888-253-3139.
[00:51:10.087 --> 00:51:13.370]  And then, DrJonesNaturals.com.
[00:51:13.470 --> 00:51:15.031]  Next level foundational energy.
[00:51:15.432 --> 00:51:16.993]  All the nano silver products.
[00:51:17.033 --> 00:51:19.795]  The wound gel, the immune gargle, the toothpaste.
[00:51:19.915 --> 00:51:20.736]  All fluoride free.
[00:51:20.856 --> 00:51:21.496]  All incredible.
[00:51:21.957 --> 00:51:23.118]  The Rocket Rest.
[00:51:23.258 --> 00:51:24.819]  Deep, amazing sleep aid.
[00:51:25.199 --> 00:51:26.380]  The Cabochill.
[00:51:27.978 --> 00:51:38.331]  Top Brain, Incredible Nootropic, and a limited run of your fan favorites out there like The Next Level, Ultimate Fizzy Magnesium.
[00:51:38.411 --> 00:51:41.736]  It's all there at drjonesnaturals.com.
[00:51:43.177 --> 00:51:45.659]  It's a straight-up donation, plus you get great products.
[00:51:45.719 --> 00:51:46.800]  That's why you need to go there.
[00:51:46.840 --> 00:51:51.963]  If you support us, want to continue to keep me on the air one way or another, then that's what I need you to do.
[00:51:52.324 --> 00:51:53.344]  Take action now.
[00:51:53.384 --> 00:51:55.866]  Go to drjonesnaturals.com.
[00:51:56.486 --> 00:52:01.250]  So many other great products like Primal, oh my gosh, Fibergreens.
[00:52:01.730 --> 00:52:02.731]  They're all back in stock.
[00:52:03.111 --> 00:52:04.012]  drjonesnaturals.com.
[00:52:08.305 --> 00:52:13.727]  To keep my broadcast on air, it is more critical than ever that you support our sponsors.
[00:52:14.387 --> 00:52:19.148]  And many of the great products that have been available for years at InfoWarsTore.com are no longer available there.
[00:52:19.348 --> 00:52:22.929]  They're exclusively available at DrJonesNaturals.com.
[00:52:23.269 --> 00:52:25.170]  The URL is below on screen.
[00:52:25.770 --> 00:52:34.535]  All of the patented nano silver products like the toothpaste and the wound gel and the immune gargle are there at DrJonesNaturals.com.
[00:52:34.975 --> 00:52:45.900]  And many other amazing products like a super high quality organic multivitamin, next level foundational energy, KavaChill, RocketRest, TopBrain, the list goes on and on.
[00:52:46.341 --> 00:52:54.685]  Please visit DrJonesNaturals.com today or visit the link below and support the broadcast while getting amazing products at the same time.
[00:52:55.285 --> 00:52:59.909]  Thank you so much for your past support, and I'm encouraging you now to go to DrJonesNaturals.com.
[00:53:00.169 --> 00:53:03.992]  It's critical to keeping my broadcast on the air, plus their amazing products.
[00:53:04.352 --> 00:53:05.133]  Thank you for your support.
[00:53:05.213 --> 00:53:21.553]  Now, please take action by going to drjonesnaturals.com today and checking out the amazing products.
[00:53:21.629 --> 00:53:24.391]  And for decades, we were called conspiracy theorists.
[00:53:24.951 --> 00:53:33.616]  But in 2016, while serving as director of the CIA, John Brennan admitted that chemtrails are real at the Council on Foreign Relations.
[00:53:34.116 --> 00:53:43.242]  Another example is the array of technologies, often referred to collectively as geoengineering, that potentially could help reverse the warming effects of global climate change.
[00:53:44.282 --> 00:53:57.631]  One that has gained my personal attention is stratospheric aerosol injection, or SAI, a method of seeding the stratosphere with particles that can help reflect the sun's heat in much the same way that volcanic eruptions do.
[00:53:58.860 --> 00:54:09.322]  An SAI program could limit global temperature increases, reducing some risks associated with higher temperatures and providing the world economy additional time to transition from fossil fuels.
[00:54:10.423 --> 00:54:12.403]  This process is also relatively inexpensive.
[00:54:13.003 --> 00:54:18.845]  The National Research Council estimates that a fully deployed SAI program would cost about $10 billion yearly.
[00:54:20.529 --> 00:54:29.857]  In 2007, it was announced that nano-sized particles, known as smart dust, can be dispersed over the battlefield via aerial spraying.
[00:54:30.578 --> 00:54:36.643]  The military has contracted several multinational corporations to develop wearable biosensors.
[00:54:37.424 --> 00:54:51.636]  Biosensors and smart dust can become something known as body dust that can spread inside the human body as an active network capable to provide telemetry from inside the body for the use of monitoring humans.
[00:54:52.844 --> 00:54:58.747]  There is a patent for using polyethylene glycol derivatives as a way to modify the weather.
[00:54:59.227 --> 00:55:03.790]  The same substances used in the COVID-19 lipid nanoparticles.
[00:55:04.430 --> 00:55:11.274]  These polymers can be integrated with biosensors and soft robotics for smart materials.
[00:55:11.874 --> 00:55:14.596]  Materials that can be modified by external stimuli.
[00:55:15.476 --> 00:55:26.918]  Soft Robotics is a subfield of robotics that utilizes compliant materials rather than rigid ones, such as the hydrogels found in the experimental COVID shots.
[00:55:27.739 --> 00:55:37.841]  DuPont is manufacturing elastomers for fast-moving soft robots and have developed the fastest DEA-driven soft robots ever reported.
[00:55:38.621 --> 00:55:45.185]  Designed for biosensing, interacting with biological entities, and actuating on a cellular level.
[00:55:45.986 --> 00:56:07.660]  In her recent article, Smart Dust, Biosensors, Polymers for Geoengineering, and the Multinational Corporations that Manufacture Them, Dr. Ana Maria Milchia points out that these are the transhumanist technologies that will be giving AI enormous amounts of data, as Bill Gates said, to understand 100 trillion organisms.
[00:56:08.821 --> 00:56:26.192]  She also points out the important fact that the elastomers being fabricated by DuPont for this soft robot technology are made of the exact same chemicals found when analyzing the mesogens, a compound that displays liquid crystal properties, found in targeted individuals.
[00:56:27.092 --> 00:56:32.636]  And they appear to be the same compounds she found in the blood of the vaxxed as well as the blood of the unvaxxed.
[00:56:33.476 --> 00:56:39.996]  Which appear to be the same structures used as part of electronic circuitry in self-assembly nanotechnology.
[00:56:41.428 --> 00:56:50.694]  SmartDust is a system of tiny micro-electromechanical systems that can detect light, temperature, vibration, magnetism, or chemicals.
[00:56:51.355 --> 00:57:06.545]  They are operated wirelessly on a computer network, can be used for medical or military surveillance purposes, and can be dispersed through the air via chemtrails, which would greatly go unnoticed by the sleeping masses who have come to accept them.
[00:57:07.506 --> 00:57:20.210]  When combined with the messaging soft robot technology, which has already been found in several blood samples of unwitting victims, they could create a means of monitoring and controlling the entire human population.
[00:57:21.530 --> 00:57:24.031]  Reporting for InfoWars, this is Greg Reese.
[00:57:26.831 --> 00:57:27.932]  Alright folks, we're live.
[00:57:27.992 --> 00:57:28.732]  It's Sunday night.
[00:57:29.212 --> 00:57:33.573]  I am absolutely bloated for bear on the World War III subject.
[00:57:33.633 --> 00:57:35.674]  I know we harp on this, but it's getting closer.
[00:57:36.647 --> 00:57:37.848]  And closer and closer.
[00:57:37.888 --> 00:57:42.170]  We are so deep into this and you say, well that's crazy, why would they do that?
[00:57:43.091 --> 00:57:44.992]  They're doing that because they're desperate.
[00:57:45.533 --> 00:57:47.934]  They need a great reset with all that's going on.
[00:57:48.835 --> 00:57:50.255]  That's exactly why they're doing it.
[00:57:50.576 --> 00:57:58.701]  They believe they'll be able to manage a giant war and we'll get in line when our sons and daughters, daughters now, as well are being shipped off to the National Draft.
[00:57:59.482 --> 00:58:00.862]  We're going to cover it all right now.
[00:58:01.422 --> 00:58:01.963]  Stay with us.
[00:58:01.983 --> 00:58:03.703]  We join some stations in 60 seconds.
[00:58:04.323 --> 00:58:07.584]  InfoWars.com, Portslough Show, Band-Op Video, and we're Alex Jones on X.
[00:58:09.885 --> 00:58:16.406]  ...on nuclear weapons is that when the president gives the order, it must be followed.
[00:58:16.746 --> 00:58:24.388]  There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so.
[00:58:24.488 --> 00:58:26.589]  As president, I will make it clear.
[00:58:27.469 --> 00:58:32.213]  That the United States will treat cyber attacks just like any other attack.
[00:58:32.773 --> 00:58:38.138]  We will be ready with serious political, economic, and military responses.
[00:58:38.198 --> 00:58:41.300]  They're voting for peace on planet Earth if they vote for Trump.
[00:58:41.581 --> 00:58:44.563]  But if they vote for Hillary, it's war.
[00:58:44.603 --> 00:58:47.185]  We came, we saw, he died.
[00:58:49.557 --> 00:58:51.599]  With her, you'll end up in World War III.
[00:58:51.939 --> 00:58:55.183]  I want the Iranians to know that if I'm the President, we will attack Iran.
[00:58:55.623 --> 00:59:03.511]  Right now, Senator, for us to control all of the airspace in Syria would require us to go to war against Syria and Russia.
[00:59:05.438 --> 00:59:05.898]  The U.S.
[00:59:05.938 --> 00:59:09.561]  military has just raised the threat level to DEFCON 2.
[00:59:09.921 --> 00:59:17.546]  Meanwhile, Hillary Clinton is still threatening Russia with military action following unconfirmed reports of further hacking.
[00:59:17.907 --> 00:59:20.468]  It's like she's not even concerned about the repercussions.
[00:59:20.628 --> 00:59:23.470]  Of course not, because she's... Really loud noise.
[00:59:23.991 --> 00:59:28.994]  Alright, looks like we're having a little bit of technical difficulties.
[00:59:29.014 --> 00:59:31.236]  We'll try to get Leanne back on in a few minutes.
[00:59:34.874 --> 00:59:39.874]  When the President gives the order, it must be followed.
[01:00:02.874 --> 01:00:05.874]  Vote November 8th, like your life depends on it.
[01:00:05.874 --> 01:00:08.874]  (upbeat rock music)
[01:00:09.602 --> 01:00:10.402]  That's from eight years ago.
[01:00:10.422 --> 01:00:15.164]  From the front lines of the Information War, it's Alex Jones.
[01:00:17.545 --> 01:00:25.808]  Well, in the 1960s and 70s, the rich people didn't send their kids to Vietnam, or they were like Senator Blumenthal, they just were Marines that worked at the U.S.
[01:00:25.828 --> 01:00:26.228]  Capitol.
[01:00:26.788 --> 01:00:27.489]  Stolen valor.
[01:00:28.589 --> 01:00:30.450]  Played as a combat vet, never was in Vietnam.
[01:00:31.792 --> 01:00:32.853]  Now they want to tread on you.
[01:00:32.873 --> 01:00:34.053]  They want to take your children.
[01:00:34.073 --> 01:00:36.275]  They want to feed them into a meat grinder.
[01:00:37.576 --> 01:00:42.179]  Selective Service is moving to register all young people, men and women, because we're fair now.
[01:00:42.759 --> 01:00:43.279]  We're liberal.
[01:00:43.299 --> 01:00:45.881]  No difference between men and women.
[01:00:46.722 --> 01:00:47.382]  For war.
[01:00:48.323 --> 01:00:50.144]  All over Europe they're announcing conscription.
[01:00:50.864 --> 01:00:53.344]  being prepared in a new war economy.
[01:00:53.344 --> 01:01:05.664]   While storm shadow missiles provided by the UK and similar missiles by the US and France and Germany rain down inside Russia.
[01:01:05.664 --> 01:01:17.264]  Hundreds of refineries blown up, bases hit, civilian infrastructure.
[01:01:17.479 --> 01:01:18.599]  What is Russia going to do?
[01:01:18.759 --> 01:01:20.759]  Well, just like World War II, they're going to roll their sleeves up.
[01:01:20.759 --> 01:01:36.759]   They blew up the Nord Stream pipeline, blamed Russia for it a year and a half ago, and now in mainstream media they admit the West did it.
[01:01:36.759 --> 01:01:37.599]  Get it!
[01:01:38.493 --> 01:01:39.655]  Welcome to the Shadow War!
[01:01:41.718 --> 01:01:42.838]  Don't tread on me!
[01:01:42.838 --> 01:01:46.478]  Don't tread on me!
[01:01:46.478 --> 01:01:58.838]   Love it or leave it, she was the deadly bite Quick as the blue tongue, force of the lightning strike
[01:01:59.147 --> 01:02:00.367]  Shining with brightness!
[01:02:01.128 --> 01:02:02.628]  Always in surveillance!
[01:02:03.409 --> 01:02:06.230]  We are never alone!
[01:02:06.430 --> 01:02:08.091]  Infamous vigilance!
[01:02:09.011 --> 01:02:11.132]  No, no, no, no!
[01:02:11.232 --> 01:02:13.033]  It's enough for a man!
[01:02:14.614 --> 01:02:15.454]  Never starts it!
[01:02:17.355 --> 01:02:18.076]  So be it!
[01:02:18.416 --> 01:02:19.256]  Always finishes it!
[01:02:19.656 --> 01:02:20.777]  Dread no more!
[01:02:21.477 --> 01:02:22.398]  To secure pieces!
[01:02:22.558 --> 01:02:24.919]  To prepare for!
[01:02:27.981 --> 01:02:31.183]  Alright, ladies and gentlemen, we have been sleepwalking into Armageddon.
[01:02:31.704 --> 01:02:56.802]  You know the history, you don't need to repeat it, but ten years ago, the CIA, Victoria Nuland, George Soros, openly bragged on CNN that they overthrew the government, started attacking Russians inside Ukraine, started shelling inside Russia, thumping Putin in the nose, where the hardliners were putting major pressure on Putin as being a wimp.
[01:02:58.251 --> 01:02:59.612]  And then attacks inside Russia.
[01:03:01.473 --> 01:03:02.074]  Over and over again.
[01:03:02.714 --> 01:03:03.235]  Thump the nose.
[01:03:03.255 --> 01:03:06.818]  I was being bad or was rude at the dinner table.
[01:03:07.418 --> 01:03:09.360]  My dad would just thump me on the nose.
[01:03:09.380 --> 01:03:10.460]  He could thump really hard.
[01:03:11.581 --> 01:03:12.442]  Don't get my attention.
[01:03:12.482 --> 01:03:13.623]  My uncle could thump even harder.
[01:03:13.663 --> 01:03:15.024]  He'd thump me right in the head sometimes.
[01:03:15.344 --> 01:03:15.785]  Bam!
[01:03:17.086 --> 01:03:19.147]  Well, it's a little bit more than a thump in the nose.
[01:03:19.948 --> 01:03:22.009]  And they finally got what they wanted with the Russians.
[01:03:23.270 --> 01:03:26.273]  Now they try to assassinate Pico.
[01:03:27.912 --> 01:03:30.493]  Because he was against the war there in Slovakia.
[01:03:32.335 --> 01:03:34.476]  It's going down, folks, and it's going down quick.
[01:03:35.957 --> 01:03:52.006]  And you've got Stoltenberg, the head of NATO, two weeks ago and again on Friday saying, yes, we're going to supply more heavy weapons, not hundreds, as they've been doing every few months, but thousands of heavy cruise missiles that can hit Moscow.
[01:03:55.936 --> 01:04:04.159]  And Russia has said, if you continue to do that, we will start attacking NATO bases outside of Ukraine.
[01:04:06.239 --> 01:04:08.640]  Let's just see in the pissing contest what happens.
[01:04:10.121 --> 01:04:16.823]  So Biden and the criminals can launder money, because they're mad at the Russians, they won't cut their son's pee-pees off like we will.
[01:04:20.204 --> 01:04:26.969]   And I've seen Democrats for a decade Say, oh, we ought to bring a draft back and have women.
[01:04:27.009 --> 01:04:27.770]  It's so fair.
[01:04:27.790 --> 01:04:29.351]  It'll teach you government service.
[01:04:30.232 --> 01:04:33.975]  She can be a homeless person and take fentanyl all day and lay around her illegal alien and everything free.
[01:04:34.916 --> 01:04:35.596]  Cover that in a moment.
[01:04:37.778 --> 01:04:40.420]  But if you're a citizen, we're going to conscript you.
[01:04:41.821 --> 01:04:45.505]  And we're going to send you to Ukraine to fight the Russians.
[01:04:46.706 --> 01:04:48.487]  My son is 21 years old.
[01:04:48.527 --> 01:04:48.827]  About to be 22.
[01:04:53.319 --> 01:04:55.040]  But hell, he's not the only one on the chopping block.
[01:04:55.901 --> 01:05:03.647]  My dear darling Charlotte, 20 years old, does a great job in the job she's got.
[01:05:03.667 --> 01:05:05.028]  I'm not going to say what job she's got.
[01:05:06.169 --> 01:05:08.931]  She does a great job helping people while she goes to college.
[01:05:11.052 --> 01:05:12.974]  And boy, you want to punch my buttons.
[01:05:13.014 --> 01:05:14.235]  You finally found one to punch.
[01:05:15.636 --> 01:05:20.920]  My children are going to go fight the Russians over my dead body.
[01:05:23.429 --> 01:05:28.709]  Now if they want to sign up and go do it, they can, but they're awake and they're not afraid.
[01:05:28.709 --> 01:05:38.628]  But they don't want to waste their life for the new world order.
[01:05:38.921 --> 01:05:45.526]  And so that's a debate we have to start happening because we always think we're in a free society and the draft's back in the 70s and it's not here.
[01:05:45.966 --> 01:05:49.089]  It's being proposed everywhere and they're preparing for it.
[01:05:50.814 --> 01:05:52.035]  So what do you make of them apples?
[01:05:52.355 --> 01:05:53.255]  Here's some of the headlines.
[01:05:53.375 --> 01:05:53.716]  Watch.
[01:05:54.176 --> 01:05:55.056]  I'll play the clip in a moment.
[01:05:55.217 --> 01:05:56.617]  This is a respected British PM.
[01:05:56.637 --> 01:05:57.358]  He's been in the meetings.
[01:05:57.938 --> 01:05:59.799]  West is actually at war with Russia now.
[01:05:59.839 --> 01:06:00.900]  They just haven't told you yet.
[01:06:01.180 --> 01:06:02.301]  I've been telling you that for two years.
[01:06:04.942 --> 01:06:05.583]  Video of this.
[01:06:06.083 --> 01:06:08.404]  Let Ukraine freely strike Russia with Western arms.
[01:06:08.484 --> 01:06:09.065]  NATO chief.
[01:06:09.405 --> 01:06:13.087]  When it's actually Western technicians launching the cruise missiles and other weapons.
[01:06:15.248 --> 01:06:20.760]   US strike on Russian targets would start of World War, Medvedev says.
[01:06:22.741 --> 01:06:32.205]  Deputy Chair of Russia's Security Council made remarks after Polish Foreign Minister claimed Washington had threatened to conduct such a strike should Russia use nuclear weapons in Ukraine.
[01:06:32.225 --> 01:06:32.745]  What does that mean?
[01:06:34.246 --> 01:06:35.467]  They're already striking Russia.
[01:06:37.187 --> 01:06:42.430]  Here's the article on the BBC, mandatory national service would get young people out of their bubble.
[01:06:44.042 --> 01:06:52.527]  National Service would engage young people in society, again, with too many living in their own bubble, said Home Secretary James Cleverly, told the BBC.
[01:06:52.607 --> 01:07:03.774]  The conservatives have pledged that if they win the general election, 18-year-olds will have to take part in a scheme involving military or non-military service to address the fragmentation of society.
[01:07:04.055 --> 01:07:07.757]  So they fragment society, then come in with tyranny to try to fix it.
[01:07:08.658 --> 01:07:15.140]   They break the vase, then they're the superglue, and they rebuild the Nation in the way they see fit.
[01:07:15.781 --> 01:07:20.044]  Lawmakers want to automate selective service registration for military draft.
[01:07:20.544 --> 01:07:21.845]  It's up on InfoWars.com.
[01:07:22.205 --> 01:07:27.169]  House lawmakers considering a plan to automate selective service registration for all men.
[01:07:27.189 --> 01:07:28.290]  Oh, how discriminatory!
[01:07:29.716 --> 01:07:39.263]  Democrats are proposing women as well, when they reach the age of 18, making the process of national draft easier and eliminating potential consequences associated with manual filing of the paperwork.
[01:07:39.823 --> 01:07:40.324]  That's right.
[01:07:40.344 --> 01:07:42.045]  They'll sign you up right away.
[01:07:42.505 --> 01:07:57.416]  The new draft of the House Armed Services Committee, I guess pun intended, the new draft of the House Armed Services Committee annual defense authorization bill would mandate all men between the ages of 18 and 26 should be automatically registered in the Selective Service System.
[01:07:58.968 --> 01:08:10.657]  The Selective Service System hasn't been used for over half a century since the Vietnam War, but men who fail to register face various penalties, including forfeiture and eligibility for federal programs or even jail time.
[01:08:12.678 --> 01:08:13.979]  Well, just claim you're a woman.
[01:08:14.019 --> 01:08:15.480]  I guess that's going to come in handy.
[01:08:15.741 --> 01:08:18.483]  America is actually preparing for war with China.
[01:08:18.563 --> 01:08:19.183]  War Games.
[01:08:19.243 --> 01:08:20.004]  Daily Mail.
[01:08:20.764 --> 01:08:25.488]  With China encircling Taiwan in a blockade that's still ongoing.
[01:08:28.248 --> 01:08:29.629]  And it goes on and on.
[01:08:29.729 --> 01:08:31.911]  Gigi Ping's recipe for total control.
[01:08:32.150 --> 01:08:41.150]   an army of eyes and ears All right
[01:08:41.017 --> 01:08:42.958]  That's where we are on that front.
[01:08:45.160 --> 01:08:47.181]  It is a big, big deal.
[01:08:48.622 --> 01:08:49.703]  Here's President Trump.
[01:08:51.940 --> 01:08:57.122]  To the Libertarians booing him when he said, I want to stop World War III, because they weren't Libertarians.
[01:08:57.842 --> 01:09:01.143]  They were RFK Jr., who admits he did it.
[01:09:01.363 --> 01:09:01.923]  He admits it.
[01:09:03.344 --> 01:09:06.805]  Funded thugs with tickets to go in and try to shut down Trump's speech.
[01:09:07.325 --> 01:09:09.686]  Not very pro-free speech, but RFK Jr.
[01:09:09.726 --> 01:09:11.967]  was so scared of the thugs he hired.
[01:09:13.530 --> 01:09:16.672]  He himself took the nomination virtually.
[01:09:17.173 --> 01:09:18.734]  Wow, he's, R.O.K.
[01:09:18.754 --> 01:09:23.057]  Jr., I've been really nice to him, he's done some good things, is really starting to piss me off.
[01:09:24.198 --> 01:09:32.483]  He so feared the howling mob of idiots he'd hired, trying to stop Trump's speech, that he himself wouldn't even show up the next day.
[01:09:32.523 --> 01:09:33.264]  Here's President Trump.
[01:09:33.882 --> 01:09:53.387]  Before I even arrive at the Oval Office shortly after we win the presidency, I will have the horrible war between Russia and Ukraine settled, so we quit spending hundreds of billions of dollars to fight other people's wars, and so that we start immediately saving thousands and thousands of lives.
[01:09:54.520 --> 01:10:02.284]  And I am committed to restoring peace and restoring stability and to stopping Joe Biden's march to World War III.
[01:10:02.524 --> 01:10:05.306]  You know you're being led right into World War III.
[01:10:06.206 --> 01:10:06.746]  You know that.
[01:10:06.766 --> 01:10:13.230]  You're gonna have World War III and it'll be a war like no other because of the weaponry, the massive weaponry.
[01:10:13.870 --> 01:10:15.531]  It will be a war like no other.
[01:10:15.911 --> 01:10:17.012]  We will stop it.
[01:10:17.768 --> 01:10:19.792]  I'm the only one that's going to be able to stop it.
[01:10:19.872 --> 01:10:24.099]  I will protect American sovereignty from the creeping hands of global government.
[01:10:24.279 --> 01:10:32.172]  In the words of the great American patriot Patrick Henry, give me liberty or give me death.
[01:10:36.317 --> 01:10:41.201]  We believe that Marxism is an evil doctrine straight from the ashes of hell.
[01:10:41.601 --> 01:10:49.627]  Having Marxism in our government is intolerable and teaching it to our children is considered to us child abuse.
[01:10:51.909 --> 01:10:54.671]  I already played those clips last hour but they're so good I can't help myself.
[01:10:54.891 --> 01:10:55.291]  Alright!
