[00:00:00.309 --> 00:00:01.871]  Well, so does he.
[00:53:39.028 --> 00:53:54.258]  That's HerbalHealer.com, your website for safe, effective natural alternatives and education.
[00:53:54.258 --> 00:53:56.640]  Waging war on corruption.
[00:53:56.640 --> 00:54:03.504]  Alex Jones, on the GCN Radio Network.
[00:54:03.504 --> 00:54:04.905]  Last 55 minutes, we're ahead of Asner.
[00:54:06.869 --> 00:54:11.153]  And here in closing, sir, I want to give you a minute or two to, you know, finish up anything you'd like to impart to us.
[00:54:11.153 --> 00:54:12.834]  It's been great having you on.
[00:54:12.834 --> 00:54:25.025]  You're a real humanitarian, fighting the vaccines, fighting for POWs, you know, not just the caricature the neocon press has tried to put out about you, but we have official documents like Operation Northwoods where the U.S.
[00:54:25.025 --> 00:54:29.248]  government wanted to hijack jets and crash them and blame it on foreign countries for war.
[00:54:29.248 --> 00:54:29.589]  We have
[00:54:30.340 --> 00:54:31.901]  The Gulf of Tonkin, the staged event.
[00:54:31.901 --> 00:54:35.945]  We have all these other past examples of this happening.
[00:54:35.945 --> 00:54:43.831]  Hitler firebombing his own Reichstag as a pretext to set up his fatherland security, Reich security.
[00:54:43.831 --> 00:54:49.535]  I don't know if you're aware of those incidents, but I wanted to get your take on that.
[00:54:49.535 --> 00:54:58.022]  Well, I think the Tonkin Gulf incident and the Vietnam War has already been proven to be one of those incidents.
[00:54:59.016 --> 00:55:03.657]  I think Pearl Harbor itself is thought to be one of those incidents.
[00:55:03.657 --> 00:55:06.777]  I think the battleship Maine is one of those incidents.
[00:55:06.777 --> 00:55:20.980]  I think the cruise ship, the ocean liner Lusitania, which was carrying arms and they were warned not to, or people were warned not to sail on it, I think it was 1915.
[00:55:20.980 --> 00:55:26.641]  A new boat sunk it and many rich Americans died on it.
[00:55:29.386 --> 00:55:34.569]  That helped Woodrow Wilson take us into that war.
[00:55:34.569 --> 00:55:47.457]  So, it's very easy to think of 9-11 as being yet another cause for being able to generate war in this country.
[00:55:47.457 --> 00:55:48.558]  Well, PNAC said that.
[00:55:48.558 --> 00:55:52.340]  I mean, the PNAC documents, they say we need Pearl Harbor events.
[00:55:52.340 --> 00:55:54.041]  We need helpful Pearl Harbor events.
[00:55:54.041 --> 00:55:55.622]  Yeah, yeah.
[00:55:55.622 --> 00:55:57.203]  I mean, is PNAC not the blueprint?
[00:55:58.021 --> 00:56:24.086]  And, you know, I hate to belabor the American people, but when are they going to begin to question why every time that this country... I mean, Eisenhower warned against it with the military-industrial complex, but we seem to have a penchant for every 20 years or so needing to get into some very heavy
[00:56:25.720 --> 00:56:28.222]  Uh, military involvement.
[00:56:28.222 --> 00:56:29.583]  Yeah, addicted to war.
[00:56:29.583 --> 00:56:32.065]  Addicted to war.
[00:56:32.065 --> 00:56:34.827]  Sir, who has the motive for 9-11?
[00:56:34.827 --> 00:56:36.969]  I mean, who's really gained from 9-11?
[00:56:36.969 --> 00:56:38.730]  I mean, I know you can answer that.
[00:56:38.730 --> 00:56:40.591]  Who has gained from 9-11?
[00:56:40.591 --> 00:56:43.733]  Only one group in the world has really gained from it.
[00:56:43.733 --> 00:56:45.535]  You want me to answer that?
[00:56:45.535 --> 00:56:46.736]  Yes, sir.
[00:56:46.736 --> 00:56:50.278]  Well, certainly the military has.
[00:56:50.278 --> 00:56:53.120]  It's been a phenomenal, uh, haliburton of a route.
[00:56:54.525 --> 00:56:56.626]  Mr. Cheney's old outfit?
[00:56:56.626 --> 00:56:59.887]  They've certainly done a phenomenal job.
[00:56:59.887 --> 00:57:02.427]  There certainly aren't a lot of American soldiers over there.
[00:57:02.427 --> 00:57:03.828]  We've only got 140,000.
[00:57:03.828 --> 00:57:06.889]  We're getting their ass shot off.
[00:57:06.889 --> 00:57:13.071]  So, there aren't... I don't think that they're able to indulge in money-making.
[00:57:13.071 --> 00:57:13.811]  So, who else?
[00:57:13.811 --> 00:57:21.453]  The oil companies, of course, have known record highs since this conflict and even before.
[00:57:21.453 --> 00:57:24.074]  So, did I leave anyone out?
[00:57:24.938 --> 00:57:26.698]  The White House in its interest?
[00:57:26.698 --> 00:57:31.119]  Well, the White House, of course, is involved with oil and the military.
[00:57:31.119 --> 00:57:32.499]  And always has been.
[00:57:32.499 --> 00:57:33.679]  Final question, sir.
[00:57:33.679 --> 00:57:38.640]  Do you think we're in danger of another staged attack in this country?
[00:57:38.640 --> 00:57:42.001]  Well, isn't it interesting that the first one succeeded so well?
[00:57:42.001 --> 00:57:54.123]  You'd think that with their... And I don't think the Patriot Act and Homeland Security have certainly shielded us up to such a point that another act like that... They don't have to have another attack!
[00:57:55.109 --> 00:58:05.680]  If they indeed launched the first one, they have screwed up our country so badly, they could just let us sink in upon ourselves.
[00:58:05.680 --> 00:58:14.490]  You also didn't bring up the fact that many of the purported hijackers
[00:58:15.388 --> 00:58:17.991]  Our living persons elsewhere.
[00:58:17.991 --> 00:58:20.094]  Have you talked about that at any length?
[00:58:20.094 --> 00:58:21.996]  Oh, that's BBC, Mr. Asner.
[00:58:21.996 --> 00:58:23.477]  We've got to get you back soon.
[00:58:23.477 --> 00:58:25.279]  Thank you for spending time with us.
[00:58:25.279 --> 00:58:26.801]  Thank you, Alex.
[00:58:26.801 --> 00:58:27.302]  God bless.
