[00:00:00.407 --> 00:00:00.887]  Your debt.
[00:53:06.699 --> 00:53:08.660]  He stands for justice.
[00:53:08.700 --> 00:53:10.181]  Fighting the American Union.
[00:53:10.361 --> 00:53:12.262]  He stands for what's right.
[00:53:12.302 --> 00:53:14.523]  This is explosive talk radio.
[00:53:15.084 --> 00:53:17.305]  This is the Alex Jones Show.
[00:53:18.206 --> 00:53:23.569]  Call Alex now toll free at 877-590-5525.
[00:53:24.809 --> 00:53:29.512]  Now live from Austin, Texas, here's Alex Jones.
[00:53:32.053 --> 00:53:33.594]  Welcome back, ladies and gentlemen.
[00:53:33.654 --> 00:53:35.835]  Glad that you have joined us today.
[00:53:37.040 --> 00:53:39.963]  Top-level insiders are dumping their stock at record levels.
[00:53:39.983 --> 00:53:43.186]  The last time this happened 20 years ago, it was a serious recession.
[00:53:43.206 --> 00:53:45.508]  We'll cover that also.
[00:53:46.249 --> 00:53:50.032]  Famous director David Lynch goes public, questioning official story of 9-11.
[00:53:50.392 --> 00:53:56.918]  Could be an inside job, as well as actor James Brolin on national television on The View four days ago as well.
[00:53:56.958 --> 00:53:58.220]  We'll be detailing that.
[00:53:58.280 --> 00:53:59.501]  I know we haven't taken a lot of calls.
[00:54:00.101 --> 00:54:09.767]  I always do take calls in the first hour, and I really haven't because I was talking about Apocalypto earlier and the crazy worship of government and what it turns into, mass brainwashing.
[00:54:09.807 --> 00:54:16.591]  But let me give you my problem with Child Protective Services because we've got a CPS worker on the phone calling us from Pennsylvania.
[00:54:16.611 --> 00:54:20.873]  I'm going to go to you, Jeff, and give you the floor for a few minutes because I want to be fair to you.
[00:54:20.913 --> 00:54:22.254]  But let me explain something.
[00:54:22.334 --> 00:54:23.715]  I actually study history, okay?
[00:54:24.515 --> 00:54:26.276]  I was up late last night studying history.
[00:54:26.316 --> 00:54:27.397]  I'll be up late tonight.
[00:54:27.972 --> 00:54:35.779]  I have been making a film right now about the Nazis and about eugenics and about who funded them and about who that modern elite is today.
[00:54:36.199 --> 00:54:45.047]  And I have film from the Senate hearings where they discovered that a group of Nazis, headed up by the Bush family, tried to overthrow the U.S.
[00:54:45.147 --> 00:54:45.548]  government.
[00:54:45.988 --> 00:54:51.093]  And, I mean, I have footage from inside the congressional hearings.
[00:54:51.854 --> 00:54:54.336]  I have John D. Rockefeller film...
[00:54:55.171 --> 00:55:03.234]  Of John D. Rockefeller, I have the New York Times headlines where he funded the Nazi eugenics studies and where they funded the attempted overthrow of the U.S.
[00:55:03.795 --> 00:55:07.236]  through the main bank agents for the Nazis.
[00:55:07.776 --> 00:55:13.219]  And, of course, that was the Fritz Thyssen group and Prescott Bush.
[00:55:13.619 --> 00:55:14.779]  And this is all mainstream news.
[00:55:15.520 --> 00:55:23.463]  I'm making a film about the modern group, the Bilderberg group, who also fund eugenics today under the whole world move for bioethics.
[00:55:24.298 --> 00:55:25.939]  And you're going, what does this have to do with CPS?
[00:55:25.959 --> 00:55:27.199]  Well, let me tell you, sir.
[00:55:29.940 --> 00:55:32.280]  We didn't have family courts until the 20s.
[00:55:33.481 --> 00:55:41.263]  And I'm sure most of you have heard of these different type courts they've set up now, administrative law courts.
[00:55:41.663 --> 00:55:46.285]  What government does is it just creates new courts that really aren't constitutional in the way they operate.
[00:55:46.305 --> 00:55:48.545]  They just tell us they're official and authoritative.
[00:55:48.805 --> 00:55:50.986]  And the first CPS workers in this country...
[00:55:52.075 --> 00:55:53.016]  I have this footage!
[00:56:17.000 --> 00:56:17.320]  Okay.
[00:56:17.781 --> 00:56:19.763]  I think I should be able to have a child, though.
[00:56:19.844 --> 00:56:20.524]  I'm not retarded.
[00:56:20.825 --> 00:56:30.176]  And the judge says, no, you have bad genetic hygiene, and if you ever had any kids, we would take them, and we're ordering you to go be sterilized.
[00:56:31.412 --> 00:56:33.073]  450 plus thousand women.
[00:56:33.153 --> 00:56:37.397]  And by the way, Bob, you put this into Google, you will get BBC, you will get AP.
[00:56:37.417 --> 00:56:38.798]  So don't tell me you can't find this stuff.
[00:56:39.158 --> 00:56:43.162]  And it wasn't called CPS at the time, but that's the group.
[00:56:43.462 --> 00:56:45.164]  It was like Family Protective Services.
[00:56:45.224 --> 00:56:47.466]  They had a bunch of different names at different states.
[00:56:47.686 --> 00:56:49.868]  They would go take the children and sterilize them.
[00:56:50.068 --> 00:56:51.629]  They would take the women and sterilize them.
[00:56:51.870 --> 00:56:56.694]  If a woman from a single parent family, a child made under a B plus in school,
[00:56:57.518 --> 00:56:59.800]  That was criteria to be sterilized.
[00:56:59.880 --> 00:57:07.187]  And so, in the Nuremberg trials, and I'm afraid I have the footage of this too, and I'm going to make a film, I'm going to cram it down your throat, because I've got the proof.
[00:57:08.148 --> 00:57:13.733]  The Nazis rightfully, they were evil folks, but rightfully used that as their defense for...
[00:57:14.631 --> 00:57:22.255]  The extermination centers that, by the way, started killing, first sterilizing, then killing the mentally ill people, retarded, all of this.
[00:57:22.515 --> 00:57:26.898]  And now Dr. Bianca at UT, all over national TV, says 90% of us need to die.
[00:57:27.258 --> 00:57:28.979]  They need to start with all these infirm.
[00:57:29.659 --> 00:57:31.580]  He says he's happy for his family to go, too.
[00:57:32.121 --> 00:57:34.342]  Dr. Peter Singer heads up Princeton.
[00:57:34.942 --> 00:57:38.104]  He says all this, says the humans are a scourge.
[00:57:38.704 --> 00:57:50.587]  And I have the Calhoun Reader that they use at the University of Texas for CPS workers, for social workers, that says the family is a disease belonging to the Dark Ages, and this glistening state is going to fix it.
[00:57:50.787 --> 00:57:59.290]  And then you claim that I'm manipulating statistics to say that CPS and foster care and the whole system is five times more likely to abuse children.
[00:57:59.890 --> 00:58:00.231]  Okay?
[00:58:00.731 --> 00:58:01.833]  Those numbers are out there.
[00:58:01.953 --> 00:58:04.136]  I believe the numbers are even higher.
[00:58:04.576 --> 00:58:04.877]  Okay?
[00:58:05.057 --> 00:58:07.500]  Now, your courts don't have due process in them.
[00:58:07.841 --> 00:58:08.141]  Okay?
[00:58:08.241 --> 00:58:09.823]  You see dirty dishes.
[00:58:10.204 --> 00:58:14.970]  You tricked your way into a house when you didn't have due process, you didn't have probable cause.
[00:58:15.190 --> 00:58:16.932]  The fools who weren't taught the Bill of Rights
[00:58:18.607 --> 00:58:19.608]  He invites you in.
[00:58:19.688 --> 00:58:20.608]  You're looking for dirt.
[00:58:20.628 --> 00:58:21.989]  Then you get them into a system.
[00:58:22.049 --> 00:58:27.951]  A judge threatens them under color of law to sign an agreement, which then gets them deeper into the system.
[00:58:27.971 --> 00:58:29.092]  Then you're on your power trip.
[00:58:29.312 --> 00:58:29.912]  You observe.
[00:58:30.272 --> 00:58:34.895]  Most CPS workers were abused as children, so they think everybody else is an abuser.
[00:58:35.055 --> 00:58:36.695]  They're like paying back the abuser.
[00:58:36.835 --> 00:58:37.776]  Now, that's on the good side.
[00:58:37.936 --> 00:58:40.137]  Then a lot of the others are pedophiles.
[00:58:40.177 --> 00:58:41.197]  That's come out in the news.
[00:58:41.378 --> 00:58:44.079]  They like to be around children, just like truancy workers.
[00:58:44.639 --> 00:58:46.640]  It's well known that at much higher levels...
[00:58:47.260 --> 00:58:48.301]  We're good to go.
[00:58:48.321 --> 00:58:48.861]  We're good to go.
[00:59:01.511 --> 00:59:16.198]  A few months ago on talk radio on a news broadcast, I went and pulled the actual study and it was a report in Texas how 50 plus percent of the CPS workers quit after one year because they were good people and they can't do it.
[00:59:16.378 --> 00:59:19.219]  Then I went and pulled national numbers and it's close to half.
[00:59:19.619 --> 00:59:20.760]  And people can go pull that.
[00:59:21.040 --> 00:59:25.082]  So now I will go back to Jeff in Pennsylvania and we'll see what he has to say.
[00:59:25.102 --> 00:59:25.442]  Go ahead.
[00:59:25.942 --> 00:59:29.203]  Is it not true that there's a super high turnover in CPS workers?
[00:59:29.484 --> 00:59:30.244]  Are you denying that?
[00:59:30.971 --> 00:59:39.014]  The turnover is high, but there's some people that get into our agency and they work for a couple weeks.
[00:59:39.575 --> 00:59:48.998]  And it is a stressful job because you're dealing with parents who don't know how to raise their children.
[00:59:49.839 --> 00:59:54.681]  And the state needs to do that by warehousing them and putting them on a bunch of psychotropic drugs.
[00:59:56.301 --> 00:59:59.303]  Well, the drugs help the children out.
[00:59:59.883 --> 01:00:00.103]  They...
[01:00:01.131 --> 01:00:04.533]  There's drugs to help them pay attention.
[01:00:04.593 --> 01:00:05.273]  Yeah, sure, though.
[01:00:05.293 --> 01:00:09.435]  They cause heart attacks, heart palpitations, brain shrinkage, actual size of the brain.
[01:00:09.455 --> 01:00:10.115]  It's an amphetamine.
[01:00:10.615 --> 01:00:11.976]  Let me bring this up to you.
[01:00:12.176 --> 01:00:16.278]  Did you hear about CPS workers in New York grabbing little black children?
[01:00:16.298 --> 01:00:18.159]  They would threaten the mother, we'll take your two-year-old.
[01:00:18.299 --> 01:00:19.219]  This was in the New York Post.
[01:00:19.379 --> 01:00:20.620]  This was in the New York Daily News.
[01:00:21.740 --> 01:00:27.423]  If you don't give us your eight-year-old and sign them over, we'll take all the kids, and then they go test pesticides on the kids until they die.
[01:00:27.443 --> 01:00:28.363]  Did you ever hear about that?
[01:00:28.443 --> 01:00:29.504]  Oh, I bet you deny that.
[01:00:30.706 --> 01:00:35.689]  Well, I have to look into that, but last week... No, you will look into that now.
[01:00:35.949 --> 01:00:38.350]  You see, I know more about your business than you do.
[01:00:38.770 --> 01:00:42.192]  I know that most of the people quit because they are good, and they can't go along with it.
[01:00:42.232 --> 01:00:44.753]  Did you hear about the 3,000-plus missing children in Florida?
[01:00:45.013 --> 01:00:46.434]  CPS doesn't know where they are.
[01:00:48.135 --> 01:00:49.916]  Children you took disappear.
[01:00:50.516 --> 01:00:52.857]  You're telling me you don't know about that national scandal.
[01:00:52.877 --> 01:00:53.397]  3,000-plus!
[01:00:53.417 --> 01:00:53.437]  I...
[01:00:57.021 --> 01:01:00.063]  I tried to search for it, and I couldn't find the article.
[01:01:01.224 --> 01:01:20.496]  But about two weeks ago, I was attending a Strengthening Families seminar where some of our directors were, and after the meeting, I was speaking with the one director, and I was asking him about that document that you claimed was about the size of a phone book that talks about...
[01:01:21.297 --> 01:01:24.159]  The family being a disease, he didn't know what I was talking about.
[01:01:24.219 --> 01:01:25.100]  He lasted me.
[01:01:25.240 --> 01:01:27.261]  Sir, I have the actual UT textbook.
[01:01:27.301 --> 01:01:29.763]  It's used all over the country, and I've shown it on my TV show.
[01:01:30.863 --> 01:01:32.124]  It's called the Calhoun.
[01:01:33.205 --> 01:01:34.326]  It's put out by Calhoun.
[01:01:34.626 --> 01:01:34.766]  Okay.
[01:01:38.865 --> 01:01:44.168]  Okay, I'm going to ask you, sir, is there due process in the system you use?
[01:01:44.368 --> 01:01:45.468]  Because it should be criminal.
[01:01:45.509 --> 01:01:51.952]  If somebody's hurting their child, there should be evidence, enough evidence for the police to go arrest you and a grand jury to indict you.
[01:01:52.252 --> 01:01:53.252]  You guys don't do that.
[01:01:53.292 --> 01:01:56.034]  You grab 1.4 million children a year.
[01:01:56.294 --> 01:01:58.975]  You get federal funds to always expand the children you grab.
[01:01:59.175 --> 01:02:00.716]  You grab a lot of innocent children.
[01:02:01.076 --> 01:02:06.998]  Then you don't go respond to the incredible abuse inside the foster care system, but there's a light in the tunnel.
[01:02:07.719 --> 01:02:08.879]  There's always a silver lining.
[01:02:09.039 --> 01:02:15.021]  When you kill the kids, then it can't be covered up, and that's why they're getting busted and shut down all over the country.
[01:02:15.281 --> 01:02:18.443]  It was in our local newspaper two weeks ago.
[01:02:19.783 --> 01:02:24.165]  The foster care system can watch over itself.
[01:02:24.245 --> 01:02:27.326]  It takes resources off of us when we're
[01:02:28.061 --> 01:02:30.343]  Out in the neighborhoods and out in the communities.
[01:02:30.863 --> 01:02:31.423]  Oh, okay.
[01:02:31.603 --> 01:02:32.804]  I'm sick of talking to you.
[01:02:33.424 --> 01:02:34.285]  You make me sick.
[01:02:35.386 --> 01:02:36.726]  Folks, go check it out.
[01:02:36.786 --> 01:02:37.527]  Don't believe me?
[01:02:37.907 --> 01:02:38.788]  Find out the truth.
[01:02:40.168 --> 01:02:42.950]  Infowars.com, prisonplanet.com are the websites.
[01:02:43.030 --> 01:02:44.531]  Coming to you from deep in the heart of Texas.
[01:02:46.052 --> 01:02:46.932]  Your call straight ahead.
[01:02:46.952 --> 01:02:49.294]  I'll just blitz through calls when we get back and then tons of news!
[01:02:54.861 --> 01:02:58.022]  It's here, after a year in production and traveling to distant lands.
[01:02:58.362 --> 01:03:00.282]  My new film, Terror Storm, is complete.
[01:03:00.682 --> 01:03:08.344]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:03:09.024 --> 01:03:16.065]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:03:16.466 --> 01:03:19.386]  Terror Storm chronicles the lies that took us to war in Iraq.
[01:03:19.786 --> 01:03:22.107]  A White House program to disseminate fake news.
[01:03:22.527 --> 01:03:23.367]  NSA spies.
[01:03:24.543 --> 01:03:27.865]  The latest 9-11 information and much, much more.
[01:03:28.185 --> 01:03:31.666]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:03:32.146 --> 01:03:34.047]  It's an anthology of government crimes.
[01:03:34.407 --> 01:03:38.329]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:03:38.869 --> 01:03:45.832]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll-free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[01:03:53.130 --> 01:03:54.191]  Hi, this is Ted Anderson.
[01:03:54.592 --> 01:04:00.077]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[01:04:00.638 --> 01:04:01.138]  That's right.
[01:04:01.458 --> 01:04:03.741]  Gold has been available to be placed in IRAs since 1986.
[01:04:04.301 --> 01:04:11.228]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[01:04:11.784 --> 01:04:19.468]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds, and CDs, yet no word about IRAs.
[01:04:19.908 --> 01:04:24.711]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[01:04:25.393 --> 01:04:30.415]  If you'd like to take a look at gold-free retirement, call 800-686-2237.
[01:04:31.196 --> 01:04:35.337]  Don't get left behind by rising inflation and low return on your paper investments.
[01:04:35.717 --> 01:04:35.978]  Call 800-686-2237.
[01:04:35.998 --> 01:04:37.918]  Make sure that you secure your future.
[01:04:37.978 --> 01:04:38.279]  Call 800-686-2237.
[01:04:38.579 --> 01:04:38.859]  That's 1-800-686-2237.
[01:04:52.035 --> 01:04:52.616]  It's a fact.
[01:04:52.816 --> 01:04:57.239]  You can legally eliminate credit card debt, which has been fraudulently created by the banks.
[01:04:57.579 --> 01:05:02.783]  Since its creation in 1913, the Federal Reserve has not been held responsible for its own debt.
[01:05:03.063 --> 01:05:06.266]  So why should you, the hardworking American, be harassed for yours?
[01:05:06.526 --> 01:05:13.671]  There's a double standard when it comes to being responsible for debt, and unlike the Federal Reserve, the people of this country can't print more money when needed.
[01:05:13.992 --> 01:05:21.177]  Day of Jubilee has created a successful program designed for people that want to stop harassing calls and threatening letters from bill collectors.
[01:05:21.417 --> 01:05:23.518]  This is not a debt consolidation company.
[01:05:23.919 --> 01:05:32.404]  Join the thousands of Americans who now breathe a sigh of relief because they have legally eliminated their credit card debt instead of living each day in fear.
[01:05:32.725 --> 01:05:34.286]  It's time to turn your life around.
[01:05:34.626 --> 01:05:36.107]  Call Day of Jubilee.
[01:05:36.267 --> 01:05:37.188]  Open 9 a.m.
[01:05:37.248 --> 01:05:38.068]  to 5 p.m.
[01:05:38.108 --> 01:05:39.629]  Central Standard Time at 920-293-8024.
[01:05:39.669 --> 01:05:40.029]  That's 920-293-8024.
[01:05:40.150 --> 01:05:41.110]  And ask for Robert.
[01:05:41.150 --> 01:05:44.132]  Don't wait any longer to get your life back in order.
[01:05:52.277 --> 01:05:54.618]  Hello friends, Alex Jones here with an important question.
[01:05:54.858 --> 01:05:56.899]  When was the last time you used pure soap?
[01:05:57.039 --> 01:06:04.162]  I mean real hard to find all natural pure soap that contains no dyes, perfumes, deodorants, detergents, or other dangerous toxins.
[01:06:04.362 --> 01:06:12.946]  The Calvin Pure Soap Company, for the past 57 years, has been making triple concentrated pure soaps exclusively for healthcare professionals and hospitals.
[01:06:13.266 --> 01:06:17.950]  Now for the first time, Calvin Pure Soap is available factory direct to you and your family.
[01:06:18.090 --> 01:06:22.133]  That's great news because Calvin Pure Soap is made from all natural ingredients.
[01:06:22.333 --> 01:06:24.755]  It's earth-friendly and completely environmentally safe.
[01:06:24.955 --> 01:06:29.299]  So if you want yesterday's values today for good old-fashioned pure soap, call 1-800-340-7091.
[01:06:32.681 --> 01:06:36.244]  Save up to 85% off supermarket and retail store prices.
[01:06:36.404 --> 01:06:38.866]  Call today for a Calvin Soap catalog at 1-800-340-7091.
[01:06:38.887 --> 01:06:41.168]  That's 1-800-340-7091 or on the web at calvinpuresoap.com.
[01:06:41.249 --> 01:06:44.571]  Try Pure Soap once and I'll guarantee you'll never use anything else.
[01:06:44.591 --> 01:06:45.752]  Thank you for listening to GCN.
[01:06:45.792 --> 01:06:47.434]  Visit GCNlive.com today.
[01:07:01.926 --> 01:07:06.412]  Alex Jones is deep in the heart of Texas and he wants to talk to you.
[01:07:06.432 --> 01:07:08.095]  Toll free at 877-590-5525.
[01:07:08.115 --> 01:07:08.836]  Now, here's Alex Jones.
[01:07:19.000 --> 01:07:28.566]  Our mothership is KLBJ 590, though we have great AM and FM affiliates popping up all over the country, and it covers the state from southern Oklahoma down to the coastline.
[01:07:29.087 --> 01:07:33.309]  Until it powers down at night, then it covers five counties or more, but that's what it covers good.
[01:07:33.650 --> 01:07:39.894]  We're powering down in about ten minutes, so I want to play these two quick clips, then I promise I'm going to get to Randy, Carrie, Robert, Mark, Woody.
[01:07:39.974 --> 01:07:44.256]  I want to hear everything you have to say, your comments here about what you want to talk about, all look riveting.
[01:07:44.717 --> 01:07:45.177]  Stay with us.
[01:07:45.197 --> 01:07:46.558]  I'm going to get to you, in fact, in this segment.
[01:07:47.725 --> 01:07:49.267]  But I wanted to play this clip.
[01:07:49.367 --> 01:07:51.529]  Now, this is from the Council on Foreign Relations.
[01:07:51.930 --> 01:07:54.112]  This is from a JBS documentary where they have the clip.
[01:07:54.973 --> 01:08:04.924]  And we posted this up on the web, on YouTube, and people posted under it that they didn't believe Dick Cheney was saying he was a secret member of the CFR.
[01:08:05.164 --> 01:08:06.746]  They said it wasn't real video.
[01:08:07.711 --> 01:08:13.675]  That's like when I showed Marines training to take our guns and admitting it on tape, and they had the Coronado troop ship and thousands of troops.
[01:08:14.055 --> 01:08:17.577]  I was accused of spending $50 million and hiring them.
[01:08:17.638 --> 01:08:18.898]  Folks, I don't have a million dollars.
[01:08:19.118 --> 01:08:19.759]  I don't have $200,000.
[01:08:20.800 --> 01:08:22.841]  People just can't believe it when it's happening.
[01:08:23.467 --> 01:08:27.491]  Yes, I had Marines training to take your guns in 1999 in my film Police Day 2000.
[01:08:27.771 --> 01:08:28.752]  Okay?
[01:08:28.952 --> 01:08:33.756]  And yes, this is Dick Cheney talking to David Rockefeller about how he's part of the CFR.
[01:08:33.776 --> 01:08:34.316]  And who are they?
[01:08:34.597 --> 01:08:36.278]  They're the folks getting rid of our country.
[01:08:36.618 --> 01:08:40.282]  Now, I talk about them five, six years ago, and the New York Times said I was crazy and didn't exist.
[01:08:40.622 --> 01:08:43.344]  Now they're out in the open laughing at how they kept it secret.
[01:08:43.624 --> 01:08:45.366]  Here they are, national television.
[01:08:45.586 --> 01:08:46.427]  Here's a clip of it.
[01:08:48.425 --> 01:08:54.728]  A special televised meeting of the New York-based Council on Foreign Relations provides a window to the real story.
[01:08:55.549 --> 01:09:00.211]  The speaker, Vice President Dick Cheney, takes a question from David Rockefeller.
[01:09:00.651 --> 01:09:18.000]  Vice President, I just enjoyed so much your whole speech, but I was particularly pleased that you gave such a strong endorsement for the free trade agreement for all the Americans, a subject that has been of great concern to me for many years, and particularly recently.
[01:09:18.749 --> 01:09:22.531]  And I think it's absolutely essential for the strength of our economy.
[01:09:23.871 --> 01:09:29.374]  Rockefeller's role in the drive for an FTAA was a lot more central than he portrays.
[01:09:30.114 --> 01:09:35.016]  Rockefeller cultivated Latin American leaders who could be counted on to support such a proposal.
[01:09:35.597 --> 01:09:43.780]  Both the 1994 Miami summit and the FTAA proposal were conceived and nurtured by a Rockefeller created network.
[01:09:44.521 --> 01:09:47.562]  Prominent among the organizations sponsoring the Miami event
[01:09:48.243 --> 01:09:52.547]  We're the Council of the Americas, founder and honorary chairman, David Rockefeller.
[01:09:52.987 --> 01:09:56.250]  The Americas Society, chairman, David Rockefeller.
[01:09:56.710 --> 01:09:59.833]  The Forum of the Americas, founder, David Rockefeller.
[01:10:00.153 --> 01:10:05.197]  The Institute for International Economics, financial backer and board member, David Rockefeller.
[01:10:05.537 --> 01:10:09.721]  The Trilateral Commission, founder and honorary chairman, David Rockefeller.
[01:10:10.996 --> 01:10:14.239]  Rockefeller's influence also extends to the current administration.
[01:10:14.719 --> 01:10:24.367]  He was chairman emeritus of the CFR when Vice President Dick Cheney once served as a director, a relationship that Cheney concealed during his congressional career.
[01:10:25.148 --> 01:10:27.730]  It's good to be back at the Council on Foreign Relations.
[01:10:27.850 --> 01:10:33.795]  As Pete mentioned, I've been a member for a long time and was actually a director for some period of time.
[01:10:34.536 --> 01:10:38.059]  I never mentioned that when I was campaigning for re-election back home in Wyoming.
[01:10:42.626 --> 01:10:43.807]  Oh, so there you have it.
[01:10:43.867 --> 01:10:46.448]  Now, the story isn't that they're CFR.
[01:10:46.548 --> 01:10:51.551]  The CFR has written documents saying, towards the North American Union, get rid of our sovereignty, take our liberties.
[01:10:51.791 --> 01:10:53.552]  I mean, these people write this down.
[01:10:53.872 --> 01:10:56.173]  They just know the general public's watching football and doesn't care.
[01:10:56.534 --> 01:10:57.634]  They're going to take your dollar.
[01:10:57.874 --> 01:10:59.755]  Now MSNBC's calling for an Amero.
[01:10:59.935 --> 01:11:00.936]  It's already been designed.
[01:11:01.156 --> 01:11:03.457]  Atlanta's going to be the new capital for the North American Union.
[01:11:03.897 --> 01:11:04.518]  All official!
[01:11:05.098 --> 01:11:06.199]  But again, you're not into that.
[01:11:06.259 --> 01:11:07.639]  You're not into the real world, some of you.
[01:11:07.960 --> 01:11:09.000]  You're into acting cool.
[01:11:09.240 --> 01:11:10.181]  You know, acting manly.
[01:11:10.221 --> 01:11:12.602]  Well, a man protects his family and his country.
[01:11:12.822 --> 01:11:17.404]  You know, the very people telling us our troops are fighting terror are the ones feeding them into a meat grinder.
[01:11:17.565 --> 01:11:19.345]  They're the very ones getting rid of our sovereignty.
[01:11:19.526 --> 01:11:20.886]  The very ones killing America.
[01:11:21.387 --> 01:11:22.347]  Getting rid of our borders.
[01:11:22.867 --> 01:11:23.147]  Okay?
[01:11:23.287 --> 01:11:28.130]  But the point is that we're message after message with neocons going, it isn't real, he fights the CFR.
[01:11:28.150 --> 01:11:29.931]  Because see, now they know the CFR is real.
[01:11:30.726 --> 01:11:31.968]  So conservatives can't compute.
[01:11:32.228 --> 01:11:34.030]  They go, wait, he was CFR director?
[01:11:34.330 --> 01:11:35.371]  Wait, he's for all this?
[01:11:35.452 --> 01:11:37.834]  Well, wait, Dick Cheney, he's my conservative.
[01:11:38.075 --> 01:11:38.875]  No, he isn't!
[01:11:39.376 --> 01:11:40.237]  No, he isn't!
[01:11:41.558 --> 01:11:43.100]  I actually support the Second Amendment.
[01:11:43.140 --> 01:11:44.762]  I actually support the United States.
[01:11:45.022 --> 01:11:46.044]  I love this country.
[01:11:46.264 --> 01:11:48.026]  And you don't because you're ignorant.
[01:11:48.607 --> 01:11:50.369]  If you really love this country, rally!
[01:11:50.609 --> 01:11:51.289]  Rally to me!
[01:11:51.510 --> 01:11:52.711]  Wake up to the New World Order!
[01:11:52.971 --> 01:11:53.832]  Rally yourselves!
[01:11:53.892 --> 01:11:55.053]  Stand up and get involved!
[01:11:55.233 --> 01:11:57.215]  The country's already been destroyed.
[01:11:57.275 --> 01:11:58.235]  We're trying to get it back.
[01:11:58.476 --> 01:11:59.957]  We're in the North American Union now.
[01:12:00.137 --> 01:12:00.898]  Now here's the good news.
[01:12:00.938 --> 01:12:06.703]  David Lynch, hundreds of top movies, TV shows, Twin Peaks, all of it, talking to national Dutch television.
[01:12:07.953 --> 01:12:09.213]  Amazing clip here.
[01:12:10.114 --> 01:12:17.896]  He is talking to him about the film Loose Change and about 9-11, and these are the questions he has concerning the attacks.
[01:12:17.936 --> 01:12:21.897]  And when Hollywood folks go public of this caliber, it shows the courage.
[01:12:22.417 --> 01:12:26.798]  And yeah, when scientists and defense ministers and members of Congress go public, the people ignore it.
[01:12:26.838 --> 01:12:28.419]  But when they go public, it's a big deal.
[01:12:28.699 --> 01:12:29.819]  That's why this clip's important.
[01:12:29.839 --> 01:12:30.419]  Go ahead and roll it.
[01:12:31.680 --> 01:12:32.240]  What do you think?
[01:12:33.101 --> 01:12:37.364]  Do you think it's convincing, what they tell in the film?
[01:12:37.424 --> 01:12:41.427]  It's not so much what they say.
[01:12:41.447 --> 01:12:50.593]  It's the things that, you know, make you look at what you thought you saw in a different light.
[01:12:52.514 --> 01:13:02.221]  And those things for me that bother me is the hole in the Pentagon being too small for a plane, the lawn isn't messed up,
[01:13:03.095 --> 01:13:07.659]  And the government's not showing the plane hitting when many cameras photographed it.
[01:13:08.980 --> 01:13:22.050]  At the World Trade Center, three buildings came down like demolition, and two of them were hit by a plane, but the third one, they said, do you want us to pull it?
[01:13:22.550 --> 01:13:24.631]  And they pulled it, and it looked just like the other two.
[01:13:25.772 --> 01:13:26.933]  Those things bother me.
[01:13:27.814 --> 01:13:31.797]  In Pennsylvania, the plane that went down, it was just a hole in the ground.
[01:13:32.523 --> 01:13:33.684]  There wasn't any wreckage.
[01:13:33.744 --> 01:13:34.964]  There wasn't any skid marks.
[01:13:35.004 --> 01:13:37.226]  There wasn't any tear in the earth.
[01:13:38.507 --> 01:13:43.149]  And no one's ever really found out about that.
[01:13:44.050 --> 01:13:48.032]  So every place, there's questions coming from this documentary.
[01:13:49.133 --> 01:13:56.117]  And you don't have to believe everything in the documentary to still have questions come up.
[01:13:56.889 --> 01:14:02.952]  And you look back and you remember what you saw and what you were told and now you have questions.
[01:14:04.113 --> 01:14:09.856]  And the event itself, did it change your life or did it change your view?
[01:14:09.876 --> 01:14:09.916]  No.
[01:14:11.096 --> 01:14:17.620]  Now it's just an event that has many questions and no answers.
[01:14:19.120 --> 01:14:22.822]  And the suggestion that the American government is behind it?
[01:14:23.583 --> 01:14:26.264]  That's too big for people to think about.
[01:14:28.112 --> 01:14:28.853]  It's too big.
[01:14:30.814 --> 01:14:31.855]  What do you mean?
[01:14:32.716 --> 01:14:37.399]  It's just, you know, it's like something no one wants to think about.
[01:14:38.379 --> 01:14:49.687]  By the way, the preeminent film on government-sponsored terror, All the Admissions, where it's declassified as my new film, Terror Storm, available at InfoWars.com or at Barnes & Noble's nationwide, Hundreds of Virgin, you name it.
[01:14:50.080 --> 01:14:50.801]  We're good to go.
[01:14:50.821 --> 01:14:51.561]  We're good to go.
[01:15:14.660 --> 01:15:16.101]  And it's not just David Lynch.
[01:15:16.161 --> 01:15:18.862]  It's also actor James Brolin, hundreds of TV shows, movies.
[01:15:19.102 --> 01:15:22.684]  He was on The View and brings up 9-11 being an inside job and plugs a website.
[01:15:23.064 --> 01:15:24.285]  More and more are going public.
[01:15:24.325 --> 01:15:26.426]  It's exponential right now.
