[00:00:26.592 --> 00:00:29.534]  It is Friday.
[01:25:45.402 --> 01:25:49.104]  Well, it's already been devalued by 45% in the last six years.
[01:25:49.544 --> 01:25:51.225]  Right, but I'm saying... Even more.
[01:25:51.705 --> 01:25:56.848]  Well, look at what happened just before Thanksgiving when China said that they were going to move out of dollars
[01:25:57.358 --> 01:25:59.238]  At least some of their foreign exchange currency.
[01:25:59.779 --> 01:26:03.679]  China now has, with all the trade surpluses going to China... Over a trillion.
[01:26:04.179 --> 01:26:09.301]  Over a trillion dollars in foreign exchange currency, and $700,000 of that is held in U.S.
[01:26:09.401 --> 01:26:10.961]  assets and security bonds.
[01:26:11.541 --> 01:26:17.862]  Now, the Treasury of Securities, about $300 billion to China, that funds our national deficit.
[01:26:18.483 --> 01:26:25.244]  Now, if China starts moving out of dollars in any significant proportion, it's going to force the dollar devaluation.
[01:26:25.876 --> 01:26:27.136]  And that move is going on.
[01:26:27.496 --> 01:26:46.560]  And now they're floating the idea on MSNBC and in major newspapers that the answer is the Amero, which we always warn people, they were going to bring down the dollar, claim the euro, did it, when really it was the devaluation done by the Federal Reserve, and then the answer is, oh, see, North American Union will save us.
[01:26:47.300 --> 01:26:55.281]  Well, see, I think the severe currency collapse, the revaluation of the dollar into a new currency, and the argument that
[01:26:55.871 --> 01:26:58.372]  Well, Alex, I wrote these articles.
[01:26:58.492 --> 01:27:01.872]  I've been writing a lot of financial articles lately.
[01:27:01.912 --> 01:27:03.733]  I wrote two articles on the true nature of the U.S.,
[01:27:25.819 --> 01:27:26.599]  Budget deficit.
[01:27:27.540 --> 01:27:41.067]  The Congress has forced the federal government to do a gap accounting once a year, and this 2006 financial report of the United States was just published on last Friday on December 15th.
[01:27:42.028 --> 01:27:46.350]  And the budget has been reported in deficit about $284 billion.
[01:27:46.390 --> 01:27:49.031]  Now, that's on a cash basis.
[01:27:49.692 --> 01:27:53.614]  A cash basis means that when our Social Security taxes come in,
[01:27:54.591 --> 01:27:59.412]  The federal government just uses that money on any liability they want to meet at the time.
[01:27:59.432 --> 01:28:02.353]  Now that's what's owed right now, not the whole note.
[01:28:02.773 --> 01:28:03.573]  That's right now.
[01:28:03.713 --> 01:28:05.233]  So there is no lockbox.
[01:28:05.313 --> 01:28:08.154]  There is no Social Security trust fund.
[01:28:08.674 --> 01:28:13.695]  There never has been any money put aside for future Social Security or Medicare obligations.
[01:28:13.915 --> 01:28:16.736]  It's all being spent and they're in deficit even spending all of it.
[01:28:16.916 --> 01:28:17.556]  That's correct.
[01:28:17.956 --> 01:28:22.277]  Now when they did the GAAP accounting and they accounted for
[01:28:22.918 --> 01:28:32.520]  The net present value, the today cost, that was accrued for the future, today accrued for the future, Social Security benefits that are going to be due.
[01:28:32.540 --> 01:28:37.901]  In other words, this year you pay Social Security tax, and that earns you future benefits.
[01:28:38.501 --> 01:28:44.243]  Those benefits, when they're accounted for today, the true deficit is $4.6 trillion.
[01:28:45.003 --> 01:28:48.343]  And that's reported by the Department of Treasury last Friday.
[01:28:48.423 --> 01:28:50.784]  And the Dallas Morning News has reported...
[01:28:51.954 --> 01:28:59.021]  Four years ago, that it's $44 trillion in overall commitments.
[01:28:59.101 --> 01:29:03.546]  We'll be right back with Dr. Jerome Corsi to talk about where all this is going.
[01:29:03.866 --> 01:29:04.366]  Stay with us.
[01:29:08.090 --> 01:29:08.991]  We're on the march.
[01:29:09.492 --> 01:29:11.073]  The empire's on the run.
[01:29:11.994 --> 01:29:14.677]  Alex Jones and the GCN Radio Network.
[01:29:19.949 --> 01:29:24.072]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[01:29:24.312 --> 01:29:26.073]  Well, the glass has a natural resonance.
[01:29:26.333 --> 01:29:32.617]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[01:29:32.918 --> 01:29:39.042]  Using this similar principle, Royal Raymond Rife discovered that disease organisms can be destroyed using different resonant frequencies.
[01:29:39.282 --> 01:29:45.326]  The BioSolutions frequency instrument uses the same technology for relief or elimination of pain and disease conditions.
[01:29:45.606 --> 01:29:52.008]  With no side effects, the 2006 BioSolutions Plus is the easiest to operate frequency instrument ever developed.
[01:29:52.148 --> 01:29:55.689]  Its easy reference guide will allow you to begin using the instrument within minutes.
[01:29:55.989 --> 01:29:59.711]  Simple step-by-step instructions using pictures are easy to follow.
[01:29:59.891 --> 01:30:02.412]  Customer satisfaction is guaranteed or your money back.
[01:30:02.552 --> 01:30:03.612]  Don't just treat symptoms.
[01:30:03.712 --> 01:30:03.852]  1-866-885-6625 1-866-885-6625
[01:30:18.095 --> 01:30:18.775]  Hello, folks.
[01:30:18.855 --> 01:30:26.437]  Alex Jones here, introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[01:30:26.617 --> 01:30:36.660]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[01:30:37.140 --> 01:30:43.001]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[01:30:43.221 --> 01:30:47.642]  Find out everything from where to get water in an emergency to geographic income levels.
[01:30:47.862 --> 01:30:53.923]  Housing prices, complete with over 3 gigabytes of detailed information on the 3,000-plus counties in the U.S.
[01:30:54.104 --> 01:31:00.565]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[01:31:00.865 --> 01:31:06.006]  Order Prudent Places USA now for only $29, plus shipping by calling New Millennium.
[01:31:07.726 --> 01:31:19.348]  The statistics are heart-wrenching.
[01:31:19.668 --> 01:31:28.250]  According to the CWC, of the 43 million people who have served in the major wars, from the Revolutionary War to the Gulf War, 3 million never made it home alive.
[01:31:28.610 --> 01:31:34.351]  Most likely, each one of us can say we either knew someone who served, or know a brave soul who is currently serving our country.
[01:31:34.591 --> 01:31:36.553]  What better way to pay homage to our enlisted loved ones?
[01:32:02.072 --> 01:32:02.692]  We're good to go.
[01:32:31.468 --> 01:32:51.231]  Have a holly jolly Christmas It's the best time of the year I don't know if there'll be snow But have a cup of cheer Have a holly jolly Christmas And when you walk down the street
[01:32:52.461 --> 01:32:57.784]  Say hello to friends you know and everyone you meet.
[01:32:58.144 --> 01:32:58.724]  Okay.
[01:32:58.744 --> 01:33:01.206]  Hello, Dr. Corsi.
[01:33:01.286 --> 01:33:03.067]  I hope you're having a good day.
[01:33:04.347 --> 01:33:05.508]  Yep, I'm doing fine, Alex.
[01:33:06.768 --> 01:33:08.629]  Have you been on talk radio interviews this weekend?
[01:33:08.649 --> 01:33:12.872]  People call in, hey, don't have such a bad view on things.
[01:33:12.952 --> 01:33:13.852]  Be positive.
[01:33:14.412 --> 01:33:16.633]  Why are you being negative?
[01:33:17.154 --> 01:33:18.054]  They haven't complained.
[01:33:18.114 --> 01:33:19.615]  I've been on talk radio all week.
[01:33:20.442 --> 01:33:26.804]  I've been on five or six shows a day this week, and I've not gotten a complaint.
[01:33:26.864 --> 01:33:34.126]  I intend to write an article next week in Human Events that will say we're headed into the 2007 Bush recession.
[01:33:36.764 --> 01:33:38.486]  If that'll be my good news for the new year.
[01:33:38.946 --> 01:33:42.749]  Well, you know, it is good news that we know who's behind it.
[01:33:42.789 --> 01:33:45.712]  We know what policies deliberately caused it.
[01:33:46.132 --> 01:33:50.216]  And it is positive to admit the problems we have and to stop denying it.
[01:33:50.296 --> 01:33:53.719]  And again, I've only had a handful of people on talk shows I've been on.
[01:33:53.759 --> 01:33:56.401]  I've done like ten or so in the last week.
[01:33:56.421 --> 01:33:56.481]  And...
[01:33:58.658 --> 01:34:01.600]  Two of the shows have said, why are you so negative?
[01:34:01.620 --> 01:34:02.701]  Why don't you be positive?
[01:34:03.301 --> 01:34:07.244]  It's not being positive to deny what's really going on.
[01:34:07.804 --> 01:34:11.186]  Well, the signs of a recession happening are all over the place.
[01:34:12.027 --> 01:34:15.029]  I think the recession actually began in February of this year.
[01:34:15.810 --> 01:34:22.014]  They just revised the third quarter estimates for the gross domestic product, GDP growth.
[01:34:22.054 --> 01:34:24.435]  They revised those downward again.
[01:34:25.016 --> 01:34:25.696]  It was supposed to be 2.2%.
[01:34:27.279 --> 01:34:30.662]  It's now revised to 2%, and the first quarter grew at 5.6%.
[01:34:30.762 --> 01:34:35.706]  So you can see the dramatic slowdown of the economy that's evident.
[01:34:36.247 --> 01:34:50.919]  If we get three quarters in a row that are as low as 2% growth, you'll see mainstream economists on CNBC and on talk shows talking about that we're in a recession or going into a recession.
[01:34:50.999 --> 01:34:51.620]  It started.
[01:34:52.360 --> 01:34:55.383]  The housing bubble is bursting all over the country.
[01:34:56.267 --> 01:35:03.749]  I'm estimating there are as many as maybe 22 million Americans holding mortgages that could collapse on them.
[01:35:04.069 --> 01:35:06.590]  But let's be clear before we go through that evidence.
[01:35:07.630 --> 01:35:09.750]  Globalization caused this.
[01:35:09.810 --> 01:35:16.612]  The central banks that are the owners and the drivers of the global system and the global government infrastructure...
[01:35:17.615 --> 01:35:18.516]  We're good to go.
[01:35:18.656 --> 01:35:19.117]  I think?
[01:35:39.616 --> 01:35:40.216]  We're good to go.
[01:35:40.236 --> 01:35:40.817]  We're good to go.
[01:35:40.837 --> 01:35:41.317]  We're good to go.
[01:36:02.430 --> 01:36:04.511]  One of the last things that was holding up our economy.
[01:36:04.971 --> 01:36:15.894]  The big banks of the world have openly bragged they want a consolidation so they can come in with a devalued dollar with their hyped-up foreign currencies and buy this country up cheap.
[01:36:16.534 --> 01:36:23.596]  Well, as I was saying just before the previous break, the negative net worth of the United States is $50 trillion.
[01:36:23.676 --> 01:36:25.017]  I think it's actually $53 trillion.
[01:36:25.557 --> 01:36:29.578]  According to that 2006 financial report of the United States, the Treasury released
[01:36:30.231 --> 01:36:30.991]  Last Friday.
[01:36:31.151 --> 01:36:35.552]  So it's grown from 44, as the Dallas Morning News reported, five years ago to that.
[01:36:35.632 --> 01:36:37.653]  Yes, its current number is $53 trillion.
[01:36:38.293 --> 01:36:40.493]  Now, Alex, these are real obligations.
[01:36:40.653 --> 01:36:46.054]  I mean, the $4.6 trillion deficit in the federal budget this year is a real number.
[01:36:46.515 --> 01:36:51.696]  That's the net present value of the future obligations of Social Security and Medicare.
[01:36:52.276 --> 01:36:57.497]  It means that there's no way future Social Security benefits or Medicare are going to be paid
[01:36:58.320 --> 01:37:00.443]  The only alternative, you can't raise taxes.
[01:37:00.463 --> 01:37:01.664]  It politically won't happen.
[01:37:02.165 --> 01:37:03.166]  And you won't cut benefits.
[01:37:03.206 --> 01:37:04.427]  That won't happen politically.
[01:37:04.447 --> 01:37:09.293]  So the only way to pay these is to dramatically devalue the dollar.
[01:37:09.313 --> 01:37:15.741]  In other words, you might get your $2,000 Social Security check, but good luck in trying to buy a hamburger with it.
[01:37:16.141 --> 01:37:16.882]  You won't be able to.
[01:37:17.628 --> 01:37:20.411]  That's how they'll monetize all this debt.
[01:37:20.571 --> 01:37:26.316]  I've talked to a lot of other experts, but I want to get your take from what you've been looking at, Dr. Corsi.
[01:37:26.736 --> 01:37:29.379]  How low do you think the devaluation of the dollar will go?
[01:37:29.799 --> 01:37:32.281]  I think the dollar is headed for, I think it's going to be another 30%.
[01:37:33.740 --> 01:37:36.942]  That's what I believe is being set up right now.
[01:37:38.083 --> 01:37:40.865]  Yeah, 20-25% of the value it was six years ago.
[01:37:40.925 --> 01:37:42.106]  Yeah, I agree.
[01:37:42.526 --> 01:37:43.947]  I think it's going to go down another 30%.
[01:37:44.107 --> 01:37:48.270]  I mean, I think you're looking at a dollar against the euro.
[01:37:48.390 --> 01:37:50.792]  It's right now at about $1.32, $1.33 a dollar to the euro.
[01:37:50.832 --> 01:37:54.595]  That means dollars worth about 75 cents to the euro.
[01:37:57.160 --> 01:38:01.543]  I think it's going to go to about 1.5 or 1.6 euros.
[01:38:02.063 --> 01:38:14.752]  And then they'll blame all that on Bush, who's just been a puppet of the globalists, and then I guess tell us Hillary will save us, and then they'll just change horses, and then we'll all worship her and thank her for getting us out of it with the North American Union.
[01:38:15.152 --> 01:38:25.099]  Well, I'm sure that if Robert Pastner is saying another crisis will get us into further North American intervention, this is the crisis I see coming.
[01:38:26.214 --> 01:38:45.167]  Well, that's what the bilateral commission said in the 70s, that they'd build up the euro, it would cause dollar instability, they would drive down the dollar, then they'd sell us on the North American Union, then they'll have the two currencies fight it out, they'll say that there's not stability in this bipolar currency, then they'll peg the currencies to a global benchmark, and we're into the global currency.
[01:38:45.527 --> 01:38:53.592]  Right, and this last meeting where all these cabinet secretaries, including Bernanke, the Federal Reserve Chairman, went to China,
[01:38:54.264 --> 01:38:56.065]  China basically conceded nothing.
[01:38:56.565 --> 01:39:03.027]  China did not agree to take their yuan and let it have free-floating value.
[01:39:03.207 --> 01:39:06.608]  Right now, China is paying the yuan, and they're keeping it cheap.
[01:39:07.129 --> 01:39:13.711]  Now, that favors exports from China, and if they don't make that change, that's going to put increasing pressure on the dollar.
[01:39:14.171 --> 01:39:21.314]  What's China going to do when they have $2 trillion in foreign exchange currency and $1.5 trillion in dollars?
[01:39:23.340 --> 01:39:25.282]  There's no way they're going to continue holding dollars.
[01:39:25.442 --> 01:39:39.853]  What do you say, Dr. Corsi, about the phony conservative talk show host, and we all know who they are, who, number one, wouldn't admit there was a North American union and called it a kook detector, and then now that it's here, they're going, ah, so what, it's the next phase.
[01:39:40.273 --> 01:39:47.759]  Well, you know, a lot of the conservatives who oppose conservatives are truly just Republican supporters.
[01:39:48.499 --> 01:39:50.101]  I'm not a Republican supporter.
[01:39:50.201 --> 01:39:52.943]  I don't find very much of the Republican Party that appeals to me.
[01:39:53.673 --> 01:39:54.874]  Yeah, that's right.
[01:39:54.934 --> 01:39:56.414]  They're not conservatives.
[01:39:56.495 --> 01:39:57.595]  They're Republicans.
[01:39:57.695 --> 01:39:59.956]  They're Republicans posing as conservatives.
[01:40:00.397 --> 01:40:02.297]  Their agenda is to promote Republicans.
[01:40:02.978 --> 01:40:09.701]  They might beat up on liberals, but they're only doing it because typically it's work to beat up on liberals to promote Republicans.
[01:40:10.061 --> 01:40:11.202]  It's a political football.
[01:40:11.222 --> 01:40:13.183]  Then they go along with the exact same policies.
[01:40:13.523 --> 01:40:13.723]  Right.
[01:40:13.743 --> 01:40:21.027]  So no matter what the Bush policy is going to be, these so-called conservative commentators are going to support the policies.
[01:40:21.753 --> 01:40:28.817]  When Bush decides that he's going to be more open about the Security and Prosperity Partnership, they'll suddenly get on board, and now it exists, and they'll support it.
[01:40:28.897 --> 01:40:37.302]  Well, what they'll do is they'll beat up on something that doesn't matter, like Kwanzaa for an hour, and the next hour, oh, the North American Union isn't that bad.
[01:40:37.643 --> 01:40:46.188]  So they act like conservatives on issues that don't matter, little petty things, and then on the key meat-and-potato bedrock pillars, they just chop them down.
[01:40:46.208 --> 01:40:47.909]  Yeah, now, I've been very pleased.
[01:40:47.929 --> 01:40:50.671]  You know, human events and...
[01:40:52.152 --> 01:40:57.917]  Joseph Farah, WorldNetDaily, they've continued to publish and very actively publish and support what I've been writing.
[01:40:58.117 --> 01:41:05.763]  You've had other neocon, and I wouldn't call them neocon, but you've had other big mainline Republican publications attack you, though.
[01:41:05.843 --> 01:41:06.424]  All the time.
[01:41:07.208 --> 01:41:07.628]  All the time.
[01:41:07.648 --> 01:41:10.651]  Just go read what they write about me on Free Republic these days.
[01:41:11.091 --> 01:41:13.553]  Those guys are total Kool-Aid drinkers.
[01:41:13.633 --> 01:41:15.815]  I mean, I don't know what has happened to them.
[01:41:15.855 --> 01:41:17.957]  I mean, seven, eight years ago they were great.
[01:41:18.037 --> 01:41:21.300]  Now they found WMDs.
[01:41:21.340 --> 01:41:23.021]  There's no North American Union.
[01:41:23.041 --> 01:41:25.343]  I mean, that place is a shame.
[01:41:25.683 --> 01:41:28.005]  They're Republican supporters.
[01:41:28.106 --> 01:41:31.288]  They're increasingly Bush bots.
[01:41:31.468 --> 01:41:33.310]  They're like robots who support Bush.
[01:41:34.093 --> 01:41:34.733]  The Bush bots.
[01:41:34.813 --> 01:41:37.295]  That's what... You could tell it on these kinds of issues.
[01:41:37.335 --> 01:41:38.155]  But don't they love them?
[01:41:38.195 --> 01:41:39.796]  I mean, don't they care about this country?
[01:41:40.517 --> 01:41:41.297]  They're Republicans.
[01:41:41.878 --> 01:41:44.819]  They want to elect Republican presidents, Republican congressmen.
[01:41:45.280 --> 01:41:46.440]  That's what their focus is.
[01:41:47.081 --> 01:41:48.802]  They've identified themselves with party.
[01:41:49.782 --> 01:41:57.907]  Well, if they would have made the Republican Party truly be conservative, Republicans wouldn't be out of office, and we wouldn't have this new world order.
[01:41:58.247 --> 01:42:01.649]  Well, we have very few Republican conservatives, unfortunately.
[01:42:02.090 --> 01:42:02.630]  Very few.
[01:42:03.368 --> 01:42:13.512]  I think there's some in Congress, because there are a few secure congressmen who don't need a lot of money to run for office, because they've been re-elected repeatedly in their districts.
[01:42:14.232 --> 01:42:28.557]  People like Steve King in Iowa, Ron Paul in Texas, Tan Credo, these are the people who supported 487, the Congressional House Concurrent Resolution to have no North American Union, Virgil Goode and
[01:42:29.181 --> 01:42:31.541]  Virginia, Walter Jones, North Carolina.
[01:42:31.581 --> 01:42:35.762]  I've been thinking a lot about these guys because they don't need the money to run.
[01:42:35.862 --> 01:42:42.163]  So they don't have to get, you know, indebted to Walmart to raise the millions that other people have to raise to get re-elected.
[01:42:42.724 --> 01:42:44.044]  And they are true conservatives.
[01:42:44.084 --> 01:42:49.245]  You'll find Tancredo, Ron Paul, exceptionally critical of the Republican Party.
[01:42:49.885 --> 01:42:54.866]  The Republican Party has moved into a... It's indistinguishable from the Democratic Party.
[01:42:54.886 --> 01:42:55.926]  You've got Bush yesterday.
[01:42:56.573 --> 01:42:57.173]  Well, exactly.
[01:42:57.193 --> 01:43:00.094]  Now the countdown is for the end of the border, total blanket amnesty.
[01:43:20.541 --> 01:43:27.607]  And the neocons will go on radio and say it isn't to neutralize conservatives' base, and then we'll be called liberals for fighting for the border.
[01:43:27.647 --> 01:43:32.531]  I mean, I wasn't joking when I said this would happen, folks.
[01:43:32.611 --> 01:43:34.913]  The push, Alex, for slave labor is twofold.
[01:43:35.153 --> 01:43:40.377]  One, open borders allow an impoverished Mexican slave labor to enter the country.
[01:43:40.757 --> 01:43:42.018]  You'll see that at SWIFT.
[01:43:42.579 --> 01:43:49.164]  Even at SWIFT now, very little notice, the Wall Street Journal carried an article saying that other employees at SWIFT are suing SWIFT
[01:43:49.795 --> 01:43:55.446]  Because hiring the illegal immigrants depresses everybody's wages 20% or more.
[01:43:56.207 --> 01:43:57.089]  That's slave labor.
[01:43:57.670 --> 01:43:58.772]  They are free to get it.
[01:43:58.952 --> 01:43:59.854]  Chertoff does one
[01:44:00.387 --> 01:44:02.689]  A big publicity roundup and then drops it.
[01:44:02.769 --> 01:44:04.690]  They'll probably all get released in the next few weeks.
[01:44:04.870 --> 01:44:15.158]  And let's be clear, if they arrested thousands a day, it would be just a few percentage points of the tens of millions that are here if they arrested thousands a day.
[01:44:15.478 --> 01:44:20.142]  But once or twice a year, they go arrest a few thousand people to, again, create that illusion.
[01:44:20.722 --> 01:44:22.984]  And also, the other slave labor is in China.
[01:44:23.544 --> 01:44:25.926]  And I guess, you know, Walmart thinks it's fine.
[01:44:25.946 --> 01:44:28.588]  It's a high-definition television, cheap prices.
[01:44:29.769 --> 01:44:31.910]  They can't have Chinese slaves.
[01:44:31.930 --> 01:44:35.150]  They're just little yellow people with slanty eyes, and we can't see them.
[01:44:35.210 --> 01:44:42.732]  Well, you know, Alex, it was wrong to have African-American slaves, and it's morally wrong to have Mexican slaves or to have Chinese slaves.
[01:44:42.992 --> 01:44:49.153]  Well, you also pay the piper when you use slavery because it ends up turning you into a slave because it debases.
[01:44:49.473 --> 01:44:53.714]  But look, we know globalists... It destroys the middle class, and look at the price we paid the Civil War.
[01:44:53.954 --> 01:44:59.175]  We'll probably be headed towards a bigger price for using the Chinese slaves and the Mexican slaves
[01:44:59.659 --> 01:45:04.582]  Just wait until we get into a deep recession where you've got 20 million people losing their homes.
[01:45:04.602 --> 01:45:06.023]  Well, that's what I wanted to talk about.
[01:45:06.183 --> 01:45:08.905]  So going into the new year, they're now admitting we're in a recession.
[01:45:09.405 --> 01:45:13.588]  We have a higher debt ratio, a negative debt ratio of any time in U.S.
[01:45:13.608 --> 01:45:22.493]  history, greater personal, private, corporate, and government debt than we had at the depth of the former record was late 1933.
[01:45:22.834 --> 01:45:28.077]  The average American doesn't have the skills of farming or farming
[01:45:28.889 --> 01:45:32.532]  We were still 70% agrarian at that time.
[01:45:33.072 --> 01:45:43.760]  I mean, if we have a depression... By the way, Joseph Sticklitz, Nobel Prize winner on this show, said the globalists are setting up an economic climate that could bring us into a worldwide depression.
[01:45:44.181 --> 01:45:55.169]  What do you think the 30 million illegal aliens and then all these soccer moms and yuppies and inner city people are going to do if the economy totally goes belly up?
[01:45:55.569 --> 01:45:56.270]  That's exactly right.
[01:45:56.290 --> 01:45:57.391]  I mean, how are people going to feel...
[01:45:57.935 --> 01:46:00.856]  Losing their homes, having their jobs sent to China.
[01:46:01.276 --> 01:46:10.579]  Let's go up to Detroit where the GM and the others have just closed another series of plants and gone off to China to stake out positions, making the cars in China.
[01:46:11.139 --> 01:46:13.220]  I guess they'll import them on these super tankers.
[01:46:13.500 --> 01:46:16.841]  And Chrysler's laying off $4,000 and moving to Mexico.
[01:46:16.861 --> 01:46:19.722]  Okay, so now up in Michigan, where are you going to find a job?
[01:46:20.162 --> 01:46:27.724]  And yet you've got hundreds of thousands of illegal aliens demanding, taking the lower-paying jobs at less than anybody would work for them.
[01:46:28.579 --> 01:46:34.543]  And then demanding social benefits, so your taxes, your schools, your hospitals are crowded with illegal immigrants.
[01:46:34.663 --> 01:46:36.084]  Did you see the AP report?
[01:46:36.964 --> 01:46:40.967]  The headline was, what was it, top lenders?
[01:46:41.127 --> 01:46:42.768]  I'm going back to like a few months ago.
[01:46:43.128 --> 01:46:46.790]  Top lenders help immigrants or something like that.
[01:46:47.311 --> 01:46:57.637]  And I read it on air, and it was 500 lending institutions going, oh, we don't even demand IDs to get home loans and bank accounts anymore.
[01:46:57.917 --> 01:47:03.681]  So citizens have to jump through 14 hoops, but the illegals don't even have to have IDs.
[01:47:04.041 --> 01:47:06.222]  Oh yes, this is real security and prosperity.
[01:47:06.743 --> 01:47:10.005]  Well, I've been reminding people, and this is what's going to crash.
[01:47:11.366 --> 01:47:14.588]  Everybody thinks they're living in a house that's doubled in value.
[01:47:15.088 --> 01:47:18.070]  Okay, so you bought the house for $100,000 and now you think it's worth $200,000.
[01:47:18.190 --> 01:47:20.471]  Well, that's also a gimmick.
[01:47:20.912 --> 01:47:25.515]  You can't today buy for $200,000 what five or ten years ago you could buy for $100,000.
[01:47:27.352 --> 01:47:27.752]  It's not.
[01:47:27.812 --> 01:47:30.334]  The money's increased in a quantity.
[01:47:30.814 --> 01:47:36.236]  We've had liquidity increases which have boosted these prices, but it doesn't mean you're that much richer.
[01:47:36.957 --> 01:47:48.062]  And if you're holding a mortgage, you know, if you've gone into a property and you're still holding a mortgage that's 80 or 90% of the value of the house, and that house decreases by 30%, you're 10% under.
[01:47:50.950 --> 01:47:53.251]  You can sell the house and you'll still owe mortgage.
[01:47:53.411 --> 01:47:57.473]  But most Americans have now gotten double mortgages.
[01:47:57.853 --> 01:47:58.233]  That's right.
[01:47:58.253 --> 01:48:02.736]  Well, I think we're setting up a period where you could see 20 million people lose their homes.
[01:48:03.756 --> 01:48:08.678]  And we have not had that kind of a break in the mortgage market since the Depression.
[01:48:08.858 --> 01:48:12.880]  Well, Dr. Corsi, they're going to do whatever the government tells them.
[01:48:13.481 --> 01:48:16.282]  The government will say, do what we say and milk and honey will come back.
[01:48:16.952 --> 01:48:18.793]  And they're going to pull the lever for gun control.
[01:48:19.013 --> 01:48:20.674]  There's going to be a huge crime spree.
[01:48:20.694 --> 01:48:22.554]  There always is when the economy goes down.
[01:48:23.475 --> 01:48:26.056]  The illegal aliens will probably riot and burn down every U.S.
[01:48:26.076 --> 01:48:27.556]  city, as they've said they'll do.
[01:48:28.057 --> 01:48:34.659]  And then the police state will be used against the American people, like it was in New Orleans, not against the criminals.
[01:48:35.159 --> 01:48:36.280]  I tell you, we're in deep trouble.
[01:48:36.860 --> 01:48:41.102]  And the country is technically bankrupt with these kind of $4.6 trillion deficits.
[01:48:44.085 --> 01:48:48.006]  Future obligations are going to have to be cancelled or paid off in worthless currency.
[01:48:48.667 --> 01:48:53.388]  You might get your Social Security check, but you'll get it in Amaro's.
[01:48:53.669 --> 01:48:58.590]  The only way these obligations are going to get paid are if we monetize the debt.
[01:48:59.171 --> 01:49:05.433]  If the dollars that are paying off the debt, as we've been doing, we're going to have to do it in a much more rapid pace.
[01:49:06.253 --> 01:49:10.995]  If the dollars paying off these obligations are dramatically worth less than they are today,
[01:49:11.860 --> 01:49:13.082]  Like I say, think about it.
[01:49:13.102 --> 01:49:18.810]  You might get your $3,000 Social Security check, but good luck buying a hamburger and going to a movie with that $3,000.
[01:49:19.011 --> 01:49:24.299]  You've got to think that these things have happened in economic markets.
[01:49:24.819 --> 01:49:26.001]  Let's be clear about this.
[01:49:26.061 --> 01:49:27.664]  Let's be clear about what you're saying.
[01:49:28.297 --> 01:49:32.820]  They've already cut the dollar value 45% in the last six years.
[01:49:33.221 --> 01:49:37.824]  Since 1913, it's been devalued to 1.5 cents to the dollar.
[01:49:38.204 --> 01:49:42.807]  And so now they're going to accelerate the devaluation of that 1.5 cent value.
[01:49:43.308 --> 01:49:46.970]  Yeah, I think it's headed for another 30% decline right now.
[01:49:47.211 --> 01:49:50.033]  Yes, so you're talking about a massive decrease.
[01:49:51.254 --> 01:49:55.076]  It could collapse in that process.
[01:49:55.096 --> 01:49:56.537]  They might not be able to do it slow.
[01:49:56.577 --> 01:49:57.278]  It might collapse.
[01:49:58.243 --> 01:50:00.404]  Well, that's what the Financial Times of London and others are saying.
[01:50:00.464 --> 01:50:05.786]  The globalists want this to happen, but they say they want it incremental so the public doesn't notice.
[01:50:06.247 --> 01:50:06.447]  Right.
[01:50:06.487 --> 01:50:08.968]  Well, they might not get the soft landing.
[01:50:09.028 --> 01:50:10.529]  It might just collapse.
[01:50:10.629 --> 01:50:12.950]  Well, obviously you're reading the same stuff I am.
[01:50:12.970 --> 01:50:14.290]  Very credible information.
[01:50:14.550 --> 01:50:15.171]  We'll be right back.
[01:50:15.191 --> 01:50:15.531]  Stay with us.
[01:50:21.039 --> 01:50:24.221]  It's here, after a year in production and traveling to distant lands.
[01:50:24.562 --> 01:50:26.483]  My new film, Terror Storm, is complete.
[01:50:26.883 --> 01:50:34.549]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:50:35.229 --> 01:50:42.274]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:50:42.674 --> 01:50:49.539]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA's spying,
[01:50:50.137 --> 01:50:52.858]  Or by calling toll-free 1-888-253-3139 or watch it right now online at prisonplanet.tv
[01:51:17.884 --> 01:51:22.488]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[01:51:22.708 --> 01:51:27.131]  It provides you with purified water, light, power, and communications ability.
[01:51:27.331 --> 01:51:41.342]  The Security Pack includes a Berkey light water purifier, an LED base, two Berkey sport filtration bottles, the Berkey battery adapter, the Berkey MP solar charger, as well as a backup set of two black Berkey purification elements.
[01:51:41.562 --> 01:52:00.771]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
