[00:00:00.069 --> 00:00:00.689]  Cover-ups.
[01:40:19.634 --> 01:40:20.895]  Hang on a moment.
[01:40:21.571 --> 01:40:29.458]  All we're really saying is that whichever direction the climate changes in, they're going to blame it on global warming, whether it has anything to do with global warming or not.
[01:40:29.478 --> 01:40:30.499]  But that's my next point, Lord Monckton.
[01:40:31.119 --> 01:40:34.562]  Lord Monckton, interrupt, because we've got limited time and these facts are so key.
[01:40:35.343 --> 01:40:36.624]  We know they've been caught in fraud.
[01:40:36.664 --> 01:40:39.927]  We know they have an agenda to control our lives and become kings over us.
[01:40:39.967 --> 01:40:40.988]  We understand that.
[01:40:42.129 --> 01:40:44.151]  And the general public's beginning to understand that.
[01:40:44.191 --> 01:40:47.634]  But for me, going back years, it's just the asinine level.
[01:40:47.734 --> 01:40:48.654]  I can go look up
[01:40:49.375 --> 01:41:04.341]  The federal government numbers on polar bears and they've gone from roughly 22,000 30 years ago in our area of the world in North America to over 50,000 and so when Al Gore says the polar bears are all dying
[01:41:04.781 --> 01:41:05.502]  We know it's a lie.
[01:41:05.522 --> 01:41:08.825]  When they say in the Arctic, penguins are dying because they're drowning.
[01:41:08.865 --> 01:41:10.086]  We know they're an aquatic bird.
[01:41:10.106 --> 01:41:12.688]  I mean, the level of asinine lying.
[01:41:12.708 --> 01:41:22.377]  But the one I want to talk about now, because we're showing video of this, both a 20-year time lapse and then this year's time lapse from satellites, we know the Arctic expanded.
[01:41:22.397 --> 01:41:23.118]  This is admitted.
[01:41:24.179 --> 01:41:27.881]  By the greatest level in the last 30 years, that's admitted by NASA.
[01:41:27.961 --> 01:41:32.784]  And I'm showing a NASA satellite composite right now of it growing this year.
[01:41:33.284 --> 01:41:40.369]  And then I've seen the environmental phonies on the news saying it's not true that the ice caps are melting.
[01:41:40.449 --> 01:41:43.571]  I mean, they are denying that the sun comes up in the morning.
[01:41:43.611 --> 01:41:45.332]  They are outrageous liars!
[01:41:46.092 --> 01:41:51.795]  It's extraordinary that on the polar bears, for instance, there were only 5,000 worldwide in the 1940s.
[01:41:53.268 --> 01:42:00.849]  Now, depending on which survey you read, there are 25,000 worldwide, and you've seen one that says there are 50,000 just in North America.
[01:42:02.030 --> 01:42:06.310]  The fact is that that's not the profile of a species in imminent threat of extinction, is it?
[01:42:06.731 --> 01:42:07.811]  Likewise, the penguins.
[01:42:08.071 --> 01:42:12.772]  And of course, in the Antarctic, the sea ice has actually been growing for 30 years.
[01:42:13.052 --> 01:42:19.593]  And I was talking to one of these true-believing scientists about that the other day, and he said, oh yes, but that's caused by katabatic winds.
[01:42:19.993 --> 01:42:25.001]  Coming down off the Antarctic ice cap and freezing the sea.
[01:42:25.262 --> 01:42:33.414]  And of course, yes it is, because the Antarctic has been getting cooler over the last 30 years, as the records very plainly show.
[01:42:33.515 --> 01:42:35.077]  Though you won't see that reported in the
[01:42:35.177 --> 01:42:37.438]  But that's what I'm saying, Lord Monckton.
[01:42:38.038 --> 01:42:39.218]  It's the boldness.
[01:42:39.538 --> 01:42:55.342]  I've never seen total contempt for the public, and I guess some of the public really are dumb as a box of rocks, to tell them the Arctic and Antarctic are in danger of completely melting within the next five years, as Al Gore was just saying a few months ago at Copenhagen.
[01:42:55.382 --> 01:43:02.664]  I mean, it is an asinine fraud to tell schoolchildren that it's all melting when they know good and well it's getting bigger.
[01:43:03.024 --> 01:43:17.684]  Well, just to go to the Arctic and give you the latest figures, the beginning of the spring ice melt in the Arctic began later this year than at any time since record began.
[01:43:18.453 --> 01:43:27.221]  That's the truth of the matter, because there's an awful lot of ice up there just now, and it will go back to more or less normal in the next few weeks, just as it always does.
[01:43:27.662 --> 01:43:32.466]  Then we'll see how it is in the summer, which will depend partly on the volcanic activity in Iceland, obviously.
[01:43:32.867 --> 01:43:41.535]  These things come and go, they're perfectly natural swings and roundabouts, but we know perfectly well that even if we were to lose a lot of ice in the Arctic,
[01:43:41.915 --> 01:43:53.381]  We've gained just as much in the Antarctic so that global sea ice has shown virtually no trend whatsoever over the last 30 years since the satellite first began to record it reliably.
[01:43:53.661 --> 01:44:09.489]  So whatever else is going on, it isn't global warming that's causing the little bit of melting that did happen in the Arctic just for a few weeks only in the summer of 2007 and very nearly all of that summer minimum ice was restored in 2008 and still more again in 2009.
[01:44:09.549 --> 01:44:10.349]  Those are the facts.
[01:44:12.093 --> 01:44:19.930]  Well, I know you challenged them on their phony science, but just the general propaganda that's given to the public, it's very elementary.
[01:44:20.251 --> 01:44:21.193]  They point a camera...
[01:44:22.111 --> 01:44:39.526]  On every news show, during the spring and summer, at a glacier that's being built up by rain and snow during the winter and fall, fall and winter, they show the glaciers collapsing, ice flows and icebergs that have always done this, since we had ice caps, and they say, look, it's melting!
[01:44:39.867 --> 01:44:48.895]  I mean, even the reporters have to know they're involved in a premeditated fraud, or are these reporters, for lack of a better term, mentally retarded?
[01:44:49.597 --> 01:45:07.652]  It's even more of a fraud than you think, because the most frequently shown picture of a large chunk of supposedly Greenland glacial ice falling off into the sea is in fact taken from a glacier in South America, which is a land-based glacier where it crosses a lake.
[01:45:07.692 --> 01:45:09.274]  So it looks like the sea, but actually it isn't.
[01:45:09.934 --> 01:45:20.597]  And every five years, this glacier goes right across the lake and dams the lake, the water behind the lake, which then builds up and bursts through, causing enormous chunks of ice to come off.
[01:45:21.077 --> 01:45:33.881]  What's interesting is that because there's been regional cooling over the last 30 years in that part of South America as well, that glacier that used to burst apart every five years is now bursting apart every two years.
[01:45:34.201 --> 01:45:37.322]  Because there's more and more ice coming across and blocking the lake.
[01:45:37.662 --> 01:45:40.942]  So that in itself is another spectacular lie.
[01:45:41.242 --> 01:45:53.144]  And to name another one of that kind, when Al Gore shows a picture of flying over what is supposed to be the melting Arctic ice, it is in fact a computer simulation and not the real thing.
[01:45:53.664 --> 01:46:02.186]  So everything that you're being shown, everything that you're being told about the supposed effect of supposed global warming is
[01:46:02.725 --> 01:46:08.407]  It's bogus, and even if it weren't bogus, the fact is we've had 300 years of global warming.
[01:46:08.427 --> 01:46:14.670]  It began, we can date it exactly thanks to the Central England Temperature Record, which is the earliest instrumental record in the world.
[01:46:14.810 --> 01:46:22.033]  It began in 1695, and in the next 40 years, the temperatures rose by 4 Fahrenheit degrees.
[01:46:22.648 --> 01:46:26.129]  That's one Fahrenheit degree for every decade.
[01:46:26.469 --> 01:46:32.391]  It's not done that since, because in the whole of the 20th century, it only rose by one Fahrenheit degree.
[01:46:32.831 --> 01:46:42.273]  So the idea that somehow the increase in temperatures over the 20th century is something new, the idea that it was an unprecedented rate, is simply nonsense.
[01:46:42.393 --> 01:46:47.615]  And we know from the records we have going back 300 years that it is obvious and errant.
[01:46:48.658 --> 01:46:51.849]  And yet, this is the kind of rubbish they go on peddling.
[01:46:52.210 --> 01:46:54.418]  They say, for instance, that the warming...
[01:46:55.231 --> 01:47:01.234]  Since 1950 can only be explained if you assume that CO2 was the major cause.
[01:47:01.614 --> 01:47:02.914]  No, that's not correct.
[01:47:03.375 --> 01:47:17.501]  All of the warming, and I mean all the warming since 1950, can be explained by the temporary and naturally occurring reduction in cloud cover that happened between 1983 and 2001 when we had satellites up there to watch it.
[01:47:17.921 --> 01:47:19.602]  And that blows into smithereens.
[01:47:20.962 --> 01:47:25.604]  And finally, sir, to simplify this for some people out there who may not be following us,
[01:47:50.656 --> 01:48:00.258]  They're now moving away from saying global warming, because that's been exposed as a fraud, to climate change and saying stabilizing our climate as if we're not supposed to have seasons.
[01:48:00.318 --> 01:48:19.282]  I mean, if they had their way in a hundred years, they'll have children cowering under their beds at night and saying, Mommy, the conspiracy theorist down the road, you know, is saying that we've always had seasons, but the government says that seasons are unnatural and we've got to pay all these taxes to try to battle, you know, changes in temperature.
[01:48:19.903 --> 01:48:21.084]  I think that's a great point.
[01:48:21.465 --> 01:48:34.626]  I think the fact is that the change in temperature in any one region of the planet between the summer and the winter is something like 20 times what's going to happen even if we get a little bit of global warming over the next hundred years, which we may.
[01:48:35.066 --> 01:48:39.632]  But it's going to be so small and so insignificant that it's not going to do any harm to anyone.
[01:48:39.973 --> 01:48:41.635]  And that's really the simple bottom line.
[01:48:41.655 --> 01:48:45.940]  I'm sorry if that last answer sounded a little bit too complicated, but it's really quite simple.
[01:48:46.201 --> 01:48:53.330]  If you get a naturally occurring reduction in cloud cover, fewer clouds between the sun and the ground, more sunlight hits the ground.
[01:48:53.770 --> 01:48:58.733]  And the ground gets warmer and it gets warmer naturally and nothing whatever to do with CO2.
[01:48:58.933 --> 01:48:59.994]  It's really as simple as that.
[01:49:00.214 --> 01:49:09.359]  And we can do a simple calculation based on that to work out what the warming effect of CO2 over those 18 years from 1983 to 2001 could possibly have been.
[01:49:09.579 --> 01:49:13.322]  And the answer is there's virtually no room for it to have had any influence at all.
[01:49:13.562 --> 01:49:18.845]  And of course, since the end of 2001, we've had rapid, significant global cooling anyway.
[01:49:19.352 --> 01:49:21.453]  Lord Monckton, I'm going to skip this final break.
[01:49:21.473 --> 01:49:23.313]  We've only got 10 minutes left with you.
[01:49:23.333 --> 01:49:26.214]  Again, you're always extremely gracious to give us so much time.
[01:49:26.234 --> 01:49:37.757]  I know you're in demand globally, but that's another indicator of the good news is that you were wanted, you know, in front of crowds of tens of thousands and television and radio and TV, 24 hours a day, more than you could ever do.
[01:49:37.797 --> 01:49:40.058]  And we're appreciative of your great stamina.
[01:49:40.618 --> 01:49:40.638]  I
[01:49:57.518 --> 01:49:58.999]  Just how elementary this
[01:50:15.153 --> 01:50:16.734]  And we just know this is a fraud.
[01:50:16.774 --> 01:50:24.198]  We know that we had the Bronze Age because temperature went up by over 10 degrees, much warmer than the last warming period we've seen in the last 50 years.
[01:50:24.238 --> 01:50:26.120]  And it's just so ridiculous.
[01:50:26.520 --> 01:50:28.921]  Let's talk to MD in Maine.
[01:50:29.221 --> 01:50:31.202]  You're on the air with Lord Christopher Monckton.
[01:50:31.222 --> 01:50:34.804]  His website is scienceandpublicpolicy.org.
[01:50:34.844 --> 01:50:35.245]  Go ahead.
[01:50:36.085 --> 01:50:42.228]  Yes, Lord Monkton, welcome to America, and this is a question for you and Alex on a financial question.
[01:50:42.869 --> 01:50:53.794]  Specifically, we know that the pension funds in America are being targeted by the government as a way to back up the Treasuries, but my specific question is 401Ks and IRAs.
[01:50:55.402 --> 01:51:00.285]  Are those on the radar screen as well, and will those be targeted, and if so, how soon will that happen?
[01:51:00.305 --> 01:51:13.994]  Alright, MD, MD, specifically, I'm now reminded Lord Monckton, going into break, tried to get into the financial ruination that we're seeing through the Obama collectivist takeover, and yes, it is in Bloomberg, they're looking at taking your pension funds.
[01:51:14.014 --> 01:51:14.515]  Lord Monckton.
[01:51:15.015 --> 01:51:31.150]  Yes, I think you've got to realise that so bankrupt is America now at the federal level, and so wicked is the sheer scale on which the present administration has ramped up spending artificially in the short term,
[01:51:31.750 --> 01:51:48.779]  So as to make our children, our children's children, and their children in turn pay for the self-indulgence of this, and I'm going to call it again what it is, a communist administration, that yes, you are going to find that every penny that you've got, which isn't hidden under the mattress,
[01:51:49.409 --> 01:51:53.071]  Any penny that you've got that they can find, they're going to come after it.
[01:51:53.392 --> 01:51:56.834]  Your pensions are not going to be safe under this administration.
[01:51:57.234 --> 01:52:17.627]  Anyone who has had the providence and the thrift to save for his or her old age is going to find the sticky-fingered government coming in there and at first increasing the taxes on it and then arbitrarily confiscating it altogether and saying, as they did with healthcare, we in the federal government are going to provide your pensions
[01:52:18.067 --> 01:52:21.508]  And in order to do that, we want you to hand over all your pension money.
[01:52:21.748 --> 01:52:38.234]  There is a real danger that an administration as wild, and as fiscally irresponsible, and as monetarily incompetent as this one, and as malevolent towards the American people as this one has shown itself repeatedly to be, will indeed come after your pension.
[01:52:38.654 --> 01:52:40.794]  Nothing and no one is safe.
[01:52:41.315 --> 01:52:43.895]  And my three magic words I repeat again.
[01:52:44.376 --> 01:52:44.616]  Vote.
[01:52:44.896 --> 01:52:45.116]  Them.
[01:52:45.516 --> 01:52:45.616]  Out.
[01:52:46.545 --> 01:52:48.126]  And you were trying to talk about health care earlier.
[01:52:48.146 --> 01:52:53.107]  I do want to take a few more calls, but specifically, you're in England with the National Health Service.
[01:52:53.547 --> 01:52:58.869]  The VA runs health care here for veterans, the worst health care in the world, when government has a hand in it.
[01:52:59.389 --> 01:53:01.770]  In 60 seconds, your breakdown on government-run health care.
[01:53:02.409 --> 01:53:04.450]  Just don't go there is the short answer.
[01:53:05.031 --> 01:53:07.212]  It's been an enormous failure in Britain.
[01:53:07.572 --> 01:53:09.753]  It was supposed to be the envy of the world.
[01:53:09.953 --> 01:53:13.895]  Absolutely nobody has copied the way the British does it until now.
[01:53:14.336 --> 01:53:16.197]  And now here we have Obamacare.
[01:53:16.437 --> 01:53:19.879]  He didn't get away with the public option full-blown.
[01:53:20.159 --> 01:53:29.044]  What he's done instead is to defer to the huge companies and corporations that run healthcare and make sure that they are going to make vastly increased profits
[01:53:29.424 --> 01:53:35.310]  By forcing people into paying for healthcare via state-run exchanges.
[01:53:35.650 --> 01:53:38.873]  The whole mess is going to be a bureaucratic nightmare.
[01:53:38.933 --> 01:53:40.195]  It's going to cost a fortune.
[01:53:40.515 --> 01:53:42.097]  Healthcare standards will plummet.
[01:53:42.397 --> 01:53:47.382]  And already I know of several of your leading doctors who are simply going to up sticks and get out.
[01:53:48.740 --> 01:53:54.702]  Ladies and gentlemen, ladies and gentlemen, you just heard intense Veritas.
[01:53:55.082 --> 01:53:55.722]  The truth.
[01:53:56.282 --> 01:54:01.164]  This is global corporations, big healthcare, coming in and robbing you.
[01:54:01.204 --> 01:54:02.364]  Government keeps half of it.
[01:54:02.904 --> 01:54:04.004]  Corporations keep the other.
[01:54:04.024 --> 01:54:05.305]  They lower your standard of care.
[01:54:05.625 --> 01:54:06.785]  Well said, Lord Monckton.
[01:54:07.125 --> 01:54:08.706]  Let's talk to Brian in California.
[01:54:08.726 --> 01:54:09.246]  You're on the air.
[01:54:10.404 --> 01:54:11.284]  Hello, Alex.
[01:54:11.884 --> 01:54:16.185]  I'm here with my Sweden-lovable wife, who's a major contributor.
[01:54:16.205 --> 01:54:29.428]  I made an observation some time ago that the signing of the Federal Reserve Act was exactly, to date, 99 years after the signing of the Treaty of Ghent.
[01:54:29.928 --> 01:54:34.829]  Now, if you take exactly 99 years to the date after the Federal Reserve Act,
[01:54:35.644 --> 01:54:36.785]  You land on the 2012 Doomsday.
[01:54:48.391 --> 01:54:50.793]  Lord Monckton, I want to ask you a question for Alex.
[01:54:50.853 --> 01:55:07.630]  I'm sure he doesn't want to bother to ask you, but he's been attacked by a number of people in the press, and some of these press reach England, and you know that the system in England would clip these birds' wings pretty quickly, especially when they're saying he's threatening violence because he's telling the truth.
[01:55:07.930 --> 01:55:11.172]  Can you give him some good advice on how to... Well, let me fill Lord Monckton in.
[01:55:11.192 --> 01:55:17.175]  They've had Newsweek, Time Magazine, even the London Guardian, actually, saying I'm calling for violence when I've never done anything like that.
[01:55:17.395 --> 01:55:19.156]  But they're also saying that about the Tea Parties.
[01:55:19.496 --> 01:55:21.277]  They're also saying that about Rick Perry.
[01:55:21.557 --> 01:55:23.198]  I mean, they're saying it about everybody.
[01:55:23.238 --> 01:55:35.104]  And now, I don't know if Lord Monckton saw this, but the AP reported two days ago that Democrats have been caught with fake N-word signs, and they've been caught infiltrating Tea Parties trying to make us look bad.
[01:55:35.484 --> 01:55:35.824]  That's right.
[01:55:35.844 --> 01:55:38.186]  This is a very classic communist technique.
[01:55:38.566 --> 01:55:43.209]  It was done by Hitler, who of course was a National Socialist, which is another kind of communism.
[01:55:43.950 --> 01:55:46.711]  It was done by the communists when they were taking over in Russia.
[01:55:47.052 --> 01:55:50.934]  It's an absolutely typical extreme left-wing technique.
[01:55:51.254 --> 01:56:00.921]  They try to discredit those whom they fear, knowing that they can rely upon the liberal tendencies of the mainstream media not to bother to ask the right questions.
[01:56:01.421 --> 01:56:11.407]  It's a very good question that your caller raises, and my advice is, of course, you should never advocate any kind of violence, nor, Alex, would you ever have done so.
[01:56:11.567 --> 01:56:15.089]  Well, we've done the opposite, but I mean, especially George Soros.
[01:56:15.129 --> 01:56:18.971]  He's got like eight different publications that every week just lie.
[01:56:18.991 --> 01:56:20.832]  I mean, I could sue them, but I don't have the time.
[01:56:21.913 --> 01:56:23.735]  I don't think it's ever worth suing these people.
[01:56:23.795 --> 01:56:34.510]  I think the answer is just to go on speaking the truth, speaking it gently, and it's rather like what Glenn Beck has been saying on his wonderful program on Fox News.
[01:56:34.910 --> 01:56:38.315]  He says the hammer of non-violence has to hit the anvil of truth.
[01:56:38.815 --> 01:56:39.595]  So you've gone through this too?
[01:56:39.615 --> 01:56:41.376]  I mean, you have them trying to set you up.
[01:57:06.386 --> 01:57:07.587]  Oh, they're always doing that.
[01:57:07.848 --> 01:57:09.369]  But I pay no attention to it.
[01:57:09.810 --> 01:57:11.631]  And you just have to go on quietly.
[01:57:11.692 --> 01:57:13.974]  I'm just quietly getting on with my scientific research.
[01:57:14.014 --> 01:57:16.997]  I pop up from time to time and publish the results.
[01:57:17.057 --> 01:57:25.946]  I'm just about to publish a major paper on this business of the effect of clouds on climate, which shows perfectly well that CO2 has virtually nothing to do with anything
[01:57:26.466 --> 01:57:28.006]  And that's the way I do it.
[01:57:28.026 --> 01:57:33.567]  We just quietly publish the science in the peer-reviewed journals, let people read it there, and make of it what they will.
[01:57:33.788 --> 01:57:42.069]  That's the way science is done, and I don't mind how many sticks and stones they try to throw, how many... but words certainly won't hurt me.
[01:57:42.449 --> 01:57:46.070]  And the thing is, just be courageous, carry on speaking the truth.
[01:57:46.450 --> 01:57:50.871]  The truth, in the end, as we are told in the Bible, will prevail.
[01:57:51.974 --> 01:57:52.654]  Absolutely.
[01:57:53.095 --> 01:57:56.076]  Lord Monckton, we've only got about 45 seconds left.
[01:57:56.116 --> 01:57:57.137]  I appreciate your time.
[01:57:57.457 --> 01:57:59.137]  Scienceandpublicpolicy.org.
[01:57:59.158 --> 01:58:03.500]  I know you say as soon as you're done defeating these people, you're going to write a book.
[01:58:03.780 --> 01:58:05.621]  We look forward to having you on to cover that.
[01:58:05.981 --> 01:58:07.622]  And just so much continues to happen.
[01:58:08.302 --> 01:58:09.062]  And again, 5 to 10 p.m.
[01:58:11.103 --> 01:58:12.844]  Eastern today in front of the Washington Monument.
[01:58:12.884 --> 01:58:21.429]  Lord Monckton and others will be there, so definitely we look forward to watching those videos online here from Austin and other areas of the planet from your eloquent speech.
[01:58:21.750 --> 01:58:22.930]  Thank you so much for your time.
[01:58:23.511 --> 01:58:28.153]  File your tax return on time by the close of play today, and God bless America.
[01:58:28.934 --> 01:58:29.474]  Take care.
[01:58:29.774 --> 01:58:30.795]  Lord Monckton, thank you.
[01:58:30.815 --> 01:58:34.677]  You are listening to GCN.
[01:58:34.737 --> 01:58:37.939]  Visit GCNlive.com today.
[01:58:42.282 --> 01:58:44.523]  Max, what did you do with the remote?
[01:58:45.183 --> 01:58:46.203]  Now what am I gonna do?
[01:58:46.603 --> 01:58:48.344]  I guess I can go online to find a new one.
[01:58:48.764 --> 01:58:50.284]  Okay, here's a site.
[01:58:50.725 --> 01:58:52.345]  Replacementremotes.com.
[01:58:52.445 --> 01:58:54.646]  Let us repair or replace any remote control.
[01:58:55.126 --> 01:58:57.387]  Well, I guess they can't repair this one.
[01:58:57.947 --> 01:58:58.687]  Thanks, Max.
[01:58:59.687 --> 01:59:01.908]  Wow, they have my original remote!
[01:59:02.601 --> 01:59:05.002]  And an exact replacement that doesn't need programming.
[01:59:05.202 --> 01:59:06.503]  Hey Max, here's the deal.
[01:59:06.983 --> 01:59:10.445]  I can use the coupon code ALEX for a 5% discount.
[01:59:10.925 --> 01:59:15.307]  ReplacementRemotes.com has all my remotes for my TVs and accessories.
[01:59:15.888 --> 01:59:19.189]  I can order online at ReplacementRemotes.com or call them at 336-377-2220.
[01:59:23.132 --> 01:59:24.673]  I wonder if they sell dog toys?
[01:59:25.213 --> 01:59:28.155]  For all your remote control needs, visit ReplacementRemotes.com at 336-377-2220.
[01:59:28.175 --> 01:59:29.576]  ReplacementRemotes.com!
[01:59:29.596 --> 01:59:31.056]  ReplacementRemotes.com!
[01:59:31.176 --> 01:59:35.499]  If you need a remote control, ReplacementRemotes.com!
[02:00:21.078 --> 02:00:36.782]  Coming up in one hour, when this radio slash multimedia transmission ends, we're going to premiere Invisible Empire, A New World Order Defined at PrisonPlanet.TV.
[02:00:37.903 --> 02:00:43.764]  All my films, Hermes' films, Fabled Enemies, you name it, all available.
[02:00:44.305 --> 02:00:46.325]  The live TV show, 15 cents a day.
[02:00:46.345 --> 02:00:48.306]  You can share your passcode with as many as six people.
[02:00:49.306 --> 02:00:50.547]  Give the gift of truth.
[02:00:50.767 --> 02:00:51.887]  Spread this film to everyone.
[02:00:51.967 --> 02:00:54.188]  Order the highest quality DVD with the extras.
[02:00:54.208 --> 02:00:57.290]  $19.95 your purchase makes the radio show possible.
[02:00:57.750 --> 02:01:00.191]  It is infowars.com or 888-253-3139.
[02:01:00.251 --> 02:01:00.512]  Okay.
[02:01:04.850 --> 02:01:07.392]  I've got tax news I want to go over.
[02:01:07.493 --> 02:01:08.794]  I've got police state news.
[02:01:09.034 --> 02:01:10.555]  I've got big government news.
[02:01:10.675 --> 02:01:13.058]  I've got big developments in Poland.
[02:01:13.758 --> 02:01:18.483]  It's looking more and more like foul play with the death of the president and others last Saturday.
[02:01:19.664 --> 02:01:22.686]  That is all coming up.
[02:01:22.747 --> 02:01:23.968]  I've got my stacks here.
[02:01:24.108 --> 02:01:28.172]  But when we come back from this break,
[02:01:29.585 --> 02:01:31.266]  I'm going to play a video.
[02:01:31.826 --> 02:01:38.750]  When we come back from this break, I'm going to play video for the PrisonPlanet.tv viewers, and of course, Radiolicious will be able to hear the audio.
[02:01:39.250 --> 02:01:43.012]  And then in the next few hours, this will be posted up on the Alex Jones YouTube channel.
[02:01:43.052 --> 02:01:44.033]  But it's not there yet.
[02:01:44.833 --> 02:01:46.894]  This will be the premiere of this information.
[02:01:48.075 --> 02:01:52.997]  Now, when we come back after the video, I will describe more of why I did this.
[02:01:54.058 --> 02:01:54.338]  Okay?
[02:01:57.128 --> 02:02:01.709]  First off, I was joking around the office about doing what I did, just as a joke.
[02:02:03.250 --> 02:02:05.010]  Because we had a power drill laying there.
[02:02:06.131 --> 02:02:09.792]  And people, a few people got up and were like, oh, don't do that, it's, you know, it's wasteful, whatever.
[02:02:10.032 --> 02:02:13.773]  Then my wife was like, oh, no, no, you know, don't do it, it's so sweet, it's so good.
[02:02:14.693 --> 02:02:17.274]  Like it was a human or something.
[02:02:17.814 --> 02:02:20.655]  And that got me thinking about priorities.
[02:02:21.435 --> 02:02:22.015]  With all of us.
[02:02:24.096 --> 02:02:25.016]  And then I thought about
[02:02:26.906 --> 02:02:30.008]  Well, all these other facets that I break down at the end of the video.
[02:02:30.828 --> 02:02:32.229]  All these other reasons.
[02:02:34.931 --> 02:02:40.594]  Because this is going to be extremely educational on multiple, multiple fronts.
[02:02:41.834 --> 02:02:42.675]  What you're going to see.
[02:02:45.697 --> 02:02:47.918]  Now, of course, if I did this in two years, nobody would care.
[02:02:48.578 --> 02:02:51.620]  So it also ties in to hype.
[02:02:54.457 --> 02:02:59.859]  And so because it had so many issues tied into it, that's why we did it.
[02:03:00.459 --> 02:03:02.920]  And I can't think of better advertising.
[02:03:05.521 --> 02:03:15.464]  Advertising against bad things, against war, against torture, against police state, and against worshipping things.
[02:03:16.877 --> 02:03:19.399]  Now on the other side, it's not just worshipping things.
[02:03:19.439 --> 02:03:20.940]  Some people don't like to waste.
[02:03:21.641 --> 02:03:23.182]  But this is certainly not a waste.
[02:03:23.703 --> 02:03:27.826]  This will be seen by a million people conservatively probably in the next few months, definitely in the next year.
[02:03:29.007 --> 02:03:32.610]  I'm good at guesstimating how many views this will get just on one video.
[02:03:32.650 --> 02:03:33.571]  It'll be copied everywhere.
[02:03:33.811 --> 02:03:34.672]  Probably tens of millions.
[02:03:35.553 --> 02:03:36.754]  You really can't even measure it.
[02:03:38.121 --> 02:03:49.116]  And think of how many people will get a bird's eye view into their mentality and how they can't form relationships with fellow humans and how we're being sucked in to this high-tech matrix.
[02:03:49.557 --> 02:03:54.143]  The average person playing hours of video games every day, four and a half hours of TV.
[02:03:55.445 --> 02:03:57.166]  Young people aren't even communicating with each other.
[02:03:57.186 --> 02:03:58.426]  They're just texting each other.
[02:03:58.726 --> 02:04:07.369]  If you're wondering what the mystery is, it will soon be revealed for you on the other side of this break.
[02:04:07.389 --> 02:04:10.730]  We're going to come in out of the break.
[02:04:11.670 --> 02:04:14.091]  Some stations join us then, so I'll introduce it briefly.
[02:04:14.111 --> 02:04:23.394]  Then we're going to play this 10-minute video premiere here at PrisonPlanet.tv and on the syndicated radio broadcast.
[02:04:24.372 --> 02:04:26.092]  And there's a psychological study here.
[02:04:26.112 --> 02:04:27.313]  There's a psychological test.
[02:04:27.333 --> 02:04:32.294]  That's only... That's only part of it, though.
[02:04:33.294 --> 02:04:35.594]  This is also a mass psychology test.
[02:04:36.214 --> 02:04:44.616]  A group psychology experiment that we are all about to take part in, straight ahead, on the other side.
[02:04:44.636 --> 02:04:45.676]  This is gonna make a hubbub.
[02:04:46.596 --> 02:04:49.837]  And it shouldn't make a hubbub, but because of the mind control, it will.
[02:04:52.165 --> 02:04:54.768]  Hello, this is Alex Jones with some important questions.
[02:04:55.169 --> 02:05:00.135]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[02:05:00.495 --> 02:05:02.238]  My answer would be all I can get.
[02:05:02.558 --> 02:05:07.364]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[02:05:07.564 --> 02:05:08.506]  How much do you want?
[02:05:08.746 --> 02:05:09.467]  When do you want it?
[02:05:09.847 --> 02:05:11.449]  Now or after the battle starts?
[02:05:11.729 --> 02:05:12.550]  When will you need it?
[02:05:12.811 --> 02:05:14.873]  Can you buy it without proper identification?
[02:05:15.013 --> 02:05:16.115]  Will there be any food?
[02:05:16.355 --> 02:05:17.677]  Will it make your children sick?
[02:05:17.877 --> 02:05:22.943]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[02:05:23.143 --> 02:05:26.267]  You wipe out all these problems if you have a good food supply.
[02:05:26.707 --> 02:05:30.209]  Food is your ammunition to fight for your freedom and your life.
[02:05:30.529 --> 02:05:31.529]  How much will you need?
[02:05:31.770 --> 02:05:32.370]  We don't know.
[02:05:32.670 --> 02:05:33.570]  How much do you want?
[02:05:33.771 --> 02:05:34.491]  All you can get.
[02:05:34.511 --> 02:05:35.551]  I'm Alex Jones.
[02:05:35.792 --> 02:05:38.553]  I want all of you good guys to live to fight another day.
[02:05:38.853 --> 02:05:40.594]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[02:05:40.614 --> 02:05:41.554]  Again, that number 1-800-409-5633.
[02:05:51.280 --> 02:05:52.521]  Hi, this is Alex Jones.
[02:05:52.561 --> 02:05:57.905]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:05:58.165 --> 02:06:02.769]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[02:06:03.169 --> 02:06:03.549]  It's true.
[02:06:03.649 --> 02:06:06.251]  Seeds have outperformed even gold and silver before in this country.
[02:06:06.471 --> 02:06:08.213]  And it's possible that could even happen again.
[02:06:08.753 --> 02:06:13.438]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:06:13.979 --> 02:06:15.901]  They call it a survival seed bank.
[02:06:16.281 --> 02:06:20.907]  And it can produce an endless supply of nutrient-dense food for you and your family.
[02:06:21.087 --> 02:06:21.988]  And here's the best part.
