[00:00:02.152 --> 00:00:04.660]  I'm good.
[00:50:38.098 --> 00:50:46.166]  You've seen what happened in Massachusetts and Kentucky and Pennsylvania with Specter in Utah and Colorado and Hawaii on and on and on in Florida.
[00:50:47.327 --> 00:50:48.107]  That's an example.
[00:50:48.168 --> 00:50:49.128]  People get informed.
[00:50:49.369 --> 00:50:54.133]  They actually find out somebody's voting record, whether they're Republican or Democrat, of their establishment.
[00:50:54.373 --> 00:50:56.916]  If they sold out, if they flip-flopped, they're gone.
[00:51:01.400 --> 00:51:02.761]  Another example of being informed.
[00:51:02.861 --> 00:51:07.242]  Arizona discovers it's their right and duty to protect their citizens from the lawless crime wave.
[00:51:07.543 --> 00:51:09.703]  They stand up and say, we're going to enforce the law.
[00:51:10.384 --> 00:51:12.445]  This is what being awake does.
[00:51:14.245 --> 00:51:25.390]  Now, imagine if the LeBron James fans that by the tens of thousands went to rallies and demonstrations, some as many as 4,000 per demonstration, if they actually lobbied for say a Daimler Chrysler plant.
[00:51:26.072 --> 00:51:27.694]  That they narrowly lost the bid for.
[00:51:27.874 --> 00:51:34.382]  They would have gotten that plant and jobs instead of some overpaid joke who, if you break it down, brings almost no money to the economy.
[00:51:36.618 --> 00:51:39.240]  Because the people are starting to get their priorities straight.
[00:51:39.560 --> 00:51:42.301]  So we're starting to see the pendulum swing back a little bit.
[00:51:42.541 --> 00:51:44.122]  But the establishment's pushing back.
[00:51:44.523 --> 00:51:47.204]  And so everything you do right now is so vital.
[00:51:47.564 --> 00:51:49.946]  America and the world is at a crossroads.
[00:51:50.526 --> 00:51:53.948]  Every one of you is needed to get off the bench and in the game of life.
[00:51:54.468 --> 00:51:55.769]  And to defend our republic.
[00:51:56.069 --> 00:51:56.950]  Is America perfect?
[00:51:57.030 --> 00:51:58.291]  No, but there's nothing better.
[00:51:58.931 --> 00:52:03.233]  And we know the globalists trying to get rid of our Bill of Rights and Constitution want tyranny.
[00:52:03.473 --> 00:52:05.454]  So we better try to keep our republic.
[00:52:05.574 --> 00:52:07.675]  Now, the fight is on.
[00:52:07.735 --> 00:52:08.815]  The war is on.
[00:52:08.895 --> 00:52:10.416]  History is taking place right now.
[00:52:10.816 --> 00:52:17.919]  Okay, look, I'm going to take calls until the bottom of the next hour, this segment and the next two, and then I'm going to cover news for the last 30 minutes.
[00:52:17.939 --> 00:52:19.099]  But let's go to calls right now.
[00:52:19.459 --> 00:52:20.820]  I see about 15 calls here.
[00:52:21.080 --> 00:52:22.000]  Who's first up?
[00:52:23.541 --> 00:52:24.881]  Mark in Texas, you're on the air.
[00:52:24.941 --> 00:52:25.242]  Welcome.
[00:52:26.662 --> 00:52:27.422]  Hey, thank you, Alex.
[00:52:27.482 --> 00:52:28.423]  How are you doing today, sir?
[00:52:28.874 --> 00:52:29.614]  I'm doing pretty good.
[00:52:29.654 --> 00:52:32.455]  I'm a little upset that the Netherlands lost, though.
[00:52:32.495 --> 00:52:33.875]  That's all that's important.
[00:52:35.216 --> 00:52:36.636]  And LeBron's going to the heat.
[00:52:36.676 --> 00:52:42.637]  I mean, I associate my personal destiny with a basketball player, and so I'm feeling a little depressed right now.
[00:52:43.098 --> 00:52:45.538]  I'm not upset about the fact that they admit we're going into a depression.
[00:52:45.938 --> 00:52:50.599]  I'm not upset about the fact that they're putting biometric scanners in everywhere to buy and sell.
[00:52:50.960 --> 00:52:54.240]  I'm not upset about the fact that our country's bankrupt.
[00:52:54.320 --> 00:52:56.221]  I'm just upset about LeBron James right now.
[00:52:58.052 --> 00:53:00.294]  Yeah, there is so, so many things here.
[00:53:01.215 --> 00:53:08.481]  And I'm glad you said something earlier about things, about not following you and all the talking points, and not being like a robot.
[00:53:08.622 --> 00:53:11.144]  None of us are robots, and we're not limited.
[00:53:12.045 --> 00:53:19.531]  And one thing that I've been seeing a lot, and I've dug into some things, especially about the oil well.
[00:53:19.732 --> 00:53:23.475]  My cousin, who I've known since I was a kid, he's an older cousin,
[00:53:24.386 --> 00:53:26.167]  And he's worked on those wells for years.
[00:53:26.187 --> 00:53:32.971]  He was on the one that blew 13 days before it went off, and I've got detailed reports from him on all the ways that things worked from top on up.
[00:53:34.052 --> 00:53:36.053]  And I want to share that at one point, but not today.
[00:53:36.073 --> 00:53:47.240]  Well, they admit that two months before the well had already started leaking, and that BP gave the operators Schlumberger, Anadarko, and Halliburton orders that they knew would cause it to blow up.
[00:53:47.520 --> 00:53:52.823]  And now Obama wants to get his carbon tax, and I told people 80 days ago that, and now they admit they want to get a carbon tax.
[00:53:54.178 --> 00:53:54.799]  Yeah, yeah, yeah.
[00:53:54.979 --> 00:53:57.901]  You guys have probably got a lot of that already covered.
[00:53:58.942 --> 00:53:59.843]  What's on your mind today, Mark?
[00:54:00.624 --> 00:54:01.565]  Yeah, I'm glad you said that.
[00:54:01.685 --> 00:54:10.313]  The issue of loyalty here to this Constitution, God, the idea of free rights for, you know, the freedom that we should have and retain.
[00:54:10.333 --> 00:54:17.019]  I'm finding some examples in history here, and I'm
[00:54:17.618 --> 00:54:22.279]  Even in countries that are not ours, but people stood up for those basic principles that our founders left.
[00:54:22.639 --> 00:54:26.160]  Yeah, there's always thugs and crooks that try to take control of society.
[00:54:26.660 --> 00:54:33.642]  And if good people aren't involved, as George Washington said, all that evil men and tyrants need to flourish is that good men and women do nothing.
[00:54:34.022 --> 00:54:38.483]  And so if good people aren't involved defending their liberties, you will have them stolen.
[00:54:39.703 --> 00:54:43.464]  Yeah, this fellow Red Beckman, I think he's been on your show, I've been reading his book.
[00:54:43.504 --> 00:54:46.805]  A good friend of mine who worked for the CIA and resigned because he saw what they were doing.
[00:54:47.840 --> 00:55:01.033]  He gave me this thing about this born-again republic, and in this, Red Beckman mentions that he goes, we must remember that the Constitution was like a will, which was written to govern the estates of our founding fathers.
[00:55:01.253 --> 00:55:04.236]  A will is a law which is written to govern an individual's estate.
[00:55:04.897 --> 00:55:07.039]  Our founding fathers fought and won the revolution.
[00:55:07.559 --> 00:55:08.761]  The people then own the country.
[00:55:09.682 --> 00:55:12.364]  They were not under the fist of any government.
[00:55:12.764 --> 00:55:14.065]  No, that's it, Mark.
[00:55:14.105 --> 00:55:15.305]  I gotta jump, but great points.
[00:55:16.006 --> 00:55:19.768]  See, every other country been run by a monarch, by a king up until that point.
[00:55:20.770 --> 00:55:25.893]  And this was a system of, we have a Bill of Rights, a Constitution, private property rights, a man's home is his castle.
[00:55:26.254 --> 00:55:30.116]  This is an estate for we the people in perpetuity for our posterity.
[00:55:30.416 --> 00:55:31.857]  Read the Declaration of Independence.
[00:55:31.997 --> 00:55:32.978]  We are the government.
[00:55:33.518 --> 00:55:35.359]  These fake Christians paid off by FEMA.
[00:55:35.579 --> 00:55:36.560]  Think about that, on record.
[00:55:36.880 --> 00:55:47.047]  Two years before it was mainstream news and declassified, we have the secret documents that over 50,000 preachers have been secretly trained by FEMA to teach their flocks Romans 13, submit to Caesar.
[00:55:47.587 --> 00:55:48.988]  We are Caesar in America.
[00:55:50.126 --> 00:55:51.406]  Submit to the Bill of Rights.
[00:55:51.727 --> 00:55:53.107]  Submit to the Constitution.
[00:55:54.227 --> 00:55:55.288]  I appreciate your call, Mark.
[00:55:55.328 --> 00:55:56.928]  Real fast, Josh in California.
[00:55:56.968 --> 00:55:57.569]  Go ahead, Josh.
[00:55:58.689 --> 00:55:59.249]  Hey, what's up, buddy?
[00:55:59.269 --> 00:55:59.649]  How are you?
[00:55:59.809 --> 00:56:00.550]  Worldwide broadcast.
[00:56:00.590 --> 00:56:00.850]  Welcome.
[00:56:01.910 --> 00:56:05.371]  Hey, man, I want to tell you two things, only two quick points, also common on the LeBron James thing.
[00:56:05.431 --> 00:56:14.334]  I live in Los Angeles, so I'm engulfed with the circus that we call entertainment, and I'm leaving because it's deplorable how it is here.
[00:56:14.534 --> 00:56:17.876]  And I also want to make a point that my girlfriend just became a citizen.
[00:56:19.156 --> 00:56:21.740]  She's from Mexico, and she now has looked at it.
[00:56:21.780 --> 00:56:23.963]  She's thoroughly disgusted with what's going on.
[00:56:24.664 --> 00:56:26.186]  She can't even believe that.
[00:56:26.426 --> 00:56:27.488]  She said, why am I a citizen?
[00:56:27.508 --> 00:56:28.389]  Why did I become a citizen?
[00:56:28.429 --> 00:56:29.731]  I could have just gotten free health care.
[00:56:29.791 --> 00:56:32.695]  I could commit illegal crimes and not get in any trouble.
[00:56:32.775 --> 00:56:33.756]  She said it doesn't make any sense.
[00:56:34.437 --> 00:56:37.600]  We want people from everywhere who want to be Americans and want to be citizens.
[00:56:37.940 --> 00:56:41.223]  The issue is a lot of people coming from Mexico believe the U.S.
[00:56:41.283 --> 00:56:47.809]  is Mexico and believe it's a La Reconquista and the globalists are using it as a political weapon to bankrupt the states.
[00:56:50.131 --> 00:56:51.432]  That's why we're so upset about it.
[00:56:52.453 --> 00:56:53.354]  And I have one question for you.
[00:56:53.374 --> 00:57:01.181]  Do you know anything about the company Abengoa, which is the company that got the $1.8 billion, the deal with Obama?
[00:57:02.827 --> 00:57:04.908]  You know, I think that rings a bell, but you know what?
[00:57:04.928 --> 00:57:05.649]  I'm going to put you on hold.
[00:57:05.669 --> 00:57:15.195]  We're going to come back in the next hour, and we're going to have you finish up, and then we're going to get to Greg, Cliff, Jeff, Kevin, Gabby, Kyle, Dan, Timothy, Colonel Six, and others.
[00:57:15.836 --> 00:57:18.197]  A toll-free number to join us, 888-201-2244.
[00:57:18.397 --> 00:57:20.579]  And the callers are great, but just, I want to get to everybody.
[00:57:20.599 --> 00:57:22.240]  So have your question, your comment ready.
[00:57:22.260 --> 00:57:24.341]  We're going to come back after a two-minute break.
[00:57:24.381 --> 00:57:27.563]  Some stations don't carry that first five minutes, and we'll come back in that next segment.
[00:57:27.583 --> 00:57:30.065]  Continue with your phone calls, and we're going to get into everything.
[00:57:30.425 --> 00:57:31.846]  It's now mainstream news.
[00:57:31.866 --> 00:57:32.907]  It's not being denied.
[00:57:33.367 --> 00:57:44.316]  A global government treaty, a secret treaty, is being ratified right now to restrict free speech on the internet, and to tax the internet, and to tax talk radio, and to shut down free speech.
[00:57:44.716 --> 00:57:47.699]  It's really happening, and the FCC is taking orders from the UN.
[00:57:51.203 --> 00:57:55.446]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:57:55.746 --> 00:57:56.027]  Number 1.
[00:57:56.667 --> 00:57:59.829]  New climate legislation could easily double or triple your electric bill.
[00:58:00.090 --> 00:58:00.650]  Number 2.
[00:58:00.950 --> 00:58:05.514]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:58:05.854 --> 00:58:06.294]  It's true.
[00:58:06.594 --> 00:58:11.158]  Total government control of electricity in the name of smart grid technology is coming.
[00:58:11.458 --> 00:58:11.998]  Number 3.
[00:58:12.299 --> 00:58:15.581]  In some areas of the country, the power grid is dangerously overloaded.
[00:58:15.881 --> 00:58:19.564]  And now, new socialist legislation is only compounding the problem.
[00:58:19.784 --> 00:58:20.325]  Number 4.
[00:58:20.565 --> 00:58:22.928]  Dangerous weather is always a threat to local grids.
[00:58:23.328 --> 00:58:26.712]  Every year, thousands of families lose their power from weather-related outages.
[00:58:27.012 --> 00:58:27.553]  Number 5.
[00:58:27.813 --> 00:58:31.737]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:58:31.958 --> 00:58:36.723]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:58:37.003 --> 00:58:41.024]  You can get more information at www.mysolarbackup.com.
[00:58:41.165 --> 00:58:42.725]  That's mysolarbackup.com.
[00:58:42.945 --> 00:58:45.026]  Remember, the government doesn't own the sun.
[00:58:45.206 --> 00:58:47.547]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:58:51.075 --> 00:58:55.017]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[00:58:55.257 --> 00:59:01.300]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[00:59:01.660 --> 00:59:08.763]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[00:59:09.043 --> 00:59:13.585]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[00:59:13.925 --> 00:59:22.436]  Get a free, detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[00:59:22.596 --> 00:59:26.321]  Let's talk to the owner of 5 Star Soap, Marty Schachter, and see what he has to say.
[00:59:26.843 --> 00:59:33.025]  As founder and owner for over 63 years, people keep asking me, how's business?
[00:59:33.606 --> 00:59:37.027]  I'm happy to say our business is going down the drain.
[00:59:37.507 --> 00:59:43.789]  Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying our 1-2 month soap sampler.
[00:59:43.869 --> 00:59:44.650]  Thank you.
[00:59:52.236 --> 00:59:55.080]  Coast to coast, direct from Austin.
[00:59:55.841 --> 00:59:59.025]  You're listening to the Alex Jones Broadcasting Network.
[01:00:06.124 --> 01:00:10.328]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:10.968 --> 01:00:11.769]  You want answers?
[01:00:12.549 --> 01:00:13.490]  Well, so does he.
[01:00:14.091 --> 01:00:17.694]  He's Alex Jones on the GCN Radio Network.
[01:00:18.294 --> 01:00:22.418]  And now, live from Austin, Texas, Alex Jones.
[01:00:22.478 --> 01:00:24.820]  Alright, we're taking your phone calls.
[01:00:24.840 --> 01:00:27.822]  I'm going to go through a lot of other important news at the bottom of the hour.
[01:00:28.263 --> 01:00:30.585]  Let's go back to Josh in California.
[01:00:31.165 --> 01:00:33.948]  Tell us about this company that you were mentioning in Obama.
[01:00:35.069 --> 01:00:46.732]  So I started looking it up online, and Opengoa is that company that Obama just, it's a solar energy company, it's a Spanish company, mind you, that he gave the $1.8 billion loan to start developing sustainable energy.
[01:00:46.752 --> 01:00:55.314]  If you go on their website, all they talk about is the U.N., sustainable development, sustainable energy, how to change the environment, so everything's sustainable.
[01:00:55.934 --> 01:01:17.950]  I knew it was a Spanish company just the name didn't ring a bell and in Spain admits for every green job it cost two jobs and the energy it cost to put it into that quote green system just doesn't work so it ends up using even more energy and then all it does is transfer the jobs to India China and other third world countries that have no emissions controls and so the
[01:01:18.711 --> 01:01:21.938]  Increase in the devil gas, carbon dioxide actually goes up.
[01:01:22.279 --> 01:01:26.167]  But you try to tell some brain-dead fake environmentalist this, they just don't want to hear it.
[01:01:27.273 --> 01:01:34.875]  Well, and on top of that, how can they sit there and explain that employment is on the rise, and he's willing to give $1.8 billion to a Spanish company?
[01:01:35.415 --> 01:01:38.936]  And to me, this is just ironic that it's on the heels of everything that's going on in the Gulf.
[01:01:39.036 --> 01:01:44.918]  It was, you know, 60-plus days into the Gulf, and all of a sudden, he now finds a $1.8 billion loan to get to a Spanish company.
[01:01:44.938 --> 01:01:45.818]  What day is the Gulf?
[01:01:46.238 --> 01:01:46.618]  What day?
[01:01:46.678 --> 01:01:47.778]  I mean, it's over 80 days.
[01:01:47.958 --> 01:01:48.698]  How many days, guys?
[01:01:49.439 --> 01:01:50.439]  I know it's over 80 days.
[01:01:51.653 --> 01:01:52.553]  Yeah, it's just disgusting.
[01:01:52.633 --> 01:01:53.334]  And you know what, Alex?
[01:01:53.354 --> 01:01:54.674]  I just want to thank you for everything you've done.
[01:01:54.694 --> 01:01:56.415]  You've opened up my eyes completely.
[01:01:56.475 --> 01:01:58.876]  I've now gotten many people, their eyes opened up.
[01:01:58.916 --> 01:02:01.938]  And on top of that, you've also made me a believer in God, too.
[01:02:01.958 --> 01:02:04.119]  So by all means, man, thank you so much for everything you've done.
[01:02:04.919 --> 01:02:06.380]  Josh, I appreciate your call.
[01:02:06.480 --> 01:02:07.520]  God bless you, my friend.
[01:02:08.121 --> 01:02:09.621]  Let's talk to Greg in New Jersey.
[01:02:09.661 --> 01:02:10.422]  Greg, you're on the air.
[01:02:11.485 --> 01:02:14.969]  Hey Alex, just want to let you know that people are getting involved.
[01:02:15.029 --> 01:02:26.063]  I live in Monmouth County here in New Jersey, and of course you know the Battle of Monmouth was the pivotal battle that showed that a ragtag bunch of citizens could get together and take on the greatest empire in the world at the time, and that was England.
[01:02:26.443 --> 01:02:28.986]  Well the same thing is happening here.
[01:02:29.147 --> 01:02:30.789]  We were credited with basically
[01:02:31.249 --> 01:02:35.476]  Getting rid of Governor Corzine who tried to sell off our turnpike.
[01:02:35.836 --> 01:02:40.964]  And in fact, I took that information about Centras and brought it to a state hearing that they were having.
[01:02:41.244 --> 01:02:46.813]  And the people in the room were amazed that they didn't know that the King of Spain was one of the principal stockholders.
[01:02:47.153 --> 01:02:55.521]  Well, funny, the last caller was talking about multi-billion dollar payoffs to Spain to take over our infrastructure, and the same thing in England.
[01:02:55.901 --> 01:03:09.034]  The government pays to shut down steel mills in England and then ship them to India, owned by Pachari, who was the head of the IPCC UN Global Warming fear-mongering squad, and I have followed New Jersey.
[01:03:09.654 --> 01:03:14.257]  And some people are saying your new governor is involved in economic hitman behavior, privatizing things.
[01:03:14.757 --> 01:03:24.242]  And I am watching him closely, but I don't think privatizing the DMV and things like that is seizing your roads, seizing your schools, seizing your water.
[01:03:24.583 --> 01:03:30.266]  That's the type of globalist privatization that isn't privatization, but is simply looting.
[01:03:31.274 --> 01:03:33.075]  Well, we're going to be keeping a close eye on that.
[01:03:33.196 --> 01:03:34.296]  Trust me when I say that.
[01:03:35.017 --> 01:03:38.940]  In fact, also trying to awaken as many citizens as possible.
[01:03:38.960 --> 01:03:42.463]  For example, I'm a councilman here in my town.
[01:03:42.883 --> 01:03:45.626]  Because I got tired of complaining and I wanted to get involved.
[01:03:45.826 --> 01:03:46.426]  There you go!
[01:03:46.526 --> 01:03:48.007]  And Greg, you're now a councilman.
[01:03:48.067 --> 01:03:48.248]  See?
[01:03:48.288 --> 01:03:49.128]  You took action.
[01:03:49.869 --> 01:03:50.770]  You're doggone right.
[01:03:51.090 --> 01:03:55.133]  And I've also volunteered to man one of the tents at our county fair.
[01:03:55.193 --> 01:03:57.235]  I'm going to be passing out free pocket constitutions.
[01:03:58.027 --> 01:04:01.408]  Just to ensure that the people get the word.
[01:04:01.468 --> 01:04:01.908]  Exactly!
[01:04:01.968 --> 01:04:11.792]  And then when FEMA, who's been doing this for at least 15 years, just made news last year finally, creeps around and tells cops anybody with a pocket constitution wants to kill them.
[01:04:11.832 --> 01:04:14.553]  They actually teach them that in the MIAC and Homeland Security reports.
[01:04:14.873 --> 01:04:16.673]  We're just out there handing them out to everybody.
[01:04:16.954 --> 01:04:21.055]  They want to make it dirty and secret and bad and like it's porn or something.
[01:04:21.375 --> 01:04:23.436]  We've got to go, no, we're the good guys.
[01:04:23.976 --> 01:04:25.138]  You know, this is normal.
[01:04:25.418 --> 01:04:27.462]  It's the same thing with having guns in your gun rack.
[01:04:27.722 --> 01:04:30.286]  We have to exercise this openly or lose it.
[01:04:30.667 --> 01:04:31.007]  Go ahead.
[01:04:32.048 --> 01:04:33.048]  That's exactly it.
[01:04:33.068 --> 01:04:40.009]  The whole idea, you said before about the heroes of the past were the inventors, were the people that believed in freedom.
[01:04:40.350 --> 01:04:41.230]  And that's what we're trying to do.
[01:04:41.250 --> 01:04:43.390]  That's what I'm trying to single-handedly try to do.
[01:04:43.530 --> 01:04:45.030]  Greg, Greg, you're a hero!
[01:04:45.350 --> 01:04:46.111]  You're a hero!
[01:04:46.271 --> 01:04:48.791]  You're a patriot, you ran for city council, you won!
[01:04:49.031 --> 01:04:50.571]  If you would have lost, you would have been a hero!
[01:04:50.771 --> 01:04:53.552]  You would have educated people, even if you lost, but you won!
[01:04:53.572 --> 01:04:55.752]  Because people are now ready to hear the truth.
[01:04:56.473 --> 01:04:58.553]  Folks, I'm telling you, run for office everywhere!
[01:05:04.733 --> 01:05:05.654]  Tyranny is here.
[01:05:05.994 --> 01:05:09.576]  The grim future foretold in 1984 has become reality.
[01:05:09.856 --> 01:05:12.138]  It really says that the state is God.
[01:05:12.158 --> 01:05:17.601]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:05:18.021 --> 01:05:24.265]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:05:24.685 --> 01:05:30.229]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:05:30.669 --> 01:05:34.331]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[01:05:34.852 --> 01:05:38.854]  Prepare to enter the secretive world of emergency dictatorship.
[01:05:39.134 --> 01:05:44.638]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:05:45.078 --> 01:05:48.060]  It's only the beginning of the New World Order's hellish plan.
[01:05:48.640 --> 01:05:50.041]  The police state isn't coming.
[01:05:50.601 --> 01:05:51.042]  It's here.
[01:05:51.702 --> 01:05:58.731]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:06:01.114 --> 01:06:06.160]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:06:06.521 --> 01:06:08.803]  Because there's a war on for your mind.
[01:06:14.511 --> 01:06:17.713]  We're into the second and final hour, ladies and gentlemen.
[01:06:18.634 --> 01:06:23.637]  I am continuing with your phone calls in this segment and the next, and I'm in a news blitz in the last half hour.
[01:06:23.657 --> 01:06:34.124]  I've got some really good news on the political realignment, the awakening happening not just here but worldwide, but also got the bad news on the economy and the oil spill and the police state.
[01:06:34.884 --> 01:06:41.389]  The globalists, these private banks, these Ponzi scheme operators that created the tens of trillions in derivatives,
[01:06:42.708 --> 01:06:43.489]  Thanks for taking my call.
[01:07:03.533 --> 01:07:11.597]  The same old blaming on the immigrant distraction has always been an obsession of the reactionary, racist, nativist, no-thinkers on the far right.
[01:07:11.617 --> 01:07:16.420]  It's fascism from the gutter that the New World Order thrives on.
[01:07:17.220 --> 01:07:25.985]  To claim one is a Christian and support roundups of fellow human beings based on their birth in a neighbor nation, that's hypocrisy on a biblical level.
[01:07:26.005 --> 01:07:27.446]  Well, that's a complete lie, Cliff.
[01:07:29.099 --> 01:07:35.267]  Well, I mean, you had... Just because you said... I mean, okay, Cliff, you're dressed in Colorado right now in a Big Bird outfit.
[01:07:35.747 --> 01:07:40.613]  You're sitting there in a Big Bird suit, playing with the Lucky Charms elf.
[01:07:42.375 --> 01:07:43.236]  That's not true either.
[01:07:43.717 --> 01:07:45.659]  That's not true either, Cliff, but I can say it.
[01:07:46.584 --> 01:07:48.385]  Hey, you've got a magic carpet, Cliff.
[01:07:48.886 --> 01:07:53.369]  You flew to Saturn last night and had a hamburger and then you came back to Colorado.
[01:07:53.389 --> 01:07:54.950]  Of course, that's not true either, Cliff.
[01:07:55.311 --> 01:07:57.572]  What you said is not true.
[01:07:58.013 --> 01:08:00.855]  What you just said to me, I've read the Arizona bill.
[01:08:01.315 --> 01:08:09.702]  It says upon first contact for some other issue, speeding, drunk driving, domestic dispute, whatever, the police will ask what they ask a citizen.
[01:08:10.322 --> 01:08:13.786]  I want to see your license, and when they're an illegal alien, they're going to be taken to ICE.
[01:08:13.986 --> 01:08:16.449]  Do you know what happens in Mexico if you're an illegal alien?
[01:08:16.810 --> 01:08:18.692]  In some cases, years of forced labor.
[01:08:18.792 --> 01:08:19.352]  I'm against that.
[01:08:19.653 --> 01:08:24.819]  You know what happens to stupid college kids people send down there, you know, for their graduation from high school?
[01:08:25.379 --> 01:08:27.541]  Where they get arrested for no reason and shook down.
[01:08:27.581 --> 01:08:32.805]  I've been shook down by Mexican military and Mexican police in my trips to Mexico.
[01:08:33.225 --> 01:08:35.947]  The United States is the most open free country in the world.
[01:08:36.408 --> 01:08:39.030]  Our country is the most colorblind country in the world.
[01:08:39.050 --> 01:08:41.191]  We've been taught this fake political correct guilt.
[01:08:41.611 --> 01:08:46.355]  There have been over 24,000, I kept saying 22,000, that was a six-month-old or so number.
[01:08:46.595 --> 01:08:50.638]  It's over 24,000 deaths in Mexico, most of them on the border.
[01:08:51.059 --> 01:08:53.501]  It's completely collapsing, kidnapping capital.
[01:08:54.261 --> 01:09:01.168]  of North America is now Mexico City A and Southern Arizona B. Texas is number five now.
[01:09:01.488 --> 01:09:03.410]  Do you understand how serious this is?
[01:09:03.470 --> 01:09:09.936]  The rocket attacks, the murders, the police being killed and that when the illegals get up here, free health care.
[01:09:10.436 --> 01:09:12.397]  Free, you know, have their baby, they're citizens.
[01:09:12.998 --> 01:09:13.858]  Free everything.
[01:09:14.058 --> 01:09:19.402]  And then the government is there to get these people as a voting bloc to vote against the Second Amendment.
[01:09:19.582 --> 01:09:23.344]  The globalist Cliff, the New World Order that's launching wars.
[01:09:23.424 --> 01:09:26.226]  Look, Cliff, I'm going to put Cliff on hold and then I'm going to come back to him in a moment.
[01:09:26.246 --> 01:09:27.307]  But I'm going to go ahead and rant at you.
[01:09:28.257 --> 01:09:30.538]  Cliff, I look at an issue and I think, what's justice?
[01:09:30.618 --> 01:09:52.571]  Well, I don't smoke marijuana, but I know that George Washington grew it and did smoke it, and I know that most varieties of it don't have THC and are great for a cotton substitute, and are a great crop anybody can grow, and I know that it was banned so that DuPont and Dow Chemical would not have competition against polyester, so I am for decriminalization of marijuana.
[01:09:53.251 --> 01:09:53.671]  Justice!
[01:09:54.492 --> 01:10:03.638]  I'm against an attack on Iran because it's all a big setup and our government's overthrown them several times, and they don't have nuclear weapons just like Iraq didn't, and the lies about WMDs.
[01:10:03.778 --> 01:10:04.398]  I'm against it.
[01:10:05.079 --> 01:10:05.419]  Okay?
[01:10:06.860 --> 01:10:08.080]  I'm for the Second Amendment.
[01:10:08.120 --> 01:10:09.241]  The globalists are against it.
[01:10:09.461 --> 01:10:10.802]  I'm against the Baker bailout.
[01:10:10.822 --> 01:10:11.903]  The globalists are for it.
[01:10:12.463 --> 01:10:13.864]  The globalists are for open borders.
[01:10:13.884 --> 01:10:16.326]  Have you read the CFR document?
[01:10:16.986 --> 01:10:20.769]  Three years ago where they said the North American Union will be founded by amnesty.
[01:10:21.189 --> 01:10:25.412]  Have you read the amnesty bills where they let felons, aggravated felons, be legalized?
[01:10:25.792 --> 01:10:27.133]  I mean, do you know the truth?
[01:10:27.393 --> 01:10:33.438]  Do you know California just told its state employees they're going from average of $24 an hour to $7.25 an hour minimum wage?
[01:10:36.980 --> 01:10:37.981]  Federal minimum wage.
[01:10:38.801 --> 01:10:42.043]  Do you understand that all of this?
[01:10:42.423 --> 01:10:46.285]  Bloomberg reports 46 states bankrupt or going bankrupt.
[01:10:46.305 --> 01:10:53.669]  Do you understand one of the biggest costs after the banker bailout corporate welfare and the wars, which I'm against, are the illegal aliens.
[01:10:54.129 --> 01:10:56.830]  You see, if the globalists are for it, I'm against it.
[01:10:57.050 --> 01:10:57.871]  It's real simple.
[01:10:57.911 --> 01:10:59.972]  I'm against the new world order, Cliff.
[01:11:00.612 --> 01:11:00.952]  Okay?
[01:11:01.192 --> 01:11:05.514]  Our country has over a million legal people come in and then become citizens every year.
[01:11:05.754 --> 01:11:07.715]  We got over three million illegals, Cliff.
[01:11:08.015 --> 01:11:09.736]  Mexico's a failed state, Cliff.
[01:11:10.036 --> 01:11:11.277]  It's collapsed, Cliff.
[01:11:11.817 --> 01:11:12.157]  Okay?
[01:11:12.217 --> 01:11:14.898]  Nobody's gonna have roundups of brown people, Cliff.
[01:11:15.419 --> 01:11:15.779]  Okay?
[01:11:15.999 --> 01:11:20.521]  When they arrest illegals, they're gonna be brought to the feds instead of them just being released.
[01:11:21.161 --> 01:11:24.005]  Do you know about all the crime, the rapes, the murders, Cliff?
[01:11:24.226 --> 01:11:30.435]  Do you know any criminal in Mexico fleeing justice just comes up here and uses whatever fake name they want, Cliff?
[01:11:30.655 --> 01:11:34.601]  But I need to thumb scan if I want to go in a state park in California now.
[01:11:35.142 --> 01:11:36.444]  I mean, don't you get it, Cliff?
