[00:00:01.320 --> 00:00:03.700]  Other networks lie to you about what's happening now.
[00:45:53.379 --> 00:45:55.300]  There's no need for us to go to war with Iran.
[00:45:55.480 --> 00:46:00.119]  Let's just work it out and get uninvolved in all these conflicts overseas.
[00:46:00.320 --> 00:46:01.860]  But then you have the Lindsey Graham's and all the others.
[00:46:02.239 --> 00:46:06.960]  And I don't know if Trump has fallen for it or if he's playing along because of some 4D chess like you see in the background here.
[00:46:07.119 --> 00:46:08.360]  I hope it's 4D chess.
[00:46:08.519 --> 00:46:15.179]  But I'm telling you, folks, if he is assassinated, if he dies and they blame Iran, it's a lie.
[00:46:15.639 --> 00:46:21.139]  If you look at Crooks and you look at Ryan Routh and you look at all the evidence, it was our own deep state supporting Ukraine.
[00:46:21.550 --> 00:46:29.429]  They brainwashed the MKUltrad Ukrainian lunatics, Ukrainian supporting lunatics, to attempt to assassinate Trump.
[00:46:29.530 --> 00:46:33.769]  And they're doing the same thing now, and they're trying to trigger people with what is happening in the media.
[00:46:33.929 --> 00:46:37.110]  Let's look at clip number 81, another race-obsessed retard just trying to stoke hate.
[00:46:40.599 --> 00:46:42.579]  A blatant disrespect for the House.
[00:46:42.739 --> 00:46:45.960]  And it wasn't coming from Representative Green.
[00:46:46.239 --> 00:46:52.199]  It was coming from the men behind him on the right side who were telling him and yelling, sit down!
[00:46:52.500 --> 00:47:07.500]  I mean, it felt like I was watching something in a history class of racists yelling at an elderly black man challenging the President of the United States not to cut medical care for the sick.
[00:47:07.920 --> 00:47:08.860]  What happened?
[00:47:09.019 --> 00:47:12.400]  And here's another one, another leftist just blatantly calling for the assassination of Trump.
[00:47:12.559 --> 00:47:25.940]  This is even more explicit, clip number 97. 350 million or more people in Africa and then 12 die of- It's coming.
[00:47:26.880 --> 00:47:34.260]  We're all gonna wake up one morning and roll over and grab our phones and that fucking headline's gonna be right there.
[00:47:34.900 --> 00:47:36.059]  It's gonna happen.
[00:47:36.699 --> 00:47:38.219]  And I can't fucking wait.
[00:47:39.039 --> 00:47:40.539]  Sorry for the language there, folks.
[00:47:41.079 --> 00:47:42.079]  A lunatic.
[00:47:42.239 --> 00:47:43.139]  An absolute lunatic.
[00:47:43.199 --> 00:47:44.400]  She's even got the crazy eyes.
[00:47:44.500 --> 00:47:50.260]  I mean, she's looking at you and it's like, you can see the white and black spiral on the eyes.
[00:47:50.400 --> 00:47:52.079]  Just total MKUltra lunatic.
[00:47:52.260 --> 00:47:53.860]  It's like something straight from Zoolander.
[00:47:54.659 --> 00:47:56.480]  Total psychological operation.
[00:47:56.719 --> 00:47:58.199]  These are the ramifications.
[00:47:58.199 --> 00:48:16.079]  This is the ripple effect of decade after decade of CIA mind control research propagated through mainstream media and through alternative media until X. Freed free speech, freed our minds from the monopoly over the narrative that the leftist deep state political class, globalist class had.
[00:48:16.840 --> 00:48:17.940]  That's what you get there.
[00:48:18.099 --> 00:48:25.000]  You get people who are willing to even sacrifice and mutilate their own bodies physically into another gender.
[00:48:25.159 --> 00:48:30.239]  They have such control over people's minds, they can convince them that they aren't the gender they were born.
[00:48:30.300 --> 00:48:32.860]  I mean, what is more personal or intimate than that?
[00:48:33.909 --> 00:48:46.170]  If you were going to be hijacked, abducted, kidnapped, and tortured in a small concrete room for months and months and months, they might be able to get you to do all kinds of things.
[00:48:46.389 --> 00:48:47.449]  It might hurt so bad.
[00:48:47.449 --> 00:48:53.610]  It might be so tough and stressful and just terrifying that within an hour they could get you to agree to dance like a monkey.
[00:48:55.639 --> 00:49:03.639]  And then maybe within 7 or 14 days of this, they would be bringing so much pain to you that you would give up whatever national security secrets that you had.
[00:49:04.139 --> 00:49:06.820]  Like John McCain did after he was tortured for an extended period of time.
[00:49:06.900 --> 00:49:10.059]  I'm not a fan of McCain, but don't blame him for that because he was tortured for so long.
[00:49:10.920 --> 00:49:19.320]  When you're being tortured or interrogated, you're just supposed to buy as much time as you can, but nobody expects you to keep your mouth shut the entire time because the pain is just so astronomical.
[00:49:20.719 --> 00:49:31.360]  But how long would it take before they got you not just to agree, To a gender transition, but to fundamentally believe that you weren't even the gender that you thought you'd been your whole life.
[00:49:33.340 --> 00:49:38.280]  It's a psychological operation of the highest proportions.
[00:49:39.420 --> 00:49:48.480]  So now what we're seeing are claims that Iran wants to kill the president, an entire half of the country that wants the president to be assassinated.
[00:49:48.969 --> 00:49:55.769]  Another half or more of the country that wants to go to war, country meaning political class, wants to go to war with Iran.
[00:49:58.969 --> 00:50:07.650]  And it's the perfect setup for an assassination, a World War III, and the total eradication of populism.
[00:50:08.049 --> 00:50:09.449]  But we can't let that happen.
[00:50:09.630 --> 00:50:11.010]  We have to keep Trump safe.
[00:50:11.130 --> 00:50:12.190]  We have to keep Musk safe.
[00:50:12.309 --> 00:50:13.210]  We have to keep Vance safe.
[00:50:13.329 --> 00:50:14.530]  We have to fight for this president.
[00:50:14.710 --> 00:50:16.090]  We have to fight for freedom of speech.
[00:50:16.190 --> 00:50:22.030]  And we have to fight for humanity because on November 5th, like I've said a million times before, we did not end a war, we started one.
[00:50:22.130 --> 00:50:26.250]  Just like on 1776, in 1776 on July 4th, they didn't end a war with England.
[00:50:26.429 --> 00:50:28.449]  They declared independence and they started a war.
[00:50:28.630 --> 00:50:31.190]  We have declared independence from globalism.
[00:50:31.329 --> 00:50:36.789]  We have declared sovereignty, both national and individual, from this globalist Marxist thought.
[00:50:37.699 --> 00:50:42.179]  And we have started a war with the globalists, and we're winning right now, but they have a few tricks up their sleeves.
[00:50:43.300 --> 00:50:47.739]  They have mechanisms operating right now, institutions in place, massive amounts of resources.
[00:50:47.900 --> 00:50:50.119]  George Soros is buying up hundreds of radio stations.
[00:50:50.239 --> 00:50:51.239]  Why is he buying radio stations?
[00:50:51.380 --> 00:50:53.559]  Well, it's because our largest audience is on radio.
[00:50:54.119 --> 00:50:56.719]  You think seeing 8 million views on X is a lot?
[00:50:56.800 --> 00:50:59.440]  Just wait till you see the numbers for how many people listen to us on radio.
[00:50:59.619 --> 00:51:00.900]  They're trying to shut us down.
[00:51:01.059 --> 00:51:03.039]  They're probably even going to try to kill Alex Jones.
[00:51:03.179 --> 00:51:04.900]  God forbid, I don't even want to put it in the atmosphere.
[00:51:05.710 --> 00:51:09.909]  And that's why we need your support at thealexjonesstore.com.
[00:51:10.010 --> 00:51:13.849]  Today is the last day for mega super sales on shirts and hoodies.
[00:51:14.010 --> 00:51:19.269]  Plus, it's the last week that you can enter to win the Ford Bronco.
[00:51:19.269 --> 00:51:22.329]  We're going to be ending the giveaway on Friday, folks.
[00:51:22.630 --> 00:51:23.650]  You get 10x entries.
[00:51:23.829 --> 00:51:28.670]  Every dollar you spend on thealexjonesstore.com gets you 10x entries to win that amazing Bronco.
[00:51:28.750 --> 00:51:32.769]  And we've got a brand new product in stock, MKUltra.
[00:51:33.079 --> 00:51:37.519]  And it's not the kind of MKUltra they're pushing on you where they're trying to hijack your mind for the deep state.
[00:51:37.619 --> 00:51:49.420]  This is fighting back against that MKUltra operation by supplementing your diet with magnesium and vitamin K. It's amazing for your heart, your arteries, your blood vessels, muscle recovery, your skeletal system.
[00:51:49.599 --> 00:51:52.400]  This is a bombshell product.
[00:51:52.619 --> 00:51:57.619]  Get MKUltra right now at thealexjonesstore.com and be the reason that Alex Jones will always be on the air.
[00:52:01.610 --> 00:52:14.389]  Everybody that spends even a dollar at TheAlexJonesStore.com getting the very best supplements, the widest selection of Patriot apparel, collectible knives, and more will get 10X entries to win in the new sweepstakes.
[00:52:14.510 --> 00:52:19.110]  So this is the hottest, coolest, most powerful off-road Bronco you can get.
[00:52:19.110 --> 00:52:25.110]  I absolutely love it, and I can't wait coming up in a few months to meet the winner of this beauty.
[00:52:25.329 --> 00:52:32.519]  This is the coolest Ford Bronco, the best you can get, and it's got this really cool, Paint job.
[00:52:32.920 --> 00:52:34.079]  Look at those tires.
[00:52:34.380 --> 00:52:35.099]  Good God.
[00:52:36.000 --> 00:52:37.139]  It's like Barry Monroe or something.
[00:52:37.860 --> 00:52:40.199]  So, again, ladies and gentlemen, I want to thank you all for your support.
[00:52:40.559 --> 00:52:45.659]  Everybody that goes to thealtorshow.com puts in your email for free, gets entered, wants to win.
[00:52:45.760 --> 00:52:47.440]  Everybody that buys product gets entered a whole bunch.
[00:52:47.659 --> 00:52:50.219]  And it's super exciting to get to meet the winners.
[00:52:50.420 --> 00:52:52.860]  Can't wait until the winner comes in next week.
[00:52:53.000 --> 00:52:58.099]  This is your final week to enter to win these badass vehicles.
[00:52:58.519 --> 00:53:03.318]  Go to thealexjonesstore.com right now and enter today.
[00:53:03.318 --> 00:53:24.249]  Go to thealexjonesstore.com.
[00:53:24.250 --> 00:53:28.070]  They go, oh, Ebola, Ebola, Ebola, oh, Ebola.
[00:53:28.269 --> 00:53:35.150]  And they had CNN people saying, diseases will be coming out of the rainforest because Mother Earth is mad.
[00:53:35.429 --> 00:53:38.929]  Literally like witch doctors going, booga booga, some not come back.
[00:53:39.289 --> 00:53:44.730]  You know, when we have floods and rain and meteors might hit the earth, what if a meteor hits the earth tomorrow and destroys a city?
[00:53:44.869 --> 00:53:47.409]  Are they going to say this is because the people of earth have been bad?
[00:53:47.610 --> 00:53:49.269]  That meteor just came from space.
[00:53:49.449 --> 00:53:51.489]  It's a very primitive control apparatus.
[00:53:52.010 --> 00:53:57.929]  It's how chiefs and medicine doctors used to control, and shaman would control the people, saying, oh, if you're not good, the crops won't come.
[00:53:58.050 --> 00:53:59.849]  Oh, the environment, if we're not good.
[00:54:00.030 --> 00:54:04.170]  I don't want to eat a piece of meat that's got dioxins in it from plastics production.
[00:54:04.349 --> 00:54:08.690]  I don't want them dumping, you know, nickel cadmium and...
[00:54:08.650 --> 00:54:11.650]  And heavy metal grignard reagents in the waters.
[00:54:12.139 --> 00:54:13.300]  So my kids are deformed?
[00:54:13.440 --> 00:54:14.039]  I don't want that.
[00:54:14.179 --> 00:54:14.880]  I'm for the environment.
[00:54:15.099 --> 00:54:27.320]  But these international corrupt people financing global population control, which is just nothing more but dictators' excuses to kill men, women, and children, and girls in slave labor camps in China making Nikes, you call that good?
[00:54:27.519 --> 00:54:36.559]  And all these Hollywood people that say they love you are the ones that speak out against slave labor, are the ones you find out later, are the ones that own all the sweatshops making their clotheslines?
[00:54:36.739 --> 00:54:38.139]  They're all hypocrites!
[00:54:38.800 --> 00:54:41.420]  They're all hypocrites using you!
[00:54:41.880 --> 00:54:42.519]  So here it is.
[00:54:42.599 --> 00:54:44.539]  Global plan to fight infectious diseases sought.
[00:54:44.659 --> 00:54:46.099]  I haven't read this yet, but...
[00:54:46.099 --> 00:54:48.480]  Washington, a new plan to coordinate...
[00:54:48.860 --> 00:54:58.019]  International efforts to track and combat infectious diseases will be announced by the leaders of the G7 Group of Industrial Nations at this weekend's summit in Denver.
[00:54:58.420 --> 00:55:06.079]  White House aide said Monday, and the combustion engine is the greatest threat to civilization, like Al Gore says in Earth and the Balance.
[00:55:06.320 --> 00:55:13.960]  No, Mr. Gore, the combustion engine is civilization, and the combustion engine's getting cleaned up.
[00:55:14.190 --> 00:55:22.690]  Because we're putting catalytic converters on the cars, just like we got the horses out of the streets 100 years ago, and we don't have a horse manure problem anymore.
[00:55:23.150 --> 00:55:24.349]  Humans move forward.
[00:55:24.710 --> 00:55:26.670]  I know the bureaucrats don't want that.
[00:55:26.849 --> 00:55:28.630]  You want us to stay down and lowly.
[00:55:28.789 --> 00:55:31.070]  You don't want us to transcend, do you?
[00:55:31.230 --> 00:55:38.610]  I mean, this is part of the sad thing of Happy Canada as far as I'm concerned, and just to restate, I mean, that does raise issues that I think are important.
[00:55:38.849 --> 00:55:42.949]  I mean, I think that, you know, the sovereignty of the American military, etc., I mean, these are not just crank issues.
[00:55:44.149 --> 00:55:48.389]  But unfortunately, Pat Buchanan raises them in a way that I think is discredited.
[00:55:49.019 --> 00:55:57.679]  When attacked, he can always fall back on the line, well, the tiny cabal that controls American politics doesn't like me because I speak truth to power.
[00:55:57.760 --> 00:56:19.369]  This is actually, incidentally, almost verbatim what he said the other day, that I offend the plutocracy, that I'm a wanted man by the inside the beltway people, and in every sense cast himself as a victim who is sort of a Karen Silkwood of politics, someone who's so truthful that he's being hunted down by the By the conspiracy that runs Washington.
[00:56:19.550 --> 00:56:20.469]  I mean, it's all a bit much.
[00:56:20.590 --> 00:56:22.409]  Maybe Pat Buchanan just says things that are kind of kooky.
[00:56:22.610 --> 00:56:23.769]  And that's why he's being criticized.
[00:56:24.010 --> 00:56:27.090]  It's perfectly valid to question America's relationship with Israel.
[00:56:27.190 --> 00:56:27.929]  Israel has a lobby.
[00:56:28.050 --> 00:56:31.269]  It's perfectly fair, as far as I'm concerned, to beat up on Israel's lobby.
[00:56:31.530 --> 00:56:35.030]  But I don't think that's the reason that Buchanan is being labeled an anti-Semite.
[00:56:35.070 --> 00:56:37.809]  It's this kind of, as I've said, this relentless...
[00:56:39.259 --> 00:56:42.820]  Relentless bringing up topics related to Judaism.
[00:56:43.059 --> 00:56:47.260]  I mean, famously, Pat always beats up on Goldman Sachs, but never Morgan Stanley.
[00:56:47.460 --> 00:56:49.340]  I mean, it's really hard to...
[00:56:49.340 --> 00:56:53.739]  There is no point at which Pat Buchanan has held a press conference and said, you know, I really don't like the Jews.
[00:56:53.760 --> 00:56:55.179]  I think they're a sinister force in America.
[00:56:55.420 --> 00:56:56.599]  But I think...
[00:56:56.599 --> 00:56:59.679]  And it took me years to come to this position.
[00:56:59.699 --> 00:57:01.820]  I mean, I'm not throwing the term anti-Semite around.
[00:57:03.019 --> 00:57:24.400]  But you reach a point when you say, well gee, here's a guy who has gone out of his way to defend and other accused Nazi war criminals who's constantly attacked Israel, who's attacked American Jews for supporting Israel unduly, who's implied that American Jews push America into wars in which non-Jews die.
[00:57:25.159 --> 00:57:31.079]  There really is, and again, I'm not hysterical on this subject, but I do believe that there is a pattern.
[00:57:31.880 --> 00:57:35.159]  With Pat Buchanan of needling the Jews.
[00:57:35.400 --> 00:57:36.280]  Is that anti-Semitic?
[00:57:36.440 --> 00:57:36.619]  Yeah.
[00:57:36.920 --> 00:57:39.599]  I mean, after a while you conclude it is in some sense anti-Semitic.
[00:57:39.679 --> 00:57:44.900]  I mean, Pat Buchanan obviously has a lot of personal and affectionate relationships with people who are Jewish.
[00:57:45.400 --> 00:57:49.500]  So on a personal level, perhaps he's not, but on a different...
[00:57:49.789 --> 00:57:51.949]  Maybe thematic level, I think he probably is.
[00:57:52.070 --> 00:57:55.329]  I think that people should be allowed to have differing views on immigration.
[00:57:55.329 --> 00:58:02.030]  I think people should be allowed to point out the fact that there is an Israeli lobby, and yes, it's powerful, and debate the merits of that, I guess.
[00:58:02.609 --> 00:58:05.508]  I don't think there's strictly speaking anything wrong with that.
[00:58:05.508 --> 00:58:09.649]  But again, I think you can and it's part of the reason it's so hard.
[00:58:09.649 --> 00:58:19.698]  The beacons are lit.
[00:58:19.769 --> 00:58:21.308]  The beacons are lit.
[00:58:21.769 --> 00:58:23.170]  America calls for aid.
[00:58:23.389 --> 00:58:25.269]  Aid from every info warrior out there.
[00:58:25.949 --> 00:58:48.480]  Who's had the audacity to listen to and speak the truth on social media and in personal interactions over the years when you could get nothing but a load of crap for doing so, where it was risking everything to project the truth onto the world to say things like COVID-19 was made in a lab, or the vaccines don't work, or the vaccines are dangerous, or the election in 2020 was stolen, or Alex Jones was right.
[00:58:48.639 --> 00:59:05.239]  Many of you, millions of you, thousands of you stood up like that famous Rockwell painting of the man who looks like Abraham Lincoln, the free speech painting, standing up in the face of a government that would censor and speaking the truth to power.
[00:59:06.649 --> 00:59:10.309]  Speaking of speaking the truth, comedy is one of the most amazing ways that that can be done.
[00:59:10.469 --> 00:59:17.010]  That's why all the comedians are now right-wing because, frankly, the truth is on our side, and that's where the hilarity comes.
[00:59:17.969 --> 00:59:23.230]  But let's look at clip number 19. I love all of these cartoons whenever they're made, and they're never long enough.
[00:59:23.289 --> 00:59:23.969]  I always wish they were longer.
[00:59:24.050 --> 00:59:28.849]  This is a depiction of what happened between Zelensky and J.D. Vance in the White House about a week and a half ago.
[00:59:29.880 --> 00:59:33.420]  Mr. President, you're not listening to what we're trying to explain to you.
[00:59:33.420 --> 00:59:33.820]  Whatever.
[00:59:34.059 --> 00:59:34.059]  Whatever.
[00:59:34.199 --> 00:59:35.039]  No one cares.
[00:59:35.119 --> 00:59:39.380]  Mr. Zelensky, it's very important that you understand what we're trying to tell you here.
[00:59:39.699 --> 00:59:40.179]  Whatever.
[00:59:41.000 --> 00:59:42.219]  Can you show a little gratitude?
[00:59:42.420 --> 00:59:42.880]  Whatever.
[00:59:43.079 --> 00:59:43.619]  Who cares?
[00:59:44.019 --> 00:59:44.679]  Who cares?
[00:59:45.679 --> 00:59:47.440]  My name is JD Vance.
[00:59:47.619 --> 00:59:47.980]  Who cares?
[00:59:47.980 --> 00:59:50.659]  How about instead of insulting us, you say thank you.
[00:59:50.739 --> 00:59:52.980]  How about you say thank you for everything we've done?
[00:59:54.039 --> 00:59:54.900]  I say thank you.
[00:59:54.980 --> 00:59:55.739]  I don't care.
[00:59:55.980 --> 00:59:56.900]  I don't care.
[00:59:57.239 --> 00:59:59.000]  Say thank you.
[00:59:59.139 --> 00:59:59.340]  No!
[00:59:59.760 --> 01:00:01.320]  No, thank you.
[01:00:01.420 --> 01:00:01.980]  What was that?
[01:00:02.060 --> 01:00:08.620]  No! No! No! No! No! No!
[01:00:08.620 --> 01:00:10.680]  Please.
[01:00:10.680 --> 01:00:11.140]  No!
[01:00:11.140 --> 01:00:18.310]  Oh, oh, oh.
[01:00:18.320 --> 01:00:28.820]  USA! USA! USA! USA! USA! You totally kicked those guys' asses.
[01:00:32.090 --> 01:00:39.989]  And while Americans are left distracted talking about Zelensky versus Putin or Ukraine versus Russia, that war is coming to an end.
[01:00:40.070 --> 01:00:42.829]  And I believe that peace will be found before that war escalates.
[01:00:42.969 --> 01:00:49.989]  My main concern now is not what's gonna happen with this escalation between Ukraine and Russia, so much it is what is gonna happen with this escalation with Iran.
[01:00:52.190 --> 01:00:59.110]  And we know that Iran does not want to go to war with The United States.
[01:00:59.610 --> 01:01:02.909]  People come back and say, well, Chase, that is asinine.
[01:01:03.349 --> 01:01:13.829]  Haven't you seen all of the rallies in Iran where thousands upon thousands upon thousands of Iranians chant death to Israel, death to America over and over again?
[01:01:13.929 --> 01:01:14.449]  It's true, they do.
[01:01:14.550 --> 01:01:15.530]  They hate America, absolutely.
[01:01:15.670 --> 01:01:18.429]  They absolutely hate Israel, and they want Israel annihilated 100%.
[01:01:18.429 --> 01:01:23.110]  But we know that they don't want war because they would lose.
[01:01:23.559 --> 01:01:37.460]  And every time they retaliate after Israel or somebody else does some drone strike on one of their leaders or leader of Hamas, every time they retaliate, they always do so in a way that ensures that no Israeli citizen will die because they know if they kill one, then it's over.
[01:01:38.260 --> 01:01:44.099]  They send a thousand drones and they give Israel four hours to prepare to shoot them all down before they're over Israeli airspace.
[01:01:44.280 --> 01:01:48.679]  Or they bomb empty buildings or fields or weird stuff so they can tell their own people.
[01:01:49.150 --> 01:01:55.150]  That they've retaliated and not appear weak to them without actually triggering any sort of an escalation, internationally speaking.
[01:01:56.469 --> 01:01:57.769]  It's just tribalism.
[01:01:57.909 --> 01:02:09.829]  It's just BS. And they've been coming out repeatedly saying, our media, the deep state media, legacy media, corporate media, whatever you want to call it, repeatedly saying that Iran wants to assassinate Donald Trump.
[01:02:09.969 --> 01:02:12.130]  And frankly, there's nothing, I think, further from the truth.
[01:02:12.369 --> 01:02:15.929]  They've come out themselves and said, no, we don't want to assassinate Donald Trump.
[01:02:17.250 --> 01:02:18.090]  Don't believe them.
[01:02:18.210 --> 01:02:19.110]  Saddam Hussein, same thing.
[01:02:19.230 --> 01:02:20.449]  There are no weapons of mass destruction.
[01:02:20.650 --> 01:02:21.829]  Why are you saying this about me?
[01:02:21.929 --> 01:02:22.730]  Gaddafi, same thing.
[01:02:25.030 --> 01:02:25.929]  They're setting me up.
[01:02:26.030 --> 01:02:26.510]  They're setting me up.
[01:02:27.110 --> 01:02:27.230]  Boom.
[01:02:27.409 --> 01:02:28.710]  All of a sudden, regime change.
[01:02:29.429 --> 01:02:30.289]  That's what happens.
[01:02:31.010 --> 01:02:32.469]  That's what our deep state does.
[01:02:32.530 --> 01:02:33.449]  I'm worried about that.
[01:02:34.050 --> 01:02:36.750]  We have to remember, folks, that it hasn't been China.
[01:02:36.909 --> 01:02:43.329]  It hasn't even been Nazi Germany or the Soviet Union or Iran.
[01:02:44.250 --> 01:02:46.690]  Or Iraq or Afghanistan that have ever been our enemies.
[01:02:46.929 --> 01:02:48.690]  We certainly have enemies over there.
[01:02:48.869 --> 01:02:49.969]  They certainly don't like us.
[01:02:50.070 --> 01:03:03.429]  Osama bin Laden was a real bastard, but the greatest threat to national security, if you want to talk about national security, the greatest threat to the American people has been and probably will always be our own government.
[01:03:04.239 --> 01:03:09.719]  And I'm not just talking about the waste of USAID or the insider trading or the corruption.
[01:03:09.719 --> 01:03:18.699]  I'm talking specifically about the intelligence community, the CIAs, the FBI, and the IRS, which is weaponized by these forces against the American people.
[01:03:20.420 --> 01:03:25.059]  The IRS came after me for $150,000, and I don't want to get into it too far.
[01:03:27.159 --> 01:03:30.320]  And I had to hire a lawyer who couldn't get.
[01:03:30.559 --> 01:03:33.019]  The audit documents that the IRS said they conducted an audit.
[01:03:33.159 --> 01:03:36.860]  We couldn't get the audit files from the IRS. So we had to FOIA them.
[01:03:37.039 --> 01:03:40.760]  I had to give my lawyer power of attorney to FOIA my audit documents.
[01:03:40.940 --> 01:03:44.239]  We got them back because the Trump administration is actually responding to FOIAs.
[01:03:45.699 --> 01:03:50.619]  Found out that the IRS taxed me for the same income twice.
[01:03:50.619 --> 01:03:53.239]  They taxed me for money that came into my PayPal account.
[01:03:53.340 --> 01:03:57.239]  And then when I moved it from my PayPal account to my banking account, they taxed me again for the same amount of money.
[01:03:57.340 --> 01:03:59.719]  And they just audited me, put a bunch of fees and penalties on it.
[01:04:00.460 --> 01:04:04.699]  Made it add up to $150,000 to harass me.
[01:04:05.659 --> 01:04:07.219]  Oh, it's just a glitch in the system.
[01:04:07.380 --> 01:04:07.900]  Yeah, right.
[01:04:08.380 --> 01:04:11.900]  We know that the Biden administration was run by Obama.
[01:04:12.019 --> 01:04:13.719]  And what did Obama do during his administration?
[01:04:13.940 --> 01:04:14.179]  Oh, yeah.
[01:04:14.360 --> 01:04:19.460]  He weaponized the IRS against conservatives and conservative groups.
[01:04:19.679 --> 01:04:21.179]  Eric Holder, we all know about this story.
[01:04:21.260 --> 01:04:21.920]  It was a major scandal.
[01:04:22.019 --> 01:04:22.719]  Nobody got in trouble.
[01:04:24.460 --> 01:04:26.159]  And Biden did the same thing.
[01:04:27.049 --> 01:04:30.170]  I haven't talked to Owen Schroer about this in a long time, but he talked about it on air last year.
[01:04:30.309 --> 01:04:37.269]  He was getting letters from the IRS. And his income is automatically withheld because he's an employee.
[01:04:39.949 --> 01:04:41.030]  So they have all their money.
[01:04:41.230 --> 01:04:44.389]  They just use these systems to harass you.
[01:04:45.889 --> 01:05:05.840]  And so if they're spying on us, like Edward Snowden revealed, if they're manipulating us and engaged in major pedophile operations on a global scale, like Julian Assange revealed, If they're funding Nazis like they admit, if they're attacking political dissidents like we've all witnessed,
[01:05:06.119 --> 01:05:28.230]  especially over the last four years with the J6ers and more, then you tell me, I mean, is some tyrannical tribe leader In the desert, thousands of miles away, a greater threat than the bureaucrat who hates everything that I stand for, who has the power to weaponize all the tools at the disposal of our government, which has expanded beyond belief.
[01:05:29.730 --> 01:05:38.550]  And now we see, despite the fact that the mainstream media won't report on it whatsoever, the depravity, the level of sickness.
[01:05:39.429 --> 01:05:41.590]  Of this national security apparatus.
[01:05:41.929 --> 01:05:49.150]  Because what's happening in Syria right now is totally CIA-backed, and it's happened hundreds of times before, but now we have social media.
[01:05:49.269 --> 01:05:56.269]  So despite the fact that the Fox News and the New York Times and all the other mainstream media outlets won't cover whatsoever, these clips are going viral.
[01:05:56.409 --> 01:06:00.829]  And I'm going to tell you, I'm going to show you some clips of what's happening in Syria, namely clips 15 and 43, Derek.
[01:06:01.309 --> 01:06:12.550]  I'm going to show you these clips in a second, but if you don't want to see anything, if you don't want to see innocent people shot, Murdered on screen, then don't watch this part or take your kids into another room.
[01:06:13.949 --> 01:06:21.969]  Because we've had this coup or this overthrow of this regime in Syria, and some people blame Israel for it, but the CIA is really behind it, and it has to do with moving on Iran.
[01:06:22.889 --> 01:06:31.869]  And they are literally going around Syria, and they are murdering the minority sect of Muslims there, allegedly Christians too.
[01:06:32.280 --> 01:06:38.739]  But definitely the minority sect of Muslims that was previously in control in Syria, they are dragging them out and they are just murdering them.
[01:06:38.940 --> 01:06:44.960]  Some of them are militant that are being killed, but it's women and children, abused, dragged.
[01:06:45.219 --> 01:06:51.000]  Let's watch clip number 15. Just a body of dead people.
[01:06:52.400 --> 01:06:55.559]  Backed by the CIA. This is what our government does.
[01:06:59.959 --> 01:07:00.959]  Mass graves.
[01:07:00.959 --> 01:07:15.148]  Let's look at clip number 43 here.
[01:07:15.159 --> 01:07:16.739]  This is just a body being dragged through the street.
[01:07:21.699 --> 01:07:22.699]  Like that's normal.
[01:07:26.539 --> 01:07:29.239]  And I'll go through all these clips that I have on the list and I'll find them.
[01:07:29.400 --> 01:07:36.059]  But we have more clips in here of people being unarmed and shot repeatedly in fields.
[01:07:36.440 --> 01:07:39.079]  Like something you'd see from that propaganda piece, Civil War.
[01:07:39.619 --> 01:07:47.440]  We've got clips of residential buildings being shot with anti-armor rounds,.50 caliber guns on the back of trucks.
[01:07:52.329 --> 01:08:01.070]  One man I saw the other day was shot in the foot and taunted as he tried to frantically hop away and then was just repeatedly mutilated in Syria.
[01:08:01.929 --> 01:08:06.429]  And like I said, the reports are that many of these Christians in Syria are being killed, and it's probably true.
[01:08:06.650 --> 01:08:10.269]  The videos that I've seen seem to be the minority Muslim community.
[01:08:11.929 --> 01:08:32.170]  And we talk a lot about a two-state solution between Israel and the Palestinians, and I understand why, and I think it is terrible what's happening in the region because If you look at the Gaza Strip and the West Bank, average age is 18, which means that it's basically Muslim Oliver Twist over there with artillery and drones.
[01:08:34.930 --> 01:08:39.250]  But you have a situation in these regions where 40% of the people are married to their first or second cousin.
[01:08:40.949 --> 01:08:46.189]  And when you have 40% of people married to their first or second cousin, you have an abundant amount of genetic defects.
[01:08:46.350 --> 01:08:50.449]  You have mental illness, you have low IQs, you have predisposition to violence.
[01:08:50.909 --> 01:08:52.050]  That's associated with that.
[01:08:52.750 --> 01:09:04.310]  And so Islam in these regions has infected, the culture of Islam has infected them so much that over the centuries, it has warped their people genetically.
[01:09:04.510 --> 01:09:10.029]  I'm not saying this to be racist because there's nothing racially wrong with them, but the practice of incest is gonna produce a melon head.
[01:09:10.850 --> 01:09:14.069]  It's as simple that it happens in some rural places in the United States as well.
[01:09:14.310 --> 01:09:15.409]  It's not good either.
[01:09:16.079 --> 01:09:23.819]  And you've got reports today that Keir Starmer is facing backlash for trying to outlaw cousin marriage in England.
[01:09:25.100 --> 01:09:26.640]  Why is he facing backlash?
[01:09:27.060 --> 01:09:29.819]  Oh, because the Muslim community marries their cousins.
[01:09:31.260 --> 01:09:36.500]  But you have to stop it because otherwise you're going to have a generation of people who are abundantly screwed up.
[01:09:36.739 --> 01:09:42.680]  And if you stop incest, you can fix an entire population in like one or two generations.
[01:09:42.880 --> 01:09:49.800]  Most of these recessive illnesses Aren't inheritable like that unless you just keep doing the actual incest.
[01:09:52.460 --> 01:09:57.939]  But these countries, they always fall apart because the culture behind them is not a solid foundation.
[01:09:57.939 --> 01:10:00.579]  If you build a house on sand, it will collapse.
