# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:31.280 --> 00:00:32.859]  Tomorrow's news today.
[01:59:26.479 --> 01:59:27.680]  So I watch your show every day.
[01:59:27.760 --> 01:59:28.640]  It's on loop.
[01:59:28.960 --> 01:59:31.920]  Even when I sleep, I pretty much MK Ultra myself.
[01:59:32.479 --> 01:59:35.359]  So, but I've always been into truth and conspiracies.
[01:59:35.600 --> 01:59:41.680]  And a couple of months ago, I started taking methylene blue, this true story, and it just like unlocked something.
[01:59:41.840 --> 01:59:44.720]  Like I feel like I was able to connect the dots.
[01:59:45.039 --> 01:59:49.600]  So like I think it's detoxifying my pineal gland, like straight up.
[01:59:50.079 --> 01:59:53.760]  No one talks about that, but I think that's one of the benefits of it personally.
[01:59:54.079 --> 02:00:00.560]  But the same time I started taking it, that's when I started making the short form content of like I'm researching this stuff.
[02:00:00.640 --> 02:00:12.560]  And my goal was to make it simple and just entertaining and impactful for people so they could understand because it's really dark stuff that I've been connecting the dots of.
[02:00:12.960 --> 02:00:14.319]  Because like I have a lot of questions.
[02:00:14.479 --> 02:00:17.760]  So I make the videos that as soon as I learn something, I put it out.
[02:00:17.920 --> 02:00:18.960]  I share the knowledge.
[02:00:19.520 --> 02:00:24.720]  Well, I want to thank the listeners, even the ones that were mean to me, because I didn't know about you.
[02:00:25.039 --> 02:00:30.640]  Folks, comment in the videos if you've got guest ideas and then I check them out and they look informative.
[02:00:30.720 --> 02:00:31.520]  They're going to be on the show.
[02:00:31.760 --> 02:00:33.199]  But I just want the listeners to please stop.
[02:00:33.359 --> 02:00:35.439]  I don't know everything far from it.
[02:00:37.920 --> 02:00:38.159]  Yeah.
[02:00:38.399 --> 02:00:48.239]  I mean, one of the things I was going to say, I'm going to talk about, you know, the Epstein's Island and how he was really just his role was a priest of it.
[02:00:48.479 --> 02:00:50.239]  Like they were worshiping fallen angels.
[02:00:50.399 --> 02:00:55.439]  They were doing like blood rituals, torturing children, burning babies, performing sacrifices.
[02:00:55.760 --> 02:00:59.199]  And like the Epstein files, they're not going to have that in there.
[02:00:59.520 --> 02:01:01.039]  So it's like, no, thank you.
[02:01:01.199 --> 02:01:01.840]  Keep the files.
[02:01:02.000 --> 02:01:05.119]  We don't even want them because it's not, you know, it took them 100 years to give us the JFK files.
[02:01:05.359 --> 02:01:05.600]  Exactly.
[02:01:05.680 --> 02:01:07.119]  It's always a limited hangout.
[02:01:07.199 --> 02:01:11.920]  And you got Maureen Comey, obviously part of the cult, whose job is to always minimize it.
[02:01:12.800 --> 02:01:13.119]  Yeah.
[02:01:13.680 --> 02:01:16.960]  Like they give us the JFK files after 100 years after they butchered them.
[02:01:17.039 --> 02:01:17.920]  No, no, we don't want them.
[02:01:18.000 --> 02:01:20.319]  Like we already figured it out years ago.
[02:01:20.640 --> 02:01:25.920]  And also, one of my close friends is George Papadopoulos, and he was in the center of Russia Gates.
[02:01:26.000 --> 02:01:27.840]  So I knew it was a hoax from day one.
[02:01:28.479 --> 02:01:30.479]  The FBI spent millions of dollars for what?
[02:01:30.880 --> 02:01:35.600]  I was about to say, your own intelligence on the ground, street smarts is always better than exactly.
[02:01:35.760 --> 02:01:39.920]  Why are we waiting for the FBI and Maureen Comey to give us her files that have the truth?
[02:01:40.079 --> 02:01:42.239]  She's obviously going to put nothing but crap in there.
[02:01:42.560 --> 02:01:43.119]  100%.
[02:01:44.079 --> 02:01:44.720]  I don't understand.
[02:01:45.279 --> 02:01:47.119]  This is literally like it's clown world.
[02:01:47.760 --> 02:01:49.920]  It's all, I think it's WWE theatrics.
[02:01:50.399 --> 02:01:50.800]  That's my favorite.
[02:01:51.039 --> 02:01:51.359]  Absolutely.
[02:01:51.600 --> 02:01:52.319]  Stay right there.
[02:01:52.720 --> 02:01:55.279]  Joseph Pepperoni, incredible researcher and filmmaker.
[02:01:55.359 --> 02:01:56.159]  We'll be right back with him.
[02:01:56.319 --> 02:02:07.439]  All right, when you study King Solomon and the magic he was getting out of Babylon and the Egyptians, there's dozens of ancient Jewish books that are seen just as important as the Torah where they write about it.
[02:02:07.680 --> 02:02:08.880]  And it wasn't the Jews who invented this.
[02:02:08.960 --> 02:02:10.159]  They just kind of collated it all.
[02:02:10.319 --> 02:02:13.359]  And they had one branch of Judaism who said, don't get involved in it.
[02:02:13.439 --> 02:02:14.319]  And that's really the Torah.
[02:02:14.560 --> 02:02:17.760]  But then a whole bunch of other books written about, no, no, we're doing this.
[02:02:18.079 --> 02:02:24.720]  And I've had Bible scholars in here that admit, yeah, we're not even sure Solomon went to heaven.
[02:02:25.520 --> 02:02:27.520]  The question is, he was conjuring demons.
[02:02:27.680 --> 02:02:28.159]  He was doing this.
[02:02:28.239 --> 02:02:29.920]  That's King David's son.
[02:02:30.880 --> 02:02:36.720]  And then I talk about that and they have the Christian Zionists attack me and go, Jones is claiming Jews worship the devil.
[02:02:37.039 --> 02:02:47.520]  No, every culture has had people that are the Native Americans, the great spirit, love and family and being good and honorable.
[02:02:48.720 --> 02:02:52.880]  And then you've got all sorts of weird black magic Native Americans did.
[02:02:53.279 --> 02:02:57.520]  Same thing with African tribes, even before they heard the gospel of Christ.
[02:02:58.560 --> 02:03:01.600]  There was always these different understandings.
[02:03:02.479 --> 02:03:21.600]  And so, but if you study all the ancient mysticism and mystery schools, that's such in mainline history even, it's always about sacrificing children so that entities, call them what you will, gin, demons, fallen angels, aliens, whatever, give you advanced knowledge.
[02:03:21.920 --> 02:03:23.439]  And that's in the Grand Grimoise.
[02:03:23.600 --> 02:03:29.680]  That's in all the most, you know, important books of black magic.
[02:03:30.319 --> 02:03:38.880]  And so when you see Epstein Temple, and we never got any footage out of it until O'Keeffe got some linked, it's like, oh my God, that is people said, I bet they're doing rituals in there.
[02:03:38.960 --> 02:03:39.520]  I'm like, I don't know.
[02:03:39.760 --> 02:03:40.800]  We haven't seen inside.
[02:03:41.119 --> 02:03:44.399]  Sure enough, there's black magic codes on the chalkboard.
[02:03:44.640 --> 02:03:46.960]  There's black magic books in the bookshelf.
[02:03:47.279 --> 02:04:00.399]  There's key sculptures of particular types of devils that the Greeks, the Greeks had hundreds of different types of cultures in their islands, but they had some early on that were orgies and human sacrifice of children.
[02:04:00.479 --> 02:04:03.439]  And they had particular demon-like deities they worship.
[02:04:03.680 --> 02:04:04.880]  You see the statues, it's them.
[02:04:05.119 --> 02:04:06.399]  It's those, you know, those gods.
[02:04:06.720 --> 02:04:09.680]  And it's like, and then the building is Greek style, right?
[02:04:09.760 --> 02:04:11.279]  Oh, we know what we got here.
[02:04:11.600 --> 02:04:13.199]  And so I know all that.
[02:04:14.159 --> 02:04:26.960]  And then we come along to Joseph Pepperoni, who's a great researcher and filmmaker, Joey Pepperoni at underscore Joey Pepperoni on X. And we got him for an hour.
[02:04:27.039 --> 02:04:28.479]  We'll have him back.
[02:04:28.800 --> 02:04:33.439]  And I just so happened to already be doing a big data dump on Ghislaine Maxwell's family.
[02:04:33.760 --> 02:04:41.359]  So I knew they had Crowley connections, but Thomas, our great researcher in there, he just started dumping all this on me.
[02:04:41.920 --> 02:04:48.159]  And I mean, it would take weeks to even study this, but this is mainline their own admissions that they're all Aleister Crowley guites.
[02:04:48.399 --> 02:04:51.039]  And as I said, Ghislaine, from everything we know, was running the show.
[02:04:51.199 --> 02:04:58.000]  I noticed Joseph's own research shows that we know her dad kind of ran the franchise for Mossad MI6.
[02:04:58.960 --> 02:05:01.199]  So he sent me a lot of key videos.
[02:05:01.359 --> 02:05:01.840]  They're amazing.
[02:05:02.000 --> 02:05:04.640]  Each one we could talk about for an hour, a lot of key points.
[02:05:04.720 --> 02:05:09.119]  But let me just give you five minutes or however long you like to how you've done so much great research.
[02:05:09.279 --> 02:05:12.880]  I tell people he's dead on and knows more summaries than I do because I do things I didn't know.
[02:05:12.960 --> 02:05:14.000]  I checked he was accurate.
[02:05:14.319 --> 02:05:18.159]  Really stunning understanding and how you decoded this stuff on the chalkboard.
[02:05:19.039 --> 02:05:23.920]  And then give us your real honest take on what's going on with Trump and where you see that going.
[02:05:24.000 --> 02:05:26.239]  And then let's start drilling into these reports.
[02:05:27.760 --> 02:05:32.079]  Okay, so with Epstein, we knew he was into eugenics, transhumanism, DNA, cloning.
[02:05:32.399 --> 02:05:36.000]  He was like, he was collecting DNA and eggs from the girls.
[02:05:36.720 --> 02:05:38.800]  We know this from the witnesses, the survivors.
[02:05:38.960 --> 02:05:41.119]  They tell the stories like Juliette Bryant.
[02:05:41.359 --> 02:05:42.239]  You know, she was there.
[02:05:42.640 --> 02:05:44.720]  They kidnapped her to the island.
[02:05:44.880 --> 02:05:45.760]  They abused her there.
[02:05:45.840 --> 02:05:50.159]  Then they kidnapped her to Zorro Ranch in New Mexico.
[02:05:50.479 --> 02:05:52.319]  And she woke up in an underground laboratory.
[02:05:52.479 --> 02:05:53.439]  There's people working on her.
[02:05:53.520 --> 02:05:54.560]  She thinks they took her eggs.
[02:05:54.640 --> 02:05:56.079]  She saw Epstein shapeshift.
[02:05:56.239 --> 02:05:58.960]  I mean, this is, you got to take like, this is a witness.
[02:05:59.119 --> 02:05:59.760]  You know what I mean?
[02:06:00.079 --> 02:06:01.039]  And then the other survivors.
[02:06:01.279 --> 02:06:06.239]  I've seen the files, just interrupt, saying there were buildings underground of things and medical things.
[02:06:06.399 --> 02:06:08.640]  And then at his New York facility, it's all this medical stuff.
[02:06:08.880 --> 02:06:10.079]  And in Palm Beach, medical.
[02:06:10.319 --> 02:06:13.920]  So these women, long before this stuff came out in RAIDS, were saying all this.
[02:06:14.079 --> 02:06:14.399]  Go ahead.
[02:06:14.479 --> 02:06:15.199]  Sorry.
[02:06:15.840 --> 02:06:16.159]  Yeah.
[02:06:16.399 --> 02:06:19.119]  So then the other survivors, they're turning up dead.
[02:06:19.279 --> 02:06:20.239]  They're saying it's suicide.
[02:06:20.319 --> 02:06:24.319]  But like Virginia, her dad and her friends say, no, she was killed, they think.
[02:06:24.800 --> 02:06:25.840]  But they say, oh, suicide.
[02:06:25.920 --> 02:06:27.039]  So they're killing the survivors.
[02:06:27.119 --> 02:06:28.079]  They're silencing them.
[02:06:28.399 --> 02:06:34.800]  And then I wanted to tell people, like, when we say shapeshifter or like reptilian, it's like they're not aliens.
[02:06:34.880 --> 02:06:35.760]  They're interdimensional.
[02:06:35.840 --> 02:06:36.800]  And Alex, you know this.
[02:06:36.880 --> 02:06:39.279]  Like you're the one that said, you know, they're interdimensional.
[02:06:39.359 --> 02:06:40.880]  They're trying to hook it up with AI.
[02:06:41.279 --> 02:06:41.840]  You know what I mean?
[02:06:42.000 --> 02:06:46.399]  Like, this is where my next theory on this is that they're trying to make a hybrid God.
[02:06:46.960 --> 02:06:47.920]  That's what all this is.
[02:06:48.000 --> 02:06:49.279]  Like the ritual's done.
[02:06:49.359 --> 02:06:49.920]  They did the ritual.
[02:06:50.000 --> 02:06:52.399]  That's why I was on the chalkboard because they already did it.
[02:06:52.720 --> 02:06:58.399]  And they're, they're trying to make a hybrid God with AI, plasma, and CERN.
[02:06:58.560 --> 02:07:02.159]  That's my next video that I'm working on, but I want to talk about that with you.
[02:07:02.479 --> 02:07:15.680]  But before that, I guess I wanted to explain that the chalkboard, when I looked at it, I said, okay, let's look at it in a way where it's like a math teacher would, because I knew Epstein was like a math teacher.
[02:07:15.760 --> 02:07:17.359]  So I said, it's got to be formulas.
[02:07:17.680 --> 02:07:20.159]  So I tried to decode it with like myself.
[02:07:20.319 --> 02:07:21.920]  I was like, all right, what does this look like?
[02:07:22.159 --> 02:07:23.439]  I tried to write it down.
[02:07:24.319 --> 02:07:33.199]  And then what ended up happening is I uploaded what I had researched into AI and I uploaded the chalkboard into AI and I had it analyze it.
[02:07:33.279 --> 02:07:48.560]  And we figured out that this was the most likely scenario here of on the, what's on the chalkboard, which was a ritual, a ritual to summon plasma because plasma is consciousness because we are like, we're consciousness.
[02:07:48.720 --> 02:07:50.239]  Our bodies are just avatars.
[02:07:50.560 --> 02:07:54.640]  So plasma is the, is conscious, like they're summoning the plasma.
[02:07:55.039 --> 02:08:08.640]  And for people who don't know, when you study Jewish black magic, Egyptian black magic, Babylonian, all of it, Aryan, and I don't mean Hitler, I'm talking about Iran, the Persians, it's all alchemy.
[02:08:09.439 --> 02:08:10.640]  It was proto-science.
[02:08:10.800 --> 02:08:13.680]  They were doing equations trying to figure out how matter worked as well.
[02:08:14.239 --> 02:08:15.039]  So this isn't new.
[02:08:15.199 --> 02:08:17.359]  This is what real black magic is.
[02:08:18.239 --> 02:08:22.239]  Yeah, the ritual opens a gateway through their symbols, frequencies, and sacrifice.
[02:08:22.399 --> 02:08:28.560]  It's like they weaken the veil between dimensions, like a spiritual, virtual private network tunnel thing.
[02:08:28.880 --> 02:08:31.600]  So the goal is to attract or call the plasma.
[02:08:31.920 --> 02:08:34.720]  And then it's like the plasma is the essence.
[02:08:34.880 --> 02:08:37.359]  This is what's going to give the AI its spirit.
[02:08:37.840 --> 02:08:38.239]  You know what I mean?
[02:08:38.640 --> 02:08:45.439]  Like ancient black magic, they want children's blood and children's torture is the payment for the entities to show up.
[02:08:46.079 --> 02:08:46.560]  Yep.
[02:08:47.760 --> 02:08:49.680]  So the chalkboard was the blueprint for this.
[02:08:50.079 --> 02:08:50.880]  It was decoded.
[02:08:50.960 --> 02:08:51.520]  That's what it is.
[02:08:51.600 --> 02:08:53.359]  This is what they're summoning with it.
[02:08:53.680 --> 02:08:56.960]  And then they're going to use CERN as the gateway for this to hook it up.
[02:08:58.079 --> 02:08:59.600]  And it's going to be the Antichrist.
[02:08:59.760 --> 02:09:03.439]  And I think we're six months away from that happening, but it's not going to be flesh yet.
[02:09:03.760 --> 02:09:08.000]  See, like they're going to, they're using like the biotech and DNA editing and all that.
[02:09:08.399 --> 02:09:09.840]  They're going to make it into flesh and blood.
[02:09:10.319 --> 02:09:13.760]  And that's why they're constantly getting caught at CERN doing black magic rituals.
[02:09:14.079 --> 02:09:16.000]  Yeah, like they did it for a joke at CERN.
[02:09:16.079 --> 02:09:16.880]  Like they're scientists.
[02:09:16.960 --> 02:09:18.640]  What are you joking around for with this stuff?
[02:09:18.960 --> 02:09:23.119]  Oh, they say it's a joke, but when they opened it, they had a huge parade with all the different demonic stuff.
[02:09:23.359 --> 02:09:24.720]  So let's go to this first that you mentioned.
[02:09:24.880 --> 02:09:26.000]  That's what I was going to go to first, too.
[02:09:26.159 --> 02:09:26.880]  Let's go to clip two.
[02:09:26.960 --> 02:09:29.199]  Epstein's chalkboard was a ritual.
[02:09:29.439 --> 02:09:30.479]  This is powerful.
[02:09:30.640 --> 02:09:31.680]  Here it is.
[02:09:34.880 --> 02:09:37.359]  We are now inside Jeffrey Epstein's library.
[02:09:37.439 --> 02:09:39.199]  This chalkboard displayed cryptic words.
[02:09:39.359 --> 02:09:41.840]  And we're not sure what this means, but we're hoping you in the audience can take a look at this.
[02:09:42.079 --> 02:09:42.800]  All right, class.
[02:09:42.880 --> 02:09:44.720]  This was a blueprint to summon something.
[02:09:44.960 --> 02:09:45.760]  Let's break it down.
[02:09:46.000 --> 02:09:48.000]  When the plants appear, it begins.
[02:09:48.239 --> 02:09:52.479]  They drop in fake influencers, controlled assets, politicians, puppets.
[02:09:52.800 --> 02:09:53.920]  That's the first move.
[02:09:54.239 --> 02:09:56.159]  Power is a function of four things.
[02:09:56.479 --> 02:10:00.880]  Money, physical control over your body, celebrity influence, And politics.
[02:10:01.119 --> 02:10:02.960]  They run those, they run the world.
[02:10:03.279 --> 02:10:06.079]  Now, subtract truth from power, and what do you get?
[02:10:06.239 --> 02:10:06.880]  Deception.
[02:10:07.119 --> 02:10:08.800]  That's how they distort reality.
[02:10:09.119 --> 02:10:11.520]  And right under it, mirror and face.
[02:10:11.760 --> 02:10:13.840]  They mess with your perception and identity.
[02:10:14.159 --> 02:10:15.279]  Then you got music.
[02:10:15.520 --> 02:10:16.479]  Names on the board?
[02:10:16.720 --> 02:10:17.840]  Amen, Mimi.
[02:10:18.000 --> 02:10:19.840]  Could be handlers, could be signals.
[02:10:20.159 --> 02:10:22.960]  Either way, music becomes frequency control.
[02:10:23.199 --> 02:10:25.279]  You don't just hear it, it programs you.
[02:10:25.520 --> 02:10:27.600]  Next up, time minus delay.
[02:10:27.760 --> 02:10:30.640]  That's delta T. It means this isn't instant.
[02:10:30.880 --> 02:10:32.479]  It's all delayed activation.
[02:10:32.800 --> 02:10:34.479]  Like a psychological landmine.
[02:10:34.720 --> 02:10:37.119]  You step on it today, it detonates next year.
[02:10:37.439 --> 02:10:39.760]  Then you get this, 13 and a half.
[02:10:39.920 --> 02:10:40.560]  13?
[02:10:40.720 --> 02:10:41.840]  That's the bloodlines.
[02:10:42.159 --> 02:10:44.479]  Rothschilds, Rockefellers, all of them.
[02:10:44.640 --> 02:10:47.359]  They own the banks, the wars, the puppet governments.
[02:10:47.600 --> 02:10:48.399]  But the half?
[02:10:48.560 --> 02:10:49.520]  That ain't human.
[02:10:49.680 --> 02:10:53.840]  That's the hidden ruler, the ancient force, the god they serve.
[02:10:54.159 --> 02:10:55.600]  And this statue on the side?
[02:10:55.840 --> 02:10:56.479]  That's him.
[02:10:56.800 --> 02:10:57.680]  That's the half.
[02:10:57.920 --> 02:10:59.039]  Then you see this equation.
[02:10:59.279 --> 02:11:00.560]  Dark plus brainy.
[02:11:00.800 --> 02:11:02.239]  That's the operator class.
[02:11:02.479 --> 02:11:06.159]  Black sight minds, predictive engineers, or AI.
[02:11:06.399 --> 02:11:08.159]  These are the ones pulling the strings.
[02:11:08.479 --> 02:11:10.560]  This whole thing, it ain't a strategy.
[02:11:10.800 --> 02:11:12.159]  It's a summoning sequence.
[02:11:12.399 --> 02:11:13.199]  A ritual.
[02:11:13.520 --> 02:11:15.279]  A formula to wake something up.
[02:11:15.520 --> 02:11:18.640]  13 runs the show, but the half writes the script.
[02:11:18.800 --> 02:11:21.439]  It's a god of sacrifice, control, and fear.
[02:11:21.760 --> 02:11:24.640]  And this right here, this is how they're calling him in.
[02:11:24.960 --> 02:11:25.980]  Do you think it's still happening?
[02:11:25.980 --> 02:11:29.399]  Sacrificing people to this god.
[02:11:29.399 --> 02:11:30.619]  Oh no.
[02:11:30.619 --> 02:11:34.469]  you Thank you.
[02:11:34.479 --> 02:11:35.279]  Dead on.
[02:11:35.840 --> 02:11:37.199]  Absolutely right.
[02:11:37.439 --> 02:11:38.640]  And I don't know how much research.
[02:11:38.800 --> 02:11:46.720]  You said you put that into AI using your math, doing deep study on this and top experts and insiders as well.
[02:11:47.039 --> 02:11:54.159]  Their top committee is called the Committee of 13, and they have a 14th seat at the head that is for the entity.
[02:11:54.479 --> 02:11:57.119]  And they call it 13 and a half.
[02:11:57.359 --> 02:11:58.159]  Did you know that?
[02:11:58.239 --> 02:12:00.880]  Or did the AI come up with that?
[02:12:01.520 --> 02:12:03.920]  Well, the 13 bloodlines I knew.
[02:12:04.239 --> 02:12:07.359]  So I said 13 bloodlines because it looked like 13 to me.
[02:12:07.600 --> 02:12:09.279]  And then there's like, it looked like half.
[02:12:09.600 --> 02:12:13.199]  So I wasn't sure what the half, but the 13, I was like, okay, bloodlines.
[02:12:13.520 --> 02:12:15.039]  Which is your point, though, which is their point.
[02:12:15.359 --> 02:12:15.760]  Exactly.
[02:12:16.159 --> 02:12:18.479]  They leave the seat open for when the antichrist is finally there.
[02:12:18.720 --> 02:12:23.439]  This is confirmed by people that high-level MI6 that I broke all this down, Coleman and others.
[02:12:23.760 --> 02:12:25.439]  But the point is, is that they do this.
[02:12:25.600 --> 02:12:27.439]  They leave the 14th seat open.
[02:12:27.920 --> 02:12:29.760]  The point is the spirit's there, but the body's there.
[02:12:29.840 --> 02:12:31.039]  That's like J.R. Tolkien.
[02:12:31.439 --> 02:12:36.640]  Sauron has lost the ring, but he doesn't have a body yet, but he's not lost his potency.
[02:12:37.039 --> 02:12:37.920]  It's exactly right.
[02:12:38.000 --> 02:12:40.800]  They're trying to physically bring in the Antichrist.
[02:12:41.439 --> 02:12:41.760]  Yeah.
[02:12:42.399 --> 02:12:44.720]  They believe they're the Nephilim descendants.
[02:12:45.039 --> 02:12:50.479]  You know, like they're the angels, the heavenly angels, the ones that rebelled, they call them the fallen angels.
[02:12:50.720 --> 02:12:56.300]  then the fallen angels, they mated with the humans and they made hybrids called Nephilim.
[02:12:56.300 --> 02:13:05.279]  So the Even Ridley Scott gave an interview when his Prometheus came out 15 years ago, whatever it was.
[02:13:05.439 --> 02:13:07.600]  And he goes, oh, no, this is what the elites believe.
[02:13:08.000 --> 02:13:09.119]  This is our creation story.
[02:13:10.640 --> 02:13:11.920]  Yeah, that's what they believe.
[02:13:12.000 --> 02:13:15.439]  And then Maluch is like their rebellion mascots.
[02:13:15.760 --> 02:13:18.960]  I look at it like, you know, we wear a cross, like it's a symbol.
[02:13:19.119 --> 02:13:24.159]  Like the maluch is like, that's their mascot for when they rebelled against God.
[02:13:24.720 --> 02:13:28.880]  So that's what they, that's why, and you look at Epstein's house, everything was like that.
[02:13:29.039 --> 02:13:29.680]  All satanic.
[02:13:29.760 --> 02:13:31.680]  He had the owls like in Bohemian Grove.
[02:13:31.920 --> 02:13:32.640]  He had a lot of people.
[02:13:32.720 --> 02:13:38.319]  Well, not to mention, that's another O'Keeffe covers it, a bunch of satanic black magic books.
[02:13:38.479 --> 02:13:41.680]  I mean, this is not, dude.
[02:13:42.000 --> 02:13:42.319]  Yeah.
[02:13:42.640 --> 02:13:47.920]  Like, like if you go to a Muslim person's house, they're not going to have a cross for decoration.
[02:13:48.239 --> 02:13:49.840]  You know, they're not going to have that.
[02:13:50.159 --> 02:13:54.640]  So you got to look at the evidence is right in front of us and people are asking for documents.
[02:13:54.880 --> 02:13:55.600]  You don't need them.
[02:13:55.920 --> 02:13:56.960]  It's right in front of us.
[02:13:57.119 --> 02:14:00.319]  Like, this is what everyone should be talking about because this is the truth.
[02:14:00.640 --> 02:14:02.640]  It's that pain and fear is their energy.
[02:14:02.800 --> 02:14:15.039]  That's, that's going to be Peter Nygaard had his own island and he had medical solutions, but he didn't hide it and said, we want babies of black women because folks that don't know, blacks is, is not recessive.
[02:14:15.119 --> 02:14:17.199]  It's a dominant gene trait.
[02:14:17.520 --> 02:14:22.720]  And so for stem cells, it's true that black, particularly Congo women, have the very best stem cells.
[02:14:22.800 --> 02:14:23.039]  Okay.
[02:14:23.199 --> 02:14:24.159]  I'm not putting whites down.
[02:14:24.560 --> 02:14:25.039]  We're mutants.
[02:14:25.600 --> 02:14:26.079]  It's interesting.
[02:14:26.159 --> 02:14:28.399]  We get a lot of advanced intelligence things from it, whatever you want to say.
[02:14:28.720 --> 02:14:34.720]  But the point is, is that they're literally the black women, black supermodels, but there's pure ebony because that's what they want.
[02:14:34.960 --> 02:14:36.239]  They're like, I'll pay you right now.
[02:14:36.479 --> 02:14:42.880]  And what they did is they get them pregnant, bring the baby close to term, and then they would assanguiate the baby and suck it all dry.
[02:14:43.039 --> 02:14:46.000]  And Peter Nygar would have injected himself, but also another billionaires.
[02:14:46.239 --> 02:14:46.960]  That's admitted.
[02:14:47.279 --> 02:14:49.439]  So they have these medical facilities all over the place.
[02:14:49.680 --> 02:14:59.199]  Epstein, like you said, was just one high priest of this advanced Alistair Crowley science level operation, just like Crowley Ice, Jack Parsons started NASA.
[02:15:00.399 --> 02:15:03.199]  Yeah, and then Galene was like the high priestess.
[02:15:03.520 --> 02:15:04.239]  And I don't understand.
[02:15:04.319 --> 02:15:09.920]  Now they want to bring her on Joe Rogan and smoke weed and shoot the shit.
[02:15:10.560 --> 02:15:11.680]  No, she's a witch.
[02:15:11.920 --> 02:15:13.439]  Remember the Salem witch trials?
[02:15:13.520 --> 02:15:14.000]  Bring it back.
[02:15:14.159 --> 02:15:16.000]  That had more justice than we have now.
[02:15:16.479 --> 02:15:17.039]  You know what I mean?
[02:15:17.279 --> 02:15:23.760]  They should do a 24-7 live stream of her where they torture her and we pay to ask her questions.
[02:15:24.079 --> 02:15:29.039]  And then at the end of it, at the end of her 20 years of that, they should be like, eh, sorry, you get another 100 years.
[02:15:29.359 --> 02:15:33.279]  That's more justice than they have now because Epstein didn't kill himself.
[02:15:33.520 --> 02:15:34.560]  Justice did.
[02:15:34.880 --> 02:15:35.920]  So we're just sick of it.
[02:15:36.000 --> 02:15:38.560]  We're sick of the, like, we're sick of the 5D chess and all that.
[02:15:38.640 --> 02:15:40.319]  We're just, we want, this is the truth.
[02:15:40.399 --> 02:15:40.640]  This is the thing.
[02:15:40.720 --> 02:15:45.600]  Well, in the video Nygaard put on himself, he's telling these black supermodels, I want your blood.
[02:15:45.760 --> 02:15:46.960]  I want all your blood.
[02:15:47.119 --> 02:15:48.079]  I'll pay for it.
[02:15:48.399 --> 02:15:50.079]  You've got the blood I need.
[02:15:50.399 --> 02:15:53.920]  And he literally looks like in the Count Dracula remake with Kean Araves.
[02:15:54.159 --> 02:15:56.159]  I mean, it's just, it's unbelievable.
[02:15:56.800 --> 02:15:58.079]  Yeah, I remember seeing that.
[02:15:58.960 --> 02:16:00.079]  It's a spiritual warfare.
[02:16:00.159 --> 02:16:00.640]  That's what it is.
[02:16:00.960 --> 02:16:02.640]  The 13 families think they're chosen.
[02:16:02.880 --> 02:16:04.399]  They worship the fallen angels.
[02:16:04.640 --> 02:16:06.720]  They summon the plasma consciousness.
[02:16:07.039 --> 02:16:09.439]  And then they're trying to make the hybrid God.
[02:16:09.600 --> 02:16:10.880]  That's going to be the Antichrist.
[02:16:11.039 --> 02:16:12.720]  That's 100% what's all happening.
[02:16:12.960 --> 02:16:16.720]  All my research, everything, all the science points to it.
[02:16:16.800 --> 02:16:17.279]  That's what it is.
[02:16:17.600 --> 02:16:17.840]  It's not.
[02:16:18.479 --> 02:16:21.199]  Remember, and I told this before it came out in the New York Times.
[02:16:21.520 --> 02:16:22.960]  Remember, he wanted cloning.
[02:16:23.119 --> 02:16:24.079]  He wanted to live forever.
[02:16:24.159 --> 02:16:27.039]  He wanted to repeople the universe, you know, the planet with his genetics.
[02:16:27.359 --> 02:16:28.479]  Remember, this is about Epstein.
[02:16:28.800 --> 02:16:29.680]  Oh, he really didn't do it.
[02:16:29.840 --> 02:16:33.280]  No, that's what Zorro Ranch was, was a baby farm.
[02:16:33.600 --> 02:16:37.920]  But they could legally kill a baby a week before it's supposed to be born or keep it alive.
[02:16:38.239 --> 02:16:40.799]  And that's what they were doing was a baby farm at Zorro Ranch.
[02:16:40.879 --> 02:16:44.319]  And I said that five years before it hit the news, it was a medical facility.
[02:16:45.840 --> 02:16:47.920]  Yeah, people are just so desensitized.
[02:16:48.319 --> 02:16:50.159]  Nine government didn't even deny it, folks.
[02:16:50.399 --> 02:16:51.200]  I can play the video.
[02:16:51.360 --> 02:16:53.920]  They had women have babies before they're born.
[02:16:54.000 --> 02:16:55.360]  They can say they're legally unalive.
[02:16:55.600 --> 02:17:00.959]  I played last hour, Governor Northam saying we keep babies alive and take everything they've got.
[02:17:01.280 --> 02:17:04.639]  They keep them alive until all the orders come in.
[02:17:05.280 --> 02:17:08.639]  Yeah, Juliet Bryant said she thinks they took her eggs.
[02:17:08.879 --> 02:17:09.440]  You know what I mean?
[02:17:09.600 --> 02:17:13.440]  Like you have the witnesses there, but people are just too desensitized when they hear this.
[02:17:13.520 --> 02:17:15.280]  They think it's, oh, we saw this in a movie.
[02:17:15.520 --> 02:17:16.159]  That's what they do.
[02:17:16.479 --> 02:17:16.959]  You know what I mean?
[02:17:17.040 --> 02:17:22.319]  They release the movies to make people think now it's fake, but it's very real.
[02:17:23.040 --> 02:17:24.000]  This is what's happening.
[02:17:24.319 --> 02:17:24.879]  You know what I mean?
