# Transcription model: large-v3
[00:00:27.980 --> 00:00:30.780]  InfoWars. InfoWars.
[02:08:50.640 --> 02:08:53.420]  So let's just say Trump, I'm told, is not too pleased.
[02:08:54.680 --> 02:09:00.159]  So they just keep doubling down, doubling down, doubling down, doubling down.
[02:09:00.380 --> 02:09:06.300]  Norm Eisen, I will file 100 lawsuits when Trump gets in office to block everything he did, and they're all getting overturned.
[02:09:06.539 --> 02:09:09.619]  So they have been trying so hard to get me off the air.
[02:09:10.899 --> 02:09:12.060]  It's Eddie Munster, God.
[02:09:15.020 --> 02:09:18.520]  By the way, he looks just like Chris Maddy, the local lawyer the Democrats use in Connecticut.
[02:09:18.819 --> 02:09:20.380]  Is that Norm Eisen, his dad?
[02:09:21.460 --> 02:09:22.539]  Seriously, put it back up.
[02:09:22.619 --> 02:09:24.500]  Norm Eisen looks like an older clone.
[02:09:25.060 --> 02:09:26.779]  They all look like they've been struck by lightning.
[02:09:28.039 --> 02:09:30.420]  Yeah, and so they all have the Eddie Munster look.
[02:09:30.568 --> 02:09:32.198]  I'm supposed to hear the Addams Family music.
[02:09:32.309 --> 02:09:37.457]  Dun-dun-dun-dun-dun-dun-dun-dun. Thank you.
[02:09:37.460 --> 02:09:41.500]  So look, I'm gonna fight for Infowars at the end.
[02:09:41.579 --> 02:09:42.460]  Everybody's done a great job.
[02:09:43.000 --> 02:09:44.060]  It's all blown up in their face.
[02:09:44.220 --> 02:09:46.079]  They're not going to stop me on other networks, other people.
[02:09:46.220 --> 02:09:47.579]  They can't stop my free speech.
[02:09:47.699 --> 02:09:48.420]  They want to make me miserable.
[02:09:48.779 --> 02:09:50.319]  They have just fired me up.
[02:09:50.880 --> 02:09:57.060]  So when I'm doing all those sit-ups, push-ups, pull-ups, and eating healthy, it's because they want to hurt me.
[02:09:57.420 --> 02:09:59.380]  And I realized I was my own worst enemy.
[02:09:59.479 --> 02:10:04.199]  So now my revenge is living well and watching the global world government system destroyed.
[02:10:04.300 --> 02:10:10.979]  But that said, we've got three big reports of all the documents that I had a few more things to add to that I've released.
[02:10:11.470 --> 02:10:12.470]  Those are getting released tomorrow.
[02:10:12.670 --> 02:10:13.350]  It's finally time.
[02:10:14.869 --> 02:10:17.630]  But you get the deep dive on Tucker Carlson tonight.
[02:10:18.229 --> 02:10:19.550]  He'll be on X everywhere else.
[02:10:19.670 --> 02:10:21.010]  He'll probably want to post it here.
[02:10:21.069 --> 02:10:22.090]  I'll be on the airplane when it comes out.
[02:10:22.130 --> 02:10:23.409]  But please, folks, post that.
[02:10:24.329 --> 02:10:28.470]  I know we don't really report on ourselves, but if I got struck by lightning, we probably want to report on it or something.
[02:10:29.210 --> 02:10:33.090]  And so this is a big deal.
[02:10:34.090 --> 02:10:37.569]  And again, we need your support at theallison.com, the very best methylene blue.
[02:10:38.270 --> 02:10:39.489]  It doesn't give you stimulant energy.
[02:10:39.710 --> 02:10:41.750]  It cleans out your mitochondria and gives most people less energy.
[02:10:42.029 --> 02:10:48.289]  But everybody, over time, the stamina, the energy by workouts are just so much better.
[02:10:49.130 --> 02:10:54.670]  And it's all because of the methylene blue working with the other great supplements I'm taking, which all work in synergy.
[02:10:54.869 --> 02:10:55.630]  But this was the last.
[02:10:56.270 --> 02:11:02.869]  There may be other ingredients to make it better, but the iris sea moss, the shilajit, the ultimate turmeric.
[02:11:03.420 --> 02:11:05.760]  And the combined effect is incredible, too.
[02:11:05.840 --> 02:11:08.220]  Like, if I take a Shilajit and Methylene Blue, it's insane.
[02:11:10.840 --> 02:11:13.520]  Yeah, Shilajit raises your testosterone, helps women as well.
[02:11:14.180 --> 02:11:19.920]  It's a whole bunch of complex amino acids, the peptides, they're naturally occurring in these bowel regions, come out of the ground.
[02:11:20.399 --> 02:11:25.659]  Scientists aren't even sure where it comes from, but we have the best Shilajit, and when I say the best, we probably label the top firm with the highest ratings for the best.
[02:11:25.699 --> 02:11:26.399]  It's not all equal.
[02:11:26.699 --> 02:11:28.159]  It's like crude oil is not all equal.
[02:11:28.279 --> 02:11:32.119]  You know, some light crude, sweet crude, heavy print crude.
[02:11:32.750 --> 02:11:34.130]  You know, all the rest of it.
[02:11:34.529 --> 02:11:35.590]  Shale deposit stuff.
[02:11:36.369 --> 02:11:38.449]  That's what this is connected to, is oil.
[02:11:38.829 --> 02:11:41.770]  But then it's billions and millions of years old, and it's exposed in rocks.
[02:11:42.590 --> 02:11:43.670]  Diatoms grow in it.
[02:11:44.010 --> 02:11:46.529]  And then it gets covered up again for millions of years.
[02:11:47.189 --> 02:11:48.829]  And it's just amazing.
[02:11:48.989 --> 02:11:53.010]  So, believe me, you want the shale energy, you want the IRC moss, you want the ultimate turmeric.
[02:11:53.270 --> 02:11:54.289]  They all do different things.
[02:11:54.350 --> 02:11:57.930]  But the methylene blue, for a lot of people, it's miraculous.
[02:11:58.090 --> 02:11:58.850]  Everybody feels it.
[02:11:58.970 --> 02:12:01.289]  But what it does is clean out your mitochondria on record.
[02:12:01.449 --> 02:12:02.170]  Look it up.
[02:12:02.520 --> 02:12:03.500]  Talk to your position first.
[02:12:03.619 --> 02:12:04.979]  It's really powerful for some people.
[02:12:05.699 --> 02:12:06.800]  So be sure to get that.
[02:12:06.899 --> 02:12:13.539]  But as long as you stand with us and realize this is a long-term fight, you're going to continue to see bigger and bigger victories against the globalists.
[02:12:14.079 --> 02:12:15.260]  And I said this weeks ago.
[02:12:15.340 --> 02:12:18.520]  I said, Trump is going to, I said it months ago, he's going to put tariffs on.
[02:12:19.000 --> 02:12:21.039]  People don't move.
[02:12:21.220 --> 02:12:21.899]  He's going to do them worse.
[02:12:22.140 --> 02:12:25.380]  When people move partway the way he wants, he'll move partway back to them.
[02:12:26.020 --> 02:12:28.020]  But we always knew China was going to do this.
[02:12:28.039 --> 02:12:29.239]  Trump predicted he would do this.
[02:12:31.789 --> 02:12:33.890]  Trump is getting all these other countries on board with us.
[02:12:34.350 --> 02:12:36.250]  He's making it about how China's been screwing them.
[02:12:36.350 --> 02:12:38.489]  But the global has set up China to screw everybody.
[02:12:39.010 --> 02:12:41.170]  Trump's cutting out the middlemen and explaining that.
[02:12:41.869 --> 02:12:46.890]  Explained it more in his last year in office, the last time when he said he finally figured it out.
[02:12:47.310 --> 02:12:56.670]  Well, I knew all about it because Anthony Sutton, the Senate archivist in the Frank Church committee, found out about their plan previously.
[02:12:57.010 --> 02:12:58.890]  And the John Birch Society understood it all.
[02:12:59.580 --> 02:13:02.859]  And so I was listening to them in the 90s, and they understood all of this.
[02:13:03.460 --> 02:13:07.039]  Okay, so it's key to understand the globalists are the ones that set this up and sold us out.
[02:13:07.180 --> 02:13:09.840]  And they're the ones that are a deep crap, but their operatives are everywhere.
[02:13:11.239 --> 02:13:19.239]  All right, looks like we might have lost Alex there because of the connection.
[02:13:19.460 --> 02:13:20.460]  It looks like he's back now.
[02:13:20.539 --> 02:13:22.359]  Alex, we just lost you for about three seconds.
[02:13:22.640 --> 02:13:23.140]  Go ahead.
[02:13:26.020 --> 02:13:28.119]  Well, it's just the globalists hide in the complexity.
[02:13:28.900 --> 02:13:34.220]  And they hope that people just give up and they keep ruling us.
[02:13:34.239 --> 02:13:35.520]  No, they're going to enslave us completely.
[02:13:35.939 --> 02:13:42.739]  Just like the public schools and private schools get federal and corporate grant money to brainwash kids and put them in a database to prepare them for sterilization.
[02:13:42.960 --> 02:13:43.500]  That's illegal.
[02:13:43.819 --> 02:13:46.539]  So they're trying to pass laws to make it illegal if you don't accept it.
[02:13:46.659 --> 02:13:47.939]  But we just expose them more.
[02:13:48.020 --> 02:13:50.560]  But it's all about secret relationship with your kid, grooming them.
[02:13:50.840 --> 02:13:54.760]  Secret relationships with these law firms and the intelligence agencies.
[02:13:55.159 --> 02:13:55.880]  Secret, secret.
[02:13:56.000 --> 02:13:57.060]  They operate in the dark.
[02:13:58.420 --> 02:14:01.720]  That's why we've got to keep spotlighting them and why they can't handle it.
[02:14:01.779 --> 02:14:13.180]  Remember the Pentagon document came out with Doge two months ago, where it was all these millions to engage in wide-scale deception operations against the American people.
[02:14:13.920 --> 02:14:16.159]  They're so arrogant, they even say it in the document.
[02:14:16.300 --> 02:14:17.619]  So I'm going to let you take back over.
[02:14:18.140 --> 02:14:19.460]  I'm going to shoot some more reports.
[02:14:19.539 --> 02:14:24.859]  When I get to the airport, once I get through security, here in just a minute, I'll call in on the war room when I got a better connection.
[02:14:25.619 --> 02:14:26.760]  But after the break.
[02:14:27.210 --> 02:14:28.630]  We got a real treat for you.
[02:14:29.229 --> 02:14:33.670]  Trump has discovered a new giant body of water scientists have using political science.
[02:14:34.170 --> 02:14:38.489]  We're going to air that and then also some other reports that you're going to hear.
[02:14:39.630 --> 02:14:40.630]  Thank you so much, Chase.
[02:14:40.829 --> 02:14:41.529]  Thank you, Alex.
[02:14:41.609 --> 02:14:42.090]  Appreciate it.
[02:14:42.090 --> 02:14:43.409]  Looking forward to seeing you back in the office.
[02:14:45.090 --> 02:14:46.890]  Well, a lot of crazy stuff going on.
[02:14:46.930 --> 02:14:50.789]  And I know on air we don't talk a lot about the assault that we're under here at InfoWars.
[02:14:51.329 --> 02:14:55.409]  We do some when it's absolutely necessary, but our mission is to bring you the truth in the news.
[02:14:56.300 --> 02:15:00.600]  And we tell you about what's going on with us so far as it's relevant to you.
[02:15:00.880 --> 02:15:03.659]  And we're under all out assault, all out attack.
[02:15:04.399 --> 02:15:08.880]  And it's heightened, it's escalated since this administration has changed.
[02:15:09.220 --> 02:15:15.680]  I can't even tell you about all the details of some of the things that we've sustained, some of the attacks that we've sustained over the course of the last few weeks.
[02:15:15.760 --> 02:15:23.880]  So going to thealexjonesstore.com is the best way to secure Alex Jones being on air no matter what happens to InfoWars.
[02:15:24.970 --> 02:15:31.449]  This store was set up because we knew that they were going to sabotage, hijack, and ruin the Infowars store.
[02:15:32.689 --> 02:15:39.630]  And they succeeded in doing so because of their restrictions on the inventory that we could order.
[02:15:39.729 --> 02:15:47.750]  They controlled every aspect of that business, always out of stock, couldn't get permission from the court or the state or whoever to get more inventory to spend money.
[02:15:49.410 --> 02:15:59.550]  And then when they faked that The Onion bought the InfoWars, which wasn't true and it was overturned by the judge, so many of our listeners believed that all that money was now going to The Onion.
[02:15:59.670 --> 02:16:03.369]  So the InfoWars store was virtually killed.
[02:16:03.890 --> 02:16:04.789]  It's still operational.
[02:16:05.069 --> 02:16:05.770]  We still deliver.
[02:16:05.949 --> 02:16:07.909]  And when Alex Jones plugs it, he really means it.
[02:16:08.250 --> 02:16:15.350]  It's important that there are some sales there for us to do things like make payroll and pay overtime to the crew, which has been working relentlessly.
[02:16:15.510 --> 02:16:29.420]  So please feel free to go to InfoWarsStore.com, but the AlexJonesStore.com was specifically made in the event that the InfoWarsStore sustained heavy attack, and it did.
[02:16:30.260 --> 02:16:39.700]  And we set up this partnership with Bigley intentionally so that we don't own the store, so that we don't operate the store, so that it could never be taken away.
[02:16:39.799 --> 02:16:51.340]  That way, if InfoWars is shut down and we're kicked out of the studios and the feds put locks on the doors and the crew's all forced, To move on, we could immediately start broadcasting from a backup studio, a backup network, the Alex Jones Network.
[02:16:51.399 --> 02:16:59.540]  Please follow the Alex Jones Network on X at AJN Live and have a store that's operational with fulfillment and awesome reviews.
[02:16:59.840 --> 02:17:06.000]  And so we've built this up as an escape pod, as a lifeboat in the event the Titanic hits an iceberg.
[02:17:06.680 --> 02:17:08.379]  And I don't know what's going to happen with InfoWars.
[02:17:08.459 --> 02:17:12.479]  I don't know if InfoWars is going to be on the air in 10 years or if InfoWars is going to be shut down next month.
[02:17:12.659 --> 02:17:15.459]  I hear mixed things from different lawyers that work for us.
[02:17:17.000 --> 02:17:21.799]  But the attacks are heavier now than they've ever been and they've almost shut us down several times in the past.
[02:17:21.879 --> 02:17:24.139]  They've tried at least three times in the last 12 months.
[02:17:25.940 --> 02:17:33.059]  So please go to thealexjonesstore.com to ensure that we can hire this whole crew back, keep Alex on the air, reach the same radio audience.
[02:17:33.159 --> 02:17:34.399]  We've got all the infrastructure in place.
[02:17:34.440 --> 02:17:36.219]  Trust me, you're in good hands.
[02:17:37.239 --> 02:17:39.840]  We have the best people working to keep Alex on the air.
[02:17:40.219 --> 02:17:50.379]  That I could possibly imagine working with between this crew, the other hosts, the experts that we have in terms of knowing how to get us on radio broadcasts, keeping our streams active, the camera work, the editing.
[02:17:50.459 --> 02:17:52.340]  I mean, we've got all of the ingredients.
[02:17:52.579 --> 02:17:57.079]  We just need you to turn the oven on and go to thealexjonesstore.com.
[02:17:57.540 --> 02:18:01.200]  The best way to support us at thealexjonesstore.com is to sign up as a VIP.
[02:18:01.559 --> 02:18:02.879]  It's $30 a month.
[02:18:03.000 --> 02:18:07.979]  You get $40 in store credit, extra entries into our giveaways, other special perks.
[02:18:08.440 --> 02:18:11.719]  We even do special small giveaways every month for just VIPs.
[02:18:11.760 --> 02:18:12.459]  We pick one.
[02:18:12.520 --> 02:18:16.500]  Sometimes we'll send them a check for $1,000 or we'll send them some signed merchandise, random stuff like that.
[02:18:16.559 --> 02:18:22.860]  But the reason that you go to theallyshownstore.com shouldn't just be to support InfoWars.
[02:18:22.920 --> 02:18:24.120]  I mean, that is enough of a reason.
[02:18:25.000 --> 02:18:26.879]  If you think of it like a charity, that's fine.
[02:18:26.959 --> 02:18:28.379]  But it's not an expense and it's not a charity.
[02:18:28.440 --> 02:18:35.959]  It's really an investment because we have the best developers of these supplements that we could possibly have.
[02:18:36.479 --> 02:18:39.040]  The Bigley guys are abundantly experienced.
[02:18:39.399 --> 02:18:42.600]  They're working with the best chemists, the best suppliers.
[02:18:42.920 --> 02:18:45.559]  We're using the best third-party testers.
[02:18:45.700 --> 02:18:48.860]  We've even had Mike Adams look at some of our stuff just so that we could make sure.
[02:18:51.079 --> 02:18:55.319]  And so whenever we create a product, we begin with the customer in mind.
[02:18:55.399 --> 02:18:58.920]  We never want to sell anything that doesn't work, and we never want to sell anything that's harmful.
[02:18:59.879 --> 02:19:03.399]  And that's why our customers come back time and time and time again.
[02:19:03.479 --> 02:19:14.180]  That's why the lifetime value of any of our customers is so high because you guys buy the stuff like the Irish Seamoss or the Shilajit or the Methylene Blue, you experience the benefits, and then when you run out, you buy it again.
[02:19:15.479 --> 02:19:20.659]  In fact, the hardest thing about being in this business is keeping our inventory in stock.
[02:19:22.500 --> 02:19:27.100]  And that's why we set up the subscription model so you can get 50% off any of our supplements.
[02:19:27.799 --> 02:19:30.200]  If you subscribe, you can cancel your subscription anytime.
[02:19:30.860 --> 02:19:37.680]  And that ensures that even if we do go out of stock for the general orders to the public, you will always get yours if you're subscribed.
[02:19:38.079 --> 02:19:40.319]  Got more launches coming this week and next week.
[02:19:40.420 --> 02:19:45.479]  But the Ultramethylene Blue is the most fired up supplement that I've ever experienced in my entire life.
[02:19:45.559 --> 02:19:52.680]  I mean, this is the most powerful substance that I've ever put in my body that I didn't have a prescription for or that wasn't like a Schedule 3 substance.
[02:19:54.569 --> 02:19:56.190]  I mean, it's not like psilocybin mushrooms.
[02:19:56.350 --> 02:19:57.530]  I've done that, and that'll light you up.
[02:19:57.889 --> 02:20:03.850]  But it is by far the most powerful over-the-counter substance that I have ever put inside my body.
[02:20:05.750 --> 02:20:14.270]  The things it does for your mitochondria, which are the batteries of your cells, the things it does to empower your body to absorb the oxygen that you breathe.
[02:20:15.069 --> 02:20:18.370]  I mean, even God himself breathed life into Adam.
[02:20:18.450 --> 02:20:19.909]  Breath itself is consciousness.
[02:20:20.049 --> 02:20:23.920]  If I stop breathing, I won't even die first.
[02:20:23.959 --> 02:20:25.040]  I'll pass out first.
[02:20:25.260 --> 02:20:27.639]  The first thing you lose is not your life when you die.
[02:20:27.760 --> 02:20:29.260]  It's your consciousness.
[02:20:32.780 --> 02:20:36.059]  So to breathe in the air is to breathe in consciousness.
[02:20:37.229 --> 02:20:43.090]  Being awakened, being enlightened, having freedom of thought, having freedom of speech, that is what we get from the air.
[02:20:43.129 --> 02:20:53.670]  And so many of our bodies are just riddled with these toxins in the food, the water, the air, not just fluoride, not just atrazine, but all the chemical food colorings and the preservatives and the aspartanes and the artificial sweeteners.
[02:20:53.729 --> 02:20:54.430]  I mean, you name it.
[02:20:55.049 --> 02:20:58.229]  There's just cancer, cancer, cancer, cancer, cancer flying at us all the time.
[02:20:58.670 --> 02:21:01.430]  And it keeps us from being able to do things like absorb oxygen.
[02:21:01.530 --> 02:21:03.469]  It makes our mitochondria less efficient.
[02:21:03.569 --> 02:21:06.170]  It makes our cells more tired and our brain foggy.
[02:21:09.579 --> 02:21:20.979]  But this supplement, Ultramethylene Blue, is so powerful, so versatile in what it does, that it actually makes your body able to respond to your breath better.
[02:21:21.100 --> 02:21:23.100]  So you absorb more oxygen better.
[02:21:23.200 --> 02:21:23.579]  It's amazing.
[02:21:24.260 --> 02:21:27.520]  And like I said, don't just get the products because they're amazing.
[02:21:27.639 --> 02:21:35.719]  Don't just get the Ultramethylene Blue because it'll help you reach self-actualization and make you a better person all around in terms of your thought and energy and focus or workouts.
[02:21:36.280 --> 02:21:39.379]  Don't just get the Shilajit because it's going to boost your testosterone and make you more of a man.
[02:21:40.100 --> 02:21:46.680]  Don't just get the ultimate CMOS gummies or capsules because the iodine helps your thyroid clean out your body.
[02:21:46.739 --> 02:21:49.780]  But go to thealexjonesstore.com and get any number of our supplements.
[02:21:49.840 --> 02:21:58.139]  Subscribe to them because that is how we keep freedom on the air in the event of an all-out assault on the InfoWars headquarters.
[02:21:58.700 --> 02:21:59.739]  More now than ever.
[02:21:59.899 --> 02:22:01.440]  Go to thealexjonesstore.com.
[02:22:01.559 --> 02:22:02.479]  Sign up as a VIP.
[02:22:03.300 --> 02:22:08.430]  And use those benefits to subscribe to these supplements designed to make you the best version of yourself.
[02:22:08.440 --> 02:22:11.500]  Thank you so much for your support.
[02:22:11.500 --> 02:22:14.680]  On the other side of this break, we're going to get into more breaking news.
[02:22:14.680 --> 02:22:15.900]  I got tons of clips to go through.
[02:22:15.900 --> 02:22:18.600]  Had Harrison on, had this breaking news that happened in the middle of the show.
[02:22:18.600 --> 02:22:24.579]  Alex, of course, came on and spoke a couple of times about his conversation with Tucker Carlson and these recent developments with the tariffs.
[02:22:24.579 --> 02:22:26.670]  And so I've got so much left.
[02:22:26.989 --> 02:22:31.909]  Basically, the last two hours of the show, or the last hour and a half of the show today, is going to be like the first hour and a half of a normal show.
[02:22:32.030 --> 02:22:33.690]  And then I've got all the new stuff to cover still.
[02:22:33.750 --> 02:22:37.069]  So stay with us for more on the other side of this short break.
[02:22:37.250 --> 02:22:42.629]  And make sure you go to TheAlexJonesStore.com to make sure this crew, these hosts, and Alex Jones will always be on the air.
[02:22:42.709 --> 02:22:44.110]  Thank you so much for your support.
[02:22:44.729 --> 02:22:49.770]  The eighth coin in the collectible series put out in the last three and a half years is now available.
[02:22:50.129 --> 02:22:51.370]  I designed all the others.
[02:22:51.430 --> 02:22:52.569]  The crew designed this one.
[02:22:52.670 --> 02:22:53.690]  It's an Alex Jones coin.
[02:22:54.079 --> 02:22:55.139]  Listeners have requested it.
[02:22:55.139 --> 02:22:57.360]  There's only 4,000 of this coin.
[02:22:57.520 --> 02:22:59.180]  It is vital to keep us on the air.
[02:22:59.319 --> 02:23:01.180]  It is minted right here in America, in Missouri.
[02:23:01.319 --> 02:23:04.280]  It is 999 silver bullion.
[02:23:04.319 --> 02:23:06.299]  It has the classic InfoWars of the year 2025.
[02:23:06.840 --> 02:23:10.239]  Remember rating our victories over The Globalist and myself and my signature.
[02:23:10.379 --> 02:23:14.780]  It is a great collectible, but really it's an investment in fighting The Globalist.
[02:23:14.799 --> 02:23:18.360]  There's 40 bucks of silver in the minting cost in this.
[02:23:18.520 --> 02:23:23.460]  If you're not a member at the Alex Jones store.com, you get it for 99. If you are, you get it for 70 something.
[02:23:23.460 --> 02:23:28.159]  But the point is we're not selling this as a silver purchase as some investment.
[02:23:28.159 --> 02:23:30.359]  It's an investment in liberty and freedom.
[02:23:30.359 --> 02:23:34.760]  And if it wasn't for the viewers and listeners that bought the last seven coins, we wouldn't be on air.
[02:23:34.760 --> 02:23:36.379]  So you are literally keeping us on air.
[02:23:36.379 --> 02:23:38.020]  The globalists are so pissed off.
[02:23:38.059 --> 02:23:39.659]  We're having the biggest victories ever.
[02:23:39.659 --> 02:23:40.659]  Thank you so much.
[02:23:40.659 --> 02:23:44.159]  Get your fundraiser coin now before it sells out at the Alex Jones store.com.
[02:23:44.170 --> 02:23:50.389]  Ladies and gentlemen, major scientific news just got announced.
[02:23:50.469 --> 02:23:51.489]  A huge...
[02:23:52.979 --> 02:23:58.200]  Discovery of one of the largest bodies of water on Earth was just announced.
[02:23:58.840 --> 02:24:03.120]  And I have been sent here to debut it to you.
[02:24:03.280 --> 02:24:04.620]  This is so incredible.
[02:24:04.760 --> 02:24:05.879]  This is science.
[02:24:06.100 --> 02:24:08.459]  And you don't question science, like Dr. Fauci said.
[02:24:08.680 --> 02:24:10.500]  Science means not questioning.
[02:24:11.219 --> 02:24:14.360]  And this is political science you're about to see.
[02:24:15.139 --> 02:24:19.120]  Ladies and gentlemen, the U.S. government, our leader.
[02:24:20.010 --> 02:24:27.030]  Just discovered one of the largest bodies of water on Earth and planted the flag.
[02:24:27.809 --> 02:24:28.870]  Let me show you right now.
[02:24:28.930 --> 02:24:29.329]  Come with me.
[02:24:30.250 --> 02:24:32.409]  It's the first time you're ever going to see this in your life.
[02:24:32.510 --> 02:24:34.729]  Look how gorgeous it is.
[02:24:35.610 --> 02:24:36.450]  Look at it.
[02:24:38.190 --> 02:24:42.629]  It is the Gulf of America World Ocean.
[02:24:44.090 --> 02:24:46.069]  The entire planet's ocean.
[02:24:46.209 --> 02:24:48.610]  In fact, the planet Earth is now named USA.
[02:24:51.079 --> 02:24:53.479]  Behold, the Gulf of America.
[02:24:54.379 --> 02:24:59.940]  And it is only the beginning of our worldwide ocean.
[02:25:00.180 --> 02:25:01.799]  It's not us, it's the Chacoms.
[02:25:01.840 --> 02:25:04.879]  We're going to have World Chacom Ocean.
[02:25:06.340 --> 02:25:10.299]  We're not going to have the Chinese wagon winning things, no.
[02:25:10.959 --> 02:25:11.819]  Look at it.
[02:25:12.739 --> 02:25:19.280]  I'm about to be the first American to enter the...
[02:25:19.610 --> 02:25:21.229]  Planetary American Ocean.
[02:25:21.969 --> 02:25:25.209]  The American Ocean is ours!
[02:25:25.750 --> 02:26:06.479]  Yes! You
[02:26:06.479 --> 02:26:08.799]  just saw a short clip of John Rich.
[02:26:09.319 --> 02:26:11.639]  We're about to play the full exchange here in a moment.
[02:26:11.700 --> 02:26:18.040]  This is one of the most powerfully straightforward presented analyses I've ever seen.
[02:26:18.159 --> 02:26:20.200]  I mean, this guy really gets it.
[02:26:20.319 --> 02:26:22.159]  I have told Trump the same things.
[02:26:22.260 --> 02:26:23.159]  He doesn't want to hear it.
[02:26:23.200 --> 02:26:24.319]  Other people have.
[02:26:24.819 --> 02:26:27.719]  Because he doesn't want to know he got conned and set up by Fauci and others.
[02:26:27.799 --> 02:26:29.020]  And I was there.
[02:26:29.059 --> 02:26:30.420]  I saw how it all unfolded.
[02:26:30.920 --> 02:26:35.040]  And I can tell you behind the scenes, he knows that he was set up.
[02:26:35.420 --> 02:26:36.899]  He's been told that by Senator Paul.
[02:26:37.020 --> 02:26:39.600]  He's been told that by RFK Jr. and many others.
[02:26:39.700 --> 02:26:44.819]  But he also understands that in his belief, if he comes out and admits all of this, well, that's going to be a big problem.
[02:26:44.879 --> 02:26:50.479]  Remember that leaked video of RFK Jr. and Trump talking that RFK Jr.'s son leaked where Trump's like, oh, it looks like it is hurting kids?
[02:26:50.899 --> 02:26:51.479]  Trump knows.
[02:26:52.079 --> 02:26:57.280]  And that's why people boo him when he brings it up on the stage.
[02:26:57.459 --> 02:26:58.979]  And that's why he doesn't do it anymore.
[02:26:59.159 --> 02:27:03.000]  And that's why it's important we continue to put pressure on him because they're still trying to bring in the U.N. treaty.
[02:27:03.420 --> 02:27:04.739]  Fauci just said a few days ago.
[02:27:05.290 --> 02:27:08.190]  Oh, a much worse virus with higher death rates coming.
[02:27:08.250 --> 02:27:09.430]  You better do what we say.
[02:27:10.190 --> 02:27:13.950]  And you've got Peter Hotez and, you know, all these other creepy people doing this.
[02:27:14.270 --> 02:27:18.350]  They're really the mouthpieces of big pharma and Albert Borle and the rest of them that only to be in prison.
[02:27:18.850 --> 02:27:20.389]  So Trump's done a lot of other good work.
[02:27:20.510 --> 02:27:21.510]  I know the whole backstory.
[02:27:21.670 --> 02:27:25.870]  He was also for ivermectin and hydroxychloroquine and monoclonal antibodies and everything.
[02:27:25.950 --> 02:27:27.389]  He's like, just, hey, let everybody try everything.
[02:27:27.709 --> 02:27:32.010]  He could never imagine they'd actually bring forward this, you know, this toxic bio attack.
[02:27:32.620 --> 02:27:35.899]  He's had Kennedy in there killing the new COVID rollout with their new booster.
[02:27:36.299 --> 02:27:41.280]  They've been doing a lot of good, but still, this is the big albatross around Trump's neck.
[02:27:41.860 --> 02:27:44.059]  And I understand his philosophy of never betting when he's wrong.
[02:27:44.280 --> 02:27:50.459]  He's doing a lot of good right now, in general, securing the border, trying to stop World War III, getting jobs back, all of that, and dismantling the deep state.
[02:27:50.600 --> 02:27:59.680]  But here's the rest of the exchange where this great musician just explains what we're all seeing, what we're all feeling, what's all happening.
[02:27:59.860 --> 02:28:04.260]  I mean, I know so many people that had family that died or got really sick from the shot.
[02:28:04.260 --> 02:28:13.959]  And also I had a lot of friends and family that died or got very sick from the virus that was man-made, that we know was cooked up by Fauci and set up during the Obama administration in Chapel Hill, North Carolina.
[02:28:13.959 --> 02:28:16.539]  They moved to Wuhan, so they had a plausible deniability and they released it.
[02:28:16.578 --> 02:28:19.620]  And we explained all this in January and February of 2020.
[02:28:19.620 --> 02:28:23.460]  We were the first with Dr. Francis Boyle and other top chemical biological weapons experts.
[02:28:23.460 --> 02:28:25.949]  And so we are tomorrow's news today.
[02:28:26.370 --> 02:28:30.379]  So regardless if Trump keeps denying this, the point is the public knows it.
[02:28:30.539 --> 02:28:31.210]  So...
[02:28:39.329 --> 02:28:50.389]  It's only been a few months, except now he's backpedaling on MMR shots that are the number one cause of autism in the studies, when he always explained that measles doesn't kill anybody unless you already have a bunch of comorbidities.
[02:28:50.649 --> 02:28:56.469]  Only two people in the last winter, the last four or five months, have died from it, and they really died of something else.
[02:28:58.770 --> 02:29:00.329]  Really discouraging to see that from Kennedy.
[02:29:00.450 --> 02:29:03.389]  And I shot an earlier report that's right here on X. There were a lot of shows on that.
[02:29:03.469 --> 02:29:05.829]  But regardless, we the people, not just here but around the world, know the truth.
[02:29:06.010 --> 02:29:06.870]  We're not going to stop.
[02:29:07.010 --> 02:29:12.170]  And we're not buying into the disease X the globalists said for decades they'd use to take over the planet and bring in the cashless society.
[02:29:12.549 --> 02:29:16.049]  And so it's really COVID blowing up in their face that finally killed globalism.
[02:29:16.389 --> 02:29:21.729]  And so Trump needs to finally move away from that and call for a criminal investigation and admit he got set up.
[02:29:21.930 --> 02:29:23.610]  Because as more and more of this comes out...
[02:29:23.790 --> 02:29:27.389]  Trump goes from being set up in it to, after the fact, becoming complicit in it.
[02:29:27.469 --> 02:29:28.629]  So, Mr. President, use your brain.
[02:29:28.750 --> 02:29:29.270]  I know you're smart.
[02:29:29.790 --> 02:29:31.110]  I know a lot of behind-the-scenes stuff.
[02:29:31.290 --> 02:29:35.069]  I know that you really understand what's going on on a lot of fronts.
[02:29:35.250 --> 02:29:36.190]  You don't want the Iran war.
[02:29:36.940 --> 02:29:38.100]  You're playing that very wisely.
[02:29:38.180 --> 02:29:39.120]  You finally got them to blink.
[02:29:39.559 --> 02:29:40.780]  Today's congratulations on that.
