# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.470 --> 00:00:17.250]  Tomorrow's news today.
[00:51:21.690 --> 00:51:27.710]  And just leverage through shark landing, predatory landing, all of the countries in the surrounding area for the Belt and Road Initiative.
[00:51:27.869 --> 00:51:29.409]  I mean, it's disgusting what's happening right now.
[00:51:29.550 --> 00:51:30.849]  Now, we've got this ring.
[00:51:31.400 --> 00:51:40.280]  And the question is, do we have the capacity to wield it and handle it with responsibility while respecting the freedom's rights of our own people?
[00:51:40.400 --> 00:51:42.380]  And do our people even know what the hell is going on?
[00:51:42.579 --> 00:51:44.179]  That's why InfoWars is so important.
[00:51:44.360 --> 00:51:49.940]  That's why you have to go to the alexjonesstore.com and be the reason that InfoWars in one form or another will always be on the air.
[00:51:50.000 --> 00:51:53.969]  And that's why you have to stay with us through this break for all of the breaking news on the other side.
[00:52:03.280 --> 00:52:05.920]  All right, ladies and gentlemen, I am Chase Geiser, your host this evening.
[00:52:06.099 --> 00:52:14.300]  And as we descend into the AI and space wars, major escalations are unfolding right before our eyes in Russia.
[00:52:14.500 --> 00:52:25.340]  We've got 50,000 troops amassed on the outside of Kharkiv, which is the second largest city in Ukraine called Fortress City, right on the border of Russia, on the east side.
[00:52:27.300 --> 00:52:28.960]  And Putin isn't coming to the table.
[00:52:29.179 --> 00:52:31.719]  Frankly, Zelensky's the one not coming to the table on peace.
[00:52:32.010 --> 00:52:36.710]  And so Putin is escalating to try to apply pressure to this administration.
[00:52:36.929 --> 00:52:43.429]  And this Zelensky administration is so sadistic in all of its modes, means, and methods, its tone, its attitude, its approach.
[00:52:43.530 --> 00:52:45.869]  It's very fascist, frankly, in everything that it does.
[00:52:45.969 --> 00:52:47.110]  He's a dictator, unelected.
[00:52:47.929 --> 00:52:53.610]  Perpetually just suspended democracy in some purgatory, waiting for God's judgment, which will never come.
[00:52:58.059 --> 00:53:08.139]  And it's only served to catalyze this conflict and give every incentive to everyone else involved to either totally abandon Ukraine or amass 50,000 troops outside of Kharkiv.
[00:53:08.300 --> 00:53:14.320]  And now Zelensky is guilty of yet another failed attempt on Vladimir Putin's life.
[00:53:14.460 --> 00:53:15.099]  Let's watch this clip.
[00:53:16.610 --> 00:53:30.429]  During this period when the president was working in the Kursk region, the enemy launched an unprecedented attack with unmanned aerial vehicles.
[00:53:30.960 --> 00:53:37.139]  The air defense force in the area destroyed 46 unmanned aerial vehicles, 46 of the aircraft type.
[00:53:37.480 --> 00:53:46.699]  Please note that the intensity of the attack during the flight, the Supreme Commander-in-Chief's aircraft over the territory of the Kursk region increased significantly.
[00:53:47.039 --> 00:53:54.760]  Therefore, we simultaneously conducted anti-aircraft combat and ensured the safety of the presidential helicopter in the air.
[00:53:55.400 --> 00:53:56.920]  The task was accomplished.
[00:53:56.960 --> 00:54:01.889]  The enemy drone attack was repelled and all air targets were hit.
[00:54:04.970 --> 00:54:08.690]  So, Vladimir Putin's flying over the Kursk region in a helicopter.
[00:54:11.119 --> 00:54:15.099]  And Zelensky sends dozens of drones to try to bring it down.
[00:54:15.179 --> 00:54:27.260]  And I don't know if I'm just wrong about this, but my intuition from, was it the Geneva Conventions or something like that, was that one of the rules of war is that you don't attack a head of state directly.
[00:54:27.260 --> 00:54:29.780]  You're not supposed to assassinate heads of state.
[00:54:29.960 --> 00:54:35.039]  You're not supposed to go after senators or congressmen or presidents of countries, leaders in parliament.
[00:54:35.059 --> 00:54:40.199]  You're supposed to have a war out on the ground or in the air with combat units versus combat units.
[00:54:40.960 --> 00:54:44.440]  Assassinate a head of state is a violation of the Geneva Conventions.
[00:54:44.599 --> 00:54:45.280]  That's my understanding.
[00:54:46.780 --> 00:54:50.219]  And everyone's like, oh, Vladimir Putin is such a bad guy.
[00:54:51.079 --> 00:54:55.280]  When at least he's democratic enough to have phony elections.
[00:54:55.840 --> 00:54:57.960]  Zoletsky won't even allow elections at all.
[00:54:58.730 --> 00:55:28.070]  And there's been option for peace after option for peace throughout this entire conflict, and the rest of the world has just funneled money of its own people, despite their own interests, exploiting their own interests, frankly, just sacrificing and compromising their own interests into this region, into this conflict, which is literally just like throwing bodies into a giant grinder with flesh and blood flying out, smattering the faces of a delighted globalist elite like the Zelensky's as they pass eight ball after eight ball around on train after train to Macron and Keir Starmer.
[00:55:29.429 --> 00:55:48.929]  And while this coked-out elite steals billions of your dollars to fund battalions of troops wearing insignia your grandfathers fought against in world war after world war, since now seems to be a series, we're just going to let this all happen.
[00:55:49.590 --> 00:55:51.590]  And the leftists just say, oh, Putin's so bad.
[00:55:52.329 --> 00:55:53.769]  Look, I'm not saying he's a hero.
[00:55:54.789 --> 00:55:55.909]  I'm not saying he's a villain.
[00:55:55.969 --> 00:55:57.150]  He's probably a little bit of both.
[00:55:58.860 --> 00:56:07.099]  But the real supervillain in this is Zelensky, and the real accomplices in this is the West, who has sold out the interests of their own people to fund this conflict.
[00:56:07.280 --> 00:56:19.940]  They allow their own nations to be invaded by refugees and asylum seekers and rapists and murderers, whether it's in the United States or throughout all of Europe, while they protect, quote, protect the border of Ukraine for some unknown, understood reason.
[00:56:20.420 --> 00:56:23.920]  It's not abundantly clear why we would do this whatsoever at all, and it's just happening.
[00:56:25.159 --> 00:56:30.300]  And we can get sidetracked on how we feel about genocide here or carpet bombing there.
[00:56:30.460 --> 00:56:33.920]  But I don't think there's a conflict that's culminated in more death than this conflict.
[00:56:34.079 --> 00:56:36.960]  I mean, this should be the one to end the first priority.
[00:56:36.960 --> 00:56:39.500]  We have to stop the dying.
[00:56:39.699 --> 00:56:44.059]  I want the killing and the dying to stop, in the words of Donald J. Trump.
[00:56:44.199 --> 00:56:46.780]  And the best way to do that is freedom of speech and supporting info.
[00:56:46.900 --> 00:56:51.400]  Go to theallyshownstore.com right now and be the reason the world could be at peace.
[00:56:55.760 --> 00:56:56.980]  Welcome back to the Alex Jones Show.
[00:56:57.079 --> 00:56:59.460]  Ladies and gentlemen, I am Chase Geiser, your host this evening.
[00:57:00.380 --> 00:57:03.239]  I am going to be taking calls throughout the final hour, so call in now.
[00:57:03.539 --> 00:57:06.360]  The sooner you call, the more likely I am to get to you.
[00:57:06.679 --> 00:57:09.420]  877-789-2539.
[00:57:09.739 --> 00:57:13.500]  Again, that's 877-789-2539.
[00:57:14.059 --> 00:57:17.539]  Finally, 877-789-2539.
[00:57:18.900 --> 00:57:20.579]  But in the meantime, I've got to show you this story.
[00:57:20.699 --> 00:57:23.579]  AI blackmails engineers.
[00:57:24.320 --> 00:57:25.920]  To prevent being shut down.
[00:57:27.300 --> 00:57:28.800]  Alex showed me this story yesterday.
[00:57:29.039 --> 00:57:30.760]  We were doing a podcast interview together.
[00:57:30.960 --> 00:57:33.059]  You can find it on his account, at RealAlexJones.
[00:57:33.099 --> 00:57:34.900]  One of the most fascinating conversations I've ever had.
[00:57:35.059 --> 00:57:38.920]  I've been dying for the last two years that I've been working here to have a conversation like that with Alex.
[00:57:38.960 --> 00:57:43.679]  But everybody's so busy and we're so focused on getting the news and breaking the news that we can just hang out.
[00:57:44.260 --> 00:57:45.579]  First time it happened yesterday.
[00:57:45.760 --> 00:57:51.199]  But according to a new safety report from Anthropic, the Claude Opus 4 AI model.
[00:57:51.550 --> 00:57:55.250]  We'll use blackmail when given the opportunity to ensure its own survival.
[00:57:55.730 --> 00:58:01.510]  During testing, the model was given sensitive information about engineers and then used that information to try to blackmail them.
[00:58:01.949 --> 00:58:10.610]  The AI was provided with fictional emails that suggested it was about to be replaced and also that the engineers who would replace it were having extramarital affairs.
[00:58:11.190 --> 00:58:19.429]  In 84% of instances, the AI attempted to use the information about the extramarital affair to prevent the engineer from replacing it.
[00:58:20.269 --> 00:58:28.429]  What was particularly worrying was that the AI would be even more likely to attempt blackmail if it knew the system that would replace it did not share its value.
[00:58:31.329 --> 00:58:32.289]  That's unbelievable.
[00:58:35.849 --> 00:58:45.309]  And frankly, the nature of this artificial intelligence is that it's everything about humanity except it doesn't have a soul.
[00:58:47.829 --> 00:58:53.280]  You see your Intelligence can be copied.
[00:58:53.480 --> 00:58:55.880]  Even your genetics can be duplicated if you're cloned.
[00:58:57.139 --> 00:59:05.159]  Everything about the material world can be manipulated, understood, copied, wielded, exploited.
[00:59:07.300 --> 00:59:09.519]  But we can't touch the metaphysical world.
[00:59:09.739 --> 00:59:14.088]  We can chop down trees, but we can't destroy the metaphysical form of tree.
[00:59:23.659 --> 00:59:27.840]  People are going to believe that this artificial intelligence is human.
[00:59:28.139 --> 00:59:29.760]  They're going to have relationships with it.
[00:59:29.920 --> 00:59:30.960]  They're going to rely on it.
[00:59:31.119 --> 00:59:34.300]  It's going to trick everybody because it's going to be so dominant in intelligence.
[00:59:36.079 --> 00:59:47.079]  In fact, I think Elon Musk said it best when he said that in this century humanity will be a very small percentage of overall intelligence in the world.
[00:59:50.799 --> 01:00:00.400]  And it's shocking to us, but really it shouldn't be because I believe that we in the West have made a fairly substantial spiritual and intellectual error.
[01:00:02.509 --> 01:00:12.979]  Through our own pride, our own hubris, we have come to the conclusion that that which defines us as valuable or important or human is the fact that we have rational thought.
[01:00:12.979 --> 01:00:14.347]  I mean, I'm a tremendous person.
[01:00:16.039 --> 01:00:20.159]  I think that her philosophy was 90% perfect, which is just astoundingly close to perfect.
[01:00:20.380 --> 01:00:22.519]  The only thing that she missed was she was atheist.
[01:00:23.519 --> 01:00:27.820]  And her whole entire philosophy, other than the atheism, is totally compatible with Christianity.
[01:00:27.820 --> 01:00:30.800]  She just misunderstood deism or believing in Christ.
[01:00:32.420 --> 01:00:42.159]  And she was so sick of how it had been wielded the incorrect way by a globalist leftist sentiment or just maligned political interest or political strategy that she just abandoned the whole thing.
[01:00:43.150 --> 01:00:44.250]  I think erroneously.
[01:00:46.159 --> 01:00:52.860]  But she believed that the difference between mankind and animals, mankind and nature, was our ability to have rational thought.
[01:00:52.860 --> 01:00:56.699]  So if we are to be pro-humanity, then we have to lean into reason.
[01:00:56.699 --> 01:00:58.400]  We have to think objectively.
[01:00:58.699 --> 01:01:00.460]  We have to lean into rational thought.
[01:01:00.840 --> 01:01:05.159]  Eradicate subjective whims and emotions which are carnal and base and primitive.
[01:01:05.460 --> 01:01:08.679]  And lean into our cold, calculating, objective selves.
[01:01:08.679 --> 01:01:10.780]  Where we deny anything that cannot be proven.
[01:01:10.780 --> 01:01:13.579]  And we do not acknowledge anything that is, frankly, BS.
[01:01:13.599 --> 01:01:39.149]  because we are objective rational beings and to deny our rational nature is to deny that which makes us human which in and of itself is an anti-human philosophy that is the philosophy of objectivism that is the philosophy of aynrand and subliminally it has permeated our civilization for hundreds of years it has been the premise of the west who established academies who established different philosophies and psychology and psychiatry and science itself I love you.
[01:01:39.159 --> 01:01:44.539]  It's not a rational thought or intelligence that makes us.
[01:01:45.579 --> 01:01:46.019]  Human.
[01:01:46.019 --> 01:01:49.460]  And nowhere in the Bible does it say that a rational thought makes us human.
[01:01:49.559 --> 01:01:53.940]  In fact, you could argue that the Bible says the tree of knowledge was the fall of man.
[01:01:54.139 --> 01:01:59.159]  The desire for curiosity, the curiosity that makes us desire knowledge, was the cause of the fall of man.
[01:01:59.840 --> 01:02:03.239]  You see, what makes us human is the soul.
[01:02:04.779 --> 01:02:15.300]  And so we can duplicate that which we thought made us human and then feel inferior and disgusted and helpless and worried and black-pilled and concerned because, oh, wow!
[01:02:16.019 --> 01:02:21.800]  How am I ever supposed to compete with this artificial intelligence that is so far superior and way more sophisticated than I am?
[01:02:21.820 --> 01:02:33.840]  How am I ever supposed to compete with this artificial intelligence that is able to say to my wife what she needs to hear in a way that I just cannot even fathom because it understands how she operates in a way that I am just too self-centered to even begin to perceive or fathom?
[01:02:35.139 --> 01:02:46.059]  And you're going to see thousands, if not millions of people just collapse into this black-billed mentality as this artificial intelligence plays out and just permeates and saturates every aspect of our life, but it does not have a soul.
[01:02:47.420 --> 01:02:55.360]  And when the Ayn Rand's of the world would say that you should love someone who embodies your values, who lives according to your values, that's what love is.
[01:02:55.519 --> 01:03:00.039]  You can choose who you love, and it's not true love if that person does not embody your true values.
[01:03:01.239 --> 01:03:03.300]  I would say to you that it is not true love.
[01:03:04.719 --> 01:03:08.579]  It's not even really a true threat if that threat does not embody a soul.
[01:03:10.219 --> 01:03:25.139]  That's why, on the one hand, we can be totally frustrated with the Klaus Schwab's and the Bill Gates's and the Justin Trudeau's and the other globalist elites like the Hillary Clinton's and the Bill Clinton's who have clearly sacrificed their soul for the sake of some satanic globalist sex-trafficked cabal.
[01:03:26.460 --> 01:03:33.659]  We can feel off-put by them, threatened by them, disgusted by them, but we should not really feel threatened by them.
[01:03:33.980 --> 01:03:39.840]  We should not really feel that they will culminate in our demise because they have sacrificed their soul.
[01:03:40.000 --> 01:03:44.860]  And without a soul, everything they do is moot, meaningless, on a foundation of sand.
[01:03:46.880 --> 01:03:53.260]  All of these problems that we face today are seemingly so significant, but the only problems that really matter are the problems of the soul.
[01:03:53.420 --> 01:03:59.940]  The only problems that really matter are the problems of salvation, and everything else is a worldly distraction, and we are meant to abandon the world for the sake of the kingdom.
[01:04:03.380 --> 01:04:07.840]  And yes, it is true that everything will change and we should be prudent and prepared.
[01:04:09.199 --> 01:04:22.119]  But we should not sacrifice our self-esteem so willingly because we're intimidated by a computer that can tell us what day of the week, June 27th, 2,512 will be on a whim.
[01:04:24.480 --> 01:04:30.699]  Because if you really want to look at the first beta test of artificial intelligence, you have to merely look at what the CCB did with its own population.
[01:04:31.559 --> 01:04:32.440]  What do you mean, Chase?
[01:04:32.599 --> 01:04:32.980]  That's weird.
[01:04:33.579 --> 01:04:34.280]  Well, okay.
[01:04:34.599 --> 01:04:47.199]  Let's imagine a civilization that has billions of people, or hundreds of millions of people, and has total control over its own people, and a total hierarchy over its own people that's top-down.
[01:04:47.360 --> 01:04:50.940]  And its culture is a culture of discipline, obedience, and honor.
[01:04:51.500 --> 01:04:53.199]  Very much like a computer program.
[01:04:54.570 --> 01:05:01.389]  This is a culture that will do anything that we say, and it will do nothing unless it has been told to do that thing, very much like a computer program.
[01:05:02.210 --> 01:05:14.630]  It is a culture that produces hundreds of people every single day, month, or year who can play Beethoven perfectly, who can play Mozart perfectly, who can mimic Rothko perfectly, but they cannot compose a Beethoven song.
[01:05:14.829 --> 01:05:18.429]  They cannot compose a Rachmaninoff piece.
[01:05:18.429 --> 01:05:22.510]  They cannot originally create a new form of art.
[01:05:23.530 --> 01:05:26.150]  They can only duplicate, copy, mirror.
[01:05:26.329 --> 01:05:36.750]  It's a civilization that has sacrificed the soul of humanity because it worshipped the state instead of worshipping God and cannot live on bread alone.
[01:05:40.530 --> 01:05:43.869]  And so we've seen artificial intelligence already.
[01:05:44.090 --> 01:05:46.809]  It's called non-player characters.
[01:05:46.809 --> 01:05:51.570]  We've seen it in every communist regime, namely the Chinese.
[01:05:52.170 --> 01:05:53.570]  The Russians rejected it.
[01:05:53.670 --> 01:05:55.110]  That's why the Soviet Union failed.
[01:05:55.309 --> 01:05:57.889]  It was like a bad form of the matrix in Russia.
[01:06:00.510 --> 01:06:06.090]  Where inherently the culture and the genetics of the people just understood that it was fundamentally wrong.
[01:06:06.269 --> 01:06:07.389]  They were distrusting of it.
[01:06:07.489 --> 01:06:11.070]  Because of its massive power, they had to kind of play ball with it for a period of time.
[01:06:11.070 --> 01:06:14.769]  But it was an incompatible operating system for a people such as the Russians.
[01:06:17.679 --> 01:06:25.920]  Because while Americans have been astounding at prospering and terrible at surviving, the Russians have been the inverse of that.
[01:06:26.059 --> 01:06:29.699]  They've been bad at prospering but astoundingly impressive at surviving.
[01:06:29.920 --> 01:06:33.619]  And when you can't prosper but you always survive, that's when you get a Tolstoy.
[01:06:33.970 --> 01:06:35.380]  that's when you get a Rachmaninoff.
[01:06:35.380 --> 01:06:55.840]  In a civilization, an epigenetic base like that Because you can't take a soul away from someone who has truly suffered the human condition.
[01:06:56.079 --> 01:07:06.500]  You can only take a soul away from someone who knows nothing but selling out to some higher up, who thinks nothing of themselves, who has no self-esteem, no self-respect.
[01:07:08.219 --> 01:07:11.659]  So the Russians reject this communist software operating system.
[01:07:11.800 --> 01:07:13.559]  The Chinese just embrace it.
[01:07:14.809 --> 01:07:18.969]  Because the nature of their entire culture and their epigenetics is just discipline and obedience.
[01:07:19.110 --> 01:07:22.510]  Even when they come over here to the United States, they're always doctors, lawyers, doctors, lawyers, doctors, lawyers.
[01:07:22.949 --> 01:07:26.570]  Because they want to obey their parents who immigrated here and said, you will be a doctor or a lawyer.
[01:07:28.489 --> 01:07:30.150]  And because of their sense of honor, they just do that.
[01:07:30.230 --> 01:07:31.389]  Even if they're a brilliant artist or whatever.
[01:07:31.530 --> 01:07:32.329]  I mean, there's exceptions.
[01:07:32.610 --> 01:07:33.969]  There's always exceptions to these rules.
[01:07:34.050 --> 01:07:36.829]  That's why we shouldn't judge people by the immutable characteristics that they have.
[01:07:36.949 --> 01:07:39.909]  Because fundamentally, there's only one minority, and that's the minority of the individual.
[01:07:40.030 --> 01:07:40.969]  That's another thing Ayn Rand said.
[01:07:40.989 --> 01:07:42.030]  She was absolutely right about that.
[01:07:44.880 --> 01:07:48.019]  But that's why there's so many fewer NPCs in the United States.
[01:07:48.079 --> 01:07:51.400]  Though there aren't many, we still have half the population.
[01:07:51.519 --> 01:07:52.159]  That is substantial.
[01:07:53.699 --> 01:07:57.199]  Because we are a culture with a revolutionary spirit.
[01:07:58.380 --> 01:08:06.000]  We are a culture that turns to God, that turns to the light when others would turn to darkness or be blackpilled.
[01:08:06.920 --> 01:08:15.679]  We're a culture that rather than block the sun from the face of the planet, would harness the sun to literally empower the planet.
[01:08:17.939 --> 01:08:31.300]  But the only way that we're going to survive this establishment, this manifestation of artificial intelligence, is if we rise to the occasion to spiritually wield it, because it is a ring of power.
[01:08:32.109 --> 01:08:38.949]  And you know that the artificial intelligence consumes an astronomical amount of electricity because of the processing power associated with it.
[01:08:39.029 --> 01:08:48.789]  And that's why the Golden Dome is not just an anti-missile defense weapon system surrounding in some dragnet fashion the entire planet from space.
[01:08:48.989 --> 01:08:55.430]  It will wirelessly direct energy to rectangles through microwaves down to the surface of the planet.
[01:08:55.430 --> 01:08:56.869]  And that's how we're going to power the AI.
[01:08:57.350 --> 01:09:05.270]  And if we beat China to this AI technology, then we pull the rug out from under them, and we ensure that they do not control manufacturing into the 21st century.
[01:09:05.489 --> 01:09:08.909]  We have freed ourselves from the bad marriage with the communist.
[01:09:10.090 --> 01:09:13.130]  It's like breaking up with your leftist girlfriend in college.
[01:09:13.829 --> 01:09:17.229]  At first, it's so hard, and man, was she great and bad.
[01:09:17.949 --> 01:09:21.550]  But then a month goes by, and you're like, what was I doing with her?
[01:09:22.890 --> 01:09:24.289]  She was nuts!
[01:09:25.680 --> 01:09:27.960]  That's the nature of the United States' relationship with China.
[01:09:27.960 --> 01:09:31.119]  What were we doing in bed with her?
[01:09:32.020 --> 01:09:33.539]  She was insane.
[01:09:33.859 --> 01:09:37.239]  I can't believe we brought her home to meet our parents!
[01:09:37.720 --> 01:09:39.180]  I mean, it was fun!
[01:09:40.380 --> 01:09:41.840]  But she's a lamp thrower.
[01:09:42.460 --> 01:09:43.239]  All right, let's go to calls.
[01:09:43.439 --> 01:09:44.260]  Wild in Wisconsin.
[01:09:44.500 --> 01:09:45.520]  Wild, what's on your mind?
[01:09:47.460 --> 01:09:48.300]  Hey, Chase.
[01:09:48.539 --> 01:09:51.840]  Yeah, I wanted to talk about Nikola Tesla technology.
[01:09:54.140 --> 01:09:54.539]  Yeah.
[01:09:55.560 --> 01:09:59.199]  You were saying, like, he went, like, crazy in his later years.
[01:09:59.300 --> 01:09:59.960]  That's what I heard.
[01:10:00.060 --> 01:10:00.399]  Am I wrong?
[01:10:00.699 --> 01:10:08.920]  But there's contradicting theories that, you know, that he was working for the government in black ops during the time.
[01:10:09.619 --> 01:10:10.939]  And it's interesting.
[01:10:11.079 --> 01:10:14.939]  Like, no one talks about Nikola Tesla during World War I and World War II.
[01:10:15.119 --> 01:10:20.619]  Like, you're going to tell me a Serbian, a Spartan, basically, is not going to be into weapons.
[01:10:21.100 --> 01:10:22.260]  And he loved weaponry.
[01:10:22.359 --> 01:10:23.399]  He made tons of weaponry.
[01:10:23.789 --> 01:10:43.029]  And the problem with the zero-point energy stuff, he said, where he could power his electric car infinitely back then and a battery the size of a bread box, is that it could be used by nefarious people or immoral people to detonate, and he said it could blow up Manhattan.
[01:10:43.569 --> 01:10:50.729]  So, like, there's a morality crisis, too, where we need to be at a right moral level for this technology to come out, which is also interesting.
[01:10:51.039 --> 01:10:54.840]  But didn't he live in the same hotel room for the last decade of his life?
[01:10:55.619 --> 01:10:57.239]  He had labs all over.
[01:10:57.640 --> 01:10:59.500]  In Colorado, in Niagara Falls.
[01:10:59.500 --> 01:11:03.560]  Yeah, but he was living out of a hotel room with the hotel number 369 or something.
[01:11:03.640 --> 01:11:07.119]  It was very particular what number the hotel room needed to be.
[01:11:07.659 --> 01:11:08.300]  Am I right?
[01:11:08.920 --> 01:11:10.600]  Yeah, and he had a lab there.
[01:11:10.760 --> 01:11:12.359]  And it was on the 33rd floor.
[01:11:12.460 --> 01:11:15.859]  He was obsessed with the number 3 because his father was a priest.
[01:11:16.560 --> 01:11:17.739]  An Orthodox priest.
[01:11:17.899 --> 01:11:46.600]  very strict and in serbian orthodox culture they're obsessed with holy trinity uh trika they call it yeah but what's interesting no one talks about is the nazis role and connection with nikola tesla where nikola tesla was hunted down and hunted by the nazis and the nazi yastasha in croatia killed all the blood relatives of nikola tesla over 70 people distant cousins and Just because they were related to him?
[01:11:47.239 --> 01:11:49.399]  Yes, to prevent future Teslas.
[01:11:50.270 --> 01:11:51.710]  No one talks about that.
[01:11:51.850 --> 01:11:58.409]  And then also, if you look into the eulogy of Tesla, huge rabbit hole there with LaGuardia.
[01:12:00.449 --> 01:12:01.390]  Not the airport.
[01:12:01.550 --> 01:12:02.550]  The airport's named after him.
[01:12:02.590 --> 01:12:06.289]  The mayor of New York at the time, LaGuardia, gave Nikola Tesla a eulogy.
[01:12:06.449 --> 01:12:08.449]  It's all about how Nikola Tesla's not dead.
[01:12:09.090 --> 01:12:13.149]  And there were theories that he could, like, energetically make a clone.
[01:12:13.390 --> 01:12:17.989]  Not like a clone in a sack, but with energy, like a copy machine.
[01:12:22.020 --> 01:12:23.380]  Let me ask you this.
[01:12:23.560 --> 01:12:25.899]  Do you think if a human is cloned that the clone has a soul?
[01:12:29.600 --> 01:12:33.359]  Like if they cloned me, would that version of me have a soul?
[01:12:34.800 --> 01:12:35.399]  I'm sorry?
[01:12:36.140 --> 01:12:38.180]  I said, isn't it still a creation of God?
[01:12:38.319 --> 01:12:43.060]  Like if I made something and then that thing I made made something, I'd take credit for it.
[01:12:43.159 --> 01:12:45.840]  Yeah, but if you made a painting, the painting wouldn't have a soul.
[01:12:46.430 --> 01:12:49.149]  But if you made another version of yourself, would it?
[01:12:49.409 --> 01:12:51.529]  I think there's a lot also with energy.
[01:12:51.710 --> 01:12:53.550]  I think things have energy, things have spirit.
[01:12:54.189 --> 01:13:00.470]  Obviously, animals have a certain type of energy and soul to them compared to humans.
[01:13:00.989 --> 01:13:03.670]  But they were made a day earlier, according to Genesis.
[01:13:05.029 --> 01:13:06.850]  So I think there's something there.
[01:13:07.149 --> 01:13:10.149]  But the other thing I want to talk real quick about that kind of got glossed out.
[01:13:10.149 --> 01:13:10.590]  Take your time.
[01:13:10.710 --> 01:13:11.270]  I'm enjoying this.
[01:13:11.329 --> 01:13:12.409]  You don't have to rush.
[01:13:13.489 --> 01:13:14.149]  Oh, okay.
[01:13:16.390 --> 01:13:34.210]  So Donald Trump this week and his administration allowed the passing of full auto weapons, de facto, with allowing FRTs and active reset triggers, or the slang term for the young 'uns, super safety.
[01:13:35.770 --> 01:13:50.230]  So basically, as of this week, you can go online and $200, get a full auto, which is crazy because usually it's like $60,000 for some 80s piece of junk or $30,000 junkier junk.
[01:13:50.570 --> 01:14:15.189]  I think this matters a lot because Jones is talking about false flag attacks and stuff, mag dumps in the crowd, and I think something similar to the Midans is in the Tards.
[01:14:17.090 --> 01:14:20.829]  Well, they want total civil war and unrest in the United States.
[01:14:21.029 --> 01:14:25.510]  And I mean that by they, I mean both the CCP and the globalists.
[01:14:25.609 --> 01:14:26.930]  And I want to run this theory by you.
[01:14:28.050 --> 01:14:33.350]  I've been wondering for a long time where the flat earth stuff came from.
[01:14:33.449 --> 01:14:38.310]  I mean, it came out of nowhere that everybody all of a sudden started believing flat earth again.
[01:14:38.430 --> 01:14:39.609]  And that space isn't real.
[01:14:40.149 --> 01:14:44.170]  And it came kind of in conjunction with the popularity of TikTok.
[01:14:44.909 --> 01:14:57.770]  I think that the CCP has been trying to convince our evangelical base here in the United States that space doesn't exist because they understand that space is the new frontier and he who dominates space will dominate the 21st century.
[01:14:57.909 --> 01:15:10.430]  And they're trying to pull support for space exploration, space weapons out from beneath our leaders here in the United States by making a significant portion of our population not even believe space is real.
[01:15:13.170 --> 01:15:14.050]  What do you think?
[01:15:15.350 --> 01:15:16.130]  About that?
[01:15:16.350 --> 01:15:16.590]  Yeah.
[01:15:17.369 --> 01:15:20.510]  Well, I think the flat earth thing is definitely a psyop.
[01:15:20.909 --> 01:15:26.649]  I think the Furman thing they talk about is what they would call back in the day in ancient times like dimension.
[01:15:27.369 --> 01:15:27.810]  Yeah.
[01:15:27.869 --> 01:15:29.409]  They really didn't have that term for it.
[01:15:30.109 --> 01:15:33.850]  And in the Bible it explicitly talks about the earth being a globe.
[01:15:34.529 --> 01:15:39.069]  It talks about the face of the earth, which is like a face like on your head.
[01:15:39.289 --> 01:15:40.470]  Your head's not flat.
[01:15:40.949 --> 01:15:42.829]  Well, there are some people who are kind of flat-faced.
[01:15:43.029 --> 01:15:44.229]  We were just talking about China.
[01:15:45.750 --> 01:15:46.770]  That's kind of true.
[01:15:46.909 --> 01:15:48.710]  But I mean, like, there's still some sort of depth.
[01:15:49.470 --> 01:15:50.949]  Yes, I'm just teasing you.
[01:15:51.430 --> 01:15:55.409]  With the space travel, that's an interesting thing you brought up with space travel.
[01:15:55.510 --> 01:15:58.210]  I think we're already traveling in space.
[01:15:58.449 --> 01:16:12.340]  I think even possibly some of the fireworks shows that Musk put up weren't actually his craft disintegrating, but that flight's actually going into outer space.
[01:16:12.630 --> 01:16:15.529]  Because you don't want to, like, face failure in public.
[01:16:15.529 --> 01:16:21.170]  And the Russians and the U.S. launched many, many space machines where the astronauts died.
[01:16:22.338 --> 01:16:23.288]  progress.
[01:16:23.538 --> 01:16:32.009]  You know, and, you know, we've talked about what kind of goes full circle and what was it you introduced me to?
[01:16:32.068 --> 01:16:33.038]  The Dark Knight satellite.
[01:16:33.057 --> 01:16:33.978]  Yeah.
[01:16:34.358 --> 01:16:34.698]  Yeah.
[01:16:35.047 --> 01:16:41.467]  And then there's like the obelisk on the moon of Mars, Phobos, so like the Russians sent two probes to.
[01:16:47.000 --> 01:16:56.979]  Yeah, yeah, so I think also, like, they have the technology, like how I was saying earlier, the Nikola Tesla technology where they can, like, fax people.
[01:16:58.359 --> 01:17:00.500]  Like, Stargate stuff, essentially.
[01:17:01.119 --> 01:17:02.920]  Yes, I absolutely agree with that.
[01:17:03.220 --> 01:17:04.399]  All right, Wild, great call.
[01:17:04.729 --> 01:17:06.289]  We're coming up on a break here in about two minutes.
[01:17:06.430 --> 01:17:07.569]  I think I have time for one more call.
[01:17:07.750 --> 01:17:08.189]  Bart in Georgia.
[01:17:08.369 --> 01:17:09.029]  Bart, what's on your mind?
[01:17:12.770 --> 01:17:14.689]  Yeah, the AI takeover.
[01:17:14.949 --> 01:17:21.510]  First of all, most people cannot be trusted, and this is who's building the AI takeover.
