# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.580 --> 00:01:04.030]  Tomorrow's news today.
[01:42:30.989 --> 01:42:32.750]  We might beat them in court next month.
[01:42:32.890 --> 01:42:33.489]  I don't know.
[01:42:33.689 --> 01:42:40.890]  But regardless, our warehouse in Denver has got the products in, ready to ship to you right now.
[01:42:41.289 --> 01:42:54.270]  Could be your last chance if they're able to shut us down, but who knows, to get Rainforce Ultra, the Incredible Neutrophic, Survival Shield X2, the all-time fan favorite classic, Vazzo Beats, Vitamin C Zinc Combo, Ultra 12 Prebiotic Fiber, Pain MD.
[01:42:54.710 --> 01:42:55.310]  Mark that down.
[01:42:55.408 --> 01:43:09.800]  you want that natural healthy pain reliever ultimate fish oil and more at info or store.com There's Elon Musk and the Saudi Crown Prince and President Trump earlier today.
[01:43:11.180 --> 01:43:26.000]  A lot of big and exciting things happening in the global political realignment where the United States has come back from the brink of total collapse and obscurity to absolute world dominance, promoting peace and justice in the classic American system that made us the apple of the world's eye.
[01:43:26.659 --> 01:43:35.180]  Your calls are coming up next segment in just a few minutes, but right now, President Trump and Saudi Crown Prince signed an economic investment, $600-plus billion.
[01:43:36.220 --> 01:43:43.939]  And just a couple days ago, or yesterday, China completely capitulates.
[01:43:44.140 --> 01:43:45.539]  We have 30% on them.
[01:43:45.640 --> 01:43:46.659]  They have 10% on us.
[01:43:46.779 --> 01:43:47.439]  We win.
[01:43:47.539 --> 01:43:48.859]  That's originally what the number Trump wanted.
[01:43:49.760 --> 01:43:53.979]  The media says it's a failure because he put a bunch of pressure on to get him to back off.
[01:43:54.680 --> 01:43:56.220]  That's the point of the maximum pressure.
[01:43:58.239 --> 01:44:03.960]  And then, of course, the lower prescription drug prices by 60%, 70%, 80%.
[01:44:03.960 --> 01:44:06.140]  I want to play that clip as well.
[01:44:06.260 --> 01:44:08.500]  I mean, just think about what's happening on a daily basis here.
[01:44:08.699 --> 01:44:10.760]  Finally having somebody working for the people.
[01:44:12.220 --> 01:44:13.720]  Parasitic Wall Street said it's time.
[01:44:13.859 --> 01:44:15.159]  It's time for Main Street to have its time.
[01:44:15.220 --> 01:44:15.699]  Here's a clutch.
[01:44:15.720 --> 01:44:35.840]  So Trump is a very, very busy beaver.
[01:44:36.060 --> 01:44:37.859]  Now he says it's 10 trillion that's come in.
[01:44:38.020 --> 01:44:39.699]  And then always a month later, it turns out it was true.
[01:44:39.989 --> 01:44:41.057]  You know, he's kind of ahead of things.
[01:44:41.057 --> 01:45:11.039]  You know, he's kind of ahead of things.
[01:45:11.789 --> 01:45:14.409]  And now Saudi Arabia is all into the United States.
[01:45:15.029 --> 01:45:17.369]  They were ready just a year ago to go totally with China.
[01:45:18.850 --> 01:45:20.029]  India with us now.
[01:45:20.569 --> 01:45:20.829]  UK.
[01:45:21.649 --> 01:45:22.949]  The list goes on and on.
[01:45:23.710 --> 01:45:25.649]  Victory after victory after victory.
[01:45:30.609 --> 01:45:31.810]  Trump's trade policies.
[01:45:31.949 --> 01:45:32.810]  None of this makes sense.
[01:45:32.989 --> 01:45:33.630]  He's dumb.
[01:45:35.350 --> 01:46:03.548]  Two men can have a baby though.
[01:46:03.880 --> 01:46:10.720]  But starting today, the United States will no longer subsidize the health care of foreign countries, which is what we were doing.
[01:46:10.920 --> 01:46:26.039]  We're subsidizing others' health care, countries where they paid a small fraction of what, for the same drug that what we pay many, many times more for, and will no longer tolerate profiteering and price gouging from Big Pharma.
[01:46:26.220 --> 01:46:32.579]  But again, it was really the countries that forced Big Pharma to do things that...
[01:46:32.581 --> 01:46:35.721]  Frankly, I'm not sure they really felt comfortable doing.
[01:46:35.859 --> 01:46:37.420]  But they've gotten away with it, these countries.
[01:46:37.640 --> 01:46:39.760]  The European Union has been brutal.
[01:46:40.020 --> 01:46:40.479]  Brutal.
[01:46:41.039 --> 01:46:43.439]  And the drug companies actually told me stories.
[01:46:43.439 --> 01:46:45.640]  It was just brutal how they forced them.
[01:46:45.800 --> 01:46:48.340]  And the European Union is suing all our companies.
[01:46:48.640 --> 01:46:52.439]  Apple, Google, Meta.
[01:46:52.640 --> 01:46:54.840]  They're suing all our companies.
[01:46:55.739 --> 01:47:01.739]  They have judges that are European Union-centric.
[01:47:02.640 --> 01:47:11.300]  And they get rewarded $15 billion, $17 billion, $20 billion, and they use that to run their operation.
[01:47:11.960 --> 01:47:14.420]  Not going to happen any longer, that I can tell you.
[01:47:14.640 --> 01:47:15.880]  I love how Trump's laughing.
[01:47:16.899 --> 01:47:18.640]  It's called non-monetary tariffs.
[01:47:18.739 --> 01:47:20.039]  What do you think California is?
[01:47:20.979 --> 01:47:22.600]  What do you think Minnesota does?
[01:47:24.939 --> 01:47:30.520]  They literally attack all the other states and the people with their lawsuits, their regulations are crap.
[01:47:30.520 --> 01:47:31.340]  It's the same.
[01:47:31.939 --> 01:47:32.460]  Garbage.
[01:47:32.600 --> 01:47:34.699]  Same leftist parasite crap.
[01:47:35.460 --> 01:47:37.840]  I would just ask Trump, can you protect us from the EU?
[01:47:37.939 --> 01:47:44.359]  Will you please protect us from California and Minnesota and Wisconsin and Washington State and Oregon?
[01:47:45.960 --> 01:47:47.939]  Bunch of globalist trash.
[01:47:48.479 --> 01:47:49.359]  We'll be right back.
[01:47:52.380 --> 01:47:53.140]  All right.
[01:47:53.399 --> 01:47:57.079]  We are about to go to your phone calls here in the third hour today.
[01:47:57.199 --> 01:47:59.520]  Interspersed with a lot of really important breaking news and developments.
[01:48:00.590 --> 01:48:03.369]  But if you just joined us before I go to the calls, let me just briefly recap.
[01:48:05.149 --> 01:48:24.069]  Netanyahu has announced a full-scale assault on Gaza and is using all this rhetoric about total force and driving people into the sea to try to stir up the Middle East and overshadow what Trump is doing.
[01:48:25.430 --> 01:48:28.449]  NATO's doing big drills on the Russian border, trying to do the same thing.
[01:48:28.840 --> 01:48:30.479]  Because that's all these kleptocratic groups have.
[01:48:30.619 --> 01:48:44.739]  And, you know, Trump says next he's going after the EU that not just their tariffs and their carbon taxes and their VAT taxes that they put on U.S. companies, and then even if you don't operate there, they still sue you.
[01:48:45.420 --> 01:48:49.960]  And if you haven't run any type of business, you don't know about this.
[01:48:50.779 --> 01:48:53.460]  But Infowars has been jacked with by the EU.
[01:48:53.920 --> 01:48:54.500]  Not going to even get it.
[01:48:54.619 --> 01:48:55.319]  Long story.
[01:48:56.449 --> 01:48:58.869]  And all their regulations affect us.
[01:48:58.989 --> 01:48:59.989]  And we're a small operation.
[01:49:00.609 --> 01:49:14.409]  And California, with its regulations, and all these other states that are leftist and parasitically attack other conservative, prosperous states and suck money out of us, Trump says that's over.
[01:49:14.409 --> 01:49:15.649]  And he's going after the EU next.
[01:49:15.710 --> 01:49:18.069]  And he just got China to take a knee.
[01:49:20.069 --> 01:49:21.510]  To run up the white flag.
[01:49:22.390 --> 01:49:23.729]  Because we have all the cards.
[01:49:25.279 --> 01:49:42.340]  And when you look at how the United States pays 74%, we're 4% of the world's population, 96% of the people in the world don't live here, and we pay 74% of the cost of drugs worldwide.
[01:49:42.340 --> 01:49:44.600]  We pay triple on average when anybody else does.
[01:49:44.658 --> 01:49:51.388]  It's a joke.
[01:49:51.399 --> 01:49:55.539]  And then insurance companies won't give you insurance, the big ones, on any real drug.
[01:49:55.720 --> 01:50:01.199]  There's thousands of great drugs for everything that work and are cheap, but they don't have a monopoly on them.
[01:50:01.659 --> 01:50:05.039]  They're not under patent anymore.
[01:50:06.539 --> 01:50:10.800]  And so they give you the most toxic, expensive stuff because the insurance companies...
[01:50:11.760 --> 01:50:13.720]  Are one conglomerate with Big Pharma.
[01:50:13.840 --> 01:50:15.300]  It's not like they're invested with each other.
[01:50:15.460 --> 01:50:16.680]  It's the same conglomerate.
[01:50:16.960 --> 01:50:18.359]  BlackRock, State Street Vanguard.
[01:50:18.720 --> 01:50:20.159]  You look at the breakdown studies of it.
[01:50:20.239 --> 01:50:21.960]  It's all one big conglomerate.
[01:50:24.699 --> 01:50:31.079]  And it is a legendary, massive, humongoid screwjob.
[01:50:34.239 --> 01:50:39.119]  And Trump is just obliterating it.
[01:50:39.840 --> 01:50:45.560]  And already, The economy is surging, and already inflation's going down.
[01:50:45.640 --> 01:50:46.479]  I got the numbers right here.
[01:50:48.460 --> 01:50:54.119]  Prices eased in April, says NBC News.
[01:50:54.619 --> 01:50:57.579]  They say, oh, but we're not sure it's going to be great, though.
[01:50:58.119 --> 01:51:01.819]  Well, we know where we were going was certain collapse.
[01:51:02.560 --> 01:51:12.880]  So here's RFK Jr. talking about Trump's order on prescription drugs, that what you sell them for in other countries, You're going to sell them for that here.
[01:51:13.380 --> 01:51:15.319]  And boy, are they pissed.
[01:51:15.479 --> 01:51:19.520]  Because America is the right whale.
[01:51:19.739 --> 01:51:23.159]  And I'll tell you about the right whale after this clip.
[01:51:23.279 --> 01:51:23.600]  Here it is.
[01:51:24.159 --> 01:51:28.359]  Mr. Secretary, Trump says some prices will come down almost immediately.
[01:51:28.880 --> 01:51:31.140]  What is the timetable for these price cuts?
[01:51:32.359 --> 01:51:35.159]  Well, there's a series of escalating steps.
[01:51:35.439 --> 01:51:36.119]  But you know what?
[01:51:36.359 --> 01:51:39.420]  That will bring them down to European levels.
[01:51:40.159 --> 01:51:52.439]  Right now, America provides 75% of the pharmaceutical revenues in the world, and we only have 4.2% of the world's population.
[01:51:52.859 --> 01:51:59.399]  We're paying, and in our country, the list price for Ozempic is $1,300 per dose.
[01:51:59.560 --> 01:52:00.779]  In London, it's $88.
[01:52:01.699 --> 01:52:07.239]  And Democratic and Republican politicians have been talking about, for years, we've got to end these discrepancies.
[01:52:08.099 --> 01:52:13.140]  Nobody has had the courage to do it because of the power of the pharmaceutical lobby on Capitol Hill.
[01:52:14.119 --> 01:52:17.619]  In answer to your question, how soon will this happen?
[01:52:17.640 --> 01:52:23.199]  It depends on how enthusiastically the drug companies cooperate.
[01:52:23.199 --> 01:52:29.739]  There are a series of escalating steps that we will take if they don't cooperate.
[01:52:29.880 --> 01:52:33.260]  But we've been meeting with the pharmaceutical companies.
[01:52:34.090 --> 01:52:43.109]  They admit that this is something that should have ended a long time ago, and I think they're ready to figure out a way to get there.
[01:52:43.229 --> 01:52:51.949]  And they have advantages in this executive order, Stuart, because we got rid of the PBMs, we got rid of the middlemen, and that's something that they've wanted themselves.
[01:52:52.810 --> 01:53:00.010]  Now, Kennedy's been very critical of Ozempic, and it's super dangerous, linked to cancer, heart attacks, attacks your muscles, it freezes your guts.
[01:53:00.270 --> 01:53:01.710]  I mean, it's horrible.
[01:53:01.970 --> 01:53:03.470]  Basically, it slowly kills you.
[01:53:04.510 --> 01:53:10.369]  But he uses Ozempic as an example just because people can understand you pay thousands for it and they pay 80 bucks.
[01:53:11.369 --> 01:53:18.529]  But Ozempic should be banned and it shows how corrupt the Food and Drug Administration is that it allows crap like that out.
[01:53:18.750 --> 01:53:24.170]  And that's why I get mad at people on the internet when they say I'm on Ozempic, not because I mind being criticized.
[01:53:24.170 --> 01:53:24.810]  I love it.
[01:53:24.869 --> 01:53:25.670]  The more tax, the better.
[01:53:25.789 --> 01:53:26.670]  It just sends more listeners here.
[01:53:27.489 --> 01:53:32.369]  Except people then believe that and go, I'm going to get on it if it made Alex lose weight.
[01:53:32.800 --> 01:53:33.840]  You know what made me lose weight?
[01:53:33.979 --> 01:53:38.680]  Intermittent fasting, stopping drinking, taking the supplements, and busting my ass.
[01:53:39.800 --> 01:53:42.859]  We did an aerobic workout this morning for 60 minutes.
[01:53:44.439 --> 01:53:47.819]  Myself, my daughter Charlotte, and Shawn Johnson.
[01:53:49.060 --> 01:53:53.020]  And it was an aerobic workout, no stopping.
[01:53:53.619 --> 01:53:55.739]  And I was pouring sweat, and I feel great.
[01:53:57.359 --> 01:53:59.500]  And that's what I'm on.
[01:54:00.539 --> 01:54:01.439]  That's what I'm on.
[01:54:02.849 --> 01:54:04.689]  Today was a lot.
[01:54:04.890 --> 01:54:22.270]  I mean, non-stop sit-ups, non-stop push-ups, non-stop air squats, non-stop cables, non-stop, non-stop ball toss, big medicine ball, up the wall squat, up the wall squat, up the wall squat.
[01:54:22.510 --> 01:54:25.210]  The only rest you get is the 10 seconds walking to the next station.
[01:54:26.189 --> 01:54:28.630]  And I feel like a trillion dollars.
[01:54:30.740 --> 01:54:34.979]  And the methylene blue, ultramethylene blue, the iris CMOS, all of it just takes to the next level.
[01:54:35.840 --> 01:54:40.859]  And I'm telling listeners, just intermittent fast.
[01:54:42.819 --> 01:54:46.600]  Joe Rogan used to tell me, he goes, Alex, you're a good looking guy, you're a fat ass.
[01:54:46.819 --> 01:54:47.560]  Remember, he used to be in shape.
[01:54:49.300 --> 01:54:58.279]  Just don't eat until 2 o 'clock and then don't eat after 8. And I did it.
[01:54:58.359 --> 01:54:59.920]  And I was grumpy the first few days.
[01:55:00.960 --> 01:55:06.579]  And then after that, I have to remind myself to eat.
[01:55:07.380 --> 01:55:09.479]  Now, you got to eat a lot of protein when you do eat.
[01:55:10.640 --> 01:55:12.300]  And I've lost so much weight now.
[01:55:12.380 --> 01:55:14.220]  I'm intermittent fast a couple days a week now.
[01:55:14.300 --> 01:55:15.840]  I ate some breakfast tacos about an hour ago.
[01:55:16.979 --> 01:55:17.880]  And that's it.
[01:55:18.020 --> 01:55:19.399]  And then I'll eat dinner tonight.
[01:55:20.439 --> 01:55:24.600]  I'll eat, you know, the equivalent.
[01:55:24.859 --> 01:55:27.720]  I'll probably eat tonight three hamburgers but no bread.
[01:55:29.449 --> 01:55:33.229]  And I think I'll probably steam a big old head of broccoli.
[01:55:35.069 --> 01:55:37.270]  And I'll put some, melt some cheese on it.
[01:55:38.250 --> 01:55:41.590]  I'll make an iceberg salad, mix some spinach in with it.
[01:55:43.729 --> 01:55:46.529]  Probably drink five, six big glasses of ice water.
[01:55:48.109 --> 01:55:56.609]  And then I've got the little HEB single cups, so I'm not out of control.
[01:55:57.260 --> 01:56:02.260]  I'd let myself have a little non-fructose corn syrup, but sugar.
[01:56:02.380 --> 01:56:02.960]  It's not good for you.
[01:56:03.020 --> 01:56:05.819]  A little scoop of ice cream.
[01:56:07.340 --> 01:56:08.159]  And that's it.
[01:56:09.119 --> 01:56:10.020]  Still have treats.
[01:56:10.239 --> 01:56:12.479]  Still go to my mom's or something for a birthday party.
[01:56:12.520 --> 01:56:13.600]  Have a piece of key lime pie.
[01:56:14.220 --> 01:56:17.000]  Maybe once every couple weeks, but I just don't miss any of it.
[01:56:18.239 --> 01:56:19.180]  Well, that's not true.
[01:56:20.079 --> 01:56:26.159]  I'll be at a restaurant eating a steak and watching people drink red wine, and I'm just like, it'd be really good to have a glass of red wine with a steak.
[01:56:28.750 --> 01:56:29.890]  So I'd be lying to you.
[01:56:29.949 --> 01:56:33.090]  I didn't say I missed the old sauce.
[01:56:33.729 --> 01:56:39.449]  But what I really like is my brain working, being healthy, and being here for my family and the country.
[01:56:40.350 --> 01:56:41.390]  That's what I'm powered by.
[01:56:41.970 --> 01:56:44.109]  Now, let me finish up with the right whale, and I'm going to your calls.
[01:56:44.989 --> 01:56:49.170]  So, why was the right whale called the right whale?
[01:56:49.430 --> 01:56:50.550]  It's a baleen whale.
[01:56:50.750 --> 01:56:51.409]  It's a large whale.
[01:56:51.630 --> 01:56:52.569]  Not as big as the blue whale.
[01:56:52.649 --> 01:56:53.930]  About a half as big as the blue whale.
[01:56:54.350 --> 01:56:55.109]  Never once.
[01:56:55.680 --> 01:56:58.199]  Millions of them, I estimated, are in the oceans.
[01:56:59.039 --> 01:57:04.420]  But the right whale likes to sing and play and is sweet and slow and will even come up to the boats.
[01:57:04.979 --> 01:57:06.619]  It's just so nice.
[01:57:07.960 --> 01:57:10.739]  And a sperm whale will attack your ship.
[01:57:12.880 --> 01:57:16.060]  And they killed almost all of them.
[01:57:16.100 --> 01:57:20.640]  There was maybe 100 of them left when there was international agreements in the 80s to stop it.
[01:57:20.699 --> 01:57:21.659]  Now they're back in the thousands.
[01:57:23.340 --> 01:57:23.779]  But...
[01:57:26.139 --> 01:57:30.520]  America has been seen as the right whale.
[01:57:32.479 --> 01:57:44.500]  They call it the right one because it was the right one to hunt because it was full of blubber for the oil they wanted before we went to kerosene.
[01:57:46.000 --> 01:57:52.100]  And it was the easiest to kill because it was docile.
[01:57:53.230 --> 01:57:55.770]  And you could say slow and stupid.
[01:57:56.609 --> 01:57:58.909]  Though I wouldn't say they're stupid, they're just nice.
[01:58:00.949 --> 01:58:07.890]  And we need to stop behaving like right whales.
[01:58:09.869 --> 01:58:14.930]  Where the whole world said, hey, we bought off the U.S. government, let's screw the American people.
[01:58:16.829 --> 01:58:19.050]  That is now coming to an end.
[01:58:20.010 --> 01:58:22.470]  We need to behave more like killer whales.
[01:58:23.929 --> 01:58:25.649]  Instead of right whales.
[01:58:28.350 --> 01:58:31.550]  I'm not a wolf, but I'm not a sheep.
[01:58:31.989 --> 01:58:33.149]  I'm a sheepdog.
[01:58:33.909 --> 01:58:34.670]  All right.
[01:58:35.930 --> 01:58:37.350]  Let's go to your phone calls.
[01:58:37.449 --> 01:58:38.010]  Thank you for calling.
[01:58:38.229 --> 01:58:43.390]  Froggy, Jack, Ryan, Bill, Black, Linda, Miguel, Eric.
[01:58:43.789 --> 01:58:46.729]  We'll take your calls in the order that they came in.
[01:58:47.149 --> 01:58:50.270]  Up first, from Florida, Froggy.
[01:58:50.550 --> 01:58:50.890]  Go ahead.
[01:58:52.489 --> 01:58:53.310]  Hey, Alex.
[01:58:53.340 --> 01:58:54.260]  It's nice to talk to you.
[01:58:54.460 --> 01:58:56.100]  Yeah, what a time to be alive.
[01:58:57.180 --> 01:59:06.659]  I got a buddy that's a pretty big Zionist, and not that I'm against Jews, but I'm kind of on the other end of the spectrum because I'm really just putting American interests first.
[01:59:06.739 --> 01:59:14.840]  But we were talking, and kind of how you were saying with Mark Levin and a lot of other Zionists online right now, they're pretty upset.
[01:59:14.840 --> 01:59:19.119]  And then you also see people in the Muslim crowd that are pretty happy.
[01:59:20.539 --> 01:59:21.800]  I'm kind of just...
[01:59:21.801 --> 01:59:26.480]  It's refreshing to see—and with the Muslims, it's peace through strength.
[01:59:26.481 --> 01:59:28.282]  It's not that he's capitulating to them.
[01:59:28.359 --> 01:59:30.199]  It's this peace through strength.
[01:59:30.359 --> 01:59:37.659]  It's very refreshing to see American interests put first rather than anything that's overly pro-Israel or overly pro-Muslim.
[01:59:37.779 --> 01:59:48.539]  It's very nice and refreshing today to see a president that puts America first and stands on that and isn't swayed by any rhetoric or— Propaganda.
[01:59:48.939 --> 01:59:49.399]  Well, that's right.
[01:59:49.619 --> 01:59:58.100]  Instead of him saying we're going to come over here and blow everything up and then open our borders up to the refugees, no, we're going to be a referee and make you all stop killing each other.
[01:59:58.180 --> 01:59:59.399]  And by the way, invest your money with us.
[02:00:00.199 --> 02:00:03.020]  And again, I'm going to explain how this works.
[02:00:03.119 --> 02:00:06.819]  The average Zionist doesn't know how it works, like the average American or Muslim doesn't know.
[02:00:07.680 --> 02:00:10.819]  The British set up Saudi Arabia right through.
[02:00:11.039 --> 02:00:15.340]  They used different Wahhabist groups before they called it Al-Qaeda to overthrow countries they didn't like.
[02:00:16.070 --> 02:00:21.770]  And then with Brzezinski and then Reagan, they set up the quote, you know, Mujahideen, really Al-Qaeda.
[02:00:22.010 --> 02:00:24.310]  Then they used them as the cover story for 9-11.
[02:00:24.449 --> 02:00:25.550]  It was really about taking our rights.
[02:00:25.789 --> 02:00:34.109]  Then they go attack countries that weren't involved, like Iraq, for the larger globalist project and for Netanyahu, who's been in power off and on that whole time.
[02:00:35.029 --> 02:00:40.189]  So when Levine's like, we're not with the Muslims, we don't want peace with Saudi Arabia or anybody.
[02:00:41.890 --> 02:00:43.170]  I mean, come on, dude.
[02:00:43.529 --> 02:00:45.310]  Al-Qaeda literally lives in the pocket.
[02:00:45.659 --> 02:00:49.760]  In the back pocket of Benjamin Netanyahu on record.
[02:00:49.960 --> 02:00:55.920]  So just, we're not, to Ben Shapiro and people like him, I don't dislike them because they're Jewish.
[02:00:56.399 --> 02:01:01.180]  I'm on record that I'm not anti-Jew and the Jews aren't one monolithic group, on and on and on, okay?
[02:01:01.560 --> 02:01:11.439]  So all the anti-Jew people that obsess on Jews all day and blame Jews again if, you know, a storm blows through or they slip on a banana peel or, you know, I'm Jewish.
[02:01:11.460 --> 02:01:13.100]  I get orders from Netanyahu and Trump does.
[02:01:13.180 --> 02:01:14.859]  It's just, they're not serious people.
[02:01:15.039 --> 02:01:15.340]  Okay?
[02:01:16.060 --> 02:01:22.920]  And then, obviously, I'm not aligned with the Palestinians and Hamas and all that the left is that want to bring here.
[02:01:23.140 --> 02:01:26.159]  And then Netanyahu wants Europe and us to take them.
[02:01:26.899 --> 02:01:29.399]  So, I want it contained.
[02:01:30.539 --> 02:01:30.939]  Okay?
[02:01:31.260 --> 02:01:34.420]  And Saudi Arabia, on record, has been warning Europe, don't take Muslims.
[02:01:34.520 --> 02:01:34.939]  Watch out.
[02:01:35.060 --> 02:01:35.399]  Watch out.
[02:01:35.439 --> 02:01:36.659]  Because they actually understand.
[02:01:36.659 --> 02:01:39.640]  They can look at things and say they're going to end up getting blown off the map if this keeps happening.
[02:01:40.060 --> 02:01:57.619]  So Trump has a stabilization policy and a prosperity policy, a sane policy, that isn't the old British that became the U.S. and the Israeli model of destabilizing the Middle East by supporting radical Islamic groups, which they do.
[02:01:57.960 --> 02:02:01.000]  Again, Israel's on record setting up Hamas because they...
[02:02:01.000 --> 02:02:07.399]  I mean, folks, until the 60s and 70s, it was either like goat herders...
[02:02:08.559 --> 02:02:19.859]  Stone Age stuff, but some of the oldest civilizations in other areas on the coastlines, it was opulent, and women in bikinis, and waiters with champagne, okay?
[02:02:20.119 --> 02:02:28.600]  The West went in and funded the radical cavemen Muslims, and then sent them in to overthrow all of these stable Muslim countries.
[02:02:28.760 --> 02:02:30.840]  I mean, look at the Arab Spring, Obama...
[02:02:30.989 --> 02:02:38.350]  Overthrowing a bunch of our allies, overthrowing the Egyptian government, and putting in Islamists that blew up a couple thousand churches.
[02:02:39.090 --> 02:02:44.369]  And again, Israel and Turkey just did it to Syria.
[02:02:44.850 --> 02:02:46.310]  So I don't want to hear it.
[02:02:46.390 --> 02:02:50.789]  Oh, I speak for the Christians and Jews of America, as I played last hour.
[02:02:50.949 --> 02:02:55.270]  I'm Mark Levin, and we don't stand with Al-Qaeda.
[02:02:55.550 --> 02:02:56.869]  Well, the hell you don't.
[02:02:57.010 --> 02:02:58.350]  You're boss Netanyahu.
[02:02:59.369 --> 02:03:00.689]  Literally runs it.
[02:03:01.109 --> 02:03:04.010]  He's the last standing neocon with any power.
[02:03:04.250 --> 02:03:05.409]  So I don't want to hear it.
[02:03:05.510 --> 02:03:09.489]  Stop talking to me like I'm culturally and historically and military literate.
[02:03:09.609 --> 02:03:11.510]  I'm not, Mark.
[02:03:13.270 --> 02:03:17.409]  And Trump is actually pro-Israel.
[02:03:17.970 --> 02:03:27.430]  And he understands that Iran is going to blow it off the map, and then Israel's going to blow them off the map, and then Pakistan and India are going to have a nuclear war!
[02:03:27.569 --> 02:03:30.890]  And all the war games are all dead, you dumb son of a bitch!
[02:03:31.069 --> 02:03:32.369]  What the fuck's your problem?
[02:03:33.449 --> 02:03:35.170]  You fucking megalomaniac!
[02:03:35.409 --> 02:03:35.810]  Fuckheads!
[02:03:36.670 --> 02:03:40.350]  And that's what Trump's told Netanyahu, a little nicer than that, but not much more, I was told.
[02:03:41.229 --> 02:03:44.130]  I mean, we're rational, sane men.
[02:03:47.789 --> 02:03:49.270]  I don't want Israel to go away.
[02:03:49.869 --> 02:03:53.949]  I'm not anti-Israel, but I don't want Israel run by psychotics.
[02:03:56.590 --> 02:04:00.670]  So full of chutzpah that they're insane.
[02:04:02.670 --> 02:04:11.390]  So Ben Shapiro and Mark Levin and Benjamin Netanyahu and all of them can fly a kite as far as I'm concerned.
[02:04:11.569 --> 02:04:13.050]  They can jump in the lake, piss up a rope.
[02:04:14.910 --> 02:04:22.789]  And then you got the dialectic with the Rothschilds and the left and Soros funding all the radical Muslims and bringing them here and the universe.
[02:04:22.970 --> 02:04:24.470]  It's just all disgusting.
[02:04:24.989 --> 02:04:32.609]  And our center of the universe should not be the Jews and Muslims and their multi-thousand year war with each other.
[02:04:35.149 --> 02:04:37.170]  Doesn't mean we ignore the Middle East.
[02:04:37.329 --> 02:04:39.630]  We go over there and do deals to make it prosperous.
[02:04:41.270 --> 02:04:42.210]  Thank you, Froggy.
[02:04:42.660 --> 02:04:44.399]  Let's talk to Black in Arizona.
[02:04:44.680 --> 02:04:45.439]  You're on the air, Black.
[02:04:46.420 --> 02:04:47.600]  Hey, how you doing, Alex Jones?
[02:04:47.859 --> 02:04:48.039]  Good.
[02:04:48.960 --> 02:04:52.159]  Hey, I just wanted to mention a couple things on the globalist side.
[02:04:52.579 --> 02:05:01.819]  One, if you remember back in 2017, I think it was when Trump was over in Saudi Arabia and the Egyptian president was there too.
[02:05:01.819 --> 02:05:04.859]  They all stuck their hands on this little bitty pulsating globe.
[02:05:05.760 --> 02:05:06.199]  Yes.
[02:05:06.859 --> 02:05:12.100]  Okay, so to set this into motion, let's look at also the...
[02:05:12.170 --> 02:05:17.390]  The Pope just came into the papacy seat being a Jesuit.
[02:05:17.630 --> 02:05:19.270]  We just had a Jesuit prior to that.
[02:05:20.329 --> 02:05:25.149]  Trump attended a Jesuit school for two years, according to Leo Zagami.
[02:05:25.710 --> 02:05:37.090]  So again, if we look at the New World Order and the things that have happened with the power structure of the United States as a whole under the reign of Donald Trump, again, this...
[02:05:37.289 --> 02:05:47.810]  To me, in spirit, is the head of the globalist society now, as all the other nations have mentioned, that the United States is now at the head of the global-driven society.
[02:05:48.050 --> 02:06:05.829]  All right, so if we keep that in mind and start to look deeper into how Trump is able to cut off some money and go in and do some things behind the scenes not known to the American people without the approval of Congress, just like Obama did some things and Bush did some things as well, again, we have to be mindful that...
[02:06:05.979 --> 02:06:28.819]  In the spirit of Christ, in the spirit of Christianity, in the spirit of Islam, in the spirit of all these other spiritual aspects of what we're trying to do on this planet, we have to make sure we take strict accountability of the individuals now yielding power in order to drive all the countries into a globalist mechanism.
[02:06:29.220 --> 02:06:32.659]  The tariffs did what they needed to do to bring everybody to the table.
[02:06:33.869 --> 02:06:46.090]  If we start to look at tariffs coming into the Treasury, again, knowing that Janet Yellen moved from the Federal Reserve to the Treasury, and when we were giving money out to Ukraine, it was Janet Yellen that went to Ukraine.
[02:06:46.090 --> 02:06:47.229]  So what's your bottom line?
[02:06:47.369 --> 02:06:47.850]  I mean, here's the deal.
[02:06:47.930 --> 02:06:48.789]  Trump's not a Catholic.
[02:06:48.789 --> 02:06:49.770]  He's not a Jesuit.
[02:06:50.050 --> 02:06:51.829]  The Jesuit Pope was attacking Trump.
[02:06:52.430 --> 02:06:53.970]  I don't see that alignment.
[02:06:54.890 --> 02:07:00.229]  Certainly, they had a globe that controlled the computer screens, and the Saudis like all that fancy stuff.
[02:07:00.449 --> 02:07:02.409]  And then you've got peace.
[02:07:02.829 --> 02:07:26.829]  And you've got Trump trying to stop the wars, and the globalist, not a global system, the globalist system, the New World Order technocrat system, wanted a weak America, a weak family, weak borders, poison, garbage, all this, and Trump is going against that and trying to set up a pro-American, pro-free market system.
[02:07:27.050 --> 02:07:31.890]  So I just, and I had Zagami on, who is a Vatican expert, he was saying, no, they're coming after Trump.
[02:07:33.229 --> 02:07:36.069]  So are you trying to say Trump works for the Vatican?
[02:07:36.909 --> 02:07:38.829]  No, I'm not saying he works for the Vatican.
[02:07:39.050 --> 02:07:40.590]  I'm saying all things work together.
[02:07:40.909 --> 02:07:42.069]  Problem, reaction, solution.
