# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.000 --> 00:00:32.320]  InfoWars, tomorrow's news.
[01:45:11.680 --> 01:45:13.920]  And now they're moving on to all the other illegal aliens.
[01:45:14.079 --> 01:45:17.359]  And some of them are nice people and they work hard and they're not bad.
[01:45:17.680 --> 01:45:20.800]  But they're part of a larger illegal attack, an illegal pipeline.
[01:45:21.039 --> 01:45:32.079]  And they're voters for the Democrats instantly because they apportion more congressional seats in those states via the census and in the blue cities and states.
[01:45:32.159 --> 01:45:33.760]  They openly have the illegals voting.
[01:45:34.720 --> 01:45:38.399]  So you're met with a giant lawless assault like this.
[01:45:40.880 --> 01:45:44.720]  And then, oh, ICE is wearing masks because people are threatening to kill them.
[01:45:45.039 --> 01:45:46.000]  Oh, it's a police state.
[01:45:46.159 --> 01:45:47.199]  Oh, this woman was here.
[01:45:47.359 --> 01:45:48.399]  Two of her kids were born here.
[01:45:48.479 --> 01:45:48.960]  Two not.
[01:45:49.119 --> 01:45:49.760]  Now they're deporting her.
[01:45:50.479 --> 01:45:51.520]  Oh, it's so mean.
[01:45:53.680 --> 01:46:00.000]  Yeah, when you get overrun in a UN globalist invasion meant to bring in a permanent underclass, it's rough.
[01:46:00.640 --> 01:46:04.399]  And ICE, I know they're working 18 hours a day doing an incredible job.
[01:46:04.720 --> 01:46:16.000]  Harris footage I shot through a little tiny hole in the black paint they had on the window of just the little kids with no parents just in Texas, thousands a day being shipped in just when I was there.
[01:46:16.960 --> 01:46:18.239]  And just shipped to God knows where.
[01:46:18.399 --> 01:46:19.920]  Many of them sex slavers admitted.
[01:46:21.359 --> 01:46:25.600]  That wasn't under Trump that they were sleeping on the floor in dirty diapers.
[01:46:25.680 --> 01:46:26.560]  It was Biden.
[01:46:26.880 --> 01:46:27.840]  And it was Obama.
[01:46:29.600 --> 01:46:31.039]  And this is the reality.
[01:46:31.359 --> 01:46:38.800]  So there's all that evil and all the murders and all the rapes and all the human smuggling and all the robberies and all the extortion.
[01:46:40.079 --> 01:46:45.119]  And that's done by the Democrats bringing in 20 million illegals in just the last four years.
[01:46:45.359 --> 01:46:47.119]  And then Trump trying to do something about it.
[01:46:47.279 --> 01:46:48.800]  He starts ramping up enforcement.
[01:46:49.760 --> 01:46:52.479]  Still just a trickle compared to what he's got to do.
[01:46:52.800 --> 01:46:54.720]  And the so-called right-wingers, bitch, he's not doing enough.
[01:46:54.880 --> 01:46:56.159]  He's doing everything he can.
[01:46:57.119 --> 01:46:58.720]  And then Joe Rogan, he's not a bad guy.
[01:46:59.039 --> 01:47:02.560]  Here's the stories of people whose maids or whatever are going to be shipped away.
[01:47:02.720 --> 01:47:03.840]  And he goes, gosh, we didn't sign up for this.
[01:47:04.000 --> 01:47:04.479]  It's BS.
[01:47:04.560 --> 01:47:05.840]  No, Trump said he'd do that.
[01:47:07.680 --> 01:47:11.520]  And you have to understand that when you're met with a crisis like this, you have to do this.
[01:47:11.760 --> 01:47:12.079]  Sorry.
[01:47:12.239 --> 01:47:16.319]  You got to know you can't come here and have your babies for free and sign up for welfare anymore.
[01:47:17.279 --> 01:47:18.319]  Yeah, it's tough love.
[01:47:18.399 --> 01:47:19.199]  It's the way it is.
[01:47:19.520 --> 01:47:21.279]  Here's Joe Rogan getting upset with Trump.
[01:47:21.520 --> 01:47:23.439]  Ice raids are nuts, man.
[01:47:23.760 --> 01:47:26.159]  Watching this protest on television.
[01:47:26.239 --> 01:47:26.720]  It's like.
[01:47:27.359 --> 01:47:28.319]  I think the raids are nuts.
[01:47:29.760 --> 01:47:29.840]  Yeah.
[01:47:30.399 --> 01:47:32.159]  The protest sites are taking it a little too hard.
[01:47:32.720 --> 01:47:45.600]  Well, I don't think if the Trump administration, if they're running and they said, we're going to go to Home Depot and we're going to arrest all the people at Home Depot, we're going to go to construction sites and we're going to just tackle people at construction sites.
[01:47:45.680 --> 01:47:47.039]  I don't think anybody would signed up for that.
[01:47:47.279 --> 01:47:51.439]  They said, we're going to get rid of the criminals and the gang members first.
[01:47:51.760 --> 01:47:52.079]  Right.
[01:47:52.720 --> 01:47:56.159]  And now we're seeing like Home Depots get raided.
[01:47:56.640 --> 01:47:57.680]  That's crazy.
[01:47:58.000 --> 01:48:01.600]  And that's because Trump said you got quotas or you're fired.
[01:48:03.760 --> 01:48:06.159]  All these people that are here came here illegally.
[01:48:06.319 --> 01:48:07.279]  They're all criminals.
[01:48:07.439 --> 01:48:10.880]  The priority is on record is people that have committed other crimes.
[01:48:11.680 --> 01:48:18.720]  And the blue cities are releasing people with four or five convictions for rape, murder, you name it, and not even telling Trump that they've been released.
[01:48:18.800 --> 01:48:21.359]  So home assistant has to wait outside the jails and prisons for them.
[01:48:22.960 --> 01:48:23.840]  We're in a crisis.
[01:48:23.920 --> 01:48:25.600]  They're trying to bring down the country.
[01:48:25.920 --> 01:48:27.199]  This is a war.
[01:48:28.319 --> 01:48:31.199]  World War II, we leveled civilian cities to win.
[01:48:31.279 --> 01:48:32.159]  We're not doing that here.
[01:48:32.479 --> 01:48:34.880]  We're just saying you're illegal.
[01:48:35.199 --> 01:48:39.920]  There's a fast track back, by the way, if they're good people, but your ass is gone.
[01:48:40.560 --> 01:48:41.600]  You want a war?
[01:48:41.920 --> 01:48:42.479]  You got one.
[01:48:42.640 --> 01:48:44.159]  You invaded, you got one.
[01:48:44.479 --> 01:48:45.920]  I need support.
[01:48:46.239 --> 01:48:51.359]  We are maxed out, and I can do so much more in offense, guaranteed beat them even faster in court.
[01:48:51.680 --> 01:48:53.119]  And got this other stuff going on.
[01:48:53.279 --> 01:48:54.640]  I'll leave it at that with the Justice Department.
[01:48:54.800 --> 01:48:59.359]  The good guys coming in, the task force on weaponization, that I need funds.
[01:48:59.680 --> 01:49:07.359]  So I need you to go to thealexshowstore.com, subscribe as your monthly donation for $30 a month as a VIP.
[01:49:07.520 --> 01:49:09.279]  And know you're doing that bare minimum of support.
[01:49:09.359 --> 01:49:10.159]  Cancel any time.
[01:49:10.319 --> 01:49:11.520]  Not a very hard commitment.
[01:49:11.600 --> 01:49:12.640]  You just do it month to month.
[01:49:12.720 --> 01:49:13.439]  You charge 30 bucks.
[01:49:13.520 --> 01:49:14.079]  You're a VIP.
[01:49:14.159 --> 01:49:18.239]  And when you want a t-shirt or you want a supplement, because it will just build up in your account.
[01:49:18.479 --> 01:49:20.800]  $40 to spend in the store.
[01:49:21.119 --> 01:49:24.560]  You spend 30, you get 40 automatic discounts on everything.
[01:49:24.880 --> 01:49:26.319]  Special sales, special offers.
[01:49:26.560 --> 01:49:36.239]  I'm asking everyone to commit who never supported the broadcast by buying anything to become a VIP today at thealxjonstore.com.
[01:49:36.479 --> 01:49:38.000]  And then you know you're doing the monthly support.
[01:49:38.159 --> 01:49:40.000]  Ever have an issue, don't want to do it, cancel.
[01:49:40.239 --> 01:49:41.359]  One click, it's your profile.
[01:49:41.520 --> 01:49:48.399]  But by being a VIP, you get massive discounts, special offers, and so much more at thealxjonstore.com.
[01:49:48.479 --> 01:49:50.800]  And it's a way to show your support.
[01:49:51.039 --> 01:49:52.640]  We need your backing.
[01:49:52.960 --> 01:49:55.119]  I am 100% dauntless.
[01:49:55.359 --> 01:50:00.399]  If anything, I get overheated because I've got so much energy and I'm so angry at these people when it bleeds off into my life.
[01:50:00.880 --> 01:50:02.079]  I need your backing.
[01:50:02.319 --> 01:50:03.199]  I'm backing you.
[01:50:03.359 --> 01:50:06.800]  Quite frankly, if you don't back me and my crew, what we're doing, you're nuts.
[01:50:07.039 --> 01:50:07.760]  I'm not mad at you.
[01:50:07.840 --> 01:50:08.239]  I'm the same.
[01:50:08.479 --> 01:50:09.039]  You're crazy.
[01:50:09.279 --> 01:50:11.600]  Evil hates this transmission.
[01:50:11.760 --> 01:50:13.039]  We've got their number.
[01:50:13.359 --> 01:50:18.319]  And if you don't back, the organization's fighting with everything they've got for you.
[01:50:18.560 --> 01:50:19.920]  Because we're all in this together.
[01:50:20.399 --> 01:50:21.920]  Well, you've rolled over.
[01:50:22.000 --> 01:50:23.600]  You've run up the white flag, quite frankly.
[01:50:23.680 --> 01:50:24.479]  And that's what this is.
[01:50:24.800 --> 01:50:26.000]  The last man, thanks for fighting.
[01:50:26.079 --> 01:50:26.880]  Thanks for never giving up.
[01:50:27.199 --> 01:50:28.479]  Wow, why does it break your spirit?
[01:50:28.640 --> 01:50:29.680]  It intensifies me.
[01:50:30.000 --> 01:50:32.800]  To know we're up against pure evil and we're turning the tide and we're winning?
[01:50:32.960 --> 01:50:37.920]  And then to know that if we don't fight hard, they're going to win and commit humanity to a nightmare of evil?
[01:50:38.159 --> 01:50:39.119]  You think stuff's bad now?
[01:50:39.199 --> 01:50:40.079]  You ain't seen nothing yet.
[01:50:40.319 --> 01:50:43.359]  Thank me for fighting for my own future and yours collectively?
[01:50:43.600 --> 01:50:45.920]  There's not even a question of fighting these people.
[01:50:46.239 --> 01:50:46.800]  Look at them.
[01:50:46.880 --> 01:50:48.000]  They've got to be opposed.
[01:50:48.319 --> 01:50:52.720]  People tend to think being persecuted is, oh, you want to stay away from that?
[01:50:53.039 --> 01:50:54.640]  Oh, so you want to stay away from the fight?
[01:50:54.960 --> 01:50:59.920]  No, it's like John Paul Jones still got commissioned as the head of the U.S. Navy while it was starting.
[01:51:00.079 --> 01:51:02.000]  And he was writing to Continental Congress.
[01:51:02.079 --> 01:51:03.920]  He said, I only want the fastest ships.
[01:51:04.159 --> 01:51:06.880]  I only want to be sent into the main war zones of direct action.
[01:51:07.119 --> 01:51:08.800]  They said, here is our fastest ship.
[01:51:08.880 --> 01:51:09.119]  Go out.
[01:51:09.359 --> 01:51:14.720]  Immediately goes out and engages and takes over all these British ships for three times the size, just ramming straight into them.
[01:51:14.880 --> 01:51:16.000]  Well, that's what I want to do.
[01:51:16.319 --> 01:51:17.840]  I only want the fastest ships.
[01:51:18.000 --> 01:51:19.439]  I want to go directly into action.
[01:51:19.680 --> 01:51:20.960]  I want to go 24 hours a day.
[01:51:21.119 --> 01:51:22.800]  I want reporters all over the country.
[01:51:23.119 --> 01:51:26.800]  I want to be 50 times stronger against the enemy.
[01:51:27.119 --> 01:51:28.720]  I want 50 times Yoni.
[01:51:29.199 --> 01:51:30.159]  I want victory.
[01:51:30.479 --> 01:51:33.039]  You think what we've done to the enemy's been effective so far?
[01:51:33.199 --> 01:51:34.239]  It's nothing.
[01:51:34.880 --> 01:51:37.439]  I have not yet begun to fight.
[01:51:38.079 --> 01:51:40.159]  So, support yourself.
[01:51:40.399 --> 01:51:41.520]  Support us to it.
[01:51:41.760 --> 01:51:45.119]  Or be conscious that you didn't fight when the time was right.
[01:51:45.279 --> 01:51:46.079]  You hesitated.
[01:51:46.159 --> 01:51:48.000]  You took this as another entertainment menu.
[01:51:48.159 --> 01:51:49.199]  Just some other show.
[01:51:49.439 --> 01:51:50.399]  Just more talk.
[01:51:50.640 --> 01:51:51.520]  This ain't talk.
[01:51:51.840 --> 01:51:54.000]  This is the targeting coordinates to take down the enemy.
[01:51:54.159 --> 01:51:55.680]  This is the Death Star plans.
[01:51:56.319 --> 01:51:58.319]  This is Sting the Goblin Slayer.
[01:51:58.560 --> 01:52:00.239]  They hate this blade.
[01:52:00.479 --> 01:52:08.399]  This operation is a sword that is plunged politically, culturally, spiritually into the hearts of our enemies over and over and over again.
[01:52:08.640 --> 01:52:09.439]  They hate it.
[01:52:09.600 --> 01:52:11.439]  It's a standard of their defeat.
[01:52:11.600 --> 01:52:13.520]  It's a symbol of their weakness.
[01:52:13.840 --> 01:52:15.039]  That's what we're doing here.
[01:52:15.279 --> 01:52:16.960]  This is serious business.
[01:52:17.279 --> 01:52:20.640]  I'm coming to you, asking you to continue to commission us in this fight.
[01:52:20.720 --> 01:52:25.359]  We've already delivered you more victories against the enemy than any other media operation in the world.
[01:52:25.680 --> 01:52:32.640]  And I'm asking you again for all of our collective futures to come to our aid now more and take your fight to the 110% label.
[01:52:32.960 --> 01:52:33.520]  Tell the truth.
[01:52:33.680 --> 01:52:34.239]  Be accurate.
[01:52:34.319 --> 01:52:35.119]  Stand against evil.
[01:52:35.199 --> 01:52:35.920]  Have courage.
[01:52:36.239 --> 01:52:37.680]  Until it's not even having courage.
[01:52:37.760 --> 01:52:38.440]  what you are.
[01:52:38.440 --> 01:52:40.440]  you are.
[01:52:40.440 --> 01:52:51.279]  you you The UN, the Democrats, the State Department, under Obama and then under Biden, launched a giant invasion of this country.
[01:52:51.600 --> 01:52:55.359]  The invasion was five times bigger than it was under Obama.
[01:52:55.680 --> 01:53:00.319]  Biden said, when I win the election, which he stole, I want you to immediately surge the border.
[01:53:01.279 --> 01:53:05.359]  And they disappeared the identities of millions of people, including children.
[01:53:05.680 --> 01:53:10.319]  They let the drug traffickers, the human traffickers literally bring them there with a phone number written on a piece of paper.
[01:53:10.560 --> 01:53:16.720]  And Homeland Security was ordered to turn it over to the National Institutes of Health, as Kennedy has said.
[01:53:17.359 --> 01:53:19.119]  They were then disappearing the children.
[01:53:20.079 --> 01:53:26.880]  And the doubling and tripling of crime and the tens of thousands of murders and rapes and hundreds of thousands of crimes committed by legal aliens.
[01:53:27.920 --> 01:53:29.119]  That's the pain.
[01:53:30.000 --> 01:53:32.399]  So Joe Rogan's a nice guy, smart guy.
[01:53:33.760 --> 01:53:40.560]  And a clip of him saying, I don't think anybody voted to have people raided at Home Depot.
[01:53:41.039 --> 01:53:42.319]  Yes, yes, we did.
[01:53:42.640 --> 01:53:45.119]  Because you can point at these workers and say, well, they're nice guys.
[01:53:45.279 --> 01:53:46.159]  And a lot of them are.
[01:53:46.399 --> 01:53:50.960]  Or these moms or whatever that had their babies paid for and had them here in their anchor babies.
[01:53:51.279 --> 01:53:54.880]  But at the end of the day, it was all done lawlessly, criminally.
[01:53:55.039 --> 01:53:57.600]  So, Joe, humanize Lakin Riley.
[01:53:57.920 --> 01:54:01.199]  Humanize all the other people raped, murdered, and killed.
[01:54:02.479 --> 01:54:12.960]  Humanize what they went through and then understand that, yeah, the media is going to sit there and case by case, sit there and point out people that are nice folks that are being deported.
[01:54:13.199 --> 01:54:15.359]  Well, sorry, you come here with two kids already.
[01:54:15.520 --> 01:54:16.239]  That's one of the cases.
[01:54:16.399 --> 01:54:17.680]  The woman has two more kids.
[01:54:18.000 --> 01:54:18.800]  They become citizens.
[01:54:18.880 --> 01:54:19.520]  It's all paid for.
[01:54:19.600 --> 01:54:20.399]  She's on welfare.
[01:54:20.560 --> 01:54:21.760]  Your ass is deported.
[01:54:23.840 --> 01:54:25.199]  They'll deport you in Mexico.
[01:54:25.279 --> 01:54:26.079]  You try that.
[01:54:26.399 --> 01:54:29.680]  All these drugged up kids they're bringing across.
[01:54:30.000 --> 01:54:37.760]  Trump sues all 15 federal judges in Maryland over their unlawful practice of issuing automatic injunctions to stop deportations of criminal aliens.
[01:54:38.960 --> 01:54:41.199]  So Rogan's being taken out of context.
[01:54:41.520 --> 01:54:47.119]  And I understand I'm hearing the stories of people too that have people that they like who are illegal that are nice folks that are being deported.
[01:54:47.279 --> 01:54:48.000]  Sorry.
[01:54:48.960 --> 01:54:50.720]  This is all part of a globalist invasion.
[01:54:50.880 --> 01:55:03.760]  Tough love compared to the murder, rape, death, sex slavery, permanent election fraud, permanent underclass, new congressional apportionment with the illegals, immediate new seats for the Democrats.
[01:55:04.079 --> 01:55:05.520]  This is a crisis.
[01:55:06.159 --> 01:55:07.920]  This is an absolute crisis.
[01:55:08.079 --> 01:55:11.119]  The alarming rise of U.S. officers hiding behind masks.
[01:55:11.840 --> 01:55:13.520]  The Democrats are saying they're going to come after him.
[01:55:13.600 --> 01:55:14.319]  They're going to kill him.
[01:55:14.640 --> 01:55:15.680]  It's not a police state.
[01:55:15.840 --> 01:55:18.319]  It's the Democrats created the lawless chaos state.
[01:55:18.560 --> 01:55:24.159]  These guys are working 18 hours a day being attacked, having cinder blocks thrown at them and firebombs.
[01:55:24.880 --> 01:55:26.720]  And congress people saying, we're coming after you at your house.
[01:55:26.800 --> 01:55:27.840]  We're going to get your names.
[01:55:29.439 --> 01:55:30.479]  Syracuse mother.
[01:55:30.560 --> 01:55:31.760]  That's like Maryland, man.
[01:55:32.399 --> 01:55:34.399]  Four children detained by ICE.
[01:55:34.720 --> 01:55:35.760]  She's illegal.
[01:55:36.079 --> 01:55:37.520]  Two of the kids born here, two not.
[01:55:37.600 --> 01:55:38.479]  Deport them.
[01:55:40.079 --> 01:55:42.880]  You got some U.S. citizen here that his family?
[01:55:43.039 --> 01:55:43.520]  Leave him here.
[01:55:43.760 --> 01:55:47.920]  Meet the D.C. bigwigs literally profiting off Trump's deportations.
[01:55:48.079 --> 01:55:48.319]  Yes.
[01:55:48.479 --> 01:55:49.680]  No one can get contracts for that.
[01:55:49.920 --> 01:55:52.079]  The self-deportation they're so upset about.
[01:55:53.760 --> 01:56:00.319]  The tourist who claimed he was banned entering the U.S. because of a J.D. Vance meme on his phone is actually denied for a different reason.
[01:56:00.560 --> 01:56:01.920]  It's all lies.
[01:56:02.800 --> 01:56:04.239]  It's all BS.
[01:56:05.840 --> 01:56:11.039]  Meanwhile, German police attained polls guarding border against illegal migration amid rising migrant handovers.
[01:56:11.199 --> 01:56:15.199]  The police are raiding anybody that even criticizes open borders in Europe.
[01:56:16.479 --> 01:56:18.560]  That's what this is all about.
[01:56:19.520 --> 01:56:20.800]  And Joe can have his opinion.
[01:56:20.960 --> 01:56:21.680]  I respect his opinion.
[01:56:21.760 --> 01:56:23.039]  It was taken out of context.
[01:56:23.520 --> 01:56:27.840]  I'm simply saying, balance it with all the tens of thousands of murders and deaths.
[01:56:28.079 --> 01:56:29.600]  Balance it with all the drunk driving deaths.
[01:56:29.760 --> 01:56:33.359]  Balance it with the Cloud and Pivot who are going bankrupt because the illegals, most of them on welfare.
[01:56:33.680 --> 01:56:36.159]  Balance it with the sanctuary cities that are totally lawless.
[01:56:36.479 --> 01:56:44.880]  Balance it with the giant human trafficking 300 plus thousand kids disappeared under Biden, many of them in sex slavery and physical slavery, slave labor.
[01:56:45.199 --> 01:56:50.079]  Balance it with the riots of the illegal aliens and them waving their foreign flags.
[01:56:50.399 --> 01:56:59.920]  Balance it with it being a UN replacement migrant, UN replacement migration plan to bankrupt Europe and bankrupt the U.S. Understand it's a globalist attack.
[01:57:00.159 --> 01:57:02.239]  The U.N. said in documents came out in 2007.
[01:57:02.399 --> 01:57:10.399]  We'll use viruses to take control, economic collapse to take control, and collapsing third world that they've collapsed with the COVID restrictions to flood the West and collapse us.
[01:57:10.640 --> 01:57:14.880]  This is an attack, and wars aren't sweet.
[01:57:15.199 --> 01:57:18.479]  So sorry to all the nice folks that came in here illegal.
[01:57:18.800 --> 01:57:20.319]  Your ass has got to be deported.
[01:57:20.399 --> 01:57:22.159]  It was a promise and it's being kept.
[01:57:22.479 --> 01:57:26.560]  So it's not just Joe Rogan, who I love and is a great guy and has a big heart.
[01:57:26.800 --> 01:57:37.039]  It's so many other kind of populist converts to Trump that are saying, hey, if we knew they were going to deport people, illegal aliens from Home Depot, we wouldn't have voted for Trump.
[01:57:37.359 --> 01:57:44.319]  So then you would have voted for Kamala Harris that would have kept the border completely wide open with giant human trafficking, including sex slavery of little children.
[01:57:44.880 --> 01:57:45.119]  No.
[01:57:45.760 --> 01:57:47.199]  You see, that's the choice you've got.
[01:57:47.279 --> 01:57:56.000]  The total lawlessness, the crime waves, the illegals getting signed up for welfare, being signed up in blue cities to vote, changing the congressional apportionment, more blue seats for the Democrats.
[01:57:56.239 --> 01:58:02.640]  It's their admitted plan to stay in power and continue their globalist operation.
[01:58:02.960 --> 01:58:06.479]  What about Lake and Riley and the tens of thousands murdered by illegal aliens?
[01:58:06.800 --> 01:58:08.319]  The people raped and robbed.
[01:58:08.640 --> 01:58:10.960]  So you got to think about them and humanize them.
[01:58:11.840 --> 01:58:16.720]  And they even took that MS-13 leader, it turns out is a huge human trafficker and said, oh, he's Maryland man.
[01:58:16.880 --> 01:58:19.600]  No, he's the illegal alien from El Salvador.
[01:58:20.000 --> 01:58:22.479]  Part of the most violent gangs in the world confirmed.
[01:58:22.640 --> 01:58:23.760]  They want to move on to the next thing.
[01:58:23.920 --> 01:58:26.239]  They even take people like that and use them as poster children.
[01:58:28.960 --> 01:58:31.840]  So you have to hold two ideas in your head at the same time.
[01:58:33.119 --> 01:58:39.920]  And you have to understand that they are prioritizing people that have a big criminal rap sheet that are illegals, but everybody here is an illegal that's illegal.
[01:58:40.239 --> 01:58:46.079]  And Trump's created a plan where you can sign up and prove you're not a criminal and come back legally quicker on work visas.
[01:58:46.159 --> 01:58:51.439]  People go, oh, look, he's bringing in record numbers to his hotels and golf courses of people on work visas.
[01:58:51.680 --> 01:58:51.920]  Yeah.
[01:58:52.319 --> 01:58:54.319]  And then the super right wing goes, oh, he's a traitor.
[01:58:54.640 --> 01:58:55.760]  Elon Musk call him for that.
[01:58:55.920 --> 01:58:58.880]  No, they always said make it easier for people to come on work visas.
[01:58:58.960 --> 01:58:59.600]  We know who they are.
[01:58:59.760 --> 01:59:00.960]  We can track them, all of it.
[01:59:01.119 --> 01:59:03.520]  And we can get citizens that want the jobs back in there.
[01:59:04.079 --> 01:59:08.159]  I think we need a total moratorium on the border and integration because we can't absorb all this.
[01:59:08.479 --> 01:59:09.920]  But Trump never said that.
[01:59:10.079 --> 01:59:11.600]  That wasn't his plan.
[01:59:12.880 --> 01:59:17.920]  And so, sorry, you've been here a decade and are a nice person and work hard.
[01:59:18.159 --> 01:59:18.560]  Okay, great.
[01:59:18.640 --> 01:59:18.960]  I know that.
[01:59:19.119 --> 01:59:19.840]  There are a lot of illegals.
[01:59:19.920 --> 01:59:20.479]  They're nice people.
[01:59:20.800 --> 01:59:23.039]  The whole thing's a globalist plan.
[01:59:23.359 --> 01:59:27.119]  So you're collateral damaging that because the alternative is far too worse.
[01:59:27.279 --> 01:59:28.079]  Look at all the dead.
[01:59:28.159 --> 01:59:28.880]  Look at all the rape.
[01:59:28.960 --> 01:59:29.760]  Look at the sex slavery.
[01:59:29.920 --> 01:59:30.800]  Look at the Cloud and Pivot.
[01:59:30.960 --> 01:59:31.760]  Look at the election fraud.
[01:59:31.840 --> 01:59:32.640]  The end of the country.
[01:59:32.960 --> 01:59:34.159]  It has to be done.
[01:59:34.479 --> 01:59:37.119]  Do what must be done, Lord Vader.
[01:59:37.439 --> 01:59:39.039]  Show no mercy.
[01:59:40.960 --> 01:59:43.119]  The Democrats brought us into this lawlessness.
[01:59:43.439 --> 01:59:50.960]  Errol Musk, father of Elon Musk, very interesting person, will be joining us in the fourth hour today.
[01:59:51.119 --> 01:59:52.960]  But now for the next 52 minutes.
[01:59:54.720 --> 01:59:55.600]  Laura Loomer.
[01:59:56.720 --> 01:59:58.399]  On X, Laura Loomer.
[01:59:59.359 --> 02:00:00.720]  Confidant of the president.
[02:00:01.279 --> 02:00:03.039]  One of the most censored people in America.
[02:00:03.279 --> 02:00:06.720]  Censored right there in the first big batch seven years ago with myself.
[02:00:06.960 --> 02:00:07.920]  We went to Congress.
[02:00:08.079 --> 02:00:09.039]  We exposed it all.
[02:00:09.199 --> 02:00:12.000]  We've been in the trenches together, been a friend of mine.
[02:00:12.319 --> 02:00:13.760]  And I said some mean things.
[02:00:13.920 --> 02:00:17.600]  I get a little emotional sometimes because I don't want nuclear war.
[02:00:17.920 --> 02:00:19.840]  And I could see the bad possibilities that were there.
[02:00:19.920 --> 02:00:25.600]  And I knew they'd lie and make a big deal about the uranium not being gotten or whatever, whatever the truth is.
[02:00:25.760 --> 02:00:27.279]  And I just saw the pitfalls.
[02:00:27.520 --> 02:00:28.800]  I hope this all works out well.
[02:00:29.039 --> 02:00:35.039]  But I wanted to get her on just to talk about all the big issues, not just controversies, not just her Harlson fighting.
[02:00:35.359 --> 02:00:36.960]  That's not really my bailiwick.
[02:00:38.319 --> 02:00:40.319]  And just actually hear from her.
[02:00:40.640 --> 02:00:42.239]  So Laura Loomer, thank you for coming on.
[02:00:42.319 --> 02:00:43.279]  It's good to see you.
[02:00:43.840 --> 02:00:45.199]  Yes, good to be on.
[02:00:45.520 --> 02:00:46.800]  And thanks for having me on.
[02:00:46.960 --> 02:00:49.600]  And look, I don't have anything against you as a person.
[02:00:49.760 --> 02:00:59.520]  We've known each other for a very long time and we've, you know, been in the trenches together, as you said, for many years now, fighting for many of the same issues and causes.
[02:00:59.760 --> 02:01:07.600]  And I don't think that there's any one person in this movement, the America First Movement, that's going to agree 100% on every single issue.
[02:01:08.159 --> 02:01:10.319]  But I appreciate you inviting me on.
[02:01:10.960 --> 02:01:13.920]  You know, I forgot to tell the crew to pull it up, but we've had some greatest hits together.
[02:01:14.159 --> 02:01:19.439]  Remember you and I in the hearing where they're talking about us and censoring us, but won't let us talk.
[02:01:19.520 --> 02:01:25.760]  And then the guy, the guy like Porky Pig, the Democrat congressman, starts doing an auctioneer voice to talk over.
[02:01:25.840 --> 02:01:26.640]  You remember that?
[02:01:26.960 --> 02:01:28.079]  Yeah, Billy Long.
[02:01:28.239 --> 02:01:38.399]  And then that iconic photo when we, I have it actually in my studio here framed when we chased Jack Dorsey out of the congressional hearing.
[02:01:38.640 --> 02:01:41.600]  And then it's like my pink selfie stick and your cell phone.
[02:01:41.760 --> 02:01:43.520]  And it's a great photo.
[02:01:43.840 --> 02:01:44.800]  Well, yeah, absolutely.
[02:01:44.880 --> 02:01:46.720]  Well, there it is right there.
[02:01:47.039 --> 02:01:50.479]  And you know, you were involved in Project Veritas and some of its greatest triumphs.
[02:01:50.800 --> 02:01:51.680]  You've been around a long time.
[02:01:51.920 --> 02:02:00.640]  People that don't know your backstory, spend a few minutes on where you're from, what formed your ideas, how long you've been in MAGA, because you've been in there since the very first.
[02:02:01.279 --> 02:02:03.439]  Yeah, I've been a daylon Trump supporter.
[02:02:03.600 --> 02:02:24.880]  And so I was the president of College Republicans when I was in college in Florida and ended up getting kicked out of college a month before graduation while working with James O'Keefe, exposing wokeness on college campuses and really this woke, crazy DEI culture at our universities and colleges before it exploded into a mainstream phenomenon.
[02:02:25.199 --> 02:02:41.680]  And then I moved to New York for several years where I was working undercover in the Hillary Clinton campaign for James O'Keefe and Project Veritas as an embed across the country and various states, exposing voter fraud and corruption and Islamic immigration and things like that.
[02:02:41.920 --> 02:02:48.560]  I also served as the communications director for Project Veritas for a period of time when I wasn't doing my undercover work.
[02:02:48.880 --> 02:02:55.279]  And then eventually I left on good terms and I started my own media company because I wanted to make my Loomard videos.
[02:02:55.520 --> 02:03:01.760]  And this is when I started doing a lot more contributorship work for InfoWars.
[02:03:01.840 --> 02:03:05.359]  And I would show up to Hillary Clinton's book signing events and confront her.
[02:03:05.680 --> 02:03:10.960]  And I kind of made a name for myself showing up to events where politicians were speaking.
[02:03:11.119 --> 02:03:18.960]  Back in the day, they've kind of closed themselves off now, but it used to be very easy to get in front of these politicians because nobody would ever confront them.
[02:03:19.279 --> 02:03:26.079]  I think you and I, Alex, were some of the first people on the right to really put cameras in the faces of politicians in public.
[02:03:26.239 --> 02:03:33.279]  And people called us crazy and they said that it was a tactic of the left and that conservatives should have more decorum and behave more respectfully.
[02:03:33.680 --> 02:03:41.439]  But what they were really scared of was people emulating what you and I were doing because they didn't want conservatives or populists to ever get motivated.
[02:03:41.520 --> 02:03:53.359]  And I've also noticed lately an unfair attack against you is people are taking screenshots of you when you'd infiltrated Hillary or later when you would confront her and are acting like you were a Hillary fan as a way to attack you.
[02:03:53.439 --> 02:03:55.199]  So I think those attacks are very unfair.
[02:03:55.439 --> 02:03:56.880]  I did see that going on.
[02:03:57.199 --> 02:03:59.199]  Yeah, there's always context for everything.
