[00:00:00.110 --> 00:00:06.719]  It's Friday.
[01:57:29.739 --> 01:57:32.840]  I gave you the javelins to take out all those tanks.
[01:57:33.380 --> 01:57:34.859]  Obama gave you sheets.
[01:57:35.420 --> 01:57:39.960]  In fact, the statement is, Obama gave sheets and Trump gave javelins.
[01:57:40.979 --> 01:57:42.479]  You gotta be more thankful.
[01:57:43.159 --> 01:57:45.359]  Because let me tell you, you don't have the cards.
[01:57:45.600 --> 01:57:47.140]  With us, you have the cards.
[01:57:47.640 --> 01:57:49.539]  But without us, you don't have any cards.
[01:57:52.279 --> 01:57:54.720]  It's going to be a tough deal to make.
[01:57:55.239 --> 01:57:57.279]  Because the attitudes have to change.
[01:57:58.079 --> 01:58:00.159]  What if Russia breaks the ceasefire?
[01:58:00.359 --> 01:58:02.739]  What if Russia breaks these talks?
[01:58:03.020 --> 01:58:03.800]  What do you do then?
[01:58:04.199 --> 01:58:07.380]  I understand that it's a heated conversation right now.
[01:58:07.380 --> 01:58:07.939]  What are you saying?
[01:58:08.500 --> 01:58:11.319]  She's asking what if Russia breaks the ceasefire?
[01:58:11.699 --> 01:58:12.939]  What if anything?
[01:58:13.420 --> 01:58:15.979]  What if a bomb drops on your head right now?
[01:58:16.399 --> 01:58:16.800]  Okay?
[01:58:17.039 --> 01:58:18.140]  What if they broke it?
[01:58:18.479 --> 01:58:19.140]  I don't know.
[01:58:19.239 --> 01:58:22.119]  They broke it with Biden because Biden, they didn't respect him.
[01:58:22.199 --> 01:58:23.460]  They didn't respect Obama.
[01:58:23.800 --> 01:58:25.140]  They respect me.
[01:58:26.100 --> 01:58:28.579]  Let me tell you, Putin went through a hell of a lot with me.
[01:58:28.699 --> 01:58:32.279]  He went through a phony witch hunt where they used him and Russia.
[01:58:33.079 --> 01:58:34.180]  Russia, Russia, Russia.
[01:58:34.340 --> 01:58:35.300]  You ever hear of that deal?
[01:58:35.420 --> 01:58:39.880]  That was a phony Hunter Biden, Joe Biden scam.
[01:58:40.220 --> 01:58:41.020]  Hillary Clinton.
[01:58:41.640 --> 01:58:42.880]  Shifty Adam Schiff.
[01:58:43.000 --> 01:58:44.539]  It was a Democrat scam.
[01:58:45.279 --> 01:58:46.739]  And he had to go through that.
[01:58:46.880 --> 01:58:48.199]  And he did go through it.
[01:58:48.279 --> 01:58:49.439]  We didn't end up in a war.
[01:58:50.079 --> 01:58:51.140]  And he went through it.
[01:58:51.180 --> 01:58:52.479]  He was accused of all that stuff.
[01:58:52.659 --> 01:58:53.920]  He had nothing to do with it.
[01:58:54.060 --> 01:58:56.439]  It came out of Hunter Biden's bathroom.
[01:58:56.920 --> 01:58:59.319]  It came out of Hunter Biden's bedroom.
[01:59:00.000 --> 01:59:01.239]  It was disgusting.
[01:59:01.779 --> 01:59:07.039]  And then they said, oh, oh, the laptop from hell was made by Russia.
[01:59:07.840 --> 01:59:09.279]  The 51 agents.
[01:59:09.500 --> 01:59:11.140]  The whole thing was a scam.
[01:59:11.300 --> 01:59:12.460]  And he had to put up with that.
[01:59:12.560 --> 01:59:14.239]  He was being accused of all that stuff.
[01:59:15.140 --> 01:59:16.720]  All I can say is this.
[01:59:17.020 --> 01:59:22.539]  He might have broken deals with Obama and Bush, and he might have broken them with Biden.
[01:59:22.539 --> 01:59:23.359]  He did, maybe.
[01:59:23.520 --> 01:59:24.020]  Maybe he didn't.
[01:59:24.039 --> 01:59:25.020]  I don't know what happened.
[01:59:25.239 --> 01:59:26.640]  But he didn't break them with me.
[01:59:26.899 --> 01:59:28.140]  He wants to make a deal.
[01:59:28.239 --> 01:59:29.579]  I don't know if you can make a deal.
[01:59:29.979 --> 01:59:33.819]  The problem is, I've empowered you to be a tough guy.
[01:59:34.840 --> 01:59:35.239]  And...
[01:59:35.260 --> 01:59:37.880]  I don't think you'd be a tough guy without the United States.
[01:59:38.060 --> 01:59:39.380]  And your people are very brave.
[01:59:39.760 --> 01:59:42.479]  But you're either going to make a deal or we're out.
[01:59:42.619 --> 01:59:44.920]  And if we're out, you'll fight it out.
[01:59:45.399 --> 01:59:46.979]  I don't think it's going to be pretty.
[01:59:47.239 --> 01:59:48.520]  But you'll fight it out.
[01:59:49.140 --> 01:59:50.560]  But you don't have the cards.
[01:59:50.819 --> 01:59:54.180]  But once we sign that deal, you're in a much better position.
[01:59:54.479 --> 01:59:56.439]  But you're not acting at all thankful.
[01:59:56.720 --> 01:59:58.060]  And that's not a nice thing.
[01:59:58.180 --> 01:59:58.720]  I'll be honest.
[01:59:58.840 --> 01:59:59.800]  That's not a nice thing.
[02:00:00.380 --> 02:00:00.880]  All right.
[02:00:01.079 --> 02:00:02.520]  I think we've seen enough.
[02:00:02.800 --> 02:00:03.340]  What do you think?
[02:00:04.300 --> 02:00:07.720]  This is going to be great television, I will say that.
[02:00:07.960 --> 02:00:09.659]  All right.
[02:00:10.000 --> 02:00:12.479]  We'll see what we can do about putting it together.
[02:00:14.300 --> 02:00:22.809]  And then they kicked Zelensky out of the White House on record and told him, don't come back till you're ready to be living in the real world.
[02:00:22.819 --> 02:00:32.350]  The arrogant Zelensky is definitely on cocaine. - Thank you.
[02:00:32.359 --> 02:00:33.819]  It wasn't a shouting match.
[02:00:33.960 --> 02:00:35.220]  He got put over Trump's knee.
[02:00:36.800 --> 02:00:38.060]  Here's some of the headlines.
[02:00:38.359 --> 02:00:43.479]  Trump tears into Zelensky in brutal White House screaming match as he lays hands on leader.
[02:00:44.920 --> 02:00:46.920]  Look at that clown in his Nazi outfit.
[02:00:47.779 --> 02:00:49.279]  Ukraine peace talks collapses.
[02:00:49.420 --> 02:00:50.960]  Donald Trump issues bombshell statement.
[02:00:54.640 --> 02:00:58.699]  Polish MP claims life threatened over criticism of Ukrainian Nazi collaborator.
[02:00:59.920 --> 02:01:03.699]  EU's leaders blast Trump over Russian talking points.
[02:01:03.939 --> 02:01:04.819]  No, this is true.
[02:01:05.680 --> 02:01:08.140]  Trump wanted to cancel Zelensky meeting, French media.
[02:01:08.760 --> 02:01:10.000]  I don't believe any of that.
[02:01:10.619 --> 02:01:13.819]  So, here's the bottom line.
[02:01:15.859 --> 02:01:20.960]  Trump has said the whole NATO order built around the Cold War is over.
[02:01:21.180 --> 02:01:22.300]  We're not paying for it.
[02:01:22.909 --> 02:01:24.170]  Europe has nuclear weapons.
[02:01:24.310 --> 02:01:26.890]  The Russians aren't going to invade if they don't attack Russia and move up to their borders.
[02:01:26.989 --> 02:01:27.350]  They've been doing.
[02:01:28.130 --> 02:01:29.909]  They're going to get a deal on all that.
[02:01:30.029 --> 02:01:34.609]  The deal they had in 91 that got broken by NATO. You've seen NATO grow, take over 15 countries.
[02:01:35.449 --> 02:01:38.069]  Stage coups in the last couple months in Romania.
[02:01:38.069 --> 02:01:40.449]  Say they're going to cancel the German election if they don't like it.
[02:01:40.510 --> 02:01:41.029]  They're trying to.
[02:01:42.250 --> 02:01:47.630]  They're banning everybody's free speech, pouring in all the illegal aliens, pushing transgender pedophile crap everywhere.
[02:01:48.810 --> 02:01:50.630]  And Trump has said...
[02:01:52.590 --> 02:01:59.090]  Last week, he's going to pull most of the troops out of Europe if a deal isn't made.
[02:01:59.229 --> 02:02:03.189]  And if NATO tries to go it alone, we're not paying for it.
[02:02:03.270 --> 02:02:05.289]  And we pay, it turns out, not 50%.
[02:02:05.289 --> 02:02:07.409]  The numbers came out last week.
[02:02:07.550 --> 02:02:10.250]  Over 70% of NATO is paid by you and me.
[02:02:11.109 --> 02:02:13.529]  And they're involved in human trafficking, drug dealing.
[02:02:13.670 --> 02:02:15.050]  I mean, they're as nasty as it gets.
[02:02:16.069 --> 02:02:18.649]  Just type in NATO caught human trafficking.
[02:02:18.729 --> 02:02:19.409]  NATO caught...
[02:02:19.920 --> 02:02:20.640]  Kidnapping children.
[02:02:20.939 --> 02:02:24.220]  They kept it out of the media for 10 years, but there's thousands of articles before that.
[02:02:24.619 --> 02:02:25.939]  And all the big contractors.
[02:02:26.159 --> 02:02:26.600]  It's evil.
[02:02:28.460 --> 02:02:31.760]  And NATO's gotten together and admitted they don't have the money.
[02:02:33.119 --> 02:02:34.600]  They got a bunch of big talk.
[02:02:35.420 --> 02:02:38.619]  And Starmer was smart enough yesterday to say, okay, yeah, yeah, let's get a deal.
[02:02:39.600 --> 02:02:40.319]  They show up.
[02:02:40.399 --> 02:02:44.739]  They're flying the UK Union Jack upside down.
[02:02:45.840 --> 02:02:46.659]  Message to them.
[02:02:49.569 --> 02:02:51.689]  Over at the house, he's standing across the street.
[02:02:52.029 --> 02:02:57.890]  He tells Starmer, you can't fight the Russians without us, and you're not dragging us into this anymore.
[02:03:00.369 --> 02:03:01.770]  That's what he told Zelensky.
[02:03:04.510 --> 02:03:08.770]  Trump is ignoring all the neocons, the globalists, and he's destroying them publicly.
[02:03:09.609 --> 02:03:15.029]  And NATO forced feeds Kosovo sex trade, London Guardian.
[02:03:16.250 --> 02:03:18.789]  Those are 2004. I mean, literally thousands of them.
[02:03:20.140 --> 02:03:24.479]  Underage girls tortured, raped, abused, and then criminalized.
[02:03:25.260 --> 02:03:26.800]  Amos International said yesterday.
[02:03:29.399 --> 02:03:33.159]  All run by the UN. All run by NATO. It's a giant devil cult.
[02:03:33.359 --> 02:03:34.300]  They're the bad guys.
[02:03:34.539 --> 02:03:36.100]  And we've been part of it for a long time.
[02:03:36.199 --> 02:03:39.699]  And Trump is trying to perform a national and worldwide exorcism.
[02:03:41.960 --> 02:03:44.100]  Trump says he can come back when he's ready for peace.
[02:03:44.520 --> 02:03:47.779]  So, you heard it here first, but it's already been said, but nobody picks it up.
[02:03:48.170 --> 02:03:53.069]  The United States is already pulling out of NATO, cutting the funding to Ukraine, over 80% of the funding from us.
[02:03:54.010 --> 02:03:56.770]  He's going to massively end the funding if this war doesn't stop.
[02:03:56.930 --> 02:03:58.569]  And then they can't beat the Russians.
[02:04:02.569 --> 02:04:06.810]  And even with the U.S. support, the Russians are producing three times the weapons we are.
[02:04:08.789 --> 02:04:10.670]  And their economy is doing better than ours.
[02:04:10.829 --> 02:04:12.010]  And Europe is collapsing.
[02:04:12.960 --> 02:04:17.500]  The United States, though, is in the best position overall economically in the whole world.
[02:04:17.579 --> 02:04:19.920]  The world's on the verge of a total collapse the global has designed.
[02:04:20.300 --> 02:04:21.720]  Trump's trying to pull the whole thing back.
[02:04:23.600 --> 02:04:24.420]  Europe's new reality.
[02:04:24.560 --> 02:04:28.180]  Trump may not quit NATO, but he's already undercutting it.
[02:04:30.680 --> 02:04:32.600]  No, he's cutting the funding.
[02:04:33.500 --> 02:04:38.659]  Because that stuff, the hundreds of billions, $350 billion goes in and then goes out to the politicians and the system.
[02:04:40.180 --> 02:04:46.590]  And Zelensky is dumb enough So he's got all these yes-men around him, and the EU's still prodding him.
[02:04:46.609 --> 02:04:50.409]  Oh, just hold on a little longer, is what Starmer told him, so they can stage a false flag.
[02:04:51.689 --> 02:04:57.029]  So now we're in the maximum danger from the globalists because we're running the tables on them.
[02:04:58.170 --> 02:05:03.409]  We have a huge, with new, massive, breaking information.
[02:05:03.609 --> 02:05:12.630]  Garrett O'Boyle came out four days ago, said, I have high-level sources inside the FBI in New York, but they've got all the evidence and they're covering it up.
[02:05:13.289 --> 02:05:25.630]  Then he tells you, Wednesday, we've got it to Pam Bondi that they're not giving him the information.
[02:05:26.289 --> 02:05:28.010]  And we've got people that actually have it.
[02:05:28.109 --> 02:05:31.310]  Not just, oh, they're destroying stuff, now they know.
[02:05:31.369 --> 02:05:33.550]  No, they're actually good guys that kept some of it, a lot of it.
[02:05:33.609 --> 02:05:36.689]  Thousands of pages, audio, video, recordings, the raping.
[02:05:37.470 --> 02:05:40.670]  You got Comey's daughter running all the big...
[02:05:40.619 --> 02:05:42.939]  Pedo cases that involve intelligence agencies.
[02:05:43.300 --> 02:05:44.260]  Not just Epstein.
[02:05:44.359 --> 02:05:45.159]  Not just Julian Maxwell.
[02:05:45.300 --> 02:05:46.859]  Not just P. Diddy.
[02:05:47.899 --> 02:05:52.020]  You've got the head of the FBI in New York saying, we're the resistance quote.
[02:05:52.180 --> 02:05:53.300]  We're dug in.
[02:05:53.380 --> 02:05:54.939]  We're not going to follow Trump's orders.
[02:05:55.180 --> 02:05:57.180]  Totally in the New York Times arrogantly.
[02:05:57.359 --> 02:05:59.659]  You're not the same ballgame, chump.
[02:06:01.680 --> 02:06:05.479]  Last night, they're saying it looks like 50 FBI agents.
[02:06:06.080 --> 02:06:08.600]  Raid the FBI. That's the news.
[02:06:08.720 --> 02:06:09.399]  That's the real headline.
[02:06:09.520 --> 02:06:10.159]  Put it out right now.
[02:06:12.460 --> 02:06:30.859]  Trump's AG raids the FBI. The FBI raids the FBI. They're still there unloading giant stuff out, taking it back under her order to D.C. Kash Patel said to the reporters, they said, listen, they gave us this.
[02:06:31.020 --> 02:06:32.640]  We know almost none of us knew.
[02:06:34.820 --> 02:06:35.760]  They're in a lot of trouble.
[02:06:35.960 --> 02:06:39.359]  We know they've got the stuff because he talked to people that told us what they'd given him.
[02:06:39.500 --> 02:06:40.380]  It's all being confirmed.
[02:06:41.319 --> 02:06:46.600]  And then the fake right-wingers that are on the globalist payroll, because we see the same talking points at the same time.
[02:06:46.840 --> 02:06:48.500]  They're so dumb, they publish at the same second.
[02:06:48.939 --> 02:06:50.319]  Oh, look, it's a sellout.
[02:06:50.439 --> 02:06:51.100]  They're covering it up.
[02:06:51.220 --> 02:06:52.460]  They've got Trump destroyed it.
[02:06:52.560 --> 02:06:53.279]  Blah, blah, blah, blah, blah, blah, blah.
[02:06:54.000 --> 02:06:57.199]  No, the globalists have been hiding it and destroying it, but it turns out the good guys kept a bunch of it.
[02:06:57.819 --> 02:07:00.220]  Just like we proved the laptop was real and all that.
[02:07:00.640 --> 02:07:03.220]  So we're kicking their ass because we're smarter than them.
[02:07:03.520 --> 02:07:04.580]  We're better than them.
[02:07:04.580 --> 02:07:05.220]  We're good.
[02:07:05.260 --> 02:07:06.770]  And there's more of us than them.
[02:07:06.779 --> 02:07:08.100]  And now good people are activated everywhere.
[02:07:08.319 --> 02:07:10.140]  And courage is contagious.
[02:07:11.260 --> 02:07:20.159]  So this Russia development and the NATO development and the whole global order falling apart in front of your eyes, accelerating its collapse, is the biggest thing ever.
[02:07:22.079 --> 02:07:26.039]  But this whole FBI raid on the FBI is all part of that.
[02:07:26.180 --> 02:07:28.100]  It's not like this is bigger and that's smaller.
[02:07:28.300 --> 02:07:30.100]  It's all part of the same continuum.
[02:07:31.720 --> 02:07:32.880]  Here's Kara Starmer.
[02:07:33.289 --> 02:07:34.510]  Trump giving the same message.
[02:07:34.689 --> 02:07:36.229]  You can't fight the Russians without us.
[02:07:36.369 --> 02:07:37.109]  Stop pretending.
[02:07:37.810 --> 02:07:40.170]  And that's why Zelensky said, well, you're going to get hit.
[02:07:40.930 --> 02:07:44.250]  You will soon know that the Russians are going to attack you.
[02:07:44.310 --> 02:07:47.229]  And everybody's telling Trump, I'm telling him, they're going to false flag among the Russians.
[02:07:47.329 --> 02:07:50.670]  And the Russians are telling, Putin's told Trump, I'm worried they're going to set something off and say, we did it.
[02:07:50.750 --> 02:07:53.750]  Yeah, that's, all his advisors, Flynn, all of you heard Flynn two days ago.
[02:07:54.569 --> 02:07:55.449]  That's the move.
[02:07:55.689 --> 02:08:00.569]  And Trump is, and so I'm telling him, all his advisors are telling him, Putin's telling him.
[02:08:00.840 --> 02:08:05.500]  General Flynn's telling them, all his people, Hegseth's telling them, the only move they got is a false flag, sir.
[02:08:06.199 --> 02:08:07.260]  They admitted that.
[02:08:08.699 --> 02:08:15.720]  And this listener goes, oh, you don't think you're safe, you're the Russians hit you high, you, yeah, price tag, oh, yeah.
[02:08:16.800 --> 02:08:18.619]  Trump goes, you little bastard.
[02:08:23.180 --> 02:08:24.079]  Play to Clinton.
[02:08:24.180 --> 02:08:32.720]  "Between our two countries, that is why this is the greatest alliance for prosperity and security I think the world has ever seen.
[02:08:32.720 --> 02:08:46.960]  Whenever necessary, we absolutely backed each other up and that's at the core of the way." "Could you take on Russia by yourselves?" "Well, alright, one or two more." He just ridiculed him the whole time.
[02:08:46.989 --> 02:08:49.710]  Oh, that's a nice accent you got there.
[02:08:49.850 --> 02:08:51.930]  Boy, that's popular.
[02:08:52.090 --> 02:08:53.130]  That sounds real smooth.
[02:08:53.770 --> 02:08:56.149]  Oh, that's a nice little outfit you got, Zelensky.
[02:08:56.560 --> 02:08:57.760]  You really dressed up nice.
[02:08:57.760 --> 02:08:58.960]  Let me piss you off for me.
[02:08:59.079 --> 02:09:00.779]  Let me poke you a little before we go in here.
[02:09:00.979 --> 02:09:04.060]  Because I'm going to burn your ass down in front of the world, you maggot.
[02:09:05.539 --> 02:09:07.819]  We're about to kick the globalists out of the world.
[02:09:09.939 --> 02:09:11.319]  This is the Infowar.
[02:09:11.600 --> 02:09:14.859]  This is 1776 Part 2. This is Victory.
[02:09:15.039 --> 02:09:15.600]  Stay with us.
[02:09:17.560 --> 02:09:21.060]  Ladies and gentlemen, I have been on air for 31 years in April.
[02:09:21.760 --> 02:09:24.779]  And hands down, no debate.
[02:09:25.239 --> 02:09:34.800]  100% by leagues, by orders of magnitude, today, February 28, 2025, on so many fronts.
[02:09:34.800 --> 02:09:36.300]  That's how history happens.
[02:09:36.500 --> 02:09:41.079]  There are decades when nothing happens, and weeks where decades happen, as V.I. Lennon said.
[02:09:41.319 --> 02:09:43.300]  And he was an evil guy, but he was right about that.
[02:09:44.979 --> 02:09:49.220]  Trump just completely dealt a death blow to the globalist warmonger death cult.
[02:09:50.479 --> 02:09:53.779]  The FBI has raided the FBI in New York.
[02:09:54.340 --> 02:10:01.600]  Because they put out this already released, almost all of it already released information, try to embarrass Kash Patel and Pam Bondi.
[02:10:01.720 --> 02:10:07.060]  They already figured it out, as our guest said two days ago, and now they've committed the crime of obstruction.
[02:10:07.420 --> 02:10:15.880]  We know now Pam Bondi's saying that he has the agents and agents that our guest, Garrett O'Boyle, talked about two days ago, because he's the one that broke it, five, six days ago.
[02:10:16.520 --> 02:10:19.960]  He had new developments then that...
[02:10:19.840 --> 02:10:30.960]  Not only do they know they were destroying a bunch of evidence on a bunch of stuff at the New York main FBI operation, headed by the guy that said, we're dug in, we're the resistance, don't do what Trump said.
[02:10:31.279 --> 02:10:38.420]  You've got Comey's daughter running all the big intelligence agency-connected pedophile cases to cover up and clean up.
[02:10:39.380 --> 02:10:40.920]  She's the one over all the evidence.
[02:10:41.180 --> 02:10:42.340]  He's there protecting it.
[02:10:42.399 --> 02:10:43.220]  Now it's been raided.
[02:10:43.479 --> 02:10:44.800]  And now we learn...
[02:10:45.240 --> 02:10:49.939]  That, no, some of these good agents actually have the information and have told Bondi, no, no, we know there's more.
[02:10:50.039 --> 02:10:50.520]  We have it.
[02:10:50.760 --> 02:10:51.840]  So they have a lot of it.
[02:10:52.079 --> 02:10:56.220]  This is total proof of the fraud and the obstruction and so many crimes.
[02:10:56.779 --> 02:10:57.720]  It makes my head spin.
[02:10:58.979 --> 02:11:02.500]  And then people are spinning this as if Bondi let us down or Kosh Patel.
[02:11:02.619 --> 02:11:03.359]  No, they stepped in.
[02:11:03.420 --> 02:11:04.659]  That's what Kosh told reporters yesterday.
[02:11:05.680 --> 02:11:07.260]  It wasn't off record, but it was in the White House.
[02:11:07.380 --> 02:11:07.920]  He said, no, you understand.
[02:11:08.439 --> 02:11:09.960]  We've just got them on all this.
[02:11:10.979 --> 02:11:13.079]  So our...
[02:11:13.310 --> 02:11:15.510]  Guest had new information two days ago.
[02:11:16.329 --> 02:11:18.149]  He was waiting to come on until he got more information.
[02:11:18.289 --> 02:11:19.489]  He has, obviously, a lot.
[02:11:19.630 --> 02:11:32.109]  Garrett O'Boyle is an incredible American patriot, combat veteran in Afghanistan and Iraq, and an FBI agent who's been on leave for, what, 29 months after he told the truth and was telling Congress what was happening.
[02:11:32.520 --> 02:11:35.819]  And man, this is just a real revolution.
[02:11:35.819 --> 02:11:36.920]  It's all interconnected.
[02:11:37.500 --> 02:11:42.039]  Comey has been the guy covering up the pedophile operations of the intelligence agencies the whole time.
[02:11:42.220 --> 02:11:46.279]  His daughter put in the key position to do that out of the Southern District of New York.
[02:11:46.460 --> 02:11:47.840]  This is so historic.
[02:11:48.699 --> 02:11:53.500]  G-O-Factual is his X handle.
[02:11:53.680 --> 02:12:00.340]  G-O-B-A-C-T-U-A-L. And we appreciate Garrett coming on with us.
[02:12:00.779 --> 02:12:03.239]  There's so much to unpack, so many places to go.
[02:12:03.520 --> 02:12:05.140]  I know he's got new information.
[02:12:06.119 --> 02:12:08.239]  Does he agree with what I said, or does he agree with part of it?
[02:12:08.260 --> 02:12:09.380]  Does he want to augment it?
[02:12:09.859 --> 02:12:12.100]  You can go wherever you want, sir, but just there's a lot to cover.
[02:12:12.199 --> 02:12:14.140]  Give us the data dump, and we really appreciate your time.
[02:12:15.600 --> 02:12:17.100]  Alex, thanks for having me back on again.
[02:12:17.220 --> 02:12:44.020]  I appreciate it, and I actually learned from Kyle Serafin, who I know you know as well, this morning that Jim Dennehy, the ADIC, the Assistant Director in Charge of the New York Field Office, Jim was locked in his office on some type of call all morning.
[02:12:44.159 --> 02:12:46.699]  I heard you mention it earlier.
[02:12:48.220 --> 02:12:51.460]  weeks ago, he put out an email where he said it's time to dig in.
[02:12:51.460 --> 02:13:01.390]  And undoubtedly, he has been dug in since the election at a minimum, and has been working day and night to try to subvert the current administration.
[02:13:01.500 --> 02:13:05.819]  And most recently, with Pam Bondi and Kash Patel being put into their positions.
[02:13:05.819 --> 02:13:23.309]  And so now we see the type of FBI that I'm confident and hopeful that we will have under Kash Patel, where they're sending FBI agents to the FBI to retrieve the documents that should have been turned over already.
[02:13:23.350 --> 02:13:26.159]  So I think you nailed it right on the head, Alex.
[02:13:26.159 --> 02:13:31.109]  They're trying to To embarrass Pam Bondi, Donald Trump, Kash Patel.
[02:13:31.949 --> 02:13:36.970]  And we talked about it last time, too, the internal intelligence war that is going on.
[02:13:37.210 --> 02:13:39.090]  We're seeing it play out right before our eyes.
[02:13:39.449 --> 02:13:41.109]  It really is an incredible time.
[02:13:42.149 --> 02:13:53.229]  And you sent us the actual email the New York Times quoted that's now come out in these cases where he's literally just on January 31st, Trump's in for just, you know, 11 days.
[02:13:53.609 --> 02:13:55.210]  We're in a war against this guy.
[02:13:55.390 --> 02:13:55.770]  Dig in.
[02:13:55.909 --> 02:13:56.350]  Don't leave.
[02:13:56.869 --> 02:14:01.689]  And then literally doesn't give the Epstein material with Comey's daughter protecting it.
[02:14:01.789 --> 02:14:04.890]  With Comey, we now know, running all this in the shadows.
[02:14:04.970 --> 02:14:07.430]  This is an FBI attempted coup against our republic.
[02:14:07.569 --> 02:14:08.289]  This is treason.
[02:14:08.350 --> 02:14:09.270]  I don't use that word lightly.
[02:14:09.369 --> 02:14:11.970]  This is Benedict Arnold 2.0 stuff.
[02:14:13.109 --> 02:14:14.729]  I concur, Alex.
[02:14:15.250 --> 02:14:38.350]  And this is what me and Kyle and Steve Friend and others who have kind of come into this public sphere over the last couple years have been Sir, many of the key compartmentalized command systems are as rotten as you can get.
[02:14:39.390 --> 02:14:39.829]  Absolutely.
[02:14:40.090 --> 02:14:40.289]  Absolutely.
[02:14:40.510 --> 02:14:41.529]  And this is what we're seeing.
[02:14:41.710 --> 02:14:52.010]  And I think people are finally starting to realize the mask is being pulled off, and a lot of these high-ranking officials are finally being laid to bear for what they have always been.
[02:14:52.350 --> 02:14:57.810]  They have risen through the ranks in the FBI. A guy like Jim Denny, he's probably been there around 20 years.
[02:14:58.310 --> 02:14:59.550]  He's in the New York office.
[02:14:59.630 --> 02:15:02.689]  In the FBI, we call the New York office the New York Mafia.
[02:15:02.890 --> 02:15:08.590]  And wherever they go, they kind of connect with each other, and they try to promote off each other's backs and help each other out.
[02:15:08.789 --> 02:15:14.810]  And so it's no big surprise that this type of thing is coming out of New York.
[02:15:14.930 --> 02:15:19.989]  And then when you add in the Southern District of New York, and you mentioned Jim Comey's daughter.
[02:15:21.420 --> 02:15:23.279]  Just coincidentally, Alex, come on.
[02:15:23.399 --> 02:15:25.340]  There's no coincidences here.
[02:15:25.779 --> 02:15:28.180]  She was assigned to that case intentionally.
[02:15:28.760 --> 02:15:35.399]  And then she oversees with the FBI in the same office the disappearance of all the files and videos that they took photos of from his New York compound.
[02:15:35.579 --> 02:15:36.460]  I mean, we have them.
[02:15:37.960 --> 02:15:38.779]  Right, right.
[02:15:40.109 --> 02:15:41.810]  I'm happy to see it coming out.
[02:15:41.930 --> 02:15:43.449]  You know, it's my pinned tweet.
[02:15:43.590 --> 02:15:46.770]  It's a clip of me from when I testified almost two years ago now.
[02:15:46.890 --> 02:15:57.050]  But I got a Bible verse in there, and the first part of it, from Ephesians 5, verse 11, it says, Take no part in the unfruitful works of darkness, but instead expose them.
[02:15:57.470 --> 02:16:05.029]  These people are being exposed, and, you know, I was asked earlier today if I'm feeling any level of vindication.
[02:16:05.529 --> 02:16:07.090]  I didn't need to be vindicated.
[02:16:07.329 --> 02:16:10.810]  I knew this information was true because I trusted the people who told me.
[02:16:11.109 --> 02:16:18.590]  And, you know, like I said last time, too, I forwarded this information on through the proper channels, and now we're seeing them go to work.
[02:16:18.789 --> 02:16:25.710]  They're sending the FBI on the FBI. And I'm looking forward to the future to see what else we learn, what else comes out.
[02:16:25.829 --> 02:16:31.890]  I'm hopeful that the administration will continue to unveil these subversive...
[02:16:32.659 --> 02:16:35.700]  People who are committing this coup, like a Jim Dennehy.
[02:16:35.819 --> 02:16:38.600]  And, you know, he's the one I named because he's named.
[02:16:38.739 --> 02:16:47.760]  I don't know all of the players who are involved, but we can be assured that it's many, that they are willfully trying to subvert what's going on.
[02:16:47.840 --> 02:16:50.360]  The FBI is an entity unto its own self.
[02:16:50.500 --> 02:16:54.239]  This has been the case nearly since the beginning of the organization.
[02:16:54.819 --> 02:17:00.299]  Certainly it turned this way during Hoover's era, and it has remained that way.
[02:17:01.489 --> 02:17:06.930]  Well, I mean, as you know, Hoover founded the FBI. Right, right.
[02:17:07.170 --> 02:17:17.469]  So, yeah, the FBI, even this, Alex, the FBI celebrates their birthday in July, and they mark 1908 as the year that the FBI was born.
[02:17:17.569 --> 02:17:22.950]  But even that they don't tell the truth about, because it was the Bureau of Investigation back then.
[02:17:22.950 --> 02:17:25.530]  It didn't become the FBI until a couple decades later.
[02:17:25.750 --> 02:17:26.950]  So, it...
[02:17:27.520 --> 02:17:28.680]  Even little things like that.
[02:17:28.940 --> 02:17:30.700]  Why would you even lie about your birthday?
[02:17:30.819 --> 02:17:31.200]  But they do.
[02:17:31.399 --> 02:17:35.600]  And it's just a remarkable time.
[02:17:36.940 --> 02:17:39.940]  Like I said last time, I never would have thought I'd be on the Alex Jones show.
[02:17:40.280 --> 02:17:45.120]  But here we are, and we've got to just keep exposing the truth.
[02:17:45.319 --> 02:17:50.899]  And hopefully, and I'm confident with Cash Patel that we're going to continue to see this type of exposure.
[02:17:51.159 --> 02:17:53.600]  But then the next piece is accountability.
[02:17:54.120 --> 02:17:55.719]  These people need to be held accountable.
[02:17:56.120 --> 02:18:01.280]  And not just fired from their job, not just having their security clearance suspended or revoked.
[02:18:01.440 --> 02:18:03.000]  Those things certainly need to happen.
[02:18:03.479 --> 02:18:05.280]  But these people should be charged.
[02:18:05.479 --> 02:18:06.879]  This is criminal behavior.
[02:18:07.139 --> 02:18:10.260]  They are part of the executive branch, and what are they doing?
[02:18:10.360 --> 02:18:13.040]  They are obstructing the executive branch.
[02:18:13.399 --> 02:18:18.500]  And they do it with hubris, because they've always done it that way.
[02:18:18.540 --> 02:18:22.399]  And that's the thing he publicly said on January 31st in the New York Times.
[02:18:23.540 --> 02:18:24.440]  We're dug in.
