[00:00:01.672 --> 00:00:02.834]  Coast to coast.
[01:26:09.739 --> 01:26:12.501]  Ron in Canada, are you really a supporter of our dear leader?
[01:26:14.268 --> 01:26:14.849]  Uh, one sec.
[01:26:16.650 --> 01:26:17.370]  Uh, yes I am.
[01:26:17.651 --> 01:26:20.432]  Actually, I am an Obama supporter because I like Obamacare.
[01:26:22.354 --> 01:26:23.314]  But you're in Canada?
[01:26:23.755 --> 01:26:24.395]  You're in Canada?
[01:26:25.096 --> 01:26:25.396]  Yes.
[01:26:27.817 --> 01:26:28.478]  Can you talk?
[01:26:29.419 --> 01:26:34.382]  Yes, well basically what I want to say is I like, I see what Obama's doing in Syria and Iraq.
[01:26:34.422 --> 01:26:37.024]  He's, right now he's bombing them.
[01:26:37.064 --> 01:26:37.704]  Can you hear that?
[01:26:39.986 --> 01:26:40.946]  Can your viewers hear this?
[01:26:43.823 --> 01:26:46.405]  They're firing Hellfire missiles on ISIS right now.
[01:26:46.565 --> 01:26:47.065]  That's the proof.
[01:26:47.086 --> 01:26:48.106]  It's a live leak on YouTube.
[01:26:48.667 --> 01:26:54.111]  Well, that's better than when CNN did the fake chemical attacks on Riyadh, Saudi Arabia, and it was all on the blue screen.
[01:26:54.471 --> 01:26:58.914]  And then the live feed went out and TV stations grabbed it, with them joking and laughing with the blue screen off.
[01:27:00.536 --> 01:27:01.797]  So, I mean, I guess it is real.
[01:27:02.417 --> 01:27:03.218]  In fact, we're here.
[01:27:04.158 --> 01:27:05.860]  Alex Jones reporting for CNN.
[01:27:06.300 --> 01:27:10.723]  I am here, in Syria, and I'm battling Al-Qaeda.
[01:27:10.763 --> 01:27:11.204]  Here, here.
[01:27:12.005 --> 01:27:13.506]  In fact, I'll draw a picture for TV viewers.
[01:27:14.067 --> 01:27:15.348]  Which proves it!
[01:27:16.048 --> 01:27:16.548]  This is real.
[01:27:16.569 --> 01:27:16.729]  Here.
[01:27:17.189 --> 01:27:18.470]  Document cam shot, please.
[01:27:19.471 --> 01:27:20.932]  Here we go.
[01:27:20.972 --> 01:27:22.653]  Here is the jihadi.
[01:27:23.854 --> 01:27:27.257]  And we're going to drop a missile on him.
[01:27:27.297 --> 01:27:28.698]  He's got his little machine gun here.
[01:27:29.458 --> 01:27:33.341]  And, like, my missile goes... There we go!
[01:27:33.381 --> 01:27:34.002]  I blow him up!
[01:27:34.642 --> 01:27:35.843]  I'm against Al-Qaeda!
[01:27:36.144 --> 01:27:37.164]  I'm a Peace Prize winner!
[01:27:42.165 --> 01:27:43.226]  Here, I mean, how's that sound?
[01:27:43.586 --> 01:27:44.407]  Sound good, everybody?
[01:27:46.928 --> 01:27:47.509]  No, it's true!
[01:27:47.569 --> 01:27:48.049]  I said so.
[01:27:48.410 --> 01:27:48.990]  I'm the media.
[01:27:49.010 --> 01:27:49.430]  It's true.
[01:27:49.450 --> 01:27:50.831]  2 plus 2 equals 5.
[01:27:51.692 --> 01:27:52.933]  We're blowing up Al-Qaeda.
[01:27:52.953 --> 01:27:54.094]  It's a real attack.
[01:27:54.954 --> 01:27:55.955]  Down with Al-Qaeda.
[01:27:55.995 --> 01:27:56.596]  Down with them.
[01:27:56.616 --> 01:27:58.457]  We're defeating Khorasan.
[01:27:58.897 --> 01:27:59.458]  How's that sound?
[01:28:00.358 --> 01:28:03.741]  Okay, the infidels are actually kicking some ass right now.
[01:28:04.830 --> 01:28:06.511]  Hey listen, I appreciate your call.
[01:28:07.012 --> 01:28:15.998]  As we go to break, can we turn up the original hours of CNN laughing at their viewers and then they come back live and then they fall down and say nerve gas attacks have happened?
[01:28:16.199 --> 01:28:17.660]  I remember watching this as a teenager.
[01:28:18.567 --> 01:28:27.969]  I was like 14 at my girlfriend's house with her dad and her and just thinking, man, this really looks fake when they were on TV going, oh my mask!
[01:28:28.309 --> 01:28:28.889]  Nerve gas!
[01:28:28.989 --> 01:28:29.610]  Oh my gosh!
[01:28:29.810 --> 01:28:31.150]  We're under attack in Saudi Arabia!
[01:28:31.350 --> 01:28:32.610]  Here, here, let's go out to break with somebody.
[01:28:32.630 --> 01:28:33.391]  Just play it randomly.
[01:28:33.411 --> 01:28:33.651]  Go ahead.
[01:28:33.671 --> 01:28:37.351]  From my right to my left, and there's a cloud of something.
[01:28:37.451 --> 01:28:39.192]  It looks like it might have been an explosion.
[01:28:39.212 --> 01:28:39.652]  A cloud.
[01:28:39.832 --> 01:28:40.892]  A white thing.
[01:28:48.663 --> 01:28:52.087]  They were in Atlanta.
[01:28:52.107 --> 01:28:56.092]  This is a myth.
[01:28:56.793 --> 01:29:01.338]  You're not watching it on TV, it's not as funny.
[01:29:01.398 --> 01:29:02.840]  Look at how that's scared.
[01:29:03.180 --> 01:29:07.445]  They sit down in the brakes, they start dying laughing, smoking cigarettes.
[01:29:09.048 --> 01:29:11.051]  You probably, you may smell some of the fumes from, uh, a, uh, a missile exhaust going off.
[01:29:11.071 --> 01:29:11.331]  He's laughing?
[01:29:11.351 --> 01:29:11.912]  Yeah, I think he's laughing.
[01:29:11.932 --> 01:29:12.352]  I think he's laughing.
[01:29:12.372 --> 01:29:12.813]  I think he's laughing.
[01:29:12.833 --> 01:29:13.353]  I think he's laughing.
[01:29:13.373 --> 01:29:13.814]  I think he's laughing.
[01:29:13.834 --> 01:29:14.295]  I think he's laughing.
[01:29:14.315 --> 01:29:14.875]  I think he's laughing.
[01:29:14.895 --> 01:29:15.576]  I think he's laughing.
[01:29:15.596 --> 01:29:16.157]  I think he's laughing.
[01:29:16.177 --> 01:29:16.637]  I think he's laughing.
[01:29:16.657 --> 01:29:17.078]  I think he's laughing.
[01:29:17.098 --> 01:29:17.579]  I think he's laughing.
[01:29:17.599 --> 01:29:18.079]  I think he's laughing.
[01:29:18.099 --> 01:29:18.620]  I think he's laughing.
[01:29:18.640 --> 01:29:19.141]  I think he's laughing.
[01:29:19.161 --> 01:29:19.601]  I think he's laughing.
[01:29:19.621 --> 01:29:20.062]  I think he's laughing.
[01:29:20.082 --> 01:29:20.542]  I think he's laughing.
[01:29:20.562 --> 01:29:21.043]  I think he's laughing.
[01:29:21.063 --> 01:29:21.523]  I think he's laughing.
[01:29:21.543 --> 01:29:21.984]  I think he's laughing.
[01:29:22.004 --> 01:29:22.545]  I think he's laughing.
[01:29:22.565 --> 01:29:23.005]  I think he's laughing.
[01:29:23.025 --> 01:29:23.546]  I think he's laughing.
[01:29:23.566 --> 01:29:24.047]  I think he's laughing.
[01:29:24.067 --> 01:29:24.647]  I think he's laughing.
[01:29:24.667 --> 01:29:25.128]  I think he's laughing.
[01:29:25.148 --> 01:29:25.588]  I think he's laughing.
[01:29:25.608 --> 01:29:26.089]  I think he's laughing.
[01:29:26.109 --> 01:29:26.610]  I think he's laughing.
[01:29:26.630 --> 01:29:27.050]  I think he's laughing.
[01:29:27.070 --> 01:29:27.551]  I think he's laughing.
[01:29:27.651 --> 01:29:27.671]  I
[01:29:28.091 --> 01:29:29.212]  Oh, help me, Al-Qaeda!
[01:29:29.472 --> 01:29:31.172]  Oh, save me, Homeland Security!
[01:29:31.733 --> 01:29:35.174]  Take all my friends, spy on me, tax me, rob me at the airport!
[01:29:35.394 --> 01:29:38.015]  Oh, you hear that scary car alarm?
[01:29:38.295 --> 01:29:42.957]  Oh my gosh, they're... We're gonna go to break, ladies and gentlemen.
[01:29:42.977 --> 01:29:44.758]  Stay with us, I'm Alex Jones, InfoWars.com.
[01:29:59.508 --> 01:30:02.514]  We're on the march, the empire's on the run.
[01:30:03.456 --> 01:30:06.141]  Alex Jones and the GCN Radio Network.
[01:30:10.413 --> 01:30:11.634]  Another major health threat.
[01:30:11.674 --> 01:30:16.576]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:30:16.636 --> 01:30:19.277]  Ohio's governor declaring a state of emergency.
[01:30:19.317 --> 01:30:26.079]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:30:26.360 --> 01:30:29.221]  If there's a water emergency, will you be prepared?
[01:30:29.381 --> 01:30:32.282]  Panicked residents forming long lines throughout the day.
[01:30:32.302 --> 01:30:34.283]  We're here at a supermarket in Toledo.
[01:30:34.323 --> 01:30:37.164]  You can see the shelves empty where water once was.
[01:30:37.244 --> 01:30:42.746]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:30:42.966 --> 01:30:46.468]  Water which will not be available at your local grocery store.
[01:30:46.488 --> 01:30:49.469]  There's a mad dash on right now to stock up on supplies.
[01:30:49.569 --> 01:30:56.652]  The ProPure Pro1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[01:30:56.892 --> 01:30:59.933]  Protect your family's safety during an emergency.
[01:31:00.093 --> 01:31:06.376]  Go to infowarsstore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[01:31:06.496 --> 01:31:08.417]  Or call 1-888-253-3139.
[01:31:10.357 --> 01:31:14.258]  You've heard about the essential qualities of iodine when it comes to your well-being.
[01:31:14.479 --> 01:31:18.840]  And you've read the opinions of top experts regarding this good member of the halogen family.
[01:31:19.020 --> 01:31:25.282]  Still, reports indicate that iodine is absent in sufficient amounts from the daily lives of countless people worldwide.
[01:31:25.542 --> 01:31:29.303]  Now, our extra-strength new nascent iodine formula is here.
[01:31:29.543 --> 01:31:30.884]  Survival Shield X2.
[01:31:31.164 --> 01:31:35.165]  Leading the way into the next generation of super high-quality nascent iodine.
[01:31:35.345 --> 01:31:43.627]  Info Wars Life Survival Shield X2 is derived from 200-plus million-year-old salt solutions found more than 7,000 feet below the Earth's surface.
[01:31:44.027 --> 01:31:51.990]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives, genetically modified ingredients, and completely vegan.
[01:31:52.110 --> 01:31:55.591]  We even pre-screen our Survival Shield X2 iodine for radiation.
[01:31:55.791 --> 01:32:04.453]  Pure, clean, and sourced from deep within the Earth, X2 nascent iodine is available exclusively at InfoWarsLife.com, InfoWarsStore.com,
[01:32:04.733 --> 01:32:05.273]  Or call 1-888-253-3139.
[01:32:05.433 --> 01:32:16.440]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forfeiture situation?
[01:32:16.460 --> 01:32:17.881]  The police are shoving people.
[01:32:17.941 --> 01:32:19.802]  Shoving Alex, shoving the crowd.
[01:32:19.902 --> 01:32:20.563]  Here we go, folks!
[01:32:20.643 --> 01:32:21.503]  I'm being assaulted!
[01:32:21.543 --> 01:32:27.807]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[01:32:27.907 --> 01:32:33.791]  Is this another false flag stage attack to take our civil liberties and put more homeless security by sticking their hands down on the streets?
[01:32:33.951 --> 01:32:37.712]  It's up to us to set brush fires in the minds of men and women everywhere.
[01:32:37.892 --> 01:32:40.793]  And that's what PrisonPlanet.TV is designed to do.
[01:32:40.813 --> 01:32:48.976]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[01:32:49.236 --> 01:32:51.297]  What we see now is a war against reality.
[01:32:51.357 --> 01:32:52.377]  It's a war against the truth.
[01:32:52.757 --> 01:33:01.503]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[01:33:01.703 --> 01:33:04.145]  Visit InfoWarsNews.com today.
[01:33:04.365 --> 01:33:08.668]  Become a member, share your membership, and help take the info war to the next level.
[01:33:24.406 --> 01:33:30.450]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:33:31.130 --> 01:33:36.294]  It's Alex Jones.
[01:33:36.314 --> 01:33:37.775]  So, the establishment had a problem.
[01:33:37.835 --> 01:33:39.976]  Our military woke up to the fact that it was true.
[01:33:40.576 --> 01:33:46.140]  Criminal elements of our government were arming Al-Qaeda, the Muslim Brotherhood and others to actually take over the Middle East.
[01:33:47.101 --> 01:33:48.481]  So our military wouldn't go along with it.
[01:33:49.202 --> 01:33:53.505]  So now there's a big PR campaign to bomb some little Khorasan group.
[01:33:54.525 --> 01:33:58.327]  So Obama looks like he's tough on Muslim extremists.
[01:33:58.427 --> 01:33:59.247]  That's what's going on.
[01:33:59.288 --> 01:34:00.708]  We're going to go to your phone calls now.
[01:34:00.728 --> 01:34:09.493]  We do have some people claiming they're Obama supporters, but we just opened the phones up in general now, because it is hard to get Obama supporters to call in because they don't know how to dial telephones.
[01:34:10.733 --> 01:34:14.415]  You watch MSNBC, it's all about how smart liberals are.
[01:34:15.816 --> 01:34:21.219]  Well, the average well-meaning person that supports some liberal issues, like, you know,
[01:34:22.959 --> 01:34:26.161]  Sexual equality or trying to help the poor.
[01:34:26.621 --> 01:34:29.622]  They might be intelligent in ways, but they're still being manipulated.
[01:34:30.363 --> 01:34:32.584]  I can disagree with some of their ideas, but they're nice people.
[01:34:33.084 --> 01:34:37.526]  But the folks up on top of it are literally preying on the dumbest of the dumb.
[01:34:38.527 --> 01:34:47.131]  And I have found that Democrats in general are the most conceited, know-it-all,
[01:34:48.337 --> 01:34:51.098]  State-loving acolytes.
[01:34:51.218 --> 01:34:53.338]  It's a religion of the state.
[01:34:55.878 --> 01:34:56.819]  And it's very, very sad.
[01:34:56.879 --> 01:34:57.779]  They're fake liberals.
[01:34:57.799 --> 01:34:58.879]  Thomas Jefferson was a liberal.
[01:34:58.899 --> 01:34:59.479]  They're not liberals.
[01:35:00.039 --> 01:35:05.100]  You can see the new Team America video that we played at the start of the show today that Rob Dood put together.
[01:35:05.480 --> 01:35:09.081]  It's pretty hilarious, but also sad, tying it into how our government's funding Al-Qaeda.
[01:35:09.501 --> 01:35:10.841]  We need that video to go viral.
[01:35:10.901 --> 01:35:11.521]  I think it will.
[01:35:12.882 --> 01:35:13.862]  It's on Infowars.com.
[01:35:15.751 --> 01:35:16.812]  And PrisonPlanet.com.
[01:35:16.852 --> 01:35:20.435]  We're going to tweet it out right now at real Alex Jones.
[01:35:21.276 --> 01:35:22.917]  New Team America released!
[01:35:24.458 --> 01:35:25.479]  Also, special report.
[01:35:25.539 --> 01:35:28.162]  Obama wants amnesty for murderers and rapists.
[01:35:28.302 --> 01:35:28.982]  John Bowne.
[01:35:29.363 --> 01:35:30.784]  I want to play that in the next hour, guys.
[01:35:30.824 --> 01:35:33.066]  John Bowne did a great report yesterday on Ebola.
[01:35:33.086 --> 01:35:33.586]  I never aired.
[01:35:33.626 --> 01:35:34.227]  I want to air that, too.
[01:35:35.686 --> 01:35:36.467]  Moderate U.S.
[01:35:36.667 --> 01:35:40.189]  armed Syrian rebels slam Obama's airstrikes on extremists.
[01:35:40.690 --> 01:35:42.171]  That's all for public consumption, folks.
[01:35:42.191 --> 01:35:43.052]  They're being told to do that.
[01:35:43.292 --> 01:35:46.214]  We're so angry, how dare you bomb no one?
[01:35:47.995 --> 01:35:48.596]  I like you.
[01:35:49.276 --> 01:35:49.597]  You have
[01:35:51.341 --> 01:35:52.522]  The truth about U.S.
[01:35:52.623 --> 01:35:54.584]  airstrikes on Syria with Syrian girl.
[01:35:54.925 --> 01:35:56.306]  Paul Watson interviewed her.
[01:35:56.326 --> 01:35:59.189]  Her grandfather formerly ran Syria and is not a fan of Assad.
[01:35:59.950 --> 01:36:03.733]  Representative Jones on Syria attack says, why do we have a constitution?
[01:36:04.034 --> 01:36:06.636]  By the way, I want to get Walter Jones on ASAP, guys.
[01:36:07.057 --> 01:36:07.957]  That's at the top of my list.
[01:36:07.997 --> 01:36:08.658]  Let's go after him.
[01:36:08.678 --> 01:36:10.500]  He'll introduce the bill to release the 28 pages.
[01:36:12.398 --> 01:36:15.160]  And there's another report detailing from Washington's blog with all the proof.
[01:36:15.760 --> 01:36:16.020]  U.S.
[01:36:16.060 --> 01:36:17.781]  forces, U.S.
[01:36:17.901 --> 01:36:21.083]  foreign policy created many more terrorists than it killed.
[01:36:24.005 --> 01:36:25.746]  In a Tony Cardalucci article, U.S.
[01:36:25.806 --> 01:36:28.187]  aggression drags world into age of global anarchy.
[01:36:28.207 --> 01:36:29.828]  That's because it's not U.S.
[01:36:29.908 --> 01:36:30.369]  aggression.
[01:36:30.689 --> 01:36:37.453]  It's globalists running our country to destabilize things so the globalists can come in with no blame and take over the wreckage.
[01:36:44.943 --> 01:36:46.804]  Look at this headline out of the National Journal.
[01:36:47.484 --> 01:36:50.305]  Why is Kansas preparing for a zombie apocalypse?
[01:36:50.906 --> 01:36:52.747]  We were telling you about this for three years now.
[01:36:53.227 --> 01:36:56.068]  State and local governments trained to quote shoot zombies.
[01:36:56.688 --> 01:37:03.411]  That's a simulation of shooting Ebola patients or shooting rioting crowds.
[01:37:03.471 --> 01:37:04.432]  I'm going to say this again.
[01:37:05.372 --> 01:37:10.114]  If they have the police and military training to mow down unarmed civilians, it'd be a major controversy.
[01:37:10.395 --> 01:37:11.675]  Just call it zombie training.
[01:37:11.895 --> 01:37:13.156]  And they now admit that.
[01:37:15.000 --> 01:37:16.421]  So I'm going to be breaking that down as well.
[01:37:18.503 --> 01:37:19.404]  Let's go to your calls.
[01:37:19.905 --> 01:37:21.886]  Who says they support Obama?
[01:37:22.307 --> 01:37:23.508]  DJ claims he does.
[01:37:23.528 --> 01:37:25.590]  We'll go to Robert, Tim, Terrence, James, and others.
[01:37:25.970 --> 01:37:29.333]  Okay, DJ, are you a real caller?
[01:37:29.413 --> 01:37:37.241]  Yes, Alex, this is DJ from Alabama, and I will say that I voted for Obama twice.
[01:37:37.701 --> 01:37:39.763]  The first time I voted for him was because
[01:37:40.620 --> 01:37:46.123]  Well, you know, I guess John McCain was pretty much a treasonous traitor who sold secrets to Vietnam.
[01:37:46.704 --> 01:37:49.405]  So it was the lesser of two evils.
[01:37:51.827 --> 01:37:57.030]  And then I voted for Obama against... What's his name?
[01:37:57.330 --> 01:38:01.732]  The guy from... Mittens Romney?
[01:38:01.772 --> 01:38:02.353]  Yeah, Romney.
[01:38:02.433 --> 01:38:05.534]  I voted for him against Romney because I thought Romney was a buffoon.
[01:38:06.155 --> 01:38:09.437]  But it's like to be completely...
[01:38:10.939 --> 01:38:32.801]  I'm honest Alex, it's like I no doubt first when I first heard you on Jesse Ventura I thought you were crazy and then I saw you on Piers Morgan I was like holy crap and it's like now I've read like two books I've read David Rockefeller's memoirs and I've read the big new Brzezinski's book and it's like I feel like an idiot for voting for Obama now because I really feel bad
[01:38:33.784 --> 01:38:57.166]  And it's like now I like go around all the black communities because I'm black now because at first when I heard you say this I thought you were crazy but you said that 48% of black babies are aborted and I was like this guy has to be lying and then I did my research and found out it was true so now all I do is walk around with the info wars and I tell black people all around the country man you know I just go around telling them that hey
[01:38:57.833 --> 01:39:08.196]  40% of black babies are aborted, that Margaret Sanger was a eugenicist, that Bill Gates' father used to be the head of Planned Parenthood, and that man just completely get away from these organizations.
[01:39:08.256 --> 01:39:13.697]  So yes, I did vote for Obama, but I do think I'd vote for probably Rand Paul or somebody like that now.
[01:39:15.818 --> 01:39:20.323]  I was sick of Bush after eight years, but Bush was just a front like Obama is.
[01:39:20.763 --> 01:39:28.450]  It's that in Obama they tried to create a cause celeb that they could sell their whole agenda on and then say you were racist if you didn't support him.
[01:39:29.011 --> 01:39:32.134]  I quite frankly don't get caught flat-footed very often.
[01:39:32.614 --> 01:39:34.356]  I got caught flat-footed by Obama.
[01:39:34.416 --> 01:39:36.078]  It's been much worse than I thought it would be.
[01:39:38.228 --> 01:39:40.889]  He came off kind of as a nice guy, even though he was anti-gun.
[01:39:40.909 --> 01:39:41.689]  I didn't support him.
[01:39:42.730 --> 01:39:45.050]  I hope there can be racial reconciliation.
[01:39:45.291 --> 01:39:51.653]  I bought into maybe 10% of the Kool-Aid because it was just such an onslaught of propaganda.
[01:39:53.137 --> 01:39:57.060]  But in hindsight, I know people wanted to believe there could be change.
[01:39:57.100 --> 01:39:58.781]  People wanted to believe that things could be better.
[01:39:58.821 --> 01:40:00.222]  He said he wouldn't come after our guns.
[01:40:00.262 --> 01:40:02.583]  He said he would get jobs going again.
[01:40:02.603 --> 01:40:11.649]  He said just like we're going to believe in the next Republican and then try to vote for them and they'll betray us until we look past the puppets and look to the actual controllers.
[01:40:12.150 --> 01:40:17.133]  I get people that voted for Obama over McCain or over Romney because they were conned.
[01:40:17.173 --> 01:40:19.775]  What I don't get is people that still support it
[01:40:20.555 --> 01:40:26.742]  And still don't admit that he was their greatest tool and that he was literally the first synthetic president.
[01:40:27.122 --> 01:40:43.059]  We see in Obama the 2.0 puppet and they are just really taking this country down by design and they're investing in him and placing on him dictatorial powers and they're not being blocked.
[01:40:44.483 --> 01:40:53.355]  So that the precedent is set to make the bureaucracy a dictatorship with a titular head that is a president they control.
[01:40:53.955 --> 01:41:02.346]  And so for all intents and purposes we can officially say America is in an oligarchy run by an executive branch and bureaucratic
[01:41:03.687 --> 01:41:19.431]  uh... hierarchy that has overthrown the republic and is waging systematic scientific cultural war on any pillar of society because they see any pillar of society as something that we might organize around.
[01:41:19.511 --> 01:41:24.852]  Even if those pillars aren't perfect, they want them destroyed because they want total control.
[01:41:25.572 --> 01:41:27.973]  It is just a sickening will to power.
[01:41:29.329 --> 01:41:34.635]  I want to hear from Republicans that the neocons and the fake conservatives are a scourge working with Obama.
[01:41:35.942 --> 01:41:37.303]  I want to hear them admit they were wrong.
[01:41:37.704 --> 01:41:39.325]  We all have to admit how we were wrong.
[01:41:39.345 --> 01:41:41.267]  We've all got to admit we were a bunch of dumb as dirt.
[01:41:41.807 --> 01:41:44.449]  And it's a process that we won't get fooled again.
[01:41:45.150 --> 01:41:46.671]  And I think that's starting to happen.
[01:41:47.512 --> 01:41:54.678]  But I was being a little bit sarcastic earlier, you know, saying call in and tell me that Obama isn't just smokescreening the fact that they funded Al Qaeda.
[01:41:55.339 --> 01:42:00.263]  So the fact they're having to do all this shows how thin their storyline is getting.
[01:42:00.623 --> 01:42:02.485]  But very powerful story, DJ.
[01:42:02.565 --> 01:42:03.025]  Anything else?
[01:42:04.302 --> 01:42:04.883]  Yes, Alex.
[01:42:04.903 --> 01:42:20.534]  I want to make this last point that when I was reading Brzezinski's book, he said that when he was on the trilateral coalition, when he formed with David Rockefeller, that basically he actually picked Jimmy Carter to be president.
[01:42:21.054 --> 01:42:25.337]  And basically, we basically don't have any presidents who are really picked by the people.
[01:42:25.597 --> 01:42:26.218]  All, you know,
[01:42:27.058 --> 01:42:31.100]  Uh, basically all these presidents are picked by the Council on Foreign Relations and the Trilateral Commission.
[01:42:31.600 --> 01:42:43.484]  So, Obama's basically picked and, you know, and, um, basically Obama got his orders from Henry Kissinger when General James Jones went down there and said that, hey, you know, we basically get our foreign policy from Kissinger.
[01:42:43.944 --> 01:42:47.766]  So, man, we're basically screwed, but I'm, you know, um, Alex, but I'm out here trying
[01:42:48.406 --> 01:42:57.351]  Hey, wake everybody, black people, white people, and all the Mexicans that, hey man, if we all just unite for liberty and freedom, man, we can really take back the New World Order.
[01:42:58.251 --> 01:42:59.852]  That's right, that's why they want divide and conquer.
[01:42:59.872 --> 01:43:00.412]  God bless you.
[01:43:00.633 --> 01:43:03.074]  We've got to unite around basic common sense and the truth.
[01:43:03.274 --> 01:43:04.335]  And see, that's why I'm frustrated.
[01:43:04.855 --> 01:43:09.117]  I've read, I think, four or five of Brzezinski's books.
[01:43:09.998 --> 01:43:16.221]  I've read all three of Tragedy and Hope authors' books.
[01:43:17.973 --> 01:43:24.699]  I have just, I've gotten to the point, I'll be honest, that I haven't read a lot of books lately.
[01:43:24.799 --> 01:43:28.562]  I read a lot of magazine articles, news articles, stuff that comes in, and clips.
[01:43:28.602 --> 01:43:29.944]  I just already know who they are.
[01:43:29.964 --> 01:43:30.844]  I already know what they do.
[01:43:30.864 --> 01:43:33.006]  I've already been to six Bilderberg meetings.
[01:43:33.207 --> 01:43:35.909]  I've already had them threaten to murder my family.
[01:43:35.929 --> 01:43:43.596]  I mean, that's when the phone rings and no numbers come up and they're threatening you and then tell you what you were doing two minutes ago in your backyard and start laughing at you.
[01:43:44.445 --> 01:43:45.246]  It doesn't intimidate me.
[01:43:45.286 --> 01:43:47.968]  I just say, you know, glad I'm not you.
[01:43:49.890 --> 01:43:50.270]  Bring it!
[01:43:52.332 --> 01:43:53.834]  And I know how real this is, folks.
[01:43:54.795 --> 01:43:56.837]  Get involved in the fight against the New World Order.
[01:43:56.877 --> 01:43:57.898]  You'll discover as well.
[01:44:00.080 --> 01:44:02.362]  Only reason they haven't killed me yet is they don't want to make me a martyr.
[01:44:05.993 --> 01:44:08.514]  No exaggeration, it's got to be 25 times.
[01:44:08.854 --> 01:44:33.025]  I'll be at a book signing, a video signing, an event, and here comes the plainclothes informant or whatever, and, hey Alex, let's kill cops together, let's blow something up, and I'm just like... I even knew who the security forces were at one Bilderberg, and I said to them, I said, right in front of the crew at dinner, these people came over and sat by us at the table and turned around, both these big Marine Corps officers in plainclothes, they gave me their fake cards and stuff,
[01:44:34.384 --> 01:44:38.806]  And I said, are you guys part of State Department Diplomatic Security?
[01:44:40.006 --> 01:44:44.848]  They literally look like you just caught a cat with a bird in its mouth.
[01:44:44.888 --> 01:44:47.689]  You know how Sylvester looks with Tweety Bird when Granny catches him?
[01:44:47.709 --> 01:44:51.271]  I mean, these guys are just so used to the public not knowing anything.
[01:44:51.671 --> 01:44:52.591]  It's like they live.
[01:44:52.611 --> 01:44:55.212]  She goes, I've got one that can see.
[01:44:55.492 --> 01:44:56.893]  They'll literally just go, what?
[01:44:59.494 --> 01:45:01.174]  I'll go, what, are you an FBI informant?
[01:45:01.194 --> 01:45:03.015]  Because that's usually, you can always tell those.
[01:45:03.095 --> 01:45:03.655]  And they'll just go, huh?
[01:45:03.675 --> 01:45:07.256]  And I'm like, guys, get the camera, follow this guy out in the parking lot, he's gonna start running right now.
[01:45:07.296 --> 01:45:12.197]  I gotta go, I gotta... It's just so obvious, I can tell.
[01:45:12.457 --> 01:45:16.198]  That's Marine Corps, that's FBI, this is CIA.
[01:45:19.059 --> 01:45:22.980]  They try to buy you dinner and a bottle of wine and actually give you good info, it's federal marshals.
[01:45:23.540 --> 01:45:24.480]  They're anything bad with them.
[01:45:26.068 --> 01:45:28.610]  I mean, it is just like clockwork, ladies and gentlemen.
[01:45:29.330 --> 01:45:36.195]  One time I went in one of the steakhouses where my buddy's wife's 40th birthday and the Bush daughters were in there.
[01:45:36.595 --> 01:45:37.656]  They still weren't 21.
[01:45:37.696 --> 01:45:41.939]  They were drinking wine with their boyfriends that had just devil tattoos all over them.
[01:45:42.759 --> 01:45:46.482]  And Kevin's like, I'm going to my car to get my video camera.
[01:45:47.623 --> 01:45:49.064]  And I said, no, you're not, dude.
[01:45:49.104 --> 01:45:50.485]  We don't mess with people's kids.
[01:45:50.885 --> 01:45:53.086]  And not that he's bad, but I just said, that's a no-no.
[01:45:53.426 --> 01:45:54.827]  I don't want my kids messed with.
[01:45:55.008 --> 01:45:55.608]  Leave them alone.
[01:45:58.701 --> 01:46:07.586]  And, uh, to make a long story short, when I got there, there were these guys from there.
[01:46:07.606 --> 01:46:08.867]  Hey, Alex Jones, how's it going?
[01:46:08.947 --> 01:46:11.849]  Uh, you know, somebody, I said, who's in there?
[01:46:11.869 --> 01:46:13.470]  And they, oh, we're not going to say, but we really like you.
[01:46:13.490 --> 01:46:15.731]  And we were just listening to your show today.
[01:46:15.751 --> 01:46:16.331]  Yeah, yeah, yeah.
[01:46:17.032 --> 01:46:18.733]  And man, boy, I tell you, it's wild.
[01:46:20.334 --> 01:46:27.138]  And then I'm sitting there eating dinner and they come over and go, these gentlemen, because they were in there eating too, another group of them would like to buy a bottle of wine.
[01:46:28.272 --> 01:46:29.052]  Well, thank you very much.
[01:46:30.853 --> 01:46:32.974]  Anyways, the point is, it's all just people.
[01:46:33.014 --> 01:46:34.715]  The whole country is just made up of people.
[01:46:34.735 --> 01:46:36.515]  I don't know how I got off into that story.
