[00:00:00.109 --> 00:00:00.550]  Big Brother!
[01:36:34.659 --> 01:36:36.981]  We see this in Vietnam vets that were in Agent Orange.
[01:36:37.561 --> 01:36:41.523]  I had a cousin and my uncle die because of Monsanto.
[01:36:41.543 --> 01:36:43.164]  OK, this is real, folks.
[01:36:43.844 --> 01:36:44.565]  This is real.
[01:36:45.105 --> 01:36:46.906]  Now, I'm going to shut up and go back to Dr. Busby, but
[01:36:47.944 --> 01:36:50.887]  I'm sitting here breathing increased radiation.
[01:36:51.607 --> 01:36:54.009]  I'm sitting here living in this toxic waste.
[01:36:54.089 --> 01:36:55.230]  GMO is everywhere.
[01:36:55.691 --> 01:36:56.872]  Allergies are off the charts.
[01:36:57.352 --> 01:36:59.994]  Directly connected to all this stuff bombarding our immune systems.
[01:37:00.435 --> 01:37:02.536]  And the state won't even look at this.
[01:37:02.576 --> 01:37:06.079]  When Berkeley came out and said, we've got a huge increase in radiation in the water.
[01:37:06.900 --> 01:37:08.383]  They were told to shut up by the feds.
[01:37:08.423 --> 01:37:09.925]  I mean, this is insanity.
[01:37:10.587 --> 01:37:12.971]  And I think, Dr. Busby, we're not left, we're not right.
[01:37:13.071 --> 01:37:15.695]  We are for self-preservation and not insane.
[01:37:15.715 --> 01:37:19.622]  But I want you to finish your points on radiation, on other concerns, what's happening.
[01:37:20.686 --> 01:37:22.709]  And where do you think this is going and what's happened in Japan?
[01:37:22.729 --> 01:37:27.174]  I'm going to try to shut up and let you talk, but you just heard me speak about the mindset of the elite.
[01:37:27.335 --> 01:37:28.456]  I've studied this in history.
[01:37:28.916 --> 01:37:34.584]  There are times when you get megalomaniacal elites who are so nihilistic they just don't care.
[01:37:34.904 --> 01:37:36.706]  So is it a depopulation agenda?
[01:37:37.547 --> 01:37:40.048]  Or is it that they just don't care and have gone insane?
[01:37:40.108 --> 01:37:45.350]  Because the laws of physics, you're a physicist, you know this, are going to catch up with us.
[01:37:45.570 --> 01:37:52.272]  Increased cancer rates, increased deformity, increased mental illness, increased lowering of IQ.
[01:37:52.312 --> 01:37:56.654]  I mean, we are, the West is in a toxic stew.
[01:37:56.934 --> 01:37:58.835]  There's no doubt we're killing ourselves.
[01:38:00.891 --> 01:38:06.276]  Right, well all of those things are true and in fact it's not a question of what's going to happen in the future because it's already happened.
[01:38:06.916 --> 01:38:28.654]  I mean if you look at the cancer rates I've studied in real terms, in fact that's where I came in, in 1995 I was looking at the cancer rates going back to 1960 or 1950 and the weapons testing that occurred in 59 to 63 caused a 30 to 40 percent increase in cancer 20 years later and that was the famous cancer epidemic in real terms.
[01:38:30.176 --> 01:38:36.021]  But of course the governments came along and all their stooges came along and said oh it's just because we have an aging population but that wasn't true.
[01:38:36.602 --> 01:38:47.592]  The age standardized rates went up and what we're seeing now is continuation of the same scenario but of course ultimately you cannot continue to boil the frog.
[01:38:48.012 --> 01:38:54.098]  Eventually the frog dies and I think what we're seeing in the Pacific now which is the death of the Pacific ecosystem
[01:38:55.139 --> 01:39:00.745]  Is going to ultimately just be a mirror to the death of the human ecosystem.
[01:39:00.785 --> 01:39:10.496]  We have imposed our energy and our will and our toxic waste on the planet so long now that that's going to come back and bite us and already is doing so.
[01:39:10.857 --> 01:39:13.480]  And the evidence is quite clear from all the
[01:39:15.221 --> 01:39:21.025]  All that we hear from Japan, that it's already doing that, even now, just a few years after Fukushima.
[01:39:21.626 --> 01:39:29.591]  And we know what happened in Belarus, because we've studied Belarus, so we know that the population collapsed in Belarus, there was an increase in death rate in the old people.
[01:39:30.391 --> 01:39:39.614]  The average lifespan fell from something like 65 to something like 45 people and of course the birth rate collapsed as well.
[01:39:39.654 --> 01:39:44.756]  So if you've got no children being born and you've got older children dying then that's the end of your population.
[01:39:44.796 --> 01:39:48.437]  That's an ecological population collapse and that is what we're seeing.
[01:39:48.857 --> 01:39:51.017]  We're seeing people who cannot have babies now.
[01:39:51.498 --> 01:39:59.020]  So huge amounts of effort are now going into doing in vitro fertilization because normal methods of fertilization don't work anymore.
[01:39:59.640 --> 01:40:03.964]  And goodness knows what's going to be the status of the children that are born.
[01:40:04.744 --> 01:40:18.376]  Enough studies have been done to show that children who were born after the exposures of Chernobyl and the exposures from the weapons fallout had much smaller brains, much lower IQs, and of course in animals also too.
[01:40:18.956 --> 01:40:19.737]  So yeah, sure.
[01:40:20.477 --> 01:40:22.119]  But then the question is, who's doing this?
[01:40:22.219 --> 01:40:22.819]  Are they mad?
[01:40:22.899 --> 01:40:23.700]  And all the rest of it.
[01:40:23.740 --> 01:40:26.502]  I mean, I'm inclined to the belief that there's not some kind of mad, monstrous
[01:40:28.544 --> 01:40:39.727]  Cabal at the top of this, some kind of Mekong-like character sort of who hates everybody and is totally insane, pulling the strings and causing the IAEA to cover things up and all these other things that we know happen.
[01:40:40.447 --> 01:40:42.448]  I think it's just an economic machine.
[01:40:42.568 --> 01:40:43.328]  That's what I think it is.
[01:40:43.368 --> 01:40:50.650]  I think we have built ourselves through economics and probably through a lot of people who want to get rich constructing these economic systems.
[01:40:51.230 --> 01:40:52.870]  We have constructed a monster.
[01:40:53.050 --> 01:40:55.671]  We have made a sort of Frankenstein that is now unstoppable.
[01:40:56.331 --> 01:41:12.799]  That's what I think is the problem because ultimately all of these efforts to cover up radiation and to build more nuclear power stations and do all of these things ultimately are aimed at just enriching people with uranium shares and causing the military to become more powerful and and of course it's the
[01:41:13.919 --> 01:41:16.160]  It's built into the military to become more powerful.
[01:41:16.180 --> 01:41:16.920]  That's what they do.
[01:41:17.080 --> 01:41:22.683]  It's built into organizations that are set up to make money, to make money.
[01:41:22.703 --> 01:41:27.644]  And once you put all of these systems together into a structure, you've created a monster.
[01:41:27.765 --> 01:41:29.165]  And that's the monster that we have.
[01:41:29.265 --> 01:41:38.529]  Ultimately, that monster will be taken down, together with all of the rest of us, unfortunately, unless we can manage to find somewhere to hide, by nature.
[01:41:38.969 --> 01:41:40.569]  And we're seeing the beginning of that now.
[01:41:40.709 --> 01:41:41.830]  We're seeing the beginning of that now.
[01:41:42.981 --> 01:41:48.743]  Well, I don't doubt that there's a carrying level for the planet and that there are overpopulation issues in certain areas.
[01:41:49.204 --> 01:41:53.706]  My concern is the rigged economy, because I've read the Royal Commission on Population, I've seen what they've said.
[01:41:54.106 --> 01:42:11.193]  They've blocked all the new developments because old bureaucracies wanted to stay in control and they've done everything they can to shut down any real competition in developing cleaner systems and turned any new development into just a scam boondoggle where nothing even gets developed.
[01:42:12.170 --> 01:42:23.421]  And then meanwhile, the genetic engineering, all of it, the elite use the environmental movement as a power grab and as a way to tax people instead of actually trying to clean stuff up.
[01:42:24.002 --> 01:42:25.163]  It's just insanity.
[01:42:25.203 --> 01:42:29.968]  It's like no matter what you do, somebody's going to cheat inside the system.
[01:42:30.408 --> 01:42:34.452]  It's so rigged, as Rolling Stone reported on the banks, that
[01:42:36.134 --> 01:42:50.252]  That the people, Max Keiser calls it suicide bankers, where there were people in the World Trade Center that even after one tower had collapsed, they stayed in the other one because they could sit there making trades, making millions of dollars a minute, even though they were going to die.
[01:42:50.912 --> 01:42:52.735]  And that is the definition of insanity.
[01:42:53.322 --> 01:42:55.343]  Well, they got what they deserved, yeah, that's sure.
[01:42:55.563 --> 01:43:08.267]  But anyway, you know, after the Second World War, there were a whole load of philosophers and psychologists who tried to figure out how on earth, you know, the Second World War happened and all those terrible things happened in Nazi Germany and so on.
[01:43:08.687 --> 01:43:23.851]  And they basically figured out that anybody, any human beings could do anything, given the right sort of culture surrounding them and supporting their idiocies and insanities, they would form a sort of group of insane people who would then run amok and insanely continue to do what they were doing, even if it was killing themselves.
[01:43:23.911 --> 01:43:34.373]  Yeah, that was the Milgram and Stanford experiments where they found, what was it, 90 plus percent of people who were nice, good folks with no criminal background, when ordered by an authority figure to murder, would do it.
[01:43:35.051 --> 01:43:37.172]  Yes, yes, that's right, all those electric shock people.
[01:43:37.272 --> 01:43:38.052]  I know, I know.
[01:43:38.092 --> 01:43:47.577]  Well, anyway, we kind of know all this, but the problem is, you know, we're in this awful position of knowing it all and watching it all collapse and not being able to do anything about it.
[01:43:47.897 --> 01:43:53.340]  Anyway, we are trying to do something about it, but the problem is within the current political system doesn't seem to be possible.
[01:43:54.040 --> 01:44:04.125]  Because they control the media, and they control, well, apart from you and a few people like that, you know, mostly, you know, you have these CNN type people who will just, they have, what do they call it now?
[01:44:04.165 --> 01:44:05.806]  They call the Science Media Center.
[01:44:05.826 --> 01:44:06.967]  I came across this recently.
[01:44:07.447 --> 01:44:09.048]  There's this woman called Fiona Fox.
[01:44:09.508 --> 01:44:26.619]  Who runs a thing called the Science Media Center, and basically what they do is they bully journalists into telling lies on the basis that they are the people who know about the science and people who are independent scientists like me just get told that they shouldn't talk to us, you know, that we're insane.
[01:44:27.039 --> 01:44:35.725]  So they have an actual media machine, which is like, if you like, the opposite of you, but they have a lot more money than you do, that's the problem.
[01:44:35.725 --> 01:44:45.710]  Well, look at how no newspapers in California would report the increased radiation levels until local journalists, just citizens, with a website and a YouTube account went out.
[01:44:46.090 --> 01:44:52.913]  Others joined them, found the same thing, and the health department had to go out and say, okay, it is five, ten times higher, but that's not a problem.
[01:44:53.234 --> 01:44:54.994]  And we're not going to look into why that's happening.
[01:44:55.315 --> 01:44:57.416]  I mean, that is the definition of insanity.
[01:44:57.736 --> 01:44:59.797]  In closing, Dr. Busby, looking at Japan,
[01:45:01.024 --> 01:45:06.665]  You know, we always remember the official story of the first month almost three years ago, but now it's admitted there was a cover-up.
[01:45:06.725 --> 01:45:11.447]  It's admitted that there's a cover-up of deaths and cancers and mutations in plants and animals.
[01:45:12.787 --> 01:45:15.968]  And now the mafia is running the clean-up and it's just sinking into the ocean.
[01:45:16.368 --> 01:45:21.449]  What is your gut that's going to... What does your gut tell you is going to happen as they try to clean up the site?
[01:45:22.890 --> 01:45:24.851]  I don't think they can clean up the site, Alex.
[01:45:25.311 --> 01:45:29.394]  I think that they're going to have to throw a fence around that and just watch it forever.
[01:45:29.414 --> 01:45:31.555]  I mean, I don't see what else they can do.
[01:45:32.676 --> 01:45:38.899]  I did think of the possibility of bombing it into the ocean, but frankly I think there's nothing much they can do now.
[01:45:38.920 --> 01:45:40.340]  The genie's out of the bottle, you know.
[01:45:41.121 --> 01:45:46.344]  The material in those reactors is now in the ground somewhere and there's no way that they can get at it.
[01:45:46.684 --> 01:45:56.396]  And the more water they pump in there and the continuous water that comes down into the groundwater there will just wash the uranium out into the sea and continue to pollute the Pacific Ocean more or less forever.
[01:45:56.416 --> 01:45:59.359]  What about building a giant seawall?
[01:45:59.840 --> 01:46:04.586]  They could pump the water out as they build dams and build... I mean, this is a big project.
[01:46:04.606 --> 01:46:06.248]  They should build like a Hoover Dam around it.
[01:46:07.122 --> 01:46:21.301]  Well, that's a possibility, but then they'd have to get under it, that's really the problem, because, you know, the hydraulic pressure from the water that went in there would just dilute the uranium and the other material, a lot of it's soluble, and then it would go underneath.
[01:46:22.022 --> 01:46:24.724]  You think it's more dangerous for them to have homeless people?
[01:46:24.764 --> 01:46:26.086]  I saw photos of these folks.
[01:46:26.266 --> 01:46:28.328]  Obvious, complete alcoholics.
[01:46:28.368 --> 01:46:35.274]  I'm not knocking them, but you know, homeless old men is who they have removing the rods and are using duct tape to try to seal leaks.
[01:46:35.734 --> 01:46:39.338]  I mean, is it more dangerous to have those rods touch?
[01:46:40.935 --> 01:46:42.316]  Well, if you touch the rods, you're dead.
[01:46:42.596 --> 01:46:44.157]  I mean, there's no two ways about it.
[01:46:44.217 --> 01:46:50.782]  I mean, the radiation fields one meter away from those fuel rods is lethal.
[01:46:51.382 --> 01:46:53.043]  I mean, that's what the Chernobyl people found.
[01:46:53.584 --> 01:46:56.005]  Those people will die if they get anywhere near those rods.
[01:46:56.786 --> 01:46:58.627]  There's no way that they can get near those rods.
[01:47:01.089 --> 01:47:02.350]  But what's the current plan right now?
[01:47:02.390 --> 01:47:05.112]  They've got armies of homeless people crawling around in there.
[01:47:05.132 --> 01:47:06.773]  That sounds like an insane idea.
[01:47:07.651 --> 01:47:11.772]  It's all an insane idea, but the problem is that what else is there?
[01:47:12.052 --> 01:47:13.492]  I don't know quite what else there is.
[01:47:13.532 --> 01:47:15.333]  I mean, I'm at a loss.
[01:47:15.393 --> 01:47:22.034]  I just throw up my hands and say, you know, all I can say is you shouldn't have done it in the first place, you know, and that's the problem with nuclear right from the very beginning.
[01:47:22.394 --> 01:47:28.375]  That although it might be a very low probability risk, it's an extremely high impact risk.
[01:47:28.695 --> 01:47:32.876]  And now we've got all these nuclear power stations all over the world, certainly an awful lot in America.
[01:47:33.416 --> 01:47:45.025]  Well, sure, and even Congress people, even Congressional hearings had meant that if we were to have an EMP or an electrical power grid go out, even for a few weeks they'd run out of diesel power.
[01:47:45.345 --> 01:47:48.067]  We'd have meltdowns, Chernobyl's all over the world.
[01:47:48.087 --> 01:47:49.588]  This is insane.
[01:47:49.989 --> 01:47:50.369]  That's right.
[01:47:50.389 --> 01:47:56.674]  Well, if you have a big electromagnetic pulse like the one that is possible, that one, then of course you knock out your generators as well.
[01:47:56.754 --> 01:47:58.215]  Then you really have got catastrophe.
[01:47:59.036 --> 01:48:07.381]  All right, well, LLRC.org, Dr. Busby, thank you so much for what you're doing for all of us and thank you for spending time with us today.
[01:48:08.142 --> 01:48:08.942]  Okay, you're welcome.
[01:48:09.022 --> 01:48:09.463]  See you soon.
[01:48:09.803 --> 01:48:10.823]  All right, folks, thank you.
[01:48:11.004 --> 01:48:14.886]  All we're trying to do here is to draw attention to what's going on.
[01:48:15.086 --> 01:48:16.927]  That's all I'm trying to do.
[01:48:16.947 --> 01:48:19.149]  I don't have all the answers here.
[01:48:19.489 --> 01:48:25.493]  When we send our reporters out there this week to go from Southern California through San Francisco all the way up to Seattle,
[01:48:26.630 --> 01:48:27.691]  We're going to do this a little bit different.
[01:48:27.711 --> 01:48:36.217]  We're going to start in San Francisco, go up to Seattle, fly back down and check far Southern California, from the border right up to Los Angeles.
[01:48:36.237 --> 01:48:39.900]  So they're going to be there a full week, four of my crew members.
[01:48:40.781 --> 01:48:42.843]  And we can only do all of this because of your support.
[01:48:43.203 --> 01:48:46.405]  When you buy the t-shirts, the books, the videos, the high quality
[01:48:47.968 --> 01:48:53.632]  Organic, shade-grown in volcanic soil, Wake Up America Coffee, my favorite type of coffee.
[01:48:53.692 --> 01:48:59.375]  So we've brought it to you right here, roasted it in Colorado, shipped out worldwide from Austin, Texas.
[01:48:59.415 --> 01:49:06.400]  The Wake Up America Coffee, the made in 1776.com brand of George Washington belt buckles and limited edition clothing.
[01:49:07.541 --> 01:49:12.444]  The ThyroSafe, we sell the government-recommended stuff as well, but you can't take that long-term.
[01:49:12.464 --> 01:49:14.486]  That's for in the middle of a major disaster.
[01:49:14.826 --> 01:49:22.412]  And of course, we have the survival shield from Infowarslife.com that is the proprietary nascent iodine.
[01:49:22.452 --> 01:49:24.113]  It's blue-purple when it's on paper.
[01:49:24.554 --> 01:49:25.555]  No other iodine does that.
[01:49:25.595 --> 01:49:28.857]  It's red or black because it's not really nascent iodine.
[01:49:28.937 --> 01:49:31.039]  It's bound iodine, oxidized iodine.
[01:49:31.419 --> 01:49:33.441]  This is real nascent iodine.
[01:49:33.901 --> 01:49:35.763]  National Academy of Science is certified.
[01:49:36.423 --> 01:49:37.344]  Whole nine yards.
[01:49:37.444 --> 01:49:39.226]  This is the only one that does it.
[01:49:39.826 --> 01:49:45.871]  I discovered this with doctors and scientists who had known about it for over a decade and said, my goodness, I want to bring this to the public.
[01:49:46.272 --> 01:49:52.878]  We do it with InfoWars Life Survival Shield, which is almost sold out, but we get more in the next week to two weeks.
[01:49:52.958 --> 01:49:55.019]  I'm told some shipped out today from
[01:49:56.098 --> 01:49:57.859]  The manufacturing laboratory.
[01:49:58.600 --> 01:50:06.086]  But the point is, Infowarslife.com, the fluoride shield is a two ounce bottle, not a one ounce bottle, and it's only $10 more.
[01:50:06.486 --> 01:50:14.772]  It has the nascent iodine and five other key compounds that pull out the fluoride and other toxic members of the halogen family and heavy metals, you name it.
[01:50:14.812 --> 01:50:20.717]  Go watch the informational videos and read about it at Infowarslife.com or call toll free 888-253-3139.
[01:50:24.850 --> 01:50:34.830]  I did deep research because of the increasing radiation levels and talked to all these medical doctors, nutritionists, scientists, you name it, and came upon you need to take non-iodine during emergencies.
[01:50:34.850 --> 01:50:35.591]  You take it all the time.
[01:50:36.502 --> 01:50:40.126]  And that the very best is what we got a hold of and have brought to you via Infowarslife.com.
[01:50:40.326 --> 01:50:43.329]  So this is what I take, it's what my wife takes, what my children takes.
[01:50:43.709 --> 01:50:49.795]  Consult your physician before you take it, but it's in a regular dose amount that's recommended there.
[01:50:50.216 --> 01:50:51.457]  Infowarslife.com or 888-253-3139.
[01:50:57.643 --> 01:51:00.548]  And you can also call that number if you want to write to us by mail.
[01:51:00.588 --> 01:51:03.192]  They can give you the PO Box number as well.
[01:51:03.672 --> 01:51:08.119]  But InfoWars Survival Shield and InfoWars Fluoride Shield at InfoWarsLive.com.
[01:51:10.140 --> 01:51:11.001]  The facts are in.
[01:51:11.181 --> 01:51:12.322]  The studies are legion.
[01:51:12.582 --> 01:51:19.948]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[01:51:20.089 --> 01:51:23.571]  So why are the social engineers adding it to the water?
[01:51:23.932 --> 01:51:24.332]  Simple.
[01:51:24.492 --> 01:51:28.816]  Dumb down the host population that the parasitic technocracy is feeding on.
[01:51:29.196 --> 01:51:34.662]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[01:51:34.922 --> 01:51:40.307]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield Formulation.
[01:51:40.467 --> 01:51:50.978]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:51:51.258 --> 01:51:53.080]  Let's take a stand against the globalists.
[01:51:53.200 --> 01:51:53.621]  We're good.
[01:52:10.430 --> 01:52:13.934]  For over five years, you've been hearing about the Berkey guy.
[01:52:14.234 --> 01:52:16.057]  So you may know a few things about him.
[01:52:16.337 --> 01:52:22.604]  For example, you are well aware of the superior quality and effectiveness of Berkey water filters and accessories.
[01:52:23.024 --> 01:52:28.290]  But did you know the Berkeys have had independent lab tests done to prove just how effective they are?
[01:52:28.631 --> 01:52:31.174]  It's true, and he can email you the test results.
[01:52:31.494 --> 01:52:33.396]  Just visit GoBerky.com.
[01:52:33.656 --> 01:52:38.540]  You may also know that the Berky Guy has helped tens of thousands of people get better prepared.
[01:52:38.780 --> 01:52:40.342]  Now here's something you may not know.
[01:52:40.682 --> 01:52:47.648]  GoBerky.com has amazing specials and deals all the time on a wide variety of survival and preparedness products.
[01:52:47.688 --> 01:52:48.128]  I think so.
[01:53:09.915 --> 01:53:14.596]  The challenge, creating delicious GMO-free foods with a 25-year shelf life.
[01:53:15.197 --> 01:53:19.418]  The solution, Numena Foods, a pioneer in healthy, storable foods.
[01:53:19.778 --> 01:53:27.000]  Our meals are GMO and gluten-free, contain no MSG, aspartame, or high-fructose corn syrup, and we never use chemicals or preservatives.
[01:53:27.380 --> 01:53:29.541]  Just good, healthy food at great prices.
[01:53:29.801 --> 01:53:33.862]  Call us today at 888-597-0775 or visit GMOFreeFoodStorage.com.
[01:53:33.882 --> 01:53:36.443]  That's GMOFreeFoodStorage.com.
[01:53:39.705 --> 01:53:43.147]  Do you need push-button heat with no batteries, no microwave, and no cords?
[01:53:43.467 --> 01:53:44.668]  Introducing Hot Shots!
[01:53:44.988 --> 01:53:48.770]  A must-have heat source for any cold weather activity, aches and pains, and more.
[01:53:49.070 --> 01:53:53.673]  Hot Shots reusable heat packs come in many sizes and provide hours of soothing heat.
[01:53:53.893 --> 01:53:54.933]  Yes, reusable!
[01:53:55.154 --> 01:53:56.334]  With a lifetime warranty.
[01:53:56.514 --> 01:53:57.675]  Don't be left out in the cold.
[01:53:57.915 --> 01:54:02.458]  Call 916-214-6943 or visit ReusableHeat.com.
[01:54:02.738 --> 01:54:03.278]  Hot Shots.
[01:54:03.538 --> 01:54:06.360]  Instant, portable, reusable heat anytime, anywhere.
[01:54:06.620 --> 01:54:07.981]  That's ReusableHeat.com.
[01:54:10.950 --> 01:54:16.077]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[01:54:16.758 --> 01:54:18.981]  Because there's a war on for your mind.
[01:54:24.397 --> 01:54:32.660]  To take a closer look at global governance that's just galloping ahead while the general public's distracted with the latest pop culture garbage.
[01:54:33.481 --> 01:54:39.103]  The editor of the New American Magazine, William F. Jasper, is going to join us for about 40 minutes in the next hour.
[01:54:39.123 --> 01:54:41.284]  Then I'll continue with news towards the end.
[01:54:41.344 --> 01:54:43.865]  But here's some of the other news that we have.
[01:54:43.905 --> 01:54:47.346]  This just broke at Infowars.com.
[01:54:48.187 --> 01:54:49.587]  Kit Daniels did this story.
[01:54:49.988 --> 01:54:50.448]  Report!
[01:54:50.548 --> 01:54:52.989]  Teacher tells student Jesus is not allowed in the school.
[01:54:53.860 --> 01:54:56.242]  You can't have a cross, you can't talk about Jesus.
[01:54:56.322 --> 01:54:58.124]  Now folks, that violates your First Amendment.
[01:54:58.764 --> 01:55:02.247]  The school, if it's public, cannot have an official religion.
[01:55:04.509 --> 01:55:05.570]  That's the First Amendment.
[01:55:06.911 --> 01:55:09.893]  It's the right of religion, and that the government has no jurisdiction.
[01:55:09.913 --> 01:55:11.935]  But this is what they're doing by design.
[01:55:12.215 --> 01:55:13.897]  It's not an ignorant teacher doing this.
[01:55:14.617 --> 01:55:15.998]  This is authoritarianism.
[01:55:17.440 --> 01:55:18.360]  Teacher trashes
[01:55:19.494 --> 01:55:24.697]  A message his first grader brought to class referring to Christ as non-profit group.
[01:55:26.018 --> 01:55:37.585]  A school teacher told a first grader that Jesus is not allowed in the school while tearing off messages reciting a religious legend that the student attached to candy canes he brought for his class as non-profit group reports.
[01:55:39.967 --> 01:55:41.128]  And this is just standard, folks.
[01:55:41.148 --> 01:55:43.489]  They throw Bibles in the trash can if you bring them to many schools.
[01:55:43.990 --> 01:55:45.851]  And again, the child could bring anything they wanted.
[01:55:45.911 --> 01:55:46.931]  Pokemon cards,
[01:55:48.323 --> 01:55:49.544]  Uh, Satanism stuff.
[01:55:49.664 --> 01:55:51.944]  Uh, here's, uh... Of course, that'd be fine, of course.
[01:55:51.964 --> 01:55:53.425]  You know, all the Harry Potter stuff and all that.
[01:55:53.465 --> 01:55:54.065]  That's religious.
[01:55:54.726 --> 01:56:00.288]  New York City Group applies to build Satan statue at Oklahoma State Capitol.
[01:56:01.028 --> 01:56:07.430]  And it has two children lovingly... Lovingly, uh, standing beside bath-o-mat.
[01:56:10.031 --> 01:56:12.012]  So, uh, there you go, in that stunt.
[01:56:12.032 --> 01:56:15.373]  I guess he wants to rape them or kill them, because that's what Satan does.
[01:56:15.393 --> 01:56:16.534]  It's all about his own personal...
[01:56:17.591 --> 01:56:19.872]  Power and doing whatever old Satan wants.
[01:56:20.512 --> 01:56:24.933]  Whether you believe in Satan or not, the globalists have basically manifested this thing themselves.
[01:56:25.373 --> 01:56:40.837]  Again, there is a lot of heat getting generated in all 50 states by illegal checkpoints on the highway where the police directs you into an area with flashing lights and cones and then intimidate you into giving blood, saliva, tissue.
[01:56:42.358 --> 01:56:44.859]  Looks like Barack Obama is there lovingly by his father.
[01:56:44.879 --> 01:56:46.159]  That little kid looks like Barack Obama.
[01:56:47.045 --> 01:56:49.729]  I think they should put that at the White House and be more accurate about what they really do.
[01:56:49.749 --> 01:56:51.692]  They should put that out in front of all the Planned Parenthoods.
[01:56:52.553 --> 01:56:53.595]  And say, come on in!
[01:56:54.476 --> 01:56:55.557]  Kill a baby for me!
[01:56:57.401 --> 01:57:01.002]  First, those women don't... I mean, I guess Satan give them power for doing that?
[01:57:01.042 --> 01:57:07.103]  Continuing here, California legislators introduced a bill to banish the NSA.
[01:57:08.003 --> 01:57:09.143]  That's all just on the surface.
[01:57:09.163 --> 01:57:10.984]  They're involved in every criminal activity you can imagine.
[01:57:11.364 --> 01:57:13.884]  And then how the NSA almost killed the Internet, Wired Magazine.
[01:57:14.304 --> 01:57:19.025]  I told you that in the last 20 years they paid off telecoms to put in NSA hubs.
[01:57:20.266 --> 01:57:21.706]  And the telecoms get paid to do that.
[01:57:21.886 --> 01:57:23.786]  And Microsoft and Google and all the rest of them.
[01:57:24.747 --> 01:57:25.627]  Amazon's involved.
[01:57:25.667 --> 01:57:26.247]  That's all come out.
[01:57:26.977 --> 01:57:30.799]  But then there was an attempted takeover in cyber security of even their systems.
[01:57:31.299 --> 01:57:36.703]  And so you had a, it's kind of like the CIA and NSA fight, or the Pentagon and the CIA fight over turf.
[01:57:37.063 --> 01:57:44.507]  Well, the private corporate folks who helped engineer all this, they had a fight with the government over who runs all this, and they won.
[01:57:44.987 --> 01:57:50.811]  And the media billed them with a big inside story about how, ooh, cyber security didn't get passed.
[01:57:52.151 --> 01:57:56.154]  Google, Facebook, Microsoft, and other tech titans had to fight
[01:57:57.130 --> 01:57:59.071]  For their lives against their own government.
[01:57:59.151 --> 01:57:59.911]  Their own government.
[01:57:59.931 --> 01:58:00.491]  It is their government.
[01:58:00.531 --> 01:58:01.091]  They created it.
[01:58:01.111 --> 01:58:01.731]  The criminal government.
[01:58:02.112 --> 01:58:06.333]  An exclusive look inside their year from hell and why the internet will never be the same.
[01:58:06.873 --> 01:58:09.874]  And they say, yeah, they didn't get fully taken over, but they kind of did.
[01:58:09.894 --> 01:58:12.195]  That's right.
[01:58:12.735 --> 01:58:13.955]  Isn't that just sweet?
[01:58:14.736 --> 01:58:17.156]  And the trendies are telling you the government's the threat.
[01:58:17.677 --> 01:58:20.838]  Folks, these big corporations are the government.
[01:58:21.698 --> 01:58:24.739]  So, again, that's how they spin this whole thing.
[01:58:25.862 --> 01:58:27.903]  So, that's the news behind the news.
[01:58:27.963 --> 01:58:31.305]  The rest of the story as they say.
[01:58:31.925 --> 01:58:34.707]  We've got a bunch of Obamacare news coming up.
[01:58:35.227 --> 01:58:38.889]  Also, what smartphones do inside your bedroom, Bloomberg's reporting on.
[01:58:39.569 --> 01:58:41.530]  And EPA's coming to ban your fireplace.
[01:58:42.011 --> 01:58:42.971]  So, get ready!
[01:58:43.371 --> 01:58:45.493]  The third hour is coming up!
[01:58:45.953 --> 01:58:47.394]  InfoWars.com!
[01:58:52.515 --> 01:58:56.738]  This is GCN, the Genesis Communications Radio Network.
[01:58:59.940 --> 01:59:02.682]  Alex Jones here with a message to fellow freedom lovers.
[01:59:02.942 --> 01:59:07.785]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:59:07.965 --> 01:59:15.130]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:59:15.270 --> 01:59:20.677]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:59:20.897 --> 01:59:24.501]  These are items that I did research on, that I personally use.
[01:59:24.942 --> 01:59:29.447]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:59:29.668 --> 01:59:34.874]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:59:35.094 --> 01:59:38.195]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:59:38.335 --> 01:59:40.595]  When Disaster Strikes by Matthew Stein.
[01:59:40.855 --> 01:59:45.436]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:59:45.596 --> 01:59:48.057]  Hand crank shortwave AM FM radios.
[01:59:48.497 --> 01:59:55.538]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[01:59:55.698 --> 01:59:56.738]  We're getting prepared.
[01:59:56.978 --> 01:59:57.399]  Are you?
