[00:00:00.069 --> 00:00:00.509]  3-9.
[01:44:46.448 --> 01:44:47.509]  Oh, please don't vote.
[01:44:47.689 --> 01:44:49.089]  Don't you love me, your Queen?
[01:44:52.111 --> 01:44:53.151]  How sickening.
[01:44:57.642 --> 01:44:58.543]  I mean, what a joke!
[01:44:58.663 --> 01:45:05.969]  A woman in a ceremonial headdress, a tribal headdress, that we're supposed to fall down and worship.
[01:45:06.310 --> 01:45:07.291]  I'm about to puke.
[01:45:08.581 --> 01:45:11.603]  And look, I didn't mean to come here today and just wax philosophical.
[01:45:11.683 --> 01:45:14.744]  I do this sometimes and I apologize for some that might not like it.
[01:45:14.784 --> 01:45:17.606]  I'm just keeping it real and this is what I felt like talking about here.
[01:45:18.246 --> 01:45:22.369]  All of this got triggered by realizing our government publicly runs Al-Qaeda.
[01:45:22.629 --> 01:45:23.669]  It's come out they run them.
[01:45:24.090 --> 01:45:25.731]  They've changed the name to confuse the public.
[01:45:26.011 --> 01:45:27.372]  No one's getting in trouble for it.
[01:45:28.272 --> 01:45:29.753]  At least people morally are upset.
[01:45:29.833 --> 01:45:30.533]  That's something.
[01:45:30.934 --> 01:45:32.935]  That means we're going in the right direction at some level.
[01:45:33.868 --> 01:45:40.009]  There's hordes of black youth running around beating and killing white people all over the country for fun.
[01:45:40.269 --> 01:45:41.550]  The media is trying to cover it up.
[01:45:42.370 --> 01:45:44.570]  I'm not angry at a tribal level.
[01:45:45.691 --> 01:45:56.633]  I am disgusted at the ignorance, and I realize what a time bomb this nation is under the hundred million people on welfare, and just how such a great people have been laid so low.
[01:45:56.673 --> 01:46:00.014]  I mean, you look at photographs and videos of black people 60, 70 years ago.
[01:46:01.963 --> 01:46:08.848]  And they all got fire in their eyes, they're wearing suits and ties, and they might have been dirt poor, but let me tell you, they had their respect and their dignity.
[01:46:09.108 --> 01:46:13.431]  And you look at black folks now that are doing this, they have absolutely had their souls sucked out.
[01:46:13.671 --> 01:46:16.693]  And you go to a Walmart, and the white people look just like them as well.
[01:46:18.574 --> 01:46:24.719]  Except that the black folks now think it's okay to attack white people because they're all bad and they're racist and, you know, we're getting back at them.
[01:46:25.683 --> 01:46:29.946]  So it's like another notch downward in the destruction of humanity.
[01:46:31.126 --> 01:46:36.770]  And again, the mind control that they're putting poison in all our water supplies.
[01:46:36.790 --> 01:46:37.690]  We're eating GMO.
[01:46:37.930 --> 01:46:38.931]  They're chemtrailing us.
[01:46:39.411 --> 01:46:41.292]  Who knows what the globalists are really up to?
[01:46:41.333 --> 01:46:43.354]  What we know is off the chart bad.
[01:46:43.574 --> 01:46:46.816]  We have so many opportunities and such a great future we could be enjoying.
[01:46:48.817 --> 01:46:51.739]  And MSNBC and the White House are promoting a climate
[01:46:52.759 --> 01:47:02.081]  Where black youth go out at night to fairs, or squares, or targets, or wherever, and want to beat up some stupid Walmart Martians.
[01:47:05.502 --> 01:47:13.203]  And you watch these videos, folks will walk up and punch some white person, and the white person just goes, and then just falls over, and ugh.
[01:47:13.223 --> 01:47:14.244]  I mean, they're dead!
[01:47:16.991 --> 01:47:17.912]  They're not even alive!
[01:47:17.952 --> 01:47:27.841]  These people that watch television all day, then they go to Target, or they go to Walmart, or they go to Kroger, and they just shuffle around, and so there's no fight in them!
[01:47:29.122 --> 01:47:33.106]  I mean, quite frankly, I'm not looking for a fight, but somebody walks up and punches me in the face.
[01:47:33.927 --> 01:47:35.448]  I mean, you know, you just flipped a switch.
[01:47:35.588 --> 01:47:37.430]  I am going to, quite frankly, enjoy this.
[01:47:38.611 --> 01:47:40.773]  And it's not that I enjoy beating someone.
[01:47:41.334 --> 01:47:42.375]  I like the challenge.
[01:47:43.655 --> 01:47:44.375]  It flips a switch.
[01:47:44.435 --> 01:47:45.316]  I feel really alive.
[01:47:45.376 --> 01:47:48.197]  You just came up and kicked a bear in the butt.
[01:47:50.738 --> 01:47:51.818]  And, you know what?
[01:47:51.878 --> 01:47:55.380]  You just better be ready to write, you know, you wrote the check.
[01:47:55.400 --> 01:47:56.220]  Are you ready to cash it?
[01:47:57.321 --> 01:48:01.222]  And I see now that the average person just wants to roll over and die.
[01:48:01.963 --> 01:48:06.224]  The average person just doesn't want to exist because they've been brought up from birth in front of the television.
[01:48:06.265 --> 01:48:06.965]  They don't exist.
[01:48:07.125 --> 01:48:07.885]  They're not people.
[01:48:08.846 --> 01:48:11.807]  The globalists have turned them into zombies
[01:48:14.790 --> 01:48:18.233]  Who just have been deprogrammed to not even have any basic programming.
[01:48:21.055 --> 01:48:21.696]  Well, here's the deal.
[01:48:22.396 --> 01:48:23.938]  Me and mine don't want to die.
[01:48:24.178 --> 01:48:25.759]  I don't want to be shoveled into my grave.
[01:48:26.540 --> 01:48:27.541]  I got things to do.
[01:48:28.762 --> 01:48:35.127]  And so as soon as America finds its fighting spirit again, and some dignity and not be pushed around by the system.
[01:48:38.846 --> 01:48:40.907]  Some dignity to not be slaves.
[01:48:41.167 --> 01:48:41.967]  We're all slaves.
[01:48:42.168 --> 01:48:43.348]  We're all nailed to the wall.
[01:48:43.628 --> 01:48:44.509]  It's over for everybody.
[01:48:44.789 --> 01:48:47.550]  I'm going to go to Greg, Peter, Mike, Lance, Tom, and others.
[01:48:47.590 --> 01:48:48.691]  I know I'm preaching today.
[01:48:48.711 --> 01:48:51.492]  And I appreciate folks bearing with me.
[01:48:51.512 --> 01:48:54.993]  I always wonder why preachers always said, please bear with me.
[01:48:55.013 --> 01:48:55.594]  I'm sorry.
[01:48:55.614 --> 01:48:56.074]  I'm sorry.
[01:48:56.354 --> 01:49:01.997]  Even though people want to hear more, it's because it is kind of embarrassing to be up here pontificating hour after hour.
[01:49:02.217 --> 01:49:06.779]  But I'm just here bearing testimony to what's written on my heart and trying to be truthful with people here.
[01:49:09.178 --> 01:49:11.919]  Maybe I should just be truthful all the way and really tell people what I think.
[01:49:12.279 --> 01:49:13.819]  Really tell people what's going on in the world.
[01:49:19.240 --> 01:49:21.141]  I have told you what I think, but I can go further.
[01:49:22.981 --> 01:49:24.222]  The universe is so wild.
[01:49:24.242 --> 01:49:25.482]  We're gonna go to break, come back with Greg.
[01:49:26.862 --> 01:49:27.422]  Everybody else.
[01:49:27.782 --> 01:49:28.843]  I haven't plugged anything yet.
[01:49:29.123 --> 01:49:30.183]  We got incredible products.
[01:49:30.223 --> 01:49:34.464]  I mean, the Nacin Iodine X2, the Super Mel Vitality,
[01:49:36.187 --> 01:49:41.933]  All of it is the cutting edge, very best hardcore, concentrated organic supplements we can bring you.
[01:49:42.454 --> 01:49:44.856]  Nobody's got iodine from the crystal deep earth sources.
[01:49:45.257 --> 01:49:46.538]  Nobody's got X2.
[01:49:47.299 --> 01:49:50.202]  Nobody's got super male vitality and super female vitality.
[01:49:50.723 --> 01:49:52.745]  The oxy powder is Dr. Gribb's development.
[01:49:52.945 --> 01:49:54.467]  Unbelievable how it cleans out your guts.
[01:49:57.048 --> 01:50:02.511]  It's all at the very lowest prices at InfoWarsStore.com or InfoWarsLife.com.
[01:50:02.791 --> 01:50:04.572]  We still have a special running for limited times.
[01:50:04.612 --> 01:50:06.172]  It's about to sell out.
[01:50:06.513 --> 01:50:07.993]  25% off the Fluoride Shield.
[01:50:08.333 --> 01:50:10.755]  It's a chelating, detoxifying agent.
[01:50:11.475 --> 01:50:12.796]  It's got six ingredients in it.
[01:50:13.396 --> 01:50:16.617]  It's also got the niacin iodine, but it just does amazing things.
[01:50:16.658 --> 01:50:18.538]  But be ready to detox.
[01:50:18.739 --> 01:50:20.439]  25% off that while supplies last.
[01:50:22.020 --> 01:50:25.183]  But again, once it's sold out, we're going to go back to the regular price.
[01:50:25.223 --> 01:50:26.644]  It's about to sell out very, very soon.
[01:50:26.664 --> 01:50:29.146]  I'm told there's only about 1,000 bottles left of that right now.
[01:50:29.666 --> 01:50:32.748]  So 25% off on the fluoride shield.
[01:50:33.409 --> 01:50:35.070]  And it doesn't just take out fluoride.
[01:50:35.390 --> 01:50:38.093]  It binds to basically all the different heavy metals, you name it.
[01:50:38.393 --> 01:50:39.774]  Infowarslife.com.
[01:50:39.794 --> 01:50:41.295]  I want to thank you all for your support.
[01:50:41.315 --> 01:50:42.536]  We couldn't do any of this without you.
[01:50:42.556 --> 01:50:42.836]  888-253-3139.
[01:50:42.856 --> 01:50:42.896]  888-253-3139.
[01:50:50.482 --> 01:50:57.567]  And it has just made me have so much more energy, better workouts, weight loss, you name it, and I lead a very stressful life.
[01:50:57.607 --> 01:50:58.988]  Anybody can see I've lost a lot of weight.
[01:50:59.548 --> 01:51:02.551]  I mean, my gosh, I gotta take some photos of my shirt off, like Steiner's done.
[01:51:02.571 --> 01:51:03.551]  I mean, it's incredible.
[01:51:03.571 --> 01:51:06.053]  I mean, I've got a tiny potbelly now.
[01:51:06.533 --> 01:51:09.916]  It's one-tenth of what it used to be right now.
[01:51:10.632 --> 01:51:13.536]  This hour brought to you by InfidelBodyArmor.com.
[01:51:13.596 --> 01:51:17.341]  When it hits the fan, don't be left without the body armor that will save your life.
[01:51:17.381 --> 01:51:20.906]  With prices starting at just $374.99 and ships free.
[01:51:21.126 --> 01:51:23.469]  Get yours at InfidelBodyArmor.com.
[01:51:23.589 --> 01:51:24.751]  Just won't quit.
[01:51:25.572 --> 01:51:33.376]  Virtually anyone can hack your cell phone and track your calls, your texts, your emails, your every movement, but only if they can detect a signal.
[01:51:33.696 --> 01:51:37.338]  Stay one step ahead of hackers and Big Brother with a BlockIt Pocket.
[01:51:37.638 --> 01:51:42.940]  A custom-made pocket infused with pure silver that creates a complete Faraday enclosure for your cell phone.
[01:51:43.181 --> 01:51:46.902]  For free shipping to the lower 48, visit BlockItPocket.com or call 888-315-9618.
[01:51:46.982 --> 01:51:47.523]  BlockItPocket.com.
[01:51:47.563 --> 01:51:48.483]  Enhancing health and privacy.
[01:51:55.083 --> 01:51:57.124]  Hi, Ted Anderson with Midas Resources.
[01:51:57.384 --> 01:52:01.906]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[01:52:02.086 --> 01:52:03.646]  Get our 10 Reasons book free.
[01:52:03.846 --> 01:52:04.066]  Call 800-686-2237.
[01:52:04.086 --> 01:52:04.307]  That's 800-686-2237.
[01:52:04.327 --> 01:52:06.908]  In the U.S., one in every 50 homes will have a break-in this year.
[01:52:19.170 --> 01:52:20.891]  Burglars call it smash and grab.
[01:52:21.251 --> 01:52:22.531]  Police call it robbery.
[01:52:23.431 --> 01:52:24.832]  We call it avoidable.
[01:52:25.352 --> 01:52:30.973]  We are Fake TV, a simple electronic device that can fool even professional burglars.
[01:52:31.373 --> 01:52:36.295]  Fake TV easily plugs into any outlet and simulates the changing colors of a television.
[01:52:36.795 --> 01:52:42.817]  To a burglar, it looks like someone must be home watching TV, so they'll likely move on to an easier target.
[01:52:44.017 --> 01:52:50.721]  At only $29.95, Fake TV costs less than a month of most alarm monitoring plans and comes with free shipping.
[01:52:51.061 --> 01:52:55.083]  Order your Fake TV by calling 877-5-FAKE-TV or go to Faketv.com.
[01:52:55.143 --> 01:52:56.324]  That's 877-532-5388 or Faketv.com.
[01:52:56.384 --> 01:52:58.465]  Fake TV, the burglar deterrent.
[01:53:09.619 --> 01:53:13.281]  Clean water at home, clean water at the office, clean water on the go.
[01:53:13.541 --> 01:53:19.444]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[01:53:19.784 --> 01:53:22.605]  Thousands of satisfied customers can't be wrong.
[01:53:22.945 --> 01:53:25.867]  For free shipping within the US, go to GoBerkey.com or call 877-886-3653.
[01:53:25.887 --> 01:53:26.427]  That's 877-886-3653.
[01:53:26.447 --> 01:53:27.628]  Helping thousands prepare since 2005.
[01:53:27.688 --> 01:53:28.348]  GoBerkey.com.
[01:53:39.653 --> 01:53:40.433]  This is Dan Pilla.
[01:53:40.453 --> 01:53:41.953]  Do you have the IRS money you can't pay?
[01:53:42.273 --> 01:53:43.554]  Are tax debts crippling you?
[01:53:43.914 --> 01:53:46.234]  I've defended people from the IRS for over 30 years.
[01:53:46.734 --> 01:53:48.595]  I've helped thousands and I can help you too.
[01:53:49.035 --> 01:53:53.075]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[01:53:53.535 --> 01:53:57.236]  Call 800-34-NO-TAX to finally get free of IRS debt.
[01:53:57.476 --> 01:54:00.917]  With the IRS's new programs, there's never been a better time to solve your problem.
[01:54:01.257 --> 01:54:01.657]  Call 800-34-NO-TAX.
[01:54:01.677 --> 01:54:02.997]  That's 800-34-NO-TAX or my website, danpilla.com.
[01:54:21.201 --> 01:54:24.462]  There's a man going around taking names.
[01:54:25.963 --> 01:54:29.204]  And he decides who to free and who to blame.
[01:54:31.565 --> 01:54:34.366]  Everybody won't be treated all the same.
[01:54:34.646 --> 01:54:36.187]  My dad's been texting me.
[01:54:36.267 --> 01:54:39.188]  He says, too much male vitality.
[01:54:41.829 --> 01:54:45.111]  Gregson, James Gregson was the name of the psychiatrist.
[01:54:45.591 --> 01:54:45.951]  Stop.
[01:54:47.603 --> 01:54:48.163]  That's funny.
[01:54:48.203 --> 01:54:50.644]  See, my dad's like texting me, don't tell those stories!
[01:54:50.704 --> 01:54:51.725]  Stop it right now!
[01:54:52.305 --> 01:54:53.225]  What are you doing?
[01:54:54.746 --> 01:54:59.727]  Well, I mean, I went to them and they said, this is another quote.
[01:55:01.128 --> 01:55:06.310]  After they psychologically assessed me, because I'd literally beat up like 15 senior football players.
[01:55:07.710 --> 01:55:10.932]  But it's easy when you've got like four or five guys trying to attack you at once.
[01:55:10.952 --> 01:55:14.413]  I mean, you biologically shift into a gear to really be able to stomp.
[01:55:15.916 --> 01:55:20.682]  And the guy, I'm not going to say what he said, because now that I'm telling the true story, it's too obnoxious.
[01:55:21.263 --> 01:55:22.024]  It's too ridiculous.
[01:55:22.385 --> 01:55:24.848]  Alright, I'll go ahead and tell people, and I'm done talking about myself.
[01:55:25.208 --> 01:55:26.009]  But it's a true story.
[01:55:26.410 --> 01:55:31.897]  And I guess he was right, because look how successful we've been in the fight against tyranny, and promoting anti-communism, and you name it.
[01:55:32.901 --> 01:55:38.744]  He said in the assessment, he said, your son is immature, but what do you expect for a 14, 15 year old?
[01:55:40.065 --> 01:55:41.025]  I think I was 15, I was 14.
[01:55:41.645 --> 01:55:47.949]  But he said if he makes it, and if you keep him out of trouble, I think he'll end up being like John Wayne.
[01:55:49.009 --> 01:55:50.290]  That's a pretty smart psychiatrist.
[01:55:51.110 --> 01:55:52.471]  I'm not lacking myself to John Wayne.
[01:55:52.511 --> 01:55:56.673]  He said I would end up being like John Wayne, because he was reading all the police reports and the rest of it.
[01:55:57.513 --> 01:56:00.095]  And that's why I shouldn't get into these stories, it sounds ridiculous.
[01:56:01.235 --> 01:56:02.276]  And then all these years later,
[01:56:03.689 --> 01:56:05.330]  I just want my son to grow up in a free country.
[01:56:06.491 --> 01:56:07.191]  That's all I want.
[01:56:08.832 --> 01:56:11.613]  And again, I shouldn't tell these stories on air because they just sound ridiculous.
[01:56:12.234 --> 01:56:16.296]  But I did, and I got into my views on spiritual issues and a lot more.
[01:56:16.316 --> 01:56:20.639]  We've got so many other things to deal with here, ladies and gentlemen.
[01:56:21.259 --> 01:56:25.141]  Let's go ahead and go to Greg in Mississippi, here on the air.
[01:56:25.181 --> 01:56:25.481]  Welcome.
[01:56:26.142 --> 01:56:27.242]  Hey, buddy.
[01:56:28.143 --> 01:56:28.403]  Hey.
[01:56:29.219 --> 01:56:39.188]  Uh, one thing I wanted to say was, um, I appreciate the fact listening to somebody like you that loves God and hates religion and just tells it like it is.
[01:56:39.788 --> 01:56:45.773]  And the other thing I wanted to ask you about, and I'll listen offline for the answer, is the new central virus that's going around.
[01:56:46.154 --> 01:56:46.414]  Yes.
[01:56:46.554 --> 01:56:52.759]  My wife made the point that all kids just got their school vaccination and it's only affecting the children.
[01:56:52.819 --> 01:56:53.600]  So I was wondering,
[01:56:54.375 --> 01:56:55.336]  If that could be related.
[01:56:55.676 --> 01:56:56.336]  And I'll listen out there.
[01:56:56.376 --> 01:56:56.777]  Thank you, sir.
[01:56:56.937 --> 01:56:57.597]  Well, God bless you.
[01:56:57.617 --> 01:56:58.518]  Thanks for putting up with me.
[01:56:59.358 --> 01:57:01.740]  It's very humbling to have men calling in and asking me questions.
[01:57:02.240 --> 01:57:03.721]  I think you answered the question yourself.
[01:57:03.781 --> 01:57:04.362]  Is it related?
[01:57:04.682 --> 01:57:05.322]  Could it be related?
[01:57:05.362 --> 01:57:05.743]  Of course.
[01:57:06.303 --> 01:57:14.749]  We know that a lot of outbreaks of, like, measles, mumps, and rubella and whooping cough in California the last few years was from vaccinated kids.
[01:57:16.690 --> 01:57:18.331]  And it was actually causing them to get sick.
[01:57:18.351 --> 01:57:20.313]  We know a lot of kids get paralyzed after the
[01:57:22.694 --> 01:57:23.635]  The polio vaccine.
[01:57:24.635 --> 01:57:25.675]  I just read the news.
[01:57:25.696 --> 01:57:26.316]  I mean, it's there.
[01:57:26.336 --> 01:57:29.437]  But then they'll get on the news and say, safe and effective, no problems.
[01:57:29.657 --> 01:57:34.500]  The insert says it can give you Guillain-Barré to the point of you quit breathing.
[01:57:35.140 --> 01:57:36.581]  What do you think Guillain-Barré is?
[01:57:36.701 --> 01:57:40.643]  It's the nerves basically shut off, just like polio.
[01:57:41.863 --> 01:57:46.025]  And you can get it from the MMR, from the flu shot, from the tetanus shot.
[01:57:46.645 --> 01:57:49.547]  Almost everyone I know has been deathly ill from a vaccine.
[01:57:50.127 --> 01:57:51.728]  A flu shot almost killed my mother.
[01:57:52.605 --> 01:57:56.546]  When she was, like, 20 years ago on the triathlete team.
[01:57:56.606 --> 01:57:59.907]  I guess the UT triathlete senior, whatever you call it, team.
[01:58:00.807 --> 01:58:01.227]  Masters.
[01:58:02.467 --> 01:58:03.768]  And they told them, take the flu shot.
[01:58:03.788 --> 01:58:05.388]  So she went and got the flu shot and almost killed her.
[01:58:08.489 --> 01:58:10.789]  I mean, that's what's going on here, ladies and gentlemen.
[01:58:11.350 --> 01:58:12.810]  So, sir, you answered your own question.
[01:58:12.850 --> 01:58:13.390]  God bless you.
[01:58:14.270 --> 01:58:15.310]  I got a guest coming up.
[01:58:15.551 --> 01:58:16.111]  Lou Rockwell.
[01:58:16.131 --> 01:58:16.951]  I got all these callers.
[01:58:17.011 --> 01:58:17.631]  I'm really bad.
[01:58:18.151 --> 01:58:21.132]  Mike, Louisiana, let's get your question started and we'll come back to you in the next segment.
[01:58:21.152 --> 01:58:21.412]  Go ahead.
[01:58:22.569 --> 01:58:22.889]  Yeah.
[01:58:23.790 --> 01:58:25.632]  Remind me never get you mad.
[01:58:26.692 --> 01:58:27.793]  I shouldn't have told the story.
[01:58:28.034 --> 01:58:29.595]  In fact, just so... I made it all up.
[01:58:29.895 --> 01:58:30.576]  It's embarrassing.
[01:58:30.616 --> 01:58:31.136]  It's not true.
[01:58:31.597 --> 01:58:32.878]  Of course, that's actually a lie.
[01:58:32.958 --> 01:58:34.539]  But I don't know why I told the story.
[01:58:34.759 --> 01:58:35.440]  It sounds terrible.
[01:58:35.460 --> 01:58:36.180]  It sounds ridiculous.
[01:58:37.001 --> 01:58:38.782]  But I share all my other goofy stories.
[01:58:39.323 --> 01:58:40.023]  So it's okay.
[01:58:40.043 --> 01:58:41.004]  It's not like I was bragging.
[01:58:41.385 --> 01:58:46.849]  I've told all the silly stories about me walking around the office one time with a roll of toilet paper hanging out five feet.
[01:58:47.269 --> 01:58:48.851]  So I think that evens it out.
[01:58:49.351 --> 01:58:49.631]  Stay there.
[01:58:49.671 --> 01:58:50.332]  I'm gonna come back to you.
[01:58:53.067 --> 01:59:00.874]  This is GCN, the Genesis Communications Radio Network.
[01:59:00.894 --> 01:59:06.799]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[01:59:07.000 --> 01:59:11.183]  Most people know that iodine deficiency has been a crisis around the world.
[01:59:11.564 --> 01:59:16.128]  Iodine is key to so many of the body's functions, especially the thyroid.
[01:59:16.528 --> 01:59:19.150]  I discovered a product being developed by Dr. Group.
[01:59:19.450 --> 01:59:24.632]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[01:59:24.913 --> 01:59:31.776]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[01:59:32.297 --> 01:59:36.039]  And the results that I personally have had have been life-changing.
[01:59:36.419 --> 01:59:41.201]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[01:59:41.541 --> 01:59:42.382]  This is innovating.
[01:59:42.662 --> 01:59:49.965]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[01:59:50.145 --> 01:59:54.227]  For a limited time, experience the ancient power of Survival Shield X2.
[01:59:54.407 --> 01:59:59.969]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[02:00:03.411 --> 02:00:05.351]  Waging war on corruption.
[02:00:05.792 --> 02:00:08.493]  Alex Jones on the GCM Radio Network.
[02:00:16.414 --> 02:00:20.577]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:21.257 --> 02:00:22.038]  You want answers?
[02:00:22.839 --> 02:00:23.739]  Well, so does he.
[02:00:24.380 --> 02:00:28.002]  He's Alex Jones on the GCN Radio Network.
[02:00:28.583 --> 02:00:32.666]  And now, live from Austin, Texas, Alex Jones.
[02:00:33.826 --> 02:00:35.248]  Alright, I apologize.
[02:00:35.288 --> 02:00:36.689]  The callers always do this.
[02:00:37.987 --> 02:00:40.368]  Hi, uh, get you on and then get a guest coming up.
[02:00:41.749 --> 02:00:44.490]  Let's call Rockwell at about 12-14 after.
[02:00:44.510 --> 02:00:45.171]  He'll be cool with that.
[02:00:45.191 --> 02:00:46.932]  Because I want to finish these calls.
[02:00:47.252 --> 02:00:47.932]  Mike, Louisiana.
[02:00:47.972 --> 02:00:48.533]  Go ahead, sir.
[02:00:48.573 --> 02:00:49.053]  Ask your question.
[02:00:49.073 --> 02:00:49.733]  You're making a statement?
[02:00:50.654 --> 02:00:51.254]  Yes, sir.
[02:00:51.314 --> 02:00:53.115]  Yeah, you think it's hard at 40.
[02:00:53.175 --> 02:00:55.616]  Wait until you get to 67.
[02:00:55.876 --> 02:00:56.997]  I hear you.
[02:00:57.017 --> 02:00:58.398]  It's pulling the wagon around.
[02:00:58.438 --> 02:00:59.798]  The Infowagon in New Orleans.
[02:00:59.838 --> 02:01:03.140]  I want to give you a little update of what's happening in my neighborhood.
[02:01:03.200 --> 02:01:04.661]  And then I'll end on a positive.
[02:01:05.582 --> 02:01:08.683]  I'll send you this article, it was in the local Gambit Weekly.
[02:01:09.123 --> 02:01:16.045]  There's a gang of blacks going around my neighborhood with clubs beating the hell out of white guys, of which I'm one.
[02:01:16.965 --> 02:01:20.026]  And here I am dragging your wagon through this neighborhood.
[02:01:21.106 --> 02:01:22.846]  So I'm having a lot of fun every day.
[02:01:24.127 --> 02:01:24.387]  Really?
[02:01:24.427 --> 02:01:26.167]  Have you had somebody menace you?
[02:01:27.448 --> 02:01:27.988]  Well, yeah.
[02:01:29.702 --> 02:01:52.849]  It's a mixed neighborhood, so there are times when, you know, there'll be a, uh, yeah, I've had them say, I want to throw a hand grenade under that cart, and then the kids will run up behind it, you know, and, uh, what I do is just turn the cart around, head right at them, you know, then they start running away, because I'm, I've got... Exactly, but if you were the average person, you'd, like, get in a fetal position, literally, like a dog that rolls over to have its belly rubbed.
[02:01:52.909 --> 02:01:54.769]  I mean, it's, I tell you, it's sick.
[02:01:54.850 --> 02:01:56.310]  It's sick how people lay down to everything.
[02:01:57.075 --> 02:02:07.938]  Tell folks how they visit your site and how they find out more, because I want to get those video screens on that cart.
[02:02:09.198 --> 02:02:10.119]  Oh, yeah, thank you.
[02:02:10.159 --> 02:02:12.759]  Well, I mean, you know, all's it takes is money, Alex.
[02:02:12.779 --> 02:02:13.360]  You know how it works.
[02:02:13.400 --> 02:02:15.420]  No, no, but tell folks, you have a YouTube channel, don't you?
[02:02:16.800 --> 02:02:21.482]  Well, I had it on the Indiegogo for a while, but that ran out.
[02:02:23.147 --> 02:02:24.368]  So I don't have anything up.
[02:02:24.488 --> 02:02:33.873]  I'm probably going to start another fundraiser here soon, but they want to go to Coto Crew, which is C-O-T-O WordPress dot WordPress.
[02:02:34.393 --> 02:02:42.758]  That's one of my... I'll guarantee you we got somebody in New Orleans that wants to get my show on big TV screens with you bicycling it around, so somebody should get there and do that.
[02:02:42.778 --> 02:02:43.379]  Thanks for the call.
[02:02:43.399 --> 02:02:44.299]  Good to hear from you, Mike.
[02:02:44.579 --> 02:02:46.700]  Yeah, I've seen photos and video of what you're doing.
[02:02:46.720 --> 02:02:47.201]  It's pretty neat.
[02:02:48.281 --> 02:02:49.981]  People can find that on his website.
[02:02:50.021 --> 02:02:50.442]  There it is.
[02:02:50.462 --> 02:02:51.042]  It's pretty cool.
[02:02:51.742 --> 02:02:53.222]  Let's go to Peter in Washington.
[02:02:53.262 --> 02:02:53.842]  Thanks for holding.
[02:02:54.422 --> 02:02:57.083]  What do you think about arming the Al-Qaeda people?
[02:02:57.103 --> 02:02:58.163]  That's what you called in about, right?
[02:02:59.663 --> 02:03:02.004]  Yeah, what I wanted to call about... Can you hear me?
[02:03:02.144 --> 02:03:02.464]  Yes, sir.
[02:03:03.384 --> 02:03:03.724]  Okay.
[02:03:04.404 --> 02:03:12.166]  What I wanted to talk is that the correspondence between the British government, the early correspondence during and after WW1,
[02:03:13.690 --> 02:03:15.411]  And the Saudis has been published.
[02:03:15.531 --> 02:03:17.711]  I haven't read them, but I've read the summary.
[02:03:18.251 --> 02:03:28.715]  The summary doesn't show that there was any special arming of them beyond what was needed to fight the Turks, who were pretty tough.
[02:03:28.775 --> 02:03:32.076]  Now, if you think it's different, have somebody read the original.
[02:03:32.976 --> 02:03:33.836]  Say that again now?
[02:03:33.856 --> 02:03:37.837]  What are you specifically getting at about the Saudis versus the Turks?
[02:03:37.957 --> 02:03:42.979]  Between the British government and the Saudis, the early part,
[02:03:43.907 --> 02:03:47.868]  During and after WW1 has been published.
[02:03:48.768 --> 02:03:49.888]  There are several volumes.
[02:03:50.708 --> 02:04:00.350]  Now, what I wanted to say is that I don't think, except for crooks and converts, that there was anything special there.
[02:04:00.550 --> 02:04:12.772]  Anything that... And by the way, Kim Philby, the famous turncoat of the Cold War, his father was a scholar who was converted to Wahhabism.
[02:04:13.775 --> 02:04:17.297]  But he was no master spy.
[02:04:17.337 --> 02:04:18.398]  He was in need of money.
[02:04:18.418 --> 02:04:25.662]  His correspondence with his wife has been published in the Philatelic Journal.
[02:04:25.902 --> 02:04:28.524]  Are you a retired intelligence person yourself?
[02:04:29.464 --> 02:04:29.905]  No, sir.
[02:04:29.985 --> 02:04:32.286]  I'm just a reader and reader and reader.
[02:04:32.886 --> 02:04:34.347]  Yeah, you sound like a historian or something.
[02:04:34.367 --> 02:04:38.650]  Yeah, because a lot of this stuff, I have fragments of it, but I don't... What are you getting at?
[02:04:38.670 --> 02:04:41.171]  Are you saying that the British
[02:04:42.702 --> 02:04:44.904]  Didn't really help create Saudi Arabia?
[02:04:45.344 --> 02:04:46.004]  War Republic.
[02:04:46.985 --> 02:04:47.305]  Pardon me?
[02:04:48.526 --> 02:04:49.386]  I've never been there.
[02:04:49.987 --> 02:05:03.376]  Uh, but what I wanted to say was, uh, now, the main thing the Saudis did, as you know, was, uh, uh, uh, capture the, uh, the kingdom that was in control of Mecca.
[02:05:03.396 --> 02:05:07.358]  Now, the British were not against the Hashemites that controlled Mecca.
[02:05:07.378 --> 02:05:07.739]  No, I hear you.
[02:05:07.779 --> 02:05:08.719]  I'm gonna come back to you, okay?
