[00:00:00.009 --> 00:00:00.770]  We're good to go.
[01:53:25.083 --> 01:53:26.243]  They're going to try to, they're bankrupt.
[01:53:26.283 --> 01:53:27.784]  Look at the bankruptcy laws right now.
[01:53:28.584 --> 01:53:34.669]  You've got Rudy tied up, you've got half a dozen, O'Keefe, you've got half a dozen people that are coming after to try to shut down.
[01:53:34.689 --> 01:53:35.610]  Look at Mike Lindell.
[01:53:36.411 --> 01:53:39.413]  Every voice that stood up on the right, they're trying to shut down.
[01:53:39.453 --> 01:53:40.554]  They understand.
[01:53:40.995 --> 01:53:45.078]  It's Trump and they've got to get that second concentric ring around Trump.
[01:53:45.138 --> 01:53:47.240]  Everybody from Roger Stone to Mike Lindell.
[01:53:47.280 --> 01:53:48.742]  And they're coming and they're rolling hard.
[01:53:48.802 --> 01:53:52.425]  By the way, if you and I were on their side with the momentum they've got, we'd roll hard too.
[01:53:53.351 --> 01:53:55.292]  I see exactly what they're doing.
[01:53:55.312 --> 01:53:58.714]  There's no doubt that they cannot lose this election.
[01:53:59.354 --> 01:54:10.219]  If they lose this election with the crimes that they've committed, and the smart people we have that are going to come in the second term in the Justice Department and in the White House Counsel's Office, these people will all be in prison.
[01:54:10.739 --> 01:54:11.880]  They understand that.
[01:54:11.920 --> 01:54:13.200]  That's where they're going to go.
[01:54:13.260 --> 01:54:16.862]  On July 11th, why do you think they scheduled this thing for one week?
[01:54:17.589 --> 01:54:20.530]  Before he takes the stage and- I totally agree.
[01:54:20.611 --> 01:54:23.752]  They admit Trump's going to arrest them because they deserve to be arrested.
[01:54:24.092 --> 01:54:25.333]  It'd be a dereliction of duty to do that.
[01:54:25.353 --> 01:54:28.174]  We're not out for retribution, but this is a coup.
[01:54:28.534 --> 01:54:29.735]  They're extremely weak.
[01:54:30.655 --> 01:54:31.336]  Now, we would know.
[01:54:31.376 --> 01:54:33.096]  The good news is that Trump already called it.
[01:54:33.176 --> 01:54:34.937]  It's just using the rule of law.
[01:54:35.377 --> 01:54:38.899]  That's why these Republican AGs, it's state color inside the lines.
[01:54:39.299 --> 01:54:42.341]  There's plenty of receipts about their criminality.
[01:54:42.901 --> 01:54:45.042]  It's up in your face about their criminality.
[01:54:45.464 --> 01:54:50.528]  Look how Abbott, as much as he's been accommodating, of the criminality of what they're doing on the southern border.
[01:54:50.988 --> 01:54:53.550]  Their criminality is there for everyone to see.
[01:54:53.590 --> 01:54:54.912]  There's more than enough receipts.
[01:54:55.532 --> 01:54:57.854]  All you have to do is enforce the rule of law.
[01:54:58.294 --> 01:54:59.075]  That's all you need to do.
[01:54:59.135 --> 01:55:02.938]  If you do your job and enforce the rule of law, these people are criminals.
[01:55:03.058 --> 01:55:04.519]  And that's why they're moving so hard.
[01:55:04.579 --> 01:55:05.520]  Look at the thing on Trump.
[01:55:05.560 --> 01:55:06.341]  It's so ridiculous.
[01:55:06.441 --> 01:55:08.322]  And now they're going to say they're going to put Trump in prison.
[01:55:08.823 --> 01:55:13.026]  They're going to give him his sentence.
[01:55:13.630 --> 01:55:22.038]  One week before he's about to take the world stage in front of the world as Republican nominee, there's nothing these demons won't do to win.
[01:55:22.479 --> 01:55:24.661]  And now people have to awaken.
[01:55:24.701 --> 01:55:36.652]  We need a great awakening of people in positions of authority to adjudicate this, to use the apparatuses you have, to use the institutions you have, and to respect those institutions
[01:55:37.179 --> 01:55:40.523]  No, I totally agree.
[01:55:40.664 --> 01:55:42.025]  America's not what's bad.
[01:55:42.125 --> 01:55:43.467]  The country is hijacked.
[01:55:44.588 --> 01:55:46.471]  The country's hijacked by a bunch of demons.
[01:55:47.011 --> 01:55:49.875]  That's all you have to do is do what the revolutionary generation did.
[01:55:49.915 --> 01:55:51.096]  It's stand up to tyranny.
[01:55:51.497 --> 01:55:56.123]  They stood up to the worthless land of aristocracy and the monopolistic power of the crown.
[01:55:56.678 --> 01:55:57.479]  Steve, I totally respect you.
[01:55:57.499 --> 01:55:58.659]  Steve Bannon is here, of the War Room.
[01:55:58.699 --> 01:56:01.281]  Let me ask you, Steve, and then interrupt you.
[01:56:21.556 --> 01:56:23.796]  They could literally lock this up the next few days.
[01:56:23.836 --> 01:56:26.337]  What is your advice to InfoWars and our crew?
[01:56:26.357 --> 01:56:27.717]  You say you'll send crew out here?
[01:56:27.757 --> 01:56:35.578]  If you can't move to go someplace and do a pirate version of this, then let's get people down there and surround the building.
[01:56:35.858 --> 01:56:39.419]  Make them come through a chain of Patriots.
[01:56:39.959 --> 01:56:40.719]  Get people inside.
[01:56:40.739 --> 01:56:42.039]  That's what I'm going to do.
[01:56:42.119 --> 01:56:44.900]  Our location's been somewhat secret, but I agree with you.
[01:56:45.240 --> 01:56:49.021]  We need to surround the building and just make a big issue out of this.
[01:56:49.941 --> 01:56:51.021]  And expose them.
[01:56:51.656 --> 01:56:56.840]  Say hey, get your lawyers down there, get your comms people down there, let's get the TV cameras, these are cockroaches.
[01:56:57.461 --> 01:57:00.163]  They can't, you put the cameras on them, what are they going to do?
[01:57:00.724 --> 01:57:05.988]  You have a chain of people outside to defend Alex Jones peacefully, what are they going to do?
[01:57:06.208 --> 01:57:12.553]  Put the cameras on them, expose them, let's see who they are, let's see what agency they're coming from, what their orders are, and who gave them the orders.
[01:57:13.074 --> 01:57:15.616]  So Steve, let's extrapolate this out the time you have.
[01:57:16.758 --> 01:57:21.720]  I'm not that important, I'm just, like you said, they're bombing any Trump support in their takeover.
[01:57:21.740 --> 01:57:24.762]  This signifies panic, the full-on assault.
[01:57:24.802 --> 01:57:26.383]  What do you expect the Deep Stakes to do next?
[01:57:26.403 --> 01:57:27.703]  No, no, no, I disagree.
[01:57:27.763 --> 01:57:29.544]  Infowars is at the top of the pyramid.
[01:57:29.624 --> 01:57:30.585]  You're relentless.
[01:57:30.885 --> 01:57:39.829]  First off, the scale of your programming, the depth of your programming, the talent that you've had and you've been able to nurture, not just the audience, your audience are force-multiplied.
[01:57:39.849 --> 01:57:40.409]  This is not Fox News.
[01:57:42.617 --> 01:57:43.539]  In the evening, right?
[01:57:43.559 --> 01:57:45.481]  Just a bunch of passive 70-year-olds.
[01:57:45.722 --> 01:57:46.964]  You have an activist audience.
[01:57:47.184 --> 01:57:51.210]  You're one of the most powerful, if not the most powerful brand and apparatus out there.
[01:57:51.250 --> 01:57:52.732]  Certainly they're uncomfortable.
[01:57:52.752 --> 01:57:54.976]  By the way, from their perspective it makes sense to be uncomfortable.
[01:57:55.036 --> 01:57:56.298]  That's why it's got to be protected.
[01:57:57.840 --> 01:57:58.401]  So what do we do?
[01:58:00.558 --> 01:58:07.102]  Well, I think one thing is let's find out who's down the area and peacefully assemble and help you and get you to sleep inside.
[01:58:07.162 --> 01:58:08.783]  I would have a 24-hour watch right now.
[01:58:08.803 --> 01:58:17.027]  If you're saying they're trying to padlock your building, if you're saying they're waiting for you guys to leave to basically seize your equipment, I'd get your lawyers down there.
[01:58:17.187 --> 01:58:18.388]  I'd get the cameras down there.
[01:58:18.408 --> 01:58:19.629]  I'd get your people down there.
[01:58:20.049 --> 01:58:20.909]  I'd start to bunk out.
[01:58:20.969 --> 01:58:21.890]  I'd go to the mattresses.
[01:58:22.671 --> 01:58:23.992]  As they say in the business.
[01:58:24.032 --> 01:58:25.333]  That's exactly what we're doing.
[01:58:25.573 --> 01:58:26.333]  We're doing that right now.
[01:58:26.393 --> 01:58:27.094]  It's insane.
[01:58:27.114 --> 01:58:28.835]  This is crazy.
[01:58:28.895 --> 01:58:30.056]  This will blow up in their face.
[01:58:30.156 --> 01:58:31.336]  Why would they even try this?
[01:58:31.597 --> 01:58:32.257]  They're nuts.
[01:58:33.198 --> 01:58:37.500]  They'll try this because they figure if they catch you not on guard.
[01:58:37.580 --> 01:58:38.061]  No, you're right.
[01:58:38.341 --> 01:58:39.441]  They were going to sneak it.
[01:58:39.702 --> 01:58:41.543]  They were going to sneak it, and I found out yesterday.
[01:58:41.623 --> 01:58:41.983]  You're right.
[01:58:42.023 --> 01:58:43.304]  They were going to do it.
[01:58:43.364 --> 01:58:44.064]  They want to sneak it.
[01:58:45.065 --> 01:58:51.809]  Alex, if they shut down InfoWars, the struggle we have to win this is infinitely harder.
[01:58:52.709 --> 01:58:55.830]  Hernandez Drew said it perfectly before I came on.
[01:58:55.910 --> 01:59:03.273]  At 16, you were an absolutely foundational element of it, and in all likelihood, it might not have happened if you hadn't been hammered every single day.
[01:59:03.373 --> 01:59:04.714]  That's a big trick.
[01:59:04.974 --> 01:59:10.556]  You're the equivalent in this movement of what NBC News used to be in the old days, or CBS News.
[01:59:11.216 --> 01:59:14.257]  You know, you're at that level of power.
[01:59:14.377 --> 01:59:21.280]  Not just you, the team that you've built, the programming you have, the committed audience, and not just audience, but activists.
[01:59:21.857 --> 01:59:25.478]  They're prepared to act upon your word, and that's why it's got to be protected.
[01:59:25.498 --> 01:59:27.318]  So I would go to the mattresses peacefully.
[01:59:27.878 --> 01:59:29.138]  You've got the right on your side.
[01:59:29.258 --> 01:59:30.319]  Get your lawyers down there.
[01:59:30.419 --> 01:59:31.279]  Get people in there.
[01:59:31.759 --> 01:59:33.599]  Start getting the coffee.
[01:59:33.719 --> 01:59:35.579]  You know, get some coffee brewing.
[01:59:36.160 --> 01:59:38.300]  And tell them, hey, you're on watch.
[01:59:38.340 --> 01:59:39.540]  It's like a Navy destroyer.
[01:59:39.640 --> 01:59:41.120]  It's going to be 24-7.
[01:59:41.160 --> 01:59:43.501]  The building's always going to be secured with your people.
[01:59:44.761 --> 01:59:45.761]  God bless you, Steve.
[01:59:45.841 --> 01:59:49.362]  Tell people about your show, warroom.org, how they find all the great work you're doing.
[01:59:50.143 --> 01:59:51.464]  Just at warroom.org.
[01:59:51.484 --> 01:59:53.786]  We're online, Grace Chong, Mo, everybody.
[01:59:53.806 --> 01:59:55.587]  Hey, not just our president.
[01:59:55.647 --> 01:59:56.868]  I'm going to talk to you after.
[01:59:57.189 --> 02:00:03.133]  Anything you need from the War Room or the War Room Posse that we need to deploy down there, you tell us, Alex.
[02:00:03.373 --> 02:00:04.614]  We'll go all in on this.
[02:00:04.934 --> 02:00:05.575]  You just let me know.
[02:00:05.595 --> 02:00:06.135]  Steve, thank you.
[02:00:06.155 --> 02:00:07.056]  It means so much to me.
[02:00:07.336 --> 02:00:08.197]  Your listeners are the best.
[02:00:08.237 --> 02:00:10.178]  We get an amazing response from them.
[02:00:10.198 --> 02:00:11.039]  We love you so much.
[02:00:11.559 --> 02:00:12.560]  And we're all in this together.
[02:00:12.600 --> 02:00:13.321]  Thank you, Steve Bannon.
[02:00:13.993 --> 02:00:16.074]  Brother, keep fighting down there, and your team's the best.
[02:00:16.135 --> 02:00:16.575]  Keep fighting.
[02:00:16.595 --> 02:00:19.837]  If you need us, we'll be there in the morning.
[02:00:20.117 --> 02:00:20.698]  Just let us know.
[02:00:21.018 --> 02:00:21.358]  We're here.
[02:00:21.398 --> 02:00:21.999]  We're going to stay here.
[02:00:22.199 --> 02:00:24.020]  We're going to stay here.
[02:00:24.240 --> 02:00:25.041]  Thank you, Steve Bannon.
[02:00:25.101 --> 02:00:27.342]  As soon as we said we were going to challenge him, they backed off.
[02:00:27.642 --> 02:00:28.443]  They tried it again.
[02:00:28.463 --> 02:00:32.366]  The security company that's separate, but they think they're taking orders, said, no, we're not going to do it.
[02:00:32.786 --> 02:00:33.447]  I mean, we are.
[02:00:33.707 --> 02:00:34.607]  And I've got tapes.
[02:00:34.687 --> 02:00:35.308]  I've got it all.
[02:00:35.768 --> 02:00:36.909]  It's so insane, folks.
[02:00:36.929 --> 02:00:38.310]  This is the takeover of the Republic.
[02:00:38.670 --> 02:00:39.651]  This is a live coup.
[02:00:40.472 --> 02:00:45.117]  We've got Matt Bracken, who's a retired Navy SEAL best-selling author, who's on with us.
[02:00:45.237 --> 02:00:46.459]  And we've got Owen Schroeder here.
[02:00:46.499 --> 02:00:48.120]  Let me tell you, this will be the last show.
[02:00:48.361 --> 02:00:49.962]  I'm not here hyping that, folks.
[02:00:50.363 --> 02:00:53.066]  Like, you know, I'm sleeping here at the office.
[02:00:53.106 --> 02:00:54.087]  This is so horrible.
[02:00:54.667 --> 02:00:57.851]  And because I know it's not about me, it's about America.
[02:01:00.325 --> 02:01:02.305]  And I can't believe that we've got this point.
[02:01:02.846 --> 02:01:09.087]  These communist pieces of shit are shitting all over our country, but we're going to win this thing, folks.
[02:01:09.407 --> 02:01:11.287]  But let me tell you, the full assault has begun.
[02:01:11.327 --> 02:01:12.608]  Matt Brack, anyone give us a comment?
[02:01:15.048 --> 02:01:19.229]  I've been, I've been just, I can't stop listening for the last couple hours.
[02:01:19.289 --> 02:01:23.230]  I'm just, I'm just like, I'm so glad that this connection is still open.
[02:01:23.630 --> 02:01:26.971]  And, um, and Daria, uh, clicked me in.
[02:01:27.131 --> 02:01:27.491]  I'm just.
[02:01:28.635 --> 02:01:29.155]  This is it.
[02:01:29.215 --> 02:01:40.501]  This is like the scene in Gladiator, you know, where Russell Crowe gets stabbed and then he's got to go out and fight the damn traitor Caligula.
[02:01:40.661 --> 02:01:51.787]  You know, I mean, it's, it's, um, this is the point in the Bolshevik Revolution where, where they upgrade all the charges, you know, where all the political prisoners, they put out an execute order.
[02:01:52.587 --> 02:01:52.907]  Okay.
[02:01:53.387 --> 02:01:55.668]  They, they, they, they, they ratcheted up a level.
[02:01:55.708 --> 02:01:56.589]  They, they go from,
[02:01:57.008 --> 02:02:03.854]  They go from, uh, you're on trial, you're in the dungeon, but, uh, you know, maybe then they just put out an order, execute.
[02:02:04.334 --> 02:02:14.262]  That's what they, that was the signal with X, with lifting all of these expired misdemeanor to, um, uh, 34 felonies, 34 felony convictions.
[02:02:14.763 --> 02:02:20.888]  That's a signal to every, um, every us attorney to go after every J six or anything.
[02:02:20.928 --> 02:02:22.949]  It's a misdemeanor elevated to a felony.
[02:02:23.310 --> 02:02:24.931]  They're, they're totally gone for broke.
[02:02:25.618 --> 02:02:27.199]  Steve Bannon is absolutely right.
[02:02:28.259 --> 02:02:32.180]  They are like cockroaches, you know, with the light going on right now.
[02:02:32.201 --> 02:02:35.522]  I'm an avid listener of Bannon War Room.
[02:02:35.862 --> 02:02:40.804]  Between the InfoWars audience and Bannon War Room, you can see how the synergy works there.
[02:02:42.424 --> 02:02:46.846]  You can see how one group feeds and amplifies the other.
[02:02:47.526 --> 02:02:50.507]  If they manage to shut down the building,
[02:02:53.504 --> 02:03:04.210]  And close the studio, it won't matter, because every Patriot podcaster will have Alex Jones on as a guest every day, on every channel.
[02:03:04.590 --> 02:03:09.172]  They can't close Rumble, Odyssey, they can't close all of these alternate channels.
[02:03:09.712 --> 02:03:14.635]  Even just people's podcasts, you know, they're going out by a thousand different avenues.
[02:03:15.490 --> 02:03:25.777]  If they try to shut you down, it'll be a terrible backfire on them, which will be great for us, because Alex, you'll be on every single day, and people will look for where you are.
[02:03:25.797 --> 02:03:28.859]  But Matt, I know you're right, you're smart, so why are they so desperate?
[02:03:29.219 --> 02:03:30.640]  Why would they do something like this?
[02:03:30.660 --> 02:03:31.881]  They got big false flags coming.
[02:03:32.221 --> 02:03:34.983]  Clearly, they're going to false flag-claim Trump supporters out.
[02:03:35.603 --> 02:03:41.447]  They want Bannon and Jones off the air before this election, because you are the two most powerful voices.
[02:03:43.255 --> 02:03:47.297]  That's why Megyn Kelly did the Let's Go Old Testament.
[02:03:47.897 --> 02:03:53.300]  They know that they have to take Alex Jones and Steve Bannon off the air.
[02:03:55.381 --> 02:03:56.161]  But they're fools.
[02:03:56.241 --> 02:03:59.182]  They're not highly intelligent people.
[02:04:00.163 --> 02:04:07.786]  If they put Bannon in prison and he manages to sneak out phone calls, those phone calls will get millions of listens.
[02:04:10.227 --> 02:04:11.848]  Navarro is in jail right now.
[02:04:12.954 --> 02:04:23.518]  Trump could be in jail three days before the convention, but all they're doing is going to boomerang on them.
[02:04:24.179 --> 02:04:27.280]  They're going to have an immense groundswell.
[02:04:28.480 --> 02:04:32.322]  Americans aren't going to fall for a Bolshevik French revolution.
[02:04:33.058 --> 02:04:39.522]  You know, even if they're trying to use their corporate media to say it's legal, he's a convicted felon.
[02:04:39.542 --> 02:04:47.607]  Can you believe how insane it is that I saw the security company I hired, that they think they're in control, and I literally picked up on it.
[02:04:47.627 --> 02:04:48.888]  I called and I said, there's a shutdown.
[02:04:49.268 --> 02:04:49.909]  How do you know that?
[02:04:51.021 --> 02:04:55.882]  And then they tried it last night in the night, outside of law, with no court order.
[02:04:56.302 --> 02:04:58.663]  The security company went, well, wait, we can't do this without an order.
[02:04:59.023 --> 02:05:01.403]  They ordered today to shut this down.
[02:05:01.863 --> 02:05:03.144]  Like, they are hysterical.
[02:05:03.164 --> 02:05:04.284]  I mean, that is crazy.
[02:05:05.924 --> 02:05:07.385]  That's a sign of desperation.
[02:05:07.925 --> 02:05:15.587]  I've been reading Barnes, and I listened to Viva Frye, and they're absolutely right.
[02:05:15.607 --> 02:05:16.647]  They're going to try to
[02:05:18.071 --> 02:05:30.674]  As you squirt out into other podcasts, they're going to try to play whack-a-mole with every podcaster and demonetize everybody that tries to amplify or retransmit your voice.
[02:05:31.234 --> 02:05:32.155]  It won't work.
[02:05:32.195 --> 02:05:35.655]  History teaches us that that's a failing strategy.
[02:05:36.156 --> 02:05:37.836]  It's a completely failing strategy.
[02:05:38.116 --> 02:05:41.797]  It's like in Germany, not to sidetrack, it's directly related.
[02:05:42.966 --> 02:05:48.867]  Somebody came up with this little rave jingle and they turned it into Ausländer Raus, okay?
[02:05:48.907 --> 02:05:50.027]  Deutschland is Deutsch.
[02:05:50.728 --> 02:05:55.108]  And they're putting people in jail for singing Ausländer Raus.
[02:05:55.489 --> 02:06:01.510]  Well, how can you put people in jail for humming or whistling a tune as they walk past, you know, a Stasi agent?
[02:06:02.150 --> 02:06:02.630]  They can't.
[02:06:03.030 --> 02:06:04.510]  It just makes them fools.
[02:06:04.570 --> 02:06:07.471]  The more they try to play whack-a-mole with your voice,
[02:06:08.752 --> 02:06:10.313]  The more people will look for it.
[02:06:10.814 --> 02:06:12.315]  It's an epic moment.
[02:06:12.375 --> 02:06:13.556]  I want to come back to you.
[02:06:13.576 --> 02:06:18.239]  I want to come back to Matt Brackett, best-selling author, former Navy SEAL, great patriot at the moment.
[02:06:18.540 --> 02:06:20.101]  But Roger Stone heard about what's happening.
[02:06:20.141 --> 02:06:21.342]  I told him probably what's going on.
[02:06:21.942 --> 02:06:25.045]  They literally were going to padlock the thing last night.
[02:06:25.585 --> 02:06:28.187]  And I noticed extra security people acting weird.
[02:06:28.207 --> 02:06:30.429]  And I said, it was obvious to feel it.
[02:06:30.549 --> 02:06:31.590]  The security guys are nice guys.
[02:06:31.610 --> 02:06:31.930]  I know them.
[02:06:31.950 --> 02:06:34.312]  They're like looking at me weird and really conflicted.
[02:06:34.412 --> 02:06:36.273]  I called my lawyers and said, what's going on?
[02:06:36.293 --> 02:06:38.295]  Well, we just heard they're shutting you down tonight at 7 o'clock.
[02:06:38.975 --> 02:06:41.336]  This is, they're making their move out of desperation.
[02:06:41.396 --> 02:06:42.897]  The coup is live, Roger Stone.
[02:06:43.197 --> 02:06:43.997]  What do you think's happening?
[02:06:45.838 --> 02:06:49.659]  Alex, I guess I, in the larger sense, I'm not surprised at all.
[02:06:49.819 --> 02:06:57.562]  In the more narrow sense, I'm not sure what their legal authority to close you down, but nothing here surprises me.
[02:06:57.622 --> 02:07:07.266]  Look, I'm a man who had 29 fully SWAT-clad FBI agents swarm my home, brandishing fully automatic M4 assault weapons.
[02:07:07.759 --> 02:07:15.887]  Six o'clock in the morning for the first time nonviolent crime of allegedly lying under oath to Congress about Russian collusion.
[02:07:16.708 --> 02:07:27.177]  But I've understood since the days I worked at InfoWars, since the days that Owen Schroyer and I helmed The War Room, that they're afraid of us.
[02:07:28.138 --> 02:07:31.722]  Because InfoWars is indeed the tip of the spear.
[02:07:32.242 --> 02:07:33.123]  We're not always right.
[02:07:33.143 --> 02:07:35.224]  We're only right about 80% of the time.
[02:07:35.624 --> 02:07:40.568]  But we have been fearless in our advocacy of the truth.
[02:07:40.868 --> 02:07:42.449]  We've called out the globalists.
[02:07:42.509 --> 02:07:46.151]  We've called them out over the COVID-19 vaccination.
[02:07:46.191 --> 02:07:48.733]  We've called them out over the weaponization of the
[02:07:50.554 --> 02:08:08.887]  Alex, I hearken back to election night, sitting in your studio, when you and I together learned that Donald J. Trump had become president.
[02:08:09.587 --> 02:08:14.291]  I was a bullion, and you, as you recall, seemed a little depressed.
[02:08:14.871 --> 02:08:15.592]  And I said, Alex,
[02:08:16.533 --> 02:08:17.134]  What's the matter?
[02:08:17.154 --> 02:08:18.196]  This is a great night of victory.
[02:08:18.236 --> 02:08:18.838]  You said no.
[02:08:19.459 --> 02:08:21.202]  No, you said to me, no, you don't understand.
[02:08:21.844 --> 02:08:23.547]  Now they're really going to come after us.
[02:08:24.028 --> 02:08:25.912]  Now things are going to get worse, not better.
[02:08:26.608 --> 02:08:27.328]  And we saw that.
[02:08:27.388 --> 02:08:29.209]  We saw that with Paul Manafort.
[02:08:29.249 --> 02:08:30.530]  We saw it with General Flynn.
[02:08:31.050 --> 02:08:39.093]  We saw it in their three phony Ukrainian, their two phony Ukrainian impeachments and their Russian collusion hoax.
[02:08:39.493 --> 02:08:42.395]  So Infowars has been a voice of truth.
[02:08:43.035 --> 02:08:50.198]  They can't believe the way that we have grown as a movement, I mean, and that millions and millions of people
[02:08:50.865 --> 02:08:52.646]  Look to us for leadership.
[02:08:52.706 --> 02:08:54.247]  Look to us for the truth.
[02:08:54.287 --> 02:09:02.092]  And therefore, to complete their authoritarian control of America, well, they got to shut Infowars down.
[02:09:02.572 --> 02:09:03.813]  And we just can't let that happen.
[02:09:05.370 --> 02:09:11.452]  Well, you're right, Roger, and I just am so blessed to know you and President Trump and all the crew and all the great guests like Matt Bracken.
[02:09:12.012 --> 02:09:19.535]  And we have integrity, and we're here, but I want people to understand, I haven't told people 10% of what went on.
[02:09:19.555 --> 02:09:20.156]  It would take 10 hours.
[02:09:21.741 --> 02:09:22.742]  We're good to go.
[02:09:43.960 --> 02:09:51.409]  It's so sad to see America being destroyed right in front of us and it would be so easy if people just woke up to this to stop these people.
[02:09:51.429 --> 02:09:52.350]  This is sick!
[02:09:52.871 --> 02:09:59.639]  This is happening and we've the good news is in the real polls Trump's way ahead but so many people say oh they're gonna have fraud.
[02:10:00.000 --> 02:10:01.381]  What we know from the studies
[02:10:02.142 --> 02:10:05.025]  A giant landslide overrides fraud.
[02:10:05.065 --> 02:10:10.169]  We could spend an hour explaining that with Zuckerberg's list, the dead people and the outstaters.
[02:10:10.189 --> 02:10:11.871]  But folks, you've got to vote.
[02:10:11.911 --> 02:10:13.252]  You've got to get people to register.
[02:10:13.272 --> 02:10:14.093]  You've got to do this.
[02:10:14.994 --> 02:10:17.196]  They wouldn't be suppressing the vote if it didn't have power.
[02:10:17.596 --> 02:10:23.782]  Roger, can you speak to that and President Trump's strength and the 80 million he's raised in two days?
[02:10:24.222 --> 02:10:26.404]  What can we do to be men right now?
[02:10:28.157 --> 02:10:30.438]  It's precisely why they're trying to lock him up.
[02:10:30.678 --> 02:10:34.239]  Look, they know their policies are a complete and total failure.
[02:10:35.180 --> 02:10:38.521]  Gasoline where I am is $4 a gallon and rising.
[02:10:39.461 --> 02:10:40.702]  You can go to the grocery store.
[02:10:40.722 --> 02:10:42.382]  A lot of the shelves are empty.
[02:10:42.742 --> 02:10:46.384]  When you do find the items you want to buy, the price knocks your eyes out.
[02:10:46.804 --> 02:10:48.004]  Yesterday, I bought a steak.
[02:10:48.464 --> 02:10:49.525]  Well, it wasn't really a steak.
[02:10:49.585 --> 02:10:50.025]  It was really
[02:10:50.387 --> 02:10:52.748]  Three bites of a steak, but it was $18.
[02:10:53.408 --> 02:10:54.849]  That's Joe Biden's economy.
[02:10:55.289 --> 02:10:58.050]  They they they hook up these unemployment numbers.
[02:10:58.310 --> 02:10:59.431]  They're completely phony.
[02:11:00.111 --> 02:11:02.172]  Yeah, unemployment is 3.4%.
[02:11:02.632 --> 02:11:10.796]  If you forget the 685,000 people who stopped looking for work in the last year, so they have nothing, no positive record to run on.
[02:11:11.443 --> 02:11:13.544]  Let me ask you, what is your advice?
[02:11:13.564 --> 02:11:16.485]  Should I go home tonight?
[02:11:16.605 --> 02:11:17.405]  Should I let them shut it down?
[02:11:17.545 --> 02:11:21.087]  Should I sit here and call the police when they try to do it with no court order?
[02:11:32.751 --> 02:11:36.954]  It's very hard for me to say because I don't understand under what authority they're closing you down.
[02:11:36.974 --> 02:11:38.135]  No, they don't have the authority.
[02:11:38.155 --> 02:11:38.875]  They just ordered it.
[02:12:03.069 --> 02:12:05.731]  Well, then I wouldn't leave the premises if I were you.
[02:12:06.051 --> 02:12:07.212]  Yeah, that's where we're at.
[02:12:08.093 --> 02:12:09.814]  So, this is emblematic, Roger.
[02:12:10.274 --> 02:12:11.696]  How's the big guy, how's Trump doing?
[02:12:12.896 --> 02:12:15.879]  By the way, I seem to remember a similar situation in the Alamo.
[02:12:16.759 --> 02:12:18.321]  And as I recall, you're a Texan.
[02:12:18.481 --> 02:12:20.342]  Why would you ever walk out?
[02:12:20.622 --> 02:12:21.763]  Why would you ever walk out?
[02:12:21.863 --> 02:12:22.224]  You wouldn't.
[02:12:22.664 --> 02:12:24.245]  That's not the Alex Jones I know.
[02:12:24.605 --> 02:12:26.146]  No, I agree.
[02:12:26.167 --> 02:12:27.948]  So, how's Trump doing?
[02:12:29.621 --> 02:12:33.264]  You know, I think he's doing surprisingly well, considering.
[02:12:33.284 --> 02:12:35.606]  Because he looked super depressed when he came out.
[02:12:35.666 --> 02:12:36.006]  I get it.
[02:12:36.026 --> 02:12:36.686]  He's robbed.
[02:12:37.347 --> 02:12:38.788]  Total lies all over the front.
[02:12:39.808 --> 02:12:46.413]  I suspect some of his lawyers may have misled him into believing that a hung jury at a minimum was a sure thing.
[02:12:46.433 --> 02:12:49.095]  You predicted a conviction.
[02:12:50.226 --> 02:12:52.128]  There was never any chance of that whatsoever.
[02:12:52.488 --> 02:13:00.315]  This trial was just as rigged as my trial, just as rigged as General Flynn's trial, just as rigged as your bankruptcy trials.
[02:13:00.616 --> 02:13:02.017]  Completely and totally rigged.
[02:13:02.357 --> 02:13:07.082]  These people have no respect for rules, law, none of these things matter.
[02:13:08.463 --> 02:13:11.706]  You know, if they control the judge, they control the situation.
[02:13:12.186 --> 02:13:14.269]  Yeah, he's got all the big money.
[02:13:31.650 --> 02:13:33.652]  But he's, you know, he's unbroken.
[02:13:33.792 --> 02:13:34.693]  He's unbound.
[02:13:35.293 --> 02:13:36.274]  He is resilient.
[02:13:36.415 --> 02:13:37.215]  He's determined.
[02:13:38.396 --> 02:13:39.477]  And I think he said it best.
[02:13:39.898 --> 02:13:42.100]  The final determination will be November 4th.
[02:13:42.460 --> 02:13:44.102]  Not now, but November 4th.
[02:13:44.622 --> 02:13:46.464]  What's going to happen here in the next couple weeks?
[02:13:47.239 --> 02:13:50.721]  Personally, I think they will probably try to incarcerate him.
[02:13:51.721 --> 02:13:53.042]  So let's talk about that.
[02:13:53.382 --> 02:13:56.524]  The numbers on, the little factoids on that.
[02:13:56.564 --> 02:13:56.844]  Yeah.
[02:13:57.484 --> 02:13:58.765]  They're already promoting it everywhere.
[02:13:58.805 --> 02:13:59.726]  So how would that look?
[02:14:00.466 --> 02:14:01.727]  God, that'll even blow up bigger.
[02:14:01.767 --> 02:14:03.528]  Like they think that'll, Rikers Island?
[02:14:03.568 --> 02:14:04.308]  What's going to happen?
[02:14:05.569 --> 02:14:08.670]  It would be an extremely large mistake.
[02:14:08.690 --> 02:14:10.531]  Look, I understand a little bit about this.
