[00:00:00.189 --> 00:00:00.689]  Iodine.
[01:18:57.138 --> 01:19:01.301]  I've been saying, according to medical doctors we have on, to boost your immunity and defend against this.
[01:19:03.162 --> 01:19:03.563]  Vitamin D3.
[01:19:03.603 --> 01:19:03.683]  Zinc.
[01:19:10.899 --> 01:19:11.459]  Things like that.
[01:19:12.280 --> 01:19:16.542]  But see, they just ignore that and just edit it together to misrepresent.
[01:19:16.562 --> 01:19:17.903]  Because I'm the bad guy.
[01:19:18.123 --> 01:19:20.305]  Because I'm exposing the forced inoculations.
[01:19:20.565 --> 01:19:22.326]  The world government Bill Gates behind this.
[01:19:22.686 --> 01:19:25.287]  The fact that I'm going to put a biological chip into you now.
[01:19:25.328 --> 01:19:26.268]  It's all being announced.
[01:19:27.149 --> 01:19:28.669]  The fact that we have so much credibility.
[01:19:28.750 --> 01:19:29.650]  They want us off air.
[01:19:29.870 --> 01:19:31.111]  They want us arrested.
[01:19:34.383 --> 01:19:38.765]  So let me show you what's been sent to the FDA, what was sent to the New York Attorney General.
[01:19:38.785 --> 01:19:41.926]  Because the law says if you've got science to back it up, well then you can make that claim.
[01:19:41.946 --> 01:19:43.666]  I didn't even make the claim they said.
[01:19:45.247 --> 01:19:48.488]  But I said, here's what I said, I said point-blank range to quote.
[01:19:49.389 --> 01:19:49.929]  It's in their letter.
[01:19:52.010 --> 01:19:54.891]  Well, I mean if you put a virus in a fire at point-blank range it goes away.
[01:19:55.011 --> 01:19:58.832]  I was saying the problem is you can't get that in your lungs and things.
[01:19:59.392 --> 01:20:01.193]  It's a topical and that's what it's for.
[01:20:03.507 --> 01:20:04.147]  So let's go over it.
[01:20:04.387 --> 01:20:05.868]  Here's Department of the Army, okay?
[01:20:07.028 --> 01:20:09.388]  Saying they tested in 2007, did a great job.
[01:20:10.009 --> 01:20:11.869]  Headquarters, United States Special Operations Command.
[01:20:13.329 --> 01:20:20.151]  Texas A&M talking about it, specifically says, anthrax, botulism, plagues, hospital strep, SARS.
[01:20:22.852 --> 01:20:24.772]  And it says it here, Corona, not this particular mutation.
[01:20:25.332 --> 01:20:27.493]  So I'm just like, oh look, see I've got, okay?
[01:20:29.076 --> 01:20:30.198]  Now here's the actual letter.
[01:20:30.358 --> 01:20:32.641]  FDA approves new prescription wound dressing gel.
[01:20:33.041 --> 01:20:36.626]  Both the prescription and the over-the-counter, same company, 2009, November 17th.
[01:20:37.147 --> 01:20:39.490]  Here's the 510K summary, okay?
[01:20:39.931 --> 01:20:41.273]  This is the FDA letter.
[01:20:42.523 --> 01:20:46.266]  This is one of the only companies that actually did this.
[01:20:46.306 --> 01:20:54.512]  So they're like up here saying, I'm making claims I didn't make, and they're saying that it's unapproved when almost no one even has something.
[01:20:54.752 --> 01:20:59.015]  We're private labeling them, and I have the letter I made them give us five years ago.
[01:20:59.355 --> 01:21:00.836]  I'm like, okay, you got an FDA letter?
[01:21:00.996 --> 01:21:01.677]  I want that.
[01:21:02.157 --> 01:21:03.278]  Nobody else does that.
[01:21:03.498 --> 01:21:07.922]  Jeff Bezos at Whole Foods doesn't do that when he's selling 30-something brands.
[01:21:08.162 --> 01:21:09.463]  I just sent the crew there to get it.
[01:21:10.287 --> 01:21:10.767]  Look at this!
[01:21:10.987 --> 01:21:12.688]  CVS, H-E-B, Walmart!
[01:21:14.188 --> 01:21:15.988]  That whole bag in there from Whole Foods!
[01:21:16.328 --> 01:21:17.409]  It was almost all sold out.
[01:21:18.869 --> 01:21:20.910]  By the way, that's CVS brand, folks.
[01:21:21.270 --> 01:21:23.090]  Antimicrobial Silver Wound Gel.
[01:21:24.790 --> 01:21:26.711]  I guess they need to get SWAT team today, right?
[01:21:29.992 --> 01:21:31.712]  Microbial means viruses and bacteria.
[01:21:32.752 --> 01:21:34.933]  This is what's insane about all this, but it doesn't matter.
[01:21:36.308 --> 01:21:42.370]  Because the globalists are pissed that I actually care about people, and that I'm promoting products that are great.
[01:21:43.270 --> 01:21:44.530]  So they're gonna misrepresent and do that.
[01:21:44.550 --> 01:21:45.070]  Let's continue.
[01:21:46.391 --> 01:21:53.532]  Here's the 510K summary, all notarized and everything else from the FDA.
[01:21:54.293 --> 01:21:55.933]  Both the prescription and they're over the counter.
[01:21:56.713 --> 01:21:59.834]  By the way, we don't sell this anymore, because I'm gonna sue all these people.
[01:22:00.494 --> 01:22:01.434]  I'm doing what they want.
[01:22:01.994 --> 01:22:03.755]  And I don't blame the FDA, it's the media.
[01:22:05.023 --> 01:22:15.307]  It's BuzzFeed, it's the Washington Post, it's all of them lying about what I said and saying I just pulled this out of my ass when they saw the shows and saw me showing all this.
[01:22:17.647 --> 01:22:18.248]  I have to!
[01:22:18.448 --> 01:22:20.148]  They're trying to put me in prison, folks!
[01:22:21.709 --> 01:22:23.369]  You think you'd want to know this, right?
[01:22:24.870 --> 01:22:27.471]  And again, didn't say it cures coronavirus, didn't say it treats virus.
[01:22:28.051 --> 01:22:30.252]  It says it kills bacteria and viruses.
[01:22:32.506 --> 01:22:38.291]  And this is after the Pentagon tested it in the field, and after A&M did, 2014, six years ago.
[01:22:40.253 --> 01:22:55.725]  Here, here's the Congressional Hearing, Subcommittee on Africa, Global Human Rights, and International Operations, Committee on International Relations, House of Representatives, and you go to page 40-something, and it's the company I get this from, they just private label it.
[01:22:56.846 --> 01:22:59.729]  I've got the letter from them saying I can private label it and say that.
[01:23:01.044 --> 01:23:01.324]  Right here.
[01:23:02.205 --> 01:23:02.565]  Look at this.
[01:23:02.765 --> 01:23:04.467]  Congressional record on what it does.
[01:23:06.748 --> 01:23:09.030]  Oh, and the virus is by name.
[01:23:12.273 --> 01:23:14.915]  Oh, I'm going to continue over here about some big university studies.
[01:23:15.195 --> 01:23:16.035]  Here, let's show some of those.
[01:23:16.856 --> 01:23:18.317]  And this is what they're saying.
[01:23:18.477 --> 01:23:19.438]  I'm not saying this.
[01:23:22.300 --> 01:23:25.443]  I mean, if this is some snake oil, man, this is some snake oil.
[01:23:25.523 --> 01:23:27.604]  I mean, you open up a bottle, the snakes jump out.
[01:23:27.764 --> 01:23:28.585]  By the way, that's a joke.
[01:23:28.625 --> 01:23:29.806]  They don't need snubs to fact check it.
[01:23:31.977 --> 01:23:36.519]  Human Time Exposure Study of Oral Dose Commercial Silver Nanoparticles.
[01:23:36.859 --> 01:23:44.363]  That's all these studies finding, according to studies, that these nanoparticles don't give you any silver toxicity, and that's how they got the FDA to approve it for sale.
[01:23:44.823 --> 01:23:47.765]  And by the way, this company led the way since they got this approved.
[01:23:48.065 --> 01:23:50.946]  CVS, Walmart, H-E-B, they've all got their own ones now.
[01:23:52.347 --> 01:23:53.528]  And they're good products, by the way.
[01:23:53.548 --> 01:23:55.409]  In fact, that's why I'm not even needed.
[01:23:55.489 --> 01:23:55.709]  Fine.
[01:23:56.598 --> 01:23:56.898]  You know what?
[01:23:56.938 --> 01:23:57.318]  You win.
[01:23:57.479 --> 01:23:58.159]  I'm out of silver.
[01:23:58.499 --> 01:23:59.100]  Mine's great.
[01:23:59.380 --> 01:24:00.020]  You can get it everywhere.
[01:24:00.521 --> 01:24:01.041]  We win.
[01:24:01.201 --> 01:24:02.041]  Everybody's got it.
[01:24:02.342 --> 01:24:02.982]  Everybody knows.
[01:24:03.222 --> 01:24:04.363]  We've got the new antibiotic.
[01:24:04.423 --> 01:24:05.123]  It's the ancient one.
[01:24:05.344 --> 01:24:06.164]  It's helping people.
[01:24:06.204 --> 01:24:06.845]  That's what matters.
[01:24:07.245 --> 01:24:07.685]  I love it.
[01:24:08.486 --> 01:24:10.327]  Yeah, we popularized it in the last 25 years.
[01:24:10.647 --> 01:24:11.167]  Yeah, sure.
[01:24:12.128 --> 01:24:13.049]  And we won, too.
[01:24:13.369 --> 01:24:14.610]  So we're gonna win on every damn front.
[01:24:15.090 --> 01:24:20.733]  I feel good that I can go down to any store I want now and I can get this for myself and my family.
[01:24:22.955 --> 01:24:23.855]  But I'll get you what you want.
[01:24:24.036 --> 01:24:24.456]  Okay, hey.
[01:24:25.036 --> 01:24:25.717]  Not selling anymore.
[01:24:26.653 --> 01:24:27.313]  The bad man.
[01:24:27.613 --> 01:24:28.814]  Say goodnight to the bad man.
[01:24:30.334 --> 01:24:31.054]  And it just goes on.
[01:24:31.094 --> 01:24:32.035]  Look at all these studies, folks.
[01:24:32.055 --> 01:24:32.735]  Look at all these studies.
[01:24:35.056 --> 01:24:35.996]  I mean, it's incredible.
[01:24:36.456 --> 01:24:37.996]  And that's the ones the FDA looked at.
[01:24:38.637 --> 01:24:41.918]  So, not for this current thing.
[01:24:45.319 --> 01:24:47.679]  But we do fund ourselves with the products you buy.
[01:24:47.799 --> 01:24:49.500]  Books, t-shirts, films.
[01:24:50.876 --> 01:24:59.680]  All caps, and yeah, super high quality vitamin, mineral fusion, back and stock 50% off the real Red Pill, real Red Pill Plus, with the Preglanone as well.
[01:24:59.760 --> 01:25:01.201]  Got a bunch of zinc in it, so good.
[01:25:01.561 --> 01:25:02.562]  Infowarshore.com.
[01:25:03.222 --> 01:25:09.465]  X3 that has the triiodine, all three types, 60% off during the crisis, even though it's going to sell out before we get more in a couple months.
[01:25:10.226 --> 01:25:12.507]  We'll sell it in a week or so, but we don't get more for months.
[01:25:14.031 --> 01:25:16.112]  I sell things that win.
[01:25:16.132 --> 01:25:18.013]  I sell things people like.
[01:25:19.073 --> 01:25:20.454]  You know, that's how relationships work.
[01:25:20.954 --> 01:25:22.395]  You don't get married, you better love the woman.
[01:25:23.275 --> 01:25:24.296]  I sell the truth.
[01:25:28.398 --> 01:25:35.441]  Nearly 2,400 years ago in ancient Greece, Plato discussed the importance of population control.
[01:25:36.862 --> 01:25:40.664]  Aristotle advocated the use of abortion and infanticide.
[01:25:42.242 --> 01:25:48.103]  In 1798, an essay on the principle of population was written by Thomas Malthus.
[01:25:49.384 --> 01:25:57.286]  He outlined the idea of positive checks, which are diseases, wars, disasters, famines, and genocides.
[01:25:58.166 --> 01:26:07.328]  Malthus believed that these things should be utilized to increase the death rate, and believed that human misery was an absolute necessary consequence.
[01:26:09.473 --> 01:26:13.155]  In 1859, Charles Darwin published The Origin of Species.
[01:26:13.715 --> 01:26:22.341]  In it, Darwin only hinted at the implications of human populations, but his cousin, Sir Francis Galton, became obsessed with the idea.
[01:26:23.222 --> 01:26:38.352]  In 1883, Galton published Inquiries into Human Faculty and its Development, wherein he wrote that his intention is to touch on various topics more or less connected with that of the cultivation of race or, as we might call it,
[01:26:38.912 --> 01:26:39.634]  With eugenic.
[01:26:40.536 --> 01:26:44.864]  The term comes from the Greek word eugenis, of noble birth.
[01:26:46.539 --> 01:26:51.301]  In the early 20th century, eugenics became an academic discipline in universities.
[01:26:52.022 --> 01:26:55.603]  Organizations were formed and funded to win public support.
[01:26:56.364 --> 01:27:09.850]  The Kaiser Wilhelm Institute and the Cold Spring Harbor Institute rejected the idea that all humans are born equal and began selling the idea of cultivating a new master race of noble bloodlines.
[01:27:11.345 --> 01:27:16.548]  Planned Parenthood was formed in America by racial eugenics advocate Margaret Sanger.
[01:27:17.529 --> 01:27:28.595]  President of IBM, Thomas J. Watson, established a special subsidiary in Poland called Watson Business Machines to assist in the Nazi invasion of Poland.
[01:27:29.776 --> 01:27:36.478]  This business continued throughout the war, and IBM managed the entire operation from their headquarters in New York.
[01:27:37.578 --> 01:27:40.659]  During the Nuremberg trials, the Nazis quoted U.S.
[01:27:41.239 --> 01:27:44.980]  Supreme Court Justice Oliver Wendell Holmes in their own defense.
[01:27:45.641 --> 01:27:49.982]  They claimed that their eugenics program was being run from the United States.
[01:27:51.181 --> 01:27:55.884]  The Nazis were rightly admonished for war crimes, but not Thomas Watson.
[01:27:56.505 --> 01:28:02.229]  He went on to create the IBM World Trade Corporation and passed IBM on to his son.
[01:28:03.109 --> 01:28:06.852]  His granddaughter ended up marrying Margaret Sanger's grandson.
[01:28:08.013 --> 01:28:17.800]  Bill Gates' father worked on the board for Planned Parenthood, and his mother worked on the corporate board for IBM, who Bill partnered with to create Microsoft.
[01:28:19.318 --> 01:28:27.601]  With no medical background, Bill Gates then went on to become the world's foremost pusher of vaccines and population control.
[01:28:29.402 --> 01:28:31.043]  Do you think this is all coincidence?
[01:28:32.944 --> 01:28:40.747]  The Bill and Melinda Gates Foundation funds the WHO, the NIH, the CDC, and the UN.
[01:28:41.647 --> 01:28:48.210]  And now he is saying that until we get mass vaccinations, we might never be able to gather in groups.
[01:28:48.570 --> 01:28:54.093]  And which activities, like mass gatherings, may be, in a certain sense, more optional.
[01:28:54.233 --> 01:29:01.177]  And so until you're widely vaccinated, those may not come back at all.
[01:29:01.378 --> 01:29:06.821]  The president's coronavirus response team are all pushing the Bill Gates vaccination agenda.
[01:29:07.461 --> 01:29:11.723]  Dr. Fauci is on the leadership council for the Bill and Melinda Gates Foundation.
[01:29:12.344 --> 01:29:22.109]  In January of 2017, Anthony Fauci told a crowd at Georgetown University that there would be a surprise outbreak during the Trump presidency.
[01:29:22.569 --> 01:29:39.192]  There is no question that there will be a challenge to the coming administration in the arena of infectious diseases, both chronic infectious diseases in the sense of already ongoing disease, and we have certainly a large burden of that, but also there will be a surprise outbreak.
[01:29:40.113 --> 01:29:51.735]  Deborah Birx is a board member for the Global Fund to Fight AIDS, Tuberculosis, and Malaria, which was founded by the Gates Foundation and known for millions of dollars of fraudulent misuse of funds.
[01:29:52.555 --> 01:30:02.364]  In October of 2019, Bill Gates sponsored Event 201, a simulation that estimated 65 million people killed by coronavirus.
[01:30:03.760 --> 01:30:20.057]  In November of 2019, the Peer Bright Institute, funded by Bill Gates, was granted European patent number EP3172319B1 for a coronavirus vaccine that may be used to treat humans.
[01:30:20.998 --> 01:30:24.081]  Today, Dr. Fauci says the virus will keep coming back.
[01:30:25.674 --> 01:30:31.542]  Stay home if you are sick and practice good social separation of at least six feet when possible.
[01:30:32.042 --> 01:30:35.627]  Loitering inside or outside of the store is strictly prohibited.
[01:30:36.448 --> 01:30:37.930]  Thank you for choosing Walmart.
[01:30:39.130 --> 01:30:41.331]  What can we expect in the month of April?
[01:30:41.671 --> 01:30:42.531]  My prediction?
[01:30:42.911 --> 01:30:46.212]  Riots, looting, and a reckoning for the government.
[01:30:46.412 --> 01:30:49.873]  China and Italy are ahead in quarantine repercussions.
[01:30:50.193 --> 01:30:56.274]  In Palermo, Italy, Sicilian gangs are using social media to coordinate the ransacking of businesses.
[01:30:56.494 --> 01:31:07.957]  Food and medicine supplies have been halted due to the bankruptcy of delivery services, and Italian officials are now concerned that the mafia may be preparing to add to the chaos.
[01:31:08.297 --> 01:31:12.182]  It's hard to watch, but this is what desperation looks like.
[01:31:12.202 --> 01:31:16.508]  This man in Apulia shouting at police that his family have no money.
[01:31:17.168 --> 01:31:26.180]  While in Hubei, China, violent clashes erupted between two provincial police groups and the people of the area most affected by the coronavirus.
[01:31:26.480 --> 01:31:40.504]  As the Washington Examiner reported, alleged video from the skirmish shows overturned police vehicles and large groups of people clad with face masks facing off against Chinese police who attempt to use riot shields to push back the crowd.
[01:31:40.644 --> 01:31:51.348]  But back in America, just how long can Americans endure food shortages, unemployment, diminishing medical and law enforcement attention, and creeping Big Brother oppression?
[01:31:51.748 --> 01:31:52.488]  Help us, man.
[01:31:52.528 --> 01:31:53.308]  Help me out, bro.
[01:31:53.328 --> 01:31:54.509]  It doesn't work like that, bro.
[01:31:56.331 --> 01:31:58.037]  Can anybody know a lawyer, bro?
[01:31:58.599 --> 01:31:59.703]  Somebody send me a lawyer?
[01:31:59.723 --> 01:31:59.823]  Bro!
[01:32:01.269 --> 01:32:01.709]  No!
[01:32:01.949 --> 01:32:02.349]  No!
[01:32:02.729 --> 01:32:03.229]  Come on, James.
[01:32:03.449 --> 01:32:04.810]  It don't work like that, man!
[01:32:04.830 --> 01:32:06.730]  This ain't right, man!
[01:32:06.870 --> 01:32:13.112]  A Twitter post reveals a long line of cars due to food shortages in an area outside of Pittsburgh, Pennsylvania.
[01:32:13.372 --> 01:32:23.014]  In eastern Kentucky, many have taken to hunting and fishing as a primary food source because the supply of meat is growing scarce and mass hunger is setting in.
[01:32:23.194 --> 01:32:28.535]  Meanwhile, the old style of bartering amongst neighbors is already becoming more commonplace.
[01:32:28.815 --> 01:32:39.163]  This could also be a very positive development as communities become more self-sufficient or deadly as people turn against each other as domestic violence skyrockets.
[01:32:39.484 --> 01:32:48.131]  As CBS in Sacramento, California reported, right now as we speak, one in five women are being assaulted right here in Sacramento County.
[01:32:48.271 --> 01:32:53.735]  The quarantine puts most of the abusers in the home with the family more frequently than usual.
[01:32:53.835 --> 01:32:57.398]  This according to Donna Brown, who's a domestic abuse counselor.
[01:32:57.398 --> 01:33:01.121]  But if unemployment lingers on, people could get desperate.
[01:33:01.201 --> 01:33:04.704]  As CNBC reported, economists at the Fed's St.
[01:33:04.784 --> 01:33:19.055]  Louis district project total employment reductions of 47 million, which would translate to a 32.1% unemployment rate, according to a recent analysis of how bad things could get.
[01:33:19.275 --> 01:33:26.160]  And as medical workers and law enforcement get sick, the entire emergency response system faces gridlock.
[01:33:26.220 --> 01:33:30.223]  The coronavirus pandemic has had a dramatic impact for the NYPD.
[01:33:30.823 --> 01:33:36.947]  Five members of the department have died and right now 1,400 more have tested positive.
[01:33:37.407 --> 01:33:42.191]  Police Commissioner Dermot Shea says that he doesn't think the worst has yet to happen.
[01:33:42.961 --> 01:34:01.584]  And if the government takes a let-them-eat-their-measly-$1,200-cake approach while flaunting millions to their pockets and those of their donors, and GPS surveillance and the imprisonment of average citizens increases, and the Bill of Rights takes a backseat to communist-style rule...
[01:34:02.105 --> 01:34:02.706]  We're good.
[01:34:17.361 --> 01:34:25.968]  An inept bureaucracy that has long thumbed its nose at its true boss, the American people, faces a reckoning they can't even see coming.
[01:34:26.168 --> 01:34:33.413]  There will be rent strikes, worker strikes, emergency service strikes, police strikes, delivery strikes.
[01:34:33.654 --> 01:34:39.698]  Chaos will marinate, so it is incredibly important to make sure you are prepared right now.
[01:34:39.918 --> 01:34:45.082]  But in the end, one way or another, we will have all learned to be better Americans.
[01:34:45.683 --> 01:34:46.924]  John Bowne reporting.
[01:34:48.120 --> 01:34:49.660]  Now, we know who calls the shots.
[01:34:50.340 --> 01:35:01.102]  Bill and Melinda Gates Foundation has put hundreds of billions of dollars of their money and other billionaires' money that's tax-exempt into their companies, and then they take billions off the top every year.
[01:35:01.142 --> 01:35:01.902]  It's tax-exempt.
[01:35:02.082 --> 01:35:04.583]  My own science advisor is Bill Gates, so I talk to him.
[01:35:04.663 --> 01:35:05.183]  I call him.
[01:35:05.783 --> 01:35:14.445]  I've talked to him the last few days about it, and he's bullish on the long-term outlook for a universal
[01:35:17.725 --> 01:35:18.325]  That's on record.
[01:35:18.345 --> 01:35:20.846]  Bill Gates's father was in high level
[01:35:34.270 --> 01:35:42.113]  ...secret organizations in the army and then ran Planned Parenthood and worked directly with the operatives out of IBM.
[01:35:42.894 --> 01:35:56.659]  When Thomas Watson died, his entire fortune was put in a trust, pledged for racial superiority and eugenics and depopulation.
[01:35:56.999 --> 01:36:01.341]  He won the highest award given by Adolf Hitler, the third Reich, above Hitler.
[01:36:02.219 --> 01:36:03.260]  These men are not Nazis.
[01:36:04.401 --> 01:36:05.762]  These men created the Nazis.
[01:36:07.023 --> 01:36:11.347]  This is the bigger version of the eugenics record office at Cold Spring Harbor.
[01:36:12.387 --> 01:36:21.915]  The building was built with money from the Rockefeller Foundation in 1927, when eugenics was generally thought to be a good thing.
[01:36:23.096 --> 01:36:28.581]  And the German geneticists thought it was a good thing.
[01:36:31.175 --> 01:36:37.017]  You know, had a proposed program of sterilization for a large number of genetic conditions.
[01:36:39.477 --> 01:36:40.637]  But it wasn't voted in.
[01:36:40.697 --> 01:36:45.719]  They couldn't get it through the German democracy at the time.
[01:36:46.939 --> 01:36:53.441]  But the moment Hitler came into power, eugenics law was passed within a month, which
[01:36:55.666 --> 01:37:02.230]  Prescribed sterilization for a large number of conditions, including for, say, being schizophrenic in a mental hospital.
[01:37:03.391 --> 01:37:18.681]  So, very soon afterwards, they started a program of sterilization, which went on until the war started, with about 600,000 people sterilized.
[01:37:18.821 --> 01:37:23.624]  It was a very thorough program, and they have records on all these people.
[01:37:24.537 --> 01:37:33.167]  And the UN came out and said a week and a half ago, we want forced inoculations or the antibodies for COVID-19 before you can travel or have a job.
[01:37:33.908 --> 01:37:41.376]  And then they're going to roll out the apps and the blood test for you to prove you can leave your house that you have the COVID-19 antibody.
[01:37:42.437 --> 01:37:44.820]  Problem is, we're going to get to that in a moment.
[01:37:46.713 --> 01:37:48.954]  is that most people will never come in contact with it.
[01:37:49.194 --> 01:37:58.098]  So the idea is you've got to have a pathogen, have a virus, have a potential disease-causing thing in you, and have the antibodies for it, or you can't have a job.
[01:37:58.118 --> 01:38:02.800]  It's like saying you've got to have antibodies for HIV, or antibodies for hepatitis, or you can't have a job.
[01:38:03.701 --> 01:38:04.401]  What about a cult?
[01:38:06.222 --> 01:38:08.223]  And so, boom, it started getting announced two days ago.
[01:38:08.643 --> 01:38:14.586]  The UK, Italy, they're going to roll it out and say, you've got to have this shot,
[01:38:16.417 --> 01:38:19.038]  And you've gotta have the antibodies or you can't work or leave your house.
[01:38:19.058 --> 01:38:20.838]  And it's all being announced.
[01:38:21.218 --> 01:38:24.979]  Over the past few weeks, we've heard a lot about the drug hydroxychloroquine.
[01:38:25.059 --> 01:38:25.979]  Hydroxychloroquine.
[01:38:25.999 --> 01:38:26.839]  Hydroxychloroquine.
[01:38:26.899 --> 01:38:28.339]  Hydroxychloroquine.
[01:38:28.399 --> 01:38:29.620]  Hydroxychloroquine.
[01:38:29.640 --> 01:38:30.820]  Hydroxychloroquine.
[01:38:30.860 --> 01:38:31.900]  Hydroxychloroquine.
[01:38:31.940 --> 01:38:33.220]  Hydroxychloroquine.
[01:38:33.280 --> 01:38:34.181]  Hydroxychloroquine.
[01:38:34.241 --> 01:38:35.061]  Hydroxychloroquine.
[01:38:35.081 --> 01:38:37.201]  It is called hydroxy... Chloroquine.
[01:38:37.321 --> 01:38:38.542]  Hydroxychloroquine.
[01:38:38.582 --> 01:38:39.742]  Hydroxychloroquine.
[01:38:40.042 --> 01:38:40.462]  Try it.
[01:38:41.263 --> 01:38:41.823]  If you'd like.
[01:38:42.143 --> 01:38:43.284]  Yes, try it if you like it.
[01:38:43.664 --> 01:38:48.125]  And if you're worried about the side effects, just remember, Donald Trump is a doctor.
[01:38:48.205 --> 01:38:49.085]  I'm not a doctor.
[01:38:49.506 --> 01:38:50.266]  Okay, my mistake.
[01:38:50.606 --> 01:38:54.407]  How do you calibrate being enthusiastic and not playing doctor?
[01:38:54.827 --> 01:38:56.428]  Because I want people to live.
[01:38:56.448 --> 01:38:58.488]  And I'm seeing people dying.
[01:38:59.909 --> 01:39:02.890]  And I've seen people that are going to die without it.
[01:39:03.690 --> 01:39:03.990]  What?
[01:39:04.770 --> 01:39:06.251]  We got the treatment.
[01:39:06.571 --> 01:39:08.071]  We're gonna cure it.
[01:39:08.291 --> 01:39:10.192]  We're gonna... What?
[01:39:11.926 --> 01:39:13.106]  He was just making that sh** up.
[01:39:13.666 --> 01:39:14.847]  I feel good about it.
[01:39:14.927 --> 01:39:23.349]  Turns out, actual doctors do not suggest taking hydroxychloroquine for COVID-19 because there is no evidence yet to suggest it protects against the virus.
[01:39:23.409 --> 01:39:25.489]  I don't think we can definitively say it works.
[01:39:25.670 --> 01:39:34.992]  Not only was Fauci mocking President Trump for talking about it, but you had Governor Whitmer in Michigan threatening physicians, I'll take your license if you prescribe hydroxychloroquine.
[01:39:36.272 --> 01:39:39.975]  And telling pharmacists, don't fill any prescriptions for hydroxychloroquine.
[01:39:40.215 --> 01:39:48.883]  And while many on the left are using the coronavirus outbreak to attack President Trump, one Democrat state lawmaker is crediting him with saving her life.
[01:39:48.983 --> 01:39:54.968]  If President Trump had not talked about this, it would not be something that's accessible for anyone to be able to get that right now.
[01:39:55.168 --> 01:40:01.754]  Because I did have a difficult time even that day obtaining the medication because of an order that was put down in my state.
[01:40:02.114 --> 01:40:02.895]  It saved my life.
[01:40:03.075 --> 01:40:09.376]  I want to tell you about a 96-year-old man in Florida who said one night, I don't think I'm going to make it.
[01:40:09.476 --> 01:40:10.416]  I feel very weak.
[01:40:10.496 --> 01:40:11.456]  The end is coming.
[01:40:11.877 --> 01:40:12.477]  I'm coughing.
[01:40:12.537 --> 01:40:13.197]  I'm short of breath.
[01:40:13.297 --> 01:40:14.577]  I can't get up from the couch.
[01:40:15.057 --> 01:40:19.818]  The next day, he was on hydroxychloroquine and antibiotics per his cardiologist.
[01:40:20.118 --> 01:40:21.258]  He got up the next day.
[01:40:21.278 --> 01:40:21.998]  He was fine.
[01:40:22.378 --> 01:40:23.659]  This man is my father.
[01:40:23.679 --> 01:40:25.659]  Hydroxychloroquine.
[01:40:25.999 --> 01:40:30.640]  Why is any network running these press conferences where he keeps talking about
[01:40:31.620 --> 01:40:37.405]  An unproven drug that might work for malaria, might work for lupus, doesn't work for this.
[01:40:37.685 --> 01:40:40.107]  A lot of people would say, follow the money.
[01:40:40.487 --> 01:40:48.633]  There's got to be some sort of financial tie to someone somewhere that has the president pushing this repeatedly.
[01:40:48.714 --> 01:40:52.556]  Turns out he has a financial stake in the company that makes the drug.
[01:40:53.437 --> 01:40:54.178]  Of course he does.
[01:40:54.258 --> 01:40:56.019]  The press, honestly, is out of control.
[01:40:56.040 --> 01:40:58.001]  The level of dishonesty is out of control.
[01:40:58.081 --> 01:41:03.306]  If Trump is for it, they're against it, even if it might save American lives.
[01:41:03.366 --> 01:41:04.607]  What reactive children they are.
[01:41:04.667 --> 01:41:05.468]  He's gotta stop.
[01:41:05.508 --> 01:41:08.110]  He's not, he's not, we don't want a drug pusher for president.
[01:41:08.170 --> 01:41:15.277]  Gene Robinson, you write in the Washington Post, the one word that proves why President Trump should not be president, what is it?
[01:41:16.081 --> 01:41:17.322]  Hydroxychloroquine.
[01:41:17.462 --> 01:41:18.682]  Hydroxychloroquine.
[01:41:18.762 --> 01:41:25.565]  Experts say there isn't enough clinical data to show it's effective for coronavirus, and it has some serious side effects.
[01:41:25.745 --> 01:41:31.247]  The terrible publicity this drug has received just relentlessly over the past three weeks.
[01:41:31.267 --> 01:41:33.268]  This is a crackpot cure.
[01:41:33.288 --> 01:41:34.568]  This is snake oil.
[01:41:34.588 --> 01:41:36.089]  We've got the treatment.
[01:41:36.389 --> 01:41:37.849]  We're gonna cure it.
[01:41:37.889 --> 01:41:41.571]  Do you think that has made physicians hesitant to try it as a therapy?
[01:41:42.671 --> 01:41:48.213]  No, I think physicians go with what works.
[01:41:48.873 --> 01:41:50.734]  And here's what I consider to be the secret weapon.
[01:41:52.374 --> 01:41:53.315]  Hydroxychloroquine.
[01:41:53.595 --> 01:41:55.676]  I don't think we can definitively say it works.
[01:41:55.816 --> 01:41:59.257]  Well, add my name to those personal accounts because I am feeling better.
[01:41:59.337 --> 01:42:02.278]  You guys saved my life, and now you pay.
[01:42:04.856 --> 01:42:07.498]  If I could cover my face with my hands, I would.
[01:42:07.518 --> 01:42:11.001]  You're prescribing it, and it is working for COVID-19 patients.
[01:42:11.081 --> 01:42:17.267]  Every patient I've prescribed it to has been very, very ill, and within 8 to 12 hours, they were basically symptom-free.
[01:42:17.347 --> 01:42:20.769]  And so, clinically, I am seeing a resolution.
[01:42:20.789 --> 01:42:25.573]  All right, Dara McBrain.
[01:42:26.764 --> 01:42:35.167]  Just posted that video minutes ago to NewsWars.com, InfoWars.com, and Bandai Video.
[01:42:36.187 --> 01:42:41.769]  But when I sit there, thank you for the coffee, when I sit there and I watch something like that, it doesn't make me laugh.
[01:42:41.809 --> 01:42:44.109]  It makes me want to tear people's heads off.
