[00:00:00.289 --> 00:00:05.110]  From the front lines of the information war, it's Alex Jones.
[01:32:42.065 --> 01:32:47.247]  Planned Parenthood was formed in America by racial eugenics advocate Margaret Sanger.
[01:32:48.247 --> 01:32:59.311]  President of IBM, Thomas J. Watson, established a special subsidiary in Poland called Watson Business Machines to assist in the Nazi invasion of Poland.
[01:33:00.495 --> 01:33:07.181]  This business continued throughout the war, and IBM managed the entire operation from their headquarters in New York.
[01:33:08.282 --> 01:33:11.364]  During the Nuremberg trials, the Nazis quoted U.S.
[01:33:11.945 --> 01:33:15.708]  Supreme Court Justice Oliver Wendell Holmes in their own defense.
[01:33:16.349 --> 01:33:20.692]  They claimed that their eugenics program was being run from the United States.
[01:33:21.873 --> 01:33:26.577]  The Nazis were rightly admonished for war crimes, but not Thomas Watson.
[01:33:27.198 --> 01:33:32.923]  He went on to create the IBM World Trade Corporation and passed IBM on to his son.
[01:33:33.804 --> 01:33:37.567]  His granddaughter ended up marrying Margaret Sanger's grandson.
[01:33:38.728 --> 01:33:48.517]  Bill Gates' father worked on the board for Planned Parenthood, and his mother worked on the corporate board for IBM, who Bill partnered with to create Microsoft.
[01:33:50.037 --> 01:33:58.320]  With no medical background, Bill Gates then went on to become the world's foremost pusher of vaccines and population control.
[01:34:00.101 --> 01:34:01.742]  Do you think this is all coincidence?
[01:34:03.643 --> 01:34:11.466]  The Bill and Melinda Gates Foundation funds the WHO, the NIH, the CDC, and the UN.
[01:34:12.366 --> 01:34:18.929]  And now he is saying that until we get mass vaccinations, we might never be able to gather in groups.
[01:34:19.269 --> 01:34:24.791]  And which activities, like mass gatherings, may be, in a certain sense, more optional.
[01:34:24.951 --> 01:34:31.874]  And so until you're widely vaccinated, those may not come back at all.
[01:34:32.094 --> 01:34:37.517]  The president's coronavirus response team are all pushing the Bill Gates vaccination agenda.
[01:34:38.177 --> 01:34:42.420]  Dr. Fauci is on the leadership council for the Bill and Melinda Gates Foundation.
[01:34:43.040 --> 01:34:52.826]  In January of 2017, Anthony Fauci told a crowd at Georgetown University that there would be a surprise outbreak during the Trump presidency.
[01:34:53.266 --> 01:35:09.894]  There is no question that there will be a challenge to the coming administration in the arena of infectious diseases, both chronic infectious diseases in the sense of already ongoing disease, and we have certainly a large burden of that, but also there will be a surprise outbreak.
[01:35:10.834 --> 01:35:22.440]  Deborah Birx is a board member for the Global Fund to Fight AIDS, Tuberculosis, and Malaria, which was founded by the Gates Foundation and known for millions of dollars of fraudulent misuse of funds.
[01:35:23.260 --> 01:35:33.108]  In October of 2019, Bill Gates sponsored Event 201, a simulation that estimated 65 million people killed by coronavirus.
[01:35:34.490 --> 01:35:50.743]  In November of 2019, the Peer Bright Institute, funded by Bill Gates, was granted European patent number EP3172319B1 for a coronavirus vaccine that may be used to treat humans.
[01:35:51.684 --> 01:35:58.650]  Today, Dr. Fauci says the virus will keep coming back, and he says the ultimate game-changer will be a new vaccine.
[01:35:59.651 --> 01:36:10.821]  In Australia, the Prime Minister is telling people the shutdown will last months, that it's the new normal, and that the only way out of your homes is to accept the vaccine.
[01:36:12.011 --> 01:36:14.552]  There is no proof that vaccines are the answer.
[01:36:15.132 --> 01:36:23.153]  In fact, the CDC admitted in federal court that it does not have studies to support the claim that vaccines do not cause autism.
[01:36:24.654 --> 01:36:28.674]  A top UN scientist admitted that vaccines are killing people.
[01:36:30.175 --> 01:36:32.015]  It is time to do some hard thinking.
[01:36:32.895 --> 01:36:36.296]  Will you allow your government to impose forced vaccinations?
[01:36:38.196 --> 01:36:40.377]  For InfoWars.com, this is Greg Reese.
[01:36:46.684 --> 01:36:59.207]  In the intelligence community, a limited hangout is the deliberate revelation of some information about malfeasance to try to confuse and or prevent discovery of other information.
[01:37:00.087 --> 01:37:12.850]  In a recent Daily Mail article, the Communist Chinese admit, after four months of denial, that the COVID-19 virus resulted from work being done in the Wuhan Institute of Virology.
[01:37:13.610 --> 01:37:15.671]  and was paid for by the U.S.
[01:37:15.731 --> 01:37:22.873]  National Institute of Health, run by none other than Anthony Fauci during the Obama administration.
[01:37:23.833 --> 01:37:42.539]  In the article, the CCP admits to harvesting their bats from a single cave in Yunnan, China, thereby vindicating the work of Indian researchers who scanned its genome and found evidence that COVID-19 is a man-made hybrid, also known as a chimera virus.
[01:37:43.499 --> 01:37:58.116]  Controversy sparked in 2015 over the creation of a chimeric SARS-like virus at the University of North Carolina, and a moratorium was enacted to end gain-of-function research in the United States.
[01:37:59.384 --> 01:38:06.109]  Gain-of-function research involves genetically increasing the transmissibility of deadly pathogens.
[01:38:07.050 --> 01:38:19.639]  Immediately following this moratorium, the Obama administration and the National Institute of Health under Dr. Anthony Fauci outsourced the work to the Wuhan Virology Lab in China.
[01:38:20.499 --> 01:38:31.927]  The NIH awarded $3.7 million in research grants to the Wuhan Institute of Virology for gain-of-function coronavirus experimentation on bats.
[01:38:32.888 --> 01:38:45.556]  The Wuhan Institute lists the NIH as a partner, as well as the University of Alabama, the University of North Texas, Harvard University, and the National Wildlife Federation.
[01:38:46.577 --> 01:38:55.124]  The CCP still claims that it was an accident, suggesting that the innocent bat experiments may have gotten out of control.
[01:38:55.725 --> 01:39:05.632]  But the admission is that COVID-19 came from the Wuhan laboratory and it was paid for and directed by Anthony Fauci and the NIH.
[01:39:06.453 --> 01:39:14.700]  The very same Fauci who is now suggesting extended lockdowns and mandatory vaccinations in the United States.
[01:39:16.391 --> 01:39:30.182]  As the world increasingly blames China for the COVID-19 virus, the CCP has fired a not-so-subtle warning shot across the bow of their American deep state accomplices.
[01:39:31.483 --> 01:39:37.807]  A massive war with China could potentially make all talk of deep state corruption vanish.
[01:39:39.729 --> 01:39:42.371]  Reporting for InfoWars.com, this is Greg Reese.
[01:39:49.019 --> 01:39:53.382]  I saved tens of thousands, maybe hundreds of thousands of lives by putting it on.
[01:39:53.402 --> 01:39:58.887]  The argument is that you bought yourself some time, you didn't use it to prepare hospitals, you didn't use it to ramp up testing.
[01:39:59.247 --> 01:40:01.509]  You're so disgraceful.
[01:40:01.609 --> 01:40:03.430]  It's so disgraceful the way you say that.
[01:40:03.490 --> 01:40:06.773]  Let me just... Listen, I just went over it.
[01:40:06.853 --> 01:40:07.933]  I just went over it.
[01:40:07.954 --> 01:40:09.275]  Nobody thought we should do it.
[01:40:09.335 --> 01:40:10.475]  And when I did it...
[01:40:15.339 --> 01:40:16.881]  You know what we did?
[01:40:18.283 --> 01:40:20.747]  You know what we did?
[01:40:20.847 --> 01:40:27.857]  What do you do, what do you do when you have no case in the whole United States, when you, excuse me, you reported it.
[01:40:28.397 --> 01:40:31.341]  Zero cases, zero deaths on January 17th.
[01:40:33.284 --> 01:40:35.327]  January.
[01:40:35.707 --> 01:40:37.009]  I said in January.
[01:40:38.410 --> 01:40:40.953]  On January 30th.
[01:40:40.974 --> 01:40:41.935]  A lot.
[01:40:41.955 --> 01:40:42.335]  A lot.
[01:40:42.616 --> 01:40:44.818]  And in fact, we'll give you a list what we did.
[01:40:44.858 --> 01:40:46.160]  In fact, part of it was up there.
[01:40:46.641 --> 01:40:47.542]  We did a lot.
[01:40:47.822 --> 01:40:48.383]  Look, look.
[01:40:49.482 --> 01:40:50.323]  You know you're a fake.
[01:40:50.683 --> 01:40:53.666]  You know that your whole network, the way you cover it, is fake.
[01:40:53.986 --> 01:40:57.250]  And most of you, and not all of you, but the people are wise to you.
[01:40:57.290 --> 01:41:02.535]  That's why you have a lower approval rating than you've ever had before, times probably three.
[01:41:03.156 --> 01:41:09.181]  And when you ask me that question, let me ask you this, why didn't Biden, why didn't Biden apologize?
[01:41:09.502 --> 01:41:11.424]  Why did he write a letter of apology?
[01:41:11.444 --> 01:41:13.286]  No, that's very important.
[01:41:13.846 --> 01:41:16.489]  Why did the Democrats think that I acted too quickly?
[01:41:16.790 --> 01:41:17.350]  You know why?
[01:41:17.731 --> 01:41:19.854]  Because they really thought that I acted too quickly.
[01:41:20.775 --> 01:41:21.976]  We have done a great job.
[01:41:22.056 --> 01:41:23.118]  Now, I could have.
[01:41:23.879 --> 01:41:25.481]  I could have kept it open.
[01:41:26.081 --> 01:41:28.644]  And I could have done what some countries are doing.
[01:41:28.725 --> 01:41:29.205]  They're getting
[01:41:30.006 --> 01:41:30.326]  I think so.
[01:41:53.905 --> 01:41:54.646]  Doesn't cover it.
[01:41:55.206 --> 01:42:02.331]  Ladies and gentlemen, the press in this country, the corporate press, is bought and paid for by multinational corporations outlawed by Communist China.
[01:42:02.351 --> 01:42:02.991]  We all know that.
[01:42:04.993 --> 01:42:11.797]  And as it all begins to come out and unfold, they're going to get more desperate, they're going to get more out of control.
[01:42:13.398 --> 01:42:16.781]  And what they're doing right now is, in blue states they control
[01:42:17.887 --> 01:42:18.387]  And in U.S.
[01:42:18.447 --> 01:42:20.028]  attorney's offices they control.
[01:42:20.908 --> 01:42:35.313]  They're going around through everybody's bank records, their tax records over the decades, and they are calling up people saying, if you don't come out against Trump and if you don't support the destruction of the country, we're going to indict you.
[01:42:36.393 --> 01:42:40.995]  And because Trump hasn't gotten control of the Justice Department, and it just operates
[01:42:42.225 --> 01:42:44.546]  Still run by Hillary and Obama in the deep state.
[01:42:45.106 --> 01:42:47.228]  They were allowed to terrorize the American people.
[01:42:47.748 --> 01:42:52.850]  And most people, when they get threatened with indictments or worse, back down.
[01:42:54.431 --> 01:43:01.755]  And so it's a real miracle that members of Congress, after being lied about having people come to their houses, threatened to kill them.
[01:43:02.844 --> 01:43:11.191]  Like the Senate Majority Leader, after having their ribs broken, like Rand Paul, after being shot with bullets by Congressman Scalise, that they're holding the line.
[01:43:11.911 --> 01:43:16.535]  But, you see, they're holding the line instead of ever going on the offense against these criminals.
[01:43:17.916 --> 01:43:31.586]  And so, because all those indictments we heard about for people that committed massive crimes, because that never happened, by extension, Trump and the Justice Department at the top are authorizing this scorched earth policy
[01:43:32.563 --> 01:43:33.323]  It's being carried out.
[01:43:33.423 --> 01:43:38.985]  It's now a stay-at-home order for most Americans and a death sentence for small businesses.
[01:43:39.785 --> 01:43:41.805]  And now the Democrats are putting strings on all the money.
[01:43:42.685 --> 01:43:45.126]  And so we're going into economic depression.
[01:43:46.786 --> 01:43:50.347]  And so as bad as the persecution has been against Infowars, I expected this.
[01:43:50.907 --> 01:43:52.968]  I even predicted they'd use a bioweapon to carry it out.
[01:43:54.688 --> 01:43:57.769]  But now people ask, well, how are you handling it?
[01:43:59.069 --> 01:44:00.490]  Well, I know how the president's handling it.
[01:44:00.890 --> 01:44:01.790]  He's completely surrounded.
[01:44:03.467 --> 01:44:19.612]  And so are the American people, by criminals, who've never gotten in trouble and who are like spoiled three-year-olds throwing fits and overturning the dinner table and kicking their parents in the shins because they've never been put in their place.
[01:44:20.993 --> 01:44:28.115]  And they are collections of soft, stupid, corrupt, blackmailed individuals in corporate America and in
[01:44:29.417 --> 01:44:33.539]  Main Street America and in Wall Street America and in Washington, D.C.
[01:44:35.380 --> 01:44:37.020]  And so this country really has cancer.
[01:44:38.441 --> 01:44:39.862]  And we've seen a lot of good happen.
[01:44:39.882 --> 01:44:41.282]  A lot of this has been turned around.
[01:44:41.342 --> 01:44:44.064]  A lot of what the globalists have been up to is being exposed.
[01:44:44.124 --> 01:44:51.487]  But that's only elicited them to come charging out of their rat's nest, attacking even more ferociously.
[01:44:52.647 --> 01:44:58.190]  See, America for the last 50 years or so has just been go along to get along while we were being robbed blind.
[01:44:59.161 --> 01:45:03.506]  And a lot of adults, a lot of older people think, well if you just go on and get along, it'll be like last time, it'll be okay.
[01:45:03.546 --> 01:45:03.706]  No.
[01:45:04.447 --> 01:45:07.210]  We're up to slaughtering the pig time at Christmas.
[01:45:07.690 --> 01:45:10.673]  The pig's been out there for a couple years, growing, getting fattened up.
[01:45:11.254 --> 01:45:18.482]  And the next time it gets let out of the gate, it doesn't know it's being led to be, you know, hauled up by its feet and its throat slit and be cut up into pork chops.
[01:45:19.585 --> 01:45:25.768]  We're now at the pork chop level, and they're walking over with the knife to reach down and pat us.
[01:45:25.788 --> 01:45:32.850]  You know, they usually give you a carrot, or a tomato, or something, or maybe a radish, or an apple.
[01:45:32.910 --> 01:45:38.093]  But this time, it's just a quick knife, razor sharp, across the carotid arteries.
[01:45:38.953 --> 01:45:44.675]  And I'm sitting there, watching history, knowing what's happening, and I'm watching them sharpen the knife up on the front porch.
[01:45:47.839 --> 01:45:49.200]  And they're saying, I'm gonna go slip them.
[01:45:49.620 --> 01:45:50.601]  I'm gonna go butcher.
[01:45:50.621 --> 01:45:57.146]  I'm gonna go butcher Candy or Brady or whatever the pig's name is.
[01:45:58.787 --> 01:45:59.388]  And they do it.
[01:46:02.090 --> 01:46:03.591]  You know, that's part of growing up on a farm.
[01:46:03.671 --> 01:46:18.363]  I didn't grow up on a farm, but my grandparents were on a farm, and my dad's parents, and you know, it wasn't a big deal, but a few times I happened to be there when they were slaughtering an animal, and they were like, yeah, we like old such and such, but it's time to chop them up, put them in the deep freeze, we'll have some good steaks tonight.
[01:46:19.278 --> 01:46:29.421]  You just go out and shoot him, shoot your cow, right in the head with a .22, just walk up, shoot, falls right over, haul it up with a tractor on chains, slit its throat, bleed the meat out, and butcher it right there.
[01:46:29.441 --> 01:46:33.043]  You spend like five hours butchering the cow and eat fresh steaks that night.
[01:46:33.603 --> 01:46:36.184]  This meat goes to hamburger, you grind that up, this goes to that.
[01:46:36.564 --> 01:46:44.707]  And this is just a process of rendering down America, breaking your will, making you desperate, absolutely teaching you total submission.
[01:46:46.787 --> 01:46:48.228]  So I have a lot of sorrow
[01:46:49.636 --> 01:46:56.320]  For the fact that we're run by these psychotics, but if America doesn't stand up and say no, it's really what we deserve.
[01:46:58.222 --> 01:47:00.283]  So I'm going to cover some of this news when we come back.
[01:47:00.723 --> 01:47:01.944]  I was going to take two days off.
[01:47:01.964 --> 01:47:05.466]  It's like every time I take off, take my children fishing or something.
[01:47:08.126 --> 01:47:08.886]  Out at that very farm.
[01:47:08.946 --> 01:47:10.067]  I was talking about having been there in years.
[01:47:10.207 --> 01:47:10.767]  Family farm.
[01:47:11.387 --> 01:47:16.349]  The minute I'm going to go do something like that, this all happens and stuff breaks loose.
[01:47:17.210 --> 01:47:21.451]  And, you know, behind the scenes, the establishment's like, OK, well, you defeated this.
[01:47:21.511 --> 01:47:22.171]  You defeated that.
[01:47:22.211 --> 01:47:23.252]  You stood up to this.
[01:47:23.892 --> 01:47:26.753]  How about we put your ass in prison?
[01:47:27.213 --> 01:47:28.534]  Well, the whole country's in prison.
[01:47:30.060 --> 01:47:30.640]  You know, what's next?
[01:47:30.660 --> 01:47:31.541]  We'll put a bullet in your head?
[01:47:31.901 --> 01:47:33.582]  I mean, you're putting a bullet in the country's head.
[01:47:33.942 --> 01:47:37.964]  You want to put a forced vaccine in all of us that Bill Gates admits will kill a bunch of people?
[01:47:38.304 --> 01:47:40.945]  I mean, it's like, what do you think's going on here?
[01:47:41.005 --> 01:47:49.530]  Just because organized crime took this country over and you think every place is New York or LA or Baltimore, Maryland, it's not.
[01:47:50.373 --> 01:47:52.274]  And they've taken our restraint as weakness.
[01:47:52.314 --> 01:47:53.395]  That's not what's happening.
[01:47:54.175 --> 01:47:54.855]  They're going to lose.
[01:47:54.895 --> 01:47:55.616]  They are losing.
[01:47:56.116 --> 01:47:58.817]  But for those of us at the tip of the spear, it's going to be hard.
[01:47:58.857 --> 01:47:59.338]  But you know what?
[01:47:59.758 --> 01:48:01.459]  I'm glad to be here and I'm proud to be in this position.
[01:48:01.919 --> 01:48:03.080]  I'm more happy than I've ever been.
[01:48:03.460 --> 01:48:04.180]  I'm more fulfilled.
[01:48:05.301 --> 01:48:06.041]  I can face God.
[01:48:06.581 --> 01:48:07.002]  You can't.
[01:48:09.143 --> 01:48:12.945]  You go out looking for dragons to slay, someday you'll find them.
[01:48:14.265 --> 01:48:15.706]  And you'll get what you wanted.
[01:48:16.466 --> 01:48:17.467]  Your destiny.
[01:48:19.915 --> 01:48:23.320]  Well, I got up this morning and there was a headline.
[01:48:23.841 --> 01:48:28.146]  Governors on the West and East Coast form an alliance!
[01:48:29.702 --> 01:48:30.522]  Against Trump.
[01:48:31.482 --> 01:48:32.723]  They said science!
[01:48:33.063 --> 01:48:39.564]  That means the UN, the CHICOMS, FAUCI that allow the NIH to transfer the bioweapons to China on record.
[01:48:40.084 --> 01:48:50.786]  The scientific dictatorship will dictate not the president, not Congress, but the governors interpreting what scientists they want to hear from.
[01:48:50.806 --> 01:48:57.208]  But we have Cuomo saying just two days ago that all the projections were wrong between 9, 10, 15, 20 times higher.
[01:48:59.847 --> 01:49:02.409]  In their death rates, that won't really happen.
[01:49:03.990 --> 01:49:11.554]  And you look at the governor of Michigan walking around like a crazed jack-o'-lantern loon, and Cuomo all jacked up and crazy.
[01:49:14.276 --> 01:49:25.563]  Cuomo's brother, Chris Cuomo, came out in an interview that we should air next segment, and he said, you know, people hate me out in public now, but I let them know I hate them too, but this isn't what I wanted.
[01:49:25.663 --> 01:49:27.224]  I mean, I want to be nice.
[01:49:27.284 --> 01:49:28.444]  I want to be bipartisan.
[01:49:28.885 --> 01:49:29.305]  Yeah, right.
[01:49:30.728 --> 01:49:32.109]  They're feeling the heat, folks.
[01:49:33.649 --> 01:49:39.572]  They think they're going to break all the rules and commit all these crimes and do all these things and that it won't come back on them.
[01:49:41.573 --> 01:49:45.635]  They're nothing but scared little puppets that go to other little puppets.
[01:49:46.215 --> 01:49:57.560]  And they have these roundtables, these committees of corrupt, mainly men and big corporations that sit around and do deals with dictators and do deals with authoritarian regimes.
[01:49:57.900 --> 01:49:59.541]  They don't like open, free countries.
[01:50:01.752 --> 01:50:10.237]  And they've decided to get rid of the checks and balances because they believe their multinational corporations can play the countries off against each other and the people off against each other and be the new robber barons of the planet.
[01:50:10.517 --> 01:50:11.538]  It's not going to go that way.
[01:50:13.379 --> 01:50:22.365]  You go to any Cuomo comment page that's open, you go to any place where they're talking about Bill Gates, and it's 99% negative.
[01:50:24.666 --> 01:50:25.607]  Look at their champion.
[01:50:26.507 --> 01:50:27.388]  He can't even talk.
[01:50:28.068 --> 01:50:28.488]  Joe Biden.
[01:50:28.889 --> 01:50:30.690]  He's so emblematic of their delusion.
[01:50:33.055 --> 01:50:40.919]  And so they peck and scrape in the dust trying to find some plan, some idea to blackmail or intimidate their opposition.
[01:50:41.179 --> 01:50:43.140]  And now they're noticing it isn't working anymore.
[01:50:43.740 --> 01:50:45.441]  So they have to up the intimidation.
[01:50:45.461 --> 01:50:46.862]  They have to up the threats.
[01:50:46.902 --> 01:50:50.864]  They have to up the scams in a hope that people will finally bow down to them again.
[01:50:53.462 --> 01:51:05.528]  This country is in a civil war with one faction that hates the country, doesn't want it to exist, and that has literally been feeding off it for decades, and another faction that just wants to stop being bullied and lied about.
[01:51:08.089 --> 01:51:17.254]  So you have the states on the West Coast, the East Coast, that don't believe countries and borders even exist, coming out and saying, we're going to block Trump reopening the country.
[01:51:17.594 --> 01:51:20.395]  How many times did I say the last 8, 9, 10 weeks that
[01:51:22.841 --> 01:51:25.704]  They'll say Trump didn't do enough, even though he's the one doing something.
[01:51:25.724 --> 01:51:30.429]  Then they'll say that he's doing a good job when he finally shuts things down completely.
[01:51:32.371 --> 01:51:33.713]  See, they want it to get bad first.
[01:51:34.093 --> 01:51:35.094]  First, like, oh, everything's fine.
[01:51:35.134 --> 01:51:35.895]  Don't block the borders.
[01:51:36.196 --> 01:51:37.117]  Don't block Chinese flights.
[01:51:37.197 --> 01:51:39.559]  Once they have some death, oh my God, it's your fault.
[01:51:39.579 --> 01:51:40.781]  You've got to shut everything down completely.
[01:51:41.021 --> 01:51:42.823]  And then, by the way, you're never going to reopen it.
[01:51:44.298 --> 01:51:53.304]  Even though all the metrics show it's already causing millions of people to be at starvation and to starve to death, half a billion people sliding into absolute near starvation levels.
[01:51:54.685 --> 01:51:59.608]  But they won't be memorialized or humanized or focused on.
[01:52:00.749 --> 01:52:07.193]  They won't be spotlighted, those actually starving to death, the mother that has to decide which one of her three children to feed and which other two to allow die.
[01:52:07.293 --> 01:52:08.054]  That's confirmed.
[01:52:11.271 --> 01:52:11.991]  Now there's the New York Times.
[01:52:12.092 --> 01:52:14.053]  Death by coronavirus or hunger?
[01:52:14.253 --> 01:52:15.774]  Well, millions of dead from hunger.
[01:52:16.374 --> 01:52:17.695]  They're saying like two million about to die.
[01:52:18.176 --> 01:52:19.456]  More than, you know, double the normal.
[01:52:19.797 --> 01:52:20.697]  But that's okay.
[01:52:20.757 --> 01:52:22.478]  Ten plus million die a year anyways, right?
[01:52:23.439 --> 01:52:24.540]  They're saying tens of millions.
[01:52:24.560 --> 01:52:27.402]  If it continues, there's a global depression, which is already in most areas.
[01:52:29.155 --> 01:52:31.978]  But it's about the corporations grabbing power and control.
[01:52:32.279 --> 01:52:33.019]  They're essential.
[01:52:33.300 --> 01:52:37.545]  Your business, your home, your right to travel, your right to whatever does it.
[01:52:37.685 --> 01:52:45.534]  They decide with an app they've already got for you with Google and Apple merging to carry that out.
[01:52:47.639 --> 01:52:50.040]  Because it turns out those companies weren't separate all along, folks.
[01:52:50.060 --> 01:52:51.560]  That was a con game for the stockholders.
[01:52:51.580 --> 01:52:52.981]  That was to get around the monopoly laws.
[01:52:53.221 --> 01:52:59.923]  They're not going to need that anymore because they're all unifying, just like China did five years ago, making Xi Jinping dictator for life.
[01:53:01.064 --> 01:53:12.988]  He was already a dictator, but it always consolidates down, demanding more fealty, more subservience, more slavery in any system until you vertically integrate into an absolute top-down North Korean nightmare.
[01:53:14.514 --> 01:53:18.037]  What did President Trump say about this this morning in probably one of his most epic tweets?
[01:53:19.478 --> 01:53:24.962]  Tell the Democrat governors that Mutiny on the Bounty was one of my all-time favorite movies.
[01:53:25.022 --> 01:53:29.926]  A good old-fashioned mutiny every now and then is exciting and invigorating thing to watch.
[01:53:30.927 --> 01:53:35.090]  Especially when the mutineers need so much from the captain too easy.
[01:53:38.234 --> 01:53:45.259]  Well, I hope that's the case, Mr. President, because they still think they're going to remove you and then they'll charge Stone and throw him in jail for 20 years.
[01:53:45.939 --> 01:53:49.962]  They still think they're going to remove you and then shut down what's left of Fox News.
[01:53:51.563 --> 01:53:56.646]  They still think they're going to remove you and then be able to throw my ass in prison for no reason.
[01:53:59.328 --> 01:54:02.330]  And have a reign of terror against the American people, who the globalists hate.
[01:54:03.131 --> 01:54:07.914]  Because the idea of our spirit, if we ever realized our birthright and rediscovered it, could defeat them.
[01:54:10.083 --> 01:54:11.804]  So we need bold action, Mr. President.
[01:54:12.264 --> 01:54:16.767]  You try to play ball with these people, you try to be nice to them, share power with them, they take it as weakness.
[01:54:18.348 --> 01:54:22.390]  Why haven't you pardoned Julian Assange that you told to release the WikiLeaks?
[01:54:24.911 --> 01:54:25.151]  Why?
[01:54:27.793 --> 01:54:34.737]  Why have you sat there and allowed the globalists to commit all these incredible crimes?
[01:54:36.556 --> 01:54:38.517]  I understand you're surrounded by a bunch of cowards.
[01:54:38.537 --> 01:54:40.939]  If they tell you one thing and do another, that's come out.
[01:54:40.979 --> 01:54:41.520]  We understand.
[01:54:41.740 --> 01:54:44.522]  You sign an executive order, they think you forget about it and put it under a piece of paper.
[01:54:45.282 --> 01:54:51.927]  That disdain they have for you, that seizure of power at the managerial role is criminal mutiny.
[01:54:52.587 --> 01:55:04.596]  So I'm glad you talk about mutiny, Mr. President, because I've called it mutiny within the federal government by the bureaucracy, and a coup not just against you, but against the American people and the very rule of law.
[01:55:07.349 --> 01:55:08.389]  That's where we are right now.
[01:55:09.310 --> 01:55:11.591]  We are not going over the edge of the cliff.
[01:55:11.731 --> 01:55:13.051]  We've gone over the edge of the cliff.
[01:55:14.412 --> 01:55:20.234]  And listeners and viewers of this broadcast need to know, you are not spectators.
[01:55:20.254 --> 01:55:21.514]  You are men and women in the arena.
[01:55:21.714 --> 01:55:35.159]  And now that hypothetical medical tyranny, world government complete with enforced inoculations and implantable microchips isn't a thing of the future.
[01:55:35.559 --> 01:55:36.540]  It's a thing of the now.
[01:55:38.203 --> 01:55:46.348]  And I cannot be allowed to be on air much longer when everything we've talked about is now becoming manifest reality, which was already reality behind the scenes.
[01:55:46.709 --> 01:55:59.057]  You ever seen the old films of a big ship or a battleship or a frigate, a submarine, and it's on the blocks and they unveil the curtains and they cut the blocks and the big ship slides into the water?
[01:56:01.388 --> 01:56:02.329]  I was behind the curtain.
[01:56:02.369 --> 01:56:04.132]  I saw the attack ship.
[01:56:04.192 --> 01:56:05.113]  I saw the armies.
[01:56:05.173 --> 01:56:06.034]  I saw the globalists.
[01:56:06.074 --> 01:56:08.738]  I saw their plans beta-tested on innocent populations.
[01:56:09.198 --> 01:56:11.381]  I came out and told you, hey, behind those curtains is this.
[01:56:11.802 --> 01:56:19.471]  A medical tyranny, forced inoculation, robots controlling you, forced sterilization of your children if you want to get your universal income.
[01:56:20.768 --> 01:56:28.310]  And now they've unveiled it, cut the blocks, it hit the water, and now it swings guns around, it's firing at us right now.
[01:56:29.010 --> 01:56:32.851]  And I'm just here going, wow, ladies and gentlemen, what are we gonna do?
[01:56:33.732 --> 01:56:36.752]  They pulled back the curtains, they cut the blocks, they launched the ship.
[01:56:38.013 --> 01:56:38.993]  And now it's running us over.
[01:56:43.746 --> 01:56:47.027]  They're not busting a bottle of champagne on the bowel of it.
[01:56:47.347 --> 01:56:47.927]  They're christening it.
[01:56:47.947 --> 01:56:49.128]  They're busting it over our head.
[01:56:49.528 --> 01:56:50.948]  People ask, how are you handling it, Alex?
[01:56:50.968 --> 01:56:51.689]  How are you handling it?
[01:56:52.289 --> 01:56:54.230]  I mean, I'm already prepared to die.
[01:56:54.250 --> 01:56:56.650]  I mean, I'm not worried about me.
[01:56:57.010 --> 01:56:58.211]  I'm worried about our children, folks.
[01:56:58.231 --> 01:57:00.952]  They're coming with sterilization cancer vaccines.
[01:57:01.132 --> 01:57:03.293]  They're coming to kill us with a soft kill weapon.
[01:57:04.953 --> 01:57:07.134]  Well, if you're driving down the highway through New Mexico,
[01:57:08.786 --> 01:57:16.231]  You come up to a rise, and you got a road map that tells you Albuquerque is right over those hills as you go down into that basin.
[01:57:17.051 --> 01:57:24.316]  And sure enough, you may have never been there in your life, but you crest the top, and there's the city at night down beneath you.
[01:57:25.596 --> 01:57:26.417]  Sure enough, it's there.
[01:57:28.498 --> 01:57:33.161]  But that's a happy thing, a nice destination you're going to.
[01:57:34.702 --> 01:57:35.583]  Well, imagine
[01:57:36.860 --> 01:58:01.324]  If you're looking at the roadmap and you know it leads to depopulation, human slavery, a post-human world, a medical tyranny that takes control of civilization and then slowly poisons the population to death while posing as their saviors, what would you do if you were on a bus being taken to that place and you'd been there before and you'd escaped it
[01:58:04.372 --> 01:58:12.975]  And now you're warning people on the bus that they're not being taken to a seaside resort or to a mountain retreat or to a pretty basin.
[01:58:13.675 --> 01:58:15.455]  They're being taken to a very bad place.
[01:58:16.396 --> 01:58:23.018]  What would it be like to know your wife, your children, your culture, your country, the whole world was being taken to a horrible place?
[01:58:24.278 --> 01:58:30.520]  You wouldn't care about yourself because there's not going to be a world to live in by yourself if this thing wins.
[01:58:31.502 --> 01:58:43.226]  And it's so frustrating to know this thing is so evil and so bad, and it's got so many cowards following its orders, that it ensures our destruction, at least for a long time to come.
[01:58:45.427 --> 01:58:46.927]  And there's no point in going there.
[01:58:47.447 --> 01:58:51.789]  All we had to do was have our chivalry, have our honor, have our courage, have our truth.
[01:58:53.069 --> 01:58:53.970]  And then exercise it.
[01:58:54.970 --> 01:58:57.891]  I can follow trajectories like anybody can.
[01:58:59.391 --> 01:59:00.192]  That road we're on.
[01:59:01.266 --> 01:59:07.891]  And if you look at the attacks that the election was illegitimate and then that Trump was a tyrant and all that.
