[00:00:00.289 --> 00:00:05.811]  From the front lines of the Information War, it's Alex Jones.
[01:36:40.195 --> 01:36:46.818]  It was the church committee that exposed illicit spying, the first major illicit spying by the National Security Agency and by the FBI.
[01:36:47.058 --> 01:36:53.620]  It was the church committee that went into the MLK assassinations, that went into domestic assassinations and international assassinations.
[01:36:53.640 --> 01:36:56.321]  Operation Mockingbird, everything we know is from that.
[01:36:57.296 --> 01:36:57.736]  Exactly.
[01:36:58.017 --> 01:37:10.568]  The full confirmation corroboration of what people suspected was true, but had never been documented in court or Congress before, was documented and demonstrated and evidently substantiated by the Church Committee.
[01:37:10.768 --> 01:37:24.800]  That's why we need another Church Committee to clean up the corruption that corrodes... And you're right, Ryan Paul is the perfect person that nobody doubts is nonpartisan, is a constitutionalist, and Trump should call for him to be appointed as the head of a new committee, or how would that work?
[01:37:25.731 --> 01:37:35.382]  Yeah, a select committee, a committee whose only goal and objective is this, that he would be in charge of, and to replicate the church committee in its entirety.
[01:37:35.422 --> 01:37:40.807]  And that's how we finally, instead of them launching witch hunts, we have all their naked admissions of illegal spying.
[01:37:41.368 --> 01:37:43.429]  This puts them back on their heels finally.
[01:37:43.829 --> 01:37:44.669]  This is the offensive.
[01:37:44.930 --> 01:37:56.814]  Instead of waiting for what they're going to cook up next, Trump must go on the offense, not with some paltry investigations about how he was targeted, no, how America was targeted by the deep state, how they tried to steal an election.
[01:37:57.975 --> 01:37:58.295]  Exactly.
[01:37:58.315 --> 01:38:07.359]  It needs to be a deep state corruption committee in the same way, in the same scale, in the same jurisdictional scope that Church had that could meaningfully expose just how bad it is.
[01:38:08.630 --> 01:38:11.153]  And bring back the people that Flynn was going to bring in.
[01:38:11.293 --> 01:38:14.757]  There's a whole bunch of people within that apparatus who want to expose corruption and collusion within it.
[01:38:14.957 --> 01:38:16.919]  There are still patriots at the highest ranks of government.
[01:38:16.979 --> 01:38:19.222]  Oh yeah, we're not saying all the agencies are bad people.
[01:38:19.242 --> 01:38:21.925]  We need oversight and crossover and separation of powers.
[01:38:22.225 --> 01:38:23.587]  We're going to go to break, but think about this.
[01:38:24.268 --> 01:38:25.129]  Well, go ahead and just tell me now.
[01:38:25.329 --> 01:38:28.773]  How do you think they're going to try to come out with the president next if he doesn't go on the offense immediately?
[01:38:29.986 --> 01:38:31.207]  Stage three is definitely coming.
[01:38:31.227 --> 01:38:35.129]  I think they were thinking about these firings, but I think they recognize it's too close in time.
[01:38:35.469 --> 01:38:39.031]  So stage three is either going to be right in the middle of the election or right after the election.
[01:38:39.072 --> 01:38:42.834]  My guess is it's coming as an October surprise against President Trump again.
[01:38:44.022 --> 01:38:46.503]  But what would it be, I'm asking, at that level?
[01:38:46.723 --> 01:39:01.869]  Oh, it'll be of the same type, but they will try to, it'll be same international orientation, it'll be some sort of Russian collusion component again, but they've tried the campaign aspect, they've tried the institutional aspect, so my guess is this one's going to be personal.
[01:39:02.329 --> 01:39:05.591]  They're going to try to go after him or his son and try to tie it into money in some way.
[01:39:06.417 --> 01:39:06.797]  That's right.
[01:39:06.817 --> 01:39:14.700]  They're going to try to find somebody that's done something corrupt in their giant orbit, threaten them with prison if they don't say Trump laundered money or something.
[01:39:14.720 --> 01:39:15.020]  I agree.
[01:39:15.101 --> 01:39:16.961]  They're going to go after Mafia ties next.
[01:39:17.441 --> 01:39:18.602]  That's what my gut tells me.
[01:39:19.202 --> 01:39:20.042]  All right, we'll be back.
[01:39:20.103 --> 01:39:21.003]  Your call, straight ahead.
[01:39:23.180 --> 01:39:31.603]  All right, back by popular demand, Robert Barnes, constitutional lawyer, really smart guys, riding shotgun with us today on this Monday transmission.
[01:39:31.623 --> 01:39:34.824]  I want to take calls, and he's going to host a little bit in the next hour.
[01:39:34.844 --> 01:39:36.625]  He said, hey, I'm going to stay as long as you want.
[01:39:36.665 --> 01:39:39.486]  I said, well, how about you host a little bit before Gerald Solente comes on?
[01:39:39.786 --> 01:39:42.707]  Gerald's awesome, but I would like to hear Bob host a little bit about what he wants to cover.
[01:39:44.407 --> 01:39:49.649]  But just getting back to what you were saying a few minutes ago before we went to break,
[01:39:51.428 --> 01:39:57.814]  The Democrats can't give up because in their districts it's been proven they're not being re-elected, they're not popular.
[01:39:58.454 --> 01:40:02.698]  And even scientific polls show record numbers of blacks, record numbers of Hispanics.
[01:40:03.278 --> 01:40:05.400]  In a lot of polls it's 30, 40, 50 percent.
[01:40:05.661 --> 01:40:07.142]  This is the end of the Democratic Party.
[01:40:07.642 --> 01:40:09.884]  Just like the Labor Party's basically done in England.
[01:40:10.305 --> 01:40:14.528]  People have really broken with it and they understand that they tried to cause a race war.
[01:40:14.869 --> 01:40:17.251]  People get they're being talked down to and manipulated.
[01:40:18.948 --> 01:40:27.802]  I don't see how they bounce back from this, but they're not going to give up because they're financed by multinational groups that still believe they can conquer America.
[01:40:28.523 --> 01:40:31.467]  I understand that Trump has dealt with China first.
[01:40:32.472 --> 01:40:38.436]  Before he deals with everything else because it's communist China that the globalists set up as their main money laundering system.
[01:40:38.856 --> 01:40:40.537]  Ukraine is a secondary system.
[01:40:40.637 --> 01:40:42.058]  Israel's another subsystem.
[01:40:43.098 --> 01:40:44.179]  There's stuff in the Cayman Islands.
[01:40:44.199 --> 01:40:45.020]  It's everywhere.
[01:40:45.100 --> 01:40:50.183]  But with China now more and more being defeated, how do you tie the coronavirus in?
[01:40:50.223 --> 01:40:51.444]  What do you think's really behind it?
[01:40:51.684 --> 01:40:58.528]  What's the big geopolitical view, understanding who controls the deep state Democrats and what they're going to try next?
[01:40:59.704 --> 01:41:04.747]  I mean, I think Trump correctly saw China as a greater threat to America's future than the deep state.
[01:41:04.787 --> 01:41:11.171]  I think what he underestimated was the deep state's ability to interfere with his ability to get anything done vis-a-vis China.
[01:41:11.471 --> 01:41:14.372]  I mean, we've had three major stories in the last month concerning China.
[01:41:15.253 --> 01:41:22.437]  The Chinese corruption of American universities, often the number one contributor to most universities in the United States, particularly the elite universities.
[01:41:23.518 --> 01:41:26.700]  Exactly.
[01:41:26.720 --> 01:41:34.107]  I mean it's extraordinary.
[01:41:34.767 --> 01:41:41.793]  UK talking about going along with 5k and going along with a wise investment in that in terms of going back into bed with China.
[01:41:42.334 --> 01:41:48.699]  The virus and then of course today the announcement that in fact a lot of these big hacking that's been going on including the big hack
[01:41:49.059 --> 01:41:49.279]  Of course!
[01:42:08.912 --> 01:42:16.496]  And it's in its distribution or creation, not the organic origin that some have suggested, raising questions about what's really going on.
[01:42:16.776 --> 01:42:28.242]  You had China today admitting that the virus was at a much more exponential rate of exposure than they originally said, which some people had been forecasting the exact numbers, saying, here's what the real numbers are and here's how they're going to hide it.
[01:42:28.482 --> 01:42:31.103]  And they forecast those numbers and that's being publicly reported today.
[01:42:31.463 --> 01:42:41.572]  So you have this extraordinary scope of China's bad actions that are now being put on trial, being exposed by the President, as well as undermining their trade warfare and their mercantilist attacks on the United States.
[01:42:42.633 --> 01:42:48.679]  But what he started to realize is right when he was achieving a lot of those successes and exposing China, they almost took him out with an impeachment effort.
[01:42:49.019 --> 01:42:52.062]  So the deep state is an imminent threat, an immediate threat.
[01:42:52.182 --> 01:42:53.443]  China is the long-term threat.
[01:42:54.023 --> 01:42:57.546]  So this purge is not a purge, it's a cleaning house.
[01:42:58.006 --> 01:43:02.370]  And Bob, I don't want to toot my horn or your horn or anybody's, but I know the White House listens.
[01:43:02.430 --> 01:43:03.691]  I know they've got a whole office to us.
[01:43:03.711 --> 01:43:05.232]  That's why they want Miller out of there.
[01:43:05.312 --> 01:43:13.078]  But we come on Friday with the head of the former bioweapons treaty developer for the U.S., the head guy.
[01:43:13.418 --> 01:43:14.559]  He says they've got to come out.
[01:43:14.579 --> 01:43:16.380]  The White House must say it looks like it's man-made.
[01:43:16.680 --> 01:43:17.541]  Call for investigation.
[01:43:17.581 --> 01:43:18.562]  Five hours later, they do it.
[01:43:19.645 --> 01:43:20.085]  I don't know.
[01:43:39.941 --> 01:43:43.323]  Now obviously that's the right thing to do anyways, but it's crazy.
[01:43:43.763 --> 01:43:45.884]  Are we simpatico with the White House now?
[01:43:46.504 --> 01:43:54.228]  Or are they using Infowars as the populist sounding board because they know we're not controlled to try to get the pulse of the people and doing what we want?
[01:43:54.248 --> 01:43:58.290]  It's not like we're threatening the White House, but it just seems like suddenly everything we want is starting to happen.
[01:43:59.625 --> 01:44:06.230]  Well, I think it has always been the tip of the spear for the populist base of the Trump support base, and he's always paid attention to that.
[01:44:06.611 --> 01:44:24.885]  And I think that the problem has been his willingness and his readiness to take action on it, because he thought he could work with deep state actors to achieve this broader objective of containing China, not recognizing that China has infiltrated large aspects of the deep state apparatus, particularly the think tanks and private universities and other institutions.
[01:44:25.405 --> 01:44:27.087]  People know they can leave U.S.
[01:44:27.107 --> 01:44:29.989]  government service and get their most profitable gig is with China.
[01:44:30.329 --> 01:44:31.410]  That's why Trump was right to talk about it.
[01:44:31.430 --> 01:44:33.952]  We just saw the top Harvard professor indicted, exactly.
[01:44:34.870 --> 01:44:35.551]  Oh, absolutely.
[01:44:35.611 --> 01:44:41.137]  And it's not a coincidence that Harvard's one of the biggest recipients of Chinese government funds of anybody in the entire country.
[01:44:42.338 --> 01:44:43.580]  But this has been mostly suppressed.
[01:44:43.620 --> 01:44:47.604]  The ordinary person has no clue of the scope and scale to which this is occurring.
[01:44:47.624 --> 01:44:48.185]  And let's be clear.
[01:44:48.225 --> 01:44:49.727]  It's not like China just did this on their own.
[01:44:50.287 --> 01:44:54.612]  People controlling our government for 50 years make one-sided deals to make jobs go to China.
[01:44:54.872 --> 01:44:56.154]  They then get a big fat piece of it.
[01:44:57.387 --> 01:44:57.707]  Exactly.
[01:44:57.727 --> 01:44:59.487]  In fact, I mean, this is a replication.
[01:44:59.527 --> 01:45:05.009]  Kevin Phillips was talking about this in the 80s, and he was saying what's going to happen is China is going to replicate what the U.S.
[01:45:05.029 --> 01:45:08.069]  did to the U.K., both in terms of manufacturing and political influence.
[01:45:08.089 --> 01:45:10.030]  And that's precisely what's happened since the mid-1990s.
[01:45:10.150 --> 01:45:14.551]  It's the reason why the first real foreign interference in the U.S.
[01:45:14.611 --> 01:45:20.912]  election was Chinese donors to the Clinton campaign in 1996 that Janet Reno then hushed up a year later.
[01:45:21.192 --> 01:45:22.352]  Exactly, so let me ask you this.
[01:45:22.492 --> 01:45:27.474]  What's going to happen as it becomes clear that everybody that's been against Trump and us is a Chai Com trader?
[01:45:28.415 --> 01:45:35.397]  This looks like a recipe for victory if Trump just does a national address and points it out with pie charts and the head of the CIA with him in Pompeo.
[01:45:35.417 --> 01:45:36.197]  I mean, it's game over.
[01:45:36.438 --> 01:45:42.360]  You tell Americans you're in league with foreign enemies and we show the Washington Post saying hopefully Xi crushes Trump.
[01:45:42.760 --> 01:45:45.681]  I mean, it's so obvious how they threw their lot in with these guys.
[01:45:46.883 --> 01:45:47.223]  Exactly.
[01:45:47.263 --> 01:46:00.917]  And what Trump should do is, he's doing part of it now, go after and purge the deep state apparatus that was a hindrance to making meaningful reform with China, continue to march on China in terms of federal prosecutions, in terms of trade sanctions and the rest.
[01:46:01.277 --> 01:46:08.745]  But in addition, he really should take a third aspect to that too, which is he doesn't have the support, the outside support, the parallel support.
[01:46:09.085 --> 01:46:10.126]  He did have when he came in.
[01:46:10.606 --> 01:46:12.748]  Julian Assange is now sitting in a prison cell.
[01:46:14.349 --> 01:46:18.333]  He has allowed his grassroots infrastructure to be annihilated.
[01:46:19.273 --> 01:46:19.654]  Exactly.
[01:46:19.694 --> 01:46:21.935]  He needs to start to restore that grassroots.
[01:46:22.296 --> 01:46:29.301]  And what he can do, and the way he can start, he can start by pardon Roger Stone now, pardon General Flynn now, pardon Julian Assange now.
[01:46:29.321 --> 01:46:32.544]  I was about to say, if he just signals he cares, it'll triple his support.
[01:46:33.593 --> 01:46:51.644]  Absolutely, and it will start to restore that grassroots third-party support because they were going after Flynn and Stone and Assange, not just them out because they were uniquely influential individuals on behalf of the president, but to terrify anybody else from stepping up for Trump in this next election and within the administration.
[01:46:51.664 --> 01:46:59.089]  And by the way, I don't want to enter myself into this thing, but obviously they tried to take us out too, but only the listeners kept us in play.
[01:47:00.333 --> 01:47:03.555]  Exactly, and what he needs to do is he needs to restore confidence and faith in that.
[01:47:03.815 --> 01:47:14.282]  So he needs to make public efforts towards all the third-party outsider participants that keep him afloat and alive, and show his support of them, show his sympathy towards them, and take executive action where he can.
[01:47:14.582 --> 01:47:22.907]  Because that will signal to that whole crowd, okay, we can now stand up for the president, start to fight for the president, interact for the president, and purge the deep state.
[01:47:22.927 --> 01:47:24.908]  And it's not like we even want the protection.
[01:47:25.268 --> 01:47:27.369]  We want the general saying, I'm with you, attack.
[01:47:28.110 --> 01:47:29.751]  It's him silent is what people don't like.
[01:47:30.928 --> 01:47:31.909]  Exactly, correct.
[01:47:32.089 --> 01:47:39.132]  I mean, the protection can be as simple as a pardon in the case of those three individuals, but for everyone else it can simply be rhetorical and by association.
[01:47:39.473 --> 01:47:42.694]  He started to do it... Hold on, stay right there.
[01:47:42.834 --> 01:47:43.915]  We'll come back and we'll take calls.
[01:47:43.935 --> 01:47:44.795]  Robert Barnes is our guest.
[01:47:44.815 --> 01:47:45.135]  Stay with us.
[01:47:46.596 --> 01:47:47.877]  Alright, I do want to go to your phone calls.
[01:47:47.897 --> 01:47:48.877]  You've been holding patiently.
[01:47:48.917 --> 01:47:52.379]  Barnes will host a few segments in the next hour, and then Gerald Cilente takes over.
[01:47:52.399 --> 01:47:53.180]  Always informative.
[01:47:54.660 --> 01:47:55.541]  I just knew too much.
[01:47:58.069 --> 01:48:00.810]  You know, there's not just evil in this universe, there's good as well.
[01:48:02.110 --> 01:48:06.232]  And America and much of the world has been asleep, but now we're in a time of awakening.
[01:48:07.252 --> 01:48:12.254]  And all those that thought they had it all sewed up are in for a very, very rude awakening.
[01:48:12.714 --> 01:48:25.419]  Now, talking to Barnes here, there are thousands of channels of cable and hundreds of new Netflix shows a week, and seems like everybody wants to be an actor in the movies, and there's all this fantasy land.
[01:48:26.815 --> 01:48:28.196]  I know listeners understand this.
[01:48:29.256 --> 01:48:30.217]  This is real.
[01:48:32.038 --> 01:48:36.861]  And I don't sit back and go, man, we're one of the only big, well-produced, powerful shows.
[01:48:36.881 --> 01:48:40.283]  There's a lot of smart people out there doing little shows, which I wish were huge.
[01:48:41.203 --> 01:48:47.467]  But we're one of the only, if not the only, organization that's actually giving the globalists a run for their money.
[01:48:48.267 --> 01:48:48.888]  And guess what?
[01:48:48.988 --> 01:48:51.349]  People wanted prosperity and freedom and justice.
[01:48:51.629 --> 01:48:52.730]  They didn't want globalism.
[01:48:54.291 --> 01:48:55.952]  Because if I'm anything, I'm a salesman.
[01:48:57.659 --> 01:48:59.840]  All that means is you promote ideas you believe in.
[01:49:00.340 --> 01:49:01.060]  I'm a father.
[01:49:01.240 --> 01:49:01.841]  I'm a fighter.
[01:49:02.441 --> 01:49:07.102]  I'm a lot of things, but I mean, I sell things I believe in, like freedom.
[01:49:09.123 --> 01:49:10.504]  Don't have to give me any money for it.
[01:49:10.524 --> 01:49:15.306]  You just got to believe in it and believe what I'm saying and believe it for yourself and promote it.
[01:49:16.486 --> 01:49:19.267]  And I need to sell you on how valuable you are.
[01:49:19.287 --> 01:49:21.708]  I need to sell you on the strength you've got.
[01:49:22.884 --> 01:49:26.566]  So you don't sit there and say it's all over, America's done, there's nothing we can do.
[01:49:27.126 --> 01:49:30.988]  Right at the time that we're starting to turn the tide.
[01:49:34.270 --> 01:49:39.552]  When you wake up and you realize how bad things are, a lot of times people give up, but you just woke up.
[01:49:39.872 --> 01:49:40.633]  You were all ready.
[01:49:40.653 --> 01:49:47.576]  It'd be like driving down the road and your buddy falls asleep in the middle of the night driving back from elk hunting.
[01:49:48.316 --> 01:49:49.057]  This happened to me once.
[01:49:50.455 --> 01:49:52.896]  And you drive off a big embankment down a cliff.
[01:49:53.036 --> 01:49:54.437]  By the grace of God, we didn't die.
[01:49:54.457 --> 01:49:57.779]  It was incredible that we hit the one spot and shot back up and then flipped three times.
[01:49:58.419 --> 01:49:59.840]  And I didn't wake up until we were flipping.
[01:50:01.521 --> 01:50:04.842]  Now, if I'd have stayed asleep and we hit a tree and died, would I have been any safer?
[01:50:04.922 --> 01:50:05.183]  No.
[01:50:05.523 --> 01:50:08.484]  By the time I woke up and we were starting to flip, I was like, man, I was asleep.
[01:50:08.544 --> 01:50:09.405]  He ran off the road.
[01:50:10.865 --> 01:50:13.347]  Once the police got there in like an hour, they're like, you're lucky you're alive.
[01:50:13.387 --> 01:50:19.410]  We ran way down this multi-hundred-foot deal and up and it hit and jumped and then the thing flipped like something out of a movie.
[01:50:20.959 --> 01:50:24.141]  And I was only like 16 years old when that happened.
[01:50:26.163 --> 01:50:29.625]  But if I'd have been killed and that never woke up, I still would have been in the wreck.
[01:50:29.705 --> 01:50:31.726]  But I was awake during it and I lived.
[01:50:32.487 --> 01:50:37.830]  And so just because we've woken up now and we're in the middle of a wreck, we're going to make it through this wreck.
[01:50:38.791 --> 01:50:40.632]  And what we do after it is what matters.
[01:50:40.772 --> 01:50:42.253]  So that's my weird allegory.
[01:50:42.313 --> 01:50:44.114]  I didn't think that up on the fly.
[01:50:44.174 --> 01:50:46.576]  It's something that happened to me and I was just comparing it to what's happening today.
[01:50:47.076 --> 01:50:49.518]  Robert Barnes, smart constitutional lawyer.
[01:50:50.839 --> 01:50:52.280]  It's Trump's to lose now.
[01:50:52.580 --> 01:50:53.961]  They are demoralized.
[01:50:54.081 --> 01:50:59.563]  I don't go out in public now and get spit at for every 500 hands I shake or whatever I get spit at.
[01:51:00.304 --> 01:51:07.787]  Now they just look demoralized and scared, but a lot of leftists now kind of smile at me and come over and say maybe we were wrong.
[01:51:08.268 --> 01:51:12.750]  So I'm seeing grassroots in Austin, that's basically San Francisco's rear end,
[01:51:14.031 --> 01:51:22.354]  I'm even seeing them not just give up on hating me, I'm seeing them actually shake it off and realize they were under a cult-like programming.
[01:51:22.394 --> 01:51:22.975]  What are you saying?
[01:51:24.295 --> 01:51:32.198]  Well, I think there's no question that the Democratic Party is sort of out of sorts, because essentially they sort of made a deep state alliance both in the Mueller inquiry and with impeachment.
[01:51:32.538 --> 01:51:34.999]  I think they in part thought that's why it would work.
[01:51:35.039 --> 01:51:39.161]  They would replicate Watergate's deep state apparatus that was behind the
[01:51:39.241 --> 01:51:39.702]  I don't know.
[01:51:56.023 --> 01:51:58.223]  Ultimately, the acquittal vindicates that position.
[01:51:58.684 --> 01:52:02.264]  And so I think in that sense, they feel dismayed.
[01:52:02.484 --> 01:52:05.385]  They also clearly lack institutional integrity.
[01:52:05.645 --> 01:52:09.866]  They lack the sort of people beyond Bernie and other, you know, Tulsi Gabbard, one or two others.
[01:52:10.106 --> 01:52:12.866]  They have nobody who people even think of as honest.
[01:52:13.246 --> 01:52:17.007]  And they think of Bernie as honest, but not necessarily the ideas they want to embrace.
[01:52:17.527 --> 01:52:22.908]  And so the, I mean, clearly the deep state has a planted candidate, in my view, in the democratic primary process.
[01:52:23.308 --> 01:52:30.474]  If people research Pete Buttigieg's background, he has a very unusual Obama-like background, but it's even weirder than Obama's.
[01:52:30.514 --> 01:52:31.695]  I mean, he comes out of nowhere.
[01:52:31.835 --> 01:52:33.196]  Yeah, he's completely synthetic.
[01:52:34.438 --> 01:52:34.899]  Absolutely.
[01:52:35.059 --> 01:52:38.842]  I mean, his father was the translator for Antonio Gramsci's writings.
[01:52:39.202 --> 01:52:42.765]  The sort of very good analytical writing, but communist-influenced writing.
[01:52:43.146 --> 01:52:45.888]  So that gives you an idea for his background.
[01:52:46.148 --> 01:52:52.334]  And yet he is being... I mean, here's a guy who's just a mayor of a tiny town, who's suddenly a leading candidate for the presidency of the United States.
[01:52:52.674 --> 01:52:53.375]  How does that happen?
[01:52:53.655 --> 01:52:57.318]  He also is one of those guys that somehow ended up in the military, but never went through basic training.
[01:52:57.618 --> 01:52:59.280]  He got some special direct commission.
[01:52:59.760 --> 01:53:05.962]  It's like who gave this kid a sudden direct commission that was purely a show gig that appeared to be CIA ties to where he was working.
[01:53:06.202 --> 01:53:10.463]  He appears to have been simply a CIA front guy in Afghanistan, not an actual real vet.
[01:53:10.843 --> 01:53:16.904]  And yet the media is pretending he's a veteran and removing the only actual veteran from the debate stage in the last debate in New Hampshire.
[01:53:17.325 --> 01:53:22.746]  So these are clearly a coordinated effort to elevate him because the deep state doesn't trust Bernie.
[01:53:23.446 --> 01:53:26.871]  They despise Trump, but they distrust Bernie.
[01:53:27.191 --> 01:53:28.353]  So they want someone other than him.
[01:53:28.373 --> 01:53:29.854]  What do you see happening at the convention?
[01:53:29.894 --> 01:53:31.296]  I mean, Hillary always wanted to run again.
[01:53:31.316 --> 01:53:32.377]  I don't think it'll happen now.
[01:53:32.738 --> 01:53:36.703]  But she wants to keep saying she is behind the scenes to maintain control of the apparatus.
[01:53:37.648 --> 01:53:44.638]  Well, she's creating, it's Hubert Humphrey 1968, and the whole election feels a lot like 1968 or 1972, depending on which one you pick.
[01:53:45.079 --> 01:53:50.326]  And right now, even the sort of liberal data nerds... No, you said it three months ago.
[01:53:50.386 --> 01:53:53.751]  She wants to broker the Broker Convention and be the kingmaker.
[01:53:54.654 --> 01:53:54.974]  Exactly.
[01:53:55.034 --> 01:53:56.575]  Her goal is to recreate 1968.
[01:53:57.155 --> 01:54:06.640]  The best way to recreate 1968 is to have Bernie with the most delegates, but nowhere near a majority, and to make sure there's no one who could replace her.
[01:54:06.720 --> 01:54:09.521]  Notice Kamala Harris is out.
[01:54:10.322 --> 01:54:11.782]  Elizabeth Warren is struggling.
[01:54:12.143 --> 01:54:19.226]  So the degree to which it's Buttigieg and Biden and Bernie and that crew, Hillary is in the best position to come in and steal it.
[01:54:19.904 --> 01:54:23.606]  Because she can steal from each part of the groups and she can promise different things to different people.
[01:54:24.086 --> 01:54:25.906]  And they're also not making her the VP.
[01:54:27.267 --> 01:54:30.408]  Yeah, I mean, there's talk of it.
[01:54:30.528 --> 01:54:32.609]  I would never make Hillary Clinton my VP.
[01:54:32.749 --> 01:54:34.190]  You're asking to be assassinated.
[01:54:34.770 --> 01:54:38.271]  Yes, you need a big, big, big, big life insurance policy for that.
[01:54:38.832 --> 01:54:43.874]  You're like Malcolm X at the end of his life where nobody would even give him a life insurance policy no matter how much he would pay.
[01:54:43.894 --> 01:54:47.075]  If Hillary's your VP, you have no life insurance policy.
[01:54:48.176 --> 01:54:53.039]  So, I mean, I think there's different aspects of that, but I think the deep state apparatus doesn't trust any of these people.
[01:54:53.839 --> 01:54:57.902]  They would be okay with Bloomberg, who's sort of been a corrupt billionaire for a long time.
[01:54:58.642 --> 01:55:02.765]  But Bloomberg, there's no way the Democratic Party and the Bernie folks are going to go nuts.
[01:55:02.825 --> 01:55:04.646]  Yeah, why is Bloomberg there?
[01:55:04.686 --> 01:55:10.050]  He's just a cover for spending hundreds of millions, if not billions, he says, against Trump.
[01:55:10.110 --> 01:55:13.192]  He's just there as a cover to get around campaign finance.
[01:55:14.130 --> 01:55:14.730]  That's half of it.
[01:55:14.770 --> 01:55:16.971]  The other half of it is to prevent Bernie from getting a majority.
[01:55:17.752 --> 01:55:19.072]  Bloomberg wants delegates.
[01:55:19.172 --> 01:55:32.218]  And as long as he hits 15% in some of these big, heavy, vote-rich states on Super Tuesday where he is spending close to half a billion dollars already, then he can prevent anybody from getting a majority and he can become a kingmaker at the Democratic Party Convention.
[01:55:32.778 --> 01:55:33.919]  I'm definitely going to be there in Milwaukee.
[01:55:33.939 --> 01:55:35.420]  I've got a lot of old friends in Milwaukee.
[01:55:35.680 --> 01:55:37.160]  Milwaukee's going to look like Chicago 1968.
[01:55:37.200 --> 01:55:40.422]  We're going to be there covering it.
[01:55:40.442 --> 01:55:40.902]  Stay there.
[01:55:40.962 --> 01:55:42.643]  I promise callers, when we come out of break,
[01:55:43.103 --> 01:55:44.564]  We're going to give each caller about a minute or so.
[01:55:44.964 --> 01:55:48.445]  Patty and Greg and Hayden and Steve and Schmig first and Levi and everybody.
[01:55:48.705 --> 01:55:57.028]  We'll get to you and then Barnes will take over a few segments and then we're going to have the great analysis of Terrell Cilente coming up.
[01:55:57.068 --> 01:55:59.549]  Just briefly because I didn't even really plug this hour.
[01:56:02.370 --> 01:56:04.771]  Who's got Homeland Security?
[01:56:07.017 --> 01:56:11.382]  Certified nanosilver that they said kills SARS, which is the same family as Corona.
[01:56:12.062 --> 01:56:14.105]  All I know is this is immune gargle.
[01:56:14.125 --> 01:56:15.025]  You can swish it out.
[01:56:15.066 --> 01:56:15.766]  You can drink it.
[01:56:16.427 --> 01:56:19.851]  It's super high quality from the top nanotech company here in the U.S.
[01:56:19.871 --> 01:56:21.833]  We're the only folks that are allowed to private label this.
[01:56:22.313 --> 01:56:22.834]  It's sold out.
[01:56:24.292 --> 01:56:25.653]  Three ounce is still available.
[01:56:25.833 --> 01:56:27.394]  At current sales rates, it'll be gone in a week.
[01:56:28.015 --> 01:56:32.478]  The current sales rates, the one ounce spray bottle will be gone in three or four days.
[01:56:33.318 --> 01:56:48.469]  And I'm still leaving it at 40% off, except our sales manager came to us, the general manager came to us this morning and he said, you realize that, okay, you're looking at the fact you're selling out of this 40% off, but we only make like 25, 30% off on that.
[01:56:48.509 --> 01:56:49.750]  I mean, could you only mark it up 100%?
[01:56:50.430 --> 01:56:52.812]  Alex, we have to reorder it.
[01:56:54.462 --> 01:56:55.703]  And I went, oh, how much is that?
[01:56:55.723 --> 01:56:58.084]  And he says, this is how much it is if you want to reorder it again.
[01:56:58.104 --> 01:56:59.725]  And I went, ooh.
[01:57:00.245 --> 01:57:04.007]  So these are both at 40% off for two more days.
[01:57:04.028 --> 01:57:07.429]  All right, Robert Barnes is going to host the first half hour.
[01:57:07.449 --> 01:57:08.950]  Then Gerald Celente takes it over.
[01:57:08.990 --> 01:57:11.592]  Then Owens Troyer takes over.
[01:57:15.114 --> 01:57:16.054]  I agree partially with Charles Murray.
[01:57:44.048 --> 01:57:45.549]  But I agree with you totally.
[01:57:46.490 --> 01:57:49.613]  See, you need to keep standing throughout it.
[01:57:52.195 --> 01:57:54.677]  Mr. Murray's answer was not quite right.
[01:57:55.557 --> 01:57:59.661]  You know, because, you know, if you're tough, you're going to hang in for the long run.
[01:57:59.821 --> 01:58:06.906]  If you have young children, you would you would move out if you could afford to and that you don't run out of time.
[01:58:07.747 --> 01:58:12.371]  The problem is, is what we have is a situation like the Titanic.
[01:58:13.368 --> 01:58:13.848]  We can't.
[01:58:13.888 --> 01:58:16.870]  There's a point where we can't save the ship anymore.
[01:58:17.410 --> 01:58:19.271]  Do we stay with the ship and drown?
[01:58:19.631 --> 01:58:19.851]  No.
[01:58:20.651 --> 01:58:23.412]  We jump out and we try and save ourselves.
[01:58:24.093 --> 01:58:26.194]  And that's at the point that we're at right now.
[01:58:26.414 --> 01:58:29.115]  And so we've got to start building lifeboats because we're not sure.
[01:58:30.715 --> 01:58:31.256]  Exactly.
[01:58:31.316 --> 01:58:34.657]  Right now, President Trump is doing everything he can.
[01:58:34.757 --> 01:58:36.478]  But remember, he's not the fixer.
[01:58:37.038 --> 01:58:37.939]  He's the revealer.
[01:58:38.919 --> 01:58:39.279]  You see?
[01:58:39.379 --> 01:58:41.240]  Because this brings me to my second point.
[01:58:41.903 --> 01:58:45.424]  Will the GOP or the MAGA save you eternally?
[01:58:45.945 --> 01:58:46.845]  The answer is no.
[01:58:47.525 --> 01:58:50.506]  Jesus Christ is your only way.
[01:58:51.066 --> 01:58:52.647]  Now remember, this is for you.
[01:58:53.267 --> 01:58:55.448]  To whom much is given, much is expected.
