[00:00:00.289 --> 00:00:05.193]  From the front lines of the information war, it's Alex Jones.
[01:25:56.838 --> 01:25:58.458]  You'll forgive me for that, right?
[01:25:59.038 --> 01:26:05.320]  We're not the Socialist Republics of America, we're not the Communist Party of America, none of this junk that is now being
[01:26:06.175 --> 01:26:12.139]  Offered us on the table, which I consider to be poison for the body politic of the United States.
[01:26:12.199 --> 01:26:13.660]  None of that was in the air.
[01:26:14.441 --> 01:26:35.276]  It was, by and large, taken for granted that on a bipartisan basis, we all were against turning this country into one of those regimented Communist Party regimes that only looked like they had elections, but where things didn't really change until the infighting was done among a little group of people who actually ran the country.
[01:26:35.936 --> 01:26:50.140]  This is how a lot of these politicians, and I have to say there are particularly a lot of Democrats, but you see a little bit of that on both sides of the aisle, they want us now to get into this mentality, to get used to living in a country that has this communist parlance going on, and I can't stand it!
[01:26:50.580 --> 01:27:01.583]  We don't have purges in America, we have elections, and after elections, changes will be made to reflect what will be, if it is appropriate after the election, changes in policy,
[01:27:02.123 --> 01:27:07.347]  That the people have decided by deciding who they want to represent them in the White House.
[01:27:08.187 --> 01:27:10.569]  And that being the case, they're perfectly normal.
[01:27:10.849 --> 01:27:13.210]  It's not some abnormal abuse of power.
[01:27:13.250 --> 01:27:15.592]  I know these people have been trying to give this impression.
[01:27:16.312 --> 01:27:17.273]  But it's not at all.
[01:27:17.733 --> 01:27:27.700]  Why they think that they have the prerogative of making sure that the President has to work with people who don't accept his policies is beyond me.
[01:27:29.013 --> 01:27:41.045]  But he not only should be working to make sure he has such people, it is perfectly okay, and it's essential to making sure that the election is actually reflected in the way the government changes.
[01:27:41.425 --> 01:27:42.486]  And things have been belated.
[01:27:42.526 --> 01:27:50.634]  They've been trying to delay this process and confuse this process ever since Trump got into office, and it's not a good thing for America.
[01:27:50.955 --> 01:27:51.956]  Am I wrong about that, John?
[01:27:53.993 --> 01:27:56.195]  You're 100% accurate and spot on.
[01:27:56.235 --> 01:28:03.042]  I mean, what's happening is the draining of the swamp, as I was explaining, is exposure, takedown, shakedown.
[01:28:03.663 --> 01:28:06.846]  What we have happening here, and they're not used to it, it's the rule of law.
[01:28:07.527 --> 01:28:11.311]  The rule of law reset is returning to America, and they're panicking.
[01:28:11.926 --> 01:28:14.788]  They're panicking, thus false flags and so forth and so on.
[01:28:15.128 --> 01:28:17.869]  But look, it's just getting started.
[01:28:18.530 --> 01:28:29.056]  Don't forget, let us know, there's been over at least 22 firings and or resignations within the FBI just since Donald Trump's been in office, and we're just getting started.
[01:28:29.076 --> 01:28:34.118]  Again, as Lindsey Graham just stated, and this is a paraphrase, but he said about 50% of those people
[01:28:35.439 --> 01:28:36.079]  Well, you have been.
[01:28:59.808 --> 01:29:05.772]  You have been talking to me and to us about this on Let's Talk America for quite a while.
[01:29:06.572 --> 01:29:17.379]  And I think things were postponed a little bit by all of the furor that was created by the phony impeachment process and the whole way that that sad sham was handled.
[01:29:18.079 --> 01:29:27.465]  But I'm hoping that upcoming election notwithstanding, the President's getting down to business and the business of making sure
[01:29:28.243 --> 01:29:46.222]  Uh, that this administration has a good hold on the government and will continue to take it in the right direction, uh, in spite of what some people think ought to be the dominance of our government by the elements of the deep state that have already shown that they have no particular loyalty to Donald Trump.
[01:29:46.642 --> 01:30:00.761]  But what's more important, they have no particular loyalty to the Constitution, to the integrity of our process, of our national security, or of the respect that is owed to due process and truth in the justice system.
[01:30:00.781 --> 01:30:02.684]  We're seeing it infect everything now.
[01:30:03.444 --> 01:30:14.554]  Including the judicial process and other things that are going on where biases are being confessed and admitted that simply shouldn't be part of our judicial process.
[01:30:14.614 --> 01:30:17.397]  We'll get more in-depth into that right after this.
[01:30:19.730 --> 01:30:20.170]  Welcome back.
[01:30:20.330 --> 01:30:26.653]  I am so glad that I am working today in the context of Alex Jones and InfoWars.
[01:30:27.173 --> 01:30:41.219]  I'm especially glad because with all this coronavirus thing going on, it's good to be working for folks who are in the business of helping people both take care of their health in the normal course of things, but also become increasingly aware.
[01:30:41.779 --> 01:30:53.666]  Of the environment that we are now in, and operating in, where people might need to know that you don't have to rely on what appears to be an increasingly questionable system.
[01:30:54.487 --> 01:31:03.372]  You can get the kind of information you need to take control of your health, of your weight, and also to deal with things like the coronavirus when it comes down to it.
[01:31:03.852 --> 01:31:06.073]  Understand it better, but also to deal with it.
[01:31:06.754 --> 01:31:08.815]  And that's part of why I feel
[01:31:09.515 --> 01:31:11.777]  That we're in the right place at the right time right now.
[01:31:11.857 --> 01:31:11.957]  Amen.
[01:31:12.257 --> 01:31:12.978]  What do you think, Bob?
[01:31:13.198 --> 01:31:14.359]  Well, absolutely.
[01:31:14.379 --> 01:31:18.042]  And we have all these great products that we get from InfoWars.
[01:31:18.062 --> 01:31:20.544]  We also get stuff from Mike Adams, too.
[01:31:20.604 --> 01:31:21.465]  We love Mike.
[01:31:21.925 --> 01:31:37.297]  But I wanted to ask John Michael, because... Well, before you do that, though, I have to particularly... I said it yesterday, but I want to particularly repeat that when I'm talking about these products, I have always been in the habit, when I was doing radio and everything else, I don't talk about products until I use them.
[01:31:37.975 --> 01:31:51.698]  And I've been using the Alex Jones products, and I have to tell you, I am really impressed with the effect that they have, with the efficacy of both the vitamin packs that I've been taking.
[01:31:51.718 --> 01:31:55.839]  I've been using the colloidal silver, the toothpaste.
[01:31:55.979 --> 01:31:57.960]  It has been a work in wonders.
[01:31:58.220 --> 01:32:08.006]  So I hope that you all will know that this isn't just a matter of, you know, promoting things because I'm sitting here and feel like I owe it to the folks who are sponsoring.
[01:32:08.026 --> 01:32:26.257]  No, I think we owe it to you to share this with you because part of the truth about the universe that you're drawn into when you're watching InfoWars is that trying to communicate with people to give them both truth and substantive products that help you to take charge of your life.
[01:32:26.900 --> 01:32:30.502]  Remember, this is supposed to be government of, by, and for the people.
[01:32:30.943 --> 01:32:39.629]  But everything that goes on now, all the messages they're beaming at you, are leading people to think, I'll just passively wait until somebody spoon-feeds me the answer.
[01:32:40.089 --> 01:32:41.790]  That's not what InfoWars is about.
[01:32:41.850 --> 01:32:47.954]  It's not what we're about, Bob and I. And I hope it's not what you're about anymore, because we need to be active.
[01:32:47.974 --> 01:32:51.396]  Now, you were going to talk to me about... Well, I wanted to ask John Michael.
[01:32:51.456 --> 01:32:53.218]  He's got his pen on.
[01:32:53.818 --> 01:32:56.620]  John Michael, is that a Q-pen you have?
[01:32:58.261 --> 01:33:01.003]  Well, it's the American flag with the letter Q in it.
[01:33:01.063 --> 01:33:04.866]  Yes, that would be correct.
[01:33:04.886 --> 01:33:08.629]  This is the same pin that Donald Trump Jr.
[01:33:09.450 --> 01:33:16.075]  wore on Tucker Carlson and Eric wore on Laura Ingraham and the two people at the
[01:33:17.547 --> 01:33:17.908]  Yes.
[01:33:35.550 --> 01:33:40.512]  Well, you need to spend a moment or two for folks in Alex Jones' audience who might or might not know.
[01:33:40.572 --> 01:33:43.152]  What is the significance of the pen?
[01:34:03.410 --> 01:34:07.452]  Well, Q stands for QAnon, which is highly controversial.
[01:34:08.733 --> 01:34:18.719]  The fact that CNN tells everyone not to be looking at Q tells me we should probably be looking at Q. They try to discredit it, but these are the same people that brought to us the fact that Donald Trump is a Russian spy.
[01:34:19.179 --> 01:34:30.466]  So, I don't hold much credence to what they say, but look, QAnon, if people do the homework and the research, is the most intelligent military intel operation in modern history.
[01:34:33.430 --> 01:34:34.853]  I decided to wear my Q-Pen.
[01:34:36.056 --> 01:34:36.437]  Why not?
[01:34:36.797 --> 01:34:37.639]  Spread the word about Q.
[01:34:44.324 --> 01:34:48.907]  To try to make heads or tails of what's going on with this coronavirus.
[01:34:49.447 --> 01:34:53.149]  Now I know that, like everything else, you try to stay on top of things like that.
[01:34:53.209 --> 01:35:05.817]  What's your sense of what's actually going on now with the coronavirus, its origins, and its potential impact, but also, I would say, its significance
[01:35:06.537 --> 01:35:14.788]  In terms of the pressures that are being brought now against Donald Trump, against the United States, against our system of self-government, what's happening?
[01:35:16.491 --> 01:35:17.632]  Everything has failed.
[01:35:18.033 --> 01:35:24.141]  All the coup d'etat attempts, hoaxes and shams from the beginning, we don't need to name them, Alex's audience knows very well.
[01:35:25.474 --> 01:35:26.634]  These things have failed.
[01:35:26.714 --> 01:35:32.178]  So now they're ramping up the game because they know they can't beat Trump in 2020.
[01:35:32.958 --> 01:35:38.262]  I couldn't agree with Alex more on the fact that the coronavirus is a man-made weapon.
[01:35:39.060 --> 01:35:43.324]  To do the ultimate takeover, population reduction, so forth and so on.
[01:35:43.364 --> 01:35:47.948]  But you know, Infowar, yes, it's also an intelligence war, an intelligence battle.
[01:35:47.968 --> 01:35:51.070]  And I'm going to very quickly and calmly connect the dots.
[01:35:51.491 --> 01:35:55.834]  Because, you know, I don't watch a lot of sports, and I certainly don't watch a lot of Hollywood.
[01:35:56.215 --> 01:35:58.457]  But I'll tell you what, here's what I watch.
[01:35:59.017 --> 01:36:06.123]  We have here Lindsey Graham's Judiciary Senate hearings, pulling in 21 people to testify under oath.
[01:36:06.733 --> 01:36:07.293]  About what?
[01:36:07.753 --> 01:36:13.875]  About the FISA warrants, how they were obtained, about how the dossier came to be and was funded.
[01:36:14.295 --> 01:36:15.936]  In there is everything we need.
[01:36:16.296 --> 01:36:21.158]  Number two, we have the federal death penalty reinstated by Attorney General Barr.
[01:36:21.618 --> 01:36:23.098]  What other dot would we like to connect?
[01:36:23.158 --> 01:36:25.079]  As reported by, I believe, the Washington Times,
[01:36:25.600 --> 01:36:30.765]  Last year, and I wrote an article on it on my website, johnmichaelchambers.com, about Gitmo.
[01:36:31.206 --> 01:36:37.512]  Gitmo, they're talking about Gitmo tribunals being live-streamed.
[01:36:37.973 --> 01:36:43.158]  Then we have, of course, Weinstein is now going to more than likely serve the rest of his days in jail.
[01:36:43.578 --> 01:36:44.880]  Epstein was suicided.
[01:36:45.521 --> 01:36:48.402]  Smollett's now been indicted on six felony charges.
[01:36:48.702 --> 01:36:52.043]  Inspector General One labeled Comey a liar and a leaker.
[01:36:52.063 --> 01:36:53.043]  We're going to come after him.
[01:36:53.583 --> 01:36:55.704]  IG2 exposes FISA.
[01:36:55.724 --> 01:36:57.224]  We're now taking that the next step.
[01:36:57.304 --> 01:37:02.646]  Rudy Giuliani's files is going to bury Biden and all the other dead bodies in the Ukraine.
[01:37:03.306 --> 01:37:07.007]  Because it's now reached Attorney General Barr's desk, officially coming into the government.
[01:37:07.067 --> 01:37:15.410]  So, this is what's happening while we're being distracted by false flags and all the noise from the deep state, the Democrats, and the fake news media.
[01:37:16.251 --> 01:37:17.691]  These are the dots to be connecting.
[01:37:17.911 --> 01:37:20.832]  The stage is being set and justice is coming.
[01:37:20.892 --> 01:37:23.853]  I know a lot of Americans believe the big names will never be taken down.
[01:37:23.873 --> 01:37:24.334]  Well, you know what?
[01:37:24.414 --> 01:37:25.234]  I beg to differ.
[01:37:25.494 --> 01:37:26.874]  Because here's the bottom line.
[01:37:27.535 --> 01:37:28.255]  It's either us
[01:37:29.028 --> 01:37:29.468]  With them.
[01:37:29.889 --> 01:37:31.309]  That's where we are in this battle.
[01:37:31.690 --> 01:37:32.830]  And we didn't come this far.
[01:37:32.850 --> 01:37:40.795]  With all the things that Trump has accomplished, with all the barriers that he's overcome, and we're still fighting many battles, as you know, I believe we come out winners.
[01:37:40.855 --> 01:37:41.475]  We are winning.
[01:37:41.575 --> 01:37:47.779]  I just connected the dots on a few things that should be on mainstream news every night, and in fact aren't.
[01:37:48.419 --> 01:37:55.443]  And I also believe that the economy will survive the attack that it's under right now, and this attack
[01:37:55.748 --> 01:37:56.289]  We're good to go.
[01:38:11.147 --> 01:38:12.067]  Isn't that kind of nice?
[01:38:12.948 --> 01:38:13.468]  In this year.
[01:38:13.828 --> 01:38:19.010]  Later on, there's a whole other talk to have in the economy, but I believe we're going to win this battle.
[01:38:19.291 --> 01:38:23.332]  And they're evil, they're monsters, and they're trying to take over the world.
[01:38:23.713 --> 01:38:25.954]  And that's what this weaponization is all about.
[01:38:26.274 --> 01:38:32.396]  And like everything else, this one too is going to fail, and I can't wait to hear what the President has to say in his briefing tonight.
[01:38:33.237 --> 01:38:37.078]  But I think he's going to calm the fears, calm the nerves, and we're going to get through this, America.
[01:38:37.098 --> 01:38:38.219]  We're going to get through this one too.
[01:38:39.059 --> 01:38:58.048]  Well, I noticed a while back, and I think I've mentioned it on this air before, that when the president talked to Xi Jinping back in January, end of January, as the coronavirus thing was rearing its head, he said, or reported in one of his tweets,
[01:38:59.154 --> 01:39:07.640]  And it was a statement that I think he was making, in which he said that he thought that this would abate, start abating when the weather got warmer.
[01:39:08.921 --> 01:39:16.405]  Implying, I think, a connection between the coronavirus strain that we're dealing with and hot weather.
[01:39:17.206 --> 01:39:28.153]  I've noticed reports coming out that suggest, and I don't know whether it's because of inadequate reporting or because of the climate, that South America and Africa haven't been very hard hit.
[01:39:28.812 --> 01:39:36.235]  And that's an interesting thing if it correlates in terms of the fact that a lot of the countries there are on the equator.
[01:39:36.255 --> 01:39:47.780]  You're dealing with a climate where folks are dealing with hotter temperatures, longer throughout more of the year, except in certain parts of South America.
[01:39:48.501 --> 01:39:50.282]  And so it could be an interesting correlation.
[01:39:50.322 --> 01:39:53.523]  We'll get into more in all of that right after we get back.
[01:39:54.750 --> 01:40:08.061]  We've been talking about a range of things, but a lot of it has to do with what is going on that impacts the environment that we'll be dealing with as we run up to the election.
[01:40:08.861 --> 01:40:11.864]  And I think a lot of forces are at work, you've probably noticed.
[01:40:11.924 --> 01:40:22.032]  We have been watching it for weeks, months even, as they try to create an environment that's deeply prejudiced against President Trump in all kinds of ways.
[01:40:22.912 --> 01:40:25.735]  But then you have to also think about the events that are taking place.
[01:40:25.775 --> 01:40:31.079]  And John, what is your sense, given what's been happening on the stock market?
[01:40:31.119 --> 01:40:35.583]  It appears to be related to the coronavirus outbreak.
[01:40:36.243 --> 01:40:49.594]  Now, I have been listening to Mike Adams and to Alex and to others, and it looks to me like we have to factor in as a good possibility that we are, in fact, going to see a domestic effect.
[01:40:50.514 --> 01:41:01.366]  Whether it's actually in terms of communal outbreaks, I noticed that one official was warning the American people that we have to brace ourselves for outbreaks of the coronavirus in our communities.
[01:41:02.047 --> 01:41:09.515]  Since they haven't really been handing out these test kits, it seems to me that they might be priming the pump to make sure we get
[01:41:10.035 --> 01:41:13.739]  Some such outbreaks that will then perhaps panic the public a little bit.
[01:41:14.640 --> 01:41:21.107]  But at the same time, what's happening with the stock market could potentially panic people in terms of economic prospects.
[01:41:21.748 --> 01:41:30.357]  And that has its own kind of domino effect on the stock market and on the economy at large.
[01:41:30.417 --> 01:41:31.438]  What's your sense?
[01:41:32.202 --> 01:41:43.764]  Of what this whole coronavirus episode is about and what effect it's going to have on the environment in which the American people are heading toward this very critical election in November.
[01:41:45.644 --> 01:41:46.425]  It's a great question.
[01:41:46.445 --> 01:41:52.266]  And Dr. Keyes, we've spoken about this on your program, but, you know, it's a direct answer to your question.
[01:41:52.786 --> 01:41:53.286]  Problem.
[01:41:53.906 --> 01:41:54.466]  Reaction.
[01:41:54.786 --> 01:41:55.366]  Solution.
[01:41:55.386 --> 01:41:56.106]  It's textbook.
[01:41:56.486 --> 01:41:56.846]  Create.
[01:41:56.907 --> 01:41:57.207]  They.
[01:41:57.367 --> 01:41:58.547]  You know, we know who they is.
[01:41:58.627 --> 01:41:59.607]  They create the problem.
[01:42:00.165 --> 01:42:00.385]  Right.
[01:42:00.605 --> 01:42:03.668]  Coronavirus, they anticipate the action, reaction, fear.
[01:42:04.309 --> 01:42:05.710]  And then the solution is what?
[01:42:05.810 --> 01:42:06.971]  Well, vaccinations, right?
[01:42:07.972 --> 01:42:09.914]  And all these other control mechanisms.
[01:42:09.954 --> 01:42:11.095]  Now, they're hitting the economy.
[01:42:11.155 --> 01:42:15.580]  My point on the economy is, yes, I mean, look, the Dow dropped 2000 points.
[01:42:15.600 --> 01:42:16.701]  It's up a bit today.
[01:42:16.741 --> 01:42:17.601]  We'll see what happens.
[01:42:17.922 --> 01:42:22.146]  But this isn't over because supply chains, as we know, have been disrupted.
[01:42:22.786 --> 01:42:27.870]  Because the factory workers aren't working in China and so forth and this is a global issue because we're globally connected.
[01:42:28.190 --> 01:42:32.533]  Another reason why we want to make our own goods here and sell them, but that's a different subject.
[01:42:32.913 --> 01:42:46.623]  But look, we... Well, you know, on that though, before you go ahead, I noticed a couple of articles where people were talking about the fact that because we have had this exchange, shall we say, with the Chinese on trade,
[01:42:48.023 --> 01:42:59.206]  And there had been sanctions, there had been their reaction, and people were all kind of looking warily at what might very well be a disruption of the supply chain.
[01:42:59.926 --> 01:43:13.130]  Don't you think that all of that happening over the course of several months, people were already thinking ahead to discount the possibility that we were going to have to deal with these supply chain disruptions with China?
[01:43:15.765 --> 01:43:21.351]  Well, yes, but there's going to be a delay, you know, from from lack of production and export and so on.
[01:43:21.732 --> 01:43:23.354]  I think there's going to be some issues.
[01:43:23.434 --> 01:43:34.026]  And look, a lot of people speculated this may be their final way to help take due to potentially derail Trump's electability by taking the markets down.
[01:43:34.876 --> 01:43:36.398]  But Trump does seem to have a magic wand.
[01:43:36.418 --> 01:43:37.619]  I think we'll work our way out of this.
[01:43:38.700 --> 01:43:41.843]  But we just saw the Dow drop 2,000 points.
[01:43:42.183 --> 01:43:50.031]  I think that what they're doing right now is they're scaring the hell out of Americans because right now, obviously, the travel industry has been hit very hard.
[01:43:50.652 --> 01:43:51.813]  Other sectors have been hard.
[01:43:52.293 --> 01:43:58.477]  Hit hard, but if they get us to the point of fear where people don't just live their life the way they do, that's how you really take the economy down.
[01:43:58.697 --> 01:44:03.721]  People don't go to movies, people don't go to conventions, people don't go out and spend money in malls, and that's a problem.
[01:44:03.741 --> 01:44:06.162]  And I think the President may very well address this this evening.
[01:44:06.582 --> 01:44:13.327]  But, you know, so they're very smart, they're very evil, and they know that we're coming after them, and that's why they're ramping up their efforts.
[01:44:14.515 --> 01:44:17.601]  This is evil rearing its ugly, ugly face.
[01:44:18.502 --> 01:44:22.670]  I think there could be, underlying it all though, a positive note.
[01:44:23.531 --> 01:44:27.258]  Because I have been watching with some concern, and it's over years now.
[01:44:28.298 --> 01:44:45.767]  That more and more, giving the head to, whether it's the technical companies or other companies, investing themselves in the Chinese economy in various ways, and becoming increasingly dependent.
[01:44:46.915 --> 01:45:05.545]  I think that this whole business, whether it's the discussion over trade and President Trump's determined effort to get fairness for us in terms of that trade relationship, or this little warning that we're getting, which could turn into a more serious warning, that we can't afford to become a nation.
[01:45:06.263 --> 01:45:11.786]  That is dependent on others in these critical respects and we don't have to.
[01:45:12.666 --> 01:45:32.815]  And don't you think that's actually a kind of silver lining in this cloud if people really start thinking about the fact that we need to remain a people that has both our own productive capacities but also has diversified our sources and resources in a way that helps to keep our economy healthy?
[01:45:34.648 --> 01:45:37.889]  Yeah, these are great points, and there's additional silver linings in there.
[01:45:37.949 --> 01:45:46.532]  Just like we look back on everything, the Kavanaugh thing imploded, the Mueller witch hunt imploded, then they brought out Mueller, it looked like, from his casket to try and salvage it, and that imploded.
[01:45:46.552 --> 01:45:50.413]  Then they had the impeachment hoax, and Stormy Daniels, and Avenatti, and so forth and so on.
[01:45:50.693 --> 01:45:56.755]  This is going to backfire, too, to the point that you've just made, making the point, come back home and manufacture here, number one.
[01:45:56.815 --> 01:46:00.797]  Number two, I mean, you can go on and on with the benefits.
[01:46:00.877 --> 01:46:01.737]  Here's another benefit.
[01:46:02.758 --> 01:46:04.580]  The Federal Reserve is lowering rates.
[01:46:05.200 --> 01:46:07.062]  Isn't that what Trump's been asking the Fed to do?
[01:46:07.082 --> 01:46:17.410]  He's been asking the Fed to do that to keep his economy going, playing their rigged system against them to make sure that the economy, the markets stay intact for the electability.
[01:46:17.430 --> 01:46:32.042]  But come 2020, after the 2020 landslide by President Trump, the global financial reset is going to really accelerate, taking the power away from the central bank monetary system and returning it back to we the people.
[01:46:32.503 --> 01:46:34.986]  And this is playing right into that, just the same.
[01:46:35.287 --> 01:46:36.929]  But listen, no pain, no gain.
[01:46:37.369 --> 01:46:41.795]  And we certainly didn't, I didn't expect this, of course, most of us didn't, this coronavirus thing to hit.
[01:46:42.015 --> 01:46:50.286]  Although there was a book written back in 1981, if I got the author, that commented very specifically about what's happening right now in a novel, but I'm on point.
[01:46:51.500 --> 01:46:56.762]  Myself that we can look forward to talk tonight from President Trump.
[01:46:56.802 --> 01:47:12.989]  That's gonna accentuate the positive Because I think that that's not only essential at the moment But it's a reflection of our real and actual potential so long as we react with prudence and with the kind of common sense and
[01:47:13.450 --> 01:47:14.691]  Well, I would love it if President Trump tonight
[01:47:36.846 --> 01:47:52.641]  Was up to speed and was to announce that there's an inexpensive product that's going to be talked about tomorrow on Alex Jones that will explain to everybody how you can make in your own little kitchen what you need to kill the corona thing and not even have to worry.
[01:47:53.081 --> 01:47:55.303]  But I don't expect him to know that tonight.
[01:47:55.363 --> 01:47:59.807]  Maybe he'll do another thing tomorrow night and explain that after he watches Alex Jones tomorrow.
[01:47:59.867 --> 01:48:01.188]  That's a great teaser for our show.
[01:48:04.390 --> 01:48:09.913]  So, anyway, I think that we are in the midst of a time that is that combination.
[01:48:10.414 --> 01:48:16.677]  Bad guys are at work, but very often America has reacted to pressure, existential pressure.
[01:48:17.237 --> 01:48:29.324]  In a way that shows, whether it's wars or peace, or economic development, that once you give the American people the right information and give them their head, we're more than capable of coping with the circumstances.
[01:48:29.745 --> 01:48:30.745]  And we will again.
[01:48:31.666 --> 01:48:39.991]  More of that... We told you over a month ago that almost all the other major storable food companies
[01:48:42.602 --> 01:48:42.862]  I think so.
[01:49:06.974 --> 01:49:12.096]  We didn't want to have a sponsor that just sells to government every time there's a crisis so that you get your food from the government.
[01:49:12.396 --> 01:49:13.977]  We wanted to have it directly to the people.
[01:49:14.357 --> 01:49:15.778]  My Patriot's been around 12 years.
[01:49:16.098 --> 01:49:16.698]  We've been with them 11.
[01:49:17.278 --> 01:49:24.201]  They've been partners for us, partners with us for about five or six years where they actually run our shopping cart, the area that takes the orders, so that you get fastest delivery.
[01:49:24.461 --> 01:49:31.565]  And it's just amazing to know that the general public, as Mike Adams said a few days ago, is now going out and buying storable food.
[01:49:31.645 --> 01:49:32.685]  The general public that has
[01:49:33.425 --> 01:49:37.648]  The customers we have at InfoWareStore.com, most of them are customers that never bought from us before.
[01:49:37.708 --> 01:49:40.629]  And that's the general public realizing that they need storable foods.
[01:49:40.709 --> 01:49:43.571]  That's the general public realizing there's a real crisis going on.
[01:49:43.691 --> 01:49:47.893]  And now the federal government's saying, get storable food, get prepared to shelter in place for at least a month.
[01:49:47.993 --> 01:49:49.674]  What do they know that we don't know?
[01:49:49.854 --> 01:49:51.315]  Hopefully they're just overreacting.
[01:49:51.635 --> 01:49:53.896]  Hopefully it's just hype, but it doesn't matter.
[01:49:53.916 --> 01:49:57.258]  This is insurance you can eat, and it funds the InfoWare.
[01:49:57.618 --> 01:50:02.241]  And you see us here, grabbing around the federal building, federal courthouse, bullhorning that corrupt,
[01:50:03.112 --> 01:50:05.473]  Globalist judge that got caught rigging the Stone Jury.
[01:50:05.933 --> 01:50:09.733]  You see us putting on a big event, sponsoring an event here at the AMI tonight.
[01:50:10.734 --> 01:50:16.435]  Free to the public, an emergency summit on the First Amendment and how to save free expression, an emergency message to President Trump.
[01:50:16.455 --> 01:50:18.655]  I'm going to be bullhorning at the White House again.
[01:50:18.815 --> 01:50:20.476]  It's all about leadership.
[01:50:20.636 --> 01:50:24.216]  And the only way we can engage in leadership is your funding of this show.
[01:50:24.296 --> 01:50:29.737]  And you do that by buying the high quality, affordable food that you and your family already need at InfoWarsTore.com today and locking it in.
[01:50:30.038 --> 01:50:32.038]  Because next week, some of the food prices
[01:50:32.998 --> 01:50:37.661]  Some of the number 10 cans are gonna have to go up, maybe even others, because it's just going up exponentially.
[01:50:37.881 --> 01:50:43.764]  Get your orders in now at infowarestore.com or call toll-free 888-253-3139.
[01:50:44.705 --> 01:50:46.526]  But as of this Wednesday, live show.
[01:50:46.686 --> 01:50:47.907]  It is four weeks for delivery.
[01:50:47.947 --> 01:50:49.948]  They have the food on hand, but they've got to package it.
[01:50:49.988 --> 01:50:52.909]  They've got now four factories going 24 hours a day.
[01:50:52.929 --> 01:50:54.070]  They're trying to get a fifth factory
[01:50:54.070 --> 01:50:54.570]  We're good to go.
[01:51:13.684 --> 01:51:14.945]  InfoWarsTore.com.
[01:51:14.985 --> 01:51:17.946]  Get your storable food right now while you still can and lock it in.
[01:51:17.986 --> 01:51:22.649]  And all the other great supplements like DNA Force and others that are now back in stock at InfoWarsTore.com.
[01:51:22.729 --> 01:51:23.930]  Ultra 12 back in stock.
[01:51:24.090 --> 01:51:25.631]  And of course, Vitamin Refusion.
[01:51:25.791 --> 01:51:28.973]  So many other great products now back in stock at InfoWarsTore.com.
[01:51:36.892 --> 01:51:37.412]  Welcome back.
[01:51:37.792 --> 01:51:46.734]  We have been talking in the course of our recent discussion about this whole coronavirus environment and what it portends.
[01:51:46.774 --> 01:52:02.897]  I was reading an article about a US health official who has been telling Americans that they should, and I'm reading now, should prepare for community spread of the new coronavirus
[01:52:03.655 --> 01:52:11.205]  With families sitting down and explaining that there could very well be a rapid, sudden increase in the number of patients.
[01:52:12.046 --> 01:52:12.727]  A top U.S.
[01:52:12.747 --> 01:52:17.052]  health official has said this, but it would have been yesterday.
[01:52:17.593 --> 01:52:22.319]  In an escalation from previous warnings, Dr. Nancy Messonnier
[01:52:23.286 --> 01:52:40.276]  Director of the Centers for Disease Control and Prevention, National Center for Immunization and Respiratory Diseases, said Americans should prepare for their lives to be disrupted by the spread of the new virus, including closure of schools and businesses.
[01:52:42.157 --> 01:52:50.442]  And from what I've been hearing here on Mike Adams Show and other places, this is an interesting, almost a kind of self-fulfilling prophecy.
[01:52:50.622 --> 01:52:52.963]  That's the problem with dealing with government these days, isn't it?
[01:52:54.018 --> 01:53:05.811]  Because when they tell you something's gonna happen, it used to be the case that this is because it was an emergency, it's an event that's happening, it's happening to us, and then we're gonna be controlling it, doing our level best to deal with it, and so forth and so on.
[01:53:05.991 --> 01:53:08.814]  And then when you start to look now behind the scenes, what's going on?
[01:53:09.054 --> 01:53:13.119]  Well, part of the reason that it may be a sudden outbreak
[01:53:13.519 --> 01:53:24.465]  It's because they actually haven't been doing everything they need to be doing to make sure we're testing and quarantining in the way that we might do to avoid this kind of bloom, right?
[01:53:24.665 --> 01:53:28.146]  So that it comes up all of a sudden and then we all have to deal with it, etc.
[01:53:28.967 --> 01:53:34.410]  Now it's nice that we're getting this warning, but it implies something that goes beyond the coronavirus.
[01:53:35.390 --> 01:53:39.052]  And yet, we live in a time when we're not being prepared for this at all.
[01:53:40.703 --> 01:53:45.504]  What she's saying has a lot to do with how you're going to take responsibility for yourself.
[01:53:47.325 --> 01:54:04.409]  Everything about the present juncture, including what's going on in our politics, all these people come forward and say, the government's going to take care, government will take care of your education, government will take care of your kids, government will even take care of your kids behind your back so that they know stuff that you don't want them to know about sex and everything else.
[01:54:05.289 --> 01:54:08.190]  They're taking away the initiative from the American people,
[01:54:08.872 --> 01:54:16.374]  At the same time that one could argue they're helping to set the stage for a crisis that requires what?
[01:54:17.554 --> 01:54:20.655]  That you take the initiative in taking care of yourself.
[01:54:20.995 --> 01:54:24.916]  That you take the initiative in dealing with the situation that's going on.
[01:54:25.196 --> 01:54:27.417]  You think is that going to really work?
[01:54:28.157 --> 01:54:30.417]  Why are they doing these contradictory things?
[01:54:31.578 --> 01:54:33.398]  I think we need to be thinking this through.
[01:54:34.048 --> 01:54:45.417]  Because the challenge that's involved here goes beyond health and has to do with the mentality that is now being encouraged in the population of the United States.
[01:54:45.457 --> 01:54:51.222]  A kind of passive, government's-gonna-do-it-for-you mentality going hand in hand.
