[00:00:02.531 --> 00:00:05.494]  Nurse Erin Marie Olszewski?
[01:53:35.910 --> 01:53:37.191]  It's clear to everybody.
[01:53:37.671 --> 01:53:42.073]  Trump crushed it in this election, and they don't want people to know that.
[01:53:42.393 --> 01:53:49.457]  It's been an absolute grotesque steal, and they're trying to do everything they can to cover it up, whether it be in the courts or where else.
[01:53:49.517 --> 01:53:56.140]  And by the way, that one guy, Elias, that worked for Hillary, he is in about every court case that we've seen.
[01:53:56.420 --> 01:53:59.862]  Oh, he's the one that got the Secretary of State in Georgia to do all this crap?
[01:54:00.612 --> 01:54:02.934]  Well, he did there in Wisconsin just last week.
[01:54:02.974 --> 01:54:04.375]  I was talking to a lady there.
[01:54:04.856 --> 01:54:08.279]  She spoke in front of their Congress just last week.
[01:54:08.659 --> 01:54:16.567]  She filed a case against the state on these drop boxes, saying these things are unconstitutional.
[01:54:16.907 --> 01:54:18.749]  Again, there's no chain of custody, etc.
[01:54:19.109 --> 01:54:20.470]  And that case got thrown out.
[01:54:20.530 --> 01:54:23.233]  Now, here's the other thing, Alex, that people don't know about Wisconsin.
[01:54:23.633 --> 01:54:35.075]  Is that she found out during her case that there was the two leaders of the two Republican leaders, one in the Senate, one in the House, had given the okay to go ahead with this process.
[01:54:35.655 --> 01:54:42.676]  So we got a lot of Democrats that have infiltrated the Republican Party like Project Veritas caught in Texas and other states where the woman goes, I'm not really Republican.
[01:54:42.996 --> 01:54:43.797]  I oppose this one.
[01:54:43.857 --> 01:54:45.217]  I pay people to vote for Biden.
[01:54:45.697 --> 01:54:47.857]  And she's like giving them shirts and debit cards.
[01:54:47.917 --> 01:54:48.917]  Same thing with the Native Americans.
[01:54:49.277 --> 01:54:51.958]  I mean, this is just a giant exercise of criminal activity.
[01:54:52.785 --> 01:54:53.466]  Absolutely.
[01:54:53.506 --> 01:54:57.268]  It's been amazing to watch and so... Let me ask you this in closing.
[01:54:57.288 --> 01:54:58.048]  We really appreciate your time.
[01:54:58.088 --> 01:54:58.569]  I know you're busy.
[01:54:58.589 --> 01:55:01.450]  I want you to get back to the work you're doing that we followed at WePunch.com.
[01:55:02.071 --> 01:55:05.813]  What do you think Trump should do right now with 37 days out?
[01:55:06.233 --> 01:55:07.314]  And what do you think we can all do?
[01:55:08.476 --> 01:55:09.017]  Well, that's great.
[01:55:09.037 --> 01:55:22.017]  Well, first of all, we can and here's what we've been doing is putting up lists of these congressmen and women in these states and encouraging people to reach out to them and tell them how you feel, because this was a steal and we're not going to allow this to happen.
[01:55:22.097 --> 01:55:23.379]  Nobody's going to allow this to happen.
[01:55:23.895 --> 01:55:26.418]  You know, and it's just not going to happen.
[01:55:26.438 --> 01:55:27.098]  We all know that.
[01:55:27.158 --> 01:55:29.341]  It's just, we love this country.
[01:55:29.381 --> 01:55:30.862]  We love our freedom and we will fight.
[01:55:30.902 --> 01:55:31.262]  Exactly.
[01:55:31.282 --> 01:55:32.844]  You feel that same determination?
[01:55:32.884 --> 01:55:33.905]  We're not stopping.
[01:55:34.826 --> 01:55:36.007]  No, no way.
[01:55:36.387 --> 01:55:37.929]  And President Trump's not stopping.
[01:55:37.949 --> 01:55:41.933]  And he came up here the last few days and really fired off, saying, we're not stopping either.
[01:55:42.273 --> 01:55:51.380]  Now, Scott, as you know, I'm sure this executive order that's coming up here really is due by the 18th, if it hasn't been taken care of already.
[01:55:51.760 --> 01:56:05.590]  And the directive is that the DNI, who happens to be Radcliffe now, has to come out with a report, and he maybe already did, we don't know, and send it to the President that says whether there was any foreign interference in our election.
[01:56:06.250 --> 01:56:07.671]  And we know there was, Alex.
[01:56:07.691 --> 01:56:11.534]  Well, General Flynn just came out and said that in a speech Saturday, and we know China was involved.
[01:56:12.244 --> 01:56:12.944]  Yeah, absolutely.
[01:56:12.964 --> 01:56:26.449]  And that case today in Michigan, the reason they were trying to stop that case is because of this incident and this information that these guys had, that information was flowing out of these machines and back into it.
[01:56:27.149 --> 01:56:29.270]  And so we don't know where it was going.
[01:56:29.450 --> 01:56:30.031]  Absolutely.
[01:56:30.071 --> 01:56:31.071]  And here's the good news though.
[01:56:31.977 --> 01:56:39.206]  But that's it so we know that another thing that we found a week ago is that there's this device on these Dominion voting machines.
[01:56:39.286 --> 01:56:43.572]  It's kind of like a remote modem type of access device.
[01:56:43.992 --> 01:56:48.398]  It's developed in France by a company that's wholly owned by a Chinese company.
[01:56:48.578 --> 01:56:48.638]  Yes.
[01:56:48.858 --> 01:56:51.860]  And that was attached to these Dominion machines.
[01:56:51.920 --> 01:56:54.602]  And that's why you see the leak out of the CCP.
[01:56:54.982 --> 01:56:56.803]  I mean, Trump's still fighting harder than ever.
[01:56:56.823 --> 01:56:57.864]  I don't think people understand.
[01:56:58.204 --> 01:57:01.566]  We've got devastating evidence of Joe Biden being a Chai Com operative.
[01:57:01.586 --> 01:57:03.588]  So this is a huge time to be alive.
[01:57:03.788 --> 01:57:04.308]  That's it.
[01:57:04.388 --> 01:57:05.189]  And Swalwell.
[01:57:05.509 --> 01:57:07.830]  And why are these leaks coming out now about all this stuff?
[01:57:07.870 --> 01:57:09.411]  They didn't give a damn about it for how long.
[01:57:09.471 --> 01:57:10.412]  Now all of a sudden they're coming out.
[01:57:10.452 --> 01:57:11.773]  They're trying to soften this issue.
[01:57:12.033 --> 01:57:15.135]  Some people are saying they're trying to get rid of Biden and let Kamala Harris step in.
[01:57:15.595 --> 01:57:16.196]  I don't know.
[01:57:31.272 --> 01:57:32.292]  We are as well, but you really are.
[01:57:32.792 --> 01:57:37.274]  On China and what's about to break, if you just give us a five-minute briefing on... I totally agree.
[01:57:37.414 --> 01:57:38.174]  Everything is China.
[01:57:38.194 --> 01:57:38.494]  Thank you.
[01:57:38.854 --> 01:57:39.694]  Everything is China.
[01:57:39.754 --> 01:57:40.655]  Everything is Joe Biden.
[01:57:40.715 --> 01:57:42.435]  Even if he won, he's illegitimate.
[01:57:42.695 --> 01:57:46.136]  I mean, my God, we have all the proof they said they had on Trump, we have on him.
[01:57:46.316 --> 01:57:47.057]  Russia as well.
[01:57:47.457 --> 01:57:48.317]  Biden is a traitor.
[01:58:00.709 --> 01:58:02.110]  The globalists want you sick.
[01:58:02.911 --> 01:58:04.392]  They want you emasculated.
[01:58:04.492 --> 01:58:05.693]  They want you dehumanized.
[01:58:05.994 --> 01:58:07.095]  They want you dumbed down.
[01:58:07.615 --> 01:58:10.778]  They want you to be a weak, pathetic slave.
[01:58:11.438 --> 01:58:18.424]  And they start that control system by dumbing you down for birth and never letting you know the truth of what is unfolding.
[01:58:18.744 --> 01:58:20.226]  It is simply disgusting.
[01:58:20.906 --> 01:58:23.949]  Ever hear the establishment telling you that vitamin D3 is vital?
[01:58:23.989 --> 01:58:32.556]  You ever hear them explain to you that 40 plus percent of the public is vitamin D3 deficient and so many diseases and chronic problems are caused by it?
[01:58:32.576 --> 01:58:32.616]  No!
[01:58:32.736 --> 01:58:38.761]  Even though it's known scientific fact like gravity or the temperature at which water boils.
[01:58:39.081 --> 01:58:39.682]  These are facts.
[01:58:39.982 --> 01:58:40.603]  Well guess what?
[01:58:40.643 --> 01:58:43.165]  Winter Sun, after being sold out for months, is now back in stock.
[01:58:43.385 --> 01:58:47.128]  I didn't just get into the vitamin D3 game when it became so huge last year.
[01:58:47.228 --> 01:58:49.809]  We've been promoting it for more than 15 years with sponsors.
[01:58:49.949 --> 01:58:52.531]  Then about 8 years ago I started InfoWorks Life.
[01:58:52.651 --> 01:59:00.536]  I approached one of the top firms in the country and I said I want to sell the highest quality liquid vitamin D3 under the tongue because the science shows that's the best way to take it.
[01:59:00.576 --> 01:59:01.337]  They said absolutely.
[01:59:01.397 --> 01:59:06.482]  Then a few years ago, they pointed out, Vitamin K with D3 helps it upload in the cells even better.
[01:59:06.502 --> 01:59:07.302]  It's now available.
[01:59:07.403 --> 01:59:08.203]  Wear a sun plus.
[01:59:08.303 --> 01:59:11.166]  Vitamin D3 with Vitamin K at infomorestore.com.
[01:59:11.266 --> 01:59:12.027]  Sold out for months.
[01:59:12.047 --> 01:59:14.089]  But despite that, because all of you need it.
[01:59:14.189 --> 01:59:19.654]  Your friends, your family, your children, your neighbors, especially those that work inside all the time and don't get sun.
[01:59:19.754 --> 01:59:21.575]  Especially people with dark skin.
[01:59:21.736 --> 01:59:23.177]  You need more D3 than others.
[01:59:23.357 --> 01:59:26.159]  Do your own research and then take action at InfoWareStore.com.
[01:59:26.259 --> 01:59:28.461]  And it's a 360 win because it funds the InfoWare.
[01:59:28.481 --> 01:59:30.222]  Winter Sun Plus, back in stock.
[01:59:30.482 --> 01:59:31.543]  Vitamin D3 with K.
[01:59:32.844 --> 01:59:36.367]  50% off at InfoWareStore.com because everyone needs it.
[01:59:36.447 --> 01:59:38.689]  Winter Sun, back in stock at InfoWareStore.com.
[01:59:53.609 --> 01:59:57.544]  If you are receiving this transmission, you are the Resistance.
[02:00:25.015 --> 02:00:25.776]  All right, we're back.
[02:00:27.378 --> 02:00:29.860]  We've got Ezra Levant joining us next segment.
[02:00:30.801 --> 02:00:32.062]  He did a four-year request.
[02:00:32.863 --> 02:00:34.945]  He's being harassed by Justin Trudeau.
[02:00:36.360 --> 02:00:37.821]  The guy that said the Great Reset's here.
[02:00:38.282 --> 02:00:41.104]  Let's get that clip ready next segment for the UN Takeover.
[02:00:42.045 --> 02:00:45.128]  And they got a bunch of documents that I guess they accidentally didn't redact.
[02:00:45.148 --> 02:00:46.249]  These documents were already public.
[02:00:46.730 --> 02:00:52.655]  But they got a bunch of documents, 30-something pages, about Chinese troops coming in to learn the secrets of the Canadian military.
[02:00:52.995 --> 02:00:58.420]  The Canadian military secretly blocked it, and Trudeau threw a temper tantrum because he's a Qaikom globalist.
[02:00:58.761 --> 02:01:00.683]  That's all coming up next segment.
[02:01:01.345 --> 02:01:05.249]  That ties into Swallow's Well and ties into Hunter Biden.
[02:01:05.269 --> 02:01:06.711]  In fact, get that Hunter Biden clip with him.
[02:01:07.071 --> 02:01:08.813]  I met with the top Chinese spy chief!
[02:01:08.833 --> 02:01:10.815]  I'm under criminal investigation!
[02:01:10.856 --> 02:01:11.616]  My daddy!
[02:01:11.636 --> 02:01:13.779]  My poppy poppy!
[02:01:15.839 --> 02:01:17.921]  Ezra Levant joining us next segment.
[02:01:17.941 --> 02:01:19.303]  Let's just play a few of these clips, though.
[02:01:19.623 --> 02:01:20.364]  They all go together.
[02:01:20.804 --> 02:01:23.667]  This is a New York lawmaker introduces a bill to make vaccine mandatory.
[02:01:23.928 --> 02:01:31.736]  Of course, they're not going to take it, so there's always loopholes, where if you have an allergy or illness or whatever, you don't have to, but they won't tell the public that, and it's all about fraud upon fraud.
[02:01:33.066 --> 02:01:35.747]  Violates the Nuremberg Code, Geneva Convention, you name it.
[02:01:36.007 --> 02:01:45.791]  And then let's play the clip of Carrie Mullis, the PCR inventor, who right before all this started said Fauci was a fraud, and they shouldn't be getting ready to use it, and then he mysteriously died.
[02:01:47.311 --> 02:01:53.033]  Another big whistleblower just died, who said she would never commit suicide if exposed Big Pharma and the vaccines.
[02:01:53.073 --> 02:01:57.655]  But let's play the local newscast, and then let's play this inventor of PCR tests.
[02:01:58.288 --> 02:02:04.312]  We've all been waiting for a vaccine because that is part of the solution to moving our lives ahead.
[02:02:04.652 --> 02:02:13.978]  And State Assembly Member Linda Rosenthal of the Upper West Side has introduced a bill requiring most New Yorkers get a COVID-19 vaccine.
[02:02:14.499 --> 02:02:22.344]  She says if at least 70% of the population does not get the vaccine on their own, then it should be mandatory.
[02:02:22.744 --> 02:02:28.148]  Then the State Department of Health would have the ability to say that more people have to get it.
[02:02:28.428 --> 02:02:31.030]  And they would set the rules and they would set the structure.
[02:02:31.350 --> 02:02:36.794]  Labor and employment lawyer Helen Rella says your boss could force you to get a COVID-19 vaccine.
[02:02:36.834 --> 02:02:37.835]  Okay, so let's stop right there.
[02:02:38.896 --> 02:02:40.397]  This is literally tyranny.
[02:02:40.757 --> 02:02:42.018]  It's linked to sterilization.
[02:02:42.539 --> 02:02:43.600]  This is 1984.
[02:02:43.640 --> 02:02:44.660]  This is Nazi Germany.
[02:02:44.961 --> 02:02:45.641]  This isn't a drill.
[02:02:45.661 --> 02:02:46.181]  It isn't a game.
[02:02:46.822 --> 02:02:48.623]  Notice he said, before we can move forward.
[02:02:48.763 --> 02:02:50.064]  They're going to keep everything locked down.
[02:02:51.058 --> 02:02:58.902]  And then say, oh, sorry, we can't open things because there's still COVID cases, which they make up by turning up the test, and then they never let you go.
[02:02:58.922 --> 02:03:05.686]  Then they blame those of us that don't submit to them to why they kept things locked down to vertically integrate with the Great Reset and take over.
[02:03:05.986 --> 02:03:09.848]  Here's the inventor of the PCR test that they obviously killed right before all this came out.
[02:03:12.011 --> 02:03:18.553]  What is it about humanity that wants to go to all the details and stuff and listen?
[02:03:18.593 --> 02:03:21.094]  You know, these guys like Fauci get up there and start talking.
[02:03:21.134 --> 02:03:23.315]  You know, he doesn't know anything, really, about anything.
[02:03:23.355 --> 02:03:24.795]  And I'd say that to his face.
[02:03:25.675 --> 02:03:26.036]  Nothing.
[02:03:26.656 --> 02:03:32.158]  The man thinks he can take a blood sample and stick it in an electron microscope and if it's got a virus in there, you'll know it.
[02:03:33.098 --> 02:03:35.099]  He doesn't understand electron microscopy.
[02:03:35.119 --> 02:03:36.819]  He doesn't understand medicine.
[02:03:36.839 --> 02:03:39.120]  He should not be in a position like he's in.
[02:03:40.208 --> 02:03:46.490]  Most of those guys up there on the top are just total administrative people and they don't know anything about what's going on on the bottom.
[02:03:46.770 --> 02:03:55.833]  You know, those guys have got an agenda, which is not what we would like them to have, being that we pay for them to take care of our health and so on.
[02:03:56.353 --> 02:03:58.534]  They've got a personal kind of agenda.
[02:03:59.054 --> 02:04:08.537]  They make up their own rules as they go, they change them when they want to, and they smugly, like Tony Fauci, does not mind going on television in front of the people who pay his salary and lie directly into the camera.
[02:04:09.847 --> 02:04:14.269]  You can't expect the sheep to really respect the best and the brightest.
[02:04:14.309 --> 02:04:16.309]  They don't know the difference, really.
[02:04:16.329 --> 02:04:32.315]  I mean, I like humans, don't get me wrong, but basically, there's a vast majority of them do not possess the ability to judge who is and who isn't a really good scientist.
[02:04:32.935 --> 02:04:33.776]  I mean, that's a problem.
[02:04:33.836 --> 02:04:37.137]  That's a main problem, actually, with science, I'd say, in this century, because
[02:04:38.104 --> 02:04:40.125]  Science is being judged by people.
[02:04:40.745 --> 02:04:43.707]  Funding is being done by people who don't understand it.
[02:04:43.727 --> 02:04:44.207]  Okay?
[02:04:44.247 --> 02:04:44.827]  Who do we trust?
[02:04:44.847 --> 02:04:45.448]  Fauci.
[02:04:45.608 --> 02:04:54.532]  Fauci didn't know enough to, you know... If Fauci wants to get on television with somebody who knows a little bit about this stuff and debate him, he could easily do it, because he's been asked.
[02:04:55.593 --> 02:05:00.235]  I mean, I've had a lot of people... And then we're gonna add and post the clip I want.
[02:05:00.768 --> 02:05:04.230]  Cognitive dissonance is a major issue amongst the left.
[02:05:04.530 --> 02:05:08.533]  It can be very stressful dealing with facts you refuse to accept.
[02:05:08.853 --> 02:05:17.399]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from Infowarsstore.com.
[02:05:17.719 --> 02:05:34.011]  Studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[02:05:34.332 --> 02:05:40.156]  Recent studies have suggested that high EPA and DHA fish oil can stimulate
[02:05:40.336 --> 02:05:40.856]  We're good to go.
[02:06:20.526 --> 02:06:24.149]  We are now into our number two broadcasting worldwide.
[02:06:24.269 --> 02:06:25.570]  I'm your host, Alex Jones.
[02:06:26.411 --> 02:06:32.736]  And the quickening is here, the alignment of the political, cultural, spiritual, economic planets is upon us.
[02:06:33.296 --> 02:06:34.958]  Wow, China, China, China.
[02:06:35.198 --> 02:06:36.239]  You know, we heard about Trump.
[02:06:36.279 --> 02:06:39.141]  He was this Russian agent and hookers were in St.
[02:06:39.181 --> 02:06:41.063]  Petersburg pissing in his face.
[02:06:41.823 --> 02:06:42.784]  And none of it was true.
[02:06:43.044 --> 02:06:43.825]  It was all fake.
[02:06:43.905 --> 02:06:44.466]  It came out.
[02:06:45.686 --> 02:06:48.569]  The writer of the dossier, Steele, admitted it was not true.
[02:06:48.589 --> 02:06:56.154]  It was all funded by Hillary Clinton and other deep state operatives like George Herbert Walker Bush's son, Jeb Bush.
[02:06:57.715 --> 02:07:03.920]  But when it comes to China and the Bidens and the Clintons, my goodness, it swallows well.
[02:07:04.260 --> 02:07:10.325]  And Dianne Feinstein, her main assistant being the Chinese communist agent,
[02:07:11.437 --> 02:07:21.084]  And we've got Biden saying every aspect of American life should be run by the Communist Chinese.
[02:07:21.124 --> 02:07:32.773]  And his son, we'll play the clip coming up next segment, saying that I met with the head of Communist Chinese intelligence and now the FBI is investigating me and my dad and they gave me billions of dollars.
[02:07:32.853 --> 02:07:34.574]  It's all recorded.
[02:07:35.015 --> 02:07:35.935]  It's all real.
[02:07:36.275 --> 02:07:39.438]  It's all smoking gun, just like the election fraud.
[02:07:40.663 --> 02:07:45.928]  And then you add this giant 500 ton cherry.
[02:07:47.369 --> 02:07:49.331]  Chinese military sends troops to Canada.
[02:07:49.371 --> 02:07:51.873]  PLA training with Canadian forces.
[02:07:51.933 --> 02:07:52.674]  Documents show.
[02:07:53.074 --> 02:07:58.999]  And when the military said they're stealing our secrets and kicked them out or cancelled it, Trudeau freaked out.
[02:07:59.239 --> 02:08:00.160]  Explosive documents.
[02:08:00.200 --> 02:08:03.363]  Canadian Prime Minister requested Chinese troops be stationed in Canada.
[02:08:03.883 --> 02:08:05.064]  That is from the rebel
[02:08:05.845 --> 02:08:08.887]  News.com, secret military documents.
[02:08:08.927 --> 02:08:12.269]  Trudeau invited Chinese troops to train at Canadian military bases.
[02:08:12.689 --> 02:08:15.711]  And the left will spin it, the 30-plus pages of secret documents.
[02:08:15.931 --> 02:08:16.792]  They're like, oh, big deal.
[02:08:17.152 --> 02:08:19.534]  Oh, really, the military said it was a national security breach.
[02:08:19.794 --> 02:08:21.375]  The military said it shouldn't happen.
[02:08:21.835 --> 02:08:24.217]  And Trudeau blew up and said, I am the Prime Minister.
[02:08:24.637 --> 02:08:27.079]  You will do what I say.
[02:08:27.739 --> 02:08:28.840]  So this is simply
[02:08:30.069 --> 02:08:31.669]  Incredible, because they're not just stealing your secrets.
[02:08:31.990 --> 02:08:33.010]  They're offering you money.
[02:08:33.250 --> 02:08:34.070]  They're buying you off.
[02:08:34.290 --> 02:08:42.192]  Every Chinese businessman that's part of the party, or under the party, and every member of the Chinese military is an asset, is an agent.
[02:08:42.512 --> 02:08:42.972]  In the U.S.
[02:08:43.012 --> 02:08:45.773]  military, 99% of people are not a spy.
[02:08:46.373 --> 02:08:46.833]  Or less.
[02:08:46.873 --> 02:08:48.814]  I bet out of 5,000 people in the U.S.
[02:08:48.854 --> 02:08:52.475]  military, Air Force, Army, Marines, none of them are spies, okay?
[02:08:52.795 --> 02:08:56.096]  Even if you're in PSYOPs, very few are operational in the field, okay?
[02:08:57.694 --> 02:09:00.857]  But if you were in Nazi Germany, a lot of you were.
[02:09:00.957 --> 02:09:04.280]  Or if you're in an authoritarian Soviet system, a third of your people are.
[02:09:04.560 --> 02:09:07.283]  Same thing with the Chaikoms.
[02:09:07.303 --> 02:09:17.532]  So Ezra Levant of Rebel Media, a major journalist, you can hear him tell you how he got these unredacted documents that no one else ever got, and just what this means and how big this is.
[02:09:17.792 --> 02:09:20.855]  I mean, I thought the last thing he broke was Trudeau saying,
[02:09:21.135 --> 02:09:23.478]  We're in the global reset for the New World Order.
[02:09:23.738 --> 02:09:24.840]  The UN will run everything.
[02:09:25.381 --> 02:09:27.884]  That was public, but Ezra found it and made it popular.
[02:09:28.545 --> 02:09:29.606]  That's really what's important.
[02:09:29.706 --> 02:09:34.032]  And now, I thought that was the biggest Trudeau traitorous faux pas.
[02:09:34.273 --> 02:09:37.156]  So Ezra, tell us about the Providence, where this is going.
[02:09:37.697 --> 02:09:38.758]  Sure Alex, thanks for having me on.
[02:09:38.778 --> 02:09:42.341]  This is the biggest story I've ever covered in my life.
[02:10:08.104 --> 02:10:12.586]  I will never have a story this big, this important, this dramatic again.
[02:10:12.966 --> 02:10:14.106]  And it's incredible.
[02:10:14.906 --> 02:10:32.392]  And it started a year and a half ago when I saw a little snippet reported on a Russian state broadcaster called Sputnik that Canada had sent a delegation to participate in China's Navy 70th anniversary celebration.
[02:10:32.432 --> 02:10:33.713]  I thought, why is Canada
[02:10:34.572 --> 02:10:38.737]  Celebrating the 70th anniversary of the People's Liberation Army-Navy.
[02:10:38.757 --> 02:10:41.740]  And I don't know if you know this, Alex, but just a few months before that...
[02:10:42.469 --> 02:10:47.473]  China grabbed two Canadian civilians off the streets and has held them hostage ever since.
[02:10:47.833 --> 02:10:57.700]  So it's gross that a NATO member and a NORAD member like Canada would celebrate the People's Liberation Army celebration at all.
[02:10:58.080 --> 02:11:01.263]  But this was just months after China kidnapped two Canadians.
[02:11:01.683 --> 02:11:04.845]  So I saw news of this nowhere else other than on this Russian site.
[02:11:05.205 --> 02:11:08.808]  I did what's called an access to information request, a freedom of information request.
[02:11:09.415 --> 02:11:13.638]  They delayed 19 months, but they finally answered.
[02:11:14.259 --> 02:11:26.829]  And yes, they confirmed that Trudeau sent someone to celebrate the Chinese Navy, but that was the least of it, because they sent 34 pages of internal documents that I never actually even asked for.
[02:11:28.050 --> 02:11:34.115]  And instead of blacking them out, as secret documents usually are, they only grade them out.
[02:11:34.155 --> 02:11:36.637]  You can read every single word.
[02:11:37.426 --> 02:11:40.127]  And I put them up on the internet at thechinafiles.com.
[02:11:40.147 --> 02:11:40.767]  You can take a look.
[02:11:41.027 --> 02:11:44.189]  But let me just tell you the craziest thing in there.
[02:11:44.249 --> 02:11:47.030]  I did not know any of this and I like to think I follow the news closely.
[02:11:49.031 --> 02:11:53.592]  In 2019, there were not one, not two, not five, not ten.
[02:11:53.893 --> 02:12:01.435]  There were 18 exchanges between the Canadian Armed Forces and the People's Liberation Army. 18!
[02:12:03.180 --> 02:12:18.429]  Where we were sending our Canadian troops to China, where China was sending their troops here, and you're correct, one of them, the cold weather training at CFB Borden, our Canadian forces base, sorry, Petawawa in Ontario.
[02:12:18.610 --> 02:12:22.512]  There's a Canadian forces base in Ontario, specialists in cold weather warfare.
[02:12:23.833 --> 02:12:25.654]  Our Canadian military cancelled that.
[02:12:26.261 --> 02:12:30.542]  As soon as Trudeau heard that the military cancelled that, he raged at them.
[02:12:30.582 --> 02:12:36.743]  He sent a memo to them saying, never cancel a partnership with China again without my permission.
[02:12:37.203 --> 02:12:43.445]  And on this cancellation, we have to work with you on crafting the language so the Chinese don't lose face.
[02:12:44.005 --> 02:12:50.246]  So yes, we believe that cold weather warfare training was eventually cancelled by the military.
[02:12:50.266 --> 02:12:51.706]  They got hell for it from Trudeau.
[02:12:52.327 --> 02:12:53.847]  But the real news here,
[02:12:54.562 --> 02:13:05.810]  Is that there were 17 other military exchanges, including Chinese one-star and two-star generals, coming to Canada to study in our war colleges.
[02:13:06.191 --> 02:13:11.294]  If you go to these documents, the most interesting pages are the last two pages.
[02:13:11.555 --> 02:13:13.516]  I see you're scrolling them on your screen right now.
[02:13:13.936 --> 02:13:19.380]  Go to the last two pages, you'll see a list of all 18 exchanges.
[02:13:19.621 --> 02:13:21.222]  I gotta throw one more thing at you, Alex.
[02:13:22.398 --> 02:13:32.901]  In October of 2019, in the city of Wuhan, maybe you've heard of it, that China held the Military World Games.
[02:13:33.321 --> 02:13:34.782]  It's like the Olympics for soldiers.
[02:13:35.042 --> 02:13:36.802]  Huge propaganda coup for China.
[02:13:37.682 --> 02:13:45.005]  Canada sent nearly 200 Canadian Armed Forces personnel for nine days to Wuhan.
[02:13:45.565 --> 02:13:47.005]  Now you got your questions about the virus?
[02:13:47.045 --> 02:13:47.965]  Let's put those aside.
[02:13:48.406 --> 02:13:49.426]  You got the propaganda
[02:13:50.879 --> 02:13:52.841]  Bonanza for China, let's put that aside.
[02:13:53.582 --> 02:14:06.234]  Why on earth would you send 200 physically fit young men and women, most of them single, for nine days to China, where they'll be wined and dined and wooed, Swalwell style?
[02:14:07.375 --> 02:14:11.839]  At the very least, China will know a lot more about those 200 soldiers forever.
[02:14:12.668 --> 02:14:17.491]  And at most, maybe one or two of them will be turned, extorted, entrapped in a honey trap.
[02:14:17.972 --> 02:14:19.053]  Who sends 200 young soldiers?
[02:14:19.073 --> 02:14:20.554]  Sure, you would never send regular soldiers.
[02:14:20.594 --> 02:14:23.456]  You would only send spies to infiltrate them.
[02:14:23.476 --> 02:14:27.779]  That's why they always have the joke, James Bond having sex with the other operatives, because both sides are spying.
[02:14:27.999 --> 02:14:30.260]  You don't send regular troops into a situation like that.
[02:14:31.361 --> 02:14:32.082]  Well, and that's the thing.
[02:14:32.162 --> 02:14:35.204]  On the Canadian side, when we were getting these people coming to Canada,
[02:14:35.794 --> 02:14:36.935]  To study our systems.
[02:14:37.135 --> 02:14:38.756]  They're not sending regular GIs.
[02:14:39.176 --> 02:14:41.918]  They're sending probably people with photographic memory.
[02:14:42.298 --> 02:14:49.942]  People who have studied our systems and are actually just trying to crack our codes and processes and strategies.
[02:14:50.483 --> 02:14:52.564]  The crazy thing is we're inviting them in.
[02:14:53.164 --> 02:14:54.405]  We're sponsoring them.
[02:14:54.645 --> 02:14:58.067]  We're letting them wander around on our military bases without a minder.
[02:14:58.487 --> 02:15:02.330]  And this is all from Canada, which is your best friend and ally.
[02:15:02.370 --> 02:15:03.150]  What the hell are we doing?
[02:15:03.530 --> 02:15:04.351]  So here's the thing.
[02:15:05.126 --> 02:15:12.633]  When we cancelled the cold weather warfare exercise with China, and this is right there in the documents, this is why these documents are so incredible.
[02:15:13.334 --> 02:15:20.600]  34 pages, unredacted, secret military, they're marked secret, some of them are marked Canadian eyes only.
[02:15:22.002 --> 02:15:29.769]  So when our soldiers said, no, no, we've got to cancel this military winter warfare training, the Prime Minister said, why?
[02:15:30.965 --> 02:15:35.667]  And so the military said, well, you know, knowledge transfer, and we've had complaints from allies.
[02:15:36.107 --> 02:15:37.448]  And you can see this email exchange.
[02:15:37.488 --> 02:15:38.468]  You can see what this is all about.
[02:15:38.488 --> 02:15:39.028]  Stay right there.
[02:15:39.068 --> 02:15:42.309]  And I also want to ask, you did a foyer for one thing, not something else.
[02:15:42.610 --> 02:15:48.252]  I think it's pretty safe to say this is a rebellion against reason, against Trudeau, that they leaked you classified stuff.
[02:15:48.272 --> 02:15:51.653]  That's why it's in gray, because if that ever got classified, they recommended it be blacked out.
[02:15:51.953 --> 02:15:53.434]  You were given a secret document.
[02:15:53.454 --> 02:15:56.915]  The only area it's blacked out, you decided to do so to protect the innocent.
[02:15:56.935 --> 02:15:57.996]  This is huge, folks.
[02:15:58.016 --> 02:15:58.716]  Be right back.
[02:16:02.231 --> 02:16:07.772]  2020 was supposed to be a banner year, a year now defined by a global pandemic.
[02:16:08.613 --> 02:16:11.854]  The NBA is suspending the season.
[02:16:11.874 --> 02:16:17.795]  MLB spring training, NHL regular season, March Madness cancelled.
[02:16:17.815 --> 02:16:21.136]  It will forever be known as the day sports shut down.
[02:16:22.656 --> 02:16:28.118]  While sports across the globe go dark, Dana White says the show will go on for UFC.
[02:16:30.751 --> 02:16:33.054]  Why is Dana White comfortable continuing?
[02:16:33.414 --> 02:16:36.938]  Dana White is somebody with a flawed intelligence.
[02:16:37.359 --> 02:16:38.881]  You ought to be ashamed of yourself.
[02:16:41.451 --> 02:16:44.112]  More doubts this should even be attempted.
