[00:00:02.269 --> 00:00:02.769]  99 days.
[00:45:58.508 --> 00:46:01.151]  The DNA then acts as an inductor.
[00:46:01.992 --> 00:46:06.497]  It reacts to the 5G waves by producing an electromagnetic field.
[00:46:07.258 --> 00:46:15.387]  Like a shadow, the shape of the electromagnetic field reflects the hexagonal and pentagonal shapes of the DNA base pairs.
[00:46:16.388 --> 00:46:20.771]  This electromagnetic field produces holes in the cellular liquid.
[00:46:21.271 --> 00:46:25.554]  Hexagonal, pentagonal voids are created in the nucleoplasm.
[00:46:26.015 --> 00:46:30.958]  And to remedy this disturbance, extra bases are created to fill the voids.
[00:46:31.658 --> 00:46:42.385]  These bases then join together to produce coronavirus-like structures within the cell, which the PCR test will read as a positive case of COVID-19.
[00:46:45.854 --> 00:46:46.635]  The exosome.
[00:46:47.196 --> 00:46:49.478]  The exosome was discovered in 1983.
[00:46:50.059 --> 00:46:56.305]  Exosomes are created naturally within the cell to clean and repair cellular damage.
[00:46:57.668 --> 00:47:02.130]  Both exosomes and COVID-19 are the same size and shape.
[00:47:03.110 --> 00:47:08.172]  They both have the same ACE2 receptor and they both contain RNA.
[00:47:09.332 --> 00:47:12.434]  Exosomes behave and appear the same as a virus.
[00:47:13.174 --> 00:47:18.616]  Some scientists even claim that the so-called virus is in fact the exosome.
[00:47:20.043 --> 00:47:29.852]  Since the discovery of the exosome, over 200 microbiologists have been murdered, committed suicide, or died in a suspicious manner.
[00:47:31.674 --> 00:47:36.438]  If you question this mystery, you're undoubtedly labeled a conspiracy theorist.
[00:47:37.850 --> 00:47:43.631]  And if you question the current unproven virus theory, you are labeled a science denier.
[00:47:44.612 --> 00:47:58.395]  The only socially acceptable solution that you are allowed to accept is an experimental vaccine that will alter your DNA, which ultimately raises the question, who owns your body?
[00:48:00.455 --> 00:48:02.816]  For InfoWars.com, this is Greg Reese.
[00:48:04.456 --> 00:48:06.557]  InfoWars, tomorrow's news today.
[00:48:08.103 --> 00:48:09.144]  Coming up, Ted Nugent!
[00:48:34.682 --> 00:48:37.506]  I went to him just during the one-minute break and I said, what do you want to hit first?
[00:48:38.187 --> 00:48:41.951]  He said, everything in our lifetimes has been building towards what is happening now.
[00:48:43.066 --> 00:48:44.647]  This is America fighting for its life.
[00:48:44.687 --> 00:48:50.271]  Ted Nugent joins us to talk about a story that I'm reading out of law enforcement today.
[00:48:51.192 --> 00:48:52.553]  And I went and looked at the local news.
[00:48:52.633 --> 00:48:57.717]  They are proudly announcing that the governor said in New York, you're not allowed to have a pro-police rally.
[00:48:58.077 --> 00:48:59.558]  The state police help, you're fired.
[00:48:59.818 --> 00:49:01.299]  If cops come out, you're fired.
[00:49:01.940 --> 00:49:04.802]  You don't have speech, but the communists, everybody else do.
[00:49:05.382 --> 00:49:11.227]  And you've seen de Blasio on TV saying, oh, communists have rights but nobody else does because they're so special.
[00:49:11.707 --> 00:49:13.468]  This is the death of America.
[00:49:13.488 --> 00:49:14.489]  And the headline says it all.
[00:49:14.769 --> 00:49:15.990]  Today we lost America.
[00:49:16.010 --> 00:49:18.432]  And it gets into the situation.
[00:49:18.492 --> 00:49:21.935]  I don't think we've lost America yet, but if we keep living on our laurels, it's over.
[00:49:22.315 --> 00:49:26.398]  So, the Motor City madman, Ted Nugent, joins us to cover the waterfront.
[00:49:26.638 --> 00:49:27.959]  Thanks for coming on on short notice.
[00:49:28.880 --> 00:49:29.681]  My pleasure, Alex.
[00:49:29.701 --> 00:49:33.464]  I'm here to celebrate the good, but it's not easy to find right now.
[00:49:33.484 --> 00:49:35.025]  There's an awful lot of bad and ugly.
[00:49:35.939 --> 00:49:59.305]  I really get the unique and humbling experience to maximize the good with the best of the best hard-working American families every day of my life, but I was just returning from New York, where another great family spent a fortune to get me and the good Congressman Clay Higgins to a pro-law enforcement rally, a pro-law and order rally, the biggest one.
[00:49:59.365 --> 00:50:01.186]  It was purported to be the biggest pro-law
[00:50:02.126 --> 00:50:03.227]  We're good to go.
[00:50:24.242 --> 00:50:30.345]  Have destroyed the morale of the law enforcement sheepdog heroes across this country.
[00:50:30.866 --> 00:50:36.108]  Most heartbreakingly, Alex, we witnessed the great heroes of the New York Police Department.
[00:50:36.568 --> 00:50:38.009]  So we were ready to go.
[00:50:38.109 --> 00:50:40.270]  Like I said, my buddy jetted us up there.
[00:50:40.290 --> 00:50:41.851]  I had the guitar and amp.
[00:50:41.891 --> 00:50:43.012]  We had the good congressmen.
[00:50:43.032 --> 00:50:46.574]  We had great, great law enforcement heroes and their families gathering.
[00:50:47.134 --> 00:50:50.916]  And I literally was threatened by Governor Cuomo.
[00:50:53.562 --> 00:51:18.807]  And his hand-picked Marxist Health Department Nazis, that if I set foot in New York to play the national anthem and thank the law enforcement heroes, if I dare enter his communist New York area, I would be put under house arrest and quarantine for 14 days, thereby destroying the only chance
[00:51:19.389 --> 00:51:26.374]  To have a morale boost by the heroes of the NYPD, and boy are they pissed.
[00:51:28.255 --> 00:51:38.501]  And I'm just speechless at this point that he literally says, Communists can march, you can attack the police, they beat up the police commissioner, and the news called it peaceful.
[00:51:39.722 --> 00:51:40.803]  I mean, this is crazy.
[00:51:41.403 --> 00:51:47.867]  And then now, you'll be arrested, you'll be placed on house arrest, you'll be kidnapped if you try to come play the national anthem.
[00:51:47.887 --> 00:51:48.588]  This is next level.
[00:51:49.534 --> 00:52:03.297]  You know, we've known each other a long time, Alex, and we've seen just indescribable, bizarre levels of criminal corruption and abuse of power by every alphabet soup, you know, government bureaucracy.
[00:52:03.317 --> 00:52:06.537]  I mean, who the hell trusts the CDC?
[00:52:06.577 --> 00:52:08.958]  Do you know anybody that trusts the CDC?
[00:52:09.078 --> 00:52:14.999]  How about the James Comey, J. Edgar Hoover, Al Capone FBI punks?
[00:52:16.224 --> 00:52:24.210]  That obeyed an order to have a commando, brown shirt, Gestapo attack on Roger Stone's house.
[00:52:24.330 --> 00:52:24.751]  Really?
[00:52:25.211 --> 00:52:29.495]  You gotta bring machine guns to arrest Roger Stone?
[00:52:29.795 --> 00:52:30.856]  And here's the horror of it.
[00:52:31.877 --> 00:52:41.825]  These soulless, dickless sheep of the FBI obeyed the immoral order.
[00:52:42.483 --> 00:52:43.945]  That's what's frightening.
[00:52:44.186 --> 00:52:45.808]  Now, I know a bunch of guys in the FBI.
[00:52:45.848 --> 00:52:52.598]  In fact, I went up there to New York with some good heroes of the FBI, and God, are they pissed off!
[00:52:53.266 --> 00:52:59.770]  So any alphabet soup bureaucracy in the United States government right now, whether it's the IRS... It's just like America.
[00:52:59.810 --> 00:53:00.310]  It's divided.
[00:53:00.370 --> 00:53:03.873]  It's got the America-hating globalist in it that ran the attempted coup against Trump.
[00:53:04.053 --> 00:53:04.973]  Then it's got the good guys.
[00:53:05.193 --> 00:53:10.237]  But the bad guys are getting more and more control, and we've got to route them because they're not Americans.
[00:53:10.457 --> 00:53:13.699]  The Democrats openly now say they don't want the country to exist.
[00:53:13.959 --> 00:53:17.121]  And so law enforcement and everybody else has to decide, which side are you on?
[00:53:17.141 --> 00:53:17.861]  Are you crazy?
[00:53:18.061 --> 00:53:19.242]  They want to bring the country down.
[00:53:19.282 --> 00:53:19.983]  This is insane.
[00:53:20.865 --> 00:53:27.751]  Yeah, you know, there were six bureaucrats, soulless punks, traitors, yet glaringly guilty of treason.
[00:53:27.771 --> 00:53:38.401]  Their names are Kevin Abrahams, Sy La Boyne, Kerry Salagas, Deborah Muell, Ellen Burnham, and Arne Drucker.
[00:53:38.441 --> 00:53:39.302]  They signed
[00:53:39.967 --> 00:53:40.707]  A lie.
[00:53:40.808 --> 00:53:43.009]  A hate-stinking lie.
[00:53:43.029 --> 00:53:44.209]  Dig this.
[00:53:44.690 --> 00:53:49.772]  That Ted Nugent is a racist, a homophobe, and an anti-Semite.
[00:53:49.972 --> 00:53:57.496]  You know, I was wondering, Alex, maybe they should have probably talked to some of my black, gay, or Jewish friends before they made those nasty accusations.
[00:53:57.516 --> 00:53:58.437]  They know it's all lies.
[00:53:58.517 --> 00:54:00.077]  They're the ones engaged in race-baiting.
[00:54:00.237 --> 00:54:01.778]  Sure, and here's the thing.
[00:54:02.319 --> 00:54:08.682]  What worse thing can a human do to another human than to falsely accuse
[00:54:09.435 --> 00:54:15.964]  And officially make a government document lying with that level of hate.
[00:54:16.224 --> 00:54:19.168]  And they're doing it with impunity.
[00:54:19.208 --> 00:54:21.211]  And again, you know, Alex, I gotta tell you.
[00:54:21.678 --> 00:54:30.382]  My buddy flew me back home and I got out my bow and arrow and my fishing rod and I spent a wonderful couple days with my dogs on my miraculous paradise here in Texas.
[00:54:30.422 --> 00:54:33.364]  So they didn't hurt Ted Nugent at all.
[00:54:33.504 --> 00:54:34.405]  I mean, are you kidding me?
[00:54:34.445 --> 00:54:35.965]  What can they possibly do to me?
[00:54:36.005 --> 00:54:37.086]  And I'll tell you what, nothing.
[00:54:37.306 --> 00:54:38.447]  But you know what they hurt?
[00:54:39.007 --> 00:54:41.048]  They hurt the spirit
[00:54:41.701 --> 00:54:46.666]  And the morale of the New York Police Department heroes and their families.
[00:54:46.886 --> 00:54:49.108]  Well that's the next thing is, they're open season.
[00:54:49.208 --> 00:54:51.391]  The left wants to brutalize the police.
[00:54:51.431 --> 00:54:53.673]  Not to get rid of them, but to take them over.
[00:54:53.893 --> 00:54:57.897]  Can you imagine the left when the Antifa is now going to have the badges and the guns?
[00:54:57.917 --> 00:54:58.898]  Because that's the goal of this.
[00:54:59.517 --> 00:55:03.479]  You know, I gotta tell you, the leader of the Democrat Party has made it perfectly clear.
[00:55:03.539 --> 00:55:13.504]  I mean, in between her felonies, you know, you don't need to read this, you need to sign it, that Nancy Pelosi committed a felony on TV ripping up your and my State of the Union address right there on TV.
[00:55:14.064 --> 00:55:16.345]  And she hasn't been tackled and handcuffed yet.
[00:55:16.365 --> 00:55:17.266]  Historic document, yeah.
[00:55:17.346 --> 00:55:26.650]  The point is, she leading the Democrat Party went into a tirade trying to find value and goodness in MS-13.
[00:55:28.482 --> 00:55:29.763]  She said all God's children.
[00:55:30.724 --> 00:55:44.232]  Alex, what planet are these Democrats and the, by the way, there's no difference between Democrats, Antifa, MS-13, the jihadists, and the Black Lives Matter.
[00:55:44.252 --> 00:55:46.634]  They're all, they're dedicated
[00:55:48.109 --> 00:55:52.130]  Well that's my next question for you, and we only got you one more segment here, and I appreciate the time on this Sunday.
[00:55:52.631 --> 00:56:08.336]  The Democrats are now saying, Schiff is now saying, Pelosi, all of them, that Trump's a dictator, and that when, if he challenges the election, that they say they're going to challenge it regardless, if there's like a 2000 argument, that the Pentagon's going to remove Trump, and that anyone that stands with Trump will quote be put in prison.
[00:56:08.556 --> 00:56:09.856]  That's the Washington Post headline.
[00:56:10.037 --> 00:56:12.457]  So they're now planning a hot coup against the President.
[00:56:12.717 --> 00:56:13.938]  How do you think we counter this?
[00:56:14.775 --> 00:56:16.836]  Well, I hope everybody writes this down.
[00:56:16.876 --> 00:56:17.776]  I gotta come back out.
[00:56:17.796 --> 00:56:18.737]  We gotta repeat this.
[00:56:19.257 --> 00:56:20.077]  Everybody listen.
[00:56:20.738 --> 00:56:23.299]  HuntTheVote.org.
[00:56:23.619 --> 00:56:24.359]  I'll say it again.
[00:56:24.900 --> 00:56:27.081]  HuntTheVote.org.
[00:56:27.141 --> 00:56:28.561]  You don't have to pay any money.
[00:56:28.601 --> 00:56:30.282]  We already got the money behind it.
[00:56:30.582 --> 00:56:38.286]  You need to register and vote if you believe in God, family, country, Constitution, and freedom.
[00:56:38.666 --> 00:56:40.386]  HuntTheVote.org.
[00:56:40.567 --> 00:56:43.588]  And you gotta get a bunch of other people off their butt to vote.
[00:56:44.946 --> 00:56:47.729]  This revolution will be won on November 3rd, 2020.
[00:56:48.850 --> 00:56:50.631]  HuntTheVote.org.
[00:56:50.711 --> 00:56:55.676]  I'm telling you, it sounds ridiculously simple because it is!
[00:56:56.156 --> 00:56:57.698]  HuntTheVote.org.
[00:56:57.758 --> 00:57:00.540]  Just register and get to the front lines!
[00:57:00.560 --> 00:57:01.821]  This is the Alamo!
[00:57:02.262 --> 00:57:04.304]  We need to shoot Santa Ana's men!
[00:57:06.906 --> 00:57:07.367]  Absolutely.
[00:57:07.407 --> 00:57:08.048]  We've got to go to break.
[00:57:08.068 --> 00:57:08.870]  We'll do one more segment.
[00:57:08.890 --> 00:57:12.356]  Again, please come back for longer in the week because things are so hot.
[00:57:12.656 --> 00:57:15.040]  With nine days left, we've got 40 seconds to break.
[00:57:15.060 --> 00:57:17.505]  But what happens if Trump gets re-elected?
[00:57:17.565 --> 00:57:19.688]  I think he will, but what are they going to do next?
[00:57:20.745 --> 00:57:30.430]  Well, we've seen where the Antifa operates with impunity, and Trump is already mobilizing counter-forces.
[00:57:30.470 --> 00:57:37.253]  You know, how dare the President bring in troops to bring back law and order as the Democrat mayors and governors go, No!
[00:57:37.653 --> 00:57:38.174]  No!
[00:57:38.614 --> 00:57:39.814]  Don't stop the arsonists!
[00:57:40.034 --> 00:57:41.355]  Don't stop the rioters!
[00:57:41.435 --> 00:57:43.256]  Don't stop the murderers and the assault!
[00:57:43.616 --> 00:57:44.697]  No, Mr. President!
[00:57:44.737 --> 00:57:47.018]  You must let them destroy my city!
[00:57:48.838 --> 00:57:51.659]  I don't know how to process that information.
[00:57:51.860 --> 00:58:03.686]  So what's going to happen is that when we once again prove that God-family country wins the election on November 3rd, the savages are going to be corralled and put in cages where they belong.
[00:58:03.706 --> 00:58:04.607]  There's going to be a reckoning.
[00:58:04.687 --> 00:58:05.107]  I agree.
[00:58:05.127 --> 00:58:05.908]  Ted Nugent's our guest.
[00:58:05.928 --> 00:58:06.308]  Stay with us.
[00:58:19.241 --> 00:58:19.445]  I'm ready.
[00:58:31.829 --> 00:58:35.571]  Well, there is Ted Nugent years ago on Fox News playing with Star Spangled Banner.
[00:58:35.951 --> 00:58:39.072]  Now the NFL's talking about getting rid of it entirely and the American flag's bad.
[00:58:39.572 --> 00:58:46.035]  Ted Nugent, this is an attempt to overthrow the country and you told me before it went on air that this is the moment of history.
[00:58:46.075 --> 00:58:47.555]  This is the attempt to take down the country.
[00:58:47.935 --> 00:58:48.936]  Can you elaborate on that?
[00:58:48.956 --> 00:58:51.617]  And then you were talking off-air to me about how angry you are about
[00:58:52.608 --> 00:58:52.668]  The
[00:59:24.129 --> 00:59:31.915]  Well, Alex, I think I have a reasonable and accurate overview of what we have here in the United States of America in 2020.
[00:59:32.615 --> 00:59:38.460]  I was born in Detroit in 1948 when it was universally known as the arsenal of democracy.
[00:59:38.480 --> 00:59:41.182]  A lot of people don't know that because they went to school in America.
[00:59:41.622 --> 00:59:44.965]  But Detroit was the arsenal of democracy!
[00:59:45.465 --> 00:59:50.389]  And the way the Nugent family conducts our life, we continue in our homes to be the arsenal of democracy.
[00:59:50.429 --> 00:59:51.109]  But I was there in 67.
[00:59:52.552 --> 00:59:58.039]  When all my buddies, all my black musician friends, we always jam together and collaborate.
[00:59:58.059 --> 00:59:59.361]  We always hung out together.
[00:59:59.861 --> 01:00:04.608]  And I had friends of every imaginable ethnicity and color and creed and walk of life.
[01:00:05.108 --> 01:00:05.489]  And then in 67,
[01:00:07.085 --> 01:00:08.726]  They burnt down the city.
[01:00:08.766 --> 01:00:14.069]  The rioters went berserk and burnt down their own city, this beautiful architecture.
[01:00:14.109 --> 01:00:20.954]  So I have a good perspective of the goodwill and the positive brotherhood that existed amongst all of us in Detroit.
[01:00:21.294 --> 01:00:26.157]  And then a lunatic fringe segment went nuts, much like precursors to Antifa.
[01:00:26.177 --> 01:00:30.660]  Then I was in Los Angeles in 92 when the Rodney King verdict came in.
[01:00:31.160 --> 01:00:32.621]  And once again, the idiots
[01:00:33.371 --> 01:00:33.551]  I think?
[01:00:57.091 --> 01:01:01.656]  News, state and network, television stations, pretty much all of them except Fox.
[01:01:01.696 --> 01:01:05.860]  And Fox is no angel, believe me, but compared to the rest of them, they almost appear to be.
[01:01:06.200 --> 01:01:12.886]  But I watched CBS this morning where they showed, you know, with this harsh accusation against the troops going after rioters.
[01:01:13.147 --> 01:01:16.430]  You know, only they called them peaceful protesters.
[01:01:16.897 --> 01:01:26.804]  Peaceful protesters don't destroy buildings, they don't have Molotov cocktails, they don't kill retired cops, and they don't wear helmets and have weapons on them.
[01:01:26.824 --> 01:01:28.325]  That's not a peaceful protest.
[01:01:28.586 --> 01:01:31.768]  But the way the propaganda ministry twists it,
[01:01:32.208 --> 01:01:50.581]  If you're dumb enough, and if you're stoned or drunk enough, or just mentally deranged enough, I suppose you can buy into that Antifa might actually be anti-fascist when they actually are the fascists, and Black Lives Matter has absolutely nothing to do with black lives!
[01:01:52.216 --> 01:01:58.101]  And by the way, while you're talking, we're showing footage from just two days ago of them burning the outside of the courthouse.
[01:01:58.121 --> 01:01:59.502]  There's even more dramatic footage.
[01:01:59.922 --> 01:02:01.023]  I mean, this is crazy.
[01:02:01.043 --> 01:02:07.448]  And I have video after video of them randomly running out on highways and shooting at random vehicles.
[01:02:07.768 --> 01:02:12.512]  I have footage of them jumping on an old lady's car, trying to pull her out of the car in Austin last night.
[01:02:12.712 --> 01:02:14.613]  And the media says this is good.
[01:02:15.094 --> 01:02:17.376]  A bunch of thugs attacking old ladies.
[01:02:17.756 --> 01:02:19.597]  What in the hell has happened to the left?
[01:02:19.617 --> 01:02:20.138]  They have gone
[01:02:20.718 --> 01:02:35.290]  They've always been this nuts, but it's reached a new peak because of the tolerance to their escalating danger, their escalating insanity, their escalating corruption, their escalating criminality.
[01:02:35.310 --> 01:02:42.476]  And again, when you've got the Speaker of the House committing felonies on TV and trying to find worth and loving value in MS-13,
[01:02:43.877 --> 01:02:54.700]  That's a green light and an open door to go ahead and be as nasty and rotten and dangerous and evil as you want to be, because the Democrats, we got your back.
[01:02:55.060 --> 01:02:56.841]  Antifa, we're with you.
[01:02:57.101 --> 01:03:05.743]  And if that doggone President Trump tries to stop you from burning down the city, we're going to try to stop him, because we like it when you burn down the city.
[01:03:06.063 --> 01:03:11.885]  And again, what they said about me being a racist and a homophobe and an anti-Semite,
[01:03:12.555 --> 01:03:16.598]  Alex, I've been surrounded by blacks and Jews my entire life.
[01:03:16.638 --> 01:03:17.959]  They own every record company.
[01:03:17.979 --> 01:03:18.860]  They're my producers.
[01:03:18.880 --> 01:03:19.560]  They're my friends.
[01:03:19.580 --> 01:03:20.521]  They're my musicians.
[01:03:20.881 --> 01:03:22.042]  They're my promoters.
[01:03:22.322 --> 01:03:23.523]  They're my bandmates.
[01:03:24.504 --> 01:03:29.047]  It's unbelievable the depth of dishonesty and hate.
[01:03:29.367 --> 01:03:31.809]  And once again, I'm going to read their names up in New York.
[01:03:31.889 --> 01:03:32.750]  They are just
[01:03:33.203 --> 01:03:34.364]  We're good to go.
[01:03:53.105 --> 01:03:56.746]  Well, last time you were on your wife, she's absolutely right.
[01:04:12.253 --> 01:04:17.158]  In these times, we've got to stay focused and just appreciate God and family and not get too upset.
[01:04:17.318 --> 01:04:24.486]  I get too upset, and I know it upsets you, but at a certain point, those of us that have been upset have been holding back the total takeover.
[01:04:24.506 --> 01:04:31.333]  I think a lot of people that have been on the fence now know that this New World Order takeover, this Communist takeover is real, but they're wondering, what can they do?
[01:04:31.393 --> 01:04:32.314]  Well, go vote.
[01:04:32.695 --> 01:04:33.736]  Register others to vote.
[01:04:34.036 --> 01:04:34.577]  Speak out.
[01:04:34.917 --> 01:04:35.477]  Stand up.
[01:04:35.818 --> 01:04:36.979]  Run for office locally.
[01:04:37.319 --> 01:04:38.340]  Go to your city council.
[01:04:38.380 --> 01:04:40.122]  Speak out against Antifa and BLM.
[01:04:40.522 --> 01:04:42.504]  All of us have to have our voices heard.
[01:04:42.784 --> 01:04:43.805]  Call into talk radio.
[01:04:44.085 --> 01:04:44.966]  Call into C-SPAN.
[01:04:45.226 --> 01:04:48.649]  Call to your members of Congress and tell them that you support law and order.
[01:04:49.130 --> 01:04:52.453]  It's really just all of us, the silent majority, have to stop being silent.
[01:04:52.493 --> 01:04:53.614]  Is that accurate, Ted Nugent?
[01:04:53.974 --> 01:05:10.858]  That's 100% the dream of the Founding Fathers, that this is an experiment in self-government where every American has a moral and spiritual obligation to be engaged in the process of determining who will represent we the people CONSTITUTIONALLY!
[01:05:11.425 --> 01:05:25.756]  The pillars of God, family, country, individual freedoms from God, if you don't hammer that home to your elected employees, and if you don't vote for God, family, and country, then the Antifa thinks you're one of them!
[01:05:26.036 --> 01:05:27.217]  That's how nasty it is!
[01:05:27.297 --> 01:05:39.006]  I have a Monday and Thursday night Ted Nugent spirit campfire every week as I broadcast on my Facebook and all over social media, but my God, after this debacle by Cuomo and all the liberal
[01:05:40.168 --> 01:05:45.821]  Uh, Democrat Antifa, MS-13, Black Lives Matter terrorists in New York.
[01:05:46.505 --> 01:06:00.830]  The real heartbreak are those heroes of law enforcement and the NYPD and their families who feel spat upon, who feel bludgeoned by the people in charge because they're the Cuomos and the de Blasios and the health department.
[01:06:01.090 --> 01:06:08.073]  And even the upper echelon, the police commissioner and some of the Police Benevolent Association turncoats.
[01:06:08.373 --> 01:06:14.015]  They've turned on the men and women of the NYPD, and it's, Alex, it's in almost every
[01:06:15.438 --> 01:06:15.798]  That's right.
[01:06:15.838 --> 01:06:25.804]  They've sided with the globalist takeover because they think America's done and they've sided with the wrong side and good police officers have to stay in there because they want to run you out.
[01:06:25.824 --> 01:06:26.845]  They want to have a takeover.
[01:06:26.865 --> 01:06:29.887]  TedNugent.com is also a place to find everything Ted Nugent.
[01:06:30.127 --> 01:06:34.650]  Ted, join us soon in the next few weeks as all this develops because there's so much to talk about.
[01:06:34.970 --> 01:06:36.211]  I'm sure you can go on for another hour.
[01:06:36.271 --> 01:06:38.132]  Thank you so much and say hi to your family for me.
[01:06:38.452 --> 01:06:38.712]  Thanks.
[01:06:38.812 --> 01:06:40.613]  HuntTheVote.org everybody.
[01:06:40.653 --> 01:06:41.754]  God bless real America.
[01:06:42.113 --> 01:06:42.713]  God bless you.
[01:06:42.753 --> 01:06:48.837]  There goes Ted Nugent, banned from New York by Cuomo, but commies and anti-foe, they can do whatever the hell they want.
[01:06:52.079 --> 01:06:58.883]  Can you believe how we've been trained to not leave our houses when we're told, wear a mask even though it's all a fraud?
[01:07:00.804 --> 01:07:07.148]  And then I was watching a Joe Rogan clip yesterday, because it was all over the news, Joe Rogan's moving to Texas.
[01:07:07.669 --> 01:07:09.310]  You know, I told you that a couple months ago, remember?
[01:07:10.333 --> 01:07:12.734]  And of course, Joe won't say where he's moving in Texas.
[01:07:15.236 --> 01:07:19.779]  He's, I guess, lengthening out the announcement that he's already moved to Texas.
[01:07:19.899 --> 01:07:21.640]  Oh, wait, I'm just joking.
[01:07:22.981 --> 01:07:24.642]  And I wonder where he moved in Texas.
[01:07:26.323 --> 01:07:33.147]  But, uh, I don't know, Spotify went completely crazy when Joe told me I could say all that stuff.
[01:07:33.227 --> 01:07:39.831]  Then I kind of elaborated on it and kind of added some hyperbole, probably.
[01:07:40.947 --> 01:07:46.753]  Because you know, I took what Joe said as, wow, he's standing up to YouTube, standing up to censors, you know, the stuff he told me.
[01:07:46.793 --> 01:07:57.663]  But I'm not going to pontificate on that right now, because it's part of a larger story that I want to hit at the start of the next segment.
[01:07:57.683 --> 01:08:03.289]  But I will play the clip of Joe talking about moving to Texas, because then he and his guests talk about
[01:08:04.721 --> 01:08:05.982]  You know, is COVID really bad?
[01:08:06.062 --> 01:08:10.847]  And the New York Times guy's like, oh, Texas is now wearing masks because they figured out they were wrong, it's really bad.
[01:08:11.287 --> 01:08:15.171]  Uh, no, there are past laws with $2,000 fines in places like Austin, if you know.
[01:08:16.192 --> 01:08:23.599]  People are also online going, why does Jones sell a COVID mask with InfoWars on it if he doesn't think it's real?
[01:08:26.510 --> 01:08:27.951]  Well, A, I do believe it's real.
[01:08:27.991 --> 01:08:29.692]  We pioneered exposing it was man-made.
[01:08:30.452 --> 01:08:32.974]  It's meant to infect everyone so you can all be suspect.
[01:08:33.654 --> 01:08:36.395]  And so Bill Gates can patent a vaccine to bring you.
[01:08:36.976 --> 01:08:38.236]  And that's all being confirmed now.
[01:08:39.277 --> 01:08:48.842]  And if you've got to wear the mask, have an InfoWars.com on it so you can educate people and use their own suppression they're using against you on them.
[01:08:51.104 --> 01:08:55.446]  But the reason I'm kicking this to the last segment is I forgot to tell the great crew that's been putting up with me tonight.
[01:08:59.195 --> 01:09:06.701]  To find some clips of Sharia police in Saudi Arabia or in Iran, Shiite and Sunni.
[01:09:07.382 --> 01:09:15.248]  There's footage everywhere of Burka police or hijab police arresting women that aren't wearing face coverings.
[01:09:15.948 --> 01:09:21.673]  And then we've got footage of people being arrested or ticketed for not wearing masks or not wearing it correctly.
[01:09:21.693 --> 01:09:26.216]  There's always more, more, more they want to get your submission.
[01:09:27.898 --> 01:09:32.300]  Literally, Fauci is the hijab burqa police.
[01:09:32.820 --> 01:09:39.322]  So we'll get some of those clips together and then I'll respond to what Joe Rogan's guest had to say coming up next segment.
[01:09:41.043 --> 01:09:42.284]  Joe is bucking the mask.
[01:09:42.324 --> 01:09:43.364]  He knows it's a bunch of bull.
[01:09:44.344 --> 01:09:45.785]  He knows the virus is way overblown.
[01:09:48.506 --> 01:09:50.667]  Had a long talk with him a few weeks ago, but I'm going to leave it at that.
[01:09:52.810 --> 01:10:03.074]  But Joe is very influential and so I'd like to educate his listeners and when we do respond to Joe, things on the show that goes viral and so I can kind of piggyback on there and educate some people before it's too late.
[01:10:03.414 --> 01:10:04.455]  So that's coming up next segment.
[01:10:05.195 --> 01:10:07.396]  But let me hit this right now since I said I would do it.
[01:10:10.037 --> 01:10:17.120]  And maybe we'll take this little clip and put at the end of the segment when we put out the last segment of the last hour where I was talking about this.
[01:10:18.562 --> 01:10:31.526]  Alexander Solzhenitsyn was sent for many, many years to a frozen slave camp, what he called the Gulag Archipelago and the little islands all across the frozen tundra landscape.
[01:10:33.167 --> 01:10:40.209]  And he came out and wrote a best-selling book titled Gulag Archipelago.
[01:10:43.090 --> 01:10:46.651]  And here is a quote.
[01:10:48.063 --> 01:10:49.924]  From the Google Archipelago, 1918 to 1956.
[01:10:50.285 --> 01:10:54.588]  And how we burned in the camps later.
[01:10:56.189 --> 01:11:07.517]  Thinking, what would things have been like if every security operative, when he went out at night to make an arrest, had been uncertain whether he would return alive and had to say goodbye to his family.
[01:11:07.657 --> 01:11:14.662]  Or if, during periods of the mass arrest, as for example in Leningrad, when they arrested a quarter of the entire city,
[01:11:15.851 --> 01:11:37.188]  People had not simply sat there in their lairs, pawling with terror at every bang on the downstairs door, at every step on the staircase, but had understood they had nothing left to lose and had boldly set up in the downstairs hall an ambush of half a dozen people with axes, hammers, pokers, or whatever else they had.
[01:11:37.728 --> 01:11:38.289]  The organs
[01:11:39.462 --> 01:11:51.032]  would very quickly have suffered a shortage of officers and transport and notwithstanding all of Stalin's thirst, the curse machine would have ground to a halt.
[01:11:51.473 --> 01:12:02.943]  If, if we didn't love freedom enough and even more we had no awareness of the real situation, we purely and simply deserve everything that happened afterward.
[01:12:07.628 --> 01:12:11.569]  Now, that's when the commies came in and took over the government with rioters and burning.
[01:12:11.829 --> 01:12:14.169]  And then they got the government, the police and military to capitulate.
[01:12:14.289 --> 01:12:15.250]  Okay, you're the boss!
[01:12:17.050 --> 01:12:18.270]  And then they took over Moscow.
[01:12:18.290 --> 01:12:21.031]  It took them two years to take over, really five years the rest of the country.
[01:12:21.291 --> 01:12:23.331]  And then they just started raping and killing and murdering.
[01:12:23.571 --> 01:12:27.472]  And they're modeling all of it off of this and what Mao did in China.
[01:12:30.173 --> 01:12:34.794]  And Kim Jong-un and, you know, his father and grandfather, they set up the same system.
[01:12:35.534 --> 01:12:35.634]  And
