# Transcription model: CohereLabs/cohere-transcribe-03-2026, WAV2VEC2_ASR_BASE_960H, sat-12l-sm, script v26.04.01, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: b3cf1c2e6cecea0f66360df349d3e5ab
[00:01:41.281 --> 00:01:42.332]  him off this time.
[01:47:45.360 --> 01:47:47.301]  But as he loses credibility, it's not going down.
[01:47:47.320 --> 01:47:48.341]  Yeah, it doesn't go down as much.
[01:47:48.360 --> 01:47:51.542]  And then keep in mind, we released, what, 400 million barrels of the IEA?
[01:47:51.681 --> 01:47:52.362]  Strategic Defense.
[01:47:52.402 --> 01:47:52.742]  Yeah.
[01:47:52.882 --> 01:47:55.641]  And it's like, and the price is still high, and we released all those barrels.
[01:47:55.681 --> 01:47:57.061]  Could you imagine once those barrels are gone?
[01:47:57.141 --> 01:47:58.601]  Well, imagine we're rich here.
[01:47:58.742 --> 01:48:00.402]  It's going to kill people in other countries.
[01:48:00.662 --> 01:48:00.862]  Yeah.
[01:48:01.141 --> 01:48:04.783]  In the actuaries by the hundreds of millions, a third of the fertilizers out there.
[01:48:05.002 --> 01:48:06.123]  And here's the other thing that pisses me off.
[01:48:06.182 --> 01:48:09.182]  They always say, oh, you know, we don't even need, we make our own oil.
[01:48:09.262 --> 01:48:10.962]  The straight or most, we barely get any oil from there.
[01:48:11.002 --> 01:48:13.422]  They don't realize that oil is a globalized commodity.
[01:48:13.483 --> 01:48:16.663]  And it's like the people are the ones that can't get it.
[01:48:16.684 --> 01:48:19.783]  It makes the chips in Taiwan, it grows the crops.
[01:48:19.844 --> 01:48:20.783]  It's all connected.
[01:48:21.003 --> 01:48:22.104]  All connected, man.
[01:48:22.224 --> 01:48:23.404]  Look, Rikowski.
[01:48:25.083 --> 01:48:27.164]  No, I'm pulling up how much crude is.
[01:48:27.225 --> 01:48:29.465]  It's 111 right now in the making of this video.
[01:48:29.824 --> 01:48:33.864]  And then I have a Business Insider article that I'm pulling up that talked about how the Israelis were.
[01:48:33.944 --> 01:48:36.885]  Planting tiny surveillance devices near the White House.
[01:48:36.904 --> 01:48:38.185]  This is all the way in 2019.
[01:48:38.565 --> 01:48:41.966]  I don't know if you guys could pull up that Business Insider.
[01:48:41.985 --> 01:48:44.145]  No, they planted them inside the vehicles.
[01:48:44.746 --> 01:48:50.326]  I already, Monica Lewinsky was a Mossad operative sucking Blake's weed.
[01:48:51.507 --> 01:48:53.287]  And you think the president had a good looking woman?
[01:48:53.306 --> 01:48:54.787]  That woman looks like a goddamn cow.
[01:48:54.806 --> 01:48:55.266]  I'm sorry.
[01:48:55.587 --> 01:48:57.067]  Yeah, and she has her own podcast now, too.
[01:48:57.087 --> 01:48:57.587]  It's kind of funny.
[01:48:58.966 --> 01:49:01.247]  I'm sorry, but I wouldn't let that woman carry my trash out.
[01:49:02.908 --> 01:49:03.268]  Oh, man.
[01:49:03.288 --> 01:49:06.568]  Imagine you become famous from sucking D. That's wild.
[01:49:07.807 --> 01:49:09.347]  And she's an Israeli operative.
[01:49:09.488 --> 01:49:10.208]  Yeah, she is.
[01:49:10.908 --> 01:49:11.648]  She is 100%.
[01:49:12.007 --> 01:49:13.387]  It came out, it was declassified.
[01:49:14.528 --> 01:49:14.929]  Look at that.
[01:49:15.189 --> 01:49:16.229]  It said right there.
[01:49:16.248 --> 01:49:17.288]  Yeah, Israel.
[01:49:17.328 --> 01:49:19.828]  Well, the good news is here's the problem, though.
[01:49:20.229 --> 01:49:21.868]  Israel, the good news is Israel's exposed.
[01:49:21.889 --> 01:49:27.090]  The bad news is they're digging in, they're going for broke, trying to rub us into a full war because they bet we're going to win.
[01:49:27.390 --> 01:49:28.350]  That is crazy.
[01:49:29.029 --> 01:49:29.190]  Yep.
[01:49:29.449 --> 01:49:34.810]  The good news is, Netanyahu has a 15% approval rating, but with the Knesset manipulations in parliament, he stays in power.
[01:49:35.069 --> 01:49:35.690]  So let's be clear.
[01:49:36.789 --> 01:49:38.230]  All of Israel, I don't think is bad, right?
[01:49:38.911 --> 01:49:40.371]  There's a lot of people over there that don't like the seven.
[01:49:41.490 --> 01:49:46.931]  You know, the way that it is now, man, they got a far right government in place of a bunch of crazy Likud people that are even.
[01:49:47.011 --> 01:49:49.431]  Because here's the thing Netanyahu is the most moderate of them all.
[01:49:49.591 --> 01:49:51.511]  Like, the people that are with him are way worse.
[01:49:52.011 --> 01:49:52.832]  Like, smoke.
[01:49:52.851 --> 01:49:53.811]  No, I see him on TV.
[01:49:53.851 --> 01:49:55.172]  Like, we got neutron bombs.
[01:49:55.612 --> 01:49:56.492]  Yeah, they're even worse.
[01:49:56.511 --> 01:49:59.431]  You see the clip with the other minister saying we're going to use neutron bombs on Iran?
[01:50:00.351 --> 01:50:00.872]  I wouldn't be surprised.
[01:50:00.891 --> 01:50:02.351]  He goes, We get the oil infrastructure.
[01:50:02.391 --> 01:50:03.972]  We kill all of them with a neutron bomb.
[01:50:04.233 --> 01:50:05.733]  And the minister's like, Don't tell them the secret.
[01:50:05.752 --> 01:50:06.733]  That was like three weeks ago.
[01:50:06.752 --> 01:50:07.373]  I wouldn't be surprised.
[01:50:07.413 --> 01:50:08.453]  I mean, they've threatened nuclear bombs.
[01:50:08.472 --> 01:50:09.432]  You know what a neutron bomb is, right?
[01:50:09.792 --> 01:50:10.273]  No, what is that?
[01:50:12.073 --> 01:50:13.813]  They said they outlawed it in the 70s.
[01:50:14.373 --> 01:50:18.993]  It's a radiation burst weapon, hydrogen bomb, but it doesn't project any heat.
[01:50:19.453 --> 01:50:23.654]  And up to a few hundred feet underground, you're dead in minutes, super deep within an hour.
[01:50:24.054 --> 01:50:26.875]  It sends a radio, it's like an electromagnetic pulse, but it's a radiation burst.
[01:50:27.315 --> 01:50:29.095]  Very clean, but it kills all life.
[01:50:30.095 --> 01:50:32.795]  And so Israel's like, we have the neutron bomb.
[01:50:33.074 --> 01:50:35.215]  Don't tell them we do try.
[01:50:35.255 --> 01:50:36.914]  Which I know, which I said about before.
[01:50:36.935 --> 01:50:41.076]  I bet Israel uses, because my word is Israel's got a huge neutron bomb arsenal.
[01:50:41.136 --> 01:50:43.756]  So it's a refined hydrogen bomb, basically, is what it is.
[01:50:43.815 --> 01:50:44.975]  It's a radiation burst.
[01:50:45.216 --> 01:50:45.695]  Okay.
[01:50:45.716 --> 01:50:50.957]  The way it's jacketed and the way it detonates is it doesn't send a heat blast out, it sends a high radiation burst out.
[01:50:51.716 --> 01:50:53.516]  So if you're on the service, you die in like 30 seconds.
[01:50:54.136 --> 01:50:56.676]  20 feet underground, whatever, you know, you die in like an hour.
[01:50:56.697 --> 01:50:58.556]  100 foot deep base, two days a week.
[01:50:59.117 --> 01:51:00.137]  But I mean, you're fried.
[01:51:00.478 --> 01:51:03.177]  One shot, you're like a fish out of water, you're done.
[01:51:03.657 --> 01:51:05.237]  And Israel's like, we have neutron bombs.
[01:51:05.957 --> 01:51:07.478]  And then the minister's like, don't tell them.
[01:51:07.577 --> 01:51:08.398]  It was all scripted.
[01:51:09.018 --> 01:51:09.637]  I'm not surprised.
[01:51:09.657 --> 01:51:12.019]  Whoever is, what's his intelligence set, his deputy head?
[01:51:13.358 --> 01:51:13.958]  Of the Mossad?
[01:51:14.338 --> 01:51:14.578]  Yeah.
[01:51:14.958 --> 01:51:15.338]  Oh, I know.
[01:51:15.358 --> 01:51:15.519]  I know.
[01:51:15.538 --> 01:51:16.179]  They got the new guy.
[01:51:16.219 --> 01:51:17.158]  But the point was, they're on TV.
[01:51:17.179 --> 01:51:18.318]  They're switching it and switching it.
[01:51:18.338 --> 01:51:21.219]  But the point is, they're talking about neutron bombs.
[01:51:22.618 --> 01:51:23.899]  Let me tell you, that's the real.
[01:51:24.539 --> 01:51:29.939]  Bertrand Russell, rather than invented them, said we should just nuke the whole earth, get rid of all the humans, or 90% of us using neutron bombs.
[01:51:30.779 --> 01:51:31.639]  But everything stays.
[01:51:31.699 --> 01:51:31.920]  It kills.
[01:51:31.939 --> 01:51:38.621]  Yeah, I wouldn't be surprised, though, because them using a nuclear bomb would confirm that they haven't, and then they wouldn't be able to get aid from us anymore because that's a big reason why they're not.
[01:51:38.640 --> 01:51:39.860]  Yeah, for people who don't know, type in neutron bomb.
[01:51:39.880 --> 01:51:40.760]  I want to show listeners this.
[01:51:41.440 --> 01:51:42.740]  By the way, these are tinker toy weapons.
[01:51:43.621 --> 01:51:45.440]  But yeah, this is bad.
[01:51:45.780 --> 01:51:45.961]  Yeah.
[01:51:46.201 --> 01:51:48.942]  Listen, we're sitting here, neutron bomb detonates 5,000 feet below us.
[01:51:49.822 --> 01:51:52.761]  It'll go right to the roof in two minutes.
[01:51:53.501 --> 01:51:54.581]  Every cell in our body bursts.
[01:51:55.362 --> 01:51:56.282]  Excruciating pain.
[01:51:56.301 --> 01:51:59.141]  We flop around, bleed out, shit all of ourselves, or dead.
[01:52:00.622 --> 01:52:02.422]  And if we're 100 feet under the ground, we die in 10 minutes.
[01:52:03.622 --> 01:52:03.903]  Wow.
[01:52:04.403 --> 01:52:04.563]  Yeah.
[01:52:05.042 --> 01:52:07.643]  Got to be like a mile under the ground with a neutron bomb to get away from it.
[01:52:07.782 --> 01:52:09.742]  I wouldn't be surprised if the Israelis had that.
[01:52:09.822 --> 01:52:11.923]  I mean, using a nuclear bomb, you know, would be a good thing.
[01:52:11.943 --> 01:52:12.483]  Oh, they bragged.
[01:52:12.884 --> 01:52:14.823]  I was the only one that said, I bet they used a neutron bomb.
[01:52:14.844 --> 01:52:21.063]  I said, I know that's a depopulation weapon that was proposed by the globalists, and the Israelis are basically the globalists.
[01:52:23.063 --> 01:52:23.524]  Makes sense.
[01:52:24.324 --> 01:52:24.784]  Makes sense.
[01:52:24.904 --> 01:52:27.385]  Because they're only the resources.
[01:52:27.644 --> 01:52:27.864]  Yeah.
[01:52:27.944 --> 01:52:33.444]  Well, using a nuke would put them in a bad spot because we have a law in place where we're not supposed to give any military or foreign troops a nuke.
[01:52:33.465 --> 01:52:35.345]  No, you just get flashes in the sky, everybody's dead.
[01:52:35.364 --> 01:52:38.985]  So that makes sense that they would go and try to have, you know, that backup as well.
[01:52:39.046 --> 01:52:42.586]  I don't know about X's, and X is one of the best, but I talk about this.
[01:52:42.605 --> 01:52:44.925]  Neutron's, and they go, yeah, right, make up something else.
[01:52:45.246 --> 01:52:47.166]  Look up neutron bombs, dumbasses.
[01:52:47.926 --> 01:52:49.306]  You said we're getting a video on it right now?
[01:52:49.327 --> 01:52:51.626]  No, just, I don't know if we have it, but just type in neutron bomb.
[01:52:51.646 --> 01:52:52.346]  It's a real thing.
[01:52:52.447 --> 01:52:53.987]  They outlawed it in 75.
[01:52:54.146 --> 01:52:54.626]  But we didn't.
[01:52:54.926 --> 01:52:55.686]  Go ahead and roll the clip.
[01:52:55.726 --> 01:53:00.127]  Here it is.
[01:53:00.188 --> 01:53:01.587]  I thought you said we have a video of a neutron bomb.
[01:53:03.307 --> 01:53:06.268]  I, in seconds, can go to Google and type in neutron bomb.
[01:53:06.307 --> 01:53:06.787]  I'll do it right now.
[01:53:07.127 --> 01:53:08.768]  My man, I'm gonna do it though.
[01:53:09.887 --> 01:53:10.387]  We got a crew.
[01:53:10.427 --> 01:53:11.087]  I know you grabbed it.
[01:53:11.127 --> 01:53:13.769]  You guys have been working since 7 a.m., but can we pull up neutron bomb, please?
[01:53:16.708 --> 01:53:17.748]  I don't think anybody's even in there.
[01:53:17.769 --> 01:53:18.469]  Nobody's responding back.
[01:53:19.368 --> 01:53:19.828]  I'll do it.
[01:53:19.969 --> 01:53:20.389]  I'll do it.
[01:53:21.228 --> 01:53:22.188]  Did they tell you they had a video?
[01:53:22.269 --> 01:53:22.628]  I don't know.
[01:53:22.668 --> 01:53:23.710]  I think they're gonna grab it right now.
[01:53:24.269 --> 01:53:25.250]  Oh, maybe somebody else told you.
[01:53:25.309 --> 01:53:25.590]  I don't know.
[01:53:25.649 --> 01:53:27.989]  I don't hear anything.
[01:53:28.050 --> 01:53:28.930]  Oh, that's a hydrogen bomb.
[01:53:29.590 --> 01:53:30.569]  All right, let's just move on.
[01:53:30.649 --> 01:53:31.550]  Neutron bombs for real.
[01:53:31.869 --> 01:53:32.409]  I'll do it.
[01:53:32.550 --> 01:53:33.050]  I'm gonna do it.
[01:53:33.529 --> 01:53:35.369]  I love the crew, but this is a searching thing.
[01:53:35.449 --> 01:53:35.850]  I'm better.
[01:53:35.890 --> 01:53:36.510]  I'm really good at it.
[01:53:36.730 --> 01:53:37.270]  Which is not hard.
[01:53:37.291 --> 01:53:37.630]  Watch this.
[01:53:39.490 --> 01:53:39.810]  Watch this.
[01:53:40.610 --> 01:53:41.650]  Neutron bomb.
[01:53:42.451 --> 01:53:42.850]  Okay.
[01:53:42.990 --> 01:53:44.751]  See, I just, okay, neutron bomb.
[01:53:45.230 --> 01:53:46.711]  And then I have the AI overview.
[01:53:46.791 --> 01:53:47.652]  Overhead shot, please.
[01:53:47.692 --> 01:53:48.791]  I think it took two seconds.
[01:53:48.831 --> 01:54:06.233]  Not mad, but like, a neutron bomb or enhanced radiation weapon, ERW, is a specialized small yield nuclear weapon, fusion bomb designed to kill living organisms with intense neutron radiation while minimizing blast damage to infrastructures.
[01:54:06.972 --> 01:54:15.514]  Invented by Sam Cohen, these weapons produce a high intensity penetrating neutron burst rather than a heat pressure.
[01:54:16.353 --> 01:54:17.474]  And it's got all the breakdowns.
[01:54:18.453 --> 01:54:27.534]  So, guys, can you just for me, just I'll come in the control room, just neutron bomb Google, neutron bomb Google, neutron bomb.
[01:54:28.194 --> 01:54:28.734]  The crew's great.
[01:54:28.795 --> 01:54:32.295]  Sometimes we hit this weird thing where I can say, like, show me a blue sky.
[01:54:32.795 --> 01:54:34.795]  I could have a gun to my head, it would not happen.
[01:54:35.314 --> 01:54:35.815]  Now I'm mad.
[01:54:36.796 --> 01:54:39.956]  Neutron bomb, just type in neutron bomb.
[01:54:40.715 --> 01:54:42.695]  Like surface air missile, surface air missile.
[01:54:42.715 --> 01:54:45.695]  Remember, I said, get my clip where I said they're going to use surface air missiles, blame Iran.
[01:54:45.735 --> 01:54:47.617]  And we got a clip about a bomb on a plane.
[01:54:48.636 --> 01:54:50.296]  Okay, we've entered another dimension right now.
[01:54:51.076 --> 01:54:59.037]  I'm not mad, but okay.
[01:54:59.257 --> 01:54:59.777]  We did it.
[01:54:59.917 --> 01:55:01.637]  Oh my God, it's so good.
[01:55:02.137 --> 01:55:03.977]  All I want to do is show listeners Neutron Bomb.
[01:55:04.657 --> 01:55:05.177]  We did it.
[01:55:05.717 --> 01:55:07.317]  I can fucking die right now.
[01:55:07.657 --> 01:55:10.198]  I finally, my life has happened.
[01:55:11.538 --> 01:55:15.538]  Sorry, Luke Rakowski, go ahead and give us your take on the Neutron Bomb that Israel's salivating over.
[01:55:17.138 --> 01:55:21.799]  There's a lot of revelations that we have seen recently with advanced U.S. military tech.
[01:55:21.819 --> 01:55:24.879]  Especially when it comes to their kind of microwave weapons that they used with Maduro.
[01:55:24.919 --> 01:55:31.199]  The CIA even confirming that they have heart rhythm sensor machines that they were able to find the pilots with.
[01:55:31.579 --> 01:55:37.880]  We have the U.S. White House literally releasing a statement that they have the technology to warp time and space here.
[01:55:38.260 --> 01:55:43.960]  All of this is also happening with UAP, UFO alleged disclosures that are coming here.
[01:55:44.401 --> 01:55:47.581]  I think a lot of this could be potentially because of the artificial intelligence.
[01:55:47.881 --> 01:55:55.741]  The artificial intelligence that we have now is the public stuff, the non public stuff that the Pentagon admitted that they're using right now for this Iran war.
[01:55:56.322 --> 01:56:05.362]  Probably is way more advanced, probably way more sophisticated, and thinking of even bigger concepts than the neutron bomb that I think we really should be worried about.
[01:56:05.622 --> 01:56:19.683]  As of course, this merger of AI and the Pentagon happened about 15 years ago with Eric Schmidt moving away from Google Alphabet and then going straight and working with the Pentagon on a lot of these kind of missile developments type of systems here.
[01:56:20.023 --> 01:56:26.784]  As of course, the Pentagon now is also talking about unleashing the Dark Eagle, America's deadliest hypersonic missiles.
[01:56:27.204 --> 01:56:30.924]  Now, we might be low on some stockpiles, but we definitely have a lot of stuff.
[01:56:30.944 --> 01:56:31.864]  Yeah, what is the Dark Eagle?
[01:56:31.904 --> 01:56:33.305]  Is that a new BBC movie?
[01:56:34.845 --> 01:56:35.145]  A what?
[01:56:36.405 --> 01:56:37.505]  British Broadcasting Company.
[01:56:37.865 --> 01:56:39.285]  What is the Dark Eagle missile?
[01:56:40.945 --> 01:56:42.285]  No, it's called the Dark Eagle.
[01:56:43.185 --> 01:56:46.226]  It's called the mother of all hypersonics that could go 2,000 miles.
[01:56:47.067 --> 01:56:48.946]  And it allegedly is something that the U.S. has.
[01:56:48.966 --> 01:56:53.906]  We've been hearing that we don't have supersonic missiles, but we do, don't we?
[01:56:53.926 --> 01:56:57.647]  We have a lot of stuff because we never have a full accounting of what.
[01:56:57.768 --> 01:56:59.287]  The Pentagon actually spends money on.
[01:56:59.647 --> 01:57:03.527]  There's a reason that there were trillions of dollars missing in the Pentagon right before 9 11.
[01:57:03.887 --> 01:57:10.948]  And then the plane hit exactly in that same area where they were looking into those numbers and doing the accounting for it.
[01:57:11.009 --> 01:57:12.448]  Yeah, but this way, there's a lot of money.
[01:57:12.468 --> 01:57:14.668]  We weren't buying in the 80s $800 toilet sinks.
[01:57:16.648 --> 01:57:16.808]  No.
[01:57:18.009 --> 01:57:18.408]  Exactly.
[01:57:18.588 --> 01:57:24.889]  And when we look at military spending, we're building bombs, x ray lasers, and smart pebble.
[01:57:27.569 --> 01:57:28.949]  And that's what I'm saying.
[01:57:29.229 --> 01:57:29.929]  Neutron bomb.
[01:57:30.009 --> 01:57:30.969]  Neutron bomb.
[01:57:31.029 --> 01:57:31.529]  We got a new source.
[01:57:31.549 --> 01:57:32.330]  Neutron bomb.
[01:57:35.170 --> 01:57:35.390]  Sorry.
[01:57:38.090 --> 01:57:39.250]  I'm a little bit of a meltdown here right now.
[01:57:39.710 --> 01:57:40.310]  Luke, I love you.
[01:57:40.330 --> 01:57:40.910]  Go ahead and finish up.
[01:57:42.090 --> 01:57:42.870]  No, it happens.
[01:57:42.910 --> 01:57:47.571]  There's so much advanced tech out there, especially with smart dust, especially with biological weapons as well.
[01:57:47.971 --> 01:57:50.931]  So there's a multifaceted type of approach.
[01:57:51.291 --> 01:57:58.052]  I think a lot of the American public right now is going through a fourth form of generational warfare that's being waged against them.
[01:57:58.393 --> 01:57:59.312]  I think there's a reason why.
[01:57:59.352 --> 01:58:01.132]  Is Ziggler being brainwashed with high tech systems?
[01:58:01.612 --> 01:58:05.192]  They admitted COVID was run by the Pentagon as a psych war operation.
[01:58:07.052 --> 01:58:09.913]  Exactly, because it was able to implement, but it happened.
[01:58:10.493 --> 01:58:19.053]  They were able to implement all the global warming stuff that they've been trying to get us to go with that we haven't been able to get successfully done.
[01:58:19.093 --> 01:58:23.694]  Remember your buddies, like 10 years ago in Canada, at the CFR?
[01:58:23.714 --> 01:58:28.514]  He said, Before we could brainwash a million, now we just kill a million.
[01:58:28.554 --> 01:58:29.794]  Time to kill everybody.
[01:58:30.634 --> 01:58:31.454]  They know this.
[01:58:31.474 --> 01:58:32.475]  He described how it's easier.
[01:58:33.175 --> 01:58:36.255]  He described how it's easier to kill people than brainwash them, right?
[01:58:36.435 --> 01:58:43.815]  This is the same guy that literally in the 1970s predicted an AI technocratic overlordship as he was working with David Rockefeller.
[01:58:43.835 --> 01:58:45.336]  He wrote The Technetronic Era.
[01:58:45.356 --> 01:58:46.196]  The Technetronic Era.
[01:58:47.516 --> 01:58:48.416]  Yep, 1970s.
[01:58:48.536 --> 01:58:52.076]  If you read that book, which I did, I confronted speaking of Brzezinski when he was still alive.
[01:58:52.436 --> 01:58:59.837]  This was the guy that set up not only Al Qaeda, but this kind of roadmap for a lot of the elites that they're still following.
[01:58:59.877 --> 01:59:01.777]  Yeah, did you know Luke Slater confronted more people than anybody else?
[01:59:02.277 --> 01:59:04.097]  Yeah, by the way, that's what we're missing out on.
[01:59:04.177 --> 01:59:05.337]  No one does what you do anymore.
[01:59:05.617 --> 01:59:07.238]  You confronted like 500 world leaders.
[01:59:08.098 --> 01:59:09.778]  Why is no one following your footsteps?
[01:59:10.358 --> 01:59:11.598]  Lord Rothschild, all of them.
[01:59:12.998 --> 01:59:16.398]  Yeah, it's becoming more and more difficult.
[01:59:16.758 --> 01:59:17.798]  It's becoming very tough.
[01:59:17.998 --> 01:59:21.099]  There's a lot of serious threats, there's a lot of serious issues.
[01:59:21.699 --> 01:59:22.659]  You know, I.
[01:59:22.739 --> 01:59:25.079]  I need help to do this.
[01:59:25.219 --> 01:59:27.759]  I want to get back into doing this.
[01:59:28.379 --> 01:59:35.580]  We have a whole program teaching people exactly how to do this called Change Media University available on wearechange.org.
[01:59:35.920 --> 01:59:39.720]  So if you get a chance to look at that, we should be doing that.
[01:59:39.800 --> 01:59:40.880]  We need to be doing that.
[01:59:41.180 --> 01:59:44.121]  I've been really busy just doing the regular studio stuff.
[01:59:44.461 --> 01:59:47.541]  Getting out there takes a lot of time, takes a lot of money, takes a lot of effort.
[01:59:47.941 --> 01:59:52.041]  It's a lot easier now, especially in my older age, not to risk being in jail.
[01:59:52.121 --> 01:59:52.541]  I get it.
[01:59:52.601 --> 01:59:52.941]  I get it.
[01:59:53.001 --> 01:59:53.281]  100%.
[01:59:53.601 --> 01:59:54.201]  That's what I meant.
[01:59:54.221 --> 01:59:55.462]  Like other people should do it.
[01:59:55.762 --> 01:59:58.762]  Cause I did a lot of conversations before you came along, but nothing compared to what you did.
[01:59:58.782 --> 02:00:00.542]  It's kind of like, I'm like, oh yeah, then it looks like, yeah.
[02:00:01.142 --> 02:00:04.622]  And you still do some of it, but it's like hours and hours and hours.
[02:00:05.262 --> 02:00:09.923]  And people are like asking, the BBC reporter goes, Building seven has fallen, blown up on its own.
[02:00:09.943 --> 02:00:11.463]  And they're like, the building's still standing.
[02:00:11.483 --> 02:00:13.423]  They're like, oh, excuse me, let me run out of here.
[02:00:13.623 --> 02:00:14.883]  Took out the terrorism insurance.
[02:00:15.703 --> 02:00:17.443]  Oh, oh yeah, Larry Silverstein.
[02:00:17.463 --> 02:00:18.383]  Yeah, Larry Silverstein.
[02:00:18.403 --> 02:00:20.064]  Yeah, Luke confronted Larry Silverstein.
[02:00:20.084 --> 02:00:20.644]  Oh, many times.
[02:00:20.704 --> 02:00:21.604]  Lucky Larry.
[02:00:22.224 --> 02:00:22.824]  Lucky Larry.
[02:00:22.844 --> 02:00:25.124]  Look, we got to have the dermatology appointment.
[02:00:25.564 --> 02:00:28.564]  Yeah, you got us just like Howard Ludnick had a little appointment.
[02:00:29.724 --> 02:00:30.384]  Oh, yeah.
[02:00:30.404 --> 02:00:31.825]  Well, first he said he didn't know Epstein.
[02:00:31.845 --> 02:00:33.065]  Then it came out that he did know him.
[02:00:33.185 --> 02:00:34.445]  But he didn't go to work that day either.
[02:00:35.365 --> 02:00:36.545]  Oh, okay.
[02:00:36.565 --> 02:00:37.065]  I didn't know that.
[02:00:37.085 --> 02:00:37.225]  Yeah.
[02:00:38.505 --> 02:00:50.466]  And then the files with Epstein around 9 11 are missing, which I think highlights potentially the insider trading that was happening that predicted that 9 11 was going to happen that people heavily profited off of.
[02:00:50.626 --> 02:00:51.726]  I think there's a connection.
[02:00:51.786 --> 02:00:54.607]  It was Howard Ludnick who did all the put options on United America.
[02:00:54.647 --> 02:00:57.227]  I was going to say, yeah, because they shorted AA.
[02:00:57.287 --> 02:00:59.187]  And then he wrote the.
[02:01:00.107 --> 02:01:01.627]  So, was Ludnick that shorted it?
[02:01:01.747 --> 02:01:03.507]  Because apparently they said it's still classified.
[02:01:03.527 --> 02:01:05.867]  No, no, it was on record.
[02:01:05.887 --> 02:01:06.628]  That was Ludnick.
[02:01:06.688 --> 02:01:06.848]  Okay.
[02:01:06.868 --> 02:01:07.528]  It was counter.
[02:01:08.368 --> 02:01:13.308]  I watched Tucker's breakdown on it, and he talked about someone had shorted it, but it was still classified to this day.
[02:01:13.568 --> 02:01:18.108]  I love Tucker, but I like to see Tucker like he holds back.
[02:01:18.348 --> 02:01:18.669]  Okay.
[02:01:18.709 --> 02:01:19.169]  I love Tucker.
[02:01:19.229 --> 02:01:19.789]  No, no, no.
[02:01:20.509 --> 02:01:23.429]  He was in the news, counter Fitzgerald did the Insider Trading with United America.
[02:01:23.649 --> 02:01:23.829]  Yeah.
[02:01:23.869 --> 02:01:24.509]  I mean, it makes sense.
[02:01:24.549 --> 02:01:26.389]  Ludnick did the same thing with the tariffs, too.
[02:01:26.429 --> 02:01:27.449]  His son's all invested.
[02:01:27.489 --> 02:01:29.129]  Yeah, and he wrote the tariffs to fail.
[02:01:29.449 --> 02:01:31.650]  Supreme Court went, hey, you know, if you wrote this right, you would have won.
[02:01:31.890 --> 02:01:32.150]  Yeah.
[02:01:32.370 --> 02:01:33.590]  And Ludning got by the insurance.
[02:01:33.850 --> 02:01:35.730]  Hey, tell them about Howard Ludning.
[02:01:36.370 --> 02:01:38.810]  It was in the news that Counter Fitzgerald did the put options.
[02:01:39.270 --> 02:01:40.670]  It came out like 25 years ago.
[02:01:40.770 --> 02:01:41.310]  Tell them, Luke.
[02:01:42.431 --> 02:01:50.931]  Yeah, he was Epstein's neighbor, which he lied about consistently, as of course the picture here highlights him being literally on the island.
[02:01:51.191 --> 02:01:53.211]  And this is a man that's still in the Trump administration.
[02:01:53.391 --> 02:02:01.392]  I just don't understand it, as of course he did more insider trading with the tariff stuff that his son literally profit off of the policy that he set.
[02:02:01.892 --> 02:02:02.792]  I mean, this guy.
[02:02:03.052 --> 02:02:04.472]  Has a lot of fingerprints in there.
[02:02:04.512 --> 02:02:10.373]  And I think this is one of the reasons why the data sets specifically around Epstein and 9 11 are still missing, right?
[02:02:10.433 --> 02:02:11.173]  Yeah, I want to be clear.
[02:02:11.233 --> 02:02:15.493]  I wasn't matching Tucker because I saw the clip where it's like, oh, I think there might be insider training.
[02:02:15.713 --> 02:02:18.454]  He's just doing that to like, you know, put a proviso on.
[02:02:19.154 --> 02:02:21.174]  Ludwig is on record doing all this.
[02:02:21.374 --> 02:02:21.614]  Yeah.
[02:02:21.754 --> 02:02:25.394]  Well, we know that he's corrupt and obviously does insider training and everything else like that.
[02:02:25.434 --> 02:02:28.694]  I did not know that he was involved in the 9 11 stuff with American Airlines.
[02:02:28.714 --> 02:02:29.114]  Oh, yeah.
[02:02:29.234 --> 02:02:29.954]  I didn't know that.
[02:02:30.374 --> 02:02:30.595]  Okay.
[02:02:30.775 --> 02:02:31.755]  With Buzzy Krongaard.
[02:02:32.475 --> 02:02:32.695]  Okay.
[02:02:33.515 --> 02:02:33.715]  Shit.
[02:02:34.555 --> 02:02:34.815]  Yeah.
[02:02:34.835 --> 02:02:35.475]  That's crazy.
[02:02:35.695 --> 02:02:36.755]  And no one was held accountable.
[02:02:36.775 --> 02:02:48.596]  And it was record put options that were shocking everyone that highlighted how there was clear foreknowledge of these particular attacks with these particular airlines that were able to heavily.
[02:02:48.896 --> 02:02:55.757]  And he said, oh, that one day his wife wanted to take his daughter to school, the only time he ever did in years, and then his brother and 800 employees die.
[02:02:56.317 --> 02:03:04.077]  Yeah, I mean, between the dancing Israelis, two of them having intelligence ties, Larry Silverstein taking out a weird, unorthodox terrorism policy a month and a half before the towers went down.
[02:03:04.117 --> 02:03:04.917]  Two policies.
[02:03:04.937 --> 02:03:07.358]  Two policies.
[02:03:08.338 --> 02:03:09.978]  You know, them shorting American Airlines.
[02:03:10.418 --> 02:03:11.058]  Right before.
[02:03:13.258 --> 02:03:14.218]  How's old Larry doing?
[02:03:14.338 --> 02:03:15.238]  Larry Silverstein.
