# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 7f3f004fc590da18f6f78dde1d5808b3
[00:00:00.560 --> 00:00:05.919]  Whatever the future may hold, InfoWars will always live forever.
[02:12:51.279 --> 02:12:56.399]  But in one of the emails, she mentions, is your staff still living in the tunnels?
[02:12:56.720 --> 02:13:07.599]  Well, our government said that there were no tunnels where millions of videos have been all over the internet, not just of tunnels and opening tunnels, but of CCTV and tunnels.
[02:13:07.760 --> 02:13:20.239]  And as I told you before, it was told to me that Jeffrey Epstein paid $27 million to fill the tunnels underneath Epstein Island, where people believe most of the torture and sacrifice and all of that stuff happened.
[02:13:20.559 --> 02:13:23.359]  And again, blood sacrifice is nothing new.
[02:13:23.599 --> 02:13:24.880]  It has been going on for decades.
[02:13:25.039 --> 02:13:33.760]  Many people have reported that in the Black Forest in Austria and elsewhere, that it was common that there were human hunting parties.
[02:13:33.920 --> 02:13:50.239]  And of course, my good friend, one of my best friends on the planet, Kathy O'Brien, who is a survivor of MKUltra and horrible torture and abuse by our own government, says that in places like Bohemian Grove and other places that these people meet,
[02:13:50.560 --> 02:14:04.640]  whether it's the Black Forest or elsewhere, that they do do not just rituals and hunting human parties, but that there are children that are kept there and tortured, and it is part of what they do.
[02:14:04.960 --> 02:14:10.399]  I mean, this is not new also because most people, you know, blew off the Franklin scandal.
[02:14:10.640 --> 02:14:19.600]  But frankly, Paul Bonacci and a lot of other people that testified that they were trafficked by government officials to rich men and women around the world.
[02:14:19.920 --> 02:14:27.279]  And the best part about also of Lauren Bobart's, what she's saying there is what I've been saying since me too.
[02:14:27.520 --> 02:14:35.440]  And I will say this because I worked for 22 years in Hollywood for some of the most powerful women and the women of that ilk in that class.
[02:14:35.680 --> 02:14:38.399]  And, you know, I went to NYU, so I knew a lot of these people.
[02:14:38.560 --> 02:14:40.720]  I met Jeffrey Epstein myself in the 90s.
[02:14:41.279 --> 02:14:45.920]  What I am telling you is that the women are totally 100% complicit.
[02:14:46.239 --> 02:14:48.800]  This is not a bunch of women that are sitting there.
[02:14:49.680 --> 02:14:53.920]  And in many cases that I've heard of, the women are worse torturers.
[02:14:54.239 --> 02:14:56.079]  They are more abusive.
[02:14:56.399 --> 02:15:01.359]  And frankly, there's a lot of emails between Hillary Clinton, even in the WikiLeaks.
[02:15:01.600 --> 02:15:11.279]  And just today, I don't know if you saw the email from Sarkozy, who was the president of France while Barack Obama was president.
[02:15:11.840 --> 02:15:24.239]  He's in jail now, but there's an email with Sarkozy, the president of France, asking Jeffrey Epstein to set up a clandestine meeting with Hillary Clinton and maybe to pull Bill Clinton in.
[02:15:24.560 --> 02:15:29.199]  So I mean, this is all just so disturbing.
[02:15:29.440 --> 02:15:36.079]  And I bring up that because Hillary Clinton in one of the emails says something about sacrificing a chicken to Moloch.
[02:15:36.560 --> 02:15:41.119]  And, you know, nobody could answer for this and being invited to spirit cooking.
[02:15:41.279 --> 02:15:42.880]  So all of this stuff has been out there.
[02:15:43.039 --> 02:15:44.800]  People have seen Out of Shadows, I hope.
[02:15:45.440 --> 02:15:46.640]  People have seen the reports.
[02:15:47.039 --> 02:15:52.319]  Great people did a lot of work on this, as you guys have had on Jay Dyer and Jason Burma, Sean Atwood.
[02:15:52.640 --> 02:15:54.239]  I mean, all of this was out there.
[02:15:54.399 --> 02:15:55.119]  None of this is new.
[02:15:55.279 --> 02:15:59.039]  Tom Massey going to the floor and saying, oh, you know, Les Wexner.
[02:15:59.119 --> 02:16:06.319]  Yeah, everyone knew his lawyer that was going to testify against him was shot in the face in broad daylight right before his testimony.
[02:16:07.039 --> 02:16:09.440]  Whitney Webb wrote two books about it.
[02:16:09.680 --> 02:16:10.640]  She hasn't been sued.
[02:16:11.199 --> 02:16:17.440]  Kathy O'Brien wrote an entire book about Bush Cheney and all of the MKUltra abuse and sex abuse and torture.
[02:16:17.920 --> 02:16:19.279]  She's never been sued.
[02:16:20.000 --> 02:16:24.560]  You know, the Pizzagate people, you know, Out of Shadows, they've never been sued.
[02:16:24.720 --> 02:16:25.359]  Why is that?
[02:16:26.079 --> 02:16:27.359]  And that's where we have to go.
[02:16:27.520 --> 02:16:37.600]  And again, maybe it's time to revisit all of Christy Teigens and James Gunn and all these people's like grotesque pedophilia emails.
[02:16:38.239 --> 02:16:44.559]  It's just time for people to realize we watch this in the Catholic Church with horror and people pretend still that's not real.
[02:16:44.879 --> 02:16:47.040]  We watched it in the Boy Scouts with horror.
[02:16:47.360 --> 02:16:50.799]  People knew about the Finders, the Franklin scandal, all of that.
[02:16:51.440 --> 02:16:55.280]  This is not new and it has never been stopped.
[02:16:55.360 --> 02:17:01.440]  And like I say about our government, what it turns out and what my belief is, is that, and I say this a lot, people don't like it.
[02:17:01.680 --> 02:17:05.840]  I say maybe the Germans lost World War II, but I know the Nazis did not.
[02:17:06.000 --> 02:17:10.399]  And Nazis aren't, you know, goose-stepping people that wear uniforms.
[02:17:10.559 --> 02:17:11.520]  It's an ideology.
[02:17:11.680 --> 02:17:14.000]  And Nazis were very into all of this too.
[02:17:14.239 --> 02:17:25.920]  Think about their crimes you know about, but most people don't know that they had an occult theosophy that they followed with that would be like Alice Bailey and the Lucas Trust.
[02:17:26.159 --> 02:17:40.079]  If people don't know about that, you should look that up because David Rockefeller brought Alice Bailey and gave her a meditation room at the UN called the Lucis Trust Meditation Room with a giant black cube in the middle.
[02:17:40.319 --> 02:17:49.440]  And she's all about the world curriculum and the, you know, basically the melding of all religions into one grand one-world religion.
[02:17:50.000 --> 02:17:52.879]  She was led by Blavatsky, was her inspiration.
[02:17:53.120 --> 02:17:55.840]  Well, Blavatsky was also Hitler's inspiration.
[02:17:56.159 --> 02:18:02.079]  So, you know, you look at all this stuff and you have to really wonder: you know, did none of it ever end?
[02:18:02.239 --> 02:18:03.360]  And I don't think it did.
[02:18:03.680 --> 02:18:06.399]  And frankly, I think a lot of these people were groomed.
[02:18:06.719 --> 02:18:30.079]  And again, I believe that had we dealt with maybe the weather underground and the real domestic terrorists in the 60s that ended up, the FBI botched all the cases, and all of them went into basically our universities as professors of law, professors of education, professors of psychology and sociology, and brought their revolutionary Marxist nonsense with them.
[02:18:30.559 --> 02:18:31.760]  None of them were held accountable.
[02:18:31.920 --> 02:18:35.760]  And in fact, they groomed Barack Obama, Bernadine Dorn, and Bill Ayers.
[02:18:36.319 --> 02:18:42.399]  So a lot of this is very ugly because the United States of America has deceived the people of this country.
[02:18:42.719 --> 02:18:49.520]  And as you know, I have a new book coming out, Infiltration Instead of Invasion: America Betrayed 1944 to 1954.
[02:18:49.840 --> 02:18:54.479]  And I believe the Dulles Brothers worked with the Nazi networks, worked with these occult groups.
[02:18:54.799 --> 02:19:03.440]  They created a supranational infrastructure right after World War II in the face of the entire world without anyone really seeing it.
[02:19:03.760 --> 02:19:13.200]  And I believe that that is where all of this lies: in a supra-national architecture that was built out of World War II.
[02:19:13.440 --> 02:19:24.559]  Certainly, the Dulles Brothers were very friendly with many Nazis, including Himmler and Schreff, who ran the Reich Bank and Norman, who ran the Bank of England and the Crown.
[02:19:24.879 --> 02:19:30.399]  And a lot of these networks still survive today, but they recruit people into their club.
[02:19:30.879 --> 02:19:37.840]  And a lot of that recruiting is done on college campuses, particularly Yale and Harvard and Columbia.
[02:19:38.159 --> 02:19:45.039]  But a lot of it is also done, frankly, through children being either kidnapped or taken.
[02:19:45.200 --> 02:19:51.440]  800,000 children disappear, and that's a low number in the United States of America every single year.
[02:19:51.680 --> 02:19:52.799]  Where are they going?
[02:19:53.120 --> 02:19:56.719]  And unfortunately, I think a lot of MKUltra never stopped.
[02:19:56.799 --> 02:20:03.520]  It just went underground and to universities and to mental hospitals and care homes.
[02:20:03.840 --> 02:20:12.639]  And they have not stopped any of the occult and truly ugly side of all of this insanity.
[02:20:12.959 --> 02:20:25.520]  And we have to just start being very honest with ourselves that what we were told about the supranational and the globalist agenda not only is true, but it's far worse than we ever expected.
[02:20:25.840 --> 02:20:28.319]  Yeah, well, Mel, it is far worse than we've ever expected.
[02:20:28.479 --> 02:20:30.000]  And we're digging into all of this.
[02:20:30.239 --> 02:20:32.879]  And folks, if you're just joining us now, this is Mel Kay, Investigative Journalist.
[02:20:32.959 --> 02:20:36.559]  You can find her on XML K show is where you could find her.
[02:20:36.879 --> 02:20:39.760]  Give her a follow on Twitter if you are a fan of all of this.
[02:20:40.079 --> 02:20:41.760]  I mean, that's where you go for the truth, Mel.
[02:20:41.840 --> 02:20:43.760]  And you've been so widely suppressed on social.
[02:20:43.920 --> 02:20:47.120]  So it's good to see that you're still hanging on tight to Twitter at least.
[02:20:47.200 --> 02:20:48.239]  So it's Mel Kay's shows.
[02:20:48.319 --> 02:20:49.200]  We could follow her on Twitter.
[02:20:49.680 --> 02:20:53.520]  Mel, we're going to have probably only a minute on the other side of this, but I want to get to this clip real quick.
[02:20:53.600 --> 02:21:04.079]  It's Senator Josh Hawley confirming that yes, there's actually at least six million dollars of dark money that were flooded into the Minnesota protests, those ICE protests in Clip 13.
[02:21:04.159 --> 02:21:05.039]  Let's take a quick listen to that.
[02:21:05.360 --> 02:21:10.159]  Our organization specializes in following nonprofit funding and organizational networks.
[02:21:10.239 --> 02:21:15.760]  So based on your research, what organizations have been active on the ground in Minnesota?
[02:21:16.000 --> 02:21:16.879]  What can you tell us?
[02:21:17.200 --> 02:21:18.479]  Thank you, Mr. Chair.
[02:21:19.840 --> 02:21:29.520]  Yes, we have tracked over $60 million according to the latest 990 disclosures to approximately 14 groups, some of them national, others on the ground.
[02:21:29.840 --> 02:21:39.120]  Groups like the ACLU provide the legal defense as well as facilitate the trainings for some of the tactics that Senator Corin just described.
[02:21:39.360 --> 02:22:02.960]  A group named Democracy Forward, Take Action Minnesota has gotten over $10 million from these large NGO networks, including the Neville Roy Singham Network, Indivisible, National Lawyers Guild, CTUL, the Council on American Islamic Relations, Minnesota, CARE, Minnesota 350, Voices for Racial Justice, on and on.
[02:22:03.120 --> 02:22:06.639]  Like I said, over $60 million, just according to the latest 990 disclosures.
[02:22:06.800 --> 02:22:07.680]  All right, so let me jump in on that.
[02:22:07.920 --> 02:22:09.920]  I mean, that is an insane figure, Mel.
[02:22:10.159 --> 02:22:10.720]  Insane figure.
[02:22:10.880 --> 02:22:11.840]  We got about a minute left.
[02:22:12.000 --> 02:22:12.960]  I'll let you take it from here.
[02:22:13.040 --> 02:22:14.479]  You've been following the money as well.
[02:22:15.120 --> 02:22:32.079]  Well, what I'm telling you is, again, this goes back to the Rockefeller Foundation, the Carnegie Institute, and the Ford Foundation have been multiple times all the way back to the 30s investigated for subverting the will of the people and for basically running the government above the government.
[02:22:32.319 --> 02:22:44.479]  Then you can jump to, of course, as you played the clip earlier, the Trilateral Commission, the Council of Foreign Relations, and their partners, Chantham House, the Bilderberg Group, all the people Alex has talked about for decades.
[02:22:44.960 --> 02:22:46.319]  They are behind a lot of this.
[02:22:46.479 --> 02:23:00.159]  And like I said, the Weather Underground, instead of being held accountable, went into being professors that have raised a generation of children that do not understand that they are being used, just like in Mao's China.
[02:23:00.319 --> 02:23:07.120]  So we have to be very proactive to understand the money needs to be frozen and that none of it has been frozen.
[02:23:07.280 --> 02:23:11.840]  And foreigners like Hansberg Weiss haven't been sanctioned is a huge problem.
[02:23:12.159 --> 02:23:14.960]  They can stop the money the easiest and they should.
[02:23:15.200 --> 02:23:15.840]  They should, Mel.
[02:23:15.920 --> 02:23:16.800]  Mel, thank you for joining us.
[02:23:17.040 --> 02:23:19.760]  Investigative journalist Mel Kay, find her on Axe Mel K's show.
[02:23:19.920 --> 02:23:20.639]  Give her a follow now.
[02:23:20.720 --> 02:23:22.559]  If you like the truth, she's going to dish it to you.
[02:23:22.720 --> 02:23:23.600]  So make sure you do just that.
[02:23:23.680 --> 02:23:24.720]  All right, more to discuss in just a minute.
[02:23:24.800 --> 02:23:25.520]  Don't go anywhere.
[02:23:28.800 --> 02:23:30.399]  I see through a rose color darkly.
[02:23:31.280 --> 02:23:35.840]  That means I'm trying to tell you the truth, but I'm not always right just about 98% of the time.
[02:23:36.159 --> 02:23:39.280]  And bad guys of every stripe don't want this show in the air.
[02:23:39.600 --> 02:23:40.960]  But you're the good guys.
[02:23:41.280 --> 02:23:43.760]  You have to decide: hey, this guy's a fighter.
[02:23:44.000 --> 02:23:44.960]  This guy stood up for this.
[02:23:45.040 --> 02:23:46.479]  This guy is an incredible track recorder.
[02:23:46.639 --> 02:23:47.440]  We want to support him.
[02:23:47.680 --> 02:23:52.800]  And then I'm going to sell you something that really works so you love it and you get it again and again.
[02:23:53.040 --> 02:23:59.200]  And Big Lee, our great sponsor, those YellowShowstore.com, no matter what happens, InfoWars, we continue on the Auctions Network that's been built.
[02:23:59.440 --> 02:24:02.960]  So key said, Alex, you keep getting it wrong.
[02:24:03.280 --> 02:24:08.159]  We don't have 84% reorder on ultramethylene blue.
[02:24:09.440 --> 02:24:13.360]  We don't have 76% reorder on the supplements and average.
[02:24:13.600 --> 02:24:14.960]  You're reading that wrong.
[02:24:15.280 --> 02:24:17.920]  That's on total customers.
[02:24:19.440 --> 02:24:26.880]  We have a 97% reorder from anybody that orders at the auctionstore.com.
[02:24:26.960 --> 02:24:30.479]  Well, that's a testament to you guys out there supporting us and how great the products are.
[02:24:30.800 --> 02:24:34.880]  Nobody, I mean, a site that has a 20% reorder has seen it successful.
[02:24:35.200 --> 02:24:38.960]  That is you being steadfast supporters, and I want to thank you.
[02:24:39.280 --> 02:24:54.239]  So we run the biggest sale of the year right now, over 50% off on ultramethylene blue, on the Bovine Colostrum, on the new methylene red that's proprietary to us, on the Shilogy Complex, the IRS C Moss Atomic Defense, and more.
[02:24:54.559 --> 02:24:56.079]  But it's only run until next Monday.
[02:24:56.399 --> 02:24:58.239]  Got six days to take action.
[02:24:58.559 --> 02:25:00.319]  ThealoShowstore.com.
[02:25:00.479 --> 02:25:01.840]  Takes money to fight a war.
[02:25:02.079 --> 02:25:03.440]  We're fighting a war.
[02:25:03.760 --> 02:25:05.120]  Plus, the products are great.
[02:25:05.440 --> 02:25:06.800]  So please get yours now.
[02:25:07.040 --> 02:25:08.880]  Over 50% off, but it's an alert.
[02:25:09.200 --> 02:25:10.239]  Only a few days left.
[02:25:10.478 --> 02:25:11.138]  Thank you so much.
[02:25:25.718 --> 02:25:27.278]  Welcome back to the Alex Jones Show.
[02:25:27.359 --> 02:25:31.760]  I am Brandon Morella filling in for Alex on this beautiful Thursday afternoon.
[02:25:32.079 --> 02:25:33.119]  Thanks for joining me.
[02:25:33.520 --> 02:25:40.559]  You may have seen the really just the very sad, sad story that took place in Canada earlier this week.
[02:25:40.719 --> 02:25:48.479]  There was a mass shooting at a local school in Canada, and it's not a surprise to the rest of us who have been paying attention to the common pattern here.
[02:25:48.799 --> 02:25:58.000]  And that is that the individual who decided to launch this horrific attack is actually a member of their LGBT trainee community.
[02:25:58.639 --> 02:26:12.079]  This individual, who was born as a biological man, was posing as a woman and decided to go out there and brutally, brutally murder 10 individuals, including members of their own family as well.
[02:26:12.319 --> 02:26:19.119]  Jesse Rootsar, I believe I'm pronouncing that correctly, is the individual who's responsible for all of this.
[02:26:19.199 --> 02:26:21.439]  And we're learning more and more information about this person.
[02:26:21.760 --> 02:26:29.760]  But when you take a look at their background, it has all of the rage, the regular red flags that we're seeing as a common pattern here.
[02:26:30.159 --> 02:26:32.559]  This individual struggled with mental health issues.
[02:26:32.879 --> 02:26:35.600]  The police have been called multiple times on their home.
[02:26:35.920 --> 02:26:40.959]  This was apparently someone described as a quiet kid who just sat alone.
[02:26:41.279 --> 02:26:43.920]  Now, obviously, this is really, really disturbing.
[02:26:44.159 --> 02:26:53.439]  This individual allegedly shot and killed his mother, then also killed brother/slash stepbrother, and then obviously others who were at this school.
[02:26:53.680 --> 02:26:57.920]  Joining me to discuss a man who's done some digging into all of this, Joe Paggs joins the show.
[02:26:58.079 --> 02:27:02.479]  He is the host of the syndicated national show, the Joe Paggs Show.
[02:27:02.639 --> 02:27:03.920]  Very unique title, Joe.
[02:27:04.159 --> 02:27:05.600]  It's an honor to have you on the show today.
[02:27:05.920 --> 02:27:07.359]  Thanks for jumping on with me.
[02:27:07.680 --> 02:27:10.799]  Yeah, you know, I'm glad that they called it that because it turns out that is my name.
[02:27:10.879 --> 02:27:11.840]  Brianna, good to see you.
[02:27:12.000 --> 02:27:13.039]  Thanks for having me on today.
[02:27:13.199 --> 02:27:15.279]  Yeah, this story is really, really distressing.
[02:27:15.600 --> 02:27:17.039]  Yeah, it is a really sad story.
[02:27:17.199 --> 02:27:21.039]  And I kind of want you to walk through all of this because, you know, Joe, you and I, we've heard this story before.
[02:27:21.359 --> 02:27:30.959]  And I know right now, thanks to the great work of Maha, I know RFK Jr. is trying to do some digging into the hormones that we're giving these kids and what's happening here.
[02:27:31.119 --> 02:27:40.959]  But it seems like those in the transgender community are individuals who do unleash a massive amount of violence or at least threatening to commit acts of violence.
[02:27:41.279 --> 02:27:42.959]  And it's a common pattern here.
[02:27:43.279 --> 02:27:45.760]  What are you learning about the shooting in Canada?
[02:27:46.399 --> 02:27:50.799]  Well, what we know is that this person had a mental disorder called gender dysphoria.
[02:27:51.039 --> 02:27:53.520]  We know that because you're not really in the wrong body.
[02:27:53.680 --> 02:27:54.719]  You can't be in the wrong body.
[02:27:54.959 --> 02:27:55.920]  That's the body you got.
[02:27:56.239 --> 02:27:57.279]  That's the gender you are.
[02:27:57.600 --> 02:27:58.559]  Those are the chromosomes.
[02:27:58.639 --> 02:27:59.600]  Those are the genitals.
[02:27:59.840 --> 02:28:11.680]  For some reason, in society, especially Western culture, for some reason, we are allowing medical professionals, I say that with air quotes, to say, if we give you this drug, that'll make you feel better about it.
[02:28:12.000 --> 02:28:16.319]  If we help you to transition, that you can really do that, you're going to feel better about it.
[02:28:16.639 --> 02:28:20.479]  If we cut something off or add something on, then you're going to feel better about it.
[02:28:20.799 --> 02:28:25.520]  And then invariably, we see somebody who turns into a monster.
[02:28:25.840 --> 02:28:38.639]  Now, not everybody who's going through this is going to end up doing what this person did, but it's distressing that we're in a culture where, Branned, you probably saw this, the law enforcement in Canada are calling him she and her.
[02:28:38.959 --> 02:28:43.039]  And somebody questioned that and said, why are you calling this person she and her?
[02:28:43.520 --> 02:28:51.600]  And the person who was talking, who is reporting on eight innocent people dead and the shooters dead because he shot himself afterwards.
[02:28:51.760 --> 02:28:54.799]  They wish he would have done that before he killed everybody else.
[02:28:55.119 --> 02:28:57.199]  They want to respect their wishes.
[02:28:57.520 --> 02:28:57.760]  What?
[02:28:58.559 --> 02:29:06.799]  Respect the wishes of somebody who killed family members, who killed innocent people because we want to feel better as a society that we're not offending somebody.
[02:29:07.119 --> 02:29:09.119]  This is a mental disorder.
[02:29:09.439 --> 02:29:10.639]  is a dis-ease.
[02:29:11.359 --> 02:29:15.519]  There's something wrong if your brain tells you that your body is lying to you.
[02:29:15.839 --> 02:29:21.199]  And we should be doing something like, I don't know, mental health for these people instead of saying, take a bunch of drugs.
[02:29:21.359 --> 02:29:24.879]  Let's make it a big profit center for different hospitals here and there.
[02:29:25.119 --> 02:29:31.119]  Let's start cutting things off because you are what you think you are, but it's only with gender, which is kind of odd.
[02:29:31.359 --> 02:29:32.879]  You can't say that you're black if you're not.
[02:29:33.039 --> 02:29:35.359]  You can't say that you're Asian if you're not.
[02:29:35.599 --> 02:29:39.039]  But if you want to pretend like you're a different gender, That's perfectly fine.
[02:29:39.279 --> 02:29:41.039]  What we see is a pattern here, Brianna.
[02:29:41.119 --> 02:29:49.519]  We're seeing a pattern of people who suffer from this disease, this gender dysphoria, being told that they're right about everything and we have no clue.
[02:29:49.679 --> 02:29:51.119]  This is so great that you went to Maha.
[02:29:51.439 --> 02:29:59.519]  No clue what these drugs are doing to their minds, making a mind that's already weak clearly that's suffering a disease, psychiatric disease.
[02:29:59.839 --> 02:30:02.239]  We're now telling them, take these pills and you're going to be fine.
[02:30:02.559 --> 02:30:03.759]  Some of these people aren't fine.
[02:30:03.999 --> 02:30:10.959]  And I'm so sick and tired, as you are, as everybody watching is, of reporting on stories like this that should not have happened to begin with.
[02:30:11.279 --> 02:30:12.239]  Yeah, this is all avoidable.
[02:30:12.319 --> 02:30:12.959]  And this is the problem.
[02:30:13.119 --> 02:30:15.039]  You just, you said it perfectly, Joe.
[02:30:15.199 --> 02:30:18.959]  We tell kids that, oh, you think you're in the wrong body.
[02:30:19.279 --> 02:30:20.719]  Well, then you're, you're trans.
[02:30:20.959 --> 02:30:29.519]  I mean, I had like a little moment in my life where I was more of a tomboy and I liked wearing all black and wearing baggy clothes.
[02:30:29.839 --> 02:30:40.159]  I mean, I can't even imagine, Joe, what the propaganda is like for kids growing up nowadays, trying their best to like figure out how they're going to get by in life and trying to find their own identity.
[02:30:40.479 --> 02:30:42.879]  And then, you know, you have to deal with the propaganda.
[02:30:43.039 --> 02:30:46.399]  There are people like this telling you, oh, you could become any gender you want.
[02:30:46.559 --> 02:30:48.399]  You want to be a girl, but you're a biological boy.
[02:30:48.559 --> 02:30:50.239]  Well, we have drugs that could fix that.
[02:30:50.559 --> 02:30:54.879]  I mean, we are going down a very dangerous wormhole here with all of this.
[02:30:55.119 --> 02:31:01.599]  And there's not much in the way of data being put out there that shows that these hormones are actually really dangerous.
[02:31:01.759 --> 02:31:06.879]  Adding hormones to bodies that aren't supposed to have certain hormones is very dangerous.
[02:31:07.199 --> 02:31:08.159]  Are you concerned?
[02:31:08.239 --> 02:31:19.199]  I mean, obviously, this is probably more of an obvious answer, but when it comes to this big push, it seems like to me the incentive here is a big pharmaceutical incentive because they make a ton of money off the surgeries.
[02:31:19.279 --> 02:31:22.559]  They make a ton of money off of pushing these drugs on kids.
[02:31:22.879 --> 02:31:24.959]  Are you concerned that this is all just a financial thing?
[02:31:25.039 --> 02:31:28.399]  And a lot of these kids are just victims in all of this?
[02:31:28.719 --> 02:31:33.679]  It's absolutely a financial thing, not just for the pharmaceutical companies, but for these hospitals.
[02:31:33.759 --> 02:31:41.439]  I think Boston Children's Hospital proudly still talks about trans transitions or trans surgeries or trans hormones.
[02:31:41.679 --> 02:31:42.799]  But think about it this way.
[02:31:43.119 --> 02:31:44.799]  Big pharma just wants to make money.
[02:31:45.119 --> 02:31:46.559]  You and I, I think, agree on that.
[02:31:46.719 --> 02:31:47.359]  They want to make money.
[02:31:47.519 --> 02:31:49.279]  They want to make a profit the best way they can.
[02:31:49.599 --> 02:32:00.319]  Why doesn't big pharma come up with some research and development and come up with a drug or a pill or a theory or some sort of therapy that would help people who are confused that they're in the wrong body?
[02:32:00.639 --> 02:32:06.479]  I mean, that'd be crazy because you're doing something very good for society while at the same time making your profit.
[02:32:06.639 --> 02:32:13.679]  Why does the profit have to be stopping puberty by using drugs that are off label to stop people from going through the natural process of puberty?
[02:32:15.439 --> 02:32:19.839]  Why do that and also inject them with testosterone if they're a girl or estrogen if they're a boy?
[02:32:20.159 --> 02:32:29.279]  Why don't they sit down, use their freaking brains and come up with some way to make a bunch of money and help people who are confused about what body they're in and what it means.
[02:32:29.519 --> 02:32:30.399]  I'd like to see that.
[02:32:30.559 --> 02:32:33.279]  My bigger problem is like the hospital I just mentioned.
[02:32:33.439 --> 02:32:44.319]  There are several hospitals out there, several alleged doctors that are out there who still contend that you need the surgery and you need the pills and you need the shots because they're making so much money.
[02:32:44.559 --> 02:32:51.919]  Every single one of these kids that they convince and every one of their parents that they convince that this kid needs some sort of therapy is a major profit center.
[02:32:51.999 --> 02:32:53.439]  And I don't know if you know Chloe Cole.
[02:32:53.679 --> 02:32:54.159]  I think you do.
[02:32:54.319 --> 02:32:54.879]  I know Chloe.
[02:32:54.959 --> 02:32:55.759]  I've interviewed her.
[02:32:55.999 --> 02:32:59.119]  This is somebody, because you talked about your situation growing up.
[02:32:59.359 --> 02:33:01.759]  This is somebody who developed early as a girl.
[02:33:01.999 --> 02:33:05.839]  She told me she had bigger breasts than you would expect on a nine or 10 year old girl.
[02:33:06.159 --> 02:33:14.239]  And because of that, she was bullied not only by her classmates, but also by her teachers who would say very strange sexual things to her.
[02:33:14.559 --> 02:33:16.879]  So she went into her vacuum.
[02:33:17.199 --> 02:33:18.399]  She went in and said, that's it.
[02:33:18.479 --> 02:33:19.359]  I'm not going to be a girl.
[02:33:19.439 --> 02:33:23.999]  I'm not going to show off these body parts that are suddenly growing too soon.
[02:33:24.319 --> 02:33:26.079]  And she decided she'd be a boy.
[02:33:26.399 --> 02:33:36.479]  And then some doctor convinced her parents, yeah, she's probably a boy in the wrong body, started taking testosterone, started, had the surgery to remove her breasts.
[02:33:36.559 --> 02:33:39.359]  I mean, now she's a girl again, not that she ever wasn't.
[02:33:39.599 --> 02:33:46.959]  And she realizes that she can be an advocate to help other people going through that very strange time that we all deal with in our lives called puberty.
[02:33:47.279 --> 02:33:51.759]  And when you're making a decision about who you are and what you are, it's very, very simple.
[02:33:52.079 --> 02:33:53.759]  As a parent, I've got five daughters.
[02:33:53.919 --> 02:33:55.199]  I've got three grandkids.
[02:33:55.519 --> 02:33:57.279]  I will sit down at dinner with my kids.
[02:33:57.359 --> 02:33:59.999]  And if they say, you know, dad, I think I'm a boy today.
[02:34:00.319 --> 02:34:01.999]  My answer is, no, you're not.
[02:34:02.239 --> 02:34:03.199]  Pass the potatoes.
[02:34:03.359 --> 02:34:03.839]  That's it.
[02:34:04.159 --> 02:34:07.599]  That's our job in society to tell them this is fixed.
[02:34:07.919 --> 02:34:08.959]  This is not variable.
[02:34:09.199 --> 02:34:10.639]  This isn't something you can change.
[02:34:10.959 --> 02:34:16.479]  And this is a profit center for people who don't care about you, that don't care about your future as long as they get the money.
[02:34:16.799 --> 02:34:18.079]  So again, we're seeing, what is this?
[02:34:18.159 --> 02:34:28.399]  The fifth, sixth, seventh trans-related shooting, attack, disaster, killing, and we're just going to act like it's normal as the cop says, her and she.
[02:34:28.719 --> 02:34:39.919]  This is a person, Brianna, that at 12 years old made the decision or adults around her, around him, I should say, made the decision that you really probably aren't a him.
[02:34:39.999 --> 02:34:41.199]  You probably are her.
[02:34:41.519 --> 02:34:42.479]  Let's do something about it.
[02:34:42.719 --> 02:34:54.319]  That goes into the argument that you and I have every day in the United States of America, which is we shouldn't have anybody under 18 years old getting anything that would that would change their biology whatsoever.
[02:34:54.639 --> 02:34:55.039]  Nothing.
[02:34:55.359 --> 02:35:01.679]  No injections, no alleged treatments, no mastectomies, no creating body parts that didn't used to be there.
[02:35:01.919 --> 02:35:02.399]  None of that.
[02:35:02.639 --> 02:35:10.319]  Now, if you're 18 and you're an adult and you're a free liberated person in this country or in Canada or any place that's Western culture, you do whatever you want.
[02:35:10.559 --> 02:35:12.079]  I'm friends with Caitlin Jenner.
[02:35:12.239 --> 02:35:16.239]  Caitlin Jenner knows that he's a man, has told me, I know him X, Y.
[02:35:16.399 --> 02:35:18.239]  I know that I'm not really a female.
[02:35:18.479 --> 02:35:19.439]  I'm not confused about that.
[02:35:19.519 --> 02:35:22.639]  Caitlin Jenner's kids call him or her dad.
[02:35:23.199 --> 02:35:26.959]  That's somebody who made a decision at 60 or 70 years old to do what they wanted with their body.
[02:35:27.119 --> 02:35:27.519]  I'm down.
[02:35:27.599 --> 02:35:28.399]  Do whatever you want.
[02:35:28.639 --> 02:35:30.959]  But when you're 12, you deserve better than that.
[02:35:31.119 --> 02:35:33.359]  You deserve better than somebody saying, go and do this.
[02:35:33.439 --> 02:35:34.479]  It'll make you feel better, honey.
[02:35:34.639 --> 02:35:36.159]  Doesn't make any sense.
[02:35:36.799 --> 02:35:38.079]  Yeah, Joe, it doesn't make any sense.
[02:35:38.159 --> 02:35:40.479]  And it's frustrating to hit back to hear all of this.
