[00:00:00.131 --> 00:00:00.495]  I'm good.
[01:56:28.188 --> 01:56:29.209]  America is dying.
[01:56:29.269 --> 01:56:30.030]  Those aren't words.
[01:56:30.390 --> 01:56:31.951]  This country is dying.
[01:56:31.971 --> 01:56:32.711]  It's dying.
[01:56:32.972 --> 01:56:35.033]  And then you look at other countries, there's not many to go to.
[01:56:35.093 --> 01:56:35.934]  It's so sad.
[01:56:35.954 --> 01:56:37.575]  And it's being replaced by...
[01:56:40.240 --> 01:56:52.685]  Alex, let me give you another perspective that I'm really humbled and honored and privileged to have, and that is on my Facebook and my communication.
[01:56:52.705 --> 01:56:57.587]  I get these texts and emails through my office all the time from people from everywhere around the world.
[01:56:57.927 --> 01:57:02.612]  Japan and Australia and England and Ireland and Belgium and France and Spain.
[01:57:02.632 --> 01:57:04.915]  Because the rock and rollers love the attitude.
[01:57:04.955 --> 01:57:06.156]  They love Stranglehold.
[01:57:06.196 --> 01:57:09.059]  Your music is as good as it gets too.
[01:57:09.099 --> 01:57:19.231]  They know that only a guy that kills his own food with sharp sticks and defies punk-ass peer pressure can write a song like Stranglehold and deep down in their sheep-like European butts
[01:57:19.611 --> 01:57:23.895]  They know that there's a warrior somewhere, but they're not allowed to be warriors.
[01:57:23.915 --> 01:57:28.999]  So they love my music, and you know what they expressed to me thousands of times every day on Facebook?
[01:57:29.519 --> 01:57:33.502]  I get comments from Belgium and all across the European landscape?
[01:57:34.203 --> 01:57:48.034]  Ted, we look to America as the last place for individuality, for being the best that you can be, for freedom, for the American dream that only existed with a Constitution and a Bill of Rights.
[01:57:48.835 --> 01:57:52.356]  And Ted, you're throwing it away.
[01:57:52.436 --> 01:57:53.396]  They know I fight.
[01:57:53.756 --> 01:58:00.758]  But overall, we are throwing it away in the name of more sick days and more welfare.
[01:58:00.778 --> 01:58:06.359]  Switzerland and America are the last countries to fall, and Switzerland's falling to tyranny as well.
[01:58:06.659 --> 01:58:07.479]  We are falling.
[01:58:08.479 --> 01:58:10.220]  And what comes if we fully fall?
[01:58:10.440 --> 01:58:11.620]  What will they do to us, Ted Nugent?
[01:58:12.642 --> 01:58:17.244]  Well, they're going to have to trample the weak and hurdle to get the dead to get to me.
[01:58:17.264 --> 01:58:21.106]  I just got a new 300 blackout.
[01:58:22.006 --> 01:58:23.607]  You know, we could talk about firepower.
[01:58:23.627 --> 01:58:27.268]  Ted, I know you've got to go, but we've got a real break for 60 seconds.
[01:58:27.288 --> 01:58:28.349]  Do five more minutes with us.
[01:58:28.689 --> 01:58:29.949]  Talk about the latest you're up to.
[01:58:30.350 --> 01:58:33.731]  Final comments with Ted Nugent back in 70 seconds after this break.
[01:58:34.151 --> 01:58:35.492]  TedNugent.com.
[01:58:35.572 --> 01:58:37.613]  I'm Alex Jones from InfoWars.com.
[01:58:37.993 --> 01:58:40.374]  We had Donald Trump on, unleashed.
[01:58:40.894 --> 01:58:42.156]  Donald Trump is a listener, folks.
[01:58:42.596 --> 01:58:43.898]  That's the inside baseball.
[01:58:44.598 --> 01:58:46.961]  And that interview is coming back up as well.
[01:58:46.981 --> 01:58:48.483]  Ward Bonkin coming up from Paris.
[01:58:49.264 --> 01:58:51.106]  After TED News, it finishes up for five minutes.
[01:58:51.126 --> 01:58:52.647]  Thank you for listening to GCN.
[01:58:52.727 --> 01:58:54.229]  Visit GCNlive.com today.
[01:58:59.133 --> 01:59:00.534]  I want more candy!
[01:59:00.554 --> 01:59:01.234]  I want more video games!
[01:59:01.575 --> 01:59:02.095]  Mine!
[01:59:02.335 --> 01:59:02.455]  Mine!
[01:59:02.475 --> 01:59:02.555]  Mine!
[01:59:29.133 --> 01:59:29.893]  I think so.
[02:00:01.105 --> 02:00:03.676]  You're listening to The Alex Jones Show.
[02:00:10.544 --> 02:00:16.426]  The rock and roll anthem, Ted Nugent.
[02:00:16.806 --> 02:00:20.627]  Defending the republic from enemies foreign and domestic.
[02:00:20.667 --> 02:00:23.889]  What did Thomas Jefferson famously say?
[02:00:23.909 --> 02:00:28.850]  A true liberal, but a right-wing racist according to the left.
[02:00:30.551 --> 02:00:31.051]  What'd he say?
[02:00:32.046 --> 02:00:34.371]  A nation of sheep will be ruled by wolves.
[02:00:35.332 --> 02:00:39.180]  Well, you talk about a big, mean, tough sheepdog with eyes of electricity.
[02:00:39.540 --> 02:00:40.262]  It's Ted Nugent.
[02:00:40.282 --> 02:00:41.644]  We got five minutes left with him.
[02:00:42.972 --> 02:00:46.797]  I wanted him to be able to come back and comment on the state of the world and everything that's happening.
[02:00:47.217 --> 02:00:48.779]  I'll quote a tale of two cities, Ted.
[02:00:49.200 --> 02:00:51.262]  It was the best of times, it was the worst of times.
[02:00:52.264 --> 02:01:01.335]  A lot of good stuff's happening, a lot of bad stuff's happening, but finishing up with your latest tour, what you're up to, what's happening in the world, where everything's going.
[02:01:02.364 --> 02:01:05.545]  I would love to see you run for president, but I think it's a little late this cycle.
[02:01:05.925 --> 02:01:12.608]  Who do you think a Ted Cruz or a Donald Trump should have for vice president?
[02:01:12.648 --> 02:01:21.671]  And if they ask you to run for vice president, or maybe the head of the Interior Department, that'd be perfect for you, would you be part of the government if folks wanted to get you involved?
[02:01:21.711 --> 02:01:28.954]  Because I know a lot of Americans that want to see you involved in the Department of Interior so they're not harassing hunters and homesteaders and others.
[02:01:29.929 --> 02:01:31.630]  Well, thank you for that endorsement.
[02:01:31.670 --> 02:01:32.511]  I appreciate that.
[02:01:32.611 --> 02:01:36.534]  As you probably witnessed on my Facebook with, you know, tens of millions.
[02:01:37.054 --> 02:01:40.797]  We hover between 10 and 34 million Facebookers.
[02:01:41.257 --> 02:01:48.102]  And as we get way up there in the millions, it's in the 90 percentile that are asking me to run for president.
[02:01:48.142 --> 02:01:51.285]  That's an indicator that things are really, really bad.
[02:01:51.665 --> 02:01:55.388]  Because the author of Wango Tango probably shouldn't be considered
[02:01:57.452 --> 02:01:58.073]  Let me stop you.
[02:01:58.113 --> 02:01:59.857]  I was driving back from Dallas two weeks ago.
[02:02:00.258 --> 02:02:03.445]  Big ol' billboard at somebody's ranch saying Ted Nugent for President.
[02:02:03.746 --> 02:02:05.970]  Saw one in Arkansas six months ago, buddy.
[02:02:06.661 --> 02:02:07.402]  It's everywhere.
[02:02:07.522 --> 02:02:21.932]  And the reason is because they read my books, they read my articles, they read my stories, they go to my Facebook, they see what I stand for, they listen to me on Ted Nugent's Spirit of the Wild television, and they vote us number one show every year on Outdoor Channel.
[02:02:22.192 --> 02:02:23.773]  Not because we kill giant bugs.
[02:02:24.053 --> 02:02:26.675]  It's because I make sense.
[02:02:27.155 --> 02:02:29.337]  I am in the asset column of America.
[02:02:29.717 --> 02:02:37.624]  I would eliminate welfare because all it is is a carrot to dopes who want free stuff and enjoy life.
[02:02:37.664 --> 02:02:39.686]  The system's scared of American men.
[02:02:39.706 --> 02:02:41.207]  They're afraid of John Wayne.
[02:02:41.468 --> 02:02:43.850]  You look out there for a modern John Wayne, it's Ted Nugent.
[02:02:44.810 --> 02:02:48.053]  Well, and again, thank you for that, but I'm a simple guy.
[02:02:48.073 --> 02:02:49.635]  I live within my means.
[02:02:49.915 --> 02:02:50.876]  I save for a rainy day.
[02:02:50.916 --> 02:02:53.158]  But you're not a slave.
[02:02:53.258 --> 02:02:55.480]  And I would kill my slave driver.
[02:02:56.883 --> 02:03:02.649]  I wanted to be a Jew in Nuremberg in 1938 while the brown shirts were herding people onto trains.
[02:03:02.929 --> 02:03:07.173]  I'd have figured out a way to get that brown shirt Nazi punk-ass Luger away from us.
[02:03:07.373 --> 02:03:14.140]  I'd have shoved it up his ass and I'd have touched off a clip and I would have got the magazine and I would have got all the other Jews to raise hell.
[02:03:14.200 --> 02:03:19.525]  Now I'm not knocking people who fell for it, but I'm telling you, don't fall for it!
[02:03:19.545 --> 02:03:20.346]  Learn from history!
[02:03:22.967 --> 02:03:23.809]  I'm in with you, brother.
[02:03:23.889 --> 02:03:24.631]  I'm going all the way.
[02:03:24.671 --> 02:03:25.493]  I'm not backing down.
[02:03:25.754 --> 02:03:27.177]  We're trying to fix stuff peacefully.
[02:03:27.197 --> 02:03:30.424]  If the globalists down the road, they want to fight, they're going to get one.
[02:03:31.499 --> 02:03:33.560]  Yeah, if they want to fight, I would welcome them to Texas.
[02:03:33.620 --> 02:03:47.263]  Even my good friend, the Detroit Police Captain, the Chief of Police in Detroit, finally admitted that the reason Detroit is safer right now is because there are more citizens with concealed weapons permits and people don't like the cops.
[02:03:47.283 --> 02:03:48.243]  Well, that's what's positive.
[02:03:48.304 --> 02:03:53.465]  The head of Interpol, Ted, as you know, two years ago said, I'm everybody like Texas, so there is some good news.
[02:03:54.076 --> 02:03:58.099]  Sure, and you know, I saw Gutfeld one day on Fox on The Five.
[02:03:58.359 --> 02:04:02.983]  He quoted that guy where self-defense is the clear and present answer to danger.
[02:04:03.003 --> 02:04:05.364]  And he actually said, who said that?
[02:04:06.165 --> 02:04:10.388]  The chief terrorist specialist from the UN or Ted Nugent?
[02:04:10.708 --> 02:04:12.129]  Again, common sense.
[02:04:12.289 --> 02:04:14.251]  If you're unarmed and helpless,
[02:04:14.918 --> 02:04:16.719]  You're unarmed and helpless.
[02:04:17.299 --> 02:04:20.861]  What an embarrassing, irresponsible condition and choice that is.
[02:04:33.948 --> 02:04:35.208]  I know we're going to win, Ted Nugent.
[02:04:35.308 --> 02:04:36.469]  Everybody takes action.
[02:04:36.909 --> 02:04:39.070]  Everybody shouldn't feel like a responsibility to get involved.
[02:04:39.130 --> 02:04:41.530]  It's an honor to be involved in the fight for liberty.
[02:04:41.811 --> 02:04:42.951]  TedNugent.com.
[02:04:43.331 --> 02:04:47.632]  Thank you for your... I know you fight six, seven hours a day for freedom on top of all your other work.
[02:04:48.253 --> 02:04:51.834]  So thank you, Ted Nugent, for your tireless commitment and your energy.
[02:04:51.874 --> 02:04:53.774]  There's only one other guy that has more energy than I do.
[02:04:54.094 --> 02:04:54.775]  It's Ted Nugent.
[02:04:54.795 --> 02:04:55.615]  Ted, thank you so much.
[02:04:56.175 --> 02:04:56.956]  Godspeed, Alex.
[02:04:56.996 --> 02:04:59.517]  Everybody have a great Christmas season, a great hunting season.
[02:04:59.557 --> 02:05:01.878]  Remember, stand up for what you believe in.
[02:05:01.978 --> 02:05:03.919]  Raise hell or move to Cuba.
[02:05:04.680 --> 02:05:06.141]  Ted Nugent's got what it takes.
[02:05:09.284 --> 02:05:13.667]  Republicans, like Democrats, are quick to jump in with supposed solutions after a tragedy.
[02:05:14.167 --> 02:05:20.091]  In the wake of the Planned Parenthood shooting in Colorado, GOP leadership is pushing legislation by Congressman Tim Murphy.
[02:05:20.552 --> 02:05:28.177]  If passed, they should call it Murphy's Law, because, you know, what could possibly go wrong if you decide to, quote, fix the nation's mental health system?
[02:05:28.557 --> 02:05:30.659]  Well, here's what would go wrong with Murphy's Law.
[02:05:31.019 --> 02:05:38.104]  It would lower privacy protection and give states financial incentives to allow judges to mandate psychiatric treatment.
[02:05:38.844 --> 02:05:52.496]  The Democrats, meanwhile, are trying to push a law that would ban gun purchases for those who have been put on the government's watch list secretly, without knowing they're on, without opportunity to confront the charges and the witnesses publicly in court, as guaranteed by the Constitution.
[02:05:53.196 --> 02:06:01.964]  So because of one man's act, Republicans offer us political abuse of psychiatry, and Democrats offer us punishments from secret star chambers.
[02:06:02.464 --> 02:06:04.786]  For more information, go to Infowars.com.
[02:06:05.186 --> 02:06:05.727]  I'm David Knight.
[02:06:08.945 --> 02:06:09.505]  I want more candy!
[02:06:09.525 --> 02:06:10.646]  I want more video games!
[02:06:10.686 --> 02:06:10.806]  Mine!
[02:06:10.866 --> 02:06:11.066]  Mine!
[02:06:11.387 --> 02:06:12.267]  Mine!
[02:06:38.905 --> 02:06:39.726]  We're good to go.
[02:07:08.707 --> 02:07:16.890]  We have been fighting this war tirelessly with you at our side, day in and day out, exposing the ludicrous lies and criminal operations of the globalists.
[02:07:17.050 --> 02:07:19.051]  And we're starting to see big effects.
[02:07:19.371 --> 02:07:20.932]  And the word is getting out.
[02:07:21.272 --> 02:07:23.153]  The globalists want to make us dependent.
[02:07:23.353 --> 02:07:26.734]  And as Napoleon famously said, an army marches on its stomach.
[02:07:27.094 --> 02:07:32.056]  Ammunition, food, and supplies form the backbone of any offensive, including the Info War.
[02:07:32.577 --> 02:07:35.518]  And our enemies admit they're losing the Info War.
[02:07:36.118 --> 02:07:39.321]  We are in an information war, and we are losing that war.
[02:07:39.521 --> 02:07:45.767]  With this in mind, we have held strong to our principles and the decision to refuse any money from globalists or government.
[02:07:46.028 --> 02:07:52.834]  We are funding our crusade against tyranny the old-fashioned way, with pure free-market, free-will capitalism.
[02:07:53.034 --> 02:07:55.277]  Visit Infowarsstore.com today, or call 888-253-3139.
[02:07:57.819 --> 02:08:02.368]  And take advantage of free shipping right through December 18th and get your order before Christmas.
[02:08:02.749 --> 02:08:07.940]  May God bless you and your family and keep us strong as we forge ahead in this battle for humanity.
[02:08:25.683 --> 02:08:29.606]  Live from Austin, Texas, it's Alex Jones.
[02:08:44.297 --> 02:08:47.439]  Live from Austin, Texas, broadcasting worldwide.
[02:08:47.459 --> 02:08:50.321]  We've still got an hour and 51 minutes left of transmission.
[02:08:50.361 --> 02:08:53.804]  We have the fourth hour, hosted by Day Midnight Today.
[02:08:55.253 --> 02:08:58.634]  With Joe Bix in the field investigating the American Caliphate.
[02:08:59.094 --> 02:09:01.595]  Jihadi training centers on record all over the country.
[02:09:02.396 --> 02:09:03.256]  He's been out for two days.
[02:09:03.296 --> 02:09:04.336]  He's already been inside.
[02:09:04.896 --> 02:09:07.037]  He has to move on from each base before he reports.
[02:09:07.517 --> 02:09:10.939]  For security reasons, he'll be on in the fourth hour.
[02:09:11.659 --> 02:09:14.300]  Donald Trump came on the broadcast.
[02:09:15.450 --> 02:09:19.874]  I've been talking to the Trump camp, let's just leave it at that, for the last month.
[02:09:20.355 --> 02:09:21.196]  They are listeners.
[02:09:22.057 --> 02:09:23.318]  They came here and visited us.
[02:09:24.159 --> 02:09:24.939]  We talked to them.
[02:09:25.340 --> 02:09:25.960]  They're on board.
[02:09:26.000 --> 02:09:27.081]  They want to save the country.
[02:09:27.121 --> 02:09:28.363]  They want a free market system.
[02:09:28.703 --> 02:09:33.588]  They don't want to destroy the republic for a socialist, collectivist, crony-capitalist model.
[02:09:35.077 --> 02:09:39.186]  And Donald Trump came on and dropped bombshell, after bombshell, after bombshell.
[02:09:39.707 --> 02:09:42.934]  It is the cover of Politico, up at DrugsReport.com.
[02:09:43.435 --> 02:09:45.339]  Impeaching Obama will only make him a martyr.
[02:09:46.491 --> 02:09:52.993]  It is already in newspapers across the country just an hour or so after the interview ended.
[02:09:53.674 --> 02:09:57.715]  Trump, Hillary's greatest legacy, will be surviving email scandal.
[02:09:57.735 --> 02:09:59.476]  That story is up on InfoWars.com.
[02:09:59.876 --> 02:10:07.458]  The full video of Trump on fire will go up in the next 10 minutes or so at InfoWars.com and PrisonPlanet.com.
[02:10:07.498 --> 02:10:14.621]  And that 30-minute interview will air in the second half of the fourth hour with David Knight today, if you missed it.
[02:10:15.916 --> 02:10:16.496]  But it's big.
[02:10:17.076 --> 02:10:19.177]  I love this Drudge Report headline because it's accurate.
[02:10:19.517 --> 02:10:22.018]  China challenges USA in space.
[02:10:23.159 --> 02:10:35.444]  And I went and saw the new movie, The Martian, and the reason I vomited repeatedly, psychologically, didn't physically vomit, but I did stumble out of it sick, was Russia has heavy lifters we don't have.
[02:10:35.504 --> 02:10:40.105]  They destroyed the models of the Saturn rockets, that are even better than Russian rockets, in the 80s.
[02:10:40.305 --> 02:10:41.286]  They just, oh we destroyed them!
[02:10:42.273 --> 02:10:45.254]  Wernher von Braun's rockets better than the Russian heavy lifters.
[02:10:45.595 --> 02:10:46.395]  We destroyed them.
[02:10:46.435 --> 02:10:47.716]  Sabotage against the country.
[02:10:48.456 --> 02:10:50.537]  And so we have to go to the Russians for their heavy lifters.
[02:10:50.737 --> 02:10:51.978]  But at least they invented them!
[02:10:52.198 --> 02:10:53.078]  At least they're smart!
[02:10:54.439 --> 02:10:55.379]  At least they got 199 cues.
[02:10:55.880 --> 02:10:57.700]  I mean, good for the Russians.
[02:10:58.021 --> 02:10:58.621]  Not against that.
[02:10:59.761 --> 02:11:04.304]  They got... The Chinese have copies of the Russian rockets that blow up half the time.
[02:11:04.584 --> 02:11:06.084]  Half the time, literally, or more.
[02:11:07.165 --> 02:11:09.046]  And I go see the Martian, and it's all about...
[02:11:11.069 --> 02:11:21.314]  It's all about how China did our space program, and China will get us to Mars, and the Communist Politburo, and red flags flapping.
[02:11:22.005 --> 02:11:27.168]  And then I learned Chinese communists are influencing so many Hollywood movies and TV shows in America.
[02:11:27.389 --> 02:11:28.830]  This country is wide open.
[02:11:28.850 --> 02:11:31.892]  This country has been lobbied by foreign interests into hell.
[02:11:32.232 --> 02:11:35.674]  So has the UK, conquered by the EU.
[02:11:36.074 --> 02:11:38.716]  And I don't think the UK's perfect, or England's perfect.
[02:11:39.056 --> 02:11:40.617]  I don't think America's perfect, but you know what?
[02:11:40.657 --> 02:11:41.738]  We built the Renaissance.
[02:11:42.018 --> 02:11:43.439]  We created the technology.
[02:11:43.800 --> 02:11:46.401]  And I'm a fan of Western civilization.
[02:11:46.762 --> 02:11:51.124]  I'm a fan of everybody else, but I'm sick of the politically correct attacking the West.
[02:11:51.184 --> 02:11:51.865]  And let me tell you what's to...
[02:11:52.645 --> 02:11:53.947]  It's been designed to kill the West.
[02:11:54.907 --> 02:11:59.611]  Let's go to the control room shot with George Washington and Molon Labe there with our crew.
[02:12:00.231 --> 02:12:02.213]  Let me tell you who they're coming after.
[02:12:02.253 --> 02:12:11.540]  They're coming after the West and the Magna Carta 1215 and George Washington 1776 backed by more than half the British Parliament until the King came and gave a speech.
[02:12:11.920 --> 02:12:15.924]  They're against where the real freedom came from because it threatens them.
[02:12:16.664 --> 02:12:29.209]  And they want to put taxes selectively on UK, and German, and US, and Canadian, and Australian power plants, while China, and India, and Mexico, and 163 other nations are tax-exempt.
[02:12:29.509 --> 02:12:30.650]  That's discriminatory!
[02:12:30.690 --> 02:12:31.250]  That's wrong!
[02:12:31.870 --> 02:12:42.834]  And, at the very tip of the spear, for decades, advisor to Margaret Thatcher, newspaper editor Ed Vinner, top critic of man-made global warming, proven right!
[02:12:43.054 --> 02:12:44.235]  Now they call it climate change.
[02:12:45.342 --> 02:13:03.655]  Proving the sun is the main driver of climate change, like proving the sky is blue, but he proved it with the science, is Lord Christopher Monckton joining us covering the Paris World Government Talks, that in the establishment's own words, is the greatest conflagration of world leaders in history.
[02:13:04.605 --> 02:13:15.849]  Pushing for world government and a new environmental enforcement arm that will arrest chief among them, Lord Christopher Monckton, Mark Moreno, Alex Jones and others.
[02:13:16.389 --> 02:13:20.290]  Imagine reading newspapers openly calling for your arrest.
[02:13:20.731 --> 02:13:30.154]  These are flaming, naked totalitarians that haven't been seen since Adolf Hitler strode the earth in his booted feet.
[02:13:31.021 --> 02:13:32.381]  We're alive in epic times.
[02:13:32.742 --> 02:13:35.663]  He was blocked from the Durban South Africa meeting a few years ago.
[02:13:36.003 --> 02:13:39.924]  He skydived into the event and now joining us via Skype.
[02:13:40.244 --> 02:13:47.927]  He skydives via the electronic web, invented by the West, into our studio today, joining Donald Trump, Ted Nugent and others.
[02:13:48.607 --> 02:13:51.948]  We salute our knight in shining armor against the tyrants.
[02:13:52.208 --> 02:13:53.549]  Lord Monckton, thank you for joining us.
[02:13:54.329 --> 02:13:57.011]  Well, what a pleasure, and what an introduction.
[02:13:57.091 --> 02:13:59.433]  I'll send you your usual $100 tomorrow.
[02:13:59.733 --> 02:14:01.335]  That was outstanding, Alex.
[02:14:01.455 --> 02:14:02.476]  Many, many thanks.
[02:14:03.056 --> 02:14:07.560]  And I've had to tone down the partying that goes on at these conferences tonight.
[02:14:07.600 --> 02:14:12.944]  I've been invited to a really wonderful party by the Collectif des Climatorialistes.
[02:14:13.044 --> 02:14:14.685]  That's the French climate skeptics.
[02:14:15.126 --> 02:14:20.350]  So that I could be on with you this hour to bring you the update here from Paris.
[02:14:20.770 --> 02:14:21.091]  We've had 147
[02:14:23.012 --> 02:14:29.777]  Three-minute speeches by world leaders, so-called, all singing from exactly the same tedious hymn sheet.
[02:14:30.117 --> 02:14:41.366]  There was only one exception, and that was Mr Obama, who overran his time and gave us 14 minutes of the usual lying platitudes about global warming.
[02:14:42.006 --> 02:14:46.228]  But the agenda is ever more naked, exactly as you've just described.
[02:14:46.669 --> 02:14:49.530]  It is crony capitalism to the nth degree.
[02:14:49.770 --> 02:14:53.172]  And crony capitalism, of course, technically speaking, that is fascism.
[02:14:53.832 --> 02:15:02.137]  And it is at the same time a collectivist desire that everybody should be made to toe one scientific and political line.
[02:15:02.517 --> 02:15:09.301]  And as you have rightly said, Alex, there are calls here at this conference from the various fringe lunatic groups
[02:15:09.881 --> 02:15:20.965]  That people like me should be arrested, tried, imprisoned and even executed for daring to suggest that their climate change scam is the scum that it is.
[02:15:21.045 --> 02:15:22.646]  But we are fighting back.
[02:15:23.206 --> 02:15:29.689]  We have held an alternative conference here for the last couple of days, of which I spoke yesterday, one of the opening speeches.
[02:15:30.309 --> 02:15:37.433]  And I proposed an idea which had been put originally to me by Professor Niklas Moerner, the great world expert on sea level.
[02:15:37.473 --> 02:15:39.174]  He says it's not going to rise very much.
[02:15:39.694 --> 02:15:47.938]  He has established an international committee to bring back ethics to the earth sciences called the International Geoethics Committee.
[02:15:48.319 --> 02:15:55.963]  That has been launched at our conference and I have been asked by that committee to establish a fraud investigation team.
[02:15:56.523 --> 02:15:57.684]  We are going to go after
[02:15:58.524 --> 02:16:01.225]  Just two or three of the biggest fraudsters.
[02:16:01.886 --> 02:16:03.766]  We're going to gather evidence against them.
[02:16:04.187 --> 02:16:15.492]  We're going to submit that evidence to a committee of professors and doctors of science so that they can review it thoroughly and make sure that the job we've done is serious and fair and correct and scientifically true.
[02:16:16.292 --> 02:16:30.297]  When that has been accepted it will go in to the public authorities in various countries and that evidence will be submitted in a dossier which will bear the names of those professors who are going to support us.
[02:16:30.857 --> 02:16:36.359]  And I have already had conversations with Congressman Lamar Smith a few weeks ago in Washington.
[02:16:36.679 --> 02:16:40.340]  He of course is doing a similar exercise, you've just shown that on the screen,
[02:16:41.120 --> 02:17:01.191]  He's subpoenaing the National Oceanographic and Atmospheric Administration of the United States to find out how it was that they tampered with the temperature data to turn the long pause in global warming, which their data set showed until a couple of years ago, and the satellite data sets still do show it.
[02:17:01.291 --> 02:17:14.835]  Now it's 18 years, nine months, no warming at all, and here's subpoenaing them to find out why they changed their record just in time for the Paris meeting, so that it would show global warming that has not in fact been happening over the last two decades.
[02:17:15.455 --> 02:17:23.718]  So we are all, in our different ways, moving in on these people and surrounding them, and we are going to take them to the criminal courts.
[02:17:24.358 --> 02:17:33.682]  Because those who have lied and cheated and tampered with the data and said that their results are different from what they really were, these people are fraudsters.
[02:17:33.982 --> 02:17:40.945]  They are doing huge damage to the poor people of the world who need fossil-fueled electricity.
[02:17:41.065 --> 02:17:43.286]  Coal-fired power can give them
[02:17:43.866 --> 02:17:47.590]  Electricity at under $20 per megawatt hour.
[02:17:47.850 --> 02:17:50.873]  It's the cheapest form of electricity available on the planet.
[02:17:51.174 --> 02:18:02.485]  We should be meeting in urgent session all the nations of the earth to work out how to give these nations that don't have electricity... How to deliver clean coal power to Africa and Latin America now.
[02:18:03.470 --> 02:18:04.011]  Straight away.
[02:18:04.331 --> 02:18:06.673]  And this is something which would cost a tiny fraction.
[02:18:07.073 --> 02:18:09.395]  And it would reduce their population growth.
[02:18:09.515 --> 02:18:11.817]  Non-working global warming go away.
[02:18:12.538 --> 02:18:17.602]  But sir, Lord Monckton, wouldn't it also reduce their population growth to give them industrialization?
[02:18:18.283 --> 02:18:19.944]  That is the truth.
[02:18:20.245 --> 02:18:27.551]  I mean, the kindest and the only way to stabilize the populations of countries where there is overpopulation
[02:18:27.551 --> 02:18:28.112]  And they admit that.
[02:18:47.953 --> 02:18:48.914]  So let me ask this question.
[02:18:48.954 --> 02:18:58.785]  The only world leader out of over 150 to say it's a fraud, other than you, House of Lords, the only person there is a world leader saying it's a fraud is Putin.
[02:18:59.125 --> 02:19:01.808]  Why do you think Russia has finally told the truth and come against it?
[02:19:03.123 --> 02:19:10.708]  I think the development of Putin coming out and beginning to indicate, it's still fairly carefully phrased, you have to watch it.
[02:19:10.748 --> 02:19:14.010]  He's trying to play both sides against the middle a bit, as they often do in Russia.
[02:19:14.350 --> 02:19:15.351]  He's a good chess player.
[02:19:15.891 --> 02:19:19.354]  But I think he's beginning to express scepticism.
[02:19:20.294 --> 02:19:24.557]  Because he can no longer make money out of this scam.
[02:19:24.577 --> 02:19:35.504]  He suddenly realized that if the West does go for shutting down all fossil fuel use, then that means the pipelines into the West from Siberia, which are his major source of income.
[02:19:35.544 --> 02:19:41.488]  It's made Russia once again a great power after the terrible economic collapse that followed the fall of communism.
[02:19:42.808 --> 02:19:48.472]  That gas, he can't sell it to us if we're going to say we're going to generate all our power from wretched windmills.
[02:19:48.752 --> 02:19:56.357]  So he suddenly realized that in having temporarily backed the global warming scam because it enabled him... He's splitting Russia's throat.
[02:19:56.377 --> 02:19:57.757]  Stay there and finish up when we come back.
[02:19:57.778 --> 02:19:58.178]  You're right.
[02:19:58.418 --> 02:20:02.540]  He said it's a military operation to shut down nation states, which it is.
[02:20:03.161 --> 02:20:04.341]  All selectively enforced.
[02:20:04.742 --> 02:20:06.583]  Lord Monckton straight ahead from France.
[02:20:12.646 --> 02:20:17.729]  Ammo is getting scarce in this country, so it just makes sense to reload your casings.
[02:20:17.969 --> 02:20:20.250]  Now with RussianReloads.com.
[02:20:20.530 --> 02:20:21.050]  That's right.
[02:20:21.170 --> 02:20:28.834]  Reload previously un-reloadable Berdan primer cartridges by switching them over to an easy-to-do conversion to accept boxer primers.
[02:20:29.075 --> 02:20:31.056]  With RussianReloads.com.
[02:20:31.296 --> 02:20:33.357]  High quality and made in the USA.
[02:20:33.677 --> 02:20:35.558]  RussianReloads.com.
[02:20:35.878 --> 02:20:37.419]  Recycle that casing.
[02:20:39.437 --> 02:20:48.761]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[02:20:48.881 --> 02:20:53.183]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[02:20:53.303 --> 02:21:00.106]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[02:21:00.306 --> 02:21:02.126]  Buy now at DefenderShield.com.
[02:21:02.186 --> 02:21:04.407]  For 10% off, use promo code GCN.
[02:21:04.567 --> 02:21:08.089]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[02:21:08.956 --> 02:21:09.836]  Hey, Berkey Guy here.
[02:21:09.936 --> 02:21:11.637]  Are you still drinking unfiltered tap water?
[02:21:11.757 --> 02:21:13.437]  Does your water contain chlorine or fluoride?
[02:21:13.517 --> 02:21:15.358]  Will you have drinkable water in an emergency?
[02:21:15.478 --> 02:21:21.359]  The Berkey Guy is here to help you remove these and other potential contaminants from your water, thus helping you drink clean, purified water.
[02:21:21.479 --> 02:21:25.020]  We offer Berkey water purification systems at the lowest available prices online.
[02:21:25.120 --> 02:21:27.041]  Don't go another moment without a Berkey system.
[02:21:27.081 --> 02:21:30.102]  Over the last 10 years, we've helped thousands drink clean, purified water.
[02:21:30.182 --> 02:21:33.403]  Join them by visiting GoBerkey.com or call me, the Berkey Guy, at 877-886-3653.
[02:21:33.423 --> 02:21:33.603]  That's 877-886-3653.
[02:21:38.544 --> 02:21:43.006]  KDArmor.com is your one-stop shop for the most affordable body armor period.
