[00:00:19.451 --> 00:00:21.533]  Welcome to tonight's InfoWars Nightly News.
[00:53:29.748 --> 00:53:31.229]  Those are on page 24.
[00:53:32.030 --> 00:53:34.512]  But before we get to those, I want to show you what that is.
[00:53:34.592 --> 00:53:35.773]  I want to list what this is.
[00:53:35.913 --> 00:53:36.834]  Come to me, guys, right here.
[00:53:37.274 --> 00:53:38.255]  So this is a table.
[00:53:38.816 --> 00:53:42.059]  Summary tabulation of infrared hexa adverse events.
[00:53:43.352 --> 00:53:45.435]  23rd October 2009 to 22nd October 2011.
[00:53:45.856 --> 00:53:46.837]  Alright?
[00:53:47.418 --> 00:53:58.972]  There it is and we can see the system class, HGLT, I guess that's what actually happens, the event, how was it listed, is it serious or non-serious, and the total cases.
[00:54:00.356 --> 00:54:06.140]  Now let's go to page 24, where it has it on there, because you've got to go through a few pages to get to it.
[00:54:06.940 --> 00:54:09.102]  And it's got all kinds of side effects, people.
[00:54:09.202 --> 00:54:12.384]  I mean, I'm getting to page 24 of these.
[00:54:13.004 --> 00:54:14.345]  Ooh, a lot of side effects.
[00:54:15.586 --> 00:54:16.226]  Almost there.
[00:54:16.246 --> 00:54:17.907]  It's just got a lot you've got to go through.
[00:54:18.508 --> 00:54:21.670]  Some aren't that big a deal, like foot deformity, you know.
[00:54:23.271 --> 00:54:24.492]  Mental impairment disorders.
[00:54:24.672 --> 00:54:25.012]  Event.
[00:54:25.532 --> 00:54:26.093]  Autism.
[00:54:27.025 --> 00:54:27.686]  How many events?
[00:54:28.126 --> 00:54:28.586]  Two!
[00:54:29.387 --> 00:54:30.007]  Total two!
[00:54:30.347 --> 00:54:35.792]  So there they're mentioning right there that there's two different adverse events of autism.
[00:54:37.213 --> 00:54:38.333]  But there's more.
[00:54:39.014 --> 00:54:49.702]  If you go to Appendix 4E, cumulative tabulation of all unlisted events from serious, unlisted, spontaneous reports to and all serious, unlisted reactions from clinical trial cases reported since launch.
[00:54:50.142 --> 00:54:56.187]  So this is getting them from a couple different lists, from clinical trials and from other lists that they were conducting.
[00:54:57.729 --> 00:54:58.109]  I don't know.
[00:55:18.888 --> 00:55:19.868]  Nothing to worry about though.
[00:55:20.208 --> 00:55:21.769]  Now let's continue on.
[00:55:22.109 --> 00:55:22.369]  Page 584.
[00:55:24.070 --> 00:55:27.011]  Here it is again, listed under a psychiatric disorder.
[00:55:27.551 --> 00:55:30.272]  Unlike here, it's a nervous system disorder.
[00:55:30.352 --> 00:55:30.912]  Right there.
[00:55:30.952 --> 00:55:31.992]  Nervous system disorder.
[00:55:33.753 --> 00:55:37.174]  So, and then there's other tables where it lists autism.
[00:55:38.794 --> 00:55:40.215]  You know, you could go through and read them all.
[00:55:40.855 --> 00:55:42.636]  It gets actually here.
[00:55:43.706 --> 00:55:47.211]  And here it lists Infarex Hexa, female, five months old.
[00:55:47.731 --> 00:55:50.415]  She gets autism, epilepsy, and a developmental delay.
[00:55:50.735 --> 00:55:52.057]  The case outcome's unresolved.
[00:55:52.137 --> 00:55:56.483]  It was reported that diagnosis confirmed, but no data provided.
[00:55:57.830 --> 00:55:58.650]  So there it is.
[00:55:59.471 --> 00:56:01.811]  Here's the signed cover sheet by the doctor.
[00:56:01.831 --> 00:56:03.292]  You can see for yourself.
[00:56:03.352 --> 00:56:04.832]  Go to the Natural News article.
[00:56:04.852 --> 00:56:06.333]  We're going to put it back up on screen.
[00:56:06.353 --> 00:56:07.373]  You can see the signature.
[00:56:07.753 --> 00:56:16.236]  Dr. Felix Arlaño, MD, Vice President, Head of Biological Clinical Safety and Pharmacovigilance of GlaxoSmithKline.
[00:56:16.497 --> 00:56:18.477]  They're keeping all the records, okay?
[00:56:18.777 --> 00:56:20.178]  They know it causes autism.
[00:56:20.858 --> 00:56:21.458]  They know it.
[00:56:22.219 --> 00:56:23.239]  But they don't want you to know it.
[00:56:24.400 --> 00:56:33.630]  So they have these congressional hearings where they get doctors up here that are most likely, when they get out of the CDC, are going to go get jobs working for these vaccine companies.
[00:56:33.690 --> 00:56:34.871]  And they're going to keep pushing them.
[00:56:35.092 --> 00:56:36.753]  They're going to keep making more lists of it.
[00:56:37.474 --> 00:56:44.222]  And I didn't even talk about all the other adverse events, like the epilepsy and the encephalophy, whatever that is, encephalophy.
[00:56:45.236 --> 00:56:51.181]  I can't even say all these words, but that's where your head, you're having tremors and your head expands and it starts to swell.
[00:56:51.621 --> 00:56:54.684]  I mean, it's horrible, the things that these vaccines cause.
[00:56:55.064 --> 00:57:04.152]  Yeah, we gotta put up with all these damn cartoons and these reports that come out and all this fake news that vaccines are good for you and that we have to have them.
[00:57:04.252 --> 00:57:13.860]  It's a total bunch of BS and really pissing me off, but not as much, well actually that does piss me off more than this, but now we're gonna expose the biggest polluter on the planet.
[00:57:14.605 --> 00:57:14.925]  All right.
[00:57:15.506 --> 00:57:20.610]  This is a corporation that's been in existence for a very, very, very, very long time.
[00:57:21.943 --> 00:57:27.706]  Now, they've been caught in Chile, and they've had to evacuate a couple of towns in Chile.
[00:57:27.726 --> 00:57:29.286]  I'm going to give you the name of these towns.
[00:57:29.666 --> 00:57:34.529]  The town of Ensenada and the nearby city of Puerto Montt, gateway to the popular Patagonia region.
[00:57:34.869 --> 00:57:42.972]  They've been blanketed with the ash accumulation coming out of the giant smokestack of the giant world polluter.
[00:57:43.272 --> 00:57:45.033]  That's the biggest polluter of all time.
[00:57:45.533 --> 00:57:50.516]  And I'm going to go over just some of the things that this polluter pollutes, one of which is sulfur dioxide.
[00:57:51.656 --> 00:57:52.797]  Hydrogen sulfide?
[00:57:52.817 --> 00:58:00.481]  Well, you know, the USGS also puts that carbon dioxide is one of their pollutants, but, you know, we know plants breathe that.
[00:58:01.801 --> 00:58:02.582]  They're claiming it is.
[00:58:02.862 --> 00:58:04.103]  Hydrogen chloride?
[00:58:04.863 --> 00:58:06.364]  Hydrogen fluoride?
[00:58:07.873 --> 00:58:10.596]  And a bunch of secondary gas emissions.
[00:58:11.097 --> 00:58:11.718]  And who is this?
[00:58:12.018 --> 00:58:12.358]  Who is this?
[00:58:12.959 --> 00:58:13.680]  It's a volcano.
[00:58:14.261 --> 00:58:15.802]  Yeah, there's a volcano in Chile.
[00:58:16.323 --> 00:58:17.885]  It's the Calbuco volcano.
[00:58:17.945 --> 00:58:19.266]  It's now erupting in Chile.
[00:58:19.587 --> 00:58:22.851]  There's some amazing time-lapse footage and amazing photos of this.
[00:58:22.891 --> 00:58:23.972]  You can see the lightning.
[00:58:23.992 --> 00:58:26.315]  Scroll down and show them the lightning coming out of this volcano.
[00:58:27.031 --> 00:58:27.351]  Okay.
[00:58:28.052 --> 00:58:32.255]  That's how much ash and how much it is changing the atmosphere.
[00:58:32.275 --> 00:58:34.157]  I mean, that is amazing stuff.
[00:58:34.177 --> 00:58:36.459]  That is mother nature at its finest.
[00:58:36.739 --> 00:58:45.306]  But I don't know why Al Gore isn't down there with a giant cork, along with the EPA and all the other greenies out there trying to stop this volcano from erupting.
[00:58:45.346 --> 00:58:48.469]  I mean, we can't let the earth pollute the earth.
[00:58:48.589 --> 00:58:49.890]  We just can't let that happen.
[00:58:50.470 --> 00:58:51.771]  We have to put a stop to it.
[00:58:52.232 --> 00:58:53.913]  Because we're Americans, dammit.
[00:58:54.354 --> 00:58:55.455]  We have to stop this stuff.
[00:58:56.075 --> 00:58:58.679]  We can't just be putting sulfur dioxide on the atmosphere.
[00:58:58.699 --> 00:59:00.462]  That's bad for our planet.
[00:59:01.103 --> 00:59:01.384]  Right?
[00:59:03.066 --> 00:59:08.469]  I just had to put a little lightning on the end of this news day, especially with this vaccine information.
[00:59:08.509 --> 00:59:14.093]  I mean, it really does get on my nerves with the amount of vaccine propaganda we have to put up with.
[00:59:14.393 --> 00:59:23.779]  Now we've got the law in California that looks like it's going to pass where they're going to try to put those mandatory forced vaccinations into the arms of all the little kids out there.
[00:59:23.899 --> 00:59:29.583]  And it's just, it's disgusting that we have signed documents that this stuff causes autism amongst other things.
[00:59:29.623 --> 00:59:31.264]  And they just put it out there like it's no big deal.
[00:59:32.778 --> 00:59:40.301]  Well, we're going to end the news now, and then we're going to come back and actually play a report from David Knight, who went to a car show this weekend, because there's another way they're going to attack us.
[00:59:40.341 --> 00:59:44.842]  They're going to not let us work on our cars, and eventually not let us drive our cars.
[00:59:45.583 --> 00:59:47.823]  So he had a man on the street report of that.
[00:59:47.863 --> 00:59:53.585]  This is the InfoWars Nightly News, and the way you support us is by becoming members of PrisonPlanet.tv.
[00:59:53.625 --> 00:59:55.906]  It's your membership that you can share with up to 20 people.
[00:59:55.926 --> 01:00:00.728]  Y'all could all be watching at the same time from your house, from your computer, on your smartphone, wherever you're at.
[01:00:01.408 --> 01:00:05.089]  It's only $5.95 a month and it helps fund everything you see here.
[01:00:05.109 --> 01:00:10.151]  We're actually working on a new addition, an upgrade to the old Nightly News Studio.
[01:00:10.171 --> 01:00:14.553]  We're going to be upgrading that and bringing that back in to the pipeline so we can do more shows.
[01:00:14.673 --> 01:00:16.674]  We could have two or three shows going out of here a day.
[01:00:17.904 --> 01:00:19.906]  Instead of just the Alex Jones Show and then the Nightly News.
[01:00:19.926 --> 01:00:21.226]  We're going to have more reports.
[01:00:21.246 --> 01:00:24.149]  We're just going to start pumping out information because the time is now.
[01:00:24.749 --> 01:00:25.550]  What are you doing?
[01:00:25.950 --> 01:00:29.513]  If you can't actually get out and fight the InfoWar, help us out monetarily.
[01:00:29.553 --> 01:00:30.273]  It really does help.
[01:00:30.493 --> 01:00:31.114]  Appreciate it.
[01:00:31.134 --> 01:00:33.796]  This is Rob Due for InfoWars Nightly News signing off.
[01:00:33.836 --> 01:00:34.456]  We'll see you tomorrow.
[01:00:34.496 --> 01:00:40.400]  Hey, tomorrow is Tax Freedom Day, so everything that you've worked for up until tomorrow,
[01:00:41.201 --> 01:00:42.906]  You can actually start saving after that.
[01:00:42.926 --> 01:00:43.467]  It's your money.
[01:00:43.487 --> 01:00:45.693]  But until then, it all goes to the Federal Reserve.
[01:00:45.733 --> 01:00:46.957]  Private run for profit.
[01:00:46.997 --> 01:00:47.358]  That's it.
[01:00:47.378 --> 01:00:47.859]  It's all ours.
[01:00:47.879 --> 01:00:48.441]  It's all we got.
[01:00:48.461 --> 01:00:48.982]  See you later.
[01:00:49.002 --> 01:00:49.163]  Bye.
[01:00:54.878 --> 01:01:01.820]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:01:02.080 --> 01:01:11.483]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:01:11.803 --> 01:01:22.887]  When it comes to you and your family's health, InfoWarsLife.com is very excited to announce our biggest run yet of silver bullet colloidal silver, exclusively available at InfoWarsLife.com.
[01:01:23.527 --> 01:01:30.410]  Now, Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:01:30.650 --> 01:01:40.434]  Now, more than ever, it's important to stock up on high-quality silver bullet from Infowarslife.com and to help others during Christmas by teaching them about the powerful benefits of silver.
[01:01:40.714 --> 01:01:45.056]  Secure your silver bullet today at Infowarslife.com or by calling toll-free 888-253-3139.
[01:01:56.220 --> 01:01:58.501]  We're here at the Lone Star Roundup in Austin, Texas.
[01:01:59.121 --> 01:02:01.002]  This is their 14th year here.
[01:02:01.022 --> 01:02:04.323]  It's one of the biggest and best classic car shows in the country.
[01:02:04.903 --> 01:02:07.624]  All the cars here are 1963 or older.
[01:02:07.664 --> 01:02:09.745]  That means that they're at least 52 years old.
[01:02:09.765 --> 01:02:18.648]  You're going to see a lot of different changes here, but it's also a reflection of America's love of the car, the car culture, and what it brings to us, independence and freedom.
[01:02:18.668 --> 01:02:25.610]  So we're going to talk to some of the people here and see what they think about the near future, where drivers are banned from the highway.
[01:02:26.127 --> 01:02:30.349]  Driving a car, there's just something about driving a classic car with the windows down.
[01:02:31.389 --> 01:02:33.610]  Don't even have to have the radio on, you can hear the motor.
[01:02:33.890 --> 01:02:34.530]  You can't beat it.
[01:02:35.150 --> 01:02:38.652]  I'd get rid of them, my wife almost, before I'd get rid of some of my cars.
[01:02:40.203 --> 01:02:45.107]  It's an original 1964 Don, uh, Woody Gilmore Car out of California.
[01:02:45.367 --> 01:02:52.093]  From this little on, I've been, you know, taking motors apart, taking Volkswagen apart when I was like 8 years old, you know?
[01:02:52.553 --> 01:02:55.216]  So, it, you know, it's just almost a lifestyle.
[01:02:55.256 --> 01:02:57.197]  You just, I wouldn't know what to do without cars.
[01:02:57.317 --> 01:03:01.281]  I've been messing with them ever since I was 14 years old.
[01:03:01.707 --> 01:03:04.729]  The only thing that's not original is the motor and the body.
[01:03:05.029 --> 01:03:09.251]  But it is an original 1963 Top Fuel car.
[01:03:09.311 --> 01:03:10.072]  That's a beautiful car.
[01:03:10.432 --> 01:03:12.013]  Well, it's Tweety Bird.
[01:03:12.133 --> 01:03:13.373]  It was gone for 50 years.
[01:03:14.174 --> 01:03:16.855]  And he sold it to pay for his first child being born in 1962.
[01:03:18.656 --> 01:03:25.379]  And we were at a swap meet, and a guy answered his cell phone and says, we need to move the Model A out of the garage in Tweedy.
[01:03:25.940 --> 01:03:26.780]  And I go, oh my gosh.
[01:03:26.800 --> 01:03:30.622]  So I tapped him on the shoulder and I said, Tweedy doesn't happen to be a yellow 32, does it?
[01:03:30.722 --> 01:03:31.803]  And he goes, yes.
[01:03:32.083 --> 01:03:33.724]  The guy says, I own your car.
[01:03:34.144 --> 01:03:34.784]  You ever seen this?
[01:03:34.844 --> 01:03:36.045]  Google self-driving car.
[01:03:36.405 --> 01:03:36.605]  Yeah.
[01:03:36.885 --> 01:03:38.146]  No steering wheel, no brakes.
[01:03:38.346 --> 01:03:39.526]  Would you want to ride in that car?
[01:03:39.747 --> 01:03:39.967]  No.
[01:03:40.187 --> 01:03:42.108]  I've got to have some control over what I'm in.
[01:03:43.291 --> 01:03:45.132]  Google self-driving car?
[01:03:45.412 --> 01:03:47.033]  No steering wheel, no brakes.
[01:03:47.073 --> 01:03:47.814]  That's scary.
[01:03:48.014 --> 01:03:55.018]  I spent 33 years in the United States Air Force, so, you know, I'm familiar with all navigation systems.
[01:03:55.518 --> 01:03:59.460]  I've been in places with GBS that took me in the wrong direction.
[01:03:59.620 --> 01:04:05.924]  How's that computer going to react when a deer jumps out in front of you, or something falls out of the sky and you can see it coming down?
[01:04:06.304 --> 01:04:07.385]  Maybe it's out of its range.
[01:04:07.685 --> 01:04:10.667]  Have you seen the Google car that has no steering wheel and no brakes?
[01:04:11.238 --> 01:04:13.239]  Yeah, I looked this up last week actually.
[01:04:13.759 --> 01:04:15.379]  How would you feel to get in a car like that?
[01:04:16.780 --> 01:04:20.301]  I don't know, I guess I wouldn't really... I wouldn't feel comfortable at all.
[01:04:20.681 --> 01:04:23.602]  What do you think about autonomous driving cars?
[01:04:23.962 --> 01:04:26.843]  Cars where you don't have a steering wheel or brakes.
[01:04:27.023 --> 01:04:29.344]  They're talking about using that extensively.
[01:04:29.949 --> 01:04:34.930]  I think I may see it when I'm an old man, maybe, but... I still think humans are going to be driving on it.
[01:04:34.970 --> 01:04:39.231]  Humans are going to be in control of it for, I know, the rest of my life now.
[01:04:39.571 --> 01:04:43.912]  Do you think that they will ban driving eventually on the road?
[01:04:44.892 --> 01:04:51.293]  I wouldn't be surprised if eventually, but I don't see it anytime soon in our lifetime, or at least not as long as I'm driving.
[01:04:51.333 --> 01:04:54.273]  Hopefully it's after my lifetime or our lifetime.
[01:04:54.613 --> 01:04:57.274]  But my personal opinion, I don't see it happening anytime soon.
[01:04:57.776 --> 01:05:02.217]  Ford, I think, has just put out a thing that will keep you from speeding.
[01:05:02.397 --> 01:05:05.738]  So it'll basically break your car if you go above the speed limit.
[01:05:05.778 --> 01:05:06.478]  It'll slow you down.
[01:05:08.499 --> 01:05:10.340]  I don't like it, but I don't drive Fords either.
[01:05:10.500 --> 01:05:11.960]  Autonomous driving cars.
[01:05:11.980 --> 01:05:16.581]  The government tracking every mile that we drive and taxing us on every mile that we drive.
[01:05:16.621 --> 01:05:17.362]  How do you feel about that?
[01:05:17.822 --> 01:05:18.802]  I do not like it.
[01:05:19.264 --> 01:05:22.007]  Okay, they're charging everywhere it's turning into a toll road, right?
[01:05:22.388 --> 01:05:23.730]  And they got the EZ tag.
[01:05:23.910 --> 01:05:32.220]  How long is it going to be before they go, okay, you went through toll number three at this time and you went through toll number four at this time.
[01:05:32.581 --> 01:05:36.526]  Well, you went 90 miles an hour from here to there and they're going to send you a ticket in the mail.
[01:05:36.826 --> 01:05:42.234]  They're putting black boxes in all of the new cars and probably retrofitted back to any of the cars that are on the street.
[01:05:43.175 --> 01:05:46.300]  That's going to measure how fast you accelerate, how fast you corner.
[01:05:46.320 --> 01:05:48.864]  They're going to give that information to the insurance companies.
[01:05:48.884 --> 01:05:49.665]  What do you think about that?
[01:05:49.825 --> 01:05:50.346]  And the government.
[01:05:51.344 --> 01:05:52.744]  Uh, I don't like that.
[01:05:53.565 --> 01:05:54.865]  I'm glad I don't have one on my car.
[01:05:55.105 --> 01:05:56.605]  The human factor needs to be there.
[01:05:57.125 --> 01:05:59.186]  You can't have everything computerized.
[01:05:59.226 --> 01:06:06.828]  The CEO of Uber has said that once they get self-driving cars, once they get autonomous driving cars, car ownership will go away.
[01:06:06.868 --> 01:06:07.468]  That's their goal.
[01:06:07.488 --> 01:06:08.288]  What do you think about that?
[01:06:09.208 --> 01:06:11.169]  They're gonna have a hard time with that, I think.
[01:06:11.409 --> 01:06:19.611]  I mean, people, I think a lot of people are getting fed up with the infringement on our freedoms, with the spying and all this kind of stuff, you know?
[01:06:19.991 --> 01:06:20.271]  It's like,
[01:06:21.516 --> 01:06:28.579]  Why are you spying on us, listening to my phone call and all that, and you're going to tell me I can't drive my car and I'm not going to have the freedom to go where I want to go?
[01:06:28.599 --> 01:06:29.639]  No way!
[01:06:30.360 --> 01:06:31.320]  It'll be a fight then.
[01:06:31.860 --> 01:06:33.841]  Well, I've talked to a lot of people here at the Lone Star Roundup.
[01:06:34.421 --> 01:06:38.643]  Everybody believes that there's a future where we're not going to be able to drive cars.
[01:06:38.723 --> 01:06:41.384]  Everybody believes that the future is going to have less freedom.
[01:06:42.085 --> 01:06:45.626]  Nobody believes that it's going to happen in the next five to ten years.
[01:06:46.446 --> 01:06:49.548]  Even the young people don't think that it'll happen within their lifetime.
[01:06:50.267 --> 01:06:56.477]  We have to wake up to how rapidly things are changing and understand that unless we take steps, it will happen.
[01:06:56.957 --> 01:06:59.441]  And it will happen sooner than anybody thinks.
[01:06:59.501 --> 01:07:01.685]  For InfoWars Nightly News, I'm David Knight.
[01:07:14.676 --> 01:07:18.624]  You are watching the InfoWars Nightly News, which airs 7 p.m.
[01:07:18.664 --> 01:07:21.129]  Central at InfoWarsNews.com.
[01:07:21.249 --> 01:07:24.756]  And your support is helping us defend liberty worldwide.
