[00:00:00.009 --> 00:00:10.453]  Another world.
[00:47:25.022 --> 00:47:27.422]  The Empire is on the run.
[00:47:28.202 --> 00:47:31.943]  Alex Jones and the GCN Radio Network.
[00:47:32.163 --> 00:47:33.284]  And who is the Empire?
[00:47:33.784 --> 00:47:46.647]  It's anti-free market, central banks of the world owned by a handful of families that are seeking to bring in a tyrannical, anti-human world government to bring in neo-feudalism for us, advanced technology, life extension for them.
[00:47:47.248 --> 00:47:48.468]  A breakaway civilization.
[00:47:49.554 --> 00:47:55.118]  Now I want to open the phones up and while we take calls I'm going to intersperse it with three baby parents.
[00:47:56.158 --> 00:47:57.898]  Could risk the future of the human race.
[00:47:58.659 --> 00:48:01.379]  Fukushima nuclear leak detected at Fukushima plant.
[00:48:01.559 --> 00:48:03.740]  That's AP, Reuters, you name it.
[00:48:04.740 --> 00:48:12.602]  Next hour, the illegals are literally given a free lunch and free welfare, and they have welcoming parties at the Palmer Events Center tomorrow.
[00:48:12.622 --> 00:48:14.282]  And the next day, we're going to send a crew down there.
[00:48:14.302 --> 00:48:16.143]  Watch, they're probably trying to not let us in.
[00:48:16.183 --> 00:48:18.223]  It's free to the public, but they mean the illegals.
[00:48:18.884 --> 00:48:20.364]  I'm telling you, I'm predicting that right now.
[00:48:21.404 --> 00:48:24.165]  And then we're also going to get into the latest on Ukraine.
[00:48:26.078 --> 00:48:26.820]  And a lot more.
[00:48:26.860 --> 00:48:30.388]  But before I do that, here's a toll-free number.
[00:48:30.488 --> 00:48:34.277]  I'd like to hear specifically from active duty or former military.
[00:48:36.940 --> 00:48:38.441]  Or anyone that's ever disagreed with us.
[00:48:38.541 --> 00:48:56.968]  I mean, I don't want to say the military and police so much do, because they are more awake than most of the public, but if you agree or disagree, I mean, did we not predict all this would happen, and then the ISIS people were going to attack malls and schools and things, and then it won't be, hey, don't bring them here in record levels, stop all the illegal immigration and legal at this level.
[00:48:57.348 --> 00:49:03.591]  It'll just be, hey, let's take everybody's freedom, and they just had a summit last week saying it's not about radical Islam, it's about conservatives.
[00:49:03.991 --> 00:49:05.692]  This whole police state is for us.
[00:49:08.280 --> 00:49:09.220]  I want to hear from you.
[00:49:09.360 --> 00:49:10.521]  What should be done about this?
[00:49:10.581 --> 00:49:18.163]  How do you articulate this to a public that doesn't know regions of the world, doesn't know countries, doesn't know their own capital, doesn't know the three branches of government?
[00:49:18.703 --> 00:49:22.584]  How do you explain to them that Wesley Clark's telling the truth, but only to one level?
[00:49:23.744 --> 00:49:33.207]  He comes out and says basically Israel and Turkey and Saudi Arabia are funding the Wahhabist, funding the new caliphate, as he said.
[00:49:35.458 --> 00:49:41.183]  How do you explain to them, yeah, but it isn't like they got out of control and now the U.S.
[00:49:41.203 --> 00:49:41.884]  has got to fight them.
[00:49:42.184 --> 00:49:42.945]  The U.S.
[00:49:43.125 --> 00:49:55.716]  and Google was involved four years ago before the Arab Spring and NATO, hijacking revolutions to overthrow corrupt governments and making sure that radical Saudi Arabian-backed groups took over.
[00:49:56.917 --> 00:50:02.382]  Our government backed trying to overthrow the government in Egypt to put in Wahhabis.
[00:50:04.798 --> 00:50:06.640]  And the Egyptian military countered and threw him out.
[00:50:06.980 --> 00:50:08.481]  And again, I'm not lionizing them.
[00:50:08.541 --> 00:50:10.583]  I'm not saying they're saints, but compared to Al-Qaeda, they are.
[00:50:11.684 --> 00:50:15.948]  They stopped the blowing up of churches and mutilating of women sexually.
[00:50:17.349 --> 00:50:19.371]  Our government is backing radical Islam.
[00:50:19.651 --> 00:50:20.171]  Period!
[00:50:20.252 --> 00:50:21.573]  And it's bigger than Obama.
[00:50:22.493 --> 00:50:24.135]  It's about a clash of civilizations.
[00:50:25.736 --> 00:50:30.100]  And apologists like Giuliani are saying, oh, Obama's against Netanyahu.
[00:50:30.220 --> 00:50:30.741]  No, no, no, no.
[00:50:31.653 --> 00:50:36.656]  Wesley Clark's doubling back, going, oh, it's our allies funding, but now it's gotten out of hand, we've got to stop them.
[00:50:36.936 --> 00:50:37.856]  That's a limited truth.
[00:50:38.156 --> 00:50:39.697]  This was all meant to happen.
[00:50:40.057 --> 00:50:43.199]  Just as you see, now the Middle East begs the U.S.
[00:50:43.239 --> 00:50:46.380]  to come back in to, quote, counter ISIS.
[00:50:46.460 --> 00:50:49.722]  And when they're done, they'll end up attacking Syria, as they announced last week.
[00:50:49.922 --> 00:50:50.302]  The U.S.
[00:50:50.342 --> 00:50:57.246]  will allow non-radical jihadists in Iraq and Syria to call in airstrikes on the Syrian government.
[00:50:58.697 --> 00:51:05.838]  This is just our military there to honcho, organize, and quarterback the so-called Free Syrian Army.
[00:51:08.259 --> 00:51:10.239]  And they just think the public will be confused by it all.
[00:51:10.659 --> 00:51:12.019]  That's why the airstrikes aren't real.
[00:51:12.199 --> 00:51:15.640]  That's why the airdrops don't go to the Kurds but go to ISIS every time.
[00:51:15.860 --> 00:51:19.340]  And the Iraqi government has said, look, the West is running this.
[00:51:19.360 --> 00:51:23.161]  You're going to give them a new country, part of eastern Syria, part of western Iraq.
[00:51:23.421 --> 00:51:28.082]  The Iraqi government is in worldwide newspapers a month ago saying this.
[00:51:32.383 --> 00:51:42.828]  Remember four months ago, General Dempsey, the Chairman of the Joint Chiefs, was in there and Senator Graham was on the Armed Services Committee and was like, now you tell everybody that Saudi Arabia is not involved with ISIS, right?
[00:51:42.848 --> 00:51:43.869]  And he goes, well of course they are.
[00:51:44.829 --> 00:51:45.690]  They started it and run it.
[00:51:47.253 --> 00:51:49.154]  And Graham just freaked out and turned red.
[00:51:49.174 --> 00:51:51.834]  Let me tell you, there's a major shift in the government.
[00:51:52.134 --> 00:51:54.055]  The military doesn't want to be part of this.
[00:51:54.915 --> 00:51:57.216]  They don't want to openly back Al Qaeda to do this.
[00:51:57.416 --> 00:51:59.416]  They don't want to be head bald in martial law.
[00:51:59.756 --> 00:52:05.598]  You know the military, this is in Stars and Stripes, this is in the Army Times, after we covered it a decade ago.
[00:52:06.724 --> 00:52:08.125]  But it's in the news all the time.
[00:52:08.385 --> 00:52:13.570]  They're training to cordon cities, to take guns, and to basically round up libertarians and conservatives.
[00:52:13.990 --> 00:52:15.691]  What do you think that did to the military?
[00:52:15.791 --> 00:52:17.213]  It totally freaked them out.
[00:52:17.253 --> 00:52:18.674]  They went, whoa, it's all true.
[00:52:18.974 --> 00:52:20.996]  They had a come-to-Jesus moment two years ago.
[00:52:21.196 --> 00:52:22.757]  The whole military basically woke up.
[00:52:22.977 --> 00:52:24.899]  The New World Order is in deep doo-doo.
[00:52:25.219 --> 00:52:27.881]  They're one inch from an Operation Valkyrie getting run on them.
[00:52:28.782 --> 00:52:32.905]  The difference is, there's not one Führer, Adolf Hitler, that could be taken out.
[00:52:33.185 --> 00:52:35.948]  There's a whole corrupt, globalist, Federal Reserve,
[00:52:37.932 --> 00:52:40.173]  Port-a-potty full of just nasties.
[00:52:40.693 --> 00:52:42.353]  There isn't one we gotta deal with here.
[00:52:43.214 --> 00:52:49.056]  It's an idea we gotta deal with, we gotta discredit the system, not have violence, up the info war, we're gonna win.
[00:52:50.196 --> 00:52:54.537]  I mean, you understand, ladies and gentlemen, incredible things are happening right now.
[00:52:55.098 --> 00:52:56.358]  The border is wide open.
[00:52:57.018 --> 00:53:02.280]  Millions are coming across every few months, they're being instantly legalized outside of law by fiat.
[00:53:04.352 --> 00:53:08.213]  CBS News announced the illegals are above the law for felonies and get away with anything they want.
[00:53:08.473 --> 00:53:11.274]  I mean, I knew this years ago, you knew this, but it's now in the news.
[00:53:14.715 --> 00:53:17.176]  Federal courts said you can't just legalize all the illegals.
[00:53:17.236 --> 00:53:18.496]  Obama said, I'm going to ignore that.
[00:53:18.936 --> 00:53:21.357]  I mean, that was two days ago, on Friday.
[00:53:22.877 --> 00:53:25.158]  I mean, we're living in insane times here.
[00:53:26.693 --> 00:53:32.517]  And the good news is the criminal takeover of America and the rest of the world is so over the top and is hurting prosperity.
[00:53:32.537 --> 00:53:35.579]  It'd be one thing if it was a corrupt takeover that created more prosperity.
[00:53:36.760 --> 00:53:39.962]  People would kind of not like it, but they'd halfway go along with it.
[00:53:40.162 --> 00:53:41.303]  And I'm not saying that'd be okay.
[00:53:42.116 --> 00:53:50.379]  No, this is really people that really want to fundamentally break our country for political will to make everybody basically poor so a tiny elite can control us.
[00:53:50.699 --> 00:53:54.060]  Well, most people working for the establishment don't want to live in a poor country.
[00:53:54.360 --> 00:53:55.540]  They want to live in prosperity.
[00:53:55.580 --> 00:53:57.261]  They want to live in freedom.
[00:53:57.461 --> 00:54:00.902]  Okay, so people are now getting down to the end of the line here.
[00:54:01.602 --> 00:54:05.343]  And there's a major, major, major awakening happening.
[00:54:05.663 --> 00:54:06.724]  So here's the toll-free number.
[00:54:06.744 --> 00:54:06.864]  877-789-ALEX.
[00:54:06.884 --> 00:54:06.924]  877-789-2539.
[00:54:06.944 --> 00:54:08.564]  The Sunday number is different than the weekday number.
[00:54:08.584 --> 00:54:09.964]  877-789-ALEX or 877-789-2539.
[00:54:10.004 --> 00:54:12.925]  And we will open the phones up to take your calls on these subjects.
[00:54:12.965 --> 00:54:13.826]  But just to take one little story.
[00:54:13.906 --> 00:54:15.206]  It's not even that important.
[00:54:30.513 --> 00:54:33.635]  But it's important as a piece of propaganda to decipher how they work.
[00:54:35.016 --> 00:54:51.124]  I get up this morning, and I see this headline, prepare for full-scale war, flagrant aggression, Damascus, that's the capital of Syria, livid after Turkey's incursion on Assyrian soil.
[00:54:53.005 --> 00:54:55.507]  And they go into threatening that they were going to attack them, this is RT.
[00:54:58.806 --> 00:55:00.007]  And said it was an act of war.
[00:55:00.447 --> 00:55:02.008]  Turkey's already been shelling them for years.
[00:55:02.028 --> 00:55:04.890]  She's got training bases for Al-Qaeda and ISIS to come in.
[00:55:04.910 --> 00:55:06.551]  They're hitting them from all different angles.
[00:55:06.951 --> 00:55:14.536]  Israel in the south, out of Lebanon, out of the Golans, out of Iraq, trained, are on military training, and that's what made the military wake up.
[00:55:14.896 --> 00:55:15.857]  Turkey's attacking.
[00:55:17.358 --> 00:55:18.659]  They're hitting from all sides.
[00:55:18.699 --> 00:55:20.100]  The Russians are coming in out of the north.
[00:55:20.865 --> 00:55:21.525]  To try to defend.
[00:55:21.585 --> 00:55:24.966]  Again, I'm not lionizing them, but they're the ones fighting radical Islam on every angle.
[00:55:25.226 --> 00:55:26.846]  And they're being attacked for it, as you notice.
[00:55:27.807 --> 00:55:31.207]  Well, Turkish soldiers evacuate tomb in Syria.
[00:55:31.428 --> 00:55:34.428]  Their excuse was, we came in to guard a tomb.
[00:55:34.448 --> 00:55:37.849]  When you see the CNN video, if you're a radio listener, just go to CNN, you can see it.
[00:55:38.109 --> 00:55:43.270]  But for TV viewers at PrisonPlanet.tv or Infowars.com forward slash show, you can see it.
[00:55:43.590 --> 00:55:47.531]  It shows scores of tanks, troops, helicopters, highways taken over.
[00:55:47.812 --> 00:55:49.572]  A full invasion by Turkey!
[00:55:51.109 --> 00:56:06.646]  And CNN, who's been caught getting money from the Turkish government before, look it up, I've had the reporters on about it, who've left, any award winners who've exposed it, that and other countries who've been caught paying them off, are like, oh, they just came to guard a tomb and now they're leaving because of an ISIS threat.
[00:56:07.186 --> 00:56:08.508]  They're behind ISIS!
[00:56:08.528 --> 00:56:09.609]  They're backing ISIS!
[00:56:09.649 --> 00:56:11.391]  So, it's lies at every level.
[00:56:11.431 --> 00:56:12.072]  Let's play the clip.
[00:56:12.912 --> 00:56:13.373]  The mission?
[00:56:13.995 --> 00:56:20.611]  To evacuate and relocate the tomb of Suleiman Shah, the grandfather of the first Ottoman Sultan.
[00:56:21.499 --> 00:56:25.521]  The shrine is located in a Turkish enclave inside Syria.
[00:56:26.121 --> 00:56:31.903]  Turkish special forces were dispatched last March to protect it from ISIS militants who surrounded it.
[00:56:31.923 --> 00:56:32.424]  Hit pause.
[00:56:32.464 --> 00:56:32.744]  Hit pause.
[00:56:33.564 --> 00:56:41.027]  They've been shelling for up to four years on record out of there against the Syrian forces to pump al-Qaeda and ISIS jihads in.
[00:56:41.367 --> 00:56:42.368]  I mean, that's on record.
[00:56:42.408 --> 00:56:44.709]  Turkey's quarterbacking the actual military invasion.
[00:56:45.009 --> 00:56:47.312]  Now they're there to fight him!
[00:56:47.693 --> 00:56:51.979]  I mean, this is how pathetic we are in this country, to be shoveled loads of crap like this.
[00:56:52.340 --> 00:56:57.307]  It's worse than Obama saying 2 plus 2 equals 5, or that raising the debt limit doesn't raise the debt limit.
[00:56:57.327 --> 00:56:58.028]  Let's go back to it.
[00:56:59.076 --> 00:57:11.187]  Late Saturday, another group of Turkish soldiers entered Syria and travelled through the Kurdish-controlled town of Kobani to recover everything inside the tomb and evacuate the besieged forces.
[00:57:12.148 --> 00:57:19.435]  All the while, another Turkish unit prepared a new site by raising the Turkish flag at the Eshmet village.
[00:57:20.696 --> 00:57:27.158]  Unbelievable.
[00:57:27.178 --> 00:57:29.699]  So I wonder if Germany will invade.
[00:57:29.719 --> 00:57:31.459]  I was claiming they're protecting some tomb.
[00:57:32.480 --> 00:57:35.000]  I mean, it's just what they feed people.
[00:57:35.301 --> 00:57:37.101]  When you're informed, you watch CNN.
[00:57:37.581 --> 00:57:39.642]  It's incredibly entertaining, but it's sick.
[00:57:40.836 --> 00:57:42.417]  And then MSNBC's even worse.
[00:57:42.477 --> 00:57:45.318]  I mean, these people are just preying on the American public.
[00:57:45.918 --> 00:57:47.599]  Alright, your phone calls are coming up.
[00:57:47.999 --> 00:57:49.500]  Second hour, jam-packed.
[00:57:49.520 --> 00:57:51.701]  We haven't even scratched the tip of the iceberg.
[00:57:52.041 --> 00:57:55.122]  I'm Alex Jones, InfoWars.com.
[00:57:55.243 --> 00:57:56.603]  You are the resistance, folks.
[00:57:56.883 --> 00:57:58.304]  You are the hope, and we're gaining ground.
[00:58:00.168 --> 00:58:03.669]  The government's Department of Homeland Security is buying up loads of ammo.
[00:58:03.810 --> 00:58:07.771]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:58:08.091 --> 00:58:09.552]  Can you put two and two together?
[00:58:09.872 --> 00:58:17.455]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:58:17.735 --> 00:58:18.576]  But for how long?
[00:58:18.876 --> 00:58:25.139]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:58:25.519 --> 00:58:28.320]  Infidel Body Armor just won't quit.
[00:58:29.744 --> 00:58:32.946]  When cells become toxic, they die early and aging sets in.
[00:58:33.246 --> 00:58:41.290]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:58:41.490 --> 00:58:46.533]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:58:46.913 --> 00:58:49.214]  You want the best that's out there at the lowest price anywhere?
[00:58:49.454 --> 00:58:51.235]  We now have the synergistic solution.
[00:58:51.555 --> 00:58:55.738]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:58:59.642 --> 00:59:02.706]  The month of February is all about Valentine's Day.
[00:59:03.026 --> 00:59:06.290]  Big heart-shaped boxes filled with delicious candy.
[00:59:06.531 --> 00:59:12.538]  What if we, the patriots, hijacked Valentine's Day and instead made it about human liberty and individual empowerment?
[00:59:12.618 --> 00:59:13.800]  I'm all about human potential.
[00:59:14.000 --> 00:59:16.143]  I'm all about the individual being empowered.
[00:59:16.223 --> 00:59:17.704]  The establishment is the opposite.
[00:59:17.724 --> 00:59:22.306]  That's why they spike our water with fluoride and GMO, estrogen mimickers, and the rest of the garbage.
[00:59:22.586 --> 00:59:26.948]  InfoWars is striking back in the month of February with Human Empowerment Month.
[00:59:27.168 --> 00:59:29.509]  How we can come together and win the human race.
[00:59:29.809 --> 00:59:32.010]  And to celebrate the kickoff of Human Empowerment Month.
[00:59:32.150 --> 00:59:37.673]  We're slashing prices on InfoWarsLife.com products like Super Male and Super Female Vitality.
[00:59:37.853 --> 00:59:44.297]  The sale is only running for the month, 20% off, and there's a lot of other powerful specials at InfoWarsLife.com.
[00:59:44.637 --> 00:59:49.340]  InfoWarsLife.com, celebrating human potential in the month of February.
[00:59:49.440 --> 00:59:53.723]  Visit InfoWarsLife.com to find this special and many others in the month of February.
[00:59:53.943 --> 00:59:56.244]  Again, InfoWarsLife.com or 888-253-3139.
[01:00:01.972 --> 01:00:04.674]  You're listening to the Alex Jones Show.
[01:00:11.599 --> 01:00:17.624]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:18.224 --> 01:00:21.226]  It's Alex Jones and the GCN Radio Network.
[01:00:21.266 --> 01:00:22.527]  Let me boil it down real simple.
[01:00:22.788 --> 01:00:23.668]  It's the bottom line.
[01:00:24.069 --> 01:00:30.533]  Globalist interests have made a deal with Saudi Arabia to turn over most of the Middle East and part of Africa to them, and part of Asia.
[01:00:31.554 --> 01:00:40.346]  If they will, in turn, attack certain sites in Russia and the United States and Europe so that they can destabilize Russia and then take American and European liberties.
[01:00:40.606 --> 01:00:41.788]  It's a very simple equation.
[01:00:43.912 --> 01:00:48.853]  Uh, and continue to invest the money that the Saudi Arabians make off their sweet crude.
[01:00:49.654 --> 01:00:52.934]  See, it's not just the Saudi Arabians have a bunch of oil that's right under the sand.
[01:00:53.014 --> 01:00:55.835]  It's that it's almost gasoline when it comes out of the ground.
[01:00:55.875 --> 01:00:56.936]  That's what sweet means.
[01:00:57.596 --> 01:00:59.176]  I know most of you know that, but other folks don't.
[01:00:59.196 --> 01:01:01.337]  They're like, why don't we just get oil somewhere else?
[01:01:01.397 --> 01:01:05.718]  Well, it costs them maybe $10 a barrel to get it out of the ground.
[01:01:07.515 --> 01:01:13.517]  And it cost $100 out of Venezuela, about $50 out of Texas, about $75 out of most areas in Canada.
[01:01:14.897 --> 01:01:15.777]  So, do the math.
[01:01:17.178 --> 01:01:27.940]  Saudi Arabia, set up by British intelligence to get the oil, Standard Oil was involved, has been trying for over 100 years to stop Iran from selling its oil.
[01:01:28.001 --> 01:01:29.021]  It's got some sweet crude.
[01:01:30.037 --> 01:01:31.320]  So it's the same story over and over again.
[01:01:31.340 --> 01:01:33.163]  We got Robert, Robert, Elijah, George.
[01:01:33.504 --> 01:01:35.788]  When we get back in the next segment, I'm going to open the phones up to everybody.
[01:01:35.808 --> 01:01:38.774]  I mean, I specifically, though, want to get all the listeners take.
[01:01:40.111 --> 01:01:44.273]  On our government openly radicalizing Islam, and now they're saying they're going to attack the shopping malls.
[01:01:44.813 --> 01:01:45.994]  Oh, we've got to take all your rights.
[01:01:46.354 --> 01:01:52.236]  When our own government says they're bringing in, quote, Syrian and Iraqi refugees who just so happen to be Wahhabist.
[01:01:52.996 --> 01:02:02.160]  Over and over again, they let the Wahhabists fly out of Europe and the US and England to, on major airlines, to the Middle East to then fight.
[01:02:03.461 --> 01:02:08.063]  This is an army, a group produced by the West, funded by Saudi Arabia.
[01:02:08.973 --> 01:02:11.014]  So I want everybody's take on this.
[01:02:11.034 --> 01:02:14.497]  877-789-Alex, 877-789-2539.
[01:02:15.237 --> 01:02:20.541]  Let's go ahead and go to Robert in North Dakota, veteran of the 82nd Airborne.
[01:02:20.841 --> 01:02:22.122]  Says he wants to give his take on this.
[01:02:22.162 --> 01:02:22.522]  Go ahead.
[01:02:23.763 --> 01:02:25.724]  Thank you, Alex, for taking my call, sir.
[01:02:25.924 --> 01:02:27.245]  I admire you so much.
[01:02:27.265 --> 01:02:30.547]  You are a great American for getting all this information out.
[01:02:30.967 --> 01:02:32.569]  Please give me just a couple minutes here.
[01:02:32.609 --> 01:02:34.530]  I've got some dust I want to connect with you.
[01:02:35.326 --> 01:02:44.694]  Uh, it's going to absolutely prove to your listeners, I know you already know this, but it's going to prove to your listeners that what you are speaking about is absolutely true.
[01:02:44.874 --> 01:02:46.376]  Well start, start breaking it down.
[01:02:46.396 --> 01:02:46.816]  Go ahead.
[01:02:46.896 --> 01:02:47.737]  Go ahead.
[01:02:47.817 --> 01:02:54.703]  I'm a veteran of the 82nd Airborne, and I have a lot of Special Forces friends of mine who, uh, you know, it's, it's running through the military.
[01:02:54.743 --> 01:02:56.004]  They are fed up with this.
[01:02:56.664 --> 01:02:57.645]  Now here's my point.
[01:02:58.846 --> 01:03:01.008]  What you're talking about is in the Bible.
[01:03:01.028 --> 01:03:03.310]  Uh, the One World Government
[01:03:04.141 --> 01:03:09.144]  The four blood moons and the solar eclipse of what we're going to have next month is proof of what's going on.
[01:03:09.204 --> 01:03:13.807]  In the prophecies of Daniel and in Revelation, it speaks of the end-time beast.
[01:03:14.247 --> 01:03:16.689]  And the end-time beast is always described as nations.
[01:03:17.129 --> 01:03:18.430]  In Daniel, they're separate.
[01:03:18.530 --> 01:03:27.596]  It's the bear, which is Russia, the leopard, which is Germany, the lion, which is Great Britain, and interestingly enough, in Daniel, he sees the
[01:03:28.308 --> 01:03:29.989]  A eagle coming out of the lion.
[01:03:30.089 --> 01:03:31.330]  But where did America come from?
[01:03:31.350 --> 01:03:32.390]  We came from Great Britain.
[01:03:32.790 --> 01:03:35.292]  Now in Revelation, in the last days.
[01:03:35.992 --> 01:03:38.774]  Now here's where the four blood moons and the solar eclipse comes in.
[01:03:38.874 --> 01:03:40.835]  This is no coincidence.
[01:03:42.275 --> 01:03:46.337]  In the Revelations now, the nations are combined into one.
[01:03:46.678 --> 01:03:48.939]  It's described as having the feet of the bear.
[01:03:49.339 --> 01:03:50.480]  And so on and so forth.
[01:03:50.980 --> 01:03:54.922]  And Turkey invading, getting involved here now with Syria.
[01:03:56.048 --> 01:03:59.749]  If I'm not mistaken, Turkey is ancient Gog, G-O-G.
[01:03:59.849 --> 01:04:01.970]  Yeah, it says Gog and Magog.
[01:04:02.150 --> 01:04:02.930]  Gog and Magog, yeah.
[01:04:02.950 --> 01:04:04.111]  Gog and Magog, yes.
[01:04:04.251 --> 01:04:05.771]  Gog and Magog has begun.
[01:04:06.312 --> 01:04:07.552]  This is no joke, people.
[01:04:07.672 --> 01:04:09.413]  Alex is right on the money.
[01:04:09.933 --> 01:04:16.035]  We are living in end times, and the four blood moons, which is so rare, it's only happened three times in the last 500 years.
[01:04:16.835 --> 01:04:18.836]  We're having a solar eclipse here at the 20th of November.
[01:04:18.996 --> 01:04:19.816]  I know, what's going on?
[01:04:19.836 --> 01:04:21.257]  There's eclipses all the time now.
[01:04:21.337 --> 01:04:22.277]  It's just like crazy.
[01:04:25.413 --> 01:04:43.426]  And the UN is promoting radicalism and doing all this, but then the Bible says they make war on Israel, but there's also the Antichrist is first in Israel for a while, so I kind of see a lot of mainline Christians skipping that.
[01:04:44.867 --> 01:04:45.647]  What do you think about that?
[01:04:47.415 --> 01:04:58.436]  It's coming, you see, because in Revelation, the combining of the nations to make one final beast, and then the head of the dragon and the ten horns, the little horn speaks, well, that's the ten final
[01:04:59.837 --> 01:05:05.824]  Which the UN and others say there's going to be 10 regional kingdoms under the one world government.
[01:05:05.924 --> 01:05:06.704]  It's amazing.
[01:05:07.145 --> 01:05:07.866]  It's amazing.
[01:05:07.886 --> 01:05:08.446]  Thank you for the call.
[01:05:08.586 --> 01:05:11.610]  The month of February is all about Valentine's Day.
[01:05:11.970 --> 01:05:15.113]  Big heart-shaped boxes filled with delicious candy.
[01:05:15.473 --> 01:05:21.460]  What if we, the patriots, hijacked Valentine's Day and instead made it about human liberty and individual empowerment?
[01:05:21.560 --> 01:05:22.681]  I'm all about human potential.
[01:05:22.941 --> 01:05:25.062]  I'm all about the individual being empowered.
[01:05:25.142 --> 01:05:26.663]  The establishment is the opposite.
[01:05:26.723 --> 01:05:31.245]  That's why they spike our water with fluoride, GMO, estrogen mimickers, and the rest of the garbage.
[01:05:31.505 --> 01:05:35.867]  InfoWars is striking back in the month of February with Human Empowerment Month.
[01:05:36.087 --> 01:05:38.428]  How we can come together and win the human race.
[01:05:38.728 --> 01:05:46.631]  And to celebrate the kickoff of Human Empowerment Month, we're slashing prices on InfoWarsLife.com products like Super Male and Super Female Vitality.
[01:05:46.791 --> 01:05:48.492]  The sale is only running for the month?
[01:05:48.592 --> 01:05:49.672]  The challenge is how to build.
[01:06:15.157 --> 01:06:16.118]  Okay, we'll do it.
[01:06:16.758 --> 01:06:24.222]  Never before has a new world order had to be assembled from so many different perceptions, or on so global a scale.
[01:06:24.402 --> 01:06:26.183]  The governments don't rule the world.
[01:06:26.823 --> 01:06:28.104]  Goldman Sachs rules the world.
[01:06:28.965 --> 01:06:34.788]  This is, we are going to carve up the world according to the way we want to.
[01:06:35.589 --> 01:06:38.033]  Unelected world government looting you.
[01:06:38.053 --> 01:06:41.999]  They've exercised power for actual world global control.
[01:06:42.339 --> 01:06:43.701]  I know what North Korea is.
[01:06:43.962 --> 01:06:45.524]  I know what the TSA is meant to be.
[01:06:45.604 --> 01:06:47.226]  You want to shut their energy systems off?
[01:06:47.246 --> 01:06:48.528]  You want to break up their families?
[01:06:48.749 --> 01:06:50.431]  If you have so much power,
[01:06:51.460 --> 01:06:52.101]  In play.
[01:06:52.541 --> 01:06:53.682]  You can do anything.
[01:06:53.922 --> 01:06:56.404]  Lack of transparency is a huge political advantage.
[01:06:57.024 --> 01:07:00.186]  And basically, you know, call it the stupidity of the American voter or whatever.
[01:07:00.306 --> 01:07:00.827]  You understand?
[01:07:00.867 --> 01:07:02.148]  You're living in a science fiction movie.
[01:07:02.508 --> 01:07:02.948]  I'm living it.
[01:07:03.269 --> 01:07:07.492]  The government has just approved the use of a computer chip that would be implanted under your skin.
[01:07:07.632 --> 01:07:11.995]  When complete, everyone will have a unique 12-digit identity number.
[01:07:12.115 --> 01:07:14.737]  That DNA is stored even without your consent.
[01:07:14.977 --> 01:07:17.499]  But I mean, do they point blank say, we're putting a chip in you?
[01:07:19.287 --> 01:07:19.667]  I guess.
[01:07:20.587 --> 01:07:22.708]  It was an interior barcode, if you will.
[01:07:22.928 --> 01:07:24.209]  This makes my head explode.
[01:07:24.229 --> 01:07:28.690]  That your television could be eavesdropping on your conversations and then sharing it over the web?
[01:07:29.110 --> 01:07:32.571]  All the cars now have tracker boxes that can remote control your vehicle.
[01:07:32.791 --> 01:07:33.091]  In them!
[01:07:33.511 --> 01:07:39.933]  The Justice Department is building a national database to track in real time the movement of vehicles around the U.S.
[01:07:39.973 --> 01:07:42.934]  storing hundreds of millions of records about motorists.
[01:07:43.454 --> 01:07:45.835]  It's like the elite or space aliens or something with a master plan.
[01:07:45.875 --> 01:07:46.375]  It's so evil.
[01:07:46.855 --> 01:07:47.616]  It's so sadistic.
[01:07:47.736 --> 01:07:48.476]  No, it's the devil.
[01:07:49.352 --> 01:07:50.033]  I mean, that's it!
[01:07:52.395 --> 01:07:56.038]  This galactic force of destruction that's animating people to do this!
[01:07:56.558 --> 01:08:01.022]  The answer to 1984 is 1776.
[01:08:02.103 --> 01:08:04.805]  You're listening to the Alex Jones Show.
[01:08:07.828 --> 01:08:13.653]  Ladies and gentlemen, we're back live and we're talking about the fact that it's now being announced that these Al-Qaeda ISIS groups
[01:08:15.259 --> 01:08:16.860]  Are threatening to attack U.S.
[01:08:16.920 --> 01:08:19.941]  malls and other facilities just like they quote did in Kenya.
[01:08:21.842 --> 01:08:28.924]  Well, the head of Interpol last year after the attack said the answer is to arm people in countries targeted by radical Islamists.
[01:08:29.465 --> 01:08:31.725]  To arm the general public with concealed carry.
[01:08:34.306 --> 01:08:40.029]  Not to put checkpoints everywhere because you... If terrorists want to hit someplace, they'll just find something unprotected.
[01:08:41.069 --> 01:08:43.030]  Or they'll attack the checkpoint itself.
[01:08:44.261 --> 01:08:47.724]  Which just makes the people at the checkpoint wide open as the main target.
[01:08:48.764 --> 01:08:50.546]  You arm the general public.
