[00:00:00.009 --> 00:00:02.892]  Infowarslife.com or call 888-253-3139.
[01:50:25.038 --> 01:50:27.599]  People had dartboards of him back in the 80s and loved to hate him.
[01:50:27.999 --> 01:50:29.360]  Turned out that was a false flag.
[01:50:29.400 --> 01:50:31.200]  He didn't bomb the Lockerbie Scotland plane.
[01:50:31.760 --> 01:50:37.902]  I'm not saying that he was an angel, but compared to Al Qaeda, ISIS, and others, he was a reformer the last eight years.
[01:50:38.302 --> 01:50:42.163]  Before he was taken out, he invested his money in the West, gave up his WMDs.
[01:50:42.893 --> 01:50:45.994]  Worked with the West, apologized for things they hadn't even done.
[01:50:46.474 --> 01:50:50.035]  He was giving almost all of Libya's money to Africa to build Africa up.
[01:50:50.495 --> 01:50:52.936]  I know Farrakhan had gone there many times and was really supporting it.
[01:50:53.376 --> 01:50:55.277]  So I thought that was something good Farrakhan was doing.
[01:50:55.757 --> 01:51:00.759]  And now we see the globalist Hillary Clinton and others go in, Obama, set Qaddafi up, take him out.
[01:51:01.619 --> 01:51:07.721]  And I saw him really get upset and basically say that Obama was evil and a piece of garbage.
[01:51:08.382 --> 01:51:08.962]  And a tyrant.
[01:51:09.243 --> 01:51:10.163]  I mean, we can pull it up.
[01:51:10.683 --> 01:51:11.604]  It's worse than what I said.
[01:51:12.184 --> 01:51:12.925]  The actual quote.
[01:51:12.945 --> 01:51:16.867]  Just pull up, you know, Farrakhan on Qaddafi and Obama on the death of Qaddafi.
[01:51:17.668 --> 01:51:19.008]  And so that's the point I'm getting at.
[01:51:19.068 --> 01:51:20.469]  The very people running Obama.
[01:51:20.989 --> 01:51:23.191]  The very people that staged the Qaddafi takeover.
[01:51:23.551 --> 01:51:28.274]  And the ones that are taking down Syria right now and killing all the Christians and non-radical Muslims and others.
[01:51:29.394 --> 01:51:31.356]  They're the very people trying to push this race war.
[01:51:31.416 --> 01:51:32.836]  Of course there's reasons to be upset.
[01:51:33.377 --> 01:51:36.939]  Of course there's a lot of police brutality and surely racist cops that target black people.
[01:51:37.461 --> 01:51:42.704]  But there's a lot of racist black people targeting white people and it's all part of this stupid war they've stirred up to manipulate us.
[01:51:43.464 --> 01:51:45.685]  So again, just remember what happened with Gaddafi.
[01:51:46.265 --> 01:51:53.629]  Remember what happened to somebody trying to build up Africa and trying to help people and actually building roads and aquifers, everything else.
[01:51:53.669 --> 01:51:54.489]  That's been destroyed.
[01:51:54.970 --> 01:51:56.210]  Libya is now a failed state.
[01:51:56.991 --> 01:51:58.251]  So that's what this comes down to.
[01:51:58.391 --> 01:52:01.853]  Louis Farrakhan should not be involved promoting a project of race war.
[01:52:02.560 --> 01:52:03.621]  But the globalists are pushing.
[01:52:03.761 --> 01:52:05.062]  I get the right to self-defense.
[01:52:05.562 --> 01:52:10.745]  But if you said specifically go after the people that did X, Y, and Z by name, that'd be another issue.
[01:52:11.125 --> 01:52:18.350]  But when you say just in general, and then a month after you push it, it's being parroted everywhere to go after white people, period, it's very clear what's going on.
[01:52:19.278 --> 01:52:32.948]  And you're smart enough, I think, to understand, unless you've got brain cancer or something, and I don't mean that sarcastically, unless you've got a brain tumor, that this is going to start a war that you're not going to get out of, and people like me aren't going to get out of, and it's going to be bad for humanity, period.
[01:52:33.529 --> 01:52:35.250]  So start talking about black abortion.
[01:52:35.270 --> 01:52:36.491]  Start talking about GMOs.
[01:52:36.731 --> 01:52:37.732]  Start talking about vaccines.
[01:52:38.032 --> 01:52:45.678]  Get back to what really helps people, and not jumping on the bandwagon, encouraging your followers, who respect you and believe in you, to go out and be part of this.
[01:52:46.399 --> 01:52:48.080]  I mean, I know George Soros is evil.
[01:52:48.857 --> 01:52:50.258]  And I don't want to think you're evil.
[01:52:50.418 --> 01:52:57.501]  I could sit here and earn brownie points with a conservative audience just attacking you all day, but I'm actually trying to get something done and reaching out to people.
[01:52:58.001 --> 01:52:59.022]  So we'll see what happens.
[01:52:59.542 --> 01:53:01.963]  But we need to de-escalate the situation right now.
[01:53:02.384 --> 01:53:06.245]  It's not because I'm afraid of a whole race war because the white people are going to lose it.
[01:53:06.766 --> 01:53:10.467]  No, I'm afraid we're going to have a race war that humanity loses and the globalists win.
[01:53:10.928 --> 01:53:13.389]  Back to Anthony Gucciardi on the live radio transmission.
[01:53:14.019 --> 01:53:23.530]  Well thank you Alex for calling in, and I think the key point there is that you're not just going to attack him for what he said, what he apparently intended on saying.
[01:53:23.871 --> 01:53:31.680]  Instead, you're saying let's all come together as one human race, as humanity, and instead of further fueling his attacks and
[01:53:31.800 --> 01:53:33.021]  You're not saying go out and kill people.
[01:53:33.421 --> 01:53:37.163]  You're saying, hey, let's not even go against that with attacking that guy.
[01:53:37.183 --> 01:53:44.027]  Let's say let's fix this once and for all because ultimately a race war is the opposite, I believe, of what everyone would want.
[01:53:44.087 --> 01:53:58.735]  You'd have to be, as he said, mentally insane or have a brain tumor to think that calling for the death of anyone, cops, whites, blacks, you name it, anyone like that in a large group from any type of leader is obviously going to incite violence and we've already seen violence.
[01:53:59.215 --> 01:54:08.586]  We've already seen, as we mentioned earlier, tweets from people saying, kill all whites, whites need to be exterminated, let's launch the purge, let's clean the town out from whites.
[01:54:08.626 --> 01:54:14.893]  You've heard the YouTube clip of that one individual, Major, whatever his name is, where he says we need to go out and start
[01:54:15.373 --> 01:54:17.974]  Stalking, killing all the whites and everything like that, and he calls them crackers.
[01:54:18.294 --> 01:54:25.336]  Which, by the way, if you were to say the reverse negative word about a black person, you'd be hung and basically killed.
[01:54:25.656 --> 01:54:27.717]  But he, of course, can say, oh yeah, pop a cracker.
[01:54:27.737 --> 01:54:29.257]  I mean, this is totally insane.
[01:54:29.677 --> 01:54:31.598]  What we're going to do is we're going to open up the phone lines.
[01:54:32.238 --> 01:54:40.981]  And we want to open up the phone lines right now only to callers to get their reaction on this, on what Farrakhan is saying, what Alex is saying, the overall attack
[01:54:41.972 --> 01:54:42.612]  All right.
[01:55:03.134 --> 01:55:06.576]  Federal judge eager to challenge NSA bulk snooping again.
[01:55:06.956 --> 01:55:10.198]  So hopefully we might actually have some leverage on that.
[01:55:10.258 --> 01:55:22.804]  A federal judge who called NSA surveillance practices almost Orwellian says that he found a way to revive a constitutional challenge to the controversial program after a federal court lifted his 2013 injunction blocking the program.
[01:55:23.144 --> 01:55:23.985]  Here's an interesting one.
[01:55:24.505 --> 01:55:28.487]  Three injured in machete attack at University of Arkansas, officials say.
[01:55:28.887 --> 01:55:30.068]  Not a gun, a machete.
[01:55:30.428 --> 01:55:36.531]  A machete-wielding man injured two people and himself Thursday in a wooded area of the University of Arkansas campus.
[01:55:36.972 --> 01:55:40.334]  Spokesperson Zee Voorhees said the attack happened at 7.15 p.m.
[01:55:41.034 --> 01:55:47.577]  and obviously someone went in with a machete and started attacking people because machete control is now what we need.
[01:55:47.617 --> 01:55:49.338]  We need to ban machetes.
[01:55:50.079 --> 01:55:53.781]  New York's Towns Daily Labor Law ruled unconstitutional.
[01:55:54.582 --> 01:56:02.104]  Federal judge has struck down as unconstitutional a suburban New York town's law banning day laborers from soliciting for work on public sidewalks.
[01:56:02.785 --> 01:56:04.785]  Just a bunch of stuff at Infowars.com.
[01:56:04.825 --> 01:56:08.326]  A massive stack was brought in to me so I was just going through that.
[01:56:08.766 --> 01:56:13.648]  So what I would like to do is I would like to go to a couple callers before the break and then we're going to come back.
[01:56:13.848 --> 01:56:19.432]  With more news, more videos, your take on the Farrakhan issue and some other subjects as well.
[01:56:19.792 --> 01:56:25.355]  But it looks like we already have Chuck from Oklahoma who wants to talk about the Farrakhan and the race war.
[01:56:25.695 --> 01:56:26.596]  Chuck, what's on your mind?
[01:56:28.397 --> 01:56:33.741]  Well, you know, I wanted to really just kind of see what y'all believe that this is deriving from, you know.
[01:56:33.761 --> 01:56:38.904]  It seems like a lot of this has started towards, you know, the end.
[01:56:39.622 --> 01:56:48.808]  You know, globally, and with Obama, you know, being put into office, you know, I don't know, is that a pretense to this, you know, help starting this race war?
[01:56:48.988 --> 01:57:03.536]  You know, it's an interesting question because I think what, like, black people that are normal and don't want to kill all white people think is, you know, at some point, Obama being black and being a president is a move forward for the black community, you know, the first black president.
[01:57:04.157 --> 01:57:05.958]  And then, on the flip side, there is that
[01:57:06.758 --> 01:57:09.780]  Radically insane group that thinks great Obama's black now.
[01:57:09.800 --> 01:57:33.054]  We need to get rid of all the white people white people are terrible Everyone needs to be black in office, so you could say Obama be you know becoming president fueled this But I really say that most most people most black people white people aren't Mentally insane and they understand that it's a great leap forward for a black president, but that Obama is terrible It has nothing to do with his skin color right so I would say that it may have contributed does that make sense Chuck I?
[01:57:34.264 --> 01:57:35.065]  That makes sense, sir.
[01:57:35.145 --> 01:57:46.984]  And this is my last question, and I appreciate it very much, and you can actually take this off air, answer this off air, is, you know, with the Border Patrol thing happening over in Europe, I believe, or...
[01:57:47.785 --> 01:57:58.031]  And yeah, over there, you know, they've got a lot of people coming in and I hear they're even putting people into camps right now because they can't control how many people are coming across.
[01:57:58.051 --> 01:58:01.553]  They're even talking about building a border like, you know, they did for Mexico.
[01:58:02.733 --> 01:58:11.078]  Have y'all got any more info as far as, you know, them putting the people into camps and what kind of treatment's being done and what's going on on that stuff?
[01:58:11.298 --> 01:58:18.443]  Well, as usual, it's up to the United States people and the taxpayers to make sure that all the illegal immigrants that come over must be housed and taken care of.
[01:58:18.904 --> 01:58:19.564]  Forget the law.
[01:58:19.844 --> 01:58:25.568]  I mean, Hillary Clinton, we're going to play a video actually coming up, talks about how it's like a holocaust if we were to get rid of illegal immigrants.
[01:58:26.089 --> 01:58:34.975]  And also I'm going to talk about how, news story from Washington Post, the Arab world's wealthiest nations are doing nothing to help Syria's refugees and letting us take care of it.
[01:58:35.235 --> 01:58:37.357]  Stay tuned, more coming up on the Alex Jones Show.
[01:58:50.017 --> 01:58:51.801]  Thank you for listening to GCN.
[01:58:53.285 --> 01:58:55.470]  Visit GCNlive.com today.
[01:58:59.409 --> 01:59:09.012]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[01:59:09.152 --> 01:59:15.514]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[01:59:15.654 --> 01:59:17.815]  They call it their low-profile platform.
[01:59:17.995 --> 01:59:19.375]  PVX Muzzle Brakes.
[01:59:19.615 --> 01:59:21.236]  Proven to help control muzzle rise.
[01:59:22.577 --> 01:59:25.119]  6061 billet material with type 3 hard coating.
[01:59:25.359 --> 01:59:28.642]  Bolt carrier group for .308 and .556 ARs.
[01:59:28.982 --> 01:59:30.243]  Custom Kydex holsters.
[01:59:30.543 --> 01:59:35.267]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[01:59:35.407 --> 01:59:37.829]  Most competitors material use .060.
[01:59:37.910 --> 01:59:41.072]  Configure yours today at hdfirearms.com.
[01:59:41.312 --> 01:59:43.194]  And my favorite, single stage trigger.
[01:59:43.354 --> 01:59:46.757]  A home run upgrade for your AR-15 and AR-10 platforms.
[01:59:46.977 --> 01:59:50.361]  Find out more at HDFirearms.com today or call 770-485-7015.
[01:59:50.541 --> 01:59:51.562]  That's HDFirearms.com or call 770-485-7015.
[01:59:51.783 --> 01:59:53.805]  You're listening to the Alex Jones Show.
[02:00:15.270 --> 02:00:15.931]  Big Brother.
[02:00:16.592 --> 02:00:17.613]  Mainstream media.
[02:00:18.354 --> 02:00:19.475]  Government cover-ups.
[02:00:20.116 --> 02:00:20.917]  You want answers?
[02:00:21.718 --> 02:00:22.619]  Well, so does he.
[02:00:23.260 --> 02:00:26.885]  He's Alex Jones on the GCN Radio Network.
[02:00:27.445 --> 02:00:29.788]  And now, live from Austin, Texas...
[02:00:30.689 --> 02:00:31.550]  Alex Jones.
[02:00:32.051 --> 02:00:36.215]  You're dialed in to the watch post against tyranny, corruption, and everything in between.
[02:00:36.275 --> 02:00:37.957]  This is the Alex Jones Show.
[02:00:38.317 --> 02:00:41.201]  I'm Anthony Gucciardi sitting in today for Alex Jones.
[02:00:41.601 --> 02:00:50.371]  We're taking your calls, and we're going to get into a video in the next segment of Hillary Clinton comparing getting rid of illegal immigrants to a holocaust.
[02:00:50.871 --> 02:00:57.974]  And I also have some more immigration news about how countries are making America and other nations foot the bill for all illegal immigrants.
[02:00:58.574 --> 02:01:02.116]  Now, first and foremost, we have a video that I want to play here.
[02:01:02.996 --> 02:01:05.678]  We are going to be taking calls on a number of different subjects.
[02:01:05.718 --> 02:01:10.360]  We have Mike in Wyoming, Doug in Minnesota, Steven in Florida, Brandon in Texas.
[02:01:10.380 --> 02:01:11.500]  We're going to talk about that.
[02:01:11.560 --> 02:01:15.502]  But first, we have an interesting report from John Bowne called the Nazi British Crown.
[02:01:15.522 --> 02:01:16.242]  Let's see what that's about.
[02:01:20.953 --> 02:01:23.134]  Their Royal Highness, indeed.
[02:01:23.474 --> 02:01:32.658]  The Sun published a secret 1933 film showing Queen Elizabeth being taught the Nazi salute by her treasonous uncle Edward VIII, the Prince of Wales.
[02:01:32.938 --> 02:01:45.503]  He would later be known as King Edward VIII and Emperor of India, but would be quietly removed from the throne less than 12 months later as he remained pro-Nazi, even after the war accelerated.
[02:01:45.763 --> 02:01:50.665]  His scandalous marriage to a doubly divorced American woman would be his downfall.
[02:01:50.965 --> 02:01:52.947]  As the history books would have you believe.
[02:01:53.327 --> 02:02:02.474]  However, the once and future king was pigeonholed to the Bahamas as its governor because his Nazi sympathies became widely known during World War II.
[02:02:02.795 --> 02:02:08.259]  Two years before his death, Edward told an interviewer that he never thought Hitler was such a bad chap.
[02:02:08.559 --> 02:02:23.291]  An MI5 report featuring a British admiral who had attended Hitler's 1937 Nuremberg rally said that Hitler would soon invade, but there was no reason to worry about it because he would bring the Duke of Windsor, formerly King Edward, over as king.
[02:02:23.671 --> 02:02:27.634]  So how far back has the German parasite sat on the English throne?
[02:02:27.875 --> 02:02:37.002]  The lineage is long, but begins with the Act of Settlement of 1701 when the Parliament of England granted the English throne to Protestant heir Sophia of Hanover.
[02:02:37.302 --> 02:02:42.906]  A German lineage of King Georges soon followed, as did the American War for Independence.
[02:02:42.986 --> 02:02:50.750]  In 1840, Queen Victoria married her first cousin, Prince Albert, the son of the Duke of the Saxe-Coburg-Gotha House in Germany.
[02:02:51.010 --> 02:02:57.334]  Up until the First World War, the Saxe-Coburg-Gotha and another German aristocratic name, Wettin, were used.
[02:02:57.634 --> 02:03:05.059]  Those names were replaced with Windsor, essentially a cover for a hard line of German aristocrats occupying the British throne.
[02:03:05.259 --> 02:03:06.901]  Queen Elizabeth married Prince Philip.
[02:03:06.961 --> 02:03:09.765]  Prince Philip is from the German house of Glücksburg.
[02:03:09.885 --> 02:03:16.154]  Two of Prince Philip's brothers-in-law fought for the Nazis, and many of his relatives were linked with the Nazi Party.
[02:03:16.274 --> 02:03:22.042]  In a frank interview, he said they found Hitler's attempts to restore Germany's power and prestige attractive.
[02:03:22.182 --> 02:03:24.905]  The genealogy shows that I'm descended from Vlad the Impaler, you see.
[02:03:42.442 --> 02:03:44.283]  So I do have a bit of a stake in the country.
[02:03:44.503 --> 02:03:51.607]  And Prince Andrew, who was accused of child sex charges after now allegedly being part of Jeffrey Epstein's case of pedophilia.
[02:03:52.167 --> 02:04:02.052]  And Prince Edward, whose wife Sophie was embroiled in a scandal involving sex tours, drugs, and gay prostitution after she was recorded by a reporter posing as a sheik.
[02:04:02.552 --> 02:04:03.272]  And have they stopped?
[02:04:03.312 --> 02:04:04.273]  No, they've increased!
[02:04:05.481 --> 02:04:06.822]  The Royal Carriage!
[02:04:07.122 --> 02:04:08.483]  Oh, the Royal Carriage!
[02:04:08.784 --> 02:04:12.347]  Almost every time I see CNN it's... The Queen of England, gracious leader!
[02:04:12.947 --> 02:04:14.889]  Oh, we love you!
[02:04:15.249 --> 02:04:16.590]  They'll have that British reporter on.
[02:04:16.610 --> 02:04:18.932]  They're probably having pea soup or something.
[02:04:19.032 --> 02:04:19.732]  Proper meal.
[02:04:20.373 --> 02:04:22.755]  And again, I'm not an Anglophobe, ladies and gentlemen.
[02:04:23.395 --> 02:04:24.016]  I love England.
[02:04:24.476 --> 02:04:25.477]  Love a lot of the culture.
[02:04:25.517 --> 02:04:26.458]  It's amazing.
[02:04:27.138 --> 02:04:30.941]  Led with the Magna Carta and the real Renaissance worldwide.
[02:04:31.402 --> 02:04:33.443]  So much has come out of the British Isles.
[02:04:34.204 --> 02:04:42.566]  But not the globalist and the Transylvanian royal family perched like giant stinking vultures on the carcass of the UK!
[02:04:43.286 --> 02:05:00.751]  So, when German Prince Harry dons a Nazi insignia at a private party and sheepishly apologizes to the adoring brainwashed public, and films are revealed of Queen Elizabeth giving the Heil Hitler salute, real Britons, though full well, they are under occupation.
[02:05:01.211 --> 02:05:02.932]  John Baum for InfoWars.com
[02:05:09.232 --> 02:05:18.134]  There is a shocking video posted right now at InfoWars.com where a man dies in a jail lobby after an encounter with sheriff's deputies.
[02:05:18.454 --> 02:05:29.776]  Surveillance footage released by the Sheriff's Department last Friday shows 48-year-old Arlington resident Joseph Hutchison frantically running inside the Dallas County jail lobby on August 1st.
[02:05:30.036 --> 02:05:35.037]  Witnesses say Hutchison was not violent but he appeared distraught and was seeking help.
[02:05:35.357 --> 02:05:38.338]  He didn't have a weapon and he wasn't swinging at the officers.
[02:05:38.758 --> 02:05:43.641]  Witnesses say a deputy threw Hutchinson to the ground and put a knee to his throat.
[02:05:43.982 --> 02:05:46.824]  He couldn't breathe and his face turned pale blue.
[02:05:47.204 --> 02:05:52.407]  After a few moments, he lied motionless as visitors continued to pour into the lobby.
[02:05:52.687 --> 02:05:56.470]  Officers are seen attempting to resuscitate him, but it was too late.
[02:05:56.810 --> 02:05:58.531]  Joseph Hutchinson had died.
[02:05:58.912 --> 02:06:05.016]  His brother James is organizing a demonstration at the Dallas County Sheriff's Department building this evening.
[02:06:05.236 --> 02:06:07.898]  For more details, go to InfoWars.com.
[02:06:09.119 --> 02:06:19.008]  Most of the InfoWars radio listening audience is aware of the high quality, affordable firearms available that are made right here in America at HDFirearms.com.
[02:06:19.229 --> 02:06:25.215]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[02:06:25.375 --> 02:06:27.477]  They call it their low-profile platform.
[02:06:27.697 --> 02:06:29.057]  PVX Muzzle Bricks.
[02:06:29.318 --> 02:06:32.259]  Proven to help control muzzle rise.
[02:06:32.279 --> 02:06:34.819]  6061 Billet Material with Type 3 Hard Coating.
[02:06:35.060 --> 02:06:38.341]  Bolt Carrier Group for .308 and .556 ARs.
[02:06:38.681 --> 02:06:39.941]  Custom Kydex Holsters.
[02:06:40.241 --> 02:06:44.943]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[02:06:45.103 --> 02:06:47.504]  Most competitors' material use .060.
[02:06:47.604 --> 02:06:50.765]  Configure yours today at hdfirearms.com.
[02:06:51.005 --> 02:06:52.886]  And my favorite, Single Stage Trigger.
[02:06:53.046 --> 02:06:56.447]  A home run upgrade for your AR-15 and AR-10 platforms.
[02:06:56.687 --> 02:07:00.050]  Find out more at htfirearms.com today or call 770-485-7015.
[02:07:00.250 --> 02:07:01.251]  That's htfirearms.com or call 770-485-7015.
[02:07:01.391 --> 02:07:07.557]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[02:07:16.124 --> 02:07:25.554]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[02:07:25.814 --> 02:07:32.681]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[02:07:33.161 --> 02:07:40.623]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[02:07:40.983 --> 02:07:44.324]  We set out to bring you the very best at the lowest price.
[02:07:44.684 --> 02:07:49.446]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[02:07:49.646 --> 02:07:53.707]  In these times, it's essential to have high-quality, loyal silver on hand.
[02:07:54.067 --> 02:07:56.908]  No survival chest is complete without Silver Bullet.
[02:07:57.108 --> 02:07:58.148]  Exclusively available
[02:07:58.288 --> 02:08:00.049]  Defending the Republic from enemies foreign and domestic.
[02:08:00.069 --> 02:08:00.629]  It's Alex Jones.
[02:08:27.628 --> 02:08:28.949]  Welcome back, my friends.
[02:08:29.069 --> 02:08:30.589]  It's the Alex Jones Show.
[02:08:30.709 --> 02:08:33.071]  I'm Anthony Gucciardi sitting in for Alex today.
[02:08:33.391 --> 02:08:35.572]  We're taking your calls, blitzing through the news.
[02:08:35.652 --> 02:08:37.433]  We've got some videos lined up, too.
[02:08:37.933 --> 02:08:41.134]  And later on in the segment, we're going to premiere something else.
[02:08:41.415 --> 02:08:45.977]  So first and foremost, check out this headline just brought in a few seconds ago.
[02:08:46.417 --> 02:08:56.522]  Egyptian billionaire offers to buy an island from Greece or Italy to provide jobs so fleeing migrants can build a new country.
[02:08:57.512 --> 02:09:01.175]  A telecoms tycoon is going to pay up to $100 million for the island.
[02:09:01.416 --> 02:09:04.879]  He's also offered to provide jobs to build housing, schools, and hospitals.
[02:09:05.279 --> 02:09:08.382]  He says, the way they are treated now, they're being treated like cattle.
[02:09:08.482 --> 02:09:13.727]  More than 2,300 people have died at sea trying to reach Europe this year.
[02:09:14.187 --> 02:09:16.569]  Also comes into this insanity.
[02:09:17.310 --> 02:09:20.812]  Feds say company discriminated against illegals orders back pay.
[02:09:20.892 --> 02:09:28.957]  This kind of stuff scares me because as a business owner and someone who does massive amounts of investing and everything like that, this really scares me.
[02:09:28.977 --> 02:09:32.920]  Obama will perform Big Brother compliance monitoring of company.
[02:09:33.260 --> 02:09:43.446]  The Justice Department says Nebraska Beef discriminated against an illegal alien, a bunch of illegal alien workers actually, by asking them for proof of citizenship.
[02:09:44.909 --> 02:09:52.252]  They discriminated against the workers who are illegals by asking them for proof of citizenship.
[02:09:52.272 --> 02:09:59.515]  It goes on to say, the DOJ's Office of Special Counsel for Immigration-Related Unfair Employment Practices objected to non-U.S.
[02:09:59.535 --> 02:10:03.116]  citizens being targeted because of their citizen status.
[02:10:04.431 --> 02:10:08.894]  The illegal aliens are being targeted because they're illegal aliens.
[02:10:09.174 --> 02:10:11.095]  So now they're going to have to pay them money.
[02:10:11.435 --> 02:10:13.336]  Nebraska Beef is going to have to pay them money.
[02:10:14.077 --> 02:10:15.978]  It's hard to run a business these days.
[02:10:16.498 --> 02:10:19.460]  It's honestly almost not profitable in most cases.
[02:10:20.600 --> 02:10:24.583]  And I wasn't even going to plug, but Alex doesn't get outside funding.
[02:10:25.623 --> 02:10:26.984]  This is all self-made.
[02:10:27.225 --> 02:10:28.145]  He funds it all himself.
[02:10:28.346 --> 02:10:30.247]  He doesn't take much profit, to be honest with you.
[02:10:31.368 --> 02:10:32.830]  And he doesn't like to say that on air.
[02:10:32.870 --> 02:10:33.651]  He really does not.
[02:10:33.731 --> 02:10:36.473]  He puts all of it, pretty much, back into this operation.
[02:10:37.014 --> 02:10:44.240]  I would encourage you, personally, from my heart, to go to InfoWarsStore.com, InfoWarsLife.com, and also go to InfoWars.com slash moneybomb.
[02:10:44.929 --> 02:10:53.051]  Because Alex, he doesn't promote it enough because he doesn't plug enough because he wants to cover all the news and he wants to talk to you guys, understandably so.
[02:10:53.811 --> 02:10:58.752]  But he doesn't plug enough that he's doing a Money Bomb in September.
[02:10:59.052 --> 02:11:01.133]  It's Infowars.com slash Money Bomb.
[02:11:01.153 --> 02:11:02.653]  September 17th is the date.
[02:11:06.074 --> 02:11:06.334]  16th.
[02:11:06.394 --> 02:11:06.915]  I apologize.
[02:11:06.955 --> 02:11:10.537]  September 16th is the date for the InfoWars money bomb.
[02:11:10.937 --> 02:11:17.642]  And you can actually start donating today and it will count and you'll see it live on there towards the money bomb on September 16th.
[02:11:17.702 --> 02:11:22.645]  But anyway, in closing, I had to talk about that because it's just so impossible now to have business these days.
[02:11:22.705 --> 02:11:25.667]  Illegal immigrants can sue you for asking if they're illegal immigrants.
[02:11:26.308 --> 02:11:28.409]  That is the United States of America that we're in right now.
[02:11:28.709 --> 02:11:33.593]  There's a reason that companies are collapsing and the economy is going down the toilet because of things like that.
[02:11:34.233 --> 02:11:35.314]  Now I want to go to some calls.
[02:11:36.550 --> 02:11:39.851]  I want to talk to Brandon in Texas because he has a response.
[02:11:40.451 --> 02:11:47.134]  Alex had a message for Louis Farrakhan, which I think was balanced and really, really good because he said, hey, Farrakhan, I'm not your enemy.
[02:11:48.374 --> 02:11:57.957]  You've said some good things, but it does seem like you're calling to kill cops and others and inciting your followers who trust you and believe you to go out and kill people, which is totally insane.
[02:11:57.997 --> 02:11:59.238]  It goes back to what I was saying earlier.
[02:11:59.618 --> 02:12:01.238]  You guys need to go back to kindergarten.
[02:12:01.418 --> 02:12:04.579]  Everyone who's saying kill cops and kill white people and learn basic human values.
[02:12:04.619 --> 02:12:06.040]  Brandon, what do you have to say about that?
[02:12:07.557 --> 02:12:08.818]  Yeah, man, I agree with you, Anthony.
[02:12:08.838 --> 02:12:09.880]  You're doing a good job, buddy.
[02:12:10.260 --> 02:12:22.613]  As far as Farrakhan goes, if Alex has him on the show and does debate him, I really hope he turns up the heat because I really felt like he played it safe with David Duke and just let him talk more than he should have.
[02:12:23.754 --> 02:12:26.177]  And I definitely think that Farrakhan can kind of
[02:12:26.687 --> 02:12:29.850]  Play the whole semantic game and kind of sound like he's kind of on message.
[02:12:30.250 --> 02:12:34.034]  And he really means well, like Alex said in his little speech.
[02:12:34.595 --> 02:12:36.356]  But the guy is extremely radical.
[02:12:36.537 --> 02:12:40.580]  So if he does have him on the show, I really think Alex needs to turn up the heat.
[02:12:40.661 --> 02:12:44.604]  And I think most of the viewers wanted to see him do that with David Duke and he didn't.
[02:12:46.214 --> 02:12:47.215]  That's just what I have to say.
[02:12:47.255 --> 02:12:48.476]  You're doing a great job, man.
[02:12:48.676 --> 02:12:48.977]  Thank you.
[02:12:49.337 --> 02:12:57.884]  I can understand, by the way, a lot of my black friends have had periods of time where they just really did think a lot of things were racist, because there is real racism.
[02:12:58.525 --> 02:13:03.749]  And they would think, oh, that white person is being racist towards me, because they've actually been, you know, the subject of racism.
[02:13:04.170 --> 02:13:13.718]  But myself, growing up in Philadelphia, outside of not just one, but two nearby murder capitals of the United States, Camden, New Jersey and Chester, Pennsylvania,
[02:13:14.298 --> 02:13:19.341]  I happen to know a thing or two about racism in the terms of black people being racist towards whites.
[02:13:20.022 --> 02:13:27.087]  And there's been numerous instances where I've experienced that firsthand as Alex said too growing up in Dallas in a serious physical way.
[02:13:28.087 --> 02:13:34.432]  But I'm not skewed to this day coming up here saying because they beat me up or whatever that I hate black people.
[02:13:35.152 --> 02:13:37.574]  And Louis Farrakhan, also I believe,
[02:13:38.527 --> 02:13:46.351]  You know, you can't just say because of a cop, one white cop, that did something to a black person that was unarmed or whatever, that all white people are bad.
[02:13:46.651 --> 02:13:47.692]  That's just not how this works.
[02:13:47.712 --> 02:13:53.455]  And it goes back to going to kindergarten and getting a kindergarten education on basic human respect.
[02:13:54.015 --> 02:13:56.316]  We've got Stephen from Florida.
[02:13:56.496 --> 02:13:57.257]  What's your take, Stephen?
[02:13:58.632 --> 02:14:00.414]  Yeah, hi Anthony.
[02:14:00.714 --> 02:14:05.258]  I wanted to say this about this issue with Farrakhan and this whole race war they're pushing.
[02:14:05.278 --> 02:14:05.878]  A couple things.
[02:14:05.938 --> 02:14:14.406]  First of all, I don't like Farrakhan simply for the fact that he does not come across to me as genuine.
[02:14:14.446 --> 02:14:20.571]  I think he's a showman and he capitalizes on tragic situations for his own personal profit.
[02:14:20.591 --> 02:14:24.735]  He has an agenda and that is just fostering his own ego.
[02:14:26.929 --> 02:14:29.711]  I have nothing against the guy because of the color of his skin.
