[00:00:00.009 --> 00:00:02.970]  Infowarslife.com or call 888-253-3139.
[00:48:06.120 --> 00:48:08.362]  It's been overwhelming, the support that we've seen from you.
[00:48:08.422 --> 00:48:14.866]  And of course, we are extending, Alex has extended the free shipping till midnight tonight as a way to say thank you.
[00:48:15.267 --> 00:48:18.028]  Also, the specials that are there, we have many different specials.
[00:48:18.068 --> 00:48:21.471]  We've got 25% off Survival Shield X2.
[00:48:21.571 --> 00:48:25.073]  It was sold out, but we got an emergency shipment in, so now that's back available.
[00:48:25.093 --> 00:48:27.335]  25% off of that, 25% off of DNA Force, 30% off of Super Male Vitality.
[00:48:32.518 --> 00:48:40.944]  And we also have 15% off of Deep Cleanse, Secret 12, Oxy Powder, 20% off of Brain Force and Silver Bullet.
[00:48:40.964 --> 00:48:41.944]  We've got those specials.
[00:48:42.004 --> 00:48:47.308]  We're extending those as well as a free shipping till tonight as a way to say thank you for your support.
[00:48:47.368 --> 00:48:56.114]  Thank you so much for helping us reach this goal so that we can launch a satellite broadcasting network that's going to be free to air for television stations to pick up.
[00:48:56.614 --> 00:48:59.477]  The radio show as well as the nightly news.
[00:48:59.518 --> 00:49:12.812]  And before I go to Anthony, because I want to get his comments on this, there's a new story out from the New York Times about how McDonald's is now leading the corporate effort to publicize the plights of migrants in the EU.
[00:49:13.652 --> 00:49:18.694]  Because, you know, we all have to be concerned about how they're going to be fed in Europe.
[00:49:18.714 --> 00:49:24.096]  We can't stop the war in Syria and then give them food there and then butt out and leave them alone.
[00:49:24.496 --> 00:49:31.799]  No, we have to destroy their country, have a massive humanitarian wave come into Europe, and then they're going to get, guess what?
[00:49:32.139 --> 00:49:33.299]  McDonald's food!
[00:49:34.099 --> 00:49:34.800]  What could be better?
[00:49:34.820 --> 00:49:38.241]  They've got McDonald's along with DreamWorks, MasterCard, and Facebook.
[00:49:38.741 --> 00:49:41.162]  This is the World Food Program, they said.
[00:49:41.182 --> 00:49:44.182]  I would say, looking at this, it looks a bit self-serving.
[00:49:44.782 --> 00:49:49.003]  But I guess we could ask them, Anthony, do you want fries with that interventionist war?
[00:49:49.023 --> 00:49:49.783]  I don't know.
[00:49:50.184 --> 00:49:51.564]  But here's a good one.
[00:49:51.844 --> 00:49:59.606]  Millions of migrants desperate to escape war, starvation, persecution have risked their lives in rickety rafts or in the case of human smugglers.
[00:49:59.646 --> 00:50:01.046]  Thousands have died during the journey.
[00:50:02.085 --> 00:50:04.787]  Others have been trapped at border crossings and in camps.
[00:50:04.867 --> 00:50:06.948]  Well, yeah, let's stop the war.
[00:50:06.988 --> 00:50:15.714]  Let's understand what the cause of this is, rather than just giving them a McDonald's hamburger.
[00:50:16.915 --> 00:50:23.640]  Because along this line, there was a headline story coming out of The Onion, a satire site many people are familiar with.
[00:50:23.680 --> 00:50:28.445]  But study finds average American inadvertently eats equivalent of eight pieces of fruit per year.
[00:50:28.845 --> 00:50:38.915]  They say the study finds a typical person accidentally ingests small fruit fragments or pureed fruit chunks when they are mixed in with certain meals or snacks like yogurt or Hawaiian pizza.
[00:50:39.255 --> 00:50:42.878]  Which, over the course of 12 months, adds up to about 8 whole pieces of fruit.
[00:50:42.978 --> 00:50:59.330]  And one of the people in their fictional study, they say in the satire, Sampson, assured the public that while the thoughts of unintentionally chewing or swallowing that amount of fruit might make them feel squeamish or repulsed, these minute quantities of plant-based substances over the course of hundreds of meals would have very little impact on their health.
[00:50:59.370 --> 00:51:05.755]  He says, when people learn the foods they eat every day might contain tiny parts or scraps of fruit, they tend to feel queasy.
[00:51:06.115 --> 00:51:14.481]  However, most Americans never even notice, and the body naturally flushes out fruit and fruit residue the same way it would a cinnamon roll or a chicken nugget.
[00:51:17.243 --> 00:51:19.065]  That's the state of nutrition.
[00:51:19.085 --> 00:51:19.905]  But we got McDonald's.
[00:51:19.945 --> 00:51:21.166]  It's going to make it all better.
[00:51:21.527 --> 00:51:27.091]  They're going to help the people who have been driven out of their country in this war.
[00:51:27.131 --> 00:51:29.933]  They're going to give them some food, quote-unquote.
[00:51:30.493 --> 00:51:35.938]  Right, well, I think McDonald's should fix their problems at home before they go ahead and try to give the refugees their toxic meals.
[00:51:36.338 --> 00:51:36.518]  Yeah.
[00:51:36.598 --> 00:51:38.600]  And, you know, it's funny that Onion says that.
[00:51:38.660 --> 00:51:42.803]  I think it has some validity to that, of course, that people really aren't eating fruit.
[00:51:42.843 --> 00:51:48.548]  But at the same time, it's interesting, David, how we see such tangible success when it comes to things like the food movement.
[00:51:48.808 --> 00:51:53.712]  Because McDonald's is bleeding so much cash right now, they don't actually report their losses each month anymore.
[00:51:53.792 --> 00:51:57.896]  They don't even let the public know how much they're losing, because no one wants their junk anymore.
[00:51:58.116 --> 00:51:58.276]  Yes.
[00:51:58.516 --> 00:52:05.821]  That is why they're trying to do these PR moves, and I think you had another article about how they're going to transform their line of food within the next 10 years.
[00:52:06.021 --> 00:52:07.062]  Well, they're 10 years too late.
[00:52:07.082 --> 00:52:08.563]  They are 10 years too late.
[00:52:08.603 --> 00:52:13.667]  There's a reason they keep losing money, and there's a reason people are going to other outlets, even if it's a fast food place.
[00:52:13.687 --> 00:52:15.148]  They're like, well, at least it's not McDonald's.
[00:52:15.728 --> 00:52:17.049]  Because they had their chance.
[00:52:17.069 --> 00:52:27.015]  They had their chance to have actually high quality ingredients, but instead, like many companies, unfortunately, they decided to cut costs down to a penny per unit instead of getting higher quality stuff.
[00:52:27.115 --> 00:52:28.216]  And they're paying the price for that.
[00:52:28.416 --> 00:52:28.816]  Exactly.
[00:52:28.856 --> 00:52:33.339]  This other story that you alluded to is one that came out Friday evening on InfoWars.
[00:52:33.439 --> 00:52:37.682]  Investors demand McDonald's ban the use of antibiotics in its meat.
[00:52:37.702 --> 00:52:44.006]  And they say just days after McDonald's said that it will shift to cage-free eggs over the next decade.
[00:52:44.306 --> 00:52:45.447]  That's the caveat there.
[00:52:45.527 --> 00:52:46.608]  Over the next decade.
[00:52:47.109 --> 00:52:51.153]  And it all comes down to that cost prohibiting thing we just talked about.
[00:52:51.213 --> 00:52:53.995]  Oh, well, it would cost three cents for us to change next year.
[00:52:54.236 --> 00:52:55.116]  Yeah, exactly.
[00:52:55.297 --> 00:52:58.039]  It would cost 2.7 cents for us to change next year.
[00:52:58.420 --> 00:53:01.122]  I think they need to understand that they're going to starve out pretty quick.
[00:53:01.202 --> 00:53:02.724]  They need to really make a radical change.
[00:53:02.944 --> 00:53:03.364]  Yeah.
[00:53:03.464 --> 00:53:06.386]  And a lot of people realize that they're supporting good companies these days.
[00:53:06.426 --> 00:53:12.649]  They know they want to support the independent companies, not the ones owned by Coca-Cola and Pepsi, like Suja Juice, which I used to drink all the time.
[00:53:12.689 --> 00:53:16.471]  Just a big portion of it got bought out by, I believe it was Coca-Cola or Pepsi.
[00:53:16.731 --> 00:53:17.011]  Really?
[00:53:17.131 --> 00:53:17.291]  Yeah.
[00:53:17.311 --> 00:53:17.872]  I didn't know that.
[00:53:17.912 --> 00:53:18.132]  Yeah.
[00:53:18.192 --> 00:53:19.212]  See, no one knows these things.
[00:53:19.352 --> 00:53:28.517]  And at the same time, it also inspires me to see things like the money bomb raise so much money, to see things like super high quality products raise so much cash, because people actually want to support those things.
[00:53:28.837 --> 00:53:29.057]  Yes.
[00:53:29.397 --> 00:53:32.419]  And you know, I was just talking to Alex earlier today, and he's so thankful.
[00:53:32.439 --> 00:53:39.724]  I mean, he's going to come on and tell everyone, but he's so thankful for everything that, you know, you guys have done, the listeners, raising this money, getting the satellite out there.
[00:53:40.204 --> 00:53:42.906]  I'm thankful, too, to see him having such a major success.
[00:53:43.266 --> 00:53:45.748]  It's really a humanity-level success, though, right?
[00:53:45.848 --> 00:53:46.028]  Yeah.
[00:53:46.048 --> 00:53:48.090]  Because it's reaching 400-plus million people.
[00:53:48.410 --> 00:53:51.352]  It's helping others that would have never been exposed to this stuff.
[00:53:51.392 --> 00:53:52.993]  But can you imagine flipping through the channels?
[00:53:53.653 --> 00:53:58.498]  And you have some CNN puppet up there saying, you know, today and blah, blah, blah, forest fires, blah, blah, blah.
[00:53:58.518 --> 00:54:01.701]  And the next one you're like, we're not going to take it anymore!
[00:54:01.721 --> 00:54:01.701]  1776!
[00:54:01.861 --> 00:54:03.202]  What are people going to be drawn to?
[00:54:03.442 --> 00:54:03.803]  Exactly.
[00:54:03.823 --> 00:54:06.205]  They're going to be drawn to the real news media.
[00:54:06.445 --> 00:54:14.652]  Well, you know, these stories, and even the one that I had there that was the parody from The Onion saying, you know, average Americans are appalled to find out they're getting the equivalent of eight pieces of fruit.
[00:54:15.493 --> 00:54:18.855]  The average American is not looking at what's in their food.
[00:54:19.235 --> 00:54:28.400]  They're having the wool pulled over their eyes, but there's enough people that have woken up because, as you're pointing out, getting the information out there, that's what we want to do with this information.
[00:54:28.420 --> 00:54:37.025]  We want to try to get this out there, get people to wake up to what's being put into their food, get them to wake up to what's being put into their government, how the Constitution is being shredded
[00:54:37.165 --> 00:54:48.355]  All these different ways that people are being deceived because of the corporate sponsors who are working with big pharmaceutical sponsors who are working with the mainstream media.
[00:54:48.375 --> 00:54:51.338]  75% of their revenue has been estimated comes from big pharma.
[00:54:51.378 --> 00:55:00.006]  I've got another article here that I'm going to talk about later about how the new head of the FDA that Obama has picked still hasn't been
[00:55:01.067 --> 00:55:03.808]  Not ratified yet by the Senate or whoever's going to do it.
[00:55:03.828 --> 00:55:10.411]  But nevertheless, this new person that he has picked has deep ties to pharmaceutical companies.
[00:55:10.471 --> 00:55:16.854]  He's the most deeply tied person in history, in recent history, until you go back to the very beginnings.
[00:55:16.934 --> 00:55:25.598]  Actually, the organization just before we had the FDA, the head of that, I forget what it was called at the time, but the name was changed to the FDA.
[00:55:26.298 --> 00:55:31.840]  Uh, but the person who was heading it at the time they changed, uh, took a 180 on fluoride.
[00:55:31.980 --> 00:55:33.821]  That was the former head of Alcoa.
[00:55:34.181 --> 00:55:39.043]  And so they were trying to get rid of toxic waste that was a byproduct of aluminum.
[00:55:39.443 --> 00:55:43.085]  And so they completely changed the... Alcoa sounds like, are you with Al-Qaeda?
[00:55:43.825 --> 00:55:44.606]  I don't know.
[00:55:44.626 --> 00:55:45.567]  But that's what changed it.
[00:55:45.607 --> 00:55:55.314]  It was that kind of regulatory capture, that kind of crony capitalism, and now it looks like that's the kind of guy that Obama is going to be appointing for the next Food and Drug Administration.
[00:55:55.334 --> 00:55:57.937]  The people overseeing all of this are not overseeing it.
[00:55:57.957 --> 00:55:59.718]  That's why people need the information.
[00:55:59.958 --> 00:56:01.438]  It reminds me of two things.
[00:56:01.498 --> 00:56:06.059]  First, it reminds me of the study in 2011 that said organic is just the same as conventional food.
[00:56:06.540 --> 00:56:11.181]  That was done by the guy that someone called the father of statistical lies, Ingram Olkin.
[00:56:11.641 --> 00:56:17.462]  And this guy developed an algorithm, basically, a statistical algorithm to make any study look a different way.
[00:56:17.762 --> 00:56:19.503]  And these are other people's words, not mine.
[00:56:20.043 --> 00:56:28.925]  But then what happened is, another study, there was a meta-analysis of the original Paxil data, the anti-psychotic antidepressant drug, anti-anxiety.
[00:56:29.645 --> 00:56:36.851]  And they found that the original data for Paxil Research found that it was super detrimental, caused a massive number of different conditions and diseases.
[00:56:36.931 --> 00:56:42.395]  I know people that have serious diseases like vitiligo, where your skin turns white, the Michael Jackson syndrome.
[00:56:42.575 --> 00:56:47.960]  They looked at it again recently, just last week, and they said, wow, we can actually have found that out from the original data.
[00:56:48.060 --> 00:56:53.244]  It looks like that that data was viewed in a certain specific way for the drug companies.
[00:56:53.484 --> 00:56:53.624]  Yeah.
[00:56:53.644 --> 00:56:57.449]  So all the studies we see these days, they can be interpreted in different ways.
[00:56:57.469 --> 00:56:58.350]  That's good and bad.
[00:56:58.410 --> 00:57:00.793]  You know, the good studies, the bad studies, they can be interpreted.
[00:57:00.973 --> 00:57:04.036]  Just depends how the researchers want to look at them, where they're getting the funding from.
[00:57:04.457 --> 00:57:04.917]  Exactly.
[00:57:04.977 --> 00:57:05.638]  And that's the key.
[00:57:05.758 --> 00:57:07.280]  Where are they getting the funding from?
[00:57:07.320 --> 00:57:12.926]  And that's what we see in the history of this guy that Obama is about to appoint to the FDA.
[00:57:13.567 --> 00:57:21.211]  You have a right to know what's going into your food, to know about the drugs that they are telling you that you're going to be forced to inject with you.
[00:57:21.571 --> 00:57:25.133]  They need to have your consent, and you need to be informed.
[00:57:25.553 --> 00:57:26.994]  That is a fundamental right.
[00:57:27.194 --> 00:57:30.636]  If we don't have that, we're nothing but slaves to these masters.
[00:57:30.976 --> 00:57:33.757]  That's why it's important for you to have independent information.
[00:57:34.077 --> 00:57:35.738]  That's what we strive to do here at InfoWars.
[00:57:35.778 --> 00:57:36.879]  Thank you so much for joining us.
[00:57:37.279 --> 00:57:38.700]  Anthony Gucciardi, stay with us.
[00:57:38.980 --> 00:57:41.461]  In the next hour, we're going to have Alex Jones reporting in.
[00:57:59.744 --> 00:58:02.966]  When cells become toxic, they die early and aging sets in.
[00:58:03.266 --> 00:58:11.271]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:58:11.511 --> 00:58:16.535]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:58:16.935 --> 00:58:19.216]  You want the best that's out there at the lowest price anywhere?
[00:58:19.456 --> 00:58:21.238]  We now have the synergistic solution.
[00:58:21.578 --> 00:58:25.760]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:58:29.808 --> 00:58:34.011]  Used since before the days of the Roman Empire to support the body's natural systems.
[00:58:34.172 --> 00:58:38.135]  Introducing the new Infowarslife.com oil of oregano formulation.
[00:58:38.335 --> 00:58:43.098]  We have now procured the most high quality and potent forms of oregano oil on the market.
[00:58:43.279 --> 00:58:47.802]  Extracted directly from the wild herb and sealed in easy to use capsules.
[00:58:47.922 --> 00:58:51.265]  You will no longer need to endure the burning of liquid oregano on the tongue.
[00:58:51.425 --> 00:58:54.747]  Now available in our limited first run at Infowarslife.com.
[00:58:54.868 --> 00:58:56.689]  That's Infowarslife.com or call 888-253-3139.
[00:59:00.618 --> 00:59:01.899]  It's now more clear than ever.
[00:59:02.099 --> 00:59:05.682]  The Globalists have launched a planetary destabilization plan.
[00:59:05.922 --> 00:59:09.524]  Here at the InfoWars operation, we hope and pray that this is not the case.
[00:59:09.804 --> 00:59:13.647]  But the signs of things deteriorating around the world are unmistakable.
[00:59:13.827 --> 00:59:20.452]  For many years, I've been working with my Patriot supply, and we have now developed a private label called InfoWars Select.
[00:59:20.592 --> 00:59:25.375]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[00:59:25.395 --> 00:59:29.658]  InfoWars Select is a wide variety of their highest quality packages,
[00:59:29.958 --> 00:59:33.361]  At the lowest price they have ever offered before.
[00:59:33.461 --> 00:59:35.742]  It's an introductory offer for only two weeks.
[00:59:35.963 --> 00:59:47.031]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[00:59:47.171 --> 00:59:49.333]  Visit InfoWarsSelect.com today.
[00:59:49.473 --> 00:59:53.075]  Watch the informational videos and check out the wide selection for yourselves.
[00:59:53.195 --> 00:59:56.438]  That's InfoWarsSelect.com or InfoWarsStore.com.
[00:59:56.698 --> 00:59:57.858]  Or call 888-253-3139.
[01:00:03.820 --> 01:00:10.062]  You're listening to the Alex Jones Show.
[01:00:13.803 --> 01:00:19.825]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:20.425 --> 01:00:23.406]  It's Alex Jones and the GCN Radio Network.
[01:00:28.447 --> 01:00:29.749]  Welcome back to the Alex Jones Show.
[01:00:29.769 --> 01:00:30.310]  I'm David Knight.
[01:00:30.370 --> 01:00:37.199]  On this Sunday, September 20th, 2015, Alex Jones is going to be joining us this hour with a report from the road.
[01:00:37.219 --> 01:00:42.406]  And I wanted to follow up on what I was talking to Anthony Gucciardi about, and that is the
[01:00:43.613 --> 01:00:44.974]  Idea of studies.
[01:00:45.014 --> 01:00:49.877]  We were talking about how studies could be manipulated by those who fund them to say basically anything that you want to say.
[01:00:49.897 --> 01:00:54.920]  Of course, there was a lot of back and forth in the last GOP debate between Ben Carson and Donald Trump.
[01:00:54.960 --> 01:01:02.765]  I think it's cost Ben Carson a huge amount of support to take the position that the science is settled on vaccines.
[01:01:03.926 --> 01:01:06.728]  I have to say, science is never settled.
[01:01:08.038 --> 01:01:27.118]  It has never settled, especially in a situation involving medications, pharmaceuticals, and vaccines, because the vaccines themselves are constantly being changed, being manipulated, having different additives put into them, the schedules are being changed, the frequency is being changed, the concentration is being changed, so the science is not settled.
[01:01:28.297 --> 01:01:42.644]  And even if it were, they can go back and forth and argue the merits and the demerits of different vaccines, different additives or adjuvants that they put into it, preservatives or things to stimulate the immune system that can stimulate adverse reactions.
[01:01:42.664 --> 01:01:43.504]  That's what adjuvants are.
[01:01:43.544 --> 01:01:49.427]  They found that in many cases when they would inject people with the vaccines that their immune system would not have the
[01:01:49.967 --> 01:01:50.667]  We're good to go!
[01:02:15.521 --> 01:02:17.642]  Is that they don't have any liability.
[01:02:17.682 --> 01:02:19.163]  That was taken away in 1986.
[01:02:20.104 --> 01:02:26.448]  Anything they cause, call a vaccine, is essentially something that is free of liability for the company.
[01:02:26.508 --> 01:02:27.329]  So of course they're doing that.
[01:02:27.549 --> 01:02:31.872]  Now Cheryl Atkinson is a very, we respect her a great deal here at InfoWars.
[01:02:31.892 --> 01:02:33.893]  I think Alex has talked to her on a number of occasions.
[01:02:33.913 --> 01:02:38.036]  She says, what the news isn't telling you about the vaccine autism studies.
[01:02:38.456 --> 01:02:42.739]  She said a new study this week found no link between vaccines and autism.
[01:02:42.779 --> 01:02:46.000]  It instantly made headlines on TV news and popular media everywhere.
[01:02:46.301 --> 01:02:52.204]  Many billed it as the final word once again, disproving the notion that vaccines could have anything to do with autism.
[01:02:52.504 --> 01:02:53.505]  But what you didn't learn...
[01:02:54.125 --> 01:03:01.867]  On the news was that the study was from a consulting firm that lists major vaccine makers among its clients, the Lewin Group.
[01:03:02.408 --> 01:03:07.809]  The potential conflict of interest was not disclosed in the paper that was published in the New England Journal of Medicine.
[01:03:08.289 --> 01:03:14.931]  The study authors simply declared, quote, the Lewin Group operates with editorial independence.
[01:03:15.732 --> 01:03:16.072]  Really?
[01:03:16.872 --> 01:03:17.212]  Really?
[01:03:17.232 --> 01:03:22.614]  A consulting lobbying firm and they act with editorial independence.
[01:03:22.654 --> 01:03:29.596]  And she goes on to talk about how, look, there's been a lot of studies that do show that there is a link with that.
[01:03:30.056 --> 01:03:31.937]  She says there's 21 different scientists.
[01:03:31.957 --> 01:03:32.777]  She lists them there.
[01:03:33.157 --> 01:03:41.319]  She says, these are just a few of the many scientists whose peer-reviewed published works have found possible links between vaccines and autism.
[01:03:41.399 --> 01:03:50.280]  But unlike the Lewin Group study, their research was not endorsed, was not promoted by the government, and was therefore not widely reported in the media.
[01:03:50.360 --> 01:03:56.542]  In fact, news reports, blogs, and quote-unquote medical experts routinely claim no such studies exist.
[01:03:56.862 --> 01:03:58.362]  And she clarified, she said, to be clear,
[01:03:59.022 --> 01:04:05.026]  No study to date conclusively proves or disproves a causal link between vaccines and autism.
[01:04:05.607 --> 01:04:08.129]  But despite the misreporting, none have claimed to do so.
[01:04:08.369 --> 01:04:16.495]  Each typically finds either A. no association or B. a possible association on a narrow vaccine autism question.
[01:04:16.855 --> 01:04:20.958]  Taken as a whole, the research on both sides serves as a body of evidence.
[01:04:21.138 --> 01:04:25.982]  A body of evidence that we as individuals should be treated with the respect
[01:04:26.482 --> 01:04:28.203]  That we have that information.
[01:04:28.703 --> 01:04:30.183]  That all of it is reported to us.
[01:04:30.543 --> 01:04:32.564]  That the conflicts of interest are reported to us.
[01:04:32.944 --> 01:04:34.405]  That they get our consent.
[01:04:34.505 --> 01:04:43.708]  And that's where Ben Carson, and even Donald Trump as they're arguing back and forth, the merits, the demerits of vaccines or whatever, it's not their decision to make.
[01:04:44.128 --> 01:04:56.258]  If you take that decision away from us, you get things like the Tuskegee experiments, you get things like the experiments on people in Nazi concentration camps, in German and Japanese prisoner of war camps.
[01:04:56.638 --> 01:05:00.942]  Those are horrendous abuses that were done in the name of the greater good.
[01:05:01.362 --> 01:05:08.728]  They were prohibited by the Nuremberg Amendments, they're prohibited by medical ethics, and they're prohibited by the Constitution and our individual rights.
[01:05:08.768 --> 01:05:09.749]  Stay with us, we'll be right back.
[01:05:10.914 --> 01:05:15.916]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[01:05:16.056 --> 01:05:21.937]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[01:05:22.177 --> 01:05:26.759]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[01:05:26.959 --> 01:05:30.280]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[01:05:30.540 --> 01:05:32.120]  No needles, no injections.
[01:05:32.501 --> 01:05:37.122]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[01:05:40.863 --> 01:05:45.064]  Use since before the days of the Roman Empire to support the body's natural systems.
[01:05:45.244 --> 01:05:49.205]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[01:05:49.385 --> 01:05:54.166]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:05:54.326 --> 01:05:58.847]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:05:59.007 --> 01:06:02.307]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:06:02.467 --> 01:06:05.768]  Now available in our limited first run at Infowarslife.com.
[01:06:05.928 --> 01:06:07.768]  That's Infowarslife.com or call 888-253-3139.
[01:06:19.642 --> 01:06:27.296]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:06:30.740 --> 01:06:32.101]  Welcome back to the Alex Jones Show.
[01:06:32.161 --> 01:06:37.805]  I'm David Knight, but today Alex Jones is out and he is reporting in from the airport.
[01:06:37.906 --> 01:06:46.392]  As I found when I was traveling recently on my vacation, he has also come across some issues with the TSA, as we all do.
[01:06:47.153 --> 01:06:49.855]  And as I filed my report, many people said, well, just don't fly.
[01:06:49.895 --> 01:06:51.136]  Just boycott it totally.
[01:06:51.798 --> 01:06:52.178]  I agree.
[01:06:52.399 --> 01:07:01.126]  I think we ought to try to reduce our flying as much as possible to put pressure on the airlines to not support this kind of authoritarian treatment at the airports.
[01:07:01.347 --> 01:07:05.550]  But the same token, I don't want to allow them to keep me in a box.
[01:07:06.673 --> 01:07:08.414]  So I try to push back as much as I can.
[01:07:08.634 --> 01:07:11.955]  That's opting out, essentially, because I know they don't like to do that.
[01:07:12.215 --> 01:07:13.136]  I don't like to do it either.
[01:07:13.716 --> 01:07:16.997]  But I try to be a monkey wrench into the system as much as I can.
[01:07:17.017 --> 01:07:22.820]  Nothing is going to really change, however, until the vast number of Americans stand up and say no.
[01:07:23.880 --> 01:07:24.540]  We can do that.
[01:07:24.680 --> 01:07:28.802]  Whenever Americans stand up and say no, they always back down.
[01:07:28.842 --> 01:07:33.424]  But they have to know that you're going to stand up for your rights, that you're not going to take it anymore.
[01:07:34.125 --> 01:07:34.445]  Shout it!
[01:07:34.685 --> 01:07:36.506]  I'm fed up and I'm not going to take it anymore.
[01:07:36.526 --> 01:07:38.547]  I mean, that's what we have to do collectively.
[01:07:38.587 --> 01:07:46.190]  We have to stand collectively for individual rights instead of just surrendering this to them, allowing them to control our movements.
[01:07:46.230 --> 01:07:47.251]  And it's going to get much worse.
[01:07:47.291 --> 01:07:47.911]  As I pointed out,
[01:07:48.411 --> 01:08:00.283]  Shortly, they are going to make people who are traveling within the United States, citizens within the United States, carry a passport if their state has not qualified for the national ID card.
[01:08:00.464 --> 01:08:01.364]  Real ID.
[01:08:01.885 --> 01:08:06.129]  So it's going to continue to get worse until we stand up and say we've had enough.
[01:08:06.750 --> 01:08:08.392]  Reporting in, here's Alex Jones.
[01:08:09.913 --> 01:08:17.559]  Folks, Alex Jones here reporting live as I board a Southwest Airlines flight from Denver to Austin from Omaha.
[01:08:17.859 --> 01:08:21.122]  I went up there to conduct some business and also to attend a wedding.
[01:08:22.029 --> 01:08:25.410]  I had some very interesting experiences up there analyzing what's happening to the country.
[01:08:25.430 --> 01:08:29.391]  It fits into what I witnessed in areas of Europe about a month and a half ago.
[01:08:30.051 --> 01:08:35.592]  I'll be back tomorrow live hosting the entire five days of the week myself with a Sunday broadcast coming up.
[01:08:36.393 --> 01:08:41.234]  And we're going to be breaking down the Pope's visit to Philadelphia, D.C.
[01:08:41.414 --> 01:08:42.334]  and other areas.
[01:08:42.734 --> 01:08:45.815]  His visit that's currently happening in Cuba and how huge this is.
[01:08:46.826 --> 01:08:47.228]  And more.
[01:08:48.271 --> 01:08:51.662]  I haven't had any big TSA problems until today.
[01:08:52.982 --> 01:08:59.484]  And because of the fact that they had part of downtown shut down because of a marathon, I got a little late to the airport.
[01:08:59.604 --> 01:09:02.985]  And so I thought just for a test, I would go ahead and do the naked body scanner.
[01:09:03.346 --> 01:09:05.226]  I've refused them for five years, as everyone knows.
[01:09:05.246 --> 01:09:10.108]  Thought I'd do it so I could basically analyze the experience after demonstrating against it.
[01:09:10.148 --> 01:09:19.211]  So even though I went through the entire process, they then wanted to search us and went through all of our bags.
[01:09:20.510 --> 01:09:20.971]  I think so.
[01:09:32.113 --> 01:09:38.758]  And, uh, they said, we're gonna let you fly today because of this violation, but you're, you're, you're really lucky that we're even letting you.
[01:09:38.898 --> 01:09:39.838]  I mean, this is America.
[01:09:39.919 --> 01:09:41.880]  Our own government funds ISIS and all kinda.
[01:09:42.740 --> 01:09:44.662]  Our own government ships in the major narcotics.
[01:09:44.722 --> 01:09:47.183]  Our own government is involved in every crime you can imagine in the world.
[01:09:47.744 --> 01:09:51.766]  And they got these ridiculous internal checkpoints like dog training to prepare us to be slaves.
[01:09:52.487 --> 01:10:01.093]  And they sit there with a straight face and searched me for 35 minutes until I barely made my plane.
[01:10:02.214 --> 01:10:02.935]  I think so.
[01:10:16.421 --> 01:10:19.826]  And it just illustrates how everything is about him pecking us into submission.
[01:10:20.166 --> 01:10:27.095]  Political correctness, zero tolerance, anti-state, all of it is about training you to comply, training you to be a minion.
[01:10:27.896 --> 01:10:29.298]  And none of it keeps us safe.
[01:10:29.498 --> 01:10:30.920]  The enemies run the country.
[01:10:30.940 --> 01:10:32.221]  The criminals have taken over.
[01:10:32.281 --> 01:10:32.822]  It's proof.
[01:10:33.563 --> 01:10:34.023]  It's fact.
[01:10:34.043 --> 01:10:35.045]  I was reading today where
[01:10:36.042 --> 01:10:40.844]  A police chief said that Black Lives Matter groups are targeting police for engaging in domestic terrorism.
[01:10:41.225 --> 01:10:43.266]  It's classical terrorism by its very definition.
[01:10:43.666 --> 01:10:44.146]  They fired him.
[01:10:44.926 --> 01:10:48.248]  That story's on Infowars.com, North Carolina.
[01:10:48.548 --> 01:10:53.010]  It's just amazing to think it's Homeland Security for veterans and gun owners and patriots and we've done nothing.
[01:10:53.331 --> 01:10:57.873]  And the very groups funded by Soros that are meant to destabilize the country are about to run wild.
[01:10:57.933 --> 01:10:58.613]  I'm just sick of it.
[01:10:59.033 --> 01:11:04.336]  I'm going to watch the quote security services use this as a conditioning tool for the general public is wrong.
[01:11:05.288 --> 01:11:05.989]  And I stand against it.
[01:11:06.009 --> 01:11:07.610]  But we have a lot of special reports.
[01:11:07.630 --> 01:11:08.611]  I was able to shoot videos.
[01:11:08.631 --> 01:11:15.457]  Someone knows to take photos of the whole TSA, you know, confiscates grape jelly.
