[00:00:01.749 --> 00:00:02.911]  Well, it is surreal.
[02:14:40.702 --> 02:14:42.604]  But there is a glut, and I'm aware of your big...
[02:14:42.964 --> 02:14:43.885]  We're good to go.
[02:15:10.346 --> 02:15:19.718]  Walking us through it, sir, and your incredible article, Military to Military, explain to us, as best you can tell, what has really happened in Syria.
[02:15:20.365 --> 02:15:25.910]  Well, the big issue is, one of the big questions is, we've demonized Bashar Assad.
[02:15:26.130 --> 02:15:27.632]  He's a dictator, no question.
[02:15:28.372 --> 02:15:30.014]  You cross him, he'll cross you.
[02:15:30.354 --> 02:15:35.199]  He's a lot better than his father, the old man Assad, you know, Hafez Assad.
[02:15:35.739 --> 02:15:41.865]  He was trained to be, he was the second or third son, never thought he'd be president because the older boys had the past.
[02:15:42.545 --> 02:15:53.977]  He went to medical school, was an ophthalmologist, married a very second-generation Iraqi woman who worked for one of the national investment houses, American investment houses in London.
[02:15:54.438 --> 02:16:01.485]  And so all of a sudden he's called upon, his older brother dies, and his father says, you better get a couple years of Army training and get ready.
[02:16:05.936 --> 02:16:07.038]  He's hated in America.
[02:16:07.058 --> 02:16:09.161]  I don't think you can get five votes for him in Congress.
[02:16:09.501 --> 02:16:10.302]  He's demonized.
[02:16:10.382 --> 02:16:12.045]  He's killed.
[02:16:12.065 --> 02:16:13.287]  There's about 250,000 deaths.
[02:16:13.307 --> 02:16:14.809]  But he's a lot better than Al Qaeda.
[02:16:15.475 --> 02:16:20.960]  Well, you know something, and ISIS, and also, things have, I watched them for 6, 8, 10 years.
[02:16:21.020 --> 02:16:22.041]  I went back and forth there.
[02:16:22.061 --> 02:16:24.383]  I've been going there to the Middle East a lot since 9-11.
[02:16:24.824 --> 02:16:26.505]  And he's, you know, he got much more open.
[02:16:26.525 --> 02:16:33.391]  You could, you know, you could bank there, you could have the, you can go to an ATM machine.
[02:16:33.992 --> 02:16:36.674]  There were 30 different foreign broadcasts on TV.
[02:16:36.995 --> 02:16:38.056]  It was, he was opening.
[02:16:38.536 --> 02:16:40.918]  Yes, when you cross him, he's going to fight you to the end.
[02:16:40.938 --> 02:16:41.999]  It's a war to the end.
[02:16:42.379 --> 02:16:46.442]  He's fighting ISIS, he's fighting Al-Qaeda, he's fighting Al-Nusra.
[02:16:46.782 --> 02:16:48.484]  These are people that hang in garages.
[02:16:48.504 --> 02:16:49.945]  Some of the horrible stuff that happens.
[02:16:50.285 --> 02:16:54.629]  He's had as many as 200 of his soldiers executed at one sitting by these people.
[02:16:54.649 --> 02:16:57.791]  So, it's a war in which he's killed a lot and they've killed a lot.
[02:16:58.371 --> 02:16:59.632]  And it's a war to the end.
[02:17:00.673 --> 02:17:05.537]  And what I wrote about, in part, was that our Joint Chiefs
[02:17:06.520 --> 02:17:07.461]  We're good to go.
[02:17:27.556 --> 02:17:36.575]  Some of the groups we advocate as moderate have already made it clear that if they ever took over the government, no Christians or Alawites as a minority sect.
[02:17:37.125 --> 02:17:43.711]  She asked that Bashar Assad and about 12% of the people living in Syria belong to.
[02:17:43.731 --> 02:17:46.614]  None of them could be allowed to live in the country.
[02:17:47.054 --> 02:17:51.238]  They were talking about genocidal, you know, genocidal cleaning.
[02:17:51.959 --> 02:17:53.940]  Cleansing, if you will, of a society.
[02:17:54.941 --> 02:17:55.962]  Those are the moderate groups.
[02:17:56.002 --> 02:17:57.103]  So there you are.
[02:17:57.944 --> 02:17:58.805]  So the option was
[02:17:59.443 --> 02:18:12.552]  The Joint Chiefs looking at the intelligence, looking at the fact that we had been supporting for years covertly, this is through the CIA, David Petraeus, I would argue that Hillary Clinton surely should have been aware of this, she was Secretary of State.
[02:18:12.953 --> 02:18:20.158]  We began, after Libya fell, we began to funnel stuff that in an earlier article I called the rat line.
[02:18:20.798 --> 02:18:29.443]  A lot of arms from Libya into Turkey, and from Turkey, the gentleman running Turkey, Erdogan, is a total, complete supporter of ISIS.
[02:18:29.764 --> 02:18:32.105]  I don't think there's any question of that, even though we deny that.
[02:18:32.465 --> 02:18:34.186]  Our intelligence soldiers.
[02:18:34.246 --> 02:18:38.189]  What I wrote about is the fact that two and a half years ago, the Joint Chiefs decided,
[02:18:39.099 --> 02:18:43.461]  They can't convince the White House and the State Department with intelligence.
[02:18:43.521 --> 02:18:55.125]  They're just going to begin to do what they can do to try and modify the American policy or make it less, you know, nobody wants to talk about directly challenging a president.
[02:18:55.165 --> 02:18:56.065]  That's not your job.
[02:18:56.465 --> 02:18:57.966]  But I will tell you at a certain level.
[02:18:58.559 --> 02:19:01.061]  At the Joint Chiefs, the level four-star generals.
[02:19:01.381 --> 02:19:04.543]  The oath of office is an oath to the Constitution, not to the President.
[02:19:04.763 --> 02:19:05.564]  That's right.
[02:19:05.784 --> 02:19:06.864]  And it's very traditional.
[02:19:06.884 --> 02:19:08.546]  You can go back to Douglas McCarthy.
[02:19:08.606 --> 02:19:10.147]  You can go back to World War II fighting.
[02:19:10.467 --> 02:19:12.728]  You can go back to terrible fighting in Vietnam.
[02:19:12.788 --> 02:19:25.777]  President Eisenhower, as the President, challenged the military-industrial complex as a system himself, the ultimate level, still a general, saying, I want to challenge the people that want to control our military for their own aims.
[02:19:26.374 --> 02:19:26.894]  There you go.
[02:19:26.914 --> 02:19:27.575]  There you go.
[02:19:28.015 --> 02:19:35.960]  And you can even argue that the hatred for McNamara by the time he was ready to get out of there in 67 because he refused to listen to the generals.
[02:19:36.280 --> 02:19:37.981]  We've always had generals in opposition.
[02:19:38.301 --> 02:19:39.102]  So this isn't new.
[02:19:39.142 --> 02:19:50.869]  What they did, though, instead of directly challenging the Joint Chiefs, as I wrote about, beginning in the summer of 2013 after a lot of intelligence showed that our path was wrong.
[02:19:51.209 --> 02:19:52.169]  We weren't going to win.
[02:19:52.790 --> 02:19:54.751]  If we got rid of Bashar, we were going to have
[02:19:55.371 --> 02:19:55.952]  Clearly worse.
[02:19:55.992 --> 02:19:58.095]  I mean, a whole new Afghanistan.
[02:20:08.720 --> 02:20:10.181]  You know, people always talk.
[02:20:10.682 --> 02:20:11.682]  I'm a big supporter.
[02:20:12.883 --> 02:20:13.624]  I was in the Army.
[02:20:13.644 --> 02:20:15.986]  There's nothing better than America.
[02:20:16.306 --> 02:20:17.627]  It's the greatest country to be in.
[02:20:17.947 --> 02:20:19.148]  But we do have a lot of freedom.
[02:20:19.528 --> 02:20:25.813]  And I will tell you that our special operation forces, the Delta Force, the SEALs, they're terrific.
[02:20:26.233 --> 02:20:28.575]  They're very good at what they do, but they're being misguided.
[02:20:28.595 --> 02:20:28.875]  Absolutely.
[02:20:28.915 --> 02:20:29.235]  Yes, sir.
[02:20:29.335 --> 02:20:30.256]  Well, Cy Hirst joins us.
[02:20:30.276 --> 02:20:36.699]  I want to go back to the bombshell you just dropped that's in your article, Military to Military, London Review of Books, and expand on this with you.
[02:20:52.606 --> 02:21:03.233]  Because what you write here, and the generals you talk to, and you've got the former head of Defense Intelligence, Flynn, and others going public on Al Jazeera saying, look, we were ordered to aid Al Qaeda, ISIS, all this.
[02:21:03.613 --> 02:21:09.738]  This is bombshell, and it verifies stuff you were writing about years ago that you were demonized over.
[02:21:10.839 --> 02:21:18.722]  This is unprecedented in my lifetime to see generals on TV saying we don't want to back Al-Qaeda, Al-Nusra, ISIS.
[02:21:19.523 --> 02:21:21.304]  We don't know why we're being ordered to do this.
[02:21:21.644 --> 02:21:23.184]  We don't know what the mission is.
[02:21:23.445 --> 02:21:25.886]  I mean, if your mission is to kill Christians, then it works.
[02:21:25.946 --> 02:21:26.426]  If it's not,
[02:21:27.386 --> 02:21:28.247]  You know, what's the point?
[02:21:28.307 --> 02:21:30.289]  So you've got the high-level sources.
[02:21:30.309 --> 02:21:36.553]  I just don't think the public realizes how seismic this is and what it symbolizes under the surface.
[02:21:36.573 --> 02:21:44.099]  So can you speak to more of that, please, sir, and go over to you what this means in your 40-plus years of being inside this?
[02:21:44.779 --> 02:21:47.121]  Well, we're just fighting this war wrong.
[02:21:47.799 --> 02:21:48.620]  We're fighting it wrong.
[02:21:48.980 --> 02:22:06.992]  We are supplying a great deal of material to people that we claim to be moderate, and there's no question, the first thing that happens when a small group that maybe isn't as far out as ISIS or al-Nusra, but the first thing they do is they have no choice either to sell it to them or get it taken away.
[02:22:07.012 --> 02:22:08.693]  So whatever we're sending there,
[02:22:08.933 --> 02:22:26.670]  They get bullied by the most extreme, yes sir, but when I'm getting back with you, sir, and I know you hold your cards close to your vest, you just got into the Pentagon, the Army mainly, from my sources, you're confirming it, saying, we're not going to back Al-Qaeda, al-Nusra, ISIS, we're just going to give intel to the Russians and intel to Assad and stop that.
[02:22:26.730 --> 02:22:31.515]  That is just a huge American moment that makes me so proud of the armed services.
[02:22:31.555 --> 02:22:32.316]  That is great!
[02:22:33.106 --> 02:22:34.307]  Well, you know, it's interesting.
[02:22:34.707 --> 02:22:42.494]  What they did was, because they didn't want to go directly to Bashar Assad, because the President had ruled that, you know, that would have been a direct violation.
[02:22:42.814 --> 02:22:51.461]  But we did know that the Germans in particular, the German Intelligence Service and the German High Command, and get this, the Russians and the Israelis,
[02:22:52.230 --> 02:22:55.371]  All three had been in contact with Bashar Assad.
[02:22:55.731 --> 02:23:00.172]  Because all three, even Israel, which sometimes, you know, doesn't always speak what the real policy is.
[02:23:00.652 --> 02:23:03.093]  They've got a lot of problems, government problems, leadership problems.
[02:23:03.413 --> 02:23:14.096]  But the guys running the military and intelligence system in Israel had the same point of view as our, the guys running our, at least that were running our Joint Chiefs, because the general at the time was General Dempsey.
[02:23:14.116 --> 02:23:16.176]  They're saying... Martin Dempsey, who's now retired.
[02:23:16.417 --> 02:23:17.977]  He's the new chairman.
[02:23:18.417 --> 02:23:21.479]  And we don't know where he stands on this because publicly he's said little.
[02:23:21.779 --> 02:23:23.140]  He's only a couple months into it.
[02:23:23.800 --> 02:23:25.681]  I understand a very competent Marine named Dunford.
[02:23:25.741 --> 02:23:26.682]  I just don't know much about him.
[02:23:27.142 --> 02:23:33.166]  I know more about Dempsey and... Was Dempsey the big hero in this going to Obama saying...
[02:23:34.106 --> 02:23:35.828]  You know, he wouldn't look at it that way.
[02:23:35.848 --> 02:23:40.071]  He just did something... The issue was, we were going the wrong way.
[02:23:40.091 --> 02:23:45.615]  The Germans and the Russians and the Israelis were begging for intelligence.
[02:23:46.075 --> 02:23:49.658]  One thing America does, and we do it very well, we have terrific intelligence.
[02:23:49.678 --> 02:23:53.661]  We have satellites, we have SIGINT intelligence, we do have people on the ground.
[02:23:54.001 --> 02:23:58.805]  Believe me, we can do better than anybody wants to write about with certain groups.
[02:23:58.865 --> 02:23:59.826]  We can penetrate people.
[02:24:00.226 --> 02:24:04.428]  We're not incompetent, but often it's the leadership that gets you in trouble.
[02:24:04.448 --> 02:24:09.170]  So they decided that, the Germans in particular, were kept on saying, what can you do to help us?
[02:24:09.370 --> 02:24:19.995]  They began in the fall of 2013, we began to shovel stuff that we had about Al-Nusra, Al-Qaeda, ISIS.
[02:24:20.175 --> 02:24:25.998]  We began to shovel information, not only about where they were, but what they were thinking, as much as we learned.
[02:24:26.398 --> 02:24:27.339]  And so we enabled
[02:24:28.119 --> 02:24:28.699]  I don't agree.
[02:24:46.838 --> 02:24:52.461]  As somebody in the article I wrote said, you know, we're doing stuff military to military.
[02:24:52.881 --> 02:24:56.683]  The President may not have known, but there's a lot of stuff he doesn't know about.
[02:24:56.723 --> 02:24:58.384]  So that's the way they got around the issue.
[02:24:58.884 --> 02:25:00.685]  And they began to help it and help Bashar.
[02:25:00.925 --> 02:25:07.129]  Not only that, it was very much a morale builder for the Syrian Army to know that they were getting very high-level intelligence.
[02:25:07.889 --> 02:25:11.191]  So, I don't know how history is going to judge this.
[02:25:13.267 --> 02:25:18.271]  As you can gather, stories like this in the mainstream press don't get copied.
[02:25:19.092 --> 02:25:20.973]  But it doesn't matter because there's the Internet.
[02:25:21.573 --> 02:25:29.439]  You know, there's guys like you and all sorts of other people around the world that pay more attention than often.
[02:25:29.459 --> 02:25:35.124]  The major papers here... You know, I worked for the New York Times for eight or nine years during Watergate.
[02:25:35.204 --> 02:25:37.746]  I won a lot of prizes in Vietnam and
[02:25:39.701 --> 02:25:42.283]  Certainly, the Nixon years, a lot.
[02:25:42.724 --> 02:25:50.730]  And one of the things, you know, is there's not many reporters at a good newspaper who have the kind of, you know, there's nothing special.
[02:25:50.770 --> 02:25:54.893]  I have friends that I know, most of the good guys at the major papers have somebody.
[02:25:55.473 --> 02:26:04.820]  And when you're at that level, where you're, you know, you've got access and you're covering the Pentagon or the State Department or the White House, the last thing you want to do, I know this makes, sounds almost
[02:26:05.410 --> 02:26:06.131]  We're good.
[02:26:14.853 --> 02:26:17.796]  The only thing the editor can do is ask one of the good reporters to do it.
[02:26:18.136 --> 02:26:22.060]  And what they want to do is figure out some way to get this out, you know, turf this, get this off their desk.
[02:26:22.540 --> 02:26:23.761]  So it doesn't really get happened.
[02:26:23.921 --> 02:26:25.183]  It doesn't happen with the papers.
[02:26:25.603 --> 02:26:27.805]  And I understand it because I'm sure I did the same thing.
[02:26:28.325 --> 02:26:33.070]  We're all, you know, we all love what we do, and we're more interested in ourselves than anybody else.
[02:26:33.110 --> 02:26:35.272]  That's one of the things about my business that's sort of wacky.
[02:26:35.652 --> 02:26:36.693]  Well, here's the bottom line.
[02:26:36.793 --> 02:26:39.994]  You've had the courage and the fortitude to go through a lot.
[02:26:40.034 --> 02:26:42.856]  I know you don't talk about this, but I mean, I know the stuff I've gone through.
[02:26:42.876 --> 02:26:48.519]  I mean, I can imagine, and I've seen some of the news, you've gone through a lot of harassment, persecution, to tell the truth.
[02:26:49.179 --> 02:26:51.660]  And it's just to see the media today just being repeaters.
[02:26:51.680 --> 02:26:54.982]  They take a corporate press release, this pitchman, and just put it back out.
[02:26:55.762 --> 02:26:56.783]  It's very, very sad.
[02:26:56.883 --> 02:26:59.424]  I just hope that you'll join us to talk about your Cheney book.
[02:27:00.665 --> 02:27:01.145]  Very, very sad.
[02:27:01.165 --> 02:27:05.147]  Yeah, but that's, you know, the problem I have with that is, you know, here's Cheney, who's a very tough dude.
[02:27:05.771 --> 02:27:19.517]  Who decided one day after 9-11 that the rules don't apply, which is, you know, and the thing that always interests me so much about Cheney, and I'm not telegraphing that much, is how easy it was for him to do it.
[02:27:20.197 --> 02:27:21.337]  He could change all the rules.
[02:27:21.357 --> 02:27:21.997]  He's a sociopath.
[02:27:22.058 --> 02:27:22.938]  How easy it is.
[02:27:23.218 --> 02:27:29.761]  It's just, it turns out, our Constitution, you know, which we all dearly think is so wonderful, it's pretty flimsy.
[02:27:30.141 --> 02:27:31.961]  It can be beaten to death very easy.
[02:27:32.542 --> 02:27:33.202]  And that happened.
[02:27:33.843 --> 02:27:34.603]  And so here we are.
[02:27:35.023 --> 02:27:41.986]  We have a prison in Guantanamo that to the Arab world is a symbol of everything that's wrong with America.
[02:27:42.006 --> 02:27:42.786]  It's so dumb.
[02:27:43.166 --> 02:27:45.267]  It's a prison guys can go into and they disappear.
[02:27:45.287 --> 02:27:48.348]  There's a lot of bad guys there, but there's an awful lot of good guys too.
[02:27:48.648 --> 02:27:50.129]  Guys that have nothing to do with anything.
[02:27:50.169 --> 02:27:51.529]  We were paying $5 to $25.
[02:27:51.669 --> 02:27:53.010]  We lose the moral high ground.
[02:27:53.050 --> 02:27:54.170]  Sir, I've got to get you back up.
[02:27:54.210 --> 02:27:56.471]  At the time I have left, I've got to ask you separately.
[02:27:57.051 --> 02:28:02.777]  Dealing with all the things that are happening and the way terrorism is being used to take our freedoms, bringing all these refugees in.
[02:28:03.077 --> 02:28:04.479]  We know a lot of them are foreign fighters.
[02:28:04.519 --> 02:28:05.420]  They're going to attack.
[02:28:05.720 --> 02:28:08.603]  Then they say, oh, we'll just put up naked body scanners on the highway.
[02:28:08.963 --> 02:28:10.785]  I mean, isn't the war on terror a fraud?
[02:28:10.825 --> 02:28:15.350]  Because all the funding in 15 years and we're still seeing terror attacks.
[02:28:15.690 --> 02:28:20.195]  Shouldn't we just preserve the Bill of Rights and Constitution and not be intimidated by terror?
[02:28:21.428 --> 02:28:24.129]  Well, you know, I don't necessarily agree with everything you're saying.
[02:28:24.149 --> 02:28:26.870]  Let me make it clear, because I have a different view on immigration.
[02:28:26.890 --> 02:28:33.352]  I think you can do things, rational things, to separate the good from the bad, although I admit there's always a risk with everything.
[02:28:33.692 --> 02:28:37.553]  But certainly, I'll tell you, we've walked away from a lot of bases.
[02:28:37.874 --> 02:28:38.374]  And you're right.
[02:28:38.894 --> 02:28:42.095]  One of the basic things we use, it makes it easy for the government
[02:28:42.775 --> 02:28:48.039]  And look, I know people that are very serious inside the government about the security risk and are scared.
[02:28:48.340 --> 02:28:54.685]  But the bottom line is, it's being used to pass laws that violate the Bill of Rights.
[02:28:55.445 --> 02:28:56.146]  I agree.
[02:28:56.166 --> 02:28:58.428]  Let's not blame the migrants and the poor war-torn folks.
[02:28:58.488 --> 02:28:58.788]  I know.
[02:28:59.148 --> 02:29:03.051]  I'm just saying they're going to use this, the few bad guys that come in to take our freedoms.
[02:29:04.532 --> 02:29:05.673]  When is the Cheney book coming out?
[02:29:08.792 --> 02:29:10.473]  You know, hey, come on, I'm a journalist.
[02:29:10.493 --> 02:29:11.394]  We never make deadlines.
[02:29:11.414 --> 02:29:12.775]  I don't want to make any predictions.
[02:29:12.795 --> 02:29:13.676]  Well, Mr. Hirsch, we're out of time.
[02:29:13.736 --> 02:29:19.660]  I mean, I know you got to go, but I just want to... Let me say bye to you during the break, but I tell you, thank you so much for your courage, and you deserve it.
[02:29:19.900 --> 02:29:21.701]  You're an amazing person.
[02:29:21.721 --> 02:29:22.662]  Thank you so much, sir.
[02:29:22.902 --> 02:29:25.925]  Well, thank you for having me, and have a happy New Year.
[02:29:25.965 --> 02:29:26.465]  You too, sir.
[02:29:26.485 --> 02:29:26.925]  Thank you.
[02:29:26.945 --> 02:29:29.547]  The Empire's on the run.
[02:29:30.488 --> 02:29:33.170]  Alex Jones and the GCN Radio Network.
[02:29:38.493 --> 02:29:42.915]  Republican legislators are threatening to remove Virginia Governor Terry McAuliffe's protection detail.
[02:29:43.255 --> 02:29:52.618]  The Democrat governor, former campaign manager for Hillary Clinton, and his attorney general are eager to enact new gun control laws without involvement from the legislature.
[02:29:52.998 --> 02:29:58.960]  So Attorney General Haring announced that he would no longer recognize concealed carry permits from 25 states.
[02:29:59.581 --> 02:30:00.461]  Just like that.
[02:30:01.181 --> 02:30:08.823]  One guy tells the most law-abiding, most vetted people, you can no longer protect yourself, protect your family.
[02:30:09.123 --> 02:30:14.025]  He implies these 25 other states don't have the same standards of background checks that Virginia does.
[02:30:14.605 --> 02:30:15.145]  Not true.
[02:30:15.745 --> 02:30:23.147]  So Republicans in the Virginia legislature are saying, if the governor is so afraid of guns, we're not going to surround him with armed state policemen.
[02:30:23.507 --> 02:30:25.628]  And the people in Virginia need to tell the governor,
[02:30:25.868 --> 02:30:32.452]  That if he won't allow them to protect themselves, they're not going to pay for him to be protected by an army of bodyguards.
[02:30:32.873 --> 02:30:34.994]  For more information, go to Infowars.com.
[02:30:35.274 --> 02:30:35.835]  I'm David Knight.
[02:30:37.116 --> 02:30:43.938]  In the 15-year history of PrisonPlanet.TV, we have never offered 6 months free at Christmas.
[02:30:44.018 --> 02:30:46.719]  We've always offered 5 months free.
[02:30:46.919 --> 02:30:52.500]  But since I announced 6 free months a few days ago, we have seen record numbers of sign-ups.
[02:30:52.820 --> 02:30:54.641]  PrisonPlanet.TV began 15 years ago.
[02:30:56.241 --> 02:30:59.223]  It's grown into Infowars, Nightly News, and so much more.
[02:30:59.543 --> 02:31:08.069]  All of my documentary films, scores of e-books, and other exclusive documentaries are available for streaming or download in HD at PrisonPlanet.tv.
[02:31:08.490 --> 02:31:19.217]  You don't just get six months free when you sign up from Christmas through New Year's, you also get to share that membership with up to 20 people simultaneously using your username.
[02:31:19.477 --> 02:31:26.903]  You can also sign up for a trial month and only pay $5.95, and then 20 of you and your friends and family can watch PrisonPlanet.tv.
[02:31:27.063 --> 02:31:29.105]  Get 20 memberships at half price.
[02:31:29.125 --> 02:31:31.046]  Be the Paul Revere in your community.
[02:31:31.246 --> 02:31:34.789]  That's 6 months free when you sign up for a year at PrisonPlanet.tv.
[02:31:36.826 --> 02:31:40.048]  When cells become toxic, they die early and aging sets in.
[02:31:40.348 --> 02:31:48.353]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:31:48.593 --> 02:31:53.617]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:31:54.017 --> 02:31:56.298]  You want the best that's out there at the lowest price anywhere?
[02:31:56.538 --> 02:31:58.320]  We now have the synergistic solution.
[02:31:58.660 --> 02:32:02.842]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[02:32:06.730 --> 02:32:07.651]  BrainForce is here.
[02:32:07.831 --> 02:32:09.932]  Ladies and gentlemen, I've been on this the last few months.
[02:32:10.052 --> 02:32:14.796]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[02:32:15.036 --> 02:32:16.697]  There's always hidden additives in your food.
[02:32:16.737 --> 02:32:18.198]  Even organic food has hidden additives.
[02:32:18.338 --> 02:32:21.541]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[02:32:21.821 --> 02:32:23.622]  Ultimately, we've all been dumbed down to some degree.
[02:32:23.802 --> 02:32:24.703]  It doesn't have stimulants.
[02:32:24.723 --> 02:32:25.703]  It doesn't have garbage in it.
[02:32:25.904 --> 02:32:27.845]  It has natural things that do it clean.
[02:32:27.905 --> 02:32:33.489]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[02:32:46.687 --> 02:32:50.149]  Resistance to tyrants is obedience to God.
[02:32:50.750 --> 02:32:52.531]  It's Alex Jones.
[02:32:54.452 --> 02:33:02.117]  In Mexico, it's known that the Army is the oldest institution and also probably the most corrupt.
[02:33:03.298 --> 02:33:09.101]  And the Marines are seen as the chivalrous group that have never really been caught in any major corruption.
[02:33:09.481 --> 02:33:10.342]  And they battle the Army.
[02:33:12.263 --> 02:33:13.284]  In the United States,
[02:33:16.573 --> 02:33:20.735]  The Army, at least at the current time, are the good guys.
[02:33:21.236 --> 02:33:22.436]  And the Navy isn't bad.
[02:33:23.097 --> 02:33:25.758]  Just the Navy's always been involved in dirtier tricks overall.
[02:33:26.479 --> 02:33:28.480]  The Navy serves the globalists right now.
[02:33:30.060 --> 02:33:31.601]  And that's an oversimplification.
[02:33:32.042 --> 02:33:33.743]  You notice Cy Hirsch comes out of the Army.
[02:33:35.043 --> 02:33:38.665]  And, I mean, I was told this over a decade ago, but I've seen it more and more.
[02:33:39.766 --> 02:33:41.227]  I'll keep this song going with Dave Mustaine.
[02:33:41.887 --> 02:33:42.627]  I can even play the whole song.
[02:33:42.647 --> 02:33:44.849]  He's given me authorization to play any of his music, the whole thing.
[02:33:44.889 --> 02:33:45.189]  Here we go.
[02:33:47.554 --> 02:33:48.514]  The Darkest Hour.
[02:33:49.255 --> 02:33:50.635]  Yeah, let's crank it up and listen to this song.
[02:33:52.416 --> 02:33:53.236]  But who founded the U.S.
[02:33:53.276 --> 02:33:53.376]  Army?
[02:33:55.257 --> 02:34:01.459]  And from him, right down to every other level, there's an electrical charge to the U.S.
[02:34:01.559 --> 02:34:01.780]  Army.
[02:34:02.800 --> 02:34:03.480]  George Washington.
[02:34:05.481 --> 02:34:08.302]  My hour of need, no, you are not there.
[02:34:08.322 --> 02:34:11.964]  And no, I reached out to you.
[02:34:13.064 --> 02:34:15.105]  Oh, this is good.
[02:34:15.145 --> 02:34:15.525]  Crank it up.
[02:34:24.462 --> 02:34:31.884]  Imagine all those Christians getting slaughtered all over Africa and the Middle East by the jihadis of the bloodthirsty, demonic Saudi Arabian leadership.
[02:34:32.724 --> 02:34:41.847]  Yeah, our military is full of a bunch of killers.
[02:34:44.745 --> 02:34:49.346]  But I liken it to the great screenplay that was written by one of my favorite screenwriters.
[02:34:49.386 --> 02:34:51.067]  He's better as a screenwriter than a director.
[02:34:51.647 --> 02:34:52.287]  Oliver Stone.
[02:34:52.327 --> 02:34:55.008]  He wrote Conan the Barbarian, Scarface, you name it.
[02:35:02.429 --> 02:35:06.390]  And in there, Tony Montana's not perfect.
[02:35:06.410 --> 02:35:08.671]  He's a man's man when it comes down to killing two little girls.
[02:35:09.872 --> 02:35:12.714]  When they're driving behind the UN envoy, they're about to blow his car up.
[02:35:13.674 --> 02:35:15.595]  He looks at the guy and he goes, you think I'm a worm like you?
[02:35:15.615 --> 02:35:16.756]  You think I kill little kids?
[02:35:17.657 --> 02:35:18.697]  No, you die.
[02:35:18.717 --> 02:35:21.479]  He pumps a couple rounds into his head.
[02:35:23.400 --> 02:35:26.522]  And he ends up losing his life later because he did that, but not his soul.
[02:35:32.986 --> 02:35:34.387]  Now I know it was you!
[02:35:45.902 --> 02:35:46.642]  All these years.
[02:35:51.043 --> 02:35:56.245]  Now I know it was you.
[02:35:56.265 --> 02:35:59.406]  So continuing, we are at this historic crossroads right now.
[02:36:01.767 --> 02:36:03.267]  Darkest Hour, Dave Mustaine, Megadeth.
[02:36:05.640 --> 02:36:08.402]  Yeah, I was talking about all these patriots that are awake yesterday, all these Hollywood folks.
[02:36:08.422 --> 02:36:09.904]  There's Vince Vaughn's awake to the rule of order.
[02:36:09.924 --> 02:36:11.585]  The list goes on and on.
[02:36:11.605 --> 02:36:17.590]  Why do we all feel alone being against this when we really are, when it comes to the intelligentsia, the majority?
[02:36:18.091 --> 02:36:19.172]  And we have the best minds.
[02:36:19.572 --> 02:36:20.733]  We have the best men and women.
[02:36:21.113 --> 02:36:21.854]  We're not cowards.
[02:36:21.874 --> 02:36:22.915]  We don't want to screw people over.
[02:36:23.255 --> 02:36:23.976]  We're the good guys.
[02:36:24.777 --> 02:36:26.358]  So stop worrying about what happens to you.
[02:36:27.038 --> 02:36:28.240]  And get involved in the fight today.
[02:36:28.260 --> 02:36:30.922]  It is the animating contest.
[02:36:32.283 --> 02:36:33.124]  They live, we sleep.
[02:36:34.673 --> 02:36:35.113]  Not really.
[02:36:35.993 --> 02:36:48.977]  Once we start living, the globalist lie starts falling, starts dying, and tyranny and its different manifestations vanish like phantoms at dawn.
[02:36:50.397 --> 02:36:51.998]  To paraphrase Thomas Jefferson yet again.
[02:36:54.918 --> 02:36:56.379]  There is so much to go over.
[02:36:56.919 --> 02:36:57.859]  Did you hear Cy Hirsch?
[02:36:59.039 --> 02:37:00.660]  He's not against migrants coming in.
[02:37:01.809 --> 02:37:05.211]  But they are bringing in terrorists that are going to attack, that'll be used to take our freedoms.
[02:37:05.391 --> 02:37:05.871]  We'll see.
[02:37:05.891 --> 02:37:10.054]  It'd be like if I ran the water system of a major city, or you ran it.
[02:37:10.814 --> 02:37:11.875]  You're not against H2O.
[02:37:13.716 --> 02:37:16.898]  But you want to take fluoride out because it's been admitted by Harvard and others to be toxic.
[02:37:17.458 --> 02:37:18.919]  They're like, oh, why are you against water?
[02:37:19.019 --> 02:37:20.079]  No, I'm against fluoride.
[02:37:20.740 --> 02:37:22.241]  Or let's go one that's not debatable.
[02:37:23.842 --> 02:37:24.342]  Cyanide.
[02:37:26.553 --> 02:37:34.076]  If they put 20 pounds of cyanide, say, in the hypothetically Detroit water supply, that's enough to kill the whole city.
[02:37:35.117 --> 02:37:38.458]  I'd say shut the water system off so the pipes don't flow.
[02:37:38.478 --> 02:37:40.019]  Don't tell people don't drink out of the water.
[02:37:40.459 --> 02:37:42.620]  Shut it off till you've been able to pump it out.
[02:37:45.521 --> 02:37:47.702]  Well, that's what we're saying about the open porters, people.
[02:37:47.902 --> 02:37:50.303]  It's a globalist plan to implode the country and bankrupt it.
