[00:00:00.710 --> 00:00:03.715]  ...already is deeply concerned.
[01:49:32.222 --> 01:49:33.924]  I take it out of the personalities.
[01:49:33.924 --> 01:49:45.437]  I never wanted to... I bet you can't find anything I've ever said on the House floor about, oh, you know, the President of the United States is a bum, or saying the Democrats are, you know, the fall, and it's all the fall of the Democrat.
[01:49:45.777 --> 01:49:56.021]  No, I'm always going to be talking about changing people's minds about why printing money is lousy, why fighting wars overseas is bad, and not... No, I got it.
[01:49:56.021 --> 01:50:01.623]  You are a gentleman who is reaching out to people trying to change them, and Trump is more of a bull in a China cabinet.
[01:50:03.633 --> 01:50:10.198]  I think that's the case, and hopefully there's room for both ways of changing things.
[01:50:10.198 --> 01:50:19.445]  Because, you know, I sort of enjoy the idea, although I never became a Trump supporter, I enjoyed the idea that right now we're winning on some of these issues.
[01:50:19.445 --> 01:50:26.991]  One is that it's a little bit more popular to challenge political correctness than it was a few years ago.
[01:50:26.991 --> 01:50:29.153]  And I think the American people are waking up.
[01:50:29.153 --> 01:50:30.654]  They're so sick and tired of that.
[01:50:31.114 --> 01:50:31.835]  Bingo!
[01:50:31.835 --> 01:50:39.379]  That's what I'm saying Dr. Paul, is that Trump has taken what you built and others built, and we built, and magnified it.
[01:50:39.379 --> 01:50:42.561]  There's some imperfections there, but I think I just heard you right.
[01:50:42.561 --> 01:50:49.746]  You said I'm kind of a Trump supporter on the fact that he's made it okay to have free speech and stand up against the bullying of the PC crowd.
[01:50:51.130 --> 01:50:57.391]  Okay, well no, I'm glad that has happened, but I see it in a different sense.
[01:50:57.391 --> 01:50:59.191]  Because I use it in a different fashion.
[01:50:59.191 --> 01:51:03.872]  I would say, well, who uses which bathroom is a private property issue.
[01:51:03.872 --> 01:51:06.433]  We need to deal with the issue of privacy.
[01:51:06.433 --> 01:51:08.533]  Why do governments own these things?
[01:51:08.533 --> 01:51:10.913]  Why in the world would we be talking about this?
[01:51:10.913 --> 01:51:14.954]  Because people can't walk into our houses and decide who's going to use what bathroom.
[01:51:14.954 --> 01:51:15.814]  Why is the government involved?
[01:51:15.814 --> 01:51:17.515]  Businesses should have whatever they want.
[01:51:17.515 --> 01:51:18.455]  You want to have the same sex?
[01:51:18.455 --> 01:51:19.575]  You want to have them separate?
[01:51:19.895 --> 01:51:25.539]  I want them to use the total principle of freedom.
[01:51:25.539 --> 01:51:29.801]  Property rights, voluntary contracts, non-aggression principle.
[01:51:29.801 --> 01:51:34.965]  I want to always emphasize the philosophic underpinnings of what we're talking about.
[01:51:34.965 --> 01:51:40.148]  And you're dealing, you know, with one of the specifics and you will go a certain way politically.
[01:51:40.148 --> 01:51:48.093]  But I've lost any enthusiasm for thinking that, you know, if we get a few more people in Congress, next year we're going to have a balanced budget.
[01:51:48.493 --> 01:51:49.935]  No, that's not going to happen.
[01:51:49.935 --> 01:51:51.297]  I never really believed it.
[01:51:51.297 --> 01:51:52.979]  Never went there with the intention.
[01:51:52.979 --> 01:52:02.211]  Went there as a surprise because I didn't think anybody would vote for me if I took this position of, you know, saying that governments should be very, very small.
[01:52:02.211 --> 01:52:02.411]  Sure.
[01:52:02.411 --> 01:52:03.733]  Well, you know Nigel Farage.
[01:52:03.733 --> 01:52:04.754]  You take on everybody.
[01:52:04.754 --> 01:52:05.776]  You know who Nigel Farage is.
[01:52:05.776 --> 01:52:06.437]  Yeah, I know him well.
[01:52:07.337 --> 01:52:17.701]  Sure, and he said on air before that your work inspired him 20-something years ago, and that when a lot of folks he would go speak to in England back when their party was tiny, were listeners of yours and listeners of mine.
[01:52:17.701 --> 01:52:28.706]  So all I'm saying is, it's got to feel good to know that you've affected elections in Europe, that the libertarian ideas of the Von Mises Institute that you've been quarterbacking are having big effects.
[01:52:28.706 --> 01:52:29.466]  All I'm saying is,
[01:52:30.629 --> 01:52:35.675]  Trump is basically, at his core, adopting all of that.
[01:52:35.675 --> 01:52:44.245]  I don't think he's so much political as he is just kind of like a promoter where he agrees with a lot of folks he's around and says nice things to crowds he's with.
[01:52:44.245 --> 01:52:46.588]  But at his core, I know he really respects you.
[01:52:46.588 --> 01:52:47.730]  He's told me that personally.
[01:52:47.730 --> 01:52:48.530]  He's said it in public.
[01:52:49.131 --> 01:52:54.400]  And I'm sad that, you know, Rand and he got in fights and things, but both people did things that were probably not too good, but that happens in the political campaign.
[01:52:54.400 --> 01:52:59.869]  All I'm saying is, if a Donald Trump got elected and you had a free hand, would you be an advisor?
[01:52:59.869 --> 01:53:01.111]  Would you be the head of the Treasury?
[01:53:01.111 --> 01:53:01.531]  Or are you done?
[01:53:02.984 --> 01:53:06.709]  Well, no, he's not going to because I'm dealing on a different level.
[01:53:06.709 --> 01:53:10.393]  I'm dealing in the theoretical and the philosophic.
[01:53:10.393 --> 01:53:12.937]  And I don't think he's there.
[01:53:12.937 --> 01:53:15.760]  He picks up bits and pieces and he uses it.
[01:53:15.760 --> 01:53:19.365]  And when it seems to be beneficial, yes, he'll use it.
[01:53:19.365 --> 01:53:20.386]  I mean, if somebody asked me a
[01:53:20.506 --> 01:53:21.447]  Well, I know for a fact...
[01:53:40.529 --> 01:53:41.790]  No, no, but with Trump it's different.
[01:53:41.790 --> 01:53:44.471]  Because what I'm telling you is, I know now the inside baseball.
[01:53:44.471 --> 01:53:47.793]  Before he and Rand got in all those spats, he was looking at Rand as a VP.
[01:53:47.793 --> 01:53:53.176]  And I know for a fact he respects you and was wanting to talk to you about economic policy.
[01:53:53.176 --> 01:53:55.377]  So, I mean, and it's not patronizing.
[01:53:55.377 --> 01:53:57.938]  I'm telling you, you know, that Donald Trump really, really...
[01:53:59.059 --> 01:53:59.339]  Yeah, but, but...
[01:54:23.123 --> 01:54:25.404]  Yeah, but that's not where I am.
[01:54:25.404 --> 01:54:35.710]  I'm trying to change attitudes that would support him to do the right things rather than me saying, well, if I support Trump or say this and this and sort it all out, that's a political thing.
[01:54:35.710 --> 01:54:44.636]  What I want to do is go out and get people to understand, you know, exactly the philosophy behind it and why you have to reject the authoritarianism of the government.
[01:54:44.636 --> 01:54:47.778]  And so when he's right on those issues, he's going to have more support.
[01:54:47.778 --> 01:54:51.480]  It would be much more valuable for him to have support of tens of thousands of people
[01:54:52.060 --> 01:54:53.440]  Uh, that may have been educated.
[01:54:53.440 --> 01:54:53.941]  No, I get it.
[01:54:53.941 --> 01:54:55.421]  You're not about the political.
[01:54:55.421 --> 01:54:59.722]  You're all about the right philosophical economic move.
[01:54:59.722 --> 01:55:02.403]  Matter of fact, I think it's 90% of everything that we do.
[01:55:02.403 --> 01:55:08.104]  And I was in politics, but I was in politics for participating in the educational opportunity.
[01:55:08.104 --> 01:55:12.305]  That's also, uh, Alex, the reason why I have a homeschooling organization.
[01:55:12.305 --> 01:55:13.646]  Nobody knows a whole lot.
[01:55:13.646 --> 01:55:14.806]  I was going to bring that up next.
[01:55:14.806 --> 01:55:17.427]  Take our children out of the system.
[01:55:17.427 --> 01:55:18.007]  Tell us about that.
[01:55:19.551 --> 01:55:27.313]  Well, yes, and Gary North and Tom Woods helped me start this, and they have a fantastic thing going.
[01:55:27.313 --> 01:55:30.893]  And quite frankly, it's not gigantic.
[01:55:30.893 --> 01:55:39.275]  We don't have the numbers that you have, but systematically, more and more, the public school system is terrible in this whole thing of political correctness.
[01:55:39.275 --> 01:55:41.015]  It's all in the public system.
[01:55:41.015 --> 01:55:48.037]  So I think more and more people, I think if we lose our rights, property rights, to have our private school system... Agreed.
[01:55:48.377 --> 01:55:50.378]  I mean, then we're in real trouble.
[01:55:50.378 --> 01:55:58.644]  But as long as we have that, and more and more people are going to come, because people are sick of the, you know, government school system.
[01:55:58.644 --> 01:56:05.468]  So that's where I'm optimistic, and some people have told me that's probably one of the most positive things that I'm doing at this point in time.
[01:56:05.468 --> 01:56:08.470]  Well, by the way, you say you're own homeschooling.
[01:56:08.470 --> 01:56:13.173]  Sure, your own homeschooling deal has got a lot of people signed up to it, but the homeschooling movement itself is exploding.
[01:56:13.173 --> 01:56:15.354]  Folks can find out more at RonPaulLibertyReport.com.
[01:56:15.354 --> 01:56:16.115]  Let me ask you this then.
[01:56:17.185 --> 01:56:18.527]  What is your gut on this election?
[01:56:18.527 --> 01:56:20.209]  I mean, he's ahead in battleground states.
[01:56:20.209 --> 01:56:22.111]  They keep oversampling Democrats.
[01:56:22.111 --> 01:56:23.473]  10, 15, 20 points.
[01:56:23.473 --> 01:56:27.778]  They've been caught in WikiLeaks, fixing polls, getting questions beforehand, rigging things.
[01:56:27.778 --> 01:56:31.783]  We know a lot of hanky-panky happened to you when you'd be winning in New Hampshire and places.
[01:56:31.783 --> 01:56:34.427]  I mean, what's your gut about the election tell you?
[01:56:36.454 --> 01:56:41.358]  Well, I haven't relied on my gut too much.
[01:56:41.358 --> 01:56:43.319]  Sure, what's the analysis?
[01:56:43.319 --> 01:56:50.805]  I look at the financial markets, and unfortunately, the financial markets this last couple days went against Trump.
[01:56:50.805 --> 01:56:53.247]  Because, you know, the way they were responding,
[01:56:53.467 --> 01:56:54.568]  Oh, Hillary won something.
[01:56:54.568 --> 01:56:55.608]  Hillary won something.
[01:56:55.608 --> 01:57:09.976]  So therefore, what is so sad is that because it was interpreted that Hillary won something with the director of the FBI coming out, that the markets, which are supposed to be free markets and capitalism, they responded with glee!
[01:57:09.976 --> 01:57:13.098]  The stock market skyrocketed nearly 400 points.
[01:57:13.098 --> 01:57:16.200]  That, to me, is a sad state of affairs.
[01:57:16.200 --> 01:57:17.280]  Well, that shows the control.
[01:57:17.280 --> 01:57:18.781]  But now there's some jitters.
[01:57:18.781 --> 01:57:20.222]  Now there's some jitters is my point.
[01:57:20.222 --> 01:57:21.463]  So you're thinking a Hillary win?
[01:57:23.766 --> 01:57:27.770]  Well, right now I'm saying the markets think that.
[01:57:27.770 --> 01:57:33.076]  I think that right now I'm not predicting, I'm not betting any money.
[01:57:33.076 --> 01:57:46.390]  I'm also, I did a program today on my program that said the momentum, I just tried to describe where the momentum is, after this election is over and I didn't pick a winner, that we are still going to spend more money, we're going to get bigger government,
[01:57:46.690 --> 01:57:48.331]  Taxes will not go down.
[01:57:48.331 --> 01:57:51.513]  The troops won't be going home.
[01:57:51.513 --> 01:57:53.474]  I agree, but the awakening momentum has never been bigger.
[01:57:53.474 --> 01:57:55.035]  So let me ask you this in closing then.
[01:57:55.035 --> 01:57:57.096]  Dr. Ron Paul is our guest.
[01:57:57.096 --> 01:58:04.621]  Looking at this, I mean, just looking at Hillary, she's so bad, she's so evil, she wants war with Russia.
[01:58:04.621 --> 01:58:12.866]  I mean, just for world peace, isn't it positive that Trump doesn't want war with Russia and doesn't want to back radical Islam?
[01:58:14.966 --> 01:58:17.129]  Yeah, but I don't want to get into a debate on this.
[01:58:17.129 --> 01:58:22.475]  I would concede that, but then I could throw out something else where he might be more likely to cause trouble.
[01:58:22.475 --> 01:58:23.516]  But I don't want to get into that.
[01:58:23.516 --> 01:58:27.441]  That's back into the personality and bickering between, you know, political factions.
[01:58:27.441 --> 01:58:29.783]  And I think elections are phony.
[01:58:29.783 --> 01:58:30.064]  I think...
[01:58:30.704 --> 01:58:33.485]  You might not agree with this one, but just think.
[01:58:33.485 --> 01:58:35.965]  You know the establishment, the deep state.
[01:58:35.965 --> 01:58:37.206]  They've controlled these elections.
[01:58:37.206 --> 01:58:38.486]  We control them overseas.
[01:58:38.486 --> 01:58:40.286]  They control them here, too.
[01:58:40.286 --> 01:58:46.868]  So whether you had a Ron in the end, or Obama, you know darn well that policies weren't going to change.
[01:58:46.868 --> 01:58:47.608]  You're hopeful.
[01:58:47.608 --> 01:58:49.249]  You're keeping your fingers crossed.
[01:58:49.249 --> 01:58:50.129]  I hope you're right.
[01:58:50.129 --> 01:58:55.010]  I hope things, you know, if Trump would win, that things would be better.
[01:58:55.010 --> 01:58:57.291]  No, Dr. Paul, this is why I respect you.
[01:58:57.291 --> 01:58:58.671]  The deep state is very, very deep.
[01:58:58.871 --> 01:58:59.671]  You're always honest.
[01:58:59.671 --> 01:59:00.392]  No, I agree with you.
[01:59:00.392 --> 01:59:04.513]  I came in this morning and I said they're preparing everyone for a Trump loss even though he's winning.
[01:59:04.513 --> 01:59:09.155]  I said to the crew, I said the deep state doesn't want him and that's why he's good.
[01:59:09.155 --> 01:59:12.837]  He's not a Ron Paul, but a Ron Paul's not a Donald Trump.
[01:59:12.837 --> 01:59:14.898]  You both have different, you know, attributes.
[01:59:14.898 --> 01:59:16.438]  I wish he would become president.
[01:59:16.438 --> 01:59:18.939]  I wish he would and we'll see, but you're right.
[01:59:18.939 --> 01:59:23.061]  This election staged and they've rigged the whole deal and I think Donald Trump's right then.
[01:59:23.061 --> 01:59:24.802]  You just said it to say it's rigged.
[01:59:24.802 --> 01:59:25.622]  Is Donald Trump right on that?
[01:59:27.076 --> 01:59:29.278]  Well, it's been rigged for a long time.
[01:59:29.278 --> 01:59:36.423]  My first election was in 1976, and I lost by 100 votes on election night.
[01:59:36.423 --> 01:59:39.926]  And it came out of fraud.
[01:59:39.926 --> 01:59:44.989]  And we found 1,350 votes of absolutely fraudulent votes.
[01:59:44.989 --> 01:59:50.273]  We won in the course until it got to the Supreme Court of Texas, and then we won there.
[01:59:50.273 --> 01:59:53.896]  And then the next day, they threw out one judge and said there was something wrong with him.
[01:59:53.896 --> 01:59:55.817]  Had a new election, and of course,
[01:59:57.339 --> 02:00:01.564]  You know, we lost the court contest too, but that's way back then.
[02:00:01.564 --> 02:00:05.228]  So there was... Bottom line, I don't want to put words in your mouth.
[02:00:05.228 --> 02:00:10.434]  You're saying the system's been rigged for a long time and you think it's rigged against Trump because the establishment clearly wants Hillary.
[02:00:12.658 --> 02:00:31.073]  I don't have any evidence of who gets rigging or whatnot, but I just think that, I think, because what I have to say will be more of a challenge to you, because I think that some of the policies that Trump has, supports, may be there because he's been told he has to take certain positions.
[02:00:32.208 --> 02:00:32.768]  Wow.
[02:00:32.768 --> 02:00:33.389]  Alright.
[02:00:33.389 --> 02:00:34.650]  You're saying it might be political.
[02:00:34.650 --> 02:00:35.891]  Dr. Paul, thank you for the time.
[02:00:35.891 --> 02:00:36.431]  Amazing interview.
[02:00:36.431 --> 02:00:38.012]  We look forward to speaking to you again soon.
[02:00:38.012 --> 02:00:38.372]  Wow.
[02:00:38.372 --> 02:00:38.713]  Power.
[02:00:38.713 --> 02:00:39.353]  That was the best ever.
[02:00:39.353 --> 02:00:40.034]  These get better and better.
[02:00:40.034 --> 02:00:41.555]  Alright, we're coming back in the next hour.
[02:00:41.555 --> 02:00:42.996]  Gerald Cilente and more.
[02:00:42.996 --> 02:00:43.716]  Thank you, Dr. Paul.
[02:00:43.716 --> 02:00:44.357]  That was amazing.
[02:00:44.357 --> 02:00:45.217]  I'm Alex Jones.
[02:00:45.217 --> 02:00:45.778]  Spread the word.
[02:00:45.778 --> 02:00:46.898]  Spread the feed.
[02:00:46.898 --> 02:00:47.479]  InfoWars.com.
[02:00:49.542 --> 02:00:53.706]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[02:00:53.706 --> 02:01:01.192]  We have worked for years with our chemists and scientists to create the most powerful and affordable grape-tasting multivitamin formula available.
[02:01:01.192 --> 02:01:12.142]  The all-new Vitamin Mineral Fusion drink mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[02:01:12.642 --> 02:01:20.468]  In the history of InfoWars life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[02:01:20.468 --> 02:01:30.094]  But I am most proud of the product we're now launching today with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[02:01:30.094 --> 02:01:34.537]  This formula is the platinum standard of multivitamin mineral products.
[02:01:34.537 --> 02:01:41.242]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standard.
[02:01:41.622 --> 02:01:43.064]  That means it's clean.
[02:01:43.064 --> 02:01:44.226]  That means it's pure.
[02:01:44.226 --> 02:01:47.151]  That's InfoWarsWife.com and Vitamin Mineral Fusion.
[02:01:47.151 --> 02:01:52.098]  Take action now before we sell out.
[02:01:52.098 --> 02:01:54.722]  You're listening to the Alex Jones Show.
[02:02:11.767 --> 02:02:12.888]  Big Brother.
[02:02:12.888 --> 02:02:14.668]  Mainstream media.
[02:02:14.668 --> 02:02:16.609]  Government cover-ups.
[02:02:16.609 --> 02:02:18.270]  You want to stop tyranny?
[02:02:18.270 --> 02:02:19.950]  Well, so does he.
[02:02:19.950 --> 02:02:24.752]  Live from the InfoWars.com studios, it's Alex Jones.
[02:02:24.752 --> 02:02:29.675]  Well, Nico Acoustum, I'm head producer and others disagree, that was the best Ron Paul interview ever.
[02:02:29.675 --> 02:02:33.496]  We got Ventura coming on Friday, and I'm going to put his feet to the fire in a nice way as well.
[02:02:33.496 --> 02:02:37.258]  When you say you're supporting Gary Johnson because you're against two parties,
[02:02:38.740 --> 02:02:41.483]  Johnson and Weld are endorsing Hillary.
[02:02:41.483 --> 02:02:45.526]  Hillary is an out-of-control demon.
[02:02:45.526 --> 02:02:49.430]  And I get Paul, his purity, he wants to change minds and sell free market.
[02:02:49.430 --> 02:02:50.491]  I love that.
[02:02:50.491 --> 02:02:55.075]  He doesn't want to get in the whole trenches of political promises.
[02:02:55.075 --> 02:03:02.161]  And I get him saying, he was alluding to it, Trump's like, I'll give special tax cuts just to black people.
[02:03:05.072 --> 02:03:11.054]  And I get the argument, okay, you start compromising and giving people this and that because of what group they are, you've now become as bad as Democrats.
[02:03:11.054 --> 02:03:15.676]  How do you counter them trying to cause a race war and all this division?
[02:03:15.676 --> 02:03:17.717]  We want people off the plantation.
[02:03:17.717 --> 02:03:20.058]  There's got to be 40 acres and a mule.
[02:03:20.058 --> 02:03:23.279]  Most black folks never got the 40 acres and a mule.
[02:03:23.279 --> 02:03:25.100]  So it's their own tax money.
[02:03:25.100 --> 02:03:28.381]  I don't see it as a freebie.
[02:03:28.381 --> 02:03:29.882]  I want everybody's taxes cut.
[02:03:29.882 --> 02:03:32.903]  But if we can use political correctness to get somebody's taxes cut, I'll do it.
[02:03:35.230 --> 02:03:38.714]  Let me tell you, I don't like driving through neighborhoods and seeing poor, desperate people.
[02:03:38.714 --> 02:03:45.402]  I'm not like the WikiLeaks stuff on Hillary where they're calling black people dumb and pathetic and getting off on it.
[02:03:45.402 --> 02:03:47.824]  That's the essence of these trash folks.
[02:03:47.824 --> 02:03:51.108]  They like seeing people not doing good.
[02:03:51.108 --> 02:03:55.013]  But I think that's the demarcation line between a good person and a bad person.
[02:03:56.468 --> 02:04:00.570]  I've seen people, and if you've got a beautiful girlfriend or beautiful wife, they get upset with you.
[02:04:00.570 --> 02:04:01.910]  Well, that's who you don't want to be around.
[02:04:01.910 --> 02:04:05.032]  Or you've got a good business, or you're a great painter or artist, they're jealous of you.
[02:04:05.032 --> 02:04:08.473]  Instead of wanting to be around you.
[02:04:08.473 --> 02:04:13.316]  I was always blind, because I'm not the best looking now, but I was like a Calvin Klein model when I was younger.
[02:04:13.316 --> 02:04:18.518]  And I had girlfriends that were just beautiful, and they'd be pissed saying, you're just too good looking, you're better looking than I am.
[02:04:18.518 --> 02:04:19.438]  They'd be mad at me about it.
[02:04:19.438 --> 02:04:20.259]  It didn't even make sense.
[02:04:20.839 --> 02:04:23.201]  I'm not bragging about that story to sound cool.
[02:04:23.201 --> 02:04:24.983]  I've told you bad stuff where I paid for abortions.
[02:04:24.983 --> 02:04:25.523]  There's no filter here.
[02:04:25.523 --> 02:04:26.024]  It's all just real.
[02:04:41.598 --> 02:04:47.182]  I think that's the demarcation line, is Gerald Cilente wants prosperity and hates seeing his town fall apart.
[02:04:47.182 --> 02:04:49.123]  And Alex Jones wants prosperity.
[02:04:49.123 --> 02:04:53.306]  And prosperity based on real equity, real level playing field, real freedom.
[02:04:54.229 --> 02:05:04.238]  Just like a high-quality restaurant, or a high-quality clothing, or a high-quality shop, or a high-quality, uh, you know, store that's family-owned, and you've got quality, and they treat you with respect, you treat them with respect.
[02:05:04.238 --> 02:05:06.761]  Celente always talks about that because it's the heart of community.
[02:05:06.761 --> 02:05:07.341]  It's humanity.
[02:05:07.341 --> 02:05:12.306]  Why do you think, I'm not saying this is Italian, this is true, every sports jacket I wear is Italian.
[02:05:12.306 --> 02:05:13.527]  Because they're the best cut.
[02:05:13.527 --> 02:05:16.170]  All the sunglasses I got are Italian.
[02:05:16.170 --> 02:05:16.470]  Why?
[02:05:16.470 --> 02:05:17.971]  Because they demand quality.
[02:05:18.820 --> 02:05:20.221]  Now, it's a stereotype.
[02:05:20.221 --> 02:05:21.442]  It's a true stereotype.
[02:05:21.442 --> 02:05:25.845]  Too bad that the Italians aren't having any kids, so, you know, Italy's about to become North Africa.
[02:05:25.845 --> 02:05:36.492]  But the point is that what I'm getting at here is that McDonald's admittedly said, we're going to get rid of our staff by saying, throw your trash away, thank you.
[02:05:36.492 --> 02:05:41.355]  All you did was lower the quality of restaurants nationwide by snapping your fingers.
[02:05:41.355 --> 02:05:43.097]  It's the quality we demand.
[02:05:43.097 --> 02:05:45.959]  We don't kill granny like Bill Gates said and hire 10 teachers.
[02:05:46.960 --> 02:05:48.301]  We kill the society.
[02:05:48.301 --> 02:05:56.844]  You take care of Granny, you have a culture that takes care of Granny, you just raised the standard, you just created more jobs, you just raised the empathy of the species.
[02:05:56.844 --> 02:06:00.205]  They've trained you to not care and not be involved.
[02:06:00.205 --> 02:06:03.006]  They've trained you to act like a buffoon, to act like an idiot.
[02:06:03.006 --> 02:06:06.027]  They've trained you to give up the respect you deserve.
[02:06:06.027 --> 02:06:11.949]  I always hear this thing, people say, in the old days in Texas, but all over the place, any place that has culture, you better respect us.
[02:06:11.949 --> 02:06:15.911]  We're gonna respect you, you're gonna respect us, and you don't respect us, get out of our lives!
[02:06:16.943 --> 02:06:23.209]  And we sit there with this mainstream media disrespecting us with disinformation and lies and pissing on our backs.
[02:06:23.209 --> 02:06:24.490]  And let me tell you who's shameful.
[02:06:24.490 --> 02:06:25.851]  Us that put up with it.
[02:06:25.851 --> 02:06:30.635]  The mainstream media is a total enemy, a total joke, and they have screwed themselves over.
[02:06:30.635 --> 02:06:31.556]  That's the good news.
[02:06:31.556 --> 02:06:34.019]  We'll talk about everything with Gerald Cilenti on the other side of this break.
[02:06:34.019 --> 02:06:35.400]  Liane McAdoo comes in in the fourth hour.
[02:06:35.400 --> 02:06:36.181]  I'll cut off some with Herb.
[02:06:37.185 --> 02:06:38.766]  I'm going to go vote after that.
[02:06:38.766 --> 02:06:41.128]  Mainly just to inspect what's going on and see what's happening.
[02:06:41.128 --> 02:06:41.928]  I know the state rules.
[02:06:41.928 --> 02:06:44.850]  I'm sure they're going to flip out and say, you don't have a camera and blah blah blah.
[02:06:44.850 --> 02:06:46.211]  I'll be like 200 feet back.
[02:06:46.211 --> 02:06:47.112]  But that's all going to happen.
[02:06:47.112 --> 02:06:48.613]  That'll be a lot of Facebook mentions.
[02:06:48.613 --> 02:06:50.014]  But I'm on fire.
[02:06:50.014 --> 02:06:55.777]  Because win, lose, or draw for Trump, Hillary and the mainstream media have destroyed themselves.
[02:06:55.777 --> 02:06:57.378]  And it's a beautiful time to be alive.
[02:06:57.378 --> 02:06:57.799]  Stay with us.
[02:06:59.841 --> 02:07:02.824]  Hillary Clinton wins the election!
[02:07:02.824 --> 02:07:07.069]  She has defeated the fear and hate-based conservative Donald Trump.
[02:07:07.069 --> 02:07:20.022]  Well, that's according to Newsweek, who reportedly has already issued a special commemorative edition with Hillary on the cover behind the words, Madam President, Hillary Clinton's historic journey to the White House.
[02:07:20.362 --> 02:07:21.823]  They know something we don't.
[02:07:21.823 --> 02:07:24.866]  DC Clothesline reports that the fix is in.
[02:07:24.866 --> 02:07:30.511]  Newsweek already has an issue in print, boxed and ready to ship, declaring Hillary the winner.
[02:07:30.511 --> 02:07:33.554]  But others think the whole thing might be a hoax.
[02:07:33.554 --> 02:07:37.798]  Newsweek has been asked repeatedly whether the magazine is real, but has failed
[02:07:38.058 --> 02:07:39.659]  To respond so far.
[02:07:39.659 --> 02:07:42.780]  If the issue is indeed a fake, well it's very convincing.
[02:07:42.780 --> 02:07:52.005]  The one thing we know for sure is that Newsweek will not be publishing a special commemorative edition that is favorable to Donald Trump if he wins.
[02:07:52.005 --> 02:07:55.027]  You can learn more right now at Infowars.com
[02:07:59.284 --> 02:08:02.565]  Do you ever wonder what happened to America?
[02:08:02.565 --> 02:08:06.646]  Because of what we did on this day, change has come to America.
[02:08:06.646 --> 02:08:09.307]  Something's wrong, and we all know it.
[02:08:09.307 --> 02:08:12.128]  I'm Charlie Daniels, and I'm here to tell you about it.
[02:08:12.128 --> 02:08:17.330]  The nation has been hijacked by international forces, bent on global governance.
[02:08:17.890 --> 02:08:24.097]  When I was a boy, it was okay to be proud of the flag, heritage, mom and apple pie.
[02:08:24.097 --> 02:08:30.365]  God was in school, morality had a future, and beef was for supper.
[02:08:30.365 --> 02:08:32.948]  Revelation, dawn of global government.
[02:08:33.311 --> 02:08:34.472]  We're the solution.
[02:08:34.472 --> 02:08:35.413]  Americans.
[02:08:35.413 --> 02:08:36.974]  Ain't nothing more to it than that.
[02:08:36.974 --> 02:08:42.378]  Starring Alex Jones, Charlie Daniels, and Special Ops General Jerry Boykin.
[02:08:42.378 --> 02:08:43.999]  Theatrical screenings on demand.
[02:08:43.999 --> 02:08:45.621]  DVDs now available.
[02:08:45.621 --> 02:08:49.524]  Wanna shed some tears over the red, white, and blue?
[02:08:49.524 --> 02:08:52.366]  Revelation, the movie, dot info.
[02:08:52.366 --> 02:08:55.148]  Americans need to see this film.
[02:08:55.148 --> 02:08:57.790]  Revelation, the movie, dot info.
[02:08:57.790 --> 02:08:58.671]  Let's fix it.
[02:08:59.231 --> 02:09:02.433]  A clean, toxic-free body is the foundation of true health.
[02:09:02.433 --> 02:09:04.795]  Deep Cleanse by InfoWarsLife.com.
[02:09:04.795 --> 02:09:11.799]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[02:09:11.799 --> 02:09:17.122]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[02:09:17.122 --> 02:09:26.128]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanse doesn't hold back.
[02:09:26.548 --> 02:09:35.415]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[02:09:35.415 --> 02:09:42.520]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary SpiteGerX herbal processing technique.
[02:09:42.520 --> 02:09:47.884]  We use only the highest quality organic herbs, backed by serious research, and we still bring it to you at the best.
[02:09:48.164 --> 02:09:53.795]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[02:09:53.795 --> 02:09:55.739]  That's InfoWarsLife.com or call 888-253-3139.
[02:10:06.913 --> 02:10:08.554]  All the waiting is over.
[02:10:08.554 --> 02:10:11.015]  The time for preparation has passed.
[02:10:11.015 --> 02:10:12.456]  The battle is now.
[02:10:12.456 --> 02:10:14.137]  The fight for not just U.S.
[02:10:14.137 --> 02:10:21.621]  sovereignty, but national sovereignty and human sovereignty against the scientific dictatorship of the new world order.
[02:10:21.621 --> 02:10:27.384]  And Donald Trump is our figurehead in the fight for Americanism, not globalism.
[02:10:27.384 --> 02:10:28.645]  It's now election day.
[02:10:29.165 --> 02:10:31.086]  Tuesday, November 8, 2016.
[02:10:31.086 --> 02:10:39.911]  And you're listening to InfoWars.com continual live coverage.
[02:10:39.911 --> 02:10:43.653]  Oh, let's get ready to rumble!
